I
1050 Generated by WorldEditor

1    144 1 0 KAGS Augusta Rgnl At Bush Fld
111  33.37110423 -081.97113016 1
115  33.37111107 -081.97109426
120 Linear Feature 559
111  33.36997691 -081.97088859 1
111  33.36998447 -081.97084894 1
115  33.36999131 -081.97081305
120 Linear Feature 559
111  33.36789000 -081.97047733 1
111  33.36789935 -081.97043824 1
115  33.36790781 -081.97040284
120 Linear Feature 559
111  33.36842279 -081.97062825 1
111  33.36843214 -081.97058915 1
115  33.36844060 -081.97055375
120 Linear Feature 559
111  33.36891617 -081.97055604 1
111  33.36892373 -081.97051639 1
115  33.36893057 -081.97048050
120 Linear Feature 559
111  33.36926563 -081.97067266 1
111  33.36927319 -081.97063301 1
115  33.36928003 -081.97059712
120 Linear Feature 559
111  33.37063115 -081.97105933 1
111  33.37063871 -081.97101968 1
115  33.37064555 -081.97098378
120 Linear Feature 559
111  33.37038791 -081.97219926 1
111  33.37039547 -081.97215961 1
115  33.37040231 -081.97212371
120 Linear Feature 559
111  33.37027763 -081.97277651 1
111  33.37028518 -081.97273686 1
115  33.37029203 -081.97270097
120 Linear Feature 559
111  33.37080383 -081.97235772 1
111  33.37081139 -081.97231807 1
115  33.37081823 -081.97228218
120 Linear Feature 559
111  33.37068741 -081.97292306 1
111  33.37069497 -081.97288341 1
115  33.37070181 -081.97284752
120 Linear Feature 559
111  33.37103975 -081.97145390 1
111  33.37104731 -081.97141426 1
115  33.37105415 -081.97137836
120 Linear Feature 559
111  33.36991999 -081.97117269 1
111  33.36992755 -081.97113304 1
115  33.36993439 -081.97109715
120 Linear Feature 559
111  33.36796089 -081.97018048 1
111  33.36797024 -081.97014138 1
115  33.36797870 -081.97010599
120 Linear Feature 559
111  33.36782027 -081.97075731 1
111  33.36782962 -081.97071821 1
115  33.36783808 -081.97068282
120 Linear Feature 559
111  33.36848726 -081.97035585 1
111  33.36849661 -081.97031675 1
115  33.36850507 -081.97028136
120 Linear Feature 559
111  33.36835306 -081.97090822 1
111  33.36836241 -081.97086913 1
115  33.36837087 -081.97083373
120 Linear Feature 559
111  33.36885925 -081.97084014 1
111  33.36886681 -081.97080050 1
115  33.36887365 -081.97076460
120 Linear Feature 559
111  33.36920872 -081.97095676 1
111  33.36921627 -081.97091711 1
115  33.36922312 -081.97088122
120 Linear Feature 559
111  33.37057424 -081.97134343 1
111  33.37058179 -081.97130378 1
115  33.37058864 -081.97126789
120 Linear Feature 559
111  33.37033099 -081.97248336 1
111  33.37033855 -081.97244371 1
115  33.37034539 -081.97240782
120 Linear Feature 559
111  33.37022071 -081.97306061 1
111  33.37022827 -081.97302096 1
115  33.37023511 -081.97298507
120 Linear Feature 559
111  33.37074691 -081.97264182 1
111  33.37075447 -081.97260217 1
115  33.37076131 -081.97256628
120 Linear Feature 559
111  33.37063049 -081.97320716 1
111  33.37063805 -081.97316752 1
115  33.37064489 -081.97313162
120 Linear Feature 559
111  33.37106887 -081.97131180 1
111  33.37107643 -081.97127215 1
115  33.37108327 -081.97123626
120 Linear Feature 559
111  33.36994911 -081.97103058 1
111  33.36995667 -081.97099094 1
115  33.36996351 -081.97095504
120 Linear Feature 559
111  33.36799641 -081.97004048 1
111  33.36800576 -081.97000138 1
115  33.36801422 -081.96996599
120 Linear Feature 559
111  33.36785580 -081.97061731 1
111  33.36786514 -081.97057821 1
115  33.36787360 -081.97054282
120 Linear Feature 559
111  33.36852279 -081.97021585 1
111  33.36853214 -081.97017675 1
115  33.36854060 -081.97014136
120 Linear Feature 559
111  33.36838859 -081.97076822 1
111  33.36839793 -081.97072913 1
115  33.36840639 -081.97069373
120 Linear Feature 559
111  33.36888837 -081.97069804 1
111  33.36889593 -081.97065839 1
115  33.36890277 -081.97062250
120 Linear Feature 559
111  33.36923783 -081.97081465 1
111  33.36924539 -081.97077501 1
115  33.36925223 -081.97073911
120 Linear Feature 559
111  33.37060335 -081.97120132 1
111  33.37061091 -081.97116167 1
115  33.37061775 -081.97112578
120 Linear Feature 559
111  33.37036011 -081.97234125 1
111  33.37036767 -081.97230160 1
115  33.37037451 -081.97226571
120 Linear Feature 559
111  33.37024983 -081.97291851 1
111  33.37025738 -081.97287886 1
115  33.37026423 -081.97284297
120 Linear Feature 559
111  33.37077603 -081.97249971 1
111  33.37078359 -081.97246007 1
115  33.37079043 -081.97242417
120 Linear Feature 559
111  33.37065961 -081.97306506 1
111  33.37066717 -081.97302541 1
115  33.37067401 -081.97298952
120 Linear Feature 559
111  33.37101195 -081.97159590 1
111  33.37101951 -081.97155625 1
115  33.37102635 -081.97152036
120 Linear Feature 559
111  33.36989220 -081.97131469 1
111  33.36989975 -081.97127504 1
115  33.36990660 -081.97123914
120 Linear Feature 559
111  33.36792668 -081.97032046 1
111  33.36793603 -081.97028136 1
115  33.36794449 -081.97024596
120 Linear Feature 559
111  33.36778606 -081.97089729 1
111  33.36779541 -081.97085819 1
115  33.36780387 -081.97082280
120 Linear Feature 559
111  33.36845306 -081.97049583 1
111  33.36846240 -081.97045673 1
115  33.36847087 -081.97042133
120 Linear Feature 559
111  33.36831885 -081.97104820 1
111  33.36832820 -081.97100910 1
115  33.36833666 -081.97097371
120 Linear Feature 559
111  33.36883145 -081.97098214 1
111  33.36883901 -081.97094249 1
115  33.36884585 -081.97090660
120 Linear Feature 559
111  33.36918092 -081.97109876 1
111  33.36918847 -081.97105911 1
115  33.36919532 -081.97102321
120 Linear Feature 559
111  33.37054644 -081.97148542 1
111  33.37055399 -081.97144578 1
115  33.37056084 -081.97140988
120 Linear Feature 559
111  33.37030319 -081.97262535 1
111  33.37031075 -081.97258571 1
115  33.37031759 -081.97254981
120 Linear Feature 559
111  33.37019291 -081.97320261 1
111  33.37020047 -081.97316296 1
115  33.37020731 -081.97312707
120 Linear Feature 559
111  33.37071911 -081.97278382 1
111  33.37072667 -081.97274417 1
115  33.37073351 -081.97270827
120 Linear Feature 559
111  33.37060269 -081.97334916 1
111  33.37061025 -081.97330951 1
115  33.37061710 -081.97327362
120 Linear Feature 558
111  33.37058318 -081.97334026 20
115  33.37091223 -081.97172381
120 Linear Feature 574
111  33.37566657 -081.97226016 1
115  33.37533982 -081.97260991
120 Linear Feature 573
111  33.37571403 -081.97237929 1
115  33.37528688 -081.97248968
120 Linear Feature 572
111  33.37570947 -081.97251701 1
115  33.37529236 -081.97235088
120 Linear Feature 571
111  33.37564649 -081.97262630 1
115  33.37535807 -081.97223612
120 Linear Feature 570
111  33.37554518 -081.97268532 1
115  33.37545847 -081.97217819
120 Linear Feature 569
111  33.37543657 -081.97267767 1
115  33.37557256 -081.97218038
120 Linear Feature 553
111  33.37420936 -081.97211988 51
111  33.37423974 -081.97196924 51
115  33.37427876 -081.97177575
120 Linear Feature 552
111  33.37444660 -081.97188959 20
111  33.37442053 -081.97203278 20
111  33.37429245 -081.97209589 20
115  33.37435592 -081.97211489
120 Linear Feature 551
111  33.37429077 -081.97246062 20
111  33.37420407 -081.97243111 20
111  33.37414200 -081.97228684 20
111  33.37407264 -081.97226826 20
111  33.37408907 -081.97216006 20
111  33.37415478 -081.97217099 20
111  33.37416756 -081.97209121 20
111  33.37406351 -081.97192617 20
115  33.37409180 -081.97178409
120 Linear Feature 568
111  33.36872320 -081.97003203 51
112  33.36869126 -081.96985280  33.36864471 -081.96978613 51
115  33.36859898 -081.96974276
120 Linear Feature 567
111  33.36836634 -081.97145493 51
111  33.36872320 -081.97003203 51
112  33.36881265 -081.96987903  33.36886467 -081.96984187 51
115  33.36896276 -081.96984147
120 Linear Feature 557
111  33.36998383 -081.97019937 51
112  33.36997980 -081.97014293  33.36996999 -081.97011493 51
115  33.36995391 -081.97008811
120 Linear Feature 557
111  33.37045360 -081.97030913 51
112  33.37044957 -081.97025268  33.37043976 -081.97022468 51
115  33.37042052 -081.97020384
120 Linear Feature 557
111  33.37091764 -081.97042918 51
112  33.37091361 -081.97037273  33.37090380 -081.97034473 51
115  33.37088578 -081.97031923
120 Linear Feature 557
111  33.37137882 -081.97054237 51
112  33.37137479 -081.97048592  33.37136498 -081.97045792 51
115  33.37134642 -081.97043348
120 Linear Feature 557
111  33.37179418 -081.97064545 51
112  33.37179015 -081.97058900  33.37178034 -081.97056100 51
115  33.37175589 -081.97053504
120 Linear Feature 557
111  33.37218224 -081.97074225 51
112  33.37217820 -081.97068580  33.37216840 -081.97065780 51
115  33.37214464 -081.97063146
120 Linear Feature 557
111  33.37298368 -081.97093798 51
112  33.37297964 -081.97088153  33.37296984 -081.97085353 51
115  33.37294844 -081.97083082
120 Linear Feature 557
111  33.37256570 -081.97083362 51
112  33.37256167 -081.97077717  33.37255187 -081.97074917 51
115  33.37253249 -081.97072765
120 Linear Feature 556
111  33.36990973 -081.97061977 51
111  33.36998383 -081.97019937 51
112  33.37000812 -081.97014992  33.37002170 -081.97013456 51
115  33.37006091 -081.97011465
120 Linear Feature 556
111  33.37037950 -081.97072953 51
111  33.37045360 -081.97030913 51
112  33.37047790 -081.97025967  33.37049147 -081.97024432 51
115  33.37052481 -081.97022970
120 Linear Feature 556
111  33.37084354 -081.97084958 51
111  33.37091764 -081.97042918 51
112  33.37094194 -081.97037972  33.37095552 -081.97036436 51
115  33.37099477 -081.97034626
120 Linear Feature 556
111  33.37130472 -081.97096276 51
111  33.37137882 -081.97054237 51
112  33.37140312 -081.97049291  33.37141669 -081.97047755 51
115  33.37145177 -081.97045961
120 Linear Feature 556
111  33.37172007 -081.97106584 51
111  33.37179418 -081.97064545 51
112  33.37181847 -081.97059599  33.37183205 -081.97058063 51
115  33.37186962 -081.97056325
120 Linear Feature 556
111  33.37210813 -081.97116265 51
111  33.37218224 -081.97074225 51
112  33.37220653 -081.97069279  33.37222011 -081.97067744 51
115  33.37225381 -081.97065854
120 Linear Feature 556
111  33.37290957 -081.97135838 51
111  33.37298368 -081.97093798 51
112  33.37300797 -081.97088852  33.37302155 -081.97087316 51
115  33.37305480 -081.97085720
120 Linear Feature 556
111  33.37249160 -081.97125402 51
111  33.37256570 -081.97083362 51
112  33.37259000 -081.97078416  33.37260358 -081.97076881 51
115  33.37263744 -081.97075368
120 Linear Feature 554
111  33.37411529 -081.97222565 51
111  33.37424271 -081.97225960 51
115  33.37434621 -081.97228936
120 Linear Feature 555
111  33.37361324 -081.97191267 51
111  33.37364252 -081.97176888 51
115  33.37367441 -081.97161222
120 Linear Feature 555
111  33.37387200 -081.97197231 51
111  33.37390127 -081.97182853 51
115  33.37393316 -081.97167186
21  33.36839981 -081.95375898 2 258.1900 3.00 26 PAPI-4L
21  33.36708091 -081.96546709 2 78.4500 3.00 08 PAPI-4L
21  33.36437372 -081.96686099 2 347.9300 3.00 35 PAPI-4L
21  33.37879589 -081.96941397 2 167.0100 3.00 17 PAPI-4L
14  33.36962098 -081.97168311  49.21 0 New Tower Viewpoint 14
1300  33.37335533 -081.97203473  38.71 gate jets|turboprops Gate 6
1301 B airline 
1300  33.37310651 -081.97202467 -78.08 gate jets|turboprops Gate 5
1301 B airline 
1300  33.36777181 -081.97070191 166.39 misc props GA 08
1301 A general_aviation 
1300  33.36837306 -081.97057513 166.39 misc props GA 07
1301 A general_aviation 
1300  33.36880792 -081.97078794 166.39 misc props GA 06
1301 A general_aviation 
1300  33.36989661 -081.97097554 166.39 misc props GA 05
1301 A general_aviation 
1300  33.37022300 -081.97272469 166.39 misc props GA 04
1301 A general_aviation 
1300  33.37072615 -081.97245152 166.39 misc props GA 03
1301 A general_aviation 
1300  33.37213844 -081.97165756 346.90 misc jets|turboprops GA 02
1301 B general_aviation 
1300  33.37272078 -081.97182509 346.90 misc jets|turboprops GA 01
1301 B general_aviation 
1300  33.37361324 -081.97191267 258.87 gate jets|turboprops Gate 4
1301 B airline 
1300  33.37387200 -081.97197231 254.79 gate jets|turboprops Gate 3
1301 B airline 
1300  33.37421681 -081.97210443 256.46 gate jets|turboprops Gate 2
1301 C airline 
1300  33.37411529 -081.97222565 165.53 gate jets|turboprops Gate 1
1301 C airline 
51 11870 CTAF
51 12295 UNICOM
51 12295 UNICOM
53 12190 GND
54 11870 TWR
55 11915 APP/DEP
55 12680 APP/DEP
55 12680 APP/DEP
99
