I
1050 Generated by WorldEditor 2.1.0r1

1    433 1 0 UUML Severka
1302 city Kolomna
1300  55.20663654  038.67477573  81.59 tie_down props Tie-Down 5
1301 A general_aviation 
1300  55.20647814  038.67440394 121.39 tie_down props Tie-Down 6
1301 A general_aviation 
1300  55.20631455  038.67449714  84.96 tie_down props Tie-Down 7
1301 A general_aviation 
1300  55.20617119  038.67453766  84.96 tie_down props Tie-Down 8
1301 A general_aviation 
1300  55.20556718  038.67453430  82.26 tie_down turboprops|props Tie-Down 9
1301 B general_aviation 
1300  55.20592554  038.67541588 -27.78 tie_down props Tie-Down 10
1301 A general_aviation 
1300  55.20611427  038.67542220 153.03 tie_down props Tie-Down 11
1301 A general_aviation 
1300  55.20597734  038.67560316 -27.55 tie_down props Tie-Down 12
1301 A general_aviation 
1300  55.20616728  038.67560802 156.01 tie_down props Tie-Down 13
1301 A general_aviation 
1300  55.20603031  038.67578718 -27.81 tie_down props Tie-Down 14
1301 A general_aviation 
1300  55.20622039  038.67579698 156.30 tie_down props Tie-Down 15
1301 A general_aviation 
1300  55.20608376  038.67597089 -27.13 tie_down props Tie-Down 16
1301 A general_aviation 
1300  55.20627285  038.67598154 155.92 tie_down props Tie-Down 17
1301 A general_aviation 
1300  55.20613392  038.67616051 -27.44 tie_down props Tie-Down 18
1301 A general_aviation 
1300  55.20632619  038.67617153 156.00 tie_down props Tie-Down 19
1301 A general_aviation 
1300  55.20618828  038.67634249 -25.80 tie_down props Tie-Down 20
1301 A general_aviation 
1300  55.20647209  038.67626949  63.41 tie_down props Tie-Down 21
1301 A general_aviation 
1300  55.20656981  038.67618476 240.25 tie_down props Tie-Down 22
1301 A general_aviation 
1300  55.20662239  038.67653559 154.81 tie_down props Tie-Down 23
1301 A general_aviation 
1300  55.20632636  038.67685738 -24.08 tie_down props Tie-Down 24
1301 A general_aviation 
1300  55.20636915  038.67705077 -25.54 tie_down props Tie-Down 25
1301 A general_aviation 
1300  55.20641181  038.67724863 -25.05 tie_down props Tie-Down 26
1301 A general_aviation 
19  55.20541760  038.67462302 0 Windsock
19  55.20601256  038.67640411 0 Windsock
54 13315 Severka Start
99
