I
1050 Generated by WorldEditor 2.2.0r2

1    213 1 0 EGPD Aberdeen Dyce
111  57.20109788 -002.20327479
111  57.20109216 -002.20330615
111  57.20105296 -002.20327710
111  57.19974918 -002.20231090
111  57.19975763 -002.20226353
111  57.19972914 -002.20224122
111  57.19971898 -002.20228886
111  57.19942294 -002.20207403
111  57.19936534 -002.20202001
111  57.19937844 -002.20197677
111  57.19934770 -002.20194657
111  57.19933483 -002.20199010
111  57.19907452 -002.20172358
111  57.19904610 -002.20182250
111  57.19918884 -002.20197256
111  57.19916126 -002.20209467
111  57.19914913 -002.20214837
111  57.19907643 -002.20247028
111  57.19907336 -002.20248389
112  57.19903374 -002.20235970  57.19902617 -002.20227718
111  57.19903374 -002.20235970
112  57.19895376 -002.20183698  57.19892814 -002.20174447
111  57.19895376 -002.20183698
112  57.19888392 -002.20155817  57.19887035 -002.20146876
111  57.19888392 -002.20155817
111  57.19881492 -002.20094903
111  57.19909639 -002.20039926
111  57.19909757 -002.20039696
111  57.19919011 -002.20039640
111  57.19927819 -002.20054563
111  57.19935495 -002.20039344
111  57.19933616 -002.20035935
111  57.19935615 -002.20032303
111  57.19936219 -002.20026320
111  57.19935737 -002.20026334
111  57.19935504 -002.20017731
111  57.19933743 -002.20014170
111  57.19935578 -002.20011179
111  57.19880388 -002.19915526
112  57.19880388 -002.19915526  57.19878831 -002.19912172
111  57.19869177 -002.19898334
112  57.19869177 -002.19898334  57.19858843 -002.19882934
112  57.19837361 -002.19860121  57.19824131 -002.19848479
111  57.19837361 -002.19860121
111  57.19847884 -002.19823664
112  57.19847884 -002.19823664  57.19863309 -002.19832109
112  57.19884949 -002.19867227  57.19901160 -002.19899299
111  57.19884949 -002.19867227
111  57.19960680 -002.20001116
114  57.19960680 -002.20001116  57.19979167 -002.20035917
110 2 0.00 0.0000 New Taxiway 25
111  57.20168952 -002.20487057
111  57.20170150 -002.20489195
111  57.20173588 -002.20482264
111  57.20172396 -002.20479891
111  57.20183579 -002.20458359
111  57.20184783 -002.20460393
111  57.20187511 -002.20454786
111  57.20187132 -002.20454062
111  57.20186093 -002.20452080
111  57.20191392 -002.20441714
111  57.20192447 -002.20443675
111  57.20197940 -002.20443844
111  57.20199055 -002.20443879
111  57.20208937 -002.20423035
111  57.20208820 -002.20411601
111  57.20208272 -002.20410535
111  57.20213689 -002.20400121
111  57.20216829 -002.20394086
111  57.20218056 -002.20396150
111  57.20221933 -002.20388830
111  57.20220435 -002.20386045
111  57.20220641 -002.20385660
111  57.20233478 -002.20361712
111  57.20234781 -002.20363949
111  57.20237971 -002.20357281
111  57.20237792 -002.20356984
111  57.20237114 -002.20355789
111  57.20236929 -002.20355462
111  57.20241080 -002.20348091
111  57.20248555 -002.20334878
111  57.20268835 -002.20349328
111  57.20278115 -002.20365861
111  57.20278149 -002.20377281
111  57.20283406 -002.20386930
111  57.20283945 -002.20385857
111  57.20286965 -002.20391143
111  57.20289404 -002.20386163
111  57.20307466 -002.20418816
111  57.20268397 -002.20496563
111  57.20258040 -002.20516326
111  57.20257192 -002.20517946
111  57.20195998 -002.20634718
111  57.20171048 -002.20590346
111  57.20119688 -002.20689080
111  57.20096694 -002.20648917
111  57.20091102 -002.20638833
111  57.20108037 -002.20605816
111  57.20109231 -002.20603488
111  57.20110422 -002.20601167
111  57.20148972 -002.20526010
111  57.20150215 -002.20523587
113  57.20167263 -002.20490350
110 2 0.00 0.0000 New Taxiway 21
111  57.20029098 -002.20847871
111  57.20027530 -002.20844953
111  57.20027170 -002.20813341
111  57.20026434 -002.20811796
111  57.20051411 -002.20764307
111  57.20048317 -002.20757751
111  57.20054320 -002.20746131
111  57.20051056 -002.20740406
111  57.20064610 -002.20714421
113  57.20082315 -002.20745032
110 2 0.00 0.0000 New Taxiway 19
111  57.20885960 -002.20499726
111  57.20884884 -002.20501231
112  57.20884884 -002.20501231  57.20866745 -002.20526104
111  57.20828948 -002.20553862
111  57.20828646 -002.20555335
111  57.20829693 -002.20556168
111  57.20828332 -002.20563041
111  57.20824101 -002.20560037
111  57.20822620 -002.20567208
111  57.20818403 -002.20564317
111  57.20816857 -002.20571562
111  57.20812646 -002.20568407
111  57.20811138 -002.20575636
111  57.20802831 -002.20569534
111  57.20801325 -002.20576743
111  57.20761612 -002.20547057
111  57.20687437 -002.20492677
111  57.20542831 -002.20386662
111  57.20542586 -002.20387919
111  57.20534004 -002.20383106
111  57.20516401 -002.20374446
112  57.20516401 -002.20374446  57.20504186 -002.20370022
112  57.20493245 -002.20372338  57.20486276 -002.20376395
111  57.20493245 -002.20372338
111  57.20474747 -002.20390553
111  57.20474187 -002.20389570
111  57.20471064 -002.20395188
111  57.20451141 -002.20359886
111  57.20454598 -002.20355474
111  57.20457724 -002.20349542
111  57.20459278 -002.20352359
111  57.20462474 -002.20346461
111  57.20463036 -002.20347449
111  57.20476909 -002.20326919
111  57.20484832 -002.20313090
111  57.20489838 -002.20304207
111  57.20490426 -002.20305239
111  57.20527289 -002.20232388
111  57.20527894 -002.20231193
111  57.20545624 -002.20260803
111  57.20545149 -002.20262421
111  57.20539199 -002.20282686
112  57.20539199 -002.20282686  57.20529666 -002.20319132
112  57.20575885 -002.20369785  57.20610026 -002.20401218
111  57.20575885 -002.20369785
111  57.20575711 -002.20370894
111  57.20694973 -002.20457847
111  57.20746783 -002.20494460
111  57.20747228 -002.20492823
111  57.20775215 -002.20512829
112  57.20775215 -002.20512829  57.20799822 -002.20527082
112  57.20840805 -002.20501277  57.20862236 -002.20483390
111  57.20840805 -002.20501277
112  57.20840805 -002.20501277  57.20850566 -002.20493010
112  57.20871891 -002.20467009  57.20882549 -002.20452681
111  57.20871891 -002.20467009
113  57.20872856 -002.20465704
110 2 0.00 0.0000 New Taxiway 18
111  57.19944807 -002.19282729
111  57.19951524 -002.19253948
111  57.19989827 -002.19284413
111  57.19990826 -002.19283627
111  57.19984819 -002.19311594
111  57.19986615 -002.19312945
112  57.19986615 -002.19312945  57.19982979 -002.19313416
112  57.19985910 -002.19321481  57.19988118 -002.19325418
111  57.19985910 -002.19321481
112  57.19993679 -002.19331694  57.19997677 -002.19335093
111  57.19993679 -002.19331694
111  57.20024385 -002.19356830
112  57.20024385 -002.19356830  57.20026595 -002.19357530
111  57.20028429 -002.19352027
112  57.20024416 -002.19367972  57.20019748 -002.19375540
111  57.20024416 -002.19367972
111  57.20018723 -002.19370858
112  57.20018208 -002.19364795  57.20016279 -002.19362765
111  57.20018208 -002.19364795
111  57.19991912 -002.19343542
112  57.19980650 -002.19327803  57.19977067 -002.19319830
111  57.19980650 -002.19327803
111  57.19979857 -002.19328706
112  57.19979857 -002.19328706  57.19975302 -002.19319053
112  57.19967515 -002.19325999  57.19964646 -002.19330498
111  57.19967515 -002.19325999
111  57.19960685 -002.19320700
112  57.19960685 -002.19320700  57.19958073 -002.19317144
111  57.19954041 -002.19301769
113  57.19951782 -002.19300229
110 2 0.00 0.0000 New Taxiway 17
111  57.20348068 -002.19411334
111  57.20338114 -002.19456293
111  57.20277419 -002.19412674
111  57.20287288 -002.19365574
113  57.20339935 -002.19404911
110 2 0.00 0.0000 New Taxiway 16
111  57.20335871 -002.19549020
112  57.20331829 -002.19547674  57.20330337 -002.19546095
111  57.20331829 -002.19547674
111  57.20256955 -002.19491826
111  57.20256667 -002.19487075
111  57.20253177 -002.19429385
111  57.20251319 -002.19398690
111  57.20349474 -002.19469780
111  57.20354370 -002.19443405
111  57.20366206 -002.19452536
111  57.20350791 -002.19524657
113  57.20350615 -002.19545838
110 2 0.00 0.0000 New Taxiway 15
111  57.20345222 -002.19814509
111  57.20336113 -002.19807329
112  57.20345284 -002.19724401  57.20340625 -002.19670727
111  57.20345284 -002.19724401
111  57.20361797 -002.19721177
112  57.20356297 -002.19804677  57.20346289 -002.19846751
111  57.20356297 -002.19804677
113  57.20355817 -002.19808259
110 2 0.00 0.0000 New Taxiway 12
111  57.20927503 -002.19851772
111  57.20946307 -002.19816664
111  57.20947296 -002.19818430
111  57.20945666 -002.19821111
111  57.20986006 -002.19898122
111  57.20990381 -002.19897459
111  57.20996331 -002.19988781
111  57.21040562 -002.20022040
111  57.21029285 -002.20076072
111  57.21009959 -002.20062056
111  57.21007669 -002.20023762
111  57.21008775 -002.20025156
111  57.21013462 -002.20003746
111  57.20994051 -002.19989556
111  57.20976570 -002.19968187
111  57.20975410 -002.19949130
111  57.20965965 -002.19931419
113  57.20967835 -002.19927918
110 2 0.00 0.0000 New Taxiway 11
111  57.21026764 -002.20547647
111  57.21019493 -002.20581534
111  57.20998271 -002.20680437
111  57.20993683 -002.20677128
111  57.20990260 -002.20692536
111  57.20986046 -002.20688832
111  57.20985831 -002.20689762
111  57.20985046 -002.20689318
111  57.20982764 -002.20698619
111  57.20978835 -002.20695472
111  57.20977059 -002.20704173
111  57.20961318 -002.20692558
111  57.20951306 -002.20685311
111  57.20887670 -002.20637542
111  57.20862211 -002.20618431
111  57.20869507 -002.20585233
111  57.20894735 -002.20604261
111  57.20927555 -002.20629014
112  57.20927555 -002.20629014  57.20938980 -002.20636428
112  57.20969073 -002.20644132  57.20982791 -002.20643130
111  57.20969073 -002.20644132
111  57.20974080 -002.20642431
111  57.20977844 -002.20637737
111  57.20984347 -002.20624414
112  57.20984347 -002.20624414  57.20990936 -002.20608130
112  57.21001810 -002.20568094  57.21007585 -002.20545553
111  57.21001810 -002.20568094
112  57.21001810 -002.20568094  57.21004353 -002.20558168
112  57.21010018 -002.20535053  57.21013009 -002.20522843
113  57.21010018 -002.20535053
110 1 0.00 0.0000 New Taxiway 116
111  57.20996331 -002.19988781
111  57.20990378 -002.19898179
111  57.20986006 -002.19898122
111  57.20945666 -002.19821111
111  57.20947296 -002.19818430
111  57.20996135 -002.19870805
111  57.20998864 -002.19901087
111  57.21000887 -002.19923521
111  57.20999864 -002.19923683
111  57.21003453 -002.19979086
111  57.21005365 -002.19980713
111  57.21004854 -002.19983220
111  57.21014334 -002.19990211
111  57.21035334 -002.20005696
111  57.21043045 -002.20011383
113  57.21040562 -002.20022040
110 2 0.00 0.0000 New Taxiway 130
111  57.20270836 -002.20986855
111  57.20273170 -002.21063905
111  57.20180284 -002.21073953
111  57.20178010 -002.21003186
111  57.20106191 -002.21015822
111  57.20107341 -002.21054607
111  57.20096417 -002.21055934
111  57.20082000 -002.21043639
111  57.20074074 -002.21044246
111  57.20055602 -002.21069450
111  57.20031913 -002.21072631
111  57.20020674 -002.21088157
111  57.19999315 -002.21051969
111  57.19960687 -002.20979340
111  57.19988822 -002.20924088
111  57.19999556 -002.20904992
111  57.20017323 -002.20936913
111  57.20018382 -002.20935217
111  57.20042068 -002.20974659
111  57.20040302 -002.20978383
111  57.20043105 -002.20983346
111  57.20045068 -002.20979288
111  57.20051465 -002.20989696
111  57.20084788 -002.21040701
111  57.20087655 -002.21034859
111  57.20088395 -002.21036113
111  57.20102485 -002.21009452
111  57.20101643 -002.21008032
111  57.20104884 -002.21001873
111  57.20106666 -002.21005041
111  57.20189539 -002.20845937
111  57.20243504 -002.20840331
111  57.20250306 -002.20890044
111  57.20259492 -002.20902835
113  57.20268082 -002.20902166
110 2 0.00 0.0000 New Taxiway 120
111  57.20490650 -002.19659030
111  57.20487360 -002.19606544
111  57.20524769 -002.19598675
111  57.20528095 -002.19650741
111  57.20545539 -002.19646884
111  57.20549590 -002.19711470
111  57.20486288 -002.19722733
111  57.20492338 -002.19737576
111  57.20466969 -002.19742338
111  57.20467357 -002.19726769
111  57.20464048 -002.19673766
111  57.20483018 -002.19669855
113  57.20482538 -002.19660814
110 2 0.00 0.0000 New Taxiway 119
111  57.20615761 -002.19540157
111  57.20611104 -002.19552509
111  57.20607216 -002.19547531
111  57.20567369 -002.19498187
111  57.20589847 -002.19435821
111  57.20623833 -002.19478007
111  57.20633021 -002.19489994
111  57.20635224 -002.19484475
111  57.20655035 -002.19509703
111  57.20646587 -002.19528527
111  57.20644927 -002.19532965
111  57.20638116 -002.19523992
111  57.20631068 -002.19542867
111  57.20639368 -002.19554135
113  57.20624971 -002.19552509
110 2 0.00 0.0000 New Taxiway 117
111  57.21004854 -002.19983220
111  57.21005365 -002.19980713
111  57.21003453 -002.19979086
111  57.20999864 -002.19923683
111  57.21000887 -002.19923521
111  57.20998864 -002.19901087
111  57.21006190 -002.19899370
111  57.21021327 -002.19910397
111  57.21022423 -002.19905614
111  57.21063383 -002.19936552
111  57.21045943 -002.20013526
111  57.21043045 -002.20011383
111  57.21035334 -002.20005696
113  57.21014334 -002.19990211
110 2 0.00 0.0000 New Taxiway 128
111  57.20502389 -002.20801978
111  57.20500369 -002.20750781
111  57.20502372 -002.20750517
111  57.20500949 -002.20721323
111  57.20545281 -002.20722144
111  57.20545899 -002.20748625
111  57.20555179 -002.20747761
111  57.20556521 -002.20784096
111  57.20549852 -002.20784780
111  57.20549248 -002.20767645
111  57.20545632 -002.20767934
113  57.20546571 -002.20797356
110 2 0.00 0.0000 New Taxiway 127
111  57.20609603 -002.20814980
111  57.20606762 -002.20729628
111  57.20615017 -002.20729093
111  57.20615084 -002.20733048
111  57.20617368 -002.20733106
111  57.20616707 -002.20708472
111  57.20643189 -002.20695844
111  57.20666652 -002.20700336
111  57.20676565 -002.20716989
111  57.20677318 -002.20725617
111  57.20677561 -002.20734516
111  57.20684542 -002.20734445
111  57.20685510 -002.20769392
111  57.20678648 -002.20769696
113  57.20679784 -002.20810531
110 2 0.00 0.0000 New Taxiway 126
111  57.20847608 -002.20739509
111  57.20845896 -002.20809638
111  57.20807625 -002.20806814
111  57.20809095 -002.20737167
113  57.20828791 -002.20738365
110 2 0.00 0.0000 New Taxiway 125
111  57.20023701 -002.19315199
111  57.20023893 -002.19268547
111  57.20073349 -002.19268760
113  57.20073218 -002.19315246
110 2 0.00 0.0000 New Taxiway 124
111  57.20147843 -002.19287443
111  57.20147669 -002.19313903
111  57.20147687 -002.19323303
111  57.20145267 -002.19327923
111  57.20095172 -002.19325494
111  57.20095375 -002.19295675
111  57.20094359 -002.19295643
111  57.20094502 -002.19268746
111  57.20139507 -002.19269456
113  57.20139468 -002.19287428
110 2 0.00 0.0000 New Taxiway 123
111  57.20203966 -002.19327863
111  57.20204310 -002.19321741
111  57.20207422 -002.19267103
111  57.20235195 -002.19272233
111  57.20232311 -002.19322654
111  57.20231564 -002.19334254
113  57.20217942 -002.19331100
110 2 0.00 0.0000 New Taxiway 122
111  57.20256230 -002.19337980
111  57.20257024 -002.19326890
111  57.20259418 -002.19288621
111  57.20281690 -002.19292316
111  57.20280338 -002.19315253
113  57.20278554 -002.19343535
110 2 0.00 0.0000 New Taxiway 121
111  57.20292457 -002.19354330
111  57.20294505 -002.19318053
111  57.20296268 -002.19285681
111  57.20338030 -002.19292619
111  57.20334189 -002.19363153
113  57.20313853 -002.19358853
110 2 0.00 0.0000 New Taxiway 36
111  57.20392879 -002.20626155
111  57.20394417 -002.20628719
111  57.20404586 -002.20645564
111  57.20429496 -002.20687166
111  57.20411228 -002.20722720
111  57.20374737 -002.20663184
111  57.20383092 -002.20646052
113  57.20388540 -002.20634881
130 Airport Boundary 30
111  57.19939890 -002.20933755
111  57.20025631 -002.20746386
111  57.20087098 -002.20623077
111  57.20119337 -002.20536018
111  57.20084621 -002.20466789
111  57.19966285 -002.20383915
111  57.19906977 -002.20346111
111  57.19865873 -002.20231700
111  57.19846579 -002.19971452
111  57.19646907 -002.19809016
111  57.19210008 -002.19452809
111  57.19020060 -002.19233458
111  57.18997309 -002.18892275
111  57.19061637 -002.18725808
111  57.19184209 -002.18679923
111  57.19349419 -002.18806712
111  57.19604306 -002.18948789
111  57.19871646 -002.19130543
111  57.20014480 -002.19228722
111  57.20161736 -002.19244710
111  57.20288609 -002.19268870
111  57.20365436 -002.19292006
111  57.20390018 -002.19603026
111  57.20435964 -002.19649508
111  57.20469734 -002.19600786
111  57.20452316 -002.19386963
111  57.20535501 -002.19362976
111  57.20574021 -002.19291444
111  57.20983065 -002.19590525
111  57.20937345 -002.19745936
111  57.21026258 -002.19868696
111  57.21080144 -002.19936572
111  57.21044635 -002.20076065
111  57.21203476 -002.20190666
111  57.21451422 -002.20405441
111  57.21440159 -002.21070431
111  57.21297912 -002.21018988
111  57.21182820 -002.20985755
111  57.21174751 -002.20856403
111  57.21113963 -002.20849887
111  57.21095998 -002.20930718
111  57.21048038 -002.20918760
111  57.20959595 -002.20891048
111  57.20856225 -002.20876402
111  57.20763663 -002.20855105
111  57.20684978 -002.20839177
111  57.20586169 -002.20847308
111  57.20497985 -002.20810548
111  57.20446335 -002.20811576
111  57.20415843 -002.20766609
111  57.20360851 -002.20814281
111  57.20333073 -002.20909194
111  57.20305575 -002.21022821
111  57.20276278 -002.21086547
111  57.20047364 -002.21112385
111  57.19984297 -002.21098505
113  57.19945391 -002.21015122
120 Linear Feature 59
111  57.20745244 -002.20600040 52
115  57.20741450 -002.20575471
120 Linear Feature 150
111  57.20120055 -002.20693285 20
115  57.20102859 -002.20663095
120 Linear Feature 150
111  57.20117289 -002.20698678 20
115  57.20100093 -002.20668489
120 Linear Feature 102
111  57.20060285 -002.19401076 52
115  57.20060274 -002.19359014
120 Linear Feature 68
111  57.19872798 -002.19264320 54 103
111  57.19875909 -002.19262923 54 103
115  57.19878873 -002.19261592
120 Linear Feature 70
111  57.19985499 -002.19413267 54 103
111  57.19990559 -002.19422315 54 103
115  57.19995343 -002.19430877
120 Linear Feature 71
111  57.20344318 -002.19707687 54 103
111  57.20352518 -002.19705972 54 103
115  57.20360718 -002.19704256
120 Linear Feature 73
111  57.20424397 -002.19751551 54 103
111  57.20438955 -002.19761043 54 103
115  57.20451946 -002.19769513
120 Linear Feature 74
111  57.20835969 -002.19674354 54 103
111  57.20829667 -002.19678621 54 103
115  57.20823324 -002.19682915
120 Linear Feature 75
111  57.20954388 -002.19997756 54 103
111  57.20960556 -002.19992567 54 103
115  57.20966328 -002.19987711
120 Linear Feature 77
111  57.20691240 -002.19544517 54 103
111  57.20687099 -002.19524956 54 103
115  57.20684327 -002.19511860
120 Linear Feature 82
111  57.20538310 -002.19859317 54 103
111  57.20560101 -002.19874419 54 103
115  57.20580522 -002.19888571
120 Linear Feature 81
111  57.20559410 -002.19772874 54 103
111  57.20565607 -002.19761495 54 103
115  57.20576044 -002.19742331
120 Linear Feature 67
111  57.19504781 -002.19461959 54 103
111  57.19497466 -002.19477081 54 103
115  57.19490609 -002.19491259
120 Linear Feature 73
111  57.20295090 -002.20643662 52
115  57.20268893 -002.20600993
120 Linear Feature 5
111  57.20330664 -002.20064420 54 103
111  57.20317106 -002.20091749 54 103
115  57.20301506 -002.20123193
120 Linear Feature 71
111  57.20887670 -002.20637542 52
115  57.20894735 -002.20604261
120 Linear Feature 70
111  57.20687437 -002.20492677 52
111  57.20691060 -002.20475931 52
115  57.20694973 -002.20457847
120 Linear Feature 69
111  57.20149177 -002.20799203 52
115  57.20159764 -002.20776933
120 Linear Feature 68
111  57.20213163 -002.20740589 52
115  57.20202691 -002.20726609
120 Linear Feature 67
111  57.20319069 -002.20608362 52
115  57.20321143 -002.20595194
120 Linear Feature 66
111  57.19869177 -002.19898334 52
115  57.19884949 -002.19867227
120 Linear Feature 65
111  57.20252154 -002.20281999 52
115  57.20260393 -002.20245569
120 Linear Feature 64
111  57.20317455 -002.20399785 52
115  57.20298835 -002.20366483
120 Linear Feature 63
111  57.20423023 -002.20407172 52
115  57.20432697 -002.20361308
120 Linear Feature 62
111  57.20366909 -002.20281019 52
115  57.20346840 -002.20255849
120 Linear Feature 61
111  57.20459490 -002.20294322 52
115  57.20445179 -002.20323097
120 Linear Feature 60
111  57.20574511 -002.20452979 52
115  57.20559963 -002.20484626
120 Linear Feature 39
111  57.21019493 -002.20581534 54 103
111  57.21011364 -002.20575357 54 103
115  57.21001810 -002.20568094
120 Linear Feature 3
111  57.20545149 -002.20262421 54 103
111  57.20534816 -002.20245045 54 103
115  57.20527289 -002.20232388
120 Linear Feature 1
111  57.20884884 -002.20501231 54 103
111  57.20878912 -002.20485501 54 103
115  57.20871891 -002.20467009
120 Linear Feature 43
111  57.20564577 -002.19759718 51 101
112  57.20565190 -002.19742876  57.20568611 -002.19734710
111  57.20565190 -002.19742876 51 101
115  57.20574987 -002.19721682
120 Linear Feature 42
112  57.20250023 -002.20507670  57.20249817 -002.20511622 51 101
112  57.20252992 -002.20519686  57.20255564 -002.20524625
111  57.20252992 -002.20519686 51 101
111  57.20286082 -002.20578414
112  57.20286082 -002.20578414  57.20290905 -002.20586056 51 101
112  57.20310160 -002.20596767  57.20319848 -002.20601494
111  57.20310160 -002.20596767 51 101
111  57.20335265 -002.20609184
112  57.20335265 -002.20609184  57.20344133 -002.20612175 51 101
112  57.20358875 -002.20607871  57.20367657 -002.20604587
111  57.20358875 -002.20607871
112  57.20358875 -002.20607871  57.20364648 -002.20606044 51 101
112  57.20377633 -002.20597458  57.20386467 -002.20591155
111  57.20377633 -002.20597458 51 101
111  57.20392293 -002.20591673
112  57.20392293 -002.20591673  57.20397108 -002.20590343 51
111  57.20401948 -002.20593590
112  57.20401948 -002.20593590  57.20404081 -002.20594903 51
111  57.20418127 -002.20614743
112  57.20418127 -002.20614743  57.20423146 -002.20621456 51
112  57.20440248 -002.20614639  57.20448924 -002.20603194
111  57.20440248 -002.20614639 51
111  57.20443362 -002.20609949
112  57.20443362 -002.20609949  57.20445808 -002.20605591 51
112  57.20442874 -002.20596010  57.20440086 -002.20591155
111  57.20442874 -002.20596010 51
111  57.20438435 -002.20588271 51
111  57.20432835 -002.20578508
112  57.20432835 -002.20578508  57.20432156 -002.20577292 51
112  57.20427269 -002.20579317  57.20424995 -002.20582467
111  57.20427269 -002.20579317
112  57.20427269 -002.20579317  57.20416783 -002.20596449 51
116  57.20401948 -002.20593590  57.20394444 -002.20591948
120 Linear Feature 41
112  57.20164232 -002.20804166  57.20180518 -002.20821184 51 101
115  57.20190086 -002.20793096
120 Linear Feature 40
112  57.20117994 -002.20763169  57.20129056 -002.20753999 51 101
112  57.20142057 -002.20766610  57.20147076 -002.20774929
111  57.20142057 -002.20766610 51 101
111  57.20146919 -002.20775020 51 101
111  57.20164232 -002.20804166 51 101
111  57.20178525 -002.20828585
112  57.20178525 -002.20828585  57.20181194 -002.20834523 51 101
115  57.20181626 -002.20842109
120 Linear Feature 39
112  57.20314209 -002.20307658  57.20330679 -002.20309341 51 101
116  57.20346464 -002.20286873  57.20353429 -002.20273164
120 Linear Feature 38
112  57.20317290 -002.20369998  57.20325125 -002.20338231 51 101
116  57.20306368 -002.20301839  57.20297150 -002.20291722
120 Linear Feature 37
112  57.20323220 -002.20354179  57.20328495 -002.20343022 51 101
116  57.20351129 -002.20335150  57.20363215 -002.20339499
120 Linear Feature 36
112  57.20355769 -002.20267594  57.20349112 -002.20287355 51 101
116  57.20364877 -002.20344811  57.20382546 -002.20363059
120 Linear Feature 35
112  57.20375177 -002.20183717  57.20384182 -002.20190651 51 101
116  57.20399087 -002.20180970  57.20407245 -002.20174934
120 Linear Feature 34
112  57.20370903 -002.20237332  57.20377433 -002.20213301 51 101
116  57.20369484 -002.20175528  57.20361205 -002.20153309
120 Linear Feature 33
112  57.20376456 -002.20225841  57.20383071 -002.20217096 51 101
116  57.20401684 -002.20223715  57.20410390 -002.20233249
120 Linear Feature 32
112  57.20406194 -002.20230899  57.20399835 -002.20214117 51 101
116  57.20404164 -002.20171385  57.20410320 -002.20149897
120 Linear Feature 31
111  57.20433241 -002.20253877 51 101
116  57.20423858 -002.20260368  57.20416953 -002.20256456
120 Linear Feature 1
111  57.20990759 -002.20367718 51 101
111  57.21018264 -002.20387642
112  57.21018264 -002.20387642  57.21039755 -002.20407846 51 101
112  57.21035067 -002.20465498  57.21030584 -002.20488698
111  57.21035067 -002.20465498 51 101
111  57.21011364 -002.20575357 51 101
111  57.20998572 -002.20634689
112  57.20998572 -002.20634689  57.20991577 -002.20665401 51 101
112  57.20956822 -002.20671304  57.20939679 -002.20661067
111  57.20956822 -002.20671304 51 101
111  57.20796503 -002.20552650 51 101
111  57.20789739 -002.20547679 51 101
111  57.20778018 -002.20539061 51 101
111  57.20691060 -002.20475931 51 101
111  57.20535866 -002.20361493 51 101
111  57.20532246 -002.20358621 51 101
111  57.20510831 -002.20343597
112  57.20510831 -002.20343597  57.20506682 -002.20341330 51 101
112  57.20497690 -002.20340639  57.20493087 -002.20341228
111  57.20497690 -002.20340639
112  57.20497690 -002.20340639  57.20491563 -002.20341423 51 101
116  57.20478231 -002.20355010  57.20471406 -002.20364502
120 Linear Feature 1
112  57.20490807 -002.20331097  57.20486654 -002.20336347 51 101
112  57.20479113 -002.20339055  57.20475511 -002.20339376
111  57.20479113 -002.20339055
112  57.20479113 -002.20339055  57.20473244 -002.20339578 51 101
112  57.20465072 -002.20329781  57.20461836 -002.20324718
111  57.20465072 -002.20329781 51 101
111  57.20437992 -002.20284854 51 101
111  57.20435222 -002.20280054 51 101
111  57.20429180 -002.20269587 51 101
111  57.20423858 -002.20260368 51 101
111  57.20406194 -002.20230899 51 101
111  57.20401684 -002.20223715 51 101
111  57.20375177 -002.20183717 51 101
111  57.20369484 -002.20175528 51 101
111  57.20317106 -002.20091749 51 101
111  57.20315115 -002.20088556 51 101
111  57.20117956 -002.19774676 51 101
111  57.20107236 -002.19757683
112  57.20107236 -002.19757683  57.20071604 -002.19700052 51 101
112  57.20018463 -002.19652548  57.19985655 -002.19628397
111  57.20018463 -002.19652548 51 101
115  57.19966544 -002.19615012
120 Linear Feature 8
112  57.20429180 -002.20269587  57.20430500 -002.20272943 51 101
115  57.20430712 -002.20279284
120 Linear Feature 30
111  57.20435222 -002.20280054 51 101
116  57.20432463 -002.20266311  57.20432086 -002.20259693
120 Linear Feature 29
112  57.20429075 -002.20288687  57.20432522 -002.20280075 51 101
115  57.20437992 -002.20284854
120 Linear Feature 28
112  57.20682931 -002.20657353  57.20684638 -002.20658207 51
112  57.20694801 -002.20658873  57.20702803 -002.20658610
111  57.20694801 -002.20658873
112  57.20694801 -002.20658873  57.20700172 -002.20658676 51
111  57.20714693 -002.20657781 1
112  57.20721992 -002.20668901  57.20728692 -002.20668901
111  57.20721992 -002.20668901
112  57.20721992 -002.20668901  57.20729545 -002.20668113 1
112  57.20721504 -002.20645106  57.20712980 -002.20644383
111  57.20721504 -002.20645106
112  57.20721504 -002.20645106  57.20714175 -002.20646274 1
115  57.20714693 -002.20657781
120 Linear Feature 27
112  57.20689489 -002.20687840  57.20694896 -002.20701393 51
112  57.20717362 -002.20709428  57.20726229 -002.20711594
111  57.20717362 -002.20709428 1
112  57.20723698 -002.20724182  57.20731196 -002.20724966 1
112  57.20725867 -002.20700642  57.20718819 -002.20697495 1
115  57.20717362 -002.20709428
120 Linear Feature 26
111  57.20683932 -002.20632464 51 101
112  57.20682931 -002.20657353  57.20685519 -002.20672224
111  57.20682931 -002.20657353 51 101
111  57.20689489 -002.20687840
112  57.20689489 -002.20687840  57.20694713 -002.20707357 51
112  57.20696600 -002.20751806  57.20697030 -002.20772911
111  57.20696600 -002.20751806 1
112  57.20690123 -002.20765456  57.20690484 -002.20778425
111  57.20690123 -002.20765456
112  57.20690123 -002.20765456  57.20690530 -002.20780795 1
112  57.20702712 -002.20764585  57.20702538 -002.20749123
111  57.20702712 -002.20764585
112  57.20702712 -002.20764585  57.20702492 -002.20752001 1
115  57.20696600 -002.20751806
120 Linear Feature 25
112  57.20670685 -002.20623465  57.20678153 -002.20636729 51 101
115  57.20670848 -002.20652211
120 Linear Feature 24
111  57.20691466 -002.20623028 51 101
111  57.20683932 -002.20632464
112  57.20683932 -002.20632464  57.20681778 -002.20634825 51 101
111  57.20670848 -002.20652211
112  57.20670848 -002.20652211  57.20669101 -002.20655175 51 101
