I
1050 Generated by WorldEditor

1     39 1 0 FOOL Libreville Airport
1302 city Libreville
111  00.45004119  009.41497698
111  00.44990873  009.41504966
111  00.44985364  009.41493595
113  00.44998961  009.41487499
111  00.44986536  009.41506841
111  00.44973055  009.41513288
111  00.44967898  009.41502387
113  00.44981964  009.41495939
130 Airport Boundary 79
111  00.44382483  009.41974450
111  00.44508300  009.41955320
111  00.44544353  009.41962678
111  00.44681942  009.41961206
111  00.44802977  009.41899031
111  00.44893477  009.41887259
111  00.44956386  009.41858930
111  00.45003475  009.41840168
111  00.45019500  009.41844132
111  00.45095814  009.41770856
111  00.45223206  009.41710655
111  00.45349382  009.41642244
111  00.45406237  009.41598765
111  00.45432384  009.41591164
111  00.45464917  009.41590556
111  00.45529069  009.41594205
111  00.45660717  009.41583563
111  00.45730038  009.41584475
111  00.45801791  009.41596941
111  00.45881753  009.41601502
111  00.45910333  009.41614880
111  00.45994856  009.41627346
111  00.46017963  009.41619137
111  00.46015727  009.41544971
111  00.46076886  009.41521702
111  00.46278923  009.41466954
111  00.46425773  009.41394082
111  00.46516582  009.41322724
111  00.46564213  009.41240815
111  00.46681730  009.41180718
111  00.46622496  009.41053428
111  00.46795345  009.41014744
111  00.46835007  009.41032861
111  00.46951056  009.40996626
111  00.47014712  009.40964307
111  00.47041643  009.40951086
111  00.47078857  009.40920237
111  00.47094036  009.40910933
111  00.47118029  009.40889387
111  00.47186079  009.40846032
111  00.47327716  009.40682317
111  00.47354939  009.40652885
111  00.47383267  009.40636697
111  00.47530054  009.40574154
111  00.47512027  009.40538836
111  00.47583350  009.40466885
111  00.47532396  009.40312833
111  00.47476916  009.40201529
111  00.47427506  009.40187729
111  00.47407474  009.40144549
111  00.47171103  009.40248716
111  00.47179561  009.40255838
111  00.47196031  009.40262961
111  00.47225411  009.40328844
111  00.47138690  009.40371269
111  00.47114610  009.40321101
111  00.47123640  009.40316084
111  00.47098222  009.40286318
111  00.46995214  009.40337155
111  00.46886186  009.40405383
111  00.46793545  009.40473277
111  00.46711272  009.40514415
111  00.46623983  009.40548864
111  00.46499905  009.40605052
111  00.46500239  009.40607393
111  00.46495222  009.40609734
111  00.46489202  009.40607059
111  00.46065771  009.40793619
111  00.46040995  009.40817319
111  00.46028606  009.40824322
111  00.45953408  009.40832734
111  00.45756421  009.40848788
111  00.45725318  009.40849792
111  00.45701907  009.40854139
111  00.45325772  009.41057140
111  00.45326775  009.41060150
111  00.45239671  009.41109599
111  00.45141770  009.41161896
111  00.45068193  009.41224529
111  00.45036877  009.41261927
111  00.44969989  009.41357398
111  00.44886986  009.41461687
111  00.44819793  009.41526449
111  00.44764458  009.41571448
111  00.44745503  009.41590241
111  00.44704043  009.41616776
111  00.44432896  009.41743094
113  00.44346107  009.41900922
120 Linear Feature 76
111  00.46440213  009.40732650 51
115  00.46511514  009.40698949
120 Linear Feature 75
111  00.46509330  009.40673673 51
115  00.46434440  009.40709715
120 Linear Feature 74
111  00.46125868  009.40848948 20
111  00.46128181  009.40873513 20
111  00.46123537  009.40875355 20
115  00.46116707  009.40862235
120 Linear Feature 73
111  00.45645975  009.41098037 20
111  00.45650637  009.41107943 20
115  00.45644846  009.41136878
120 Linear Feature 72
111  00.45607617  009.41107281 20
111  00.45611380  009.41115476 20
111  00.45640002  009.41127102 20
111  00.45644846  009.41136878 20
115  00.45652672  009.41153760
120 Linear Feature 71
111  00.45607617  009.41107281 20
111  00.45599757  009.41111531 20
111  00.45590822  009.41115683 20
111  00.45595276  009.41123655 20
115  00.45586073  009.41151899
120 Linear Feature 70
111  00.45662206  009.41089885 20
111  00.45666995  009.41099541 20
111  00.45691255  009.41111151 20
115  00.45693977  009.41096739
120 Linear Feature 69
111  00.45697717  009.41072174 20
111  00.45707004  009.41081942 20
111  00.45730463  009.41078499 20
115  00.45731263  009.41074896
120 Linear Feature 67
111  00.45599611  009.41178175 20
111  00.45586073  009.41151899 20
111  00.45572608  009.41125114 20
112  00.45571529  009.41119990  00.45572232  009.41117646 20
111  00.45575447  009.41116452 20
111  00.45592187  009.41109538 20
112  00.45600193  009.41107500  00.45603593  009.41107148 20
111  00.45607617  009.41107281 20
111  00.45621519  009.41106626 20
112  00.45628288  009.41105753  00.45631927  009.41105098 20
111  00.45634693  009.41103860 20
111  00.45645975  009.41098037 20
111  00.45654418  009.41093743 20
111  00.45662206  009.41089885 20
111  00.45689133  009.41076509 20
111  00.45697797  009.41072271 20
115  00.45734669  009.41053844
120 Linear Feature 64
111  00.45543329  009.41205854 20
111  00.45529562  009.41179587 20
111  00.45514996  009.41150613 20
112  00.45514116  009.41145329  00.45514996  009.41143007 20
111  00.45517318  009.41142526 20
111  00.45530609  009.41136281 20
111  00.45539175  009.41132198 20
111  00.45547342  009.41128435 20
111  00.45560392  009.41123231 20
112  00.45565916  009.41122990  00.45568078  009.41124271 20
111  00.45569759  009.41128355 20
111  00.45582009  009.41153175 20
115  00.45595808  009.41180065
120 Linear Feature 63
111  00.45418546  009.41241293 22
115  00.45415839  009.41248391
120 Linear Feature 62
111  00.45403782  009.41207643 20
111  00.45430117  009.41261301 20
115  00.45436534  009.41272442
120 Linear Feature 61
111  00.45414174  009.41203503 51
111  00.45420956  009.41217331 51
111  00.45428441  009.41232655 51
111  00.45436015  009.41247716 51
115  00.45440046  009.41256659
120 Linear Feature 60
111  00.45448962  009.41241727 51
115  00.45436015  009.41247716
120 Linear Feature 59
111  00.45441476  009.41226402 51
115  00.45428441  009.41232655
120 Linear Feature 58
111  00.45433814  009.41211166 51
115  00.45420956  009.41217331
120 Linear Feature 57
111  00.45429058  009.41196634 51
115  00.45422629  009.41199893
120 Linear Feature 56
111  00.45426328  009.41195929 51
111  00.45433814  009.41211166 51
111  00.45441476  009.41226402 51
111  00.45448962  009.41241639 51
115  00.45453198  009.41249954
120 Linear Feature 50
111  00.45489335  009.41156205 20
111  00.45491236  009.41159741 20
115  00.45519754  009.41169574
120 Linear Feature 49
111  00.45420666  009.41266096 20
111  00.45390287  009.41204468 20
111  00.45442352  009.41179241 20
111  00.45453605  009.41173732 20
111  00.45489335  009.41156205 20
111  00.45503382  009.41149617 20
112  00.45508032  009.41148939  00.45509679  009.41149714 20
111  00.45510551  009.41151361 20
111  00.45519754  009.41169574 20
115  00.45539073  009.41207917
120 Linear Feature 48
111  00.45406409  009.41262009 51
112  00.45396944  009.41249894  00.45392133  009.41246990 51
112  00.45382627  009.41244473  00.45377618  009.41243514 51
112  00.45366233  009.41248285  00.45362881  009.41252798 51
115  00.45361631  009.41256734
120 Linear Feature 46
111  00.45339110  009.41269739 1
111  00.45340272  009.41270003 1
115  00.45339562  009.41271080
120 Linear Feature 45
111  00.45331166  009.41273975 1
115  00.45340272  009.41270003
120 Linear Feature 44
111  00.45341906  009.41241870 2
115  00.45366549  009.41292709
120 Linear Feature 43
111  00.45387234  009.41212068 2
115  00.45404113  009.41248056
120 Linear Feature 42
111  00.45438995  009.41299886 51
111  00.45412787  009.41275838 51
112  00.45410443  009.41260481  00.45407161  009.41253800 51
115  00.45404113  009.41248056
120 Linear Feature 41
111  00.45456902  009.41233758 51
112  00.45456703  009.41251548  00.45458941  009.41261033 51
112  00.45470161  009.41271117  00.45477301  009.41276659 51
115  00.45484137  009.41278006
120 Linear Feature 40
111  00.45437868  009.41193816 51
111  00.45456902  009.41233758 51
112  00.45473440  009.41248268  00.45477809  009.41258410 51
112  00.45477497  009.41272296  00.45476093  009.41279629 51
115  00.45472059  009.41283705
120 Linear Feature 39
111  00.45504770  009.41209611 51
112  00.45517749  009.41220208  00.45522437  009.41226303 51
112  00.45525602  009.41243066  00.45526189  009.41252093 51
115  00.45522762  009.41259780
120 Linear Feature 38
111  00.45532046  009.41255138 51
112  00.45516663  009.41247131  00.45511154  009.41243263 51
112  00.45503352  009.41224841  00.45502297  009.41217573 51
111  00.45504770  009.41209611 51
115  00.45481899  009.41164247
120 Linear Feature 37
111  00.45563446  009.41180856 51
112  00.45577866  009.41192327  00.45582438  009.41198540 51
112  00.45585134  009.41211200  00.45586423  009.41220227 51
115  00.45582849  009.41230638
120 Linear Feature 36
111  00.45592906  009.41225480 51
112  00.45576459  009.41218234  00.45568020  009.41211318 51
112  00.45562862  009.41195493  00.45561338  009.41188107 51
115  00.45563446  009.41180856
120 Linear Feature 35
111  00.45346169  009.41240508 51
111  00.45396128  009.41342984 51
115  00.45401252  009.41357799
120 Linear Feature 34
111  00.45345450  009.41470543 51
111  00.45396469  009.41444331 51
112  00.45410198  009.41431069  00.45414099  009.41424360 51
112  00.45417843  009.41406261  00.45417531  009.41395027 51
115  00.45414496  009.41387686
120 Linear Feature 33
111  00.45619197  009.41291204 51
112  00.45622442  009.41310448  00.45621755  009.41318515 51
112  00.45614204  009.41334476  00.45609399  009.41341685 51
111  00.45602019  009.41346147 51
115  00.45548473  009.41373436
120 Linear Feature 32
111  00.45550227  009.41246498 51
112  00.45570357  009.41243672  00.45579254  009.41244833 51
112  00.45594469  009.41252827  00.45601819  009.41257985 51
115  00.45607334  009.41266962
120 Linear Feature 31
111  00.45624280  009.41209438 51
111  00.45592906  009.41225480 51
111  00.45582849  009.41230638 51
111  00.45550227  009.41246498 51
111  00.45532046  009.41255138 51
111  00.45522762  009.41259780 51
111  00.45484137  009.41278006 51
111  00.45472059  009.41283705 51
111  00.45438995  009.41299886 51
112  00.45421311  009.41308575  00.45416855  009.41311191 51
112  00.45402661  009.41331067  00.45398205  009.41343565 51
112  00.45401252  009.41357799  00.45402397  009.41363787 51
111  00.45414496  009.41387686 51
112  00.45427156  009.41401988  00.45435595  009.41408200 51
112  00.45457633  009.41411834  00.45469003  009.41410779 51
111  00.45478615  009.41406208 51
115  00.45519408  009.41386866
120 Linear Feature 30
111  00.45539227  009.41132240 51
111  00.45563446  009.41180856 51
115  00.45607334  009.41266962
120 Linear Feature 29
111  00.45620365  009.41154246 51
112  00.45620453  009.41172477  00.45623007  009.41180403 51
112  00.45633664  009.41191764  00.45640093  009.41195992 51
115  00.45647435  009.41198233
120 Linear Feature 28
111  00.45599757  009.41111531 51
111  00.45620365  009.41154246 51
112  00.45634809  009.41165783  00.45639740  009.41173005 51
112  00.45641502  009.41184454  00.45642735  009.41193878 51
115  00.45638023  009.41203004
120 Linear Feature 27
111  00.45672573  009.41130621 51
112  00.45673141  009.41147837  00.45675268  009.41156064 51
112  00.45688601  009.41168546  00.45694416  009.41172660 51
115  00.45701591  009.41173346
120 Linear Feature 26
111  00.45654521  009.41093696 51
111  00.45672573  009.41130621 51
112  00.45684178  009.41141757  00.45689101  009.41147970 51
112  00.45690976  009.41164499  00.45690859  009.41172939 51
115  00.45686634  009.41180438
120 Linear Feature 25
111  00.45734922  009.41124104 51
112  00.45738251  009.41144570  00.45736847  009.41156116 51
115  00.45724543  009.41163546
120 Linear Feature 24
111  00.45774716  009.41149095 51
112  00.45752590  009.41141197  00.45743717  009.41134589 51
111  00.45734922  009.41124104 51
115  00.45689133  009.41076509
120 Linear Feature 23
111  00.45100473  009.41449681 2
111  00.45166833  009.41418728 2
115  00.45269967  009.41367414
120 Linear Feature 22
111  00.45100895  009.41425209 51
112  00.45095486  009.41430126  00.45094314  009.41432823 51
111  00.45095486  009.41437043 51
115  00.45106622  009.41458963
120 Linear Feature 21
111  00.45140222  009.41406512 51
112  00.45136279  009.41410902  00.45135107  009.41413598 51
111  00.45136044  009.41416646 51
115  00.45148118  009.41440677
120 Linear Feature 20
111  00.45181742  009.41385752 51
112  00.45176827  009.41391290  00.45175666  009.41394127 51
111  00.45176698  009.41397092 51
115  00.45189076  009.41421721
120 Linear Feature 19
111  00.45221327  009.41366023 51
112  00.45216786  009.41371535  00.45215935  009.41374939 51
111  00.45217495  009.41377918 51
115  00.45229409  009.41402173
120 Linear Feature 18
111  00.45260912  009.41346681 51
112  00.45257635  009.41350968  00.45256926  009.41353096 51
111  00.45256926  009.41355649 51
115  00.45269265  009.41381464
120 Linear Feature 17
111  00.45235573  009.41421472 51
115  00.45241672  009.41427287
120 Linear Feature 16
111  00.45270181  009.41485016 51
111  00.45241672  009.41427287 51
115  00.45237700  009.41416933
120 Linear Feature 13
111  00.45293792  009.41348744 51
112  00.45286023  009.41344946  00.45283504  009.41343396 51
111  00.45282535  009.41341362 51
111  00.45279242  009.41333902 51
112  00.45280985  009.41327799  00.45281954  009.41325377 51
115  00.45283795  009.41322664
120 Linear Feature 12
111  00.45114576  009.41393478 2
115  00.45278176  009.41313364
120 Linear Feature 11
111  00.44987421  009.41426010 22
111  00.45015873  009.41440679 22
111  00.45016517  009.41411795 22
115  00.45014067  009.41409990
120 Linear Feature 10
111  00.44991184  009.41434260 22
111  00.45017291  009.41448932 22
115  00.45013938  009.41452929
120 Linear Feature 9
111  00.44996061  009.41461076 22
115  00.44965141  009.41475827
120 Linear Feature 8
111  00.44949681  009.41478239 20
115  00.44997196  009.41455402
120 Linear Feature 7
111  00.45086582  009.41572466 51
111  00.45036166  009.41469696 51
112  00.45036424  009.41458735  00.45038874  009.41453836 51
111  00.45042613  009.41452159 51
111  00.45100895  009.41425209 51
111  00.45140222  009.41406512 51
111  00.45181742  009.41385752 51
111  00.45221327  009.41366023 51
111  00.45260912  009.41346681 51
111  00.45267230  009.41343458 51
112  00.45272646  009.41342426  00.45275483  009.41342555 51
111  00.45278319  009.41343716 51
111  00.45293792  009.41348744 51
111  00.45316744  009.41356094 51
115  00.45345240  009.41342684
120 Linear Feature 6
111  00.44925661  009.41450549 51
115  00.44917808  009.41487123
120 Linear Feature 5
111  00.44947903  009.41520258 51
112  00.44945589  009.41531433  00.44943127  009.41536357 51
115  00.44938174  009.41539599
120 Linear Feature 4
111  00.44966007  009.41555523 51
111  00.44961618  009.41546633 51
112  00.44952006  009.41539365  00.44946145  009.41537489 51
111  00.44938174  009.41539599 51
111  00.44927633  009.41542444 51
111  00.44893865  009.41551556 51
112  00.44875578  009.41549798  00.44867608  009.41545461 51
111  00.44865146  009.41536317 51
112  00.44868311  009.41518265  00.44873820  009.41511349 51
111  00.44879916  009.41510176 51
112  00.44900781  009.41505487  00.44910627  009.41504081 51
111  00.44931492  009.41505487 51
112  00.44942394  009.41511114  00.44945676  009.41515451 51
111  00.44947903  009.41520258 51
115  00.44961618  009.41546633
120 Linear Feature 3
111  00.44978784  009.41549310 20
111  00.44926804  009.41445000 20
111  00.44847680  009.41520258 20
112  00.44844281  009.41528698  00.44844164  009.41534324 20
111  00.44846860  009.41537489 20
115  00.44864208  009.41562927
120 Linear Feature 2
111  00.44983356  009.41547317 20
111  00.44978784  009.41549310 20
111  00.44966007  009.41555523 20
115  00.44960422  009.41558348
120 Linear Feature 1
111  00.44999659  009.41616361 51
115  00.44973419  009.41564872
120 Linear Feature 78
111  00.45823959  009.41011190 20
111  00.45830159  009.41023655 20
115  00.45846681  009.41030566
120 Linear Feature 77
111  00.45856105  009.41050030 20
111  00.45846681  009.41030566 20
111  00.45837170  009.41011366 20
112  00.45833999  009.41008196  00.45831973  009.41007315 20
111  00.45829595  009.41008284 20
111  00.45823959  009.41011190 20
111  00.45807645  009.41018883 20
111  00.45813905  009.41031475 20
111  00.45808956  009.41051783 20
111  00.45771617  009.41038608 20
111  00.45746294  009.41057631 20
111  00.45734669  009.41053844 20
111  00.45795348  009.41024956 20
115  00.45807645  009.41018883
120 Linear Feature 76
111  00.45864634  009.40991096 20
111  00.45870521  009.41003414 20
115  00.45886529  009.41010345
120 Linear Feature 74
111  00.45896121  009.41029803 20
111  00.45886529  009.41010345 20
111  00.45876784  009.40990554 20
112  00.45873837  009.40987908  00.45871431  009.40987126 20
111  00.45869325  009.40988509 20
111  00.45864634  009.40991096 20
111  00.45856272  009.40995066 20
111  00.45848452  009.40999036 20
111  00.45843159  009.41001563 20
112  00.45839971  009.41005232  00.45839430  009.41008059 20
111  00.45841475  009.41010706 20
111  00.45850377  009.41029053 20
115  00.45860189  009.41047946
120 Linear Feature 73
111  00.45839316  009.41002174 20
111  00.45796836  009.41022819 20
115  00.45781644  009.41024442
120 Linear Feature 72
111  00.45888588  009.40979318 20
111  00.45894853  009.40991180 20
115  00.45890429  009.41008622
120 Linear Feature 71
111  00.45905000  009.40971391 20
111  00.45910992  009.40983454 20
111  00.45927073  009.40990333 20
115  00.45935929  009.41008842
120 Linear Feature 70
111  00.45928021  009.40959904 20
111  00.45905000  009.40971391 20
111  00.45896897  009.40975458 20
111  00.45888588  009.40979318 20
111  00.45883944  009.40981240 20
112  00.45880261  009.40985643  00.45880101  009.40988045 20
111  00.45881622  009.40990687 20
111  00.45890429  009.41008622 20
115  00.45900261  009.41027690
120 Linear Feature 69
111  00.45786016  009.41070476 1
111  00.45784655  009.41071117 1
115  00.45785776  009.41072318
120 Linear Feature 68
111  00.45793702  009.41072398 2
115  00.45784655  009.41071117
120 Linear Feature 67
111  00.45833318  009.41049848 51
112  00.45829179  009.41067991  00.45831204  009.41077943 51
115  00.45837135  009.41082852
120 Linear Feature 66
111  00.45817113  009.41017525 51
111  00.45833318  009.41049848 51
112  00.45849787  009.41057246  00.45857625  009.41065348 51
115  00.45857417  009.41072711
120 Linear Feature 65
111  00.45873914  009.41029504 51
112  00.45869458  009.41047426  00.45870911  009.41057695 51
115  00.45877544  009.41062569
120 Linear Feature 64
111  00.45856283  009.40995208 51
111  00.45873914  009.41029504 51
112  00.45890093  009.41037060  00.45896196  009.41044326 51
115  00.45897203  009.41052115
120 Linear Feature 63
111  00.45913630  009.41009406 51
112  00.45909980  009.41027413  00.45910999  009.41036803 51
115  00.45917953  009.41041974
120 Linear Feature 62
111  00.45896897  009.40975458 51
111  00.45913630  009.41009406 51
112  00.45929963  009.41016452  00.45938209  009.41024699 51
115  00.45935766  009.41032473
120 Linear Feature 61
111  00.45929129  009.41026482 20
115  00.45976786  009.40928754
120 Linear Feature 60
111  00.45789517  009.41091229 2
112  00.45795378  009.41111744  00.45794675  009.41122294 2
115  00.45788345  009.41131086
120 Linear Feature 59
111  00.45783994  009.41080914 51
111  00.45766304  009.41075053 51
115  00.45731671  009.41063544
120 Linear Feature 58
111  00.45802199  009.41117078 51
111  00.45807651  009.41075586 51
112  00.45789961  009.41068446  00.45777600  009.41066634 51
115  00.45766304  009.41075053
120 Linear Feature 57
111  00.45750976  009.41151426 51
112  00.45758634  009.41149580  00.45762800  009.41148902 51
112  00.45774716  009.41149095  00.45784694  009.41149967 51
111  00.45796610  009.41155877 51
112  00.45819020  009.41179433  00.45828030  009.41196387 51
111  00.45824995  009.41211873 51
112  00.45814144  009.41237740  00.45804651  009.41249559 51
111  00.45792057  009.41255663 51
115  00.45751369  009.41274457
120 Linear Feature 56
111  00.45802199  009.41117078 51
112  00.45796137  009.41126314  00.45793134  009.41129899 51
112  00.45780439  009.41138325  00.45772497  009.41141729 51
111  00.45750976  009.41151426 51
111  00.45724543  009.41163546 51
111  00.45701591  009.41173346 51
111  00.45686634  009.41180438 51
111  00.45647435  009.41198233 51
111  00.45638023  009.41203004 51
111  00.45624355  009.41209709 51
112  00.45609140  009.41226343  00.45603591  009.41237264 51
112  00.45603853  009.41252004  00.45604822  009.41260723 51
111  00.45607334  009.41266962 51
112  00.45619197  009.41291204  00.45626066  009.41303181 51
111  00.45635444  009.41307193 51
112  00.45658160  009.41312826  00.45671312  009.41312052 51
111  00.45678639  009.41308096 51
115  00.45724801  009.41286433
120 Linear Feature 55
111  00.46251333  009.40848803 20
111  00.46147662  009.40899828 20
111  00.46050004  009.40944965 20
111  00.45959051  009.40987313 20
112  00.45953681  009.40992538  00.45951599  009.40995260 20
111  00.45950412  009.40997629 20
112  00.45948407  009.41000732  00.45947046  009.41002654 20
112  00.45942645  009.41005544  00.45940163  009.41006905 20
111  00.45935929  009.41008842 20
111  00.45900261  009.41027690 20
111  00.45896121  009.41029803 20
111  00.45860189  009.41047946 20
111  00.45856138  009.41049972 20
111  00.45815802  009.41069964 20
112  00.45801270  009.41081238  00.45794471  009.41088974 20
112  00.45789029  009.41099204  00.45786099  009.41105652 20
111  00.45784361  009.41110654 20
112  00.45756707  009.41109949  00.45742120  009.41111837 20
111  00.45730166  009.41117526 20
111  00.45688002  009.41136997 20
111  00.45652672  009.41153760 20
111  00.45599677  009.41178260 20
111  00.45595808  009.41180065 20
111  00.45543329  009.41205854 20
111  00.45539073  009.41207917 20
111  00.45483757  009.41234996 20
111  00.45472539  009.41240412 20
111  00.45453198  009.41249954 20
111  00.45440046  009.41256659 20
111  00.45430117  009.41261301 20
111  00.45420666  009.41266096 20
111  00.45366549  009.41292709 20
115  00.45343365  009.41304110
120 Linear Feature 54
111  00.46071496  009.40945180 51
112  00.46087461  009.40942167  00.46095579  009.40942923 51
112  00.46103482  009.40948801  00.46107590  009.40952388 51
115  00.46111759  009.40960285
120 Linear Feature 53
111  00.46123204  009.40921090 51
111  00.46071496  009.40945180 51
111  00.45987226  009.40983776 51
112  00.45976773  009.40992670  00.45974194  009.40997828 51
111  00.45972845  009.41002316 51
112  00.45968483  009.41012818  00.45965518  009.41016815 51
111  00.45959923  009.41019506 51
111  00.45935766  009.41032473 51
111  00.45917953  009.41041974 51
111  00.45897203  009.41052115 51
111  00.45877544  009.41062569 51
111  00.45857417  009.41072711 51
111  00.45837135  009.41082852 51
112  00.45821215  009.41091041  00.45815928  009.41094136 51
112  00.45807745  009.41104895  00.45804393  009.41110311 51
111  00.45802199  009.41117078 51
112  00.45802797  009.41143257  00.45807954  009.41159505 51
112  00.45819020  009.41179433  00.45826852  009.41194530
111  00.45819020  009.41179433
112  00.45819020  009.41179433  00.45827917  009.41196583 51
111  00.45837243  009.41201327 51
112  00.45865997  009.41211127  00.45881470  009.41211514 51
111  00.45893848  009.41204809 51
115  00.45931500  009.41186369
120 Linear Feature 52
111  00.46214656  009.40804733 20
115  00.46173506  009.40824756
120 Linear Feature 51
111  00.46276774  009.40880030 51
112  00.46284006  009.40886111  00.46288375  009.40887709 51
111  00.46294662  009.40885258 51
112  00.46287416  009.40892185  00.46285818  009.40896661 51
115  00.46287384  009.40901874
120 Linear Feature 50
111  00.46323737  009.40975830 51
111  00.46287384  009.40901874 51
111  00.46276774  009.40880030 51
112  00.46269545  009.40870250  00.46263460  009.40864633 51
112  00.46250058  009.40862605  00.46241633  009.40862137 51
111  00.46232989  009.40867754 51
111  00.46167381  009.40900806 51
111  00.46123151  009.40921473 51
112  00.46112085  009.40930260  00.46108036  009.40935482 51
112  00.46107557  009.40948211  00.46108089  009.40954179 51
111  00.46111759  009.40960285 51
115  00.46157475  009.41054485
120 Linear Feature 49
111  00.46299426  009.40825773 51
115  00.46285526  009.40832014
120 Linear Feature 48
111  00.46284533  009.40794285 51
115  00.46270350  009.40801802
120 Linear Feature 47
111  00.46299142  009.40857688 20
115  00.46282831  009.40865347
120 Linear Feature 46
111  00.46292529  009.40895908 20
112  00.46295082  009.40890234  00.46297068  009.40888107 20
111  00.46303593  009.40885979 20
115  00.46330967  009.40873781
120 Linear Feature 45
111  00.46372358  009.40827173 51
111  00.46377678  009.40839873 51
112  00.46378536  009.40843992  00.46378216  009.40845484 51
115  00.46376477  009.40847082
120 Linear Feature 44
111  00.46344335  009.40745020 20
115  00.46370392  009.40797132
120 Linear Feature 43
111  00.46326157  009.40754260 51
111  00.46342493  009.40786348 51
112  00.46346361  009.40791623  00.46349057  009.40794319 51
111  00.46352808  009.40794319 51
112  00.46359256  009.40798656  00.46361600  009.40802407 51
115  00.46362889  009.40805807
120 Linear Feature 42
111  00.46458098  009.40892037 51
112  00.46459299  009.40918296  00.46454837  009.40930310 51
111  00.46446196  009.40938056 51
115  00.46392023  009.40964121
120 Linear Feature 41
111  00.46388416  009.40745777 51
112  00.46407151  009.40785102  00.46407114  009.40784659
111  00.46407151  009.40785102 51
111  00.46458098  009.40892037 51
112  00.46479551  009.40909887  00.46493967  009.40914177
111  00.46479551  009.40909887
112  00.46479551  009.40909887  00.46486894  009.40912072 51
112  00.46521104  009.40902611  00.46540726  009.40890787
111  00.46521104  009.40902611
112  00.46521104  009.40902611  00.46539129  009.40893677 51
115  00.46556678  009.40885687
120 Linear Feature 40
111  00.46436795  009.40754740 51
115  00.46502882  009.40889108
120 Linear Feature 39
111  00.46441169  009.40752705 20
111  00.46436795  009.40754740 20
115  00.46432244  009.40756857
120 Linear Feature 38
111  00.44775165  009.41742251 51
111  00.44724104  009.41767396 51
112  00.44709018  009.41770749  00.44699863  009.41771264 51
111  00.44691611  009.41767783 51
111  00.44650220  009.41753857 51
112  00.44638873  009.41769459  00.44633457  009.41784546 51
111  00.44644933  009.41797698 51
112  00.44664404  009.41805693  00.44680779  009.41807756 51
112  00.44692007  009.41791431  00.44694179  009.41787942 51
115  00.44694318  009.41782870
120 Linear Feature 37
111  00.46950130  009.40694728 51
111  00.46992329  009.40672989 51
112  00.47005970  009.40662652  00.47010872  009.40657856 51
111  00.47015774  009.40644002 51
111  00.47028135  009.40609474 51
112  00.47048527  009.40606016  00.47061848  009.40610065 51
112  00.47066730  009.40625004  00.47067990  009.40630042 51
112  00.47059058  009.40651801  00.47048082  009.40660007 51
112  00.47036340  009.40659774  00.47029947  009.40659455 51
115  00.47024938  009.40657856
120 Linear Feature 36
111  00.46481160  009.40831780 54
115  00.46471152  009.40836404
120 Linear Feature 35
111  00.46449502  009.40846031 54
115  00.46427877  009.40855985
120 Linear Feature 34
111  00.46302109  009.40917687 54
115  00.46290610  009.40923146
120 Linear Feature 33
111  00.46138821  009.40996364 54
115  00.46123673  009.41004027
120 Linear Feature 32
111  00.45818270  009.41152802 54
115  00.45788953  009.41167996
120 Linear Feature 31
111  00.45615902  009.41250731 54
115  00.45587364  009.41265338
120 Linear Feature 30
111  00.45415999  009.41346574 54
115  00.45389484  009.41359040
120 Linear Feature 29
111  00.45249591  009.41428877 54
115  00.45238528  009.41434409
120 Linear Feature 28
111  00.45067986  009.41515218 54
115  00.45051240  009.41523821
120 Linear Feature 27
111  00.44981587  009.41559382 54
115  00.44967495  009.41565811
120 Linear Feature 26
111  00.46438518  009.40918458 53
112  00.46438003  009.40888594  00.46432854  009.40865253 53
111  00.46427877  009.40855985 53
111  00.46404883  009.40803729 53
115  00.46378418  009.40749867
120 Linear Feature 25
111  00.46490863  009.40893915 53
112  00.46469924  009.40874864  00.46457396  009.40862164 53
111  00.46449502  009.40846031 53
111  00.46426223  009.40801290 53
115  00.46397504  009.40741081
120 Linear Feature 24
111  00.45797092  009.41227682 53
112  00.45804536  009.41214934  00.45808826  009.41205151 53
112  00.45803841  009.41181230  00.45797491  009.41171963 53
111  00.45788953  009.41167996 53
112  00.45762949  009.41161710  00.45751107  009.41163770 53
111  00.45745160  009.41167079 53
111  00.45717752  009.41177239 53
111  00.45690281  009.41188876 53
111  00.45635334  009.41215271 53
112  00.45625122  009.41224207  00.45621292  009.41228746 53
112  00.45615902  009.41250731  00.45614200  009.41264348 53
111  00.45624980  009.41273142 53
112  00.45647674  009.41287043  00.45660155  009.41290163 53
115  00.45671644  009.41288603
120 Linear Feature 23
111  00.45815702  009.41123864 53
112  00.45814428  009.41137174  00.45815137  009.41144124 53
111  00.45818270  009.41152802 53
112  00.45826402  009.41166587  00.45831321  009.41174172
111  00.45826402  009.41166587
112  00.45826402  009.41166587  00.45833415  009.41176795 53
112  00.45850136  009.41188029  00.45859547  009.41191693
111  00.45850136  009.41188029
112  00.45850136  009.41188029  00.45862322  009.41192335 53
115  00.45872942  009.41191486
120 Linear Feature 22
111  00.45462419  009.41389771 53
112  00.45446172  009.41388611  00.45437860  009.41386373 53
111  00.45430312  009.41380812 53
112  00.45418611  009.41367507  00.45415628  009.41359088 53
111  00.45415999  009.41346574 53
112  00.45425412  009.41322439  00.45433618  009.41312528 53
111  00.45443851  009.41308557 53
111  00.45542750  009.41261470 53
