A
1050 Generated by WorldEditor 1.6.1r1

1    200 1 0 KASH Boire Field Nashua
111  42.77999093 -071.51778569
111  42.77995510 -071.51748193
111  42.77989671 -071.51749277
111  42.77989273 -071.51745480
111  42.77984229 -071.51746746
111  42.77984628 -071.51750724
111  42.77978788 -071.51752351
111  42.77982637 -071.51782547
113  42.77990923 -071.51780544
111  42.77833722 -071.50937676 102
111  42.77803065 -071.50872947
112  42.77803065 -071.50872947  42.77800013 -071.50867341
111  42.77791386 -071.50870234
111  42.77745070 -071.50911459
111  42.77748387 -071.50920138
111  42.77820849 -071.50943281
114  42.77820849 -071.50943281  42.77831864 -071.50948887 102
111  42.77784353 -071.50859024
112  42.77788998 -071.50842752  42.77786343 -071.50836604
111  42.77788998 -071.50842752 102
111  42.77726490 -071.50709135
112  42.77726490 -071.50709135  42.77720916 -071.50698106 102
111  42.77709635 -071.50702445 102
111  42.77680844 -071.50728128
111  42.77676191 -071.50732278
113  42.77751307 -071.50889219
112  42.77730215 -071.50906984  42.77735126 -071.50902826
111  42.77730215 -071.50906984
111  42.77748397 -071.50891977
111  42.77736216 -071.50865932
111  42.77728644 -071.50872757
111  42.77726237 -071.50867719
111  42.77725538 -071.50866256
111  42.77724850 -071.50864817
111  42.77699507 -071.50811884
111  42.77698754 -071.50810312
111  42.77698002 -071.50808741
111  42.77690514 -071.50793102
111  42.77689775 -071.50791559
111  42.77688930 -071.50789794
111  42.77682969 -071.50777165
111  42.77674741 -071.50784940
111  42.77676927 -071.50789533
111  42.77685076 -071.50806653
111  42.77685839 -071.50808255
111  42.77686549 -071.50809747
111  42.77703596 -071.50845561
111  42.77704397 -071.50847243
111  42.77711926 -071.50863060
111  42.77712560 -071.50864391
111  42.77713093 -071.50865666
111  42.77719252 -071.50878630
111  42.77710043 -071.50888181
111  42.77666911 -071.50793257
111  42.77652312 -071.50787291
111  42.77644880 -071.50829961
112  42.77644880 -071.50829961  42.77642757 -071.50842798
111  42.77647933 -071.50851657
111  42.77665318 -071.50884383
112  42.77665318 -071.50884383  42.77671689 -071.50896316
111  42.77682306 -071.50900113
113  42.77712962 -071.50908792
111  42.78186804 -071.51942356
111  42.78171320 -071.51909055
111  42.78165901 -071.51909658
113  42.78170325 -071.51946123
111  42.78424408 -071.52513978
111  42.78430337 -071.52522651
112  42.78438969 -071.52522889  42.78443241 -071.52518731
111  42.78438969 -071.52522889
111  42.78449519 -071.52509702
112  42.78449519 -071.52509702  42.78454925 -071.52502692
111  42.78450478 -071.52495208
111  42.78447078 -071.52487842
112  42.78436440 -071.52486654  42.78430860 -071.52492594
111  42.78436440 -071.52486654
111  42.78425890 -071.52500791
114  42.78425890 -071.52500791  42.78421879 -071.52506137
130 BND
111  42.78720618 -071.52415621
111  42.78680990 -071.52452968
111  42.78550218 -071.52447568
111  42.78352292 -071.52694025
111  42.78340879 -071.52687027
111  42.78318624 -071.52717349
111  42.78336314 -071.52823866
111  42.78312347 -071.52833195
111  42.78269549 -071.52645820
111  42.78328325 -071.52558742
111  42.78061835 -071.51994573
112  42.77975446 -071.51874713  42.77931062 -071.51826121
111  42.77878753 -071.51666851
111  42.77999223 -071.51554012
111  42.77906099 -071.51352772
111  42.77769052 -071.51219599
111  42.77676587 -071.51005896
111  42.77538853 -071.50954284
111  42.77598771 -071.50576467
111  42.77792599 -071.50417874
111  42.77868209 -071.50417225
113  42.78719894 -071.52233963
120 Linear Feature 53
111  42.78629994 -071.52400410 54
111  42.78627099 -071.52394337 54
115  42.78624215 -071.52388288
120 Linear Feature 52
111  42.78487405 -071.52424605 55
111  42.78484225 -071.52418310 55
115  42.78481219 -071.52412360
120 Linear Feature 50
111  42.78332133 -071.52045569 55
111  42.78329609 -071.52040227 55
115  42.78326898 -071.52034490
120 Linear Feature 51
111  42.78422457 -071.51967297 54
111  42.78419641 -071.51961487 54
115  42.78416977 -071.51955990
120 Linear Feature 49
111  42.78237731 -071.51570212 54
111  42.78234732 -071.51563934 54
115  42.78231939 -071.51558088
120 Linear Feature 48
111  42.78151030 -071.51662480 55
111  42.78145239 -071.51649727 55
111  42.78142628 -071.51643975 55
111  42.78139945 -071.51638066 55
115  42.78136196 -071.51629810
120 Linear Feature 46
111  42.78043529 -071.51165228 54
111  42.78040770 -071.51159359 54
115  42.78037940 -071.51153338
120 Linear Feature 45
111  42.77829581 -071.50961797 55
111  42.77825038 -071.50952163 55
115  42.77820849 -071.50943281
120 Linear Feature 42
111  42.77680844 -071.50728128 55
111  42.77674933 -071.50715751 55
111  42.77668697 -071.50702694 55
111  42.77639601 -071.50641769 55
115  42.77641201 -071.50604976
120 Linear Feature 43
111  42.77687732 -071.50596210 54
111  42.77682126 -071.50596902 54
111  42.77677333 -071.50597493 54
111  42.77672722 -071.50587987 54
115  42.77669792 -071.50581947
120 Linear Feature 44
111  42.77668697 -071.50702694 3
111  42.77657337 -071.50712019 3
112  42.77651687 -071.50722625  42.77649929 -071.50730664
111  42.77651687 -071.50722625 3
111  42.77632728 -071.50829192 3
112  42.77635113 -071.50853140  42.77640638 -071.50864771
111  42.77635113 -071.50853140 3
111  42.77658593 -071.50898127
112  42.77658593 -071.50898127  42.77664012 -071.50909217 3
111  42.77677300 -071.50914206 3
115  42.77784184 -071.50947030
120 Linear Feature 41
111  42.77628386 -071.50717119 20
111  42.77631500 -071.50718271 20
112  42.77633174 -071.50722405  42.77632442 -071.50725541
111  42.77633174 -071.50722405 20
115  42.77629198 -071.50747351
120 Linear Feature 40
111  42.77732532 -071.50861866 20
115  42.77726237 -071.50867719
120 Linear Feature 40
111  42.77731817 -071.50860491 20
115  42.77725538 -071.50866256
120 Linear Feature 40
111  42.77731144 -071.50859002 20
115  42.77724850 -071.50864817
120 Linear Feature 40
111  42.77704756 -071.50806939 20
115  42.77699507 -071.50811884
120 Linear Feature 40
111  42.77703908 -071.50805537 20
115  42.77698754 -071.50810312
120 Linear Feature 40
111  42.77703121 -071.50803887 20
115  42.77698002 -071.50808741
120 Linear Feature 40
111  42.77697127 -071.50787058 20
115  42.77690514 -071.50793102
120 Linear Feature 40
111  42.77696400 -071.50785375 20
115  42.77689775 -071.50791559
120 Linear Feature 40
111  42.77695528 -071.50783792 20
115  42.77688930 -071.50789794
120 Linear Feature 40
111  42.77676927 -071.50789533 20
115  42.77672304 -071.50793351
120 Linear Feature 40
111  42.77685076 -071.50806653 20
115  42.77681387 -071.50810179
120 Linear Feature 40
111  42.77685839 -071.50808255 20
115  42.77680079 -071.50813149
120 Linear Feature 40
111  42.77686549 -071.50809747 20
115  42.77682695 -071.50813050
120 Linear Feature 40
111  42.77703596 -071.50845561 20
115  42.77698898 -071.50849677
120 Linear Feature 40
111  42.77704397 -071.50847243 20
115  42.77699261 -071.50851954
120 Linear Feature 40
111  42.77711926 -071.50863060 20
115  42.77707835 -071.50866604
120 Linear Feature 40
111  42.77712560 -071.50864391 20
115  42.77707327 -071.50868980
120 Linear Feature 40
111  42.77713093 -071.50865666 20
115  42.77709434 -071.50869079
120 Linear Feature 39
111  42.77762940 -071.50952026 20
115  42.77743738 -071.50969960
120 Linear Feature 38
111  42.77780022 -071.50957302 20
111  42.77762940 -071.50952026 20
115  42.77711344 -071.50936091
120 Linear Feature 37
111  42.77990923 -071.51780544 1
115  42.77992265 -071.51790666
120 Linear Feature 36
111  42.78057420 -071.51675866 1
115  42.78069815 -071.51664250
120 Linear Feature 35
111  42.78077353 -071.51745536 1
115  42.78080869 -071.51754782
120 Linear Feature 34
111  42.78222234 -071.52232588 20
115  42.78222714 -071.52236584
120 Linear Feature 34
111  42.78223206 -071.52232288 20
115  42.78223848 -071.52236821
120 Linear Feature 34
111  42.78224348 -071.52231969 20
115  42.78224894 -071.52235871
120 Linear Feature 34
111  42.78235322 -071.52229537 20
115  42.78235793 -071.52233138
120 Linear Feature 34
111  42.78236451 -071.52229280 20
115  42.78236840 -071.52232188
120 Linear Feature 34
111  42.78237580 -071.52229024 20
115  42.78238060 -071.52233138
120 Linear Feature 33
111  42.78245086 -071.52255370 20
115  42.78244356 -071.52249675
120 Linear Feature 32
111  42.78279549 -071.52322481 20
115  42.78280240 -071.52327680
120 Linear Feature 32
111  42.78280786 -071.52322192 20
115  42.78281810 -071.52330412
120 Linear Feature 32
111  42.78282053 -071.52321897 20
115  42.78282682 -071.52326967
120 Linear Feature 31
111  42.78169461 -071.52150096 3
111  42.78165884 -071.52125492
112  42.78165884 -071.52125492  42.78165466 -071.52122355 3
111  42.78163791 -071.52123068 3
115  42.78142564 -071.52127176
120 Linear Feature 30
111  42.78045080 -071.51452412 1
111  42.78043447 -071.51449074 1
115  42.78041767 -071.51445641
120 Linear Feature 30
111  42.78051707 -071.51466311 1
111  42.78050074 -071.51462973 1
115  42.78048394 -071.51459540
120 Linear Feature 30
111  42.78058246 -071.51480567 1
111  42.78056613 -071.51477229 1
115  42.78054933 -071.51473795
120 Linear Feature 30
111  42.78064960 -071.51494347 1
111  42.78063327 -071.51491009 1
115  42.78061647 -071.51487575
120 Linear Feature 30
111  42.78071674 -071.51508721 1
111  42.78070041 -071.51505383 1
115  42.78068361 -071.51501950
120 Linear Feature 30
111  42.78078388 -071.51522739 1
111  42.78076755 -071.51519401 1
115  42.78075075 -071.51515968
120 Linear Feature 30
111  42.78085033 -071.51536958 1
111  42.78083400 -071.51533620 1
115  42.78081720 -071.51530186
120 Linear Feature 29
111  42.78047173 -071.51445759 1
115  42.78043447 -071.51449074
120 Linear Feature 29
111  42.78053800 -071.51459658 1
115  42.78050074 -071.51462973
120 Linear Feature 29
111  42.78060339 -071.51473914 1
115  42.78056613 -071.51477229
120 Linear Feature 29
111  42.78067053 -071.51487694 1
115  42.78063327 -071.51491009
120 Linear Feature 29
111  42.78073767 -071.51502069 1
115  42.78070041 -071.51505383
120 Linear Feature 29
111  42.78080480 -071.51516086 1
115  42.78076755 -071.51519401
120 Linear Feature 29
111  42.78087126 -071.51530305 1
115  42.78083400 -071.51533620
120 Linear Feature 30
111  42.78091590 -071.51551142 1
111  42.78089957 -071.51547804 1
115  42.78088277 -071.51544371
120 Linear Feature 30
111  42.78098409 -071.51564638 1
111  42.78096775 -071.51561300 1
115  42.78095095 -071.51557866
120 Linear Feature 29
111  42.78093683 -071.51544489 1
115  42.78089957 -071.51547804
120 Linear Feature 29
111  42.78100501 -071.51557985 1
115  42.78096775 -071.51561300
120 Linear Feature 30
111  42.78104954 -071.51579202 1
111  42.78103321 -071.51575864 1
115  42.78101641 -071.51572430
120 Linear Feature 30
111  42.78111773 -071.51593410 1
111  42.78110139 -071.51590072 1
115  42.78108459 -071.51586639
120 Linear Feature 29
111  42.78107047 -071.51572549 1
115  42.78103321 -071.51575864
120 Linear Feature 29
111  42.78113865 -071.51586757 1
115  42.78110139 -071.51590072
120 Linear Feature 30
111  42.78118539 -071.51606882 1
111  42.78116906 -071.51603544 1
115  42.78115225 -071.51600110
120 Linear Feature 30
111  42.78125357 -071.51621375 1
111  42.78123724 -071.51618037 1
115  42.78122044 -071.51614604
120 Linear Feature 29
111  42.78120631 -071.51600229 1
115  42.78116906 -071.51603544
120 Linear Feature 29
111  42.78127450 -071.51614722 1
115  42.78123724 -071.51618037
120 Linear Feature 30
111  42.78100500 -071.51631065 1
111  42.78102153 -071.51634385 1
115  42.78103853 -071.51637800
120 Linear Feature 29
111  42.78098447 -071.51637741 1
115  42.78102153 -071.51634385
120 Linear Feature 30
111  42.78093965 -071.51617237 1
111  42.78095618 -071.51620557 1
115  42.78097319 -071.51623972
120 Linear Feature 30
111  42.78087165 -071.51602819 1
111  42.78088818 -071.51606138 1
115  42.78090519 -071.51609553
120 Linear Feature 29
111  42.78091912 -071.51623913 1
115  42.78095618 -071.51620557
120 Linear Feature 29
111  42.78085112 -071.51609494 1
115  42.78088818 -071.51606138
120 Linear Feature 30
111  42.78080748 -071.51589323 1
111  42.78082401 -071.51592643 1
115  42.78084102 -071.51596058
120 Linear Feature 30
111  42.78073949 -071.51574904 1
111  42.78075602 -071.51578224 1
115  42.78077302 -071.51581639
120 Linear Feature 29
111  42.78078695 -071.51595998 1
115  42.78082401 -071.51592643
120 Linear Feature 29
111  42.78071896 -071.51581580 1
115  42.78075602 -071.51578224
120 Linear Feature 30
111  42.78067414 -071.51561076 1
111  42.78069067 -071.51564396 1
115  42.78070767 -071.51567811
120 Linear Feature 30
111  42.77978873 -071.51458957 1
111  42.77980526 -071.51462277 1
115  42.77982227 -071.51465692
120 Linear Feature 30
111  42.77985762 -071.51473569 1
111  42.77987415 -071.51476888 1
115  42.77989115 -071.51480303
120 Linear Feature 30
111  42.77992301 -071.51487587 1
111  42.77993954 -071.51490906 1
115  42.77995654 -071.51494321
120 Linear Feature 30
111  42.77999015 -071.51501723 1
111  42.78000668 -071.51505043 1
115  42.78002368 -071.51508458
120 Linear Feature 30
111  42.78005729 -071.51515741 1
111  42.78007382 -071.51519061 1
115  42.78009082 -071.51522476
120 Linear Feature 30
111  42.78012530 -071.51529996 1
111  42.78014183 -071.51533316 1
115  42.78015883 -071.51536731
120 Linear Feature 30
111  42.78021273 -071.51461923 1
111  42.78022926 -071.51465243 1
115  42.78024627 -071.51468658
120 Linear Feature 30
111  42.78027342 -071.51476036 1
111  42.78028995 -071.51479356 1
115  42.78030695 -071.51482771
120 Linear Feature 30
111  42.78033933 -071.51490434 1
111  42.78035586 -071.51493754 1
115  42.78037287 -071.51497169
120 Linear Feature 30
111  42.78040839 -071.51504547 1
111  42.78042492 -071.51507867 1
115  42.78044192 -071.51511282
120 Linear Feature 30
111  42.78047326 -071.51518660 1
111  42.78048979 -071.51521980 1
115  42.78050680 -071.51525395
120 Linear Feature 30
111  42.78054022 -071.51532630 1
111  42.78055675 -071.51535950 1
115  42.78057376 -071.51539365
120 Linear Feature 30
111  42.78060614 -071.51546658 1
111  42.78062267 -071.51549977 1
115  42.78063968 -071.51553392
120 Linear Feature 29
111  42.78065361 -071.51567752 1
115  42.78069067 -071.51564396
120 Linear Feature 29
111  42.77976820 -071.51465633 1
115  42.77980526 -071.51462277
120 Linear Feature 29
111  42.77983709 -071.51480244 1
115  42.77987415 -071.51476888
120 Linear Feature 29
111  42.77990248 -071.51494262 1
115  42.77993954 -071.51490906
120 Linear Feature 29
111  42.77996962 -071.51508399 1
115  42.78000668 -071.51505043
120 Linear Feature 29
111  42.78003676 -071.51522417 1
115  42.78007382 -071.51519061
120 Linear Feature 29
111  42.78010477 -071.51536672 1
115  42.78014183 -071.51533316
120 Linear Feature 29
111  42.78019220 -071.51468599 1
115  42.78022926 -071.51465243
120 Linear Feature 29
111  42.78025289 -071.51482712 1
115  42.78028995 -071.51479356
120 Linear Feature 29
111  42.78031880 -071.51497110 1
115  42.78035586 -071.51493754
120 Linear Feature 29
111  42.78038786 -071.51511223 1
115  42.78042492 -071.51507867
120 Linear Feature 29
111  42.78045273 -071.51525335 1
115  42.78048979 -071.51521980
120 Linear Feature 29
111  42.78051969 -071.51539306 1
115  42.78055675 -071.51535950
120 Linear Feature 29
111  42.78058561 -071.51553333 1
115  42.78062267 -071.51549977
120 Linear Feature 30
111  42.78019593 -071.51482690 1
111  42.78017960 -071.51479352 1
115  42.78016280 -071.51475919
120 Linear Feature 30
111  42.78026122 -071.51496718 1
111  42.78024489 -071.51493380 1
115  42.78022809 -071.51489946
120 Linear Feature 30
111  42.78032651 -071.51510916 1
111  42.78031018 -071.51507578 1
115  42.78029338 -071.51504145
120 Linear Feature 30
111  42.78039682 -071.51524944 1
111  42.78038049 -071.51521606 1
115  42.78036369 -071.51518172
120 Linear Feature 30
111  42.78046086 -071.51539142 1
111  42.78044452 -071.51535804 1
115  42.78042772 -071.51532370
120 Linear Feature 30
111  42.78052740 -071.51553169 1
111  42.78051107 -071.51549832 1
115  42.78049427 -071.51546398
120 Linear Feature 30
111  42.78060148 -071.51567368 1
111  42.78058515 -071.51564030 1
115  42.78056835 -071.51560596
120 Linear Feature 29
111  42.78021686 -071.51476038 1
115  42.78017960 -071.51479352
120 Linear Feature 29
111  42.78028215 -071.51490065 1
115  42.78024489 -071.51493380
120 Linear Feature 29
111  42.78034744 -071.51504263 1
115  42.78031018 -071.51507578
120 Linear Feature 29
111  42.78041775 -071.51518291 1
115  42.78038049 -071.51521606
120 Linear Feature 29
111  42.78048178 -071.51532489 1
115  42.78044452 -071.51535804
120 Linear Feature 29
111  42.78054833 -071.51546517 1
115  42.78051107 -071.51549832
120 Linear Feature 29
111  42.78062241 -071.51560715 1
115  42.78058515 -071.51564030
120 Linear Feature 30
111  42.78066600 -071.51581267 1
111  42.78064967 -071.51577929 1
115  42.78063287 -071.51574496
120 Linear Feature 30
111  42.78073314 -071.51595761 1
111  42.78071681 -071.51592423 1
115  42.78070001 -071.51588989
120 Linear Feature 29
111  42.78068693 -071.51574615 1
115  42.78064967 -071.51577929
120 Linear Feature 29
111  42.78075407 -071.51589108 1
115  42.78071681 -071.51592423
120 Linear Feature 30
111  42.78079650 -071.51609327 1
111  42.78078017 -071.51605989 1
115  42.78076337 -071.51602555
120 Linear Feature 30
111  42.78086364 -071.51623820 1
111  42.78084731 -071.51620483 1
115  42.78083051 -071.51617049
120 Linear Feature 29
111  42.78081743 -071.51602674 1
115  42.78078017 -071.51605989
120 Linear Feature 29
111  42.78088457 -071.51617168 1
115  42.78084731 -071.51620483
120 Linear Feature 30
111  42.78092816 -071.51637720 1
111  42.78091183 -071.51634382 1
115  42.78089503 -071.51630948
120 Linear Feature 30
111  42.78099530 -071.51652213 1
111  42.78097897 -071.51648875 1
115  42.78096217 -071.51645442
120 Linear Feature 29
111  42.78094909 -071.51631067 1
115  42.78091183 -071.51634382
120 Linear Feature 29
111  42.78101623 -071.51645560 1
115  42.78097897 -071.51648875
120 Linear Feature 30
111  42.78157186 -071.51690303 1
111  42.78155553 -071.51686965 1
115  42.78153873 -071.51683531
120 Linear Feature 29
111  42.78159279 -071.51683650 1
115  42.78155553 -071.51686965
120 Linear Feature 30
111  42.78163638 -071.51704202 1
111  42.78162005 -071.51700864 1
115  42.78160325 -071.51697430
120 Linear Feature 30
111  42.78170352 -071.51718695 1
111  42.78168719 -071.51715357 1
115  42.78167039 -071.51711924
120 Linear Feature 29
111  42.78165731 -071.51697549 1
115  42.78162005 -071.51700864
120 Linear Feature 29
111  42.78172445 -071.51712043 1
115  42.78168719 -071.51715357
120 Linear Feature 30
111  42.78176689 -071.51732262 1
111  42.78175055 -071.51728924 1
115  42.78173375 -071.51725490
120 Linear Feature 30
111  42.78183402 -071.51746755 1
111  42.78181769 -071.51743417 1
115  42.78180089 -071.51739984
120 Linear Feature 29
111  42.78178781 -071.51725609 1
115  42.78175055 -071.51728924
120 Linear Feature 29
111  42.78185495 -071.51740102 1
115  42.78181769 -071.51743417
120 Linear Feature 30
111  42.78189855 -071.51760654 1
111  42.78188221 -071.51757317 1
115  42.78186541 -071.51753883
120 Linear Feature 30
111  42.78196568 -071.51775148 1
111  42.78194935 -071.51771810 1
115  42.78193255 -071.51768376
120 Linear Feature 29
111  42.78191947 -071.51754002 1
115  42.78188221 -071.51757317
120 Linear Feature 29
111  42.78198661 -071.51768495 1
115  42.78194935 -071.51771810
120 Linear Feature 30
111  42.78173280 -071.51785408 1
111  42.78174933 -071.51788728 1
115  42.78176634 -071.51792143
120 Linear Feature 29
111  42.78171227 -071.51792084 1
115  42.78174933 -071.51788728
120 Linear Feature 30
111  42.78166746 -071.51771580 1
111  42.78168399 -071.51774900 1
115  42.78170099 -071.51778315
120 Linear Feature 30
111  42.78159946 -071.51757162 1
111  42.78161599 -071.51760481 1
115  42.78163299 -071.51763896
120 Linear Feature 29
111  42.78164693 -071.51778256 1
115  42.78168399 -071.51774900
120 Linear Feature 29
111  42.78157893 -071.51763837 1
115  42.78161599 -071.51760481
120 Linear Feature 30
111  42.78153529 -071.51743666 1
111  42.78155182 -071.51746985 1
115  42.78156882 -071.51750400
120 Linear Feature 30
111  42.78146729 -071.51729247 1
111  42.78148382 -071.51732567 1
115  42.78150083 -071.51735982
120 Linear Feature 29
111  42.78151476 -071.51750341 1
115  42.78155182 -071.51746985
120 Linear Feature 29
111  42.78144676 -071.51735922 1
115  42.78148382 -071.51732567
120 Linear Feature 30
111  42.78140195 -071.51715419 1
111  42.78141848 -071.51718739 1
115  42.78143548 -071.51722154
120 Linear Feature 30
111  42.78133395 -071.51701000 1
111  42.78135048 -071.51704320 1
115  42.78136748 -071.51707735
120 Linear Feature 29
111  42.78138142 -071.51722095 1
115  42.78141848 -071.51718739
120 Linear Feature 29
111  42.78131342 -071.51707676 1
115  42.78135048 -071.51704320
120 Linear Feature 30
111  42.78132929 -071.51721711 1
111  42.78131295 -071.51718373 1
115  42.78129615 -071.51714939
120 Linear Feature 29
111  42.78135021 -071.51715058 1
115  42.78131295 -071.51718373
120 Linear Feature 30
111  42.78139381 -071.51735610 1
111  42.78137748 -071.51732272 1
115  42.78136068 -071.51728839
120 Linear Feature 30
111  42.78146095 -071.51750103 1
111  42.78144461 -071.51746766 1
115  42.78142781 -071.51743332
120 Linear Feature 29
111  42.78141473 -071.51728957 1
115  42.78137748 -071.51732272
120 Linear Feature 29
111  42.78148187 -071.51743451 1
115  42.78144461 -071.51746766
120 Linear Feature 30
111  42.78152431 -071.51763670 1
111  42.78150798 -071.51760332 1
115  42.78149118 -071.51756898
120 Linear Feature 30
111  42.78159145 -071.51778163 1
111  42.78157512 -071.51774825 1
115  42.78155832 -071.51771392
120 Linear Feature 29
111  42.78154524 -071.51757017 1
115  42.78150798 -071.51760332
120 Linear Feature 29
111  42.78161237 -071.51771510 1
115  42.78157512 -071.51774825
120 Linear Feature 30
111  42.78165597 -071.51792063 1
111  42.78163964 -071.51788725 1
115  42.78162284 -071.51785291
120 Linear Feature 30
111  42.78172311 -071.51806556 1
111  42.78170678 -071.51803218 1
115  42.78168998 -071.51799784
120 Linear Feature 29
111  42.78167690 -071.51785410 1
115  42.78163964 -071.51788725
120 Linear Feature 29
111  42.78174403 -071.51799903 1
115  42.78170678 -071.51803218
120 Linear Feature 28
111  42.78203622 -071.51811116 1
111  42.78206247 -071.51808777 1
115  42.78208824 -071.51806480
120 Linear Feature 27
111  42.78208643 -071.51814199 1
115  42.78206247 -071.51808777
120 Linear Feature 28
111  42.78193311 -071.51820033 1
111  42.78195936 -071.51817694 1
115  42.78198513 -071.51815397
120 Linear Feature 27
111  42.78198332 -071.51823117 1
115  42.78195936 -071.51817694
120 Linear Feature 28
111  42.78182476 -071.51829057 1
111  42.78185100 -071.51826718 1
115  42.78187677 -071.51824422
120 Linear Feature 27
111  42.78187497 -071.51832141 1
115  42.78185100 -071.51826718
120 Linear Feature 28
111  42.78172641 -071.51838182 1
111  42.78175265 -071.51835842 1
115  42.78177842 -071.51833546
120 Linear Feature 27
111  42.78177661 -071.51841265 1
115  42.78175265 -071.51835842
120 Linear Feature 28
111  42.78187573 -071.51839480 1
111  42.78184948 -071.51841820 1
115  42.78182371 -071.51844116
120 Linear Feature 27
111  42.78182552 -071.51836397 1
115  42.78184948 -071.51841820
120 Linear Feature 28
111  42.78197884 -071.51830563 1
111  42.78195259 -071.51832902 1
115  42.78192682 -071.51835199
120 Linear Feature 27
111  42.78192863 -071.51827480 1
115  42.78195259 -071.51832902
120 Linear Feature 28
111  42.78219182 -071.51812700 1
111  42.78216558 -071.51815039 1
115  42.78213981 -071.51817336
120 Linear Feature 27
111  42.78214162 -071.51809617 1
115  42.78216558 -071.51815039
120 Linear Feature 28
111  42.78208719 -071.51821539 1
111  42.78206095 -071.51823878 1
115  42.78203518 -071.51826175
120 Linear Feature 27
111  42.78203698 -071.51818456 1
115  42.78206095 -071.51823878
120 Linear Feature 28
111  42.78220698 -071.51847554 1
111  42.78223322 -071.51845215 1
115  42.78225899 -071.51842918
120 Linear Feature 27
111  42.78225719 -071.51850637 1
115  42.78223322 -071.51845215
120 Linear Feature 28
111  42.78210387 -071.51856471 1
111  42.78213012 -071.51854132 1
115  42.78215588 -071.51851835
120 Linear Feature 27
111  42.78215408 -071.51859554 1
115  42.78213012 -071.51854132
120 Linear Feature 28
111  42.78199552 -071.51865495 1
111  42.78202176 -071.51863156 1
115  42.78204753 -071.51860859
120 Linear Feature 27
111  42.78204572 -071.51868579 1
115  42.78202176 -071.51863156
120 Linear Feature 28
111  42.78189716 -071.51874619 1
111  42.78192341 -071.51872280 1
115  42.78194918 -071.51869984
120 Linear Feature 27
111  42.78194737 -071.51877703 1
115  42.78192341 -071.51872280
120 Linear Feature 28
111  42.78204648 -071.51875918 1
111  42.78202024 -071.51878257 1
115  42.78199447 -071.51880554
120 Linear Feature 27
111  42.78199628 -071.51872835 1
115  42.78202024 -071.51878257
120 Linear Feature 28
111  42.78214959 -071.51867001 1
111  42.78212335 -071.51869340 1
115  42.78209758 -071.51871637
120 Linear Feature 27
111  42.78209939 -071.51863918 1
115  42.78212335 -071.51869340
120 Linear Feature 28
111  42.78236258 -071.51849138 1
111  42.78233633 -071.51851477 1
115  42.78231056 -071.51853774
120 Linear Feature 27
111  42.78231237 -071.51846054 1
115  42.78233633 -071.51851477
120 Linear Feature 28
111  42.78225795 -071.51857977 1
111  42.78223170 -071.51860316 1
115  42.78220593 -071.51862613
120 Linear Feature 27
111  42.78220774 -071.51854893 1
115  42.78223170 -071.51860316
120 Linear Feature 28
111  42.78237774 -071.51883308 1
111  42.78240398 -071.51880969 1
115  42.78242975 -071.51878672
120 Linear Feature 27
111  42.78242794 -071.51886391 1
115  42.78240398 -071.51880969
120 Linear Feature 28
111  42.78227463 -071.51892225 1
111  42.78230087 -071.51889886 1
115  42.78232664 -071.51887589
120 Linear Feature 27
111  42.78232483 -071.51895308 1
115  42.78230087 -071.51889886
120 Linear Feature 28
111  42.78216627 -071.51901249 1
111  42.78219252 -071.51898910 1
115  42.78221829 -071.51896613
120 Linear Feature 27
111  42.78221648 -071.51904332 1
115  42.78219252 -071.51898910
120 Linear Feature 28
111  42.78206792 -071.51910373 1
111  42.78209417 -071.51908034 1
115  42.78211993 -071.51905737
120 Linear Feature 27
111  42.78211813 -071.51913457 1
115  42.78209417 -071.51908034
120 Linear Feature 28
111  42.78221724 -071.51911672 1
111  42.78219100 -071.51914011 1
115  42.78216523 -071.51916308
120 Linear Feature 27
111  42.78216704 -071.51908589 1
115  42.78219100 -071.51914011
120 Linear Feature 28
111  42.78232035 -071.51902755 1
111  42.78229411 -071.51905094 1
115  42.78226834 -071.51907391
120 Linear Feature 27
111  42.78227014 -071.51899671 1
115  42.78229411 -071.51905094
120 Linear Feature 28
111  42.78253333 -071.51884892 1
111  42.78250709 -071.51887231 1
115  42.78248132 -071.51889527
120 Linear Feature 27
111  42.78248313 -071.51881808 1
115  42.78250709 -071.51887231
120 Linear Feature 28
111  42.78242870 -071.51893731 1
111  42.78240246 -071.51896070 1
115  42.78237669 -071.51898366
120 Linear Feature 27
111  42.78237850 -071.51890647 1
115  42.78240246 -071.51896070
120 Linear Feature 28
111  42.78253594 -071.51919746 1
111  42.78256218 -071.51917407 1
115  42.78258795 -071.51915110
120 Linear Feature 27
111  42.78258614 -071.51922829 1
115  42.78256218 -071.51917407
120 Linear Feature 28
111  42.78243283 -071.51928663 1
111  42.78245907 -071.51926324 1
115  42.78248484 -071.51924027
120 Linear Feature 27
111  42.78248303 -071.51931746 1
115  42.78245907 -071.51926324
120 Linear Feature 28
111  42.78232448 -071.51937687 1
111  42.78235072 -071.51935348 1
115  42.78237649 -071.51933051
120 Linear Feature 27
111  42.78237468 -071.51940771 1
115  42.78235072 -071.51935348
120 Linear Feature 28
111  42.78222612 -071.51946811 1
111  42.78225237 -071.51944472 1
115  42.78227814 -071.51942175
120 Linear Feature 27
111  42.78227633 -071.51949895 1
115  42.78225237 -071.51944472
120 Linear Feature 28
