I
1050 Generated by WorldEditor 2.0.0r4

1   1427 1 0 KDLH Duluth Intl
113  46.83799888 -092.18818937 3 102
112  46.83856199 -092.18843628  46.83861901 -092.18841154
111  46.83856199 -092.18843628 3
111  46.83912038 -092.18815144
112  46.83912038 -092.18815144  46.83932105 -092.18806139 3
112  46.83945272 -092.18816212  46.83952473 -092.18817710
111  46.83945272 -092.18816212
112  46.83945272 -092.18816212  46.83951579 -092.18816788 3
111  46.83956478 -092.18809969 3
111  46.83959745 -092.18804561 3
111  46.83965712 -092.18794654 3 102
112  46.83964289 -092.18764133  46.83953987 -092.18749149
111  46.83964289 -092.18764133 3 102
112  46.83947284 -092.18754092  46.83936367 -092.18750128
111  46.83947284 -092.18754092
112  46.83947284 -092.18754092  46.83935271 -092.18749730 3 102
112  46.83895366 -092.18759581  46.83873326 -092.18771240
111  46.83895366 -092.18759581 3 102
111  46.83843032 -092.18792034
112  46.83843032 -092.18792034  46.83838618 -092.18795075 3 102
112  46.83834822 -092.18819776  46.83838659 -092.18836353
111  46.83834822 -092.18819776 3
111  46.83836675 -092.18827278 3
111  46.83838077 -092.18832955
114  46.83838077 -092.18832955  46.83842671 -092.18846013 3
111  46.83828231 -092.18566458
111  46.83965575 -092.18443744
112  46.83965575 -092.18443744  46.83974950 -092.18401328
112  46.83986709 -092.18382961  46.83990563 -092.18341622
111  46.83986709 -092.18382961
111  46.83984690 -092.18311789
112  46.83980540 -092.18277023  46.83977822 -092.18273177
111  46.83980540 -092.18277023
111  46.83972063 -092.18265807 3 102
112  46.83957407 -092.18263073  46.83950180 -092.18268783
111  46.83957407 -092.18263073 3 102
111  46.83931438 -092.18286403 3 102
111  46.83805941 -092.18399143
112  46.83805941 -092.18399143  46.83796395 -092.18409941 3 102
112  46.83776465 -092.18497423  46.83780800 -092.18557527
111  46.83776465 -092.18497423 3 102
111  46.83779368 -092.18525826
112  46.83779368 -092.18525826  46.83788341 -092.18576842
112  46.83827482 -092.18564810  46.83837695 -092.18556523
113  46.83827482 -092.18564810
112  46.84026973 -092.18084047  46.84026837 -092.18116710
111  46.84026973 -092.18084047
111  46.84033661 -092.18324120
112  46.84033661 -092.18324120  46.84039486 -092.18357289
111  46.84060291 -092.18342625
111  46.84112125 -092.18296480
111  46.84114457 -092.18284881
111  46.84108808 -092.18078190
112  46.84086837 -092.18045038  46.84065708 -092.18040197
111  46.84086837 -092.18045038
113  46.84048450 -092.18047129
111  46.84014456 -092.17948378
112  46.84014456 -092.17948378  46.84019375 -092.17980466
111  46.84038994 -092.17979313
111  46.84100809 -092.17975927
112  46.84105858 -092.17972398  46.84106136 -092.17970983
111  46.84105858 -092.17972398
111  46.84097262 -092.17657366
112  46.84097262 -092.17657366  46.84091838 -092.17622604
112  46.84059681 -092.17639181  46.84048265 -092.17655410
111  46.84059681 -092.17639181
111  46.84015753 -092.17717321
112  46.84015753 -092.17717321  46.84008860 -092.17729459
113  46.84009236 -092.17750361
110 1 0.00 0.0000 New Taxiway 11
111  46.83752517 -092.19226711 3
111  46.83752372 -092.19216398
111  46.83752940 -092.19216401
111  46.83752945 -092.19217725
111  46.83753955 -092.19217725
111  46.83753946 -092.19216262
111  46.83754743 -092.19216253
111  46.83754736 -092.19218209
111  46.83773013 -092.19217154
111  46.83773004 -092.19214848
111  46.83774121 -092.19214792
112  46.83774488 -092.19216772  46.83774757 -092.19217673
111  46.83774488 -092.19216772
112  46.83774488 -092.19216772  46.83774992 -092.19218462 3
112  46.83779781 -092.19221628  46.83783244 -092.19222256
111  46.83779781 -092.19221628 3
111  46.83791581 -092.19221199
113  46.83791598 -092.19224376
110 1 0.00 0.0000 New Taxiway 13
111  46.83930975 -092.19269999
111  46.83930665 -092.19247035
112  46.83930665 -092.19247035  46.83935860 -092.19247386
111  46.83937782 -092.19255105
113  46.83938082 -092.19269812
110 1 0.00 0.0000 New Taxiway 14
112  46.83929694 -092.19227868  46.83922177 -092.19229870
111  46.83929694 -092.19227868
111  46.83929563 -092.19217052
113  46.83936601 -092.19216937
110 1 0.00 0.0000 New Taxiway 7
111  46.85013733 -092.17071618
111  46.85014739 -092.17070672
111  46.85010926 -092.17061896
111  46.85029358 -092.17045930
111  46.85036160 -092.17062758
113  46.85017056 -092.17079456
110 1 0.00 0.0000 New Taxiway 6
111  46.85005287 -092.17065700
111  46.85009362 -092.17075442
111  46.85013226 -092.17072040
111  46.85016566 -092.17079993
111  46.85012482 -092.17083253
113  46.84993821 -092.17075825
110 2 0.00 0.0000 New Taxiway 5
111  46.84978478 -092.17059188
111  46.84985372 -092.17017731
111  46.85008543 -092.16996752
111  46.85015085 -092.17012025
111  46.85011950 -092.17014782
111  46.85007694 -092.17004261
111  46.85000156 -092.17010739
111  46.85004461 -092.17021369
111  46.84994845 -092.17029827
111  46.85001775 -092.17047681
111  46.85008271 -092.17064314
111  46.85010926 -092.17061896
111  46.85014739 -092.17070672
111  46.85013733 -092.17071618
111  46.85017056 -092.17079456
111  46.85016566 -092.17079993
111  46.85013226 -092.17072040
111  46.85009362 -092.17075442
111  46.85005287 -092.17065700
111  46.84993821 -092.17075825
113  46.84984199 -092.17072846
110 2 0.00 0.0000 New Taxiway 4
111  46.84258406 -092.21448669
111  46.84257969 -092.21438171
111  46.84250644 -092.21438481
111  46.84250540 -092.21432486
111  46.84257804 -092.21432121
111  46.84257617 -092.21421593
111  46.84261740 -092.21421329
113  46.84262563 -092.21448430
110 2 0.00 0.0000 New Taxiway 3
111  46.84304513 -092.21428545
111  46.84304693 -092.21436477
111  46.84304454 -092.21437176
111  46.84304920 -092.21438005
111  46.84304920 -092.21438888
111  46.84301356 -092.21439017
111  46.84301407 -092.21437986
111  46.84301860 -092.21437416
111  46.84301371 -092.21436986
111  46.84297782 -092.21437370
111  46.84297604 -092.21428733
111  46.84298662 -092.21428735
111  46.84298759 -092.21430117
111  46.84303605 -092.21429775
113  46.84303570 -092.21428618
110 1 0.00 0.0000 New Taxiway 2
111  46.84811827 -092.17555718
112  46.84823083 -092.17542179  46.84823971 -092.17533131
111  46.84823083 -092.17542179
111  46.84821596 -092.17406827
111  46.84813920 -092.17408130
111  46.84794639 -092.17425180
111  46.84794182 -092.17424063
111  46.84793446 -092.17424752
111  46.84793894 -092.17425858
111  46.84769881 -092.17447076
111  46.84769499 -092.17446085
111  46.84768745 -092.17446685
111  46.84769128 -092.17447742
111  46.84764519 -092.17451815
112  46.84764519 -092.17451815  46.84757877 -092.17457662
111  46.84744378 -092.17460040
111  46.84744073 -092.17460076
111  46.84744032 -092.17458615
111  46.84742993 -092.17458617
111  46.84743003 -092.17460203
111  46.84717092 -092.17463268
111  46.84716067 -092.17463510
111  46.84716026 -092.17461968
111  46.84715021 -092.17461960
111  46.84715029 -092.17463548
111  46.84706502 -092.17465766
112  46.84701280 -092.17468515  46.84697911 -092.17470658
111  46.84701280 -092.17468515
111  46.84691594 -092.17477164
111  46.84691026 -092.17475816
111  46.84690193 -092.17476583
111  46.84690765 -092.17477904
111  46.84684388 -092.17483843
111  46.84691357 -092.17451433
112  46.84693237 -092.17454923  46.84693796 -092.17455365
111  46.84695568 -092.17454523
112  46.84708678 -092.17448020  46.84713377 -092.17447065
111  46.84708678 -092.17448020
111  46.84740600 -092.17444224
112  46.84761537 -092.17432109  46.84766206 -092.17422168
111  46.84761537 -092.17432109
111  46.84770160 -092.17428004
111  46.84781133 -092.17418280
111  46.84772515 -092.17396648
111  46.84777536 -092.17392343
111  46.84778104 -092.17393723
111  46.84778930 -092.17393146
111  46.84781986 -092.17400745
111  46.84782108 -092.17401921
111  46.84781146 -092.17401793
111  46.84781006 -092.17403455
111  46.84781907 -092.17403621
111  46.84781433 -092.17406405
111  46.84781460 -092.17409185
111  46.84783586 -092.17413870
111  46.84782957 -092.17414475
111  46.84783452 -092.17415517
111  46.84784069 -092.17414912
111  46.84784472 -092.17415219
111  46.84784967 -092.17416160
111  46.84785780 -092.17415405
111  46.84785256 -092.17414408
111  46.84787958 -092.17411953
111  46.84788465 -092.17413015
111  46.84789213 -092.17412280
111  46.84788771 -092.17411263
111  46.84809827 -092.17392521
111  46.84820990 -092.17382192
111  46.84821211 -092.17371606
111  46.84842302 -092.17352434
111  46.84845153 -092.17358069
111  46.84850135 -092.17356196
111  46.84922081 -092.17292209
112  46.84929986 -092.17274463  46.84933009 -092.17261203
111  46.84929986 -092.17274463
111  46.84959695 -092.17091937
112  46.84978478 -092.17059188  46.84993771 -092.17048532
111  46.84978478 -092.17059188
111  46.84984199 -092.17072846
112  46.84984199 -092.17072846  46.84980905 -092.17075188
111  46.84974440 -092.17084709
111  46.84974036 -092.17084381
112  46.84974036 -092.17084381  46.84971102 -092.17089884
111  46.84967821 -092.17108416
111  46.84968161 -092.17108504
111  46.84962506 -092.17143611
111  46.84962243 -092.17143539
111  46.84957554 -092.17172757
111  46.84957924 -092.17172862
111  46.84940409 -092.17280994
112  46.84929040 -092.17304745  46.84920392 -092.17313495
111  46.84929040 -092.17304745
111  46.84842747 -092.17382222
112  46.84835039 -092.17411634  46.84834641 -092.17432527
111  46.84835039 -092.17411634
111  46.84836167 -092.17536492
112  46.84836167 -092.17536492  46.84837133 -092.17551839
112  46.84848818 -092.17555401  46.84854745 -092.17562426
113  46.84848818 -092.17555401
110 1 0.00 0.0000 New Taxiway 1
111  46.83901920 -092.18220857
111  46.83818234 -092.18294496
111  46.83795560 -092.18239631
112  46.83856128 -092.18174879  46.83865484 -092.18134942
113  46.83856128 -092.18174879
110 1 0.00 0.0000 New Taxiway 5
111  46.83888215 -092.20198708
111  46.83887780 -092.20182248
111  46.83881513 -092.20172951
111  46.83877691 -092.20173309
111  46.83877173 -092.20159390
111  46.83853055 -092.20159390
111  46.83852846 -092.20149086
111  46.83852457 -092.20129987
111  46.83852258 -092.20120209
111  46.83769650 -092.20124356
111  46.83769311 -092.20111399
111  46.83769178 -092.20106336
111  46.83832527 -092.20102713
111  46.83842668 -092.20100864
112  46.83845761 -092.20095723  46.83845934 -092.20092404
111  46.83845761 -092.20095723
111  46.83868558 -092.20093766
111  46.83867323 -092.20061577
111  46.83916700 -092.20058606
111  46.83923054 -092.20058265
112  46.83917667 -092.20066793  46.83917034 -092.20072053
111  46.83917667 -092.20066793
111  46.83920977 -092.20187920
112  46.83920977 -092.20187920  46.83921811 -092.20192600
111  46.83925620 -092.20196856
113  46.83921175 -092.20197076
110 2 0.00 0.0000 New Taxiway 4
111  46.83892160 -092.20409153
111  46.83899235 -092.20408476
111  46.83900080 -092.20447187
111  46.83893259 -092.20447501
111  46.83893063 -092.20440655
113  46.83892463 -092.20419715
110 1 0.00 0.0000 New Taxiway 3
111  46.83926239 -092.20356723
111  46.83927764 -092.20407145
112  46.83927764 -092.20407145  46.83927481 -092.20411128
111  46.83926283 -092.20413620 20
111  46.83927375 -092.20450574
111  46.83923997 -092.20450827
111  46.83920852 -092.20451064
111  46.83893152 -092.20453145
111  46.83893259 -092.20447501
111  46.83900080 -092.20447187
111  46.83899235 -092.20408476
111  46.83892160 -092.20409153
111  46.83892091 -092.20406540
111  46.83891250 -092.20374789
111  46.83890473 -092.20345464
111  46.83890003 -092.20327713
111  46.83889331 -092.20302362
111  46.83888171 -092.20302417
111  46.83888130 -092.20300826
111  46.83887019 -092.20300701
111  46.83886947 -092.20299295
111  46.83883826 -092.20299370
111  46.83882750 -092.20262380
111  46.83886035 -092.20262451
111  46.83886104 -092.20260989
111  46.83887129 -092.20260964
111  46.83887129 -092.20259327
111  46.83888120 -092.20259239
111  46.83887905 -092.20249789
111  46.83888500 -092.20249702
112  46.83889483 -092.20248853  46.83889532 -092.20248127
111  46.83889483 -092.20248853
111  46.83888623 -092.20218692
111  46.83902223 -092.20217991
111  46.83902557 -092.20227882
111  46.83909353 -092.20227684
111  46.83911287 -092.20297512
113  46.83924568 -092.20296895
110 2 0.00 0.0000 New Taxiway 2
111  46.83955645 -092.20364640 102
112  46.83942694 -092.20355672  46.83933714 -092.20353917
111  46.83942694 -092.20355672 102
111  46.83940365 -092.20355821
111  46.83926239 -092.20356723
111  46.83924568 -092.20296895
111  46.83911287 -092.20297512
111  46.83909353 -092.20227684
111  46.83902557 -092.20227882
111  46.83902223 -092.20217991
111  46.83888623 -092.20218692
111  46.83888215 -092.20198708
111  46.83921175 -092.20197076
111  46.83925620 -092.20196856
111  46.83935656 -092.20196360 102
111  46.83937737 -092.20196257
112  46.83937737 -092.20196257  46.83945221 -092.20194957 102
113  46.83951107 -092.20185584
110 2 0.00 0.0000 New Taxiway 1
111  46.83995003 -092.19755920
112  46.83995003 -092.19755920  46.83992573 -092.19756506
111  46.83989071 -092.19759753 53 102
112  46.83979548 -092.19784723  46.83978882 -092.19805130
111  46.83979548 -092.19784723 53
111  46.83981717 -092.19869377
111  46.83985719 -092.19869350
111  46.83986058 -092.19880973
111  46.83982074 -092.19881391 53
111  46.83985673 -092.20005959 53
111  46.83971755 -092.20006535
111  46.83946790 -092.20007568
111  46.83947720 -092.20066541
112  46.83934895 -092.20057561  46.83926298 -092.20056465
111  46.83934895 -092.20057561 3
111  46.83923054 -092.20058265 3
111  46.83916700 -092.20058606
111  46.83867323 -092.20061577
111  46.83868558 -092.20093766
111  46.83845761 -092.20095723
111  46.83845485 -092.20076458
111  46.83844939 -092.20076422
111  46.83844104 -092.20043760
111  46.83843482 -092.20043760
112  46.83832162 -092.20030283  46.83823388 -092.20028044
111  46.83832162 -092.20030283
111  46.83809928 -092.20031671
111  46.83808549 -092.19967762
111  46.83829477 -092.19966727
112  46.83840826 -092.19951696  46.83842419 -092.19940103
111  46.83840826 -092.19951696
111  46.83841434 -092.19951660
111  46.83841291 -092.19946059
111  46.83839240 -092.19865791
111  46.83838574 -092.19839725
112  46.83817805 -092.19809272  46.83797333 -092.19807015
111  46.83817805 -092.19809272
111  46.83802409 -092.19809779
111  46.83800746 -092.19746198
111  46.83819971 -092.19744974
111  46.83819859 -092.19744176
112  46.83834506 -092.19721398  46.83837220 -092.19702615
111  46.83834506 -092.19721398
112  46.83834506 -092.19721398  46.83834784 -092.19719470
112  46.83834925 -092.19715290  46.83834985 -092.19712879
111  46.83834925 -092.19715290
111  46.83834154 -092.19686908
112  46.83833397 -092.19658990  46.83833397 -092.19658987
111  46.83833397 -092.19658990
112  46.83833397 -092.19658990  46.83833397 -092.19658985
111  46.83833008 -092.19644681
111  46.83832333 -092.19619806 53
111  46.83961080 -092.19612610 53
111  46.83964067 -092.19612443 53
111  46.83967219 -092.19612267 53
111  46.83974792 -092.19611844 53
111  46.83975794 -092.19647233
111  46.83978263 -092.19647324
111  46.83978446 -092.19657255
111  46.83979005 -092.19657392
111  46.83979025 -092.19661110
111  46.83978550 -092.19661049
111  46.83978883 -092.19671283
111  46.83980625 -092.19671392
111  46.83980610 -092.19675919
111  46.83979047 -092.19675854
111  46.83979255 -092.19686062
111  46.83979836 -092.19686192
111  46.83979866 -092.19689762
111  46.83979375 -092.19689740
111  46.83979483 -092.19700253
111  46.83977212 -092.19700289 53
111  46.83977365 -092.19707342
112  46.83977365 -092.19707342  46.83979598 -092.19726995 53 102
111  46.83987624 -092.19730468
112  46.83987624 -092.19730468  46.83988490 -092.19732382
111  46.83994260 -092.19734403
113  46.83994623 -092.19744914
110 2 0.00 0.0000 New Taxiway 18
111  46.84018572 -092.19104125
111  46.84015713 -092.19104081
111  46.84014342 -092.19104093
112  46.84014342 -092.19104093  46.84014073 -092.19095223
112  46.83994144 -092.19087132  46.83981784 -092.19088740
111  46.83994144 -092.19087132
112  46.83994144 -092.19087132  46.83986693 -092.19088936 3 102
112  46.83982655 -092.19097389  46.83979938 -092.19103943
111  46.83982655 -092.19097389 3 102
111  46.83981981 -092.19101166
111  46.83981316 -092.19104851
111  46.83980792 -092.19107833
111  46.83986859 -092.19335126 53 102
111  46.83987421 -092.19346649
112  46.83987421 -092.19346649  46.83987577 -092.19347492 53 102
112  46.83987948 -092.19349043  46.83988143 -092.19349797
111  46.83987948 -092.19349043
112  46.83987948 -092.19349043  46.83991368 -092.19362270 53 102
111  46.84000456 -092.19362131 53 102
111  46.84006880 -092.19361689 53 102
112  46.84022476 -092.19341913  46.84026044 -092.19323231
111  46.84022476 -092.19341913
111  46.84022619 -092.19347484
112  46.84022619 -092.19347484  46.84021281 -092.19357845
111  46.84017491 -092.19361727
111  46.84017627 -092.19369207
111  46.84017774 -092.19377305
111  46.84017978 -092.19388530
112  46.84017978 -092.19388530  46.84015435 -092.19386332 53 102
111  46.84011882 -092.19385952 53 102
111  46.83995958 -092.19386953 53
111  46.83988800 -092.19387292 53
111  46.83961281 -092.19388596
111  46.83941012 -092.19390201
111  46.83939203 -092.19327364
111  46.83929646 -092.19328078
111  46.83929167 -092.19303569
111  46.83928514 -092.19270070
111  46.83930975 -092.19269999 53
111  46.83938082 -092.19269812 53
111  46.83937782 -092.19255105 53
112  46.83930665 -092.19247035  46.83925471 -092.19246683
111  46.83930665 -092.19247035 53
111  46.83887763 -092.19249623 53
112  46.83881817 -092.19258742  46.83880549 -092.19267005
111  46.83881817 -092.19258742 53
111  46.83882607 -092.19294804 53
111  46.83838637 -092.19297522 53
111  46.83837729 -092.19269546 53
112  46.83833932 -092.19262777  46.83830160 -092.19262243
111  46.83833932 -092.19262777 53
111  46.83793045 -092.19265237 53
111  46.83793069 -092.19263574 53
111  46.83792552 -092.19262845
111  46.83791972 -092.19239285
111  46.83791677 -092.19227310
111  46.83752521 -092.19229520 3
111  46.83752517 -092.19226711
111  46.83791598 -092.19224376
111  46.83791581 -092.19221199 53
111  46.83836410 -092.19218570 53
111  46.83836339 -092.19213604 53
111  46.83883729 -092.19210709 53
111  46.83883976 -092.19220590
112  46.83883976 -092.19220590  46.83884979 -092.19230106 53
111  46.83890993 -092.19230216 53
111  46.83929694 -092.19227868
112  46.83929694 -092.19227868  46.83937193 -092.19225923 53
111  46.83936601 -092.19216937 53
111  46.83929563 -092.19217052
111  46.83929111 -092.19195826
111  46.83928308 -092.19158176
111  46.83927398 -092.19115444
111  46.83926580 -092.19080288
111  46.83963653 -092.19078013
111  46.83966900 -092.19074691
111  46.83966700 -092.19064796
111  46.84000063 -092.19063426
112  46.84000063 -092.19063426  46.84016084 -092.19064632
113  46.84018212 -092.19091457
110 2 0.00 0.0000 New Taxiway 17
111  46.83749473 -092.18961162
111  46.83744905 -092.18942235
111  46.83920280 -092.18853304
111  46.83920760 -092.18880074
112  46.83920760 -092.18880074  46.83918922 -092.18880167
111  46.83914165 -092.18891627
112  46.83901476 -092.18884004  46.83896609 -092.18885293
111  46.83901476 -092.18884004
111  46.83842159 -092.18914053
111  46.83842784 -092.18916761
111  46.83840848 -092.18917735
111  46.83840140 -092.18915179
111  46.83830005 -092.18920351
111  46.83830546 -092.18922481
111  46.83829026 -092.18923515
111  46.83828277 -092.18921112
111  46.83824198 -092.18923242
111  46.83830489 -092.18949635
111  46.83830840 -092.18951106
111  46.83816529 -092.18973982
111  46.83792305 -092.18943536
111  46.83785401 -092.18934858
111  46.83774991 -092.18952507
111  46.83774594 -092.18952017
113  46.83772382 -092.18949332
110 2 0.00 0.0000 New Taxiway 16
111  46.84145421 -092.17577130 53
111  46.84148538 -092.17576856 53 102
111  46.84194158 -092.17572848 53 102
111  46.84205520 -092.17571763 53 102
111  46.84282815 -092.17564379
111  46.84292866 -092.17563224
111  46.84294846 -092.17562543
111  46.84298895 -092.17561151
111  46.84301452 -092.17560272
112  46.84311969 -092.17551459  46.84318093 -092.17544499
111  46.84311969 -092.17551459
111  46.84320992 -092.17539518
112  46.84323369 -092.17531437  46.84323419 -092.17527027
111  46.84323369 -092.17531437
111  46.84323271 -092.17521020
111  46.84331362 -092.17520575
111  46.84331635 -092.17535383
111  46.84356743 -092.17535019
111  46.84357145 -092.17504353
111  46.84363397 -092.17504415
111  46.84363334 -092.17498331
111  46.84441397 -092.17498519
111  46.84441409 -092.17495821
111  46.84445037 -092.17492452
111  46.84496636 -092.17444545
111  46.84490844 -092.17430906
111  46.84500015 -092.17422439
111  46.84503729 -092.17430803
111  46.84521113 -092.17414595
111  46.84518893 -092.17409392
111  46.84522056 -092.17406412
111  46.84524162 -092.17411264
111  46.84524862 -092.17410594
111  46.84535110 -092.17433951
111  46.84545260 -092.17456970
111  46.84544411 -092.17457935
111  46.84553435 -092.17477778
111  46.84594639 -092.17442057
111  46.84600786 -092.17456140 20
111  46.84601253 -092.17455724
111  46.84631182 -092.17428915
111  46.84631118 -092.17439679
111  46.84634759 -092.17439626
111  46.84634765 -092.17441730
111  46.84636621 -092.17441724
111  46.84647154 -092.17441688
111  46.84659808 -092.17441721
111  46.84660948 -092.17441724
111  46.84661035 -092.17439611
111  46.84663751 -092.17439483
111  46.84664058 -092.17403812
111  46.84679981 -092.17403855
111  46.84697029 -092.17388707
111  46.84695297 -092.17384322
111  46.84698085 -092.17381758
111  46.84696438 -092.17377558
111  46.84699217 -092.17374928
111  46.84695688 -092.17366523
111  46.84698578 -092.17363721
111  46.84692221 -092.17348200
111  46.84694045 -092.17346586
111  46.84712762 -092.17330025
111  46.84721509 -092.17322206
111  46.84727694 -092.17336780
111  46.84744455 -092.17323309
111  46.84750562 -092.17318043
111  46.84764577 -092.17351508
111  46.84759761 -092.17355955
111  46.84761247 -092.17359756
111  46.84748304 -092.17371046
111  46.84746940 -092.17367413
111  46.84723419 -092.17388408
111  46.84725193 -092.17392566
111  46.84722502 -092.17395148
111  46.84720737 -092.17390905
111  46.84700499 -092.17408912
111  46.84691357 -092.17451433
111  46.84684388 -092.17483843
111  46.84635909 -092.17527404
111  46.84636660 -092.17529208
111  46.84635836 -092.17529887
111  46.84635134 -092.17528084
111  46.84633147 -092.17529784
111  46.84633479 -092.17530608
112  46.84633479 -092.17530608  46.84631468 -092.17533925 102
112  46.84633937 -092.17551533  46.84638832 -092.17560322
111  46.84633937 -092.17551533
112  46.84633937 -092.17551533  46.84634126 -092.17551872 102
112  46.84634537 -092.17552551  46.84634749 -092.17552890
111  46.84634537 -092.17552551
112  46.84634537 -092.17552551  46.84635916 -092.17554351 53 102
112  46.84640366 -092.17556785  46.84642828 -092.17557992
111  46.84640366 -092.17556785 53 102
111  46.84801837 -092.17555775 53
111  46.84811827 -092.17555718
111  46.84848818 -092.17555401 53
111  46.84854978 -092.17555474
112  46.84854978 -092.17555474  46.84875423 -092.17557124 53 102
111  46.84885812 -092.17580560 53 102
111  46.84898050 -092.17609612
111  46.84867598 -092.17637173
111  46.84867274 -092.17636370
112  46.84867274 -092.17636370  46.84878574 -092.17621461 53 102
112  46.84853513 -092.17584495  46.84832331 -092.17582574
111  46.84853513 -092.17584495 53 102
111  46.84844233 -092.17584581 53 102
111  46.84634286 -092.17586508 3 102
111  46.84633698 -092.17586513 3 102
111  46.84632913 -092.17586520 102
111  46.84570007 -092.17587098
111  46.84569750 -092.17586472
111  46.84569175 -092.17587098
111  46.84569738 -092.17588456
111  46.84568039 -092.17590100
111  46.84567489 -092.17588724
111  46.84566706 -092.17589564
111  46.84567171 -092.17590386
111  46.84566474 -092.17591191
111  46.84566071 -092.17590136
111  46.84527769 -092.17624404
111  46.84466092 -092.17679587
111  46.84465817 -092.17780652
111  46.84450048 -092.17780812
111  46.84413749 -092.17836835
112  46.84400203 -092.17845466  46.84391783 -092.17846820
111  46.84400203 -092.17845466
111  46.84354135 -092.17845473
112  46.84339107 -092.17832256  46.84338213 -092.17818882
111  46.84339107 -092.17832256
111  46.84339023 -092.17823485
111  46.84339720 -092.17783743
111  46.84337795 -092.17780333
111  46.84305785 -092.17780265
112  46.84303233 -092.17778959  46.84302183 -092.17777946
111  46.84303233 -092.17778959
111  46.84269681 -092.17734315
111  46.84260973 -092.17730688
111  46.84260984 -092.17730018
111  46.84260995 -092.17725048
111  46.84311387 -092.17721458
111  46.84311533 -092.17727118
111  46.84310927 -092.17727192
111  46.84310809 -092.17742229
111  46.84315139 -092.17742148
111  46.84315037 -092.17747440 3 102
111  46.84438683 -092.17747907 3 102
111  46.84438694 -092.17746616 3 102
112  46.84444915 -092.17736286  46.84444856 -092.17724942
111  46.84444915 -092.17736286 3 102
111  46.84445522 -092.17736278 3 102
111  46.84445495 -092.17714399 3 102
111  46.84444640 -092.17714419
112  46.84444640 -092.17714419  46.84443875 -092.17704633 3 102
112  46.84435499 -092.17707732  46.84432691 -092.17710299
111  46.84435499 -092.17707732 3 102
111  46.84435068 -092.17706834 3 102
111  46.84420605 -092.17719011 3
111  46.84356408 -092.17723847
111  46.84356000 -092.17710074
111  46.84355201 -092.17683062
111  46.84354044 -092.17644001
111  46.84353239 -092.17616804
111  46.84352817 -092.17602544
111  46.84348309 -092.17602817
111  46.84348234 -092.17601247
111  46.84350582 -092.17601247
111  46.84350802 -092.17593418
112  46.84350802 -092.17593418  46.84350781 -092.17589959
111  46.84347724 -092.17588536
111  46.84296524 -092.17592968
111  46.84292547 -092.17593312
111  46.84283650 -092.17594082 53
111  46.84282140 -092.17594213 53 102
111  46.84206682 -092.17601007 53 102
111  46.84195361 -092.17602026 53 102
111  46.84175299 -092.17603821
112  46.84175299 -092.17603821  46.84159595 -092.17607454 53 102
112  46.84147571 -092.17649599  46.84146546 -092.17669947
113  46.84147571 -092.17649599
110 2 0.00 0.0000 New Taxiway 29
111  46.84161636 -092.21438186
111  46.84161585 -092.21436888
111  46.84162884 -092.21436967
111  46.84162995 -092.21445677
111  46.84159718 -092.21445576
111  46.84159824 -092.21448650
111  46.84154982 -092.21449064
111  46.84154631 -092.21437362
111  46.84155726 -092.21437274
113  46.84155810 -092.21438624
110 2 0.00 0.0000 New Taxiway 72
111  46.84331009 -092.17725760
111  46.84327410 -092.17604550
111  46.84331289 -092.17604229
111  46.84331650 -092.17617998
111  46.84332361 -092.17645131
111  46.84333384 -092.17684168
111  46.84334099 -092.17711458
113  46.84334469 -092.17725591
110 2 0.00 0.0000 New Taxiway 15
111  46.84690765 -092.17477904
111  46.84690193 -092.17476583
111  46.84691026 -092.17475816
113  46.84691594 -092.17477164
110 1 0.00 0.0000 New Taxiway 42
112  46.83834506 -092.19721398  46.83834228 -092.19723325
111  46.83834506 -092.19721398
112  46.83825003 -092.19713594  46.83819178 -092.19712901
111  46.83825003 -092.19713594
111  46.83799723 -092.19715036
111  46.83799302 -092.19704258
111  46.83818259 -092.19702411
111  46.83816195 -092.19646183
111  46.83833008 -092.19644681
111  46.83833397 -092.19658993
111  46.83834154 -092.19686908
111  46.83834925 -092.19715290
114  46.83834925 -092.19715290  46.83834865 -092.19717700
110 1 0.00 0.0000 New Taxiway 4
111  46.83929111 -092.19195826
111  46.83918445 -092.19196344
111  46.83918450 -092.19194907
111  46.83922662 -092.19194738
111  46.83921952 -092.19158248
113  46.83928308 -092.19158176
110 2 0.00 0.0000 New Taxiway 3
111  46.83752372 -092.19216398
111  46.83752360 -092.19215746
111  46.83773004 -092.19214848
111  46.83773013 -092.19217154
111  46.83754736 -092.19218209
111  46.83754743 -092.19216253
111  46.83753946 -092.19216262
111  46.83753955 -092.19217725
111  46.83752945 -092.19217725
113  46.83752940 -092.19216401
110 1 0.00 0.0000 New Taxiway 48
111  46.83941012 -092.19390201
111  46.83932861 -092.19390512
111  46.83932821 -092.19386532
111  46.83886352 -092.19389013
111  46.83885972 -092.19365533
111  46.83887994 -092.19365427
111  46.83893667 -092.19365128
111  46.83907580 -092.19364397
111  46.83908990 -092.19364323
111  46.83924967 -092.19363482
111  46.83931140 -092.19363157
111  46.83931084 -092.19349489
111  46.83894994 -092.19351146
111  46.83894183 -092.19329707
111  46.83907337 -092.19329103
111  46.83929646 -092.19328078
113  46.83939203 -092.19327364
110 2 0.00 0.0000 New Taxiway 6
111  46.83920640 -092.19115951
111  46.83920592 -092.19114480
111  46.83923684 -092.19114294
111  46.83922772 -092.19081904
