I
1050 Generated by WorldEditor 1.7.1r2

1   3877 1 0 KHLN Helena Rgnl
111  46.60114321 -111.97667256
112  46.60114321 -111.97667256  46.60118643 -111.97665969
111  46.60118741 -111.97657821
111  46.60114167 -111.97601699
112  46.60114167 -111.97601699  46.60113308 -111.97596100
111  46.60108513 -111.97594572
111  46.60102669 -111.97595215
111  46.60103553 -111.97605221
111  46.60091227 -111.97607294
111  46.60090245 -111.97597502
111  46.60073107 -111.97600861
111  46.60075661 -111.97609366
111  46.60062156 -111.97611725
111  46.60063237 -111.97602291
111  46.60062058 -111.97602219
111  46.60061523 -111.97595741
111  46.60060978 -111.97589140
111  46.60107000 -111.97580769
112  46.60107000 -111.97580769  46.60111997 -111.97578537
111  46.60111672 -111.97572629
111  46.60106718 -111.97506750
111  46.60095663 -111.97508619
111  46.60077953 -111.97511612
111  46.60072484 -111.97512537
111  46.60060243 -111.97514605
111  46.60054670 -111.97515547
111  46.60042781 -111.97517557
111  46.60041511 -111.97502990
111  46.60040836 -111.97495344
111  46.60099234 -111.97485652
112  46.60099234 -111.97485652  46.60103850 -111.97484080
111  46.60104125 -111.97477676
111  46.60101567 -111.97443826
112  46.60101567 -111.97443826  46.60100291 -111.97417667
111  46.60116299 -111.97413207
111  46.60287497 -111.97383889
111  46.60301001 -111.97381575
112  46.60301001 -111.97381575  46.60310993 -111.97377901 102
111  46.60310659 -111.97364004 102
111  46.60290006 -111.97103789 102
111  46.60287719 -111.97087479
111  46.60262861 -111.97092745
111  46.60193734 -111.97107387
111  46.60172991 -111.97110475
111  46.60172579 -111.97108760
111  46.60088194 -111.97122311
111  46.60082891 -111.97058415
111  46.60106815 -111.97054298
111  46.60106991 -111.97056225
111  46.60110233 -111.97055842
111  46.60111973 -111.97083492
111  46.60112355 -111.97089548
111  46.60096621 -111.97092893
112  46.60096621 -111.97092893  46.60093651 -111.97093408
111  46.60092849 -111.97097524
111  46.60092673 -111.97102842
112  46.60092673 -111.97102842  46.60093663 -111.97109120
111  46.60099449 -111.97110732
111  46.60172822 -111.97100175
111  46.60169016 -111.97075697
111  46.60187755 -111.97069625
111  46.60192710 -111.97099074
111  46.60262041 -111.97084616
111  46.60286722 -111.97079134 102
111  46.60183503 -111.96416206
112  46.60183503 -111.96416206  46.60176885 -111.96357899 102
112  46.60213155 -111.96312686  46.60229819 -111.96297789
111  46.60213155 -111.96312686
112  46.60213155 -111.96312686  46.60224183 -111.96302828 102
111  46.60233922 -111.96299720 102
111  46.60275935 -111.96285290
111  46.60287855 -111.96362061
112  46.60287855 -111.96362061  46.60270381 -111.96324357 102
111  46.60239692 -111.96328251 102
111  46.60231108 -111.96332283
112  46.60231108 -111.96332283  46.60228614 -111.96333904 102
112  46.60224246 -111.96337550  46.60222160 -111.96339432
111  46.60224246 -111.96337550
112  46.60224246 -111.96337550  46.60195887 -111.96363131 102
111  46.60203700 -111.96410298 102
111  46.60291143 -111.96972439
112  46.60291143 -111.96972439  46.60301325 -111.97006527 102
111  46.60327929 -111.97003274 102
111  46.60355154 -111.96994525
112  46.60355154 -111.96994525  46.60379592 -111.96982965 102
111  46.60379558 -111.96952679
111  46.60406920 -111.97128904 102
111  46.60377478 -111.97083624
112  46.60377478 -111.97083624  46.60370391 -111.97072597 102
111  46.60357495 -111.97074845 102
111  46.60339961 -111.97080900 102
111  46.60331998 -111.97083649
112  46.60331998 -111.97083649  46.60312345 -111.97095950 102
111  46.60312956 -111.97126630 102
111  46.60375669 -111.97904200 102
111  46.60376589 -111.97930030 102
111  46.60375176 -111.97986944 102
111  46.60374553 -111.98012040
112  46.60374553 -111.98012040  46.60376674 -111.98042300 102
111  46.60398737 -111.98050477
111  46.60398632 -111.98079947
112  46.60398632 -111.98079947  46.60377249 -111.98081725 102
111  46.60371243 -111.98118134 102
111  46.60371158 -111.98143083 102
111  46.60372431 -111.98242755
112  46.60372431 -111.98242755  46.60373731 -111.98254986 102
111  46.60381740 -111.98268682 102
111  46.60429927 -111.98348296 102
111  46.60466820 -111.98400876 102
111  46.60513667 -111.98467642
112  46.60513667 -111.98467642  46.60520237 -111.98475733 102
111  46.60528710 -111.98474435 102
111  46.60595000 -111.98452401
112  46.60595000 -111.98452401  46.60609779 -111.98446946 102
111  46.60608825 -111.98429281
111  46.60618804 -111.98493548
112  46.60618804 -111.98493548  46.60611487 -111.98479896 102
111  46.60602000 -111.98481941 102
111  46.60530734 -111.98505786
111  46.60516626 -111.98510727
112  46.60516626 -111.98510727  46.60513362 -111.98510888
111  46.60510416 -111.98505961 102
111  46.60452848 -111.98423445 102
111  46.60384644 -111.98325684
112  46.60384644 -111.98325684  46.60383072 -111.98325012 102
112  46.60380261 -111.98324499  46.60378909 -111.98324364
111  46.60380261 -111.98324499
112  46.60380261 -111.98324499  46.60375769 -111.98324051 102
112  46.60370033 -111.98329338  46.60367619 -111.98332389
111  46.60370033 -111.98329338
112  46.60370033 -111.98329338  46.60365720 -111.98334790 102
111  46.60364219 -111.98344418 102
111  46.60342024 -111.99059122
112  46.60342024 -111.99059122  46.60342270 -111.99062696 102
111  46.60344287 -111.99063239
111  46.60361600 -111.99064303
112  46.60361600 -111.99064303  46.60367455 -111.99062450
111  46.60369025 -111.99053582
111  46.60381989 -111.98635023
111  46.60425772 -111.98637510
111  46.60411158 -111.99115254
111  46.60388589 -111.99113539
111  46.60389473 -111.99081546
111  46.60367846 -111.99080603
111  46.60367670 -111.99075800
112  46.60367670 -111.99075800  46.60367076 -111.99072712
111  46.60363486 -111.99071940
111  46.60345749 -111.99070997
112  46.60345749 -111.99070997  46.60342557 -111.99071211 102
111  46.60341800 -111.99075543 102
111  46.60333540 -111.99354719
112  46.60333540 -111.99354719  46.60335553 -111.99365369 102
111  46.60342673 -111.99364926 102
111  46.60620291 -111.99259176 102
111  46.60623688 -111.99257881
111  46.60630992 -111.99255099
111  46.60645256 -111.99249666 102
111  46.60686292 -111.99234034 102
111  46.60704854 -111.99225714 102
111  46.60709718 -111.99216260
111  46.60696815 -111.99258681
112  46.60696815 -111.99258681  46.60697841 -111.99251069 102
111  46.60692906 -111.99252532 102
111  46.60623238 -111.99279064 102
111  46.60345985 -111.99384652 102
111  46.60338987 -111.99386797
112  46.60338987 -111.99386797  46.60336600 -111.99388286 102
111  46.60332962 -111.99396299 102
111  46.60331039 -111.99610664
112  46.60331039 -111.99610664  46.60331823 -111.99626249 102
111  46.60340260 -111.99630077 102
111  46.60445203 -111.99669470 102
111  46.60514845 -111.99695613 102
111  46.60552332 -111.99709685
112  46.60552332 -111.99709685  46.60559698 -111.99707469 102
113  46.60563541 -111.99699229
111  46.60313407 -111.99322347 102
111  46.60315705 -111.99253732
112  46.60315705 -111.99253732  46.60314545 -111.99249662 102
111  46.60311285 -111.99251673
111  46.60287046 -111.99270369
112  46.60287046 -111.99270369  46.60284678 -111.99272167
111  46.60284414 -111.99274574
111  46.60284355 -111.99304593
112  46.60284355 -111.99304593  46.60284437 -111.99309093
111  46.60286182 -111.99310425
111  46.60306335 -111.99328522
114  46.60306335 -111.99328522  46.60311816 -111.99330838 102
111  46.60316510 -111.99230449 102
111  46.60318971 -111.99154739
112  46.60318971 -111.99154739  46.60318308 -111.99151981 102
111  46.60315642 -111.99151868
111  46.60299378 -111.99151782
112  46.60299378 -111.99151782  46.60288721 -111.99153891
111  46.60285648 -111.99163618
111  46.60284410 -111.99187890
111  46.60284233 -111.99229489
111  46.60288535 -111.99242182
112  46.60288535 -111.99242182  46.60292002 -111.99250248
111  46.60297610 -111.99249387
111  46.60312106 -111.99237036
114  46.60312106 -111.99237036  46.60316084 -111.99232962 102
111  46.60321614 -111.99058141 102
111  46.60322733 -111.99017315
111  46.60295980 -111.99016629
113  46.60295685 -111.99057369
111  46.60323323 -111.98997604 102
111  46.60324796 -111.98954376
112  46.60324796 -111.98954376  46.60323814 -111.98950624 102
111  46.60320966 -111.98950603
111  46.60283841 -111.98950603
111  46.60280895 -111.98956006
111  46.60280590 -111.98990871
112  46.60280590 -111.98990871  46.60280787 -111.98996303
113  46.60283841 -111.98997089
111  46.60321856 -111.98943140
112  46.60321856 -111.98943140  46.60325017 -111.98943132 102
111  46.60325334 -111.98940817 102
111  46.60326568 -111.98897435
112  46.60326568 -111.98897435  46.60325299 -111.98884093 102
111  46.60319734 -111.98884212
111  46.60307501 -111.98884624
112  46.60307501 -111.98884624  46.60300034 -111.98890305
111  46.60299317 -111.98902373
111  46.60299726 -111.98921254
111  46.60283930 -111.98921433
112  46.60283930 -111.98921433  46.60281556 -111.98922326
111  46.60280942 -111.98927389
111  46.60281106 -111.98938825
113  46.60283603 -111.98942399
111  46.60325503 -111.98694414
112  46.60325503 -111.98694414  46.60332672 -111.98693771 102
111  46.60333163 -111.98681977 102
111  46.60335471 -111.98607501
112  46.60335471 -111.98607501  46.60334352 -111.98599610 102
111  46.60328351 -111.98597637
111  46.60318862 -111.98597407
111  46.60310672 -111.98597209
112  46.60310672 -111.98597209  46.60305222 -111.98598495
111  46.60305025 -111.98605214
111  46.60302226 -111.98687052
112  46.60302226 -111.98687052  46.60302362 -111.98692760
111  46.60306548 -111.98693342
113  46.60315851 -111.98693868
110 2 0.00 0.0000 New Taxiway 10
111  46.60817500 -111.97560434
111  46.60820982 -111.97559324
111  46.60840968 -111.97552954
111  46.60844161 -111.97551936
111  46.60850387 -111.97591141
111  46.60847237 -111.97592130
111  46.60826514 -111.97598633
113  46.60823454 -111.97599594
110 2 0.00 0.0000 New Taxiway 8
111  46.60301497 -111.97798479
111  46.60277454 -111.97802767
111  46.60265138 -111.97648812
111  46.60289122 -111.97644952
111  46.60290296 -111.97659517
113  46.60300044 -111.97780455
110 3 0.00 0.0000 New Taxiway 10
111  46.60623688 -111.99257881
111  46.60616855 -111.99208319
111  46.60636626 -111.99201898
111  46.60645256 -111.99249666
113  46.60630992 -111.99255099
110 3 0.00 0.0000 New Taxiway 9
111  46.60530734 -111.98505786
111  46.60540509 -111.98571595
111  46.60520596 -111.98578111
111  46.60510416 -111.98505961
112  46.60516626 -111.98510727  46.60519889 -111.98510566
113  46.60516626 -111.98510727
110 1 0.00 0.0000 New Taxiway 17
112  46.60924392 -111.98908706  46.60919828 -111.98908061
111  46.60924392 -111.98908706
112  46.60924392 -111.98908706  46.60943819 -111.98898895
111  46.60942245 -111.98870972
111  46.60941638 -111.98864726
111  46.60978033 -111.98853352
111  46.60984258 -111.98892404
113  46.60933032 -111.98908943
110 2 0.00 0.0000 New Taxiway 9
111  46.60775495 -111.97634441
111  46.60769451 -111.97595827
111  46.60772982 -111.97594647
111  46.60792962 -111.97587971
111  46.60796147 -111.97586907
111  46.60802275 -111.97626132
111  46.60799159 -111.97627099
113  46.60778962 -111.97633365
110 1 0.00 0.0000 New Taxiway 16
111  46.61043910 -111.98114631
112  46.61043910 -111.98114631  46.61045505 -111.98098378
111  46.61032829 -111.98090680
113  46.61051297 -111.98090680
110 2 0.00 0.0000 New Taxiway 8
111  46.60860788 -111.97520111
111  46.60821664 -111.97532957
111  46.60781446 -111.97546162
111  46.60770853 -111.97549641
111  46.60739967 -111.97559782
111  46.60735109 -111.97528423
111  46.60729486 -111.97492129
111  46.60717418 -111.97414227
111  46.60711670 -111.97377120
111  46.60706886 -111.97346238
111  46.60827258 -111.97306922
111  46.60846348 -111.97428826
111  46.60849229 -111.97427955
111  46.60861711 -111.97424182
111  46.60864260 -111.97440684
111  46.60869165 -111.97472430
111  46.60870357 -111.97480149
111  46.60857712 -111.97484409
113  46.60855148 -111.97485273
110 2 0.00 0.0000 New Taxiway 7
111  46.60824676 -111.97293046
111  46.60826767 -111.97303173
111  46.60785744 -111.97316701
112  46.60785744 -111.97316701  46.60776465 -111.97316701
111  46.60773712 -111.97306008
111  46.60768266 -111.97272530
112  46.60768266 -111.97272530  46.60766808 -111.97263196
111  46.60772452 -111.97260083
111  46.60802324 -111.97250001
113  46.60809670 -111.97297964
110 1 0.00 0.0000 New Taxiway 18
111  46.60818850 -111.99781949 102
111  46.60809412 -111.99801809 102
111  46.60796236 -111.99866563 102
111  46.60763274 -111.99877971 102
111  46.60761662 -111.99878529 102
111  46.60713550 -111.99801810 102
111  46.60613840 -111.99763989 102
111  46.60570621 -111.99747595
111  46.60584722 -111.99701615
112  46.60584722 -111.99701615  46.60581321 -111.99717738 102
111  46.60592899 -111.99725540 102
111  46.60618945 -111.99735267 102
111  46.60769152 -111.99791363
112  46.60769152 -111.99791363  46.60771576 -111.99792065 102
112  46.60774919 -111.99791941  46.60776365 -111.99791740
111  46.60774919 -111.99791941
112  46.60774919 -111.99791941  46.60777661 -111.99791561 102
111  46.60778779 -111.99790184 102
111  46.60792959 -111.99767835
112  46.60792959 -111.99767835  46.60795855 -111.99762873 102
111  46.60796785 -111.99758167 102
113  46.60807093 -111.99706225
110 2 0.00 0.0000 New Taxiway 15
111  46.60697188 -111.97284167
111  46.60742377 -111.97269638
112  46.60749778 -111.97276562  46.60751247 -111.97284811
111  46.60749778 -111.97276562
111  46.60755221 -111.97313140
112  46.60747162 -111.97329758  46.60738126 -111.97335359
111  46.60747162 -111.97329758
113  46.60706531 -111.97342344
110 2 0.00 0.0000 New Taxiway 6
111  46.60873282 -111.97267053
111  46.60865106 -111.97269827
111  46.60814852 -111.97286544
111  46.60807279 -111.97238497
111  46.60697626 -111.97274350
111  46.60685524 -111.97196726
111  46.60680664 -111.97165551
111  46.60645465 -111.96939781
111  46.60640769 -111.96909657
111  46.60634167 -111.96867307
111  46.60727419 -111.96836589
111  46.60726749 -111.96831763
111  46.60726002 -111.96826387
111  46.60723067 -111.96805268
111  46.60741321 -111.96799638
111  46.60746156 -111.96831838
111  46.60759333 -111.96827439
111  46.60757278 -111.96816178
111  46.60800917 -111.96801925
111  46.60801677 -111.96806805
111  46.60829557 -111.96986007
113  46.60833238 -111.97009666
110 1 0.00 0.0000 New Taxiway 3
111  46.60854068 -111.99693532
112  46.60854068 -111.99693532  46.60864645 -111.99719780 102
111  46.60889837 -111.99717617 102
111  46.60905123 -111.99712304 102
111  46.60971871 -111.99689107
112  46.60971871 -111.99689107  46.60993487 -111.99679957 102
111  46.60990608 -111.99648780 102
111  46.60980167 -111.99555841 102
111  46.60938178 -111.99282372
112  46.60938178 -111.99282372  46.60932232 -111.99257321 102
111  46.60919312 -111.99244378 102
111  46.60827486 -111.99160550 102
111  46.60780983 -111.99118146
112  46.60780983 -111.99118146  46.60765313 -111.99106842 102
111  46.60766759 -111.99128637
111  46.60764010 -111.99110953
111  46.60779176 -111.99059831
112  46.60779176 -111.99059831  46.60776844 -111.99074257 102
111  46.60782682 -111.99081588 102
111  46.60839096 -111.99134097 102
111  46.60856530 -111.99150324
112  46.60856530 -111.99150324  46.60898134 -111.99170414 102
111  46.60909238 -111.99108639 102
111  46.60907256 -111.99082162 102
111  46.60877811 -111.98894501 102
111  46.60870533 -111.98848118
112  46.60870533 -111.98848118  46.60859270 -111.98817772 102
111  46.60844960 -111.98843158
111  46.60881248 -111.98723314
112  46.60881248 -111.98723314  46.60875477 -111.98745802 102
111  46.60878159 -111.98761841 102
111  46.60896361 -111.98875429
112  46.60896361 -111.98875429  46.60899929 -111.98895286 102
111  46.60915186 -111.98905189
111  46.60962703 -111.99210822
112  46.60962703 -111.99210822  46.60954340 -111.99223732 102
111  46.60952656 -111.99240602 102
111  46.61014712 -111.99643596
112  46.61014712 -111.99643596  46.61018439 -111.99711344 102
111  46.60978278 -111.99724371 102
111  46.60910574 -111.99747446 102
113  46.60865346 -111.99762860
110 1 0.00 0.0000 New Taxiway 5
111  46.60847979 -111.98761700
112  46.60847979 -111.98761700  46.60851040 -111.98746567 102
111  46.60851024 -111.98723889 102
111  46.60831383 -111.98596485 102
111  46.60763092 -111.98156736 102
111  46.60757846 -111.98122957
112  46.60757846 -111.98122957  46.60749801 -111.98092577 102
111  46.60726600 -111.98085251
111  46.60812686 -111.98086806
112  46.60812686 -111.98086806  46.60777932 -111.98098048 102
111  46.60782292 -111.98144261 102
111  46.60783235 -111.98150280 102
111  46.60851842 -111.98588281 102
111  46.60859290 -111.98635188
112  46.60859290 -111.98635188  46.60868299 -111.98664688 102
113  46.60884591 -111.98640954
110 1 0.00 0.0000 New Taxiway 11
111  46.60704721 -111.98055928
112  46.60704721 -111.98055928  46.60740483 -111.98044490 102
111  46.60738983 -111.97998978 102
111  46.60738032 -111.97992855 102
111  46.60598454 -111.97094128 102
111  46.60579046 -111.97001163
112  46.60579046 -111.97001163  46.60571771 -111.96969902 102
111  46.60549956 -111.96974348 102
111  46.60491870 -111.96994105 102
111  46.60462537 -111.97004083
112  46.60462537 -111.97004083  46.60439951 -111.97017079 102
111  46.60443703 -111.97050383
111  46.60425932 -111.96936064
112  46.60425932 -111.96936064  46.60429290 -111.96956714 102
111  46.60444012 -111.96965354 102
111  46.60464243 -111.96964255 102
111  46.60485765 -111.96957405 102
111  46.60552611 -111.96936130
112  46.60552611 -111.96936130  46.60564970 -111.96923232 102
111  46.60562964 -111.96898332 102
111  46.60550204 -111.96788115 102
111  46.60524995 -111.96626745 102
111  46.60486488 -111.96380243 102
111  46.60471499 -111.96303275
112  46.60471499 -111.96303275  46.60462230 -111.96260747 102
111  46.60436682 -111.96269832 102
111  46.60381639 -111.96287977 102
111  46.60364013 -111.96293787
112  46.60364013 -111.96293787  46.60336646 -111.96311260 102
111  46.60334808 -111.96350058
111  46.60322386 -111.96270043 102
111  46.60376139 -111.96252523 102
111  46.60436843 -111.96232738
112  46.60436843 -111.96232738  46.60483272 -111.96226512 102
111  46.60493088 -111.96284668 102
111  46.60545314 -111.96619965 102
111  46.60591443 -111.96916119
112  46.60591443 -111.96916119  46.60592922 -111.96920972 102
111  46.60597259 -111.96921736
111  46.60628203 -111.96911379
112  46.60628203 -111.96911379  46.60633139 -111.96908593
111  46.60632588 -111.96899594
111  46.60626488 -111.96859431
111  46.60726002 -111.96826387
111  46.60726749 -111.96831763
111  46.60727419 -111.96836589
111  46.60634167 -111.96867307
111  46.60640769 -111.96909657
111  46.60645465 -111.96939781
111  46.60680664 -111.97165551
111  46.60685524 -111.97196726
111  46.60697626 -111.97274350
111  46.60807279 -111.97238497
111  46.60814852 -111.97286544
111  46.60865106 -111.97269827
111  46.60865622 -111.97273663
111  46.60866435 -111.97279704
111  46.60824676 -111.97293046
111  46.60809670 -111.97297964
111  46.60802324 -111.97250001
111  46.60772452 -111.97260083
112  46.60768266 -111.97272530  46.60769723 -111.97281865
111  46.60768266 -111.97272530
111  46.60773712 -111.97306008
112  46.60785744 -111.97316701  46.60795023 -111.97316701
111  46.60785744 -111.97316701
111  46.60826767 -111.97303173
111  46.60829285 -111.97302343
111  46.60849229 -111.97427955
111  46.60846348 -111.97428826
111  46.60827258 -111.97306922
111  46.60706886 -111.97346238
111  46.60711670 -111.97377120
111  46.60717418 -111.97414227
111  46.60729486 -111.97492129
111  46.60735109 -111.97528423
111  46.60739967 -111.97559782
111  46.60770853 -111.97549641
111  46.60781446 -111.97546162
111  46.60821664 -111.97532957
111  46.60860788 -111.97520111
111  46.60855148 -111.97485273
111  46.60857712 -111.97484409
111  46.60863494 -111.97522807
111  46.60837820 -111.97531919 102
111  46.60840968 -111.97552954
111  46.60820982 -111.97559324
112  46.60820982 -111.97559324  46.60816732 -111.97537991 102
111  46.60809312 -111.97541397 102
111  46.60795109 -111.97545964
112  46.60795109 -111.97545964  46.60790170 -111.97548793 102
111  46.60789036 -111.97559813 102
111  46.60792962 -111.97587971
111  46.60772982 -111.97594647 102
111  46.60768791 -111.97570105
112  46.60768791 -111.97570105  46.60765687 -111.97559154 102
111  46.60760144 -111.97558366 102
111  46.60740608 -111.97563404 102
111  46.60722769 -111.97574096
112  46.60722769 -111.97574096  46.60715401 -111.97581050 102
111  46.60714918 -111.97593370 102
111  46.60717036 -111.97666876
112  46.60717036 -111.97666876  46.60717002 -111.97674782 102
111  46.60721888 -111.97674577 102
111  46.60755745 -111.97664249 102
111  46.60769455 -111.97660068
112  46.60769455 -111.97660068  46.60779599 -111.97653041 102
111  46.60779212 -111.97639148 102
111  46.60778962 -111.97633365
111  46.60799159 -111.97627099 102
111  46.60799882 -111.97631707
112  46.60799882 -111.97631707  46.60803849 -111.97644377 102
111  46.60815136 -111.97645143 102
111  46.60821403 -111.97642527
112  46.60821403 -111.97642527  46.60832091 -111.97634818 102
111  46.60829711 -111.97619473 102
111  46.60826514 -111.97598633
111  46.60847237 -111.97592130 102
111  46.60850005 -111.97612135
112  46.60850005 -111.97612135  46.60854115 -111.97662636 102
111  46.60825841 -111.97672874 102
111  46.60760572 -111.97694450 102
111  46.60727695 -111.97705318
112  46.60727695 -111.97705318  46.60717260 -111.97712107 102
111  46.60718718 -111.97735019 102
111  46.60758272 -111.97986232 102
111  46.60764155 -111.98023592
112  46.60764155 -111.98023592  46.60770334 -111.98048541 102
113  46.60790331 -111.98057386
111  46.60714751 -111.97413441 102
112  46.60687888 -111.97449122  46.60686780 -111.97490179
111  46.60687888 -111.97449122 102
111  46.60692147 -111.97477056
112  46.60692147 -111.97477056  46.60704467 -111.97514883 102
113  46.60727106 -111.97493967
111  46.60692990 -111.97285517
111  46.60680686 -111.97209197
112  46.60680686 -111.97209197  46.60678587 -111.97201255
111  46.60670892 -111.97203682
111  46.60641974 -111.97214473
111  46.60639204 -111.97215507 102
111  46.60673875 -111.97331713
112  46.60673875 -111.97331713  46.60677303 -111.97340369 102
111  46.60686635 -111.97343933 102
111  46.60706531 -111.97342344
111  46.60747162 -111.97329758
112  46.60747162 -111.97329758  46.60756198 -111.97324158
111  46.60755221 -111.97313140
111  46.60749778 -111.97276562
112  46.60749778 -111.97276562  46.60748309 -111.97268314
111  46.60742377 -111.97269638
113  46.60697188 -111.97284167
111  46.60632905 -111.97178687
111  46.60635856 -111.97177783
111  46.60668415 -111.97167811
112  46.60668415 -111.97167811  46.60673049 -111.97165318
111  46.60672697 -111.97156814
111  46.60640460 -111.96952384
112  46.60640460 -111.96952384  46.60637662 -111.96945086
111  46.60632317 -111.96947374
111  46.60602232 -111.96958490
113  46.60599058 -111.96959663 102
110 2 0.00 0.0000 New Taxiway 2
111  46.60976757 -111.99196331
112  46.60976757 -111.99196331  46.60972251 -111.99198218
112  46.60964188 -111.99208710  46.60961604 -111.99212256
111  46.60964188 -111.99208710
111  46.60962703 -111.99210822
111  46.60915186 -111.98905189
111  46.60917097 -111.98906487
112  46.60917097 -111.98906487  46.60919288 -111.98907694
112  46.60924392 -111.98908706  46.60926871 -111.98909056
111  46.60924392 -111.98908706
112  46.60924392 -111.98908706  46.60928955 -111.98909351
111  46.60933032 -111.98908943
111  46.60984258 -111.98892404
111  46.60990958 -111.98929826
111  46.60995290 -111.98934304
111  46.61000828 -111.98971736
111  46.60997476 -111.98979657
111  46.61001119 -111.99003206
111  46.61007824 -111.99008934
111  46.61008892 -111.99008510
111  46.61010010 -111.99016006
111  46.61013248 -111.99020294
111  46.61016690 -111.99039358
111  46.61014273 -111.99040091
111  46.61023238 -111.99101827
111  46.61020720 -111.99102854
111  46.61026059 -111.99140834
111  46.61022029 -111.99142007
113  46.61028074 -111.99179841
130 Airport Boundary 1
111  46.60930689 -112.00473564
111  46.60858158 -112.00449456
111  46.60774644 -112.00375121
111  46.60593537 -112.00130600
111  46.60468955 -112.00064927
111  46.60382976 -112.00060913
111  46.60201053 -111.99914504
111  46.60203433 -111.99228561
111  46.60218621 -111.97896070
111  46.60234664 -111.97894975
111  46.60229650 -111.97738825
111  46.60046274 -111.97766959
111  46.59991408 -111.97074516
111  46.60130925 -111.97019842
111  46.59868299 -111.95303509
111  46.59914040 -111.95217271
111  46.60285686 -111.95218017
111  46.60330388 -111.95283834
111  46.60320512 -111.95748340
111  46.60424988 -111.95752879
111  46.60586367 -111.96786848
111  46.60855557 -111.96780232
111  46.60932616 -111.97310729
111  46.60923203 -111.97684067
111  46.60923064 -111.97850477
111  46.61299497 -111.97852146
111  46.61301164 -111.98016679
111  46.61346385 -111.98015922
111  46.61344306 -111.98175576
111  46.61300124 -111.98174819
111  46.61300124 -111.98276211
111  46.61134833 -111.98271671
111  46.61026056 -111.98627201
111  46.61008300 -111.98639668
111  46.60988929 -111.98685243
111  46.61090696 -111.99413890
111  46.61120355 -111.99693157
113  46.61145983 -112.00476597
120 Linear Feature 96
111  46.60330117 -111.97911583 5
115  46.60330168 -111.97897772
120 Linear Feature 133
111  46.60763274 -111.99877971 54
111  46.60767482 -111.99847441 54
111  46.60772975 -111.99807039 54
115  46.60774919 -111.99791941
120 Linear Feature 2
111  46.60698516 -111.99327024 54
115  46.60679601 -111.99315251
120 Linear Feature 131
111  46.60618945 -111.99735267 54
111  46.60616326 -111.99749205 54
115  46.60613840 -111.99763989
120 Linear Feature 127
111  46.60371158 -111.98143083 54
111  46.60360382 -111.98142452 54
115  46.60349858 -111.98141920
120 Linear Feature 124
111  46.60491923 -111.98081763 54
115  46.60492056 -111.98051822
120 Linear Feature 129
111  46.60623238 -111.99279064 54
111  46.60621769 -111.99269435 54
111  46.60621496 -111.99267718 54
115  46.60620291 -111.99259176
120 Linear Feature 126
111  46.60354526 -111.97985608 54
111  46.60365267 -111.97986137 54
115  46.60375176 -111.97986944
120 Linear Feature 128
111  46.60452848 -111.98423445 54
111  46.60459961 -111.98412027 54
115  46.60466820 -111.98400876
120 Linear Feature 130
111  46.60509597 -111.99725012 54
111  46.60512101 -111.99710298 54
115  46.60514845 -111.99695613
120 Linear Feature 121
111  46.60224246 -111.96337550 54
111  46.60218702 -111.96325074 54
115  46.60213155 -111.96312686
120 Linear Feature 108
111  46.60794190 -111.98937255 54
115  46.60813014 -111.98949327
120 Linear Feature 123
111  46.60339961 -111.97080900 54
111  46.60331601 -111.97026866 54
115  46.60327929 -111.97003274
120 Linear Feature 119
111  46.60376139 -111.96252523 54
111  46.60378369 -111.96267248 54
115  46.60381639 -111.96287977
120 Linear Feature 102
111  46.60332962 -111.99396299 5
115  46.60333540 -111.99354719
120 Linear Feature 114
111  46.60783235 -111.98150280 54
111  46.60773262 -111.98153403 54
115  46.60763092 -111.98156736
120 Linear Feature 118
111  46.60485765 -111.96957405 54
111  46.60488901 -111.96975719 54
115  46.60491870 -111.96994105
120 Linear Feature 116
111  46.60657068 -111.98054569 54
115  46.60657209 -111.98084507
120 Linear Feature 115
111  46.60738032 -111.97992855 54
111  46.60747789 -111.97989816 54
115  46.60758272 -111.97986232
120 Linear Feature 109
111  46.60898243 -111.98887632 54
111  46.60887941 -111.98890979 54
115  46.60877811 -111.98894501
120 Linear Feature 101
111  46.60380261 -111.98324499 5
115  46.60381740 -111.98268682
120 Linear Feature 105
111  46.60905123 -111.99712304 54
111  46.60908354 -111.99733541 54
115  46.60910574 -111.99747446
120 Linear Feature 106
111  46.60839096 -111.99134097 54
111  46.60833182 -111.99147199 54
115  46.60827486 -111.99160550
120 Linear Feature 98
111  46.60370033 -111.98329338 55
115  46.60330079 -111.98255366
120 Linear Feature 91
111  46.60640769 -111.96909657 5
115  46.60645465 -111.96939781
120 Linear Feature 95
111  46.60331360 -111.97797742 5
115  46.60318337 -111.97635241
120 Linear Feature 97
111  46.60322833 -111.98205396 5
115  46.60322810 -111.98196057
120 Linear Feature 110
111  46.60831383 -111.98596485 54
111  46.60841446 -111.98592546 54
115  46.60851842 -111.98588281
120 Linear Feature 93
111  46.60288686 -111.97397392 5
115  46.60287497 -111.97383889
120 Linear Feature 113
111  46.61003033 -111.98090247 54
115  46.61003077 -111.98060293
120 Linear Feature 112
111  46.61124702 -111.98062308 54
115  46.61124698 -111.98092272
120 Linear Feature 111
111  46.61050309 -111.98166540 54
115  46.61031472 -111.98154502
120 Linear Feature 103
111  46.60440042 -111.99698688 5
115  46.60445203 -111.99669470
120 Linear Feature 93
