I
1000 Generated by WorldEditor

1     30 1 0 KSRQ Sarasota Bradenton Intl
111  27.39706866 -082.56061147
111  27.39705102 -082.56063011
111  27.39704991 -082.56068726
111  27.39706756 -082.56070340
111  27.39711824 -082.56070525
111  27.39711878 -082.56076240
111  27.39706977 -082.56076180
111  27.39705322 -082.56077670
111  27.39705212 -082.56083137
111  27.39706756 -082.56085125
111  27.39711940 -082.56084628
111  27.39712057 -082.56091212
111  27.39706977 -082.56090964
111  27.39704881 -082.56092330
111  27.39704550 -082.56101400
111  27.39706536 -082.56104506
111  27.39733339 -082.56104381
111  27.39736538 -082.56101151
111  27.39735214 -082.56099163
111  27.39728817 -082.56099163
111  27.39728706 -082.56092206
111  27.39734221 -082.56092206
111  27.39736648 -082.56089970
111  27.39736538 -082.56085994
111  27.39735104 -082.56084007
111  27.39728811 -082.56084007
111  27.39728927 -082.56077670
111  27.39734111 -082.56077546
111  27.39736317 -082.56075931
111  27.39736648 -082.56071707
111  27.39734773 -082.56069968
111  27.39729037 -082.56069471
111  27.39729037 -082.56062017
111  27.39734442 -082.56062638
113  27.39736317 -082.56061520
111  27.39670885 -082.56104225
111  27.39695622 -082.56104330
111  27.39697489 -082.56101176
111  27.39697582 -082.56093711
111  27.39695995 -082.56092554
111  27.39690581 -082.56092554
111  27.39690674 -082.56087823
111  27.39695529 -082.56087192
111  27.39697582 -082.56085405
111  27.39697769 -082.56080779
111  27.39696555 -082.56079727
111  27.39690768 -082.56079412
111  27.39690707 -082.56074434
111  27.39695529 -082.56074681
111  27.39697769 -082.56072368
111  27.39697769 -082.56068477
111  27.39696089 -082.56066480
111  27.39690646 -082.56066795
111  27.39690768 -082.56061538
111  27.39695902 -082.56061538
111  27.39697956 -082.56059541
111  27.39697862 -082.56054915
111  27.39696462 -082.56053338
111  27.39690601 -082.56053461
111  27.39690674 -082.56048291
111  27.39696182 -082.56047870
111  27.39697862 -082.56046609
111  27.39697862 -082.56042403
111  27.39696742 -082.56040616
111  27.39690768 -082.56040721
111  27.39690674 -082.56035359
111  27.39695902 -082.56035464
111  27.39697676 -082.56034202
111  27.39697862 -082.56029471
111  27.39696555 -082.56027578
111  27.39690861 -082.56027789
111  27.39690679 -082.56022615
111  27.39696284 -082.56022776
111  27.39697769 -082.56021589
111  27.39698033 -082.55976261
111  27.39697623 -082.55971635
111  27.39696390 -082.55968050
111  27.39684479 -082.55954403
112  27.39676573 -082.55952899  27.39671311 -082.55954931
111  27.39670925 -082.55957872
111  27.39669899 -082.55975799
111  27.39669693 -082.56013964
111  27.39671747 -082.56016277
111  27.39676265 -082.56016277
111  27.39676059 -082.56020638
111  27.39671132 -082.56020703
111  27.39669568 -082.56022205
111  27.39669452 -082.56027036
111  27.39670901 -082.56028602
111  27.39676175 -082.56028733
111  27.39676001 -082.56033694
111  27.39670669 -082.56033890
111  27.39669394 -082.56035718
111  27.39669625 -082.56040876
111  27.39670843 -082.56041855
111  27.39675943 -082.56041659
111  27.39675827 -082.56046620
111  27.39670727 -082.56046816
111  27.39669104 -082.56048383
111  27.39668988 -082.56053083
111  27.39670205 -082.56054846
111  27.39675711 -082.56054912
111  27.39675653 -082.56059742
111  27.39670611 -082.56059677
111  27.39668814 -082.56061766
111  27.39668814 -082.56065814
111  27.39670495 -082.56067380
111  27.39675596 -082.56067511
111  27.39675596 -082.56072538
111  27.39670437 -082.56072734
111  27.39668988 -082.56074431
111  27.39669046 -082.56078413
111  27.39670437 -082.56080307
111  27.39675538 -082.56080437
111  27.39675538 -082.56085333
111  27.39670843 -082.56085660
111  27.39669104 -082.56087031
111  27.39668930 -082.56090948
111  27.39670901 -082.56093363
111  27.39675364 -082.56093102
111  27.39675306 -082.56097933
111  27.39670785 -082.56097933
111  27.39668988 -082.56099696
113  27.39668988 -082.56102177
111  27.39635409 -082.56103368
111  27.39660631 -082.56104068
111  27.39661873 -082.56102389
111  27.39662246 -082.56099450
111  27.39661128 -082.56097911
111  27.39655490 -082.56097868
111  27.39655490 -082.56093208
111  27.39660890 -082.56093366
111  27.39662713 -082.56091707
111  27.39662573 -082.56087362
111  27.39660820 -082.56085388
111  27.39655700 -082.56085467
111  27.39655630 -082.56079858
111  27.39660189 -082.56079937
111  27.39662363 -082.56078594
111  27.39662503 -082.56073618
111  27.39660750 -082.56071801
111  27.39655841 -082.56071959
111  27.39655911 -082.56067061
111  27.39661101 -082.56067456
111  27.39662784 -082.56065639
111  27.39662994 -082.56061848
111  27.39661171 -082.56059794
111  27.39655981 -082.56059715
111  27.39656121 -082.56054423
111  27.39661171 -082.56054739
111  27.39662713 -082.56053159
111  27.39662994 -082.56048577
111  27.39661451 -082.56046997
111  27.39656121 -082.56046602
111  27.39656051 -082.56040994
111  27.39660960 -082.56041152
111  27.39662924 -082.56039730
111  27.39663134 -082.56035227
111  27.39661311 -082.56033648
111  27.39656261 -082.56033648
111  27.39656402 -082.56028434
111  27.39661241 -082.56028355
111  27.39663134 -082.56026538
111  27.39663485 -082.56022431
111  27.39661872 -082.56020930
111  27.39656472 -082.56020693
111  27.39656542 -082.56015400
111  27.39661101 -082.56015637
111  27.39663064 -082.56014058
111  27.39663415 -082.56010266
111  27.39662082 -082.56007975
111  27.39656612 -082.56007975
111  27.39656612 -082.56002762
111  27.39661521 -082.56003157
111  27.39663275 -082.56001340
111  27.39663625 -082.55996916
111  27.39662573 -082.55995020
111  27.39656893 -082.55994862
111  27.39657033 -082.55989570
111  27.39661661 -082.55989807
111  27.39663345 -082.55988464
111  27.39663695 -082.55984040
111  27.39662153 -082.55981986
111  27.39657033 -082.55981750
111  27.39657103 -082.55976378
111  27.39662363 -082.55976615
111  27.39663836 -082.55975114
111  27.39663698 -082.55938671
112  27.39662243 -082.55928632  27.39660582 -082.55924825
112  27.39656967 -082.55922281  27.39653353 -082.55919736
111  27.39645325 -082.55923715
112  27.39636957 -082.55935188  27.39630971 -082.55944348
112  27.39627498 -082.55955882  27.39626256 -082.55959571
111  27.39626407 -082.55968380
111  27.39627482 -082.55969722
111  27.39641379 -082.55970005
111  27.39641209 -082.55975453
111  27.39627292 -082.55974975
112  27.39624152 -082.55978990  27.39623898 -082.55982144
111  27.39626868 -082.55983100
111  27.39641040 -082.55983100
111  27.39641125 -082.55988261
111  27.39626783 -082.55988452
112  27.39624492 -082.55991797  27.39624492 -082.55994378
111  27.39626868 -082.55995812
111  27.39641125 -082.55996003
111  27.39641040 -082.56001260
111  27.39627292 -082.56000878
112  27.39624237 -082.56004892  27.39623983 -082.56008333
111  27.39627207 -082.56008715
111  27.39641040 -082.56009002
111  27.39640955 -082.56014068
111  27.39626444 -082.56014163
112  27.39623643 -082.56017986  27.39623474 -082.56021045
111  27.39626528 -082.56022096
111  27.39640955 -082.56022001
111  27.39640955 -082.56026971
111  27.39625850 -082.56027258
112  27.39623898 -082.56030794  27.39624237 -082.56034331
111  27.39626444 -082.56034522
111  27.39640955 -082.56034522
111  27.39640955 -082.56039588
111  27.39626274 -082.56039683
112  27.39623813 -082.56043315  27.39623813 -082.56045992
111  27.39626444 -082.56047712
111  27.39641040 -082.56047425
111  27.39640616 -082.56052682
111  27.39626019 -082.56052873
112  27.39623983 -082.56056410  27.39623728 -082.56059277
111  27.39627038 -082.56060711
111  27.39640785 -082.56060329
111  27.39640616 -082.56065681
111  27.39626444 -082.56065299
112  27.39623898 -082.56069409  27.39623983 -082.56072467
111  27.39626528 -082.56073136
111  27.39640700 -082.56073423
111  27.39640616 -082.56078871
111  27.39625765 -082.56078680
112  27.39623558 -082.56082599  27.39623389 -082.56086327
111  27.39625935 -082.56086613
111  27.39640700 -082.56086709
111  27.39640955 -082.56091584
111  27.39626274 -082.56091584
112  27.39624492 -082.56092253  27.39622795 -082.56093400
111  27.39623558 -082.56094929
112  27.39623898 -082.56098752  27.39625001 -082.56100186
111  27.39628141 -082.56101619
113  27.39631960 -082.56102958
111  27.39719058 -082.55764079
111  27.39680093 -082.55806645
111  27.39676871 -082.55816544
111  27.39681558 -082.55829083
111  27.39816743 -082.55984954
111  27.39867227 -082.56034377
112  27.39914491 -082.56031904  27.39928529 -082.56019607
113  27.39928564 -082.56003554
111  27.39886925 -082.56064947
111  27.40099814 -082.56303319
112  27.40123050 -082.56307563  27.40131203 -082.56304768
111  27.40141890 -082.56298367
112  27.40153386 -082.56281300  27.40156222 -082.56273314
111  27.40158218 -082.56265123
113  27.39979240 -082.56062118
111  27.40183578 -082.56294558
111  27.40176170 -082.56297193
111  27.40153164 -082.56321789
112  27.40146670 -082.56337524  27.40146026 -082.56346235
111  27.40151604 -082.56354290
111  27.40194496 -082.56417536
111  27.40229980 -082.56459261
111  27.40288860 -082.56511088
112  27.40302763 -082.56514315  27.40311786 -082.56513226
111  27.40316156 -082.56508892
111  27.40335652 -082.56485614
113  27.40338772 -082.56473755
111  27.40371847 -082.56510340
111  27.40366866 -082.56512319
111  27.40343136 -082.56538059
112  27.40335812 -082.56555878  27.40337277 -082.56565118
111  27.40342257 -082.56572708
111  27.40364230 -082.56597457
112  27.40378878 -082.56601747  27.40386202 -082.56600757
111  27.40394405 -082.56594157
111  27.40408174 -082.56579638
112  27.40414326 -082.56568418  27.40415498 -082.56565448
113  27.40416084 -082.56561818
111  27.39592061 -082.55853519
112  27.39601298 -082.55856814  27.39605147 -082.55856640
111  27.39608072 -082.55851785
111  27.39631626 -082.55826122
112  27.39634397 -082.55817279  27.39634551 -082.55812945
111  27.39632704 -082.55806182
111  27.39543259 -082.55704399
112  27.39532944 -082.55703012  27.39529000 -082.55703729
111  27.39524323 -082.55707867
111  27.39503540 -082.55731796
112  27.39500461 -082.55741506  27.39500079 -082.55749244
113  27.39502924 -082.55753123
111  27.39730487 -082.55993254
112  27.39741850 -082.55997030  27.39747700 -082.55995470
111  27.39753399 -082.55990526
111  27.39767370 -082.55975420
112  27.39770164 -082.55968706  27.39770164 -082.55965585
111  27.39769233 -082.55962411
111  27.39723967 -082.55910169
111  27.39700309 -082.55889188
112  27.39690437 -082.55885411  27.39687050 -082.55885931
111  27.39681309 -082.55890237
111  27.39665662 -082.55904714
112  27.39662309 -082.55912267  27.39662770 -082.55916948
113  27.39665848 -082.55920030
110 2 0.00 0.0000 N Apron
111  27.39470342 -082.55387113
111  27.40099585 -082.54834081
111  27.40103785 -082.54839150
112  27.40112860 -082.54846182  27.40114482 -082.54847725
111  27.40121494 -082.54856933
111  27.40155110 -082.54857311
111  27.40156265 -082.54897674
111  27.40137213 -082.54914298
112  27.40139623 -082.54919634  27.40147805 -082.54928292
111  27.40147848 -082.54922868
111  27.40184782 -082.54920352
111  27.40240161 -082.54920072
111  27.40244449 -082.54921154
111  27.40252622 -082.54939188
111  27.40272330 -082.54938387
111  27.40273029 -082.54970020
111  27.40281589 -082.54969909
111  27.40281692 -082.54971122
111  27.40282390 -082.55006218
111  27.40292524 -082.55005987
111  27.40310055 -082.55005588
111  27.40311365 -082.55047464
111  27.40292696 -082.55047032
111  27.40258604 -082.55047976
111  27.40244721 -082.55047072
111  27.40242097 -082.55052022
111  27.40242959 -082.55090356
111  27.40244736 -082.55099076
111  27.40250933 -082.55108317
111  27.40284980 -082.55125263
111  27.40199524 -082.55187341
112  27.40198161 -082.55193694  27.40199897 -082.55198162
111  27.40202500 -082.55195975
111  27.40246014 -082.55195070
112  27.40261347 -082.55200467  27.40267947 -082.55205874
111  27.40266687 -082.55216939
111  27.40267644 -082.55292584
112  27.40270698 -082.55303946  27.40273917 -082.55307887
111  27.40281367 -082.55307795
111  27.40282653 -082.55425662
111  27.40137525 -082.55427150
112  27.40128651 -082.55433470  27.40125597 -082.55439059
111  27.40126379 -082.55445002
111  27.40128506 -082.55805725
112  27.40126657 -082.55818472  27.40125117 -082.55824194
111  27.40121851 -082.55830877
111  27.40099241 -082.55874185
112  27.40096343 -082.55881660  27.40095503 -082.55887177
111  27.40098979 -082.55891056
111  27.40125734 -082.55930858
111  27.40441585 -082.56293574
112  27.40450374 -082.56306574  27.40447834 -082.56301806
111  27.40458208 -082.56322009
111  27.40518747 -082.56465906
112  27.40520882 -082.56486872  27.40520246 -082.56498051
111  27.40510658 -082.56508750
111  27.40483220 -082.56538848
113  27.40480253 -082.56542211
111  27.39750987 -082.55148623
111  27.39752666 -082.55152564
111  27.39768621 -082.55169115
111  27.39777158 -082.55174475
111  27.39788074 -082.55171007
111  27.39821856 -082.55148107
111  27.40070238 -082.54930529
111  27.40099638 -082.54894710
112  27.40096038 -082.54871056  27.40089344 -082.54862399
113  27.40079049 -082.54859426
111  27.39825905 -082.55168362
111  27.39801855 -082.55196288
112  27.39796648 -082.55205225  27.39796400 -082.55210531
111  27.39799623 -082.55216395
111  27.39828384 -082.55257446
111  27.39833591 -082.55262752
111  27.39841029 -082.55264707
111  27.39887393 -082.55270572
111  27.39967973 -082.55269176
112  27.39974667 -082.55265266  27.39976822 -082.55262839
111  27.39978386 -082.55257726
111  27.39977890 -082.55212206
112  27.39976898 -082.55204666  27.39975205 -082.55202412
111  27.39972436 -082.55202153
111  27.39945658 -082.55202153
111  27.39944914 -082.55151327
111  27.40097644 -082.55149930
112  27.40107065 -082.55146579  27.40107624 -082.55144481
111  27.40110288 -082.55135967
111  27.40109297 -082.55028450
111  27.40107809 -082.55021747
111  27.40104834 -082.55018675
111  27.40044833 -082.54985443
112  27.40039130 -082.54984326  27.40036760 -082.54984516
113  27.40033416 -082.54985987
111  27.39953483 -082.55187442
112  27.39955007 -082.55192020  27.39956192 -082.55194118
111  27.39959918 -082.55194118
111  27.40102675 -082.55192401
112  27.40107247 -082.55190303  27.40108377 -082.55188639
111  27.40109618 -082.55185153
111  27.40109957 -082.55167414
112  27.40107247 -082.55161691  27.40106117 -082.55160125
111  27.40101659 -082.55158640
111  27.39973296 -082.55158831
111  27.39960595 -082.55159975
112  27.39955515 -082.55161501  27.39953313 -082.55162836
113  27.39952975 -082.55166842
111  27.39986265 -082.55228089
112  27.39988314 -082.55234321  27.39989713 -082.55236055
111  27.39995076 -082.55236859
111  27.40097529 -082.55235705
112  27.40103266 -082.55234090  27.40104700 -082.55233121
111  27.40106545 -082.55229935
111  27.40108799 -082.55211472
112  27.40106340 -082.55205240  27.40104237 -082.55202871
111  27.40100603 -082.55201947
111  27.39994461 -082.55202471
112  27.39989953 -082.55204086  27.39987714 -082.55205663
113  27.39986470 -082.55209164
111  27.39996406 -082.55246063
112  27.39986754 -082.55256363  27.39987262 -082.55267807
111  27.39993697 -082.55268570
111  27.40052629 -082.55269333
111  27.40086159 -082.55263420
112  27.40096658 -082.55260559  27.40099318 -082.55258996
111  27.40101569 -082.55256553
112  27.40104109 -082.55251022  27.40104109 -082.55248677
112  27.40102755 -082.55247398  27.40101135 -082.55245834
113  27.40098521 -082.55244727
111  27.40063085 -082.55849871
112  27.40071267 -082.55853558  27.40075501 -082.55854321
111  27.40079449 -082.55850179
112  27.40111631 -082.55818845  27.40113479 -082.55815550
111  27.40114086 -082.55810858
111  27.40115449 -082.55800720
111  27.40112449 -082.55444376
111  27.40111631 -082.55352525
111  27.40105358 -082.55303374
112  27.40101540 -082.55294773  27.40097995 -082.55292315
111  27.40093904 -082.55290779
111  27.40052721 -082.55284329
111  27.39894810 -082.55285865
111  27.39850083 -082.55293238
112  27.39842446 -082.55296617  27.39839398 -082.55299288
111  27.39838901 -082.55303990
111  27.39830446 -082.55354061
111  27.39820082 -082.55578000
111  27.39823082 -082.55627764
112  27.39823628 -082.55634829  27.39825118 -082.55640284
111  27.39846264 -082.55669541
111  27.39896447 -082.55720842
111  27.39945266 -082.55756476
111  27.39984266 -082.55777979
111  27.40001448 -082.55790574
111  27.40013994 -082.55803169
113  27.40028721 -082.55820986
111  27.40467995 -082.56520595
111  27.40495658 -082.56490821
112  27.40499141 -082.56483897  27.40499719 -082.56481031
111  27.40498936 -082.56477896
111  27.40483568 -082.56425964
111  27.40473528 -082.56401729
112  27.40462668 -082.56396190  27.40456111 -082.56395498
111  27.40451398 -082.56401960
113  27.40406728 -082.56450661
111  27.40390474 -082.56433122
111  27.40445299 -082.56372800
112  27.40448884 -082.56366937  27.40449231 -082.56364462
111  27.40448884 -082.56360163
111  27.40436740 -082.56323683
111  27.40433964 -082.56317299
111  27.40394638 -082.56265706
111  27.40111838 -082.55941174
111  27.40079003 -082.55912820
112  27.40070444 -082.55909527  27.40066868 -082.55910001
111  27.40062611 -082.55913449
111  27.40027032 -082.55940725
113  27.39992943 -082.55977024
111  27.39983949 -082.55966302
111  27.40017048 -082.55930234
111  27.40026593 -082.55914628
111  27.40027517 -082.55910467
111  27.40025362 -082.55906305
111  27.40018126 -082.55896594
111  27.40012122 -082.55880121
111  27.40019357 -082.55863822
111  27.40024438 -082.55859140
111  27.40026285 -082.55853764
111  27.40024746 -082.55847001
111  27.39994726 -082.55813362
111  27.39989029 -082.55806946
111  27.39944846 -082.55776774
111  27.39909438 -082.55755793
111  27.39892195 -082.55745042
111  27.39885268 -082.55739840
111  27.39852477 -082.55702732
111  27.39817838 -082.55672561
111  27.39809217 -082.55669613
111  27.39800288 -082.55673775
113  27.39763340 -082.55715217
111  27.39743310 -082.55691653
111  27.39782090 -082.55650454
112  27.39784799 -082.55643206  27.39784953 -082.55640085
111  27.39783598 -082.55634086
111  27.39755164 -082.55591898
111  27.39616640 -082.55433396
111  27.39583280 -082.55404023
112  27.39575659 -082.55400590  27.39572426 -082.55400416
111  27.39567192 -082.55404404
111  27.39526549 -082.55439309
113  27.39525025 -082.55441979
111  27.39505317 -082.55418777
111  27.39546857 -082.55382481
112  27.39550582 -082.55373249  27.39550024 -082.55369053
111  27.39548347 -082.55362549
111  27.39531582 -082.55340939
113  27.39478120 -082.55387936
111  27.39550119 -082.55324780
111  27.39574608 -082.55346858
112  27.39579280 -082.55348719  27.39582960 -082.55348363
111  27.39584773 -082.55347491
111  27.39621963 -082.55323196
111  27.39714196 -082.55242492
111  27.39746163 -082.55205574
112  27.39748262 -082.55199486  27.39748725 -082.55197141
111  27.39748659 -082.55192784
111  27.39735766 -082.55168210
113  27.39731612 -082.55164508
111  27.39774832 -082.55581408
112  27.39792864 -082.55584869  27.39801501 -082.55579910
111  27.39801675 -082.55567329
111  27.39808642 -082.55518170
111  27.39817248 -082.55337921
111  27.39814379 -082.55289455
112  27.39813355 -082.55282300  27.39812686 -082.55280685
111  27.39811306 -082.55277684
111  27.39778930 -082.55232680
112  27.39771554 -082.55228064  27.39766927 -082.55227803
111  27.39761960 -082.55230854
111  27.39732007 -082.55250682
111  27.39642719 -082.55328804
111  27.39607935 -082.55367922
112  27.39604760 -082.55373693  27.39603990 -082.55377854
111  27.39605630 -082.55383390
111  27.39633447 -082.55425390
111  27.39683854 -082.55483780
113  27.39750858 -082.55560634
111  27.40146147 -082.55420571
111  27.40148433 -082.55418516
111  27.40148609 -082.55411644
111  27.40153041 -082.55411253
111  27.40152867 -082.55418986
111  27.40154779 -082.55420747
111  27.40157907 -082.55420454
111  27.40159993 -082.55419181
111  27.40160167 -082.55411449
111  27.40164512 -082.55411449
111  27.40164164 -082.55418203
111  27.40165815 -082.55420552
111  27.40169378 -082.55420943
111  27.40171464 -082.55418496
111  27.40171464 -082.55411253
111  27.40175982 -082.55411351
111  27.40175896 -082.55418692
111  27.40177286 -082.55420552
111  27.40180744 -082.55420374
111  27.40182461 -082.55418330
111  27.40182608 -082.55411203
111  27.40186974 -082.55411092
111  27.40187121 -082.55418275
111  27.40188592 -082.55420374
111  27.40192713 -082.55420485
111  27.40194332 -082.55418883
111  27.40194528 -082.55411092
111  27.40198795 -082.55411037
111  27.40198746 -082.55418496
111  27.40200218 -082.55420264
111  27.40204240 -082.55420485
111  27.40205859 -082.55418496
111  27.40206055 -082.55410982
111  27.40210225 -082.55410871
111  27.40210274 -082.55417280
111  27.40212236 -082.55420154
111  27.40215130 -082.55420319
111  27.40217141 -082.55418385
111  27.40217534 -082.55410871
111  27.40221948 -082.55410871
111  27.40221948 -082.55418164
111  27.40223420 -082.55419988
111  27.40226559 -082.55419988
111  27.40229012 -082.55417888
111  27.40229355 -082.55410761
111  27.40233280 -082.55410871
111  27.40233132 -082.55417446
111  27.40234800 -082.55419491
111  27.40238921 -082.55419601
111  27.40240785 -082.55417612
111  27.40240834 -082.55410595
111  27.40244660 -082.55410650
111  27.40244611 -082.55417170
111  27.40246622 -082.55419546
111  27.40250546 -082.55419601
111  27.40252557 -082.55417280
111  27.40252557 -082.55410484
111  27.40256580 -082.55410374
111  27.40256482 -082.55416894
111  27.40258738 -082.55419546
111  27.40272816 -082.55419546
111  27.40275563 -082.55418165
111  27.40277182 -082.55415623
111  27.40277280 -082.55388439
111  27.40275858 -082.55385179
111  27.40274288 -082.55383632
111  27.40263840 -082.55383576
111  27.40262466 -082.55384902
111  27.40262172 -082.55393577
111  27.40257708 -082.55393632
111  27.40257610 -082.55385400
111  27.40256531 -082.55383853
111  27.40240294 -082.55383963
111  27.40239215 -082.55385289
111  27.40238970 -082.55393909
111  27.40234604 -082.55393688
111  27.40234506 -082.55385676
111  27.40232985 -082.55384295
111  27.40229012 -082.55384018
111  27.40227442 -082.55385621
111  27.40227540 -082.55394074
111  27.40223126 -082.55393853
111  27.40222880 -082.55385621
111  27.40221360 -082.55384240
111  27.40217141 -082.55384129
111  27.40215866 -082.55385400
111  27.40215719 -082.55394019
111  27.40211549 -082.55394185
111  27.40211402 -082.55385566
111  27.40210029 -082.55384240
111  27.40206595 -082.55384129
111  27.40204682 -082.55385676
111  27.40204486 -082.55394240
111  27.40199924 -082.55394185
111  27.40199776 -082.55386505
111  27.40198452 -082.55384626
111  27.40194675 -082.55384571
111  27.40192958 -082.55386229
111  27.40193056 -082.55394351
111  27.40188445 -082.55394406
111  27.40188200 -082.55386394
112  27.40186974 -082.55384682  27.40186875 -082.55384516
111  27.40183098 -082.55384571
111  27.40181578 -082.55386284
111  27.40181283 -082.55394516
111  27.40176967 -082.55394516
111  27.40176820 -082.55386394
111  27.40175593 -082.55384460
111  27.40171326 -082.55384682
111  27.40169854 -082.55386339
111  27.40169756 -082.55394738
111  27.40165341 -082.55394627
111  27.40165586 -082.55386560
111  27.40164311 -082.55384626
111  27.40160387 -082.55384792
111  27.40158179 -082.55386339
111  27.40158229 -082.55394848
111  27.40154059 -082.55394793
111  27.40154010 -082.55387057
111  27.40152784 -082.55384626
111  27.40133310 -082.55385234
112  27.40129434 -082.55387223  27.40127815 -082.55388526
111  27.40126197 -082.55391643
111  27.40126001 -082.55410042
112  27.40128404 -082.55416728  27.40130024 -082.55419594
113  27.40133113 -082.55420430
111  27.40265023 -082.55371575
111  27.40265129 -082.55375365
111  27.40266390 -082.55376905
111  27.40272384 -082.55377261
111  27.40275013 -082.55375484
111  27.40277116 -082.55372523
111  27.40276695 -082.55353218
111  27.40275223 -082.55350020
111  27.40272279 -082.55348362
111  27.40255665 -082.55348717
111  27.40255560 -082.55358073
111  27.40249777 -082.55357718
111  27.40249777 -082.55349191
111  27.40238526 -082.55349428
111  27.40238631 -082.55357955
111  27.40232742 -082.55357718
111  27.40232637 -082.55349309
111  27.40221386 -082.55349664
111  27.40221281 -082.55357718
111  27.40215708 -082.55357837
111  27.40215708 -082.55349664
111  27.40204247 -082.55350020
111  27.40204142 -082.55357837
111  27.40198779 -082.55357955
111  27.40198779 -082.55350375
111  27.40181955 -082.55350020
111  27.40182376 -082.55358073
111  27.40176488 -082.55358073
111  27.40176382 -082.55350020
111  27.40165026 -082.55350138
111  27.40165237 -082.55358073
111  27.40159558 -082.55358192
111  27.40159243 -082.55350494
111  27.40148097 -082.55350494
111  27.40148202 -082.55358073
111  27.40142314 -082.55357718
111  27.40141893 -082.55350730
111  27.40135690 -082.55350849
112  27.40130222 -082.55353455  27.40127605 -082.55355362
111  27.40125700 -082.55359495
111  27.40125280 -082.55368259
112  27.40128934 -082.55375602  27.40133245 -082.55379417
111  27.40136110 -082.55378682
111  27.40150831 -082.55378326
111  27.40150621 -082.55370983
111  27.40156509 -082.55371220
111  27.40157035 -082.55378208
111  27.40167865 -082.55378326
111  27.40168076 -082.55370983
111  27.40173438 -082.55370983
111  27.40173543 -082.55378445
111  27.40188264 -082.55378208
111  27.40188264 -082.55371102
111  27.40193311 -082.55371102
111  27.40193206 -082.55377853
111  27.40207927 -082.55377616
111  27.40208138 -082.55371457
111  27.40212974 -082.55371220
111  27.40212974 -082.55377616
111  27.40224961 -082.55377734
111  27.40225172 -082.55371575
111  27.40229483 -082.55371575
111  27.40229798 -082.55377616
111  27.40242311 -082.55377616
111  27.40242627 -082.55371694
111  27.40246938 -082.55371694
111  27.40247043 -082.55377142
111  27.40259976 -082.55377379
113  27.40260081 -082.55371694
111  27.40150942 -082.55344038
111  27.40150942 -082.55336696
111  27.40156677 -082.55336696
111  27.40156764 -082.55344136
111  27.40168148 -082.55343842
111  27.40168148 -082.55336599
111  27.40174144 -082.55336599
111  27.40173970 -082.55343940
111  27.40185180 -082.55343842
111  27.40185267 -082.55336599
111  27.40191350 -082.55336207
111  27.40191872 -082.55343744
111  27.40207427 -082.55343255
111  27.40207253 -082.55336207
111  27.40213162 -082.55336011
111  27.40213075 -082.55343059
111  27.40224807 -082.55343157
111  27.40224807 -082.55336011
111  27.40230455 -082.55335815
111  27.40230542 -082.55342961
111  27.40241926 -082.55342765
111  27.40242013 -082.55335815
111  27.40247488 -082.55335718
111  27.40247575 -082.55342570
111  27.40258437 -082.55342667
111  27.40258611 -082.55335718
111  27.40265129 -082.55335620
111  27.40265215 -082.55342667
111  27.40272689 -082.55342667
111  27.40274948 -082.55341493
111  27.40276339 -082.55338556
111  27.40276165 -082.55320056
111  27.40275122 -082.55316631
111  27.40272515 -082.55314771
111  27.40257742 -082.55314673
111  27.40255396 -082.55315456
111  27.40255222 -082.55322895
111  27.40250182 -082.55322797
111  27.40250095 -082.55317022
111  27.40249052 -082.55315456
111  27.40239406 -082.55315456
111  27.40238016 -082.55316239
111  27.40237581 -082.55323189
111  27.40233236 -082.55323189
111  27.40232975 -082.55316435
111  27.40232193 -082.55315358
111  27.40222113 -082.55315847
111  27.40221244 -082.55316631
111  27.40220723 -082.55323776
111  27.40216291 -082.55323678
112  27.40216117 -082.55317120  27.40216117 -082.55317022
111  27.40214900 -082.55315554
111  27.40204907 -082.55315554
111  27.40203690 -082.55317218
111  27.40203603 -082.55323776
111  27.40198910 -082.55323874
111  27.40198910 -082.55316924
111  27.40198215 -082.55315945
111  27.40182313 -082.55316043
111  27.40181009 -082.55316728
111  27.40181270 -082.55324070
111  27.40176751 -082.55324559
111  27.40177012 -082.55317805
111  27.40175882 -082.55316043
111  27.40165628 -082.55316043
111  27.40164585 -082.55317316
111  27.40164498 -082.55324657
111  27.40159979 -082.55324853
111  27.40159805 -082.55317609
111  27.40158415 -082.55316239
111  27.40148943 -082.55316239
111  27.40147379 -082.55317805
111  27.40147205 -082.55325048
111  27.40142165 -082.55325244
111  27.40142078 -082.55317316
111  27.40141122 -082.55316239
111  27.40135126 -082.55315848
112  27.40128695 -082.55320056  27.40126001 -082.55322601
111  27.40125393 -082.55325342
111  27.40125306 -082.55334445
112  27.40128869 -082.55340710  27.40131823 -082.55343744
113  27.40136603 -082.55344527
111  27.40137530 -082.55197140
111  27.40174758 -082.55196352
112  27.40180147 -082.55194302  27.40180567 -082.55194145
111  27.40185534 -082.55190046
111  27.40186514 -082.55187681
111  27.40183003 -082.55182102
111  27.40190406 -082.55176890
111  27.40193182 -082.55180668
112  27.40198849 -082.55181059  27.40201899 -082.55179046
111  27.40201510 -082.55175978
111  27.40199543 -082.55170767
111  27.40204517 -082.55166728
111  27.40207987 -082.55171418
112  27.40213655 -082.55171158  27.40215758 -082.55169500
111  27.40216083 -082.55166077
111  27.40213539 -082.55160344
111  27.40218859 -082.55156697
111  27.40222792 -082.55161777
