I
1050 Generated by WorldEditor

1     44 1 0 MMVA Villahermosa Intl
111  17.99355530 -092.81582814 3 102
111  17.99352362 -092.81630829 3 102
111  17.99435422 -092.81635982 3 102
111  17.99426977 -092.81782469 3 102
111  17.99425393 -092.81804917 3 102
111  17.99424530 -092.81817138 3 102
112  17.99426176 -092.81822741  17.99427967 -092.81825558
111  17.99426176 -092.81822741
112  17.99426176 -092.81822741  17.99427758 -092.81825230 3 102
112  17.99436895 -092.81828378  17.99442937 -092.81829014
111  17.99436895 -092.81828378
112  17.99436895 -092.81828378  17.99437221 -092.81828413 3 102
112  17.99437878 -092.81828480  17.99438207 -092.81828513
111  17.99437878 -092.81828480
112  17.99437878 -092.81828480  17.99442315 -092.81828932 3 102
112  17.99451618 -092.81829429  17.99456237 -092.81829551
111  17.99451618 -092.81829429
112  17.99451618 -092.81829429  17.99452264 -092.81829446 3 102
112  17.99453550 -092.81829465  17.99454192 -092.81829471
111  17.99453550 -092.81829465
112  17.99453550 -092.81829465  17.99459795 -092.81829528 3 102
112  17.99470893 -092.81827660  17.99475947 -092.81826244
111  17.99470893 -092.81827660
112  17.99470893 -092.81827660  17.99472212 -092.81827291 3 102
112  17.99474634 -092.81826347  17.99475805 -092.81825838
111  17.99474634 -092.81826347
112  17.99474634 -092.81826347  17.99484294 -092.81822149 3 102
112  17.99504130 -092.81799803  17.99514820 -092.81782875
111  17.99504130 -092.81799803
112  17.99504130 -092.81799803  17.99510258 -092.81790100 3 102
112  17.99590366 -092.81662942  17.99626653 -092.81605340
111  17.99590366 -092.81662942
112  17.99590366 -092.81662942  17.99617382 -092.81620057 3 102
111  17.99640222 -092.81583799 3 102
112  17.99663112 -092.81543743  17.99668634 -092.81530548 3 102
116  17.99679323 -092.81485409  17.99683088 -092.81462976
120 Linear Feature 71
111  17.99469086 -092.81984995 3
115  17.99470612 -092.81981525
120 Linear Feature 72
111  17.99490972 -092.82000284 3
115  17.99493058 -092.81997739
120 Linear Feature 135
111  17.99476865 -092.81848189 3
115  17.99478251 -092.81851314
120 Linear Feature 70
111  17.99670042 -092.81648503 3 102
112  17.99653339 -092.81627348  17.99640342 -092.81625870 3 102
112  17.99632731 -092.81634242  17.99629453 -092.81639044
111  17.99632731 -092.81634242
112  17.99632731 -092.81634242  17.99631761 -092.81635663 3 102
112  17.99606960 -092.81674793  17.99592659 -092.81697381
111  17.99606960 -092.81674793
112  17.99606960 -092.81674793  17.99572944 -092.81728517 3 102
111  17.99517415 -092.81816440 3 102
112  17.99489038 -092.81843171  17.99472580 -092.81850741
111  17.99489038 -092.81843171
112  17.99489038 -092.81843171  17.99484924 -092.81845063 3 102
112  17.99479025 -092.81847415  17.99476384 -092.81848404
111  17.99479025 -092.81847415
112  17.99479025 -092.81847415  17.99478365 -092.81847662 3 102
112  17.99477156 -092.81848089  17.99476569 -092.81848291
111  17.99477156 -092.81848089
112  17.99477156 -092.81848089  17.99477009 -092.81848139 3 102
112  17.99476722 -092.81848237  17.99476580 -092.81848285
111  17.99476722 -092.81848237
112  17.99476722 -092.81848237  17.99476580 -092.81848285 3 102
112  17.99476301 -092.81848378  17.99476163 -092.81848423
111  17.99476301 -092.81848378
112  17.99476301 -092.81848378  17.99476024 -092.81848469 3 102
112  17.99475495 -092.81848636  17.99475235 -092.81848718
111  17.99475495 -092.81848636
112  17.99475495 -092.81848636  17.99474453 -092.81848963 3 102
112  17.99472709 -092.81849412  17.99471884 -092.81849609
111  17.99472709 -092.81849412
112  17.99472709 -092.81849412  17.99469409 -092.81850201 3 102
112  17.99465380 -092.81850381  17.99463151 -092.81850651
111  17.99465380 -092.81850381
112  17.99465380 -092.81850381  17.99463462 -092.81850614 3 102
112  17.99456353 -092.81850842  17.99452584 -092.81851108
111  17.99456353 -092.81850842
112  17.99456353 -092.81850842  17.99455093 -092.81850931 3 102
112  17.99452466 -092.81851231  17.99451147 -092.81851409
111  17.99452466 -092.81851231
112  17.99452466 -092.81851231  17.99449549 -092.81851625 3 102
112  17.99443961 -092.81853455  17.99441341 -092.81854621
111  17.99443961 -092.81853455
112  17.99443961 -092.81853455  17.99443074 -092.81853850 3 102
112  17.99441438 -092.81854820  17.99440647 -092.81855339
111  17.99441438 -092.81854820
112  17.99441438 -092.81854820  17.99437889 -092.81857148 3 102
112  17.99432158 -092.81863270  17.99429687 -092.81866547
111  17.99432158 -092.81863270
112  17.99432158 -092.81863270  17.99429516 -092.81866773 3 102
112  17.99427551 -092.81875155  17.99427326 -092.81879539
111  17.99427551 -092.81875155
112  17.99427551 -092.81875155  17.99427522 -092.81875711 3 102
112  17.99427426 -092.81877544  17.99427372 -092.81878569
111  17.99427426 -092.81877544
112  17.99427426 -092.81877544  17.99427091 -092.81883918 3 102
112  17.99425520 -092.81913275  17.99424738 -092.81927881
111  17.99425520 -092.81913275
112  17.99425520 -092.81913275  17.99424710 -092.81928408 3 102
112  17.99423619 -092.81948721  17.99423333 -092.81954059
111  17.99423619 -092.81948721
112  17.99423619 -092.81948721  17.99423548 -092.81950039 3 102
111  17.99423509 -092.81950770 3 102
112  17.99426103 -092.81962959  17.99428681 -092.81969167
111  17.99426103 -092.81962959
112  17.99426103 -092.81962959  17.99427835 -092.81967129 3 102
112  17.99435537 -092.81974031  17.99440351 -092.81976661
111  17.99435537 -092.81974031
112  17.99435537 -092.81974031  17.99436832 -092.81974738 3 102
112  17.99439858 -092.81975764  17.99441448 -092.81976200
111  17.99439858 -092.81975764
112  17.99439858 -092.81975764  17.99441895 -092.81976322 3 102
112  17.99445804 -092.81977367  17.99447735 -092.81977884
111  17.99445804 -092.81977367
112  17.99445804 -092.81977367  17.99447735 -092.81977884 3 102
112  17.99451458 -092.81978899  17.99453300 -092.81979410
111  17.99451458 -092.81978899
112  17.99451458 -092.81978899  17.99455142 -092.81979921 3 102
112  17.99462102 -092.81982188  17.99465538 -092.81983408
111  17.99462102 -092.81982188
112  17.99462102 -092.81982188  17.99463820 -092.81982798 3 102
112  17.99467198 -092.81984165  17.99468881 -092.81984879
111  17.99467198 -092.81984165
112  17.99467198 -092.81984165  17.99467619 -092.81984344 3 102
112  17.99468458 -092.81984713  17.99468877 -092.81984899
111  17.99468458 -092.81984713
112  17.99468458 -092.81984713  17.99468667 -092.81984806 3 102
112  17.99469086 -092.81984995  17.99469295 -092.81985091
111  17.99469086 -092.81984995
112  17.99469086 -092.81984995  17.99469295 -092.81985091 3 102
112  17.99469713 -092.81985285  17.99469922 -092.81985382
111  17.99469713 -092.81985285
112  17.99469713 -092.81985285  17.99470549 -092.81985675 3 102
112  17.99472215 -092.81986510  17.99473047 -092.81986938
111  17.99472215 -092.81986510
112  17.99472215 -092.81986510  17.99475544 -092.81988221 3 102
112  17.99482221 -092.81992746  17.99485586 -092.81995241
111  17.99482221 -092.81992746
112  17.99482221 -092.81992746  17.99485483 -092.81995165 3 102
112  17.99490933 -092.82000250  17.99493504 -092.82002829
111  17.99490933 -092.82000250
112  17.99490933 -092.82000250  17.99498971 -092.82008313 3 102
112  17.99508290 -092.82026115  17.99512584 -092.82035145
111  17.99508290 -092.82026115
112  17.99508290 -092.82026115  17.99512166 -092.82034265 3 102
112  17.99577415 -092.82171246  17.99602454 -092.82223810
111  17.99577415 -092.82171246
112  17.99577415 -092.82171246  17.99588992 -092.82195549 3 102
111  17.99597325 -092.82213043 3 102
112  17.99618320 -092.82224690  17.99631329 -092.82221846 3 102
116  17.99638175 -092.82205267  17.99639979 -092.82197683
120 Linear Feature 68
111  17.99429158 -092.82138949 3
115  17.99435470 -092.82138798
120 Linear Feature 67
111  17.99429757 -092.82127983 3
115  17.99436244 -092.82128216
120 Linear Feature 66
111  17.99430583 -092.82113798 3
115  17.99436825 -092.82114175
120 Linear Feature 65
111  17.99431394 -092.82099844 3
115  17.99437696 -092.82100032
120 Linear Feature 64
111  17.99432337 -092.82085083 3
115  17.99438857 -092.82086907
120 Linear Feature 63
111  17.99435252 -092.82071874 3
115  17.99441760 -092.82073476
120 Linear Feature 62
111  17.99438272 -092.82058147 3
115  17.99444758 -092.82059769
120 Linear Feature 61
111  17.99441294 -092.82044305 3
115  17.99447837 -092.82046079
120 Linear Feature 60
111  17.99447919 -092.82032302 3
115  17.99452292 -092.82038023
120 Linear Feature 59
111  17.99460289 -092.82026219 3
115  17.99460488 -092.82032987
120 Linear Feature 58
111  17.99473542 -092.82028096 3
115  17.99470388 -092.82034330
120 Linear Feature 57
111  17.99483574 -092.82037223 3
115  17.99478158 -092.82041493
120 Linear Feature 56
111  17.99491652 -092.82049176 3
115  17.99486036 -092.82053133
120 Linear Feature 55
111  17.99499593 -092.82060236 3
115  17.99493593 -092.82064325
120 Linear Feature 54
111  17.99507075 -092.82071795 3
115  17.99501258 -092.82075070
120 Linear Feature 53
111  17.99513557 -092.82084094 3
115  17.99507538 -092.82087381
120 Linear Feature 52
111  17.99628815 -092.82369265 3 102
112  17.99614011 -092.82294807  17.99602810 -092.82271906
111  17.99614011 -092.82294807
112  17.99614011 -092.82294807  17.99607289 -092.82281064 3 102
112  17.99559731 -092.82181297  17.99539195 -092.82138183
111  17.99559731 -092.82181297
112  17.99559731 -092.82181297  17.99546046 -092.82152565 3 102
111  17.99535240 -092.82129847 3 102
111  17.99514823 -092.82086750 3 102
112  17.99513557 -092.82084094  17.99512751 -092.82082440
111  17.99513557 -092.82084094
112  17.99513557 -092.82084094  17.99512195 -092.82081300 3 102
112  17.99507075 -092.82071795  17.99504301 -092.82066947
111  17.99507075 -092.82071795
112  17.99507075 -092.82071795  17.99505083 -092.82068313 3 102
112  17.99500641 -092.82061679  17.99498412 -092.82058622
111  17.99500641 -092.82061679
112  17.99500641 -092.82061679  17.99500275 -092.82061178 3 102
112  17.99499593 -092.82060236  17.99499262 -092.82059781
111  17.99499593 -092.82060236
112  17.99499593 -092.82060236  17.99499518 -092.82060133 3 102
112  17.99499372 -092.82059932  17.99499299 -092.82059833
111  17.99499372 -092.82059932
112  17.99499372 -092.82059932  17.99498978 -092.82059392 3 102
112  17.99498275 -092.82058433  17.99497931 -092.82057963
111  17.99498275 -092.82058433
112  17.99498275 -092.82058433  17.99497588 -092.82057492 3 102
112  17.99496496 -092.82055994  17.99495992 -092.82055303
111  17.99496496 -092.82055994
112  17.99496496 -092.82055994  17.99495488 -092.82054612 3 102
112  17.99494368 -092.82053076  17.99493920 -092.82052461
111  17.99494368 -092.82053076
112  17.99494368 -092.82053076  17.99493472 -092.82051847 3 102
111  17.99493472 -092.82051847 3 102
111  17.99491652 -092.82049176 3 102
111  17.99485991 -092.82040868 3 102
112  17.99483574 -092.82037223  17.99482003 -092.82035122
111  17.99483574 -092.82037223
112  17.99483574 -092.82037223  17.99481454 -092.82034389 3 102
112  17.99473542 -092.82028096  17.99469070 -092.82025652
111  17.99473542 -092.82028096
112  17.99473542 -092.82028096  17.99470582 -092.82026478 3 102
112  17.99463393 -092.82025792  17.99459615 -092.82026108
111  17.99463393 -092.82025792
112  17.99463393 -092.82025792  17.99462316 -092.82025882 3 102
112  17.99460289 -092.82026219  17.99459296 -092.82026411
111  17.99460289 -092.82026219
112  17.99460289 -092.82026219  17.99455002 -092.82027243 3 102
112  17.99447919 -092.82032302  17.99444936 -092.82034986
111  17.99447919 -092.82032302
112  17.99447919 -092.82032302  17.99444327 -092.82035533 3 102
112  17.99441885 -092.82041523  17.99441415 -092.82043833
111  17.99441885 -092.82041523
112  17.99441885 -092.82041523  17.99441780 -092.82042041 3 102
112  17.99441294 -092.82044305  17.99441014 -092.82045606
111  17.99441294 -092.82044305
112  17.99441294 -092.82044305  17.99440616 -092.82047450 3 102
112  17.99438272 -092.82058147  17.99437047 -092.82063727
111  17.99438272 -092.82058147
112  17.99438272 -092.82058147  17.99437275 -092.82062688 3 102
112  17.99435252 -092.82071874  17.99434296 -092.82076212
111  17.99435252 -092.82071874
112  17.99435252 -092.82071874  17.99433856 -092.82078210 3 102
112  17.99432337 -092.82085083  17.99431979 -092.82086707
111  17.99432337 -092.82085083
112  17.99432337 -092.82085083  17.99432263 -092.82085422 3 102
111  17.99432223 -092.82085603 3 102
111  17.99431394 -092.82099844 3 102
111  17.99430583 -092.82113798 3 102
111  17.99429757 -092.82127983 3 102
115  17.99429158 -092.82138949
120 Linear Feature 50
111  17.99377431 -092.82112552 22
115  17.99381115 -092.82042239
120 Linear Feature 49
111  17.99431856 -092.81658040 20
111  17.99417340 -092.81657125 20
111  17.99418792 -092.81637385 20
113  17.99432727 -092.81637996 20
120 Linear Feature 48
111  17.99398663 -092.81655802 20
111  17.99399631 -092.81635452 20
111  17.99385600 -092.81634435 20
113  17.99383858 -092.81655090 20
120 Linear Feature 47
111  17.99365605 -092.81642810 20
115  17.99352155 -092.81641972
120 Linear Feature 46
111  17.99364991 -092.81653791 20
111  17.99365605 -092.81642810 20
111  17.99366152 -092.81633035 20
111  17.99359319 -092.81632566 20
111  17.99352798 -092.81632119 20
111  17.99352155 -092.81641972 20
113  17.99351443 -092.81652876 20
120 Linear Feature 45
111  17.99370734 -092.81758869 20
115  17.99371824 -092.81737368
120 Linear Feature 44
111  17.99385309 -092.81749390 20
115  17.99357802 -092.81747612
120 Linear Feature 43
111  17.99384695 -092.81759735 20
111  17.99385309 -092.81749390 20
115  17.99385986 -092.81738427
120 Linear Feature 42
111  17.99411856 -092.81761419 20
111  17.99412758 -092.81740428 20
111  17.99385986 -092.81738427 20
111  17.99371824 -092.81737368 20
111  17.99358403 -092.81736365 20
111  17.99357802 -092.81747612 20
111  17.99357244 -092.81758033 20
111  17.99370734 -092.81758869 20
113  17.99384695 -092.81759735 20
120 Linear Feature 41
111  17.99452466 -092.81851231 52
115  17.99453550 -092.81829465
120 Linear Feature 40
111  17.99448438 -092.81999229 52
115  17.99449616 -092.81978388
120 Linear Feature 39
111  17.99402979 -092.81940069 52
115  17.99424056 -092.81941300
120 Linear Feature 38
111  17.99406258 -092.81881220 52
115  17.99427334 -092.81882697
120 Linear Feature 37
111  17.99337164 -092.82042740 22
116  17.99326434 -092.82026228  17.99324631 -092.82012392
120 Linear Feature 36
111  17.99323607 -092.82057789 22
116  17.99337164 -092.82042740  17.99348400 -092.82041142
120 Linear Feature 35
111  17.99316456 -092.82020619 22
112  17.99324877 -092.82030271  17.99324877 -092.82037637
111  17.99324877 -092.82030271
112  17.99324877 -092.82030271  17.99324877 -092.82032873 22
112  17.99323607 -092.82057789  17.99322891 -092.82071368
111  17.99323607 -092.82057789
112  17.99323607 -092.82057789  17.99322295 -092.82082658 22
111  17.99320438 -092.82115044 22
116  17.99335646 -092.82130448  17.99349767 -092.82132407
120 Linear Feature 34
111  17.99377943 -092.82046498 20
111  17.99373808 -092.82042798 20
113  17.99378119 -092.82039006 20
120 Linear Feature 33
111  17.99353980 -092.81782074 22
115  17.99380895 -092.81783823
120 Linear Feature 32
111  17.99380895 -092.81783823 22
112  17.99395341 -092.81802928  17.99394141 -092.81822268 22
115  17.99383013 -092.82012650
120 Linear Feature 30
111  17.99341628 -092.81810691 20
115  17.99341694 -092.81804855
120 Linear Feature 29
111  17.99318484 -092.82017599 20
111  17.99316603 -092.82017326
111  17.99316456 -092.82020619
115  17.99316315 -092.82023746
120 Linear Feature 28
111  17.99347030 -092.81785592 20
112  17.99346185 -092.81782407  17.99345590 -092.81781258 20
111  17.99344696 -092.81779483 20
112  17.99348519 -092.81781519  17.99349513 -092.81781780 20
113  17.99349959 -092.81781780 20
120 Linear Feature 31
111  17.99335657 -092.81770424 20
111  17.99332441 -092.81770505
115  17.99332255 -092.81776885
120 Linear Feature 27
111  17.99332255 -092.81776885 20
112  17.99340108 -092.81779212  17.99342752 -092.81782200 20
112  17.99343281 -092.81788802  17.99343347 -092.81791582 20
111  17.99343148 -092.81802215 20
116  17.99341694 -092.81804855  17.99340373 -092.81805898
120 Linear Feature 26
111  17.99335657 -092.81770424 20
112  17.99343853 -092.81773343  17.99347621 -092.81776192 20
112  17.99351520 -092.81778694  17.99353900 -092.81778972 20
111  17.99381324 -092.81780021 20
112  17.99393882 -092.81786553  17.99399434 -092.81792321 20
111  17.99397847 -092.81806846 20
115  17.99385879 -092.82012690
120 Linear Feature 25
111  17.99327848 -092.82043464 20
111  17.99327896 -092.82040270 20
113  17.99330174 -092.82041717 20
120 Linear Feature 23
111  17.99318484 -092.82017599 20
112  17.99326562 -092.82025083  17.99330161 -092.82031053 20
111  17.99330961 -092.82032482 20
116  17.99336559 -092.82038537  17.99339198 -092.82039630
120 Linear Feature 22
111  17.99381191 -092.82109490 20
115  17.99385376 -092.82021875
120 Linear Feature 21
111  17.99351323 -092.82046242 20
111  17.99338853 -092.82045686 20
112  17.99327002 -092.82056770  17.99326202 -092.82066937 20
111  17.99323650 -092.82116442 20
112  17.99336894 -092.82127494  17.99347403 -092.82128258 20
111  17.99361812 -092.82128814 20
112  17.99374436 -092.82113456  17.99375163 -092.82099001 20
111  17.99377411 -092.82061335 20
114  17.99366302 -092.82047056  17.99355174 -092.82046344 20
120 Linear Feature 20
111  17.99351323 -092.82046242 20
111  17.99342643 -092.82055592 20
115  17.99327002 -092.82056770
120 Linear Feature 19
111  17.99316315 -092.82023746 20
112  17.99321867 -092.82030988  17.99321947 -092.82036117 20
111  17.99317468 -092.82116253 20
112  17.99323946 -092.82128194  17.99329705 -092.82133323 20
111  17.99338982 -092.82134080 20
115  17.99364413 -092.82135103
120 Linear Feature 18
111  17.99365226 -092.81786095 20
111  17.99354556 -092.81785526 20
112  17.99349951 -092.81790130  17.99349906 -092.81795066
111  17.99349951 -092.81790130
112  17.99349951 -092.81790130  17.99349929 -092.81792526 20
112  17.99349934 -092.81796594  17.99349939 -092.81798345
111  17.99349934 -092.81796594
112  17.99349934 -092.81796594  17.99349939 -092.81798451 20
111  17.99349951 -092.81799670 20
112  17.99348839 -092.81804143  17.99347637 -092.81805637 20
115  17.99341628 -092.81810691
120 Linear Feature 17
111  17.99335314 -092.82019626 20
111  17.99340512 -092.82019795 20
111  17.99351629 -092.82033080 20
111  17.99366264 -092.82033333 20
112  17.99379700 -092.82020888  17.99380260 -092.82008779 20
111  17.99392230 -092.81800474 20
112  17.99382629 -092.81787384  17.99371922 -092.81786619 20
111  17.99365226 -092.81786095 20
111  17.99353208 -092.81796772 20
115  17.99349934 -092.81796594
120 Linear Feature 16
111  17.99329635 -092.82009620 20
112  17.99335554 -092.82021981  17.99335954 -092.82029465 20
115  17.99335954 -092.82032912
120 Linear Feature 15
111  17.99330867 -092.82000349 20
111  17.99341683 -092.82001170 20
111  17.99353880 -092.81989672 20
111  17.99343005 -092.81977099 20
113  17.99332069 -092.81976404 20
120 Linear Feature 14
111  17.99334420 -092.81935442 20
111  17.99343938 -092.81935859 20
112  17.99348433 -092.81939681  17.99350283 -092.81943573 20
111  17.99353456 -092.81950939 20
112  17.99354315 -092.81955178  17.99354315 -092.81957889 20
111  17.99354447 -092.81963101 20
112  17.99351539 -092.81964769  17.99348895 -092.81963657 20
111  17.99333297 -092.81958583 20
111  17.99333561 -092.81951426 20
115  17.99348433 -092.81939681
120 Linear Feature 13
111  17.99336942 -092.81895956 20
111  17.99346540 -092.81896292 20
112  17.99349099 -092.81899235  17.99349099 -092.81901758 20
111  17.99349099 -092.81901758 20
112  17.99355417 -092.81912101  17.99356856 -092.81918744 20
111  17.99356617 -092.81924546 20
111  17.99335263 -092.81921907 20
111  17.99335542 -092.81912521 20
115  17.99349099 -092.81901758
120 Linear Feature 12
111  17.99339528 -092.81854628 20
111  17.99350876 -092.81854997 20
111  17.99350613 -092.81862675 20
112  17.99356155 -092.81873589  17.99357474 -092.81877474 20
111  17.99358354 -092.81884782 20
111  17.99341991 -092.81884134 20
111  17.99337680 -092.81880804 20
111  17.99338032 -092.81872202 20
115  17.99350613 -092.81862675
120 Linear Feature 11
111  17.99360229 -092.81705707 20
115  17.99387783 -092.81707635
120 Linear Feature 10
111  17.99373058 -092.81717207 20
115  17.99374351 -092.81695577
120 Linear Feature 9
111  17.99387096 -092.81718075 20
111  17.99387783 -092.81707635 20
115  17.99388384 -092.81696542
120 Linear Feature 8
111  17.99359661 -092.81716314 20
111  17.99373058 -092.81717207 20
111  17.99414531 -092.81719970 20
111  17.99415948 -092.81691802 20
111  17.99388899 -092.81689906 20
111  17.99388384 -092.81696542 20
111  17.99374351 -092.81695577 20
111  17.99360821 -092.81694646 20
113  17.99360229 -092.81705707 20
120 Linear Feature 7
111  17.99353568 -092.81818820 20
112  17.99359908 -092.81830242  17.99360868 -092.81834698 20
112  17.99359748 -092.81842014  17.99359268 -092.81843275 20
112  17.99356629 -092.81843191  17.99354230 -092.81842519 20
111  17.99340154 -092.81838566 20
115  17.99340663 -092.81830649
120 Linear Feature 6
111  17.99341631 -092.81815017 20
111  17.99351572 -092.81815572 20
112  17.99353568 -092.81818820  17.99351946 -092.81820935
111  17.99353568 -092.81818820
112  17.99353568 -092.81818820  17.99353456 -092.81818966 20
112  17.99353155 -092.81819272  17.99352990 -092.81819427
111  17.99353155 -092.81819272
112  17.99353155 -092.81819272  17.99350604 -092.81821677 20
115  17.99340663 -092.81830649
120 Linear Feature 5
111  17.99636485 -092.82577415 51 101
111  17.99633647 -092.82627400 51 101
112  17.99623169 -092.82649191  17.99613919 -092.82657686 51 101
111  17.99581016 -092.82689450 51 101
112  17.99575512 -092.82700407  17.99574458 -092.82706440 51 101
112  17.99576566 -092.82718628  17.99578323 -092.82722445 51 101
112  17.99586987 -092.82731186  17.99591788 -092.82734387 51 101
112  17.99602209 -092.82737096  17.99607611 -092.82737805 51 101
115  17.99607611 -092.82737805
120 Linear Feature 4
111  17.99606937 -092.82749675 3 102
112  17.99566028 -092.82717397  17.99558182 -092.82686988 3 102
111  17.99586519 -092.82669382 3 102
111  17.99599985 -092.82656578 3 102
116  17.99612631 -092.82638111  17.99612982 -092.82630970
120 Linear Feature 76
111  17.99736016 -092.80844372 51 101
111  17.99739074 -092.80790742 51 101
112  17.99728512 -092.80766501  17.99716534 -092.80753906 51 101
111  17.99698759 -092.80732102 51 101
112  17.99690001 -092.80706506  17.99692190 -092.80689713 51 101
111  17.99713056 -092.80683077 51 101
112  17.99726323 -092.80681858  17.99731475 -092.80682400 51 101
111  17.99731475 -092.80682400 51 101
115  17.99745257 -092.80697974
120 Linear Feature 128
111  17.99427445 -092.81700423 51
112  17.99423335 -092.81673917  17.99423917 -092.81666044 51
111  17.99424789 -092.81654501 51
112  17.99418537 -092.81647086  17.99418973 -092.81640206 51
111  17.99425153 -092.81640435 51
112  17.99432351 -092.81647544  17.99431987 -092.81654424 51
115  17.99424789 -092.81654501
120 Linear Feature 78
111  17.99688886 -092.81672711 51 101
111  17.99692158 -092.81619127 51 101
112  17.99671586 -092.81590122  17.99651014 -092.81584387 51 101
111  17.99642754 -092.81598643 51 101
111  17.99508386 -092.81811650 51 101
112  17.99459733 -092.81840202  17.99428806 -092.81839805
111  17.99459733 -092.81840202
112  17.99459733 -092.81840202  17.99448926 -092.81840063 51 101
112  17.99433486 -092.81838753  17.99426738 -092.81837865
111  17.99433486 -092.81838753
112  17.99433486 -092.81838753  17.99420922 -092.81837099 51 101
112  17.99414884 -092.81827791  17.99414677 -092.81821747
111  17.99414884 -092.81827791
112  17.99414884 -092.81827791  17.99414877 -092.81827571 51 101
112  17.99414863 -092.81827128  17.99414856 -092.81826907
111  17.99414863 -092.81827128
112  17.99414863 -092.81827128  17.99414648 -092.81820075 51 101
112  17.99414941 -092.81809213  17.99415040 -092.81806067
111  17.99414941 -092.81809213
112  17.99414941 -092.81809213  17.99414970 -092.81808286 51 101
111  17.99414991 -092.81807756 51 101
112  17.99416800 -092.81798467  17.99418291 -092.81791304 51 101
111  17.99422549 -092.81771382 51 101
112  17.99423302 -092.81766587  17.99423668 -092.81763929
111  17.99423302 -092.81766587
112  17.99423302 -092.81766587  17.99423456 -092.81765467 51 101
112  17.99423721 -092.81763070  17.99423836 -092.81761885
111  17.99423721 -092.81763070
112  17.99423721 -092.81763070  17.99423848 -092.81761760 51 101
112  17.99423932 -092.81759406  17.99423932 -092.81758328
111  17.99423932 -092.81759406
112  17.99423932 -092.81759406  17.99423932 -092.81757833 51 101
112  17.99424972 -092.81740023  17.99425555 -092.81730309
111  17.99424972 -092.81740023
112  17.99424972 -092.81740023  17.99426008 -092.81722774 51 101
111  17.99427445 -092.81700423 51 101
111  17.99427765 -092.81694044 51 101
112  17.99419462 -092.81681284  17.99410733 -092.81681061
111  17.99419462 -092.81681284
112  17.99419462 -092.81681284  17.99418052 -092.81681248 51 101
112  17.99412646 -092.81680950  17.99409630 -092.81680773
111  17.99412646 -092.81680950
112  17.99412646 -092.81680950  17.99411843 -092.81680903 51 101
112  17.99410111 -092.81680797  17.99409226 -092.81680743
111  17.99410111 -092.81680797
112  17.99410111 -092.81680797  17.99406663 -092.81680585 51 101
112  17.99398441 -092.81680033  17.99394240 -092.81679747
111  17.99398441 -092.81680033
112  17.99398441 -092.81680033  17.99395902 -092.81679860 51 101
112  17.99390717 -092.81679498  17.99388135 -092.81679316
111  17.99390717 -092.81679498
112  17.99390717 -092.81679498  17.99385810 -092.81679153 51 101
112  17.99376829 -092.81678504  17.99372676 -092.81678202
111  17.99376829 -092.81678504
112  17.99376829 -092.81678504  17.99369608 -092.81677979 51 101
111  17.99364428 -092.81677591 51 101
112  17.99345651 -092.81660841  17.99346471 -092.81649268
111  17.99345651 -092.81660841
112  17.99345651 -092.81660841  17.99346213 -092.81652906 51 101
112  17.99348507 -092.81609281  17.99349359 -092.81592923
111  17.99348507 -092.81609281
112  17.99348507 -092.81609281  17.99348898 -092.81601782 51 101
111  17.99349164 -092.81596575 51 101
116  17.99333764 -092.81587599  17.99318308 -092.81588214
120 Linear Feature 152
111  17.99642754 -092.81598643 51 101
111  17.99675946 -092.81546280 51 101
112  17.99699744 -092.81475045  17.99701895 -092.81436110 51 101
115  17.99701895 -092.81436110
21  17.99688736 -092.82465511 2 86.5500 3.00 08  PAPI-4L
21  17.99682068 -092.80955653 2 266.5600 3.00 26  PAPI-4L
14  17.99322586 -092.81804315  82.02 0 New Tower Viewpoint 1
1300  17.99366852 -092.81711014 267.80 tie_down props FBO Stand 02
1301 A general_aviation 
1300  17.99364397 -092.81753162 267.80 tie_down props FBO Stand 07
1301 A general_aviation 
1300  17.99381408 -092.81698889  87.11 tie_down props FBO Stand 03
1301 A general_aviation 
1300  17.99378628 -092.81744498  85.37 tie_down props FBO Stand 06
1301 A general_aviation 
1300  17.99401329 -092.81713234 266.82 tie_down jets|turboprops|props FBO Stand 04
1301 B general_aviation 
1300  17.99398715 -092.81755835 266.82 misc props FBO Stand 05
1301 A general_aviation 
1300  17.99359148 -092.81635475  87.51 tie_down props FBO Stand 01
1301 A general_aviation 
1300  17.99291307 -092.81688787   0.00 hangar props Hangar 03
1301 A general_aviation 
1300  17.99355857 -092.81806373 -182.96 gate jets|turboprops|props Terminal Gate 01
1301 C airline 
1300  17.99351039 -092.81845823 -182.96 gate jets|turboprops|props Terminal Gate 02
1301 C airline 
1300  17.99348950 -092.81887210 -182.96 gate jets|turboprops|props Terminal Gate 03
1301 C airline 
1300  17.99346033 -092.81926707 -182.96 gate jets|turboprops|props Terminal Gate 04
1301 C airline 
1300  17.99344081 -092.81967824 -182.96 gate jets|turboprops|props Terminal Gate 05
1301 C airline 
1300  17.99341330 -092.82010655 -182.96 gate jets|turboprops|props Terminal Gate 06
1301 C airline 
1300  17.99333511 -092.82105225 -182.96 gate jets|turboprops|props Remote Position 03
1301 C airline 
1300  17.99334680 -092.82084902 -182.96 gate jets|turboprops|props Remote Position 02A
1301 D airline 
1300  17.99338849 -092.82066870 -182.96 gate jets|turboprops|props Remote Position 01
1301 C airline 
1300  17.99312101 -092.82038443  -2.60 hangar props Hangar 06
1301 A airline 
