I
1050 Generated by WorldEditor

1     20 1 0 PAJN Juneau Intl
111  58.36091583 -134.58715655
111  58.36058318 -134.58714486
111  58.36058230 -134.58744848
111  58.36056847 -134.58745067
111  58.36055869 -134.58740127
111  58.36055875 -134.58735766
111  58.36054161 -134.58735494
111  58.36053925 -134.58739563
111  58.36036645 -134.58739430
111  58.36036645 -134.58765198
111  58.36031140 -134.58765862
111  58.36031279 -134.58768519
111  58.36015077 -134.58769416
111  58.36015184 -134.58767722
111  58.36016090 -134.58767722
111  58.36015950 -134.58763737
111  58.36015184 -134.58763472
111  58.36014897 -134.58742160
111  58.35986737 -134.58742050
111  58.35986622 -134.58738866
111  58.35968703 -134.58739262
111  58.35968535 -134.58742959
111  58.35918276 -134.58744394
111  58.35901337 -134.58742933
111  58.35901490 -134.58749069
111  58.35900800 -134.58749508
111  58.35904556 -134.58782089
111  58.35909418 -134.58819753
111  58.35913852 -134.58822893
111  58.35940415 -134.58821779
111  58.35945524 -134.58821564
111  58.35945334 -134.58820478
111  58.35963768 -134.58819391
111  58.35963808 -134.58831950
111  58.35963817 -134.58834724
111  58.35963821 -134.58835941
111  58.35945426 -134.58837256
111  58.35945656 -134.58866185
111  58.35945844 -134.58898103
111  58.35919819 -134.58897033
111  58.35919569 -134.58909847
111  58.35927150 -134.58919049
111  58.35928794 -134.58919117
111  58.35928973 -134.58922457
111  58.35928079 -134.58922729
111  58.35928151 -134.58928523
111  58.35928902 -134.58928455
111  58.35928706 -134.58938741
111  58.35947786 -134.58939236
111  58.35947656 -134.58943607
111  58.35951506 -134.58943937
111  58.35951420 -134.58938989
111  58.35954362 -134.58938989
111  58.35957693 -134.58940638
111  58.35965221 -134.58940556
111  58.35965221 -134.58941758
111  58.35965032 -134.58950694
111  58.35970732 -134.58950694
111  58.35970669 -134.58949607
111  58.35989153 -134.58950241
111  58.36006220 -134.58950141
111  58.36010774 -134.58949742
111  58.36010801 -134.58841771
112  58.36010357 -134.58836941  58.36009912 -134.58834757
111  58.36009091 -134.58834043
112  58.36009154 -134.58825228  58.36009281 -134.58822316
111  58.36010104 -134.58817862
111  58.36064136 -134.58817620
111  58.36064770 -134.58851552
111  58.36049187 -134.58851793
111  58.36048997 -134.58847808
111  58.36046525 -134.58847916
111  58.36046525 -134.58883244
111  58.36044902 -134.58883843
111  58.36044902 -134.58886637
111  58.36042075 -134.58893124
111  58.36022025 -134.58892824
111  58.36019355 -134.58902006
111  58.36019512 -134.58948211
111  58.36028454 -134.58952209
111  58.36029468 -134.58958971
111  58.36073337 -134.58961593
111  58.36073097 -134.58935113
111  58.36083751 -134.58935551
111  58.36083597 -134.58969157
111  58.36083214 -134.59009045
111  58.36078217 -134.59072694
112  58.36074153 -134.59119719  58.36071264 -134.59137126
111  58.36056825 -134.59155845
112  58.36041705 -134.59175238  58.36036021 -134.59185540
111  58.36026724 -134.59218274
112  58.36015994 -134.59260380  58.36010776 -134.59284359
111  58.36005399 -134.59312426
112  58.36000735 -134.59334562  58.35997194 -134.59348061
111  58.35993168 -134.59351164
111  58.35986314 -134.59352978
111  58.35986219 -134.59363774
111  58.35971704 -134.59365317
111  58.35967230 -134.59365498
111  58.35967597 -134.59396688
111  58.35963304 -134.59396788
111  58.35962728 -134.59400380
111  58.35946395 -134.59399881
111  58.35945191 -134.59370542
111  58.35948908 -134.59369744
112  58.35946709 -134.59354875  58.35943718 -134.59348566
111  58.35940041 -134.59349069
112  58.35935901 -134.59357415  58.35933610 -134.59364087
111  58.35932790 -134.59370297
111  58.35925565 -134.59378050
111  58.35923488 -134.59382174
111  58.35921498 -134.59386380
111  58.35920200 -134.59388854
112  58.35916243 -134.59399866  58.35913888 -134.59407266
111  58.35912128 -134.59416322
112  58.35907054 -134.59432337  58.35905590 -134.59435491
112  58.35900035 -134.59441349  58.35896662 -134.59444261
111  58.35893355 -134.59445960
111  58.35894449 -134.59450131
112  58.35883479 -134.59461751  58.35881088 -134.59464941
111  58.35881348 -134.59468777
112  58.35890754 -134.59533311  58.35897519 -134.59580006
111  58.35896988 -134.59602857
112  58.35883345 -134.59681022  58.35869099 -134.59714236
111  58.35857132 -134.59721785
111  58.35835441 -134.59735227
112  58.35826193 -134.59746501  58.35822805 -134.59754868
111  58.35824475 -134.59766330
111  58.35835588 -134.59847637
114  58.35834186 -134.59860538  58.35832646 -134.59865675
111  58.35163402 -134.55402315
111  58.35202657 -134.55382295
111  58.35826991 -134.59857062
113  58.35787428 -134.59876990
112  58.35820498 -134.59661785  58.35832272 -134.59668727
111  58.35847011 -134.59650321
112  58.35859294 -134.59598975  58.35857600 -134.59570718
111  58.35851916 -134.59522863
111  58.35839616 -134.59419680
111  58.35744568 -134.58734542
112  58.35734149 -134.58695953  58.35726460 -134.58680351
111  58.35713117 -134.58691916
112  58.35691290 -134.58726901  58.35681120 -134.58754086
111  58.35686329 -134.58797582
113  58.35804619 -134.59640276
112  58.35664372 -134.58528767  58.35679450 -134.58535871
111  58.35690292 -134.58533772
111  58.35699779 -134.58532804
112  58.35709944 -134.58524569  58.35714349 -134.58516173
111  58.35712400 -134.58499543
111  58.35656124 -134.58103830
111  58.35653043 -134.58105298
112  58.35642088 -134.58076440  58.35635631 -134.58065695
111  58.35625322 -134.58063906
112  58.35602822 -134.58078640  58.35591036 -134.58097395
111  58.35593555 -134.58132356
113  58.35642237 -134.58478974
112  58.35608797 -134.58005819  58.35639238 -134.57989273
111  58.35632887 -134.57929707
111  58.35552268 -134.57356759
112  58.35520122 -134.57310406  58.35497969 -134.57308676
111  58.35491276 -134.57329374
112  58.35486026 -134.57342851  58.35484908 -134.57347468
111  58.35485746 -134.57355660
113  58.35570564 -134.57964835
112  58.35469086 -134.57207735  58.35474314 -134.57217893
111  58.35484973 -134.57224144
112  58.35510392 -134.57233717  58.35516439 -134.57233717
112  58.35526586 -134.57225317  58.35530890 -134.57217503
111  58.35531710 -134.57207344
111  58.35468661 -134.56755514
112  58.35459810 -134.56715556  58.35452712 -134.56695736
111  58.35435584 -134.56704013
112  58.35424316 -134.56709356  58.35416770 -134.56713613
111  58.35412103 -134.56721949
112  58.35403344 -134.56746634  58.35401881 -134.56757055
111  58.35403898 -134.56769730
113  58.35460495 -134.57177796
112  58.35404089 -134.56647521  58.35419091 -134.56647343
111  58.35427104 -134.56641483
112  58.35442851 -134.56616620  58.35447416 -134.56597263
111  58.35444621 -134.56583411
111  58.35315067 -134.55655032
112  58.35306401 -134.55619337  58.35299226 -134.55601757
112  58.35283200 -134.55608860  58.35278650 -134.55610202
111  58.35268664 -134.55617029
112  58.35252778 -134.55644643  58.35248576 -134.55664568
111  58.35253351 -134.55690510
113  58.35382689 -134.56619053
112  58.35889731 -134.59424908  58.35904038 -134.59417731
111  58.35902750 -134.59389560
111  58.35893430 -134.59321845
111  58.35860556 -134.59087197
111  58.35853458 -134.59078275
111  58.35852738 -134.59074550
112  58.35839212 -134.59063374  58.35829741 -134.59069476
111  58.35833709 -134.59089452
111  58.35828875 -134.59089746
113  58.35869443 -134.59395602
111  58.35814772 -134.58992561
111  58.35816955 -134.58991126
112  58.35831111 -134.59005049  58.35840298 -134.59000886
111  58.35840072 -134.58977490
111  58.35844063 -134.58968226
111  58.35842009 -134.58954264
111  58.35814368 -134.58753269
111  58.35811206 -134.58747671
111  58.35802621 -134.58696717
112  58.35785905 -134.58680690  58.35771561 -134.58689305
113  58.35776116 -134.58713510
112  58.35767357 -134.58535196  58.35782622 -134.58534021
111  58.35783855 -134.58515232
111  58.35759416 -134.58347430
112  58.35739708 -134.58339551  58.35726679 -134.58352732
111  58.35728711 -134.58372965
113  58.35748173 -134.58512163
112  58.35726766 -134.58261650  58.35738527 -134.58259515
111  58.35739461 -134.58242790
111  58.35739399 -134.58230216
111  58.35757134 -134.58230691
111  58.35756076 -134.58222624
111  58.35731173 -134.58022504
112  58.35726986 -134.58007299  58.35724617 -134.58002263
111  58.35721385 -134.58000937
111  58.35694518 -134.58015142
112  58.35685415 -134.58029160  58.35681132 -134.58039407
111  58.35683666 -134.58049747
113  58.35711506 -134.58246715
112  58.35675179 -134.57970083  58.35678533 -134.57974519
111  58.35688322 -134.57975433
111  58.35707352 -134.57966169
112  58.35718716 -134.57955730  58.35722481 -134.57948162
111  58.35718784 -134.57932896
111  58.35703420 -134.57938983
111  58.35698616 -134.57936903
111  58.35632272 -134.57443753
111  58.35632950 -134.57440883
111  58.35629938 -134.57415048
111  58.35633853 -134.57402848
112  58.35620224 -134.57403853  58.35608755 -134.57405617
111  58.35603808 -134.57410887
112  58.35600526 -134.57422621  58.35598263 -134.57432914
111  58.35598480 -134.57437516
113  58.35670226 -134.57951790
111  58.35720041 -134.57713022
111  58.35722437 -134.57724895
112  58.35725097 -134.57723904  58.35726828 -134.57721993
111  58.35727229 -134.57719807
111  58.35725175 -134.57710412
111  58.35728940 -134.57708194
111  58.35729830 -134.57715631
112  58.35732044 -134.57718719  58.35733828 -134.57717338
111  58.35732797 -134.57714152
111  58.35731747 -134.57706759
111  58.35693488 -134.57434731
112  58.35692972 -134.57415979  58.35693575 -134.57407655
111  58.35696436 -134.57399617
111  58.35691090 -134.57399043
111  58.35687852 -134.57399186
112  58.35682129 -134.57406363  58.35678966 -134.57412391
111  58.35678891 -134.57418419
113  58.35681451 -134.57440810
111  58.35765627 -134.57917558
111  58.35744034 -134.57762816
111  58.35730185 -134.57770284
113  58.35751922 -134.57924689
111  58.35785859 -134.57907147
111  58.35797681 -134.57901405
111  58.35776597 -134.57750696
111  58.35764775 -134.57756581
111  58.35782122 -134.57880485
111  58.35780537 -134.57881516
111  58.35783551 -134.57902508
113  58.35785020 -134.57901697
111  58.35797906 -134.57869528
111  58.35799148 -134.57876988
112  58.35803797 -134.57876123  58.35807023 -134.57874162
111  58.35807631 -134.57871221
111  58.35806836 -134.57864626
111  58.35809688 -134.57863022
111  58.35788786 -134.57711757
113  58.35776588 -134.57718637
111  58.35954275 -134.59318080
111  58.35967174 -134.59312826
111  58.35949425 -134.59179167
113  58.35936415 -134.59185682
111  58.35973987 -134.59318032
111  58.35986660 -134.59312980
111  58.35953783 -134.59067528
113  58.35940253 -134.59074214
111  58.35997648 -134.59223886
111  58.36008309 -134.59218329
111  58.36005259 -134.59195941
111  58.36005044 -134.59194358
111  58.35998912 -134.59143980
111  58.35998379 -134.59141386
111  58.35994065 -134.59110951
111  58.35993725 -134.59108553
111  58.35989354 -134.59077718
111  58.35988949 -134.59074857
111  58.35984644 -134.59044485
111  58.35984346 -134.59042386
111  58.35989904 -134.59039086
111  58.35985348 -134.59005218
111  58.35985075 -134.59002960
111  58.35967946 -134.59011297
111  58.35968310 -134.59014076
111  58.35972684 -134.59045860
111  58.35973048 -134.59048986
111  58.35977148 -134.59079554
111  58.35977786 -134.59082507
111  58.35981795 -134.59113075
111  58.35982159 -134.59115160
111  58.35986351 -134.59145728
111  58.35986624 -134.59147986
111  58.35993184 -134.59198181
111  58.35993366 -134.59199570
113  58.35996191 -134.59222670
111  58.36025167 -134.59150486
111  58.36038470 -134.59143713
111  58.36020065 -134.59009628
113  58.36006671 -134.59016401
111  58.36057148 -134.59123913
111  58.36061977 -134.59121655
111  58.36061157 -134.59116097
111  58.36065257 -134.59114187
111  58.36051043 -134.59010322
111  58.36046943 -134.59012233
111  58.36046396 -134.59007369
113  58.36041294 -134.59009801
111  58.36065228 -134.59026354
111  58.36068340 -134.59048140
112  58.36071904 -134.59055797  58.36074167 -134.59055797
111  58.36074733 -134.59049865
111  58.36077165 -134.59021717
111  58.36078693 -134.59001873
112  58.36077674 -134.58996912  58.36076090 -134.58996481
111  58.36075921 -134.58998530
111  58.36073545 -134.58999500
113  58.36062456 -134.59004569
111  58.35914137 -134.59189019
111  58.35918511 -134.59190756
111  58.35924342 -134.59187282
111  58.35919422 -134.59155325
113  58.35910584 -134.59160188
111  58.35926927 -134.59185622
111  58.35935826 -134.59179690
111  58.35931407 -134.59148966
113  58.35922135 -134.59153948
112  58.35945098 -134.59173759  58.35948085 -134.59171505
111  58.35946218 -134.59160947
111  58.35943293 -134.59143035
111  58.35934270 -134.59148136
113  58.35938253 -134.59176725
111  58.35942360 -134.59132714
111  58.35936821 -134.59095228
111  58.35927487 -134.59100329
113  58.35932776 -134.59137341
111  58.35920583 -134.59143333
111  58.35929968 -134.59138469
111  58.35924865 -134.59101475
113  58.35915481 -134.59106339
111  58.35908940 -134.59149841
111  58.35917634 -134.59144752
111  58.35912774 -134.59106910
111  58.35903875 -134.59112129
113  58.35905828 -134.59126672
111  58.35926122 -134.59089555
111  58.35935432 -134.59085118
111  58.35931393 -134.59051974
113  58.35921262 -134.59056019
111  58.35914485 -134.59095687
111  58.35923453 -134.59091251
111  58.35918113 -134.59052757
113  58.35908872 -134.59058237
111  58.35902437 -134.59101951
111  58.35911815 -134.59097123
111  58.35906750 -134.59059411
113  58.35897235 -134.59064892
111  58.35918749 -134.59033165
112  58.35924593 -134.59032185  58.35927398 -134.59027194
111  58.35927211 -134.59020153
111  58.35927351 -134.58996623
112  58.35921086 -134.58997069  58.35916271 -134.58998138
113  58.35913793 -134.59000990
112  58.35934826 -134.59057149  58.35934953 -134.59060714
112  58.35935467 -134.59068076  58.35937039 -134.59070345
111  58.35939118 -134.59069636
112  58.35942935 -134.59068301  58.35944805 -134.59067490
111  58.35945970 -134.59067627
111  58.35941904 -134.59042221
113  58.35933395 -134.59046957
130 Airport Boundary 86
111  58.35905228 -134.60253883
111  58.35671929 -134.60073936
111  58.35588608 -134.60151560
111  58.35173856 -134.59375315
111  58.35046097 -134.58584957
111  58.35182351 -134.58134044
111  58.35160186 -134.57376458
111  58.35333181 -134.56928025
111  58.35054436 -134.54972689
111  58.35189262 -134.54904969
111  58.35231069 -134.55191784
111  58.35288553 -134.55161908
111  58.35478773 -134.55098171
111  58.35786982 -134.55954302
111  58.35837150 -134.56607674
111  58.35837150 -134.57480187
111  58.36061860 -134.58101721
111  58.36062906 -134.58344759
111  58.36175783 -134.58607717
113  58.36073357 -134.59986293
120 Linear Feature 84
111  58.35797524 -134.58511098 20
111  58.35792879 -134.58511547 20
115  58.35791412 -134.58501001
120 Linear Feature 83
111  58.35795807 -134.58537089 22
115  58.35794464 -134.58523082
120 Linear Feature 82
111  58.35762016 -134.58219683 20
111  58.35763186 -134.58231046 20
115  58.35769847 -134.58231586
120 Linear Feature 81
111  58.35651337 -134.57406689 21
115  58.35645449 -134.57363569
120 Linear Feature 80
111  58.35693483 -134.57387787 20
111  58.35655056 -134.57388378 20
115  58.35652344 -134.57369328
120 Linear Feature 79
111  58.35657314 -134.57393484 22
111  58.35664648 -134.57393817 22
115  58.35694181 -134.57394137
120 Linear Feature 78
111  58.35728164 -134.57955642 20
111  58.35651496 -134.57408980 20
115  58.35654642 -134.57407331
120 Linear Feature 77
111  58.35728391 -134.57998430 21
115  58.35728164 -134.57955642
120 Linear Feature 76
111  58.35824521 -134.57911417 22
115  58.35735078 -134.57957909
120 Linear Feature 75
111  58.35733988 -134.57951550 20
115  58.35739988 -134.57949215
120 Linear Feature 74
111  58.35732196 -134.57939212 20
111  58.35733988 -134.57951550 20
115  58.35731252 -134.57952657
120 Linear Feature 73
111  58.35658608 -134.57414546 20
111  58.35656499 -134.57398921 20
115  58.35657372 -134.57399032
120 Linear Feature 72
111  58.35664648 -134.57393817 20
111  58.35664545 -134.57399124 20
111  58.35657372 -134.57399032 20
115  58.35657314 -134.57393484
120 Linear Feature 71
111  58.35691090 -134.57399043 20
111  58.35687852 -134.57399186 20
111  58.35664545 -134.57399124 20
112  58.35660121 -134.57403895  58.35657586 -134.57408593 20
111  58.35658608 -134.57414546 20
111  58.35732196 -134.57939212 20
112  58.35735138 -134.57947169  58.35737307 -134.57949791 20
111  58.35739988 -134.57949215 20
111  58.35824334 -134.57905772 20
111  58.35814308 -134.57825437 20
115  58.35797662 -134.57700221
120 Linear Feature 70
111  58.35856576 -134.58068321 22
111  58.35854655 -134.57987158 22
111  58.35827482 -134.57906983 22
115  58.35800444 -134.57698461
120 Linear Feature 69
111  58.35859349 -134.58067920 20
111  58.35857658 -134.57984145 20
111  58.35833148 -134.57912856 20
112  58.35829486 -134.57898088  58.35828333 -134.57890399 20
115  58.35803215 -134.57696170
120 Linear Feature 68
111  58.35733857 -134.57995067 21
115  58.35735777 -134.57963234
120 Linear Feature 67
111  58.35735078 -134.57957909 20
111  58.35735777 -134.57963234 20
111  58.35825718 -134.57916603 20
111  58.35828833 -134.57924535 20
111  58.35851816 -134.57986043 20
111  58.35852925 -134.58039651 20
115  58.35853895 -134.58103830
120 Linear Feature 66
111  58.35756076 -134.58222624 20
111  58.35731173 -134.58022504 20
111  58.35728391 -134.57998430 20
115  58.35731503 -134.57996967
120 Linear Feature 65
111  58.35757134 -134.58230691 20
111  58.35756076 -134.58222624 20
115  58.35762016 -134.58219683
120 Linear Feature 64
111  58.35843214 -134.58229986 20
111  58.35778972 -134.58231340 20
111  58.35769847 -134.58231586 20
112  58.35765191 -134.58227450  58.35762545 -134.58224057 20
111  58.35762016 -134.58219683 20
115  58.35733857 -134.57995067
120 Linear Feature 63
111  58.35771592 -134.58237258 22
115  58.35846406 -134.58236346
120 Linear Feature 62
111  58.35771572 -134.58242798 20
115  58.35771592 -134.58237258
120 Linear Feature 61
111  58.35764398 -134.58260060 20
112  58.35766130 -134.58247528  58.35768391 -134.58242485 20
111  58.35771572 -134.58242798 20
111  58.35851992 -134.58241944 20
115  58.35856730 -134.58247681
120 Linear Feature 60
111  58.35871097 -134.58306603 20
115  58.35852310 -134.58301844
120 Linear Feature 59
111  58.35871136 -134.58309152 20
115  58.35852351 -134.58304379
120 Linear Feature 58
111  58.35900144 -134.58470045 20
115  58.35899426 -134.58406596
120 Linear Feature 57
111  58.35892930 -134.58462681 20
111  58.35894240 -134.58461885 20
111  58.35892703 -134.58450535 20
115  58.35880603 -134.58410325
120 Linear Feature 56
111  58.35891774 -134.58451786 20
115  58.35878758 -134.58410288
120 Linear Feature 55
111  58.35768384 -134.58337616 21
115  58.35764398 -134.58260060
120 Linear Feature 54
111  58.35761741 -134.58336033 21
115  58.35757134 -134.58230691
120 Linear Feature 53
111  58.35818076 -134.58736793 20
115  58.35815616 -134.58738163
120 Linear Feature 53
111  58.35810180 -134.58698641 20
115  58.35806846 -134.58699709
120 Linear Feature 52
111  58.35791412 -134.58501001 20
115  58.35788470 -134.58502284
120 Linear Feature 51
111  58.35788463 -134.58525375 20
115  58.35762415 -134.58339099
120 Linear Feature 50
111  58.35814552 -134.58709806 21
111  58.35811149 -134.58678671 21
115  58.35795807 -134.58537089
120 Linear Feature 49
111  58.35806334 -134.58694836 21
115  58.35788463 -134.58525375
120 Linear Feature 48
111  58.35901337 -134.58742933 20
111  58.35896989 -134.58744374 20
111  58.35891560 -134.58736470 20
115  58.35890032 -134.58730666
120 Linear Feature 47
111  58.35945898 -134.58442909 22
111  58.36068650 -134.58442727 22
111  58.36104570 -134.58526105 22
111  58.36104782 -134.58611229 22
111  58.36095485 -134.58679032 22
112  58.36093301 -134.58683463  58.36091767 -134.58685900 22
111  58.36090273 -134.58686954 22
115  58.35926340 -134.58688613
120 Linear Feature 46
111  58.35803224 -134.58516730 22
115  58.35897304 -134.58516417
120 Linear Feature 45
111  58.35827130 -134.58758381 22
111  58.35890032 -134.58730666 22
111  58.35902819 -134.58706292 22
115  58.35903086 -134.58473467
120 Linear Feature 44
111  58.35818076 -134.58736793 20
115  58.35815616 -134.58738163
120 Linear Feature 43
111  58.35912654 -134.58993213 22
115  58.35862063 -134.59020386
120 Linear Feature 42
111  58.35847748 -134.58950949 20
115  58.35842471 -134.58953591
120 Linear Feature 41
111  58.35854927 -134.59001119 20
115  58.35852290 -134.59002417
120 Linear Feature 40
111  58.35863623 -134.59084191 20
115  58.35860353 -134.59086043
120 Linear Feature 39
111  58.35895640 -134.59314276 20
115  58.35898524 -134.59312757
120 Linear Feature 38
111  58.35865126 -134.59013215 20
115  58.35857839 -134.59017079
120 Linear Feature 37
111  58.35864343 -134.59025499 20
115  58.35858945 -134.59028396
120 Linear Feature 36
111  58.35852791 -134.58740653 20
111  58.35828236 -134.58751419 20
112  58.35822468 -134.58750563  58.35820122 -134.58748314 20
111  58.35819240 -134.58743450 20
111  58.35818076 -134.58736793 20
115  58.35815694 -134.58718536
120 Linear Feature 35
111  58.35803248 -134.58522958 20
115  58.35803224 -134.58516730
120 Linear Feature 34
111  58.35800974 -134.58523032 20
115  58.35794464 -134.58523082
120 Linear Feature 33
111  58.35795807 -134.58537089 20
112  58.35797235 -134.58528208  58.35798746 -134.58523886 20
111  58.35800974 -134.58523032 20
111  58.35803248 -134.58522958 20
111  58.35893935 -134.58522081 20
112  58.35898353 -134.58527207  58.35899692 -134.58530647 20
111  58.35899890 -134.58534774 20
115  58.35899664 -134.58657890
120 Linear Feature 31
111  58.36024951 -134.58613102 20
111  58.36026073 -134.58612895 20
115  58.36026946 -134.58451337
120 Linear Feature 30
111  58.35989405 -134.58612628 20
111  58.35990812 -134.58612642 20
111  58.35991672 -134.58451338 20
115  58.36011827 -134.58451841
120 Linear Feature 29
111  58.35953447 -134.58612661 20
111  58.35954727 -134.58612641 20
111  58.35955786 -134.58450844 20
115  58.35976282 -134.58451367
120 Linear Feature 28
111  58.35918529 -134.58511558 20
115  58.35918264 -134.58459667
120 Linear Feature 27
111  58.35940680 -134.58451173 20
111  58.35928881 -134.58451245 20
111  58.35919933 -134.58461332 20
111  58.35919597 -134.58596040 20
115  58.35918205 -134.58596323
120 Linear Feature 26
111  58.35940180 -134.58437207 20
111  58.35926571 -134.58437423 20
111  58.35900144 -134.58470045 20
111  58.35900010 -134.58497451 20
112  58.35898340 -134.58505107  58.35896608 -134.58509508 20
111  58.35893858 -134.58510100 20
111  58.35797524 -134.58511098 20
112  58.35793769 -134.58508555  58.35792276 -134.58506164 20
111  58.35791412 -134.58501001 20
115  58.35768343 -134.58337298
120 Linear Feature 25
111  58.36119850 -134.58599476 20
111  58.36109162 -134.58600041 20
111  58.36109303 -134.58520556 20
115  58.36118465 -134.58517907
120 Linear Feature 24
111  58.36098644 -134.58633613 20
111  58.36093399 -134.58671753 20
112  58.36091014 -134.58678574  58.36089234 -134.58681234 20
111  58.36087038 -134.58681454 20
111  58.35913684 -134.58683348 20
112  58.35907719 -134.58679955  58.35905458 -134.58675920 20
111  58.35905410 -134.58667026 20
111  58.35905756 -134.58474247 20
111  58.35918264 -134.58459667 20
111  58.35928606 -134.58448112 20
111  58.35940377 -134.58448105 20
111  58.35940180 -134.58437207 20
115  58.35940115 -134.58420046
120 Linear Feature 23
111  58.35941818 -134.58419864 20
111  58.35942093 -134.58437312 20
111  58.35942140 -134.58448277 20
111  58.36055123 -134.58448683 20
111  58.36067519 -134.58449354 20
111  58.36101607 -134.58527495 20
115  58.36101684 -134.58571567
120 Linear Feature 22
111  58.36119929 -134.58602509 20
111  58.36107861 -134.58602458 20
111  58.36107861 -134.58523486 20
111  58.36069438 -134.58436164 20
115  58.35942093 -134.58437312
120 Linear Feature 85
111  58.35968703 -134.58739262 20
115  58.35968571 -134.58693806
120 Linear Feature 21
111  58.35912135 -134.58987789 20
111  58.35865126 -134.59013215 20
112  58.35858227 -134.59011123  58.35855473 -134.59008438 20
111  58.35854927 -134.59001119 20
111  58.35847748 -134.58950949 20
111  58.35824677 -134.58783157 20
112  58.35825616 -134.58768345  58.35828196 -134.58763376 20
111  58.35832375 -134.58762489 20
111  58.35891560 -134.58736470 20
111  58.35914239 -134.58694313 20
111  58.35968571 -134.58693806 20
111  58.36090013 -134.58692672 20
112  58.36096048 -134.58685419  58.36098165 -134.58681081 20
111  58.36099109 -134.58676248 20
111  58.36107547 -134.58613886 20
115  58.36119811 -134.58613947
120 Linear Feature 20
111  58.35923488 -134.59382174 22
111  58.35919939 -134.59373215 22
111  58.35896063 -134.59318707 22
111  58.35895640 -134.59314276 22
111  58.35878541 -134.59189154 22
111  58.35863623 -134.59084191 22
111  58.35852290 -134.59002417 22
111  58.35815616 -134.58738163 22
111  58.35810180 -134.58698641 22
111  58.35791695 -134.58526992 22
111  58.35788470 -134.58502284 22
111  58.35765597 -134.58336890 22
111  58.35760262 -134.58232076 22
111  58.35745256 -134.58109855 22
111  58.35736392 -134.58041126 22
111  58.35731503 -134.57996967 22
111  58.35731969 -134.57963238 22
111  58.35731252 -134.57952657 22
111  58.35668688 -134.57510100 22
111  58.35654642 -134.57407331 22
115  58.35648861 -134.57365564
120 Linear Feature 19
111  58.35845880 -134.58978608 20
111  58.35842471 -134.58953591 20
111  58.35814368 -134.58753269 20
111  58.35806846 -134.58699709 20
115  58.35806334 -134.58694836
120 Linear Feature 18
111  58.35858361 -134.59070442 21
111  58.35852078 -134.59024895 21
115  58.35845880 -134.58978608
120 Linear Feature 17
111  58.35893430 -134.59321845 20
111  58.35860556 -134.59087197 20
111  58.35860353 -134.59086043 20
115  58.35858361 -134.59070442
120 Linear Feature 16
111  58.35899301 -134.59318398 20
111  58.35898524 -134.59312757 20
111  58.35877280 -134.59158778 20
111  58.35860735 -134.59043105 20
112  58.35860976 -134.59032009  58.35862034 -134.59027424 20
111  58.35864343 -134.59025499 20
115  58.35913363 -134.58999273
120 Linear Feature 15
111  58.35946736 -134.59347168 20
115  58.35989389 -134.59325546
120 Linear Feature 14
111  58.35913925 -134.59351278 20
111  58.35935955 -134.59341629 20
115  58.35990889 -134.59312858
120 Linear Feature 13
111  58.35925565 -134.59378050 21
111  58.35913925 -134.59351278 21
115  58.35899301 -134.59318398
120 Linear Feature 12
111  58.35921498 -134.59386380 21
115  58.35893430 -134.59321845
120 Linear Feature 11
111  58.35896113 -134.59131336 1
111  58.35893612 -134.59132528 1
115  58.35891159 -134.59133812
120 Linear Feature 10
111  58.35894526 -134.59139405 1
115  58.35893612 -134.59132528
120 Linear Feature 9
111  58.35905828 -134.59126672 1
111  58.35904339 -134.59127576 1
115  58.35901694 -134.59128952
120 Linear Feature 8
111  58.35905253 -134.59133812 1
115  58.35904339 -134.59127576
120 Linear Feature 7
111  58.35864871 -134.58802770 20
111  58.35876909 -134.58823406 20
111  58.35913852 -134.58822893 20
111  58.35940415 -134.58821779 20
111  58.35945711 -134.58831728 20
115  58.35963808 -134.58831950
120 Linear Feature 6
111  58.35865979 -134.58839100 20
111  58.35874290 -134.58823184 20
115  58.35865523 -134.58808087
120 Linear Feature 5
111  58.35889299 -134.58839543 20
111  58.35892334 -134.58826180 20
111  58.35874872 -134.58826846 20
115  58.35867460 -134.58839986
120 Linear Feature 4
111  58.35911767 -134.58839838 20
111  58.35915501 -134.58825958 20
111  58.35894022 -134.58826180 20
115  58.35890780 -134.58840429
120 Linear Feature 3
111  58.35963817 -134.58834724 20
111  58.35944838 -134.58834724 20
111  58.35939948 -134.58825071 20
111  58.35917829 -134.58825404 20
115  58.35913480 -134.58840281
120 Linear Feature 2
112  58.35865523 -134.58808087  58.35864981 -134.58789774
111  58.35865523 -134.58808087
112  58.35865523 -134.58808087  58.35865462 -134.58806015 20
112  58.35864871 -134.58802770  58.35864512 -134.58801290
111  58.35864871 -134.58802770
112  58.35864871 -134.58802770  58.35862051 -134.58791163 20
112  58.35852198 -134.58810302  58.35853091 -134.58823531
111  58.35852198 -134.58810302
114  58.35852198 -134.58810302  58.35853205 -134.58825218 20
120 Linear Feature 1
112  58.35862966 -134.58863320  58.35870552 -134.58868966
111  58.35862966 -134.58863320
112  58.35862966 -134.58863320  58.35871101 -134.58869375 20
112  58.35867460 -134.58839986  58.35859867 -134.58834226
111  58.35867460 -134.58839986
112  58.35867460 -134.58839986  58.35866863 -134.58839726 20
112  58.35865979 -134.58839100  58.35865435 -134.58839060
111  58.35865979 -134.58839100
114  58.35865979 -134.58839100  58.35858075 -134.58838398 20
