A
1050 Generated by WorldEditor 1.6.0b1

1     18 1 0 KOQU QUONSET STATE
111  41.60189262 -071.41886876
112  41.60181748 -071.41881182  41.60176489 -071.41878502
111  41.60165741 -071.41877860
111  41.60110343 -071.41878269
111  41.60065652 -071.41878598
111  41.60077672 -071.41855399
111  41.60048600 -071.41828271
111  41.60122586 -071.41837495
111  41.60122794 -071.41829680
112  41.60138136 -071.41822562  41.60143667 -071.41815026
111  41.60144502 -071.41807629
111  41.60145024 -071.41787672
112  41.60140640 -071.41767854  41.60135840 -071.41759341
111  41.60140640 -071.41767854
112  41.60140640 -071.41767854  41.60136988 -071.41760736
111  41.60126447 -071.41752084
111  41.60041992 -071.41673612
112  41.60029368 -071.41668066  41.60021794 -071.41667824
111  41.60014400 -071.41678677
111  41.60010781 -071.41675285
111  41.59996276 -071.41661690
111  41.59719094 -071.41401897
111  41.59725406 -071.41390081
111  41.59460274 -071.41142842
111  41.59461536 -071.41140672
111  41.59387057 -071.41071466
112  41.59382187 -071.41072190  41.59380564 -071.41072190
111  41.59378941 -071.41070984
111  41.59369564 -071.41066885
112  41.59364334 -071.41064232  41.59362711 -071.41063750
111  41.59359104 -071.41065438
111  41.59333496 -071.41072431
111  41.59330070 -071.41067849
111  41.59308985 -071.41087377
111  41.59290756 -071.41104260
111  41.59420058 -071.41225309
111  41.59417720 -071.41229686
111  41.59415176 -071.41234451
111  41.59411372 -071.41241572
111  41.59335737 -071.41170350
111  41.59327884 -071.41162954
111  41.59284803 -071.41122766
112  41.59280294 -071.41119082  41.59277539 -071.41117742
111  41.59274158 -071.41119584
111  41.59165261 -071.41218456
111  41.59152364 -071.41230166
111  41.59068522 -071.41306290
112  41.59064264 -071.41316336  41.59064014 -071.41322365
111  41.59066143 -071.41325546
111  41.59117739 -071.41373101
111  41.59110977 -071.41387669
111  41.59064108 -071.41343899
111  41.59054496 -071.41334923
112  41.59047983 -071.41330904  41.59044101 -071.41329899
111  41.59038340 -071.41334086
111  41.58954057 -071.41410943
112  41.58926505 -071.41442589  41.58914859 -071.41459836
111  41.58904339 -071.41483278
111  41.58905967 -071.41493659
111  41.58921075 -071.41506010
111  41.58916860 -071.41519837
111  41.58899330 -071.41504040
111  41.58865011 -071.41618386
111  41.58857703 -071.41642738
111  41.58860747 -071.41645741
112  41.58857920 -071.41647389  41.58855673 -071.41649036
111  41.58854949 -071.41653300
111  41.58850963 -071.41677234
111  41.58842813 -071.41645517
111  41.58913195 -071.41410095
111  41.58946508 -071.41379620
112  41.58957904 -071.41379285  41.58962914 -071.41378280
111  41.58974686 -071.41370746
111  41.59028036 -071.41322856
112  41.59030541 -071.41316159  41.59030666 -071.41311303
111  41.59029664 -071.41311303
111  41.59026032 -071.41307786
111  41.59036552 -071.41297572
111  41.59041311 -071.41301926
112  41.59045694 -071.41303600  41.59049201 -071.41303600
111  41.59050578 -071.41301758
111  41.59144637 -071.41215682
111  41.59156352 -071.41204961 102
111  41.59202431 -071.41162793 102
112  41.59207823 -071.41154304  41.59208866 -071.41148955 102
111  41.59205689 -071.41143631 102
112  41.59196430 -071.41135698  41.59190864 -071.41133489
111  41.59196430 -071.41135698
112  41.59196430 -071.41135698  41.59189472 -071.41133373 102
111  41.59182602 -071.41139187 102
111  41.58930454 -071.41370908 102
112  41.58909264 -071.41383567  41.58898895 -071.41384571 102
111  41.58889277 -071.41371109 102
111  41.58881116 -071.41355724 102
111  41.58867246 -071.41329574
111  41.58856627 -071.41307738 1
111  41.58843187 -071.41282045 1
111  41.58831277 -071.41259530
111  41.58822702 -071.41243318
111  41.58845005 -071.41222971
111  41.59196654 -071.40902169
112  41.59202610 -071.40899758  41.59206091 -071.40899982
111  41.59208607 -071.40900262
111  41.59210201 -071.40898132
111  41.58955442 -071.40660612
112  41.58945214 -071.40650565  41.58942292 -071.40646937
111  41.58936865 -071.40636333
112  41.58934465 -071.40631170  41.58933317 -071.40629495
111  41.58932691 -071.40628240
111  41.58913697 -071.40610239
111  41.58915053 -071.40606611
111  41.58906600 -071.40597960
111  41.58913279 -071.40585262
112  41.58913279 -071.40582332  41.58912757 -071.40581356
111  41.58911401 -071.40579542
111  41.58898773 -071.40568239
112  41.58895746 -071.40565588  41.58894494 -071.40564890
111  41.58893346 -071.40563216
112  41.58891467 -071.40559588  41.58890841 -071.40558890
111  41.58890319 -071.40558332
111  41.58891050 -071.40557076
112  41.58895433 -071.40555960  41.58896685 -071.40555402
111  41.58899086 -071.40550518
111  41.58901486 -071.40553309
112  41.58898981 -071.40560007  41.58898773 -071.40563635
111  41.58900964 -071.40565309
111  41.58913854 -071.40576962
111  41.58915838 -071.40578167
111  41.58917858 -071.40577010
111  41.58922272 -071.40569719
112  41.58925648 -071.40571802  41.58927207 -071.40572496
111  41.58928505 -071.40572496
112  41.58930063 -071.40567288  41.58930842 -071.40564511
111  41.58934997 -071.40557219
111  41.58953324 -071.40523553
111  41.58956639 -071.40526533
111  41.58958713 -071.40522601
111  41.58963088 -071.40514307 53
111  41.58987566 -071.40467830
111  41.58993453 -071.40456654
111  41.58995169 -071.40458429
111  41.59014202 -071.40420758
111  41.59019915 -071.40419377
111  41.59081461 -071.40478750
111  41.59332838 -071.40478054
111  41.59354652 -071.40474928
112  41.59359067 -071.40473540  41.59360625 -071.40472845
111  41.59360625 -071.40468678
111  41.59359846 -071.40455484
111  41.59369973 -071.40455831
111  41.59369973 -071.40466248
112  41.59372311 -071.40473192  41.59373349 -071.40474581
111  41.59381140 -071.40474928
111  41.59399837 -071.40478748
111  41.59652773 -071.40478051
112  41.59660044 -071.40478051  41.59662641 -071.40478051
111  41.59665497 -071.40474579
111  41.59727043 -071.40422143
111  41.59738729 -071.40435686
111  41.59761440 -071.40481006
111  41.59772021 -071.40502119
111  41.59772489 -071.40503053
111  41.59784904 -071.40492038
111  41.59799496 -071.40479092
111  41.60118132 -071.40479090
111  41.60118392 -071.40416927
111  41.60199934 -071.40419358
111  41.60200214 -071.40840082
111  41.60219695 -071.40839733
111  41.60222738 -071.40846362
111  41.60220129 -071.40848107
111  41.60222478 -071.40854853
112  41.60213172 -071.40851945  41.60210128 -071.40851364
111  41.60199692 -071.40851480
111  41.60199171 -071.40987172
111  41.60218884 -071.40988723
111  41.60217579 -071.41031077
112  41.60209172 -071.41032821  41.60207940 -071.41032530
111  41.60199533 -071.41031174
111  41.60199691 -071.41095667
111  41.60214548 -071.41095279
111  41.60214620 -071.41085975
111  41.60224477 -071.41086072
111  41.60224622 -071.41106522
111  41.60214475 -071.41106522
111  41.60214403 -071.41100125
111  41.60199763 -071.41100610
111  41.60199384 -071.41439810
111  41.60199365 -071.41456993
113  41.60199296 -071.41519374
111  41.60118318 -071.41441224
111  41.60118193 -071.41423807
111  41.60098907 -071.41424477
111  41.60097153 -071.41427826
113  41.60116565 -071.41442731
111  41.60118068 -071.41387800
111  41.60110929 -071.41392824
111  41.60102413 -071.41407227
111  41.60104417 -071.41409404
113  41.60118569 -071.41411749
111  41.60087781 -071.41401359
111  41.60090185 -071.41403168
112  41.60098150 -071.41388095  41.60104913 -071.41377846
111  41.60118138 -071.41376841
111  41.60118218 -071.40587231
112  41.60111330 -071.40588069  41.60107448 -071.40589743
111  41.60104693 -071.40595772
111  41.59875570 -071.41116128
111  41.59889495 -071.41127089
112  41.59892790 -071.41129246  41.59893938 -071.41129246
111  41.59895294 -071.41128130
112  41.59914706 -071.41134270  41.59923785 -071.41147947
111  41.59914184 -071.41162461
112  41.59896442 -071.41168182  41.59885693 -071.41162740
111  41.59885797 -071.41148644
112  41.59885276 -071.41145155  41.59884545 -071.41143620
111  41.59883084 -071.41142225
111  41.59868786 -071.41131898
111  41.59848714 -071.41177466
112  41.59846684 -071.41185220  41.59846540 -071.41188902
111  41.59846830 -071.41190841
113  41.60082168 -071.41411210
111  41.60212100 -071.41008428
111  41.60209720 -071.41008428
111  41.60209595 -071.41023165
113  41.60212225 -071.41023333
111  41.59837245 -071.41169378
111  41.59885210 -071.41060357
111  41.59872060 -071.41049304
111  41.59869019 -071.41046985
112  41.59848846 -071.41047750  41.59837467 -071.41037414
111  41.59848846 -071.41047750
112  41.59848846 -071.41047750  41.59836421 -071.41034615
111  41.59843828 -071.41017282
112  41.59866362 -071.41007891  41.59879423 -071.41016814
111  41.59875935 -071.41031624
111  41.59878573 -071.41033897
111  41.59892474 -071.41044615
111  41.59899988 -071.41027533
112  41.59900864 -071.41023682  41.59900614 -071.41022509
111  41.59899362 -071.41018993
111  41.59838801 -071.40829048
112  41.59835795 -071.40826034  41.59834543 -071.40826034
111  41.59832164 -071.40827039
111  41.59803735 -071.40843283
112  41.59801731 -071.40845460  41.59801481 -071.40846297
111  41.59802232 -071.40848307
111  41.59803109 -071.40851991
112  41.59801356 -071.40853331  41.59799728 -071.40852493
111  41.59798976 -071.40851656
111  41.59797223 -071.40846967
112  41.59796096 -071.40845292  41.59795219 -071.40844790
111  41.59792840 -071.40844957
111  41.59830661 -071.40823354
112  41.59834293 -071.40820005  41.59834919 -071.40817995
111  41.59834167 -071.40815316
111  41.59769842 -071.40613071
112  41.59767059 -071.40608070  41.59765232 -071.40606674
111  41.59761928 -071.40606209
111  41.59663905 -071.40694396
111  41.59679685 -071.40724740
111  41.59657960 -071.40745277
111  41.59642180 -071.40716473
111  41.59639174 -071.40719487
111  41.59637922 -071.40718818
111  41.59487258 -071.40856066
111  41.59613338 -071.40972507
112  41.59614860 -071.40970957  41.59615078 -071.40969794
111  41.59616672 -071.40964852
111  41.59635878 -071.40899049
112  41.59636168 -071.40894495  41.59635733 -071.40893138
111  41.59633993 -071.40891006
111  41.59631819 -071.40888098
111  41.59633631 -071.40884610
111  41.59638559 -071.40889940
111  41.59642328 -071.40883350
111  41.59644865 -071.40886063
112  41.59640734 -071.40893138  41.59639139 -071.40896723
111  41.59638414 -071.40900600
111  41.59617904 -071.40971829
112  41.59617687 -071.40976190  41.59618339 -071.40978031
111  41.59620586 -071.40979873
111  41.59826221 -071.41171966
114  41.59831858 -071.41175129  41.59834777 -071.41175129
111  41.59642180 -071.40716473
111  41.59641495 -071.40715247
111  41.59640305 -071.40715216
111  41.59639880 -071.40715786
111  41.59626800 -071.40707473
111  41.59624620 -071.40702723
111  41.59626719 -071.40700671
111  41.59625024 -071.40697432
111  41.59623167 -071.40699268
111  41.59620018 -071.40693330
111  41.59621794 -071.40692034
111  41.59620341 -071.40689011
111  41.59618403 -071.40690631
111  41.59615173 -071.40684261
111  41.59617111 -071.40682749
111  41.59615658 -071.40680158
111  41.59614043 -071.40681669
111  41.59610652 -071.40675299
111  41.59612670 -071.40673680
111  41.59611136 -071.40671089
111  41.59608633 -071.40673356
111  41.59617595 -071.40690846
111  41.59614608 -071.40693438
111  41.59616304 -071.40696569
111  41.59619129 -071.40693870
111  41.59626315 -071.40708337
111  41.59639421 -071.40716355
111  41.59637700 -071.40718162
111  41.59637922 -071.40718818
111  41.59639174 -071.40719487
111  41.59642180 -071.40716473
111  41.59657960 -071.40745277
111  41.59679685 -071.40724740
113  41.59663905 -071.40694396
111  41.59779445 -071.40599241
111  41.59807907 -071.40690286
112  41.59813348 -071.40694390  41.59816278 -071.40694204
111  41.59818511 -071.40692152
112  41.59826743 -071.40680584  41.59828556 -071.40672748
111  41.59827440 -071.40666965
112  41.59822557 -071.40656703  41.59820325 -071.40652972
111  41.59815441 -071.40646442
111  41.59807628 -071.40611367
112  41.59799815 -071.40598867  41.59796187 -071.40593270
111  41.59790607 -071.40586927
111  41.59780980 -071.40587300
114  41.59779724 -071.40592897  41.59779305 -071.40595323
111  41.59834587 -071.40638740
112  41.59845609 -071.40667285  41.59844772 -071.40683703
111  41.59833331 -071.40690233
111  41.59818821 -071.40699188
112  41.59814077 -071.40703479  41.59813379 -071.40706465
111  41.59814077 -071.40710942
111  41.59839330 -071.40787436
112  41.59844074 -071.40793593  41.59847283 -071.40796578
111  41.59851329 -071.40796018
111  41.59936855 -071.40795832
112  41.59947180 -071.40796205  41.59951505 -071.40796951
111  41.59955272 -071.40799563
111  41.59979017 -071.40818606
112  41.59985025 -071.40821974  41.59988706 -071.40823270
111  41.59993116 -071.40816096
111  41.60087913 -071.40601723
112  41.60089172 -071.40590839  41.60087099 -071.40587056
111  41.60089172 -071.40590839
112  41.60089172 -071.40590839  41.60086750 -071.40585657
111  41.60083165 -071.40586823
111  41.59828696 -071.40586554
113  41.59826743 -071.40603718
111  41.59826743 -071.40603718
111  41.59807628 -071.40611367
111  41.59815441 -071.40646442
113  41.59834587 -071.40638740
111  41.59979417 -071.40827098
111  41.59976026 -071.40823859
112  41.59972473 -071.40821592  41.59970777 -071.40821484
111  41.59966902 -071.40821484
111  41.59939853 -071.40822239
112  41.59928953 -071.40818136  41.59926450 -071.40815005
111  41.59925643 -071.40809823
112  41.59923059 -071.40805072  41.59921606 -071.40803453
111  41.59919507 -071.40803992
112  41.59918457 -071.40805936  41.59917892 -071.40807339
111  41.59918134 -071.40809175
111  41.59918215 -071.40831957
111  41.59914743 -071.40831849
111  41.59915147 -071.40810795
112  41.59914985 -071.40806584  41.59914581 -071.40804640
111  41.59913209 -071.40803453
112  41.59910625 -071.40804964  41.59909010 -071.40806584
111  41.59907234 -071.40811118
112  41.59902309 -071.40819324  41.59899483 -071.40821484
111  41.59894638 -071.40822239
111  41.59883577 -071.40822131
112  41.59874857 -071.40818460  41.59872919 -071.40815869
111  41.59870981 -071.40809715
112  41.59867105 -071.40804208  41.59865248 -071.40802481
111  41.59859193 -071.40802481
112  41.59851119 -071.40805828  41.59847728 -071.40809499
111  41.59848939 -071.40816841
111  41.59875900 -071.40901365
112  41.59881754 -071.40907394  41.59885522 -071.40908114
111  41.59889290 -071.40905594
111  41.59895682 -071.40901545
112  41.59905438 -071.40897946  41.59908802 -071.40897227
111  41.59914925 -071.40897047
112  41.59926498 -071.40897856  41.59931814 -071.40898936
111  41.59937196 -071.40904335
111  41.59942646 -071.40908744
112  41.59948971 -071.40909733  41.59953345 -071.40908114
111  41.59954690 -071.40903705
111  41.59982363 -071.40841296
114  41.59982605 -071.40831902  41.59981152 -071.40828231
111  41.59956677 -071.40809311
112  41.59949976 -071.40804668  41.59947069 -071.40802940
111  41.59942144 -071.40802616
111  41.59932455 -071.40802832
112  41.59929306 -071.40804560  41.59928014 -071.40806611
111  41.59928498 -071.40809095
112  41.59931001 -071.40814925  41.59934069 -071.40818272
111  41.59939398 -071.40817408
113  41.59967254 -071.40817516
111  41.59909413 -071.41005529
111  41.59945340 -071.40924836
112  41.59944439 -071.40916328  41.59942663 -071.40913089
111  41.59940240 -071.40911362
111  41.59934346 -071.40906827
112  41.59925949 -071.40901428  41.59923285 -071.40900672
111  41.59914888 -071.40901212
112  41.59904795 -071.40901968  41.59901081 -071.40902832
111  41.59895510 -071.40905963
111  41.59890181 -071.40909310
112  41.59883560 -071.40915788  41.59881784 -071.40920107
113  41.59882752 -071.40923562
111  41.59368252 -071.40745135
111  41.59545354 -071.40586019
111  41.59407672 -071.40587373
112  41.59390930 -071.40589239  41.59385581 -071.40589861
111  41.59376512 -071.40591415
112  41.59371280 -071.40592659  41.59370001 -071.40593436
111  41.59369885 -071.40597323
111  41.59370001 -071.40604163
112  41.59370118 -071.40608983  41.59370001 -071.40611936
111  41.59370118 -071.40608983
112  41.59370118 -071.40608983  41.59370118 -071.40611159
111  41.59367676 -071.40610693
111  41.59365002 -071.40610382
112  41.59361281 -071.40610071  41.59359770 -071.40610071
111  41.59359654 -071.40606806
111  41.59359886 -071.40599188
112  41.59357677 -071.40591882  41.59354654 -071.40589705
111  41.59352212 -071.40590172
112  41.59344771 -071.40590482  41.59340353 -071.40590482
111  41.59333493 -071.40588151
111  41.59214924 -071.40587396
112  41.59208308 -071.40587546  41.59204887 -071.40587696
111  41.59202925 -071.40586646
112  41.59199000 -071.40587246  41.59197598 -071.40589495
113  41.59200962 -071.40591519
111  41.60826320 -071.42166690
111  41.59393680 -071.40848013
111  41.59735266 -071.40535722
111  41.59772021 -071.40502119
111  41.59761440 -071.40481006
111  41.59385980 -071.40823270
111  41.58995169 -071.40458429
111  41.58993453 -071.40456654
111  41.58958713 -071.40522601
111  41.59333935 -071.40872528
111  41.58856627 -071.41307738
111  41.58867246 -071.41329574
111  41.58873812 -071.41323556
111  41.59349320 -071.40887775
113  41.60791293 -071.42233004
111  41.58978079 -071.40603555
112  41.58971568 -071.40595005  41.58969011 -071.40590186
111  41.58969127 -071.40586766
111  41.58963197 -071.40579926
112  41.58961569 -071.40609463  41.58965988 -071.40623609
111  41.58972686 -071.40628273
112  41.58999143 -071.40656507  41.59003831 -071.40662103
111  41.59028566 -071.40683966
111  41.59230369 -071.40871478
113  41.59248390 -071.40855777
111  41.58890841 -071.41315182
111  41.58885728 -071.41319950
112  41.58881691 -071.41327417  41.58880547 -071.41331375 102
111  41.58882565 -071.41335873 102
111  41.58889275 -071.41348530 102
111  41.58896490 -071.41362140 102
112  41.58909004 -071.41369265  41.58916271 -071.41368617 102
111  41.58922165 -071.41362356 102
111  41.59305056 -071.41011953 102
112  41.59308566 -071.41006741  41.59310103 -071.41003615
111  41.59308566 -071.41006741
112  41.59308566 -071.41006741  41.59309912 -071.41004003
112  41.59309981 -071.40996838  41.59309039 -071.40993209
111  41.59309981 -071.40996838
112  41.59309981 -071.40996838  41.59307963 -071.40989065
111  41.59304329 -071.40987338
111  41.59064887 -071.41206206
111  41.59062325 -071.41200962
111  41.59058643 -071.41204200
111  41.59048470 -071.41185286
111  41.59045563 -071.41188136
111  41.59047016 -071.41190857
111  41.59048857 -071.41189173
111  41.59051958 -071.41195391
111  41.59049826 -071.41197075
111  41.59052054 -071.41201221
111  41.59054186 -071.41199407
111  41.59056802 -071.41204718
111  41.59054767 -071.41206143
111  41.59056124 -071.41208972
111  41.59058385 -071.41207029
111  41.59060228 -071.41210771
111  41.58913808 -071.41344949
111  41.58908557 -071.41349761
113  41.58901878 -071.41336725
112  41.59214466 -071.41135854  41.59222418 -071.41155628
111  41.59214466 -071.41135854
112  41.59214466 -071.41135854  41.59219070 -071.41147047 102
111  41.59228372 -071.41139608 102
111  41.59322137 -071.41053369 53 102
112  41.59333860 -071.41026681  41.59335023 -071.41008933
111  41.59333860 -071.41026681
112  41.59333860 -071.41026681  41.59335314 -071.41004398 53 102
111  41.59322912 -071.41011912 102
113  41.59223039 -071.41103060 102
111  41.59463787 -071.41090161
112  41.59480097 -071.41096207  41.59489301 -071.41095127
111  41.59495034 -071.41084223
111  41.59399260 -071.40995853
112  41.59388098 -071.40985593  41.59385168 -071.40982981
111  41.59374421 -071.40970926
112  41.59369480 -071.40967558  41.59367058 -071.40967040
111  41.59364151 -071.40968983
111  41.59353009 -071.40979606
111  41.59345355 -071.40975460
113  41.59343998 -071.40977792
112  41.59514288 -071.41126624  41.59515794 -071.41140057
111  41.59523161 -071.41145430
111  41.60000118 -071.41590616
112  41.60016191 -071.41595318  41.60026404 -071.41593527
111  41.60030757 -071.41583675
113  41.59517088 -071.41106221
112  41.60050310 -071.41627223  41.60051649 -071.41638194
111  41.60058848 -071.41645359
111  41.60121465 -071.41702899
112  41.60125149 -071.41705138  41.60127325 -071.41704914
111  41.60128497 -071.41703347
111  41.60122135 -071.41684764
111  41.60122302 -071.41671106
113  41.60053156 -071.41605730
111  41.60199793 -071.41854469 102
111  41.60640372 -071.42265679 102
112  41.60649917 -071.42270975  41.60655765 -071.42272797
111  41.60649917 -071.42270975
112  41.60649917 -071.42270975  41.60653063 -071.42271955 102
112  41.60660881 -071.42271650  41.60664535 -071.42270710
111  41.60660881 -071.42271650
112  41.60660881 -071.42271650  41.60671329 -071.42268963 102
111  41.60677763 -071.42257842 102
111  41.60702310 -071.42211545
111  41.60704970 -071.42206529
112  41.60706505 -071.42181898  41.60703714 -071.42167531
111  41.60698273 -071.42162679
111  41.60609666 -071.42079336
112  41.60604086 -071.42077003  41.60601411 -071.42077314
111  41.60599202 -071.42079802
111  41.60579437 -071.42116654
111  41.60556765 -071.42095352
111  41.60575600 -071.42061610
112  41.60578158 -071.42054146  41.60577809 -071.42052125
111  41.60573624 -071.42045905
111  41.60302260 -071.41793647
111  41.60285786 -071.41822396
111  41.60371775 -071.41905686
111  41.60388099 -071.41962595
111  41.60402330 -071.41933488
111  41.60459980 -071.41990245
111  41.60458585 -071.41992111
111  41.60451888 -071.41985394
111  41.60445749 -071.41980916
111  41.60445610 -071.41982782
111  41.60449795 -071.41987633
111  41.60448958 -071.41989499
111  41.60451749 -071.41993790
111  41.60450911 -071.41994350
111  41.60449237 -071.41992111
111  41.60446307 -071.41992857
111  41.60445889 -071.41994723
111  41.60458306 -071.42004799
111  41.60456213 -071.42008344
111  41.60454260 -071.42008344
111  41.60450632 -071.42004986
111  41.60448400 -071.42012262
111  41.60439331 -071.42009650
111  41.60437099 -071.42008344
111  41.60435425 -071.42013195
111  41.60437099 -071.42026070
111  41.60451051 -071.42042863
111  41.60453423 -071.42047714
111  41.60446028 -071.42046968
111  41.60443377 -071.42048274
111  41.60444493 -071.42052192
111  41.60436959 -071.42045661
111  41.60429704 -071.42041557
111  41.60219900 -071.41846556
111  41.60252045 -071.41825957
112  41.60260249 -071.41815210  41.60262091 -071.41807374
111  41.60260249 -071.41815210
112  41.60260249 -071.41815210  41.60262426 -071.41806478
111  41.60256566 -071.41795283
113  41.60200646 -071.41742220
130 BND
111  41.60734420 -071.42507770
111  41.60622949 -071.42404778
111  41.60649873 -071.42349867
111  41.60163598 -071.41896329
111  41.60065251 -071.41880827
111  41.59989901 -071.42025094
111  41.59996819 -071.42111604
111  41.59991210 -071.42130356
111  41.59979312 -071.42324483
111  41.59946072 -071.42321705
111  41.59926253 -071.42289452
111  41.59935041 -071.42144188
111  41.59853521 -071.42191443
112  41.59832393 -071.42213444  41.59825101 -071.42232946
111  41.59809770 -071.42244447
111  41.59788268 -071.42260449
111  41.59752324 -071.42304447
112  41.59732131 -071.42325749  41.59724278 -071.42335049
111  41.59710816 -071.42348250
112  41.59648667 -071.42338650  41.59605588 -071.42324849
111  41.59580011 -071.42299948
111  41.59479719 -071.42207544
111  41.59477699 -071.42192844
111  41.59442698 -071.42159843
111  41.59437538 -071.42169443
111  41.59343544 -071.42082578
111  41.59341301 -071.42063578
111  41.59451411 -071.41856400
111  41.59373870 -071.41658397
111  41.59405640 -071.41611236
111  41.59371447 -071.41581356
111  41.59426652 -071.41478453
111  41.59203742 -071.41271311
111  41.59181934 -071.41283191
111  41.58938002 -071.41746854
111  41.58921848 -071.41764133
111  41.58887116 -071.41763052
111  41.58866923 -071.41742893
111  41.58765419 -071.41348362
111  41.58833417 -071.41071842
111  41.58994858 -071.40923796
111  41.59041848 -071.40785702
111  41.58855012 -071.40608321
112  41.58885975 -071.40556845  41.58895129 -071.40537766
111  41.58887052 -071.40520847
111  41.58886514 -071.40502488
111  41.59016287 -071.40403853
111  41.60255440 -071.40404299
111  41.60254770 -071.41462355
111  41.60542805 -071.41728894
112  41.60644771 -071.41749634  41.60689357 -071.41722672
111  41.60644771 -071.41749634
112  41.60644771 -071.41749634  41.60691684 -071.41718006
111  41.60738984 -071.41749634
112  41.60811485 -071.41794225  41.60843276 -071.41818077
111  41.60899106 -071.41878225
111  41.61140383 -071.42091775
113  41.60888033 -071.42603256
120 Linear Feature 155
111  41.59205689 -071.41143631 52
111  41.59209884 -071.41139663 52
115  41.59214466 -071.41135854
120 Linear Feature 153
111  41.59444553 -071.41345739 51
115  41.59463636 -071.41309978
120 Linear Feature 152
111  41.59330070 -071.41067849 52
111  41.59326145 -071.41060685 52
115  41.59322137 -071.41053369
120 Linear Feature 151
111  41.59923808 -071.41926691 22
115  41.59896931 -071.41902209
120 Linear Feature 150
111  41.59897970 -071.41899952 20
115  41.59924847 -071.41924781
120 Linear Feature 149
111  41.59922380 -071.41928775 20
115  41.59895892 -071.41904119
120 Linear Feature 147
111  41.59286819 -071.41107799 22
115  41.59417720 -071.41229686
120 Linear Feature 148
111  41.59689946 -071.41448437 20
111  41.59667454 -071.41427484 20
111  41.59644799 -071.41406203 20
111  41.59622094 -071.41385234 20
115  41.59553310 -071.41320686
120 Linear Feature 146
111  41.59327884 -071.41162954 20
112  41.59329044 -071.41155924  41.59327797 -071.41152174 20
111  41.59325149 -071.41149883 20
115  41.59283210 -071.41111167
120 Linear Feature 145
111  41.59415176 -071.41234451 20
111  41.59343690 -071.41167591 20
112  41.59339172 -071.41166758  41.59336990 -071.41167591 20
115  41.59335737 -071.41170350
120 Linear Feature 142
111  41.59611888 -071.41085904 51 105
111  41.59567201 -071.41044902 51 105
112  41.59544204 -071.41042902  41.59531677 -071.41047903 51 105
111  41.59524946 -071.41058903 51 105
112  41.59529994 -071.41027902  41.59528311 -071.41007151 51 105
111  41.59514662 -071.40994150 51 105
115  41.59469602 -071.40951899
120 Linear Feature 144
111  41.59181113 -071.41193628 51
112  41.59181938 -071.41201386  41.59183184 -071.41203052 51
111  41.59185989 -071.41205552 51
115  41.59212321 -071.41230552
120 Linear Feature 143
111  41.60158724 -071.41595136 51 105
111  41.60108989 -071.41548630 51 105
112  41.60080943 -071.41541879  41.60064303 -071.41548380
111  41.60080943 -071.41541879
112  41.60080943 -071.41541879  41.60067107 -071.41545255 51 105
111  41.60060957 -071.41559409 51 105
112  41.60066359 -071.41524377  41.60063742 -071.41505875 51 105
111  41.60047101 -071.41490373 51 105
115  41.60006154 -071.41452618
120 Linear Feature 141
111  41.59505640 -071.41095629 51 105
115  41.59524946 -071.41058903
120 Linear Feature 140
111  41.59512313 -071.41157305 51 101
112  41.59500265 -071.41127496  41.59498733 -071.41110375 51 101
111  41.59505640 -071.41095629 51 101
112  41.59486762 -071.41112502  41.59473388 -071.41118058 51 101
115  41.59458767 -071.41107331
120 Linear Feature 138
111  41.59157069 -071.41221233 3
111  41.59157069 -071.41219150 3
111  41.59153953 -071.41218455 3
111  41.59154342 -071.41214288 3
111  41.59152524 -071.41214288 3
111  41.59152005 -071.41218281 3
111  41.59149019 -071.41217587 3
111  41.59148889 -071.41219670 3
111  41.59152005 -071.41220365 3
111  41.59151486 -071.41224705 3
111  41.59153174 -071.41224705 3
113  41.59153563 -071.41220538 3
120 Linear Feature 137
111  41.59152364 -071.41230166 20
115  41.59144637 -071.41215682
120 Linear Feature 136
111  41.59232805 -071.41146274 51 101
112  41.59217613 -071.41148064  41.59211537 -071.41143689
111  41.59217613 -071.41148064
112  41.59217613 -071.41148064  41.59213972 -071.41145956 51 101
111  41.59209884 -071.41139663 51 101
112  41.59206395 -071.41122231  41.59206638 -071.41113490
111  41.59206395 -071.41122231
112  41.59206395 -071.41122231  41.59206551 -071.41111397 51 101
115  41.59214529 -071.41102682
120 Linear Feature 135
111  41.59206913 -071.41169993 51 101
112  41.59213251 -071.41153689  41.59213562 -071.41144105
111  41.59213251 -071.41153689
112  41.59213251 -071.41153689  41.59213519 -071.41145317 51 101
111  41.59209884 -071.41139663 51 101
112  41.59199072 -071.41129105  41.59192060 -071.41125355 51 101
115  41.59183904 -071.41130712
120 Linear Feature 134
111  41.59311103 -071.41014295 51 101
111  41.59214529 -071.41102682 51 101
111  41.59183904 -071.41130712 51 101
111  41.58923383 -071.41369151 51 101
112  41.58905724 -071.41376789  41.58896116 -071.41375227 51 101
111  41.58892480 -071.41366546 51 101
111  41.58884866 -071.41352417 51 105
111  41.58877549 -071.41338597 51 105
112  41.58874303 -071.41329396  41.58873783 -071.41325924 51 105
115  41.58873812 -071.41323556
120 Linear Feature 133
111  41.59348155 -071.41004098 51 101
112  41.59337029 -071.40998621  41.59331145 -071.40997529
111  41.59337029 -071.40998621
112  41.59337029 -071.40998621  41.59335380 -071.40998315 51 101
112  41.59332032 -071.40998648  41.59330383 -071.40999028
111  41.59332032 -071.40998648
