I
1050 Generated by WorldEditor 2.1.0r1

1    653 1 0 UNNE Novosibirsk Yeltsovka
1302 city Novosibirsk
111  55.07294121  082.99358035
111  55.07289973  082.99356337 20
111  55.07285641  082.99354562 20
111  55.07286594  082.99347460
111  55.07287674  082.99339416 20
111  55.07288668  082.99332009
111  55.07289756  082.99323909 20
111  55.07290752  082.99316486 20
111  55.07294684  082.99318096
111  55.07299442  082.99320044 20
111  55.07303640  082.99321764
113  55.07308325  082.99323682 20
120 Linear Feature 60
111  55.07754942  082.99702591 20
111  55.07753858  082.99709421
111  55.07752557  082.99717617 20
111  55.07751374  082.99725065
111  55.07750170  082.99732652 20
111  55.07749006  082.99739983 20
111  55.07744800  082.99737946
111  55.07740557  082.99735890 20
111  55.07735927  082.99733647
111  55.07731855  082.99731675 20
111  55.07727600  082.99729614 20
111  55.07728708  082.99722639
111  55.07729962  082.99714740 20
111  55.07731116  082.99707466
111  55.07732379  082.99699512 20
111  55.07733536  082.99692222 20
111  55.07737397  082.99694092
111  55.07742069  082.99696355 20
111  55.07746191  082.99698352
113  55.07750791  082.99700580 20
120 Linear Feature 59
111  55.09223663  083.00007786 1
115  55.09226374  083.00008831
120 Linear Feature 59
111  55.09191651  082.99995255 1
115  55.09194362  082.99996300
120 Linear Feature 59
111  55.09229596  083.00010073 1
115  55.09232306  083.00011118
120 Linear Feature 59
111  55.09197584  082.99997542 1
115  55.09200294  082.99998587
120 Linear Feature 58
111  55.09227985  083.00009452 1
115  55.09229384  082.99998043
120 Linear Feature 58
111  55.09195973  082.99996921 1
115  55.09197372  082.99985512
120 Linear Feature 57
111  55.09227051  083.00017248 1
111  55.09225600  083.00029641
112  55.09225600  083.00029641  55.09224956  083.00043253 1
115  55.09231721  083.00047302
120 Linear Feature 56
111  55.09227050  082.99974344 20
111  55.09237482  082.99977881 20
111  55.09242371  082.99993058 20
111  55.09240759  083.00005622 20
111  55.09232235  083.00014009 20
111  55.09222922  083.00010661 20
111  55.09217156  082.99997345 20
113  55.09218427  082.99985047 20
120 Linear Feature 56
111  55.09194867  082.99962459 20
111  55.09205299  082.99965901 20
111  55.09210402  082.99982017 20
111  55.09208791  082.99994300 20
111  55.09200105  083.00001654 20
111  55.09190793  082.99998681 20
111  55.09184973  082.99985460 20
113  55.09186137  082.99973255 20
120 Linear Feature 55
111  55.09243840  083.00023433 22
111  55.09227051  083.00017248 22
111  55.09194939  083.00005419 22
115  55.09176454  082.99998610
120 Linear Feature 54
111  55.09415984  083.00115725 1
111  55.09231721  083.00047302 1
111  55.09200962  083.00035880
112  55.09200962  083.00035880  55.09193485  083.00032047 1
111  55.09193924  083.00017402 1
115  55.09194939  083.00005419
120 Linear Feature 53
112  55.09437368  083.00478415  55.09432157  083.00503764 1
111  55.09414092  083.00499463 1
115  55.09347598  083.00467610
120 Linear Feature 52
111  55.09502509  083.00543233 1
111  55.09450128  083.00517738
112  55.09450128  083.00517738  55.09434346  083.00508154 1
111  55.09437368  083.00478415 1
115  55.09463406  083.00315499
120 Linear Feature 51
112  55.09473185  083.00288965  55.09476444  083.00297985 1
112  55.09466794  083.00310209  55.09460695  083.00310631 1
114  55.09459462  083.00289914  55.09462303  083.00280472 1
120 Linear Feature 86
111  55.07083785  082.99084520 22
112  55.07110402  082.99082177  55.07121774  082.99087494
111  55.07110402  082.99082177 22
115  55.07121371  082.99088041
120 Linear Feature 86
111  55.07084413  082.99088200 22
112  55.07109506  082.99085617  55.07119848  082.99090856
111  55.07109506  082.99085617 22
115  55.07120475  082.99091481
120 Linear Feature 86
111  55.07084995  082.99091617 22
112  55.07108029  082.99088979  55.07117789  082.99093671
111  55.07108029  082.99088979 22
115  55.07118998  082.99094844
120 Linear Feature 85
111  55.07076308  082.99088307 20
111  55.07078278  082.99096102 20
111  55.07085307  082.99093443 20
111  55.07084995  082.99091617 20
111  55.07084413  082.99088200 20
111  55.07083785  082.99084520 20
113  55.07083426  082.99082418 20
14  55.09381402  083.01300802  82.02 0 Tower
1300  55.07274245  082.99649942 332.67 tie_down turboprops|props|helos Stand 1
1301 B military 
1300  55.07114788  082.99612024 332.67 tie_down turboprops|props|helos Stand 2
1301 B military 
1300  55.07151684  082.99627900 332.67 tie_down turboprops|props|helos Stand 3
1301 B military 
1300  55.07188046  082.99644011 332.67 tie_down turboprops|props|helos Stand 4
1301 B military 
1300  55.06989667  082.99194413 138.70 tie_down turboprops|props|helos Stand 5
1301 C military 
1300  55.07104185  082.99125812 227.95 tie_down turboprops|props|helos Stand 6
1301 B military 
1300  55.07124237  082.99090627 227.95 tie_down turboprops|props|helos Stand 7
1301 B military 
1300  55.07285888  082.99208571 219.27 tie_down turboprops|props|helos Stand 8
1301 B military 
1300  55.07319054  082.99252397 193.40 tie_down turboprops|props|helos Stand 9
1301 B military 
1300  55.07341822  082.99294881 191.97 tie_down turboprops|props|helos Stand 10
1301 C military 
1300  55.07419364  082.99326074  55.41 tie_down turboprops|props|helos Stand 11
1301 B military 
1300  55.07485236  082.99348968  56.95 tie_down turboprops|props|helos Stand 12
1301 B military 
1300  55.07531508  082.99365723  54.59 tie_down turboprops|props|helos Stand 13
1301 B military 
1300  55.07574659  082.99381211  54.94 tie_down turboprops|props|helos Stand 14
1301 B military 
1300  55.07636138  082.99388939 102.32 tie_down turboprops|props|helos Stand 15
1301 B military 
1300  55.07693039  082.99425823  56.60 tie_down jets|turboprops|props|helos Stand 16
1301 D military 
1300  55.07819206  082.99491233 171.93 tie_down turboprops|props|helos Stand 17
1301 B military 
1300  55.07859054  082.99521833 171.93 tie_down turboprops|props|helos Stand 18
1301 B military 
1300  55.09139922  082.99978239 101.79 tie_down turboprops|props|helos Stand 19
1301 B military 
1300  55.09167194  082.99987350 101.79 tie_down turboprops|props|helos Stand 20
1301 B military 
1300  55.09195973  082.99996921 101.79 tie_down turboprops|props|helos Stand 21
1301 B military 
1300  55.09227985  083.00009452 101.79 tie_down turboprops|props|helos Stand 22
1301 B military 
1300  55.07112058  082.99928750 226.67 hangar turboprops|props|helos Hangar 1-1
1301 B none 
1300  55.07092562  082.99958518 226.67 hangar turboprops|props|helos Hangar 1-2
1301 B none 
1300  55.07294015  082.98875716 227.02 hangar turboprops|props|helos Hangar 2-1
1301 B none 
1300  55.07290858  082.98952250  47.02 hangar turboprops|props|helos Hangar 2-2
1301 B none 
1300  55.07246019  082.98952087 227.02 hangar turboprops|props|helos Hangar 2-3
1301 B none 
1300  55.07715719  082.98951615 190.54 hangar turboprops|props|helos Hangar 3-1
1301 B none 
1300  55.07790474  082.98977675  10.54 hangar turboprops|props|helos Hangar 3-2
1301 B none 
18  55.09381402  083.01300802 1 Beacon
55 12475 Sernisty Krug
54 12475 Sernisty Tower
99
