A
1000 Generated by WorldEditor

1    808 1 0 KOSH Wittman Rgnl
114  43.97409296 -088.55616367  43.97414221 -088.55606832 3 102
110 2 0.00 0.0000 New Taxiway 44
111  43.97452465 -088.55628889
111  43.97430262 -088.55631384
111  43.97431296 -088.55594889 3 102
114  43.97438334 -088.55616542  43.97442638 -088.55622479 3 102
110 2 0.00 0.0000 New Taxiway 43
112  43.97408795 -088.55696291  43.97404018 -088.55689825 3 102
111  43.97394794 -088.55686812
111  43.97416904 -088.55685439
113  43.97416004 -088.55713844 3 102
110 2 0.00 0.0000 New Taxiway 42
111  43.97431093 -088.55714007
111  43.97428910 -088.55684955
111  43.97449677 -088.55686101 3 102
114  43.97436790 -088.55694913  43.97431786 -088.55701188 3 102
110 2 0.00 0.0000 New Taxiway 41
112  43.97410892 -088.55789678  43.97414650 -088.55783967 3 102
111  43.97415891 -088.55776856
111  43.97416587 -088.55798331
113  43.97400345 -088.55797399 3 102
110 2 0.00 0.0000 New Taxiway 40
111  43.97444797 -088.55797377
111  43.97430544 -088.55798164
111  43.97430979 -088.55781565 3 102
114  43.97435340 -088.55792315  43.97438369 -088.55796427 3 102
110 2 0.00 0.0000 New Taxiway 24
112  43.97878775 -088.55461328  43.97874330 -088.55456316 3 102
111  43.97866315 -088.55453125
111  43.97885914 -088.55451595
113  43.97885023 -088.55477649 3 102
110 2 0.00 0.0000 New Taxiway 23
112  43.97906773 -088.55460196  43.97902618 -088.55466166 3 102
111  43.97900106 -088.55476732
111  43.97899438 -088.55451539
113  43.97918229 -088.55452417 3 102
110 2 0.00 0.0000 New Taxiway 22
112  43.97877867 -088.55612376  43.97883293 -088.55605115 3 102
111  43.97885014 -088.55594565
111  43.97885652 -088.55624459
113  43.97863799 -088.55623532 3 102
110 2 0.00 0.0000 New Taxiway 20
112  43.97877799 -088.55689409  43.97872342 -088.55682758 3 102
111  43.97864084 -088.55680675
111  43.97886092 -088.55677731
113  43.97884948 -088.55709579 3 102
110 2 0.00 0.0000 New Taxiway 17
111  43.97884962 -088.55771996
111  43.97885023 -088.55797346
111  43.97864652 -088.55797187 3 102
114  43.97877701 -088.55788250  43.97881915 -088.55782350 3 102
110 2 0.00 0.0000 New Taxiway 16
111  43.97918244 -088.55797146
111  43.97898931 -088.55797628
111  43.97900036 -088.55773161 3 102
114  43.97906228 -088.55787643  43.97911654 -088.55794625 3 102
110 2 0.00 0.0000 New Taxiway 5
112  43.98549814 -088.55685279  43.98542359 -088.55676315 3 102
111  43.98528942 -088.55672033
111  43.98561447 -088.55669194
113  43.98560599 -088.55711710 3 102
110 2 0.00 0.0000 New Taxiway 4
111  43.98561046 -088.55767234
111  43.98563842 -088.55799215
111  43.98547418 -088.55796846 3 102
114  43.98556549 -088.55788091  43.98560703 -088.55781660 3 102
110 2 0.00 0.0000 New Taxiway 3
112  43.98558550 -088.55821606  43.98554039 -088.55816232 3 102
111  43.98546789 -088.55812094
111  43.98564776 -088.55810405
113  43.98563843 -088.55846040 3 102
110 1 0.00 0.0000 New Taxiway 2
111  43.98597030 -088.55793752
111  43.98577625 -088.55794856
111  43.98577526 -088.55770590 3 102
114  43.98584001 -088.55784668  43.98588684 -088.55790326 3 102
110 1 0.00 0.0000 New Taxiway 1
112  43.98583780 -088.55822765  43.98578916 -088.55830446 3 102
111  43.98577541 -088.55847343
111  43.98577475 -088.55812297
113  43.98597053 -088.55813592 3 102
110 1 0.00 0.0000 New Taxiway 140
112  43.98653244 -088.55789347  43.98656509 -088.55787199 3 102
111  43.98668850 -088.55773413
111  43.98654214 -088.55795420
113  43.98637743 -088.55793808 3 102
110 2 0.00 0.0000 New Taxiway 139
111  43.96432876 -088.55642186
111  43.96399231 -088.55644290
111  43.96399339 -088.55608122 3 102
114  43.96410545 -088.55629466  43.96417278 -088.55637318 3 102
110 2 0.00 0.0000 New Taxiway 138
112  43.96405797 -088.55481980  43.96400547 -088.55488611 3 102
111  43.96398939 -088.55500114
111  43.96398637 -088.55473138
113  43.96417095 -088.55473175 3 102
110 2 0.00 0.0000 New Taxiway 137
112  43.98713073 -088.55444759  43.98712747 -088.55442795 3 102
111  43.98709170 -088.55441471
111  43.98723582 -088.55441168
113  43.98710554 -088.55451041 3 102
110 2 0.00 0.0000 New Taxiway 136
112  43.98772474 -088.55412182  43.98774609 -088.55407157 3 102
111  43.98770891 -088.55395912
111  43.98785090 -088.55419761
113  43.98761260 -088.55419805 3 102
110 1 0.00 0.0000 New Taxiway 130
111  43.98884128 -088.55510722
111  43.98874007 -088.55526312
111  43.98865070 -088.55509934 20
114  43.98874093 -088.55514835  43.98879155 -088.55515036 20
110 1 0.00 0.0000 New Taxiway 129
112  43.98852117 -088.55544595  43.98852467 -088.55536569 20
111  43.98849928 -088.55529321
111  43.98860017 -088.55544860
113  43.98848771 -088.55559578 20
110 1 0.00 0.0000 New Taxiway 128
112  43.98872243 -088.55579136  43.98866468 -088.55578163 20
111  43.98861554 -088.55582210
111  43.98872418 -088.55565977
113  43.98883294 -088.55585520 20
110 1 0.00 0.0000 New Taxiway 127
111  43.98897623 -088.55564743
111  43.98886444 -088.55547066
111  43.98898960 -088.55530477 20
114  43.98893930 -088.55547135  43.98893580 -088.55553945 20
110 1 0.00 0.0000 New Taxiway 94
112  43.98592424 -088.55038577  43.98590870 -088.55048213 3 102
111  43.98594058 -088.55053836
111  43.98580351 -088.55032264
113  43.98598759 -088.55024955 3 102
110 2 0.00 0.0000 New Taxiway 90
112  43.99121095 -088.55401223  43.99127902 -088.55390233 3 102
111  43.99130489 -088.55374555
111  43.99132163 -088.55418918
113  43.99103437 -088.55415071 3 102
110 2 0.00 0.0000 New Taxiway 89
112  43.99121521 -088.55450488  43.99115639 -088.55442583 3 102
111  43.99104161 -088.55436026
111  43.99131484 -088.55434721
113  43.99131211 -088.55477682 3 102
110 1 0.00 0.0000 New Taxiway 88
112  43.98834730 -088.55446073  43.98831443 -088.55451007 3 102
111  43.98834153 -088.55457854
111  43.98822467 -088.55439676
113  43.98845249 -088.55439601 3 102
110 1 0.00 0.0000 New Taxiway 87
112  43.98928093 -088.55443209  43.98927436 -088.55439371 3 102
111  43.98925468 -088.55438494
111  43.98937038 -088.55438254
113  43.98926550 -088.55452059 3 102
110 1 0.00 0.0000 New Taxiway 86
112  43.98966964 -088.55440570  43.98963813 -088.55442749 3 102
111  43.98958861 -088.55447748
111  43.98965862 -088.55437806
113  43.98978134 -088.55437777 3 102
110 1 0.00 0.0000 New Taxiway 85
111  43.98836363 -088.55418724
111  43.98804411 -088.55419638
111  43.98817622 -088.55394056 3 102
114  43.98818349 -088.55411597  43.98821373 -088.55416165 3 102
110 1 0.00 0.0000 New Taxiway 84
111  43.98807992 -088.55379372
111  43.98799244 -088.55401725
111  43.98790031 -088.55383536 3 102
114  43.98799222 -088.55386442  43.98804573 -088.55385236 3 102
110 1 0.00 0.0000 New Taxiway 69
112  43.98725287 -088.55190843  43.98720948 -088.55191245 3 102
111  43.98716237 -088.55195391
111  43.98724853 -088.55175913
113  43.98733945 -088.55194667 3 102
110 1 0.00 0.0000 New Taxiway 68
112  43.98712701 -088.55167397  43.98712851 -088.55158941 3 102
111  43.98711612 -088.55156489
111  43.98719399 -088.55167146
113  43.98710458 -088.55181259 3 102
110 1 0.00 0.0000 New Taxiway 67
112  43.98726208 -088.55139661  43.98732159 -088.55139175 3 102
111  43.98734478 -088.55135470
111  43.98725804 -088.55152963
113  43.98717455 -088.55137063 3 102
110 1 0.00 0.0000 New Taxiway 66
111  43.98742730 -088.55180101
111  43.98732064 -088.55163534
111  43.98740073 -088.55150045 3 102
114  43.98738984 -088.55163498  43.98739859 -088.55172255 3 102
110 1 0.00 0.0000 New Taxiway 58
112  43.99124620 -088.55170965  43.99127544 -088.55162794 20
111  43.99128897 -088.55145196
111  43.99129531 -088.55172345
113  43.99113158 -088.55194168 20
110 1 0.00 0.0000 New Taxiway 57
112  43.99125359 -088.55227182  43.99121993 -088.55225104 20
111  43.99117921 -088.55227865
111  43.99129507 -088.55211313
113  43.99129484 -088.55234809 20
110 1 0.00 0.0000 New Taxiway 56
111  43.99180631 -088.55100938
111  43.99169808 -088.55116208
111  43.99169651 -088.55088989 20
114  43.99173348 -088.55098879  43.99176820 -088.55102096 20
110 1 0.00 0.0000 New Taxiway 55
112  43.99172725 -088.55157643  43.99170769 -088.55162996 20
111  43.99170224 -088.55174553
111  43.99170084 -088.55155376
113  43.99179893 -088.55142192 20
110 1 0.00 0.0000 New Taxiway 54
111  43.99021807 -088.55416195
111  43.98980245 -088.55416884
111  43.99005874 -088.55382712 3 102
114  43.99005442 -088.55404981  43.99010515 -088.55414775 3 102
110 1 0.00 0.0000 New Taxiway 53
111  43.98964706 -088.55399402
111  43.98951938 -088.55417296
111  43.98931468 -088.55417445 3 102
114  43.98949887 -088.55412130  43.98953912 -088.55410184 3 102
110 1 0.00 0.0000 New Taxiway 52
112  43.98818689 -088.55346029  43.98818255 -088.55341180 3 102
111  43.98815940 -088.55334819
111  43.98823849 -088.55345630
113  43.98817478 -088.55357390 3 102
110 1 0.00 0.0000 New Taxiway 51
111  43.98840193 -088.55304559
111  43.98830228 -088.55331224
111  43.98817762 -088.55307834 3 102
114  43.98829333 -088.55314669  43.98835263 -088.55313664 3 102
110 1 0.00 0.0000 New Taxiway 50
111  43.98864893 -088.55325359
111  43.98845876 -088.55326997
111  43.98856273 -088.55304498 3 102
114  43.98855337 -088.55318884  43.98857507 -088.55323507 3 102
110 1 0.00 0.0000 New Taxiway 49
112  43.98841801 -088.55348581  43.98836795 -088.55351524 3 102
111  43.98833963 -088.55356168
111  43.98838721 -088.55344300
113  43.98854685 -088.55344204 3 102
110 1 0.00 0.0000 New Taxiway 48
112  43.98993129 -088.55349759  43.98991830 -088.55344880 3 102
112  43.98988062 -088.55341956  43.98987266 -088.55341425
111  43.99007667 -088.55341524
113  43.98992137 -088.55361631 3 102
110 1 0.00 0.0000 New Taxiway 47
111  43.99032500 -088.55305614
111  43.99020419 -088.55325305
111  43.99002226 -088.55323092 3 102
114  43.99018709 -088.55317367  43.99025209 -088.55313423 3 102
110 2 0.00 0.0000 New Taxiway 6
111  43.99207283 -088.55413645
111  43.99171579 -088.55414629
111  43.99171579 -088.55377020 3 102
114  43.99185108 -088.55401701  43.99193845 -088.55410712 3 102
110 1 0.00 0.0000 New Taxiway 45
111  43.99098056 -088.54893978
111  43.99128027 -088.54893793
111  43.99127636 -088.54951111 3 102
114  43.99118235 -088.54910703  43.99110280 -088.54899646 3 102
110 2 0.00 0.0000 New Taxiway 39
111  43.99226921 -088.54932211 3 102
112  43.99210980 -088.54913179  43.99202659 -088.54903692 3 102
112  43.99187274 -088.54897544  43.99178206 -088.54900862 3 102
111  43.99168325 -088.54938035
111  43.99167689 -088.54826580 3 102
112  43.99179622 -088.54865501  43.99186622 -088.54870366 3 102
112  43.99199636 -088.54877398  43.99211728 -088.54886244 3 102
112  43.99220192 -088.54898672  43.99222738 -088.54901326 3 102
113  43.99236200 -088.54918206
110 2 0.00 0.0000 New Taxiway 32
111  43.99286163 -088.54954989
111  43.99275998 -088.54970998
111  43.99266790 -088.54957378 3 102
114  43.99276524 -088.54960209  43.99279719 -088.54959511 3 102
110 2 0.00 0.0000 New Taxiway 31
112  43.99260073 -088.54982589  43.99260423 -088.54976021 3 102
111  43.99257445 -088.54971193
111  43.99267843 -088.54982197
113  43.99257084 -088.54995180 3 102
110 2 0.00 0.0000 New Taxiway 30
111  43.99302666 -088.55003056
111  43.99289450 -088.54989205
111  43.99301092 -088.54974555 3 102
114  43.99298420 -088.54988070  43.99298866 -088.54994157 3 102
110 2 0.00 0.0000 New Taxiway 29
112  43.99282249 -088.55012481  43.99276509 -088.55012156 3 102
111  43.99271416 -088.55015740
111  43.99281930 -088.54999745
113  43.99293679 -088.55017451 3 102
110 2 0.00 0.0000 New Taxiway 5
112  43.99184544 -088.55449104  43.99171861 -088.55463600 3 102
111  43.99172142 -088.55478487
111  43.99171075 -088.55432899
113  43.99206811 -088.55434609 3 102
110 2 0.00 0.0000 New Taxiway 4
111  43.99239288 -088.55382340
111  43.99241354 -088.55414593
111  43.99218672 -088.55413472 3 102
114  43.99232575 -088.55402712  43.99237245 -088.55395597 3 102
110 2 0.00 0.0000 New Taxiway 3
111  43.99284845 -088.55412563
111  43.99258435 -088.55415873
111  43.99260674 -088.55384244 3 102
114  43.99268195 -088.55401534  43.99274993 -088.55409575 3 102
110 1 0.00 0.0000 New Taxiway 2
112  43.99235931 -088.55443838  43.99230869 -088.55435997 3 102
111  43.99223777 -088.55434370
111  43.99245706 -088.55434011
113  43.99242838 -088.55465612 3 102
110 1 0.00 0.0000 New Taxiway 1
112  43.99263972 -088.55443416  43.99258553 -088.55451501 3 102
111  43.99256803 -088.55464809
111  43.99252744 -088.55434014
113  43.99279626 -088.55433598 3 102
110 1 0.00 0.0000 New Taxiway 6
111  43.99292187 -088.56046029
111  43.99258837 -088.56049635
111  43.99260932 -088.56013626 3 102
114  43.99270403 -088.56034165  43.99277704 -088.56042059 3 102
110 1 0.00 0.0000 New Taxiway 5
112  43.99271990 -088.56079677  43.99262132 -088.56090218 3 102
111  43.99261606 -088.56102300
111  43.99259031 -088.56066144
113  43.99292548 -088.56068548 3 102
110 1 0.00 0.0000 New Taxiway 3
111  43.99246910 -088.56014796
111  43.99250763 -088.56049410
111  43.99174707 -088.56047181
111  43.99175658 -088.55993704 3 102
114  43.99210450 -088.56038928  43.99235794 -088.56040084 3 102
110 1 0.00 0.0000 New Taxiway 3
112  43.99210718 -088.56076166  43.99186561 -088.56075010 3 102
111  43.99176951 -088.56115871
111  43.99176343 -088.56068509
111  43.99250741 -088.56065358
113  43.99247608 -088.56100652 3 102
110 1 0.00 0.0000 New Taxiway 16
112  43.99296612 -088.56603964  43.99298336 -088.56599538 3 102
111  43.99297435 -088.56585263
111  43.99305845 -088.56613600
113  43.99287649 -088.56613194 3 102
110 1 0.00 0.0000 New Taxiway 19
111  43.99207127 -088.56613972
111  43.99179246 -088.56616214
111  43.99180019 -088.56581464 3 102
114  43.99189312 -088.56602974  43.99196054 -088.56610114 3 102
110 1 0.00 0.0000 New Taxiway 18
112  43.99189989 -088.56641432  43.99182870 -088.56650077 3 102
111  43.99180569 -088.56666117
111  43.99179645 -088.56628656
113  43.99207285 -088.56629315 3 102
110 1 0.00 0.0000 New Taxiway 15
112  43.99307493 -088.56633056  43.99305958 -088.56631837 3 102
111  43.99299708 -088.56628769
111  43.99310245 -088.56628239
113  43.99313490 -088.56640894 3 102
110 1 0.00 0.0000 New Taxiway 14
112  43.99334416 -088.56636311  43.99331862 -088.56639746 3 102
111  43.99331357 -088.56651509
111  43.99323325 -088.56627953
113  43.99347548 -088.56628488 3 102
110 1 0.00 0.0000 New Taxiway 12
111  43.99200956 -088.57059666
111  43.99183183 -088.57059779
111  43.99183088 -088.57038044 3 102
114  43.99189521 -088.57051143  43.99193871 -088.57057189 3 102
110 1 0.00 0.0000 New Taxiway 3
111  43.99337216 -088.57057477 3 102
111  43.99337455 -088.57059107 3 102
111  43.99338389 -088.57062086 3 102
111  43.99340053 -088.57064520 3 102
111  43.99342757 -088.57066125 3 102
111  43.99345234 -088.57066967 3 102
111  43.99346896 -088.57067314
111  43.99335916 -088.57068556
111  43.99337187 -088.57057479
113  43.99337200 -088.57057463
110 1 0.00 0.0000 New Taxiway 11
112  43.99188201 -088.57083431  43.99183567 -088.57085935 3 102
111  43.99183642 -088.57089734
111  43.99183439 -088.57078673
113  43.99200754 -088.57078630 3 102
110 1 0.00 0.0000 New Taxiway 10
111  43.99349431 -088.56731618
111  43.99336460 -088.56731774
111  43.99336625 -088.56716051 3 102
114  43.99340744 -088.56725338  43.99344064 -088.56729552 3 102
110 1 0.00 0.0000 New Taxiway 8
112  43.99341554 -088.56754183  43.99339485 -088.56756824 3 102
111  43.99336800 -088.56764927
111  43.99335646 -088.56748044
113  43.99349125 -088.56748728 3 102
110 1 0.00 0.0000 New Taxiway 4
111  43.99327754 -088.57071757
111  43.99309480 -088.57071341
111  43.99309106 -088.57060410
111  43.99310462 -088.57059045 3 102
111  43.99311259 -088.57058968 3 102
111  43.99312680 -088.57058679 3 102
111  43.99314139 -088.57058259 3 102
111  43.99315381 -088.57057859 3 102
111  43.99316529 -088.57057272 3 102
111  43.99317539 -088.57056493 3 102
112  43.99318661 -088.57055249  43.99318811 -088.57055145 3 102
111  43.99319670 -088.57053530 3 102
111  43.99320922 -088.57050760 3 102
111  43.99321827 -088.57047669 3 102
111  43.99322736 -088.57044171 3 102
111  43.99323111 -088.57041673 3 102
113  43.99323379 -088.57037110
110 1 0.00 0.0000 New Taxiway 5
111  43.98697920 -088.55205169
111  43.98691089 -088.55219108
111  43.98684048 -088.55205005 3 102
114  43.98691006 -088.55208651  43.98694491 -088.55208339 3 102
110 1 0.00 0.0000 New Taxiway 4
112  43.98703405 -088.55229450  43.98703600 -088.55235528 3 102
111  43.98705954 -088.55241902
111  43.98698094 -088.55229327
113  43.98704876 -088.55216987 3 102
110 2 0.00 0.0000 New Taxiway 9
111  43.97139266 -088.54851414
111  43.97150083 -088.54851660 3 102
111  43.97262379 -088.54851569
111  43.97278139 -088.54851553
111  43.97281336 -088.54826669 3 102
111  43.97265359 -088.54802013 3 102
111  43.97265117 -088.54734523 3 102
111  43.97288725 -088.54734685
111  43.97313268 -088.54734853
111  43.97313140 -088.54797813 3 102
111  43.97295702 -088.54875301 3 102
111  43.97149181 -088.54876032
113  43.97140159 -088.54876077
110 1 0.00 0.0000 New Taxiway 4
111  43.99481233 -088.56562347
112  43.99479367 -088.56546434  43.99477663 -088.56543850
112  43.99470872 -088.56552554  43.99468393 -088.56560090
111  43.99462042 -088.56616179
111  43.99452527 -088.56615363
112  43.99465197 -088.56537345  43.99470774 -088.56529378
111  43.99501836 -088.56531555
113  43.99501836 -088.56564715
110 1 0.00 0.0000 New Taxiway 3
111  43.99476431 -088.56613379
112  43.99482008 -088.56601967  43.99482318 -088.56597230
111  43.99481853 -088.56572683
111  43.99501836 -088.56570314
111  43.99501991 -088.56630175
111  43.99490528 -088.56630175
112  43.99487280 -088.56622008  43.99484443 -088.56620077
113  43.99482073 -088.56624441
110 1 0.00 0.0000 New Taxiway 3
111  43.99352438 -088.57414893
112  43.99336769 -088.57589536  43.99331658 -088.57600863
111  43.99111363 -088.57658391
111  43.99111088 -088.57647722
112  43.99333470 -088.57584633  43.99337969 -088.57573169
113  43.99346912 -088.57414750
110 1 0.00 0.0000 New Taxiway 2
111  43.99363289 -088.56612676
112  43.99359671 -088.56481406  43.99357632 -088.56471735
111  43.99351623 -088.56463399
112  43.99336859 -088.56436552  43.99335807 -088.56435964
111  43.99337111 -088.56389903
112  43.99341116 -088.56214738  43.99343082 -088.56209578
111  43.99361816 -088.56180239
111  43.99362068 -088.56213139
112  43.99350626 -088.56216203  43.99346130 -088.56219301
111  43.99343886 -088.56221941
112  43.99340921 -088.56431562  43.99342175 -088.56437136
112  43.99362979 -088.56474813  43.99365823 -088.56482345
113  43.99368384 -088.56612589
110 2 0.00 0.0000 New Taxiway 19
111  43.97918779 -088.55622829
111  43.97899668 -088.55623945
111  43.97900077 -088.55595531 3 102
114  43.97905649 -088.55611906  43.97910293 -088.55619081 3 102
110 1 0.00 0.0000 New Taxiway 1
111  43.99361305 -088.57067650
111  43.99362919 -088.56628316
111  43.99368243 -088.56628273
113  43.99366653 -088.57067801
110 2 0.00 0.0000 New Taxiway 18
112  43.97906135 -088.55690087  43.97901175 -088.55697837 3 102
111  43.97900051 -088.55708924
111  43.97897947 -088.55678107
113  43.97918899 -088.55679996 3 102
110 2 0.00 0.0000 New Taxiway 18
112  43.97906135 -088.55690087  43.97901175 -088.55697837 3 102
111  43.97900051 -088.55708924
111  43.97897947 -088.55678107
113  43.97918899 -088.55679996 3 102
110 2 0.00 0.0000 New Taxiway 19
111  43.97918779 -088.55622829
111  43.97899668 -088.55623945
111  43.97900077 -088.55595531 3 102
114  43.97905649 -088.55611906  43.97910293 -088.55619081 3 102
110 1 0.00 0.0000 New Taxiway 1
111  43.99361305 -088.57067650
111  43.99362919 -088.56628316
111  43.99368243 -088.56628273
113  43.99366653 -088.57067801
130 Airport Boundary 1
111  43.96303619 -088.55893024
111  43.96303619 -088.55194908
111  43.96957347 -088.55170196
111  43.96979583 -088.54237316
111  43.97419849 -088.54212604
111  43.97419849 -088.55164018
111  43.98448221 -088.55157550
111  43.98568294 -088.54675548
111  43.98799544 -088.54483983
111  43.99177551 -088.54564316
111  43.99524427 -088.55015421
111  43.99631158 -088.55497423
111  43.99688971 -088.56714788
111  43.99560004 -088.57814741
111  43.99133079 -088.57870357
111  43.99026348 -088.57505765
111  43.99075267 -088.57184431
111  43.99075267 -088.56696249
111  43.99044137 -088.56059759
111  43.98906276 -088.55917630
111  43.98723943 -088.55954707
111  43.98652789 -088.56022682
111  43.98639448 -088.56374914
111  43.98661683 -088.56640633
111  43.98434880 -088.56646813
111  43.98425985 -088.56344017
111  43.97750021 -088.56294581
113  43.96300516 -088.56245181
120 Linear Feature 145
111  43.98557684 -088.55723607 1
115  43.98550700 -088.55732687
120 Linear Feature 144
111  43.98557723 -088.55732329 1
115  43.98550620 -088.55723024
120 Linear Feature 15
111  43.97147819 -088.54863515 1 101
112  43.97139157 -088.54857400  43.97136000 -088.54853943 1 101
115  43.97132852 -088.54844342
120 Linear Feature 14
111  43.97147817 -088.54863514 1 101
112  43.97139167 -088.54870666  43.97134865 -088.54875670 1 101
115  43.97133171 -088.54886485
120 Linear Feature 13
111  43.97147823 -088.54863517 1 101
115  43.97278318 -088.54862012
120 Linear Feature 13
111  43.99483271 -088.56154296 1
111  43.99398724 -088.56155028 1
112  43.99380802 -088.56130828  43.99381314 -088.56111966 1
111  43.99399749 -088.56106628 1
115  43.99485264 -088.56105205
120 Linear Feature 62
111  43.99461762 -088.55506004 1
115  43.99461757 -088.55499428
120 Linear Feature 61
111  43.99475942 -088.55506007 1
115  43.99475978 -088.55499512
120 Linear Feature 60
111  43.99489942 -088.55506004 1
115  43.99489958 -088.55499449
120 Linear Feature 59
111  43.99465988 -088.55506007 1
115  43.99457774 -088.55506007
120 Linear Feature 58
111  43.99479980 -088.55506007 1
115  43.99471725 -088.55506007
120 Linear Feature 57
111  43.99493621 -088.55506007 1
115  43.99486286 -088.55506001
120 Linear Feature 84
111  43.98776392 -088.55068511 1
115  43.98800851 -088.55019318
120 Linear Feature 81
111  43.98749154 -088.55108343 1
112  43.98752863 -088.55108977  43.98754561 -088.55108843 1
115  43.98757294 -088.55106139
120 Linear Feature 80
112  43.98726726 -088.55075772  43.98729472 -088.55079388 1
111  43.98749154 -088.55108343 1
112  43.98750724 -088.55112708  43.98750724 -088.55114961 1
115  43.98749638 -088.55121221
120 Linear Feature 79
111  43.98979688 -088.54866608 1
112  43.98982772 -088.54874109  43.98983479 -088.54877806 1
115  43.98981781 -088.54885601
120 Linear Feature 78
111  43.98992236 -088.54872316 1
112  43.98984122 -088.54879379  43.98980697 -088.54885450 1
111  43.98964565 -088.54947399 1
112  43.98958920 -088.54964621  43.98958426 -088.54972196 1
111  43.98957567 -088.55004410 1
112  43.98957440 -088.55012181  43.98957812 -088.55014196 1
115  43.98958875 -088.55015748
120 Linear Feature 76
111  43.99029984 -088.54884876 1
112  43.99021556 -088.54885578  43.99016805 -088.54883538 1
115  43.98946473 -088.54851483
120 Linear Feature 75
111  43.99044318 -088.54880954 1
112  43.99030377 -088.54870498  43.99028541 -088.54861936 1
111  43.99028629 -088.54814389 1
112  43.99020934 -088.54777492  43.99013749 -088.54772941 1
115  43.98956476 -088.54757127
120 Linear Feature 55
111  43.99461768 -088.55535348 1
115  43.99461770 -088.55527062
120 Linear Feature 74
111  43.99442148 -088.55367363 1
115  43.99442173 -088.55358578
120 Linear Feature 73
111  43.99454302 -088.55367513 1
115  43.99454298 -088.55358156
120 Linear Feature 72
111  43.99467003 -088.55367363 1
115  43.99466986 -088.55358307
120 Linear Feature 71
111  43.99446589 -088.55367363 1
115  43.99437808 -088.55367363
120 Linear Feature 70
111  43.99458533 -088.55367514 1
115  43.99450390 -088.55367514
120 Linear Feature 69
111  43.99471455 -088.55367363 1
115  43.99462985 -088.55367408
120 Linear Feature 54
111  43.99475810 -088.55535466 1
115  43.99475818 -088.55527019
120 Linear Feature 53
111  43.99489689 -088.55535175 1
115  43.99489677 -088.55526661
120 Linear Feature 51
111  43.99466076 -088.55535335 1
115  43.99457683 -088.55535362
120 Linear Feature 50
111  43.99479984 -088.55535469 1
115  43.99471556 -088.55535459
120 Linear Feature 49
111  43.99493372 -088.55535182 1
115  43.99485888 -088.55535172
120 Linear Feature 48
111  43.99415728 -088.55421463 1
112  43.99399559 -088.55414469  43.99396498 -088.55409212 1
115  43.99395830 -088.55400664
120 Linear Feature 68
111  43.99461634 -088.55470492 1
115  43.99461639 -088.55464515
120 Linear Feature 67
111  43.99476206 -088.55470997 1
115  43.99476206 -088.55465013
120 Linear Feature 66
111  43.99490060 -088.55471399 1
115  43.99490061 -088.55465410
120 Linear Feature 65
111  43.99466053 -088.55470492 1
115  43.99457996 -088.55470492
120 Linear Feature 64
111  43.99480028 -088.55470990 1
115  43.99472070 -088.55471008
120 Linear Feature 63
111  43.99493334 -088.55471400 1
115  43.99486781 -088.55471400
120 Linear Feature 47
111  43.99426800 -088.55421423 1
112  43.99414107 -088.55430401  43.99412447 -088.55436837 1
115  43.99417778 -088.55447699
120 Linear Feature 46
111  43.99409651 -088.55379771 1
112  43.99400375 -088.55375657  43.99397123 -088.55371831 1
115  43.99396417 -088.55364158
120 Linear Feature 45
111  43.99472684 -088.55378967 1
111  43.99409652 -088.55379770 1
112  43.99400528 -088.55383425  43.99398028 -088.55387124 1
115  43.99395889 -088.55397199
120 Linear Feature 44
111  43.99439317 -088.55483354 1
112  43.99420250 -088.55467674  43.99420395 -088.55451803 1
111  43.99439215 -088.55452004 1
115  43.99495580 -088.55452406
120 Linear Feature 43
111  43.99439153 -088.55514876 1
112  43.99420276 -088.55498914  43.99420260 -088.55483217 1
111  43.99439316 -088.55483354 1
115  43.99495305 -088.55483445
120 Linear Feature 42
111  43.99495478 -088.55546167 1
111  43.99439129 -088.55546182 1
112  43.99420213 -088.55530406  43.99420348 -088.55514804 1
111  43.99439152 -088.55514873 1
115  43.99495484 -088.55514684
120 Linear Feature 41
111  43.99388744 -088.55421561 1
115  43.99496924 -088.55421170
120 Linear Feature 29
111  43.99381890 -088.56138960 1
112  43.99371774 -088.56116880  43.99368564 -088.56106989 1
115  43.99368824 -088.56083830
120 Linear Feature 34
111  43.99437644 -088.55633180 1
115  43.99437674 -088.55626437
120 Linear Feature 40
111  43.99466117 -088.55564758 1
115  43.99466077 -088.55558053
120 Linear Feature 39
111  43.99469907 -088.55564727 1
115  43.99461903 -088.55564798
120 Linear Feature 38
111  43.99477911 -088.55564742 1
115  43.99477879 -088.55558672
120 Linear Feature 37
111  43.99481104 -088.55564815 1
115  43.99474462 -088.55564670
120 Linear Feature 36
111  43.99489782 -088.55565227 1
115  43.99489678 -088.55559374
120 Linear Feature 35
111  43.99493760 -088.55565300 1
115  43.99486013 -088.55565155
120 Linear Feature 33
111  43.99440720 -088.55633175 1
115  43.99434113 -088.55633175
120 Linear Feature 32
111  43.99448586 -088.55633233 1
115  43.99448599 -088.55627223
120 Linear Feature 31
111  43.99451291 -088.55633233 1
115  43.99445825 -088.55633233
120 Linear Feature 28
111  43.99398040 -088.55940383 1
112  43.99375381 -088.55945273  43.99370064 -088.55950692 1
115  43.99367711 -088.55960535
120 Linear Feature 27
111  43.99400562 -088.56045808 1
112  43.99373059 -088.56042297  43.99369919 -088.56039084 1
115  43.99367890 -088.56033036
120 Linear Feature 26
