I
1050 Generated by WorldEditor 2.2.0r2

1     20 1 0 KNTU Oceana Naval Air Station
111  36.82310653 -076.01366810 51
116  36.82311697 -076.01358733  36.82309895 -076.01354307
120 Linear Feature 1
112  36.82330173 -076.01382743  36.82328971 -076.01379066 51
115  36.82330743 -076.01375370
120 Linear Feature 25
111  36.82327543 -076.01379349 51
115  36.82323711 -076.01383917
120 Linear Feature 24
111  36.82323711 -076.01383917 51
116  36.82330173 -076.01382743  36.82332515 -076.01383962
120 Linear Feature 23
111  36.82323711 -076.01383917 51
116  36.82325245 -076.01376382  36.82324854 -076.01373131
120 Linear Feature 21
111  36.82317741 -076.01358200 51
116  36.82311697 -076.01358733  36.82308523 -076.01357234
120 Linear Feature 20
111  36.82327399 -076.01344998 51
115  36.82321819 -076.01351868
120 Linear Feature 17
111  36.82356200 -076.01416551 51
115  36.82352685 -076.01420863
120 Linear Feature 16
111  36.82341744 -076.01397817 51
115  36.82337854 -076.01402396
120 Linear Feature 15
111  36.82345183 -076.01393766 51
116  36.82338902 -076.01394211  36.82335676 -076.01392145
120 Linear Feature 1
112  36.81844945 -076.02560916  36.81835864 -076.02568774 51
115  36.81829091 -076.02558671
120 Linear Feature 1
112  36.81855002 -076.02549457  36.81845921 -076.02557315 51
115  36.81839089 -076.02547128
120 Linear Feature 1
112  36.81865230 -076.02537803  36.81857790 -076.02544536 51
115  36.81849996 -076.02534450
120 Linear Feature 1
112  36.81875957 -076.02525580  36.81866876 -076.02533438 51
115  36.81860145 -076.02523664
120 Linear Feature 1
112  36.81885349 -076.02514879  36.81876268 -076.02522737 51
115  36.81869386 -076.02512689
120 Linear Feature 1
112  36.81896329 -076.02502368  36.81887247 -076.02510226 51
115  36.81880292 -076.02500389
120 Linear Feature 1
112  36.81906610 -076.02490662  36.81897529 -076.02498520 51
115  36.81890745 -076.02488657
120 Linear Feature 1
112  36.81916789 -076.02479055  36.81907708 -076.02486913 51
115  36.81899985 -076.02477114
120 Linear Feature 1
112  36.81836560 -076.02648244  36.81827479 -076.02656102 51
115  36.81820695 -076.02646240
120 Linear Feature 1
112  36.81845817 -076.02637686  36.81837194 -076.02645028 51
115  36.81829951 -076.02635681
120 Linear Feature 1
112  36.81855927 -076.02626205  36.81847121 -076.02633662 51
115  36.81840062 -076.02624201
120 Linear Feature 1
112  36.81866095 -076.02614660  36.81857014 -076.02622518 51
115  36.81850230 -076.02612655
120 Linear Feature 1
112  36.81876080 -076.02603321  36.81866999 -076.02611179 51
115  36.81860514 -076.02601529
120 Linear Feature 1
112  36.81886679 -076.02591286  36.81877598 -076.02599144 51
115  36.81870837 -076.02589305
120 Linear Feature 1
112  36.81897028 -076.02579535  36.81887947 -076.02587392 51
115  36.81881163 -076.02577530
120 Linear Feature 1
112  36.81907059 -076.02568145  36.81897978 -076.02576002 51
115  36.81891194 -076.02566140
120 Linear Feature 1
112  36.81916656 -076.02557247  36.81907999 -076.02564973 51
115  36.81900791 -076.02555242
120 Linear Feature 1
112  36.81866987 -076.02693998  36.81858965 -076.02700092 51
115  36.81852931 -076.02691938
120 Linear Feature 1
112  36.81876872 -076.02682607  36.81869013 -076.02688248 51
115  36.81863069 -076.02680890
120 Linear Feature 1
112  36.81887453 -076.02670567  36.81879694 -076.02676084 51
115  36.81873500 -076.02669113
120 Linear Feature 1
112  36.81897150 -076.02660179  36.81890007 -076.02666132 51
115  36.81883564 -076.02657945
120 Linear Feature 1
112  36.81907786 -076.02647731  36.81898979 -076.02653029 51
115  36.81893851 -076.02646530
120 Linear Feature 1
112  36.81917753 -076.02635929  36.81908709 -076.02642317 51
115  36.81903818 -076.02634728
120 Linear Feature 1
112  36.81650108 -076.02227288  36.81641027 -076.02235146 51
115  36.81634243 -076.02225283
120 Linear Feature 26
111  36.81599209 -076.02129150 53
111  36.81685882 -076.02029303 53
111  36.81762394 -076.01937806 53
115  36.81781838 -076.01914554
120 Linear Feature 25
111  36.82593209 -076.02444438 54
115  36.82610447 -076.02468125
120 Linear Feature 24
111  36.82455200 -076.02604471 54
115  36.82468543 -076.02622776
120 Linear Feature 24
111  36.82507481 -076.02584081 54
115  36.82490172 -076.02560360
120 Linear Feature 23
111  36.82359706 -076.02745117 51
115  36.82346363 -076.02726806
120 Linear Feature 14
111  36.82359318 -076.01412674 51
116  36.82353517 -076.01413172  36.82350824 -076.01411290
120 Linear Feature 13
111  36.82341437 -076.01363178 51
115  36.82335702 -076.01369916
120 Linear Feature 10
111  36.82337854 -076.01402396 51
116  36.82344428 -076.01401222  36.82346913 -076.01403621
120 Linear Feature 9
111  36.82337854 -076.01402396 51
116  36.82338902 -076.01394211  36.82337192 -076.01389478
120 Linear Feature 8
111  36.82353623 -076.01378960 51
115  36.82350581 -076.01382491
120 Linear Feature 7
111  36.82357506 -076.01383988 51
115  36.82354629 -076.01387430
120 Linear Feature 5
111  36.82371693 -076.01402361 51
115  36.82368778 -076.01405882
120 Linear Feature 4
111  36.82367802 -076.01397322 51
115  36.82364824 -076.01400851
120 Linear Feature 2
111  36.82352685 -076.01420863 51
116  36.82359338 -076.01420503  36.82362253 -076.01423015
120 Linear Feature 1
111  36.82352685 -076.01420863 51
116  36.82353517 -076.01413172  36.82351758 -076.01408582
120 Linear Feature 4
111  36.80760725 -076.04383622 20
115  36.80772684 -076.04370048
120 Linear Feature 3
111  36.80776690 -076.04375886 20
111  36.80772684 -076.04370048 20
111  36.80768642 -076.04364159 20
111  36.80756617 -076.04378081 20
111  36.80760725 -076.04383622 20
113  36.80764985 -076.04389369 20
120 Linear Feature 2
111  36.80804905 -076.04314280 20
115  36.80792816 -076.04327787
120 Linear Feature 1
111  36.80808926 -076.04319723 20
111  36.80804905 -076.04314280 20
111  36.80800734 -076.04308635 20
111  36.80788736 -076.04322294 20
111  36.80792816 -076.04327787 20
113  36.80796979 -076.04333391 20
120 Linear Feature 13
111  36.80832919 -076.04282296 20
115  36.80845115 -076.04268875
120 Linear Feature 12
111  36.80849139 -076.04274327 20
111  36.80845115 -076.04268875 20
111  36.80840900 -076.04263165 20
111  36.80828809 -076.04276671 20
111  36.80832919 -076.04282296 20
113  36.80837038 -076.04287933 20
120 Linear Feature 11
111  36.80811141 -076.04252272 20
115  36.80823173 -076.04238949
120 Linear Feature 10
111  36.80827202 -076.04244560 20
111  36.80823173 -076.04238949 20
111  36.80819029 -076.04233177 20
111  36.80807044 -076.04246703 20
111  36.80811141 -076.04252272 20
113  36.80815300 -076.04257926 20
120 Linear Feature 9
111  36.80801466 -076.04209111 20
115  36.80789374 -076.04222486
120 Linear Feature 8
111  36.80805302 -076.04214596 20
111  36.80801466 -076.04209111 20
111  36.80797478 -076.04203410 20
111  36.80785331 -076.04216782 20
111  36.80789374 -076.04222486 20
113  36.80793258 -076.04227968 20
120 Linear Feature 7
111  36.80767497 -076.04192531 20
115  36.80779562 -076.04178858
120 Linear Feature 6
111  36.80783552 -076.04184615 20
111  36.80779562 -076.04178858 20
111  36.80775557 -076.04173081 20
111  36.80763331 -076.04187053 20
111  36.80767497 -076.04192531 20
113  36.80771630 -076.04198172 20
120 Linear Feature 8
111  36.81694761 -076.02472228 51
111  36.81682954 -076.02454738 51
115  36.81680767 -076.02451499
120 Linear Feature 8
111  36.81536361 -076.02254306 51
111  36.81532738 -076.02249016 51
115  36.81522619 -076.02234240
120 Linear Feature 8
111  36.81546159 -076.02243677 51
111  36.81542435 -076.02238239 51
115  36.81532417 -076.02223611
120 Linear Feature 8
111  36.81556265 -076.02232262 51
111  36.81552904 -076.02227355 51
115  36.81542523 -076.02212196
120 Linear Feature 8
111  36.81567066 -076.02219963 51
111  36.81563130 -076.02214244 51
115  36.81552721 -076.02199120
120 Linear Feature 8
111  36.81427772 -076.01979870 51
111  36.81420380 -076.01969040 51
115  36.81416724 -076.01963684
120 Linear Feature 8
111  36.81417330 -076.01991725 51
111  36.81409806 -076.01980733 51
115  36.81406181 -076.01975436
120 Linear Feature 8
111  36.81407156 -076.02003587 51
111  36.81399112 -076.01991836 51
115  36.81395804 -076.01987004
120 Linear Feature 8
111  36.81397298 -076.02014755 51
111  36.81388503 -076.02002326 51
115  36.81385662 -076.01998310
120 Linear Feature 8
111  36.81387116 -076.02026157 51
111  36.81378626 -076.02013703 51
115  36.81375702 -076.02009413
120 Linear Feature 8
111  36.81376741 -076.02037673 51
111  36.81367927 -076.02025123 51
115  36.81365153 -076.02021173
120 Linear Feature 8
111  36.81417883 -076.02068437 51
111  36.81416581 -076.02066536 51
115  36.81404141 -076.02048371
120 Linear Feature 8
111  36.81428087 -076.02057662 51
111  36.81426225 -076.02054943 51
115  36.81414345 -076.02037596
120 Linear Feature 8
111  36.81438186 -076.02046099 51
111  36.81436454 -076.02043570 51
115  36.81424927 -076.02026636
120 Linear Feature 8
111  36.81458765 -076.02024233 51
111  36.81456728 -076.02021257 51
115  36.81445024 -076.02004167
120 Linear Feature 8
111  36.81492210 -076.02069463 51
111  36.81481306 -076.02053541 51
115  36.81478468 -076.02049398
120 Linear Feature 8
111  36.81482515 -076.02080438 51
111  36.81471584 -076.02065180 51
115  36.81466807 -076.02058512
120 Linear Feature 8
111  36.81472523 -076.02092308 51
111  36.81460966 -076.02076693 51
115  36.81455407 -076.02069183
120 Linear Feature 8
111  36.81439234 -076.02125324 51
111  36.81429514 -076.02111132 51
115  36.81425492 -076.02105259
120 Linear Feature 8
111  36.81473923 -076.02169156 51
111  36.81469829 -076.02163178 51
115  36.81460181 -076.02149090
120 Linear Feature 8
111  36.81483374 -076.02158167 51
111  36.81478867 -076.02151587 51
115  36.81469632 -076.02138101
120 Linear Feature 8
111  36.81493511 -076.02146456 51
111  36.81488905 -076.02139730 51
115  36.81479769 -076.02126390
120 Linear Feature 8
111  36.81503698 -076.02135146 51
111  36.81498539 -076.02127612 51
115  36.81489956 -076.02115080
120 Linear Feature 8
111  36.81524150 -076.02111950 51
111  36.81519722 -076.02105486 51
115  36.81510408 -076.02091885
120 Linear Feature 8
111  36.81514051 -076.02123777 51
111  36.81509744 -076.02117487 51
115  36.81500309 -076.02103711
120 Linear Feature 8
111  36.81503603 -076.02210630 51
111  36.81493880 -076.02196433 51
115  36.81489861 -076.02190565
120 Linear Feature 8
111  36.81515555 -076.02202390 51
111  36.81504167 -076.02185763 51
115  36.81501813 -076.02182324
120 Linear Feature 8
111  36.81525636 -076.02190345 51
111  36.81514603 -076.02174235 51
115  36.81511894 -076.02170279
120 Linear Feature 8
111  36.81535630 -076.02178738 51
111  36.81524735 -076.02162829 51
115  36.81521888 -076.02158672
120 Linear Feature 8
111  36.81544870 -076.02167574 51
111  36.81534717 -076.02152336 51
115  36.81531245 -076.02147126
120 Linear Feature 8
111  36.81555386 -076.02155810 51
111  36.81544818 -076.02140377 51
115  36.81541645 -076.02135744
120 Linear Feature 8
111  36.81576635 -076.02208763 51
111  36.81573739 -076.02204529 51
115  36.81563012 -076.02188846
120 Linear Feature 8
111  36.81588000 -076.02196967 51
111  36.81583983 -076.02191468 51
115  36.81572320 -076.02175504
120 Linear Feature 8
111  36.81667312 -076.02187620 51
111  36.81656690 -076.02172929 51
115  36.81651778 -076.02166135
120 Linear Feature 8
111  36.81656208 -076.02200213 51
111  36.81645891 -076.02185111 51
115  36.81641036 -076.02178004
120 Linear Feature 8
111  36.81645250 -076.02212441 51
111  36.81634252 -076.02197456 51
115  36.81629444 -076.02190906
120 Linear Feature 8
111  36.81611490 -076.02250429 51
111  36.81599638 -076.02233191 51
115  36.81596810 -076.02229077
120 Linear Feature 8
111  36.81600322 -076.02263086 51
111  36.81588542 -076.02245748 51
115  36.81585293 -076.02240966
120 Linear Feature 8
111  36.81588926 -076.02275588 51
111  36.81576173 -076.02257005 51
115  36.81573337 -076.02252873
120 Linear Feature 8
111  36.81577807 -076.02287879 51
111  36.81566230 -076.02270712 51
115  36.81562089 -076.02264573
120 Linear Feature 8
111  36.81609751 -076.02330884 51
111  36.81605307 -076.02324908 51
115  36.81595443 -076.02311644
120 Linear Feature 8
111  36.81620862 -076.02318706 51
111  36.81616250 -076.02312233 51
115  36.81606921 -076.02299137
120 Linear Feature 8
111  36.81632223 -076.02305839 51
111  36.81626799 -076.02298374 51
115  36.81617570 -076.02285670
120 Linear Feature 8
111  36.81643715 -076.02293158 51
111  36.81639236 -076.02287195 51
115  36.81628517 -076.02272926
120 Linear Feature 8
111  36.81654471 -076.02281237 51
111  36.81649941 -076.02274623 51
115  36.81640729 -076.02261171
120 Linear Feature 8
111  36.81665681 -076.02268559 51
111  36.81660412 -076.02261136 51
115  36.81651502 -076.02249111
120 Linear Feature 8
111  36.81676739 -076.02255881 51
111  36.81671616 -076.02248557 51
115  36.81661941 -076.02235610
120 Linear Feature 8
111  36.81687585 -076.02243524 51
111  36.81683010 -076.02236843 51
115  36.81673843 -076.02223458
120 Linear Feature 8
111  36.81699190 -076.02230597 51
111  36.81694155 -076.02223493 51
115  36.81685046 -076.02210639
120 Linear Feature 8
111  36.81732768 -076.02272556 51
111  36.81722172 -076.02257528 51
115  36.81717894 -076.02251461
120 Linear Feature 8
111  36.81723115 -076.02283819 51
111  36.81713005 -076.02269116 51
115  36.81708685 -076.02262833
120 Linear Feature 8
111  36.81712676 -076.02296242 51
111  36.81702534 -076.02280572 51
115  36.81697723 -076.02273138
120 Linear Feature 8
111  36.81702760 -076.02307124 51
111  36.81692643 -076.02291991 51
115  36.81688157 -076.02285280
120 Linear Feature 8
111  36.81692698 -076.02318092 51
111  36.81682607 -076.02303416 51
115  36.81678066 -076.02296812
120 Linear Feature 8
111  36.81682688 -076.02330147 51
111  36.81672327 -076.02315017 51
115  36.81668946 -076.02310081
120 Linear Feature 8
111  36.81672463 -076.02341815 51
111  36.81661193 -076.02326175 51
115  36.81657303 -076.02320778
120 Linear Feature 8
111  36.81662112 -076.02353484 51
111  36.81651646 -076.02338226 51
115  36.81647447 -076.02332105
120 Linear Feature 8
111  36.81652880 -076.02364383 51
111  36.81640728 -076.02347883 51
115  36.81637328 -076.02343267
120 Linear Feature 8
111  36.81642054 -076.02376790 51
111  36.81630301 -076.02359270 51
115  36.81626961 -076.02354292
120 Linear Feature 8
111  36.81661659 -076.02428574 51
111  36.81658995 -076.02424683 51
115  36.81647917 -076.02408508
120 Linear Feature 8
111  36.81672506 -076.02417578 51
111  36.81668507 -076.02412320 51
115  36.81659228 -076.02400119
120 Linear Feature 8
111  36.81682939 -076.02405813 51
111  36.81678840 -076.02400265 51
115  36.81668887 -076.02386790
120 Linear Feature 8
111  36.81693129 -076.02394551 51
111  36.81689785 -076.02389668 51
115  36.81679387 -076.02374485
120 Linear Feature 8
111  36.81703228 -076.02383382 51
111  36.81699870 -076.02378154 51
115  36.81690393 -076.02364075
120 Linear Feature 8
111  36.81713418 -076.02371816 51
111  36.81710189 -076.02367213 51
115  36.81699418 -076.02351859
120 Linear Feature 8
111  36.81723622 -076.02360252 51
111  36.81719932 -076.02355009 51
115  36.81709531 -076.02340230
120 Linear Feature 8
111  36.81733993 -076.02349352 51
111  36.81729851 -076.02343305 51
115  36.81720251 -076.02329286
120 Linear Feature 8
111  36.81744513 -076.02337394 51
111  36.81740749 -076.02332352 51
115  36.81730412 -076.02318500
120 Linear Feature 8
111  36.81754107 -076.02326514 51
111  36.81750429 -076.02321238 51
115  36.81740285 -076.02306683
120 Linear Feature 8
111  36.81785532 -076.02370084 51
111  36.81773628 -076.02352702 51
115  36.81771790 -076.02350018
120 Linear Feature 8
111  36.81776013 -076.02381091 51
111  36.81763811 -076.02364659 51
115  36.81761028 -076.02360912
120 Linear Feature 8
111  36.81765334 -076.02392948 51
111  36.81753448 -076.02375793 51
115  36.81750838 -076.02372026
120 Linear Feature 8
111  36.81755614 -076.02403671 51
111  36.81743443 -076.02386130 51
115  36.81741423 -076.02383219
120 Linear Feature 8
111  36.81745068 -076.02416254 51
111  36.81733230 -076.02398443 51
115  36.81731004 -076.02395093
120 Linear Feature 8
111  36.81734670 -076.02427316 51
111  36.81722695 -076.02409693 51
115  36.81720586 -076.02406588
120 Linear Feature 8
111  36.81723882 -076.02439415 51
111  36.81712392 -076.02421844 51
115  36.81710243 -076.02418557
120 Linear Feature 8
111  36.81714202 -076.02450356 51
111  36.81702373 -076.02433359 51
115  36.81700204 -076.02430242
120 Linear Feature 8
111  36.81703588 -076.02461503 51
111  36.81692179 -076.02443906 51
115  36.81690356 -076.02441095
120 Linear Feature 8
111  36.81724748 -076.02514953 51
111  36.81722014 -076.02510946 51
115  36.81711772 -076.02495932
120 Linear Feature 8
111  36.81734658 -076.02504012 51
111  36.81731596 -076.02499608 51
115  36.81721296 -076.02484790
120 Linear Feature 8
111  36.81745217 -076.02491946 51
111  36.81743097 -076.02488841 51
115  36.81732553 -076.02473399
120 Linear Feature 8
111  36.81755316 -076.02480908 51
111  36.81753246 -076.02477887 51
111  36.81752095 -076.02476208 51
115  36.81742592 -076.02462345
120 Linear Feature 8
111  36.81765240 -076.02470202 51
111  36.81762941 -076.02466920 51
115  36.81751512 -076.02450600
120 Linear Feature 8
111  36.81774668 -076.02458968 51
111  36.81771998 -076.02454990 51
115  36.81761979 -076.02440063
120 Linear Feature 8
111  36.81785229 -076.02448236 51
111  36.81782112 -076.02443567 51
115  36.81771500 -076.02427670
120 Linear Feature 8
111  36.81795051 -076.02436231 51
111  36.81791767 -076.02431436 51
115  36.81781309 -076.02416165
120 Linear Feature 8
111  36.81806627 -076.02423590 51
111  36.81803646 -076.02419236 51
115  36.81792885 -076.02403524
120 Linear Feature 8
111  36.81827351 -076.02401119 51
111  36.81823885 -076.02396283 51
115  36.81813380 -076.02381626
120 Linear Feature 8
111  36.81816621 -076.02412552 51
111  36.81813405 -076.02407856 51
115  36.81802879 -076.02392486
120 Linear Feature 8
111  36.81868511 -076.02433336 51
111  36.81857027 -076.02417330 51
115  36.81853977 -076.02413079
120 Linear Feature 8
111  36.81858412 -076.02444059 51
111  36.81846392 -076.02427516 51
115  36.81844450 -076.02424844
120 Linear Feature 8
111  36.81847421 -076.02456488 51
111  36.81836450 -076.02440182 51
115  36.81834046 -076.02436608
120 Linear Feature 8
111  36.81837107 -076.02468487 51
111  36.81825825 -076.02452013 51
115  36.81823365 -076.02448421
120 Linear Feature 8
111  36.81827379 -076.02479557 51
111  36.81815535 -076.02463380 51
115  36.81812905 -076.02459787
120 Linear Feature 8
111  36.81786630 -076.02525539 51
111  36.81775286 -076.02509039 51
115  36.81771990 -076.02504246
120 Linear Feature 8
111  36.81797083 -076.02513996 51
111  36.81784734 -076.02496863 51
115  36.81782181 -076.02493321
120 Linear Feature 8
111  36.81776784 -076.02536325 51
111  36.81764674 -076.02519759 51
115  36.81761876 -076.02515930
120 Linear Feature 8
111  36.81766533 -076.02547844 51
111  36.81755041 -076.02532055 51
115  36.81751611 -076.02527342
120 Linear Feature 8
111  36.81755981 -076.02560160 51
111  36.81744196 -076.02543017 51
115  36.81741192 -076.02538646
120 Linear Feature 8
111  36.81788880 -076.02604667 51
111  36.81785245 -076.02599658 51
115  36.81773063 -076.02582874
120 Linear Feature 8
111  36.81798448 -076.02593814 51
111  36.81794332 -076.02587805 51
115  36.81784706 -076.02573749
120 Linear Feature 8
111  36.81808943 -076.02581757 51
111  36.81804966 -076.02576407 51
115  36.81793409 -076.02560862
120 Linear Feature 8
111  36.81818941 -076.02570403 51
111  36.81815403 -076.02565266 51
115  36.81804077 -076.02548822
120 Linear Feature 8
111  36.81829091 -076.02558671 51
111  36.81825592 -076.02553754 51
115  36.81814438 -076.02538078
120 Linear Feature 8
111  36.81839089 -076.02547128 51
111  36.81835275 -076.02541577 51
115  36.81824159 -076.02525399
120 Linear Feature 8
111  36.81849996 -076.02534450 51
111  36.81846707 -076.02530087 51
115  36.81834615 -076.02514043
120 Linear Feature 8
111  36.81860145 -076.02523664 51
111  36.81856545 -076.02518751 51
115  36.81844744 -076.02502644
120 Linear Feature 8
111  36.81880292 -076.02500389 51
111  36.81876937 -076.02495837 51
115  36.81864730 -076.02479275
120 Linear Feature 8
111  36.81869386 -076.02512689 51
111  36.81866260 -076.02508125 51
115  36.81855644 -076.02492623
120 Linear Feature 8
111  36.81890745 -076.02488657 51
111  36.81887398 -076.02484063 51
115  36.81875772 -076.02468103
120 Linear Feature 8
111  36.81899985 -076.02477114 51
111  36.81897712 -076.02473916 51
115  36.81885720 -076.02457045
120 Linear Feature 8
111  36.81900791 -076.02555242 51
111  36.81889318 -076.02538490 51
115  36.81887049 -076.02535176
120 Linear Feature 8
111  36.81891194 -076.02566140 51
111  36.81879541 -076.02549124 51
115  36.81877452 -076.02546074
120 Linear Feature 8
111  36.81881163 -076.02577530 51
111  36.81869054 -076.02560692 51
115  36.81867416 -076.02558415
120 Linear Feature 8
111  36.81870837 -076.02589305 51
111  36.81858945 -076.02572536 51
115  36.81857150 -076.02570005
120 Linear Feature 8
111  36.81860514 -076.02601529 51
111  36.81848785 -076.02584403 51
115  36.81846772 -076.02581464
120 Linear Feature 8
111  36.81850230 -076.02612655 51
111  36.81839007 -076.02596268 51
115  36.81836488 -076.02592589
120 Linear Feature 8
111  36.81840062 -076.02624201 51
111  36.81828483 -076.02607293 51
115  36.81826320 -076.02604135
120 Linear Feature 8
111  36.81829951 -076.02635681 51
111  36.81817666 -076.02617744 51
115  36.81816442 -076.02615958
120 Linear Feature 8
111  36.81820695 -076.02646240 51
111  36.81809050 -076.02629236 51
115  36.81806953 -076.02626174
120 Linear Feature 8
111  36.81852931 -076.02691938 51
111  36.81848396 -076.02685317 51
115  36.81839189 -076.02671872
120 Linear Feature 8
111  36.81863069 -076.02680890 51
111  36.81858272 -076.02674223 51
115  36.81848153 -076.02660158
120 Linear Feature 8
111  36.81873500 -076.02669113 51
111  36.81869825 -076.02663696 51
115  36.81858056 -076.02646344
120 Linear Feature 8
111  36.81883564 -076.02657945 51
111  36.81879101 -076.02651400 51
115  36.81868999 -076.02636585
120 Linear Feature 8
111  36.81893851 -076.02646530 51
111  36.81888966 -076.02639325 51
115  36.81878210 -076.02623460
120 Linear Feature 8
111  36.81903818 -076.02634728 51
111  36.81898874 -076.02627509 51
115  36.81890076 -076.02614662
120 Linear Feature 8
111  36.81622864 -076.02237888 51
111  36.81612005 -076.02222410 51
115  36.81609201 -076.02218413
120 Linear Feature 8
111  36.81634243 -076.02225283 51
111  36.81623050 -076.02209396 51
115  36.81620380 -076.02205606
120 Linear Feature 7
112  36.81934784 -076.02646299  36.81934666 -076.02640443 51
116  36.81917753 -076.02635929  36.81907192 -076.02644444
120 Linear Feature 6
111  36.81917753 -076.02635929 51
111  36.81907786 -076.02647731 51
111  36.81896929 -076.02660133 51
111  36.81887453 -076.02670567 51
111  36.81876872 -076.02682607 51
115  36.81866987 -076.02693998
120 Linear Feature 3
111  36.81874142 -076.03134013 51
115  36.81901551 -076.03103061
120 Linear Feature 2
111  36.81923131 -076.03061182 51
115  36.81934784 -076.02646299
120 Linear Feature 1
112  36.81826320 -076.02604135  36.81819610 -076.02593210 51
115  36.81824407 -076.02584318
120 Linear Feature 1
112  36.81792143 -076.02482491  36.81785451 -076.02472897 51
115  36.81790276 -076.02461800
120 Linear Feature 1
112  36.81823300 -076.02370489  36.81816607 -076.02360895 51
115  36.81820074 -076.02351151
120 Linear Feature 1
112  36.81813380 -076.02381626  36.81806688 -076.02372032 51
115  36.81810292 -076.02362154
120 Linear Feature 1
112  36.81731004 -076.02395093  36.81725384 -076.02384579 51
115  36.81729659 -076.02373891
120 Linear Feature 1
112  36.81640729 -076.02261171  36.81634037 -076.02250276 51
115  36.81639297 -076.02239296
120 Linear Feature 1
112  36.81641036 -076.02178004  36.81635681 -076.02169643 51
115  36.81638452 -076.02160679
120 Linear Feature 1
112  36.81651778 -076.02166135  36.81646202 -076.02158142 51
115  36.81649151 -076.02148802
120 Linear Feature 1
112  36.81552721 -076.02199120  36.81547207 -076.02191216 51
115  36.81551452 -076.02180952
120 Linear Feature 1
112  36.81425492 -076.02105259  36.81418035 -076.02091984 51
115  36.81427657 -076.02081923
120 Linear Feature 1
112  36.81436727 -076.02092625  36.81431214 -076.02084721 51
115  36.81436128 -076.02072585
120 Linear Feature 1
112  36.81446405 -076.02081456  36.81440789 -076.02069309 51
115  36.81447413 -076.02060147
120 Linear Feature 1
112  36.81455407 -076.02069183  36.81450109 -076.02058880 51
115  36.81457757 -076.02048745
120 Linear Feature 1
112  36.81466807 -076.02058512  36.81460963 -076.02045757 51
115  36.81469007 -076.02036344
120 Linear Feature 1
112  36.81478468 -076.02049398  36.81471410 -076.02037378 51
115  36.81477734 -076.02026726
120 Linear Feature 1
112  36.81510408 -076.02091885  36.81503026 -076.02079354 51
115  36.81508151 -076.02071483
120 Linear Feature 1
112  36.81500309 -076.02103711  36.81492722 -076.02091520 51
115  36.81498443 -076.02082436
120 Linear Feature 1
112  36.81394463 -076.02059277  36.81389673 -076.02049767 51
115  36.81395835 -076.02040774
120 Linear Feature 1
112  36.81404141 -076.02048371  36.81398859 -076.02038737 51
115  36.81406352 -076.02028879
120 Linear Feature 1
112  36.81414345 -076.02037596  36.81409313 -076.02027735 51
115  36.81416281 -076.02017648
120 Linear Feature 1
112  36.81424927 -076.02026636  36.81419369 -076.02017215 51
115  36.81425403 -076.02007330
120 Linear Feature 1
112  36.81435806 -076.02013681  36.81431136 -076.02003731 51
115  36.81436703 -076.01994556
120 Linear Feature 1
112  36.81445024 -076.02004167  36.81439510 -076.01996262 51
115  36.81443929 -076.01986382
120 Linear Feature 1
112  36.81489956 -076.02115080  36.81482727 -076.02102175 51
115  36.81488670 -076.02093462
120 Linear Feature 1
112  36.81479769 -076.02126390  36.81472754 -076.02112771 51
115  36.81479211 -076.02104134
120 Linear Feature 1
112  36.81469632 -076.02138101  36.81462748 -076.02125434 51
115  36.81469431 -076.02115168
120 Linear Feature 1
112  36.81460181 -076.02149090  36.81453476 -076.02137316 51
115  36.81458210 -076.02127828
120 Linear Feature 1
112  36.81489861 -076.02190565  36.81484347 -076.02182660 51
115  36.81489854 -076.02171171
120 Linear Feature 1
112  36.81501813 -076.02182324  36.81494817 -076.02172723 51
115  36.81499505 -076.02160285
120 Linear Feature 1
112  36.81511894 -076.02170279  36.81504538 -076.02159643 51
115  36.81509480 -076.02149033
120 Linear Feature 1
112  36.81521888 -076.02158672  36.81514674 -076.02148453 51
115  36.81519733 -076.02137469
120 Linear Feature 1
112  36.81531245 -076.02147126  36.81524718 -076.02136408 51
115  36.81530028 -076.02125856
120 Linear Feature 1
112  36.81541645 -076.02135744  36.81534129 -076.02124446 51
115  36.81540344 -076.02114220
120 Linear Feature 1
112  36.81522619 -076.02234240  36.81517105 -076.02226335 51
115  36.81520556 -076.02216943
120 Linear Feature 1
112  36.81532417 -076.02223611  36.81526903 -076.02215707 51
115  36.81531394 -076.02204318
120 Linear Feature 1
112  36.81542523 -076.02212196  36.81537009 -076.02204292 51
115  36.81541635 -076.02192388
120 Linear Feature 1
112  36.81563012 -076.02188846  36.81557425 -076.02180836 51
115  36.81560726 -076.02170150
120 Linear Feature 1
112  36.81572320 -076.02175504  36.81566745 -076.02167510 51
115  36.81571323 -076.02157805
120 Linear Feature 1
112  36.81629444 -076.02190906  36.81623869 -076.02182913 51
115  36.81627561 -076.02172768
120 Linear Feature 1
112  36.81620380 -076.02205606  36.81613893 -076.02196305 51
115  36.81616194 -076.02185386
120 Linear Feature 1
112  36.81609201 -076.02218413  36.81602713 -076.02209112 51
115  36.81605413 -076.02197353
120 Linear Feature 1
112  36.81596810 -076.02229077  36.81590283 -076.02219069 51
115  36.81594286 -076.02209705
120 Linear Feature 1
112  36.81585293 -076.02240966  36.81579296 -076.02229603 51
115  36.81584201 -076.02220927
120 Linear Feature 1
112  36.81562089 -076.02264573  36.81555396 -076.02254978 51
115  36.81562053 -076.02245494
