I
1050 Generated by WorldEditor 2.0.0r4

1    645 1 0 KPWK Chicago Executive
111  42.11273713 -087.89493507
111  42.11273451 -087.89490961
111  42.11267510 -087.89487104
111  42.11265665 -087.89488444
111  42.11259037 -087.89507918
113  42.11259310 -087.89510420
111  42.11276306 -087.89521042
111  42.11278463 -087.89520265
111  42.11285223 -087.89500629
111  42.11284961 -087.89498083
111  42.11279676 -087.89494668
111  42.11277830 -087.89496007
111  42.11271202 -087.89515481
113  42.11271475 -087.89517984
111  42.11288571 -087.89528927
111  42.11290728 -087.89528150
111  42.11297487 -087.89508514
111  42.11297226 -087.89505968
111  42.11291940 -087.89502553
111  42.11290095 -087.89503892
111  42.11283467 -087.89523367
113  42.11283740 -087.89525869
111  42.11300647 -087.89536558
111  42.11302805 -087.89535781
111  42.11309564 -087.89516145
111  42.11309302 -087.89513598
111  42.11304017 -087.89510184
111  42.11302171 -087.89511523
111  42.11295543 -087.89530997
113  42.11295816 -087.89533500
111  42.11312440 -087.89543934
111  42.11314598 -087.89543158
111  42.11321357 -087.89523521
111  42.11321095 -087.89520975
111  42.11315810 -087.89517560
111  42.11313964 -087.89518899
111  42.11307336 -087.89538374
113  42.11307609 -087.89540876
111  42.11323761 -087.89550929
111  42.11325919 -087.89550152
111  42.11332678 -087.89530516
111  42.11332416 -087.89527970
111  42.11327131 -087.89524555
111  42.11325286 -087.89525894
111  42.11318657 -087.89545369
113  42.11318930 -087.89547871
111  42.11335177 -087.89558306
111  42.11337335 -087.89557529
111  42.11344094 -087.89537893
111  42.11343832 -087.89535346
111  42.11338547 -087.89531931
111  42.11336701 -087.89533271
111  42.11330073 -087.89552745
113  42.11330346 -087.89555247
111  42.11346601 -087.89565339
111  42.11348758 -087.89564563
111  42.11355517 -087.89544926
111  42.11355255 -087.89542380
111  42.11349970 -087.89538965
111  42.11348125 -087.89540304
111  42.11341497 -087.89559779
113  42.11341770 -087.89562281
111  42.11324665 -087.89588744
111  42.11326849 -087.89587861
111  42.11334002 -087.89568137
111  42.11334002 -087.89565413
111  42.11328323 -087.89561733
111  42.11326740 -087.89562543
111  42.11319588 -087.89583077
113  42.11319861 -087.89585580
110 2 0.00 0.0000 New Taxiway 7
111  42.11794918 -087.90149021
111  42.11794593 -087.90122036
111  42.11794270 -087.90095244
111  42.11793948 -087.90068149
111  42.11804023 -087.90067947
111  42.11821866 -087.90067553
111  42.11821882 -087.90069574
111  42.11849864 -087.90069478
111  42.11850679 -087.90149678
111  42.11822545 -087.90150291
111  42.11822511 -087.90148448
113  42.11803463 -087.90148843
110 1 0.00 0.0000 New Taxiway 5
111  42.11795486 -087.90192372
111  42.11794918 -087.90149021
111  42.11803463 -087.90148843
112  42.11803463 -087.90148843  42.11802403 -087.90149674
112  42.11803117 -087.90157682  42.11803460 -087.90158951
112  42.11804241 -087.90157363  42.11804256 -087.90156440
111  42.11804241 -087.90157363
111  42.11804301 -087.90152397
111  42.11822828 -087.90151995
113  42.11823126 -087.90191556
112  42.11804882 -087.90180860  42.11804956 -087.90179530
111  42.11804882 -087.90180860
111  42.11804858 -087.90169462
112  42.11804858 -087.90169462  42.11804784 -087.90168532
112  42.11803206 -087.90169927  42.11803108 -087.90171655
111  42.11803206 -087.90169927
111  42.11803231 -087.90180627
114  42.11803231 -087.90180627  42.11803428 -087.90182023
110 1 0.00 0.0000 New Taxiway 1
111  42.11868411 -087.90231846
111  42.11832984 -087.90212996
112  42.11832984 -087.90212996  42.11828127 -087.90210714
112  42.11806713 -087.90206054  42.11795379 -087.90205558
111  42.11806713 -087.90206054
111  42.11767664 -087.90206549
112  42.11771879 -087.90187036  42.11772134 -087.90176701
111  42.11771879 -087.90187036
111  42.11771177 -087.90118491 53 102
111  42.11745618 -087.90119294
112  42.11745618 -087.90119294  42.11736698 -087.90120246 53 102
111  42.11731040 -087.90130076
111  42.11746670 -087.90076802
112  42.11746670 -087.90076802  42.11745713 -087.90091884 53 102
112  42.11760154 -087.90100029  42.11764791 -087.90100326
111  42.11760154 -087.90100029 53 102
111  42.11790337 -087.90099626 53 102
112  42.11794270 -087.90095244  42.11794491 -087.90092069
111  42.11794270 -087.90095244
111  42.11794593 -087.90122036
112  42.11794593 -087.90122036  42.11793790 -087.90119307
112  42.11790295 -087.90118158  42.11788462 -087.90118230
111  42.11790295 -087.90118158
112  42.11790295 -087.90118158  42.11788261 -087.90118238
112  42.11784509 -087.90122884  42.11782999 -087.90125859
111  42.11784509 -087.90122884
111  42.11784802 -087.90188841
112  42.11784802 -087.90188841  42.11786591 -087.90197523
111  42.11795279 -087.90198074
111  42.11812810 -087.90199108
112  42.11812810 -087.90199108  42.11823261 -087.90200100
112  42.11836831 -087.90207100  42.11842425 -087.90209779
111  42.11836831 -087.90207100
113  42.11868366 -087.90223499
110 1 0.00 0.0000 New Taxiway 4
111  42.11788011 -087.89823137
111  42.11788561 -087.89859386
111  42.11776139 -087.89859598
112  42.11769378 -087.89851330  42.11768591 -087.89844017
111  42.11769378 -087.89851330
111  42.11769063 -087.89822925
112  42.11769063 -087.89822925  42.11769378 -087.89815400
111  42.11775117 -087.89814446
111  42.11787853 -087.89814340
111  42.11787714 -087.89801143
111  42.11807841 -087.89800824
111  42.11807892 -087.89813247
111  42.11809923 -087.89813251
113  42.11809984 -087.89822785
110 1 0.00 0.0000 New Taxiway 3
111  42.11759294 -087.90050764
112  42.11759294 -087.90050764  42.11755496 -087.90053741 53 102
111  42.11751644 -087.90059852
111  42.11757892 -087.90038555
111  42.11760329 -087.90035270
113  42.11781731 -087.90034749 53 102
110 1 0.00 0.0000 New Taxiway 2
111  42.11812690 -087.90017251
111  42.11812717 -087.90032574
111  42.11798881 -087.90032834
112  42.11796965 -087.90034442  42.11796669 -087.90035797
111  42.11796965 -087.90034442
112  42.11796965 -087.90034442  42.11797409 -087.90044490
112  42.11800319 -087.90046419  42.11801000 -087.90043987
111  42.11800319 -087.90046419
111  42.11800396 -087.90041146
111  42.11821129 -087.90040847
111  42.11821261 -087.90063903
111  42.11805638 -087.90064222
111  42.11805609 -087.90059056
112  42.11805609 -087.90059056  42.11805609 -087.90057782
112  42.11804027 -087.90059482  42.11804007 -087.90061697
111  42.11804027 -087.90059482
111  42.11804023 -087.90067947
111  42.11793948 -087.90068149
111  42.11793528 -087.90068157
111  42.11793047 -087.90034497
111  42.11790834 -087.90034528
111  42.11790834 -087.90028592
113  42.11807108 -087.90017463
110 1 0.00 0.0000 New Taxiway 15
111  42.11295593 -087.89999649
111  42.11308768 -087.89964250
111  42.11325267 -087.90005022
111  42.11330416 -087.90017746
113  42.11322504 -087.90013634
110 2 0.00 0.0000 New Taxiway 29
111  42.12343111 -087.90629963 53 102
111  42.12346032 -087.90620141 53 102
111  42.12348130 -087.90613088
112  42.12348130 -087.90613088  42.12352342 -087.90597702 53 102
112  42.12333192 -087.90564858  42.12316074 -087.90554051
111  42.12333192 -087.90564858 53 102
111  42.12111433 -087.90448397 53 102
111  42.12024789 -087.90402895
112  42.12024789 -087.90402895  42.12011770 -087.90397807 53 102
112  42.11990146 -087.90426095  42.11982410 -087.90450007
111  42.11990146 -087.90426095
111  42.11977579 -087.90418768
112  42.11977579 -087.90418768  42.11986353 -087.90389641 53 102
112  42.11961729 -087.90369469  42.11955502 -087.90366034
111  42.11961729 -087.90369469 53 102
111  42.11722690 -087.90243821
112  42.11722690 -087.90243821  42.11710463 -087.90238876 53 102
112  42.11692122 -087.90264120  42.11687639 -087.90277489
111  42.11692122 -087.90264120 53 102
111  42.11689636 -087.90272384 53 102
111  42.11683101 -087.90294103
111  42.11671151 -087.90287532 53 102
111  42.11677338 -087.90265869 53 102
111  42.11679669 -087.90257709
112  42.11679669 -087.90257709  42.11684424 -087.90240494 53 102
112  42.11662347 -087.90211007  42.11646724 -087.90202948
111  42.11662347 -087.90211007 53 102
111  42.11403971 -087.90075038
112  42.11403971 -087.90075038  42.11393304 -087.90071103 53 102
112  42.11380617 -087.90101687  42.11382086 -087.90121783
111  42.11380617 -087.90101687
112  42.11380617 -087.90101687  42.11380925 -087.90105906 53 102
112  42.11383784 -087.90115567  42.11385646 -087.90120588
111  42.11383784 -087.90115567
111  42.11372142 -087.90123660 53 102
111  42.11367268 -087.90111232 53 102
111  42.11345380 -087.90055422 53 102
112  42.11333832 -087.90038482  42.11327621 -087.90035090
111  42.11333832 -087.90038482 53 102
111  42.11317682 -087.90030024 53 102
111  42.11312789 -087.90027461
112  42.11312789 -087.90027461  42.11298253 -087.90021966 53 102
112  42.11287188 -087.90050350  42.11287731 -087.90064818
111  42.11287188 -087.90050350
111  42.11258731 -087.89978756 53 102
111  42.11270526 -087.89985086 53 102
112  42.11289546 -087.89975929  42.11296150 -087.89960668
111  42.11289546 -087.89975929
111  42.11291357 -087.89975166
111  42.11295593 -087.89999649 53
111  42.11322504 -087.90013634 53
111  42.11330416 -087.90017746 53
111  42.11325267 -087.90005022 53
111  42.11308768 -087.89964250
111  42.11320031 -087.89934022 53 102
112  42.11318717 -087.89949745  42.11319944 -087.89956867
111  42.11318717 -087.89949745 53 102
111  42.11328057 -087.89973400
112  42.11328057 -087.89973400  42.11331696 -087.89979147 53 102
112  42.11341247 -087.89985390  42.11346166 -087.89987397
111  42.11341247 -087.89985390
112  42.11341247 -087.89985390  42.11349719 -087.89988847 53 102
112  42.11365607 -087.89972255  42.11372172 -087.89958818
111  42.11365607 -087.89972255 53 102
111  42.11512501 -087.89578801
111  42.11523857 -087.89547226 53 102
111  42.11545906 -087.89562172
111  42.11550219 -087.89550354
111  42.11565163 -087.89560427
111  42.11582009 -087.89513541
111  42.11627929 -087.89543394
111  42.11610777 -087.89589689
111  42.11608041 -087.89587782
111  42.11592304 -087.89631126
111  42.11581210 -087.89623342 53
111  42.11555456 -087.89692486 53
111  42.11512375 -087.89663041 53
111  42.11509570 -087.89661124 53
111  42.11530420 -087.89604782
112  42.11530420 -087.89604782  42.11532910 -087.89595773 53 102
112  42.11519476 -087.89599694  42.11515938 -087.89608880
111  42.11519476 -087.89599694 53 102
111  42.11368138 -087.90005081
111  42.11368824 -087.90005590
112  42.11368824 -087.90005590  42.11364861 -087.90024362
112  42.11377409 -087.90041073  42.11382384 -087.90044294
111  42.11377409 -087.90041073
111  42.11377220 -087.90042472 53 102
111  42.11534257 -087.90124662 53 102
112  42.11550696 -087.90114589  42.11556130 -087.90100548
111  42.11550696 -087.90114589 53 102
111  42.11552881 -087.90107106 53 102
111  42.11563416 -087.90071030 53
111  42.11582082 -087.90007115 53
111  42.11587498 -087.89988568
111  42.11601506 -087.89940600
111  42.11627319 -087.89953787
111  42.11621069 -087.89975032
111  42.11649735 -087.89990050
111  42.11651637 -087.89985654
111  42.11691919 -087.90007801
111  42.11692843 -087.90004579
111  42.11694986 -087.89997108
111  42.11696833 -087.89990666
111  42.11704695 -087.89995083
111  42.11707963 -087.89983705
111  42.11710059 -087.89981850
111  42.11717397 -087.89982115
111  42.11727238 -087.89952292
111  42.11727948 -087.89952292
111  42.11727879 -087.89947107
111  42.11726948 -087.89876776
111  42.11690531 -087.89877539
111  42.11689637 -087.89807332
111  42.11725737 -087.89806537
111  42.11725285 -087.89766360
111  42.11689510 -087.89767123
111  42.11688265 -087.89692566
111  42.11724116 -087.89691824
111  42.11723891 -087.89672456
111  42.11722362 -087.89672383
111  42.11722198 -087.89657742
111  42.11721255 -087.89651594
111  42.11691536 -087.89651912
111  42.11691300 -087.89601779
111  42.11724242 -087.89601461
111  42.11724188 -087.89587488
111  42.11749900 -087.89587105
111  42.11751394 -087.89686099
111  42.11778926 -087.89685668
111  42.11778390 -087.89629985
111  42.11805657 -087.89629328
111  42.11805657 -087.89630923
111  42.11847640 -087.89629895
111  42.11848659 -087.89685909
111  42.11839941 -087.89686367
111  42.11841300 -087.89777180
111  42.11807783 -087.89778121
111  42.11807841 -087.89800824
111  42.11787714 -087.89801143
111  42.11787853 -087.89814340 53
111  42.11775117 -087.89814446 53
112  42.11769063 -087.89822925  42.11768749 -087.89830450
111  42.11769063 -087.89822925 53
111  42.11769378 -087.89851330
112  42.11769378 -087.89851330  42.11770164 -087.89858644 53
111  42.11776139 -087.89859598 53
111  42.11788561 -087.89859386
111  42.11788011 -087.89823137
111  42.11809984 -087.89822785
111  42.11810174 -087.89839047
111  42.11838035 -087.89838437
111  42.11839595 -087.89960700
111  42.11842270 -087.89960828
111  42.11843046 -087.90015684
111  42.11812675 -087.90016605
111  42.11812690 -087.90017251
111  42.11807108 -087.90017463
111  42.11790834 -087.90028592
111  42.11790834 -087.90034528
111  42.11781731 -087.90034749
111  42.11760329 -087.90035270
111  42.11757892 -087.90038555
111  42.11751644 -087.90059852 53 102
111  42.11746670 -087.90076802
111  42.11731040 -087.90130076 53 102
111  42.11716127 -087.90180902
112  42.11716127 -087.90180902  42.11715225 -087.90184745 53 102
112  42.11714557 -087.90191701  42.11714385 -087.90195059
111  42.11714557 -087.90191701
112  42.11714557 -087.90191701  42.11713252 -087.90217158 53 102
111  42.11730562 -087.90228852 53 102
111  42.12116480 -087.90432263 53 102
111  42.12129272 -087.90439006
111  42.12159708 -087.90455048 53 102
111  42.12197894 -087.90475175
111  42.12231828 -087.90493061 53 102
111  42.12284845 -087.90521005 53 102
112  42.12304940 -087.90508794  42.12311544 -087.90490605
111  42.12304940 -087.90508794 53 102
111  42.12306066 -087.90504970 53 102
111  42.12316922 -087.90468091 53 102
111  42.12393058 -087.90508031 53 102
111  42.12382138 -087.90545347 53 102
111  42.12375385 -087.90568425 53 102
111  42.12358371 -087.90626567 53 102
113  42.12355454 -087.90636535
112  42.11734344 -087.90070034  42.11737119 -087.90062919
111  42.11734344 -087.90070034 53 102
111  42.11746492 -087.90027528 53 102
111  42.11746219 -087.90007103 53
111  42.11728702 -087.90007594 53
111  42.11714096 -087.90058496 53
111  42.11711595 -087.90067213 53 102
113  42.11726836 -087.90075371 53 102
111  42.11725536 -087.90100384 53 102
112  42.11722042 -087.90091110  42.11718504 -087.90088902
111  42.11722042 -087.90091110 53 102
111  42.11706864 -087.90083161 53
111  42.11703847 -087.90093653 53
111  42.11695944 -087.90121140 53
111  42.11591168 -087.90066026
112  42.11591168 -087.90066026  42.11587041 -087.90064172 53 102
112  42.11576372 -087.90076478  42.11572703 -087.90085399
111  42.11576372 -087.90076478 53 102
111  42.11565377 -087.90113892 53 102
111  42.11563447 -087.90120460
112  42.11563447 -087.90120460  42.11560695 -087.90135510 53 102
111  42.11569409 -087.90142629 53 102
111  42.11669856 -087.90195908
112  42.11669856 -087.90195908  42.11674142 -087.90197908 53 102
112  42.11699779 -087.90183692  42.11709416 -087.90166716
111  42.11699779 -087.90183692
112  42.11699779 -087.90183692  42.11701173 -087.90181238 53 102
112  42.11703506 -087.90175028  42.11704579 -087.90171686
113  42.11703506 -087.90175028 53 102
110 1 0.00 0.0000 New Taxiway 19
111  42.11179654 -087.90274067
111  42.11170948 -087.90298121 53 102
112  42.11163998 -087.90265797  42.11152738 -087.90254190
113  42.11163998 -087.90265797
110 2 0.00 0.0000 New Taxiway 16
111  42.12310409 -087.90791176 53 102
111  42.12307344 -087.90801646 53 102
111  42.12290439 -087.90859391 53 102
111  42.12106512 -087.90762513
112  42.12106512 -087.90762513  42.12095948 -087.90759321 53 102
112  42.12083487 -087.90770548  42.12078786 -087.90776034
111  42.12083487 -087.90770548
112  42.12083487 -087.90770548  42.12079982 -087.90774638 53 102
111  42.12078177 -087.90778587 53 102
111  42.12074497 -087.90790395
111  42.12161395 -087.90836222
111  42.12139669 -087.90910284
111  42.12106767 -087.90893047
111  42.12093603 -087.90938420
111  42.12039969 -087.90909739
111  42.12053344 -087.90865060
111  42.12021919 -087.90848598
111  42.12008694 -087.90893711
111  42.11957173 -087.90866195
111  42.11970765 -087.90821800
111  42.11946103 -087.90808880
111  42.11932936 -087.90853818
111  42.11888645 -087.90829058
111  42.11901555 -087.90785542
111  42.11894838 -087.90782024
111  42.11896287 -087.90777333
111  42.11874052 -087.90765466
111  42.11893038 -087.90699369
111  42.11896570 -087.90697821 53 102
111  42.11900103 -087.90685915 53 102
112  42.11899547 -087.90674094  42.11898665 -087.90667363
111  42.11899547 -087.90674094
112  42.11899547 -087.90674094  42.11898314 -087.90664684 53 102
112  42.11884559 -087.90645671  42.11874402 -087.90639274
111  42.11884559 -087.90645671 53 102
111  42.11870782 -087.90638527
112  42.11870782 -087.90638527  42.11864931 -087.90636298 53 102
111  42.11862656 -087.90646028 53
111  42.11862728 -087.90654618 53
111  42.11862824 -087.90666217
111  42.11863113 -087.90700991
111  42.11740186 -087.90704538
111  42.11740033 -087.90666697
111  42.11726299 -087.90666758
111  42.11726299 -087.90701914
111  42.11602523 -087.90703653
111  42.11602341 -087.90666501
111  42.11602106 -087.90618767
111  42.11642909 -087.90618767
111  42.11642967 -087.90629423 53 102
111  42.11649591 -087.90629522
112  42.11649591 -087.90629522  42.11654293 -087.90627042 53 102
112  42.11652977 -087.90614441  42.11650779 -087.90606724
111  42.11652977 -087.90614441 53 102
111  42.11636002 -087.90560619 53 102
112  42.11617699 -087.90551840  42.11605338 -087.90556984
111  42.11617699 -087.90551840 53 102
111  42.11587235 -087.90569102
111  42.11583525 -087.90556958
112  42.11583525 -087.90556958  42.11607350 -087.90542957 53 102
112  42.11585822 -087.90487428  42.11566275 -087.90473969
111  42.11585822 -087.90487428 53 102
111  42.11483960 -087.90434089 53 102
111  42.11463615 -087.90423435
112  42.11463615 -087.90423435  42.11457680 -087.90421007 53 102
112  42.11445245 -087.90449271  42.11448530 -087.90470987
111  42.11445245 -087.90449271
111  42.11402016 -087.90397977 53 102
112  42.11391418 -087.90385357  42.11384672 -087.90381345
111  42.11391418 -087.90385357 53 102
111  42.11327301 -087.90351536 53 102
111  42.11289655 -087.90331678
111  42.11264509 -087.90318413 53
111  42.11247058 -087.90309208
111  42.11228858 -087.90299608 53 102
111  42.11205266 -087.90287162
112  42.11205266 -087.90287162  42.11194533 -087.90282891 53 102
111  42.11183656 -087.90298941
111  42.11179654 -087.90274067
111  42.11163998 -087.90265797 53 102
111  42.11154044 -087.90260539 53 102
111  42.11148160 -087.90257431
111  42.11095837 -087.90229792 53 102
111  42.11017216 -087.90188262 53 102
111  42.11013416 -087.90186255 53 102
111  42.11030256 -087.90128535 53 102
111  42.11035853 -087.90109351
111  42.11048778 -087.90116219 53 102
111  42.11043131 -087.90135356 53 102
111  42.11039743 -087.90146839
112  42.11039743 -087.90146839  42.11036469 -087.90161573 53 102
112  42.11053919 -087.90188277  42.11065789 -087.90195848
111  42.11053919 -087.90188277 53 102
111  42.11103838 -087.90214308 53 102
112  42.11135738 -087.90193165  42.11146972 -087.90164593
111  42.11135738 -087.90193165 53 102
111  42.11138551 -087.90185764 53 102
111  42.11145589 -087.90167240
111  42.11157086 -087.90174936 53 102
111  42.11150093 -087.90193534 53 102
111  42.11148244 -087.90198451
112  42.11148244 -087.90198451  42.11141834 -087.90230337 53 102
111  42.11159266 -087.90243166 53 102
111  42.11168144 -087.90247732 53 102
112  42.11193515 -087.90236860  42.11202347 -087.90221264
111  42.11193515 -087.90236860
111  42.11208265 -087.90233255
112  42.11208265 -087.90233255  42.11205500 -087.90246213 53 102
112  42.11220652 -087.90276135  42.11230367 -087.90281373
111  42.11220652 -087.90276135 53 102
111  42.11242955 -087.90287874 53 102
111  42.11332072 -087.90334783 53 102
111  42.11351782 -087.90345158
112  42.11351782 -087.90345158  42.11365771 -087.90348158 53 102
112  42.11370181 -087.90316882  42.11366472 -087.90297738
111  42.11370181 -087.90316882
111  42.11413519 -087.90368906 53 102
112  42.11424711 -087.90383136  42.11431428 -087.90387083
111  42.11424711 -087.90383136 53 102
111  42.11488862 -087.90417000 53 102
111  42.11593189 -087.90472072
112  42.11593189 -087.90472072  42.11597428 -087.90473263 53 102
112  42.11622998 -087.90451537  42.11630770 -087.90428320
111  42.11622998 -087.90451537 53 102
111  42.11625747 -087.90442408 53 102
111  42.11632102 -087.90421308
111  42.11644178 -087.90427794 53 102
111  42.11638271 -087.90448907 53 102
111  42.11636069 -087.90456776
112  42.11636069 -087.90456776  42.11631830 -087.90475587 53 102
112  42.11647992 -087.90501304  42.11658325 -087.90510591
111  42.11647992 -087.90501304 53 102
111  42.11889312 -087.90629178 53 102
112  42.11921548 -087.90612013  42.11933375 -087.90586124
111  42.11921548 -087.90612013 53 102
111  42.11924945 -087.90600538
111  42.11937021 -087.90607025 53 102
111  42.11933397 -087.90619752
112  42.11933397 -087.90619752  42.11930167 -087.90648661 53 102
111  42.11947307 -087.90659441 53 102
111  42.12161581 -087.90772220
111  42.12162010 -087.90770815
111  42.12190311 -087.90784604 53 102
111  42.12213356 -087.90788102 53 102
111  42.12227009 -087.90763207
111  42.12243198 -087.90771754 53 102
111  42.12240749 -087.90802540 53 102
111  42.12259598 -087.90820935 53 102
111  42.12267811 -087.90825340 53 102
112  42.12291745 -087.90806765  42.12301195 -087.90787237
111  42.12291745 -087.90806765 53 102
111  42.12295174 -087.90795418 53 102
113  42.12298408 -087.90784719
111  42.12059275 -087.90773967
111  42.12063312 -087.90779204
112  42.12063312 -087.90779204  42.12066913 -087.90772810
112  42.12054301 -087.90736000  42.12040208 -087.90725360
111  42.12054301 -087.90736000
111  42.12054049 -087.90735050 53 102
111  42.11941408 -087.90675784
111  42.11941172 -087.90676589
112  42.11941172 -087.90676589  42.11936388 -087.90674605
112  42.11915590 -087.90688556  42.11909033 -087.90701605
111  42.11915590 -087.90688556
112  42.11915590 -087.90688556  42.11914038 -087.90700017
112  42.11926383 -087.90716703  42.11929547 -087.90718886
111  42.11926383 -087.90716703
113  42.11936109 -087.90709504
111  42.11789768 -087.90629292
112  42.11789768 -087.90629292  42.11794634 -087.90629093 53 102
112  42.11798559 -087.90620716  42.11799700 -087.90615940
111  42.11798559 -087.90620716
112  42.11798559 -087.90620716  42.11800569 -087.90612298 53 102
112  42.11791669 -087.90596715  42.11785865 -087.90593199
111  42.11791669 -087.90596715 53 102
111  42.11667113 -087.90530498
112  42.11667113 -087.90530498  42.11659293 -087.90526858 53 102
112  42.11649519 -087.90557328  42.11654702 -087.90576385
111  42.11649519 -087.90557328 53 102
111  42.11668337 -087.90618378
112  42.11668337 -087.90618378  42.11671965 -087.90629058 53 102
111  42.11679818 -087.90629789
111  42.11765517 -087.90629516
111  42.11762536 -087.90624234
111  42.11768115 -087.90619238
111  42.11770543 -087.90624004
113  42.11790623 -087.90623044
110 2 0.00 0.0000 New Taxiway 14
111  42.11252140 -087.90115192
111  42.11270860 -087.90064600
113  42.11301458 -087.90141433
110 2 0.00 0.0000 New Taxiway 29
111  42.10998616 -087.90377873
111  42.10996708 -087.90288730
111  42.11014132 -087.90288045
113  42.11015912 -087.90377188
110 2 0.00 0.0000 New Taxiway 28
111  42.11017040 -087.90473973
111  42.11001437 -087.90474568
111  42.10999818 -087.90388952
113  42.11015568 -087.90388357
110 2 0.00 0.0000 New Taxiway 27
111  42.11068015 -087.90446234
111  42.11040198 -087.90446601
111  42.11039298 -087.90346672
111  42.11039259 -087.90342269
111  42.11052930 -087.90342555
111  42.11053158 -087.90303168
111  42.11113812 -087.90304057
111  42.11114032 -087.90339901
113  42.11067003 -087.90339901
110 2 0.00 0.0000 New Taxiway 26
111  42.11245998 -087.90635608
111  42.11245998 -087.90600011
111  42.11273906 -087.90600249
113  42.11273906 -087.90635608
110 2 0.00 0.0000 New Taxiway 25
111  42.11361374 -087.90687306
111  42.11361549 -087.90731090
111  42.11251373 -087.90731388
111  42.11251262 -087.90687132
111  42.11265363 -087.90687154
111  42.11292928 -087.90687198
111  42.11320447 -087.90687241
113  42.11347774 -087.90687285
110 2 0.00 0.0000 New Taxiway 24
111  42.11235387 -087.90644271
111  42.11111620 -087.90645095
111  42.11111412 -087.90592088
111  42.11157348 -087.90591471
111  42.11157348 -087.90582008
111  42.11166537 -087.90582015
111  42.11194462 -087.90582038
111  42.11222056 -087.90582060
113  42.11234962 -087.90582070
110 1 0.00 0.0000 New Taxiway 20
111  42.11587235 -087.90569102 53 102
111  42.11531352 -087.90600720 53 102
111  42.11516115 -087.90609341
112  42.11516115 -087.90609341  42.11511699 -087.90612318 53 102
111  42.11512362 -087.90619362
111  42.11492992 -087.90628390 53 102
112  42.11482260 -087.90627200  42.11476331 -087.90629818
111  42.11482260 -087.90627200 53 102
111  42.11468491 -087.90635337 53 102
111  42.11466142 -087.90636724
112  42.11466142 -087.90636724  42.11462054 -087.90639549 53 102
112  42.11459003 -087.90653095  42.11458748 -087.90661776
111  42.11459003 -087.90653095 53 102
111  42.11459960 -087.90695558
112  42.11459960 -087.90695558  42.11461309 -087.90706472 53 102
111  42.11468424 -087.90707266 53 102
111  42.11499718 -087.90706892 53 102
111  42.11501690 -087.90706869 53 102
112  42.11514128 -087.90681073  42.11509571 -087.90657214
111  42.11514128 -087.90681073
111  42.11530982 -087.90723934 53 102
111  42.11499832 -087.90723607 53 102
111  42.11408000 -087.90722644
112  42.11408000 -087.90722644  42.11399610 -087.90721692 53 102
112  42.11381946 -087.90690797  42.11371790 -087.90662819
111  42.11381946 -087.90690797 53 102
112  42.11372673 -087.90687324  42.11367374 -087.90686848
111  42.11372673 -087.90687324 53 102
111  42.11361374 -087.90687306
111  42.11347774 -087.90687285
111  42.11320447 -087.90687241
111  42.11292928 -087.90687198
111  42.11265363 -087.90687154
111  42.11251262 -087.90687132
111  42.11250626 -087.90687131
111  42.11250732 -087.90660587
111  42.11289266 -087.90660245
111  42.11289266 -087.90655959
111  42.11235470 -087.90656473
111  42.11235387 -087.90644271
111  42.11234962 -087.90582070
111  42.11222056 -087.90582060
111  42.11194462 -087.90582038
111  42.11166537 -087.90582015
111  42.11157348 -087.90582008
111  42.11157348 -087.90591471
111  42.11111412 -087.90592088
111  42.11111611 -087.90566960 53 102
111  42.11090500 -087.90567132
112  42.11090500 -087.90567132  42.11085863 -087.90568025 53 102
111  42.11080747 -087.90574486
111  42.11070024 -087.90567232 53 102
111  42.11078036 -087.90453745 53 102
111  42.11074900 -087.90449134 53 102
111  42.11074214 -087.90448124
111  42.11068031 -087.90447925
111  42.11068015 -087.90446234
111  42.11067003 -087.90339901
111  42.11114032 -087.90339901
111  42.11113812 -087.90304057
111  42.11053158 -087.90303168
111  42.11052930 -087.90342555
111  42.11039259 -087.90342269
111  42.11039298 -087.90346672
111  42.11034702 -087.90346412
111  42.11034484 -087.90286910
111  42.11035711 -087.90286909
111  42.11035649 -087.90273269
111  42.11028596 -087.90273186
111  42.11029042 -087.90298029 53
111  42.11032563 -087.90494225
112  42.11032563 -087.90494225  42.11032563 -087.90503452 53 102
111  42.11027374 -087.90514790 53 102
111  42.11003936 -087.90576898
112  42.11003936 -087.90576898  42.11000182 -087.90588009 53 102
112  42.11011178 -087.90605469  42.11018832 -087.90611025
111  42.11011178 -087.90605469 53 102
111  42.11020662 -087.90611832 53 102
111  42.11029813 -087.90617970
112  42.11029813 -087.90617970  42.11040632 -087.90623128 53 102
112  42.11058162 -087.90600469  42.11067141 -087.90583207
111  42.11058162 -087.90600469
111  42.11057486 -087.90637104
112  42.11057486 -087.90637104  42.11053290 -087.90657441
111  42.11067691 -087.90660064
111  42.11081320 -087.90659733
111  42.11092199 -087.90659469
111  42.11102429 -087.90676929
111  42.11081856 -087.90677779
111  42.11064011 -087.90678516
112  42.11064011 -087.90678516  42.11052382 -087.90677723
112  42.11044728 -087.90646472  42.11046789 -087.90621075
111  42.11044728 -087.90646472
111  42.11042299 -087.90640321 53 102
111  42.11016435 -087.90623127 53 102
111  42.11006950 -087.90616821
112  42.11006950 -087.90616821  42.10992819 -087.90606801 53 102
112  42.10997081 -087.90568409  42.11003999 -087.90549758
111  42.10997081 -087.90568409 53 102
111  42.11013243 -087.90524599
