I
1050 Generated by WorldEditor 2.2.0r2

1    839 0 0 KPRB Paso Robles Muni
112  35.67461166 -120.63773743  35.67461866 -120.63776638
111  35.67465336 -120.63778762
111  35.67467197 -120.63778898
111  35.67467182 -120.63790821
111  35.67460902 -120.63791573
111  35.67460662 -120.63801175
112  35.67460662 -120.63801175  35.67469705 -120.63801840
111  35.67471093 -120.63808736
111  35.67486715 -120.63809362
112  35.67486715 -120.63809362  35.67496616 -120.63803295
111  35.67493060 -120.63796548
111  35.67495788 -120.63796601
111  35.67512242 -120.63797216
111  35.67517294 -120.63797188
111  35.67528531 -120.63797442
111  35.67528500 -120.63799239
111  35.67534589 -120.63799314
111  35.67535203 -120.63776905
112  35.67535203 -120.63776905  35.67534640 -120.63775237
111  35.67532671 -120.63773991
111  35.67528901 -120.63773506
111  35.67528871 -120.63778994
111  35.67522305 -120.63778846
111  35.67517634 -120.63778741
111  35.67517649 -120.63769333
111  35.67531291 -120.63769583
112  35.67531291 -120.63769583  35.67537506 -120.63771061
111  35.67538515 -120.63776405
111  35.67537899 -120.63802164
112  35.67537899 -120.63802164  35.67537044 -120.63804730
111  35.67534459 -120.63806230
111  35.67533861 -120.63807180
111  35.67531957 -120.63822849
111  35.67512288 -120.63822286
111  35.67511523 -120.63822208
111  35.67495123 -120.63821644
111  35.67495063 -120.63827331
111  35.67492346 -120.63827271
111  35.67492384 -120.63823193
111  35.67472726 -120.63822783
111  35.67460450 -120.63822056
111  35.67460229 -120.63826227
112  35.67461981 -120.63836317  35.67462531 -120.63840475
111  35.67461981 -120.63836317
111  35.67440074 -120.63836326
111  35.67439965 -120.63807032
111  35.67439547 -120.63807036
111  35.67435188 -120.63807070
111  35.67416148 -120.63807219
111  35.67411875 -120.63807253
111  35.67387624 -120.63807314
111  35.67387383 -120.63785398
111  35.67407459 -120.63786288
111  35.67410433 -120.63786420
111  35.67411318 -120.63746477
111  35.67408732 -120.63746365
111  35.67396093 -120.63745816
111  35.67395743 -120.63755072
111  35.67385535 -120.63754660
111  35.67384673 -120.63807151
111  35.67380443 -120.63807206
111  35.67366728 -120.63807383
111  35.67366708 -120.63813986
111  35.67363220 -120.63813944
111  35.67363270 -120.63806461
111  35.67341618 -120.63806391
111  35.67341664 -120.63813686
111  35.67338926 -120.63813653
111  35.67338896 -120.63806421
111  35.67275842 -120.63807064
111  35.67276195 -120.63787433
111  35.67222423 -120.63785802
111  35.67222439 -120.63778013
111  35.67277216 -120.63779609
111  35.67278428 -120.63728976
111  35.67113299 -120.63724195
111  35.67112407 -120.63774896
111  35.67169299 -120.63776463
111  35.67168952 -120.63787301
111  35.67070245 -120.63784297
111  35.67070079 -120.63794606
111  35.67069757 -120.63815430
111  35.67069660 -120.63821227
111  35.67052455 -120.63818229
111  35.67037952 -120.63818360
111  35.67038281 -120.63803503
111  35.67042393 -120.63803634
111  35.67042722 -120.63779796
111  35.67022405 -120.63779146
111  35.67022076 -120.63802984
111  35.67026199 -120.63803116
111  35.67025833 -120.63819581
111  35.67016398 -120.63819357
111  35.67016347 -120.63841131
111  35.67014690 -120.63858899
111  35.67014945 -120.64005035
111  35.66996339 -120.64004954
111  35.66996582 -120.63984180
111  35.66996609 -120.63969814
111  35.66996570 -120.63969433
111  35.66996597 -120.63955067
111  35.66996471 -120.63955067
111  35.66996478 -120.63954867
111  35.66996505 -120.63940501
111  35.66996432 -120.63940501
111  35.66996436 -120.63939818
111  35.66996463 -120.63925452
111  35.66996490 -120.63924503
111  35.67002920 -120.63924596
111  35.67003213 -120.63911168
111  35.66996515 -120.63910850
111  35.66996517 -120.63910137
111  35.66994048 -120.63910127
111  35.66994043 -120.63909270
111  35.66996432 -120.63904973
111  35.66996436 -120.63899922
111  35.66994092 -120.63895767
111  35.66994023 -120.63895767
111  35.66994013 -120.63894820
111  35.66996402 -120.63890523
111  35.66996406 -120.63885472
111  35.66994062 -120.63881316
111  35.66993915 -120.63881316
111  35.66993916 -120.63880909
111  35.66996306 -120.63876612
111  35.66996310 -120.63871561
111  35.66993966 -120.63867405
111  35.66993881 -120.63867405
111  35.66993880 -120.63866762
111  35.66996270 -120.63862465
111  35.66996274 -120.63857414
111  35.66995542 -120.63856116
111  35.66995527 -120.63851473
111  35.66995960 -120.63851476
111  35.66995971 -120.63835831
111  35.66996069 -120.63834194
111  35.66996080 -120.63818549
111  35.66995979 -120.63816674
111  35.66995990 -120.63801029
111  35.66996111 -120.63798675
111  35.66996135 -120.63780038
111  35.66989851 -120.63780001
111  35.66989851 -120.63780302
111  35.66980061 -120.63780436
111  35.66980043 -120.63784933
111  35.66983323 -120.63784930
111  35.66983316 -120.63793152
111  35.66982293 -120.63793148
111  35.66980104 -120.63797522
111  35.66980051 -120.63802347
111  35.66982127 -120.63806797
111  35.66982199 -120.63810669
111  35.66980009 -120.63815044
111  35.66979956 -120.63819869
111  35.66982032 -120.63824319
111  35.66982047 -120.63827549
111  35.66979773 -120.63827548
111  35.66979771 -120.63841976
111  35.66980013 -120.63845825
111  35.66979865 -120.63859175
111  35.66981604 -120.63859176
111  35.66981595 -120.63860967
111  35.66979789 -120.63864291
111  35.66979769 -120.63866745
111  35.66979750 -120.63869245
111  35.66981948 -120.63873333
111  35.66981944 -120.63874297
111  35.66979852 -120.63878304
111  35.66979851 -120.63883394
111  35.66981973 -120.63887403
111  35.66981975 -120.63888022
111  35.66981863 -120.63888022
111  35.66981869 -120.63892162
111  35.66979888 -120.63892162
111  35.66979875 -120.63897705
111  35.66981991 -120.63897705
111  35.66981987 -120.63901857
111  35.66981955 -120.63903450
111  35.66979876 -120.63903450
111  35.66979875 -120.63916857
111  35.66979916 -120.63918408
111  35.66979915 -120.63931815
111  35.66979991 -120.63933553
111  35.66979990 -120.63946961
111  35.66973475 -120.63947418
111  35.66973659 -120.63962643
111  35.66980174 -120.63962606
111  35.66980173 -120.63976828
111  35.66979725 -120.63976853
111  35.66979719 -120.63977479
111  35.66982188 -120.63977341
111  35.66980074 -120.63981804
111  35.66980218 -120.63986373
111  35.66982543 -120.63990538
111  35.66975529 -120.63991894
111  35.66970158 -120.63981115
111  35.66967352 -120.63981123
111  35.66967379 -120.63972579
111  35.66961675 -120.63972317
111  35.66961792 -120.63957771
111  35.66964139 -120.63957889
111  35.66964405 -120.63938426
111  35.66962143 -120.63938188
111  35.66962305 -120.63925731
111  35.66962316 -120.63924643
111  35.66962554 -120.63909573
111  35.66962552 -120.63909169
111  35.66962755 -120.63894099
111  35.66962703 -120.63893350
111  35.66962656 -120.63878254
111  35.66962571 -120.63878254
111  35.66962569 -120.63877905
111  35.66962522 -120.63862809
111  35.66950653 -120.63862805
111  35.66949048 -120.63862815
111  35.66949098 -120.63878340
111  35.66939951 -120.63878337
111  35.66940061 -120.63893227
111  35.66940052 -120.63894071
111  35.66939985 -120.63894072
111  35.66940095 -120.63908962
111  35.66940103 -120.63909655
111  35.66940212 -120.63924545
111  35.66940214 -120.63925129
111  35.66940324 -120.63940019
111  35.66940352 -120.63940711
111  35.66940463 -120.63955773
111  35.66940486 -120.63957070
111  35.66940591 -120.63971463
111  35.66938252 -120.63971398
111  35.66938235 -120.63975106
111  35.66926617 -120.63975134
111  35.66926613 -120.63971244
111  35.66926605 -120.63970956
111  35.66926590 -120.63953867
111  35.66926374 -120.63953868
111  35.66926373 -120.63953649
111  35.66926358 -120.63936501
111  35.66926369 -120.63936207
111  35.66926354 -120.63919059
111  35.66911957 -120.63919086
111  35.66911971 -120.63936234
111  35.66912157 -120.63936233
111  35.66912155 -120.63936527
111  35.66912170 -120.63953675
111  35.66912177 -120.63953894
111  35.66912185 -120.63962804
111  35.66912192 -120.63970982
111  35.66912200 -120.63971270
111  35.66912214 -120.63987727
111  35.66912162 -120.63988252
111  35.66912295 -120.64009637
111  35.66896807 -120.64009880
111  35.66896726 -120.63987021
111  35.66896473 -120.63987021
111  35.66896479 -120.63986325
111  35.66896503 -120.63969972
111  35.66896381 -120.63969972
111  35.66896384 -120.63969378
111  35.66896372 -120.63952232
111  35.66896357 -120.63951847
111  35.66896344 -120.63934701
111  35.66896345 -120.63934321
111  35.66896333 -120.63917175
111  35.66896189 -120.63917174
111  35.66896178 -120.63916716
111  35.66896165 -120.63899487
111  35.66896062 -120.63899486
111  35.66896053 -120.63899108
111  35.66896041 -120.63881879
111  35.66895864 -120.63881879
111  35.66895853 -120.63881520
111  35.66895840 -120.63864291
111  35.66895842 -120.63863831
111  35.66895830 -120.63846602
111  35.66895835 -120.63846325
111  35.66895954 -120.63846325
111  35.66895973 -120.63831351
111  35.66895987 -120.63830724
111  35.66896006 -120.63815749
111  35.66895828 -120.63815748
111  35.66895837 -120.63815296
111  35.66895912 -120.63798013
111  35.66895912 -120.63797518
111  35.66896051 -120.63797519
111  35.66896226 -120.63777011
111  35.66895674 -120.63774903
111  35.66895706 -120.63771722
111  35.66893768 -120.63771712
111  35.66896264 -120.63767332
111  35.66896304 -120.63762527
111  35.66894177 -120.63758414
111  35.66891641 -120.63758373
111  35.66891633 -120.63759278
111  35.66890299 -120.63759251
111  35.66887059 -120.63756461
111  35.66882893 -120.63756308
111  35.66879324 -120.63758769
111  35.66879274 -120.63761578
111  35.66882597 -120.63761700
111  35.66882487 -120.63767201
111  35.66882442 -120.63771938
111  35.66796270 -120.63769051
111  35.66797309 -120.63714851 102
111  35.66694114 -120.63711946
112  35.66694114 -120.63711946  35.66682019 -120.63711034 102
112  35.66669435 -120.63691571  35.66662345 -120.63678733
111  35.66669435 -120.63691571 102
111  35.66643043 -120.63632363 102
111  35.66617627 -120.63574699
111  35.66649600 -120.63559814 102
111  35.66639499 -120.63574685
112  35.66639499 -120.63574685  35.66639801 -120.63585269 102
111  35.66644852 -120.63600818 102
111  35.66655257 -120.63624188 102
111  35.66665312 -120.63646772
112  35.66665312 -120.63646772  35.66674308 -120.63659513 102
111  35.66685714 -120.63653025 102
111  35.66996298 -120.63445335
112  35.66996298 -120.63445335  35.67004503 -120.63439358 102
111  35.67005385 -120.63429318 102
111  35.67005209 -120.63385313 102
111  35.67005330 -120.63350528
112  35.67005330 -120.63350528  35.66999477 -120.63328796 102
111  35.66981481 -120.63338373
111  35.67044494 -120.63295450
112  35.67044494 -120.63295450  35.67031783 -120.63308525 102
112  35.67019491 -120.63342750  35.67017653 -120.63363231
111  35.67019491 -120.63342750 102
111  35.67019231 -120.63385732 102
111  35.67019220 -120.63399430
112  35.67019220 -120.63399430  35.67025024 -120.63424615 102
111  35.67043562 -120.63413775 102
111  35.67377910 -120.63189617
112  35.67377910 -120.63189617  35.67383648 -120.63184000 102
111  35.67383877 -120.63175123 102
111  35.67384483 -120.63131515 102
111  35.67385273 -120.63086457
112  35.67385273 -120.63086457  35.67383725 -120.63071453 102
111  35.67368100 -120.63079792
111  35.67416133 -120.63047375 102
111  35.67416816 -120.63049226
112  35.67416816 -120.63049226  35.67400903 -120.63061491 102
111  35.67399287 -120.63086354 102
111  35.67398408 -120.63131846 102
111  35.67398305 -120.63149610
112  35.67398305 -120.63149610  35.67400685 -120.63169330 102
111  35.67416268 -120.63163639 102
111  35.67719135 -120.62961142
112  35.67719135 -120.62961142  35.67725146 -120.62956090 102
111  35.67725624 -120.62948033 102
111  35.67726317 -120.62902590 102
111  35.67726955 -120.62869044
112  35.67726955 -120.62869044  35.67724537 -120.62847786 102
111  35.67704608 -120.62853912
111  35.67759638 -120.62816420
112  35.67759638 -120.62816420  35.67742528 -120.62828995 102
111  35.67741628 -120.62844164 102
111  35.67740422 -120.62902863 102
111  35.67740242 -120.62921064
112  35.67740242 -120.62921064  35.67743355 -120.62941757 102
111  35.67759312 -120.62934519 102
111  35.68045840 -120.62742574
112  35.68045840 -120.62742574  35.68049683 -120.62739063 102
111  35.68050900 -120.62731796 102
111  35.68052302 -120.62683828 102
111  35.68053438 -120.62650691
114  35.68053438 -120.62650691  35.68052666 -120.62631714 102
111  35.67004897 -120.63684504 102
111  35.67005285 -120.63488587
112  35.67005285 -120.63488587  35.67000525 -120.63467868 102
111  35.66983544 -120.63473299 102
111  35.66706799 -120.63658135
112  35.66706799 -120.63658135  35.66694968 -120.63669423 102
112  35.66714760 -120.63695284  35.66732010 -120.63699315
111  35.66714760 -120.63695284 102
111  35.66989863 -120.63703615
114  35.66989863 -120.63703615  35.67003769 -120.63701184 102
111  35.66926232 -120.63912651
111  35.66926186 -120.63895344
111  35.66926170 -120.63895028
111  35.66926123 -120.63877835
111  35.66926121 -120.63877484
111  35.66926075 -120.63860416
111  35.66926082 -120.63859893
111  35.66930190 -120.63859889
111  35.66930104 -120.63836669
111  35.66930106 -120.63836405
111  35.66931037 -120.63836415
111  35.66931150 -120.63777244
111  35.66925204 -120.63777184
111  35.66919662 -120.63777191
111  35.66919676 -120.63780701
111  35.66919678 -120.63785503
111  35.66914670 -120.63785507
111  35.66914681 -120.63800005
111  35.66914534 -120.63805037
111  35.66914421 -120.63810140
111  35.66914368 -120.63815447
111  35.66914329 -120.63829754
111  35.66914245 -120.63836682
111  35.66914676 -120.63836683
111  35.66914762 -120.63859904
111  35.66914750 -120.63860453
111  35.66911813 -120.63860463
111  35.66911860 -120.63877532
111  35.66911862 -120.63877882
111  35.66911908 -120.63895075
111  35.66911924 -120.63895391
113  35.66911971 -120.63912699
111  35.67373771 -120.63690678 102
111  35.67382455 -120.63237124
112  35.67382455 -120.63237124  35.67376800 -120.63211961 102
111  35.67358661 -120.63221813 102
111  35.67026480 -120.63444289
112  35.67026480 -120.63444289  35.67020463 -120.63449212 102
111  35.67019062 -120.63459417 102
111  35.67018788 -120.63683061
112  35.67018788 -120.63683061  35.67019327 -120.63693803 102
112  35.67034430 -120.63704996  35.67046679 -120.63708796
111  35.67034430 -120.63704996 102
111  35.67099814 -120.63706918
111  35.67105227 -120.63685742
111  35.67106195 -120.63627031
111  35.67115471 -120.63627380
111  35.67116568 -120.63575196
111  35.67155015 -120.63576998
111  35.67154358 -120.63629626
111  35.67163656 -120.63629860
111  35.67163582 -120.63639897
111  35.67250561 -120.63642263
111  35.67249190 -120.63711224 102
111  35.67352866 -120.63714354 102
111  35.67361461 -120.63711948
114  35.67361461 -120.63711948  35.67372918 -120.63706892 102
111  35.67787048 -120.63316533
111  35.67787529 -120.63304614
112  35.67787529 -120.63304614  35.67785255 -120.63292165
111  35.67773862 -120.63290731
111  35.67774469 -120.63265856
112  35.67774469 -120.63265856  35.67787301 -120.63263140
111  35.67788379 -120.63251053
112  35.67788379 -120.63251053  35.67788411 -120.63246665
111  35.67787913 -120.63243376
112  35.67787913 -120.63243376  35.67785598 -120.63232369
111  35.67774975 -120.63231952
111  35.67775583 -120.63207077
112  35.67775583 -120.63207077  35.67788276 -120.63204178
111  35.67789283 -120.63194253
112  35.67789283 -120.63194253  35.67789594 -120.63190614
111  35.67789557 -120.63186324
112  35.67789557 -120.63186324  35.67787107 -120.63174615
111  35.67777975 -120.63173223
111  35.67746343 -120.63172375
112  35.67746343 -120.63172375  35.67737011 -120.63174238
111  35.67734742 -120.63185308
111  35.67734621 -120.63191415
112  35.67734621 -120.63191415  35.67736799 -120.63205532
111  35.67748080 -120.63206199
111  35.67747604 -120.63231242
111  35.67743467 -120.63231613
112  35.67743467 -120.63231613  35.67734710 -120.63236259
111  35.67733609 -120.63245580
111  35.67733565 -120.63250443
112  35.67733565 -120.63250443  35.67735278 -120.63261818
111  35.67744024 -120.63264538
111  35.67746967 -120.63264978
111  35.67746490 -120.63290021
111  35.67744237 -120.63290266
112  35.67744237 -120.63290266  35.67736316 -120.63292127
111  35.67733439 -120.63300135
111  35.67732246 -120.63308060
111  35.67732168 -120.63316122
111  35.67731507 -120.63346215
111  35.67768480 -120.63347240
111  35.67768774 -120.63329606
111  35.67777793 -120.63329100
114  35.67777793 -120.63329100  35.67785638 -120.63325343
112  35.67718591 -120.63312110  35.67719968 -120.63301191
111  35.67718591 -120.63312110 102
111  35.67722719 -120.63090814
112  35.67722719 -120.63090814  35.67722033 -120.63084361
111  35.67718141 -120.63082736
111  35.67668688 -120.63080331
111  35.67664097 -120.63080731
111  35.67661854 -120.63080268
111  35.67661924 -120.63079381
112  35.67661924 -120.63079381  35.67665278 -120.63078933
112  35.67668037 -120.63071227  35.67668138 -120.63066958
111  35.67668037 -120.63071227
112  35.67668037 -120.63071227  35.67668148 -120.63066563
112  35.67661377 -120.63062534  35.67657587 -120.63062397
111  35.67661377 -120.63062534
112  35.67661377 -120.63062534  35.67663421 -120.63062499
111  35.67664178 -120.63061501
111  35.67719359 -120.63062645
112  35.67719359 -120.63062645  35.67720736 -120.63059750
111  35.67723285 -120.63058650 102
111  35.67724057 -120.63004703
112  35.67724057 -120.63004703  35.67722025 -120.62982426 102
111  35.67704896 -120.62989979 102
111  35.67403464 -120.63192231
112  35.67403464 -120.63192231  35.67397416 -120.63198435 102
111  35.67396862 -120.63205744 102
111  35.67395126 -120.63297763
112  35.67395126 -120.63297763  35.67399239 -120.63317001 102
111  35.67411690 -120.63319593 102
111  35.67491505 -120.63321575
112  35.67491505 -120.63321575  35.67495772 -120.63319466
111  35.67499768 -120.63311441
111  35.67504342 -120.63290723
112  35.67504342 -120.63290723  35.67509229 -120.63275476
111  35.67520880 -120.63272569
111  35.67526730 -120.63272470
111  35.67526701 -120.63289479
111  35.67523715 -120.63289535
112  35.67509097 -120.63310645  35.67506871 -120.63330359
111  35.67509097 -120.63310645
112  35.67509097 -120.63310645  35.67510306 -120.63317197
111  35.67518433 -120.63322244
111  35.67550521 -120.63323184
112  35.67550521 -120.63323184  35.67562956 -120.63314130
112  35.67547706 -120.63289944  35.67536481 -120.63287264
111  35.67547706 -120.63289944
111  35.67541627 -120.63289886
111  35.67541655 -120.63272877
111  35.67546953 -120.63273153
112  35.67546953 -120.63273153  35.67561468 -120.63277819
111  35.67565164 -120.63294942
111  35.67567513 -120.63312300
112  35.67567513 -120.63312300  35.67569489 -120.63322475
111  35.67576516 -120.63323944 102
111  35.67702060 -120.63327619
114  35.67702060 -120.63327619  35.67714011 -120.63325415 102
110 5 0.00 0.0000 New Taxiway 7
111  35.66387963 -120.63281356
111  35.66389705 -120.63237095
111  35.66410308 -120.63238003
111  35.66410310 -120.63232760
111  35.66414299 -120.63233026
111  35.66414176 -120.63238173
111  35.66426064 -120.63238581
111  35.66427518 -120.63236989
111  35.66436320 -120.63227721
111  35.66436849 -120.63227130
111  35.66438566 -120.63229960
111  35.66428894 -120.63238821
111  35.66418652 -120.63249800
113  35.66391684 -120.63282187
110 2 0.00 0.0000 New Taxiway 6
111  35.66492452 -120.63248156
111  35.66503168 -120.63248546
111  35.66502952 -120.63261097
111  35.66491447 -120.63260678
111  35.66491663 -120.63248127
111  35.66491676 -120.63247187
111  35.66491005 -120.63247162
111  35.66490686 -120.63260477
111  35.66479181 -120.63260058
111  35.66479497 -120.63246896
111  35.66478697 -120.63246896
111  35.66478297 -120.63260063
111  35.66466792 -120.63259644
111  35.66467190 -120.63246541
111  35.66466225 -120.63246512
111  35.66465870 -120.63259701
111  35.66454057 -120.63259247
111  35.66454390 -120.63246875
111  35.66454530 -120.63241652
113  35.66491103 -120.63243089
110 2 0.00 0.0000 New Taxiway 6
111  35.66546081 -120.63303994
111  35.66545855 -120.63315704
111  35.66534141 -120.63315448
111  35.66534108 -120.63317198
111  35.66509035 -120.63316467
113  35.66509295 -120.63303007
110 2 0.00 0.0000 New Taxiway 6
111  35.66457847 -120.63314971
111  35.66458107 -120.63301511
111  35.66508258 -120.63303049
113  35.66507998 -120.63316509
110 2 0.00 0.0000 New Taxiway 6
111  35.66458032 -120.63280013
111  35.66458292 -120.63266594
111  35.66521125 -120.63268501
111  35.66520865 -120.63281920
113  35.66458451 -120.63280025
110 2 0.00 0.0000 New Taxiway 6
111  35.66565236 -120.63290601
111  35.66566105 -120.63250233
111  35.66582432 -120.63250795
113  35.66581563 -120.63291163
110 2 0.00 0.0000 New Taxiway 6
111  35.66529171 -120.63270020
111  35.66529644 -120.63249380
111  35.66528889 -120.63249350
111  35.66529023 -120.63247126
111  35.66530360 -120.63244152
111  35.66544246 -120.63244449
112  35.66544246 -120.63244449  35.66544829 -120.63245028
111  35.66544981 -120.63246106
111  35.66544942 -120.63249768
111  35.66549832 -120.63249892
111  35.66549359 -120.63270532
113  35.66544081 -120.63270398
110 2 0.00 0.0000 New Taxiway 6
111  35.66516665 -120.63261327
111  35.66516897 -120.63249091
111  35.66528533 -120.63249505
113  35.66528302 -120.63261740
110 2 0.00 0.0000 New Taxiway 6
111  35.66504251 -120.63260870
111  35.66504483 -120.63248634
111  35.66516119 -120.63249047
113  35.66515888 -120.63261283
110 2 0.00 0.0000 New Taxiway 6
111  35.66427518 -120.63236989
111  35.66421115 -120.63228050
111  35.66427694 -120.63221123
111  35.66430779 -120.63225473
111  35.66433012 -120.63223104
113  35.66436320 -120.63227721
110 2 0.00 0.0000 New Taxiway 6
112  35.66377178 -120.63308933  35.66373320 -120.63303733
112  35.66377842 -120.63290919  35.66382067 -120.63286170
111  35.66377842 -120.63290919
112  35.66377842 -120.63290919  35.66380523 -120.63287906
112  35.66387412 -120.63287985  35.66390683 -120.63289018
111  35.66387412 -120.63287985
112  35.66387412 -120.63287985  35.66389297 -120.63288580
112  35.66392478 -120.63291737  35.66393889 -120.63293638
111  35.66392478 -120.63291737
112  35.66392478 -120.63291737  35.66393953 -120.63293725
112  35.66395094 -120.63298613  35.66395367 -120.63301093
111  35.66395094 -120.63298613
112  35.66395094 -120.63298613  35.66395535 -120.63302620
112  35.66391814 -120.63309751  35.66389204 -120.63312684
111  35.66391814 -120.63309751
114  35.66391814 -120.63309751  35.66387589 -120.63314500
110 2 0.00 0.0000 New Taxiway 6
111  35.66427948 -120.63274918
111  35.66428323 -120.63261694
111  35.66439838 -120.63262251
113  35.66439462 -120.63275475
110 2 0.00 0.0000 New Taxiway 6
111  35.66406025 -120.63232474
111  35.66406266 -120.63225933
111  35.66409451 -120.63226146
111  35.66409697 -120.63219948
111  35.66416033 -120.63220375
111  35.66415804 -120.63226570
111  35.66419070 -120.63226788
111  35.66418829 -120.63233329
111  35.66414299 -120.63233026
113  35.66410310 -120.63232760
110 2 0.00 0.0000 New Taxiway 6
111  35.66430377 -120.63222148
111  35.66430433 -120.63217970
111  35.66425465 -120.63217764
111  35.66425536 -120.63211482
111  35.66430519 -120.63211665
111  35.66430573 -120.63207631
111  35.66435653 -120.63207824
111  35.66435456 -120.63222341
113  35.66433033 -120.63222249
110 2 0.00 0.0000 New Taxiway 6
111  35.66452909 -120.63223509
111  35.66453140 -120.63211274
111  35.66464911 -120.63211687
113  35.66464680 -120.63223923
110 2 0.00 0.0000 New Taxiway 6
111  35.66465464 -120.63225096
111  35.66465486 -120.63223906
111  35.66465695 -120.63212860
111  35.66477466 -120.63213149
111  35.66477255 -120.63224333
113  35.66477235 -120.63225385
110 2 0.00 0.0000 New Taxiway 6
111  35.66477919 -120.63224358
111  35.66478150 -120.63212246
111  35.66489921 -120.63212536
113  35.66489690 -120.63224647
110 2 0.00 0.0000 New Taxiway 6
111  35.66490487 -120.63224809
111  35.66490718 -120.63212697
111  35.66502489 -120.63212986
113  35.66502258 -120.63225098
110 2 0.00 0.0000 New Taxiway 6
111  35.66503017 -120.63225163
111  35.66503248 -120.63213052
111  35.66514991 -120.63213375
113  35.66514760 -120.63225487
110 2 0.00 0.0000 New Taxiway 6
111  35.66517446 -120.63226639
111  35.66517465 -120.63225585
111  35.66517677 -120.63214238
111  35.66529419 -120.63214562
111  35.66529207 -120.63225956
113  35.66529188 -120.63226963
110 2 0.00 0.0000 New Taxiway 6
111  35.66530361 -120.63225952
111  35.66530592 -120.63214088
111  35.66542335 -120.63214412
113  35.66542104 -120.63226276
110 2 0.00 0.0000 New Taxiway 6
111  35.66542733 -120.63226283
111  35.66542964 -120.63213841
111  35.66554823 -120.63214165
113  35.66554592 -120.63226607
110 2 0.00 0.0000 New Taxiway 6
111  35.66555160 -120.63226783
111  35.66555391 -120.63219591
111  35.66558755 -120.63219683
111  35.66558880 -120.63213672
111  35.66564070 -120.63213800
111  35.66563958 -120.63219825
111  35.66567251 -120.63219915
113  35.66567020 -120.63227107
110 2 0.00 0.0000 New Taxiway 6
111  35.66567963 -120.63227103
111  35.66568473 -120.63214812
111  35.66580109 -120.63215136
113  35.66579598 -120.63227427
110 2 0.00 0.0000 New Taxiway 6
111  35.66523287 -120.63206856
111  35.66523465 -120.63193588
111  35.66586075 -120.63195263
113  35.66585897 -120.63208531
110 2 0.00 0.0000 New Taxiway 6
111  35.66460112 -120.63204799
111  35.66460262 -120.63191635
111  35.66522368 -120.63193551
113  35.66522218 -120.63206716
110 2 0.00 0.0000 New Taxiway 6
111  35.66468656 -120.63166275
111  35.66468946 -120.63149356
111  35.66519038 -120.63150832
111  35.66518748 -120.63167752
113  35.66512790 -120.63167576
110 2 0.00 0.0000 New Taxiway 6
111  35.66519188 -120.63167751
111  35.66519477 -120.63150831
111  35.66586977 -120.63152701
111  35.66586765 -120.63165080
113  35.66586688 -120.63169621
110 2 0.00 0.0000 New Taxiway 5
111  35.66543311 -120.63067315
111  35.66542960 -120.63096146
111  35.66522145 -120.63095540
111  35.66520877 -120.63149944
111  35.66479402 -120.63148536
111  35.66480215 -120.63113678
111  35.66487363 -120.63113704
111  35.66487894 -120.63085018
111  35.66471241 -120.63084476
111  35.66471627 -120.63058793
111  35.66489268 -120.63059367
111  35.66489282 -120.63058013
111  35.66495181 -120.63058086
111  35.66495444 -120.63040836
111  35.66523091 -120.63041499
111  35.66522827 -120.63058749
111  35.66529633 -120.63059076
111  35.66529893 -120.63042293
111  35.66557660 -120.63042758
111  35.66557403 -120.63059369
111  35.66560770 -120.63059369
111  35.66561023 -120.63042898
111  35.66588791 -120.63043363
113  35.66588406 -120.63068393
110 2 0.00 0.0000 New Taxiway 3
111  35.66538187 -120.63018243
111  35.66538568 -120.62999360
111  35.66538723 -120.62991688
111  35.66560686 -120.62992373
111  35.66560550 -120.62999100
113  35.66560149 -120.63018928
110 2 0.00 0.0000 New Taxiway 3
111  35.66567677 -120.63019188
111  35.66568077 -120.62999338
111  35.66568214 -120.62992551
111  35.66590136 -120.62993235
113  35.66589599 -120.63019873
110 2 0.00 0.0000 New Taxiway 3
111  35.66539661 -120.62945377
111  35.66539801 -120.62938340
111  35.66540319 -120.62912289
111  35.66590141 -120.62913683
111  35.66589617 -120.62940029
113  35.66589483 -120.62946770
110 2 0.00 0.0000 New Taxiway 3
111  35.66469509 -120.62835697
111  35.66469985 -120.62813309
111  35.66484311 -120.62813922
113  35.66483835 -120.62836310
110 2 0.00 0.0000 New Taxiway 3
111  35.66468624 -120.62870941
111  35.66469168 -120.62848925
111  35.66483438 -120.62849538
113  35.66482895 -120.62871555
110 2 0.00 0.0000 New Taxiway 2
111  35.66464329 -120.61891708
111  35.66464613 -120.61881522
111  35.66468145 -120.61881672
111  35.66468312 -120.61875561
111  35.66472434 -120.61875758
111  35.66472275 -120.61881846
111  35.66475710 -120.61882033
111  35.66475678 -120.61888635
113  35.66470277 -120.61890097
110 2 0.00 0.0000 New Taxiway 2
111  35.66482294 -120.61885432
111  35.66482351 -120.61880151
111  35.66486069 -120.61880310
111  35.66486188 -120.61874306
111  35.66490244 -120.61874473
111  35.66490125 -120.61880484
111  35.66493470 -120.61880627
111  35.66493414 -120.61885908
111  35.66489925 -120.61885734
111  35.66489846 -120.61887929
111  35.66485681 -120.61887842
113  35.66485664 -120.61885574
110 2 0.00 0.0000 New Taxiway 2
111  35.66409959 -120.61912134
111  35.66424903 -120.61912373
111  35.66425314 -120.61898093
111  35.66441660 -120.61898636
111  35.66441652 -120.61910762
111  35.66443689 -120.61911620
111  35.66443408 -120.61914728
112  35.66454870 -120.61927600  35.66455112 -120.61941591
