I
1050 Generated by WorldEditor 2.3.0r2

1   1538 0 0 KAUN Auburn Municipal
111  38.95304537 -121.07888841
111  38.95304534 -121.07880126
111  38.95309585 -121.07880205
111  38.95309615 -121.07878621
111  38.95323519 -121.07879280
111  38.95324655 -121.07842853
111  38.95329233 -121.07843024
111  38.95331094 -121.07781962
111  38.95326022 -121.07781876
111  38.95326124 -121.07777526
111  38.95326221 -121.07773391
111  38.95331293 -121.07773477
111  38.95333360 -121.07685667
111  38.95330013 -121.07685612
111  38.95332292 -121.07655968
111  38.95325751 -121.07654584
112  38.95325751 -121.07654584  38.95325957 -121.07652673
111  38.95326819 -121.07651292
112  38.95330096 -121.07649208  38.95330581 -121.07647260
111  38.95330096 -121.07649208
111  38.95331360 -121.07640655
111  38.95334282 -121.07641048
111  38.95333567 -121.07649637
111  38.95350487 -121.07651730
111  38.95355892 -121.07652398
111  38.95358078 -121.07659263
111  38.95438684 -121.07669825
112  38.95438684 -121.07669825  38.95441968 -121.07669916 53
112  38.95450200 -121.07663994  38.95454434 -121.07660309
111  38.95450200 -121.07663994
112  38.95450200 -121.07663994  38.95451792 -121.07661968 53
111  38.95456860 -121.07659887 53
112  38.95459504 -121.07646681  38.95456347 -121.07636656
111  38.95459504 -121.07646681
112  38.95459504 -121.07646681  38.95456233 -121.07640028 53
112  38.95449462 -121.07625465  38.95448080 -121.07620830
111  38.95449462 -121.07625465 53
112  38.95439035 -121.07618844  38.95431175 -121.07617591
111  38.95439035 -121.07618844
111  38.95353413 -121.07606819
111  38.95352815 -121.07613700
111  38.95336413 -121.07611797
111  38.95337571 -121.07597831
111  38.95326181 -121.07595485
112  38.95326181 -121.07595485  38.95312827 -121.07591814
112  38.95323472 -121.07539470  38.95336995 -121.07516809
111  38.95323472 -121.07539470
112  38.95323472 -121.07539470  38.95326803 -121.07534433
111  38.95327206 -121.07522900
111  38.95326657 -121.07513109
111  38.95332990 -121.07512780
111  38.95333283 -121.07522194
112  38.95352970 -121.07519270  38.95364977 -121.07497523
111  38.95352970 -121.07519270
111  38.95358874 -121.07505239
111  38.95369750 -121.07482565
112  38.95369514 -121.07470938  38.95366763 -121.07464847
111  38.95369514 -121.07470938
112  38.95369514 -121.07470938  38.95367017 -121.07464291
111  38.95360962 -121.07445216
112  38.95355266 -121.07412767  38.95354754 -121.07399116
111  38.95355266 -121.07412767
111  38.95355310 -121.07380513
111  38.95358424 -121.07380902
111  38.95435790 -121.07390584
111  38.95440355 -121.07335295
111  38.95362707 -121.07325250
111  38.95363002 -121.07321678
111  38.95434148 -121.07330910
111  38.95434290 -121.07329192
111  38.95363144 -121.07319960
111  38.95363438 -121.07316390
111  38.95441087 -121.07326435
111  38.95443722 -121.07294519
111  38.95366359 -121.07284287
111  38.95366674 -121.07280473
111  38.95437503 -121.07289784
111  38.95437647 -121.07288061
111  38.95366818 -121.07278750
111  38.95367121 -121.07275056
111  38.95444484 -121.07285287
111  38.95447016 -121.07254620
112  38.95447016 -121.07254620  38.95447108 -121.07252737
111  38.95440599 -121.07250527
111  38.95369735 -121.07241286
111  38.95370020 -121.07237827
111  38.95440849 -121.07247138
111  38.95440991 -121.07245421
111  38.95370162 -121.07236111
111  38.95370443 -121.07232708
111  38.95447990 -121.07242821
111  38.95448959 -121.07231092
111  38.95455456 -121.07232111 102
111  38.95440119 -121.07416353
112  38.95440119 -121.07416353  38.95439643 -121.07428498 102
111  38.95446927 -121.07440473 102
111  38.95458085 -121.07456459
112  38.95458085 -121.07456459  38.95465148 -121.07466898 102
111  38.95465014 -121.07482417 102
111  38.95463294 -121.07501999 102
111  38.95469700 -121.07522570 102
111  38.95467269 -121.07553785 102
111  38.95457024 -121.07572451 53 102
111  38.95453865 -121.07611734
112  38.95453865 -121.07611734  38.95453736 -121.07618229 53 102
112  38.95457676 -121.07628561  38.95460108 -121.07633785
111  38.95457676 -121.07628561
112  38.95457676 -121.07628561  38.95461540 -121.07637324 53 102
112  38.95469108 -121.07642971  38.95472999 -121.07644330
111  38.95469108 -121.07642971
112  38.95469108 -121.07642971  38.95471927 -121.07643719 53 102
112  38.95475988 -121.07638954  38.95477981 -121.07635207
111  38.95475988 -121.07638954
112  38.95475988 -121.07638954  38.95476883 -121.07637263 102
112  38.95476097 -121.07633795  38.95475169 -121.07631629
111  38.95476097 -121.07633795
112  38.95476097 -121.07633795  38.95474243 -121.07628327 102
111  38.95465816 -121.07617849 102
112  38.95464761 -121.07614121  38.95464650 -121.07612172
111  38.95464761 -121.07614121 102
111  38.95467046 -121.07585482
112  38.95467046 -121.07585482  38.95467209 -121.07584195 102
111  38.95469857 -121.07580907 102
111  38.95494425 -121.07555669 102
111  38.95520658 -121.07528720
112  38.95520658 -121.07528720  38.95522039 -121.07527021 102
112  38.95524219 -121.07522621  38.95525096 -121.07520740
111  38.95524219 -121.07522621
111  38.95525327 -121.07520077
111  38.95519136 -121.07588078
111  38.95519064 -121.07586892
112  38.95519064 -121.07586892  38.95518344 -121.07575839 102
112  38.95511917 -121.07568784  38.95507231 -121.07565689
111  38.95511917 -121.07568784
112  38.95511917 -121.07568784  38.95507993 -121.07566043 102
112  38.95500941 -121.07566918  38.95497954 -121.07567896
111  38.95500941 -121.07566918
112  38.95500941 -121.07566918  38.95499974 -121.07567235 102
112  38.95498418 -121.07568155  38.95497717 -121.07568645
111  38.95498418 -121.07568155 102
111  38.95495380 -121.07571666
112  38.95495380 -121.07571666  38.95492696 -121.07575157 102
112  38.95491206 -121.07582505  38.95490747 -121.07586023
111  38.95491206 -121.07582505 102
111  38.95486009 -121.07645690
112  38.95486009 -121.07645690  38.95485672 -121.07651206 102
112  38.95489889 -121.07658845  38.95492503 -121.07661994
111  38.95489889 -121.07658845
112  38.95489889 -121.07658845  38.95496326 -121.07666601 102
112  38.95513736 -121.07653035  38.95518577 -121.07639841
111  38.95513736 -121.07653035
111  38.95514476 -121.07650690
111  38.95510408 -121.07698141
111  38.95510197 -121.07697129
112  38.95510197 -121.07697129  38.95507318 -121.07684666 102
112  38.95487844 -121.07684456  38.95480226 -121.07689225
111  38.95487844 -121.07684456
112  38.95487844 -121.07684456  38.95484582 -121.07686498 102
112  38.95481427 -121.07696121  38.95480757 -121.07701915
111  38.95481427 -121.07696121 102
111  38.95464694 -121.07901595
112  38.95464694 -121.07901595  38.95465039 -121.07905936 102
112  38.95469415 -121.07912580  38.95471994 -121.07915389
111  38.95469415 -121.07912580
112  38.95469415 -121.07912580  38.95476096 -121.07919857 102
112  38.95493492 -121.07904679  38.95498968 -121.07889116
111  38.95493492 -121.07904679
111  38.95494296 -121.07902107
111  38.95490556 -121.07948260
111  38.95490200 -121.07945351
112  38.95490200 -121.07945351  38.95487739 -121.07930894 102
112  38.95467803 -121.07932137  38.95459693 -121.07938530
111  38.95467803 -121.07932137
112  38.95467803 -121.07932137  38.95465153 -121.07934226 102
112  38.95461501 -121.07942178  38.95460101 -121.07946809
111  38.95461501 -121.07942178 102
111  38.95438948 -121.08218615
112  38.95438948 -121.08218615  38.95439527 -121.08224010 102
112  38.95443898 -121.08231133  38.95446449 -121.08234017
111  38.95443898 -121.08231133
112  38.95443898 -121.08231133  38.95449959 -121.08237985 102
112  38.95467660 -121.08226103  38.95475168 -121.08215016
111  38.95467660 -121.08226103
111  38.95468689 -121.08224464
111  38.95465102 -121.08261622
111  38.95464835 -121.08260752
112  38.95464835 -121.08260752  38.95461170 -121.08249613 102
112  38.95442408 -121.08249852  38.95434755 -121.08255098
111  38.95442408 -121.08249852
112  38.95442408 -121.08249852  38.95439766 -121.08251663 102
112  38.95436166 -121.08259121  38.95434796 -121.08263546
111  38.95436166 -121.08259121 102
111  38.95435420 -121.08265001 102
111  38.95416213 -121.08505134
112  38.95416213 -121.08505134  38.95416646 -121.08510635 102
112  38.95420754 -121.08517798  38.95423159 -121.08520718
111  38.95420754 -121.08517798
112  38.95420754 -121.08517798  38.95427380 -121.08525842 102
112  38.95444727 -121.08510419  38.95450122 -121.08496995
111  38.95444727 -121.08510419
111  38.95445764 -121.08507416
111  38.95441781 -121.08553612
111  38.95441424 -121.08551210
112  38.95441424 -121.08551210  38.95438527 -121.08535244 102
112  38.95419161 -121.08537396  38.95411490 -121.08542877
111  38.95419161 -121.08537396
112  38.95419161 -121.08537396  38.95416134 -121.08539558 102
112  38.95412748 -121.08547764  38.95411762 -121.08552435
111  38.95412748 -121.08547764 102
111  38.95395710 -121.08757385
112  38.95395710 -121.08757385  38.95395567 -121.08759868 102
111  38.95396867 -121.08762562 102
111  38.95401893 -121.08770914 102
112  38.95403200 -121.08771800  38.95404028 -121.08772305
111  38.95403200 -121.08771800
112  38.95403200 -121.08771800  38.95407171 -121.08774226 102
112  38.95424633 -121.08759677  38.95430110 -121.08739807
111  38.95424633 -121.08759677
111  38.95425730 -121.08754904
111  38.95422154 -121.08824674
111  38.95419759 -121.08820884 102
111  38.95396052 -121.08783377 102
111  38.95374042 -121.08748556 102
111  38.95376699 -121.08717649 102
111  38.95390336 -121.08703187
112  38.95390336 -121.08703187  38.95391572 -121.08701712 102
111  38.95391993 -121.08699353 102
111  38.95404075 -121.08548382
112  38.95404075 -121.08548382  38.95403782 -121.08533083 102
111  38.95392762 -121.08530582 102
111  38.95365897 -121.08529995
112  38.95362651 -121.08534655  38.95362016 -121.08537742
111  38.95362651 -121.08534655
111  38.95362557 -121.08538636
111  38.95345796 -121.08537960
111  38.95342694 -121.08667711
112  38.95338947 -121.08666167  38.95337859 -121.08665259
111  38.95338947 -121.08666167
112  38.95338947 -121.08666167  38.95338062 -121.08665902
111  38.95334789 -121.08665195
112  38.95329448 -121.08660977  38.95328682 -121.08658383
111  38.95329448 -121.08660977
111  38.95327463 -121.08652963
112  38.95325331 -121.08650224  38.95323836 -121.08649596
111  38.95325331 -121.08650224
111  38.95320405 -121.08648952
111  38.95320645 -121.08514032
111  38.95320650 -121.08511199
112  38.95319016 -121.08510221  38.95318243 -121.08509974
111  38.95319016 -121.08510221
111  38.95318140 -121.08509950
111  38.95318363 -121.08502624
111  38.95319132 -121.08502775
111  38.95319145 -121.08500819
111  38.95320353 -121.08500832
111  38.95321970 -121.08497284
111  38.95322005 -121.08492040
111  38.95320337 -121.08488459
111  38.95319247 -121.08488447
111  38.95319257 -121.08485821
111  38.95320374 -121.08485833
111  38.95321991 -121.08482285
111  38.95322026 -121.08477041
111  38.95320358 -121.08473460
111  38.95319356 -121.08473450
111  38.95319380 -121.08470589
111  38.95320480 -121.08470601
111  38.95322097 -121.08467053
111  38.95322132 -121.08461809
111  38.95320464 -121.08458228
111  38.95319484 -121.08458218
111  38.95319493 -121.08455432
111  38.95320395 -121.08455442
111  38.95322011 -121.08451894
111  38.95322047 -121.08446650
111  38.95320379 -121.08443069
111  38.95319597 -121.08443061
111  38.95319612 -121.08440602
111  38.95320483 -121.08440611
111  38.95322100 -121.08437063
111  38.95322135 -121.08431819
111  38.95320467 -121.08428238
111  38.95319715 -121.08428230
111  38.95319732 -121.08425723
111  38.95320836 -121.08425723
111  38.95322453 -121.08422175
111  38.95322488 -121.08416931
111  38.95320820 -121.08413350
111  38.95319828 -121.08413340
111  38.95319858 -121.08410673
111  38.95320909 -121.08410684
111  38.95322526 -121.08407136
111  38.95322562 -121.08401892
111  38.95320893 -121.08398311
111  38.95319947 -121.08398301
111  38.95319975 -121.08395861
111  38.95320968 -121.08395872
111  38.95322585 -121.08392324
111  38.95322620 -121.08387080
111  38.95320952 -121.08383499
111  38.95320066 -121.08383489
111  38.95320089 -121.08380501
111  38.95321042 -121.08380511
111  38.95322659 -121.08376963
111  38.95322694 -121.08371719
111  38.95321026 -121.08368138
111  38.95320194 -121.08368129
111  38.95320217 -121.08365651
111  38.95321130 -121.08365661
111  38.95322747 -121.08362113
111  38.95322782 -121.08356869
111  38.95321114 -121.08353288
111  38.95320311 -121.08353279
111  38.95320118 -121.08351559
111  38.95320640 -121.08335864
111  38.95316631 -121.08335550
111  38.95316479 -121.08340133
111  38.95311896 -121.08339792
111  38.95312344 -121.08332788
111  38.95309753 -121.08333470
111  38.95309645 -121.08321808
111  38.95313191 -121.08322742
111  38.95315406 -121.08293041
111  38.95323456 -121.08294233
111  38.95330839 -121.08205102
111  38.95333434 -121.08205346
111  38.95334539 -121.08191613
111  38.95332020 -121.08191227
111  38.95332573 -121.08180791
111  38.95324956 -121.08178580
111  38.95327253 -121.08149261
111  38.95333482 -121.08149833
111  38.95334194 -121.08140736
111  38.95327966 -121.08140164
111  38.95328358 -121.08135161
111  38.95322674 -121.08135207
111  38.95305006 -121.08135350
111  38.95301393 -121.08135379
111  38.95266478 -121.08134946
111  38.95266589 -121.08127227
111  38.95266650 -121.08119560
111  38.95266656 -121.08118830
111  38.95267193 -121.08051930
111  38.95296210 -121.08054051
111  38.95314065 -121.08056009
111  38.95333817 -121.08054381
111  38.95336715 -121.08011545
111  38.95320455 -121.08010604
111  38.95320405 -121.08014214
111  38.95290475 -121.08014478
113  38.95290444 -121.08009051
111  38.95473594 -121.07683740
112  38.95473594 -121.07683740  38.95472750 -121.07667810 102
112  38.95448585 -121.07682302  38.95444842 -121.07697892
111  38.95448585 -121.07682302
111  38.95431391 -121.07897836
112  38.95431391 -121.07897836  38.95433763 -121.07916409 102
112  38.95456340 -121.07900035  38.95459924 -121.07882953
111  38.95456340 -121.07900035 102
113  38.95473181 -121.07692645 102
111  38.95453141 -121.07938742 102
111  38.95451753 -121.07930974
112  38.95451753 -121.07930974  38.95446299 -121.07919771 102
111  38.95433816 -121.07924995
112  38.95433816 -121.07924995  38.95432443 -121.07925911 102
111  38.95429209 -121.07933468 102
111  38.95424908 -121.07946610
112  38.95424908 -121.07946610  38.95423307 -121.07951023 102
111  38.95418472 -121.07956926 102
111  38.95397972 -121.07977011 102
112  38.95393193 -121.07986902  38.95392125 -121.07991708
111  38.95393193 -121.07986902
111  38.95392481 -121.07991839
111  38.95404588 -121.07993542
111  38.95386868 -121.08213881
112  38.95386868 -121.08213881  38.95387234 -121.08224519 102
111  38.95398918 -121.08228630 102
111  38.95406606 -121.08229627
112  38.95409337 -121.08219906  38.95408664 -121.08212035
111  38.95409337 -121.08219906
112  38.95409337 -121.08219906  38.95400574 -121.08214860
112  38.95415172 -121.08196227  38.95428502 -121.08197428
111  38.95415172 -121.08196227
112  38.95415172 -121.08196227  38.95425897 -121.08198166
112  38.95416541 -121.08221267  38.95407206 -121.08224986
111  38.95416541 -121.08221267
112  38.95416541 -121.08221267  38.95414859 -121.08225583
112  38.95417983 -121.08231102  38.95420243 -121.08231692
111  38.95417983 -121.08231102 102
112  38.95430503 -121.08216862  38.95434236 -121.08203305
113  38.95430503 -121.08216862 102
111  38.95415016 -121.07946552 102
112  38.95419660 -121.07929547  38.95418318 -121.07921534
111  38.95419660 -121.07929547 102
111  38.95416891 -121.07922106
112  38.95416891 -121.07922106  38.95415991 -121.07920812 102
111  38.95409850 -121.07919556 102
111  38.95374768 -121.07914635
111  38.95373394 -121.07921826 53
111  38.95370083 -121.07939159 53
111  38.95367850 -121.07946032 53
111  38.95364958 -121.07953799
112  38.95364958 -121.07953799  38.95363951 -121.07956455 53
112  38.95359650 -121.07963166  38.95358951 -121.07966217
111  38.95359650 -121.07963166 53
111  38.95358619 -121.07969704
112  38.95358619 -121.07969704  38.95358060 -121.07973891 53
112  38.95363145 -121.07978983  38.95366246 -121.07980289
111  38.95363145 -121.07978983
112  38.95363145 -121.07978983  38.95365451 -121.07979954
112  38.95371330 -121.07976931  38.95374285 -121.07974307
111  38.95371330 -121.07976931
111  38.95382348 -121.07959470
111  38.95392172 -121.07970368
112  38.95392172 -121.07970368  38.95393316 -121.07967916 102
113  38.95400186 -121.07961694 102
111  38.95331416 -121.08094279
111  38.95296647 -121.08093883
111  38.95296634 -121.08091642
111  38.95294776 -121.08091516
111  38.95294639 -121.08082407
111  38.95292539 -121.08082037
111  38.95292621 -121.08075669
111  38.95271667 -121.08073261
111  38.95271405 -121.08083605
111  38.95271871 -121.08083611
111  38.95271797 -121.08118882
111  38.95301579 -121.08119306
111  38.95329021 -121.08119697
111  38.95329828 -121.08113749
113  38.95331146 -121.08104032
111  38.95427348 -121.08257032
112  38.95427348 -121.08257032  38.95427480 -121.08251835 102
111  38.95423408 -121.08246506 102
111  38.95417536 -121.08242387
112  38.95417536 -121.08242387  38.95415206 -121.08241910 102
111  38.95414130 -121.08244479
111  38.95413909 -121.08249770
111  38.95413729 -121.08251746
111  38.95406660 -121.08250796
111  38.95406940 -121.08248207
111  38.95407118 -121.08244971
112  38.95407118 -121.08244971  38.95407005 -121.08241608 102
111  38.95404271 -121.08239610 102
111  38.95394941 -121.08238401
112  38.95394941 -121.08238401  38.95388279 -121.08239248 102
111  38.95383728 -121.08251919
111  38.95383233 -121.08259312
111  38.95373291 -121.08257929
111  38.95365763 -121.08349890
111  38.95365657 -121.08351184
111  38.95365553 -121.08352453
111  38.95365032 -121.08358817
111  38.95370242 -121.08359542
111  38.95369157 -121.08368422
111  38.95369186 -121.08373621
111  38.95365056 -121.08373577
111  38.95364963 -121.08387491
111  38.95364964 -121.08387741
111  38.95364934 -121.08387741
111  38.95364841 -121.08401655
111  38.95364841 -121.08401719
111  38.95364794 -121.08408691
111  38.95364748 -121.08415632
111  38.95364760 -121.08415633
111  38.95364763 -121.08415709
111  38.95364717 -121.08422654
111  38.95364670 -121.08429623
111  38.95364670 -121.08429694
111  38.95364622 -121.08436805
111  38.95364577 -121.08443608
111  38.95364569 -121.08443846
111  38.95364523 -121.08450768
111  38.95364476 -121.08457760
111  38.95364472 -121.08457871
111  38.95364424 -121.08464919
111  38.95364378 -121.08471785
111  38.95364377 -121.08471870
111  38.95364331 -121.08478768
111  38.95364284 -121.08485784
111  38.95364281 -121.08486032
111  38.95364217 -121.08486031
111  38.95364170 -121.08492996
111  38.95364124 -121.08499945
111  38.95364123 -121.08500194
111  38.95364078 -121.08506996
111  38.95364030 -121.08514108
111  38.95363998 -121.08515420
112  38.95363998 -121.08515420  38.95364104 -121.08517735
111  38.95366490 -121.08518982 102
111  38.95393908 -121.08519924 102
112  38.95407745 -121.08505708  38.95410088 -121.08492198
113  38.95407745 -121.08505708 102
111  38.95430253 -121.07433808
112  38.95432831 -121.07430743  38.95433095 -121.07427973
111  38.95432831 -121.07430743
111  38.95434755 -121.07400642
111  38.95365020 -121.07390976
112  38.95362530 -121.07393473  38.95361895 -121.07396061
111  38.95362530 -121.07393473
111  38.95361426 -121.07398839
111  38.95362343 -121.07422034
112  38.95362343 -121.07422034  38.95362608 -121.07424168
111  38.95365826 -121.07425303
111  38.95365696 -121.07426862
111  38.95426250 -121.07434855
113  38.95426379 -121.07433296
111  38.95455562 -121.07481748
112  38.95458361 -121.07477279  38.95458637 -121.07475345
111  38.95458361 -121.07477279
112  38.95458361 -121.07477279  38.95458107 -121.07468562
111  38.95452911 -121.07460844
111  38.95449893 -121.07456392
111  38.95441344 -121.07443780
111  38.95373187 -121.07434858
112  38.95373187 -121.07434858  38.95370061 -121.07434728
111  38.95366781 -121.07439958
111  38.95367245 -121.07443699
111  38.95367862 -121.07445644
111  38.95376717 -121.07473546
112  38.95376717 -121.07473546  38.95377903 -121.07477605
111  38.95375765 -121.07483196
111  38.95356583 -121.07526832
112  38.95356583 -121.07526832  38.95352251 -121.07535501
111  38.95340147 -121.07538647
111  38.95335681 -121.07539118
112  38.95335681 -121.07539118  38.95325051 -121.07543919
111  38.95322418 -121.07564906
111  38.95322215 -121.07579759
112  38.95322215 -121.07579759  38.95322582 -121.07585643
111  38.95329652 -121.07587901
111  38.95342469 -121.07589808
112  38.95346818 -121.07583077  38.95347277 -121.07580216
111  38.95346818 -121.07583077
111  38.95348392 -121.07567073
111  38.95353116 -121.07567666
111  38.95351798 -121.07582686
111  38.95439281 -121.07596238
111  38.95439485 -121.07593912
111  38.95439850 -121.07589744
111  38.95450107 -121.07583471
111  38.95450887 -121.07574758
112  38.95447251 -121.07571625  38.95445725 -121.07571168
111  38.95447251 -121.07571625
111  38.95441870 -121.07570994
111  38.95443755 -121.07548220
111  38.95370927 -121.07538099
111  38.95370564 -121.07542484
111  38.95371800 -121.07542642
111  38.95371044 -121.07551778
111  38.95361910 -121.07550061
112  38.95361910 -121.07550061  38.95362334 -121.07544014
111  38.95367204 -121.07532019
112  38.95367204 -121.07532019  38.95368453 -121.07529622
112  38.95374506 -121.07527922  38.95378129 -121.07528167
111  38.95374506 -121.07527922
111  38.95447177 -121.07537571
111  38.95447340 -121.07535513
111  38.95374669 -121.07525865
111  38.95374923 -121.07522663
111  38.95379263 -121.07523183
111  38.95379839 -121.07515758
111  38.95446389 -121.07524195
111  38.95454709 -121.07525250
111  38.95456776 -121.07501022
112  38.95454416 -121.07496034  38.95452474 -121.07495149
111  38.95454416 -121.07496034
111  38.95413925 -121.07490266
111  38.95414888 -121.07477767
111  38.95417312 -121.07478108
111  38.95439533 -121.07481231
113  38.95439660 -121.07479502
111  38.95347082 -121.08241897
111  38.95337849 -121.08353452
111  38.95338032 -121.08353477
111  38.95337916 -121.08356470
111  38.95337829 -121.08370865
111  38.95337814 -121.08371562
111  38.95337727 -121.08385958
111  38.95337772 -121.08386802
111  38.95337685 -121.08401198
111  38.95337723 -121.08402394
111  38.95337635 -121.08416790
111  38.95337715 -121.08416791
111  38.95337723 -121.08417568
111  38.95337635 -121.08431963
111  38.95337632 -121.08432665
111  38.95337524 -121.08432663
111  38.95337436 -121.08447059
111  38.95337434 -121.08448011
111  38.95337347 -121.08462406
111  38.95337350 -121.08462813
111  38.95337263 -121.08477208
111  38.95337260 -121.08477833
111  38.95337231 -121.08477833
111  38.95337144 -121.08492228
111  38.95337158 -121.08493036
111  38.95337071 -121.08507431
111  38.95341382 -121.08507509
111  38.95341717 -121.08507511
111  38.95341698 -121.08510346
111  38.95347190 -121.08510404
111  38.95347155 -121.08514697
111  38.95350312 -121.08514729
111  38.95350366 -121.08507765
111  38.95350419 -121.08500900
111  38.95350394 -121.08499693
111  38.95350448 -121.08492743
111  38.95350501 -121.08485864
111  38.95350457 -121.08484683
111  38.95350511 -121.08477656
111  38.95350564 -121.08470854
111  38.95350569 -121.08469393
111  38.95350622 -121.08462481
111  38.95350675 -121.08455564
111  38.95350632 -121.08454083
111  38.95350686 -121.08447130
111  38.95350739 -121.08440255
111  38.95350738 -121.08439073
111  38.95350802 -121.08439074
111  38.95350855 -121.08432131
111  38.95350908 -121.08425245
111  38.95350842 -121.08425244
111  38.95350823 -121.08423928
111  38.95350876 -121.08417021
111  38.95350930 -121.08410099
111  38.95350950 -121.08409054
111  38.95351057 -121.08395226
111  38.95351017 -121.08395225
111  38.95351014 -121.08393581
111  38.95351120 -121.08379753
111  38.95351077 -121.08377782
111  38.95351184 -121.08363953
111  38.95348025 -121.08363920
111  38.95347257 -121.08363883
111  38.95347302 -121.08356640
111  38.95347490 -121.08354765
111  38.95348835 -121.08354949
113  38.95358068 -121.08243394
111  38.95261513 -121.07887331
111  38.95265364 -121.07887327
111  38.95265237 -121.07892476
111  38.95269293 -121.07892472
111  38.95269657 -121.07877360
111  38.95270349 -121.07848701
111  38.95271859 -121.07785968
111  38.95279358 -121.07786158
111  38.95279480 -121.07781095
111  38.95271981 -121.07780904
111  38.95272434 -121.07762064
111  38.95264527 -121.07762072
111  38.95262442 -121.07848709
113  38.95261868 -121.07872587
130 Airport Boundary 1
111  38.95362303 -121.08818422
111  38.95285321 -121.08738846
111  38.95167854 -121.08737721
111  38.95168294 -121.08638071
111  38.95209566 -121.08638694
111  38.95212079 -121.07948261
111  38.95155842 -121.07946322
111  38.95160939 -121.07742850
111  38.95231184 -121.07747223
111  38.95236649 -121.07482609
111  38.95175392 -121.07446300
111  38.95164006 -121.07443567
111  38.95162640 -121.07423362
111  38.95177956 -121.07358099
111  38.95153908 -121.07251630
111  38.95163564 -121.07182876
111  38.95167663 -121.07054856
111  38.95163540 -121.07019832
111  38.95686560 -121.07022003
111  38.95662114 -121.08552811
111  38.95674957 -121.08580924
111  38.95661890 -121.08629057
111  38.95657905 -121.08715119
111  38.95662143 -121.08770270
111  38.95662733 -121.08874735
111  38.95585338 -121.08873820
111  38.95506142 -121.08875202
111  38.95492845 -121.08874146
111  38.95488452 -121.08935774
113  38.95351308 -121.08917406
120 Linear Feature 98
112  38.95410484 -121.08262036  38.95411145 -121.08257369
111  38.95410484 -121.08262036
112  38.95410484 -121.08262036  38.95410827 -121.08257369 1
112  38.95406266 -121.08254878  38.95404672 -121.08254626 1
112  38.95400700 -121.08260428  38.95400136 -121.08265284
111  38.95400700 -121.08260428
112  38.95400700 -121.08260428  38.95400455 -121.08265379 1
114  38.95404942 -121.08267491  38.95406438 -121.08267838 1
120 Linear Feature 98
112  38.95408994 -121.08279046  38.95409655 -121.08274379
111  38.95408994 -121.08279046
112  38.95408994 -121.08279046  38.95409337 -121.08274379 1
112  38.95404776 -121.08271888  38.95403182 -121.08271635 1
112  38.95399210 -121.08277437  38.95398646 -121.08282293
111  38.95399210 -121.08277437
112  38.95399210 -121.08277437  38.95398965 -121.08282388 1
114  38.95403452 -121.08284501  38.95404948 -121.08284848 1
120 Linear Feature 94
111  38.95364078 -121.08506996 51
115  38.95360071 -121.08506971
120 Linear Feature 94
111  38.95364170 -121.08492996 51
115  38.95360164 -121.08492971
120 Linear Feature 94
111  38.95364331 -121.08478768 51
115  38.95360324 -121.08478744
120 Linear Feature 94
111  38.95364424 -121.08464919 51
115  38.95360418 -121.08464895
120 Linear Feature 94
111  38.95364523 -121.08450768 51
115  38.95360516 -121.08450743
120 Linear Feature 94
111  38.95364622 -121.08436805 51
115  38.95360616 -121.08436780
120 Linear Feature 94
111  38.95364717 -121.08422654 51
115  38.95360710 -121.08422629
120 Linear Feature 94
111  38.95326771 -121.08359531 51
115  38.95322764 -121.08359506
120 Linear Feature 94
111  38.95326609 -121.08389740 51
115  38.95322602 -121.08389716
120 Linear Feature 94
111  38.95326478 -121.08419458 51
115  38.95322471 -121.08419434
120 Linear Feature 94
111  38.95326036 -121.08449287 51
115  38.95322029 -121.08449262
120 Linear Feature 94
111  38.95326121 -121.08464449 51
115  38.95322115 -121.08464424
120 Linear Feature 94
111  38.95326016 -121.08479558 51
115  38.95322009 -121.08479534
120 Linear Feature 94
111  38.95325994 -121.08494799 51
115  38.95321987 -121.08494774
120 Linear Feature 94
111  38.95354883 -121.08417046 51
115  38.95350876 -121.08417021
120 Linear Feature 94
111  38.95354862 -121.08432155 51
115  38.95350855 -121.08432131
120 Linear Feature 94
111  38.95354693 -121.08447155 51
115  38.95350686 -121.08447130
120 Linear Feature 94
111  38.95354629 -121.08462505 51
115  38.95350622 -121.08462481
120 Linear Feature 94
111  38.95354518 -121.08477680 51
115  38.95350511 -121.08477656
120 Linear Feature 94
111  38.95354455 -121.08492767 51
115  38.95350448 -121.08492743
120 Linear Feature 94
111  38.95354373 -121.08507789 51
115  38.95350366 -121.08507765
120 Linear Feature 93
111  38.95364821 -121.07939336 20
111  38.95365152 -121.07938524 20
115  38.95365471 -121.07937739
120 Linear Feature 92
111  38.95366378 -121.07939311 20
115  38.95365152 -121.07938524
120 Linear Feature 91
111  38.95368581 -121.07923242 20
111  38.95368372 -121.07923926 20
115  38.95368167 -121.07924598
120 Linear Feature 90
111  38.95369753 -121.07924535 20
115  38.95368372 -121.07923926
120 Linear Feature 89
111  38.95360374 -121.07951143 20
111  38.95359946 -121.07951853 20
115  38.95359509 -121.07952577
120 Linear Feature 88
111  38.95360892 -121.07952735 20
115  38.95359946 -121.07951853
120 Linear Feature 87
111  38.95320116 -121.08303185 51
111  38.95320071 -121.08303995 51
115  38.95320027 -121.08304795
120 Linear Feature 87
111  38.95319027 -121.08318072 51
111  38.95318982 -121.08318882 51
115  38.95318938 -121.08319682
