I
1050 Generated by WorldEditor 2.2.0r2

1     21 1 0 KBFI Boeing Fld King Co Intl
111  47.53249555 -122.29919515
111  47.53244930 -122.29915585
111  47.53235004 -122.29941360
111  47.53240358 -122.29946116
111  47.53218348 -122.30002546
111  47.53217936 -122.30002214
111  47.53216661 -122.30005431
111  47.53217545 -122.30006179
111  47.53216004 -122.30010267
111  47.53214624 -122.30009137
111  47.53211786 -122.30016770
111  47.53222801 -122.30025908
111  47.53242967 -122.29972888
113  47.53244458 -122.29974230
110 2 0.00 0.0000 New Taxiway 737
111  47.53834189 -122.30515183
111  47.53830905 -122.30515364
111  47.53826093 -122.30523986
111  47.53800363 -122.30493300
111  47.53806448 -122.30481867
111  47.53807364 -122.30482955
111  47.53807892 -122.30481953
111  47.53813153 -122.30488210
111  47.53832858 -122.30511644
111  47.53842761 -122.30493202
111  47.53848061 -122.30483331
111  47.53846560 -122.30481684
111  47.53848017 -122.30478817
111  47.53849590 -122.30480635
111  47.53850351 -122.30479249
111  47.53890945 -122.30527908
111  47.53874180 -122.30558889
111  47.53858863 -122.30541788
111  47.53849438 -122.30531265
111  47.53840291 -122.30520539
113  47.53834756 -122.30514048
110 2 0.00 0.0000 New Taxiway 736
111  47.53852262 -122.30602929
111  47.53891855 -122.30529986
111  47.53927011 -122.30571680
111  47.53923215 -122.30578863
111  47.53907649 -122.30608317
111  47.53908068 -122.30608788
111  47.53907277 -122.30610326
111  47.53906582 -122.30609588
111  47.53887517 -122.30644541
111  47.53883655 -122.30640038
111  47.53883116 -122.30640938
111  47.53882126 -122.30639736
111  47.53882544 -122.30639066
111  47.53857048 -122.30609015
111  47.53856708 -122.30609657
111  47.53855768 -122.30608666
113  47.53856255 -122.30607606
110 2 0.00 0.0000 New Taxiway 733
111  47.54119452 -122.30876296
111  47.54059566 -122.30806061
111  47.54072655 -122.30781841
111  47.54068460 -122.30776930
111  47.54069413 -122.30775231
111  47.54073244 -122.30768087
111  47.54073882 -122.30768420
111  47.54091632 -122.30735484
111  47.54091083 -122.30734856
111  47.54095053 -122.30727813
111  47.54099416 -122.30732927
111  47.54099117 -122.30733636
111  47.54154319 -122.30798542
111  47.54156165 -122.30798460
111  47.54159613 -122.30802557
111  47.54155279 -122.30810411
111  47.54154685 -122.30809795
111  47.54139264 -122.30838284
111  47.54144612 -122.30844499
111  47.54169681 -122.30796931
111  47.54220499 -122.30857096
111  47.54216766 -122.30863890
111  47.54216223 -122.30863241
111  47.54198283 -122.30896156
111  47.54198870 -122.30896845
111  47.54169887 -122.30949736
111  47.54148429 -122.30924252
111  47.54142682 -122.30931064
111  47.54139800 -122.30928157
111  47.54139953 -122.30921954
111  47.54138569 -122.30912661
113  47.54119461 -122.30890238
110 2 0.00 0.0000 New Taxiway 786
111  47.52460908 -122.30102509
111  47.52464386 -122.30093584
111  47.52465153 -122.30091616
111  47.52467554 -122.30085454
111  47.52483204 -122.30098667
111  47.52501328 -122.30113968
111  47.52519357 -122.30129189
111  47.52537421 -122.30144438
111  47.52540493 -122.30147032
111  47.52544379 -122.30150313
111  47.52542764 -122.30154569
111  47.52540930 -122.30159403
111  47.52548294 -122.30165596
111  47.52562618 -122.30177641
111  47.52576950 -122.30189693
111  47.52591016 -122.30201521
111  47.52605518 -122.30213716
111  47.52619862 -122.30225778
111  47.52626940 -122.30231729
111  47.52630013 -122.30223878
111  47.52636855 -122.30229680
111  47.52649745 -122.30240611
111  47.52662547 -122.30251467
111  47.52675375 -122.30262345
111  47.52687992 -122.30273044
111  47.52695217 -122.30279171
111  47.52693998 -122.30282311
111  47.52688221 -122.30297192
111  47.52622947 -122.30242154
111  47.52618723 -122.30252929
111  47.52604532 -122.30240702
111  47.52603765 -122.30242597
111  47.52532057 -122.30181896
111  47.52537705 -122.30167556
111  47.52521952 -122.30154212
111  47.52503903 -122.30138926
111  47.52485828 -122.30123616
113  47.52467755 -122.30108308
110 2 0.00 0.0000 New Taxiway 805
111  47.52413685 -122.30123980
111  47.52416313 -122.30115257
111  47.52421432 -122.30098232
111  47.52426566 -122.30081154
111  47.52431680 -122.30064143
111  47.52434290 -122.30055438
111  47.52449726 -122.30065300
111  47.52449648 -122.30065564
111  47.52444472 -122.30083007
111  47.52439449 -122.30099931
111  47.52434339 -122.30117150
111  47.52431950 -122.30125202
113  47.52419353 -122.30127538
110 2 0.00 0.0000 New Taxiway 804
111  47.52324399 -122.30071023
111  47.52337404 -122.30037722
111  47.52319282 -122.30021916
111  47.52331682 -122.29988969
111  47.52340916 -122.29996854
111  47.52350237 -122.30004813
111  47.52353380 -122.29996716
111  47.52359104 -122.29981970
111  47.52391051 -122.30009001
111  47.52385169 -122.30024203
111  47.52382370 -122.30031437
111  47.52390244 -122.30038287
111  47.52391548 -122.30039423
111  47.52392796 -122.30040508
111  47.52400641 -122.30047335
111  47.52393547 -122.30065956
111  47.52394850 -122.30067055
111  47.52388023 -122.30084625
111  47.52386052 -122.30089698
111  47.52381867 -122.30100469
111  47.52380620 -122.30099429
113  47.52378223 -122.30105697
110 2 0.00 0.0000 New Taxiway 806
111  47.52203297 -122.29979026
111  47.52224914 -122.29923481
111  47.52235019 -122.29932275
111  47.52268238 -122.29846019
111  47.52315330 -122.29886111
111  47.52284899 -122.29964762
111  47.52285844 -122.29965652
111  47.52281362 -122.29977131
111  47.52283847 -122.29979301
113  47.52264051 -122.30030318
110 2 0.00 0.0000 New Taxiway 810
111  47.51987496 -122.29823705
111  47.51981032 -122.29819366
111  47.51980599 -122.29820861
111  47.51976869 -122.29818159
111  47.51976273 -122.29693544
111  47.51989601 -122.29693405
113  47.51990503 -122.29823655
110 2 0.00 0.0000 New Taxiway 810
111  47.52020188 -122.29847394
111  47.52013568 -122.29843325
111  47.52013478 -122.29832059
111  47.52013420 -122.29820726
111  47.52013260 -122.29789757
111  47.52013101 -122.29759071
111  47.52012942 -122.29728251
111  47.52012884 -122.29716968
111  47.52014519 -122.29716925
111  47.52014508 -122.29714368
111  47.52017477 -122.29714414
111  47.52017502 -122.29716846
111  47.52026335 -122.29716613
111  47.52026486 -122.29743546
111  47.52026658 -122.29774087
111  47.52026832 -122.29804933
111  47.52027005 -122.29835833
113  47.52027070 -122.29847331
110 2 0.00 0.0000 New Taxiway 809
111  47.52053623 -122.29869170
111  47.52046688 -122.29864457
111  47.52046592 -122.29842315
111  47.52046458 -122.29811826
111  47.52046323 -122.29780871
111  47.52046189 -122.29750125
111  47.52046138 -122.29738493
111  47.52059642 -122.29738241
111  47.52059823 -122.29765262
111  47.52060029 -122.29796052
111  47.52060235 -122.29826842
111  47.52060441 -122.29857601
113  47.52060518 -122.29868996
110 2 0.00 0.0000 New Taxiway 808
111  47.52086947 -122.29891245
111  47.52080355 -122.29886714
111  47.52080260 -122.29875365
111  47.52080166 -122.29864185
111  47.52079909 -122.29833461
111  47.52079651 -122.29802700
111  47.52079393 -122.29771935
111  47.52079296 -122.29760356
111  47.52092978 -122.29760344
111  47.52093139 -122.29787021
111  47.52093324 -122.29817879
111  47.52093510 -122.29848814
111  47.52093694 -122.29879366
113  47.52093765 -122.29891149
110 2 0.00 0.0000 New Taxiway 776
111  47.53588035 -122.30254756
111  47.53588029 -122.30253687
111  47.53586889 -122.30253701
111  47.53586013 -122.30252561
111  47.53585432 -122.30253558
111  47.53554883 -122.30258476
111  47.53552987 -122.30256935
111  47.53552269 -122.30257890
111  47.53528224 -122.30229424
111  47.53515640 -122.30222966
111  47.53439210 -122.30131836
111  47.53441758 -122.30126850
111  47.53433343 -122.30116557
111  47.53434921 -122.30113780
111  47.53432770 -122.30111356
111  47.53434945 -122.30107097
111  47.53425684 -122.30096195
111  47.53421205 -122.30105002
111  47.53415296 -122.30098310
111  47.53419554 -122.30090180
111  47.53414461 -122.30084132
111  47.53413888 -122.30085249
111  47.53375520 -122.30040075
111  47.53404332 -122.29987096
111  47.53436574 -122.30025126
111  47.53451464 -122.29997076
111  47.53456919 -122.30003472
111  47.53455128 -122.30007047
111  47.53456184 -122.30008156
111  47.53451483 -122.30016914
111  47.53452703 -122.30018336
111  47.53450694 -122.30022336
111  47.53449381 -122.30020832
111  47.53448280 -122.30022882
111  47.53448756 -122.30023423
111  47.53442739 -122.30034645
111  47.53443126 -122.30036159
111  47.53441656 -122.30038846
111  47.53446688 -122.30044960
111  47.53448698 -122.30041559
111  47.53467903 -122.30064114
111  47.53471471 -122.30057488
111  47.53485467 -122.30074739
112  47.53485467 -122.30074739  47.53487211 -122.30082355
111  47.53487795 -122.30077841
111  47.53488645 -122.30078197
111  47.53490062 -122.30075280
111  47.53492424 -122.30077983
111  47.53485364 -122.30091162
111  47.53483478 -122.30088905
111  47.53480293 -122.30094948
111  47.53504624 -122.30123157
111  47.53500594 -122.30130763
111  47.53496502 -122.30126165
111  47.53493025 -122.30132396
111  47.53494582 -122.30134371
111  47.53493848 -122.30135846
111  47.53496334 -122.30138569
111  47.53491010 -122.30148607
111  47.53498105 -122.30156994
111  47.53494633 -122.30163455
111  47.53505354 -122.30175956
111  47.53498166 -122.30189187
111  47.53498583 -122.30189592
111  47.53507167 -122.30178161
111  47.53507796 -122.30178857
111  47.53508198 -122.30178042
111  47.53513024 -122.30183708
111  47.53513599 -122.30185353
111  47.53515293 -122.30182503
111  47.53523500 -122.30192456
111  47.53535369 -122.30173136
111  47.53544803 -122.30184321
111  47.53538440 -122.30195985
111  47.53564565 -122.30227047
111  47.53569016 -122.30218344
111  47.53571269 -122.30221082
111  47.53575774 -122.30212968
111  47.53573413 -122.30210363
111  47.53573832 -122.30209522
111  47.53574963 -122.30210734
111  47.53576466 -122.30210444
111  47.53577300 -122.30209103
111  47.53624972 -122.30265418
111  47.53645577 -122.30227551
111  47.53652400 -122.30235478
111  47.53622891 -122.30288373
111  47.53621606 -122.30286986
111  47.53620085 -122.30289903
113  47.53590080 -122.30254693
130 Airport Boundary 2
111  47.54255497 -122.31937975
111  47.53866025 -122.32063115
111  47.53023163 -122.30637669
111  47.52864421 -122.30455120
111  47.51263825 -122.29409401
111  47.51370536 -122.29024734
111  47.51377790 -122.28816434
111  47.51711283 -122.29007615
111  47.52058669 -122.29193889
111  47.52527210 -122.29395002
111  47.53276683 -122.29752091
111  47.53502110 -122.29910017
111  47.54176417 -122.30744408
111  47.54569960 -122.31210847
111  47.54746166 -122.31403439
111  47.54539136 -122.31814143
113  47.54508518 -122.31855037
120 Linear Feature 1
111  47.54071763 -122.31034413 54
111  47.54080069 -122.31041369 54
115  47.54088772 -122.31048657
120 Linear Feature 13
111  47.53710696 -122.30443926 20
111  47.53707043 -122.30450393 20
111  47.53695040 -122.30436147 20
115  47.53698524 -122.30429916
120 Linear Feature 12
112  47.52711915 -122.30233872  47.52710639 -122.30221607 1
111  47.52702488 -122.30221772
112  47.52702488 -122.30221772  47.52693681 -122.30223217 1
111  47.52693726 -122.30235186
112  47.52693726 -122.30235186  47.52694477 -122.30249059 1
116  47.52708166 -122.30246071  47.52712310 -122.30240913
120 Linear Feature 11
111  47.52695024 -122.30221788
112  47.52695024 -122.30221788  47.52694394 -122.30209301 1
111  47.52686189 -122.30208539
112  47.52686189 -122.30208539  47.52677062 -122.30208851 1
111  47.52676690 -122.30221399
112  47.52676690 -122.30221399  47.52677290 -122.30235331 1
111  47.52685841 -122.30235378
114  47.52685841 -122.30235378  47.52695208 -122.30234578 1
120 Linear Feature 10
111  47.53624151 -122.31189535 22
111  47.53602827 -122.31246038
112  47.53602827 -122.31246038  47.53599908 -122.31252317 22
115  47.53598200 -122.31255171
120 Linear Feature 8
111  47.52465153 -122.30091616 20
111  47.52450741 -122.30064027 20
115  47.52434786 -122.30053776
120 Linear Feature 8
111  47.52464386 -122.30093584 20
115  47.52449648 -122.30065564
120 Linear Feature 6
111  47.52807864 -122.29668876 20
111  47.52792792 -122.29707839 20
111  47.52783912 -122.29700389 20
111  47.52793832 -122.29674653 20
111  47.52790826 -122.29672068 20
115  47.52795941 -122.29658833
120 Linear Feature 4
111  47.53426359 -122.30172456 1
115  47.53430039 -122.30186201
120 Linear Feature 3
111  47.53606947 -122.30333668 20
111  47.53605338 -122.30331695 20
115  47.53621573 -122.30301892
120 Linear Feature 1
111  47.53517540 -122.30247713 1
115  47.53523033 -122.30268529
120 Linear Feature 1
111  47.53471049 -122.30209275 1
115  47.53476542 -122.30230091
120 Linear Feature 2
111  47.53846818 -122.31380831 51
115  47.53862082 -122.31433348
120 Linear Feature 1
111  47.53902067 -122.31405713 1
115  47.53851721 -122.31423577
120 Linear Feature 1
111  47.53896649 -122.31422577 51
115  47.53855545 -122.31426849
120 Linear Feature 309
111  47.52127843 -122.29317601 56
111  47.52149091 -122.29335437 56
115  47.52138733 -122.29362378
120 Linear Feature 308
111  47.51977332 -122.29213025 54
111  47.51976021 -122.29219625 54
115  47.51974272 -122.29228434
120 Linear Feature 307
111  47.51901962 -122.29270723 53 102
111  47.51908569 -122.29253505 53 102
111  47.51912701 -122.29244216
112  47.51912701 -122.29244216  47.51926921 -122.29215973 53 102
112  47.51977332 -122.29213025  47.52001315 -122.29224145
111  47.51977332 -122.29213025 53 102
112  47.51989494 -122.29220423  47.51995153 -122.29224909
111  47.51989494 -122.29220423 53 102
111  47.52019827 -122.29245945 53 102
111  47.52112898 -122.29324387 59
111  47.52247101 -122.29437633 59
111  47.52290579 -122.29474049 59
111  47.52352055 -122.29522892 59
111  47.52392987 -122.29557385 59
111  47.52595052 -122.29728581 59
111  47.52726805 -122.29839748
112  47.52726805 -122.29839748  47.52740150 -122.29849691 59
111  47.52752189 -122.29845594 59
111  47.52827823 -122.29815278
112  47.52827823 -122.29815278  47.52846420 -122.29810435 59
112  47.52873665 -122.29823962  47.52886912 -122.29832440
111  47.52873665 -122.29823962 59
111  47.53258486 -122.30149876 59
111  47.53365904 -122.30237987 59
111  47.53545099 -122.30386317 59
111  47.53660522 -122.30523225 59
111  47.53663186 -122.30525811 59
111  47.54029525 -122.30835344 59
115  47.54102248 -122.30922680
120 Linear Feature 306
111  47.52131499 -122.29309222 55
111  47.52138547 -122.29314572 55
111  47.52160185 -122.29330996 55
111  47.52157497 -122.29340255 55
111  47.52239019 -122.29409597 55
111  47.52241970 -122.29421620 55
111  47.52244890 -122.29425340 55
111  47.52290522 -122.29463711
112  47.52290522 -122.29463711  47.52304053 -122.29471970 55
111  47.52313589 -122.29469889 55
111  47.52319972 -122.29467811
112  47.52319972 -122.29467811  47.52331903 -122.29464155 55
111  47.52341705 -122.29471466 55
111  47.52738783 -122.29806891
112  47.52738783 -122.29806891  47.52745458 -122.29811871 55
111  47.52750542 -122.29809683 55
111  47.52820757 -122.29781488
112  47.52820757 -122.29781488  47.52844139 -122.29775067 55
112  47.52887577 -122.29794950  47.52910679 -122.29811632
111  47.52887577 -122.29794950 55
111  47.53270585 -122.30118754 55
111  47.53507592 -122.30314815 55
111  47.53671429 -122.30507055 55
111  47.53676325 -122.30511446 55
111  47.54011129 -122.30792564 55
111  47.54160601 -122.30972593 55
111  47.54154065 -122.30984505 55
115  47.54150594 -122.30990832
120 Linear Feature 304
111  47.52207413 -122.29369439 1
111  47.52209005 -122.29370765 1
115  47.52210742 -122.29372213
120 Linear Feature 303
111  47.52215165 -122.29363761 1
111  47.52217098 -122.29365376 1
115  47.52219301 -122.29367218
120 Linear Feature 305
111  47.52217619 -122.29377667 1
111  47.52219090 -122.29378718 1
115  47.52220670 -122.29379849
120 Linear Feature 302
111  47.52219090 -122.29378718 1
115  47.52220724 -122.29373740
120 Linear Feature 302
111  47.52209005 -122.29370765 1
115  47.52210898 -122.29365955
120 Linear Feature 302
111  47.52214874 -122.29371690 1
115  47.52217098 -122.29365376
120 Linear Feature 301
111  47.52204954 -122.29353876 1
111  47.52206879 -122.29354756 1
115  47.52209001 -122.29355726
120 Linear Feature 301
111  47.52194395 -122.29349181 1
111  47.52196320 -122.29350061 1
115  47.52198443 -122.29351031
120 Linear Feature 301
111  47.52184219 -122.29344200 1
111  47.52186144 -122.29345079 1
115  47.52188267 -122.29346049
120 Linear Feature 301
111  47.52197460 -122.29362137 1
111  47.52199385 -122.29363016 1
115  47.52201507 -122.29363987
120 Linear Feature 301
111  47.52186999 -122.29356769 1
111  47.52188924 -122.29357648 1
115  47.52191046 -122.29358618
120 Linear Feature 301
111  47.52176534 -122.29352170 1
111  47.52178458 -122.29353050 1
115  47.52180581 -122.29354020
120 Linear Feature 300
111  47.52173856 -122.29339888 1
111  47.52175469 -122.29340609 1
115  47.52177192 -122.29341379
120 Linear Feature 299
111  47.52205495 -122.29361415 1
115  47.52206879 -122.29354756
120 Linear Feature 299
111  47.52194936 -122.29356720 1
115  47.52196320 -122.29350061
120 Linear Feature 299
111  47.52184760 -122.29351738 1
115  47.52186144 -122.29345079
120 Linear Feature 299
111  47.52199385 -122.29363016 1
115  47.52200768 -122.29356357
120 Linear Feature 299
111  47.52188924 -122.29357648 1
115  47.52190307 -122.29350989
120 Linear Feature 299
111  47.52178458 -122.29353050 1
115  47.52179842 -122.29346391
120 Linear Feature 299
111  47.52174086 -122.29347268 1
115  47.52175469 -122.29340609
120 Linear Feature 298
111  47.52217470 -122.29322114 1
111  47.52219793 -122.29323220 1
115  47.52222047 -122.29324293
120 Linear Feature 298
111  47.52210127 -122.29329086 1
111  47.52212450 -122.29330192 1
115  47.52214704 -122.29331265
120 Linear Feature 298
111  47.52199730 -122.29324290 1
111  47.52202053 -122.29325396 1
115  47.52204307 -122.29326469
120 Linear Feature 298
111  47.52189287 -122.29319215 1
111  47.52191610 -122.29320322 1
115  47.52193864 -122.29321394
120 Linear Feature 297
111  47.52206900 -122.29317128 1
111  47.52209187 -122.29318190 1
115  47.52211708 -122.29319356
120 Linear Feature 297
111  47.52196456 -122.29312323 1
111  47.52198744 -122.29313385 1
115  47.52201265 -122.29314551
120 Linear Feature 295
111  47.52144018 -122.29288067 1
111  47.52146517 -122.29289215 1
115  47.52149010 -122.29290360
120 Linear Feature 295
111  47.52165240 -122.29297768 1
111  47.52167372 -122.29298747 1
115  47.52169865 -122.29299892
120 Linear Feature 295
111  47.52186081 -122.29307484 1
111  47.52188580 -122.29308632 1
115  47.52190661 -122.29309588
120 Linear Feature 295
111  47.52175397 -122.29302155 1
111  47.52177895 -122.29303303 1
115  47.52180388 -122.29304448
120 Linear Feature 295
111  47.52154480 -122.29292783 1
111  47.52156978 -122.29293931 1
115  47.52159471 -122.29295076
120 Linear Feature 295
111  47.52147041 -122.29300534 1
111  47.52149540 -122.29301682 1
115  47.52152033 -122.29302827
120 Linear Feature 295
111  47.52136908 -122.29294965 1
111  47.52139407 -122.29296113 1
115  47.52141900 -122.29297258
120 Linear Feature 294
111  47.52146517 -122.29289215 1
115  47.52145098 -122.29296067
120 Linear Feature 294
111  47.52167372 -122.29298747 1
115  47.52166084 -122.29305525
120 Linear Feature 294
111  47.52188580 -122.29308632 1
115  47.52186931 -122.29315277
120 Linear Feature 294
111  47.52177895 -122.29303303 1
115  47.52176477 -122.29310156
120 Linear Feature 294
111  47.52156978 -122.29293931 1
115  47.52155560 -122.29300783
120 Linear Feature 294
111  47.52151311 -122.29295106 1
115  47.52149540 -122.29301682
120 Linear Feature 296
111  47.52179046 -122.29314714 1
111  47.52181419 -122.29315668 1
115  47.52183933 -122.29316679
120 Linear Feature 296
111  47.52168488 -122.29310049 1
111  47.52170862 -122.29311004 1
115  47.52173375 -122.29312015
120 Linear Feature 296
111  47.52158040 -122.29305612 1
111  47.52160413 -122.29306567 1
115  47.52162927 -122.29307578
120 Linear Feature 294
111  47.52209187 -122.29318190 1
115  47.52207955 -122.29325073
120 Linear Feature 294
111  47.52198744 -122.29313385 1
115  47.52197512 -122.29320268
120 Linear Feature 294
111  47.52219793 -122.29323220 1
115  47.52218298 -122.29329928
120 Linear Feature 294
111  47.52213946 -122.29323485 1
115  47.52212450 -122.29330192
120 Linear Feature 294
111  47.52203549 -122.29318688 1
115  47.52202053 -122.29325396
120 Linear Feature 294
111  47.52193106 -122.29313614 1
115  47.52191610 -122.29320322
120 Linear Feature 294
111  47.52182651 -122.29308785 1
115  47.52181419 -122.29315668
120 Linear Feature 294
111  47.52172093 -122.29304120 1
115  47.52170862 -122.29311004
120 Linear Feature 294
111  47.52161645 -122.29299683 1
115  47.52160413 -122.29306567
120 Linear Feature 294
111  47.52140825 -122.29289260 1
115  47.52139407 -122.29296113
120 Linear Feature 287
111  47.52160650 -122.29268218 1
111  47.52163087 -122.29269327 1
115  47.52165320 -122.29270344
120 Linear Feature 289
111  47.52181397 -122.29277832 1
111  47.52184030 -122.29279025 1
115  47.52186189 -122.29280002
120 Linear Feature 290
111  47.52192008 -122.29282570 1
111  47.52194395 -122.29283715 1
115  47.52196538 -122.29284744
120 Linear Feature 291
111  47.52202331 -122.29287422 1
111  47.52204770 -122.29288579 1
115  47.52207182 -122.29289723
120 Linear Feature 292
111  47.52212790 -122.29292370 1
111  47.52215322 -122.29293469 1
115  47.52217561 -122.29294441
120 Linear Feature 293
111  47.52224492 -122.29297669 1
111  47.52226996 -122.29298874 1
115  47.52229214 -122.29299940
120 Linear Feature 286
111  47.52228452 -122.29291895 1
115  47.52226996 -122.29298874
120 Linear Feature 286
111  47.52216732 -122.29286505 1
115  47.52215322 -122.29293469
120 Linear Feature 286
111  47.52206174 -122.29281650 1
115  47.52204770 -122.29288579
120 Linear Feature 286
111  47.52195843 -122.29277389 1
115  47.52194395 -122.29283715
120 Linear Feature 286
111  47.52185268 -122.29272621 1
115  47.52184030 -122.29279025
120 Linear Feature 286
111  47.52174761 -122.29267884 1
115  47.52173548 -122.29274130
120 Linear Feature 288
111  47.52171124 -122.29273062 1
111  47.52173548 -122.29274130 1
115  47.52175804 -122.29275124
120 Linear Feature 286
111  47.52164482 -122.29263249 1
115  47.52163087 -122.29269327
120 Linear Feature 285
111  47.52231589 -122.29359028 1
111  47.52229587 -122.29351481
112  47.52229587 -122.29351481  47.52227905 -122.29343429 1
111  47.52230242 -122.29336392 1
111  47.52232832 -122.29329834
112  47.52232832 -122.29329834  47.52235597 -122.29321229 1
112  47.52228658 -122.29313254  47.52225574 -122.29311311
111  47.52228658 -122.29313254 1
115  47.52148410 -122.29276081
120 Linear Feature 284
111  47.52240304 -122.29393124 1
111  47.52231589 -122.29359028 1
111  47.52219350 -122.29348608
112  47.52219350 -122.29348608  47.52216008 -122.29345780 1
111  47.52211791 -122.29343427 1
111  47.52144969 -122.29312757
112  47.52144969 -122.29312757  47.52141067 -122.29311928 1
115  47.52138547 -122.29314572
120 Linear Feature 283
111  47.52273967 -122.29423700 20
111  47.52275136 -122.29420674 20
115  47.52276279 -122.29417712
120 Linear Feature 283
111  47.52279291 -122.29409713 20
111  47.52280459 -122.29406687 20
115  47.52281603 -122.29403725
120 Linear Feature 283
111  47.52284646 -122.29395664 20
111  47.52285815 -122.29392638 20
115  47.52286958 -122.29389676
120 Linear Feature 283
111  47.52293251 -122.29393774 20
111  47.52294419 -122.29390748 20
115  47.52295563 -122.29387786
120 Linear Feature 283
111  47.52287915 -122.29407751 20
111  47.52289083 -122.29404725 20
115  47.52290227 -122.29401763
120 Linear Feature 283
111  47.52282490 -122.29421706 20
111  47.52283659 -122.29418679 20
115  47.52284802 -122.29415718
120 Linear Feature 283
111  47.52277034 -122.29435870 20
111  47.52278203 -122.29432844 20
115  47.52279346 -122.29429882
120 Linear Feature 282
111  47.52275136 -122.29420674 20
115  47.52279172 -122.29424126
120 Linear Feature 282
111  47.52280459 -122.29406687 20
115  47.52284495 -122.29410139
120 Linear Feature 282
111  47.52285815 -122.29392638 20
115  47.52289851 -122.29396090
120 Linear Feature 282
111  47.52290383 -122.29387296 20
115  47.52294419 -122.29390748
120 Linear Feature 282
111  47.52285047 -122.29401272 20
115  47.52289083 -122.29404725
120 Linear Feature 282
111  47.52279622 -122.29415227 20
115  47.52283659 -122.29418679
120 Linear Feature 282
111  47.52274166 -122.29429391 20
115  47.52278203 -122.29432844
120 Linear Feature 281
111  47.52261847 -122.29506288 54 104
111  47.52313877 -122.29550293 54 104
115  47.52368393 -122.29596399
120 Linear Feature 280
111  47.52253463 -122.29567674 53 102
111  47.52256705 -122.29568370 53 102
111  47.52260035 -122.29568406
112  47.52260035 -122.29568406  47.52266729 -122.29566724 53 102
112  47.52269123 -122.29539888  47.52266983 -122.29527974
111  47.52269123 -122.29539888 53 102
111  47.52261816 -122.29501044 53 102
111  47.52259915 -122.29490931 53 102
111  47.52258008 -122.29480870
112  47.52258008 -122.29480870  47.52256046 -122.29471801 53 102
112  47.52241371 -122.29449259  47.52230863 -122.29438595
111  47.52241371 -122.29449259 53 102
111  47.52138733 -122.29362378 53 102
111  47.52016577 -122.29258778 53 102
111  47.51998280 -122.29243663
112  47.51998280 -122.29243663  47.51988313 -122.29236200 53 102
111  47.51974272 -122.29228434
112  47.51974272 -122.29228434  47.51949703 -122.29218074 53 102
112  47.51918145 -122.29261658  47.51909005 -122.29287435
111  47.51918145 -122.29261658 53 102
111  47.51916776 -122.29268047
112  47.51916776 -122.29268047  47.51915784 -122.29275913 53 102
111  47.51918840 -122.29282219 53 102
115  47.51921350 -122.29286880
120 Linear Feature 279
111  47.52308947 -122.29406717 20
111  47.52310098 -122.29403744 20
115  47.52311247 -122.29400774
120 Linear Feature 279
111  47.52303525 -122.29420909 20
111  47.52304675 -122.29417937 20
115  47.52305825 -122.29414967
120 Linear Feature 279
111  47.52298166 -122.29434787 20
111  47.52299317 -122.29431814 20
115  47.52300467 -122.29428845
120 Linear Feature 279
111  47.52322849 -122.29390654 20
111  47.52324000 -122.29387682 20
115  47.52325150 -122.29384712
120 Linear Feature 279
111  47.52317560 -122.29404790 20
111  47.52318711 -122.29401818 20
115  47.52319861 -122.29398848
120 Linear Feature 279
111  47.52311965 -122.29418711 20
111  47.52313116 -122.29415739 20
115  47.52314266 -122.29412769
120 Linear Feature 279
111  47.52306576 -122.29432772 20
111  47.52307727 -122.29429799 20
115  47.52308876 -122.29426830
120 Linear Feature 279
111  47.52301198 -122.29446798 20
111  47.52302349 -122.29443826 20
115  47.52303498 -122.29440856
120 Linear Feature 279
111  47.52292621 -122.29448890 20
111  47.52293772 -122.29445918 20
115  47.52294922 -122.29442948
120 Linear Feature 278
111  47.52310098 -122.29403744 20
115  47.52314112 -122.29407165
120 Linear Feature 278
111  47.52304675 -122.29417937 20
115  47.52308690 -122.29421357
120 Linear Feature 278
111  47.52299317 -122.29431814 20
115  47.52303331 -122.29435235
120 Linear Feature 278
111  47.52319986 -122.29384261 20
115  47.52324000 -122.29387682
120 Linear Feature 278
111  47.52314697 -122.29398397 20
115  47.52318711 -122.29401818
120 Linear Feature 278
111  47.52309101 -122.29412318 20
115  47.52313116 -122.29415739
120 Linear Feature 278
111  47.52303713 -122.29426379 20
115  47.52307727 -122.29429799
120 Linear Feature 278
111  47.52298334 -122.29440405 20
115  47.52302349 -122.29443826
120 Linear Feature 278
111  47.52293772 -122.29445918 20
115  47.52297787 -122.29449338
120 Linear Feature 277
111  47.52284915 -122.29442228 20
115  47.52267464 -122.29390516
120 Linear Feature 276
111  47.52283477 -122.29445938 20
111  47.52284915 -122.29442228 20
115  47.52302391 -122.29397132
120 Linear Feature 275
111  47.52338620 -122.29366003 1
115  47.52339842 -122.29373755
120 Linear Feature 275
111  47.52332419 -122.29361532 1
115  47.52333786 -122.29370010
120 Linear Feature 274
112  47.52327935 -122.29403739  47.52331671 -122.29395108 1
111  47.52337774 -122.29398638 1
115  47.52352791 -122.29411420
120 Linear Feature 273
112  47.52321264 -122.29421093  47.52325239 -122.29414631 1
111  47.52330684 -122.29418481 1
115  47.52345265 -122.29430979
120 Linear Feature 272
112  47.52313689 -122.29440796  47.52317132 -122.29434550 1
111  47.52323992 -122.29438971 1
115  47.52337594 -122.29450262
