I
1050 Generated by WorldEditor 2.2.0r2

1    335 1 0 KFAT Fresno Yosemite Intl
112  36.78503353 -119.72857638  36.78502787 -119.72846785
111  36.78503353 -119.72857638
112  36.78503353 -119.72857638  36.78502773 -119.72853760 53 102
112  36.78499979 -119.72846195  36.78498113 -119.72841699
111  36.78499979 -119.72846195 53 102
111  36.78467510 -119.72773722 53 102
111  36.78230178 -119.72357531 53 102
111  36.78181457 -119.72288839 53 102
111  36.78178117 -119.72284469
112  36.78178117 -119.72284469  36.78169952 -119.72276462 53 102
112  36.78152649 -119.72279630  36.78145280 -119.72283995
111  36.78152649 -119.72279630 53 102
111  36.78147751 -119.72283285 53 102
111  36.78094855 -119.72329404 53 102
111  36.78071083 -119.72350181
112  36.78071083 -119.72350181  36.78061137 -119.72359175 53 102
116  36.78064133 -119.72376440  36.78066912 -119.72384474
120 Linear Feature 127
112  36.78494427 -119.72754339  36.78485248 -119.72762963 51
116  36.78487587 -119.72786632  36.78490831 -119.72795893
120 Linear Feature 126
111  36.77710148 -119.71348911 55
115  36.77720931 -119.71367855
120 Linear Feature 125
112  36.78438299 -119.72960961  36.78425671 -119.72970588 51 105
116  36.78403688 -119.72971489  36.78391171 -119.72970523
120 Linear Feature 123
111  36.78197266 -119.72202494 55
115  36.78205031 -119.72215976
120 Linear Feature 122
111  36.78366558 -119.72156111 53 102
111  36.78272675 -119.72156583
112  36.78272675 -119.72156583  36.78270019 -119.72156817 53 102
111  36.78267570 -119.72158522 53 102
111  36.78209901 -119.72209169 53 102
111  36.78205031 -119.72215976 53 102
111  36.78190628 -119.72238406 53 102
111  36.78194077 -119.72250522 53 102
111  36.78473633 -119.72740616
112  36.78473633 -119.72740616  36.78478693 -119.72748406 53 102
112  36.78492220 -119.72746034  36.78497465 -119.72742796
111  36.78492220 -119.72746034 53 102
111  36.78495157 -119.72743723 53 102
111  36.78508264 -119.72732195
112  36.78508264 -119.72732195  36.78510649 -119.72729838 53
112  36.78512332 -119.72726812  36.78513495 -119.72724681
111  36.78512332 -119.72726812
112  36.78512332 -119.72726812  36.78516043 -119.72719554 53
111  36.78512072 -119.72712011 53
111  36.78496884 -119.72685386 53
115  36.78512301 -119.72672008
120 Linear Feature 124
111  36.78476947 -119.72671045 22
115  36.78506131 -119.72722184
120 Linear Feature 124
111  36.78474647 -119.72673356 20
115  36.78508264 -119.72732195
120 Linear Feature 124
111  36.78479234 -119.72668748 20
115  36.78512332 -119.72726812
120 Linear Feature 121
112  36.78537682 -119.72678518  36.78544299 -119.72670367 1
111  36.78539521 -119.72661613 1
115  36.78536670 -119.72656564
120 Linear Feature 120
111  36.78541897 -119.72674815 2
111  36.78545886 -119.72681829 1
115  36.78546360 -119.72682661
120 Linear Feature 120
111  36.78545591 -119.72671569 2
111  36.78551761 -119.72666059 2
111  36.78555647 -119.72672982 1
115  36.78556299 -119.72674144
120 Linear Feature 120
112  36.78536059 -119.72679944  36.78541585 -119.72676684 1
115  36.78545886 -119.72681829
120 Linear Feature 120
112  36.78526036 -119.72688750  36.78531428 -119.72685267 1
115  36.78535891 -119.72690361
120 Linear Feature 120
111  36.78531976 -119.72683532 2
111  36.78535891 -119.72690361 1
115  36.78536380 -119.72691213
120 Linear Feature 119
112  36.78466892 -119.72750171  36.78469350 -119.72753331 51
111  36.78471934 -119.72755561
112  36.78471934 -119.72755561  36.78481675 -119.72761262 51
112  36.78494427 -119.72754339  36.78500487 -119.72749372
111  36.78494427 -119.72754339 51
111  36.78513505 -119.72737412
112  36.78513505 -119.72737412  36.78520153 -119.72730780 51
111  36.78521261 -119.72721014 51
111  36.78523376 -119.72694224 51
112  36.78526036 -119.72688750  36.78527996 -119.72686560
111  36.78526036 -119.72688750 1
111  36.78531976 -119.72683532 1
111  36.78536059 -119.72679944 1
111  36.78537682 -119.72678518 1
111  36.78541897 -119.72674815 1
111  36.78545591 -119.72671569
112  36.78545591 -119.72671569  36.78551681 -119.72667851 1
115  36.78555647 -119.72672982
120 Linear Feature 118
112  36.78518340 -119.72685009  36.78515524 -119.72680224 1
112  36.78506303 -119.72682710  36.78502470 -119.72686225 1
112  36.78504461 -119.72697740  36.78507277 -119.72702525 1
114  36.78516498 -119.72700039  36.78520331 -119.72696523 1
120 Linear Feature 117
111  36.78488541 -119.71888299 20
111  36.78488541 -119.71872778 20
111  36.78484287 -119.71872780 20
111  36.78484288 -119.71888303 20
113  36.78486421 -119.71888301 20
120 Linear Feature 117
111  36.78466659 -119.71888391 20
111  36.78466659 -119.71872893 20
111  36.78462369 -119.71872894 20
111  36.78462371 -119.71888395 20
113  36.78464529 -119.71888393 20
120 Linear Feature 117
111  36.78444667 -119.71888532 20
111  36.78444667 -119.71873002 20
111  36.78440377 -119.71873004 20
111  36.78440378 -119.71888536 20
113  36.78442509 -119.71888534 20
120 Linear Feature 117
111  36.78422549 -119.71888594 20
111  36.78422549 -119.71873042 20
111  36.78418259 -119.71873044 20
111  36.78418261 -119.71888597 20
113  36.78420480 -119.71888595 20
120 Linear Feature 116
112  36.78483684 -119.71912414  36.78485904 -119.71910980 1
115  36.78486441 -119.71907773
120 Linear Feature 116
112  36.78461417 -119.71912461  36.78464103 -119.71911046 1
115  36.78464563 -119.71907787
120 Linear Feature 116
112  36.78439709 -119.71912508  36.78441945 -119.71911306 1
115  36.78442542 -119.71908022
120 Linear Feature 115
112  36.78489745 -119.71912401  36.78487183 -119.71911235 1
111  36.78486441 -119.71907773 1
115  36.78486421 -119.71888301
120 Linear Feature 115
112  36.78468256 -119.71912447  36.78465203 -119.71911591 1
111  36.78464563 -119.71907787 1
115  36.78464529 -119.71888393
120 Linear Feature 115
112  36.78446105 -119.71912494  36.78443052 -119.71911638 1
111  36.78442542 -119.71908022 1
115  36.78442509 -119.71888534
120 Linear Feature 114
112  36.78426138 -119.71916452  36.78425998 -119.71913525 1
115  36.78424235 -119.71912483
120 Linear Feature 113
111  36.78428907 -119.71912531 1
111  36.78424235 -119.71912483
112  36.78424235 -119.71912483  36.78421084 -119.71911553 1
111  36.78420583 -119.71908301 1
115  36.78420480 -119.71888595
120 Linear Feature 112
112  36.78479190 -119.72007913  36.78476162 -119.72007218 1
115  36.78475829 -119.72003383
120 Linear Feature 112
111  36.78475639 -119.71916747 1
115  36.78475585 -119.71912431
120 Linear Feature 112
112  36.78475639 -119.71916747  36.78476185 -119.71913463 1
115  36.78478738 -119.71912425
120 Linear Feature 112
112  36.78453596 -119.71916794  36.78454178 -119.71913296 1
115  36.78456600 -119.71912472
120 Linear Feature 112
112  36.78453933 -119.72003401  36.78454174 -119.72007055 1
115  36.78457247 -119.72008013
120 Linear Feature 111
112  36.78472570 -119.71912438  36.78474955 -119.71913322 1
111  36.78475639 -119.71916747 1
111  36.78475698 -119.71943751 1
111  36.78475829 -119.72003383
112  36.78475829 -119.72003383  36.78475673 -119.72006902 1
115  36.78472454 -119.72007944
120 Linear Feature 111
112  36.78450527 -119.71912485  36.78452912 -119.71913368 1
111  36.78453596 -119.71916794 1
111  36.78453701 -119.71943831 1
111  36.78453933 -119.72003401
112  36.78453933 -119.72003401  36.78453777 -119.72006862 1
115  36.78450688 -119.72008043
120 Linear Feature 110
112  36.78426427 -119.72003982  36.78427232 -119.72007638 1
115  36.78429981 -119.72008138
120 Linear Feature 110
112  36.78471072 -119.72007950  36.78467764 -119.72008871 1
115  36.78467527 -119.72012519
120 Linear Feature 109
111  36.78426454 -119.72012109 1
111  36.78426427 -119.72003982 1
111  36.78426139 -119.71916482
112  36.78426139 -119.71916482  36.78426559 -119.71914342 1
111  36.78428907 -119.71912531 1
111  36.78439709 -119.71912508 1
111  36.78446105 -119.71912494 1
111  36.78450527 -119.71912485 1
111  36.78456600 -119.71912472 1
111  36.78461417 -119.71912461 1
111  36.78468256 -119.71912447 1
111  36.78472570 -119.71912438 1
111  36.78475585 -119.71912431 1
111  36.78478738 -119.71912425 1
111  36.78483684 -119.71912414 1
111  36.78489745 -119.71912401 1
111  36.78494300 -119.71912391
112  36.78494300 -119.71912391  36.78497218 -119.71913283 1
111  36.78497506 -119.71916797 1
111  36.78497598 -119.71943707 1
111  36.78497804 -119.72003403
112  36.78497804 -119.72003403  36.78497299 -119.72007312 1
111  36.78493986 -119.72007871 1
115  36.78491714 -119.72007856
120 Linear Feature 108
111  36.78470172 -119.72070314 20
111  36.78470150 -119.72051399 20
111  36.78465328 -119.72051406 20
113  36.78465332 -119.72070320 20
120 Linear Feature 108
111  36.78497662 -119.72070310 20
111  36.78497640 -119.72051395 20
111  36.78492818 -119.72051403 20
113  36.78492822 -119.72070316 20
120 Linear Feature 107
112  36.78011936 -119.71370091  36.78021263 -119.71363922 51
112  36.78047017 -119.71378422  36.78058462 -119.71394615
111  36.78047017 -119.71378422 51
115  36.78092008 -119.71456740
120 Linear Feature 107
112  36.78054525 -119.71332510  36.78063712 -119.71326456 51
112  36.78089606 -119.71340840  36.78101051 -119.71357034
111  36.78089606 -119.71340840 51
115  36.78134245 -119.71418823
120 Linear Feature 106
112  36.77968877 -119.71408088  36.77983161 -119.71398620 51
112  36.78004842 -119.71416366  36.78013096 -119.71428795
111  36.78004842 -119.71416366 51
111  36.78037615 -119.71473792 51
115  36.78049325 -119.71494310
120 Linear Feature 105
111  36.78002625 -119.71448081 22
111  36.78017246 -119.71473625 22
111  36.78030383 -119.71468204 22
111  36.78038075 -119.71481786 22
111  36.78043673 -119.71476961 22
111  36.78035826 -119.71463339 22
111  36.78044330 -119.71449901 22
115  36.78029727 -119.71424331
120 Linear Feature 104
112  36.77926928 -119.71445104  36.77939197 -119.71436783 51
112  36.77962120 -119.71453625  36.77970886 -119.71466744
111  36.77962120 -119.71453625 51
111  36.77994998 -119.71511120 51
115  36.78007040 -119.71532177
120 Linear Feature 103
111  36.77958552 -119.71482995 22
111  36.77973166 -119.71508672 22
111  36.77987785 -119.71505918 22
111  36.77995624 -119.71519479 22
111  36.78001151 -119.71514617 22
111  36.77993306 -119.71500973 22
111  36.78000044 -119.71484518 22
115  36.77985386 -119.71458872
120 Linear Feature 102
112  36.77885076 -119.71482036  36.77901257 -119.71472393 51
112  36.77919866 -119.71491605  36.77925613 -119.71500576
111  36.77919866 -119.71491605 51
111  36.77952614 -119.71548981 51
115  36.77964379 -119.71569594
120 Linear Feature 101
111  36.77915870 -119.71520356 22
111  36.77930719 -119.71545989 22
111  36.77945307 -119.71543637 22
111  36.77953199 -119.71557294 22
111  36.77958816 -119.71552447 22
111  36.77950943 -119.71538936 22
111  36.77957939 -119.71522752 22
115  36.77943216 -119.71497073
120 Linear Feature 100
112  36.77841488 -119.71520499  36.77862634 -119.71506265 51
111  36.77876539 -119.71528063 51
115  36.77921976 -119.71607360
120 Linear Feature 99
111  36.77808398 -119.71520870 55
115  36.77830363 -119.71559412
120 Linear Feature 94
111  36.77898160 -119.71649046 53 102
111  36.77851753 -119.71567817 53 102
111  36.77849876 -119.71564530 53 102
111  36.77848058 -119.71561384 53 102
111  36.77840031 -119.71547339 53 102
111  36.77839548 -119.71547780 53 102
111  36.77836112 -119.71550924 53 102
111  36.77834935 -119.71552661 53 102
111  36.77830363 -119.71559412 53 102
111  36.77821826 -119.71572017 53 102
111  36.77834332 -119.71613456 53 102
111  36.77882061 -119.71703759 53 102
111  36.78167211 -119.72203790 53 102
111  36.78175460 -119.72211816 53 102
111  36.78197266 -119.72202494 53 102
111  36.78203610 -119.72198957 53 102
111  36.78259456 -119.72149784
112  36.78259456 -119.72149784  36.78264395 -119.72145843 53 102
112  36.78274240 -119.72143799  36.78280329 -119.72143369
111  36.78274240 -119.72143799 53 102
115  36.78366716 -119.72143573
120 Linear Feature 98
111  36.77839461 -119.71553985 22
115  36.77898714 -119.71658086
120 Linear Feature 98
111  36.77834935 -119.71552661 20
115  36.77840097 -119.71561688
120 Linear Feature 97
111  36.77839548 -119.71547780 20
111  36.77864697 -119.71592370 20
111  36.77897476 -119.71649654 20
115  36.77901092 -119.71656014
120 Linear Feature 96
111  36.78044664 -119.71187994 20
115  36.78170499 -119.71408305
120 Linear Feature 96
111  36.78042004 -119.71190076 22
115  36.78167838 -119.71410194
120 Linear Feature 96
111  36.78117890 -119.71328708 22
111  36.78056215 -119.71382616 22
111  36.77968188 -119.71460067 22
115  36.77849876 -119.71564530
120 Linear Feature 95
111  36.78165403 -119.71412747 20
111  36.78119428 -119.71332059 20
111  36.78057934 -119.71385937 20
111  36.77969936 -119.71463428 20
115  36.77851753 -119.71567817
120 Linear Feature 95
111  36.78039369 -119.71191981 20
111  36.78115732 -119.71325626 20
111  36.78054406 -119.71379308 20
111  36.77966491 -119.71456732 20
115  36.77848058 -119.71561384
120 Linear Feature 93
112  36.78180572 -119.72248371  36.78175230 -119.72232613 51
115  36.78185197 -119.72223111
120 Linear Feature 93
112  36.78164527 -119.72220349  36.78174614 -119.72232094 51
115  36.78185197 -119.72223111
120 Linear Feature 92
112  36.78456859 -119.72149530  36.78467790 -119.72147035 1
111  36.78467992 -119.72134248 1
111  36.78467679 -119.72052217 1
111  36.78467527 -119.72012519
112  36.78467527 -119.72012519  36.78467185 -119.72009101 1
115  36.78464295 -119.72007981
120 Linear Feature 91
111  36.78140495 -119.72262487 51
111  36.78185197 -119.72223111 51
111  36.78262313 -119.72155181
112  36.78262313 -119.72155181  36.78267054 -119.72151496 51
112  36.78273657 -119.72150114  36.78277335 -119.72149960
111  36.78273657 -119.72150114 51
111  36.78366757 -119.72149716 1
111  36.78415825 -119.72149615 1
111  36.78456859 -119.72149530 1
111  36.78482618 -119.72149477
112  36.78482618 -119.72149477  36.78494714 -119.72148813 1
111  36.78495484 -119.72135230 1
111  36.78495217 -119.72052142 1
111  36.78495090 -119.72012707
112  36.78495090 -119.72012707  36.78494618 -119.72008452 1
111  36.78491714 -119.72007856 1
111  36.78479190 -119.72007913 1
111  36.78472454 -119.72007944 1
111  36.78471072 -119.72007950 1
111  36.78464295 -119.72007981 1
111  36.78457247 -119.72008013 1
111  36.78450688 -119.72008043 1
111  36.78429981 -119.72008138
112  36.78429981 -119.72008138  36.78427227 -119.72008757 1
111  36.78426454 -119.72012109 1
111  36.78426632 -119.72135279
112  36.78426632 -119.72135279  36.78425657 -119.72147901 1
115  36.78415825 -119.72149615
120 Linear Feature 90
111  36.77524167 -119.71327064 54 104
111  36.77531626 -119.71340093 54 104
115  36.77539129 -119.71353198
120 Linear Feature 89
112  36.78022803 -119.72303927  36.78033521 -119.72314832 53 102
112  36.78057112 -119.72308131  36.78067394 -119.72299898
111  36.78057112 -119.72308131 53 102
111  36.78074139 -119.72293210 53 102
111  36.78128125 -119.72246148
112  36.78128125 -119.72246148  36.78138803 -119.72236325 53 102
112  36.78135813 -119.72209678  36.78131095 -119.72198215
111  36.78135813 -119.72209678 53 102
111  36.78100372 -119.72130081 53 102
111  36.77704136 -119.71435739 53 102
111  36.77681611 -119.71397846 53 102
111  36.77640486 -119.71330890 53 102
111  36.77612940 -119.71302551 53 102
111  36.77579672 -119.71318045 53 102
111  36.77553518 -119.71339310 53 102
111  36.77539129 -119.71353198 53 102
111  36.77529944 -119.71362513 53 102
111  36.77507165 -119.71396284 53 102
115  36.77510370 -119.71406806
120 Linear Feature 88
112  36.78195293 -119.72274079  36.78180117 -119.72252314 51 101
116  36.78140495 -119.72262487  36.78123038 -119.72276746
120 Linear Feature 87
111  36.78061983 -119.72331016 51 105
115  36.77997090 -119.72387806
120 Linear Feature 86
112  36.78150678 -119.72196165  36.78153345 -119.72203587 51 101
112  36.78156125 -119.72218322  36.78156618 -119.72225821
111  36.78156125 -119.72218322
112  36.78156125 -119.72218322  36.78156797 -119.72234991 51 101
112  36.78140495 -119.72262487  36.78129135 -119.72273659
111  36.78140495 -119.72262487 51 101
111  36.78119028 -119.72281239 57 105
111  36.78084534 -119.72311373 51 105
111  36.78061983 -119.72331016
112  36.78061983 -119.72331016  36.78040295 -119.72346480 51 105
112  36.78008089 -119.72319587  36.77997445 -119.72302901
111  36.78008089 -119.72319587 51 105
115  36.77974271 -119.72260386
120 Linear Feature 85
111  36.77779247 -119.71470071 55
115  36.77790059 -119.71488897
120 Linear Feature 84
111  36.77800341 -119.71475709 53
111  36.77799017 -119.71476892 53
111  36.77794289 -119.71481117 53
111  36.77790059 -119.71488897 53 102
111  36.77777471 -119.71507534 53 102
111  36.77796006 -119.71526685 53 102
111  36.77808398 -119.71520870 53 102
111  36.77815181 -119.71517687 53 102
111  36.77816697 -119.71516976 53 102
111  36.77817769 -119.71516037 53 102
111  36.77820281 -119.71513836 53 102
111  36.77820568 -119.71513585 53 102
111  36.77812386 -119.71499387 53 102
111  36.77968558 -119.71361664 53 102
111  36.77971281 -119.71358790 53 102
111  36.77973928 -119.71354336
112  36.77973928 -119.71354336  36.77977179 -119.71346383 53 102
111  36.77973092 -119.71338029 53 102
111  36.77966828 -119.71326922 53 102
111  36.77960091 -119.71315101 53 102
111  36.77946002 -119.71290376 53 102
115  36.77946589 -119.71273695
120 Linear Feature 85
111  36.77799017 -119.71476892 20
115  36.77802947 -119.71483688
120 Linear Feature 85
111  36.77812119 -119.71499623 20
115  36.77820281 -119.71513836
120 Linear Feature 85
111  36.77800897 -119.71486516 22
115  36.77817769 -119.71516037
120 Linear Feature 85
111  36.77794289 -119.71481117 20
115  36.77815181 -119.71517687
120 Linear Feature 83
111  36.78015293 -119.71292360 22
111  36.78004182 -119.71272708 22
111  36.77990250 -119.71274130 22
111  36.77984515 -119.71264003 22
111  36.77976133 -119.71271448 22
111  36.77969584 -119.71260005 22
111  36.77963615 -119.71265236 22
111  36.77970176 -119.71276714 22
111  36.77961855 -119.71284154 22
111  36.77967625 -119.71294228 22
115  36.77960091 -119.71315101
120 Linear Feature 83
111  36.78054017 -119.71232757 22
115  36.78033630 -119.71196968
120 Linear Feature 82
111  36.78063553 -119.71249504 22
111  36.78060562 -119.71244245 22
111  36.78054017 -119.71232757 22
111  36.78035005 -119.71234808 22
111  36.78029335 -119.71224634 22
111  36.78020949 -119.71232073 22
111  36.78014445 -119.71220568 22
111  36.78008446 -119.71225816 22
111  36.78015007 -119.71237275 22
111  36.78006626 -119.71244581 22
111  36.78012493 -119.71254812 22
111  36.78006728 -119.71270590 22
115  36.78017842 -119.71290064
120 Linear Feature 81
111  36.78022627 -119.71360657 51
115  36.77973224 -119.71274599
120 Linear Feature 81
111  36.78067342 -119.71321199 51
115  36.78018137 -119.71234926
120 Linear Feature 80
111  36.78074216 -119.71268182 22
115  36.77971281 -119.71358790
120 Linear Feature 79
112  36.77803530 -119.71588148  36.77798202 -119.71572878 51
116  36.77810944 -119.71547451  36.77820564 -119.71537735
120 Linear Feature 78
112  36.77776963 -119.71541591  36.77787113 -119.71554998 51
112  36.77810944 -119.71547451  36.77821358 -119.71539743
111  36.77810944 -119.71547451 51
111  36.77841488 -119.71520499 51
111  36.77885076 -119.71482036 51
111  36.77926928 -119.71445104 51
111  36.77968877 -119.71408088 51
111  36.78011936 -119.71370091 51
111  36.78022627 -119.71360657 51
111  36.78054525 -119.71332510 51
111  36.78067342 -119.71321199 51
115  36.78071506 -119.71317525
120 Linear Feature 77
111  36.77439373 -119.70568205 1
115  36.77438369 -119.70567986
120 Linear Feature 77
111  36.77439456 -119.70567612 1
111  36.77438944 -119.70567501 1
115  36.77438452 -119.70567393
120 Linear Feature 76
112  36.77422397 -119.70654354  36.77427038 -119.70649519 51
111  36.77428752 -119.70640766 51
115  36.77438944 -119.70567501
120 Linear Feature 75
111  36.77418515 -119.70604067 22
111  36.77421330 -119.70583494 22
111  36.77434284 -119.70578266 22
111  36.77436547 -119.70562287 22
111  36.77442753 -119.70563570 22
111  36.77440544 -119.70579713 22
111  36.77454296 -119.70592979 22
115  36.77451852 -119.70611188
120 Linear Feature 73
111  36.77731009 -119.71354905 53
111  36.77725114 -119.71360078 53
111  36.77724540 -119.71361145 53
111  36.77720931 -119.71367855 53 102
111  36.77707253 -119.71388000 53 102
111  36.77713518 -119.71408627 53 102
111  36.77745502 -119.71464668 53 102
111  36.77759470 -119.71479232 53 102
111  36.77779247 -119.71470071 53
111  36.77786531 -119.71467607 53
111  36.77791269 -119.71463473 53
115  36.77792539 -119.71462365
120 Linear Feature 74
111  36.77729405 -119.71361320 22
115  36.77787033 -119.71462520
120 Linear Feature 74
111  36.77785776 -119.71453971 20
115  36.77791269 -119.71463473
120 Linear Feature 74
111  36.77781924 -119.71459669 20
115  36.77786531 -119.71467607
120 Linear Feature 74
111  36.77725114 -119.71360078 20
115  36.77729848 -119.71368524
120 Linear Feature 74
111  36.77729893 -119.71355876 20
115  36.77733898 -119.71362909
120 Linear Feature 72
112  36.77769228 -119.71493048  36.77757480 -119.71505217 51
115  36.77764805 -119.71520285
120 Linear Feature 72
112  36.77699956 -119.71372031  36.77688208 -119.71384200 51
115  36.77695924 -119.71399679
120 Linear Feature 71
111  36.77207056 -119.70521617 56
115  36.77190386 -119.70536280
120 Linear Feature 69
111  36.77388358 -119.70785442 55
115  36.77392885 -119.70793299
120 Linear Feature 68
111  36.77408643 -119.70778382 53
111  36.77403105 -119.70783301 53
111  36.77400737 -119.70785617 53
111  36.77398445 -119.70787859 53
111  36.77392885 -119.70793299 53 102
111  36.77383059 -119.70802967 53 102
111  36.77377398 -119.70813372 53 102
111  36.77374886 -119.70815738 53 102
111  36.77676394 -119.71343620 53 102
111  36.77690268 -119.71358190 53 102
111  36.77710148 -119.71348911 53
111  36.77716277 -119.71346933 53
111  36.77717290 -119.71346606 53
115  36.77723184 -119.71341404
120 Linear Feature 70
111  36.77403105 -119.70783301 20
111  36.77406360 -119.70788991 20
115  36.77407603 -119.70791162
120 Linear Feature 70
111  36.77400737 -119.70785617 22
115  36.77405035 -119.70793185
120 Linear Feature 69
111  36.77398445 -119.70787859 20
111  36.77400143 -119.70790849 20
115  36.77402571 -119.70795125
120 Linear Feature 67
112  36.77836045 -119.71382587  36.77837178 -119.71385480 51
111  36.77836543 -119.71388909 51
111  36.77823018 -119.71424555
112  36.77823018 -119.71424555  36.77822238 -119.71428271 51
115  36.77823489 -119.71431313
120 Linear Feature 67
112  36.77826142 -119.71365233  36.77827274 -119.71367947 51
111  36.77826722 -119.71371581 51
111  36.77813125 -119.71407336
112  36.77813125 -119.71407336  36.77812366 -119.71410975 51
115  36.77813597 -119.71414018
120 Linear Feature 67
112  36.77816413 -119.71348186  36.77817460 -119.71350544 51
111  36.77816879 -119.71354178 51
111  36.77803162 -119.71390512
112  36.77803162 -119.71390512  36.77802526 -119.71393510 51
115  36.77803798 -119.71396886
120 Linear Feature 66
112  36.77754481 -119.71323933  36.77759161 -119.71321042 51
111  36.77762843 -119.71325285 51
111  36.77803798 -119.71396886 51
111  36.77813597 -119.71414018 51
111  36.77823489 -119.71431313 51
111  36.77825160 -119.71434234
112  36.77825160 -119.71434234  36.77827890 -119.71440794 51
115  36.77823963 -119.71444815
120 Linear Feature 65
112  36.77678307 -119.71368841  36.77688345 -119.71381640 51
111  36.77699956 -119.71372031 51
111  36.77754481 -119.71323933 51
111  36.77759528 -119.71319481
112  36.77759528 -119.71319481  36.77760835 -119.71318576 51
111  36.77762087 -119.71318146 51
111  36.77790680 -119.71310470
112  36.77790680 -119.71310470  36.77794128 -119.71310265 51
111  36.77796405 -119.71313127 51
111  36.77816413 -119.71348186 51
111  36.77826142 -119.71365233 51
111  36.77836045 -119.71382587 51
111  36.77845644 -119.71399406
112  36.77845644 -119.71399406  36.77847102 -119.71402149 51
111  36.77846369 -119.71406177 51
111  36.77836531 -119.71432288
112  36.77836531 -119.71432288  36.77835688 -119.71434216 51
111  36.77834481 -119.71435547 51
111  36.77823963 -119.71444815 51
111  36.77769228 -119.71493048
112  36.77769228 -119.71493048  36.77762588 -119.71498212 51
116  36.77747500 -119.71489961  36.77740204 -119.71481433
120 Linear Feature 64
111  36.77412831 -119.70753355 1
115  36.77418254 -119.70762723
120 Linear Feature 63
111  36.77406703 -119.70772796 1
111  36.77418254 -119.70762723 1
115  36.77432858 -119.70749987
120 Linear Feature 62
112  36.77370705 -119.70806852  36.77363729 -119.70814343 51
115  36.77367237 -119.70824064
120 Linear Feature 61
112  36.77356395 -119.70805069  36.77363464 -119.70812511 51
111  36.77370705 -119.70806852 51
115  36.77407236 -119.70774742
120 Linear Feature 59
111  36.77343284 -119.70706465 55
115  36.77356209 -119.70728959
120 Linear Feature 58
111  36.77388358 -119.70785442 53
111  36.77394340 -119.70780715 53
111  36.77396780 -119.70778787 53
111  36.77399355 -119.70776751 53
111  36.77404975 -119.70771703 53
111  36.77372573 -119.70714489 53
111  36.77366652 -119.70719725 53
111  36.77364276 -119.70721826 53
111  36.77361880 -119.70723944 53
111  36.77356209 -119.70728959 53 102
111  36.77352801 -119.70732066 53 102
111  36.77342030 -119.70747979 53 102
111  36.77348172 -119.70768705 53 102
111  36.77365524 -119.70799111 53 102
111  36.77367705 -119.70797071 53 102
113  36.77377684 -119.70793889 53 102
120 Linear Feature 59
111  36.77364276 -119.70721826 22
115  36.77396780 -119.70778787
120 Linear Feature 59
111  36.77361880 -119.70723944 20
115  36.77394340 -119.70780715
120 Linear Feature 59
111  36.77366652 -119.70719725 20
115  36.77399355 -119.70776751
120 Linear Feature 57
111  36.76916093 -119.70261910 54 104
111  36.76932823 -119.70291202 54 104
111  36.76947651 -119.70317163 54 104
115  36.76955538 -119.70330971
120 Linear Feature 56
111  36.77473682 -119.71342446 53 102
111  36.77480861 -119.71350216 53 102
111  36.77513789 -119.71334821 53 102
111  36.77524167 -119.71327064 53 102
111  36.77540484 -119.71313743 53 102
111  36.77564178 -119.71291120 53 102
111  36.77587105 -119.71257044 53 102
111  36.77574433 -119.71215275 53 102
111  36.77527676 -119.71126647 53 102
111  36.77190386 -119.70536280 53 102
111  36.77129041 -119.70428753 53 102
111  36.77087152 -119.70358935 53 102
111  36.77068733 -119.70333155 53 102
111  36.77049190 -119.70317296 53 102
111  36.77032343 -119.70307686 53 102
111  36.77002716 -119.70297974 53 102
111  36.76977235 -119.70311890 53 102
111  36.76955538 -119.70330971 53 102
111  36.76949591 -119.70336200
112  36.76949591 -119.70336200  36.76931998 -119.70353625 53 102
112  36.76936535 -119.70400075  36.76943644 -119.70420258
111  36.76936535 -119.70400075 53 102
115  36.76939400 -119.70406552
120 Linear Feature 55
112  36.77497143 -119.71370513  36.77485693 -119.71380980 51 105
112  36.77491786 -119.71415506  36.77499796 -119.71429828
111  36.77491786 -119.71415506 51 105
115  36.77523377 -119.71470781
120 Linear Feature 54
112  36.77631132 -119.71286177  36.77619696 -119.71273569 51 101
116  36.77596974 -119.71282473  36.77586432 -119.71290859
120 Linear Feature 53
112  36.77604788 -119.71239988  36.77610818 -119.71255487 51 101
112  36.77596974 -119.71282473  36.77585746 -119.71292848
111  36.77596974 -119.71282473 51 101
111  36.77566220 -119.71309577 57 105
111  36.77531626 -119.71340093 51 105
111  36.77497143 -119.71370513
112  36.77497143 -119.71370513  36.77481238 -119.71381965 51 105
112  36.77461476 -119.71362346  36.77454795 -119.71351312
111  36.77461476 -119.71362346 51 105
115  36.77429057 -119.71305548
120 Linear Feature 52
111  36.77254255 -119.70550561 55
115  36.77267812 -119.70573929
120 Linear Feature 51
112  36.77272444 -119.70552171  36.77275720 -119.70549926 51
111  36.77280609 -119.70549497 51
111  36.77288825 -119.70549601
112  36.77288825 -119.70549601  36.77302360 -119.70551460 51
115  36.77309203 -119.70562822
120 Linear Feature 49
111  36.77343284 -119.70706465 53
111  36.77347982 -119.70699532 53
111  36.77349944 -119.70696635 53
111  36.77351135 -119.70694877 53
111  36.77349573 -119.70689689 53
111  36.77343033 -119.70667971 53
111  36.77321532 -119.70626272 53
111  36.77297240 -119.70587393 53
111  36.77282015 -119.70571373 53
111  36.77279271 -119.70568486 53
