A
1000 Generated by WorldEditor

1      3 1 0 KPAO Palo Alto
115  37.45543627 -122.11166479
120 Linear Feature 163
111  37.45486126 -122.11199641 20
111  37.45486126 -122.11199641 20
111  37.45486126 -122.11199641 20
111  37.45486126 -122.11199641 20
111  37.45486147 -122.11197354 20
115  37.45486147 -122.11197354
120 Linear Feature 162
111  37.45484741 -122.11198538 20
111  37.45484741 -122.11198538 20
111  37.45484741 -122.11198538 20
111  37.45484741 -122.11198538 20
111  37.45486133 -122.11198538 20
115  37.45486133 -122.11198538
120 Linear Feature 163
111  37.45486126 -122.11232983 20
111  37.45486126 -122.11232983 20
111  37.45486126 -122.11232983 20
111  37.45486126 -122.11232983 20
111  37.45486147 -122.11230696 20
115  37.45486147 -122.11230696
120 Linear Feature 162
111  37.45484741 -122.11231880 20
111  37.45484741 -122.11231880 20
111  37.45484741 -122.11231880 20
111  37.45484741 -122.11231880 20
111  37.45486133 -122.11231880 20
115  37.45486133 -122.11231880
120 Linear Feature 163
111  37.45514136 -122.11176658 20
111  37.45514136 -122.11176658 20
111  37.45514157 -122.11174371 20
115  37.45514157 -122.11174371
120 Linear Feature 162
111  37.45512751 -122.11175555 20
111  37.45512751 -122.11175555 20
111  37.45514143 -122.11175555 20
115  37.45514143 -122.11175555
120 Linear Feature 163
111  37.45514136 -122.11273769 20
111  37.45514136 -122.11273769 20
111  37.45514157 -122.11271483 20
115  37.45514157 -122.11271483
120 Linear Feature 162
111  37.45512751 -122.11272667 20
111  37.45512751 -122.11272667 20
111  37.45514143 -122.11272667 20
115  37.45514143 -122.11272667
120 Linear Feature 163
111  37.45543944 -122.11201583 20
111  37.45543944 -122.11201583 20
111  37.45543965 -122.11199297 20
115  37.45543965 -122.11199297
120 Linear Feature 162
111  37.45542559 -122.11200480 20
111  37.45542559 -122.11200480 20
111  37.45543951 -122.11200480 20
115  37.45543951 -122.11200480
120 Linear Feature 163
111  37.45543661 -122.11296655 20
111  37.45543661 -122.11296655 20
111  37.45543683 -122.11294369 20
115  37.45543683 -122.11294369
120 Linear Feature 162
111  37.45542277 -122.11295553 20
111  37.45542277 -122.11295553 20
111  37.45543669 -122.11295553 20
115  37.45543669 -122.11295553
120 Linear Feature 163
111  37.45573341 -122.11308406 20
111  37.45573341 -122.11308406 20
111  37.45573363 -122.11306119 20
115  37.45573363 -122.11306119
120 Linear Feature 162
111  37.45571957 -122.11307303 20
111  37.45571957 -122.11307303 20
111  37.45573349 -122.11307303 20
115  37.45573349 -122.11307303
120 Linear Feature 163
111  37.45602636 -122.11297723 20
111  37.45602636 -122.11297723 20
111  37.45602657 -122.11295437 20
115  37.45602657 -122.11295437
120 Linear Feature 162
111  37.45601251 -122.11296621 20
111  37.45601251 -122.11296621 20
111  37.45602643 -122.11296621 20
115  37.45602643 -122.11296621
120 Linear Feature 163
111  37.45631864 -122.11200194 20
111  37.45631864 -122.11200194 20
111  37.45631885 -122.11197907 20
115  37.45631885 -122.11197907
120 Linear Feature 162
111  37.45630479 -122.11199091 20
111  37.45630479 -122.11199091 20
111  37.45631871 -122.11199091 20
115  37.45631871 -122.11199091
120 Linear Feature 163
111  37.45602947 -122.11234256 20
115  37.45602968 -122.11231969
120 Linear Feature 162
111  37.45601562 -122.11233153 20
115  37.45602954 -122.11233153
120 Linear Feature 163
111  37.45573598 -122.11245725 20
115  37.45573620 -122.11243438
120 Linear Feature 162
111  37.45572214 -122.11244622 20
115  37.45573605 -122.11244622
120 Linear Feature 163
111  37.45486126 -122.11280362 20
115  37.45486147 -122.11278075
120 Linear Feature 162
111  37.45484741 -122.11279259 20
115  37.45486133 -122.11279259
120 Linear Feature 163
111  37.45514136 -122.11224037 20
115  37.45514157 -122.11221751
120 Linear Feature 162
111  37.45512751 -122.11222934 20
115  37.45514143 -122.11222934
120 Linear Feature 163
111  37.45514136 -122.11321149 20
115  37.45514157 -122.11318862
120 Linear Feature 162
111  37.45512751 -122.11320046 20
115  37.45514143 -122.11320046
120 Linear Feature 163
111  37.45543944 -122.11248962 20
115  37.45543965 -122.11246676
120 Linear Feature 162
111  37.45542559 -122.11247860 20
115  37.45543951 -122.11247860
120 Linear Feature 163
111  37.45443849 -122.11451162 20
115  37.45443871 -122.11448876
120 Linear Feature 162
111  37.45442464 -122.11450060 20
115  37.45443856 -122.11450060
120 Linear Feature 163
111  37.45470104 -122.11488255 20
115  37.45470125 -122.11485968
120 Linear Feature 162
111  37.45468719 -122.11487152 20
115  37.45470111 -122.11487152
120 Linear Feature 163
111  37.45469138 -122.11424292 20
115  37.45469160 -122.11422006
120 Linear Feature 162
111  37.45467754 -122.11423190 20
115  37.45469145 -122.11423190
120 Linear Feature 163
111  37.45496940 -122.11410186 20
115  37.45496961 -122.11407900
120 Linear Feature 162
111  37.45495555 -122.11409084 20
115  37.45496947 -122.11409084
120 Linear Feature 163
111  37.45496940 -122.11472447 20
115  37.45496961 -122.11470160
120 Linear Feature 162
111  37.45495555 -122.11471344 20
115  37.45496947 -122.11471344
120 Linear Feature 163
111  37.45543661 -122.11344035 20
115  37.45543683 -122.11341748
120 Linear Feature 162
111  37.45542277 -122.11342932 20
115  37.45543669 -122.11342932
120 Linear Feature 163
111  37.45573341 -122.11355785 20
115  37.45573363 -122.11353498
120 Linear Feature 162
111  37.45571957 -122.11354682 20
115  37.45573349 -122.11354682
120 Linear Feature 163
111  37.45602636 -122.11345103 20
115  37.45602657 -122.11342816
120 Linear Feature 162
111  37.45601251 -122.11344000 20
115  37.45602643 -122.11344000
120 Linear Feature 163
111  37.45631864 -122.11247573 20
115  37.45631885 -122.11245287
120 Linear Feature 162
111  37.45630479 -122.11246470 20
115  37.45631871 -122.11246470
120 Linear Feature 163
111  37.45631630 -122.11342920 20
115  37.45631651 -122.11340634
120 Linear Feature 162
111  37.45630245 -122.11341818 20
115  37.45631637 -122.11341818
120 Linear Feature 163
111  37.45661593 -122.11310270 20
115  37.45661614 -122.11307983
120 Linear Feature 162
111  37.45660208 -122.11309167 20
115  37.45661600 -122.11309167
120 Linear Feature 163
111  37.45693179 -122.11262753 20
115  37.45693200 -122.11260467
120 Linear Feature 162
111  37.45691794 -122.11261651 20
115  37.45693186 -122.11261651
120 Linear Feature 163
111  37.45661371 -122.11262822 20
115  37.45661392 -122.11260536
120 Linear Feature 162
111  37.45659986 -122.11261720 20
115  37.45661378 -122.11261720
120 Linear Feature 163
111  37.45602845 -122.11218259 20
115  37.45602866 -122.11215972
120 Linear Feature 162
111  37.45601460 -122.11217156 20
115  37.45602852 -122.11217156
120 Linear Feature 163
111  37.45573497 -122.11229728 20
115  37.45573518 -122.11227441
120 Linear Feature 162
111  37.45572112 -122.11228625 20
115  37.45573504 -122.11228625
120 Linear Feature 163
111  37.45486024 -122.11264365 20
115  37.45486046 -122.11262078
120 Linear Feature 162
111  37.45484639 -122.11263262 20
115  37.45486031 -122.11263262
120 Linear Feature 163
111  37.45514034 -122.11208040 20
115  37.45514055 -122.11205754
120 Linear Feature 162
111  37.45512649 -122.11206937 20
115  37.45514041 -122.11206937
120 Linear Feature 163
111  37.45514034 -122.11305152 20
115  37.45514055 -122.11302865
120 Linear Feature 162
111  37.45512649 -122.11304049 20
115  37.45514041 -122.11304049
120 Linear Feature 163
111  37.45543842 -122.11232965 20
115  37.45543864 -122.11230679
120 Linear Feature 162
111  37.45542458 -122.11231863 20
115  37.45543850 -122.11231863
120 Linear Feature 163
111  37.45443747 -122.11435165 20
115  37.45443769 -122.11432879
120 Linear Feature 162
111  37.45442363 -122.11434063 20
115  37.45443754 -122.11434063
120 Linear Feature 163
111  37.45470002 -122.11472258 20
115  37.45470023 -122.11469971
120 Linear Feature 162
111  37.45468617 -122.11471155 20
115  37.45470009 -122.11471155
120 Linear Feature 163
111  37.45469037 -122.11408295 20
115  37.45469058 -122.11406009
120 Linear Feature 162
111  37.45467652 -122.11407193 20
115  37.45469044 -122.11407193
120 Linear Feature 163
111  37.45496838 -122.11394189 20
115  37.45496859 -122.11391903
120 Linear Feature 162
111  37.45495453 -122.11393087 20
115  37.45496845 -122.11393087
120 Linear Feature 163
111  37.45496838 -122.11456450 20
115  37.45496859 -122.11454163
120 Linear Feature 162
111  37.45495453 -122.11455347 20
115  37.45496845 -122.11455347
120 Linear Feature 163
111  37.45543560 -122.11328037 20
115  37.45543581 -122.11325751
120 Linear Feature 162
111  37.45542175 -122.11326935 20
115  37.45543567 -122.11326935
120 Linear Feature 163
111  37.45573240 -122.11339788 20
115  37.45573261 -122.11337501
120 Linear Feature 162
111  37.45571855 -122.11338685 20
115  37.45573247 -122.11338685
120 Linear Feature 163
111  37.45602534 -122.11329106 20
115  37.45602556 -122.11326819
120 Linear Feature 162
111  37.45601149 -122.11328003 20
115  37.45602541 -122.11328003
120 Linear Feature 163
111  37.45631762 -122.11231576 20
115  37.45631783 -122.11229290
120 Linear Feature 162
111  37.45630377 -122.11230473 20
115  37.45631769 -122.11230473
120 Linear Feature 163
111  37.45602845 -122.11265638 20
115  37.45602866 -122.11263352
120 Linear Feature 162
111  37.45601460 -122.11264535 20
115  37.45602852 -122.11264535
120 Linear Feature 163
111  37.45573497 -122.11277107 20
115  37.45573518 -122.11274820
120 Linear Feature 162
111  37.45572112 -122.11276004 20
115  37.45573504 -122.11276004
120 Linear Feature 163
111  37.45486024 -122.11311744 20
115  37.45486046 -122.11309458
120 Linear Feature 162
111  37.45484639 -122.11310641 20
115  37.45486031 -122.11310641
120 Linear Feature 163
111  37.45514034 -122.11255419 20
115  37.45514055 -122.11253133
120 Linear Feature 162
111  37.45512649 -122.11254317 20
115  37.45514041 -122.11254317
120 Linear Feature 163
111  37.45514034 -122.11352531 20
115  37.45514055 -122.11350244
120 Linear Feature 162
111  37.45512649 -122.11351428 20
115  37.45514041 -122.11351428
120 Linear Feature 163
111  37.45543842 -122.11280345 20
115  37.45543864 -122.11278058
120 Linear Feature 162
111  37.45542458 -122.11279242 20
115  37.45543850 -122.11279242
120 Linear Feature 163
111  37.45443747 -122.11482545 20
115  37.45443769 -122.11480258
120 Linear Feature 162
111  37.45442363 -122.11481442 20
115  37.45443754 -122.11481442
120 Linear Feature 163
111  37.45470002 -122.11519637 20
115  37.45470023 -122.11517351
120 Linear Feature 162
111  37.45468617 -122.11518535 20
115  37.45470009 -122.11518535
120 Linear Feature 163
111  37.45469037 -122.11455675 20
115  37.45469058 -122.11453388
120 Linear Feature 162
111  37.45467652 -122.11454572 20
115  37.45469044 -122.11454572
120 Linear Feature 163
111  37.45496838 -122.11441569 20
115  37.45496859 -122.11439282
120 Linear Feature 162
111  37.45495453 -122.11440466 20
115  37.45496845 -122.11440466
120 Linear Feature 163
111  37.45496838 -122.11503829 20
115  37.45496859 -122.11501543
120 Linear Feature 162
111  37.45495453 -122.11502726 20
115  37.45496845 -122.11502726
120 Linear Feature 163
111  37.45543560 -122.11375417 20
115  37.45543581 -122.11373130
120 Linear Feature 162
111  37.45542175 -122.11374314 20
115  37.45543567 -122.11374314
120 Linear Feature 163
111  37.45573240 -122.11387167 20
115  37.45573261 -122.11384881
120 Linear Feature 162
111  37.45571855 -122.11386064 20
115  37.45573247 -122.11386064
120 Linear Feature 163
111  37.45602534 -122.11376485 20
115  37.45602556 -122.11374198
120 Linear Feature 162
111  37.45601149 -122.11375382 20
115  37.45602541 -122.11375382
120 Linear Feature 163
111  37.45631762 -122.11278956 20
115  37.45631783 -122.11276669
120 Linear Feature 162
111  37.45630377 -122.11277853 20
115  37.45631769 -122.11277853
120 Linear Feature 163
111  37.45631528 -122.11374303 20
115  37.45631550 -122.11372016
120 Linear Feature 162
111  37.45630144 -122.11373200 20
115  37.45631535 -122.11373200
120 Linear Feature 163
111  37.45661491 -122.11341652 20
115  37.45661512 -122.11339366
120 Linear Feature 162
111  37.45660106 -122.11340549 20
115  37.45661498 -122.11340549
120 Linear Feature 163
111  37.45693077 -122.11294136 20
115  37.45693098 -122.11291849
120 Linear Feature 162
111  37.45691692 -122.11293033 20
115  37.45693084 -122.11293033
120 Linear Feature 171
111  37.45569393 -122.11395173 20
112  37.45576250 -122.11388694  37.45576250 -122.11379392 20
111  37.45575854 -122.11145387 20
112  37.45572030 -122.11138742  37.45567019 -122.11138742 20
112  37.45561481 -122.11153858  37.45561612 -122.11173958 20
111  37.45562404 -122.11387199 20
114  37.45566096 -122.11393678  37.45568470 -122.11394674 20
120 Linear Feature 170
111  37.45591452 -122.11389026 20
112  37.45598705 -122.11388694  37.45599891 -122.11387698 20
112  37.45605166 -122.11378395  37.45605430 -122.11373412 20
111  37.45605034 -122.11157557 20
112  37.45601474 -122.11148919  37.45597254 -122.11146925 20
114  37.45590661 -122.11154235  37.45591188 -122.11169185 20
120 Linear Feature 169
111  37.45634422 -122.11388020 20
111  37.45622742 -122.11393638 20
111  37.45620193 -122.11389893 20
111  37.45620618 -122.11179882 20
111  37.45621043 -122.11165719 20
112  37.45625503 -122.11166522  37.45629750 -122.11170802 20
114  37.45634210 -122.11183911  37.45634210 -122.11197020 20
120 Linear Feature 160
111  37.45655312 -122.11373553 20
111  37.45663114 -122.11365510 20
112  37.45664672 -122.11358110  37.45664672 -122.11350710 20
111  37.45664552 -122.11209632 20
112  37.45659398 -122.11200572  37.45653643 -122.11195588 20
111  37.45653044 -122.11194380 20
112  37.45650167 -122.11200723  37.45650167 -122.11210539 20
111  37.45649927 -122.11372003 20
114  37.45652712 -122.11376847  37.45655709 -122.11373072 20
120 Linear Feature 159
111  37.45681723 -122.11331136 20
111  37.45681775 -122.11225818 20
112  37.45685262 -122.11224307  37.45689512 -122.11228563 20
111  37.45694525 -122.11233368 20
112  37.45696269 -122.11243802  37.45696160 -122.11253687 20
111  37.45696705 -122.11315740 20
111  37.45696814 -122.11320758 20
112  37.45694198 -122.11325289  37.45691147 -122.11329957 20
111  37.45684608 -122.11337645 20
114  37.45681699 -122.11335357  37.45681684 -122.11330151 20
120 Linear Feature 158
111  37.45725679 -122.11356624 20
111  37.45684496 -122.11356205 20
112  37.45675887 -122.11349340  37.45673162 -122.11343162 20
112  37.45673162 -122.11332180  37.45673162 -122.11327649 20
111  37.45673053 -122.11214435 20
112  37.45679047 -122.11206473  37.45683188 -122.11205924 20
112  37.45690054 -122.11210728  37.45695503 -122.11215945 20
115  37.45722097 -122.11241206
120 Linear Feature 156
111  37.45697518 -122.11342757 20
111  37.45666979 -122.11381228 20
112  37.45649778 -122.11394715  37.45641705 -122.11398916 20
115  37.45620637 -122.11408416
120 Linear Feature 155
111  37.45679151 -122.11391261 20
112  37.45650166 -122.11390023  37.45646318 -122.11387135 20
112  37.45641685 -122.11359183  37.45641603 -122.11328136 20
115  37.45641930 -122.11190246
120 Linear Feature 154
111  37.45690931 -122.11382988 20
112  37.45690685 -122.11381593  37.45691054 -122.11380043 20
115  37.45694069 -122.11366559
120 Linear Feature 148
111  37.45710162 -122.11425001 20
115  37.45825162 -122.11425004
120 Linear Feature 147
111  37.45686773 -122.11410445 1
111  37.45687493 -122.11448908 1
112  37.45701633 -122.11459895  37.45714873 -122.11459781 1
115  37.45826406 -122.11459328
120 Linear Feature 146
111  37.45679080 -122.11391187 1
115  37.45896983 -122.11389360
120 Linear Feature 145
111  37.45697036 -122.11425073 1
112  37.45686758 -122.11410558  37.45687396 -122.11396086 1
116  37.45700042 -122.11391006  37.45701825 -122.11391006
120 Linear Feature 144
111  37.45653077 -122.11223822 20
115  37.45653077 -122.11220310
120 Linear Feature 143
111  37.45656209 -122.11222138 20
115  37.45653029 -122.11222186
120 Linear Feature 144
111  37.45652859 -122.11255673 20
115  37.45652859 -122.11252160
120 Linear Feature 143
111  37.45655991 -122.11253989 20
115  37.45652811 -122.11254037
120 Linear Feature 144
111  37.45653077 -122.11286425 20
115  37.45653077 -122.11282912
120 Linear Feature 143
111  37.45656209 -122.11284741 20
115  37.45653029 -122.11284789
120 Linear Feature 144
111  37.45594233 -122.11156708 20
111  37.45594233 -122.11156708 20
111  37.45594233 -122.11153196 20
115  37.45594233 -122.11153196
120 Linear Feature 143
111  37.45597365 -122.11155024 20
111  37.45597365 -122.11155024 20
111  37.45594185 -122.11155072 20
115  37.45594185 -122.11155072
120 Linear Feature 144
111  37.45594431 -122.11179423 20
111  37.45594431 -122.11179423 20
111  37.45594431 -122.11175910 20
115  37.45594431 -122.11175910
120 Linear Feature 143
111  37.45597563 -122.11177738 20
111  37.45597563 -122.11177738 20
111  37.45594383 -122.11177787 20
115  37.45594383 -122.11177787
120 Linear Feature 144
111  37.45565082 -122.11190891 20
111  37.45565082 -122.11190891 20
111  37.45565082 -122.11187379 20
115  37.45565082 -122.11187379
120 Linear Feature 143
111  37.45568214 -122.11189207 20
111  37.45568214 -122.11189207 20
111  37.45565035 -122.11189255 20
115  37.45565035 -122.11189255
120 Linear Feature 144
111  37.45477610 -122.11225529 20
111  37.45477610 -122.11225529 20
111  37.45477610 -122.11222016 20
115  37.45477610 -122.11222016
120 Linear Feature 143
111  37.45480742 -122.11223844 20
111  37.45480742 -122.11223844 20
111  37.45477562 -122.11223892 20
115  37.45477562 -122.11223892
120 Linear Feature 144
111  37.45477610 -122.11225529 20
111  37.45477610 -122.11225529 20
111  37.45477610 -122.11222016 20
115  37.45477610 -122.11222016
120 Linear Feature 143
111  37.45480742 -122.11223844 20
111  37.45480742 -122.11223844 20
111  37.45477562 -122.11223892 20
115  37.45477562 -122.11223892
120 Linear Feature 144
111  37.45505619 -122.11169204 20
111  37.45505619 -122.11169204 20
111  37.45505619 -122.11165691 20
115  37.45505619 -122.11165691
120 Linear Feature 143
111  37.45508752 -122.11167520 20
111  37.45508752 -122.11167520 20
111  37.45505572 -122.11167568 20
115  37.45505572 -122.11167568
120 Linear Feature 144
111  37.45505619 -122.11266315 20
111  37.45505619 -122.11266315 20
111  37.45505619 -122.11262803 20
115  37.45505619 -122.11262803
120 Linear Feature 143
111  37.45508752 -122.11264631 20
111  37.45508752 -122.11264631 20
111  37.45505572 -122.11264679 20
115  37.45505572 -122.11264679
120 Linear Feature 144
111  37.45535428 -122.11194129 20
111  37.45535428 -122.11194129 20
111  37.45535428 -122.11190616 20
115  37.45535428 -122.11190616
120 Linear Feature 143
111  37.45538560 -122.11192445 20
111  37.45538560 -122.11192445 20
111  37.45535381 -122.11192493 20
115  37.45535381 -122.11192493
120 Linear Feature 144
111  37.45535145 -122.11289201 20
111  37.45535145 -122.11289201 20
111  37.45535145 -122.11285688 20
115  37.45535145 -122.11285688
120 Linear Feature 143
111  37.45538277 -122.11287517 20
111  37.45538277 -122.11287517 20
111  37.45535098 -122.11287565 20
115  37.45535098 -122.11287565
120 Linear Feature 144
111  37.45564825 -122.11300952 20
111  37.45564825 -122.11300952 20
111  37.45564825 -122.11297439 20
115  37.45564825 -122.11297439
120 Linear Feature 143
111  37.45567957 -122.11299268 20
111  37.45567957 -122.11299268 20
111  37.45564778 -122.11299316 20
115  37.45564778 -122.11299316
120 Linear Feature 144
111  37.45594120 -122.11290269 20
111  37.45594120 -122.11290269 20
111  37.45594120 -122.11286757 20
115  37.45594120 -122.11286757
120 Linear Feature 143
111  37.45597252 -122.11288585 20
111  37.45597252 -122.11288585 20
111  37.45594072 -122.11288633 20
115  37.45594072 -122.11288633
120 Linear Feature 144
111  37.45623348 -122.11192740 20
111  37.45623348 -122.11192740 20
111  37.45623348 -122.11189227 20
115  37.45623348 -122.11189227
120 Linear Feature 143
111  37.45626480 -122.11191056 20
111  37.45626480 -122.11191056 20
111  37.45623300 -122.11191104 20
115  37.45623300 -122.11191104
120 Linear Feature 144
111  37.45594431 -122.11194745 20
111  37.45594431 -122.11194745 20
111  37.45594431 -122.11191232 20
115  37.45594431 -122.11191232
120 Linear Feature 143
111  37.45597563 -122.11193061 20
111  37.45597563 -122.11193061 20
111  37.45594383 -122.11193109 20
115  37.45594383 -122.11193109
120 Linear Feature 144
111  37.45564825 -122.11156039 20
111  37.45564825 -122.11156039 20
111  37.45564825 -122.11152526 20
115  37.45564825 -122.11152526
120 Linear Feature 143
111  37.45567957 -122.11154355 20
111  37.45567957 -122.11154355 20
111  37.45564778 -122.11154403 20
115  37.45564778 -122.11154403
120 Linear Feature 144
111  37.45565082 -122.11206213 20
111  37.45565082 -122.11206213 20
111  37.45565082 -122.11202701 20
115  37.45565082 -122.11202701
120 Linear Feature 143
111  37.45568214 -122.11204529 20
111  37.45568214 -122.11204529 20
111  37.45565035 -122.11204577 20
115  37.45565035 -122.11204577
120 Linear Feature 144
111  37.45535235 -122.11158506 20
111  37.45535235 -122.11158506 20
111  37.45535235 -122.11154993 20
115  37.45535235 -122.11154993
120 Linear Feature 143
111  37.45538367 -122.11156822 20
111  37.45538367 -122.11156822 20
111  37.45535188 -122.11156870 20
115  37.45535188 -122.11156870
120 Linear Feature 144
111  37.45535103 -122.11175449 20
111  37.45535103 -122.11175449 20
111  37.45535103 -122.11171937 20
115  37.45535103 -122.11171937
120 Linear Feature 143
111  37.45538236 -122.11173765 20
111  37.45538236 -122.11173765 20
111  37.45535056 -122.11173813 20
115  37.45535056 -122.11173813
120 Linear Feature 144
111  37.45477610 -122.11207509 20
111  37.45477610 -122.11207509 20
111  37.45477610 -122.11203996 20
115  37.45477610 -122.11203996
120 Linear Feature 143
111  37.45480742 -122.11205825 20
111  37.45480742 -122.11205825 20
111  37.45477562 -122.11205873 20
115  37.45477562 -122.11205873
120 Linear Feature 144
111  37.45477610 -122.11240851 20
111  37.45477610 -122.11240851 20
111  37.45477610 -122.11237338 20
115  37.45477610 -122.11237338
120 Linear Feature 143
111  37.45480742 -122.11239166 20
111  37.45480742 -122.11239166 20
111  37.45477562 -122.11239215 20
115  37.45477562 -122.11239215
120 Linear Feature 144
111  37.45535235 -122.11158506 20
111  37.45535235 -122.11158506 20
111  37.45535235 -122.11154993 20
115  37.45535235 -122.11154993
120 Linear Feature 143
111  37.45538367 -122.11156822 20
111  37.45538367 -122.11156822 20
111  37.45535188 -122.11156870 20
115  37.45535188 -122.11156870
120 Linear Feature 144
111  37.45535103 -122.11175449 20
111  37.45535103 -122.11175449 20
111  37.45535103 -122.11171937 20
115  37.45535103 -122.11171937
120 Linear Feature 143
111  37.45538236 -122.11173765 20
111  37.45538236 -122.11173765 20
111  37.45535056 -122.11173813 20
115  37.45535056 -122.11173813
120 Linear Feature 144
111  37.45477610 -122.11207509 20
111  37.45477610 -122.11207509 20
111  37.45477610 -122.11203996 20
115  37.45477610 -122.11203996
120 Linear Feature 143
111  37.45480742 -122.11205825 20
111  37.45480742 -122.11205825 20
111  37.45477562 -122.11205873 20
115  37.45477562 -122.11205873
120 Linear Feature 144
111  37.45477610 -122.11240851 20
111  37.45477610 -122.11240851 20
111  37.45477610 -122.11237338 20
115  37.45477610 -122.11237338
120 Linear Feature 143
111  37.45480742 -122.11239166 20
111  37.45480742 -122.11239166 20
111  37.45477562 -122.11239215 20
115  37.45477562 -122.11239215
120 Linear Feature 144
111  37.45505619 -122.11184526 20
111  37.45505619 -122.11184526 20
111  37.45505619 -122.11181013 20
115  37.45505619 -122.11181013
120 Linear Feature 143
111  37.45508752 -122.11182842 20
111  37.45508752 -122.11182842 20
111  37.45505572 -122.11182890 20
115  37.45505572 -122.11182890
120 Linear Feature 144
111  37.45505619 -122.11281637 20
111  37.45505619 -122.11281637 20
111  37.45505619 -122.11278125 20
115  37.45505619 -122.11278125
120 Linear Feature 143
111  37.45508752 -122.11279953 20
111  37.45508752 -122.11279953 20
111  37.45505572 -122.11280001 20
115  37.45505572 -122.11280001
120 Linear Feature 144
111  37.45535428 -122.11209451 20
111  37.45535428 -122.11209451 20
111  37.45535428 -122.11205938 20
115  37.45535428 -122.11205938
120 Linear Feature 143
111  37.45538560 -122.11207767 20
111  37.45538560 -122.11207767 20
111  37.45535381 -122.11207815 20
115  37.45535381 -122.11207815
120 Linear Feature 144
111  37.45535145 -122.11304523 20
111  37.45535145 -122.11304523 20
111  37.45535145 -122.11301011 20
115  37.45535145 -122.11301011
120 Linear Feature 143
111  37.45538277 -122.11302839 20
111  37.45538277 -122.11302839 20
111  37.45535098 -122.11302887 20
115  37.45535098 -122.11302887
120 Linear Feature 144
111  37.45564825 -122.11316274 20
111  37.45564825 -122.11316274 20
111  37.45564825 -122.11312761 20
115  37.45564825 -122.11312761
120 Linear Feature 143
111  37.45567957 -122.11314590 20
111  37.45567957 -122.11314590 20
111  37.45564778 -122.11314638 20
115  37.45564778 -122.11314638
120 Linear Feature 144
111  37.45594120 -122.11305591 20
111  37.45594120 -122.11305591 20
111  37.45594120 -122.11302079 20
115  37.45594120 -122.11302079
120 Linear Feature 143
111  37.45597252 -122.11303907 20
111  37.45597252 -122.11303907 20
111  37.45594072 -122.11303955 20
115  37.45594072 -122.11303955
120 Linear Feature 144
111  37.45623348 -122.11208062 20
111  37.45623348 -122.11208062 20
111  37.45623348 -122.11204549 20
115  37.45623348 -122.11204549
120 Linear Feature 143
111  37.45626480 -122.11206378 20
111  37.45626480 -122.11206378 20
111  37.45623300 -122.11206426 20
115  37.45623300 -122.11206426
120 Linear Feature 144
111  37.45594431 -122.11242124 20
115  37.45594431 -122.11238611
120 Linear Feature 143
111  37.45597563 -122.11240440 20
115  37.45594383 -122.11240488
120 Linear Feature 144
111  37.45565082 -122.11253593 20
115  37.45565082 -122.11250080
120 Linear Feature 143
111  37.45568214 -122.11251909 20
115  37.45565035 -122.11251957
120 Linear Feature 144
111  37.45477610 -122.11288230 20
115  37.45477610 -122.11284717
120 Linear Feature 143
111  37.45480742 -122.11286546 20
115  37.45477562 -122.11286594
120 Linear Feature 144
111  37.45505619 -122.11231905 20
115  37.45505619 -122.11228392
120 Linear Feature 143
111  37.45508752 -122.11230221 20
115  37.45505572 -122.11230269
120 Linear Feature 144
111  37.45505619 -122.11329017 20
115  37.45505619 -122.11325504
120 Linear Feature 143
111  37.45508752 -122.11327333 20
115  37.45505572 -122.11327381
120 Linear Feature 144
111  37.45535428 -122.11256830 20
115  37.45535428 -122.11253318
120 Linear Feature 143
111  37.45538560 -122.11255146 20
115  37.45535381 -122.11255194
120 Linear Feature 144
111  37.45435333 -122.11459030 20
115  37.45435333 -122.11455518
120 Linear Feature 143
111  37.45438465 -122.11457346 20
115  37.45435286 -122.11457394
120 Linear Feature 144
111  37.45461588 -122.11496123 20
115  37.45461588 -122.11492610
120 Linear Feature 143
111  37.45464720 -122.11494439 20
115  37.45461540 -122.11494487
120 Linear Feature 144
111  37.45460622 -122.11432160 20
115  37.45460622 -122.11428648
120 Linear Feature 143
111  37.45463754 -122.11430476 20
115  37.45460575 -122.11430524
120 Linear Feature 144
111  37.45488424 -122.11418054 20
115  37.45488424 -122.11414542
120 Linear Feature 143
111  37.45491556 -122.11416370 20
115  37.45488376 -122.11416418
120 Linear Feature 144
111  37.45488424 -122.11480315 20
115  37.45488424 -122.11476802
120 Linear Feature 143
111  37.45491556 -122.11478631 20
115  37.45488376 -122.11478679
120 Linear Feature 144
111  37.45535145 -122.11351903 20
115  37.45535145 -122.11348390
120 Linear Feature 143
111  37.45538277 -122.11350218 20
115  37.45535098 -122.11350266
120 Linear Feature 144
111  37.45564825 -122.11363653 20
115  37.45564825 -122.11360140
120 Linear Feature 143
111  37.45567957 -122.11361969 20
115  37.45564778 -122.11362017
120 Linear Feature 144
111  37.45594120 -122.11352971 20
115  37.45594120 -122.11349458
120 Linear Feature 143
111  37.45597252 -122.11351287 20
115  37.45594072 -122.11351335
120 Linear Feature 144
111  37.45623348 -122.11255441 20
115  37.45623348 -122.11251929
120 Linear Feature 143
111  37.45626480 -122.11253757 20
115  37.45623300 -122.11253805
120 Linear Feature 144
111  37.45623114 -122.11350788 20
115  37.45623114 -122.11347276
120 Linear Feature 143
111  37.45626246 -122.11349104 20
115  37.45623066 -122.11349152
120 Linear Feature 144
