I
1050 Generated by WorldEditor 2.0.0r4

1   4292 1 0 KCVS Cannon AFB
120 Linear Feature 19
111  34.37044372 -103.31279718 56
115  34.37122399 -103.31367206
120 Linear Feature 18
111  34.37786304 -103.33283187 56
115  34.37740969 -103.33357826
120 Linear Feature 17
111  34.38574693 -103.32206385 54
115  34.38551376 -103.32237208
120 Linear Feature 16
111  34.38869448 -103.31841598 54
115  34.38845244 -103.31870707
120 Linear Feature 15
111  34.39333798 -103.31299885 54
115  34.39315009 -103.31309521
120 Linear Feature 14
111  34.39663497 -103.30893966 54
115  34.39630805 -103.30934110
120 Linear Feature 13
111  34.39204099 -103.31237235 4
115  34.39203900 -103.31220260
120 Linear Feature 12
111  34.38441332 -103.32112955 54
115  34.38465211 -103.32083202
120 Linear Feature 11
111  34.37741885 -103.33213059 54
115  34.37711535 -103.33251143
120 Linear Feature 10
111  34.38225617 -103.33039755 54
115  34.38201558 -103.33009901
120 Linear Feature 9
111  34.38652893 -103.33344924 54
111  34.38653718 -103.33345928 54
115  34.38673146 -103.33369534
120 Linear Feature 8
111  34.38288861 -103.32904710 54
115  34.38312717 -103.32934660
120 Linear Feature 7
111  34.37726041 -103.32214368 54
115  34.37750383 -103.32243940
120 Linear Feature 6
111  34.37039783 -103.31405303 54
115  34.37073876 -103.31446459
120 Linear Feature 66
111  34.38785966 -103.32926452 51
111  34.38754212 -103.32965124
112  34.38754212 -103.32965124  34.38750771 -103.32969083 51
112  34.38745865 -103.32976902  34.38743270 -103.32979962
111  34.38745865 -103.32976902 51
111  34.38726855 -103.33000066 51
111  34.38708939 -103.33021675
112  34.38708939 -103.33021675  34.38708312 -103.33022478 51
111  34.38706568 -103.33022943 51
111  34.38691868 -103.33027781 51
111  34.38643002 -103.33043866
112  34.38643002 -103.33043866  34.38625005 -103.33049441 51
111  34.38613268 -103.33034250 51
115  34.38422512 -103.32804444
120 Linear Feature 61
111  34.38569321 -103.33346193 51
111  34.38584690 -103.33364816
112  34.38584690 -103.33364816  34.38620672 -103.33402306 51
111  34.38660028 -103.33355809
111  34.38662138 -103.33353253 51
111  34.38688222 -103.33321898
111  34.38693852 -103.33315130 51
111  34.38714378 -103.33290456
111  34.38716725 -103.33287635 51
111  34.38800459 -103.33186980
112  34.38800459 -103.33186980  34.38817134 -103.33164339 51
111  34.38801062 -103.33140238 51
111  34.38790272 -103.33127408 51
111  34.38774427 -103.33108359 51
111  34.38727678 -103.33052156 51
111  34.38716080 -103.33038234
112  34.38716080 -103.33038234  34.38705432 -103.33024966 51
115  34.38691868 -103.33027781
120 Linear Feature 41
111  34.37718384 -103.32253088 51
111  34.37736759 -103.32230933
111  34.37739567 -103.32227547 51
111  34.37871128 -103.32069266 51
111  34.37912510 -103.32018677 51
111  34.37950539 -103.31972185 51
111  34.37976051 -103.31941342 51
111  34.38009711 -103.31900649 51
111  34.38035892 -103.31869347 51
111  34.38070038 -103.31828521 51
111  34.38095750 -103.31797780 51
111  34.38125559 -103.31762139 51
112  34.38130646 -103.31756571  34.38133651 -103.31754094
111  34.38130646 -103.31756571
112  34.38130646 -103.31756571  34.38148931 -103.31743168 51
111  34.38164875 -103.31753398 51
112  34.38174613 -103.31761702  34.38179543 -103.31767238
111  34.38174613 -103.31761702 51
111  34.38452322 -103.32096581
111  34.38454495 -103.32099204 51
111  34.38489156 -103.32141027 51
111  34.38547694 -103.32205151 51
111  34.38550753 -103.32208508 51
111  34.38561585 -103.32220317
111  34.38564410 -103.32223396 51
115  34.38704444 -103.32376062
120 Linear Feature 40
111  34.37099935 -103.31575676 51
111  34.37075847 -103.31546539
112  34.37075847 -103.31546539  34.37054446 -103.31521048 51
111  34.37056490 -103.31488274 51
111  34.37056534 -103.31428953
111  34.37056538 -103.31423126 51
111  34.37056561 -103.31392100
111  34.37056569 -103.31381613 51
111  34.37056571 -103.31379136 51
111  34.37056610 -103.31326882
112  34.37056610 -103.31326882  34.37056970 -103.31311151 51
111  34.37064665 -103.31305033
111  34.37067911 -103.31302872
112  34.37067911 -103.31302872  34.37071398 -103.31300153 51
111  34.37076207 -103.31299959 51
111  34.37091105 -103.31299495 51
111  34.37105432 -103.31299418 51
111  34.37116955 -103.31299355 51
111  34.37153724 -103.31299861 51
111  34.37243997 -103.31300213 51
111  34.37252213 -103.31300219 51
111  34.37261120 -103.31300226
112  34.37261120 -103.31300226  34.37273584 -103.31300324 51
111  34.37283844 -103.31311880 51
111  34.37527281 -103.31605193 51
111  34.37548690 -103.31630988 51
111  34.37563448 -103.31648770 51
111  34.37585366 -103.31675179 51
111  34.37597757 -103.31690806 51
111  34.37621848 -103.31719771 51
111  34.37656691 -103.31761663 51
111  34.37681185 -103.31791113 51
111  34.37717452 -103.31834716 51
111  34.37740700 -103.31862668 51
111  34.37776301 -103.31905646 51
111  34.37800205 -103.31934342 51
111  34.37835318 -103.31976492 51
111  34.37860909 -103.32007213 51
115  34.37869362 -103.32017360
120 Linear Feature 39
111  34.38241938 -103.32990539 51
111  34.38215084 -103.33022979
111  34.38212568 -103.33026018 51
111  34.37951799 -103.33341041 51
112  34.37901447 -103.33363592  34.37870139 -103.33360970
111  34.37901447 -103.33363592
112  34.37901447 -103.33363592  34.37890049 -103.33362368 51
111  34.37881104 -103.33357298 51
111  34.37835782 -103.33332864 51
111  34.37809780 -103.33318845
111  34.37802512 -103.33314927 51
111  34.37789345 -103.33307828
112  34.37789345 -103.33307828  34.37781843 -103.33303807 51
111  34.37778092 -103.33299962
111  34.37775783 -103.33297864 51
111  34.37765321 -103.33285517 51
111  34.37743300 -103.33259530 51
111  34.37737793 -103.33253031 51
111  34.37725657 -103.33238710 51
111  34.37724399 -103.33237225
111  34.37722141 -103.33234560 51
111  34.37703645 -103.33212734
112  34.37703645 -103.33212734  34.37682581 -103.33181269 51
111  34.37716053 -103.33141413 51
115  34.37755008 -103.33094565
120 Linear Feature 38
111  34.39540819 -103.30939952 51
111  34.39576386 -103.30896605
112  34.39576386 -103.30896605  34.39591996 -103.30878513 51
112  34.39636501 -103.30891383  34.39643595 -103.30899543
111  34.39636501 -103.30891383 51
111  34.39649812 -103.30907343
111  34.39652111 -103.30910099 51
111  34.39653514 -103.30911781 51
111  34.39665299 -103.30925912 51
111  34.39676651 -103.30939521 51
111  34.39693155 -103.30959309 51
111  34.39703995 -103.30972307
111  34.39706442 -103.30975240 51
111  34.39713003 -103.30983107
111  34.39718627 -103.30989822 51
111  34.39762888 -103.31042676 51
112  34.39782624 -103.31091354  34.39788719 -103.31123330
111  34.39782624 -103.31091354
112  34.39782624 -103.31091354  34.39787888 -103.31127862 51
111  34.39775053 -103.31141456 51
111  34.39609880 -103.31340700 51
111  34.39584995 -103.31370718 51
111  34.39560227 -103.31400594 51
111  34.39534333 -103.31431830 51
111  34.39512896 -103.31457689 51
111  34.39488542 -103.31487066 51
111  34.39467734 -103.31512166 51
111  34.39442775 -103.31542274 51
111  34.39435809 -103.31550677 51
111  34.39421292 -103.31568187 51
111  34.39403472 -103.31589683 51
111  34.39397498 -103.31596847 51
111  34.39382780 -103.31614497 51
111  34.39358964 -103.31643056 51
111  34.39323629 -103.31685429 51
111  34.39299106 -103.31714835 51
111  34.39264730 -103.31756058 51
111  34.39239750 -103.31786013 51
111  34.39205492 -103.31827379 51
111  34.39180458 -103.31857609 51
111  34.39145830 -103.31899422 51
111  34.39121681 -103.31928583 51
111  34.39087802 -103.31969492 51
111  34.39062067 -103.32000567 51
111  34.39028042 -103.32041652 51
111  34.39023607 -103.32047008 51
111  34.39016016 -103.32056174 51
111  34.39003196 -103.32071654 51
111  34.38959412 -103.32124524 51
111  34.38933775 -103.32155480 51
111  34.38904205 -103.32191187 51
111  34.38873290 -103.32228518 51
111  34.38801984 -103.32314620 51
111  34.38769962 -103.32353287 51
111  34.38751310 -103.32375809 51
111  34.38729721 -103.32401878 51
111  34.38705576 -103.32431033 51
111  34.38670347 -103.32473573 51
111  34.38646827 -103.32501828 51
111  34.38611391 -103.32544633 51
111  34.38587974 -103.32572919 51
111  34.38551909 -103.32616483 51
111  34.38528876 -103.32644305 51
111  34.38492932 -103.32687723 51
111  34.38470261 -103.32715109 51
111  34.38443644 -103.32747260 51
111  34.38422079 -103.32773308 51
111  34.38420295 -103.32775464 51
111  34.38396351 -103.32804386 51
111  34.38302093 -103.32918244
111  34.38300005 -103.32920762 51
115  34.38272618 -103.32953799
120 Linear Feature 71
111  34.38833197 -103.31826918 51
111  34.38856082 -103.31854443
111  34.38858665 -103.31857549 51
115  34.39012735 -103.32042854
120 Linear Feature 70
112  34.39403472 -103.31589683  34.39416129 -103.31570109 51
111  34.39411669 -103.31556085 51
111  34.39406513 -103.31541139 51
111  34.39325486 -103.31306253
111  34.39324354 -103.31302972 51
111  34.39306110 -103.31250085 51
111  34.39305023 -103.31246935
112  34.39305023 -103.31246935  34.39300081 -103.31230720 51
111  34.39312014 -103.31214359 51
115  34.39331783 -103.31190403
120 Linear Feature 101
111  34.37822611 -103.31878384 1
111  34.37822324 -103.31878038 1
115  34.37822033 -103.31877688
120 Linear Feature 101
111  34.37881517 -103.31949278 1
111  34.37881230 -103.31948932 1
115  34.37880939 -103.31948582
120 Linear Feature 101
111  34.37970827 -103.31627947 1
111  34.37970535 -103.31627594 1
115  34.37970250 -103.31627250
120 Linear Feature 101
111  34.38000042 -103.31663196 1
111  34.37999750 -103.31662843 1
115  34.37999465 -103.31662499
120 Linear Feature 101
111  34.38030349 -103.31699763 1
111  34.38030057 -103.31699411 1
115  34.38029772 -103.31699067
120 Linear Feature 101
111  34.38060031 -103.31735575 1
111  34.38059739 -103.31735223 1
115  34.38059454 -103.31734879
120 Linear Feature 101
111  34.37940691 -103.31734855 1
111  34.37940405 -103.31734509 1
115  34.37940114 -103.31734159
120 Linear Feature 101
111  34.37970992 -103.31771431 1
111  34.37970705 -103.31771085 1
115  34.37970415 -103.31770735
120 Linear Feature 101
111  34.38000667 -103.31807252 1
111  34.38000380 -103.31806906 1
115  34.38000090 -103.31806556
120 Linear Feature 101
111  34.37851854 -103.31771339 1
111  34.37851572 -103.31771000 1
115  34.37851276 -103.31770643
120 Linear Feature 101
111  34.37881048 -103.31806532 1
111  34.37880762 -103.31806187 1
115  34.37880471 -103.31805836
120 Linear Feature 101
111  34.37911370 -103.31843084 1
111  34.37911083 -103.31842738 1
115  34.37910792 -103.31842388
120 Linear Feature 101
111  34.37941065 -103.31878880 1
111  34.37940778 -103.31878535 1
115  34.37940487 -103.31878184
120 Linear Feature 105
111  34.37814336 -103.31372099 51
111  34.37775998 -103.31418113 51
111  34.37751693 -103.31447285 51
111  34.37657435 -103.31560415 51
111  34.37632920 -103.31589838 51
115  34.37586448 -103.31645614
120 Linear Feature 43
111  34.37642585 -103.31283828 51
111  34.37652651 -103.31295975 51
111  34.37658129 -103.31302586 51
111  34.37681649 -103.31330970 51
111  34.37688114 -103.31338773 51
111  34.37711319 -103.31366777 51
111  34.37717827 -103.31374631 51
111  34.37740968 -103.31402557 51
111  34.37753424 -103.31417590 51
111  34.37776255 -103.31445142 51
111  34.37788467 -103.31459879 51
111  34.37811923 -103.31488186 51
111  34.37818850 -103.31496546 51
111  34.37842024 -103.31524512 51
111  34.37848287 -103.31532071 51
111  34.37871744 -103.31560378 51
111  34.37878078 -103.31568022 51
111  34.37901741 -103.31596579 51
111  34.37908037 -103.31604178 51
111  34.37931042 -103.31631940 51
111  34.37937232 -103.31639411 51
111  34.37960953 -103.31668036 51
111  34.37966027 -103.31674160 51
111  34.37990445 -103.31703628 51
111  34.37996272 -103.31710660 51
111  34.38020867 -103.31740341 51
111  34.38025788 -103.31746280 51
111  34.38050469 -103.31776065 51
115  34.38068540 -103.31797873
120 Linear Feature 42
112  34.38164588 -103.31753290  34.38151723 -103.31745714 51
111  34.38132968 -103.31722697 51
111  34.38114447 -103.31700342 51
111  34.38088812 -103.31669398 51
111  34.38084741 -103.31664484 51
111  34.38067526 -103.31643704 51
111  34.38059681 -103.31634235 51
111  34.38054428 -103.31627894 51
111  34.38042347 -103.31613312 51
111  34.38029027 -103.31597233 51
111  34.38024993 -103.31592364 51
111  34.38017894 -103.31583795 51
111  34.37999593 -103.31561705 51
111  34.37995838 -103.31557172 51
111  34.37992259 -103.31552852 51
111  34.37969599 -103.31525500 51
111  34.37966307 -103.31521526 51
111  34.37964658 -103.31519536 51
111  34.37941057 -103.31491048 51
111  34.37939813 -103.31489546 51
111  34.37935882 -103.31484802 51
111  34.37910309 -103.31453933 51
111  34.37906204 -103.31448978 51
111  34.37880457 -103.31417899 51
111  34.37875934 -103.31412439 51
111  34.37850948 -103.31382279 51
111  34.37841238 -103.31370559 51
111  34.37836430 -103.31364756 51
111  34.37815942 -103.31340025 51
111  34.37811928 -103.31335180 51
111  34.37808353 -103.31330865 51
111  34.37804879 -103.31326671 51
111  34.37783851 -103.31301289 51
111  34.37779898 -103.31296518 51
111  34.37776104 -103.31291727 51
111  34.37750420 -103.31260935 51
111  34.37746388 -103.31256068 51
111  34.37720352 -103.31224641 51
111  34.37717334 -103.31220999 51
115  34.37697761 -103.31197372
120 Linear Feature 97
111  34.38009807 -103.31868508 51
111  34.37991625 -103.31846673 51
111  34.37967017 -103.31817122 51
111  34.37962050 -103.31811158 51
111  34.37937416 -103.31781574 51
111  34.37931599 -103.31774589 51
111  34.37906965 -103.31745006 51
111  34.37904205 -103.31741691
112  34.37904205 -103.31741691  34.37890342 -103.31725703 51
111  34.37875597 -103.31740943 51
111  34.37851572 -103.31771000 51
115  34.37843654 -103.31780906
120 Linear Feature 96
111  34.37949778 -103.31940542 51
111  34.37931906 -103.31919038 51
111  34.37907097 -103.31889185 51
111  34.37902407 -103.31883542 51
111  34.37877554 -103.31853637 51
111  34.37872009 -103.31846966 51
111  34.37847118 -103.31817014 51
111  34.37842412 -103.31811352 51
111  34.37818289 -103.31782325 51
111  34.37813234 -103.31776244 51
111  34.37787994 -103.31745873 51
111  34.37753623 -103.31704515 51
111  34.37728177 -103.31673898 51
111  34.37694058 -103.31632843 51
111  34.37668184 -103.31601709 51
111  34.37656619 -103.31587793 51
111  34.37633850 -103.31560396 51
111  34.37623490 -103.31547931
112  34.37623490 -103.31547931  34.37611166 -103.31533840 51
111  34.37597279 -103.31547720 51
111  34.37572512 -103.31577386 51
115  34.37551455 -103.31602611
120 Linear Feature 101
111  34.37572783 -103.31577712 1
111  34.37572512 -103.31577386 1
115  34.37572205 -103.31577017
120 Linear Feature 101
111  34.37643941 -103.31663352 1
111  34.37643654 -103.31663006 1
115  34.37643363 -103.31662656
120 Linear Feature 101
111  34.37703554 -103.31735097 1
111  34.37703267 -103.31734751 1
115  34.37702976 -103.31734401
120 Linear Feature 101
111  34.37763118 -103.31806783 1
111  34.37762831 -103.31806438 1
115  34.37762540 -103.31806088
120 Linear Feature 101
111  34.37661709 -103.31254982 1
111  34.37661417 -103.31254629 1
115  34.37661132 -103.31254286
120 Linear Feature 101
111  34.37691496 -103.31290922 1
111  34.37691204 -103.31290569 1
115  34.37690920 -103.31290226
120 Linear Feature 101
111  34.37721284 -103.31326861 1
111  34.37720992 -103.31326509 1
115  34.37720707 -103.31326165
120 Linear Feature 101
111  34.37750927 -103.31362627 1
111  34.37750635 -103.31362275 1
115  34.37750350 -103.31361931
120 Linear Feature 101
111  34.37822099 -103.31448500 1
111  34.37821807 -103.31448147 1
115  34.37821522 -103.31447803
120 Linear Feature 101
111  34.37851959 -103.31484527 1
111  34.37851667 -103.31484174 1
115  34.37851382 -103.31483831
120 Linear Feature 101
111  34.37881674 -103.31520380 1
111  34.37881382 -103.31520028 1
115  34.37881097 -103.31519684
120 Linear Feature 101
111  34.37911318 -103.31556146 1
111  34.37911026 -103.31555794 1
115  34.37910741 -103.31555450
120 Linear Feature 101
111  34.37941178 -103.31592173 1
111  34.37940886 -103.31591821 1
115  34.37940600 -103.31591477
120 Linear Feature 100
111  34.37667941 -103.31633583 51
111  34.37643654 -103.31663006 51
115  34.37622336 -103.31689041
120 Linear Feature 100
111  34.37727582 -103.31705294 51
111  34.37703267 -103.31734751 51
115  34.37681977 -103.31760752
120 Linear Feature 100
111  34.37787322 -103.31776765 51
111  34.37762831 -103.31806438 51
115  34.37741717 -103.31832224
120 Linear Feature 100
112  34.37717334 -103.31220999  34.37700555 -103.31206803 51
111  34.37689437 -103.31221127 51
111  34.37661417 -103.31254629 51
111  34.37652952 -103.31264750 51
116  34.37652651 -103.31295975  34.37662487 -103.31310697
120 Linear Feature 100
111  34.37719235 -103.31257055 51
111  34.37691204 -103.31290569 51
115  34.37682750 -103.31300678
120 Linear Feature 100
111  34.37748744 -103.31293333 51
111  34.37720992 -103.31326509 51
115  34.37712259 -103.31336956
120 Linear Feature 100
111  34.37778541 -103.31328910 51
111  34.37750635 -103.31362275 51
115  34.37742056 -103.31372534
120 Linear Feature 100
111  34.37849854 -103.31414612 51
111  34.37821807 -103.31448147 51
115  34.37813369 -103.31458236
120 Linear Feature 100
111  34.37879507 -103.31450891 51
111  34.37851667 -103.31484174 51
115  34.37843022 -103.31494515
120 Linear Feature 100
111  34.37909304 -103.31486644 51
111  34.37881382 -103.31520028 51
115  34.37872819 -103.31530268
120 Linear Feature 100
111  34.37939102 -103.31522222 51
111  34.37911026 -103.31555794 51
115  34.37902617 -103.31565846
120 Linear Feature 100
111  34.37968611 -103.31558677 51
111  34.37940886 -103.31591821 51
115  34.37932126 -103.31602301
120 Linear Feature 100
111  34.37846997 -103.31848143 51
111  34.37822324 -103.31878038 51
115  34.37801392 -103.31903602
120 Linear Feature 100
111  34.37905881 -103.31919064 51
111  34.37881230 -103.31948932 51
115  34.37860277 -103.31974523
120 Linear Feature 100
111  34.37998845 -103.31593738 51
111  34.37970535 -103.31627594 51
115  34.37962360 -103.31637363
120 Linear Feature 100
111  34.38027784 -103.31629323 51
111  34.37999750 -103.31662843 51
115  34.37991299 -103.31672948
120 Linear Feature 100
111  34.38058028 -103.31665967 51
111  34.38030057 -103.31699411 51
115  34.38021543 -103.31709592
120 Linear Feature 100
111  34.38087773 -103.31701702 51
111  34.38059739 -103.31735223 51
115  34.38051288 -103.31745328
120 Linear Feature 100
111  34.37965223 -103.31704873 51
111  34.37940405 -103.31734509 51
115  34.37931935 -103.31744623
120 Linear Feature 100
111  34.37995467 -103.31741517 51
111  34.37970705 -103.31771085 51
115  34.37962179 -103.31781268
120 Linear Feature 100
111  34.38025212 -103.31777253 51
111  34.38000380 -103.31806906 51
115  34.37991924 -103.31817004
120 Linear Feature 100
111  34.37905440 -103.31776285 51
111  34.37880762 -103.31806187 51
115  34.37872391 -103.31816328
120 Linear Feature 100
111  34.37935684 -103.31812930 51
111  34.37911083 -103.31842738 51
115  34.37902636 -103.31852973
120 Linear Feature 100
111  34.37965429 -103.31848666 51
111  34.37940778 -103.31878535 51
115  34.37932380 -103.31888709
120 Linear Feature 89
111  34.37809669 -103.31300697 51
115  34.37854655 -103.31246542
120 Linear Feature 89
111  34.37837731 -103.31334523 51
115  34.37882717 -103.31280367
120 Linear Feature 89
111  34.37967192 -103.31490507 51
115  34.38012178 -103.31436350
120 Linear Feature 89
111  34.38018543 -103.31552200 51
115  34.38063529 -103.31498043
120 Linear Feature 89
111  34.38069025 -103.31613017 51
115  34.38114012 -103.31558859
120 Linear Feature 104
111  34.37746388 -103.31256068 51
112  34.37719235 -103.31257055  34.37704891 -103.31270345
111  34.37719235 -103.31257055
112  34.37719235 -103.31257055  34.37729722 -103.31240259 51
115  34.37720352 -103.31224641
120 Linear Feature 104
111  34.37776104 -103.31291727 51
112  34.37748744 -103.31293333  34.37734399 -103.31306624
111  34.37748744 -103.31293333
112  34.37748744 -103.31293333  34.37759231 -103.31276537 51
115  34.37750420 -103.31260935
120 Linear Feature 104
111  34.37841238 -103.31370559 51
112  34.37814336 -103.31372099  34.37799991 -103.31385390
111  34.37814336 -103.31372099
112  34.37814336 -103.31372099  34.37824823 -103.31355303 51
115  34.37815942 -103.31340025
120 Linear Feature 104
111  34.37804879 -103.31326671 51
112  34.37778541 -103.31328910  34.37764197 -103.31342201
111  34.37778541 -103.31328910
112  34.37778541 -103.31328910  34.37789028 -103.31312114 51
115  34.37779898 -103.31296518
120 Linear Feature 104
111  34.37875934 -103.31412439 51
112  34.37849854 -103.31414612  34.37835509 -103.31427903
111  34.37849854 -103.31414612
112  34.37849854 -103.31414612  34.37860341 -103.31397816 51
115  34.37850948 -103.31382279
120 Linear Feature 104
111  34.37906204 -103.31448978 51
112  34.37879507 -103.31450891  34.37865162 -103.31464182
111  34.37879507 -103.31450891
112  34.37879507 -103.31450891  34.37889994 -103.31434095 51
115  34.37880457 -103.31417899
120 Linear Feature 104
111  34.37935882 -103.31484802 51
112  34.37909304 -103.31486644  34.37894960 -103.31499935
111  34.37909304 -103.31486644
112  34.37909304 -103.31486644  34.37919792 -103.31469848 51
115  34.37910309 -103.31453933
120 Linear Feature 104
111  34.37964658 -103.31519536 51
112  34.37939102 -103.31522222  34.37924758 -103.31535513
111  34.37939102 -103.31522222
112  34.37939102 -103.31522222  34.37949589 -103.31505426 51
115  34.37939813 -103.31489546
120 Linear Feature 104
111  34.37995838 -103.31557172 51
112  34.37968611 -103.31558677  34.37954266 -103.31571967
111  34.37968611 -103.31558677
112  34.37968611 -103.31558677  34.37979098 -103.31541880 51
115  34.37969599 -103.31525500
120 Linear Feature 102
111  34.37668184 -103.31601709 51
112  34.37667941 -103.31633583  34.37658182 -103.31649106
111  34.37667941 -103.31633583
112  34.37667941 -103.31633583  34.37681077 -103.31621661 51
115  34.37694058 -103.31632843
120 Linear Feature 102
111  34.37728177 -103.31673898 51
112  34.37727582 -103.31705294  34.37717823 -103.31720817
111  34.37727582 -103.31705294
112  34.37727582 -103.31705294  34.37740718 -103.31693372 51
115  34.37753623 -103.31704515
120 Linear Feature 102
111  34.37787994 -103.31745873 51
112  34.37787322 -103.31776765  34.37777563 -103.31792289
111  34.37787322 -103.31776765
112  34.37787322 -103.31776765  34.37800458 -103.31764844 51
115  34.37813234 -103.31776244
120 Linear Feature 102
111  34.37842412 -103.31811352 51
112  34.37843654 -103.31780906  34.37853635 -103.31766184
111  34.37843654 -103.31780906
112  34.37843654 -103.31780906  34.37830877 -103.31792093 51
115  34.37818289 -103.31782325
120 Linear Feature 102
111  34.37960953 -103.31668036 51
112  34.37962360 -103.31637363  34.37971497 -103.31622699
111  34.37962360 -103.31637363
112  34.37962360 -103.31637363  34.37949583 -103.31648550 51
115  34.37937232 -103.31639411
120 Linear Feature 102
111  34.37681649 -103.31330970 51
112  34.37682750 -103.31300678  34.37691887 -103.31286015
111  34.37682750 -103.31300678
112  34.37682750 -103.31300678  34.37669973 -103.31311865 51
115  34.37658129 -103.31302586
120 Linear Feature 102
111  34.37711319 -103.31366777 51
112  34.37712259 -103.31336956  34.37721396 -103.31322293
111  34.37712259 -103.31336956
112  34.37712259 -103.31336956  34.37699481 -103.31348144 51
115  34.37688114 -103.31338773
120 Linear Feature 102
111  34.37740968 -103.31402557 51
112  34.37742056 -103.31372534  34.37751193 -103.31357870
111  34.37742056 -103.31372534
112  34.37742056 -103.31372534  34.37729279 -103.31383721 51
115  34.37717827 -103.31374631
120 Linear Feature 102
111  34.37811923 -103.31488186 51
112  34.37813369 -103.31458236  34.37822506 -103.31443572
111  34.37813369 -103.31458236
112  34.37813369 -103.31458236  34.37800591 -103.31469423 51
115  34.37788467 -103.31459879
120 Linear Feature 102
111  34.37842024 -103.31524512 51
112  34.37843022 -103.31494515  34.37852159 -103.31479851
111  34.37843022 -103.31494515
112  34.37843022 -103.31494515  34.37830244 -103.31505702 51
115  34.37818850 -103.31496546
120 Linear Feature 102
111  34.37871744 -103.31560378 51
112  34.37872819 -103.31530268  34.37881956 -103.31515605
111  34.37872819 -103.31530268
112  34.37872819 -103.31530268  34.37860042 -103.31541456 51
115  34.37848287 -103.31532071
120 Linear Feature 102
111  34.37901741 -103.31596579 51
112  34.37902617 -103.31565846  34.37911754 -103.31551183
111  34.37902617 -103.31565846
112  34.37902617 -103.31565846  34.37889840 -103.31577034 51
115  34.37878078 -103.31568022
120 Linear Feature 102
111  34.37931042 -103.31631940 51
112  34.37932126 -103.31602301  34.37941263 -103.31587638
111  34.37932126 -103.31602301
112  34.37932126 -103.31602301  34.37919348 -103.31613489 51
115  34.37908037 -103.31604178
120 Linear Feature 102
111  34.37585366 -103.31675179 51
112  34.37586448 -103.31645614  34.37594179 -103.31631372
111  34.37586448 -103.31645614
112  34.37586448 -103.31645614  34.37573671 -103.31656801 51
115  34.37563448 -103.31648770
120 Linear Feature 102
111  34.37548690 -103.31630988 51
112  34.37551455 -103.31602611  34.37559186 -103.31588369
111  34.37551455 -103.31602611
112  34.37551455 -103.31602611  34.37538677 -103.31613798 51
115  34.37527281 -103.31605193
120 Linear Feature 102
111  34.37621848 -103.31719771 51
112  34.37622336 -103.31689041  34.37632317 -103.31671164
111  34.37622336 -103.31689041
112  34.37622336 -103.31689041  34.37609559 -103.31700228 51
115  34.37597757 -103.31690806
120 Linear Feature 102
111  34.37681185 -103.31791113 51
112  34.37681977 -103.31760752  34.37691958 -103.31742876
111  34.37681977 -103.31760752
112  34.37681977 -103.31760752  34.37669200 -103.31771939 51
115  34.37656691 -103.31761663
120 Linear Feature 102
111  34.37740700 -103.31862668 51
112  34.37741717 -103.31832224  34.37751698 -103.31814347
111  34.37741717 -103.31832224
112  34.37741717 -103.31832224  34.37728940 -103.31843411 51
115  34.37717452 -103.31834716
120 Linear Feature 104
111  34.38024993 -103.31592364 51
112  34.37998845 -103.31593738  34.37984501 -103.31607029
111  34.37998845 -103.31593738
112  34.37998845 -103.31593738  34.38009332 -103.31576942 51
115  34.37999593 -103.31561705
120 Linear Feature 104
111  34.38054428 -103.31627894 51
112  34.38027784 -103.31629323  34.38013440 -103.31642614
111  34.38027784 -103.31629323
112  34.38027784 -103.31629323  34.38038271 -103.31612526 51
115  34.38029027 -103.31597233
120 Linear Feature 104
111  34.38084741 -103.31664484 51
112  34.38058028 -103.31665967  34.38043684 -103.31679258
111  34.38058028 -103.31665967
112  34.38058028 -103.31665967  34.38068515 -103.31649170 51
115  34.38059681 -103.31634235
120 Linear Feature 104
111  34.38114447 -103.31700342 51
112  34.38087773 -103.31701702  34.38073429 -103.31714994
111  34.38087773 -103.31701702
112  34.38087773 -103.31701702  34.38098260 -103.31684906 51
115  34.38088812 -103.31669398
120 Linear Feature 103
111  34.37776255 -103.31445142 51
112  34.37751693 -103.31447285  34.37738196 -103.31458668
111  34.37751693 -103.31447285
112  34.37751693 -103.31447285  34.37761487 -103.31430195 51
111  34.37753424 -103.31417590 51
112  34.37775998 -103.31418113  34.37786603 -103.31410684
111  34.37775998 -103.31418113
114  34.37775998 -103.31418113  34.37769577 -103.31431159 51
120 Linear Feature 103
111  34.37990445 -103.31703628 51
112  34.37965223 -103.31704873  34.37950684 -103.31717013
111  34.37965223 -103.31704873
112  34.37965223 -103.31704873  34.37975017 -103.31687783 51
111  34.37966027 -103.31674160 51
112  34.37991299 -103.31672948  34.38003362 -103.31660976
111  34.37991299 -103.31672948
114  34.37991299 -103.31672948  34.37981962 -103.31687761 51
120 Linear Feature 103
111  34.38020867 -103.31740341 51
112  34.37995467 -103.31741517  34.37980929 -103.31753658
111  34.37995467 -103.31741517
112  34.37995467 -103.31741517  34.38005261 -103.31724427 51
111  34.37996272 -103.31710660 51
112  34.38021543 -103.31709592  34.38035342 -103.31698146
111  34.38021543 -103.31709592
114  34.38021543 -103.31709592  34.38011917 -103.31722827 51
120 Linear Feature 103
111  34.38050469 -103.31776065 51
112  34.38025212 -103.31777253  34.38010673 -103.31789394
111  34.38025212 -103.31777253
112  34.38025212 -103.31777253  34.38035006 -103.31760163 51
111  34.38025788 -103.31746280 51
