I
1050 Generated by WorldEditor 2.1.0r1

1   1843 1 0 SCBQ El Bosque
1302 city Santiago
112 -33.56466366 -070.69328542 -33.56489428 -070.69331700
111 -33.56487446 -070.69358178
111 -33.56482929 -070.69387671
111 -33.56478307 -070.69403860
111 -33.56476001 -070.69415540
111 -33.56482879 -070.69417572
111 -33.56484670 -070.69411390
111 -33.56484920 -070.69404044
111 -33.56486023 -070.69400366
111 -33.56492527 -070.69402167
111 -33.56501172 -070.69353299
111 -33.56495173 -070.69352099
111 -33.56499420 -070.69320917
111 -33.56494057 -070.69319691
111 -33.56490722 -070.69342075
112 -33.56465755 -070.69321653 -33.56444477 -070.69318499
111 -33.56465755 -070.69321653
111 -33.56440111 -070.69317996
112 -33.56426718 -070.69318835 -33.56419660 -070.69320620
111 -33.56426718 -070.69318835
111 -33.56382583 -070.69330078
112 -33.56342228 -070.69322124 -33.56324683 -070.69310080
111 -33.56342228 -070.69322124
111 -33.56006973 -070.69101880
111 -33.55978253 -070.69083013
111 -33.55953459 -070.69066724
111 -33.55947650 -070.69062908
111 -33.55964591 -070.69025491
111 -33.55965981 -070.69022421
111 -33.55963307 -070.69020734
111 -33.55962324 -070.69022914
111 -33.55957549 -070.69033507
111 -33.55947257 -070.69056343
112 -33.55947257 -070.69056343 -33.55944858 -070.69061277
111 -33.55941178 -070.69058710
111 -33.55936871 -070.69056022
111 -33.55936871 -070.69051547
111 -33.55888928 -070.69020383
111 -33.55885372 -070.69022049
111 -33.55805758 -070.68969805
112 -33.55805758 -070.68969805 -33.55782000 -070.68953989
111 -33.55769255 -070.68932348
111 -33.55748260 -070.68898409
112 -33.55725433 -070.68870913 -33.55713456 -070.68859769
111 -33.55725433 -070.68870913
112 -33.55725433 -070.68870913 -33.55713457 -070.68859770
111 -33.55705124 -070.68854771
111 -33.55399582 -070.68653856
111 -33.55389099 -070.68646373
112 -33.55389099 -070.68646373 -33.55385877 -070.68643115
111 -33.55386359 -070.68641038
111 -33.55379113 -070.68634592
112 -33.55379113 -070.68634592 -33.55378446 -070.68634992
111 -33.55377121 -070.68634395
112 -33.55358590 -070.68551392 -33.55370198 -070.68502267
111 -33.55358590 -070.68551392
111 -33.55370832 -070.68498028
112 -33.55370832 -070.68498028 -33.55377593 -070.68470084
111 -33.55355683 -070.68459268
111 -33.55293474 -070.68424792
111 -33.55169904 -070.68347683
112 -33.55169904 -070.68347683 -33.55149291 -070.68334942
111 -33.55153971 -070.68305683
111 -33.55242535 -070.67908934
112 -33.55242535 -070.67908934 -33.55255009 -070.67867173
111 -33.55285188 -070.67875851
111 -33.55472695 -070.67936561
112 -33.55472695 -070.67936561 -33.55481500 -070.67939580
111 -33.55483888 -070.67927815
111 -33.55490028 -070.67897182
112 -33.55500459 -070.67890494 -33.55509900 -070.67891090
111 -33.55500459 -070.67890494
111 -33.55509947 -070.67890643
111 -33.55520378 -070.67894371
111 -33.55512883 -070.67929895
111 -33.55531595 -070.67936677
111 -33.55536224 -070.67927670
111 -33.55540098 -070.67927670
111 -33.55550078 -070.67906265
111 -33.55582629 -070.67932156
111 -33.55690157 -070.68015458
111 -33.55693311 -070.68017902
112 -33.55693311 -070.68017902 -33.55696767 -070.68020568
111 -33.55695153 -070.68025187
111 -33.55702487 -070.68012030
112 -33.55697122 -070.68011484 -33.55693542 -070.68008966
111 -33.55697122 -070.68011484
111 -33.55685805 -070.68001936
111 -33.55707601 -070.67964123
111 -33.55745081 -070.67993207
111 -33.55752764 -070.67978244
111 -33.55720046 -070.67953054
111 -33.55723175 -070.67947797
111 -33.55719064 -070.67945639
111 -33.55713944 -070.67954631
111 -33.55712302 -070.67953645
111 -33.55733128 -070.67915336
112 -33.55741290 -070.67914758 -33.55746861 -070.67919066
111 -33.55741290 -070.67914758
111 -33.55762024 -070.67930646
112 -33.55764628 -070.67950796 -33.55759899 -070.67963339
111 -33.55764628 -070.67950796
111 -33.55787336 -070.67966916
112 -33.55787336 -070.67966916 -33.55794045 -070.67958717
111 -33.55800622 -070.67964972
111 -33.55877189 -070.68045458
112 -33.55877189 -070.68045458 -33.55879933 -070.68049498
111 -33.55879303 -070.68053804
111 -33.55870435 -070.68111061
112 -33.55870435 -070.68111061 -33.55868824 -070.68118793
112 -33.55862171 -070.68116133 -33.55860894 -070.68115093
111 -33.55862171 -070.68116133
111 -33.55793244 -070.68059894
111 -33.55791200 -070.68058250
112 -33.55791200 -070.68058250 -33.55788997 -070.68056488
111 -33.55790093 -070.68054150
111 -33.55797985 -070.68039419
111 -33.55794114 -070.68033125
111 -33.55795751 -070.68030405
111 -33.55787641 -070.68024779
111 -33.55787005 -070.68026459
111 -33.55779266 -070.68026608
111 -33.55746127 -070.68086484
111 -33.55749049 -070.68095630
112 -33.55746894 -070.68099645 -33.55744478 -070.68104051
111 -33.55746894 -070.68099645
112 -33.55746894 -070.68099645 -33.55743786 -070.68105313
111 -33.55738645 -070.68105955
111 -33.55753546 -070.68118267
112 -33.55755490 -070.68104668 -33.55757354 -070.68100939
111 -33.55755490 -070.68104668
111 -33.55757372 -070.68100810
111 -33.55764089 -070.68101257
111 -33.55783971 -070.68064944
112 -33.55787513 -070.68063918 -33.55789710 -070.68065529
111 -33.55787513 -070.68063918
111 -33.55790370 -070.68066164
111 -33.55959779 -070.68199434
112 -33.55959779 -070.68199434 -33.55966284 -070.68204688
111 -33.55971038 -070.68206151
112 -33.55961847 -070.68205913 -33.55957259 -070.68201895
111 -33.55961847 -070.68205913
111 -33.55945556 -070.68193136
111 -33.55935212 -070.68212285
111 -33.55934034 -070.68211738
111 -33.55931606 -070.68216179
111 -33.55930955 -070.68217827
111 -33.55940551 -070.68225733
111 -33.55943253 -070.68215295
111 -33.55949215 -070.68202773
111 -33.55956488 -070.68208246
111 -33.55952395 -070.68218815
111 -33.55942402 -070.68227259
111 -33.55956919 -070.68239220
111 -33.55966723 -070.68218326
111 -33.55970741 -070.68217120
111 -33.55974060 -070.68211289
112 -33.55974060 -070.68211289 -33.55977448 -070.68210837
111 -33.55979313 -070.68209046
111 -33.55993900 -070.68213985
112 -33.55993900 -070.68213985 -33.55999387 -070.68215931
111 -33.56003631 -070.68218327
112 -33.56015121 -070.68225669 -33.56020488 -070.68229863
111 -33.56015121 -070.68225669
111 -33.56017029 -070.68226927
111 -33.56020401 -070.68229150
111 -33.56067988 -070.68268140
111 -33.56066157 -070.68271835
111 -33.56069555 -070.68274272
111 -33.56071921 -070.68271363
111 -33.56092411 -070.68288151
112 -33.56093439 -070.68294565 -33.56091815 -070.68298163
111 -33.56093439 -070.68294565
111 -33.56081085 -070.68316774
112 -33.56081085 -070.68316774 -33.56080210 -070.68318273
111 -33.56077730 -070.68316914
111 -33.56077079 -070.68318649
111 -33.56089877 -070.68328454
111 -33.56091612 -070.68325677
111 -33.56104207 -070.68303296
112 -33.56104207 -070.68303296 -33.56105956 -070.68300598
111 -33.56110115 -070.68302588
111 -33.56173519 -070.68354292
111 -33.56183015 -070.68364188
111 -33.56192886 -070.68371535
112 -33.56192886 -070.68371535 -33.56194694 -070.68372982
112 -33.56191704 -070.68373665 -33.56190118 -070.68372347
111 -33.56191704 -070.68373665
111 -33.56189156 -070.68371523
111 -33.56177364 -070.68393184
111 -33.56227830 -070.68432661
111 -33.56231301 -070.68441425
111 -33.56232096 -070.68442466
111 -33.56232096 -070.68443855
111 -33.56235133 -070.68450189
111 -33.56236073 -070.68451317
111 -33.56237808 -070.68457564
111 -33.56245255 -070.68445243
111 -33.56241220 -070.68441916
111 -33.56251933 -070.68421586
112 -33.56251933 -070.68421586 -33.56253030 -070.68419538
111 -33.56254725 -070.68420409
111 -33.56258776 -070.68424332
111 -33.56262174 -070.68418518
111 -33.56252482 -070.68410994
112 -33.56248252 -070.68391560 -33.56251508 -070.68383208
111 -33.56248252 -070.68391560
111 -33.56265135 -070.68360816
111 -33.56284255 -070.68325658
111 -33.56281477 -070.68323512
111 -33.56264404 -070.68354245
111 -33.56251862 -070.68344555
111 -33.56249200 -070.68342499
111 -33.56235708 -070.68332075
111 -33.56252781 -070.68301342
111 -33.56249561 -070.68298854
111 -33.56232915 -070.68329463
111 -33.56230552 -070.68333808
111 -33.56215727 -070.68361069
112 -33.56215727 -070.68361069 -33.56207399 -070.68373437
111 -33.56197536 -070.68365582
111 -33.56115910 -070.68298033
112 -33.56113221 -070.68287192 -33.56116344 -070.68281495
111 -33.56113221 -070.68287192
111 -33.56151661 -070.68217610
111 -33.56224417 -070.68274848
111 -33.56226111 -070.68271782
111 -33.56153355 -070.68214544
111 -33.56158877 -070.68204549
112 -33.56158877 -070.68204549 -33.56160540 -070.68201860
112 -33.56164665 -070.68209152 -33.56163219 -070.68211928
111 -33.56164665 -070.68209152
111 -33.56161316 -070.68215156
111 -33.56166594 -070.68219407
111 -33.56185506 -070.68184482
111 -33.56180228 -070.68180231
112 -33.56180228 -070.68180231 -33.56178927 -070.68182487
112 -33.56175332 -070.68174763 -33.56176995 -070.68171900
111 -33.56175332 -070.68174763
111 -33.56182344 -070.68162071
111 -33.56171318 -070.68153420
111 -33.56143545 -070.68203361
111 -33.56100342 -070.68169381
111 -33.56096690 -070.68175949
111 -33.56139892 -070.68209929
111 -33.56102122 -070.68277847
112 -33.56102122 -070.68277847 -33.56098499 -070.68282195
111 -33.56093814 -070.68280320
111 -33.56045941 -070.68241432
112 -33.56044818 -070.68235578 -33.56046658 -070.68232635
111 -33.56044818 -070.68235578
111 -33.56039727 -070.68232117
112 -33.56039727 -070.68232117 -33.56037681 -070.68235186
111 -33.56036060 -070.68233727
111 -33.56017841 -070.68219235
112 -33.56017754 -070.68214586 -33.56019491 -070.68211398
111 -33.56017754 -070.68214586
111 -33.56011618 -070.68210881
112 -33.56011618 -070.68210881 -33.56009764 -070.68213848
111 -33.56008242 -070.68213727
111 -33.56005344 -070.68212609
112 -33.55994714 -070.68206983 -33.55989894 -070.68205230
111 -33.55994714 -070.68206983
111 -33.55973580 -070.68200236
112 -33.55962147 -070.68193500 -33.55956118 -070.68188510
111 -33.55962147 -070.68193500
111 -33.55884901 -070.68132160
112 -33.55875246 -070.68112747 -33.55877112 -070.68101554
111 -33.55875246 -070.68112747
111 -33.55887422 -070.68036571
111 -33.55889191 -070.68035072
111 -33.55890353 -070.68027850
111 -33.55885008 -070.68026803
111 -33.55884499 -070.68030013
112 -33.55884499 -070.68030013 -33.55884038 -070.68033089
111 -33.55879902 -070.68031344
111 -33.55855635 -070.68007222
111 -33.55851680 -070.68007722
111 -33.55800480 -070.67954024
111 -33.55786319 -070.67941029
111 -33.55765185 -070.67923914
111 -33.55743532 -070.67905300
112 -33.55743532 -070.67905300 -33.55740869 -070.67903088
111 -33.55742509 -070.67899522
111 -33.55746178 -070.67891597
111 -33.55740650 -070.67886893
111 -33.55706840 -070.67948100
111 -33.55681075 -070.67996629
112 -33.55681075 -070.67996629 -33.55679026 -070.67999333
111 -33.55675863 -070.67996991
111 -33.55550428 -070.67898310
112 -33.55550428 -070.67898310 -33.55548141 -070.67896565
111 -33.55550126 -070.67892029
111 -33.55573267 -070.67845874
111 -33.55569209 -070.67842798
111 -33.55565239 -070.67851198
111 -33.55560133 -070.67851323
111 -33.55554311 -070.67867542
111 -33.55550358 -070.67865794
111 -33.55549315 -070.67868298
111 -33.55522653 -070.67859550
111 -33.55516822 -070.67886542
111 -33.55510833 -070.67885675
111 -33.55499377 -070.67885424
112 -33.55499377 -070.67885424 -33.55492897 -070.67885424
111 -33.55494230 -070.67879518
111 -33.55527646 -070.67716375
112 -33.55527646 -070.67716375 -33.55531284 -070.67701160
111 -33.55545212 -070.67689935
111 -33.55569256 -070.67675571
112 -33.55569256 -070.67675571 -33.55572696 -070.67673570
111 -33.55574568 -070.67671948
112 -33.55576772 -070.67673239 -33.55576178 -070.67675850
111 -33.55576772 -070.67673239
111 -33.55557495 -070.67763640
111 -33.55560322 -070.67763901
111 -33.55580116 -070.67672015
112 -33.55580116 -070.67672015 -33.55581199 -070.67668836
112 -33.55584610 -070.67669950 -33.55586054 -070.67670816
111 -33.55584610 -070.67669950
112 -33.55584610 -070.67669950 -33.55586071 -070.67670826
112 -33.55597694 -070.67694124 -33.55598629 -070.67713064
111 -33.55597694 -070.67694124
111 -33.55600312 -070.67694366
112 -33.55600312 -070.67694366 -33.55599478 -070.67673961
111 -33.55587096 -070.67667094
111 -33.55587297 -070.67665163
111 -33.55590446 -070.67659117
111 -33.55580871 -070.67652426
112 -33.55566290 -070.67668821 -33.55558706 -070.67672935
111 -33.55566290 -070.67668821
111 -33.55542863 -070.67683189
112 -33.55521597 -070.67715464 -33.55517323 -070.67736481
111 -33.55521597 -070.67715464
111 -33.55478082 -070.67926078
112 -33.55473578 -070.67929523 -33.55469996 -070.67928173
111 -33.55473578 -070.67929523
111 -33.55286501 -070.67868936
112 -33.55236565 -070.67907336 -33.55225932 -070.67954744
111 -33.55236565 -070.67907336
111 -33.55148285 -070.68303566
112 -33.55166950 -070.68354737 -33.55192914 -070.68370877
111 -33.55166950 -070.68354737
111 -33.55290521 -070.68431187
111 -33.55352569 -070.68465541
112 -33.55365340 -070.68495560 -33.55360150 -070.68517481
111 -33.55365340 -070.68495560
111 -33.55352743 -070.68549774
112 -33.55352743 -070.68549774 -33.55339932 -070.68605293
111 -33.55374098 -070.68641281
112 -33.55374919 -070.68648078 -33.55373682 -070.68652035
111 -33.55374919 -070.68648078
111 -33.55373040 -070.68654718
111 -33.55373456 -070.68658089
111 -33.55345540 -070.68752080
111 -33.55351867 -070.68754358
111 -33.55353691 -070.68753457
111 -33.55353797 -070.68751048
111 -33.55357211 -070.68739575
111 -33.55382524 -070.68654504
112 -33.55382524 -070.68654504 -33.55383442 -070.68652179
111 -33.55386092 -070.68652668
111 -33.55397118 -070.68661031
111 -33.55565120 -070.68771393
111 -33.55571703 -070.68775717
111 -33.55635631 -070.68817712
111 -33.55651423 -070.68828086
111 -33.55699778 -070.68859851
111 -33.55702140 -070.68861402
112 -33.55714833 -070.68871015 -33.55718993 -070.68874885
111 -33.55714833 -070.68871015
111 -33.55730370 -070.68885626
111 -33.55742809 -070.68902392
111 -33.55763850 -070.68935898
112 -33.55803168 -070.68976414 -33.55826341 -070.68991620
111 -33.55803168 -070.68976414
111 -33.55815093 -070.68984390
111 -33.55820899 -070.68988273
111 -33.55825461 -070.68991324
111 -33.55838307 -070.68999731
111 -33.55883160 -070.69029083
111 -33.55939999 -070.69066524
113 -33.55967447 -070.69084607
111 -33.56145562 -070.68213015
111 -33.56146608 -070.68213817
111 -33.56109245 -070.68281316
112 -33.56109245 -070.68281316 -33.56108403 -070.68282885
112 -33.56108025 -070.68280374 -33.56108809 -070.68278875
113 -33.56108025 -070.68280374
111 -33.56153697 -070.68197883
112 -33.56153697 -070.68197883 -33.56154365 -070.68196767
112 -33.56154888 -070.68198859 -33.56154248 -070.68200115
111 -33.56154888 -070.68198859
111 -33.56148438 -070.68210574
113 -33.56147247 -070.68209737
111 -33.56086918 -070.68321609
112 -33.56086918 -070.68321609 -33.56086039 -070.68323115
112 -33.56085663 -070.68320655 -33.56086500 -070.68319149
111 -33.56085663 -070.68320655
111 -33.56099302 -070.68295954
112 -33.56099302 -070.68295954 -33.56100264 -070.68294448
112 -33.56100515 -070.68297008 -33.56099636 -070.68298514
113 -33.56100515 -070.68297008
111 -33.56262326 -070.68357363
111 -33.56247231 -070.68385348
112 -33.56247231 -070.68385348 -33.56242952 -070.68393179
112 -33.56223912 -070.68388804 -33.56216713 -070.68382765
111 -33.56223912 -070.68388804
112 -33.56223912 -070.68388804 -33.56217100 -070.68383090
112 -33.56218186 -070.68363610 -33.56221678 -070.68357172
111 -33.56218186 -070.68363610
113 -33.56234114 -070.68335501
112 -33.56212844 -070.68368617 -33.56217664 -070.68365508
111 -33.56212844 -070.68368617
111 -33.56213567 -070.68368906
112 -33.56213567 -070.68368906 -33.56211760 -070.68374328
111 -33.56215073 -070.68380907
111 -33.56214772 -070.68381341
111 -33.56203265 -070.68372087
113 -33.56203988 -070.68371075
111 -33.56235195 -070.68397319
111 -33.56235315 -070.68396885
112 -33.56243448 -070.68393993 -33.56247906 -070.68390595
111 -33.56244111 -070.68394499
112 -33.56244111 -070.68394499 -33.56243147 -070.68400066
111 -33.56243930 -070.68403753
113 -33.56243629 -070.68404187
111 -33.56241280 -070.68409031
111 -33.56241641 -070.68411417
111 -33.56241039 -070.68412791
111 -33.56222544 -070.68399126
111 -33.56222965 -070.68397102
113 -33.56223869 -070.68395584
111 -33.56216760 -070.68390306
111 -33.56217001 -070.68391391
111 -33.56216338 -070.68392330
111 -33.56214772 -070.68392041
111 -33.56212844 -070.68388065
113 -33.56213507 -070.68387559
111 -33.56202844 -070.68379823
111 -33.56203506 -070.68380257
111 -33.56200193 -070.68386257
113 -33.56199349 -070.68385824
111 -33.56197826 -070.68387536
111 -33.56236648 -070.68418074
111 -33.56229636 -070.68430827
113 -33.56191031 -070.68399768
110 1 0.00 33.5500 New Taxiway 16
111 -33.56444535 -070.68622541
111 -33.56447137 -070.68617682
111 -33.56415905 -070.68592884
111 -33.56405250 -070.68584385
111 -33.56406874 -070.68581986
111 -33.56404776 -070.68580312
111 -33.56403152 -070.68582711
111 -33.56390764 -070.68572829
112 -33.56393738 -070.68565887 -33.56397360 -070.68563338
111 -33.56393738 -070.68565887
111 -33.56407842 -070.68576779
111 -33.56420584 -070.68553991
111 -33.56387419 -070.68527674
111 -33.56374677 -070.68550461
111 -33.56388137 -070.68561446
112 -33.56388137 -070.68561446 -33.56387137 -070.68566843
111 -33.56383562 -070.68567084
111 -33.56340976 -070.68533112
111 -33.56341475 -070.68531763
111 -33.56338477 -070.68528765
111 -33.56349221 -070.68509276
111 -33.56335854 -070.68499081
111 -33.56328233 -070.68512724
111 -33.56326110 -070.68511374
111 -33.56321987 -070.68515722
111 -33.56256653 -070.68464001
112 -33.56256653 -070.68464001 -33.56254904 -070.68462652
112 -33.56255778 -070.68458304 -33.56256403 -070.68456805
111 -33.56255778 -070.68458304
111 -33.56267741 -070.68436769
111 -33.56276002 -070.68443322
111 -33.56270130 -070.68453367
111 -33.56272014 -070.68454861
111 -33.56277885 -070.68444817
111 -33.56341821 -070.68495536
111 -33.56343785 -070.68492000
111 -33.56322931 -070.68475457
111 -33.56342794 -070.68438877
111 -33.56312944 -070.68415197
111 -33.56293081 -070.68451776
111 -33.56269706 -070.68433232
111 -33.56273267 -070.68426822
111 -33.56269838 -070.68424158
111 -33.56250317 -070.68457217
111 -33.56246412 -070.68458432
111 -33.56242797 -070.68464332
111 -33.56247931 -070.68469278
111 -33.56251531 -070.68469548
111 -33.56313866 -070.68518961
112 -33.56315619 -070.68527560 -33.56313745 -070.68531458
111 -33.56315619 -070.68527560
111 -33.56303586 -070.68547627
112 -33.56303586 -070.68547627 -33.56302711 -070.68549126
111 -33.56301373 -070.68549234
111 -33.56290321 -070.68552197
111 -33.56317626 -070.68574164
111 -33.56313681 -070.68560445
112 -33.56313882 -070.68556155 -33.56314757 -070.68554506
111 -33.56313882 -070.68556155
111 -33.56322859 -070.68540198
112 -33.56322859 -070.68540198 -33.56324233 -070.68537649
111 -33.56326266 -070.68538590
111 -33.56330377 -070.68541729
113 -33.56334099 -070.68535000
110 1 0.00 153.0000 New Taxiway 15
111 -33.56730919 -070.68872440
111 -33.56743062 -070.68880536
111 -33.56747816 -070.68871241
113 -33.56736273 -070.68862966
110 1 0.00 153.0000 New Taxiway 14
111 -33.56739366 -070.68964566
112 -33.56739366 -070.68964566 -33.56736818 -070.68968524
111 -33.56732401 -070.68966968
111 -33.56746286 -070.68976124
112 -33.56745438 -070.68965705 -33.56748286 -070.68959768
111 -33.56745438 -070.68965705
111 -33.56753249 -070.68950982
111 -33.56756525 -070.68944506
111 -33.56767567 -070.68923392
111 -33.56771469 -070.68915931
111 -33.56780816 -070.68898059
111 -33.56774070 -070.68893921
111 -33.56768009 -070.68905822
111 -33.56759970 -070.68921605
111 -33.56759768 -070.68925314
111 -33.56751192 -070.68941701
113 -33.56749450 -070.68944767
110 1 0.00 153.0000 New Taxiway 13
111 -33.56414532 -070.68652090
111 -33.56419940 -070.68656364
111 -33.56427024 -070.68643350
113 -33.56421617 -070.68639076
110 1 0.00 153.0000 Storage
111 -33.56770033 -070.69708928
111 -33.56792801 -070.69713782
111 -33.56806113 -070.69616199
111 -33.56781109 -070.69611234
112 -33.56781109 -070.69611234 -33.56777331 -070.69610370
112 -33.56774615 -070.69594970 -33.56776054 -070.69589789
111 -33.56774615 -070.69594970
111 -33.56772220 -070.69594346
111 -33.56773553 -070.69587917
111 -33.56740777 -070.69580976
111 -33.56739944 -070.69586973
111 -33.56738382 -070.69586474
112 -33.56738382 -070.69586474 -33.56739462 -070.69596836
112 -33.56730200 -070.69599576 -33.56725883 -070.69598712
111 -33.56730200 -070.69599576
111 -33.56717248 -070.69597848
111 -33.56714767 -070.69601875
111 -33.56714227 -070.69606841
113 -33.56783048 -070.69621335
110 1 0.00 153.0000 BP 03
111 -33.56894612 -070.69331145
111 -33.56898871 -070.69333948
111 -33.56901602 -070.69335745
111 -33.56911137 -070.69342019
111 -33.56931936 -070.69355704
111 -33.56942341 -070.69362550
111 -33.56958811 -070.69373387
111 -33.57086990 -070.69457728
111 -33.57093965 -070.69458977
111 -33.57113120 -070.69414498
111 -33.56981721 -070.69328052
111 -33.56946363 -070.69304791
111 -33.56929818 -070.69293906
111 -33.56924422 -070.69290356
113 -33.56916037 -070.69284840
130 Terain Boundary
111 -33.57072867 -070.69795877
111 -33.57338418 -070.68998636
111 -33.55533182 -070.67579050
111 -33.55462785 -070.67906729
111 -33.55239218 -070.67804614
111 -33.55113896 -070.68360615
111 -33.55342879 -070.68497062
111 -33.55250822 -070.68920325
111 -33.55668561 -070.69106914
113 -33.55635296 -070.69488426
120 Linear Feature 19
111 -33.56642269 -070.68858473 5
115 -33.56625437 -070.68844986
120 Linear Feature 18
111 -33.56430074 -070.68722495 5
115 -33.56418815 -070.68714067
120 Linear Feature 17
111 -33.56186491 -070.68554531 5
115 -33.56175679 -070.68547214
120 Linear Feature 16
111 -33.55888539 -070.68358256 5
115 -33.55869644 -070.68345414
120 Linear Feature 15
111 -33.55548342 -070.68094883 5
115 -33.55541825 -070.68090142
120 Linear Feature 14
111 -33.55508770 -070.68290506 4
115 -33.55484382 -070.68280286
120 Linear Feature 13
111 -33.56121174 -070.68697933 4
115 -33.56110041 -070.68690228
120 Linear Feature 12
111 -33.56366280 -070.68859502 4
115 -33.56355450 -070.68852399
120 Linear Feature 11
111 -33.56938007 -070.69236319 4
115 -33.56926739 -070.69229202
120 parralel
111 -33.55559576 -070.68418809 51
111 -33.55509597 -070.68386723
112 -33.55509597 -070.68386723 -33.55490855 -070.68374428 51
112 -33.55482233 -070.68307858 -33.55492604 -070.68273823
111 -33.55482233 -070.68307858 51
111 -33.55510347 -070.68214150
112 -33.55510347 -070.68214150 -33.55518693 -070.68188392 51
112 -33.55548206 -070.68194509 -33.55555578 -070.68199517
111 -33.55548206 -070.68194509 51
111 -33.55848802 -070.68392875 51
111 -33.55851893 -070.68394915 51
111 -33.55868061 -070.68405585 51
111 -33.55878081 -070.68412197 51
111 -33.56145718 -070.68588813 51
111 -33.56173747 -070.68607309 51
111 -33.56391421 -070.68750955 51
111 -33.56418958 -070.68769126 51
111 -33.56599674 -070.68888383 51
111 -33.56621288 -070.68902646 51
111 -33.56931635 -070.69107447
112 -33.56931635 -070.69107447 -33.56950627 -070.69120044 51
112 -33.56950502 -070.69193973 -33.56933384 -070.69230412
111 -33.56950502 -070.69193973 51
111 -33.56920140 -070.69259504
112 -33.56920140 -070.69259504 -33.56909394 -070.69282297 51
112 -33.56858166 -070.69275549 -33.56834550 -070.69259654
111 -33.56858166 -070.69275549 51
115 -33.56813434 -070.69246008
120 Linear Feature 27
111 -33.56158012 -070.68813618 51
111 -33.56111157 -070.68782879 51
112 -33.56097931 -070.68733148 -33.56109766 -070.68700327
111 -33.56097931 -070.68733148 51
111 -33.56152047 -070.68614450 51
111 -33.56167096 -070.68581548 51
111 -33.56190755 -070.68529822 51
111 -33.56205059 -070.68498549
112 -33.56205059 -070.68498549 -33.56209606 -070.68488990 51
111 -33.56201744 -070.68481846 51
111 -33.56199065 -070.68479709 51
111 -33.56189839 -070.68472348 51
111 -33.56188391 -070.68471193 51
111 -33.56178977 -070.68463686 51
111 -33.56177966 -070.68462880 51
111 -33.56168990 -070.68455722 51
111 -33.56167537 -070.68454564 51
111 -33.56158273 -070.68447176 51
111 -33.56157040 -070.68446192 51
111 -33.56147812 -070.68438834 51
111 -33.56146506 -070.68437793 51
111 -33.56137312 -070.68430461 51
111 -33.56136117 -070.68429508 51
111 -33.56126888 -070.68422148 51
111 -33.56125477 -070.68421023 51
111 -33.56116315 -070.68413716 51
111 -33.56115120 -070.68412764 51
111 -33.56105965 -070.68405462 51
111 -33.56104626 -070.68404395 51
111 -33.56095393 -070.68397032 51
111 -33.56094233 -070.68396107 51
111 -33.56084966 -070.68388717 51
111 -33.56083483 -070.68387534 51
111 -33.56074322 -070.68380229 51
111 -33.56073092 -070.68379248 51
111 -33.56063860 -070.68371886 51
111 -33.56062524 -070.68370820 51
111 -33.56053290 -070.68363457 51
111 -33.56052155 -070.68362504 51
111 -33.56042965 -070.68355171 51
111 -33.56041768 -070.68354217 51
111 -33.56032465 -070.68346795 51
111 -33.56030874 -070.68345525 51
111 -33.56024767 -070.68340653 51
111 -33.56021788 -070.68338277 51
111 -33.56020560 -070.68337297 51
111 -33.56017989 -070.68335246 51
111 -33.56011365 -070.68329960 51
111 -33.56010746 -070.68329467 51
111 -33.56010135 -070.68328979 51
111 -33.56003919 -070.68324021 51
111 -33.56000949 -070.68321699 51
111 -33.55999494 -070.68320563 51
111 -33.55996987 -070.68318490 51
111 -33.55990483 -070.68313301 51
111 -33.55990000 -070.68312916 51
111 -33.55989154 -070.68312289 51
111 -33.55982860 -070.68307220 51
111 -33.55979869 -070.68304849 51
111 -33.55978563 -070.68303815 51
111 -33.55969491 -070.68296626 51
111 -33.55968007 -070.68295369 51
111 -33.55958776 -070.68288005 51
111 -33.55957403 -070.68286910 51
111 -33.55948534 -070.68279834 51
111 -33.55947085 -070.68278678 51
111 -33.55939093 -070.68272302
112 -33.55939093 -070.68272302 -33.55934234 -070.68268449 51
116 -33.55913533 -070.68281205 -33.55909542 -070.68289535
120 Linear Feature 25
111 -33.56599674 -070.68888383 51
112 -33.56616573 -070.68881869 -33.56623324 -070.68870039
111 -33.56616573 -070.68881869 51
111 -33.56637120 -070.68845776
112 -33.56637120 -070.68845776 -33.56642731 -070.68835136 51
111 -33.56634009 -070.68825800 51
111 -33.56558344 -070.68765104 51
111 -33.56508793 -070.68725357 51
111 -33.56467732 -070.68692418 51
111 -33.56458119 -070.68684707
112 -33.56458119 -070.68684707 -33.56446458 -070.68675835 51
115 -33.56438229 -070.68688815
120 Linear Feature 24
112 -33.56616573 -070.68881869 -33.56612096 -070.68894615 51
115 -33.56621288 -070.68902646
120 Linear Feature 23
111 -33.56401792 -070.68974559 51
111 -33.56355145 -070.68944069 51
112 -33.56341740 -070.68896341 -33.56350961 -070.68864382
111 -33.56341740 -070.68896341 51
111 -33.56397265 -070.68776919 51
111 -33.56412939 -070.68743207 51
111 -33.56438229 -070.68688815 51
111 -33.56440708 -070.68683483
112 -33.56440708 -070.68683483 -33.56447593 -070.68670051 51
112 -33.56476356 -070.68665954 -33.56485683 -070.68673069
111 -33.56476356 -070.68665954 51
115 -33.56597652 -070.68762154
120 Linear Feature 30
111 -33.55903534 -070.68302998 51
112 -33.55917491 -070.68299616 -33.55924613 -070.68305404
111 -33.55917491 -070.68299616 51
111 -33.55928887 -070.68308707 51
111 -33.55939201 -070.68316935 51
