A
1050 Generated by WorldEditor 2.0.0r4

1      8 1 0 KOAK Metro Oakland Intl
115  37.70983879 -122.21257175
120 Linear Feature 52
111  37.71008805 -122.21211425 51
115  37.71010414 -122.21209977
120 Linear Feature 3
111  37.71077999 -122.21238138 52
115  37.71083978 -122.21232761
120 Linear Feature 52
111  37.71057782 -122.21180188 51
115  37.71059578 -122.21180516
120 Linear Feature 52
111  37.71057452 -122.21183379 51
115  37.71059248 -122.21183707
120 Linear Feature 52
111  37.71099186 -122.21232171 51
115  37.71100241 -122.21234055
120 Linear Feature 2
111  37.71076347 -122.21299299 52
115  37.71082736 -122.21284772
120 Linear Feature 1
111  37.71166251 -122.21381335 52
115  37.71177010 -122.21371302
120 Linear Feature 52
111  37.71093458 -122.21281683 51
111  37.71094079 -122.21282116 51
115  37.71095163 -122.21282863
120 Linear Feature 52
111  37.71133415 -122.21295296 51
115  37.71135016 -122.21296650
120 Linear Feature 52
111  37.71168787 -122.21328752 51
115  37.71169957 -122.21330712
120 Linear Feature 52
111  37.71187860 -122.21374087 51
115  37.71189030 -122.21376047
120 Linear Feature 52
111  37.71164945 -122.21449201 51
115  37.71163637 -122.21450443
120 Linear Feature 52
111  37.71166107 -122.21451178 51
115  37.71164799 -122.21452420
120 Linear Feature 52
111  37.71168789 -122.21455783 51
115  37.71167481 -122.21457025
120 Linear Feature 52
111  37.71170025 -122.21457811 51
115  37.71168717 -122.21459052
120 Linear Feature 52
111  37.71125969 -122.21459897 51
115  37.71125024 -122.21461232
120 Linear Feature 52
111  37.71127293 -122.21461287 51
115  37.71126349 -122.21462622
120 Linear Feature 52
111  37.71129177 -122.21463511 51
115  37.71128232 -122.21464847
120 Linear Feature 52
111  37.71131288 -122.21465846 51
115  37.71130343 -122.21467181
120 Linear Feature 52
111  37.71132916 -122.21467791 51
115  37.71131971 -122.21469126
120 Linear Feature 52
111  37.71126663 -122.21514101 51
115  37.71125753 -122.21515980
120 Linear Feature 52
111  37.71088670 -122.21547993 51
115  37.71087371 -122.21549235
120 Linear Feature 52
111  37.71088670 -122.21547993 51
115  37.71087371 -122.21549235
120 Linear Feature 52
111  37.71124928 -122.21512741 51
115  37.71124018 -122.21514620
120 Linear Feature 52
111  37.71123515 -122.21511626 51
115  37.71122605 -122.21513505
120 Linear Feature 52
111  37.71122129 -122.21510568 51
115  37.71121218 -122.21512447
120 Linear Feature 52
111  37.71120539 -122.21509193 51
115  37.71119628 -122.21511072
120 Linear Feature 52
111  37.71122124 -122.21519209 51
115  37.71121555 -122.21521032
120 Linear Feature 52
111  37.71124637 -122.21520558 51
111  37.71124465 -122.21521109 51
115  37.71124068 -122.21522381
120 Linear Feature 52
111  37.71098083 -122.21563989 51
115  37.71096784 -122.21565231
120 Linear Feature 52
111  37.71096892 -122.21561904 51
115  37.71095594 -122.21563146
120 Linear Feature 52
111  37.71095788 -122.21560091 51
115  37.71094489 -122.21561333
120 Linear Feature 52
111  37.71094196 -122.21557226 51
115  37.71092897 -122.21558468
120 Linear Feature 52
111  37.71093063 -122.21555340 51
115  37.71091764 -122.21556582
120 Linear Feature 52
111  37.71060551 -122.21590441 51
115  37.71059071 -122.21591482
120 Linear Feature 52
111  37.71077660 -122.21552102 51
111  37.71077132 -122.21552574 51
115  37.71076299 -122.21553318
120 Linear Feature 52
111  37.71059709 -122.21588499 51
115  37.71058229 -122.21589539
120 Linear Feature 52
111  37.71058364 -122.21585478 51
115  37.71056884 -122.21586518
120 Linear Feature 52
111  37.71056763 -122.21582018 51
115  37.71055284 -122.21583059
120 Linear Feature 52
111  37.71055524 -122.21578951 51
115  37.71054044 -122.21579991
120 Linear Feature 52
111  37.71034982 -122.21601548 51
115  37.71034066 -122.21603429
120 Linear Feature 52
111  37.71031959 -122.21599141 51
115  37.71031042 -122.21601022
120 Linear Feature 52
111  37.71030781 -122.21598198 51
115  37.71029864 -122.21600079
120 Linear Feature 52
111  37.71029603 -122.21597354 51
115  37.71028687 -122.21599236
120 Linear Feature 52
111  37.71028389 -122.21596389 51
115  37.71027473 -122.21598271
120 Linear Feature 52
111  37.71027572 -122.21595666 51
115  37.71026655 -122.21597547
120 Linear Feature 52
111  37.71020610 -122.21627208 51
115  37.71020648 -122.21629450
120 Linear Feature 52
111  37.71018566 -122.21627208 51
115  37.71018603 -122.21629450
120 Linear Feature 52
111  37.71016782 -122.21627249 51
115  37.71016820 -122.21629491
120 Linear Feature 52
111  37.71014067 -122.21627270 51
115  37.71014104 -122.21629512
120 Linear Feature 52
111  37.71012120 -122.21627270 51
115  37.71012157 -122.21629512
120 Linear Feature 52
111  37.71033697 -122.21659300 51
115  37.71034472 -122.21661240
120 Linear Feature 52
111  37.71034503 -122.21658797 51
115  37.71035279 -122.21660738
120 Linear Feature 52
111  37.71035708 -122.21658079 51
115  37.71036483 -122.21660020
120 Linear Feature 52
111  37.71036480 -122.21657591 51
115  37.71037256 -122.21659532
120 Linear Feature 52
111  37.71038298 -122.21656414 51
115  37.71039073 -122.21658354
120 Linear Feature 52
111  37.71048790 -122.21682482 51
115  37.71050475 -122.21683527
120 Linear Feature 52
111  37.71048332 -122.21683785 51
115  37.71050017 -122.21684829
120 Linear Feature 52
111  37.71047612 -122.21685791 51
115  37.71049297 -122.21686835
120 Linear Feature 52
111  37.71046385 -122.21688913 51
115  37.71048070 -122.21689958
120 Linear Feature 52
111  37.71045616 -122.21691085 51
115  37.71047301 -122.21692129
120 Linear Feature 52
111  37.71133302 -122.21649133 51
115  37.71134479 -122.21647420
120 Linear Feature 52
111  37.71166461 -122.21565602 51
115  37.71167182 -122.21563564
120 Linear Feature 52
111  37.71073027 -122.21688142 51
115  37.71074780 -122.21687756
120 Linear Feature 52
111  37.71073828 -122.21693264 51
115  37.71075581 -122.21692878
120 Linear Feature 52
111  37.71074055 -122.21694987 51
115  37.71075808 -122.21694601
120 Linear Feature 52
111  37.71074462 -122.21697859 51
115  37.71076215 -122.21697473
120 Linear Feature 52
111  37.71074850 -122.21700264 51
115  37.71076603 -122.21699879
120 Linear Feature 52
111  37.71100036 -122.21660277 51
115  37.71101672 -122.21659247
120 Linear Feature 52
111  37.71100968 -122.21662546 51
115  37.71102604 -122.21661516
120 Linear Feature 52
111  37.71102229 -122.21665806 51
115  37.71103865 -122.21664776
120 Linear Feature 52
111  37.71102683 -122.21666969 51
115  37.71104319 -122.21665939
120 Linear Feature 52
111  37.71103740 -122.21669784 51
115  37.71105376 -122.21668754
120 Linear Feature 52
111  37.71104137 -122.21670789 51
115  37.71105773 -122.21669759
120 Linear Feature 52
111  37.71128337 -122.21643776 51
115  37.71129515 -122.21642064
120 Linear Feature 52
111  37.71129871 -122.21645500 51
115  37.71131048 -122.21643787
120 Linear Feature 52
111  37.71131268 -122.21646893 51
115  37.71132446 -122.21645180
120 Linear Feature 52
111  37.71133980 -122.21649921 51
115  37.71135158 -122.21648208
120 Linear Feature 52
111  37.71134738 -122.21650709 51
115  37.71135915 -122.21648996
120 Linear Feature 52
111  37.71141270 -122.21610209 51
115  37.71142682 -122.21608874
120 Linear Feature 52
111  37.71158937 -122.21606607 51
115  37.71160176 -122.21604778
120 Linear Feature 52
111  37.71160504 -122.21608331 51
115  37.71161744 -122.21606501
120 Linear Feature 52
111  37.71161831 -122.21609741 51
115  37.71163070 -122.21607912
120 Linear Feature 52
111  37.71162909 -122.21610895 51
115  37.71164149 -122.21609065
120 Linear Feature 52
111  37.71164954 -122.21613149 51
115  37.71166194 -122.21611319
120 Linear Feature 52
111  37.71164538 -122.21564555 51
115  37.71165259 -122.21562516
120 Linear Feature 52
111  37.71168099 -122.21566495 51
115  37.71168820 -122.21564457
120 Linear Feature 52
111  37.71170646 -122.21567950 51
115  37.71171367 -122.21565911
120 Linear Feature 52
111  37.71172437 -122.21568863 51
115  37.71173158 -122.21566824
120 Linear Feature 52
111  37.71188258 -122.21525039 51
115  37.71189661 -122.21523983
120 Linear Feature 52
111  37.71196969 -122.21511174 51
115  37.71198294 -122.21509969
120 Linear Feature 52
111  37.71197794 -122.21512613 51
115  37.71199118 -122.21511408
120 Linear Feature 52
111  37.71200228 -122.21516757 51
115  37.71201552 -122.21515552
120 Linear Feature 52
111  37.71201131 -122.21518147 51
115  37.71202455 -122.21516942
120 Linear Feature 52
111  37.71202643 -122.21520951 51
115  37.71203967 -122.21519746
120 Linear Feature 52
111  37.71203801 -122.21522837 51
115  37.71205125 -122.21521632
120 Linear Feature 52
111  37.71272961 -122.21601171 51
115  37.71273304 -122.21599370
120 Linear Feature 52
111  37.71274382 -122.21585916 51
115  37.71275716 -122.21584681
120 Linear Feature 52
111  37.71276051 -122.21588542 51
115  37.71277384 -122.21587308
120 Linear Feature 52
111  37.71276869 -122.21589949 51
115  37.71278202 -122.21588714
120 Linear Feature 52
111  37.71277817 -122.21591624 51
115  37.71279151 -122.21590389
120 Linear Feature 52
111  37.71278488 -122.21592720 51
115  37.71279822 -122.21591485
120 Linear Feature 52
111  37.71280288 -122.21595780 51
115  37.71281621 -122.21594545
120 Linear Feature 52
111  37.71283658 -122.21601260 51
115  37.71284991 -122.21600025
120 Linear Feature 52
111  37.71326706 -122.21564364 51
115  37.71328118 -122.21563018
120 Linear Feature 52
111  37.71325411 -122.21562330 51
115  37.71326822 -122.21560983
120 Linear Feature 52
111  37.71323860 -122.21559550 51
115  37.71325271 -122.21558204
120 Linear Feature 52
111  37.71336824 -122.21553659 51
115  37.71338236 -122.21552313
120 Linear Feature 52
111  37.71329692 -122.21541557 51
115  37.71331104 -122.21540210
120 Linear Feature 52
111  37.71327983 -122.21538750 51
115  37.71329394 -122.21537404
120 Linear Feature 52
111  37.71374984 -122.21542341 51
115  37.71376968 -122.21542374
120 Linear Feature 52
111  37.71374984 -122.21545771 51
115  37.71376968 -122.21545805
120 Linear Feature 52
111  37.71374927 -122.21548309 51
115  37.71376911 -122.21548342
120 Linear Feature 51
112  37.71047827 -122.21273856  37.71046728 -122.21267784 51
115  37.71042626 -122.21260675
120 Linear Feature 50
112  37.71047258 -122.21278790  37.71049730 -122.21273552 51
115  37.71054390 -122.21269216
120 Linear Feature 49
111  37.70886735 -122.21455699 51
111  37.70868537 -122.21412470 51
115  37.70864082 -122.21364457
120 Linear Feature 48
111  37.70922584 -122.21422124 51
115  37.70886783 -122.21337102
120 Linear Feature 47
111  37.70968513 -122.21378591 51
115  37.70917182 -122.21336968
120 Linear Feature 46
111  37.70983124 -122.21364972 51
115  37.70949134 -122.21294037
120 Linear Feature 45
111  37.71023862 -122.21345019 51
111  37.71027186 -122.21334900
112  37.71027186 -122.21334900  37.71023706 -122.21329617 51
111  37.71019689 -122.21330912 51
111  37.71002461 -122.21312912 51
115  37.70983117 -122.21297784
120 Linear Feature 44
112  37.71036627 -122.21276392  37.71024233 -122.21262610 51
111  37.71011663 -122.21267091 51
115  37.70982800 -122.21258600
120 Linear Feature 43
112  37.71045337 -122.21295455  37.71044080 -122.21287871 51
115  37.71040102 -122.21281192
120 Linear Feature 42
111  37.71038844 -122.21255474 51
112  37.71031542 -122.21248569  37.71027380 -122.21245161
111  37.71031542 -122.21248569 51
115  37.71009131 -122.21210101
120 Linear Feature 41
111  37.71058351 -122.21265883 51
112  37.71066514 -122.21261739  37.71069679 -122.21260998
111  37.71066514 -122.21261739 51
115  37.71100561 -122.21232100
120 Linear Feature 40
111  37.71051885 -122.21238079 51
115  37.71058484 -122.21179425
120 Linear Feature 39
111  37.71041629 -122.21327616 51
111  37.71045337 -122.21295455 51
111  37.71047258 -122.21278790 51
111  37.71047827 -122.21273856 51
115  37.71051123 -122.21245266
120 Linear Feature 38
111  37.71070775 -122.21335072 51
111  37.71094079 -122.21282116 51
115  37.71096929 -122.21275639
120 Linear Feature 37
111  37.71102851 -122.21353996 51
115  37.71134438 -122.21294829
120 Linear Feature 36
111  37.71121188 -122.21387973 51
112  37.71129602 -122.21389820  37.71133461 -122.21390129
111  37.71129602 -122.21389820 51
111  37.71177999 -122.21391696 51
111  37.71181106 -122.21381175 51
115  37.71189011 -122.21374121
120 Linear Feature 35
112  37.71102697 -122.21383623  37.71110124 -122.21383442 51
112  37.71121188 -122.21387973  37.71126090 -122.21390587
111  37.71121188 -122.21387973
112  37.71121188 -122.21387973  37.71130769 -122.21393083 51
111  37.71135537 -122.21400861 51
115  37.71170095 -122.21458840
120 Linear Feature 34
111  37.71089670 -122.21387108 51
111  37.71102697 -122.21383623 51
111  37.71119028 -122.21375146
112  37.71119028 -122.21375146  37.71121861 -122.21373541 51
111  37.71126600 -122.21369218 51
115  37.71169752 -122.21328970
120 Linear Feature 33
111  37.71093164 -122.21422193 51
115  37.71132963 -122.21468516
120 Linear Feature 32
111  37.71069969 -122.21493691 58
115  37.71124465 -122.21521109
120 Linear Feature 31
111  37.71066443 -122.21467555 51
115  37.71127136 -122.21515310
120 Linear Feature 30
111  37.71043299 -122.21495756 51
115  37.71046555 -122.21501215
120 Linear Feature 29
111  37.71050224 -122.21507351 58
115  37.71077132 -122.21552574
120 Linear Feature 28
112  37.71077132 -122.21552574  37.71076865 -122.21559096 51
116  37.71068748 -122.21551444  37.71068800 -122.21543890
120 Linear Feature 27
111  37.71052098 -122.21487324 51
115  37.71098218 -122.21564968
120 Linear Feature 26
111  37.71028652 -122.21520276 51
115  37.71060370 -122.21591304
120 Linear Feature 25
111  37.70989631 -122.21566436 51
115  37.71035540 -122.21602702
120 Linear Feature 24
111  37.70961569 -122.21629355 51
115  37.71021508 -122.21627817
120 Linear Feature 23
111  37.70989831 -122.21687271 51
115  37.71039318 -122.21656617
120 Linear Feature 22
111  37.71027329 -122.21743174 51
115  37.71049899 -122.21681233
120 Linear Feature 21
111  37.71085602 -122.21770066 51
115  37.71073471 -122.21686580
120 Linear Feature 20
111  37.71128201 -122.21730094 51
115  37.71100334 -122.21659106
120 Linear Feature 19
111  37.71182992 -122.21679166 58
115  37.71141271 -122.21608901
120 Linear Feature 18
111  37.71171643 -122.21689281 51
115  37.71128097 -122.21642498
120 Linear Feature 17
111  37.71205874 -122.21656023 51
115  37.71158836 -122.21605507
120 Linear Feature 16
111  37.71218661 -122.21585522 58
115  37.71188430 -122.21524100
120 Linear Feature 15
111  37.71213745 -122.21590369 51
115  37.71164064 -122.21563485
120 Linear Feature 14
111  37.71237300 -122.21670769 51
111  37.71241219 -122.21654771
112  37.71241219 -122.21654771  37.71247803 -122.21613670 51
115  37.71218845 -122.21593523
120 Linear Feature 13
111  37.71229442 -122.21565577 51
115  37.71197095 -122.21509986
120 Linear Feature 12
111  37.71237300 -122.21670769 51
111  37.71242801 -122.21653614
112  37.71242801 -122.21653614  37.71254551 -122.21609056 51
115  37.71232675 -122.21571406
120 Linear Feature 11
111  37.71318125 -122.21658242 51
115  37.71274427 -122.21584551
120 Linear Feature 10
111  37.71352650 -122.21624312 51
115  37.71272371 -122.21600267
120 Linear Feature 9
111  37.71359429 -122.21617792 51
115  37.71323809 -122.21558221
120 Linear Feature 8
111  37.71369956 -122.21607824 51
115  37.71327985 -122.21537431
120 Linear Feature 7
111  37.71375281 -122.21602532 51
115  37.71375741 -122.21541225
120 Linear Feature 6
111  37.70906542 -122.21778880 51
111  37.70905743 -122.21779738 51
115  37.70904897 -122.21780646
120 Linear Feature 6
111  37.70945692 -122.21861928 51
111  37.70944892 -122.21862786 51
115  37.70944046 -122.21863694
120 Linear Feature 5
111  37.70856659 -122.21781946 51
111  37.70856195 -122.21781261 51
115  37.70855429 -122.21780128
120 Linear Feature 5
111  37.70881086 -122.21823070 51
111  37.70880622 -122.21822384 51
115  37.70879856 -122.21821252
120 Linear Feature 5
111  37.70903651 -122.21861190 51
111  37.70903187 -122.21860505 51
115  37.70902421 -122.21859372
120 Linear Feature 5
111  37.70988470 -122.21910873 51
111  37.70988006 -122.21910188 51
115  37.70987240 -122.21909055
120 Linear Feature 5
111  37.70955388 -122.21931367 51
111  37.70954925 -122.21930682 51
115  37.70954158 -122.21929549
120 Linear Feature 5
111  37.70982812 -122.21991208 51
111  37.70982348 -122.21990522 51
115  37.70981581 -122.21989390
120 Linear Feature 5
111  37.71056202 -122.22100294 51
111  37.71055739 -122.22099608 51
115  37.71054972 -122.22098476
120 Linear Feature 5
111  37.71017855 -122.22042821 51
111  37.71017392 -122.22042136 51
115  37.71016625 -122.22041003
120 Linear Feature 5
111  37.71053836 -122.22004567 51
115  37.71052606 -122.22002749
120 Linear Feature 5
111  37.71036451 -122.22023006 51
115  37.71035221 -122.22021188
120 Linear Feature 5
111  37.70827728 -122.21750056 51
115  37.70826498 -122.21748238
120 Linear Feature 5
111  37.70855403 -122.21720935 51
115  37.70854173 -122.21719117
120 Linear Feature 5
111  37.70884204 -122.21752545 51
115  37.70882974 -122.21750727
120 Linear Feature 5
111  37.70908710 -122.21793861 51
115  37.70907480 -122.21792043
120 Linear Feature 5
111  37.70931336 -122.21832004 51
115  37.70930106 -122.21830187
120 Linear Feature 5
111  37.70940555 -122.21884308 51
115  37.70939325 -122.21882490
120 Linear Feature 5
111  37.71018665 -122.21953344 51
115  37.71017435 -122.21951526
120 Linear Feature 5
111  37.71001791 -122.21971019 51
115  37.71000561 -122.21969201
120 Linear Feature 5
111  37.71030718 -122.22029110 51
115  37.71029488 -122.22027292
120 Linear Feature 5
111  37.71072316 -122.22083362 51
115  37.71071086 -122.22081544
120 Linear Feature 5
111  37.71098429 -122.22163495 51
111  37.71097988 -122.22162844 51
115  37.71097199 -122.22161677
120 Linear Feature 5
111  37.71114502 -122.22146389 51
115  37.71113272 -122.22144572
120 Linear Feature 5
111  37.71117505 -122.22143261 51
115  37.71116275 -122.22141443
120 Linear Feature 5
111  37.71134338 -122.22125446 51
115  37.71133108 -122.22123628
120 Linear Feature 5
111  37.71092333 -122.22062167 51
115  37.71091104 -122.22060349
120 Linear Feature 4
111  37.70808967 -122.21754536 20
111  37.70817190 -122.21745900 20
115  37.70811116 -122.21736690
120 Linear Feature 3
111  37.70834487 -122.21792706 20
111  37.70845749 -122.21780925 20
111  37.70831314 -122.21759458 20
115  37.70820114 -122.21771208
120 Linear Feature 2
111  37.70843671 -122.21806442 20
111  37.70851731 -122.21797762 20
111  37.70854863 -122.21798252 20
111  37.70856290 -122.21796785 20
111  37.70868190 -122.21814812 20
115  37.70857114 -122.21826550
120 Linear Feature 1
111  37.70879204 -122.21859589 20
111  37.70884343 -122.21854197 20
111  37.70872447 -122.21836181 20
115  37.70867249 -122.21841707
120 Linear Feature 83
111  37.70988094 -122.22022454 20
111  37.70995935 -122.22014310 20
111  37.70992421 -122.22009038 20
115  37.70984587 -122.22017209
120 Linear Feature 82
111  37.71039462 -122.22099284 20
111  37.71052541 -122.22085607 20
111  37.71050329 -122.22073604 20
111  37.71036852 -122.22053147 20
111  37.71027777 -122.22048143 20
115  37.71014611 -122.22062114
120 Linear Feature 81
111  37.71079912 -122.22164524 20
111  37.71094768 -122.22148917 20
111  37.71092623 -122.22136511 20
111  37.71075246 -122.22110444 20
111  37.71066119 -122.22105625 20
115  37.71054159 -122.22118167
120 Linear Feature 80
111  37.71151626 -122.22165907 20
111  37.71143030 -122.22153177 20
111  37.71119764 -122.22177746 20
111  37.71117447 -122.22174166 20
111  37.71108372 -122.22169244 20
115  37.71093376 -122.22184986
120 Linear Feature 70
111  37.70888958 -122.21684053 51
115  37.70823873 -122.21752976
120 Linear Feature 69
111  37.70911766 -122.21722359 51
115  37.70856195 -122.21781261
120 Linear Feature 68
111  37.70936287 -122.21763542 51
115  37.70880622 -122.21822384
120 Linear Feature 67
111  37.70958939 -122.21801617 51
115  37.70903187 -122.21860505
120 Linear Feature 66
111  37.70981530 -122.21839916 51
115  37.70937035 -122.21886681
120 Linear Feature 65
111  37.71012692 -122.21869934 51
115  37.70954925 -122.21930682
120 Linear Feature 64
111  37.71019838 -122.21876715 51
115  37.70988006 -122.21910188
120 Linear Feature 72
111  37.70902525 -122.21774966 51
111  37.70898208 -122.21768492 51
115  37.70900484 -122.21735191
120 Linear Feature 71
111  37.70942035 -122.21858442 51
111  37.70937659 -122.21851893 51
115  37.70941461 -122.21795259
120 Linear Feature 63
111  37.71017323 -122.21947253 51
115  37.70905743 -122.21779738
120 Linear Feature 61
111  37.71054112 -122.21914605 51
115  37.70982348 -122.21990522
120 Linear Feature 62
111  37.71147340 -122.21971239 51
112  37.71128250 -122.21959255  37.71117128 -122.21957498
111  37.71128250 -122.21959255 51
111  37.71017323 -122.21947253 51
111  37.70980923 -122.21943314
112  37.70980923 -122.21943314  37.70974116 -122.21929650 51
111  37.70977720 -122.21912038 51
115  37.70944892 -122.21862786
120 Linear Feature 60
111  37.71088841 -122.21966485 51
115  37.71017392 -122.22042136
120 Linear Feature 59
111  37.71127107 -122.22024221 51
115  37.71055739 -122.22099608
120 Linear Feature 58
111  37.71169429 -122.22087547 51
115  37.71097988 -122.22162844
120 Linear Feature 57
111  37.71171210 -122.22297986 55
111  37.71227185 -122.22239959 55
111  37.71241859 -122.22224042 55
112  37.71243805 -122.22202310  37.71237611 -122.22191424
111  37.71243805 -122.22202310 55
111  37.71045832 -122.21905418 55
111  37.70993575 -122.21854913
112  37.70993575 -122.21854913  37.70983555 -122.21846071 55
111  37.70977703 -122.21837100 55
111  37.70890057 -122.21690025 55
116  37.70879992 -122.21681871  37.70873746 -122.21679746
120 Linear Feature 56
111  37.71461651 -122.21540452 1
111  37.71464064 -122.21534348 1
111  37.71460722 -122.21532259 1
115  37.71458078 -122.21538416
120 Linear Feature 56
111  37.71497296 -122.21585374 1
111  37.71500411 -122.21576298 1
111  37.71496751 -122.21574365 1
115  37.71493602 -122.21583421
120 Linear Feature 55
111  37.71458324 -122.21597611 20
111  37.71464335 -122.21581876 20
111  37.71461651 -122.21540452 20
111  37.71461343 -122.21535707 20
111  37.71458078 -122.21538416 20
111  37.71430548 -122.21561248 20
115  37.71424595 -122.21576910
120 Linear Feature 54
111  37.71497894 -122.21635112 20
111  37.71503537 -122.21619111 20
111  37.71497296 -122.21585374 20
111  37.71496562 -122.21581409 20
111  37.71493602 -122.21583421 20
111  37.71469518 -122.21599794 20
115  37.71463802 -122.21615706
120 Linear Feature 53
111  37.71536861 -122.21693149 20
111  37.71546129 -122.21680253 20
111  37.71550719 -122.21629819 20
111  37.71511520 -122.21641861 20
115  37.71502567 -122.21654866
120 Linear Feature 52
111  37.71539784 -122.21696267 20
115  37.71548911 -122.21683315
120 Linear Feature 52
111  37.71574082 -122.21734732 20
115  37.71583209 -122.21721780
120 Linear Feature 51
111  37.71381796 -122.22148989 52
115  37.71361342 -122.22126144
120 Linear Feature 50
111  37.72664940 -122.20566688 1
111  37.72665020 -122.20566299 1
115  37.72665096 -122.20565923
120 Linear Feature 50
111  37.72656972 -122.20538686 1
111  37.72657051 -122.20538297 1
115  37.72657128 -122.20537922
120 Linear Feature 49
111  37.72646957 -122.20509889 1
111  37.72647012 -122.20509470 1
115  37.72647063 -122.20509082
120 Linear Feature 48
111  37.72666830 -122.20566880 1
115  37.72665020 -122.20566299
120 Linear Feature 48
111  37.72658861 -122.20538878 1
115  37.72657051 -122.20538297
120 Linear Feature 48
111  37.72648993 -122.20509913 1
115  37.72647012 -122.20509470
120 Linear Feature 47
111  37.71338167 -122.22101644 55
111  37.71368377 -122.22058789 55
111  37.71465791 -122.21920599 55
111  37.71475222 -122.21907220 55
111  37.71529030 -122.21830888 55
111  37.71544922 -122.21808343 55
111  37.71579306 -122.21759564 55
115  37.71582490 -122.21755048
120 Linear Feature 46
111  37.71225362 -122.22002590 55
111  37.71261276 -122.22056186 55
115  37.71288804 -122.22097267
120 Linear Feature 45
112  37.71082255 -122.21795915  37.71060393 -122.21822325 59
111  37.71041183 -122.21803427 59
111  37.70986795 -122.21739785 59
111  37.70970962 -122.21712636 59
111  37.70937613 -122.21641692
112  37.70937613 -122.21641692  37.70934304 -122.21633865 59
111  37.70933623 -122.21619773 59
115  37.70937071 -122.21585051
120 Linear Feature 44
111  37.71218798 -122.22098524 59 102
111  37.71071489 -122.21877893 59 102
112  37.71065687 -122.21870561  37.71063364 -122.21868265
111  37.71065687 -122.21870561 59 102
111  37.71010428 -122.21817627
112  37.71010428 -122.21817627  37.71006422 -122.21813987 59 102
111  37.71002875 -122.21808900 59 102
111  37.70950537 -122.21721000 59 102
115  37.70898824 -122.21652564
120 Linear Feature 43
111  37.71241682 -122.22045721 59 102
112  37.71241738 -122.22076438  37.71249874 -122.22090427
111  37.71241738 -122.22076438 59 102
115  37.71282206 -122.22138282
120 Linear Feature 42
111  37.71163542 -122.21878314 1
111  37.71151078 -122.21859720 1
111  37.71141509 -122.21869931 1
113  37.71153994 -122.21888446 1
120 Linear Feature 42
111  37.71187964 -122.21914668 1
111  37.71175501 -122.21896074 1
111  37.71165932 -122.21906285 1
113  37.71178417 -122.21924800 1
120 Linear Feature 42
111  37.71332284 -122.21893551 1
111  37.71319821 -122.21874956 1
111  37.71310252 -122.21885167 1
113  37.71322737 -122.21903683 1
120 Linear Feature 42
111  37.71310104 -122.21855391 1
111  37.71297640 -122.21836796 1
111  37.71288071 -122.21847008 1
113  37.71300556 -122.21865523 1
120 Linear Feature 42
111  37.71285751 -122.21818836 1
111  37.71273288 -122.21800241 1
111  37.71263719 -122.21810452 1
113  37.71276204 -122.21828967 1
120 Linear Feature 42
111  37.71261260 -122.21782630 1
111  37.71248797 -122.21764036 1
111  37.71239227 -122.21774247 1
113  37.71251713 -122.21792762 1
120 Linear Feature 41
111  37.71357007 -122.21917169 1
111  37.71403394 -122.21851382 1
111  37.71385917 -122.21832158 1
113  37.71333002 -122.21881418 1
120 Linear Feature 40
111  37.71357264 -122.21813648 20
111  37.71347118 -122.21822881 20
111  37.71345171 -122.21819501 20
115  37.71355255 -122.21810239
120 Linear Feature 39
111  37.71319075 -122.21834218 20
111  37.71314790 -122.21838247 20
111  37.71298478 -122.21810715 20
113  37.71302798 -122.21806733 20
120 Linear Feature 39
111  37.71324136 -122.21818860 20
111  37.71321991 -122.21820885 20
111  37.71313825 -122.21807047 20
113  37.71315988 -122.21805046 20
120 Linear Feature 39
111  37.71328529 -122.21814923 20
111  37.71326383 -122.21816948 20
111  37.71318218 -122.21803111 20
113  37.71320381 -122.21801109 20
120 Linear Feature 39
111  37.71333033 -122.21810776 20
111  37.71330888 -122.21812801 20
111  37.71322722 -122.21798963 20
113  37.71324885 -122.21796962 20
120 Linear Feature 39
111  37.71337426 -122.21806699 20
111  37.71335280 -122.21808724 20
111  37.71327115 -122.21794886 20
113  37.71329278 -122.21792885 20
120 Linear Feature 39
111  37.71341819 -122.21802482 20
111  37.71339673 -122.21804507 20
111  37.71331508 -122.21790669 20
113  37.71333671 -122.21788668 20
120 Linear Feature 39
111  37.71346156 -122.21798335 20
111  37.71344011 -122.21800359 20
111  37.71335845 -122.21786522 20
113  37.71338008 -122.21784520 20
120 Linear Feature 39
111  37.71350660 -122.21794258 20
111  37.71348515 -122.21796283 20
111  37.71340350 -122.21782445 20
113  37.71342512 -122.21780443 20
120 Linear Feature 39
111  37.71355109 -122.21790181 20
111  37.71352963 -122.21792206 20
111  37.71344798 -122.21778368 20
113  37.71346961 -122.21776367 20
120 Linear Feature 38
111  37.71349719 -122.21955924 51
111  37.71349017 -122.21956912 51
115  37.71348571 -122.21957538
120 Linear Feature 38
111  37.71407011 -122.21902216 51
115  37.71405864 -122.21903830
120 Linear Feature 38
111  37.71404758 -122.21899744 51
115  37.71403610 -122.21901358
120 Linear Feature 38
111  37.71420309 -122.21904571 51
115  37.71419161 -122.21906184
120 Linear Feature 38
111  37.71417851 -122.21901746 51
115  37.71416703 -122.21903360
120 Linear Feature 38
111  37.71395461 -122.21899309 51
115  37.71394313 -122.21900922
120 Linear Feature 38
111  37.71392042 -122.21895467 51
115  37.71390894 -122.21897080
120 Linear Feature 38
