A
1050 Generated by WorldEditor

1     84 1 0 GOOY Dakar - Leopold Sedar Senghor Intl
111  14.73509968 -017.48608355 1
112  14.73497770 -017.48625735  14.73484730 -017.48626890
111  14.73497770 -017.48625735 1
111  14.73457781 -017.48619828
112  14.73457781 -017.48619828  14.73447970 -017.48618415 1
115  14.73445055 -017.48610820
120 Linear Feature 34
111  14.73519832 -017.48642534 1
112  14.73507706 -017.48659893  14.73494666 -017.48661048
111  14.73507706 -017.48659893 1
111  14.73467716 -017.48653986
112  14.73467716 -017.48653986  14.73457905 -017.48652573 1
115  14.73454885 -017.48644880
120 Linear Feature 34
111  14.73529620 -017.48676452 1
112  14.73517517 -017.48693665  14.73504477 -017.48694821
111  14.73517517 -017.48693665 1
111  14.73477527 -017.48687758
112  14.73477527 -017.48687758  14.73467716 -017.48686346 1
115  14.73464695 -017.48678874
120 Linear Feature 33
111  14.73528694 -017.48715367 1
112  14.73512707 -017.48725823  14.73498674 -017.48723640
111  14.73512707 -017.48725823 1
111  14.73489450 -017.48721916
112  14.73489450 -017.48721916  14.73476907 -017.48719476 1
115  14.73472612 -017.48706307
120 Linear Feature 32
111  14.73528202 -017.48779060 1
112  14.73515157 -017.48785738  14.73505222 -017.48782913
111  14.73515157 -017.48785738 1
111  14.73503980 -017.48782399 1
112  14.73497025 -017.48771098  14.73498516 -017.48762366
111  14.73497025 -017.48771098 1
111  14.73499012 -017.48758386 1
112  14.73507085 -017.48753249  14.73513046 -017.48753121
111  14.73507085 -017.48753249 1
111  14.73514288 -017.48753506
112  14.73514288 -017.48753506  14.73526086 -017.48753249 1
115  14.73526955 -017.48738353
120 Linear Feature 28
111  14.73557093 -017.48463589 1
112  14.73542582 -017.48459943  14.73536136 -017.48454987
111  14.73542582 -017.48459943 1
115  14.73513966 -017.48437793
120 Linear Feature 28
111  14.73544157 -017.48467580 1
112  14.73529689 -017.48464216  14.73523243 -017.48459260
111  14.73529689 -017.48464216 1
115  14.73501073 -017.48442066
120 Linear Feature 28
111  14.73531320 -017.48471542 1
112  14.73516961 -017.48467977  14.73510515 -017.48463020
111  14.73516961 -017.48467977 1
115  14.73488345 -017.48445826
120 Linear Feature 28
111  14.73519411 -017.48475216 1
112  14.73504895 -017.48471908  14.73498448 -017.48466951
111  14.73504895 -017.48471908 1
115  14.73476278 -017.48449757
120 Linear Feature 27
111  14.73617345 -017.48444997 1
112  14.73590203 -017.48438876  14.73583591 -017.48427082
111  14.73590203 -017.48438876 1
111  14.73583015 -017.48425388 1
112  14.73569172 -017.48414102  14.73562064 -017.48415982
111  14.73569172 -017.48414102 1
111  14.73541752 -017.48421809
112  14.73541752 -017.48421809  14.73526379 -017.48426253 1
116  14.73567376 -017.48460416  14.73595807 -017.48452041
120 Linear Feature 23
112  14.74298576 -017.48550425  14.74281926 -017.48552186 1
115  14.74279751 -017.48535116
120 Linear Feature 19
111  14.74419424 -017.49436392 1
112  14.74456757 -017.49404019  14.74491965 -017.49407312
111  14.74456757 -017.49404019
112  14.74456757 -017.49404019  14.74428656 -017.49426923 1
115  14.74408282 -017.49397783
120 Linear Feature 10
112  14.75733010 -017.48147346  14.75754135 -017.48127313 1
112  14.75695999 -017.48102083  14.75663225 -017.48122242
111  14.75695999 -017.48102083
112  14.75695999 -017.48102083  14.75690671 -017.48105428 1
111  14.75685130 -017.48104810 1
115  14.75608172 -017.48094488
120 Linear Feature 10
111  14.75722431 -017.48171960 1
111  14.75682401 -017.48118192
112  14.75682401 -017.48118192  14.75672548 -017.48104925 1
111  14.75657383 -017.48102586 1
115  14.75607936 -017.48095954
120 Linear Feature 8
112  14.72627032 -017.47674242  14.72629901 -017.47652911 102
112  14.72677405 -017.47646340  14.72696120 -017.47657640
111  14.72677405 -017.47646340 102
115  14.72706944 -017.47684959
120 Linear Feature 7
111  14.72706944 -017.47684959 20
111  14.72677405 -017.47646340
112  14.72677405 -017.47646340  14.72658689 -017.47635040 20
116  14.72627032 -017.47674239  14.72624163 -017.47695568
120 Linear Feature 5
111  14.72683874 -017.47724188 102
111  14.72683180 -017.47728159 102
111  14.72677043 -017.47731925 102
111  14.72626233 -017.47725109 102
115  14.72627296 -017.47716601
120 Linear Feature 2
111  14.74378382 -017.48003393 4
115  14.74356352 -017.47999000
120 Linear Feature 2
111  14.74273565 -017.47973524 4
115  14.74252913 -017.47982589
120 Linear Feature 2
111  14.74092916 -017.48703836 3 102
112  14.74085969 -017.48721708  14.74090033 -017.48735834
111  14.74085969 -017.48721708 3 102
115  14.74258567 -017.49319786
120 Linear Feature 2
111  14.74267955 -017.49345756 1
112  14.74252229 -017.49338432  14.74247871 -017.49323515
111  14.74252229 -017.49338432 1
111  14.74235411 -017.49280156 1
111  14.74220993 -017.49230192 1
111  14.74217390 -017.49217709 1
111  14.74202997 -017.49167835 1
111  14.74199413 -017.49155415 1
111  14.74185001 -017.49105477 1
111  14.74181451 -017.49093174 1
111  14.74167050 -017.49043275 1
111  14.74163469 -017.49030866 1
111  14.74149043 -017.48980878 1
111  14.74145514 -017.48968647 1
111  14.74131146 -017.48918862 1
111  14.74127661 -017.48906784 1
111  14.74113293 -017.48856999 1
111  14.74109574 -017.48844110 1
111  14.74095176 -017.48794221 1
111  14.74091702 -017.48782183 1
111  14.74077298 -017.48732270 1
111  14.74074502 -017.48722581
112  14.74074502 -017.48722581  14.74067990 -017.48700009 1
115  14.74082156 -017.48695049
120 Linear Feature 2
111  14.74193557 -017.49308614 20
115  14.74032391 -017.48750152
120 Linear Feature 2
111  14.74038022 -017.48694585 3
115  14.73943850 -017.48368268
120 Linear Feature 2
111  14.74085785 -017.48681821 3
112  14.74050041 -017.48669487  14.74043840 -017.48647978
111  14.74050041 -017.48669487 3
115  14.73952796 -017.48332520
120 Linear Feature 2
111  14.74044871 -017.48685244 1
111  14.73952885 -017.48366497
112  14.73952885 -017.48366497  14.73946191 -017.48343896 1
115  14.73921124 -017.48351258
120 Linear Feature 2
111  14.74220976 -017.49299882 20
115  14.74059811 -017.48741420
120 Linear Feature 2
111  14.74361076 -017.49803312 20
115  14.74252203 -017.49426052
120 Linear Feature 2
111  14.74406120 -017.49845674 1
111  14.74388941 -017.49786148 1
111  14.74371291 -017.49724989 1
111  14.74369444 -017.49718587 1
111  14.74353973 -017.49664977 1
111  14.74351753 -017.49657285 1
111  14.74336866 -017.49605700 1
111  14.74334581 -017.49597784 1
111  14.74319547 -017.49545688 1
111  14.74317410 -017.49538283 1
111  14.74302081 -017.49485166 1
111  14.74299944 -017.49477761 1
111  14.74282649 -017.49417830 1
111  14.74279091 -017.49405500 1
111  14.74275237 -017.49392147
112  14.74275237 -017.49392147  14.74269527 -017.49372102 1
116  14.74252229 -017.49338432  14.74246218 -017.49318076
120 Linear Feature 2
111  14.74445896 -017.49528118 1
111  14.74419424 -017.49436392 1
111  14.74408282 -017.49397783 1
115  14.74383405 -017.49311579
120 Linear Feature 2
111  14.73525064 -017.48689483 20
115  14.73489764 -017.48567163
120 Linear Feature 2
111  14.73462940 -017.48487425 20
115  14.73448741 -017.48438225
120 Linear Feature 2
111  14.73477403 -017.48722908 1
111  14.73472612 -017.48706307 1
111  14.73464695 -017.48678874 1
111  14.73454885 -017.48644880 1
111  14.73445055 -017.48610820 1
111  14.73435372 -017.48577267 1
111  14.73425596 -017.48543392 1
111  14.73419550 -017.48522441 1
116  14.73435688 -017.48501051  14.73456125 -017.48494680
120 Linear Feature 29
111  14.73492858 -017.48483410 1
112  14.73464036 -017.48473618  14.73458075 -017.48457182
111  14.73464036 -017.48473618 1
111  14.73456709 -017.48454228
112  14.73456709 -017.48454228  14.73453108 -017.48444340 1
116  14.73476278 -017.48449757  14.73489765 -017.48460180
120 Linear Feature 31
111  14.73548097 -017.48724361 1
112  14.73567849 -017.48727069  14.73584739 -017.48721932
111  14.73567849 -017.48727069
112  14.73567849 -017.48727069  14.73578032 -017.48723730 1
111  14.73574860 -017.48712587 1
111  14.73569103 -017.48692438 1
112  14.73559242 -017.48686404  14.73551542 -017.48688459
111  14.73559242 -017.48686404 1
111  14.73545349 -017.48690121
112  14.73545349 -017.48690121  14.73535538 -017.48692561 1
115  14.73531869 -017.48684245
120 Linear Feature 31
111  14.73590044 -017.48759028 1
111  14.73583944 -017.48737680
112  14.73583944 -017.48737680  14.73579846 -017.48724325 1
115  14.73567849 -017.48727069
120 Linear Feature 2
111  14.73555956 -017.48783635 1
112  14.73561650 -017.48771321  14.73559166 -017.48762076
111  14.73561650 -017.48771321 1
111  14.73548097 -017.48724361
112  14.73548097 -017.48724361  14.73545006 -017.48713269 1
112  14.73531869 -017.48684245  14.73527802 -017.48670059
111  14.73531869 -017.48684245 1
111  14.73529620 -017.48676452 1
111  14.73519832 -017.48642534 1
111  14.73509968 -017.48608355 1
111  14.73500261 -017.48574717 1
111  14.73490450 -017.48540723 1
111  14.73483555 -017.48516831
112  14.73483555 -017.48516831  14.73475607 -017.48489222 1
115  14.73503324 -017.48480181
120 Linear Feature 2
111  14.74480274 -017.49264732 1
115  14.74475783 -017.49266120
120 Linear Feature 2
111  14.74523974 -017.49131386 1
115  14.74525316 -017.49136030
120 Linear Feature 2
111  14.74501570 -017.49087030 1
115  14.74502912 -017.49091674
120 Linear Feature 2
111  14.74488592 -017.49039990 1
115  14.74489935 -017.49044634
120 Linear Feature 2
111  14.74476276 -017.48992865 1
115  14.74477618 -017.48997509
120 Linear Feature 2
111  14.74474824 -017.48931803 1
115  14.74476166 -017.48936447
120 Linear Feature 2
111  14.74456189 -017.48869040 1
115  14.74457531 -017.48873684
120 Linear Feature 2
111  14.74216835 -017.48764711 1
115  14.74215495 -017.48760066
120 Linear Feature 2
111  14.74235215 -017.48826993 1
115  14.74233875 -017.48822349
120 Linear Feature 2
111  14.74253223 -017.48889533 1
115  14.74251883 -017.48884888
120 Linear Feature 2
111  14.74271374 -017.48952237 1
115  14.74270034 -017.48947593
120 Linear Feature 2
111  14.74482114 -017.48921727 20
115  14.74487608 -017.48940734
120 Linear Feature 2
111  14.74463479 -017.48858964 20
115  14.74468973 -017.48877971
120 Linear Feature 2
111  14.74209541 -017.48774784 20
115  14.74204055 -017.48755774
120 Linear Feature 2
111  14.74227921 -017.48837067 20
115  14.74222435 -017.48818057
120 Linear Feature 2
111  14.74245929 -017.48899606 20
115  14.74240443 -017.48880596
120 Linear Feature 2
111  14.74264080 -017.48962310 20
115  14.74258594 -017.48943300
120 Linear Feature 2
111  14.74477283 -017.49254383 1
115  14.74472792 -017.49255771
120 Linear Feature 2
111  14.74513966 -017.49134480 1
115  14.74515308 -017.49139124
120 Linear Feature 2
111  14.74491562 -017.49090124 1
115  14.74492904 -017.49094768
120 Linear Feature 2
111  14.74478584 -017.49043084 1
115  14.74479927 -017.49047728
120 Linear Feature 2
111  14.74466268 -017.48995958 1
115  14.74467610 -017.49000602
120 Linear Feature 2
111  14.74464816 -017.48934897 1
115  14.74466158 -017.48939541
120 Linear Feature 2
111  14.74446181 -017.48872134 1
115  14.74447523 -017.48876778
120 Linear Feature 2
111  14.74226844 -017.48761622 1
115  14.74225504 -017.48756977
120 Linear Feature 2
111  14.74245225 -017.48823904 1
115  14.74243884 -017.48819260
120 Linear Feature 2
111  14.74263232 -017.48886444 1
115  14.74261892 -017.48881799
120 Linear Feature 2
111  14.74281383 -017.48949148 1
115  14.74280043 -017.48944503
120 Linear Feature 2
111  14.73753489 -017.48402986 1
112  14.73721351 -017.48389884  14.73704441 -017.48372775
111  14.73721351 -017.48389884 1
115  14.73657432 -017.48325288
120 Linear Feature 2
111  14.73721351 -017.48389884 1
112  14.73714589 -017.48377625  14.73712302 -017.48370070
111  14.73714589 -017.48377625 1
115  14.73695252 -017.48310623
120 Linear Feature 2
111  14.73754406 -017.48394672 1
112  14.73743874 -017.48385836  14.73742221 -017.48380196
111  14.73743874 -017.48385836 1
115  14.73720047 -017.48303273
120 Linear Feature 2
111  14.73790113 -017.48391685 1
112  14.73755337 -017.48380729  14.73749552 -017.48361244
111  14.73755337 -017.48380729 1
115  14.73731949 -017.48299684
120 Linear Feature 2
111  14.74548280 -017.49259107 1
112  14.74539655 -017.49246552  14.74536993 -017.49237743
111  14.74539655 -017.49246552 1
115  14.74523687 -017.49191220
120 Linear Feature 1
111  14.74478968 -017.49397165 1
115  14.74456757 -017.49404019
120 Linear Feature 30
111  14.73528446 -017.48787022 1
111  14.73528202 -017.48779060 1
111  14.73526955 -017.48738353
112  14.73526955 -017.48738353  14.73526955 -017.48729749 1
112  14.73528694 -017.48715367  14.73529687 -017.48704966
111  14.73528694 -017.48715367 1
115  14.73531869 -017.48684245
120 Linear Feature 1
112  14.73590044 -017.48759028  14.73593645 -017.48771869 1
111  14.73585141 -017.48774630 1
111  14.73555956 -017.48783635 1
111  14.73541391 -017.48788130
112  14.73541391 -017.48788130  14.73531829 -017.48790826 1
115  14.73528202 -017.48779060
120 Linear Feature 37
111  14.73580000 -017.50287476 1
112  14.73593041 -017.50255112  14.73584062 -017.50232331
111  14.73593041 -017.50255112
112  14.73593041 -017.50255112  14.73602020 -017.50277893 1
115  14.73624097 -017.50268822
120 Linear Feature 37
111  14.74387614 -017.49944566 1
112  14.74400655 -017.49912202  14.74391676 -017.49889421
111  14.74400655 -017.49912202
112  14.74400655 -017.49912202  14.74409634 -017.49934984 1
115  14.74431711 -017.49925912
120 Linear Feature 37
111  14.74388941 -017.49786148 1
112  14.74346199 -017.49762397  14.74313561 -017.49772419
111  14.74346199 -017.49762397
112  14.74346199 -017.49762397  14.74378836 -017.49752374 1
115  14.74369444 -017.49718587
120 Linear Feature 37
111  14.74371291 -017.49724989 1
112  14.74328617 -017.49701330  14.74295980 -017.49711353
111  14.74328617 -017.49701330
112  14.74328617 -017.49701330  14.74361254 -017.49691308 1
115  14.74351753 -017.49657285
120 Linear Feature 37
111  14.74353973 -017.49664977 1
112  14.74311486 -017.49641507  14.74278849 -017.49651529
111  14.74311486 -017.49641507
112  14.74311486 -017.49641507  14.74344124 -017.49631484 1
115  14.74334581 -017.49597784
120 Linear Feature 37
111  14.74336866 -017.49605700 1
112  14.74294355 -017.49581994  14.74261718 -017.49592016
111  14.74294355 -017.49581994
112  14.74294355 -017.49581994  14.74326993 -017.49571971 1
115  14.74317410 -017.49538283
120 Linear Feature 37
111  14.74319547 -017.49545688 1
112  14.74276774 -017.49521704  14.74244136 -017.49531727
111  14.74276774 -017.49521704
112  14.74276774 -017.49521704  14.74309411 -017.49511682 1
115  14.74299944 -017.49477761
120 Linear Feature 37
111  14.74302081 -017.49485166 1
112  14.74259643 -017.49461570  14.74227006 -017.49471593
111  14.74259643 -017.49461570
112  14.74259643 -017.49461570  14.74292280 -017.49451547 1
115  14.74282649 -017.49417830
120 Linear Feature 37
111  14.74235411 -017.49280156 1
112  14.74203986 -017.49262611  14.74179854 -017.49270021
111  14.74203986 -017.49262611
112  14.74203986 -017.49262611  14.74228117 -017.49255200 1
115  14.74220993 -017.49230192
120 Linear Feature 37
111  14.74217390 -017.49217709 1
112  14.74185884 -017.49200187  14.74161753 -017.49207597
111  14.74185884 -017.49200187
112  14.74185884 -017.49200187  14.74210016 -017.49192776 1
115  14.74202997 -017.49167835
120 Linear Feature 37
111  14.74199413 -017.49155415 1
112  14.74167970 -017.49137956  14.74143838 -017.49145366
111  14.74167970 -017.49137956
112  14.74167970 -017.49137956  14.74192101 -017.49130545 1
115  14.74185001 -017.49105477
120 Linear Feature 37
111  14.74181451 -017.49093174 1
112  14.74149961 -017.49075822  14.74125830 -017.49083232
111  14.74149961 -017.49075822
112  14.74149961 -017.49075822  14.74174093 -017.49068411 1
115  14.74167050 -017.49043275
120 Linear Feature 37
111  14.74163469 -017.49030866 1
112  14.74132047 -017.49013398  14.74107915 -017.49020808
111  14.74132047 -017.49013398
112  14.74132047 -017.49013398  14.74156178 -017.49005988 1
115  14.74149043 -017.48980878
120 Linear Feature 37
111  14.74145514 -017.48968647 1
112  14.74114132 -017.48951264  14.74090000 -017.48958674
111  14.74114132 -017.48951264
112  14.74114132 -017.48951264  14.74138263 -017.48943853 1
115  14.74131146 -017.48918862
120 Linear Feature 37
111  14.74127661 -017.48906784 1
112  14.74096217 -017.48889323  14.74072086 -017.48896733
111  14.74096217 -017.48889323
112  14.74096217 -017.48889323  14.74120349 -017.48881912 1
115  14.74113293 -017.48856999
120 Linear Feature 37
111  14.74091702 -017.48782183 1
112  14.74060287 -017.48764646  14.74036155 -017.48772056
111  14.74060287 -017.48764646
112  14.74060287 -017.48764646  14.74084418 -017.48757235 1
115  14.74077298 -017.48732270
120 Linear Feature 37
111  14.74109574 -017.48844110 1
112  14.74078234 -017.48826615  14.74054102 -017.48834026
111  14.74078234 -017.48826615
112  14.74078234 -017.48826615  14.74102365 -017.48819205 1
115  14.74095176 -017.48794221
120 Linear Feature 1
111  14.74346199 -017.49762397 1
115  14.74317280 -017.49771320
120 Linear Feature 1
111  14.74328617 -017.49701330 1
115  14.74299698 -017.49710254
120 Linear Feature 1
111  14.74311486 -017.49641507 1
115  14.74282568 -017.49650430
120 Linear Feature 1
111  14.74294355 -017.49581994 1
115  14.74265437 -017.49590917
120 Linear Feature 1
111  14.74276774 -017.49521704 1
115  14.74247855 -017.49530628
120 Linear Feature 1
111  14.74259643 -017.49461570 1
115  14.74230724 -017.49470494
120 Linear Feature 1
111  14.74203986 -017.49262611 1
115  14.74182604 -017.49269209
120 Linear Feature 1
111  14.74185884 -017.49200187 1
115  14.74164502 -017.49206785
120 Linear Feature 1
111  14.74167970 -017.49137956 1
115  14.74146587 -017.49144554
120 Linear Feature 1
111  14.74361795 -017.48995403 1
115  14.74313786 -017.49010218
120 Linear Feature 1
111  14.74382778 -017.49067993 1
115  14.74334769 -017.49082807
120 Linear Feature 1
111  14.74403872 -017.49141616 1
115  14.74355863 -017.49156430
120 Linear Feature 1
111  14.74149961 -017.49075822 1
115  14.74128579 -017.49082420
120 Linear Feature 1
111  14.74132047 -017.49013398 1
115  14.74110665 -017.49019996
120 Linear Feature 1
111  14.74114132 -017.48951264 1
115  14.74092750 -017.48957862
120 Linear Feature 1
111  14.74096217 -017.48889323 1
115  14.74074835 -017.48895921
120 Linear Feature 1
111  14.74060287 -017.48764646 1
115  14.74038905 -017.48771244
120 Linear Feature 1
111  14.74078234 -017.48826615 1
115  14.74056852 -017.48833213
120 Linear Feature 1
111  14.74462981 -017.48927640 20
115  14.74482114 -017.48921727
120 Linear Feature 1
111  14.74444347 -017.48864877 20
115  14.74463479 -017.48858964
120 Linear Feature 1
111  14.74228676 -017.48768880 20
115  14.74209541 -017.48774784
120 Linear Feature 1
111  14.74247056 -017.48831162 20
115  14.74227921 -017.48837067
120 Linear Feature 1
111  14.74265063 -017.48893702 20
115  14.74245929 -017.48899606
120 Linear Feature 1
111  14.74283214 -017.48956406 20
115  14.74264080 -017.48962310
120 Linear Feature 1
111  14.74404926 -017.48917285 20
111  14.74435084 -017.48907965 20
115  14.74462981 -017.48927640
120 Linear Feature 1
111  14.74386291 -017.48854522 20
111  14.74416449 -017.48845202 20
115  14.74444347 -017.48864877
120 Linear Feature 1
111  14.74252149 -017.48785451 20
115  14.74228676 -017.48768880
120 Linear Feature 1
111  14.74270369 -017.48847684 20
115  14.74247056 -017.48831162
120 Linear Feature 1
111  14.74288537 -017.48910345 20
115  14.74265063 -017.48893702
120 Linear Feature 1
111  14.74341265 -017.48966787 20
111  14.74311104 -017.48976094 20
115  14.74283214 -017.48956406
120 Linear Feature 1
111  14.74425440 -017.48988247 20
111  14.74455594 -017.48978927 20
115  14.74468474 -017.48946648
120 Linear Feature 1
111  14.74406805 -017.48925484 20
111  14.74436959 -017.48916164 20
115  14.74449839 -017.48883885
120 Linear Feature 1
111  14.74266243 -017.48708290 20
111  14.74236085 -017.48717596 20
115  14.74223191 -017.48749869
120 Linear Feature 1
111  14.74252149 -017.48785451 20
115  14.74241571 -017.48812152
120 Linear Feature 1
111  14.74270369 -017.48847684 20
115  14.74259579 -017.48874691
120 Linear Feature 1
111  14.74288537 -017.48910345 20
115  14.74277730 -017.48937396
120 Linear Feature 1
111  14.74468474 -017.48946648 20
115  14.74487608 -017.48940734
120 Linear Feature 1
111  14.74449839 -017.48883885 20
115  14.74468973 -017.48877971
120 Linear Feature 1
111  14.74223191 -017.48749869 20
115  14.74204055 -017.48755774
120 Linear Feature 1
111  14.74241571 -017.48812152 20
115  14.74222435 -017.48818057
120 Linear Feature 1
111  14.74259579 -017.48874691 20
115  14.74240443 -017.48880596
120 Linear Feature 1
111  14.74277730 -017.48937396 20
115  14.74258594 -017.48943300
120 Linear Feature 1
111  14.74459299 -017.49200626 1
115  14.74480592 -017.49274294
120 Linear Feature 1
111  14.74452929 -017.49155874 1
115  14.74533221 -017.49131058
120 Linear Feature 1
111  14.74439448 -017.49108760 1
115  14.74510817 -017.49086702
120 Linear Feature 1
111  14.74425863 -017.49061908 1
115  14.74497840 -017.49039662
120 Linear Feature 1
111  14.74412399 -017.49015137 1
115  14.74485523 -017.48992537
120 Linear Feature 1
111  14.74396092 -017.48958667 1
115  14.74484071 -017.48931475
120 Linear Feature 1
111  14.74377457 -017.48895904 1
115  14.74465436 -017.48868712
120 Linear Feature 1
111  14.74295578 -017.48737883 1
115  14.74207588 -017.48765035
120 Linear Feature 1
111  14.74313958 -017.48800166 1
115  14.74225968 -017.48827317
120 Linear Feature 1
111  14.74331966 -017.48862705 1
115  14.74243976 -017.48889857
120 Linear Feature 1
111  14.74350117 -017.48925409 1
115  14.74262127 -017.48952561
120 Linear Feature 1
111  14.74351343 -017.48534142 1
111  14.74298576 -017.48550425
112  14.74298576 -017.48550425  14.74281550 -017.48556065 1
115  14.74277428 -017.48563697
120 Linear Feature 1
111  14.74523687 -017.49191220 1
112  14.74497160 -017.49176920  14.74477159 -017.49182902
111  14.74497160 -017.49176920 1
111  14.74457287 -017.49189223
112  14.74457287 -017.49189223  14.74446873 -017.49192471 1
111  14.74436451 -017.49205294 1
111  14.74422553 -017.49223100 1
111  14.74390580 -017.49264065
112  14.74390580 -017.49264065  14.74375703 -017.49283379 1
115  14.74383405 -017.49311579
120 Linear Feature 1
111  14.74372853 -017.49301900 3 102
112  14.74357763 -017.49290621  14.74348200 -017.49298069
111  14.74357763 -017.49290621 3 102
111  14.74282344 -017.49349101
112  14.74282344 -017.49349101  14.74275780 -017.49354307 3 102
115  14.74276822 -017.49363881
120 Linear Feature 1
111  14.74257871 -017.47935295 20 102
115  14.74333840 -017.48120353
120 Linear Feature 1
111  14.74288715 -017.48686115 20
115  14.74293048 -017.48704060
120 Linear Feature 1
111  14.74282989 -017.48585016 20
115  14.74379056 -017.48919393
120 Linear Feature 1
111  14.74428738 -017.47958213 20 102
112  14.74380107 -017.47994109  14.74372321 -017.48035215
111  14.74380107 -017.47994109 20 102
111  14.74282866 -017.48518320 20
111  14.74279751 -017.48535116
112  14.74279751 -017.48535116  14.74275461 -017.48557880 20
115  14.74282989 -017.48585016
120 Linear Feature 1
111  14.74288715 -017.48686115 3 102
112  14.74244293 -017.48657125  14.74214488 -017.48666347
111  14.74244293 -017.48657125 3 102
115  14.74092916 -017.48703836
120 Linear Feature 1
111  14.74422553 -017.49223100 1
112  14.74410268 -017.49235406  14.74404483 -017.49239850
111  14.74410268 -017.49235406 1
111  14.74267955 -017.49345756 1
111  14.74256646 -017.49354525 1
115  14.74209375 -017.49391179
120 Linear Feature 1
111  14.74150910 -017.47900536 1
111  14.74212910 -017.47908852 1
112  14.74244435 -017.47932259  14.74252828 -017.47952346
111  14.74244435 -017.47932259 1
111  14.74263236 -017.47978058 7
111  14.74284920 -017.48030880 1
111  14.74329427 -017.48139298
112  14.74329427 -017.48139298  14.74337781 -017.48159670 1
115  14.74333572 -017.48183382
120 Linear Feature 22
111  14.74292301 -017.48657937 1
112  14.74265628 -017.48638434  14.74246453 -017.48644245
111  14.74265628 -017.48638434
112  14.74265628 -017.48638434  14.74284802 -017.48632281 1
115  14.74277305 -017.48605915
120 Linear Feature 41
111  14.74436451 -017.49205294 1
112  14.74442823 -017.49180121  14.74438872 -017.49166929
111  14.74442823 -017.49180121
112  14.74442823 -017.49180121  14.74446873 -017.49192471 1
115  14.74457287 -017.49189223
120 Linear Feature 1
111  14.74272198 -017.48588197 1
111  14.74277305 -017.48605915 1
111  14.74292301 -017.48657937 1
115  14.74442823 -017.49180121
120 Linear Feature 1
111  14.74479973 -017.47944670 1
111  14.74413868 -017.47935804 1
112  14.74373812 -017.47966458  14.74367519 -017.48000492
111  14.74373812 -017.47966458 1
111  14.74367368 -017.48001197 7
111  14.74355440 -017.48065498 1
111  14.74333572 -017.48183382 1
111  14.74268640 -017.48533422
112  14.74268640 -017.48533422  14.74263899 -017.48558638 1
115  14.74272198 -017.48588197
120 Linear Feature 25
111  14.73696973 -017.48411461 3
115  14.73611885 -017.48437717
120 Linear Feature 1
111  14.73952796 -017.48332520 3
111  14.73918647 -017.48343057 3
115  14.73790287 -017.48382666
120 Linear Feature 26
111  14.73769901 -017.48397922 1
112  14.73754406 -017.48394672  14.73742551 -017.48391171
111  14.73754406 -017.48394672 1
111  14.73705815 -017.48380001 1
112  14.73687278 -017.48373398  14.73674550 -017.48368270
111  14.73687278 -017.48373398 1
115  14.73647891 -017.48357510
120 Linear Feature 1
111  14.73921124 -017.48351258 1
111  14.73790113 -017.48391685 1
111  14.73769901 -017.48397922 1
111  14.73753489 -017.48402986 1
111  14.73617345 -017.48444997 1
111  14.73567376 -017.48460416 1
111  14.73557093 -017.48463589 1
111  14.73544157 -017.48467580 1
111  14.73531320 -017.48471542 1
111  14.73519411 -017.48475216 1
111  14.73503324 -017.48480181 1
111  14.73492858 -017.48483410 1
111  14.73483287 -017.48486364 1
111  14.73444105 -017.48498454 1
115  14.73435688 -017.48501051
120 Linear Feature 1
111  14.73943850 -017.48368268 3
112  14.73923824 -017.48359362  14.73907792 -017.48364381
111  14.73923824 -017.48359362 3
111  14.73505745 -017.48488370
112  14.73505745 -017.48488370  14.73486320 -017.48494422 3
111  14.73491855 -017.48515114 3
115  14.73505737 -017.48563184
120 Linear Feature 1
111  14.74265628 -017.48638434 1
111  14.74082156 -017.48695049
112  14.74082156 -017.48695049  14.74051541 -017.48704408 1
115  14.74044871 -017.48685244
120 Linear Feature 1
112  14.74258567 -017.49319786  14.74262293 -017.49331215 3 102
112  14.74280280 -017.49321697  14.74291582 -017.49312836
111  14.74280280 -017.49321697 3 102
111  14.74361683 -017.49258578
112  14.74361683 -017.49258578  14.74371684 -017.49250636 3 102
115  14.74370154 -017.49236142
120 Linear Feature 1
111  14.74322921 -017.48179215 20 102
112  14.74320475 -017.48147182  14.74314717 -017.48133407
111  14.74320475 -017.48147182 20 102
111  14.74242736 -017.47957811
112  14.74242736 -017.47957811  14.74231963 -017.47931936 20 102
115  14.74212723 -017.47929212
120 Linear Feature 1
111  14.74267535 -017.48612638 20 102
115  14.74261426 -017.48591446
120 Linear Feature 1
111  14.74261426 -017.48591446 20 102
112  14.74257633 -017.48531172  14.74262714 -017.48503154
111  14.74257633 -017.48531172 20 102
111  14.74322921 -017.48179215
111  14.74333840 -017.48120353 20 102
115  14.74365490 -017.47949730
120 Linear Feature 1
111  14.74085785 -017.48681821 3 102
111  14.74262624 -017.48627253
112  14.74262624 -017.48627253  14.74270640 -017.48624451 3 102
115  14.74267535 -017.48612638
120 Linear Feature 9
111  14.72641533 -017.47622112 1
111  14.72691909 -017.47687972
112  14.72691909 -017.47687972  14.72704598 -017.47704662 1
111  14.72721206 -017.47707284 1
115  14.72775229 -017.47714530
21  14.72968919 -017.47789381 2 352.4300 3.00 New Light Fixture 2
21  14.75255162 -017.47998839 2 172.6900 3.00 New Light Fixture 2
14  14.74494930 -017.48867863 131.23 0 New Tower Viewpoint 6
