I
1050 Generated by WorldEditor 2.0.0r4

1    777 0 0 KRGK Red Wing Regional
111  44.59138552 -092.49288669 1
115  44.59133713 -092.49288648
120 Linear Feature 50
111  44.59138467 -092.49254001 1
115  44.59133629 -092.49253980
120 Linear Feature 50
111  44.59138214 -092.49219575 1
115  44.59133376 -092.49219554
120 Linear Feature 49
111  44.59133612 -092.49241085 1
111  44.59133643 -092.49236647 1
115  44.59133677 -092.49231844
120 Linear Feature 49
111  44.59133812 -092.49275732 1
111  44.59133844 -092.49271295 1
115  44.59133878 -092.49266492
120 Linear Feature 49
111  44.59133939 -092.49310393 1
111  44.59133971 -092.49305955 1
115  44.59134005 -092.49301152
120 Linear Feature 49
111  44.59134082 -092.49345002 1
111  44.59134114 -092.49340564 1
115  44.59134148 -092.49335761
120 Linear Feature 49
111  44.59134360 -092.49379631 1
111  44.59134391 -092.49375194 1
115  44.59134426 -092.49370391
120 Linear Feature 49
111  44.59139160 -092.49396818 1
111  44.59139129 -092.49392490 1
115  44.59139095 -092.49387806
120 Linear Feature 49
111  44.59139017 -092.49362271 1
111  44.59138986 -092.49357943 1
115  44.59138952 -092.49353259
120 Linear Feature 49
111  44.59138764 -092.49327606 1
111  44.59138733 -092.49323278 1
115  44.59138699 -092.49318594
120 Linear Feature 49
111  44.59138583 -092.49292997 1
111  44.59138552 -092.49288669 1
115  44.59138518 -092.49283985
120 Linear Feature 49
111  44.59138499 -092.49258329 1
111  44.59138467 -092.49254001 1
115  44.59138434 -092.49249316
120 Linear Feature 49
111  44.59138246 -092.49223903 1
111  44.59138214 -092.49219575 1
115  44.59138180 -092.49214891
120 Linear Feature 48
111  44.59145155 -092.49041342 1
115  44.59139943 -092.49041441
120 Linear Feature 47
111  44.59145200 -092.49046394 1
111  44.59145155 -092.49041342 1
115  44.59145115 -092.49036797
120 Linear Feature 46
111  44.59135821 -092.48827184 1
115  44.59126210 -092.48827285
120 Linear Feature 46
111  44.59135528 -092.48800638 1
115  44.59125916 -092.48800735
120 Linear Feature 45
111  44.59135864 -092.48836244 1
111  44.59135821 -092.48827184 1
115  44.59135776 -092.48817645
120 Linear Feature 45
111  44.59135571 -092.48809695 1
111  44.59135528 -092.48800638 1
115  44.59135483 -092.48791096
120 Linear Feature 44
111  44.59229020 -092.48731616 1
111  44.59229020 -092.48731616 1
111  44.59229008 -092.48728521 1
115  44.59229008 -092.48728521
120 Linear Feature 44
111  44.59202493 -092.48732422 1
111  44.59202493 -092.48732422 1
111  44.59202481 -092.48729328 1
115  44.59202481 -092.48729328
120 Linear Feature 44
111  44.59180852 -092.48732111 1
111  44.59180852 -092.48732111 1
111  44.59180840 -092.48729017 1
115  44.59180840 -092.48729017
120 Linear Feature 44
111  44.59194153 -092.48695354 1
111  44.59194153 -092.48695354 1
111  44.59194141 -092.48692260 1
115  44.59194141 -092.48692260
120 Linear Feature 43
111  44.59229671 -092.48731611 1
111  44.59229671 -092.48731611 1
111  44.59229020 -092.48731616 1
111  44.59229020 -092.48731616 1
111  44.59228305 -092.48731622 1
115  44.59228305 -092.48731622
120 Linear Feature 43
111  44.59203143 -092.48732417 1
111  44.59203143 -092.48732417 1
111  44.59202493 -092.48732422 1
111  44.59202493 -092.48732422 1
111  44.59201777 -092.48732428 1
115  44.59201777 -092.48732428
120 Linear Feature 43
111  44.59181502 -092.48732106 1
111  44.59181502 -092.48732106 1
111  44.59180852 -092.48732111 1
111  44.59180852 -092.48732111 1
111  44.59180136 -092.48732117 1
115  44.59180136 -092.48732117
120 Linear Feature 43
111  44.59194803 -092.48695349 1
111  44.59194803 -092.48695349 1
111  44.59194153 -092.48695354 1
111  44.59194153 -092.48695354 1
111  44.59193438 -092.48695360 1
115  44.59193438 -092.48695360
120 Linear Feature 42
111  44.59218823 -092.48694995 1
115  44.59218841 -092.48691889
120 Linear Feature 41
111  44.59219511 -092.48694967 1
111  44.59218823 -092.48694995 1
115  44.59218113 -092.48695024
120 Linear Feature 40
111  44.59262430 -092.48731664 1
115  44.59262296 -092.48723602
120 Linear Feature 39
111  44.59263026 -092.48731672 1
111  44.59262430 -092.48731664 1
115  44.59261837 -092.48731656
120 Linear Feature 38
111  44.59278298 -092.49070960 1
115  44.59278280 -092.49067156
120 Linear Feature 37
111  44.59276898 -092.49070961 1
115  44.59276857 -092.49064221
120 Linear Feature 36
111  44.59275559 -092.49070962 1
115  44.59275561 -092.49067487
120 Linear Feature 35
112  44.59197017 -092.49022996  44.59196877 -092.49020206 1
112  44.59195101 -092.49016073  44.59194038 -092.49014387
111  44.59195101 -092.49016073
112  44.59195101 -092.49016073  44.59192216 -092.49011496 51
111  44.59187172 -092.49010775 51
111  44.59180201 -092.49011171
112  44.59180201 -092.49011171  44.59167188 -092.49012735 51
112  44.59180045 -092.49040888  44.59193633 -092.49041936
111  44.59180045 -092.49040888 51
111  44.59188519 -092.49040197
112  44.59188519 -092.49040197  44.59191966 -092.49039417 51
112  44.59195264 -092.49035018  44.59196499 -092.49032753
111  44.59195264 -092.49035018
112  44.59195264 -092.49035018  44.59197078 -092.49031692 1
111  44.59197106 -092.49028087 1
115  44.59197017 -092.49022996
120 Linear Feature 34
112  44.59168671 -092.49282135  44.59159030 -092.49283205 1
115  44.59156915 -092.49296973
120 Linear Feature 33
111  44.59237636 -092.49275264 1
112  44.59246721 -092.49284288  44.59253729 -092.49284940
111  44.59246721 -092.49284288 1
115  44.59319883 -092.49282900
120 Linear Feature 32
111  44.59156606 -092.49267832 1
112  44.59168671 -092.49282135  44.59179536 -092.49283370
111  44.59168671 -092.49282135 1
111  44.59229456 -092.49281790
112  44.59229456 -092.49281790  44.59236483 -092.49279675 1
115  44.59237595 -092.49271192
120 Linear Feature 31
112  44.59167429 -092.49236757  44.59157784 -092.49239243 1
115  44.59156435 -092.49251693
120 Linear Feature 30
111  44.59237143 -092.49225615 1
112  44.59228671 -092.49236140  44.59221272 -092.49237580
111  44.59228671 -092.49236140 1
111  44.59167429 -092.49236757
112  44.59167429 -092.49236757  44.59157372 -092.49235029 1
115  44.59156124 -092.49222381
120 Linear Feature 29
111  44.59236883 -092.49199408 1
112  44.59246496 -092.49209625  44.59254344 -092.49209921
111  44.59246496 -092.49209625 1
115  44.59306588 -092.49208665
120 Linear Feature 28
112  44.59164775 -092.49134429  44.59157103 -092.49136200 1
115  44.59155330 -092.49147399
120 Linear Feature 27
111  44.59236101 -092.49124142 1
112  44.59246278 -092.49135261  44.59253091 -092.49136838
111  44.59246278 -092.49135261 1
115  44.59304063 -092.49133450
120 Linear Feature 26
111  44.59155054 -092.49121395 1
112  44.59164775 -092.49134429  44.59173098 -092.49135772
111  44.59164775 -092.49134429 1
111  44.59228129 -092.49133210
112  44.59228129 -092.49133210  44.59234590 -092.49132282 1
115  44.59236080 -092.49122016
120 Linear Feature 25
112  44.59227230 -092.49060073  44.59234233 -092.49061502 1
115  44.59235566 -092.49071095
120 Linear Feature 24
112  44.59170800 -092.49060986  44.59156735 -092.49062221 1
115  44.59154669 -092.49079530
120 Linear Feature 23
111  44.59154893 -092.49036385 1
112  44.59170800 -092.49060986  44.59184250 -092.49064319
111  44.59170800 -092.49060986 1
111  44.59227230 -092.49060073
112  44.59227230 -092.49060073  44.59234169 -092.49058930 1
111  44.59235338 -092.49048532 1
112  44.59243880 -092.49059631  44.59251382 -092.49060824
111  44.59243880 -092.49059631 1
115  44.59316363 -092.49058474
120 Linear Feature 22
111  44.59235039 -092.49018836 1
112  44.59226463 -092.49008759  44.59219419 -092.49007337
111  44.59226463 -092.49008759 1
115  44.59195043 -092.49009361
120 Linear Feature 21
111  44.59296888 -092.48999024 1
111  44.59243781 -092.49000182
112  44.59243781 -092.49000182  44.59235796 -092.49001314 1
111  44.59234968 -092.49011790 1
111  44.59235039 -092.49018836 1
111  44.59235338 -092.49048532 1
111  44.59235566 -092.49071095 1
111  44.59236080 -092.49122016 1
111  44.59236101 -092.49124142 1
111  44.59236580 -092.49168919 1
111  44.59236883 -092.49199408 1
111  44.59237143 -092.49225615 1
111  44.59237595 -092.49271192 1
111  44.59237636 -092.49275264 1
111  44.59238301 -092.49342246
112  44.59238301 -092.49342246  44.59238908 -092.49357615 1
111  44.59248510 -092.49357669 1
115  44.59307587 -092.49356670
120 Linear Feature 20
112  44.59166898 -092.49179104  44.59157545 -092.49180832 1
115  44.59155825 -092.49194190
120 Linear Feature 19
112  44.59140241 -092.49184170  44.59153659 -092.49185711 1
115  44.59155927 -092.49203739
120 Linear Feature 18
112  44.59107492 -092.49203928  44.59103448 -092.49186300 1
115  44.59091232 -092.49184499
120 Linear Feature 17
112  44.59124697 -092.49184251  44.59109296 -092.49189584 1
115  44.59107528 -092.49207738
120 Linear Feature 16
111  44.59089100 -092.49184515 1
112  44.59107074 -092.49160092  44.59109114 -092.49136539
111  44.59107074 -092.49160092
112  44.59107074 -092.49160092  44.59110802 -092.49182016 1
115  44.59123378 -092.49184253
120 Linear Feature 15
112  44.58983905 -092.49185947  44.58966007 -092.49190589 1
111  44.58964971 -092.49213835 1
115  44.58968340 -092.49298781
120 Linear Feature 14
111  44.58959938 -092.49078881 1
111  44.58962748 -092.49158232 1
112  44.58983905 -092.49185947  44.59003062 -092.49187832
111  44.58983905 -092.49185947 1
111  44.59089100 -092.49184515 1
111  44.59091232 -092.49184499 1
111  44.59123378 -092.49184253 1
111  44.59124697 -092.49184251 1
111  44.59140241 -092.49184170
112  44.59140241 -092.49184170  44.59154207 -092.49181385 1
111  44.59155497 -092.49163233 1
112  44.59166898 -092.49179104  44.59176983 -092.49180645
111  44.59166898 -092.49179104 1
111  44.59227304 -092.49179025
112  44.59227304 -092.49179025  44.59234337 -092.49178580 1
115  44.59236580 -092.49168919
120 Linear Feature 13
111  44.59105135 -092.48956359 1
112  44.59110478 -092.48940589  44.59115192 -092.48933439
111  44.59110478 -092.48940589
112  44.59110478 -092.48940589  44.59112680 -092.48937248 51
116  44.59120134 -092.48932555  44.59124372 -092.48930906
120 Linear Feature 12
111  44.59154110 -092.48949381 51
112  44.59141245 -092.48932392  44.59129321 -092.48928146
111  44.59141245 -092.48932392
112  44.59141245 -092.48932392  44.59152888 -092.48929702 51
115  44.59153761 -092.48914379
120 Linear Feature 11
111  44.59104678 -092.48908381 1
112  44.59110332 -092.48924870  44.59115645 -092.48932259
111  44.59110332 -092.48924870
112  44.59110332 -092.48924870  44.59112584 -092.48928002 51
112  44.59120134 -092.48932555  44.59124506 -092.48934195
111  44.59120134 -092.48932555 51
111  44.59141245 -092.48932392 51
115  44.59153940 -092.48932294
120 Linear Feature 10
112  44.59120889 -092.48749436  44.59105242 -092.48752300 1
115  44.59103385 -092.48772540
120 Linear Feature 9
111  44.59102949 -092.48726752 1
112  44.59120889 -092.48749436  44.59136390 -092.48750670
111  44.59120889 -092.48749436 1
111  44.59124303 -092.48749428 51
111  44.59132001 -092.48749288
112  44.59132001 -092.48749288  44.59151688 -092.48751165 51
111  44.59152396 -092.48777433 51
111  44.59153761 -092.48914379 51
111  44.59153940 -092.48932294 51
111  44.59154110 -092.48949381 51
111  44.59154740 -092.49012549 1
111  44.59154893 -092.49036385 1
111  44.59154669 -092.49079530 1
111  44.59155054 -092.49121395 1
111  44.59155330 -092.49147399 1
111  44.59155497 -092.49163233 1
111  44.59155825 -092.49194190 1
111  44.59155927 -092.49203739 1
111  44.59156124 -092.49222381 1
111  44.59156435 -092.49251693 1
111  44.59156606 -092.49267832 1
111  44.59156915 -092.49296973 1
111  44.59158145 -092.49414582
112  44.59158145 -092.49414582  44.59156834 -092.49435240 1
111  44.59143944 -092.49437051 1
115  44.59091604 -092.49441081
120 Linear Feature 8
112  44.59084303 -092.48618435  44.59099156 -092.48620449 1
115  44.59102098 -092.48637425
120 Linear Feature 7
112  44.58963052 -092.48618406  44.58944418 -092.48622245 1
111  44.58943632 -092.48645256 1
115  44.58946782 -092.48730051
120 Linear Feature 6
111  44.59101712 -092.48596805 1
112  44.59084303 -092.48618435  44.59069405 -092.48621234
111  44.59084303 -092.48618435 1
111  44.58963052 -092.48618406
112  44.58963052 -092.48618406  44.58943750 -092.48616429 1
111  44.58941478 -092.48591036 1
115  44.58938426 -092.48507454
120 Linear Feature 5
112  44.59075063 -092.47855347  44.59091695 -092.47855149 1
115  44.59094717 -092.47878669
120 Linear Feature 4
111  44.58917354 -092.47967185 1
111  44.58914687 -092.47894809 1
116  44.58934315 -092.47865448  44.58954054 -092.47860387
120 Linear Feature 3
111  44.59090089 -092.47827835 1
112  44.59075063 -092.47855347  44.59057587 -092.47857026
111  44.59075063 -092.47855347 1
111  44.58934315 -092.47865448
112  44.58934315 -092.47865448  44.58914648 -092.47864272 1
111  44.58912572 -092.47838852 1
115  44.58909419 -092.47758847
120 Linear Feature 2
111  44.58914230 -092.47549056 1
112  44.58931578 -092.47542808  44.58942420 -092.47541039
111  44.58931578 -092.47542808 1
111  44.58968658 -092.47540448
112  44.58968658 -092.47540448  44.59006158 -092.47540360 1
111  44.59021844 -092.47587391 1
111  44.59072910 -092.47749363
112  44.59072910 -092.47749363  44.59081402 -092.47777287 1
112  44.59090089 -092.47827835  44.59093408 -092.47851532
111  44.59090089 -092.47827835
112  44.59090089 -092.47827835  44.59092814 -092.47847291 1
112  44.59094717 -092.47878669  44.59095275 -092.47892719
111  44.59094717 -092.47878669
112  44.59094717 -092.47878669  44.59094815 -092.47881150 1
112  44.59094942 -092.47885798  44.59094995 -092.47888068
111  44.59094942 -092.47885798 1
111  44.59101712 -092.48596805 1
111  44.59102098 -092.48637425 1
111  44.59102949 -092.48726752 1
111  44.59103385 -092.48772540 1
111  44.59104678 -092.48908381 1
111  44.59105135 -092.48956359 1
111  44.59107074 -092.49160092 1
111  44.59107492 -092.49203928 1
111  44.59107528 -092.49207738 1
111  44.59109467 -092.49411455
112  44.59109467 -092.49411455  44.59108919 -092.49436044 1
111  44.59091604 -092.49441081 1
111  44.58998886 -092.49448063
112  44.58998886 -092.49448063  44.58992464 -092.49447857 1
115  44.58986146 -092.49444002
21  44.58876008 -092.47848660 2 273.0500 3.45 PAPI Left 27
21  44.58995137 -092.49088118 2 93.0500 3.00 PAPI Left 9
14  44.59176080 -092.48974850  82.02 0 New Tower Viewpoint 1
1300  44.59194153 -092.48695354 270.00 gate turboprops|props GA Stand 05
1301 B general_aviation 
1300  44.59218823 -092.48694995 270.00 gate turboprops|props GA Stand 04
1301 B general_aviation 
1300  44.59229020 -092.48731616 270.00 gate turboprops|props GA Stand 03
1301 B general_aviation 
1300  44.59202492 -092.48732422 270.00 gate turboprops|props GA Stand 02
1301 B general_aviation 
1300  44.59180852 -092.48732111 270.00 gate turboprops|props GA Stand 01
1301 B general_aviation 
1300  44.59135528 -092.48800638   0.00 tie_down props GA Tie Down 16
1301 A general_aviation 
1300  44.59135821 -092.48827184   0.00 tie_down props GA Tie Down 15
1301 A general_aviation 
1300  44.59145155 -092.49041342   0.00 tie_down props GA Tie Down 14
1301 A general_aviation 
1300  44.59221733 -092.49024380  90.00 tie_down props GA Tie Down 13
1301 A general_aviation 
1300  44.59216212 -092.49036670 270.00 tie_down props GA Tie Down 12
1301 A general_aviation 
1300  44.59134391 -092.49375194 180.00 tie_down props GA Tie Down 11
1301 A general_aviation 
1300  44.59134114 -092.49340564 180.00 tie_down props GA Tie Down 10
1301 A general_aviation 
1300  44.59133971 -092.49305955 180.00 tie_down props GA Tie Down 09
1301 A general_aviation 
1300  44.59133844 -092.49271295 180.00 tie_down props GA Tie Down 08
1301 A general_aviation 
1300  44.59133643 -092.49236647 180.00 tie_down props GA Tie Down 07
1301 A general_aviation 
1300  44.59138214 -092.49219575   0.00 tie_down props GA Tie Down 06
1301 A general_aviation 
1300  44.59138467 -092.49254001   0.00 tie_down props GA Tie Down 05
1301 A general_aviation 
1300  44.59138552 -092.49288669   0.00 tie_down props GA Tie Down 04
1301 A general_aviation 
1300  44.59138733 -092.49323278   0.00 tie_down props GA Tie Down 03
1301 A general_aviation 
1300  44.59138986 -092.49357943   0.00 tie_down props GA Tie Down 02
1301 A general_aviation 
1300  44.59139129 -092.49392490   0.00 tie_down props GA Tie Down 01
1301 A general_aviation 
1300  44.59310589 -092.49301996  90.00 hangar props GA Hangar 46
1301 A none 
1300  44.59259165 -092.49307782  90.00 hangar props GA Hangar 45
1301 A none 
1300  44.59259403 -092.49267401 270.00 hangar props GA Hangar 44
1301 A none 
1300  44.59309713 -092.49227768  90.00 hangar props GA Hangar 43
1301 A none 
1300  44.59293538 -092.49227225  90.00 hangar props GA Hangar 42
1301 A none 
1300  44.59258257 -092.49228650  90.00 hangar props GA Hangar 41
1301 A none 
1300  44.59258134 -092.49153256  90.00 hangar props GA Hangar 40
1301 A none 
1300  44.59310824 -092.49153286  90.00 hangar props GA Hangar 39
1301 A none 
1300  44.59310602 -092.49118435 270.00 hangar props GA Hangar 38
1301 A none 
1300  44.59277487 -092.49118392 270.00 hangar props GA Hangar 37
1301 A none 
1300  44.59276879 -092.49074364  90.00 hangar props GA Hangar 36
1301 A none 
1300  44.59254458 -092.49089637  90.00 hangar props GA Hangar 35
1301 A none 
1300  44.59281834 -092.49022698  90.00 hangar props GA Hangar 34
1301 A none 
1300  44.59256898 -092.49023228  90.00 hangar props GA Hangar 33
1301 A none 
1300  44.59181085 -092.49423766 192.08 hangar props GA Hangar 32
1301 A none 
1300  44.59179535 -092.49373688 180.00 hangar props GA Hangar 31
1301 A none 
1300  44.59219441 -092.49304460  90.00 hangar props GA Hangar 30
1301 A none 
1300  44.59202049 -092.49304886  90.00 hangar props GA Hangar 29
1301 A none 
1300  44.59177000 -092.49309698 180.00 hangar props GA Hangar 28
1301 A none 
1300  44.59219208 -092.49254733  90.00 hangar props GA Hangar 27
1301 A none 
1300  44.59206618 -092.49269687 270.00 hangar props GA Hangar 26
1301 A none 
1300  44.59195173 -092.49268898 270.00 hangar props GA Hangar 25
1301 A none 
1300  44.59185834 -092.49262364  90.00 hangar props GA Hangar 24
1301 A none 
1300  44.59177732 -092.49269294 270.00 hangar props GA Hangar 23
1301 A none 
1300  44.59220464 -092.49194153  90.00 hangar props GA Hangar 22
1301 A none 
1300  44.59207300 -092.49221450 270.00 hangar props GA Hangar 21
1301 A none 
1300  44.59207020 -092.49193832  90.00 hangar props GA Hangar 20
1301 A none 
1300  44.59193727 -092.49221252 270.00 hangar props GA Hangar 19
1301 A none 
1300  44.59193584 -092.49193914  90.00 hangar props GA Hangar 18
1301 A none 
1300  44.59178235 -092.49200606  90.00 hangar props GA Hangar 17
1301 A none 
1300  44.59221165 -092.49165909 270.00 hangar props GA Hangar 16
1301 A none 
1300  44.59207769 -092.49164093 270.00 hangar props GA Hangar 15
1301 A none 
1300  44.59193739 -092.49165697 270.00 hangar props GA Hangar 14
1301 A none 
1300  44.59185168 -092.49158599  90.00 hangar props GA Hangar 13
1301 A none 
1300  44.59176792 -092.49165663 270.00 hangar props GA Hangar 12
1301 A none 
1300  44.59218486 -092.49080631  90.00 hangar props GA Hangar 11
1301 A none 
1300  44.59204800 -092.49117627 270.00 hangar props GA Hangar 10
1301 A none 
1300  44.59204597 -092.49080127  90.00 hangar props GA Hangar 09
1301 A none 
1300  44.59191239 -092.49117829 270.88 hangar props GA Hangar 08
1301 A none 
1300  44.59190949 -092.49080820  91.07 hangar props GA Hangar 07
1301 A none 
1300  44.59172709 -092.49109741 179.87 hangar props GA Hangar 06
1301 A none 
1300  44.59172147 -092.49087472 179.87 hangar props GA Hangar 05
1301 A none 
1300  44.59184452 -092.48931774 179.87 hangar turboprops|props GA Hangar 04
1301 B none 
1300  44.59186007 -092.48843945 179.98 hangar props GA Hangar 03
1301 A none 
1300  44.59187034 -092.48760684 179.98 hangar turboprops|props GA Hangar 02
1301 B none 
1300  44.59263572 -092.48747860  91.31 hangar turboprops|props GA Hangar 01
1301 B none 
18  44.59292711 -092.49455863 1 New Airport Beacon 2
19  44.59034381 -092.49261348 0 New Windsock 6
19  44.58838643 -092.47734321 0 New Windsock 4
19  44.58766368 -092.48528563 1 New Windsock 3
50 11925 WX AWOS-3
51 12305 Red Wing Unicom
55 12120 Minneapolis Approach
56 12120 Minneapolis Departure
99
