I
1050 Generated by WorldEditor 1.6.0r1

1    166 1 0 EKHG Herning
1302 city Herning
111  56.18247099  009.04163396
111  56.18248515  009.04163648
111  56.18256159  009.04165011
111  56.18257521  009.04165253
111  56.18259502  009.04135229
111  56.18257012  009.04134728
113  56.18252445  009.04133809
110 1 0.00 271.0000 Hangar
111  56.18258975  009.04250979
111  56.18298082  009.04257638
111  56.18300423  009.04258036
111  56.18302180  009.04222379
111  56.18264145  009.04215493
113  56.18261145  009.04214950
130 Airport Boundary
111  56.18240030  009.02887388
111  56.18212624  009.02973317
111  56.18204563  009.03124899
111  56.18214773  009.03210828
111  56.18185217  009.03337307
111  56.18215311  009.03374961
111  56.18193815  009.03425167
111  56.18200264  009.03440615
111  56.18194890  009.03473441
111  56.18207787  009.03496613
111  56.18203496  009.03525755
111  56.18199944  009.03827375
111  56.18183955  009.03935894
111  56.18184844  009.04017283
111  56.18172408  009.04157720
111  56.18229264  009.04172246
111  56.18208461  009.04504973
111  56.18208037  009.04512785
111  56.18195993  009.04734407
111  56.18178276  009.05005671
111  56.18182254  009.05008457
111  56.18187812  009.05012350
111  56.18330223  009.05112087
111  56.18292510  009.05370274
111  56.18497982  009.05524485
111  56.18520090  009.05517475
111  56.18536996  009.05492942
111  56.18598117  009.05301346
111  56.18608521  009.05107414
111  56.18748095  009.04695233
111  56.18790548  009.04453843
111  56.18787861  009.04433566
111  56.18783024  009.04426807
111  56.18905009  009.03984581
111  56.18951224  009.03867749
111  56.18973794  009.03822367
111  56.18966271  009.03804987
111  56.18822404  009.03764024
111  56.18849004  009.03512317
111  56.18648024  009.03449655
111  56.18663813  009.02950111
111  56.18644123  009.02941666
111  56.18601774  009.02935977
111  56.18592758  009.02932849
111  56.18600207  009.02637611
111  56.18384553  009.02621032
111  56.18362461  009.02661285
111  56.18298651  009.02590705
111  56.18294924  009.02564481
111  56.18292758  009.02565448
111  56.18288211  009.02567479
113  56.18286730  009.02568140
120 Linear Feature 42
112  56.18369715  009.04101769  56.18369725  009.04101092 20
112  56.18369090  009.04101676  56.18369085  009.04102461 20
112  56.18369715  009.04101769  56.18369744  009.04101110
111  56.18369715  009.04101769 20
111  56.18371817  009.04101918
112  56.18371817  009.04101918  56.18371807  009.04102491 20
112  56.18372311  009.04101978  56.18372340  009.04101297 20
116  56.18371817  009.04101918  56.18371787  009.04102473
120 Linear Feature 40
111  56.18371253  009.04092735 20
115  56.18371325  009.04093080
120 Linear Feature 39
111  56.18374042  009.04092951 20
115  56.18374017  009.04095801
14  56.18280051  009.03991975 206.69 0 Tower Viewpoint
1300  56.18310101  009.04076156 352.39 tie_down turboprops|props Apron
1301 B general_aviation 
1300  56.18286299  009.04101338 279.75 tie_down turboprops|props Fueling 100LL
1301 A general_aviation 
1300  56.18306597  009.04177320 355.39 tie_down turboprops|props Fueling Jet A1
1301 A general_aviation 
1300  56.18314088  009.04242882   5.73 tie_down turboprops|props GA 1
1301 A general_aviation 
1300  56.18285966  009.03892618  24.77 tie_down turboprops|props GA 2
1301 A general_aviation 
1300  56.18287880  009.03856981  27.12 tie_down turboprops|props GA 3
1301 A general_aviation 
1300  56.18290141  009.03815404  24.40 tie_down turboprops|props GA 4
1301 A general_aviation 
1300  56.18320414  009.03691298  92.86 tie_down turboprops|props GA 5
1301 A general_aviation 
1300  56.18304408  009.03687860  90.00 tie_down turboprops|props GA 6
1301 A general_aviation 
18  56.18280051  009.03991975 1 BCN
19  56.18370372  009.04124885 1 Windsock
54 12100 Herning Radio
55 12042 Karup Approch
55 12757 Billund Approach
99
