I
1050 Generated by WorldEditor 2.1.0r1

1    416 1 0 UUOT Tambov Donskoye
1302 city Tambov
111  52.80281870  041.48998963 1
115  52.80282704  041.49003160
120 Linear Feature 32
111  52.80293564  041.49050239 1
115  52.80294419  041.49054425
120 Linear Feature 32
111  52.80389776  041.48826983 1
115  52.80387391  041.48828973
120 Linear Feature 32
111  52.80417042  041.48804099 1
115  52.80414657  041.48806088
120 Linear Feature 32
111  52.80526023  041.48712700 1
115  52.80523647  041.48714718
120 Linear Feature 32
111  52.80498799  041.48736090 1
115  52.80496423  041.48738107
120 Linear Feature 32
111  52.80470483  041.48759371 1
115  52.80468112  041.48761406
120 Linear Feature 32
111  52.80443505  041.48781840 1
115  52.80441134  041.48783876
120 Linear Feature 32
111  52.80345410  041.48913351 1
115  52.80343025  041.48915340
120 Linear Feature 32
111  52.80373218  041.48889895 1
115  52.80370833  041.48891884
120 Linear Feature 32
111  52.80382705  041.49000053 1
115  52.80383560  041.49004238
120 Linear Feature 32
111  52.80302471  041.48987551 1
115  52.80303306  041.48991748
120 Linear Feature 32
111  52.80207868  041.48951470 1
115  52.80208723  041.48955656
120 Linear Feature 32
111  52.80226186  041.49017313 1
115  52.80227041  041.49021499
120 Linear Feature 32
111  52.80313786  041.49038786 1
115  52.80314640  041.49042972
120 Linear Feature 32
111  52.80399478  041.48858487 1
115  52.80397093  041.48860476
120 Linear Feature 32
111  52.80426745  041.48835602 1
115  52.80424360  041.48837592
120 Linear Feature 32
111  52.80535860  041.48744091 1
115  52.80533483  041.48746108
120 Linear Feature 32
111  52.80508636  041.48767480 1
115  52.80506259  041.48769497
120 Linear Feature 32
111  52.80480405  041.48790687 1
115  52.80478034  041.48792722
120 Linear Feature 32
111  52.80453428  041.48813156 1
115  52.80451057  041.48815191
120 Linear Feature 31
111  52.80346399  041.48912526 1
111  52.80343053  041.48901662
111  52.80337867  041.48884363 1
111  52.80335678  041.48877256 1
111  52.80334594  041.48873739
111  52.80332605  041.48867279 1
111  52.80330824  041.48861496
112  52.80330824  041.48861496  52.80323256  041.48842882 1
115  52.80311074  041.48850725
120 Linear Feature 31
111  52.80374207  041.48889069 1
111  52.80370861  041.48878206
111  52.80365675  041.48860907 1
111  52.80363434  041.48853444 1
111  52.80362403  041.48850282
111  52.80360413  041.48843822 1
111  52.80358632  041.48838039
112  52.80358632  041.48838039  52.80351986  041.48820087 1
115  52.80339329  041.48827085
120 Linear Feature 31
111  52.80382350  041.48998317 1
111  52.80372145  041.49004111
111  52.80362202  041.49009789 1
111  52.80354030  041.49014430 1
115  52.80351954  041.49015609
120 Linear Feature 31
111  52.80302125  041.48985811 1
111  52.80295133  041.48989668
111  52.80288362  041.48993450 1
115  52.80281523  041.48997222
120 Linear Feature 31
111  52.80207513  041.48949734 1
115  52.80200540  041.48953683
120 Linear Feature 31
111  52.80225831  041.49015577 1
115  52.80218858  041.49019526
120 Linear Feature 31
111  52.80313431  041.49037051 1
111  52.80306457  041.49041000
111  52.80300029  041.49044640 1
115  52.80293209  041.49048503
120 Linear Feature 31
111  52.80400467  041.48857662 1
111  52.80397121  041.48846798
111  52.80394037  041.48836783 1
111  52.80390765  041.48826158
111  52.80388775  041.48819698 1
111  52.80386994  041.48813915
112  52.80386994  041.48813915  52.80380381  041.48794473 1
115  52.80368814  041.48802417
120 Linear Feature 31
111  52.80427734  041.48834777 1
111  52.80424388  041.48823913
111  52.80421304  041.48813898 1
111  52.80418031  041.48803274
111  52.80416042  041.48796813 1
111  52.80414261  041.48791030
112  52.80414261  041.48791030  52.80407614  041.48773078 1
115  52.80395714  041.48779911
120 Linear Feature 31
111  52.80536845  041.48743255 1
111  52.80533453  041.48732429
111  52.80530326  041.48722451 1
111  52.80527009  041.48711864
111  52.80524992  041.48705427 1
111  52.80523186  041.48699665
112  52.80523186  041.48699665  52.80516463  041.48681789 1
115  52.80505180  041.48688326
120 Linear Feature 31
111  52.80509621  041.48766643 1
111  52.80506229  041.48755818
111  52.80503102  041.48745840 1
111  52.80499785  041.48735253
111  52.80497768  041.48728816 1
111  52.80495962  041.48723054
112  52.80495962  041.48723054  52.80489239  041.48705179 1
115  52.80477124  041.48711799
120 Linear Feature 31
111  52.80481388  041.48789843 1
111  52.80477967  041.48779044
111  52.80474812  041.48769089 1
111  52.80471466  041.48758527
111  52.80469431  041.48752105 1
111  52.80467610  041.48746357
112  52.80467610  041.48746357  52.80460837  041.48728533 1
115  52.80449156  041.48735199
120 Linear Feature 31
111  52.80454411  041.48812312 1
111  52.80450989  041.48801513
111  52.80447835  041.48791558 1
111  52.80444489  041.48780997
111  52.80442454  041.48774575 1
111  52.80440632  041.48768826
112  52.80440632  041.48768826  52.80433860  041.48751002 1
115  52.80422304  041.48757664
14  52.80300523  041.49162453  60.00 0 Tower
1300  52.80354030  041.49014430 160.95 gate jets|turboprops Stand 1
1301 C airline 
1300  52.80313431  041.49037051 341.63 gate jets|turboprops Stand 2
1301 B airline 
1300  52.80302125  041.48985811 341.63 gate jets|turboprops Stand 3
1301 B airline 
1300  52.80335678  041.48877256 243.02 gate turboprops|helos Stand 4
1301 B airline 
1300  52.80363434  041.48853444 243.02 gate turboprops|helos Stand 5
1301 B airline 
1300  52.80390765  041.48826158 243.02 gate turboprops|helos Stand 6
1301 B airline 
1300  52.80418031  041.48803274 243.02 gate turboprops|helos Stand 7
1301 B airline 
1300  52.80444489  041.48780997 243.02 gate turboprops|helos Stand 8
1301 B airline 
1300  52.80471466  041.48758527 243.02 gate turboprops|helos Stand 9
1301 B airline 
1300  52.80499785  041.48735253 243.02 gate turboprops|helos Stand 10
1301 B airline 
1300  52.80527009  041.48711864 243.02 gate turboprops|helos Stand 11
1301 B airline 
1300  52.80225831  041.49015577 341.32 gate turboprops|helos Stand 12
1301 B airline 
1300  52.80207513  041.48949734 341.32 gate turboprops|helos Stand 13
1301 B airline 
1300  52.80657872  041.48768714 332.23 tie_down turboprops|helos Stand 14
1301 C military 
1300  52.80642553  041.48717461 332.23 tie_down turboprops|helos Stand 15
1301 C military 
1300  52.80626200  041.48667917 332.23 tie_down turboprops|helos Stand 16
1301 C military 
1300  52.80698839  041.48735115 154.02 tie_down turboprops|helos Stand 17
1301 C military 
1300  52.80683692  041.48684431 154.02 tie_down turboprops|helos Stand 18
1301 C military 
1300  52.80668889  041.48634317 154.02 tie_down turboprops|helos Stand 19
1301 C military 
18  52.80300523  041.49162453 1 Beacon
54 12460 Tambov Vyshka
55 12460 Tambov Podkhod
99
