I
1050 Generated by WorldEditor 2.1.0r1

1   3599 1 0 FYOA Ondangwa Airport
1302 city Ondangwa
111 -17.88467778  015.94246181 51
111 -17.88468034  015.94245571 51
115 -17.88469578  015.94241883
120 Linear Feature 133
111 -17.88482154  015.94212260 51
111 -17.88482409  015.94211650 51
115 -17.88483953  015.94207962
120 Linear Feature 132
111 -17.88419761  015.94380588 51
111 -17.88420867  015.94381112 51
115 -17.88426022  015.94383555
120 Linear Feature 128
111 -17.88435883  015.94272825 51
112 -17.88451383  015.94267256 -17.88459026  015.94270825
111 -17.88451383  015.94267256 51
111 -17.88459103  015.94270916 51
111 -17.88475038  015.94278472
112 -17.88475038  015.94278472 -17.88483165  015.94282424 51
111 -17.88486562  015.94274011 51
111 -17.88490653  015.94264361 51
111 -17.88497790  015.94247527 51
111 -17.88503909  015.94233095
112 -17.88503909  015.94233095 -17.88507791  015.94224045 51
111 -17.88498329  015.94218819 51
111 -17.88482409  015.94211650 51
111 -17.88480497  015.94210789
112 -17.88480497  015.94210789 -17.88472976  015.94207475 51
111 -17.88468609  015.94216780 51
111 -17.88462104  015.94231840 51
111 -17.88455366  015.94247437 51
111 -17.88453688  015.94251322
112 -17.88453688  015.94251322 -17.88450534  015.94259480 51
112 -17.88438040  015.94267638 -17.88434643  015.94276051
111 -17.88438040  015.94267638 51
111 -17.88435883  015.94272825 51
111 -17.88422216  015.94305701 51
111 -17.88417903  015.94316074
112 -17.88417903  015.94316074 -17.88415356  015.94322703 51
115 -17.88419205  015.94328913
120 Linear Feature 131
112 -17.88422216  015.94305701 -17.88419547  015.94310927 51
116 -17.88400931  015.94308055 -17.88392682  015.94300407
120 Linear Feature 130
111 -17.88497790  015.94247527 51
112 -17.88492749  015.94236282 -17.88485834  015.94232840
111 -17.88492749  015.94236282 51
112 -17.88475355  015.94228271 -17.88468440  015.94224830
111 -17.88475355  015.94228271 51
111 -17.88473097  015.94227232
112 -17.88473097  015.94227232 -17.88466425  015.94224427 51
115 -17.88462104  015.94231840
120 Linear Feature 130
111 -17.88490653  015.94264361 51
112 -17.88485228  015.94253489 -17.88478313  015.94250048
111 -17.88485228  015.94253489 51
112 -17.88468034  015.94245571 -17.88461119  015.94242130
111 -17.88468034  015.94245571 51
111 -17.88465576  015.94244439
112 -17.88465576  015.94244439 -17.88459632  015.94242018 51
115 -17.88455366  015.94247437
120 Linear Feature 129
111 -17.88459103  015.94270916 51
112 -17.88465212  015.94288670 -17.88460845  015.94299249
111 -17.88465212  015.94288670 51
111 -17.88450366  015.94322608 51
111 -17.88446245  015.94332028
112 -17.88446245  015.94332028 -17.88441514  015.94341716 51
116 -17.88425987  015.94337382 -17.88422348  015.94333558
120 Linear Feature 127
112 -17.88378314  015.94288655 -17.88358298  015.94282282 1
115 -17.88347931  015.94298579
120 Linear Feature 126
112 -17.88376290  015.94281736 -17.88366707  015.94277402 1
116 -17.88351550  015.94290266 -17.88347062  015.94298806
120 Linear Feature 125
112 -17.88378071  015.94272467 -17.88370914  015.94250926 1
115 -17.88378342  015.94228730
120 Linear Feature 124
111 -17.88342577  015.94261821 51
111 -17.88355824  015.94268245 51
112 -17.88376290  015.94281736 -17.88381941  015.94286135 51
111 -17.88400931  015.94308055 51
111 -17.88419205  015.94328913 51
111 -17.88425987  015.94337382
112 -17.88425987  015.94337382 -17.88435157  015.94348517 51
111 -17.88427297  015.94366597 51
111 -17.88420867  015.94381112 51
111 -17.88370469  015.94494883 51
111 -17.88359998  015.94518520 51
111 -17.88337045  015.94570335 51
112 -17.88333115  015.94575994 -17.88330932  015.94577983 51
111 -17.88329185  015.94578747 51
111 -17.88287989  015.94598479
112 -17.88287989  015.94598479 -17.88283331  015.94600314 51
111 -17.88278964  015.94600620 51
111 -17.88260914  015.94602608 51
111 -17.88254655  015.94602914 51
112 -17.88216079  015.94595419 -17.88198757  015.94587007
111 -17.88216079  015.94595419 51
115 -17.88201086  015.94588231
120 Linear Feature 142
112 -17.88376126  015.94513144 -17.88366179  015.94509447 51
115 -17.88359998  015.94518520
120 Linear Feature 143
111 -17.88412284  015.94481154 51
111 -17.88415196  015.94482429 51
115 -17.88418107  015.94483704
120 Linear Feature 141
111 -17.88417734  015.94476562 51
111 -17.88415196  015.94482429 51
111 -17.88404390  015.94507408
112 -17.88404390  015.94507408 -17.88397597  015.94521939 51
111 -17.88382555  015.94516331 51
111 -17.88376126  015.94513144
112 -17.88376126  015.94513144 -17.88367877  015.94509193 51
115 -17.88370469  015.94494883
120 Linear Feature 146
111 -17.88427696  015.94514901 1
111 -17.88417010  015.94538532 1
111 -17.88409602  015.94554916 1
111 -17.88401544  015.94572738 1
111 -17.88394094  015.94589213
112 -17.88394094  015.94589213 -17.88391789  015.94594566 1
111 -17.88384754  015.94594184 1
111 -17.88347879  015.94591101 1
111 -17.88328346  015.94589468 1
112 -17.88322402  015.94589850 -17.88320098  015.94590488
111 -17.88322402  015.94589850 1
111 -17.88298869  015.94597625
112 -17.88298869  015.94597625 -17.88290984  015.94600047 1
115 -17.88278964  015.94600620
120 Linear Feature 145
111 -17.88383540  015.94522677 1
111 -17.88380531  015.94529570 1
111 -17.88375809  015.94540388 1
111 -17.88374364  015.94543547 1
111 -17.88371224  015.94550690 1
111 -17.88366861  015.94560613 1
111 -17.88365972  015.94562635 1
111 -17.88361233  015.94573413 1
111 -17.88358648  015.94579292 1
111 -17.88355519  015.94586409
112 -17.88355519  015.94586409 -17.88353699  015.94590742 1
115 -17.88347879  015.94591101
120 Linear Feature 144
111 -17.88353578  015.94523442 1
111 -17.88348354  015.94535551 1
111 -17.88343945  015.94545854 1
111 -17.88339404  015.94556463 1
111 -17.88334444  015.94568054 1
111 -17.88329946  015.94578821 1
111 -17.88327255  015.94585262
112 -17.88327255  015.94585262 -17.88325435  015.94588958 1
115 -17.88322402  015.94589850
120 Linear Feature 148
111 -17.88358648  015.94579292 1
112 -17.88367165  015.94574613 -17.88372988  015.94575072
111 -17.88367165  015.94574613 1
111 -17.88381989  015.94576079 1
111 -17.88391912  015.94577060
112 -17.88391912  015.94577060 -17.88397443  015.94577672 1
115 -17.88401544  015.94572738
120 Linear Feature 148
111 -17.88366861  015.94560613 1
112 -17.88375317  015.94557176 -17.88381140  015.94557635
111 -17.88375317  015.94557176 1
111 -17.88390141  015.94558642 1
111 -17.88400063  015.94559623
112 -17.88400063  015.94559623 -17.88405595  015.94560235 1
115 -17.88409602  015.94554916
120 Linear Feature 148
111 -17.88374364  015.94543547 1
112 -17.88383032  015.94540045 -17.88388855  015.94540503
111 -17.88383032  015.94540045 1
111 -17.88397856  015.94541511 1
111 -17.88407778  015.94542492
112 -17.88407778  015.94542492 -17.88413310  015.94543104 1
115 -17.88417010  015.94538532
120 Linear Feature 147
111 -17.88361233  015.94573413 1
112 -17.88352486  015.94577231 -17.88345693  015.94576721
111 -17.88352486  015.94577231 1
111 -17.88347383  015.94576834 1
111 -17.88336110  015.94575957
112 -17.88336110  015.94575957 -17.88331258  015.94575702 1
115 -17.88329946  015.94578821
120 Linear Feature 147
111 -17.88365972  015.94562635 1
112 -17.88357581  015.94566142 -17.88350788  015.94565632
111 -17.88357581  015.94566142 1
111 -17.88352477  015.94565745 1
111 -17.88341205  015.94564867
112 -17.88341205  015.94564867 -17.88336595  015.94564485 1
115 -17.88334444  015.94568054
120 Linear Feature 147
111 -17.88371224  015.94550690 1
112 -17.88362312  015.94555308 -17.88356247  015.94554798
111 -17.88362312  015.94555308 1
111 -17.88357208  015.94554910 1
111 -17.88345936  015.94554033
112 -17.88345936  015.94554033 -17.88341205  015.94553778 1
115 -17.88339404  015.94556463
120 Linear Feature 147
111 -17.88375809  015.94540388 1
112 -17.88367043  015.94544091 -17.88360250  015.94543581
111 -17.88367043  015.94544091 1
111 -17.88361939  015.94543693 1
111 -17.88350667  015.94542816
112 -17.88350667  015.94542816 -17.88345814  015.94542306 1
115 -17.88343945  015.94545854
120 Linear Feature 147
111 -17.88380531  015.94529570 1
112 -17.88372016  015.94533384 -17.88365223  015.94532874
111 -17.88372016  015.94533384 1
111 -17.88366913  015.94532987 1
111 -17.88355640  015.94532109
112 -17.88355640  015.94532109 -17.88350181  015.94531599 1
115 -17.88348354  015.94535551
120 Linear Feature 140
111 -17.88283346  015.94553789 1
111 -17.88277264  015.94568303 1
111 -17.88273079  015.94578291 1
111 -17.88264656  015.94598392
112 -17.88264656  015.94598392 -17.88263084  015.94601695 1
115 -17.88260914  015.94602608
120 Linear Feature 139
111 -17.88308496  015.94564797 1
112 -17.88300989  015.94567923 -17.88295399  015.94567739
111 -17.88300989  015.94567923 1
111 -17.88283521  015.94565720
112 -17.88283521  015.94565720 -17.88278805  015.94565169 1
115 -17.88277264  015.94568303
120 Linear Feature 138
111 -17.88408880  015.94337935 1
111 -17.88381444  015.94399940 1
111 -17.88376228  015.94411727 1
111 -17.88371953  015.94421390 1
111 -17.88366476  015.94433766 1
111 -17.88362015  015.94443849 1
111 -17.88308496  015.94564797 1
111 -17.88304596  015.94573611
112 -17.88304596  015.94573611 -17.88302325  015.94579117 1
111 -17.88294640  015.94577832 1
111 -17.88277172  015.94576731
112 -17.88277172  015.94576731 -17.88274551  015.94576547 1
115 -17.88273079  015.94578291
120 Linear Feature 137
112 -17.88254655  015.94602914 -17.88217972  015.94605668 1
115 -17.88200779  015.94636565
120 Linear Feature 136
112 -17.88254655  015.94602914 -17.88233169  015.94599794 1
116 -17.88231850  015.94565201 -17.88236217  015.94554371
120 Linear Feature 135
111 -17.88282405  015.94530817 1
111 -17.88259599  015.94520110
112 -17.88259599  015.94520110 -17.88254990  015.94518708 1
115 -17.88251225  015.94520700
120 Linear Feature 135
111 -17.88311154  015.94463898 1
111 -17.88288349  015.94453191
112 -17.88288349  015.94453191 -17.88283739  015.94451789 1
115 -17.88279353  015.94456093
120 Linear Feature 135
111 -17.88326196  015.94428846 1
111 -17.88303391  015.94418139
112 -17.88303391  015.94418139 -17.88298781  015.94416737 1
115 -17.88295199  015.94419698
120 Linear Feature 135
111 -17.88355188  015.94362947 1
111 -17.88332383  015.94352240
112 -17.88332383  015.94352240 -17.88327773  015.94350838 1
115 -17.88323869  015.94353846
120 Linear Feature 134
112 -17.88259599  015.94520110 -17.88254868  015.94516796 1
115 -17.88254793  015.94512504
120 Linear Feature 134
112 -17.88288349  015.94453191 -17.88283618  015.94449877 1
115 -17.88283526  015.94446509
120 Linear Feature 134
112 -17.88303391  015.94418139 -17.88298660  015.94414825 1
115 -17.88299578  015.94409639
120 Linear Feature 134
112 -17.88332383  015.94352240 -17.88327652  015.94348926 1
115 -17.88327572  015.94345341
120 Linear Feature 97
112 -17.87688437  015.95343712 -17.87690859  015.95338243
111 -17.87688437  015.95343712
112 -17.87688437  015.95343712 -17.87690859  015.95338243 24
112 -17.87701037  015.95342544 -17.87704334  015.95347483
111 -17.87701037  015.95342544
112 -17.87701037  015.95342544 -17.87704334  015.95347483 24
112 -17.87695700  015.95354594 -17.87689981  015.95355124
111 -17.87695700  015.95354594
114 -17.87695700  015.95354594 -17.87689981  015.95355124 24
120 Linear Feature 97
112 -17.88391150  015.94244052 -17.88393572  015.94238582
111 -17.88391150  015.94244052
112 -17.88391150  015.94244052 -17.88393572  015.94238582 24
112 -17.88403750  015.94242883 -17.88407046  015.94247822
111 -17.88403750  015.94242883
112 -17.88403750  015.94242883 -17.88407046  015.94247822 24
112 -17.88398413  015.94254934 -17.88392694  015.94255464
111 -17.88398413  015.94254934
114 -17.88398413  015.94254934 -17.88392694  015.94255464 24
120 Linear Feature 94
111 -17.88453817  015.94378851 20
115 -17.88450999  015.94377510
120 Linear Feature 94
111 -17.88457213  015.94370973 20
115 -17.88454395  015.94369632
120 Linear Feature 94
111 -17.88436099  015.94445379 20
115 -17.88434880  015.94448367
120 Linear Feature 94
111 -17.88427962  015.94430955 20
115 -17.88425019  015.94429592
120 Linear Feature 94
111 -17.88458797  015.94359420 20
115 -17.88455868  015.94358026
120 Linear Feature 94
111 -17.88484443  015.94299923 20
115 -17.88481514  015.94298529
120 Linear Feature 93
111 -17.88521481  015.94221877 20
111 -17.88457213  015.94370973 20
111 -17.88453817  015.94378851 20
111 -17.88430792  015.94432266
112 -17.88430792  015.94432266 -17.88426999  015.94441567 20
111 -17.88436099  015.94445379 20
111 -17.88441269  015.94447878
112 -17.88441269  015.94447878 -17.88455297  015.94454449 20
111 -17.88448672  015.94470748 20
115 -17.88425277  015.94523426
120 Linear Feature 93
111 -17.88521171  015.94214719 22
111 -17.88518663  015.94220536 22
111 -17.88484443  015.94299923 22
111 -17.88458797  015.94359420 22
111 -17.88454395  015.94369632 22
111 -17.88450999  015.94377510 22
111 -17.88427962  015.94430955
112 -17.88427962  015.94430955 -17.88422906  015.94443351 22
111 -17.88434880  015.94448367 20
111 -17.88439993  015.94450838
112 -17.88439993  015.94450838 -17.88451257  015.94456115 22
111 -17.88445848  015.94469422 22
115 -17.88422474  015.94522052
120 Linear Feature 93
111 -17.88522158  015.94204238 20
111 -17.88515734  015.94219142 20
111 -17.88481514  015.94298529 20
111 -17.88455868  015.94358026 20
111 -17.88425019  015.94429592
112 -17.88425019  015.94429592 -17.88418650  015.94445207 20
111 -17.88433611  015.94451474 20
111 -17.88438666  015.94453917
112 -17.88438666  015.94453917 -17.88447056  015.94457847 20
111 -17.88442912  015.94468044 20
115 -17.88419560  015.94520623
21 -17.87462293  015.96223114 2 245.4200 2.00 26 PAPI 4L
21 -17.88169507  015.94368544 2 65.4200 2.00 08 PAPI 4L
14 -17.88246783  015.94665775 166.00 0 Tower Viewpoint
1300 -17.88450366  015.94322608  64.76 gate jets|turboprops|props West Ramp 1
1301 C airline 
1300 -17.88467778  015.94246181 336.66 gate jets|turboprops|props West Ramp 2
1301 B airline 
1300 -17.88475099  015.94228881 336.66 gate jets|turboprops|props West Ramp 3
1301 B airline 
1300 -17.88482409  015.94211650 336.66 gate jets|turboprops|props West Ramp 4
1301 B airline 
1300 -17.88420867  015.94381112 245.35 gate jets|turboprops|props Terminal
1301 D airline 
1300 -17.88415196  015.94482429 245.35 tie_down jets|turboprops|props Cargo
1301 D cargo 
1300 -17.88366913  015.94532987 175.01 tie_down turboprops|props GA 11
1301 A general_aviation 
1300 -17.88361939  015.94543693 175.01 tie_down turboprops|props GA 12
1301 A general_aviation 
1300 -17.88357208  015.94554910 175.01 tie_down turboprops|props GA 13
1301 A general_aviation 
1300 -17.88352477  015.94565745 175.01 tie_down turboprops|props GA 14
1301 A general_aviation 
1300 -17.88347383  015.94576834 175.01 tie_down turboprops|props GA 15
1301 A general_aviation 
1300 -17.88397856  015.94541511 175.01 tie_down turboprops|props GA 01
1301 B general_aviation 
1300 -17.88390141  015.94558642 175.01 tie_down turboprops|props GA 02
1301 B general_aviation 
1300 -17.88381989  015.94576079 175.01 tie_down turboprops|props GA 03
1301 B general_aviation 
18 -17.88246993  015.94665775 1 Airport Beacon
19 -17.88398443  015.94247630 0 Windsock 08
19 -17.87694973  015.95347152 0 Windsock ARP
54 12560 Tower
99
