I
1050 Generated by WorldEditor

1   1946 1 0 EDMO Oberpfaffenhofen
1302 city Oberpfaffenhofen
120 Linear Feature 3
111  48.07675747  011.27539151 4
115  48.07674586  011.27519538
120 Linear Feature 2
111  48.08230068  011.28154264 4 103
115  48.08216345  011.28135536
120 Linear Feature 25
111  48.08624301  011.28468077 1
112  48.08621450  011.28477877  48.08621450  011.28483567 1
115  48.08624137  011.28488657
120 Linear Feature 24
111  48.08610390  011.28470290 1
112  48.08617860  011.28472819  48.08620922  011.28471554 1
111  48.08624301  011.28468077 1
115  48.08657244  011.28415602
120 Linear Feature 16
111  48.08333057  011.29477810 5
115  48.08352207  011.29487595
120 Linear Feature 13
111  48.08762749  011.28665140 20
115  48.08803441  011.28598391
120 Linear Feature 12
111  48.08379870  011.28097929 1
112  48.08374028  011.28127507  48.08374345  011.28143628 1
115  48.08381279  011.28156934
120 Linear Feature 11
111  48.08419653  011.28006331 1
111  48.08430563  011.27980577 1
112  48.08441167  011.27973118  48.08448235  011.27972471 1
111  48.08451899  011.27976752 1
111  48.08464164  011.27988418 1
112  48.08473362  011.27992243  48.08480247  011.27993547 1
111  48.08484861  011.27983445 1
115  48.08528449  011.27883601
120 Linear Feature 10
111  48.08403989  011.27964512 1
111  48.08379184  011.27940689 1
115  48.08368345  011.27930280
120 Linear Feature 9
111  48.08347893  011.28111272 1
112  48.08364955  011.28113304  48.08375197  011.28106982 1
111  48.08379870  011.28097929 1
111  48.08419653  011.28006331 1
112  48.08420598  011.27988609  48.08419372  011.27979973 1
111  48.08413316  011.27973118 1
111  48.08403989  011.27964512 1
112  48.08399646  011.27950552  48.08398420  011.27940512 1
111  48.08400923  011.27933722 1
111  48.08408204  011.27916862 1
115  48.08415228  011.27900599
120 Linear Feature 8
111  48.08687181  011.28561090 1 101
112  48.08684570  011.28567701  48.08684212  011.28571894 1 101
115  48.08685824  011.28574199
120 Linear Feature 7
111  48.08676622  011.28561104 1 101
112  48.08681508  011.28563308  48.08684608  011.28563040 1 101
111  48.08687181  011.28561090 1 101
111  48.08729762  011.28518593 1 101
112  48.08734391  011.28517555  48.08737013  011.28518242 1 101
115  48.08738897  011.28521328
120 Linear Feature 61
111  48.08779416  011.29184233 1 101
111  48.08810544  011.29226241 1 101
112  48.08835537  011.29230152  48.08850833  011.29222319
111  48.08835537  011.29230152
112  48.08835537  011.29230152  48.08860493  011.29214786 1 101
111  48.08860757  011.29154301 1 101
112  48.08859508  011.28878955  48.08859508  011.28872929 1 101
112  48.08857804  011.28850723  48.08856929  011.28844363 1 101
112  48.08852805  011.28825553  48.08851056  011.28818631 1 101
112  48.08843149  011.28795791  48.08839650  011.28786811 1 101
111  48.08828380  011.28768069 1 101
111  48.08685824  011.28574199 1 101
111  48.08676622  011.28561104 1 101
111  48.08624137  011.28488657 1 101
111  48.08610390  011.28470290 1 101
111  48.08381279  011.28156934 1 101
111  48.08347893  011.28111272 1 101
111  48.08305098  011.28052741 1 101
111  48.08282303  011.28021564 1 101
111  48.08132341  011.27816461 1 101
112  48.08106479  011.27786438  48.08092794  011.27776497 1
111  48.08076094  011.27778134 1
111  48.07968634  011.27777622 1
112  48.07949942  011.27775834  48.07939330  011.27774191 1
111  48.07929286  011.27769701 1
112  48.07896766  011.27756415  48.07889448  011.27752855 1
112  48.07855968  011.27730353  48.07836507  011.27714669 1
111  48.07818853  011.27694177 1
111  48.07708444  011.27544412 1
111  48.07530084  011.27302474 1
112  48.07496599  011.27280825  48.07478317  011.27284322 1
111  48.07467505  011.27302846 1
112  48.07456626  011.27325862  48.07454376  011.27336314 1
112  48.07454149  011.27363910  48.07455313  011.27376452 1
111  48.07462748  011.27385268 1
115  48.07510318  011.27450987
120 Linear Feature 60
111  48.08665206  011.29366253 1
112  48.08656154  011.29353241  48.08652328  011.29348261 1
115  48.08641349  011.29341185
120 Linear Feature 59
111  48.08672665  011.29337051 1
112  48.08665262  011.29350834  48.08661935  011.29358304 1
111  48.08665206  011.29366253 1
115  48.08682351  011.29392180
120 Linear Feature 58
111  48.08859846  011.29406266 1
112  48.08853713  011.29487752  48.08853108  011.29495901 1
111  48.08846757  011.29526007 1
111  48.08802099  011.29741723 1
112  48.08796911  011.29768250  48.08794949  011.29779845 1
111  48.08792888  011.29796181 1
111  48.08782417  011.29895340 1
112  48.08777059  011.29914661  48.08772935  011.29918215 1
111  48.08764396  011.29917942 1
111  48.08702298  011.29920857 1
112  48.08696464  011.29916102  48.08693826  011.29911340 1
111  48.08693288  011.29901901 1
111  48.08692101  011.29832059 1
112  48.08695028  011.29813708  48.08698598  011.29806274 1
111  48.08703262  011.29803300 1
111  48.08784131  011.29761668 1
112  48.08791939  011.29756146  48.08796380  011.29752590 1
115  48.08802099  011.29741723
120 Linear Feature 57
111  48.08577116  011.29349666 1
112  48.08563476  011.29357951  48.08557654  011.29366417 1
111  48.08557072  011.29367537 1
115  48.08534019  011.29406703
120 Linear Feature 56
111  48.08334327  011.29371546 1
112  48.08354140  011.29388757  48.08358769  011.29401410 1
115  48.08357837  011.29422062
120 Linear Feature 55
111  48.08147503  011.29279666 1 101
111  48.08139806  011.29268761 1 101
111  48.08133895  011.29249420 1 101
111  48.08130458  011.29196541 1 101
111  48.08131558  011.29185430 1 101
111  48.08136369  011.29177611 1 101
115  48.08176646  011.29138929
120 Linear Feature 54
111  48.08390078  011.29374362 1 101
112  48.08362503  011.29376476  48.08347610  011.29377681 1 101
111  48.08334327  011.29371546 1 101
111  48.07918271  011.29170805 1 101
111  48.07905097  011.29165054 1 101
111  48.07885154  011.29160946 1 101
115  48.07752507  011.29157112
120 Linear Feature 50
111  48.08031285  011.29651250 1
111  48.08030318  011.29630145 1
112  48.08034450  011.29613296  48.08039448  011.29608432 1
111  48.08046843  011.29608040 1
111  48.08161465  011.29592261 1
112  48.08182027  011.29593151  48.08189150  011.29595957 1
111  48.08204995  011.29613051 1
112  48.08216013  011.29621414  48.08220887  011.29624032 1
111  48.08233549  011.29622111 1
111  48.08282858  011.29615482 1
112  48.08305227  011.29606877  48.08312500  011.29600500 1
111  48.08320223  011.29571149 1
111  48.08357837  011.29422062 1
112  48.08368709  011.29392320  48.08376357  011.29376052 1
111  48.08390078  011.29374362 1 101
111  48.08577116  011.29349666 1 101
111  48.08641349  011.29341185 1 101
111  48.08672665  011.29337051 1 101
111  48.08796716  011.29320672 1 101
112  48.08826333  011.29313563  48.08834831  011.29308325 1 101
111  48.08841204  011.29298222 1 101
112  48.08844703  011.29286249  48.08844453  011.29280076 1 101
111  48.08840954  011.29273715 1 101
115  48.08796217  011.29211419
120 Linear Feature 6
111  48.08852805  011.28825553 1
112  48.08854103  011.28810299  48.08857277  011.28804598 1
115  48.08862629  011.28798778
120 Linear Feature 5
111  48.08843149  011.28795791 1
112  48.08851721  011.28802601  48.08856956  011.28801770 1
111  48.08862629  011.28798778 1
115  48.08871793  011.28792841
120 Linear Feature 4
111  48.07708444  011.27544412 1
112  48.07675133  011.27528887  48.07661220  011.27532883 1
111  48.07653294  011.27543526 1
111  48.07631497  011.27578231 1
112  48.07624864  011.27598213  48.07624020  011.27607678 1
111  48.07629178  011.27613399 1
115  48.07670917  011.27669622
120 Linear Feature 3
111  48.08305098  011.28052741 1 101
112  48.08291149  011.28048222  48.08284509  011.28050880 1 101
115  48.08280741  011.28058152
120 Linear Feature 2
111  48.08077268  011.28225173 1 101
111  48.08117782  011.28279716 1 101
111  48.08132946  011.28287169 1 101
115  48.08142452  011.28281410
120 Linear Feature 1
111  48.08282303  011.28021564 1 101
112  48.08285946  011.28039519  48.08285436  011.28049955 1 101
111  48.08280741  011.28058152 1 101
111  48.08147205  011.28274296 1 101
111  48.08140641  011.28299365 1 101
111  48.08143810  011.28314949 1 101
115  48.08169385  011.28350521
120 Linear Feature 49
111  48.08853565  011.29405295 4
111  48.08859846  011.29406266 4
115  48.08865975  011.29407214
120 Linear Feature 42
111  48.08811546  011.29929474 20
115  48.08688273  011.29936348
120 Linear Feature 41
111  48.08539225  011.29411802 20
111  48.08533116  011.29408587 20
115  48.08523016  011.29403270
120 Linear Feature 40
111  48.08410769  011.29355693 20
115  48.08412311  011.29385805
120 Linear Feature 39
111  48.08450338  011.29418406 20
115  48.08442135  011.29419278
120 Linear Feature 38
111  48.08483410  011.29414184 20
115  48.08474950  011.29414952
120 Linear Feature 37
111  48.08515760  011.29409642 20
115  48.08507253  011.29410730
120 Linear Feature 36
111  48.08695246  011.29386934 20
111  48.08682351  011.29392180 20
115  48.08668957  011.29397628
120 Linear Feature 34
111  48.08887898  011.29179047 20
111  48.08901986  011.29180965 20
115  48.08914427  011.28997176
120 Linear Feature 33
111  48.08890436  011.29161534 20
115  48.08911401  011.29190756
120 Linear Feature 32
111  48.08894463  011.29075106 20
115  48.08892398  011.29105256
120 Linear Feature 53
111  48.08059276  011.29794497 20
111  48.08050349  011.29638805 20
112  48.08053529  011.29631190  48.08056555  011.29627821 20
111  48.08058458  011.29626906 20
111  48.08115377  011.29618973 20
112  48.08118769  011.29620560  48.08120246  011.29622430 20
115  48.08120453  011.29629179
120 Linear Feature 52
111  48.08018543  011.29659515 20
111  48.08043248  011.29656337 20
112  48.08045367  011.29656733  48.08046295  011.29656957 20
111  48.08047222  011.29658320 20
111  48.08054059  011.29777072 20
115  48.08052567  011.29795292
120 Linear Feature 51
111  48.08018147  011.29652887 20
111  48.08031285  011.29651250 20
111  48.08039485  011.29650228 20
112  48.08043688  011.29648594  48.08046870  011.29646851 20
111  48.08046533  011.29644913 20
111  48.08046003  011.29637536 20
112  48.08049448  011.29627388  48.08053406  011.29619955 20
111  48.08056073  011.29620322 20
111  48.08126801  011.29611059 20
115  48.08127635  011.29628170
120 Linear Feature 18
111  48.07922136  011.29155979 4 103
115  48.07916903  011.29185548
120 Linear Feature 17
111  48.08067628  011.29258935 4 103
115  48.08074141  011.29228823
120 Linear Feature 29
111  48.07787173  011.29267096 20
111  48.07788984  011.29258305 20
111  48.07790218  011.29135122 20
111  48.07771700  011.29134198 20
115  48.07773076  011.29048232
120 Linear Feature 28
111  48.07782516  011.29267053 20
111  48.07784251  011.29256149 20
111  48.07785691  011.29144361 20
115  48.07722400  011.29142005
120 Linear Feature 15
111  48.08678338  011.29320392 4 103
115  48.08679860  011.29351231
120 Linear Feature 14
111  48.08866515  011.29048558 4 103
115  48.08854420  011.29048747
120 Linear Feature 31
111  48.08905119  011.28607847 3
111  48.08852604  011.28633126 3
111  48.08816687  011.28454217 3
115  48.08828897  011.28424556
120 Linear Feature 30
111  48.08925866  011.29018058 3
111  48.08921043  011.28989655 3
111  48.08925404  011.28930230 3
111  48.08881412  011.28724594 3
115  48.08925934  011.28702921
21  48.08657016  011.29112554 2 222.3700 3.00 22  PAPI-4L
14  48.08426512  011.29485173 111.55 0 ATC Tower
1300  48.08729478  011.29458451 219.64 gate jets|turboprops North Apron 01
1301 B general_aviation 
1300  48.08898181  011.29145765 275.47 tie_down props West Apron 02
1301 A general_aviation 
1300  48.08036119  011.29776692 292.01 tie_down props Apron RUAG 04
1301 A general_aviation 
1300  48.08229573  011.29727224 265.49 tie_down props Apron RUAG 03
1301 A general_aviation 
1300  48.08249787  011.29723752 264.47 tie_down props Apron RUAG 02
1301 A general_aviation 
1300  48.08270332  011.29720776 265.45 tie_down props Apron RUAG 01
1301 A general_aviation 
1300  48.08906670  011.28683719 162.84 tie_down props West Apron 01
1301 A general_aviation 
1300  48.08819277  011.28703884 135.00 tie_down props Stand 01
1301 A general_aviation 
1300  48.08751478  011.28726293 309.96 tie_down props Stand 02
1301 A general_aviation 
1300  48.08765329  011.28607302 131.53 tie_down props Stand 03
1301 A general_aviation 
1300  48.08685428  011.28652481 313.45 tie_down props Stand 04
1301 A general_aviation 
1300  48.08735439  011.28565286 132.71 tie_down props Stand 05
1301 A general_aviation 
1300  48.08379184  011.27940689  32.01 tie_down props Apron DLR
1301 A general_aviation 
1300  48.08416505  011.27897648 123.43 hangar props Hangar DLR 04
1301 A none 
1300  48.08532862  011.27779533 123.27 hangar props Hangar DLR 03
1301 A none 
1300  48.08556332  011.27802745 120.85 hangar props Hangar DLR 02
1301 A none 
1300  48.08631554  011.28557646 312.88 tie_down props Stand 06
1301 A general_aviation 
1300  48.08569587  011.28476051 310.86 tie_down props Stand 08
1301 A general_aviation 
1300  48.08579212  011.28370171 132.77 tie_down props Stand 09
1301 A general_aviation 
1300  48.08507985  011.28395586 312.71 tie_down props Stand 10
1301 A general_aviation 
1300  48.08519920  011.28283633 132.96 tie_down props Stand 11
1301 A general_aviation 
1300  48.08450757  011.28308828 311.77 tie_down props Stand 12
1301 A general_aviation 
1300  48.08458682  011.28203117 132.93 tie_down props Stand 13
1301 A general_aviation 
1300  48.08380183  011.28241310 313.31 tie_down props Stand 14
1301 A general_aviation 
1300  48.08328105  011.28144117 313.03 tie_down props Stand 15
1301 A general_aviation 
1300  48.08337777  011.28037387 132.36 tie_down props Stand 16
1301 A general_aviation 
1300  48.08275063  011.27956734 132.88 tie_down props Stand 17
1301 A general_aviation 
1300  48.08206900  011.27978724 316.17 tie_down props Stand 18
1301 A general_aviation 
1300  48.08217424  011.27870360 133.32 tie_down props Stand 19
1301 A general_aviation 
1300  48.08148579  011.27891973 313.92 tie_down props Stand 20
1301 A general_aviation 
1300  48.08155869  011.27787218 135.00 tie_down props Stand 21
1301 A general_aviation 
1300  48.08576156  011.27822077 123.25 hangar props Apron DLR 01
1301 A none 
54 11950 Oberpfaffenhofen Tower
56 12795 Munchen Departure
55 12077 Munchen Arrival
51 12280 Oberpfaffenhofen Unicom
99
