A
1050 Generated by WorldEditor 2.0.0r4

1   1478 1 0 KDVT Deer Valley
111  33.68748543 -112.08047731
114  33.68748543 -112.08047731  33.68758924 -112.08034728 3 102
111  33.68767806 -112.07733404
112  33.68767806 -112.07733404  33.68778974 -112.07719859 3 102
111  33.68782462 -112.07696717
111  33.68795240 -112.07479833
112  33.68795240 -112.07479833  33.68794021 -112.07467679 3 102
111  33.68782791 -112.07464934 3 102
111  33.68769463 -112.07463884 3 102
111  33.68744695 -112.07461933
112  33.68744695 -112.07461933  33.68733837 -112.07462696 3 102
111  33.68731489 -112.07473157 3 102
111  33.68715163 -112.07767908
112  33.68715163 -112.07767908  33.68715529 -112.07782111 3 102
111  33.68727626 -112.07775727 3 102
113  33.68747695 -112.07754588 3 102
111  33.68690633 -112.07781150
112  33.68690633 -112.07781150  33.68702475 -112.07779569 3 102
111  33.68704200 -112.07767815 3 102
111  33.68720501 -112.07484297 3 102
112  33.68717173 -112.07474326  33.68713027 -112.07469445 3 102
111  33.68709082 -112.07468589 3 102
111  33.68700739 -112.07467794 3 102
111  33.68699453 -112.07467672 3
113  33.68681412 -112.07780345 3 102
111  33.68662796 -112.08091021 3 102
111  33.68673595 -112.08092480
112  33.68673595 -112.08092480  33.68683829 -112.08092187 3 102
111  33.68686343 -112.08078037 3 102
111  33.68699495 -112.07844598
112  33.68699495 -112.07844598  33.68698085 -112.07832989 3 102
111  33.68687462 -112.07830461 3 102
113  33.68677955 -112.07830122 3
111  33.68639720 -112.08485457 3 102
111  33.68648673 -112.08486307
112  33.68648673 -112.08486307  33.68661831 -112.08484550 3 102
111  33.68662919 -112.08473290 3 102
111  33.68681486 -112.08157534
112  33.68681486 -112.08157534  33.68681047 -112.08145586 3 102
111  33.68670456 -112.08142642 3 102
113  33.68660112 -112.08142290 3
111  33.68621755 -112.08797139 3 102
112  33.68636087 -112.08796214  33.68643762 -112.08793725 3 102
111  33.68644562 -112.08784827 3 102
111  33.68658743 -112.08547832
112  33.68658743 -112.08547832  33.68657281 -112.08539750 3 102
111  33.68648153 -112.08535927 3 102
113  33.68636931 -112.08534641 3
111  33.68600380 -112.09157360
112  33.68600380 -112.09157360  33.68608665 -112.09157799 3 102
111  33.68613427 -112.09155969 3 102
111  33.68620812 -112.09151303
112  33.68620812 -112.09151303  33.68623858 -112.09149107 3 102
111  33.68623626 -112.09145301 3 102
111  33.68639861 -112.08864626
112  33.68639861 -112.08864626  33.68639510 -112.08849023 3 102
111  33.68628387 -112.08847316 3 102
113  33.68617931 -112.08846410 3
111  33.68597039 -112.09588264 3 102
111  33.68598501 -112.09565774 3 102
111  33.68595138 -112.09553474
112  33.68595138 -112.09553474  33.68592799 -112.09547325 3 102
111  33.68587828 -112.09550311
112  33.68587828 -112.09550311  33.68581708 -112.09558143 3 102
112  33.68579975 -112.09575757  33.68579207 -112.09588079
111  33.68579975 -112.09575757
112  33.68579975 -112.09575757  33.68579220 -112.09592829 3 102
112  33.68591629 -112.09601441  33.68599435 -112.09593494
113  33.68591629 -112.09601441 3 102
112  33.68749485 -112.06987768  33.68753674 -112.06967308
111  33.68749485 -112.06987768 3 102
111  33.68750559 -112.06975920 3 102
111  33.68750566 -112.06964061
112  33.68750566 -112.06964061  33.68747324 -112.06940516 3 102
112  33.68733272 -112.06960813  33.68728813 -112.06978025
111  33.68733272 -112.06960813 3 102
111  33.68731769 -112.06974290 3 102
111  33.68731921 -112.06987443
114  33.68731921 -112.06987443  33.68734218 -112.07007740 3 102
111  33.68676894 -112.07367867
111  33.68676871 -112.07358298
111  33.68663692 -112.07358298
113  33.68663665 -112.07367754
111  33.68418411 -112.08812126
111  33.68402018 -112.08812126
111  33.68402302 -112.08831826
113  33.68418885 -112.08831712
130 Airport Boundary
111  33.68549184 -112.09316330
111  33.68392227 -112.09314055
111  33.68400366 -112.06760167
111  33.68713194 -112.06760776
111  33.68724275 -112.06566716
111  33.69152761 -112.06580568
111  33.69127755 -112.07449561
111  33.69465869 -112.07477366
111  33.69464971 -112.08384915
111  33.69090433 -112.08381782
111  33.69092214 -112.09169045
111  33.69092922 -112.09390531
111  33.68835213 -112.09390994
111  33.68800945 -112.09967829
113  33.68526246 -112.09965672
120 Linear Feature 125
111  33.68933639 -112.08046629 54
111  33.68933971 -112.08040534 54
115  33.68934314 -112.08034227
120 Linear Feature 124
111  33.68896172 -112.08712355 54
111  33.68896484 -112.08706117 54
115  33.68896802 -112.08699755
120 Linear Feature 122
111  33.68882660 -112.08941868 54
111  33.68882923 -112.08935494 54
115  33.68883185 -112.08929175
120 Linear Feature 129
111  33.68810158 -112.08692320 54 104
111  33.68809905 -112.08699180 54 104
115  33.68809664 -112.08705667
120 Linear Feature 137
111  33.69102570 -112.07477634 4
115  33.69068082 -112.07475021
120 Linear Feature 126
111  33.68967677 -112.07479507 4
111  33.68967963 -112.07473363 4
115  33.68968275 -112.07466648
120 Linear Feature 57
111  33.68798918 -112.06949034 54
111  33.68799335 -112.06942339 54
115  33.68799772 -112.06935330
120 Linear Feature 58
111  33.68794529 -112.07023622 54
111  33.68794979 -112.07016907 54
115  33.68795437 -112.07010050
120 Linear Feature 59
111  33.68769463 -112.07463884 54
111  33.68769824 -112.07456653 54
115  33.68770155 -112.07450001
120 Linear Feature 74
111  33.68568485 -112.09756586 2
111  33.68569289 -112.09742978
111  33.68569759 -112.09735043 2
111  33.68570537 -112.09721884
111  33.68570985 -112.09714287 2
111  33.68571779 -112.09700886
111  33.68572231 -112.09693219 2
111  33.68573025 -112.09679792
111  33.68573480 -112.09672075 2
111  33.68574275 -112.09658635
111  33.68574734 -112.09650868 2
115  33.68575533 -112.09637340
120 Linear Feature 73
111  33.68582233 -112.09757463 2
111  33.68582992 -112.09743882
111  33.68583430 -112.09736060 2
111  33.68584178 -112.09722690
111  33.68584613 -112.09714914 2
111  33.68585346 -112.09701802
111  33.68585795 -112.09693772 2
111  33.68586526 -112.09680705
111  33.68586966 -112.09672835 2
111  33.68587705 -112.09659652
111  33.68588140 -112.09651845 2
115  33.68588893 -112.09638384
120 Linear Feature 75
111  33.68605639 -112.09636431 2
111  33.68592184 -112.09635327
111  33.68572793 -112.09633736 2
115  33.68561176 -112.09632783
120 Linear Feature 8
111  33.69018887 -112.09215652 4
111  33.69018514 -112.09221121 4
115  33.69018125 -112.09226815
120 Linear Feature 148
111  33.68990642 -112.08952693 54
115  33.69004980 -112.08953911
120 Linear Feature 130
111  33.68970862 -112.08937139 4
111  33.68970521 -112.08942795 4
115  33.68970164 -112.08948735
120 Linear Feature 131
111  33.68984078 -112.08707530 4
111  33.68983733 -112.08713325 4
115  33.68983386 -112.08719147
120 Linear Feature 132
111  33.68998587 -112.08542372 4
111  33.68993884 -112.08557035 4
111  33.68993053 -112.08559626 4
115  33.68987738 -112.08564711
120 Linear Feature 133
111  33.69009478 -112.08195630 4
111  33.69013855 -112.08202025 4
111  33.69014351 -112.08204568 4
115  33.69017318 -112.08219763
120 Linear Feature 134
111  33.69022632 -112.08042258 4
111  33.69022382 -112.08048022 4
115  33.69022121 -112.08054033
120 Linear Feature 135
111  33.69030402 -112.07911506 4
111  33.69030163 -112.07917243 4
115  33.69029918 -112.07923136
120 Linear Feature 136
111  33.69055882 -112.07473987 4
111  33.69055542 -112.07480337 4
115  33.69055221 -112.07486360
120 Linear Feature 149
111  33.68913246 -112.06925151 54 104
111  33.68911806 -112.06951489 54 104
115  33.68911433 -112.06958316
120 Linear Feature 127
111  33.68882288 -112.07459415 54 104
111  33.68881987 -112.07466116 54 104
115  33.68881681 -112.07472898
120 Linear Feature 128
111  33.68848973 -112.08027235 54 104
111  33.68848681 -112.08033478 54 104
115  33.68848383 -112.08039845
120 Linear Feature 121
111  33.68781373 -112.09186747 54 104
111  33.68780664 -112.09199384 104
115  33.68779556 -112.09219112
120 Linear Feature 71
111  33.68643098 -112.09623844 54
111  33.68643463 -112.09617583 54
115  33.68643856 -112.09610859
120 Linear Feature 70
111  33.68647406 -112.09550580 54
111  33.68647731 -112.09544346 54
115  33.68648107 -112.09537128
120 Linear Feature 1
111  33.68668752 -112.09188430 54
111  33.68669205 -112.09181689 54
115  33.68669669 -112.09174798
120 Linear Feature 65
111  33.68697563 -112.08697769 54
111  33.68697901 -112.08689551 54
115  33.68698186 -112.08682622
120 Linear Feature 64
111  33.68700484 -112.08570509 54
111  33.68704961 -112.08565849 54
115  33.68709389 -112.08561241
120 Linear Feature 63
111  33.68714401 -112.08471013 54
111  33.68710667 -112.08465776 54
115  33.68706948 -112.08460559
120 Linear Feature 61
111  33.68723388 -112.08177314 54
111  33.68727939 -112.08172651 54
115  33.68732077 -112.08168412
120 Linear Feature 62
111  33.68737388 -112.08077674 54
111  33.68733686 -112.08072624 54
115  33.68729664 -112.08067139
120 Linear Feature 60
111  33.68755229 -112.07765400 54
111  33.68751739 -112.07760392 54
115  33.68747695 -112.07754588
120 Linear Feature 56
111  33.68718659 -112.07164490 55
115  33.68720011 -112.07141759
120 Linear Feature 28
111  33.68700739 -112.07467794 55
115  33.68701544 -112.07418005
120 Linear Feature 27
111  33.68687462 -112.07830461 55
115  33.68681412 -112.07780345
120 Linear Feature 26
111  33.68670456 -112.08142642 55
115  33.68673595 -112.08092480
120 Linear Feature 25
111  33.68636931 -112.08534641 55
115  33.68639720 -112.08485457
120 Linear Feature 24
111  33.68617931 -112.08846410 55
115  33.68621755 -112.08797139
120 Linear Feature 23
111  33.68599034 -112.09197755 55
115  33.68600380 -112.09157360
120 Linear Feature 11
111  33.68529637 -112.08446958 20
111  33.68536374 -112.08447528 20
111  33.68538154 -112.08413016 20
115  33.68531606 -112.08412446
120 Linear Feature 10
111  33.68468299 -112.08114056 54
111  33.68468807 -112.08112881 54
115  33.68469384 -112.08111550
120 Linear Feature 9
111  33.68589691 -112.08107158 54
111  33.68589763 -112.08105769 54
115  33.68589833 -112.08104441
120 Linear Feature 7
112  33.69014713 -112.08973499  33.69005620 -112.08967227 53
112  33.69004953 -112.08953834  33.69005270 -112.08946421
111  33.69004953 -112.08953834
112  33.69004953 -112.08953834  33.69007325 -112.08942049 53
116  33.69016773 -112.08937870  33.69022387 -112.08935494
120 Linear Feature 10
111  33.68625732 -112.07347721 1
115  33.68629074 -112.07347695
120 Linear Feature 9
111  33.68622442 -112.07350335 1
115  33.68629067 -112.07350260
120 Linear Feature 8
111  33.68625952 -112.07352620 1
115  33.68629061 -112.07352558
120 Linear Feature 7
111  33.68622322 -112.07370020 1
115  33.68629014 -112.07370031
120 Linear Feature 6
111  33.68422271 -112.08671730 1
115  33.68413762 -112.08671013
120 Linear Feature 5
111  33.68582808 -112.08209203 20
111  33.68587288 -112.08135529 20
115  33.68519617 -112.08129578
120 Linear Feature 4
111  33.68502122 -112.08410621 20
111  33.68494529 -112.08410051 20
111  33.68492824 -112.08443417 20
115  33.68499806 -112.08443991
120 Linear Feature 1
111  33.68401356 -112.08480187 20
111  33.68413868 -112.08480377 20
111  33.68415002 -112.08456558 20
115  33.68401263 -112.08455799
120 Linear Feature 29
111  33.68601987 -112.07405169 2
111  33.68619829 -112.07405332 2
111  33.68666365 -112.07408263 2
111  33.68678750 -112.07409043 2
115  33.68702067 -112.07410512
120 Linear Feature 22
111  33.68619758 -112.07380187 1
115  33.68619895 -112.07339305
120 Linear Feature 21
112  33.68613576 -112.07412143  33.68613576 -112.07432912 1
115  33.68631884 -112.07437389
120 Linear Feature 20
111  33.68491529 -112.07638891 51
115  33.68498549 -112.07639553
120 Linear Feature 20
111  33.68479814 -112.07835591 51
115  33.68486835 -112.07836252
120 Linear Feature 20
111  33.68453409 -112.09019549 51
115  33.68460430 -112.09020220
120 Linear Feature 20
111  33.68490059 -112.07663834 51
115  33.68497079 -112.07664496
120 Linear Feature 20
111  33.68478344 -112.07860533 51
115  33.68485365 -112.07861195
120 Linear Feature 20
111  33.68451939 -112.09044832 51
115  33.68458960 -112.09045502
120 Linear Feature 20
111  33.68488577 -112.07688979 51
115  33.68495598 -112.07689640
120 Linear Feature 20
111  33.68476862 -112.07885678 51
115  33.68483883 -112.07886339
120 Linear Feature 20
111  33.68450457 -112.09070319 51
115  33.68457478 -112.09070990
120 Linear Feature 20
111  33.68487097 -112.07714095 51
115  33.68494117 -112.07714757
120 Linear Feature 20
111  33.68475382 -112.07910794 51
115  33.68482403 -112.07911456
120 Linear Feature 20
111  33.68448977 -112.09095778 51
115  33.68455998 -112.09096448
120 Linear Feature 20
111  33.68485640 -112.07738808 51
115  33.68492661 -112.07739470
120 Linear Feature 20
111  33.68473926 -112.07935507 51
115  33.68480947 -112.07936169
120 Linear Feature 20
111  33.68447521 -112.09120827 51
115  33.68454541 -112.09121498
120 Linear Feature 20
111  33.68472044 -112.07624917 51
115  33.68479065 -112.07625579
120 Linear Feature 20
111  33.68460330 -112.07821616 51
115  33.68467350 -112.07822278
120 Linear Feature 20
111  33.68433924 -112.09005384 51
115  33.68440945 -112.09006055
120 Linear Feature 20
111  33.68470603 -112.07649852 51
115  33.68477623 -112.07650513
120 Linear Feature 20
111  33.68458888 -112.07846551 51
115  33.68465909 -112.07847213
120 Linear Feature 20
111  33.68432483 -112.09030659 51
115  33.68439504 -112.09031329
120 Linear Feature 20
111  33.68469172 -112.07674594 51
115  33.68476193 -112.07675256
120 Linear Feature 20
111  33.68457457 -112.07871293 51
115  33.68464478 -112.07871955
120 Linear Feature 20
111  33.68431052 -112.09055738 51
115  33.68438073 -112.09056409
120 Linear Feature 20
111  33.68467708 -112.07699914 51
115  33.68474729 -112.07700576
120 Linear Feature 20
111  33.68455994 -112.07896613 51
115  33.68463014 -112.07897275
120 Linear Feature 20
111  33.68429589 -112.09081403 51
115  33.68436609 -112.09082074
120 Linear Feature 20
111  33.68466267 -112.07724849 51
115  33.68473288 -112.07725511
120 Linear Feature 20
111  33.68454552 -112.07921548 51
115  33.68461573 -112.07922210
120 Linear Feature 20
111  33.68428147 -112.09106678 51
115  33.68435168 -112.09107349
120 Linear Feature 20
111  33.68464815 -112.07749967 51
115  33.68471835 -112.07750629
120 Linear Feature 20
111  33.68453100 -112.07946666 51
115  33.68460121 -112.07947328
120 Linear Feature 20
111  33.68426695 -112.09132139 51
115  33.68433716 -112.09132809
120 Linear Feature 18
111  33.68493347 -112.09008644 51
115  33.68486648 -112.09008077
120 Linear Feature 18
111  33.68525039 -112.09010994 51
115  33.68518340 -112.09010427
120 Linear Feature 18
111  33.68556730 -112.09014050 51
115  33.68550032 -112.09013483
120 Linear Feature 18
111  33.68508709 -112.07461797 51
115  33.68502011 -112.07461230
120 Linear Feature 18
111  33.68539913 -112.07464409 51
115  33.68533214 -112.07463842
120 Linear Feature 18
111  33.68571420 -112.07467234 51
115  33.68564722 -112.07466667
120 Linear Feature 18
111  33.68602928 -112.07470059 51
115  33.68596230 -112.07469493
120 Linear Feature 18
111  33.68530605 -112.07627779 51
115  33.68523907 -112.07627212
120 Linear Feature 18
111  33.68561925 -112.07630691 51
115  33.68555226 -112.07630124
120 Linear Feature 18
111  33.68593527 -112.07633064 51
115  33.68586828 -112.07632497
120 Linear Feature 18
111  33.68625034 -112.07635324 51
115  33.68618336 -112.07634757
120 Linear Feature 18
111  33.68657013 -112.07638432 51
115  33.68650314 -112.07637865
120 Linear Feature 18
111  33.68518608 -112.07824258 51
115  33.68511910 -112.07823691
120 Linear Feature 18
111  33.68550286 -112.07826699 51
115  33.68543588 -112.07826132
120 Linear Feature 18
111  33.68582037 -112.07829231 51
115  33.68575339 -112.07828664
120 Linear Feature 18
111  33.68471023 -112.08647085 51
115  33.68464324 -112.08646518
120 Linear Feature 18
111  33.68502766 -112.08649627 51
115  33.68496067 -112.08649060
120 Linear Feature 18
111  33.68534274 -112.08652453 51
115  33.68527575 -112.08651886
120 Linear Feature 18
111  33.68588618 -112.09016401 51
115  33.68581920 -112.09015834
120 Linear Feature 18
111  33.68492221 -112.09027957 51
115  33.68485522 -112.09027390
120 Linear Feature 18
111  33.68523913 -112.09030308 51
115  33.68517214 -112.09029741
120 Linear Feature 18
111  33.68555604 -112.09033364 51
115  33.68548906 -112.09032797
120 Linear Feature 18
111  33.68507583 -112.07481110 51
115  33.68500885 -112.07480543
120 Linear Feature 18
111  33.68538787 -112.07483722 51
115  33.68532088 -112.07483156
120 Linear Feature 18
111  33.68570295 -112.07486548 51
115  33.68563596 -112.07485981
120 Linear Feature 18
111  33.68601802 -112.07489373 51
115  33.68595104 -112.07488806
120 Linear Feature 18
111  33.68529479 -112.07647092 51
115  33.68522781 -112.07646525
120 Linear Feature 18
111  33.68560799 -112.07650004 51
115  33.68554100 -112.07649437
120 Linear Feature 18
111  33.68592401 -112.07652377 51
115  33.68585702 -112.07651811
120 Linear Feature 18
111  33.68623908 -112.07654638 51
115  33.68617210 -112.07654071
120 Linear Feature 18
111  33.68655887 -112.07657746 51
115  33.68649188 -112.07657179
120 Linear Feature 18
111  33.68517482 -112.07843571 51
115  33.68510784 -112.07843004
120 Linear Feature 18
111  33.68549160 -112.07846012 51
115  33.68542462 -112.07845445
120 Linear Feature 18
111  33.68580911 -112.07848545 51
115  33.68574213 -112.07847978
120 Linear Feature 18
111  33.68469897 -112.08666398 51
115  33.68463199 -112.08665831
120 Linear Feature 18
111  33.68501640 -112.08668941 51
115  33.68494941 -112.08668374
120 Linear Feature 18
111  33.68533148 -112.08671766 51
115  33.68526449 -112.08671199
120 Linear Feature 18
111  33.68587492 -112.09035714 51
115  33.68580793 -112.09035147
120 Linear Feature 18
111  33.68491066 -112.09047754 51
115  33.68484368 -112.09047187
120 Linear Feature 18
111  33.68522758 -112.09050104 51
115  33.68516060 -112.09049537
120 Linear Feature 18
111  33.68554450 -112.09053160 51
115  33.68547752 -112.09052593
120 Linear Feature 18
111  33.68506429 -112.07500906 51
115  33.68499731 -112.07500339
120 Linear Feature 18
111  33.68537633 -112.07503519 51
115  33.68530934 -112.07502952
120 Linear Feature 18
111  33.68569140 -112.07506344 51
115  33.68562442 -112.07505777
120 Linear Feature 18
111  33.68600648 -112.07509170 51
115  33.68593950 -112.07508603
120 Linear Feature 18
111  33.68528325 -112.07666889 51
115  33.68521627 -112.07666322
120 Linear Feature 18
111  33.68559645 -112.07669801 51
115  33.68552946 -112.07669234
120 Linear Feature 18
111  33.68591247 -112.07672174 51
115  33.68584548 -112.07671607
120 Linear Feature 18
111  33.68622754 -112.07674434 51
115  33.68616056 -112.07673867
120 Linear Feature 18
111  33.68654732 -112.07677542 51
115  33.68648034 -112.07676975
120 Linear Feature 18
111  33.68516328 -112.07863368 51
115  33.68509630 -112.07862801
120 Linear Feature 18
111  33.68548006 -112.07865809 51
115  33.68541307 -112.07865242
120 Linear Feature 18
111  33.68579757 -112.07868341 51
115  33.68573059 -112.07867774
120 Linear Feature 18
111  33.68468743 -112.08686194 51
115  33.68462044 -112.08685628
120 Linear Feature 18
111  33.68500486 -112.08688737 51
115  33.68493787 -112.08688170
120 Linear Feature 18
111  33.68531993 -112.08691563 51
115  33.68525295 -112.08690996
120 Linear Feature 18
111  33.68586338 -112.09055511 51
115  33.68579639 -112.09054944
120 Linear Feature 18
111  33.68489880 -112.09068107 51
115  33.68483181 -112.09067540
120 Linear Feature 18
111  33.68521572 -112.09070458 51
115  33.68514873 -112.09069891
120 Linear Feature 18
111  33.68553264 -112.09073514 51
115  33.68546565 -112.09072947
120 Linear Feature 18
111  33.68505242 -112.07521260 51
115  33.68498544 -112.07520693
120 Linear Feature 18
111  33.68536446 -112.07523873 51
115  33.68529747 -112.07523306
120 Linear Feature 18
111  33.68567954 -112.07526698 51
115  33.68561255 -112.07526131
120 Linear Feature 18
111  33.68599461 -112.07529524 51
115  33.68592763 -112.07528957
120 Linear Feature 18
111  33.68527138 -112.07687243 51
115  33.68520440 -112.07686676
120 Linear Feature 18
111  33.68558458 -112.07690155 51
115  33.68551760 -112.07689588
120 Linear Feature 18
111  33.68590060 -112.07692528 51
115  33.68583361 -112.07691961
120 Linear Feature 18
111  33.68621568 -112.07694788 51
115  33.68614869 -112.07694221
120 Linear Feature 18
111  33.68653546 -112.07697896 51
115  33.68646847 -112.07697330
120 Linear Feature 18
111  33.68515141 -112.07883721 51
115  33.68508443 -112.07883154
120 Linear Feature 18
111  33.68546819 -112.07886162 51
115  33.68540121 -112.07885595
120 Linear Feature 18
111  33.68578570 -112.07888695 51
115  33.68571872 -112.07888128
120 Linear Feature 18
111  33.68467556 -112.08706548 51
115  33.68460858 -112.08705981
120 Linear Feature 18
111  33.68499299 -112.08709091 51
115  33.68492601 -112.08708524
120 Linear Feature 18
111  33.68530807 -112.08711916 51
115  33.68524108 -112.08711349
120 Linear Feature 18
111  33.68585151 -112.09075865 51
115  33.68578453 -112.09075298
120 Linear Feature 18
111  33.68488715 -112.09088089 51
115  33.68482016 -112.09087522
120 Linear Feature 18
111  33.68520407 -112.09090440 51
115  33.68513708 -112.09089873
120 Linear Feature 18
111  33.68552098 -112.09093496 51
115  33.68545400 -112.09092929
120 Linear Feature 18
111  33.68504077 -112.07541242 51
115  33.68497379 -112.07540675
120 Linear Feature 18
111  33.68535281 -112.07543855 51
115  33.68528583 -112.07543288
120 Linear Feature 18
111  33.68566789 -112.07546681 51
115  33.68560090 -112.07546114
120 Linear Feature 18
111  33.68598296 -112.07549506 51
115  33.68591598 -112.07548939
120 Linear Feature 18
111  33.68525973 -112.07707225 51
115  33.68519275 -112.07706658
120 Linear Feature 18
111  33.68557293 -112.07710137 51
115  33.68550595 -112.07709570
120 Linear Feature 18
111  33.68588895 -112.07712510 51
115  33.68582197 -112.07711944
120 Linear Feature 18
111  33.68620403 -112.07714771 51
115  33.68613704 -112.07714204
120 Linear Feature 18
111  33.68652381 -112.07717879 51
115  33.68645682 -112.07717312
120 Linear Feature 18
111  33.68513976 -112.07903703 51
115  33.68507278 -112.07903137
120 Linear Feature 18
111  33.68545654 -112.07906145 51
115  33.68538956 -112.07905578
120 Linear Feature 18
111  33.68577405 -112.07908678 51
115  33.68570707 -112.07908111
120 Linear Feature 18
111  33.68466391 -112.08726530 51
115  33.68459693 -112.08725963
120 Linear Feature 18
111  33.68498134 -112.08729073 51
115  33.68491436 -112.08728506
120 Linear Feature 18
111  33.68529642 -112.08731899 51
115  33.68522943 -112.08731332
120 Linear Feature 18
111  33.68583986 -112.09095847 51
115  33.68577288 -112.09095280
120 Linear Feature 18
111  33.68487550 -112.09108071 51
115  33.68480851 -112.09107505
120 Linear Feature 18
111  33.68519242 -112.09110422 51
115  33.68512543 -112.09109855
120 Linear Feature 18
111  33.68550933 -112.09113478 51
115  33.68544235 -112.09112912
120 Linear Feature 18
111  33.68486362 -112.09128444 51
115  33.68479664 -112.09127877
120 Linear Feature 18
111  33.68518054 -112.09130795 51
115  33.68511356 -112.09130228
120 Linear Feature 18
111  33.68549746 -112.09133851 51
115  33.68543047 -112.09133284
120 Linear Feature 18
111  33.68501724 -112.07581597 51
115  33.68495026 -112.07581030
120 Linear Feature 18
111  33.68532928 -112.07584210 51
115  33.68526230 -112.07583643
120 Linear Feature 18
111  33.68564436 -112.07587036 51
115  33.68557738 -112.07586469
120 Linear Feature 18
111  33.68595944 -112.07589861 51
115  33.68589245 -112.07589295
120 Linear Feature 18
111  33.68523621 -112.07747580 51
115  33.68516922 -112.07747013
120 Linear Feature 18
111  33.68554940 -112.07750492 51
115  33.68548242 -112.07749925
120 Linear Feature 18
111  33.68586542 -112.07752866 51
115  33.68579844 -112.07752299
120 Linear Feature 18
111  33.68618050 -112.07755126 51
115  33.68611352 -112.07754559
120 Linear Feature 18
111  33.68650028 -112.07758234 51
115  33.68643330 -112.07757668
120 Linear Feature 18
111  33.68511624 -112.07944058 51
115  33.68504925 -112.07943491
120 Linear Feature 18
111  33.68543301 -112.07946500 51
115  33.68536603 -112.07945933
120 Linear Feature 18
111  33.68575053 -112.07949033 51
115  33.68568354 -112.07948466
120 Linear Feature 18
111  33.68464038 -112.08766885 51
115  33.68457340 -112.08766318
120 Linear Feature 18
111  33.68495781 -112.08769428 51
115  33.68489083 -112.08768861
120 Linear Feature 18
111  33.68527289 -112.08772254 51
115  33.68520591 -112.08771687
120 Linear Feature 18
111  33.68581633 -112.09136202 51
115  33.68574935 -112.09135635
120 Linear Feature 18
111  33.68502912 -112.07561224 51
115  33.68496214 -112.07560657
120 Linear Feature 18
111  33.68534116 -112.07563837 51
115  33.68527418 -112.07563270
120 Linear Feature 18
111  33.68565624 -112.07566663 51
115  33.68558925 -112.07566096
120 Linear Feature 18
111  33.68597131 -112.07569489 51
115  33.68590433 -112.07568922
120 Linear Feature 18
111  33.68524808 -112.07727207 51
115  33.68518110 -112.07726640
120 Linear Feature 18
111  33.68556128 -112.07730119 51
115  33.68549430 -112.07729552
120 Linear Feature 18
111  33.68587730 -112.07732493 51
115  33.68581031 -112.07731926
120 Linear Feature 18
111  33.68619238 -112.07734753 51
115  33.68612539 -112.07734186
120 Linear Feature 18
111  33.68651216 -112.07737861 51
115  33.68644517 -112.07737294
120 Linear Feature 18
111  33.68512811 -112.07923686 51
115  33.68506113 -112.07923119
120 Linear Feature 18
111  33.68544489 -112.07926127 51
115  33.68537791 -112.07925560
120 Linear Feature 18
111  33.68576240 -112.07928660 51
115  33.68569542 -112.07928093
120 Linear Feature 18
111  33.68465226 -112.08746512 51
115  33.68458528 -112.08745945
120 Linear Feature 18
111  33.68496969 -112.08749055 51
115  33.68490271 -112.08748488
120 Linear Feature 18
111  33.68528477 -112.08751881 51
115  33.68521778 -112.08751314
120 Linear Feature 18
111  33.68582821 -112.09115829 51
115  33.68576123 -112.09115263
120 Linear Feature 18
111  33.68476164 -112.09016826 51
115  33.68469466 -112.09016259
120 Linear Feature 18
111  33.68507856 -112.09019176 51
115  33.68501157 -112.09018609
120 Linear Feature 18
111  33.68539548 -112.09022232 51
115  33.68532849 -112.09021665
120 Linear Feature 18
111  33.68491526 -112.07469979 51
115  33.68484828 -112.07469412
120 Linear Feature 18
111  33.68522730 -112.07472591 51
115  33.68516032 -112.07472024
120 Linear Feature 18
111  33.68554238 -112.07475416 51
115  33.68547539 -112.07474849
120 Linear Feature 18
111  33.68585746 -112.07478242 51
115  33.68579047 -112.07477675
120 Linear Feature 18
111  33.68513422 -112.07635961 51
115  33.68506724 -112.07635394
120 Linear Feature 18
111  33.68544742 -112.07638873 51
115  33.68538044 -112.07638306
120 Linear Feature 18
111  33.68576344 -112.07641246 51
115  33.68569646 -112.07640679
120 Linear Feature 18
111  33.68607852 -112.07643506 51
115  33.68601153 -112.07642939
120 Linear Feature 18
111  33.68639830 -112.07646614 51
115  33.68633131 -112.07646047
120 Linear Feature 18
111  33.68501425 -112.07832440 51
115  33.68494727 -112.07831873
120 Linear Feature 18
111  33.68533103 -112.07834881 51
115  33.68526405 -112.07834314
120 Linear Feature 18
111  33.68564854 -112.07837413 51
115  33.68558156 -112.07836846
120 Linear Feature 18
111  33.68453840 -112.08655267 51
115  33.68447142 -112.08654700
120 Linear Feature 18
111  33.68485583 -112.08657809 51
115  33.68478885 -112.08657242
120 Linear Feature 18
111  33.68517091 -112.08660635 51
115  33.68510392 -112.08660068
120 Linear Feature 18
111  33.68571435 -112.09024583 51
115  33.68564737 -112.09024016
120 Linear Feature 18
111  33.68475035 -112.09036605 51
115  33.68468337 -112.09036038
120 Linear Feature 18
111  33.68506727 -112.09038955 51
115  33.68500029 -112.09038388
120 Linear Feature 18
111  33.68538419 -112.09042011 51
115  33.68531721 -112.09041444
120 Linear Feature 18
111  33.68490398 -112.07489757 51
115  33.68483699 -112.07489191
120 Linear Feature 18
111  33.68521601 -112.07492370 51
115  33.68514903 -112.07491803
120 Linear Feature 18
111  33.68553109 -112.07495195 51
115  33.68546411 -112.07494628
120 Linear Feature 18
111  33.68584617 -112.07498021 51
115  33.68577919 -112.07497454
