I
1050 Generated by WorldEditor 2.1.0r1

1    666 1 0 UUBP Bryansk Intl
1302 city Bryansk
111  53.21370591  034.18036625 20
111  53.21374958  034.18035443 20
111  53.21385499  034.18032588 20
111  53.21389271  034.18031567
112  53.21389271  034.18031567  53.21398433  034.18029714 20
111  53.21400027  034.18041616 20
111  53.21402489  034.18068525 22
111  53.21402996  034.18074067 22
111  53.21403557  034.18080204 20
111  53.21406445  034.18111767 20
111  53.21411856  034.18126732 20
111  53.21417964  034.18143537 20
111  53.21418480  034.18148634 20
111  53.21419489  034.18158592 20
113  53.21420516  034.18168726 20
120 Linear Feature 31
111  53.21424933  034.18180598 22
111  53.21421239  034.18142223 22
111  53.21409553  034.18109420 22
115  53.21403540  034.18043679
120 Linear Feature 30
112  53.21398586  034.17688003  53.21396128  034.17636630 1
112  53.21438994  034.17598457  53.21458647  034.17592457
111  53.21438994  034.17598457 1
115  53.21493154  034.17584497
120 Linear Feature 29
111  53.21472199  034.18192712 20
111  53.21461402  034.18184746 20
111  53.21445399  034.18189081 20
111  53.21443738  034.18189508 20
111  53.21441146  034.18190127 20
111  53.21436788  034.18191285 20
111  53.21424460  034.18194496 20
111  53.21412997  034.18197518 20
111  53.21377071  034.18206752
112  53.21377071  034.18206752  53.21372470  034.18208142 20
111  53.21372172  034.18213909 20
115  53.21372264  034.18226318
120 Linear Feature 28
111  53.21472345  034.18187806 20
111  53.21466791  034.18183876 20
111  53.21462644  034.18180854
112  53.21462644  034.18180854  53.21460909  034.18179936 20
111  53.21459441  034.18180187 20
111  53.21436015  034.18186457
112  53.21436015  034.18186457  53.21429620  034.18187541 20
111  53.21427981  034.18179198 20
111  53.21424195  034.18140198 20
111  53.21412489  034.18107278 20
111  53.21406716  034.18041754 20
111  53.21398739  034.18029643
112  53.21398739  034.18029643  53.21395465  034.18025198 20
111  53.21388638  034.18026183 20
111  53.21371975  034.18030530
112  53.21371975  034.18030530  53.21364451  034.18032732 20
111  53.21361537  034.18039891 20
111  53.21356970  034.18052639 20
111  53.21364881  034.18132593 20
111  53.21360690  034.18163661 20
111  53.21363398  034.18192754
112  53.21363398  034.18192754  53.21363479  034.18203990 20
111  53.21358408  034.18206317 20
111  53.21330436  034.18213771 20
115  53.21325874  034.18208666
120 Linear Feature 27
112  53.21422362  034.17953819  53.21421153  034.17981673 1
111  53.21404545  034.17990520 1
111  53.21351555  034.18004246 1
111  53.21319554  034.18005332 1
111  53.21213774  034.18031900 1
111  53.21134538  034.18051962 1
111  53.21108592  034.18058532 1
111  53.21102470  034.18060082 1
111  53.21075287  034.18066965 1
111  53.21070841  034.18068091
112  53.21070841  034.18068091  53.21058503  034.18073076 1
115  53.21058626  034.18094050
120 Linear Feature 26
111  53.21288667  034.17636591 1
111  53.21349746  034.17621145
112  53.21349746  034.17621145  53.21378098  034.17617303 1
112  53.21398586  034.17688003  53.21401385  034.17714571
111  53.21398586  034.17688003 1
111  53.21422362  034.17953819 1
111  53.21427480  034.18012568 1
111  53.21431849  034.18062710 1
111  53.21437959  034.18124248
112  53.21437959  034.18124248  53.21438762  034.18144810 1
116  53.21419489  034.18158592  53.21409242  034.18161640
21  53.20685976  034.17712615 2 351.3700 2.67 PAPI-L-34
14  53.21344602  034.18250417  82.02 0 Tower Viewpoint
1300  53.21379983  034.18168770 170.87 gate jets|turboprops Remote 1
1301 D airline 
1300  53.21377255  034.18107841 170.94 gate jets|turboprops Remote 2
1301 B airline 
1300  53.21372412  034.18057103 170.56 gate jets|turboprops Remote 3
1301 B airline 
1300  53.21125025  034.18089845 260.13 gate jets|turboprops Remote 4
1301 B airline 
1300  53.21059859  034.18106600 261.34 gate jets|turboprops Remote 5
1301 B airline 
1300  53.21207808  034.17977986  81.25 tie_down props|helos GA 6
1301 A general_aviation 
1300  53.21190875  034.17982346  81.25 tie_down props|helos GA 7
1301 A general_aviation 
1300  53.21173942  034.17986705  81.25 tie_down props|helos GA 8
1301 A general_aviation 
1300  53.21157009  034.17991064  81.25 tie_down props|helos GA 9
1301 A general_aviation 
1300  53.21140076  034.17995424  81.25 tie_down props|helos GA 10
1301 A general_aviation 
1300  53.21123143  034.17999783  81.25 tie_down props|helos GA 11
1301 A general_aviation 
1300  53.21106210  034.18004143  81.25 tie_down props|helos GA 12
1301 A general_aviation 
1300  53.21089277  034.18008502  81.25 tie_down props|helos GA 13
1301 A general_aviation 
1300  53.21072344  034.18012862  81.25 tie_down props|helos GA 14
1301 A general_aviation 
1300  53.21055411  034.18017221  81.25 tie_down props|helos GA 15
1301 A general_aviation 
18  53.21344602  034.18250417 1 Beacon
54 11850 Bryansk Tower
99
