I
1050 Generated by WorldEditor 1.6.0r1

1     31 1 0 EGPE Inverness
1302 city Inverness
112  57.54227943 -004.06274200  57.54231727 -004.06269669 1
112  57.54240141 -004.06268412  57.54243857 -004.06267908 1
115  57.54252467 -004.06269705
120 Linear Feature 8
111  57.54216284 -004.06241197 1
112  57.54220880 -004.06250767  57.54222307 -004.06256194 1
111  57.54222538 -004.06260030 1
111  57.54223538 -004.06287518 1
111  57.54229930 -004.06430012 1
112  57.54227011 -004.06455541  57.54222066 -004.06465058 1
111  57.54215580 -004.06465058 1
111  57.54151867 -004.06475130 1
111  57.54101770 -004.06482568 1
112  57.54093679 -004.06487212  57.54091051 -004.06490447 1
112  57.54084194 -004.06508891  57.54079784 -004.06524451 1
115  57.54075626 -004.06528536
120 Linear Feature 7
111  57.54092485 -004.06513023 3
112  57.54086342 -004.06528017  57.54083437 -004.06533934 3
115  57.54080262 -004.06539472
120 Linear Feature 5
111  57.53739647 -004.05872972 1 101
111  57.53723622 -004.05908997 1 101
112  57.53715941 -004.05932892  57.53713432 -004.05946682
111  57.53715941 -004.05932892
112  57.53715941 -004.05932892  57.53715202 -004.05938590 1 101
112  57.53714046 -004.05951773  57.53713586 -004.05958479
111  57.53714046 -004.05951773
112  57.53714046 -004.05951773  57.53712180 -004.05978972 1 101
111  57.53722755 -004.06005582 1 101
111  57.53755402 -004.06099918 7 101
112  57.53773448 -004.06151726  57.53774771 -004.06154883 7 101
112  57.53777145 -004.06159771  57.53778897 -004.06163413
111  57.53777145 -004.06159771
112  57.53777145 -004.06159771  57.53780967 -004.06167714 1 101
112  57.53795106 -004.06183908  57.53802668 -004.06189212
111  57.53795106 -004.06183908
112  57.53795106 -004.06183908  57.53806670 -004.06191503 1 101
111  57.53813172 -004.06189019 1 101
111  57.53896834 -004.06176427 1 101
111  57.54091611 -004.06144587 1 101
112  57.54105838 -004.06144966  57.54113053 -004.06147382 1 101
111  57.54123051 -004.06157588 1 101
111  57.54157870 -004.06188028 1 101
111  57.54192765 -004.06219763 1 101
111  57.54216284 -004.06241197 1 101
111  57.54235437 -004.06258934 1 101
112  57.54252467 -004.06269705  57.54259321 -004.06270675 1 101
111  57.54268023 -004.06267462 1 101
111  57.54347135 -004.06254248 1 101
112  57.54363466 -004.06245884  57.54371087 -004.06239086 1 101
111  57.54377914 -004.06223659 1 101
111  57.54416927 -004.06144979 1 101
111  57.54458248 -004.06060396 1 101
112  57.54467095 -004.06023754  57.54468649 -004.06001975 1 101
115  57.54465613 -004.05990019
120 Linear Feature 4
111  57.54148567 -004.04976864 1 101
111  57.54165389 -004.04940736 1 101
112  57.54175642 -004.04910806  57.54177049 -004.04899442 1 101
112  57.54171074 -004.04878693  57.54167227 -004.04869339 1 101
115  57.54165102 -004.04868420
120 Linear Feature 39
111  57.53973697 -004.04892548 4
115  57.53973289 -004.04867593
120 Linear Feature 2
111  57.54256601 -004.04895811 1 101
111  57.54244607 -004.04833223 1 101
112  57.54244272 -004.04795438  57.54247115 -004.04768837 1 101
111  57.54251968 -004.04758104 1 101
115  57.54270642 -004.04717144
120 Linear Feature 71
111  57.54203423 -004.04647560 20
111  57.54205465 -004.04646620 20
111  57.54204874 -004.04636516 20
111  57.54208255 -004.04644179 20
111  57.54211405 -004.04642220 20
111  57.54203029 -004.04620195 20
111  57.54201169 -004.04595323 20
111  57.54198264 -004.04597845 20
111  57.54199316 -004.04609583 20
111  57.54195675 -004.04600634 20
111  57.54192698 -004.04603450 20
113  57.54200340 -004.04621831 20
120 Linear Feature 3
111  57.54240576 -004.04777148 1 101
111  57.54215666 -004.04830955 1 101
112  57.54196682 -004.04860014  57.54185062 -004.04869455 1 101
111  57.54174586 -004.04867859 1 101
111  57.54165102 -004.04868420 1 101
111  57.53973128 -004.04879969 1 101
111  57.53883695 -004.04885074 1 101
112  57.53871730 -004.04884634  57.53866379 -004.04883727 1 101
111  57.53857428 -004.04880875 1 101
115  57.53842087 -004.04875268
21  57.53987492 -004.05465539 2 48.6455 3.00 06  PAPI-4L
21  57.54564397 -004.03942362 2 228.6400 3.00 24  PAPI-4L
14  57.53951481 -004.04434408 114.83 0 Inverness Tower
1300  57.54088147 -004.06246319 276.13 gate jets|turboprops GATE A01
1301 B general_aviation 
1300  57.54050314 -004.06266379 276.13 gate jets|turboprops GATE B02
1301 C airline 
1300  57.54011809 -004.06272627 276.13 gate jets|turboprops GATE B03
1301 C airline 
1300  57.53969294 -004.06279525 276.13 gate jets|turboprops GATE B04
1301 C airline 
1300  57.53926855 -004.06286411 276.13 gate jets|turboprops GATE B05
1301 C airline 
1300  57.53880050 -004.06283681 276.13 gate jets|turboprops GATE C06
1301 B general_aviation 
1300  57.53858005 -004.06287682 276.13 gate jets|turboprops GATE C07
1301 B general_aviation 
1300  57.53835991 -004.06291539 276.13 gate jets|turboprops GATE C08
1301 B general_aviation 
1300  57.53813664 -004.06295213 276.13 gate jets|turboprops GATE C09
1301 B general_aviation 
1300  57.54382179 -004.06126627 -45.83 tie_down props GA Apron NE A 01
1301 B general_aviation 
1300  57.54365545 -004.06153049 -45.83 tie_down props GA Apron NE A 02
1301 B general_aviation 
1300  57.54324813 -004.06193536 272.52 tie_down props GA Apron NE B 01
1301 B general_aviation 
1300  57.54294224 -004.06198791 272.52 tie_down turboprops|props GA Apron NE B 02
1301 B general_aviation 
1300  57.54263368 -004.06202014 272.52 tie_down turboprops|props GA Apron NE B 03
1301 B general_aviation 
1300  57.54354010 -004.06320207  94.84 tie_down jets|turboprops|props GA Apron NW A 01
1301 B general_aviation 
1300  57.54324305 -004.06324300  94.84 tie_down jets|turboprops|props GA Apron NW A 02
1301 B general_aviation 
1300  57.54288369 -004.06328280  94.84 tie_down jets|turboprops|props GA Apron NW B 02
1301 B general_aviation 
1300  57.54261100 -004.06331837  94.84 tie_down jets|turboprops|props GA Apron NW B 03
1301 B general_aviation 
18  57.54674241 -004.05717921 1 BCN
19  57.54487891 -004.05723064 1 WS
19  57.54723046 -004.04088721 1 New Windsock 4
19  57.54100816 -004.05443122 1 New Windsock 2
55 12260 Inverness Approach
54 11840 Inverness Tower
50 10920 Inverness Information
99
