A
1050 Generated by WorldEditor 1.6.1r1

1    148 1 0 KLWM Lawrence Municipal
111  42.72186392 -071.12700091
111  42.72151722 -071.12729213
113  42.72159455 -071.12746581
112  42.72191073 -071.12664252  42.72188817 -071.12653287
111  42.72191073 -071.12664252
111  42.72178614 -071.12615423
112  42.72144138 -071.12611330  42.72123946 -071.12601535
111  42.72144138 -071.12611330
111  42.72131034 -071.12605190
111  42.72126416 -071.12628142
111  42.72127920 -071.12632966
111  42.72161429 -071.12645831
111  42.72156167 -071.12676386
111  42.72137938 -071.12670523
111  42.72139713 -071.12662205
111  42.72129607 -071.12658296
111  42.72123838 -071.12656065
111  42.72121905 -071.12654603
111  42.72119327 -071.12666152
112  42.72119327 -071.12666152  42.72115031 -071.12683549
111  42.72100854 -071.12695975
111  42.72086784 -071.12707817
111  42.72090772 -071.12716495
111  42.72103276 -071.12743706
111  42.72104184 -071.12745681
111  42.72184521 -071.12677701
113  42.72186776 -071.12682526
112  42.72111513 -071.12663907  42.72107646 -071.12662737
111  42.72111513 -071.12663907
111  42.72116172 -071.12640687
111  42.72097609 -071.12633278
111  42.72092753 -071.12654652
111  42.72087884 -071.12653235
111  42.72092932 -071.12628967
111  42.72090355 -071.12627944
111  42.72087884 -071.12630137
111  42.72057704 -071.12618149
111  42.72055282 -071.12629287
111  42.72050186 -071.12627067
111  42.72052871 -071.12612886
112  42.72051475 -071.12610547  42.72049864 -071.12609962
111  42.72051475 -071.12610547
111  42.72037620 -071.12605138
112  42.72037620 -071.12605138  42.72031498 -071.12602799
111  42.72028491 -071.12614348 102
111  42.72052227 -071.12666538
111  42.72056901 -071.12662696
111  42.72074996 -071.12647826
111  42.72081870 -071.12650750
111  42.72098410 -071.12688613
112  42.72098410 -071.12688613  42.72106465 -071.12682473
113  42.72114091 -071.12666684
111  42.72097443 -071.12689052
111  42.72083266 -071.12656743
111  42.72075640 -071.12653527
111  42.72066296 -071.12661860
111  42.72070401 -071.12670917
111  42.72078733 -071.12689302
113  42.72083588 -071.12700016
111  42.71255547 -071.12492582 102
111  42.71377574 -071.12335768 102
112  42.71377213 -071.12316613  42.71369480 -071.12310474
111  42.71377213 -071.12316613 102
111  42.71370938 -071.12312283
112  42.71370938 -071.12312283  42.71364880 -071.12308775 102
111  42.71359169 -071.12315350 102
111  42.71233121 -071.12448590 102
112  42.71227399 -071.12473638  42.71234358 -071.12485214
111  42.71227399 -071.12473638 102
111  42.71233312 -071.12483803 102
111  42.71236214 -071.12488793
114  42.71236214 -071.12488793  42.71244720 -071.12502685 102
111  42.71310283 -071.12147452
111  42.71272422 -071.12129771
111  42.71267596 -071.12148967
113  42.71305457 -071.12166143
111  42.71315108 -071.12126740
111  42.71319748 -071.12107543
111  42.71282073 -071.12090368
113  42.71277247 -071.12109817
111  42.72110177 -071.11768459 102
112  42.72123014 -071.11735618  42.72126236 -071.11724917
111  42.72123014 -071.11735618 102
111  42.72133685 -071.11700462
112  42.72133685 -071.11700462  42.72137693 -071.11686279 102
112  42.72126673 -071.11665243  42.72119558 -071.11657616
111  42.72126673 -071.11665243
112  42.72126673 -071.11665243  42.72120059 -071.11658152 102
112  42.72102289 -071.11662990  42.72093907 -071.11669920
111  42.72102289 -071.11662990 102
111  42.71869835 -071.11910762 102
112  42.71841377 -071.11932445  42.71832742 -071.11937356
111  42.71841377 -071.11932445 102
111  42.71757706 -071.11979177 102
112  42.71749818 -071.12002754  42.71754149 -071.12019173
111  42.71749818 -071.12002754 102
111  42.71769895 -071.12047394 102
111  42.71788236 -071.12088176
112  42.71788236 -071.12088176  42.71793649 -071.12099123 102
113  42.71804011 -071.12094744
130 BND
111  42.71116365 -071.13044509
111  42.70979668 -071.12814485
111  42.70978745 -071.12739067
112  42.70978745 -071.12739067  42.70988443 -071.12711414
112  42.71049864 -071.12702615  42.71080805 -071.12662393
111  42.71049864 -071.12702615
111  42.71207342 -071.12510296
111  42.71189793 -071.12480129
111  42.71144997 -071.12531036
111  42.71083114 -071.12427965
111  42.71210113 -071.12292212
111  42.71156910 -071.12195325
112  42.71193257 -071.12121854  42.71205016 -071.12080391
111  42.71193257 -071.12121854
111  42.71223865 -071.11995518
111  42.71310027 -071.12032690
112  42.71310027 -071.12032690  42.71332476 -071.12045056
111  42.71372885 -071.12093795
112  42.71372885 -071.12093795  42.71385980 -071.12111617
111  42.71404100 -071.12088412
111  42.71446112 -071.12040836
111  42.71426229 -071.12008537
111  42.71451243 -071.11979730
111  42.71466958 -071.12006355
111  42.71501273 -071.11950486
111  42.71462147 -071.11865809
111  42.71644307 -071.11719588
111  42.71705561 -071.11796408
111  42.71726407 -071.11774147
112  42.71726407 -071.11774147  42.71741106 -071.11755959
111  42.71748215 -071.11772400
111  42.71807866 -071.11891563
111  42.72032679 -071.11659337
112  42.72032679 -071.11659337  42.72054807 -071.11638385
111  42.72054807 -071.11591678
112  42.72054807 -071.11591678  42.72150751 -071.11564031
111  42.72196237 -071.11647552
111  42.72248576 -071.11737126
111  42.71883359 -071.12132607
111  42.72008818 -071.12427510
111  42.72219713 -071.12510273
112  42.72207783 -071.12695184  42.72223551 -071.12735927
111  42.72207783 -071.12695184
111  42.72245882 -071.12783711
111  42.72170068 -071.12848142
111  42.72203165 -071.12924096
111  42.72035373 -071.13063432
111  42.71820454 -071.12595077
113  42.71585838 -071.12497327
120 Linear Feature 1207
111  42.71436237 -071.12166365 1
115  42.71434299 -071.12162914
120 Linear Feature 1206
111  42.71429972 -071.12180881 1
115  42.71425147 -071.12172950
120 Linear Feature 1205
111  42.71419978 -071.12186769 1
115  42.71417059 -071.12181819
120 Linear Feature 1203
111  42.71546524 -071.12044270 1
111  42.71548653 -071.12047522 1
115  42.71550698 -071.12050645
120 Linear Feature 1203
111  42.71535589 -071.12069146 1
111  42.71533443 -071.12065915 1
115  42.71531383 -071.12062811
120 Linear Feature 1202
111  42.71551807 -071.12043833 1
115  42.71548653 -071.12047522
120 Linear Feature 1202
111  42.71530309 -071.12069633 1
115  42.71533443 -071.12065915
120 Linear Feature 1201
111  42.71923646 -071.12349906 1
111  42.71921078 -071.12349395 1
115  42.71921984 -071.12346005
120 Linear Feature 1201
111  42.71915020 -071.12330832 1
111  42.71912452 -071.12330322 1
115  42.71913358 -071.12326931
120 Linear Feature 1201
111  42.71905564 -071.12309377 1
111  42.71902996 -071.12308867 1
115  42.71903903 -071.12305477
120 Linear Feature 1201
111  42.71896129 -071.12290616 1
111  42.71893561 -071.12290105 1
115  42.71894468 -071.12286715
120 Linear Feature 1201
111  42.71886674 -071.12269161 1
111  42.71884106 -071.12268650 1
115  42.71885012 -071.12265260
120 Linear Feature 1201
111  42.71878048 -071.12250087 1
111  42.71875480 -071.12249577 1
115  42.71876386 -071.12246186
120 Linear Feature 1201
111  42.71868592 -071.12228632 1
111  42.71866024 -071.12228122 1
115  42.71866930 -071.12224732
120 Linear Feature 1201
111  42.71876010 -071.12232762 1
111  42.71878581 -071.12233245 1
115  42.71877695 -071.12236645
120 Linear Feature 1201
111  42.71884748 -071.12251742 1
111  42.71887319 -071.12252224 1
115  42.71886433 -071.12255624
120 Linear Feature 1201
111  42.71894330 -071.12273093 1
111  42.71896901 -071.12273575 1
115  42.71896014 -071.12276975
120 Linear Feature 1201
111  42.71903875 -071.12291751 1
111  42.71906446 -071.12292233 1
115  42.71905560 -071.12295633
120 Linear Feature 1201
111  42.71913457 -071.12313102 1
111  42.71916028 -071.12313584 1
115  42.71915141 -071.12316984
120 Linear Feature 1201
111  42.71922194 -071.12332081 1
111  42.71924765 -071.12332564 1
115  42.71923879 -071.12335964
120 Linear Feature 1201
111  42.71985114 -071.12482981 1
111  42.71982546 -071.12482471 1
115  42.71983453 -071.12479080
120 Linear Feature 1201
111  42.71976488 -071.12463907 1
111  42.71973920 -071.12463397 1
115  42.71974827 -071.12460007
120 Linear Feature 1201
111  42.71967033 -071.12442453 1
111  42.71964465 -071.12441942 1
115  42.71965371 -071.12438552
120 Linear Feature 1201
111  42.71957598 -071.12423691 1
111  42.71955030 -071.12423180 1
115  42.71955936 -071.12419790
120 Linear Feature 1201
111  42.71948142 -071.12402236 1
111  42.71945574 -071.12401726 1
115  42.71946480 -071.12398335
120 Linear Feature 1201
111  42.71939516 -071.12383162 1
111  42.71936948 -071.12382652 1
115  42.71937854 -071.12379262
120 Linear Feature 1201
111  42.71946216 -071.12384817 1
111  42.71948787 -071.12385299 1
115  42.71947901 -071.12388699
120 Linear Feature 1201
111  42.71955798 -071.12406168 1
111  42.71958369 -071.12406650 1
115  42.71957483 -071.12410050
120 Linear Feature 1201
111  42.71965343 -071.12424826 1
111  42.71967914 -071.12425309 1
115  42.71967028 -071.12428709
120 Linear Feature 1201
111  42.71974925 -071.12446177 1
111  42.71977496 -071.12446660 1
115  42.71976609 -071.12450060
120 Linear Feature 1201
111  42.71983663 -071.12465156 1
111  42.71986234 -071.12465639 1
115  42.71985347 -071.12469039
120 Linear Feature 1200
111  42.71547923 -071.12073665 1
111  42.71546693 -071.12074946 1
115  42.71545620 -071.12076065
120 Linear Feature 1200
111  42.71564110 -071.12068894 1
111  42.71565333 -071.12067601 1
115  42.71566401 -071.12066471
120 Linear Feature 1200
111  42.71538093 -071.12084660 1
111  42.71536863 -071.12085942 1
115  42.71535789 -071.12087061
120 Linear Feature 1200
111  42.71573883 -071.12057803 1
111  42.71575106 -071.12056510 1
115  42.71576174 -071.12055381
120 Linear Feature 1199
111  42.71548291 -071.12077586 1
115  42.71546693 -071.12074946
120 Linear Feature 1199
111  42.71563721 -071.12064976 1
115  42.71565333 -071.12067601
120 Linear Feature 1199
111  42.71538461 -071.12088582 1
115  42.71536863 -071.12085942
120 Linear Feature 1199
111  42.71573494 -071.12053885 1
115  42.71575106 -071.12056510
120 Linear Feature 1200
111  42.71567107 -071.12053149 1
111  42.71565877 -071.12054431 1
115  42.71564804 -071.12055550
120 Linear Feature 1200
111  42.71545034 -071.12089594 1
111  42.71546257 -071.12088301 1
115  42.71547324 -071.12087171
120 Linear Feature 1200
111  42.71557993 -071.12063091 1
111  42.71556763 -071.12064372 1
115  42.71555689 -071.12065491
120 Linear Feature 1200
111  42.71554096 -071.12079565 1
111  42.71555319 -071.12078272 1
115  42.71556387 -071.12077142
120 Linear Feature 1199
111  42.71567476 -071.12057071 1
115  42.71565877 -071.12054431
120 Linear Feature 1199
111  42.71544645 -071.12085676 1
115  42.71546257 -071.12088301
120 Linear Feature 1199
111  42.71558361 -071.12067013 1
115  42.71556763 -071.12064372
120 Linear Feature 1199
111  42.71553707 -071.12075647 1
115  42.71555319 -071.12078272
120 Linear Feature 1200
111  42.71509313 -071.12116570 1
111  42.71508083 -071.12117852 1
115  42.71507009 -071.12118971
120 Linear Feature 1200
111  42.71525500 -071.12111800 1
111  42.71526723 -071.12110506 1
115  42.71527791 -071.12109377
120 Linear Feature 1200
111  42.71499483 -071.12127566 1
111  42.71498253 -071.12128848 1
115  42.71497179 -071.12129967
120 Linear Feature 1200
111  42.71535272 -071.12100709 1
111  42.71536496 -071.12099416 1
115  42.71537563 -071.12098287
120 Linear Feature 1199
111  42.71509681 -071.12120492 1
115  42.71508083 -071.12117852
120 Linear Feature 1199
111  42.71525111 -071.12107882 1
115  42.71526723 -071.12110506
120 Linear Feature 1199
111  42.71499851 -071.12131488 1
115  42.71498253 -071.12128848
120 Linear Feature 1199
111  42.71534884 -071.12096791 1
115  42.71536496 -071.12099416
120 Linear Feature 1200
111  42.71496651 -071.12143591 1
111  42.71497874 -071.12142297 1
115  42.71498942 -071.12141168
120 Linear Feature 1200
111  42.71528497 -071.12096055 1
111  42.71527267 -071.12097337 1
115  42.71526193 -071.12098456
120 Linear Feature 1200
111  42.71506423 -071.12132500 1
111  42.71507646 -071.12131207 1
115  42.71508714 -071.12130077
120 Linear Feature 1200
111  42.71519382 -071.12105997 1
111  42.71518153 -071.12107278 1
115  42.71517079 -071.12108397
120 Linear Feature 1200
111  42.71515486 -071.12122471 1
111  42.71516709 -071.12121177 1
115  42.71517777 -071.12120048
120 Linear Feature 1199
111  42.71496262 -071.12139672 1
115  42.71497874 -071.12142297
120 Linear Feature 1199
111  42.71528865 -071.12099977 1
115  42.71527267 -071.12097337
120 Linear Feature 1199
111  42.71506035 -071.12128582 1
115  42.71507646 -071.12131207
120 Linear Feature 1199
111  42.71519751 -071.12109918 1
115  42.71518153 -071.12107278
120 Linear Feature 1199
111  42.71515097 -071.12118553 1
115  42.71516709 -071.12121177
120 Linear Feature 1200
111  42.71522459 -071.12140427 1
111  42.71521229 -071.12141708 1
115  42.71520156 -071.12142827
120 Linear Feature 1200
111  42.71538646 -071.12135656 1
111  42.71539869 -071.12134363 1
115  42.71540937 -071.12133233
120 Linear Feature 1200
111  42.71512629 -071.12151422 1
111  42.71511399 -071.12152704 1
115  42.71510325 -071.12153823
120 Linear Feature 1200
111  42.71548419 -071.12124565 1
111  42.71549642 -071.12123272 1
115  42.71550710 -071.12122143
120 Linear Feature 1199
111  42.71522827 -071.12144348 1
115  42.71521229 -071.12141708
120 Linear Feature 1199
111  42.71538257 -071.12131738 1
115  42.71539869 -071.12134363
120 Linear Feature 1199
111  42.71512997 -071.12155344 1
115  42.71511399 -071.12152704
120 Linear Feature 1199
111  42.71548030 -071.12120647 1
115  42.71549642 -071.12123272
120 Linear Feature 1200
111  42.71509797 -071.12167447 1
111  42.71511020 -071.12166153 1
115  42.71512088 -071.12165024
120 Linear Feature 1200
111  42.71541643 -071.12119911 1
111  42.71540413 -071.12121193 1
115  42.71539340 -071.12122312
120 Linear Feature 1200
111  42.71519569 -071.12156356 1
111  42.71520793 -071.12155063 1
115  42.71521860 -071.12153933
120 Linear Feature 1200
111  42.71532528 -071.12129853 1
111  42.71531299 -071.12131134 1
115  42.71530225 -071.12132253
120 Linear Feature 1200
111  42.71528632 -071.12146327 1
111  42.71529855 -071.12145034 1
115  42.71530923 -071.12143904
120 Linear Feature 1199
111  42.71509408 -071.12163528 1
115  42.71511020 -071.12166153
120 Linear Feature 1199
111  42.71542012 -071.12123833 1
115  42.71540413 -071.12121193
120 Linear Feature 1199
111  42.71519181 -071.12152438 1
115  42.71520793 -071.12155063
120 Linear Feature 1199
111  42.71532897 -071.12133774 1
115  42.71531299 -071.12131134
120 Linear Feature 1199
111  42.71528243 -071.12142409 1
115  42.71529855 -071.12145034
120 Linear Feature 1200
111  42.71451241 -071.12182573 1
111  42.71450011 -071.12183854 1
115  42.71448938 -071.12184973
120 Linear Feature 1200
111  42.71467428 -071.12177802 1
111  42.71468651 -071.12176509 1
115  42.71469719 -071.12175380
120 Linear Feature 1200
111  42.71441411 -071.12193569 1
111  42.71440181 -071.12194850 1
115  42.71439107 -071.12195969
120 Linear Feature 1200
111  42.71477201 -071.12166712 1
111  42.71478424 -071.12165418 1
115  42.71479492 -071.12164289
120 Linear Feature 1199
111  42.71451610 -071.12186495 1
115  42.71450011 -071.12183854
120 Linear Feature 1199
111  42.71467039 -071.12173884 1
115  42.71468651 -071.12176509
120 Linear Feature 1199
111  42.71441779 -071.12197491 1
115  42.71440181 -071.12194850
120 Linear Feature 1199
111  42.71476812 -071.12162794 1
115  42.71478424 -071.12165418
120 Linear Feature 1200
111  42.71438579 -071.12209593 1
111  42.71439802 -071.12208300 1
115  42.71440870 -071.12207171
120 Linear Feature 1200
111  42.71470425 -071.12162058 1
111  42.71469195 -071.12163339 1
115  42.71468122 -071.12164458
120 Linear Feature 1200
111  42.71448352 -071.12198502 1
111  42.71449575 -071.12197209 1
115  42.71450642 -071.12196080
120 Linear Feature 1200
111  42.71461311 -071.12171999 1
111  42.71460081 -071.12173281 1
115  42.71459007 -071.12174399
120 Linear Feature 1200
111  42.71457414 -071.12188473 1
111  42.71458637 -071.12187180 1
115  42.71459705 -071.12186051
120 Linear Feature 1199
111  42.71438190 -071.12205675 1
115  42.71439802 -071.12208300
120 Linear Feature 1199
111  42.71470794 -071.12165980 1
115  42.71469195 -071.12163339
120 Linear Feature 1199
111  42.71447963 -071.12194584 1
115  42.71449575 -071.12197209
120 Linear Feature 1199
111  42.71461679 -071.12175921 1
115  42.71460081 -071.12173281
120 Linear Feature 1199
111  42.71457025 -071.12184555 1
115  42.71458637 -071.12187180
120 Linear Feature 1200
111  42.71464387 -071.12206429 1
111  42.71463157 -071.12207711 1
115  42.71462084 -071.12208829
120 Linear Feature 1200
111  42.71480574 -071.12201658 1
111  42.71481797 -071.12200365 1
115  42.71482865 -071.12199236
120 Linear Feature 1200
111  42.71454557 -071.12217425 1
111  42.71453327 -071.12218706 1
115  42.71452253 -071.12219825
120 Linear Feature 1200
111  42.71490347 -071.12190568 1
111  42.71491570 -071.12189274 1
115  42.71492638 -071.12188145
120 Linear Feature 1199
111  42.71464756 -071.12210351 1
115  42.71463157 -071.12207711
120 Linear Feature 1199
111  42.71480185 -071.12197740 1
115  42.71481797 -071.12200365
120 Linear Feature 1199
111  42.71454925 -071.12221347 1
115  42.71453327 -071.12218706
120 Linear Feature 1199
111  42.71489958 -071.12186650 1
115  42.71491570 -071.12189274
120 Linear Feature 1200
111  42.71451725 -071.12233449 1
111  42.71452948 -071.12232156 1
115  42.71454016 -071.12231027
120 Linear Feature 1200
111  42.71483571 -071.12185914 1
111  42.71482341 -071.12187195 1
115  42.71481268 -071.12188314
120 Linear Feature 1200
111  42.71461498 -071.12222358 1
111  42.71462721 -071.12221065 1
115  42.71463789 -071.12219936
120 Linear Feature 1200
111  42.71474457 -071.12195855 1
111  42.71473227 -071.12197137 1
115  42.71472153 -071.12198255
120 Linear Feature 1200
111  42.71470560 -071.12212329 1
111  42.71471783 -071.12211036 1
115  42.71472851 -071.12209907
120 Linear Feature 1199
111  42.71451336 -071.12229531 1
115  42.71452948 -071.12232156
120 Linear Feature 1199
111  42.71483940 -071.12189836 1
115  42.71482341 -071.12187195
120 Linear Feature 1199
111  42.71461109 -071.12218440 1
115  42.71462721 -071.12221065
120 Linear Feature 1199
111  42.71474825 -071.12199777 1
115  42.71473227 -071.12197137
120 Linear Feature 1199
111  42.71470171 -071.12208411 1
115  42.71471783 -071.12211036
120 Linear Feature 1201
111  42.71241545 -071.12400460 1
111  42.71241566 -071.12396928 1
115  42.71244157 -071.12397687
120 Linear Feature 1201
111  42.71254249 -071.12386224 1
111  42.71254270 -071.12382692 1
115  42.71256861 -071.12383451
120 Linear Feature 1201
111  42.71268572 -071.12370545 1
111  42.71268593 -071.12367012 1
115  42.71271184 -071.12367771
120 Linear Feature 1201
111  42.71280939 -071.12355261 1
111  42.71280960 -071.12351728 1
115  42.71283551 -071.12352487
120 Linear Feature 1201
111  42.71295262 -071.12339581 1
111  42.71295283 -071.12336048 1
115  42.71297874 -071.12336808
120 Linear Feature 1201
111  42.71307966 -071.12325345 1
111  42.71307987 -071.12321813 1
115  42.71310578 -071.12322572
120 Linear Feature 1201
111  42.71322290 -071.12309665 1
111  42.71322311 -071.12306133 1
115  42.71324902 -071.12306892
120 Linear Feature 1201
111  42.71320297 -071.12320232 1
111  42.71320297 -071.12323765 1
115  42.71317702 -071.12323034
120 Linear Feature 1201
111  42.71307677 -071.12334606 1
111  42.71307677 -071.12338138 1
115  42.71305082 -071.12337408
120 Linear Feature 1201
111  42.71293446 -071.12350441 1
111  42.71293446 -071.12353974 1
115  42.71290851 -071.12353243
120 Linear Feature 1201
111  42.71281170 -071.12365859 1
111  42.71281170 -071.12369392 1
115  42.71278575 -071.12368661
120 Linear Feature 1201
111  42.71266939 -071.12381695 1
111  42.71266939 -071.12385227 1
115  42.71264344 -071.12384496
120 Linear Feature 1201
111  42.71254320 -071.12396068 1
111  42.71254320 -071.12399601 1
115  42.71251724 -071.12398870
120 Linear Feature 1201
111  42.71240089 -071.12411904 1
111  42.71240089 -071.12415436 1
115  42.71237493 -071.12414705
120 Linear Feature 1200
111  42.71319480 -071.12200068 1
111  42.71319958 -071.12198063 1
115  42.71320375 -071.12196312
120 Linear Feature 1200
111  42.71322985 -071.12183420 1
111  42.71323463 -071.12181415 1
115  42.71323881 -071.12179664
120 Linear Feature 1199
111  42.71317541 -071.12197124 1
115  42.71319958 -071.12198063
120 Linear Feature 1199
111  42.71321046 -071.12180477 1
115  42.71323463 -071.12181415
120 Linear Feature 1200
111  42.71308740 -071.12248428 1
111  42.71309218 -071.12246423 1
115  42.71309635 -071.12244672
120 Linear Feature 1200
111  42.71312245 -071.12231780 1
111  42.71312723 -071.12229775 1
115  42.71313140 -071.12228024
120 Linear Feature 1200
111  42.71315602 -071.12216553 1
111  42.71316079 -071.12214548 1
115  42.71316497 -071.12212798
120 Linear Feature 1199
111  42.71306800 -071.12245484 1
115  42.71309218 -071.12246423
120 Linear Feature 1199
111  42.71310306 -071.12228836 1
115  42.71312723 -071.12229775
120 Linear Feature 1199
111  42.71313662 -071.12213610 1
115  42.71316079 -071.12214548
120 Linear Feature 1200
111  42.71337910 -071.12207435 1
111  42.71338388 -071.12205430 1
115  42.71338805 -071.12203679
120 Linear Feature 1200
111  42.71341416 -071.12190788 1
111  42.71341894 -071.12188782 1
115  42.71342311 -071.12187032
120 Linear Feature 1199
111  42.71335971 -071.12204492 1
115  42.71338388 -071.12205430
120 Linear Feature 1199
111  42.71339477 -071.12187844 1
115  42.71341894 -071.12188782
120 Linear Feature 1200
111  42.71327170 -071.12255795 1
111  42.71327648 -071.12253790 1
115  42.71328065 -071.12252039
120 Linear Feature 1200
111  42.71330676 -071.12239147 1
111  42.71331153 -071.12237142 1
115  42.71331571 -071.12235391
120 Linear Feature 1200
111  42.71334032 -071.12223921 1
111  42.71334510 -071.12221915 1
115  42.71334927 -071.12220165
120 Linear Feature 1199
111  42.71325231 -071.12252851 1
115  42.71327648 -071.12253790
120 Linear Feature 1199
111  42.71328736 -071.12236203 1
115  42.71331153 -071.12237142
120 Linear Feature 1199
111  42.71332093 -071.12220977 1
115  42.71334510 -071.12221915
120 Linear Feature 1200
111  42.71357526 -071.12215644 1
111  42.71358004 -071.12213639 1
115  42.71358421 -071.12211889
120 Linear Feature 1200
111  42.71361032 -071.12198997 1
111  42.71361510 -071.12196991 1
115  42.71361927 -071.12195241
120 Linear Feature 1199
111  42.71355587 -071.12212701 1
115  42.71358004 -071.12213639
120 Linear Feature 1199
111  42.71359093 -071.12196053 1
115  42.71361510 -071.12196991
120 Linear Feature 1200
111  42.71346786 -071.12264004 1
111  42.71347264 -071.12261999 1
115  42.71347681 -071.12260248
120 Linear Feature 1200
111  42.71350292 -071.12247356 1
111  42.71350769 -071.12245351 1
115  42.71351187 -071.12243600
120 Linear Feature 1200
111  42.71353648 -071.12232130 1
111  42.71354126 -071.12230124 1
115  42.71354543 -071.12228374
120 Linear Feature 1199
111  42.71344847 -071.12261060 1
115  42.71347264 -071.12261999
120 Linear Feature 1199
111  42.71348352 -071.12244413 1
115  42.71350769 -071.12245351
120 Linear Feature 1199
111  42.71351709 -071.12229186 1
115  42.71354126 -071.12230124
120 Linear Feature 1200
111  42.71375957 -071.12223012 1
111  42.71376435 -071.12221006 1
115  42.71376852 -071.12219256
120 Linear Feature 1200
111  42.71385870 -071.12131685 1
111  42.71387107 -071.12132954 1
115  42.71388187 -071.12134062
120 Linear Feature 1200
111  42.71393656 -071.12138751 1
111  42.71394893 -071.12140019 1
115  42.71395973 -071.12141127
120 Linear Feature 1200
111  42.71329513 -071.12145562 1
111  42.71330999 -071.12146154 1
115  42.71332297 -071.12146672
120 Linear Feature 1200
111  42.71350367 -071.12155063 1
111  42.71351853 -071.12155656 1
115  42.71353151 -071.12156173
120 Linear Feature 1200
111  42.71371132 -071.12163346 1
111  42.71372618 -071.12163939 1
115  42.71373916 -071.12164457
120 Linear Feature 1200
111  42.71340164 -071.12149947 1
111  42.71341650 -071.12150540 1
115  42.71342948 -071.12151057
120 Linear Feature 1200
111  42.71361018 -071.12159448 1
111  42.71362504 -071.12160041 1
115  42.71363802 -071.12160559
120 Linear Feature 1200
111  42.71381782 -071.12167732 1
111  42.71383269 -071.12168324 1
115  42.71384567 -071.12168842
120 Linear Feature 1200
111  42.71379462 -071.12206364 1
111  42.71379940 -071.12204359 1
115  42.71380357 -071.12202608
120 Linear Feature 1199
111  42.71374018 -071.12220068 1
115  42.71376435 -071.12221006
120 Linear Feature 1199
111  42.71388547 -071.12130150 1
115  42.71387107 -071.12132954
120 Linear Feature 1199
111  42.71396333 -071.12137215 1
115  42.71394893 -071.12140019
120 Linear Feature 1199
111  42.71331620 -071.12142839 1
115  42.71330999 -071.12146154
120 Linear Feature 1199
111  42.71352474 -071.12152341 1
115  42.71351853 -071.12155656
120 Linear Feature 1199
111  42.71373238 -071.12160624 1
115  42.71372618 -071.12163939
120 Linear Feature 1199
111  42.71342270 -071.12147225 1
115  42.71341650 -071.12150540
120 Linear Feature 1199
111  42.71363124 -071.12156726 1
115  42.71362504 -071.12160041
120 Linear Feature 1199
111  42.71383889 -071.12165009 1
115  42.71383269 -071.12168324
120 Linear Feature 1199
111  42.71377523 -071.12203420 1
115  42.71379940 -071.12204359
120 Linear Feature 1200
111  42.71365216 -071.12271371 1
111  42.71365694 -071.12269366 1
115  42.71366111 -071.12267615
120 Linear Feature 1200
111  42.71368722 -071.12254724 1
111  42.71369200 -071.12252718 1
115  42.71369617 -071.12250968
120 Linear Feature 1200
111  42.71372078 -071.12239497 1
111  42.71372556 -071.12237492 1
115  42.71372973 -071.12235741
120 Linear Feature 1199
111  42.71363277 -071.12268427 1
115  42.71365694 -071.12269366
120 Linear Feature 1199
111  42.71366783 -071.12251780 1
115  42.71369200 -071.12252718
120 Linear Feature 1199
111  42.71370139 -071.12236553 1
115  42.71372556 -071.12237492
120 Linear Feature 1200
111  42.71395160 -071.12231607 1
111  42.71395638 -071.12229601 1
115  42.71396055 -071.12227851
120 Linear Feature 1200
111  42.71398666 -071.12214959 1
111  42.71399144 -071.12212954 1
115  42.71399561 -071.12211203
120 Linear Feature 1199
111  42.71393221 -071.12228663 1
115  42.71395638 -071.12229601
120 Linear Feature 1199
111  42.71396727 -071.12212015 1
115  42.71399144 -071.12212954
120 Linear Feature 1200
111  42.71384420 -071.12279966 1
111  42.71384898 -071.12277961 1
115  42.71385315 -071.12276210
120 Linear Feature 1200
111  42.71387926 -071.12263319 1
111  42.71388403 -071.12261313 1
115  42.71388821 -071.12259563
120 Linear Feature 1200
111  42.71391282 -071.12248092 1
111  42.71391760 -071.12246087 1
115  42.71392177 -071.12244336
120 Linear Feature 1199
111  42.71382481 -071.12277023 1
115  42.71384898 -071.12277961
120 Linear Feature 1199
111  42.71385986 -071.12260375 1
115  42.71388403 -071.12261313
120 Linear Feature 1199
111  42.71389343 -071.12245148 1
115  42.71391760 -071.12246087
120 Linear Feature 1198
111  42.71378645 -071.12153155 1
111  42.71375797 -071.12152033 1
115  42.71372429 -071.12150701
120 Linear Feature 1200
111  42.71407154 -071.12269003 1
111  42.71407632 -071.12266998 1
115  42.71408049 -071.12265247
120 Linear Feature 1200
111  42.71410659 -071.12252355 1
111  42.71411137 -071.12250350 1
115  42.71411554 -071.12248600
120 Linear Feature 1200
111  42.71414016 -071.12237129 1
111  42.71414493 -071.12235124 1
115  42.71414911 -071.12233373
120 Linear Feature 1199
111  42.71405214 -071.12266059 1
115  42.71407632 -071.12266998
120 Linear Feature 1199
111  42.71408720 -071.12249412 1
115  42.71411137 -071.12250350
120 Linear Feature 1199
111  42.71412076 -071.12234185 1
115  42.71414493 -071.12235124
120 Linear Feature 1197
111  42.71377091 -071.12145880 1
115  42.71375797 -071.12152033
120 Linear Feature 1196
111  42.71212934 -071.12447045 3 102
115  42.71239356 -071.12418542
120 Linear Feature 1195
111  42.71186357 -071.12410558 1
111  42.71190414 -071.12418026 1
111  42.71204883 -071.12401785 1
111  42.71202124 -071.12397116 1
111  42.71198544 -071.12396608 1
