I
1050 Generated by WorldEditor 2.0.0r4

1   1334 1 0 KMFR Rogue Valley Intl
111  42.37642847 -122.87875539
112  42.37646547 -122.87883905  42.37647238 -122.87885893
111  42.37646547 -122.87883905
111  42.37650910 -122.87902536
111  42.37656699 -122.87900275
111  42.37657943 -122.87906449
112  42.37650187 -122.87914538  42.37647510 -122.87920776
111  42.37650187 -122.87914538
111  42.37647369 -122.87934656
111  42.37657249 -122.87946255
111  42.37652004 -122.87956521
111  42.37652430 -122.87956973
111  42.37644569 -122.87971942
111  42.37657882 -122.87983860
111  42.37654344 -122.87991438
111  42.37643977 -122.87986774
111  42.37639732 -122.88005571
111  42.37652963 -122.88011176
111  42.37649068 -122.88018719
111  42.37646194 -122.88024196
111  42.37644614 -122.88022515
111  42.37642251 -122.88027042
111  42.37641418 -122.88028645
111  42.37640636 -122.88030146
111  42.37637994 -122.88035225
111  42.37639586 -122.88036775
111  42.37638888 -122.88038122
111  42.37636269 -122.88043661
111  42.37629786 -122.88049537
111  42.37627523 -122.88056253
111  42.37625797 -122.88058808
111  42.37640119 -122.88072983
111  42.37617366 -122.88087199
111  42.37615235 -122.88080754
111  42.37617826 -122.88079289
111  42.37616094 -122.88073795
111  42.37613480 -122.88075347
111  42.37612874 -122.88073462
111  42.37617917 -122.88070498
111  42.37615137 -122.88061721
111  42.37612530 -122.88063158
111  42.37611601 -122.88059929
111  42.37609042 -122.88061458
111  42.37607074 -122.88055526
111  42.37608335 -122.88054757
111  42.37607028 -122.88050819
111  42.37591193 -122.88060333
111  42.37579348 -122.88067449
111  42.37573359 -122.88048874
111  42.37543031 -122.88066517
111  42.37542845 -122.88066625
111  42.37543605 -122.88069247
111  42.37537219 -122.88073543
112  42.37535392 -122.88078491  42.37535713 -122.88081734
111  42.37535392 -122.88078491
111  42.37539524 -122.88092330
111  42.37535639 -122.88094999
111  42.37520135 -122.88104640
111  42.37519886 -122.88103988
112  42.37519886 -122.88103988  42.37518716 -122.88101669
112  42.37510434 -122.88093696  42.37506580 -122.88093766
111  42.37510434 -122.88093696
111  42.37501598 -122.88119939
111  42.37507096 -122.88141545
112  42.37506152 -122.88159545  42.37503812 -122.88165392
111  42.37506152 -122.88159545
111  42.37501184 -122.88172273
111  42.37496153 -122.88170038
111  42.37495460 -122.88170236
111  42.37492371 -122.88171161
111  42.37487743 -122.88172554
111  42.37484893 -122.88181893
111  42.37446553 -122.88192999
111  42.37425828 -122.88180025
111  42.37410828 -122.88166859
111  42.37297495 -122.88038962
111  42.37245022 -122.87979477
112  42.37245022 -122.87979477  42.37244751 -122.87978743
111  42.37245351 -122.87978926
111  42.37246423 -122.87980142
111  42.37247061 -122.87979174
111  42.37233768 -122.87966060
111  42.37229714 -122.87954295
111  42.37243679 -122.87946572
111  42.37242324 -122.87942211
111  42.37232912 -122.87911782
111  42.37199095 -122.87931414
111  42.37199577 -122.87932904
111  42.37200491 -122.87932403
111  42.37202051 -122.87937491
111  42.37199865 -122.87938673
111  42.37201604 -122.87944092
111  42.37180542 -122.87956992
111  42.37177214 -122.87946573
111  42.37159524 -122.87955897
111  42.37150813 -122.87928280
111  42.37141352 -122.87933592
111  42.37140818 -122.87932049
111  42.37139477 -122.87928022
111  42.37136747 -122.87919843
111  42.37147908 -122.87913705
111  42.37143420 -122.87899179
111  42.37140510 -122.87889761
111  42.37130773 -122.87895292
111  42.37129120 -122.87889943
111  42.37153580 -122.87876096
112  42.37153940 -122.87873499  42.37153662 -122.87872324
111  42.37153940 -122.87873499
111  42.37152482 -122.87868752
111  42.37151130 -122.87862551
111  42.37148635 -122.87857175
112  42.37148635 -122.87857175  42.37148385 -122.87856498
111  42.37148427 -122.87855437
112  42.37148427 -122.87855437  42.37147846 -122.87854463
111  42.37145612 -122.87853580
111  42.37144788 -122.87850988
111  42.37125611 -122.87861898
111  42.37123982 -122.87856713
111  42.37145201 -122.87844690
111  42.37140950 -122.87831364
111  42.37138862 -122.87824740
111  42.37127955 -122.87790129
111  42.37099697 -122.87700668
111  42.37098141 -122.87695663
111  42.37110299 -122.87688721
111  42.37065518 -122.87548334
111  42.37032936 -122.87566703
111  42.37023720 -122.87537087
111  42.37018818 -122.87539233
111  42.37016393 -122.87527478
111  42.37009480 -122.87508405
111  42.37008728 -122.87508882
111  42.37001826 -122.87486533
111  42.36991495 -122.87453217
111  42.36952337 -122.87432515
111  42.36924352 -122.87449388
111  42.36915333 -122.87444604
111  42.36920155 -122.87427587
111  42.36920350 -122.87426901
111  42.36931260 -122.87432753
111  42.36952448 -122.87419838
111  42.36984724 -122.87436785
111  42.36985014 -122.87435756
111  42.36985761 -122.87432941
111  42.36986059 -122.87431817
111  42.36982947 -122.87430199
111  42.36980906 -122.87429138
111  42.36954785 -122.87415558
111  42.36952747 -122.87414498
111  42.36952407 -122.87414326
111  42.36931041 -122.87427154
111  42.36916941 -122.87419723
111  42.36914858 -122.87418616
111  42.36882962 -122.87401630
111  42.36885665 -122.87392016
111  42.36875941 -122.87386882
111  42.36875245 -122.87389100
111  42.36867042 -122.87384668
111  42.36867625 -122.87382740
111  42.36860422 -122.87378719
111  42.36859739 -122.87380975
111  42.36858351 -122.87380239
111  42.36859232 -122.87377331
111  42.36838634 -122.87366437
111  42.36837769 -122.87369416
111  42.36836540 -122.87368842
111  42.36837171 -122.87366728
111  42.36829859 -122.87362929
111  42.36829272 -122.87365071
111  42.36827274 -122.87364009
111  42.36826245 -122.87363478
111  42.36826916 -122.87361196
111  42.36819601 -122.87357561
111  42.36819028 -122.87359544
111  42.36816981 -122.87358570
111  42.36814837 -122.87357532
111  42.36815537 -122.87355177
111  42.36813538 -122.87354114
111  42.36796455 -122.87300302
111  42.36780759 -122.87292157
111  42.36779686 -122.87289256
111  42.36779897 -122.87288317
111  42.36782885 -122.87278006
111  42.36796369 -122.87231447
111  42.36792689 -122.87229494
111  42.36776266 -122.87286586
111  42.36775481 -122.87289324
111  42.36775438 -122.87289495
111  42.36777727 -122.87296127
111  42.36793632 -122.87304406
111  42.36810517 -122.87355208
111  42.36804411 -122.87352053
111  42.36800559 -122.87365929
111  42.36787972 -122.87359259
111  42.36795672 -122.87332461
111  42.36787944 -122.87328540
111  42.36792075 -122.87314309
111  42.36760448 -122.87297401
111  42.36754495 -122.87318092
111  42.36750217 -122.87315901
111  42.36755725 -122.87296342
111  42.36723149 -122.87279092
111  42.36720982 -122.87286385
111  42.36674219 -122.87278547
111  42.36666435 -122.87274202
111  42.36677475 -122.87235939
111  42.36677527 -122.87235758
111  42.36651641 -122.87221988
111  42.36651490 -122.87222512
111  42.36640205 -122.87261738
111  42.36621322 -122.87252133
111  42.36620402 -122.87248597
111  42.36612904 -122.87244175
111  42.36619395 -122.87221442
111  42.36614957 -122.87219205
111  42.36615708 -122.87216735
111  42.36608923 -122.87213359
111  42.36606774 -122.87221232
111  42.36603575 -122.87219403
111  42.36603146 -122.87221198
111  42.36589461 -122.87214190
111  42.36590032 -122.87212408
111  42.36587100 -122.87210779
111  42.36589364 -122.87203526
111  42.36583163 -122.87200172
111  42.36582636 -122.87202129
111  42.36577585 -122.87199453
111  42.36571236 -122.87222276
111  42.36559986 -122.87216796
111  42.36566619 -122.87193791
111  42.36561303 -122.87191073
111  42.36561834 -122.87189052
111  42.36556054 -122.87186237
111  42.36554070 -122.87193416
111  42.36550958 -122.87191768
111  42.36550346 -122.87193754
111  42.36536672 -122.87186538
111  42.36537146 -122.87184589
111  42.36534309 -122.87183136
111  42.36536503 -122.87175763
111  42.36530459 -122.87172564
111  42.36529946 -122.87174530
111  42.36524856 -122.87171835
111  42.36518559 -122.87194221
111  42.36509843 -122.87190596
111  42.36503273 -122.87183307
111  42.36502545 -122.87182750
111  42.36513342 -122.87144830
111  42.36511708 -122.87143987
111  42.36493605 -122.87130341
111  42.36490486 -122.87137704
111  42.36420277 -122.87084666
111  42.36407950 -122.87114863
111  42.36484432 -122.87172498
111  42.36470862 -122.87204636
111  42.36410310 -122.87159073
112  42.36394662 -122.87141289  42.36390851 -122.87135245
111  42.36394662 -122.87141289
111  42.36382924 -122.87122408
112  42.36380887 -122.87105065  42.36383123 -122.87094720
111  42.36380887 -122.87105065
111  42.36393598 -122.87074717
112  42.36394608 -122.87063859  42.36394120 -122.87061016
111  42.36394608 -122.87063859
112  42.36388686 -122.87052924  42.36384109 -122.87049315
111  42.36388686 -122.87052924 20
111  42.36384030 -122.87050977
111  42.36385016 -122.87046804 20
111  42.36440204 -122.87070021 20
112  42.36459871 -122.87073129  42.36469552 -122.87072733
111  42.36459871 -122.87073129 20
112  42.36478303 -122.87068627  42.36483402 -122.87066133
111  42.36478303 -122.87068627 20
111  42.36493951 -122.87061143
112  42.36493951 -122.87061143  42.36494462 -122.87060985 20
111  42.36495015 -122.87061103 20
111  42.36495861 -122.87061510 102
111  42.36504806 -122.87030435 102
111  42.36565699 -122.87062371 102
111  42.36578932 -122.87064358 102
112  42.36591918 -122.87051965  42.36593974 -122.87037057
111  42.36591918 -122.87051965 102
112  42.36591185 -122.87039991  42.36589850 -122.87034031
111  42.36591185 -122.87039991
111  42.36491758 -122.86990272
112  42.36480245 -122.86997393  42.36477446 -122.87006794
111  42.36480245 -122.86997393
111  42.36467323 -122.87044301
111  42.36354656 -122.86985545
111  42.36367967 -122.86938234
112  42.36363217 -122.86923136  42.36356219 -122.86919071
111  42.36363217 -122.86923136
111  42.36318605 -122.86896928
111  42.36375035 -122.86703495
111  42.37335177 -122.87205873
111  42.37342468 -122.87207044
111  42.37359472 -122.87175132
111  42.37393029 -122.87070484
111  42.37394387 -122.87071187
111  42.37413735 -122.87001060
111  42.37431009 -122.86912770
112  42.37431009 -122.86912770  42.37431890 -122.86896550
111  42.37422317 -122.86890774
111  42.37358121 -122.86845802
111  42.37278962 -122.86804355
111  42.37294448 -122.86751939
111  42.37321007 -122.86765406
112  42.37321007 -122.86765406  42.37331715 -122.86767476
111  42.37338071 -122.86752733
111  42.37365829 -122.86669944
111  42.37372288 -122.86673698
111  42.37410499 -122.86694058
111  42.37425329 -122.86632189
112  42.37425329 -122.86632189  42.37425867 -122.86626783
111  42.37421483 -122.86622517
111  42.37364668 -122.86610284
112  42.37364668 -122.86610284  42.37355954 -122.86612405
111  42.37353433 -122.86625591
111  42.37346486 -122.86590309
111  42.37399441 -122.86590299
111  42.37399409 -122.86595360
111  42.37426495 -122.86595404
111  42.37426796 -122.86596754
111  42.37422091 -122.86599104
111  42.37423105 -122.86601434
111  42.37423103 -122.86602834
111  42.37426687 -122.86602891
111  42.37426688 -122.86615787
111  42.37443185 -122.86616035
111  42.37443309 -122.86602913
111  42.37442789 -122.86602905
111  42.37442790 -122.86602181
111  42.37449550 -122.86602189
111  42.37446054 -122.86629747
111  42.37438873 -122.86627925
111  42.37434274 -122.86632236
111  42.37418487 -122.86698242
111  42.37437627 -122.86708266
111  42.37444001 -122.86711552
111  42.37424671 -122.86779562
112  42.37424671 -122.86779562  42.37416962 -122.86812658
111  42.37432253 -122.86823913
111  42.37491382 -122.86864975
111  42.37426379 -122.87087687
111  42.37425895 -122.87095073
111  42.37399763 -122.87197686
111  42.37396983 -122.87236256
113  42.37403643 -122.87242300
111  42.38097880 -122.87684889
112  42.38097880 -122.87684889  42.38091419 -122.87682887
111  42.38085207 -122.87697582
111  42.38073753 -122.87738375
111  42.38075694 -122.87739489
111  42.38074667 -122.87750011
111  42.38099033 -122.87773983
111  42.38176560 -122.87818972
111  42.38449922 -122.87962151
111  42.38526848 -122.87998176
111  42.38555901 -122.88002326
111  42.38560650 -122.87993449
111  42.38564471 -122.87995398
111  42.38571791 -122.87973954
111  42.38573875 -122.87959247
111  42.38572473 -122.87944484
113  42.38566994 -122.87931061
111  42.38026776 -122.87713263
111  42.38028629 -122.87709527
111  42.38038946 -122.87672171
112  42.38038946 -122.87672171  42.38040444 -122.87663166
111  42.38032942 -122.87650869
111  42.37663961 -122.87457175
112  42.37663961 -122.87457175  42.37656421 -122.87453454
111  42.37649630 -122.87467030
111  42.37637748 -122.87510039
111  42.37639681 -122.87511122
111  42.37638938 -122.87522158
111  42.37661629 -122.87544423
111  42.37748531 -122.87595015
111  42.37898391 -122.87673322
111  42.37990764 -122.87717125
111  42.38020177 -122.87721526
113  42.38025282 -122.87712323
111  42.37589197 -122.87484536
111  42.37591314 -122.87485663
111  42.37603709 -122.87443396
112  42.37603709 -122.87443396  42.37606969 -122.87429191
111  42.37597451 -122.87422758
111  42.37382851 -122.87310310
111  42.37375541 -122.87309576
111  42.37359967 -122.87339019
111  42.37356921 -122.87373646
111  42.37381766 -122.87397893
111  42.37474987 -122.87451482
111  42.37556064 -122.87489053
113  42.37584751 -122.87493214
111  42.37320045 -122.87279530
111  42.37314943 -122.87274805
111  42.36780826 -122.86995101
111  42.36758750 -122.87071494
111  42.36821941 -122.87108809
111  42.37193306 -122.87303811
111  42.37273245 -122.87340927
111  42.37302273 -122.87345308
111  42.37318159 -122.87316150
111  42.37320861 -122.87283338
114  42.37320861 -122.87283338  42.37320912 -122.87281337
111  42.36751647 -122.86979906
111  42.36746234 -122.86978721
111  42.36731264 -122.87006749
112  42.36731264 -122.87006749  42.36730244 -122.87008931
111  42.36729598 -122.87012747
111  42.36727830 -122.87038658
112  42.36727830 -122.87038658  42.36727779 -122.87043489
111  42.36729654 -122.87046178
111  42.36750902 -122.87067498
111  42.36752839 -122.87067830
113  42.36774628 -122.86991543
111  42.36404111 -122.86797558
112  42.36404111 -122.86797558  42.36394238 -122.86793944
111  42.36388995 -122.86809311
111  42.36378325 -122.86846372
112  42.36378325 -122.86846372  42.36375425 -122.86861774
111  42.36385852 -122.86870636
111  42.36450869 -122.86916944
111  42.36635928 -122.87013458
111  42.36637062 -122.87010924
111  42.36673056 -122.87015098
111  42.36688573 -122.86986234
111  42.36691402 -122.86950867
111  42.36686484 -122.86945299
113  42.36684150 -122.86944510
111  42.37106505 -122.87323671
112  42.37094045 -122.87330440  42.37089119 -122.87338970
111  42.37090782 -122.87349960
111  42.37102175 -122.87400692
111  42.37110428 -122.87426773
112  42.37110428 -122.87426773  42.37112255 -122.87432582
111  42.37116354 -122.87437035
112  42.37158478 -122.87461550  42.37162761 -122.87462792
111  42.37193923 -122.87467996
112  42.37193923 -122.87467996  42.37197977 -122.87468535
111  42.37199184 -122.87467190
111  42.37201040 -122.87464920
112  42.37201040 -122.87464920  42.37201845 -122.87463877
111  42.37202970 -122.87460931
112  42.37202970 -122.87460931  42.37204135 -122.87457530
111  42.37203281 -122.87454281
113  42.37168326 -122.87346164
111  42.36629967 -122.87063550
111  42.36630831 -122.87060435
111  42.36621518 -122.87055680
112  42.36621518 -122.87055680  42.36617008 -122.87059054 102
111  42.36615309 -122.87064232 102
111  42.36613481 -122.87070585
112  42.36613481 -122.87070585  42.36612746 -122.87074361 102
111  42.36616540 -122.87082377 102
111  42.36629885 -122.87096100 3 102
111  42.36667261 -122.87115658
111  42.36671961 -122.87105925
111  42.36732668 -122.87137199
113  42.36738909 -122.87118838
112  42.37208538 -122.87544480  42.37208967 -122.87545710
111  42.37208538 -122.87544480 102
111  42.37284451 -122.87782248 102
112  42.37301923 -122.87792064  42.37311040 -122.87786847
111  42.37301923 -122.87792064 102
111  42.37308401 -122.87788925
111  42.37306223 -122.87781916
111  42.37309969 -122.87778572
112  42.37311979 -122.87770659  42.37310662 -122.87765871
111  42.37311979 -122.87770659
111  42.37306866 -122.87754623
111  42.37255935 -122.87594541
111  42.37230310 -122.87539837
112  42.37227237 -122.87536604  42.37225161 -122.87535163
111  42.37227237 -122.87536604
111  42.37223355 -122.87534610
111  42.37217254 -122.87532062
112  42.37214416 -122.87533102  42.37213862 -122.87534045
111  42.37214416 -122.87533102
111  42.37213863 -122.87538278
113  42.37207866 -122.87539179
111  42.37329054 -122.87940305
111  42.37346712 -122.87926571
112  42.37350046 -122.87915622  42.37348638 -122.87909234
111  42.37350046 -122.87915622
111  42.37334333 -122.87842003
111  42.37324662 -122.87811086
112  42.37321024 -122.87808245  42.37318271 -122.87808797
111  42.37321024 -122.87808245
111  42.37314855 -122.87809418
111  42.37312623 -122.87802096
112  42.37312623 -122.87802096  42.37304210 -122.87806167 102
111  42.37301693 -122.87812211
112  42.37301693 -122.87812211  42.37298206 -122.87821238 102
111  42.37299796 -122.87831011 102
111  42.37312883 -122.87872085
113  42.37308206 -122.87874526
111  42.37304411 -122.87877636
111  42.37299635 -122.87874124
111  42.37281652 -122.87884563
111  42.37235363 -122.87911937
111  42.37238119 -122.87920594
111  42.37242494 -122.87918215
111  42.37244984 -122.87925649
111  42.37251211 -122.87921988
111  42.37248697 -122.87914541
111  42.37253612 -122.87911779
111  42.37256600 -122.87920757
111  42.37257323 -122.87923000
111  42.37269169 -122.87915940
111  42.37275043 -122.87936257
111  42.37281120 -122.87951289
112  42.37281120 -122.87951289  42.37283957 -122.87958298
111  42.37292542 -122.87969250
113  42.37325286 -122.87943698
112  42.37336824 -122.87979411  42.37332184 -122.87966919
111  42.37336824 -122.87979411
111  42.37311030 -122.87994281
111  42.37314344 -122.88011570
113  42.37332788 -122.88000690
111  42.37340714 -122.87977127
112  42.37357180 -122.87986641  42.37369197 -122.87981361
111  42.37357180 -122.87986641
111  42.37376381 -122.87975491
113  42.37370716 -122.87959442
111  42.37239638 -122.87381846
112  42.37239638 -122.87381846  42.37226702 -122.87378122
111  42.37225826 -122.87392407
111  42.37257112 -122.87490190
112  42.37257112 -122.87490190  42.37265558 -122.87508845
111  42.37282155 -122.87508827
111  42.37324519 -122.87509101
111  42.37324376 -122.87516392
111  42.37466712 -122.87516528
111  42.37466622 -122.87508425
113  42.37480369 -122.87507686
111  42.37315760 -122.88016902
111  42.37321050 -122.88039426
112  42.37323746 -122.88045019  42.37325164 -122.88046779
111  42.37323746 -122.88045019
111  42.37428384 -122.88159971
111  42.37436971 -122.88166193
113  42.37379361 -122.87979851
111  42.37412691 -122.87951327
112  42.37412691 -122.87951327  42.37413284 -122.87953083
111  42.37415489 -122.87952925
111  42.37419384 -122.87950997
111  42.37424217 -122.87949465
111  42.37460762 -122.87941932
112  42.37460762 -122.87941932  42.37461509 -122.87941670
111  42.37461389 -122.87940545
111  42.37453731 -122.87926995
112  42.37453731 -122.87926995  42.37453070 -122.87926049
111  42.37451972 -122.87926119
111  42.37416450 -122.87934089
113  42.37409031 -122.87937629
111  42.37292051 -122.87625101
111  42.37329357 -122.87741887
111  42.37355842 -122.87825447
111  42.37384327 -122.87891234
112  42.37394320 -122.87897586  42.37400579 -122.87897488
111  42.37394320 -122.87897586
111  42.37447267 -122.87892827
111  42.37459870 -122.87889951
111  42.37460059 -122.87888487 102
111  42.37431069 -122.87795845
112  42.37433443 -122.87789078  42.37436905 -122.87786680
111  42.37433443 -122.87789078
111  42.37555295 -122.87718360 102
111  42.37578040 -122.87790395
112  42.37581302 -122.87791807  42.37582508 -122.87789572
111  42.37581302 -122.87791807
111  42.37620577 -122.87656476
111  42.37627099 -122.87615017
111  42.37630133 -122.87595789
112  42.37628057 -122.87588112  42.37625344 -122.87585061
111  42.37628057 -122.87588112
111  42.37620834 -122.87581749
111  42.37563038 -122.87560786
111  42.37466925 -122.87546788
111  42.37467033 -122.87538579
111  42.37324105 -122.87537962
111  42.37324156 -122.87545801
111  42.37286715 -122.87554141
112  42.37281117 -122.87561618  42.37279872 -122.87567962
111  42.37281117 -122.87561618
113  42.37281864 -122.87569927
111  42.37674641 -122.87698951
112  42.37674641 -122.87698951  42.37671212 -122.87697727 20
111  42.37669072 -122.87698550
111  42.37662226 -122.87695052
111  42.37651021 -122.87689299
112  42.37651021 -122.87689299  42.37639892 -122.87685627
111  42.37633986 -122.87700785
111  42.37630802 -122.87712522
112  42.37630802 -122.87712522  42.37627974 -122.87726263
111  42.37634512 -122.87738437
111  42.37643262 -122.87741703
112  42.37643262 -122.87741703  42.37650702 -122.87732055
112  42.37661683 -122.87726429  42.37668457 -122.87723864
112  42.37681833 -122.87726426  42.37687381 -122.87728402
111  42.37681833 -122.87726426
111  42.37778904 -122.87777170
112  42.37778904 -122.87777170  42.37780022 -122.87777791
111  42.37783177 -122.87780362
111  42.37784518 -122.87775394
112  42.37784518 -122.87775394  42.37786527 -122.87765822
111  42.37780435 -122.87754648
113  42.37771031 -122.87749283 20
111  42.37665423 -122.87617562
111  42.37659196 -122.87631849
111  42.37656985 -122.87640488
111  42.37657316 -122.87648641
112  42.37657316 -122.87648641  42.37658315 -122.87654849
111  42.37667878 -122.87662701
111  42.37664563 -122.87668868
111  42.37666398 -122.87669832 102
111  42.37995388 -122.87844110
112  42.37995388 -122.87844110  42.38007240 -122.87849611
111  42.38014590 -122.87830780
111  42.38019779 -122.87813615
111  42.38024642 -122.87797476
111  42.38024649 -122.87793495
111  42.38024649 -122.87793495
111  42.37683344 -122.87614208
111  42.37673165 -122.87610944
112  42.37673165 -122.87610944  42.37670370 -122.87610459
113  42.37667914 -122.87613190
111  42.37803726 -122.87805388
111  42.37813696 -122.87810329
111  42.37816971 -122.87798607
111  42.37832204 -122.87806601
111  42.37837632 -122.87809440
111  42.37843633 -122.87812556
111  42.37849178 -122.87815454
111  42.37855188 -122.87818595
111  42.37860744 -122.87821500
111  42.37866686 -122.87824616
111  42.37872232 -122.87827520
111  42.37878256 -122.87830705
111  42.37883894 -122.87833614
111  42.37886615 -122.87835010
111  42.37884864 -122.87840974
111  42.37882989 -122.87847378
111  42.37892509 -122.87851504
112  42.37892509 -122.87851504  42.37893967 -122.87851849
111  42.37894818 -122.87849812
111  42.37901307 -122.87826286
112  42.37901307 -122.87826286  42.37901495 -122.87825401
111  42.37901667 -122.87820967
111  42.37802969 -122.87769577
111  42.37800234 -122.87773225
113  42.37794493 -122.87793368
111  42.38215323 -122.87910097
111  42.38215903 -122.87893281
111  42.38044524 -122.87803284
112  42.38044524 -122.87803284  42.38043792 -122.87802907
111  42.38041278 -122.87802621
111  42.38028884 -122.87818439
111  42.38026872 -122.87829018
112  42.38026872 -122.87829018  42.38023501 -122.87846699
111  42.38037125 -122.87853582
111  42.38176300 -122.87924420
113  42.38206469 -122.87925626
111  42.37464626 -122.87946728
111  42.37422030 -122.87955735
111  42.37413955 -122.87959769
111  42.37476305 -122.88155112
111  42.37485182 -122.88137504
112  42.37486908 -122.88126678  42.37486940 -122.88122437
111  42.37486908 -122.88126678
111  42.37486368 -122.88064071
112  42.37486765 -122.88055899  42.37486933 -122.88053352
111  42.37486765 -122.88055899
113  42.37491859 -122.87996877
111  42.37998106 -122.87876815
112  42.37998106 -122.87876815  42.37997830 -122.87874573
111  42.37995261 -122.87871162
111  42.37991100 -122.87873794
112  42.37986433 -122.87880275  42.37985560 -122.87882272
111  42.37986433 -122.87880275
111  42.37983091 -122.87889038
113  42.37990949 -122.87883372
111  42.37977654 -122.87871936
112  42.37977654 -122.87871936  42.37978437 -122.87867086
111  42.37976690 -122.87860110
111  42.37913255 -122.87827089
112  42.37913255 -122.87827089  42.37912475 -122.87827442
111  42.37910241 -122.87832796
111  42.37902447 -122.87862126
111  42.37963793 -122.87894173
111  42.37968585 -122.87877219
113  42.37975229 -122.87881022
112  42.37641892 -122.87785978  42.37636825 -122.87779172
111  42.37641892 -122.87785978
111  42.37633456 -122.87779185
111  42.37632620 -122.87779360
112  42.37632620 -122.87779360  42.37629012 -122.87790505
111  42.37635214 -122.87794275 20
113  42.37648301 -122.87800102
111  42.37498145 -122.88131244
112  42.37498145 -122.88131244  42.37497398 -122.88130712
111  42.37496377 -122.88131882
111  42.37492826 -122.88140920
112  42.37492826 -122.88140920  42.37492312 -122.88143200
111  42.37492014 -122.88148682 20
111  42.37494856 -122.88166294
111  42.37496348 -122.88164962
111  42.37497051 -122.88166173
111  42.37497897 -122.88166259
112  42.37501980 -122.88151274  42.37502715 -122.88146068
113  42.37499991 -122.88133466
130 Airport Boundary 
111  42.37697478 -122.88251867
111  42.37444642 -122.88215627
111  42.37157645 -122.88035354
111  42.37012114 -122.87915062
111  42.37010404 -122.87569534
111  42.36674453 -122.87394347
111  42.36420050 -122.87197436
111  42.36288713 -122.87003397
111  42.36260617 -122.87004469
111  42.36165163 -122.86794296
111  42.36123216 -122.86761093
111  42.36123099 -122.86505369
111  42.36799459 -122.86859228
111  42.36846470 -122.86838018
111  42.36862615 -122.86787244
111  42.36875382 -122.86705743
111  42.36940758 -122.86612438
111  42.37078627 -122.86552450
111  42.37484774 -122.86561888
111  42.38804912 -122.87632752
111  42.38744505 -122.88241667
111  42.38676959 -122.88297475
111  42.38389421 -122.88026985
111  42.38294569 -122.88024526
111  42.38289999 -122.88130880
111  42.38270054 -122.88132166
111  42.38272476 -122.88230652
111  42.38220637 -122.88227973
111  42.38215097 -122.88293866
111  42.38129990 -122.88248823
111  42.38009642 -122.88230251
111  42.37922771 -122.88246326
111  42.37773985 -122.88230719
113  42.37712794 -122.88181331
120 Linear Feature 46
111  42.38186187 -122.87990885 1
115  42.38188188 -122.87983963
120 Linear Feature 45
111  42.38170645 -122.87976996 1
115  42.38171164 -122.87975161
120 Linear Feature 44
111  42.37986637 -122.87965121 9
115  42.38012022 -122.87877257
120 Linear Feature 39
111  42.37591193 -122.88060333 1
115  42.37588268 -122.88051357
120 Linear Feature 38
111  42.38136700 -122.88183754 1
115  42.38136696 -122.88180326
120 Linear Feature 38
111  42.38148217 -122.88183809 1
115  42.38148213 -122.88180410
120 Linear Feature 38
111  42.38159734 -122.88183864 1
115  42.38159730 -122.88180465
120 Linear Feature 38
111  42.38171212 -122.88183919 1
115  42.38171212 -122.88180554
120 Linear Feature 37
111  42.38159727 -122.88138888 1
115  42.38159713 -122.88135391
120 Linear Feature 37
111  42.38136603 -122.88138904 1
115  42.38136602 -122.88135408
120 Linear Feature 37
111  42.38148072 -122.88138896 1
115  42.38148058 -122.88135400
120 Linear Feature 37
111  42.38171103 -122.88138880 1
115  42.38171107 -122.88135374
120 Linear Feature 36
111  42.38139024 -122.88059465 1
115  42.38139007 -122.88054068
120 Linear Feature 36
111  42.38155581 -122.88059477 1
115  42.38155590 -122.88053997
120 Linear Feature 36
111  42.38172417 -122.88059490 1
115  42.38172412 -122.88053996
120 Linear Feature 36
111  42.38189040 -122.88059502 1
115  42.38189045 -122.88053981
120 Linear Feature 35
111  42.37473518 -122.87839911 1
111  42.37472977 -122.87840268 1
115  42.37472434 -122.87840625
120 Linear Feature 35
111  42.37553115 -122.87793852 1
111  42.37552527 -122.87794216 1
115  42.37551937 -122.87794583
120 Linear Feature 35
111  42.37551154 -122.87808507 1
111  42.37550571 -122.87808857 1
115  42.37549994 -122.87809212
120 Linear Feature 35
111  42.37541664 -122.87800415 1
111  42.37541060 -122.87800780 1
115  42.37540440 -122.87801161
120 Linear Feature 35
111  42.37539662 -122.87815259 1
111  42.37539076 -122.87815620 1
115  42.37538505 -122.87815970
120 Linear Feature 35
111  42.37530281 -122.87806988 1
111  42.37529689 -122.87807349 1
115  42.37529107 -122.87807709
120 Linear Feature 35
111  42.37528292 -122.87821815 1
111  42.37527700 -122.87822177 1
115  42.37527115 -122.87822541
120 Linear Feature 35
111  42.37518913 -122.87813491 1
111  42.37518302 -122.87813864 1
115  42.37517660 -122.87814254
120 Linear Feature 35
111  42.37516944 -122.87828328 1
111  42.37516319 -122.87828706 1
115  42.37515696 -122.87829085
120 Linear Feature 35
111  42.37507635 -122.87820067 1
111  42.37506991 -122.87820458 1
115  42.37506348 -122.87820852
120 Linear Feature 35
111  42.37505651 -122.87834937 1
111  42.37505016 -122.87835303 1
115  42.37504376 -122.87835675
120 Linear Feature 35
111  42.37496229 -122.87826747 1
111  42.37495616 -122.87827111 1
115  42.37495033 -122.87827463
120 Linear Feature 35
111  42.37494378 -122.87841455 1
111  42.37493793 -122.87841809 1
115  42.37493201 -122.87842170
