A
1000 Generated by WorldEditor

1     78 1 0 KNFG Camp Pendleton MCAS
113  33.30056531 -117.35774899
110 1 0.35 134.6000 xxx
111  33.30014245 -117.36317033
111  33.29931620 -117.36216791
111  33.29966775 -117.36175314
113  33.30049400 -117.36275556
110 1 0.35 134.6000 xxx
111  33.30014245 -117.36317033
111  33.29931620 -117.36216791
111  33.29966775 -117.36175314
113  33.30049400 -117.36275556
110 2 0.00 61.4700 New Taxiway 31
111  33.31033739 -117.35087133
112  33.31015179 -117.35036495  33.30994274 -117.35024367
111  33.30958416 -117.35031416
111  33.30992885 -117.34976079
113  33.31036734 -117.35042673
110 1 0.00 0.0000 New Taxiway 31
111  33.31030342 -117.35090556
112  33.31014320 -117.35039294  33.30993415 -117.35027166
111  33.30955168 -117.35034893
111  33.30992885 -117.34976079
113  33.31036734 -117.35042673
110 2 0.35 61.4700 xxx
111  33.30991431 -117.34922436
111  33.31040803 -117.34921983
111  33.31040465 -117.35038719
113  33.30994016 -117.35030037
110 1 0.35 0.4400 xxx
111  33.30991431 -117.34922436
111  33.31040803 -117.34921983
111  33.31040465 -117.35038719
113  33.30992139 -117.35032711
110 2 0.35 0.4400 xxx
111  33.30993722 -117.34921585
111  33.31040834 -117.34921177
111  33.31042410 -117.35031086
113  33.30995056 -117.35029399
110 2 0.35 0.4400 xxx
111  33.30994018 -117.34920524
111  33.31041282 -117.34920299
111  33.31042181 -117.35030345
113  33.30995172 -117.35028766
110 2 0.35 61.4700 xxx
111  33.30101234 -117.36139048
111  33.30049389 -117.36200003
111  33.30004785 -117.36145699
113  33.30056630 -117.36084744
110 1 0.35 133.7100 xxx
112  33.31015456 -117.34871746  33.31016067 -117.34871011
112  33.31013139 -117.34849334  33.31009921 -117.34839172
112  33.30998318 -117.34827271  33.30992418 -117.34824383
111  33.31050375 -117.34766133
112  33.31051757 -117.34790884  33.31056508 -117.34801910
114  33.31076415 -117.34800013  33.31076755 -117.34799605
110 1 0.35 133.7100 xxx
112  33.31015456 -117.34871746  33.31016067 -117.34871011
112  33.31013139 -117.34849334  33.31009921 -117.34839172
112  33.30998610 -117.34827446  33.30992710 -117.34824558
111  33.31050375 -117.34766133
112  33.31051757 -117.34790884  33.31056508 -117.34801910
114  33.31076415 -117.34800013  33.31076755 -117.34799605
110 1 0.35 133.7100 xxx
111  33.31023532 -117.34865052
111  33.30998764 -117.34812297
111  33.31050407 -117.34766094
112  33.31051464 -117.34790390  33.31056215 -117.34801415
113  33.31076438 -117.34800323
110 1 0.35 136.8500 xxx
111  33.29943431 -117.36158138
111  33.29905682 -117.36108184
111  33.29916413 -117.36084209
113  33.29962940 -117.36133279
110 2 0.35 61.4700 xxx
111  33.29900678 -117.36000926
111  33.29931295 -117.35954851
112  33.29953664 -117.35980994  33.29935896 -117.35980921
113  33.29916670 -117.36026300
110 2 0.35 61.4700 xxx
111  33.29952403 -117.35923653
111  33.29978685 -117.35913168
112  33.29994216 -117.35968894  33.29972046 -117.35982050
111  33.29967934 -117.35979378
113  33.29967622 -117.35978257
110 2 0.35 61.4700 xxx
112  33.30023799 -117.35934853  33.30010347 -117.35958300
112  33.29994790 -117.35968324  33.29989068 -117.35971426
111  33.29965426 -117.35921245
113  33.29987630 -117.35901422
110 2 0.35 61.4700 xxx
111  33.30026622 -117.35875058
112  33.30027190 -117.35925591  33.30020306 -117.35957251
111  33.29996197 -117.35926089
113  33.29995629 -117.35875556
110 1 0.35 136.8500 xxx
111  33.29924728 -117.36172064
111  33.29901915 -117.36146478
111  33.29929491 -117.36111283
113  33.29952305 -117.36136869
110 1 0.35 136.8500 xxx
111  33.29924728 -117.36172064
111  33.29901915 -117.36146478
111  33.29929491 -117.36111283
113  33.29952305 -117.36136869
110 2 0.35 61.4700 xxx
111  33.29924004 -117.35933845
111  33.29960027 -117.35927305
112  33.29972853 -117.35978945  33.29965207 -117.35980857
114  33.29935418 -117.35984998  33.29916999 -117.35985796
110 2 0.35 20.4000 xxx
111  33.29969869 -117.35910482
111  33.30006120 -117.35894353
111  33.30016350 -117.35927265
113  33.29980100 -117.35943394
110 2 0.35 82.7600 xxx
111  33.29951715 -117.35962512
111  33.29956589 -117.35916609
111  33.29985705 -117.35921035
113  33.29980830 -117.35966937
110 2 0.35 251.1200 xxx
112  33.29945299 -117.35983739  33.29930298 -117.35996088
112  33.29926952 -117.36021254  33.29926921 -117.36029276
111  33.29905772 -117.36026554
113  33.29919441 -117.35978735
110 1 0.35 359.5000 xxx
111  33.30121059 -117.35986815
111  33.30156168 -117.35987182
111  33.30153010 -117.36020203
112  33.30136689 -117.36010259  33.30127347 -117.36009906
113  33.30122326 -117.36017483
110 1 0.35 359.5000 xxx
111  33.30121059 -117.35986815
111  33.30156168 -117.35987182
111  33.30153010 -117.36020203
112  33.30136689 -117.36010259  33.30127347 -117.36009906
113  33.30122326 -117.36017483
110 1 0.35 92.6000 xxx
111  33.30162086 -117.35980203
111  33.30160494 -117.35938239
111  33.30186496 -117.35942003
112  33.30180419 -117.35960000  33.30180321 -117.35971295
113  33.30186712 -117.35977496
110 1 0.35 92.6000 xxx
111  33.30162086 -117.35980203
111  33.30160494 -117.35938239
111  33.30186496 -117.35942003
112  33.30180419 -117.35960000  33.30180321 -117.35971295
113  33.30186712 -117.35977496
110 1 0.35 103.3300 xxx
111  33.29920551 -117.36114326
111  33.29912456 -117.36073452
112  33.29925989 -117.36072145  33.29925111 -117.36087515
113  33.29933363 -117.36110694
110 1 0.35 128.0000 xxx
111  33.29933530 -117.36123373
111  33.29911914 -117.36090272
113  33.29943905 -117.36113675
110 1 0.35 82.4800 xxx
111  33.29909836 -117.36044878
111  33.29914431 -117.36003234
111  33.29927484 -117.36005295
113  33.29922889 -117.36046939
110 2 0.00 0.0000 New Taxiway 39
111  33.31052010 -117.35025552
112  33.31045257 -117.35029668  33.31042490 -117.35032752
111  33.31042676 -117.35040487
113  33.31042360 -117.35025900
110 2 0.00 0.0000 New Taxiway 39
111  33.31052010 -117.35025552
112  33.31045257 -117.35029668  33.31042490 -117.35032752
111  33.31042676 -117.35040487
113  33.31042360 -117.35025900
110 1 0.35 0.4400 xxx
111  33.30993722 -117.34921585
111  33.31043094 -117.34921131
111  33.31043802 -117.35031406
113  33.30994430 -117.35031859
110 1 0.00 0.0000 New Taxiway 39
111  33.31053080 -117.35029153
112  33.31046330 -117.35032087  33.31043563 -117.35035172
111  33.31044192 -117.35041816
113  33.31040857 -117.35023818
110 1 0.00 0.0000 New Taxiway 32
111  33.31030912 -117.35148820
111  33.31030528 -117.34995420
111  33.31043035 -117.34992777
113  33.31046625 -117.35128413
110 1 0.00 0.0000 New Taxiway 32
111  33.31030912 -117.35148820
111  33.31030528 -117.34995420
111  33.31043035 -117.34992777
113  33.31046625 -117.35128413
110 2 0.00 0.0000 New Taxiway 39
111  33.31052286 -117.35026304
112  33.31044864 -117.35030596  33.31042097 -117.35033388
111  33.31043276 -117.35041451
113  33.31040857 -117.35023818
110 1 0.00 0.0000 New Taxiway 39
111  33.31053080 -117.35029153
112  33.31046330 -117.35032087  33.31043563 -117.35035172
111  33.31044192 -117.35041816
113  33.31040857 -117.35023818
110 1 0.35 0.4400 xxx
111  33.30994018 -117.34920524
111  33.31043390 -117.34920070
111  33.31044097 -117.35030345
113  33.30994725 -117.35030799
110 1 0.00 0.0000 New Taxiway 34
111  33.31055257 -117.35125284
111  33.31041848 -117.35124964
111  33.31045921 -117.35109028
112  33.31049347 -117.35113799  33.31053214 -117.35114888
113  33.31055396 -117.35111913
110 1 0.00 0.0000 New Taxiway 34
111  33.31055257 -117.35125284
111  33.31041848 -117.35124964
111  33.31045921 -117.35109028
112  33.31049347 -117.35113799  33.31053214 -117.35114888
113  33.31055396 -117.35111913
110 1 0.00 0.0000 New Taxiway 38
111  33.31100083 -117.35039787
112  33.31101384 -117.35033563  33.31101212 -117.35030490
111  33.31098716 -117.35029604
111  33.31115985 -117.35022565
113  33.31113760 -117.35051538
110 1 0.00 0.0000 New Taxiway 38
111  33.31100083 -117.35039787
112  33.31101384 -117.35033563  33.31101212 -117.35030490
111  33.31098716 -117.35029604
111  33.31115985 -117.35022565
113  33.31113760 -117.35051538
110 1 0.00 0.0000 New Taxiway 37
111  33.31042053 -117.35006192
111  33.31118129 -117.35009402
111  33.31117746 -117.35029810
113  33.31043778 -117.35029122
110 1 0.00 0.0000 New Taxiway 3
111  33.29900438 -117.35958744
111  33.29899578 -117.36006606
111  33.29839936 -117.36049581
111  33.29794331 -117.36034236
113  33.30274441 -117.35052438
110 1 0.00 0.0000 New Taxiway 1
111  33.30521264 -117.34939922
111  33.30451945 -117.34845103
111  33.30692888 -117.34574783
113  33.30760957 -117.34658436
110 1 0.00 0.0000 New Taxiway 2
111  33.30521264 -117.34939820
111  33.30372221 -117.35116876
111  33.30316079 -117.35079565
113  33.30477027 -117.34879491
130 Airport Boundary 1
111  33.29604729 -117.36323931
111  33.29688397 -117.36171248
111  33.29723849 -117.36191606
111  33.29793336 -117.36120352
111  33.29794741 -117.36079659
111  33.29787775 -117.36032608
111  33.29809898 -117.35963837
111  33.29843718 -117.35913767
111  33.30272359 -117.35049587
111  33.30351227 -117.34957797
111  33.30676204 -117.34585219
111  33.30718917 -117.34549389
111  33.30730805 -117.34543541
111  33.30742044 -117.34542520
111  33.30855492 -117.34411850
111  33.30929233 -117.34291384
111  33.31055444 -117.34272720
111  33.31242633 -117.34408457
111  33.31432658 -117.34542498
111  33.31415641 -117.34707079
111  33.31285176 -117.34934439
111  33.31132021 -117.35190644
111  33.31019991 -117.35367102
111  33.30795932 -117.35608025
111  33.30610161 -117.35831982
111  33.30381847 -117.36101748
111  33.30228692 -117.36262929
111  33.30011723 -117.36524196
111  33.29946491 -117.36558127
111  33.29864241 -117.36576789
111  33.29824534 -117.36593755
113  33.29729522 -117.36486871
120 Linear Feature 12
112  33.30412326 -117.35452466  33.30410289 -117.35450517 51
116  33.30415883 -117.35384155  33.30444161 -117.35351839
120 Linear Feature 11
112  33.30479639 -117.35493628  33.30480743 -117.35494493 51
112  33.30502147 -117.35505192  33.30509441 -117.35507771 51
112  33.30519416 -117.35503128  33.30522054 -117.35500200
111  33.30519416 -117.35503128
112  33.30519416 -117.35503128  33.30521039 -117.35500953 51
115  33.30528329 -117.35492576
120 Linear Feature 10
111  33.30478457 -117.35551465 51
112  33.30485021 -117.35543719  33.30486477 -117.35542004 51
112  33.30491056 -117.35521094  33.30491338 -117.35507688 51
112  33.30479681 -117.35493663  33.30478704 -117.35492710 51
112  33.30412269 -117.35452441  33.30409682 -117.35451392 51
116  33.30359310 -117.35450988  33.30341426 -117.35467321
120 Linear Feature 9
111  33.30089056 -117.35883556 4
115  33.30104020 -117.35871099
120 Linear Feature 7
111  33.30173791 -117.35907432 51
115  33.30167986 -117.35913809
120 Linear Feature 7
111  33.30107011 -117.35986493 51
115  33.30100017 -117.35994755
120 Linear Feature 2
111  33.31234577 -117.34929838 51
115  33.31232622 -117.34932952
120 Linear Feature 2
111  33.31219893 -117.34953322 51
115  33.31218009 -117.34956524
120 Linear Feature 2
111  33.31204012 -117.34980532 51
115  33.31202122 -117.34983706
120 Linear Feature 2
111  33.31187073 -117.35008486 51
115  33.31185216 -117.35011650
120 Linear Feature 2
111  33.31158827 -117.35053090 51
115  33.31156944 -117.35056244
120 Linear Feature 2
111  33.31147221 -117.35071740 51
115  33.31145345 -117.35074967
120 Linear Feature 2
111  33.31133607 -117.35094345 51
115  33.31131751 -117.35097608
120 Linear Feature 2
111  33.31119719 -117.35116785 51
115  33.31117830 -117.35120049
120 Linear Feature 2
111  33.31104073 -117.35138709 51
115  33.31102223 -117.35141920
120 Linear Feature 2
111  33.31082429 -117.35168547 51
115  33.31080137 -117.35171349
120 Linear Feature 2
111  33.31061138 -117.35194160 51
115  33.31058846 -117.35196961
120 Linear Feature 2
111  33.31037284 -117.35224099 51
115  33.31034992 -117.35226900
120 Linear Feature 2
111  33.31014242 -117.35252209 51
115  33.31011950 -117.35255010
120 Linear Feature 2
111  33.30990052 -117.35281695 51
115  33.30987760 -117.35284497
120 Linear Feature 204
111  33.30755197 -117.34676575 20
115  33.30756810 -117.34674799
120 Linear Feature 204
111  33.30752670 -117.34679493 20
115  33.30754283 -117.34677717
120 Linear Feature 204
111  33.30719950 -117.34718997 20
115  33.30721563 -117.34717221
120 Linear Feature 204
111  33.30686779 -117.34758227 20
115  33.30688392 -117.34756452
120 Linear Feature 204
111  33.30653728 -117.34797075 20
115  33.30655341 -117.34795299
120 Linear Feature 204
111  33.30620302 -117.34836331 20
115  33.30621915 -117.34834555
120 Linear Feature 204
111  33.30587337 -117.34875192 20
115  33.30588950 -117.34873416
120 Linear Feature 204
111  33.30554172 -117.34914332 20
115  33.30555785 -117.34912556
120 Linear Feature 204
111  33.30521281 -117.34953256 20
115  33.30522894 -117.34951480
120 Linear Feature 204
111  33.30487897 -117.34992293 20
115  33.30489509 -117.34990517
120 Linear Feature 204
111  33.30454861 -117.35031396 20
115  33.30456474 -117.35029620
120 Linear Feature 204
111  33.30421879 -117.35070473 20
115  33.30423492 -117.35068697
120 Linear Feature 204
111  33.30749891 -117.34682846 20
115  33.30751504 -117.34681070
120 Linear Feature 204
111  33.30757915 -117.34673191 20
115  33.30759528 -117.34671415
120 Linear Feature 204
111  33.30717126 -117.34722297 20
115  33.30718739 -117.34720521
120 Linear Feature 204
111  33.30683955 -117.34761528 20
115  33.30685568 -117.34759752
120 Linear Feature 204
111  33.30650905 -117.34800375 20
115  33.30652518 -117.34798600
120 Linear Feature 204
111  33.30617478 -117.34839631 20
115  33.30619091 -117.34837855
120 Linear Feature 204
111  33.30584513 -117.34878492 20
115  33.30586126 -117.34876716
120 Linear Feature 204
111  33.30551348 -117.34917632 20
115  33.30552961 -117.34915856
120 Linear Feature 204
111  33.30518458 -117.34956556 20
115  33.30520070 -117.34954780
120 Linear Feature 204
111  33.30485073 -117.34995594 20
115  33.30486686 -117.34993818
120 Linear Feature 204
111  33.30452038 -117.35034696 20
115  33.30453651 -117.35032920
120 Linear Feature 204
111  33.30419055 -117.35073773 20
115  33.30420668 -117.35071997
120 Linear Feature 204
111  33.30747155 -117.34686066 20
115  33.30748768 -117.34684290
120 Linear Feature 204
111  33.30854111 -117.34434184 20
115  33.30855898 -117.34432084
120 Linear Feature 204
111  33.30829832 -117.34462176 20
115  33.30831592 -117.34460042
120 Linear Feature 204
111  33.30805869 -117.34490429 20
115  33.30807629 -117.34488295
120 Linear Feature 204
111  33.30782227 -117.34518767 20
115  33.30783928 -117.34516566
120 Linear Feature 204
111  33.30854111 -117.34434184 20
115  33.30855898 -117.34432084
120 Linear Feature 204
111  33.30829832 -117.34462176 20
115  33.30831592 -117.34460042
120 Linear Feature 204
111  33.30805869 -117.34490429 20
115  33.30807629 -117.34488295
120 Linear Feature 204
111  33.30782227 -117.34518767 20
115  33.30783928 -117.34516566
120 Linear Feature 204
111  33.30850789 -117.34437908 20
115  33.30852576 -117.34435807
120 Linear Feature 204
111  33.30826558 -117.34465961 20
115  33.30828318 -117.34463827
120 Linear Feature 204
111  33.30802596 -117.34494214 20
115  33.30804356 -117.34492081
120 Linear Feature 204
111  33.30779057 -117.34522677 20
115  33.30780758 -117.34520476
120 Linear Feature 204
111  33.31011030 -117.34469729 20
115  33.31013896 -117.34469455
120 Linear Feature 204
111  33.31015638 -117.34468875 20
115  33.31018439 -117.34468134
120 Linear Feature 204
111  33.31006289 -117.34470158 20
115  33.31009220 -117.34469961
120 Linear Feature 204
111  33.31001470 -117.34469766 20
115  33.31004293 -117.34469745
120 Linear Feature 204
111  33.30997339 -117.34468354 20
115  33.31000044 -117.34469701
120 Linear Feature 204
111  33.30993415 -117.34465775 20
115  33.30995852 -117.34467635
120 Linear Feature 204
111  33.30990170 -117.34462668 20
115  33.30992282 -117.34464761
120 Linear Feature 204
111  33.30987379 -117.34458551 20
115  33.30989166 -117.34461111
120 Linear Feature 204
111  33.30984523 -117.34454046 20
115  33.30986310 -117.34456606
120 Linear Feature 204
111  33.30981602 -117.34449619 20
115  33.30983389 -117.34452179
120 Linear Feature 204
111  33.30978811 -117.34445347 20
115  33.30980598 -117.34447907
120 Linear Feature 204
111  33.30976149 -117.34440765 20
115  33.30977937 -117.34443325
120 Linear Feature 204
111  33.30973099 -117.34436804 20
115  33.30975211 -117.34438975
120 Linear Feature 204
111  33.30970048 -117.34432765 20
115  33.30972160 -117.34434936
120 Linear Feature 204
111  33.30966737 -117.34429270 20
115  33.30969109 -117.34431053
120 Linear Feature 204
111  33.30963134 -117.34428422 20
115  33.30965700 -117.34428729
120 Linear Feature 204
111  33.30959504 -117.34429617 20
115  33.30962071 -117.34428681
120 Linear Feature 204
111  33.30956547 -117.34432748 20
115  33.30958732 -117.34430512
120 Linear Feature 204
111  33.30953431 -117.34436260 20
115  33.30955413 -117.34433694
120 Linear Feature 204
111  33.30950315 -117.34440144 20
115  33.30952298 -117.34437577
120 Linear Feature 204
111  33.30947200 -117.34444571 20
115  33.30949182 -117.34442004
120 Linear Feature 204
111  33.30943500 -117.34450241 20
115  33.30945287 -117.34447286
120 Linear Feature 204
111  33.30940190 -117.34455444 20
115  33.30942172 -117.34452878
120 Linear Feature 204
111  33.30936879 -117.34459949 20
115  33.30938861 -117.34457383
120 Linear Feature 204
111  33.30933504 -117.34464143 20
115  33.30935486 -117.34461577
120 Linear Feature 204
111  33.30929739 -117.34467794 20
115  33.30931981 -117.34466159
120 Linear Feature 204
111  33.30925585 -117.34469813 20
115  33.30928346 -117.34468645
120 Linear Feature 204
111  33.30921301 -117.34470512 20
115  33.30924062 -117.34470353
120 Linear Feature 204
111  33.30916628 -117.34468803 20
115  33.30919129 -117.34470120
120 Linear Feature 204
111  33.30913252 -117.34465386 20
115  33.30915169 -117.34467713
120 Linear Feature 204
111  33.30910202 -117.34461891 20
115  33.30912119 -117.34464218
120 Linear Feature 204
111  33.30906826 -117.34457697 20
115  33.30908744 -117.34460023
120 Linear Feature 204
111  33.30903386 -117.34453580 20
115  33.30905303 -117.34455907
120 Linear Feature 204
111  33.30900206 -117.34449619 20
115  33.30902123 -117.34451946
120 Linear Feature 204
111  33.30897349 -117.34445814 20
115  33.30899267 -117.34448140
120 Linear Feature 204
111  33.30894234 -117.34442008 20
115  33.30896151 -117.34444334
120 Linear Feature 204
111  33.30891118 -117.34437503 20
115  33.30893036 -117.34439830
120 Linear Feature 204
111  33.30887743 -117.34432921 20
115  33.30889660 -117.34435247
120 Linear Feature 204
111  33.30884562 -117.34428804 20
115  33.30886480 -117.34431131
120 Linear Feature 204
111  33.30881641 -117.34424766 20
115  33.30883559 -117.34427092
120 Linear Feature 204
111  33.30879045 -117.34421115 20
115  33.30880703 -117.34423209
120 Linear Feature 204
111  33.30876189 -117.34417620 20
115  33.30877782 -117.34419247
120 Linear Feature 204
111  33.30873203 -117.34415678 20
115  33.30875056 -117.34416141
120 Linear Feature 204
111  33.30847800 -117.34441464 20
115  33.30849588 -117.34439364
120 Linear Feature 204
111  33.30823616 -117.34469572 20
115  33.30825376 -117.34467439
120 Linear Feature 204
111  33.30799654 -117.34497826 20
115  33.30801414 -117.34495692
120 Linear Feature 204
111  33.30776214 -117.34526399 20
115  33.30777915 -117.34524199
120 Linear Feature 204
111  33.30870038 -117.34416999 20
115  33.30872150 -117.34415753
120 Linear Feature 204
111  33.30844829 -117.34444571 20
115  33.30846617 -117.34442471
120 Linear Feature 204
111  33.30820686 -117.34472734 20
115  33.30822446 -117.34470601
120 Linear Feature 204
111  33.30796724 -117.34500988 20
115  33.30798484 -117.34498854
120 Linear Feature 204
111  33.30773371 -117.34529673 20
115  33.30775072 -117.34527473
120 Linear Feature 204
111  33.30866439 -117.34420185 20
115  33.30868616 -117.34418395
120 Linear Feature 204
111  33.30841685 -117.34447990 20
115  33.30843473 -117.34445889
120 Linear Feature 204
111  33.30817587 -117.34476211 20
115  33.30819347 -117.34474078
120 Linear Feature 204
111  33.30793624 -117.34504465 20
115  33.30795384 -117.34502331
120 Linear Feature 204
111  33.30770366 -117.34533267 20
115  33.30772068 -117.34531067
120 Linear Feature 204
111  33.30863016 -117.34423644 20
115  33.30864869 -117.34421621
120 Linear Feature 204
111  33.30838587 -117.34451604 20
115  33.30840374 -117.34449503
120 Linear Feature 204
111  33.30814536 -117.34479882 20
115  33.30816296 -117.34477749
120 Linear Feature 204
111  33.30790573 -117.34508136 20
115  33.30792333 -117.34506002
120 Linear Feature 204
111  33.30767416 -117.34537054 20
115  33.30769118 -117.34534854
120 Linear Feature 204
111  33.30859994 -117.34427082 20
115  33.30861781 -117.34424981
120 Linear Feature 204
111  33.30835564 -117.34455042 20
115  33.30837352 -117.34452942
120 Linear Feature 204
111  33.30811559 -117.34483377 20
115  33.30813319 -117.34481243
120 Linear Feature 204
111  33.30787596 -117.34511630 20
115  33.30789356 -117.34509496
120 Linear Feature 204
111  33.30764534 -117.34540662 20
115  33.30766236 -117.34538461
120 Linear Feature 204
111  33.30857197 -117.34430427 20
115  33.30858985 -117.34428326
120 Linear Feature 204
111  33.30832768 -117.34458387 20
115  33.30834555 -117.34456287
120 Linear Feature 204
111  33.30808805 -117.34486773 20
115  33.30810565 -117.34484640
120 Linear Feature 204
111  33.30784843 -117.34515027 20
115  33.30786603 -117.34512893
120 Linear Feature 204
111  33.30761874 -117.34544163 20
115  33.30763576 -117.34541963
120 Linear Feature 204
111  33.30759480 -117.34547558 20
115  33.30761049 -117.34545252
120 Linear Feature 204
111  33.30757574 -117.34551643 20
115  33.30758478 -117.34548753
120 Linear Feature 204
111  33.30756687 -117.34556205 20
115  33.30757103 -117.34553209
120 Linear Feature 204
111  33.30756776 -117.34561085 20
115  33.30756483 -117.34558142
120 Linear Feature 204
111  33.30758505 -117.34564321 20
115  33.30756882 -117.34562598
120 Linear Feature 204
111  33.30761298 -117.34566390 20
115  33.30759320 -117.34565144
120 Linear Feature 204
111  33.30764268 -117.34568140 20
115  33.30762290 -117.34566895
120 Linear Feature 204
111  33.30767461 -117.34569891 20
115  33.30765482 -117.34568646
120 Linear Feature 204
111  33.30769721 -117.34573021 20
115  33.30768586 -117.34570927
120 Linear Feature 204
111  33.30770076 -117.34577583 20
115  33.30770137 -117.34575064
120 Linear Feature 204
111  33.30768569 -117.34581508 20
115  33.30769561 -117.34579467
120 Linear Feature 204
111  33.30766441 -117.34584320 20
115  33.30767876 -117.34582809
120 Linear Feature 204
111  33.30764047 -117.34586866 20
115  33.30765482 -117.34585356
120 Linear Feature 204
111  33.30761830 -117.34589200 20
115  33.30763266 -117.34587690
120 Linear Feature 204
111  33.30759525 -117.34591747 20
115  33.30760916 -117.34590077
120 Linear Feature 204
111  33.30757086 -117.34594346 20
115  33.30758478 -117.34592676
120 Linear Feature 204
111  33.30754781 -117.34596945 20
115  33.30756172 -117.34595275
120 Linear Feature 204
111  33.30752564 -117.34599598 20
115  33.30753955 -117.34597928
120 Linear Feature 204
111  33.30750436 -117.34602197 20
115  33.30751827 -117.34600527
120 Linear Feature 204
111  33.30748308 -117.34604796 20
115  33.30749522 -117.34603021
120 Linear Feature 204
111  33.30746402 -117.34607608 20
115  33.30747616 -117.34605832
120 Linear Feature 204
111  33.30744894 -117.34610738 20
115  33.30745532 -117.34608537
120 Linear Feature 204
111  33.30744096 -117.34614716 20
115  33.30744424 -117.34612304
120 Linear Feature 204
111  33.30743742 -117.34618854 20
115  33.30743892 -117.34616654
120 Linear Feature 204
111  33.30743698 -117.34622833 20
115  33.30743581 -117.34620632
120 Linear Feature 204
111  33.30744496 -117.34626387 20
115  33.30743803 -117.34624399
120 Linear Feature 204
111  33.30746269 -117.34629570 20
115  33.30745044 -117.34628006
120 Linear Feature 204
111  33.30748574 -117.34632063 20
115  33.30747217 -117.34630764
120 Linear Feature 204
111  33.30751013 -117.34634132 20
115  33.30749522 -117.34633046
120 Linear Feature 204
111  33.30753274 -117.34636095 20
115  33.30751783 -117.34635008
120 Linear Feature 204
111  33.30755623 -117.34637792 20
115  33.30754133 -117.34636706
120 Linear Feature 204
111  33.30757884 -117.34639543 20
115  33.30756394 -117.34638456
120 Linear Feature 204
111  33.30760500 -117.34641718 20
115  33.30759054 -117.34640419
120 Linear Feature 204
111  33.30762805 -117.34643734 20
115  33.30761359 -117.34642435
120 Linear Feature 204
111  33.30764800 -117.34646121 20
115  33.30763487 -117.34644610
120 Linear Feature 204
111  33.30766219 -117.34648667 20
115  33.30765482 -117.34646679
120 Linear Feature 204
111  33.30766973 -117.34652221 20
115  33.30766679 -117.34649968
120 Linear Feature 204
111  33.30767106 -117.34655775 20
115  33.30767167 -117.34653469
120 Linear Feature 204
111  33.30766263 -117.34659648 20
115  33.30766945 -117.34657288
120 Linear Feature 204
111  33.30764800 -117.34663626 20
115  33.30765748 -117.34661267
120 Linear Feature 204
111  33.30762938 -117.34667021 20
115  33.30764285 -117.34664927
120 Linear Feature 204
111  33.30760677 -117.34669833 20
115  33.30762290 -117.34668057
120 Linear Feature 204
111  33.30714302 -117.34725676 20
115  33.30715915 -117.34723900
120 Linear Feature 204
111  33.30681131 -117.34764906 20
115  33.30682744 -117.34763130
120 Linear Feature 204
111  33.30648081 -117.34803754 20
115  33.30649694 -117.34801978
120 Linear Feature 204
111  33.30614654 -117.34843009 20
115  33.30616268 -117.34841233
120 Linear Feature 204
111  33.30581689 -117.34881871 20
115  33.30583302 -117.34880095
120 Linear Feature 204
111  33.30548524 -117.34921011 20
115  33.30550137 -117.34919235
120 Linear Feature 204
111  33.30515634 -117.34959934 20
115  33.30517247 -117.34958158
120 Linear Feature 204
111  33.30482249 -117.34998972 20
115  33.30483862 -117.34997196
120 Linear Feature 204
111  33.30449214 -117.35038075 20
115  33.30450827 -117.35036299
120 Linear Feature 204
111  33.30416231 -117.35077152 20
115  33.30417844 -117.35075376
120 Linear Feature 204
111  33.30744619 -117.34689395 20
115  33.30746232 -117.34687619
120 Linear Feature 204
111  33.30744619 -117.34689395 20
115  33.30746232 -117.34687619
120 Linear Feature 204
111  33.30711544 -117.34728741 20
115  33.30713157 -117.34726965
120 Linear Feature 204
111  33.30678373 -117.34767971 20
115  33.30679986 -117.34766195
120 Linear Feature 204
111  33.30645323 -117.34806819 20
115  33.30646936 -117.34805043
120 Linear Feature 204
111  33.30611896 -117.34846074 20
115  33.30613509 -117.34844298
120 Linear Feature 204
111  33.30578931 -117.34884935 20
115  33.30580544 -117.34883159
120 Linear Feature 204
111  33.30545766 -117.34924075 20
115  33.30547379 -117.34922300
120 Linear Feature 204
111  33.30512876 -117.34962999 20
115  33.30514488 -117.34961223
120 Linear Feature 204
111  33.30479491 -117.35002037 20
115  33.30481104 -117.35000261
120 Linear Feature 204
111  33.30446456 -117.35041139 20
115  33.30448069 -117.35039363
120 Linear Feature 204
111  33.30413473 -117.35080216 20
115  33.30415086 -117.35078440
120 Linear Feature 204
111  33.30742058 -117.34692538 20
115  33.30743671 -117.34690762
120 Linear Feature 204
111  33.30742058 -117.34692538 20
115  33.30743671 -117.34690762
120 Linear Feature 204
111  33.30708983 -117.34731884 20
115  33.30710596 -117.34730108
120 Linear Feature 204
111  33.30675812 -117.34771114 20
115  33.30677425 -117.34769338
120 Linear Feature 204
111  33.30642761 -117.34809962 20
115  33.30644374 -117.34808186
120 Linear Feature 204
111  33.30609335 -117.34849217 20
115  33.30610948 -117.34847441
120 Linear Feature 204
111  33.30576370 -117.34888078 20
115  33.30577983 -117.34886302
120 Linear Feature 204
111  33.30543205 -117.34927219 20
115  33.30544818 -117.34925442
120 Linear Feature 204
111  33.30510314 -117.34966142 20
115  33.30511927 -117.34964366
120 Linear Feature 204
111  33.30476930 -117.35005180 20
115  33.30478543 -117.35003404
120 Linear Feature 204
111  33.30443895 -117.35044282 20
