A
1000 Generated by WorldEditor

1     39 1 0 KJFK John F Kennedy Int'l
112  40.63306276 -073.78176936  40.63305382 -073.78183709
111  40.63266047 -073.78079754
112  40.63277669 -073.78084466  40.63285044 -073.78079754
111  40.63299794 -073.78067680
112  40.63302972 -073.78050048  40.63298545 -073.78035566
112  40.63278549 -073.78036371  40.63266795 -073.78039790
112  40.63257636 -073.78057893  40.63254125 -073.78068956
111  40.63252140 -073.78069559
111  40.63211764 -073.77973564
112  40.63277592 -073.77951076  40.63300754 -073.77939028
111  40.63307662 -073.77914666
112  40.63311981 -073.77875186  40.63305112 -073.77861106
111  40.63288138 -073.77821792
112  40.63260186 -073.77794526  40.63242723 -073.77789880
111  40.63325068 -073.77744990
112  40.63324228 -073.77776408  40.63329769 -073.77789020
112  40.63359833 -073.77782959  40.63379304 -073.77767993
111  40.63490449 -073.77675344
111  40.63479091 -073.77650399
111  40.63532003 -073.77610110
111  40.63516859 -073.77579108
111  40.63684184 -073.77452210
111  40.63696618 -073.77480528
111  40.63720415 -073.77462889
111  40.63733801 -073.77489936
111  40.63904953 -073.77356965
111  40.63899589 -073.77345184
111  40.63928420 -073.77321622
111  40.63938253 -073.77322506
112  40.63937136 -073.77311903  40.63926855 -073.77306013
111  40.63914786 -073.77299533
111  40.63887324 -073.77300506
111  40.64021597 -073.77194795
111  40.64031431 -073.77216177
111  40.64135913 -073.77138422
111  40.64148205 -073.77161748
111  40.64170465 -073.77145837
111  40.64206827 -073.77065278
111  40.64201557 -073.77049305
111  40.64480331 -073.76834002
111  40.64489017 -073.76850272
111  40.64544687 -073.76852949
112  40.64591214 -073.76843577  40.64610719 -073.76835276
112  40.64612750 -073.76818406  40.64608484 -073.76803411
112  40.64597919 -073.76784667  40.64591214 -073.76779043
112  40.64574757 -073.76774224  40.64565207 -073.76773956
111  40.64557080 -073.76775027
111  40.64638147 -073.76711564
111  40.64691988 -073.76829920
112  40.64710274 -073.76839560  40.64724903 -073.76839292
111  40.64727747 -073.76838489
111  40.64734452 -073.76822690
111  40.64813690 -073.76997013
112  40.64778541 -073.76960595  40.64759849 -073.76945867
112  40.64755988 -073.76945600  40.64753347 -073.76946671
112  40.64753753 -073.76958453  40.64753957 -073.76963273
111  40.64757588 -073.76974084
111  40.64783757 -073.77034547
111  40.64793453 -073.77035096
112  40.64809926 -073.77022591  40.64815661 -073.77010774
111  40.64814097 -073.76997170
111  40.64889577 -073.77163176
111  40.64855537 -073.77209852
111  40.64862711 -073.77226551
111  40.64874160 -073.77218302
111  40.64916802 -073.77311266
111  40.64905498 -073.77318323
111  40.64923941 -073.77361450
111  40.64971833 -073.77325380
111  40.65056612 -073.77516708
111  40.65031922 -073.77536703
111  40.65044118 -073.77565325
111  40.65022403 -073.77582575
111  40.65056376 -073.77655532
111  40.65068894 -073.77645874
111  40.65111419 -073.77740627
111  40.65099813 -073.77749274
111  40.65139727 -073.77835759
111  40.65163369 -073.77818474
111  40.65179254 -073.77852557
111  40.65196985 -073.77838680
111  40.65259867 -073.77967015
111  40.65238774 -073.77984837
111  40.65265276 -073.78044362
111  40.65254459 -073.78053273
111  40.65287451 -073.78128483
111  40.65275552 -073.78138819
111  40.65341806 -073.78283179
111  40.65366145 -073.78267495
111  40.65382370 -073.78303140
111  40.65399407 -073.78282110
111  40.65453492 -073.78400450
111  40.65420230 -073.78476729
111  40.65399948 -073.78571187
111  40.65384534 -073.78587940
112  40.65357761 -073.78591148  40.65347485 -073.78597207
111  40.65340725 -073.78606831
112  40.65333423 -073.78612891  40.65328826 -073.78614673
111  40.65326933 -073.78614673
111  40.65320443 -073.78627505
111  40.65315305 -073.78623941
113  40.65307810 -073.78634015
111  40.63924298 -073.79251995
111  40.63885924 -073.79163402
112  40.63875215 -073.79158306  40.63869861 -073.79161834
112  40.63868374 -073.79181042  40.63874025 -073.79193586
113  40.63908234 -073.79266107
111  40.63839229 -073.79059946
111  40.63802336 -073.78977203
111  40.63783000 -073.78990139
113  40.63820481 -073.79074789
111  40.63757715 -073.78881947
111  40.63634266 -073.78607946
111  40.63614038 -073.78620489
113  40.63739570 -073.78895666
111  40.63572882 -073.78472660
111  40.63555587 -073.78487927
111  40.63566501 -073.78512267
111  40.63574225 -073.78503416
112  40.63577415 -073.78492131  40.63577583 -073.78486821
113  40.63577710 -073.78483395
111  40.63472146 -073.78241211
111  40.63467067 -073.78229164
111  40.63444921 -073.78245763
113  40.63450000 -073.78257275
111  40.63417492 -073.78134656
111  40.63404692 -073.78100120
111  40.63388032 -073.78112435
112  40.63394330 -073.78132782  40.63399003 -073.78142420
113  40.63405302 -073.78146436
111  40.63382621 -073.77873088
112  40.63393872 -073.77873310  40.63399581 -073.77871982
111  40.63400924 -073.77870212
111  40.63399077 -073.77866672
111  40.63487399 -073.77797638
111  40.63477492 -073.77772857
111  40.63435346 -073.77806488
114  40.63405122 -073.77837465  40.63387995 -073.77859370
111  40.63632548 -073.77683911
111  40.63622187 -073.77661690
111  40.63558796 -073.77709614
113  40.63567736 -073.77733710
112  40.63985057 -073.77408673  40.63992980 -073.77400372
111  40.63992574 -073.77389663
111  40.63986072 -073.77376543
111  40.63724383 -073.77580832
113  40.63735355 -073.77603858
111  40.64369877 -073.77107333
111  40.64360714 -073.77084064
111  40.64064364 -073.77316158
113  40.64073527 -073.77339131
111  40.64472572 -073.77025050
111  40.64472212 -073.77053037
112  40.64510005 -073.77052089  40.64519363 -073.77051614
111  40.64527282 -073.77044973
112  40.64530881 -073.77035960  40.64531241 -073.77030268
113  40.64529802 -073.77024576
111  40.64611949 -073.76923238
111  40.64612712 -073.76936717
112  40.64639425 -073.76948386  40.64648889 -073.76949593
111  40.64672245 -073.76949996
111  40.64660796 -073.76923439
112  40.64646600 -073.76913783  40.64635609 -073.76912978
114  40.64623245 -073.76916197  40.64618054 -073.76918611
111  40.64614391 -073.77021617
111  40.64612407 -073.77045557
112  40.64622329 -073.77050386  40.64629503 -073.77051593
112  40.64679055 -073.77070669  40.64710791 -073.77090110
111  40.64736716 -073.77134293
111  40.64750572 -073.77111907
112  40.64713920 -073.77059771  40.64696487 -073.77041803
114  40.64664975 -073.77029432  40.64649777 -073.77023835
111  40.64797853 -073.77274152
111  40.64814661 -073.77264171
112  40.64805611 -073.77236175  40.64801547 -073.77228142
111  40.64792497 -073.77219378
111  40.64787325 -073.77222543
113  40.64781599 -073.77238853
112  40.64890575 -073.77476206  40.64892237 -073.77477180
112  40.64902950 -073.77473772  40.64906459 -073.77471094
111  40.64910153 -073.77465008
111  40.64903319 -073.77449914
111  40.64905721 -073.77444072
111  40.64872289 -073.77371040
111  40.64868410 -073.77372744
112  40.64860653 -073.77360815  40.64858252 -073.77357407
111  40.64855296 -073.77358381
113  40.64842182 -073.77369579
111  40.64938738 -073.77576301
111  40.64943200 -073.77597081
111  40.64986631 -073.77692353
111  40.64997637 -073.77702939
111  40.65010726 -073.77695098
111  40.65007454 -073.77675102
111  40.65009536 -073.77674318
111  40.64968783 -073.77582966
113  40.64951530 -073.77566499
111  40.65119599 -073.77940141
111  40.65116029 -073.77920538
111  40.65061295 -073.77799388
111  40.65050884 -073.77786057
111  40.65037795 -073.77795859
111  40.65045827 -073.77821736
111  40.65098479 -073.77935045
113  40.65106808 -073.77946807
111  40.65172846 -073.78091091
111  40.65184447 -073.78081681
111  40.65183257 -073.78065998
111  40.65166599 -073.78031887
111  40.65164517 -073.78033847
111  40.65162732 -073.78030319
111  40.65149346 -073.78039336
114  40.65153808 -073.78056588  40.65159757 -073.78071487
111  40.65305219 -073.78387112
111  40.65317415 -073.78378094
111  40.65316523 -073.78365155
111  40.65312656 -073.78351824
111  40.65239776 -073.78194600
111  40.65227580 -073.78174603
111  40.65216574 -073.78185190
111  40.65215384 -073.78191463
114  40.65278447 -073.78335357  40.65292428 -073.78364763
111  40.65209031 -073.78351075
112  40.65208297 -073.78323964  40.65199481 -073.78305083
113  40.65190421 -073.78309601
110 1 0.00 0.0000 New Taxiway 30
111  40.65420230 -073.78476729
111  40.65463052 -073.78530662
111  40.65460207 -073.78535215
112  40.65481541 -073.78577261  40.65488448 -073.78592794
111  40.65501452 -073.78620646
112  40.65512220 -073.78637785  40.65519534 -073.78645552
111  40.65527864 -073.78655193
111  40.65554277 -073.78625734
111  40.65756672 -073.79071847
111  40.65730145 -073.79093244
112  40.65718873 -073.79107575  40.65714904 -073.79115020
111  40.65705898 -073.79122264
112  40.65704524 -073.79127495  40.65707119 -073.79130513
111  40.65756424 -073.79186049
112  40.65785580 -073.79186452  40.65800081 -073.79174983
111  40.65802066 -073.79173172
111  40.65805271 -073.79180617
111  40.65786954 -073.79193495
112  40.65770620 -073.79199732  40.65761920 -073.79199531
112  40.65753829 -073.79194098  40.65751539 -073.79192086
111  40.65686969 -073.79120654
112  40.65673841 -073.79111398  40.65665446 -073.79108983
112  40.65625910 -073.79088258  40.65608661 -073.79069746
111  40.65461699 -073.78726100
112  40.65455369 -073.78716753  40.65450609 -073.78710872
111  40.65435141 -073.78689307
111  40.65454179 -073.78668134
111  40.65428596 -073.78608143
113  40.65399948 -073.78571187
110 1 0.00 0.0000 New Taxiway 40
111  40.65427520 -073.77650626 20
111  40.65426628 -073.77599262 20
111  40.65456672 -073.77599262 20
113  40.65456672 -073.77649842 20
110 1 0.00 0.0000 New Taxiway 39
111  40.65498615 -073.77618475 20
111  40.65487609 -073.77594165 20
111  40.65529849 -073.77560837 20
113  40.65540856 -073.77584755 20
110 1 0.00 0.0000 New Taxiway 38
111  40.65505051 -073.77227885 20
111  40.65454660 -073.77116868 20
111  40.65498932 -073.77080811 20
111  40.65507211 -073.77101212 20
111  40.65500372 -073.77106905 20
113  40.65541045 -073.77198945 20
110 1 0.00 0.0000 New Taxiway 37
111  40.65236043 -073.76913055 20
111  40.65186698 -073.76804448 20
111  40.65302360 -073.76714412 20
111  40.65302000 -073.76711566 20
111  40.65306319 -073.76709668 20
111  40.65317117 -073.76731966 20
111  40.65325756 -073.76727696 20
111  40.65355271 -073.76791268 20
111  40.65346632 -073.76798384 20
111  40.65352751 -073.76813091 20
111  40.65349152 -073.76814989 20
111  40.65351311 -073.76823054 20
111  40.65330435 -073.76839184 20
111  40.65345192 -073.76872394 20
111  40.65398551 -073.76831700 20
111  40.65432887 -073.76909095 20
111  40.65329065 -073.76990775 20
111  40.65294119 -073.76913915 20
111  40.65291884 -073.76915522 20
111  40.65289852 -073.76911773 20
111  40.65284570 -073.76914987 20
113  40.65271160 -073.76886332 20
110 1 0.00 0.0000 New Taxiway 36
111  40.65087498 -073.76977856 20
111  40.65068227 -073.76934244 20
111  40.65108540 -073.76903882 20
111  40.65119338 -073.76854543 20
111  40.65115019 -073.76842683 20
111  40.65156052 -073.76809948 20
113  40.65194045 -073.76893381 20
110 1 0.00 0.0000 New Taxiway 35
111  40.65076681 -073.77091201
111  40.65110484 -073.77064469
111  40.65099937 -073.77039875
111  40.65107509 -073.77033103
111  40.65104264 -073.77026687
111  40.65108591 -073.77024192
111  40.65087498 -073.76977856
111  40.65194045 -073.76893381
111  40.65185392 -073.76874133
111  40.65197291 -073.76865222
111  40.65242451 -073.76964311
111  40.65263815 -073.76947203
111  40.65283286 -073.76991401
111  40.65304649 -073.77001025
111  40.65323579 -073.77043085
111  40.65439374 -073.77304983
111  40.65446362 -073.77320582
111  40.65522380 -073.77331947
111  40.65551283 -073.77301157
111  40.65606713 -073.77307939
111  40.65607844 -073.77460299
111  40.65613879 -073.77460004
111  40.65618348 -073.77420823
111  40.65626171 -073.77420234
111  40.65646207 -073.77420324
111  40.65718068 -073.77420324
111  40.65767718 -073.77529973
111  40.65771714 -073.77536556
111  40.65744179 -073.77557944
111  40.65754758 -073.77578275
111  40.65799495 -073.77748854
111  40.65805641 -073.77779641
111  40.65852385 -073.77882006
111  40.65859687 -073.77898047
111  40.65886729 -073.77877016
111  40.65902684 -073.77915514
111  40.65883754 -073.77931199
111  40.65876723 -073.77915158
111  40.65865095 -073.77914801
111  40.65794514 -073.77971480
111  40.65849681 -073.78094462
111  40.65777207 -073.78151140
111  40.65761522 -073.78118702
111  40.65670224 -073.78190036
111  40.65689645 -073.78231515
111  40.65699319 -073.78252419
111  40.65668515 -073.78270463
111  40.65615490 -073.78274665
111  40.65469218 -073.77944285
111  40.65473815 -073.77920759
111  40.65599293 -073.77825943
111  40.65591721 -073.77814536
111  40.65569005 -073.77826656
111  40.65563867 -073.77812398
111  40.65488959 -073.77672668
111  40.65434326 -073.77672794
111  40.65434494 -073.77694262
111  40.65441043 -073.77709313
112  40.65408383 -073.77744934  40.65401745 -073.77746555
112  40.65377899 -073.77754980  40.65377407 -073.77754656
111  40.65243424 -073.77456862
111  40.65245945 -073.77452987
111  40.65286937 -073.77422190
111  40.65278579 -073.77401452
112  40.65249324 -073.77394323  40.65239490 -073.77390110
111  40.65208022 -073.77373260
111  40.65141701 -073.77232141
111  40.65145054 -073.77190311
111  40.65130750 -073.77158791
113  40.65115776 -073.77175288
111  40.65439374 -073.77304983
111  40.65247186 -073.77454570
111  40.65343458 -073.77668081
111  40.65379424 -073.77640634
111  40.65367526 -073.77613901
111  40.65393553 -073.77594368
111  40.65400518 -073.77538691
111  40.65371957 -073.77379455
113  40.65446362 -073.77320582
110 1 0.00 0.0000 New Taxiway 30
111  40.63852486 -073.76273406
111  40.63854950 -073.76263018
112  40.63849037 -073.76244838  40.63850885 -073.76231365
111  40.63860616 -073.76227307
112  40.63881063 -073.76121634  40.63882418 -073.76113518
111  40.63876998 -073.76117739
111  40.63887961 -073.76108324
111  40.63866449 -073.76227171
112  40.63873958 -073.76249619  40.63872116 -073.76261845
111  40.63864015 -073.76264921
113  40.63861790 -073.76273259
110 1 0.00 0.0000 New Taxiway 29
111  40.64145414 -073.75897821
111  40.64159333 -073.75897009 20
111  40.63675729 -073.76276060
113  40.63661511 -073.76276393 20
110 1 0.00 0.0000 New Taxiway 31
111  40.63541397 -073.77455648
111  40.63478333 -073.77314928
112  40.63453346 -073.77301209  40.63439068 -073.77299641
111  40.63432876 -073.77298468
111  40.63408570 -073.77243380
111  40.63423302 -073.77179696
111  40.63347447 -073.77013500
112  40.63302436 -073.76978619  40.63281911 -073.76980187
111  40.63302135 -073.76911004
112  40.63347609 -073.76871226  40.63358426 -073.76833454
111  40.63496000 -073.76389676
112  40.63510254 -073.76352633  40.63510649 -073.76352112
112  40.63478653 -073.76363816  40.63472242 -073.76367638
111  40.63464151 -073.76370655
111  40.63641715 -073.76231185
111  40.63615521 -073.76266588
112  40.63617536 -073.76276102  40.63625596 -073.76276545
111  40.63983354 -073.76269464
111  40.63982798 -073.76234589
112  40.64116068 -073.76258590  40.64170509 -073.76295896
111  40.64193506 -073.76372518
111  40.64177977 -073.76382949
111  40.64238816 -073.76516563
111  40.64243610 -073.76514734
111  40.64259682 -073.75974547
112  40.64244194 -073.75916554  40.64225756 -073.75894847
111  40.64202647 -073.75895819
111  40.64150529 -073.75898087
112  40.64093493 -073.75907159  40.64076039 -073.75912019
111  40.64018266 -073.75934697
111  40.64171179 -073.75813852
111  40.64271343 -073.75792697
111  40.64303441 -073.75870985
111  40.64280446 -073.75875405
112  40.64307753 -073.75985892  40.64305358 -073.76069862
111  40.64292901 -073.76460041
111  40.64299130 -073.76460041
111  40.64298171 -073.76528859
111  40.64311585 -073.76538329
111  40.64395424 -073.76473300
111  40.64312904 -073.76297158
111  40.64319918 -073.76161023
111  40.64330121 -073.76160183
111  40.64337577 -073.75930073
111  40.64398986 -073.76054624
112  40.64391582 -073.76078157  40.64391146 -073.76094228
111  40.64390711 -073.76168270
112  40.64397244 -073.76199838  40.64403341 -073.76214761
111  40.64481300 -073.76386379
111  40.64510915 -073.76321520
111  40.64566852 -073.76451714
112  40.64547922 -073.76445558  40.64537843 -073.76445558
111  40.64529484 -073.76450742
112  40.64533663 -073.76479902  40.64541038 -073.76495778
111  40.64598893 -073.76625526
111  40.64510578 -073.76692008
112  40.64527050 -073.76630772  40.64512545 -073.76595132
111  40.64480831 -073.76526120
112  40.64436088 -073.76517372  40.64408554 -073.76537136
111  40.64319868 -073.76607573
111  40.64306950 -073.76668337
111  40.64369902 -073.76808698
111  40.64327538 -073.76837918
111  40.64267890 -073.76703450
111  40.64218924 -073.76684975
111  40.64000850 -073.76854908
111  40.64000490 -073.76874830
112  40.64101544 -073.76863172  40.64128851 -073.76856227
112  40.64209336 -073.76848651  40.64232331 -073.76848651
111  40.64313295 -073.76850545
111  40.64163823 -073.76966081
111  40.64156158 -073.76942721
111  40.63887876 -073.76949666
111  40.63873504 -073.76959136
111  40.63865838 -073.77019112
111  40.63938179 -073.77142852
111  40.63889792 -073.77181361
111  40.63812661 -073.77048784
111  40.63770982 -073.77034896
111  40.63533839 -073.77217974
111  40.63519467 -073.77284891
111  40.63542779 -073.77331874
111  40.63548178 -073.77329028
113  40.63588491 -073.77416774
111  40.63460954 -073.77148493
111  40.63508909 -073.77164464
111  40.63741309 -073.76983917
111  40.63741309 -073.76951974
111  40.63551068 -073.76954753
112  40.63454103 -073.76963780  40.63423538 -073.76970030
111  40.63398243 -073.76974196
114  40.63390338 -073.76992251  40.63396662 -073.77007528
111  40.63871293 -073.76877602
111  40.63892277 -073.76859341
111  40.63896633 -073.76863515
111  40.64193976 -073.76631332
111  40.64205062 -073.76566632
112  40.64134965 -073.76412419  40.64095441 -073.76327000
111  40.64032730 -073.76331167
111  40.63617468 -073.76338811
112  40.63573201 -073.76354782  40.63546325 -073.76375615
111  40.63537893 -073.76415196
111  40.63418795 -073.76806150
111  40.63426173 -073.76808928
111  40.63415633 -073.76844343
113  40.63428281 -073.76884618
110 1 0.00 0.0000 New Taxiway 5
111  40.62788353 -073.77281587
112  40.62767173 -073.77276374  40.62752859 -073.77285880
111  40.62750066 -073.77290940
112  40.62745411 -073.77301520  40.62743782 -073.77308420
111  40.62737265 -073.77340467
111  40.62745760 -073.77343534
111  40.62738545 -073.77385548
111  40.62736334 -073.77396434
111  40.62526153 -073.77320988
111  40.62509270 -073.77348539
111  40.62502919 -073.77342825
111  40.62518873 -073.77314457
111  40.62520577 -073.77300580
111  40.62522126 -073.77288539
111  40.62542882 -073.77186498
111  40.62554499 -073.77176090
111  40.62552950 -073.77096702
112  40.62551866 -073.77087926  40.62549852 -073.77082212
111  40.62623583 -073.77031395
112  40.62600039 -073.77087926  40.62601588 -073.77119355
111  40.62602207 -073.77133233
112  40.62607783 -073.77171805  40.62610572 -073.77180580
112  40.62633186 -073.77201601  40.62644803 -073.77205887
111  40.62677177 -073.77211805
112  40.62725039 -073.77207928  40.62746880 -073.77196703
113  40.62758961 -073.77185274
110 2 0.00 0.0000 New Taxiway 1
111  40.65555233 -073.78789984
112  40.65597171 -073.78882517  40.65605784 -073.78901820
112  40.65655774 -073.78908458  40.65677948 -073.78893880
111  40.65655774 -073.78908458
112  40.65655774 -073.78908458  40.65661344 -073.78903897
111  40.65666961 -073.78888798
111  40.65668825 -073.78893406
111  40.65673719 -073.78890334
111  40.65675816 -073.78896785
111  40.65680943 -073.78892792
111  40.65694227 -073.78922589
111  40.65646638 -073.78959513
112  40.65642297 -073.78982749  40.65649138 -073.78998182
111  40.65653084 -073.79006852
112  40.65685446 -073.79036157  40.65704783 -073.79040319
111  40.65711361 -073.79032516
112  40.65720964 -073.79018817  40.65724121 -073.79011881
111  40.65725174 -073.79002864
111  40.65727673 -073.79006505
111  40.65740696 -073.78996621
111  40.65759113 -073.79037198
111  40.65714123 -073.79072226
112  40.65683472 -073.79080722  40.65669660 -073.79078121
112  40.65649927 -073.79051938  40.65643876 -073.79038932
113  40.65537452 -073.78803453
110 2 0.00 0.0000 New Taxiway 13
111  40.64587592 -073.77216020
111  40.64587003 -073.77176420
111  40.64609741 -073.77176420
111  40.64617320 -073.77166759
111  40.64621917 -073.77172817
111  40.64627633 -073.77166431
111  40.64661180 -073.77213756
111  40.64673812 -073.77198048
111  40.65214142 -073.78389916
112  40.65219733 -073.78445065  40.65215494 -073.78478445
111  40.65219733 -073.78445065
111  40.65214374 -073.78447721
111  40.65210847 -073.78462825
112  40.65179261 -073.78486344  40.65167881 -073.78491769
111  40.65110498 -073.78521790
111  40.65089433 -073.78528492
111  40.64917282 -073.78533597
112  40.64871278 -073.78478069  40.64869302 -073.78427154
111  40.64872542 -073.78420568
111  40.64884745 -073.78390905
111  40.64886399 -073.78378699
111  40.64892263 -073.78377072
111  40.64891841 -073.78375627
111  40.64891099 -073.78370851
112  40.64893822 -073.78346461  40.64890415 -073.78326793
112  40.64871497 -073.78219007  40.64869272 -073.78206557
111  40.64861521 -073.78180897
112  40.64839716 -073.78148528  40.64825429 -073.78138201
112  40.64824548 -073.78137836  40.64821950 -073.78133221
111  40.64818218 -073.78124394
111  40.64847021 -073.78114122
111  40.64848150 -073.78069759
111  40.64897624 -073.78023906
111  40.64899092 -073.78017058
111  40.64834667 -073.77860751
111  40.64827424 -073.77838176
111  40.64779239 -073.77736006
111  40.64754536 -073.77756634
111  40.64741754 -073.77745136
113  40.64590159 -073.77479406
112  40.64894349 -073.78346411  40.64897756 -073.78366078
111  40.64891552 -073.78371348
111  40.64892218 -073.78375478
111  40.64910213 -073.78369462
111  40.64915211 -073.78395389
111  40.65009860 -073.78366912
111  40.65005829 -073.78344172
111  40.65050274 -073.78330302
111  40.65048598 -073.78320383
111  40.65021518 -073.78328329
111  40.65000410 -073.78208544
111  40.65009791 -073.78206033
111  40.65008261 -073.78195719
111  40.64982502 -073.78203059
111  40.64980901 -073.78195141
111  40.64971589 -073.78197780
111  40.64967184 -073.78172840
111  40.64944157 -073.78179570
111  40.64944858 -073.78183133
111  40.64935547 -073.78186300
111  40.64933645 -073.78175084
111  40.64916324 -073.78180626
111  40.64918436 -073.78191163
111  40.64902632 -073.78195962
111  40.64901865 -073.78190727
111  40.64890138 -073.78194435
111  40.64889393 -073.78188764
111  40.64875327 -073.78193344
111  40.64879464 -073.78216791
113  40.64871646 -073.78219007
111  40.64587592 -073.77216020
111  40.64590159 -073.77479406
111  40.64741754 -073.77745136
111  40.64754536 -073.77756634
111  40.64748169 -073.77743022
111  40.64754458 -073.77738115
111  40.64748876 -073.77725834
111  40.64747155 -073.77727117
111  40.64721085 -073.77670248
111  40.64717420 -073.77674204
111  40.64713615 -073.77668266
111  40.64715718 -073.77666419
111  40.64717220 -073.77664175
111  40.64717820 -073.77663384
111  40.64710311 -073.77650584
111  40.64705706 -073.77655335
111  40.64597024 -073.77477529
113  40.64594226 -073.77215895
110 1 0.00 0.0000 New Taxiway 41
111  40.64208171 -073.78338395 20
111  40.64258999 -073.78375342 20
111  40.64255343 -073.78383954 20
113  40.64204668 -073.78346778 20
110 1 0.00 0.0000 New Taxiway 41
111  40.64155244 -073.78300326 20
111  40.64201863 -073.78333911 20
111  40.64198462 -073.78342691 20
113  40.64151741 -073.78308709 20
110 1 0.00 0.0000 New Taxiway 41
111  40.64092276 -073.78253272 20
111  40.64149557 -073.78295863 20
111  40.64145901 -073.78304475 20
112  40.64098701 -073.78269636  40.64095413 -073.78267007 20
111  40.64092556 -073.78273948 20
112  40.64086194 -073.78288466  40.64084332 -073.78292932 20
111  40.64080935 -073.78296351 20
112  40.64074535 -073.78301021  40.64070972 -073.78303004 20
111  40.64067460 -073.78313953
112  40.64067147 -073.78305297  40.64069703 -073.78299074 20
111  40.64071994 -073.78297055 20
112  40.64077091 -073.78293137  40.64082548 -073.78289124 20
111  40.64084288 -073.78283293 20
112  40.64091179 -073.78267439  40.64092724 -073.78263766 20
113  40.64088773 -073.78261654 20
110 1 0.00 0.0000 New Taxiway 41
111  40.64033319 -073.78210286
111  40.64039658 -073.78214945 20
111  40.64086225 -073.78249301 20
111  40.64082570 -073.78257913 20
112  40.64046082 -073.78231310  40.64042794 -073.78228681 20
111  40.64040874 -073.78232965 20
112  40.64034080 -073.78248242  40.64032217 -073.78252708 20
111  40.64028157 -073.78254840 20
112  40.64018445 -073.78259890  40.64014882 -073.78261873 20
111  40.64013820 -073.78266140
112  40.64010536 -073.78263667  40.64012515 -073.78258867 20
111  40.64016703 -073.78256237 20
112  40.64025968 -073.78251437  40.64030561 -073.78249037 20
111  40.64031670 -073.78244967 20
112  40.64038561 -073.78229113  40.64040106 -073.78225439 20
111  40.64035992 -073.78223399
111  40.64029852 -073.78219123 20
111  40.63973791 -073.78177940
113  40.63977703 -073.78168979 20
110 1 0.00 0.0000 New Taxiway 58
111  40.63842136 -073.78430775
111  40.63631722 -073.78402822
111  40.63523002 -073.78177795
111  40.63463554 -073.77999262
111  40.63471845 -073.77950558
111  40.63572117 -073.77842797
111  40.63733410 -073.77717076
111  40.63874335 -073.77603432
111  40.64016575 -073.77495057
111  40.64212692 -073.77342758
111  40.64355049 -073.77232823
111  40.64462123 -073.77150379
111  40.64621262 -073.77146690
111  40.64645148 -073.77151659
111  40.64681077 -073.77195891
111  40.64512850 -073.77438480
111  40.64448703 -073.77731177
111  40.64473805 -073.77785176
111  40.64502355 -073.77957949
111  40.64456366 -073.78066420
111  40.64345693 -073.78327512
112  40.64296506 -073.78443614  40.64278137 -073.78488208
111  40.64249281 -073.78510474
111  40.64163305 -073.78574749
111  40.64138639 -073.78557391
113  40.63975212 -073.78519575
110 1 0.00 0.0000 New Taxiway 23
111  40.64240688 -073.79565075
111  40.64276420 -073.79562662
111  40.64281382 -073.79559829
111  40.64280224 -073.79536291
111  40.64275924 -073.79534984
111  40.64239355 -073.79537471
111  40.64148340 -073.79470753
111  40.64157758 -073.79470425
111  40.64166281 -073.79464458
111  40.64168412 -073.79457087
111  40.64169211 -073.79445856
111  40.64270952 -073.79438483
111  40.64271751 -073.79449364
111  40.64283203 -073.79456033
111  40.64307440 -073.79457788
111  40.64374291 -073.79452874
111  40.64418236 -073.79457437
111  40.64436880 -073.79470775
111  40.64443430 -073.79472632
111  40.64439530 -073.79516547
111  40.64434567 -073.79515146
111  40.64430313 -073.79568405
111  40.64437758 -073.79568872
111  40.64437758 -073.79612787
111  40.64431731 -073.79611385
111  40.64413297 -073.79616524
111  40.64414007 -073.79648293
113  40.64258900 -073.79659213
111  40.64410279 -073.79552229
111  40.64410880 -073.79528255
111  40.64375851 -073.79527066
111  40.64366981 -073.79532416
113  40.64366229 -073.79553220
110 2 0.00 0.0000 New Taxiway 3
111  40.63631791 -073.78403327
111  40.63815717 -073.78424608
112  40.63842136 -073.78430775  40.63850893 -073.78434484
111  40.63859019 -073.78442049
111  40.63798804 -073.78636044
111  40.63822891 -073.78693300
113  40.63777628 -073.78726528
110 4 0.00 0.0000 New Taxiway 14
111  40.64689755 -073.77788378
111  40.64781416 -073.77734284
111  40.64907951 -073.78015948
111  40.64848150 -073.78069759
111  40.64847021 -073.78114122
111  40.64818218 -073.78124394
111  40.64801375 -073.78078631
111  40.64781056 -073.78039612
111  40.64708441 -073.77921715
111  40.64677724 -073.77878712
114  40.64689730 -073.77831505  40.64691131 -073.77811461
110 1 0.00 0.0000 New Taxiway 34
111  40.62758310 -073.76809750
111  40.62731586 -073.76745810
111  40.62735521 -073.76742785
113  40.62762081 -073.76806942
110 1 0.00 0.0000 New Taxiway 33
111  40.62411218 -073.77080555
111  40.62407463 -073.77083120
111  40.62393407 -073.77041146
112  40.62397784 -073.77008555  40.62408270 -073.76994472
111  40.62462077 -073.76921259
112  40.62499043 -073.76886470  40.62521126 -073.76871290
112  40.62574415 -073.76834718  40.62580824 -073.76827845
112  40.62624941 -073.76797014  40.62632095 -073.76792301
112  40.62744301 -073.76734322  40.62756402 -073.76726481
112  40.62828016 -073.76685444  40.62842498 -073.76673944
112  40.62878007 -073.76626633  40.62900622 -073.76588733
112  40.62939703 -073.76567037  40.62961524 -073.76554230
112  40.62976006 -073.76514760  40.62977196 -073.76479473
