I
1050 Generated by WorldEditor

1    232 1 0 KNLC LEMOORE NAS
112  36.32845261 -119.95298055  36.32846388 -119.95294399 20
115  36.32843496 -119.95292662
120 Linear Feature 68
111  36.32871222 -119.95213241 20
112  36.32875840 -119.95210981  36.32876967 -119.95207325 20
115  36.32874075 -119.95205588
120 Linear Feature 68
111  36.33220770 -119.94824094 20
112  36.33216146 -119.94826335  36.33215009 -119.94829986 20
115  36.33217896 -119.94831736
120 Linear Feature 68
111  36.33190444 -119.94910084 20
112  36.33185821 -119.94912324  36.33184683 -119.94915975 20
115  36.33187571 -119.94917725
120 Linear Feature 68
111  36.33160457 -119.94845137 20
112  36.33165097 -119.94842950  36.33166261 -119.94839312 20
115  36.33163388 -119.94837529
120 Linear Feature 68
111  36.33129501 -119.94930287 20
112  36.33134141 -119.94928100  36.33135306 -119.94924462 20
115  36.33132432 -119.94922679
120 Linear Feature 68
111  36.32994243 -119.94750913 20
112  36.32998883 -119.94748726  36.33000048 -119.94745088 20
115  36.32997174 -119.94743305
120 Linear Feature 68
111  36.32962971 -119.94836866 20
112  36.32967611 -119.94834679  36.32968775 -119.94831042 20
115  36.32965901 -119.94829258
120 Linear Feature 68
111  36.33044529 -119.94884212 20
112  36.33049169 -119.94882026  36.33050334 -119.94878388 20
115  36.33047460 -119.94876605
120 Linear Feature 68
111  36.33075449 -119.94798950 20
112  36.33080089 -119.94796763  36.33081254 -119.94793125 20
115  36.33078380 -119.94791342
120 Linear Feature 68
111  36.33013293 -119.94816572 20
112  36.33008669 -119.94818811  36.33007531 -119.94822462 20
115  36.33010418 -119.94824213
120 Linear Feature 68
111  36.33043672 -119.94730619 20
112  36.33039048 -119.94732858  36.33037910 -119.94736509 20
115  36.33040797 -119.94738259
120 Linear Feature 68
111  36.33128061 -119.94776873 20
112  36.33123437 -119.94779112  36.33122299 -119.94782763 20
115  36.33125186 -119.94784514
120 Linear Feature 68
111  36.33097232 -119.94862700 20
112  36.33092608 -119.94864939  36.33091470 -119.94868590 20
115  36.33094357 -119.94870340
120 Linear Feature 68
111  36.33354682 -119.94902202 20
112  36.33350058 -119.94904441  36.33348920 -119.94908092 20
115  36.33351807 -119.94909843
120 Linear Feature 68
111  36.33324259 -119.94987135 20
112  36.33319635 -119.94989374  36.33318497 -119.94993025 20
115  36.33321384 -119.94994775
120 Linear Feature 68
111  36.33441866 -119.95102040 20
112  36.33446482 -119.95099776  36.33447607 -119.95096119 20
115  36.33444714 -119.95094384
120 Linear Feature 68
111  36.33441866 -119.95102040 20
112  36.33446482 -119.95099776  36.33447607 -119.95096119 20
115  36.33444714 -119.95094384
120 Linear Feature 68
111  36.33440848 -119.94949178 20
112  36.33436222 -119.94951411  36.33435081 -119.94955061 20
115  36.33437967 -119.94956815
120 Linear Feature 68
111  36.33441866 -119.95102040 20
112  36.33446482 -119.95099776  36.33447607 -119.95096119 20
115  36.33444714 -119.95094384
120 Linear Feature 68
111  36.33441866 -119.95102040 20
112  36.33446482 -119.95099776  36.33447607 -119.95096119 20
115  36.33444714 -119.95094384
120 Linear Feature 68
111  36.33522422 -119.95673095 20
112  36.33527038 -119.95670831  36.33528163 -119.95667174 20
115  36.33525270 -119.95665439
120 Linear Feature 68
111  36.33436938 -119.95625529 20
112  36.33441554 -119.95623266  36.33442680 -119.95619609 20
115  36.33439786 -119.95617873
120 Linear Feature 68
111  36.33342308 -119.95522289 20
112  36.33346947 -119.95520100  36.33348111 -119.95516462 20
115  36.33345237 -119.95514680
120 Linear Feature 68
111  36.33414614 -119.95450106 20
112  36.33409971 -119.95452281  36.33408799 -119.95455916 20
115  36.33411671 -119.95457706
120 Linear Feature 68
111  36.33328497 -119.95403690 20
112  36.33323853 -119.95405865  36.33322682 -119.95409500 20
115  36.33325553 -119.95411291
120 Linear Feature 68
111  36.33256429 -119.95474773 20
112  36.33261067 -119.95472579  36.33262228 -119.95468940 20
115  36.33259352 -119.95467160
120 Linear Feature 68
111  36.33241977 -119.95355766 20
112  36.33237358 -119.95358023  36.33236229 -119.95361678 20
115  36.33239121 -119.95363418
120 Linear Feature 68
111  36.33170244 -119.95427620 20
112  36.33174871 -119.95425391  36.33176014 -119.95421742 20
115  36.33173129 -119.95419985
120 Linear Feature 68
111  36.33525589 -119.95501544 20
112  36.33520970 -119.95503797  36.33519839 -119.95507452 20
115  36.33522729 -119.95509194
120 Linear Feature 68
111  36.33611392 -119.95548570 20
112  36.33606772 -119.95550823  36.33605641 -119.95554478 20
115  36.33608532 -119.95556220
120 Linear Feature 68
111  36.33349523 -119.95072029 20
112  36.33354140 -119.95069765  36.33355265 -119.95066108 20
115  36.33352372 -119.95064373
120 Linear Feature 68
111  36.33447142 -119.94932228 20
112  36.33442516 -119.94934461  36.33441375 -119.94938111 20
115  36.33444260 -119.94939865
120 Linear Feature 68
111  36.32728661 -119.95168662 20
112  36.32724023 -119.95170860  36.32722864 -119.95174500 20
115  36.32725741 -119.95176277
120 Linear Feature 68
111  36.32759599 -119.95082928 20
112  36.32754962 -119.95085126  36.32753803 -119.95088767 20
115  36.32756679 -119.95090543
120 Linear Feature 68
111  36.32816799 -119.95217780 20
112  36.32812162 -119.95219978  36.32811003 -119.95223619 20
115  36.32813879 -119.95225395
120 Linear Feature 68
111  36.32848097 -119.95131600 20
112  36.32843460 -119.95133798  36.32842301 -119.95137438 20
115  36.32845177 -119.95139215
120 Linear Feature 68
111  36.32778696 -119.95182864 20
112  36.32783314 -119.95180604  36.32784441 -119.95176948 20
115  36.32781549 -119.95175210
120 Linear Feature 68
111  36.32748117 -119.95269044 20
112  36.32752735 -119.95266784  36.32753863 -119.95263128 20
115  36.32750970 -119.95261390
120 Linear Feature 68
111  36.32834413 -119.95317302 20
112  36.32839031 -119.95315042  36.32840158 -119.95311386 20
115  36.32837266 -119.95309648
120 Linear Feature 68
111  36.32864991 -119.95230228 20
112  36.32869610 -119.95227968  36.32870737 -119.95224312 20
115  36.32867845 -119.95222574
120 Linear Feature 68
111  36.33227048 -119.94807135 20
112  36.33222423 -119.94809375  36.33221286 -119.94813026 20
115  36.33224173 -119.94814776
120 Linear Feature 68
111  36.33196722 -119.94893124 20
112  36.33192098 -119.94895364  36.33190960 -119.94899015 20
115  36.33193847 -119.94900765
120 Linear Feature 68
111  36.33154052 -119.94862024 20
112  36.33158693 -119.94859837  36.33159858 -119.94856199 20
115  36.33156984 -119.94854416
120 Linear Feature 68
111  36.33123097 -119.94947173 20
112  36.33127738 -119.94944986  36.33128902 -119.94941349 20
115  36.33126028 -119.94939565
120 Linear Feature 68
111  36.32987839 -119.94767799 20
112  36.32992480 -119.94765613  36.32993644 -119.94761975 20
115  36.32990770 -119.94760192
120 Linear Feature 68
111  36.32956566 -119.94853753 20
112  36.32961207 -119.94851566  36.32962372 -119.94847928 20
115  36.32959498 -119.94846145
120 Linear Feature 68
111  36.33038125 -119.94901099 20
112  36.33042766 -119.94898912  36.33043930 -119.94895274 20
115  36.33041056 -119.94893491
120 Linear Feature 68
111  36.33069045 -119.94815837 20
112  36.33073686 -119.94813650  36.33074851 -119.94810012 20
115  36.33071976 -119.94808229
120 Linear Feature 68
111  36.33019574 -119.94799614 20
112  36.33014949 -119.94801853  36.33013811 -119.94805504 20
115  36.33016698 -119.94807255
120 Linear Feature 68
111  36.33049953 -119.94713661 20
112  36.33045328 -119.94715900  36.33044190 -119.94719550 20
115  36.33047077 -119.94721301
120 Linear Feature 68
111  36.33134342 -119.94759915 20
112  36.33129717 -119.94762154  36.33128579 -119.94765805 20
115  36.33131466 -119.94767556
120 Linear Feature 68
111  36.33103513 -119.94845742 20
112  36.33098888 -119.94847981  36.33097750 -119.94851632 20
115  36.33100637 -119.94853382
120 Linear Feature 68
111  36.33360963 -119.94885244 20
112  36.33356338 -119.94887483  36.33355200 -119.94891134 20
115  36.33358087 -119.94892885
120 Linear Feature 68
111  36.33330539 -119.94970177 20
112  36.33325915 -119.94972416  36.33324777 -119.94976067 20
115  36.33327663 -119.94977817
120 Linear Feature 68
111  36.33435645 -119.95119032 20
112  36.33440262 -119.95116768  36.33441387 -119.95113111 20
115  36.33438494 -119.95111376
120 Linear Feature 68
111  36.33435645 -119.95119032 20
112  36.33440262 -119.95116768  36.33441387 -119.95113111 20
115  36.33438494 -119.95111376
120 Linear Feature 68
111  36.33447142 -119.94932228 20
112  36.33442516 -119.94934461  36.33441375 -119.94938111 20
115  36.33444260 -119.94939865
120 Linear Feature 68
111  36.33435645 -119.95119032 20
112  36.33440262 -119.95116768  36.33441387 -119.95113111 20
115  36.33438494 -119.95111376
120 Linear Feature 68
111  36.33435645 -119.95119032 20
112  36.33440262 -119.95116768  36.33441387 -119.95113111 20
115  36.33438494 -119.95111376
120 Linear Feature 68
111  36.33516201 -119.95690087 20
112  36.33520818 -119.95687823  36.33521943 -119.95684166 20
115  36.33519050 -119.95682431
120 Linear Feature 68
111  36.33430718 -119.95642521 20
112  36.33435334 -119.95640257  36.33436460 -119.95636600 20
115  36.33433566 -119.95634865
120 Linear Feature 68
111  36.33335910 -119.95539179 20
112  36.33340550 -119.95536990  36.33341714 -119.95533352 20
115  36.33338839 -119.95531570
120 Linear Feature 68
111  36.33421045 -119.95433235 20
112  36.33416401 -119.95435410  36.33415230 -119.95439045 20
115  36.33418101 -119.95440836
120 Linear Feature 68
111  36.33334927 -119.95386819 20
112  36.33330284 -119.95388994  36.33329113 -119.95392629 20
115  36.33331984 -119.95394420
120 Linear Feature 68
111  36.33250042 -119.95491669 20
112  36.33254680 -119.95489476  36.33255841 -119.95485836 20
115  36.33252966 -119.95484057
120 Linear Feature 68
111  36.33248213 -119.95338784 20
112  36.33243595 -119.95341040  36.33242466 -119.95344695 20
115  36.33245357 -119.95346435
120 Linear Feature 68
111  36.33163943 -119.95444566 20
112  36.33168570 -119.95442337  36.33169713 -119.95438688 20
115  36.33166828 -119.95436931
120 Linear Feature 67
111  36.33479996 -119.95665136 20
111  36.33469138 -119.95659262 20
111  36.33465955 -119.95657541 20
115  36.33462192 -119.95655432
120 Linear Feature 67
111  36.33565798 -119.95712161 20
111  36.33554941 -119.95706288 20
111  36.33551758 -119.95704567 20
115  36.33547994 -119.95702458
120 Linear Feature 67
111  36.33394875 -119.94908334 20
111  36.33405742 -119.94914183 20
111  36.33408927 -119.94915896 20
115  36.33412694 -119.94917997
120 Linear Feature 67
111  36.33401079 -119.95095617 20
111  36.33390238 -119.95089695 20
111  36.33387060 -119.95087961 20
115  36.33383302 -119.95085835
120 Linear Feature 67
111  36.33480997 -119.94955337 20
111  36.33491864 -119.94961186 20
111  36.33495049 -119.94962899 20
115  36.33498816 -119.94965000
120 Linear Feature 67
111  36.33401079 -119.95095617 20
111  36.33390238 -119.95089695 20
111  36.33387060 -119.95087961 20
115  36.33383302 -119.95085835
120 Linear Feature 67
111  36.33480997 -119.94955337 20
111  36.33491864 -119.94961186 20
111  36.33495049 -119.94962899 20
115  36.33498816 -119.94965000
120 Linear Feature 67
111  36.33561553 -119.95526392 20
111  36.33572420 -119.95532241 20
111  36.33575605 -119.95533954 20
115  36.33579372 -119.95536055
120 Linear Feature 67
111  36.33476070 -119.95478826 20
111  36.33486936 -119.95484675 20
111  36.33490121 -119.95486389 20
115  36.33493888 -119.95488490
120 Linear Feature 67
111  36.33486342 -119.95647973 20
111  36.33475484 -119.95642099 20
111  36.33472302 -119.95640379 20
115  36.33468538 -119.95638269
120 Linear Feature 67
111  36.33572145 -119.95694999 20
111  36.33561287 -119.95689125 20
111  36.33558104 -119.95687405 20
115  36.33554341 -119.95685295
120 Linear Feature 67
111  36.33309517 -119.94861360 20
111  36.33320383 -119.94867209 20
111  36.33323568 -119.94868922 20
115  36.33327335 -119.94871023
120 Linear Feature 67
111  36.33388555 -119.94925511 20
111  36.33399421 -119.94931360 20
111  36.33402606 -119.94933073 20
115  36.33406373 -119.94935174
120 Linear Feature 67
111  36.33407474 -119.95078483 20
111  36.33396633 -119.95072561 20
111  36.33393456 -119.95070827 20
115  36.33389698 -119.95068700
120 Linear Feature 67
111  36.33474677 -119.94972514 20
111  36.33485543 -119.94978363 20
111  36.33488728 -119.94980076 20
115  36.33492495 -119.94982177
120 Linear Feature 67
111  36.33407474 -119.95078483 20
111  36.33396633 -119.95072561 20
111  36.33393456 -119.95070827 20
115  36.33389698 -119.95068700
120 Linear Feature 67
111  36.33474677 -119.94972514 20
111  36.33485543 -119.94978363 20
111  36.33488728 -119.94980076 20
115  36.33492495 -119.94982177
120 Linear Feature 67
111  36.33555233 -119.95543569 20
111  36.33566099 -119.95549418 20
111  36.33569284 -119.95551131 20
115  36.33573051 -119.95553232
120 Linear Feature 67
111  36.33469749 -119.95496004 20
111  36.33480615 -119.95501852 20
111  36.33483800 -119.95503566 20
115  36.33487567 -119.95505667
120 Linear Feature 67
111  36.33492346 -119.95630809 20
111  36.33481489 -119.95624936 20
111  36.33478306 -119.95623215 20
115  36.33474542 -119.95621106
120 Linear Feature 67
111  36.33578149 -119.95677835 20
111  36.33567291 -119.95671962 20
111  36.33564109 -119.95670241 20
115  36.33560345 -119.95668131
120 Linear Feature 67
111  36.33303537 -119.94878537 20
111  36.33314404 -119.94884386 20
111  36.33317589 -119.94886100 20
115  36.33321356 -119.94888201
120 Linear Feature 67
111  36.33382575 -119.94942688 20
111  36.33393442 -119.94948537 20
111  36.33396627 -119.94950251 20
115  36.33400394 -119.94952352
120 Linear Feature 67
111  36.33413529 -119.95061346 20
111  36.33402687 -119.95055424 20
111  36.33399510 -119.95053689 20
115  36.33395752 -119.95051563
120 Linear Feature 67
111  36.33468697 -119.94989691 20
111  36.33479564 -119.94995540 20
111  36.33482749 -119.94997254 20
115  36.33486516 -119.94999355
120 Linear Feature 67
111  36.33413529 -119.95061346 20
111  36.33402687 -119.95055424 20
111  36.33399510 -119.95053689 20
115  36.33395752 -119.95051563
120 Linear Feature 67
111  36.33468697 -119.94989691 20
111  36.33479564 -119.94995540 20
111  36.33482749 -119.94997254 20
115  36.33486516 -119.94999355
120 Linear Feature 67
111  36.33549253 -119.95560746 20
111  36.33560120 -119.95566595 20
111  36.33563305 -119.95568309 20
115  36.33567072 -119.95570410
120 Linear Feature 67
111  36.33463770 -119.95513181 20
111  36.33474636 -119.95519029 20
111  36.33477821 -119.95520743 20
115  36.33481588 -119.95522844
120 Linear Feature 67
111  36.33370315 -119.95410383 20
111  36.33381119 -119.95416407 20
111  36.33384286 -119.95418172 20
115  36.33388030 -119.95420333
120 Linear Feature 67
111  36.33386389 -119.95561927 20
111  36.33375596 -119.95555871 20
111  36.33372433 -119.95554097 20
115  36.33368693 -119.95551924
120 Linear Feature 67
111  36.33300271 -119.95515511 20
111  36.33289479 -119.95509455 20
111  36.33286315 -119.95507681 20
115  36.33282575 -119.95505508
120 Linear Feature 67
111  36.33284363 -119.95362839 20
111  36.33295171 -119.95368852 20
111  36.33298339 -119.95370614 20
115  36.33302085 -119.95372772
120 Linear Feature 67
111  36.33215034 -119.95468074 20
111  36.33204174 -119.95462209 20
111  36.33200990 -119.95460490 20
115  36.33197226 -119.95458384
120 Linear Feature 67
111  36.33197610 -119.95315471 20
111  36.33208448 -119.95321399 20
111  36.33211625 -119.95323136 20
115  36.33215382 -119.95325264
120 Linear Feature 67
111  36.33498474 -119.95613687 20
111  36.33487617 -119.95607814 20
111  36.33484434 -119.95606093 20
115  36.33480670 -119.95603984
120 Linear Feature 67
111  36.33584277 -119.95660713 20
111  36.33573419 -119.95654840 20
111  36.33570237 -119.95653119 20
115  36.33566473 -119.95651009
120 Linear Feature 67
111  36.33297435 -119.94895673 20
111  36.33308301 -119.94901522 20
111  36.33311486 -119.94903235 20
115  36.33315253 -119.94905336
120 Linear Feature 67
111  36.33376473 -119.94959824 20
111  36.33387339 -119.94965673 20
111  36.33390524 -119.94967386 20
115  36.33394291 -119.94969487
120 Linear Feature 67
111  36.33419705 -119.95044251 20
111  36.33419705 -119.95044251 20
111  36.33408865 -119.95038329 20
111  36.33405687 -119.95036595 20
115  36.33401929 -119.95034469
120 Linear Feature 67
111  36.33462595 -119.95006827 20
111  36.33473461 -119.95012676 20
111  36.33476646 -119.95014389 20
115  36.33480413 -119.95016490
120 Linear Feature 67
111  36.33419705 -119.95044251 20
111  36.33419705 -119.95044251 20
111  36.33408865 -119.95038329 20
111  36.33405687 -119.95036595 20
115  36.33401929 -119.95034469
120 Linear Feature 67
111  36.33462595 -119.95006827 20
111  36.33473461 -119.95012676 20
111  36.33476646 -119.95014389 20
115  36.33480413 -119.95016490
120 Linear Feature 67
111  36.33543151 -119.95577882 20
111  36.33554017 -119.95583731 20
111  36.33557202 -119.95585444 20
115  36.33560969 -119.95587545
120 Linear Feature 67
111  36.33457667 -119.95530317 20
111  36.33468533 -119.95536165 20
111  36.33471719 -119.95537879 20
115  36.33475485 -119.95539980
120 Linear Feature 67
111  36.33364033 -119.95427419 20
111  36.33374837 -119.95433443 20
111  36.33378004 -119.95435208 20
115  36.33381749 -119.95437369
120 Linear Feature 67
111  36.33392704 -119.95544910 20
111  36.33381911 -119.95538854 20
111  36.33378748 -119.95537080 20
115  36.33375008 -119.95534907
120 Linear Feature 67
111  36.33306586 -119.95498494 20
111  36.33295794 -119.95492438 20
111  36.33292630 -119.95490664 20
115  36.33288890 -119.95488491
120 Linear Feature 67
111  36.33278092 -119.95379881 20
111  36.33288900 -119.95385894 20
111  36.33292069 -119.95387656 20
115  36.33295814 -119.95389814
120 Linear Feature 67
111  36.33221154 -119.95450947 20
111  36.33210293 -119.95445082 20
111  36.33207110 -119.95443364 20
115  36.33203345 -119.95441257
120 Linear Feature 67
111  36.33191426 -119.95332561 20
111  36.33202264 -119.95338490 20
111  36.33205441 -119.95340226 20
115  36.33209198 -119.95342355
120 Linear Feature 67
111  36.33504602 -119.95596565 20
111  36.33493745 -119.95590692 20
111  36.33490562 -119.95588971 20
115  36.33486798 -119.95586862
120 Linear Feature 67
111  36.33590405 -119.95643591 20
111  36.33579547 -119.95637718 20
111  36.33576365 -119.95635997 20
115  36.33572601 -119.95633888
120 Linear Feature 67
111  36.33284684 -119.94847831 20
111  36.33273926 -119.94841681 20
111  36.33270772 -119.94839880 20
115  36.33267045 -119.94837675
120 Linear Feature 67
111  36.33278474 -119.94864914 20
111  36.33267717 -119.94858764 20
111  36.33264563 -119.94856963 20
115  36.33260835 -119.94854757
120 Linear Feature 67
111  36.33272433 -119.94882413 20
111  36.33261675 -119.94876263 20
111  36.33258521 -119.94874462 20
115  36.33254794 -119.94872257
120 Linear Feature 67
111  36.33266223 -119.94899287 20
111  36.33255466 -119.94893137 20
111  36.33252311 -119.94891336 20
115  36.33248584 -119.94889131
120 Linear Feature 67
111  36.33291332 -119.94912809 20
111  36.33302198 -119.94918658 20
111  36.33305384 -119.94920371 20
115  36.33309150 -119.94922472
120 Linear Feature 67
111  36.33370370 -119.94976960 20
111  36.33381236 -119.94982809 20
111  36.33384422 -119.94984522 20
115  36.33388188 -119.94986623
120 Linear Feature 67
111  36.33425882 -119.95027156 20
111  36.33415042 -119.95021234 20
111  36.33411863 -119.95019500 20
115  36.33408107 -119.95017374
120 Linear Feature 67
111  36.33456492 -119.95023963 20
111  36.33467358 -119.95029812 20
111  36.33470544 -119.95031525 20
115  36.33474310 -119.95033626
120 Linear Feature 67
111  36.33425882 -119.95027156 20
111  36.33415042 -119.95021234 20
111  36.33411863 -119.95019500 20
115  36.33408107 -119.95017374
120 Linear Feature 67
111  36.33456492 -119.95023963 20
111  36.33467358 -119.95029812 20
111  36.33470544 -119.95031525 20
115  36.33474310 -119.95033626
120 Linear Feature 67
111  36.33537048 -119.95595018 20
111  36.33547914 -119.95600867 20
111  36.33551100 -119.95602580 20
115  36.33554866 -119.95604681
120 Linear Feature 67
111  36.33451564 -119.95547452 20
111  36.33462431 -119.95553301 20
111  36.33465616 -119.95555015 20
115  36.33469383 -119.95557116
120 Linear Feature 67
111  36.33357751 -119.95444455 20
111  36.33368555 -119.95450479 20
111  36.33371723 -119.95452243 20
115  36.33375467 -119.95454405
120 Linear Feature 67
111  36.33399019 -119.95527893 20
111  36.33388226 -119.95521837 20
111  36.33385063 -119.95520063 20
115  36.33381323 -119.95517890
120 Linear Feature 67
111  36.33312901 -119.95481477 20
111  36.33302109 -119.95475421 20
111  36.33298945 -119.95473647 20
115  36.33295205 -119.95471474
120 Linear Feature 67
111  36.33271822 -119.95396923 20
111  36.33282630 -119.95402937 20
111  36.33285798 -119.95404698 20
115  36.33289544 -119.95406856
120 Linear Feature 67
111  36.33227273 -119.95433821 20
111  36.33216413 -119.95427955 20
111  36.33213229 -119.95426237 20
115  36.33209465 -119.95424130
120 Linear Feature 67
111  36.33185242 -119.95349652 20
111  36.33196080 -119.95355581 20
111  36.33199257 -119.95357317 20
115  36.33203014 -119.95359446
120 Linear Feature 67
111  36.33510732 -119.95579878 20
111  36.33499874 -119.95574004 20
111  36.33496691 -119.95572284 20
115  36.33492928 -119.95570174
120 Linear Feature 67
111  36.33596534 -119.95626904 20
111  36.33585677 -119.95621030 20
111  36.33582494 -119.95619310 20
115  36.33578730 -119.95617200
120 Linear Feature 67
111  36.33364265 -119.94993661 20
111  36.33375132 -119.94999510 20
111  36.33378317 -119.95001224 20
115  36.33382084 -119.95003325
120 Linear Feature 67
111  36.33432060 -119.95010496 20
111  36.33421218 -119.95004575 20
111  36.33418041 -119.95002839 20
115  36.33414283 -119.95000713
120 Linear Feature 67
111  36.32713192 -119.95246814 20
111  36.32702380 -119.95240810 20
111  36.32699211 -119.95239050 20
115  36.32695464 -119.95236895
120 Linear Feature 67
111  36.32744130 -119.95161080 20
111  36.32733318 -119.95155076 20
111  36.32730149 -119.95153316 20
115  36.32726402 -119.95151162
120 Linear Feature 67
111  36.32801330 -119.95295932 20
111  36.32790518 -119.95289928 20
111  36.32787349 -119.95288168 20
115  36.32783602 -119.95286013
120 Linear Feature 67
111  36.32832628 -119.95209752 20
111  36.32821816 -119.95203748 20
111  36.32818648 -119.95201988 20
115  36.32814900 -119.95199833
120 Linear Feature 67
111  36.32793484 -119.95104509 20
111  36.32804347 -119.95110368 20
111  36.32807531 -119.95112085 20
115  36.32811297 -119.95114189
120 Linear Feature 67
111  36.32762905 -119.95190689 20
111  36.32773769 -119.95196548 20
111  36.32776953 -119.95198265 20
115  36.32780718 -119.95200369
120 Linear Feature 67
111  36.32849201 -119.95238947 20
111  36.32860064 -119.95244806 20
111  36.32863248 -119.95246523 20
115  36.32867014 -119.95248627
120 Linear Feature 67
111  36.32879779 -119.95151873 20
111  36.32890643 -119.95157732 20
111  36.32893827 -119.95159449 20
115  36.32897593 -119.95161553
120 Linear Feature 67
111  36.33212043 -119.94885426 20
111  36.33201196 -119.94879521 20
111  36.33198017 -119.94877790 20
115  36.33194257 -119.94875670
120 Linear Feature 67
111  36.33181717 -119.94971415 20
111  36.33170870 -119.94965510 20
111  36.33167691 -119.94963780 20
115  36.33163931 -119.94961659
120 Linear Feature 67
111  36.33169642 -119.94783909 20
111  36.33180444 -119.94789939 20
111  36.33183610 -119.94791706 20
115  36.33187354 -119.94793869
120 Linear Feature 67
111  36.33138686 -119.94869058 20
111  36.33149488 -119.94875088 20
111  36.33152655 -119.94876855 20
115  36.33156399 -119.94879019
120 Linear Feature 67
111  36.33003428 -119.94689684 20
111  36.33014231 -119.94695714 20
111  36.33017397 -119.94697481 20
115  36.33021141 -119.94699645
120 Linear Feature 67
111  36.32972155 -119.94775638 20
111  36.32982958 -119.94781668 20
111  36.32986124 -119.94783435 20
115  36.32989868 -119.94785598
120 Linear Feature 67
111  36.33053714 -119.94822984 20
111  36.33064517 -119.94829014 20
111  36.33067683 -119.94830781 20
115  36.33071426 -119.94832945
120 Linear Feature 67
111  36.33084634 -119.94737722 20
111  36.33095437 -119.94743751 20
111  36.33098603 -119.94745518 20
115  36.33102347 -119.94747682
120 Linear Feature 67
111  36.33004556 -119.94877902 20
111  36.32993710 -119.94871994 20
111  36.32990531 -119.94870262 20
115  36.32986771 -119.94868141
120 Linear Feature 67
111  36.33034935 -119.94791948 20
111  36.33024089 -119.94786040 20
111  36.33020910 -119.94784309 20
115  36.33017150 -119.94782187
120 Linear Feature 67
111  36.33119325 -119.94838203 20
111  36.33108478 -119.94832295 20
111  36.33105299 -119.94830564 20
115  36.33101540 -119.94828442
120 Linear Feature 67
111  36.33088495 -119.94924029 20
111  36.33077649 -119.94918121 20
111  36.33074470 -119.94916390 20
115  36.33070710 -119.94914269
120 Linear Feature 67
111  36.33345945 -119.94963531 20
111  36.33335099 -119.94957623 20
111  36.33331920 -119.94955892 20
115  36.33328160 -119.94953771
120 Linear Feature 67
111  36.33315522 -119.95048464 20
111  36.33304676 -119.95042556 20
111  36.33301497 -119.95040825 20
115  36.33297737 -119.95038704
120 Linear Feature 67
111  36.33450387 -119.95040664 20
111  36.33461254 -119.95046513 20
111  36.33464439 -119.95048227 20
115  36.33468206 -119.95050328
120 Linear Feature 67
111  36.33450387 -119.95040664 20
111  36.33461254 -119.95046513 20
111  36.33464439 -119.95048227 20
115  36.33468206 -119.95050328
120 Linear Feature 67
111  36.33432060 -119.95010496 20
111  36.33421218 -119.95004575 20
111  36.33418041 -119.95002839 20
115  36.33414283 -119.95000713
120 Linear Feature 67
111  36.33450387 -119.95040664 20
111  36.33461254 -119.95046513 20
111  36.33464439 -119.95048227 20
115  36.33468206 -119.95050328
120 Linear Feature 67
111  36.33450387 -119.95040664 20
111  36.33461254 -119.95046513 20
111  36.33464439 -119.95048227 20
115  36.33468206 -119.95050328
120 Linear Feature 67
111  36.33530943 -119.95611719 20
111  36.33541810 -119.95617568 20
111  36.33544995 -119.95619282 20
115  36.33548762 -119.95621383
120 Linear Feature 67
111  36.33445460 -119.95564154 20
111  36.33456326 -119.95570003 20
111  36.33459511 -119.95571716 20
115  36.33463278 -119.95573817
120 Linear Feature 67
111  36.33351472 -119.95461056 20
111  36.33362276 -119.95467080 20
111  36.33365443 -119.95468845 20
115  36.33369188 -119.95471006
120 Linear Feature 67
111  36.33405330 -119.95511311 20
111  36.33394538 -119.95505254 20
111  36.33391374 -119.95503480 20
115  36.33387634 -119.95501307
120 Linear Feature 67
111  36.33319213 -119.95464895 20
111  36.33308421 -119.95458839 20
111  36.33305257 -119.95457064 20
115  36.33301517 -119.95454891
120 Linear Feature 67
111  36.33265553 -119.95413531 20
111  36.33276361 -119.95419544 20
111  36.33279529 -119.95421306 20
115  36.33283275 -119.95423463
120 Linear Feature 67
111  36.33233395 -119.95417128 20
111  36.33222534 -119.95411263 20
111  36.33219350 -119.95409545 20
115  36.33215586 -119.95407438
120 Linear Feature 67
111  36.33179058 -119.95366309 20
111  36.33189896 -119.95372237 20
111  36.33193073 -119.95373974 20
115  36.33196830 -119.95376102
120 Linear Feature 67
111  36.33516742 -119.95562612 20
111  36.33505885 -119.95556738 20
111  36.33502702 -119.95555018 20
115  36.33498938 -119.95552908
120 Linear Feature 67
111  36.33602545 -119.95609637 20
111  36.33591687 -119.95603764 20
111  36.33588505 -119.95602043 20
115  36.33584741 -119.95599934
120 Linear Feature 67
111  36.33358280 -119.95010941 20
111  36.33369146 -119.95016790 20
111  36.33372332 -119.95018503 20
115  36.33376098 -119.95020604
120 Linear Feature 67
111  36.33438120 -119.94993257 20
111  36.33427280 -119.94987335 20
111  36.33424101 -119.94985601 20
115  36.33420344 -119.94983474
120 Linear Feature 67
111  36.32719337 -119.95229621 20
111  36.32708526 -119.95223616 20
111  36.32705356 -119.95221858 20
115  36.32701610 -119.95219703
120 Linear Feature 67
111  36.32750275 -119.95143887 20
111  36.32739464 -119.95137883 20
111  36.32736294 -119.95136124 20
115  36.32732548 -119.95133969
120 Linear Feature 67
111  36.32807475 -119.95278739 20
111  36.32796664 -119.95272735 20
