A
1050 Generated by WorldEditor 1.6.0r1

1    959 0 0 KLVN Airlake Airport
111  44.62836851 -093.22517229
111  44.62829114 -093.22522852
111  44.62832757 -093.22533178
111  44.62827751 -093.22537021
111  44.62824087 -093.22526978
111  44.62819734 -093.22530067
111  44.62823338 -093.22540016
111  44.62812105 -093.22547925
111  44.62812985 -093.22550704
111  44.62811402 -093.22551829
111  44.62807156 -093.22539061
111  44.62794254 -093.22548190
111  44.62792151 -093.22558823
111  44.62784088 -093.22537041
112  44.62792744 -093.22540938  44.62795985 -093.22539857
111  44.62792744 -093.22540938
111  44.62945446 -093.22429438
111  44.62947782 -093.22420290
111  44.62939460 -093.22398122
111  44.62932451 -093.22395958
111  44.62929777 -093.22397496
111  44.62933510 -093.22408036
111  44.62919250 -093.22418868
111  44.62918506 -093.22416997
111  44.62921463 -093.22414905
111  44.62918335 -093.22406535
111  44.62909818 -093.22412145
112  44.62909818 -093.22412145  44.62909447 -093.22413106
111  44.62909925 -093.22415314
111  44.62912774 -093.22422754
111  44.62908844 -093.22425651
111  44.62905549 -093.22417819
112  44.62904050 -093.22416510  44.62903484 -093.22416702
111  44.62904050 -093.22416510
111  44.62895539 -093.22422435
111  44.62899260 -093.22432560
111  44.62893907 -093.22436662
111  44.62890233 -093.22426688
111  44.62886062 -093.22429490
111  44.62889979 -093.22439338
111  44.62889259 -093.22439964
111  44.62877987 -093.22448542
111  44.62877547 -093.22448956
111  44.62873997 -093.22438356
111  44.62870180 -093.22441331
111  44.62874010 -093.22451552
111  44.62869042 -093.22455331
111  44.62866682 -093.22448414
112  44.62866682 -093.22448414  44.62865588 -093.22445861
111  44.62864143 -093.22445715
111  44.62861266 -093.22447612
111  44.62864579 -093.22458184
111  44.62853715 -093.22466066
111  44.62849680 -093.22456258
111  44.62846047 -093.22458717
111  44.62849519 -093.22468876
111  44.62844666 -093.22472465
111  44.62840158 -093.22463078
111  44.62834041 -093.22467651
111  44.62837790 -093.22477478
111  44.62832776 -093.22481046
111  44.62829125 -093.22471004
111  44.62824545 -093.22474668
111  44.62828051 -093.22484983
111  44.62824295 -093.22487810
111  44.62823131 -093.22488686
111  44.62821842 -093.22489656
111  44.62817956 -093.22492581
111  44.62816827 -093.22493474
111  44.62813025 -093.22482674
111  44.62809293 -093.22485471
111  44.62812949 -093.22495483
111  44.62810702 -093.22497088
111  44.62808246 -093.22498842
111  44.62804630 -093.22488970
111  44.62779017 -093.22507198
112  44.62779017 -093.22507198  44.62777582 -093.22508661
111  44.62776974 -093.22517789
111  44.62769240 -093.22497001
112  44.62777110 -093.22500021  44.62779895 -093.22499349
111  44.62777110 -093.22500021
111  44.62851138 -093.22445932
111  44.62848421 -093.22437319
111  44.62853045 -093.22433901
111  44.62856017 -093.22441997
111  44.62930109 -093.22388652
111  44.62932248 -093.22378610
111  44.62924463 -093.22358318
111  44.62917170 -093.22354561
111  44.62912349 -093.22358717
111  44.62915550 -093.22367370
111  44.62918084 -093.22365804
111  44.62918516 -093.22367298
111  44.62908038 -093.22374507
111  44.62907634 -093.22373202
111  44.62910654 -093.22370988
111  44.62907386 -093.22362237
111  44.62901045 -093.22366459
111  44.62904513 -093.22375421
111  44.62905509 -093.22374718
111  44.62906201 -093.22377012
111  44.62896317 -093.22383918
111  44.62895752 -093.22382208
111  44.62897374 -093.22381133
111  44.62893955 -093.22371868
111  44.62888972 -093.22375340
111  44.62892596 -093.22385563
111  44.62885592 -093.22390581
111  44.62881963 -093.22380350
111  44.62878073 -093.22383253
111  44.62882023 -093.22393481
111  44.62871563 -093.22400736
111  44.62867789 -093.22390531
111  44.62864217 -093.22393045
111  44.62867839 -093.22403636
111  44.62860712 -093.22408676
111  44.62856803 -093.22398729
111  44.62851584 -093.22402638
111  44.62851178 -093.22406158
111  44.62853723 -093.22413201
111  44.62835477 -093.22426803
111  44.62830849 -093.22417898
111  44.62825116 -093.22422002
111  44.62828718 -093.22431817
111  44.62823911 -093.22435556
111  44.62820327 -093.22425204
111  44.62812984 -093.22430335
111  44.62812792 -093.22432802
111  44.62816010 -093.22441215
111  44.62811148 -093.22444923
111  44.62807965 -093.22436180
111  44.62805908 -093.22435224
111  44.62764377 -093.22465843
112  44.62764377 -093.22465843  44.62762267 -093.22468768
111  44.62761788 -093.22477009
111  44.62754031 -093.22455969
112  44.62761863 -093.22458656  44.62762989 -093.22457825
111  44.62761863 -093.22458656
111  44.62915272 -093.22347287
111  44.62916852 -093.22337665
111  44.62909519 -093.22317456
112  44.62909519 -093.22317456  44.62907527 -093.22315416
111  44.62902389 -093.22313926
111  44.62898634 -093.22316564
111  44.62902071 -093.22327071
111  44.62894870 -093.22331919
111  44.62891409 -093.22321896
111  44.62886142 -093.22325540
111  44.62889772 -093.22335891
111  44.62882626 -093.22340913
111  44.62879034 -093.22330450
111  44.62877812 -093.22331561
112  44.62875704 -093.22335366  44.62875345 -093.22337035
111  44.62875704 -093.22335366
111  44.62878570 -093.22343983
111  44.62868932 -093.22350549
111  44.62866653 -093.22352293
111  44.62852909 -093.22361863
111  44.62851437 -093.22363023
111  44.62841400 -093.22370851
111  44.62839270 -093.22364741
111  44.62836665 -093.22361812
111  44.62830412 -093.22366201
111  44.62833652 -093.22375945
111  44.62826240 -093.22381494
111  44.62823682 -093.22374873
111  44.62821657 -093.22372548
111  44.62816693 -093.22376154
111  44.62816740 -093.22378336
111  44.62819731 -093.22386754
111  44.62812751 -093.22391911
111  44.62809769 -093.22383929
111  44.62808340 -093.22382490
111  44.62748901 -093.22425285
112  44.62748901 -093.22425285  44.62747449 -093.22428985
111  44.62746871 -093.22436634
111  44.62738760 -093.22414797
112  44.62747049 -093.22417894  44.62749176 -093.22416613
111  44.62747049 -093.22417894
111  44.62869055 -093.22329486
111  44.62866044 -093.22321195
111  44.62868244 -093.22319656
111  44.62871389 -093.22327778
111  44.62894774 -093.22310495
111  44.62891924 -093.22302161
111  44.62893843 -093.22300789
111  44.62896816 -093.22309265
111  44.62899733 -093.22307147
111  44.62902083 -093.22297151
111  44.62894491 -093.22276884
111  44.62887384 -093.22273536
111  44.62882285 -093.22277209
111  44.62885357 -093.22285748
111  44.62887721 -093.22284040
111  44.62888334 -093.22285705
111  44.62876627 -093.22294463
111  44.62875904 -093.22292769
111  44.62878368 -093.22291109
111  44.62875026 -093.22282617
111  44.62868408 -093.22287598
111  44.62871717 -093.22295995
111  44.62873945 -093.22294335
111  44.62874423 -093.22295555
111  44.62864082 -093.22303157
111  44.62863715 -093.22302068
111  44.62866416 -093.22299886
111  44.62863074 -093.22290635
111  44.62859022 -093.22294003
111  44.62862443 -093.22304225
111  44.62850646 -093.22313129
111  44.62846767 -093.22302779
111  44.62842783 -093.22305531
111  44.62846260 -093.22314450
111  44.62848151 -093.22313216
111  44.62848814 -093.22314644
111  44.62837083 -093.22323208
111  44.62836453 -093.22321666
111  44.62838697 -093.22319811
111  44.62835625 -093.22311224
111  44.62828839 -093.22316253
111  44.62832080 -093.22324415
111  44.62834369 -093.22323012
111  44.62834896 -093.22324847
111  44.62825014 -093.22331943
111  44.62824618 -093.22329916
111  44.62826983 -093.22328165
111  44.62823808 -093.22319526
111  44.62816289 -093.22325119
111  44.62819610 -093.22333881
111  44.62822114 -093.22332169
111  44.62822653 -093.22333793
111  44.62812932 -093.22341127
111  44.62812177 -093.22339612
111  44.62814801 -093.22337785
111  44.62811696 -093.22328817
111  44.62771283 -093.22357574
111  44.62774347 -093.22366113
111  44.62776777 -093.22364474
111  44.62777528 -093.22366772
111  44.62767482 -093.22373693
111  44.62767039 -093.22371787
111  44.62769533 -093.22370007
111  44.62766130 -093.22361400
111  44.62756504 -093.22368641
111  44.62759567 -093.22377590
111  44.62762127 -093.22375791
111  44.62762874 -093.22378139
111  44.62751986 -093.22386191
111  44.62751148 -093.22383727
111  44.62754753 -093.22381199
111  44.62751496 -093.22372125
111  44.62734081 -093.22384535
112  44.62734081 -093.22384535  44.62731970 -093.22388784
111  44.62731601 -093.22395468
111  44.62723812 -093.22374438
112  44.62731667 -093.22377722  44.62733449 -093.22376503
111  44.62731667 -093.22377722
111  44.62755766 -093.22360147
111  44.62752659 -093.22351462
111  44.62754637 -093.22349935
111  44.62758027 -093.22358212
111  44.62785266 -093.22338244
111  44.62782275 -093.22330160
111  44.62784353 -093.22328629
111  44.62787499 -093.22336871
111  44.62848008 -093.22292786
111  44.62844984 -093.22284352
111  44.62847901 -093.22282317
111  44.62851166 -093.22290389
111  44.62877706 -093.22271846
111  44.62875125 -093.22264240
111  44.62878268 -093.22261715
111  44.62881016 -093.22269307
111  44.62884498 -093.22266657
111  44.62886809 -093.22255925
111  44.62879799 -093.22237054
112  44.62879799 -093.22237054  44.62876963 -093.22232272
111  44.62871129 -093.22233069
111  44.62865983 -093.22236371
111  44.62869386 -093.22245536
111  44.62872668 -093.22243145
111  44.62873093 -093.22244356
111  44.62857631 -093.22255181
111  44.62853910 -093.22245650
111  44.62850463 -093.22248180
111  44.62854272 -093.22258767
111  44.62844365 -093.22265865
111  44.62840621 -093.22255840
111  44.62838716 -093.22256979
111  44.62842452 -093.22267417
111  44.62828724 -093.22277311
111  44.62825103 -093.22266827
111  44.62821951 -093.22268873
111  44.62825561 -093.22279081
111  44.62815581 -093.22286220
111  44.62812275 -093.22276280
111  44.62770067 -093.22307044
111  44.62773308 -093.22315583
111  44.62776043 -093.22313781
111  44.62776715 -093.22315460
111  44.62765738 -093.22323093
111  44.62765239 -093.22321513
111  44.62767231 -093.22320138
111  44.62763889 -093.22311029
111  44.62754739 -093.22317718
111  44.62757845 -093.22325593
111  44.62761930 -093.22322510
111  44.62762674 -093.22324834
111  44.62753445 -093.22331257
111  44.62749715 -093.22321112
111  44.62744441 -093.22325166
111  44.62747615 -093.22334322
111  44.62748662 -093.22333563
111  44.62749359 -093.22335691
111  44.62737116 -093.22344393
111  44.62736338 -093.22342529
111  44.62737689 -093.22341153
111  44.62734524 -093.22332403
111  44.62719379 -093.22343451
112  44.62719379 -093.22343451  44.62717202 -093.22345702
111  44.62716453 -093.22354630
111  44.62708934 -093.22334360
112  44.62716918 -093.22336631  44.62719963 -093.22335418
111  44.62716918 -093.22336631
111  44.62755656 -093.22308599
111  44.62751656 -093.22297402
111  44.62753852 -093.22295821
111  44.62758070 -093.22306721
111  44.62778490 -093.22291760
111  44.62775127 -093.22282320
111  44.62779740 -093.22278941
111  44.62783206 -093.22288208
111  44.62869075 -093.22226049
112  44.62870582 -093.22212318  44.62868540 -093.22201934
111  44.62870582 -093.22212318
111  44.62861658 -093.22188524
112  44.62861658 -093.22188524  44.62859941 -093.22185519
111  44.62853755 -093.22185079
111  44.62849187 -093.22188250
111  44.62853954 -093.22200791
111  44.62841953 -093.22209488
111  44.62837268 -093.22197325
111  44.62827455 -093.22204509
111  44.62831665 -093.22216386
111  44.62826565 -093.22220089
111  44.62822253 -093.22207993
111  44.62774359 -093.22242982
111  44.62779013 -093.22255119
111  44.62774267 -093.22258551
111  44.62769868 -093.22246730
111  44.62762069 -093.22252186
111  44.62766405 -093.22264236
111  44.62761390 -093.22267862
111  44.62757106 -093.22255791
111  44.62750354 -093.22260306
111  44.62754949 -093.22272612
111  44.62751872 -093.22274725
111  44.62747416 -093.22262338
111  44.62740866 -093.22266939
111  44.62745585 -093.22279217
111  44.62738220 -093.22284197
111  44.62733844 -093.22272016
111  44.62725757 -093.22278046
111  44.62730388 -093.22290732
111  44.62723107 -093.22295563
111  44.62718830 -093.22283314
111  44.62701327 -093.22296599
112  44.62701327 -093.22296599  44.62698525 -093.22301343
111  44.62699278 -093.22308259
111  44.62691128 -093.22286282
112  44.62699227 -093.22288807  44.62702806 -093.22286672
111  44.62699227 -093.22288807
111  44.62734873 -093.22263069
111  44.62731137 -093.22251776
111  44.62733026 -093.22250510
111  44.62737002 -093.22261402
111  44.62741631 -093.22257945
111  44.62737811 -093.22247354
111  44.62740020 -093.22245608
111  44.62743906 -093.22256173
111  44.62779115 -093.22230527
111  44.62775652 -093.22220025
111  44.62777577 -093.22218663
111  44.62781052 -093.22228931
111  44.62790545 -093.22222315
111  44.62787063 -093.22211997
111  44.62789376 -093.22210282
111  44.62793038 -093.22220744
111  44.62851925 -093.22177588
112  44.62853074 -093.22165993  44.62851757 -093.22160300
111  44.62853074 -093.22165993
111  44.62845468 -093.22144007
112  44.62845468 -093.22144007  44.62842294 -093.22136511
111  44.62835250 -093.22137952
111  44.62830392 -093.22141249
111  44.62834688 -093.22153370
111  44.62822690 -093.22162402
111  44.62822764 -093.22157709
111  44.62819497 -093.22149593
111  44.62777029 -093.22179743
111  44.62781095 -093.22192363
111  44.62775698 -093.22196285
111  44.62771276 -093.22184184
111  44.62762703 -093.22190309
111  44.62767246 -093.22202697
111  44.62762399 -093.22206038
111  44.62758149 -093.22193805
111  44.62750613 -093.22199213
111  44.62753166 -093.22205646
111  44.62757706 -093.22210494
111  44.62744690 -093.22219450
111  44.62744506 -093.22211758
111  44.62742081 -093.22205381
111  44.62735110 -093.22210362
111  44.62739269 -093.22222482
111  44.62733795 -093.22226429
111  44.62729314 -093.22214985
111  44.62721512 -093.22220633
111  44.62725769 -093.22232851
111  44.62719126 -093.22237631
111  44.62714889 -093.22225258
111  44.62706770 -093.22230842
111  44.62710855 -093.22242572
111  44.62705334 -093.22246723
111  44.62701450 -093.22235072
111  44.62683879 -093.22247755
112  44.62683879 -093.22247755  44.62680981 -093.22252143
111  44.62681633 -093.22260647
111  44.62673140 -093.22237739
112  44.62681147 -093.22241368  44.62684574 -093.22240063
111  44.62681147 -093.22241368
111  44.62698367 -093.22228963
111  44.62694562 -093.22218162
111  44.62700189 -093.22214253
111  44.62703897 -093.22224933
111  44.62712511 -093.22218841
111  44.62708546 -093.22207936
111  44.62714210 -093.22203561
111  44.62718112 -093.22214513
111  44.62726513 -093.22208414
111  44.62722623 -093.22198215
111  44.62728442 -093.22193888
111  44.62732044 -093.22204479
111  44.62773490 -093.22174180
111  44.62769476 -093.22163187
111  44.62774839 -093.22158924
111  44.62778951 -093.22170246
111  44.62791067 -093.22160940
111  44.62787604 -093.22150088
111  44.62793283 -093.22146304
111  44.62797010 -093.22156849
111  44.62833166 -093.22130582
112  44.62835191 -093.22117004  44.62833408 -093.22107781
111  44.62835191 -093.22117004
111  44.62826465 -093.22092979
112  44.62826465 -093.22092979  44.62821401 -093.22084356
111  44.62815169 -093.22087749
111  44.62782113 -093.22111719
111  44.62781785 -093.22114552
111  44.62785327 -093.22124833
111  44.62779268 -093.22129409
111  44.62774981 -093.22117163
111  44.62766910 -093.22123517
111  44.62771104 -093.22134924
111  44.62763998 -093.22140115
111  44.62759277 -093.22128367
111  44.62748144 -093.22136428
111  44.62752438 -093.22148225
111  44.62746555 -093.22152234
111  44.62742066 -093.22140800
111  44.62732537 -093.22147700
111  44.62736864 -093.22159872
111  44.62729701 -093.22164931
111  44.62725293 -093.22153028
111  44.62715602 -093.22160202
111  44.62719888 -093.22171783
111  44.62714432 -093.22175735
111  44.62710149 -093.22164179
111  44.62701421 -093.22170354
111  44.62706033 -093.22182376
111  44.62700407 -093.22186223
111  44.62695952 -093.22174529
111  44.62687579 -093.22180838
111  44.62691624 -093.22192382
111  44.62686030 -093.22195984
111  44.62681772 -093.22184681
111  44.62664939 -093.22197677
112  44.62664939 -093.22197677  44.62662672 -093.22199516
111  44.62662556 -093.22209327
111  44.62654646 -093.22188003
112  44.62663130 -093.22189889  44.62666022 -093.22188352
111  44.62663130 -093.22189889
111  44.62675803 -093.22180520
111  44.62692575 -093.22168121
111  44.62704818 -093.22159070
111  44.62710666 -093.22154747
111  44.62715885 -093.22150888
111  44.62712371 -093.22139877
111  44.62714409 -093.22138336
111  44.62718219 -093.22149085
111  44.62752372 -093.22124632
111  44.62748428 -093.22113697
111  44.62754336 -093.22109482
111  44.62758352 -093.22120249
111  44.62814685 -093.22079452
112  44.62816295 -093.22065877  44.62815128 -093.22056313
111  44.62816295 -093.22065877
111  44.62806844 -093.22039907
112  44.62798283 -093.22035721  44.62795177 -093.22037618
111  44.62798283 -093.22035721
111  44.62769939 -093.22056215
111  44.62773988 -093.22068007
111  44.62756897 -093.22080400
111  44.62756333 -093.22079035
111  44.62759291 -093.22076914
111  44.62755443 -093.22066485
111  44.62746683 -093.22072587
111  44.62751033 -093.22085310
111  44.62736937 -093.22095024
111  44.62732615 -093.22082922
111  44.62726063 -093.22087737
111  44.62730231 -093.22099718
111  44.62724340 -093.22104001
111  44.62719900 -093.22091870
111  44.62709399 -093.22099710
111  44.62713865 -093.22112386
111  44.62701019 -093.22121965
111  44.62700239 -093.22119741
111  44.62704323 -093.22116790
111  44.62700473 -093.22106707
111  44.62694522 -093.22110888
111  44.62710666 -093.22154747
111  44.62704818 -093.22159070
111  44.62701070 -093.22148835
111  44.62705459 -093.22145738
111  44.62698049 -093.22123987
111  44.62682258 -093.22134348
111  44.62689878 -093.22156743
111  44.62688927 -093.22157494
111  44.62692575 -093.22168121
111  44.62675803 -093.22180520
111  44.62671788 -093.22169813
111  44.62687382 -093.22158744
111  44.62679891 -093.22136624
111  44.62663733 -093.22148134
111  44.62663244 -093.22148431
111  44.62659875 -093.22138214
111  44.62645502 -093.22147911
112  44.62645502 -093.22147911  44.62642800 -093.22151457
111  44.62643373 -093.22157611
111  44.62635000 -093.22135266
112  44.62635000 -093.22135266  44.62640793 -093.22140959
111  44.62645064 -093.22138009
111  44.62806171 -093.22021181
111  44.63013079 -093.22579140
111  44.63008394 -093.22583191
111  44.63006900 -093.22584570
111  44.63009055 -093.22600254
111  44.62984426 -093.22604717
111  44.62983120 -093.22594949
111  44.62980447 -093.22592659
111  44.62977727 -093.22594832
112  44.62977727 -093.22594832  44.62973906 -093.22599774
111  44.62974201 -093.22605538
111  44.62991346 -093.22760847
111  44.62985395 -093.22762422
111  44.62968943 -093.22611219
111  44.62962222 -093.22606201
111  44.62891382 -093.22657592
111  44.62895204 -093.22668003
111  44.62898323 -093.22665697
111  44.62898762 -093.22667036
111  44.62884197 -093.22677198
111  44.62883855 -093.22676306
111  44.62888027 -093.22673268
111  44.62884040 -093.22662816
111  44.62873132 -093.22670797
111  44.62877392 -093.22682438
111  44.62865916 -093.22690873
111  44.62865434 -093.22689252
111  44.62869452 -093.22686121
111  44.62865772 -093.22675968
111  44.62846865 -093.22689489
113  44.62844783 -093.22700361
111  44.62835356 -093.22582786
111  44.62842933 -093.22577245
111  44.62840372 -093.22569359
113  44.62832471 -093.22574669
111  44.62952706 -093.22500875
111  44.62957137 -093.22497811
112  44.62957325 -093.22495864  44.62957057 -093.22494793
111  44.62957325 -093.22495864
111  44.62954417 -093.22488125
112  44.62954417 -093.22488125  44.62953513 -093.22486918
111  44.62953081 -093.22487137
111  44.62949012 -093.22490211
112  44.62948670 -093.22492427  44.62949021 -093.22493651
111  44.62948670 -093.22492427
112  44.62951675 -093.22500548  44.62951686 -093.22500580
111  44.62951675 -093.22500548
114  44.62951675 -093.22500548  44.62951924 -093.22500897
110 2 0.25 0.0000 New Taxiway 110
111  44.62968158 -093.22871546
111  44.62967533 -093.22869877
111  44.62975128 -093.22864123
113  44.62975690 -093.22865836
110 2 0.25 0.0000 New Taxiway 109
111  44.62969348 -093.22875133
111  44.62968770 -093.22873562
111  44.62976441 -093.22867637
113  44.62977066 -093.22869174
110 2 0.25 0.0000 New Taxiway 108
111  44.62966373 -093.22884690
111  44.62958756 -093.22890384
111  44.62952404 -093.22873172
113  44.62960117 -093.22867981
110 2 0.25 0.0000 New Taxiway 113
111  44.62960298 -093.22848029
111  44.62955634 -093.22835090
111  44.62954369 -093.22831579
111  44.62953043 -093.22827900
111  44.62950292 -093.22820266
111  44.62970128 -093.22805922
113  44.62980435 -093.22833939
110 1 0.25 0.0000 New Taxiway 90
111  44.62915677 -093.22891723
112  44.62924773 -093.22895442  44.62928484 -093.22896575
111  44.62924773 -093.22895442
112  44.62924773 -093.22895442  44.62925934 -093.22895732
112  44.62928991 -093.22894950  44.62930379 -093.22894317
111  44.62928991 -093.22894950
112  44.62928991 -093.22894950  44.62929441 -093.22894634
112  44.62932724 -093.22891147  44.62933174 -093.22890040
112  44.62933377 -093.22887344  44.62933527 -093.22884287
111  44.62914898 -093.22837772
112  44.62912202 -093.22835281  44.62910528 -093.22834825
111  44.62905639 -093.22839012
112  44.62902893 -093.22845918  44.62902083 -093.22849409
111  44.62901606 -093.22853787
111  44.62882637 -093.22802648
112  44.62890522 -093.22802943  44.62892587 -093.22801428
111  44.62890522 -093.22802943
112  44.62890522 -093.22802943  44.62892074 -093.22801668
112  44.62895550 -093.22798604  44.62896135 -093.22798035
111  44.62895550 -093.22798604
112  44.62895550 -093.22798604  44.62896900 -093.22796011
111  44.62896576 -093.22791622
111  44.62877065 -093.22740679
111  44.62871444 -093.22739927
112  44.62871444 -093.22739927  44.62861999 -093.22745587
111  44.62865427 -093.22756252
111  44.62850894 -093.22717072
111  44.62860030 -093.22724139
111  44.62869428 -093.22724595
112  44.62869428 -093.22724595  44.62879202 -093.22724866
112  44.62881528 -093.22716845  44.62881941 -093.22715422
111  44.62882260 -093.22711402
111  44.62881839 -093.22709939
111  44.62885035 -093.22707564
111  44.62897260 -093.22707749
111  44.62894399 -093.22700075
111  44.62897103 -093.22698128
111  44.62900516 -093.22707799
111  44.62918151 -093.22708066
111  44.62918223 -093.22715497
111  44.62903632 -093.22715721
111  44.62903761 -093.22750085
111  44.62926153 -093.22750108
111  44.62926409 -093.22766867
111  44.62926957 -093.22795339
111  44.62940765 -093.22807029
111  44.62941787 -093.22807800
111  44.62947086 -093.22811349
111  44.62950292 -093.22820266
111  44.62953043 -093.22827900
111  44.62954369 -093.22831579
111  44.62955634 -093.22835090
111  44.62960298 -093.22848029
111  44.62961548 -093.22851484
111  44.62959252 -093.22853381
111  44.62962898 -093.22863247
111  44.62973475 -093.22855405
111  44.62974247 -093.22857567
111  44.62989339 -093.22898906
111  44.62991121 -093.22903799
111  44.62995922 -093.22900109
111  44.63006056 -093.22927330
111  44.63007002 -093.22926687
111  44.63011458 -093.22938967
111  44.63001656 -093.22946132
111  44.62966674 -093.22970715
112  44.62966674 -093.22970715  44.62964225 -093.22972033
111  44.62963343 -093.22969450
111  44.62940614 -093.22908736
112  44.62936788 -093.22906523  44.62935434 -093.22907145
112  44.62931438 -093.22911026  44.62929849 -093.22914430
113  44.62928881 -093.22927319
110 1 0.25 0.0000 Runway_Turn_around_thingy
111  44.63082751 -093.23581971
111  44.63107618 -093.23582182
111  44.63120821 -093.23618918
113  44.63100962 -093.23633038
110 1 0.00 0.0000 New Taxiway 1
111  44.63063988 -093.23530737
111  44.63066545 -093.23533222
112  44.63066545 -093.23533222  44.63075176 -093.23541130 102
112  44.63082903 -093.23535495  44.63087704 -093.23532563
111  44.63082903 -093.23535495 102
111  44.63120588 -093.23507533
112  44.63120588 -093.23507533  44.63125382 -093.23499862 102
112  44.63124527 -093.23491523  44.63124207 -093.23484285
111  44.63124527 -093.23491523
112  44.63124527 -093.23491523  44.63124499 -093.23491447 102
111  44.62918891 -093.22935198
112  44.62918891 -093.22935198  44.62916063 -093.22932515 102
112  44.62906606 -093.22929908  44.62903544 -093.22929962
111  44.62906606 -093.22929908 102
111  44.62905390 -093.22930171 102
111  44.62863952 -093.22960531
112  44.62863952 -093.22960531  44.62861345 -093.22965966 102
112  44.62861286 -093.22979859  44.62861878 -093.22988050
111  44.62861286 -093.22979859
111  44.62862081 -093.22987538
111  44.62842830 -093.22935213
111  44.62845783 -093.22938119
112  44.62845783 -093.22938119  44.62852299 -093.22944000 102
112  44.62859150 -093.22945044  44.62861084 -093.22944801
111  44.62859150 -093.22945044 102
111  44.62900657 -093.22915401 102
111  44.62901331 -093.22913940
112  44.62901331 -093.22913940  44.62903897 -093.22907872 102
112  44.62904046 -093.22893706  44.62903141 -093.22887857
111  44.62904046 -093.22893706 102
111  44.62837128 -093.22714104 102
112  44.62825392 -093.22710997  44.62820799 -093.22713648
111  44.62825392 -093.22710997 102
111  44.62786271 -093.22738482
112  44.62786271 -093.22738482  44.62779839 -093.22743528 102
112  44.62779281 -093.22758617  44.62779510 -093.22764435
111  44.62779281 -093.22758617
111  44.62779808 -093.22763815
111  44.62761329 -093.22713388
111  44.62763391 -093.22716008
112  44.62763391 -093.22716008  44.62770730 -093.22724844 102
112  44.62777465 -093.22725983  44.62782053 -093.22725983
111  44.62777465 -093.22725983 102
111  44.62818839 -093.22696952 102
111  44.62819932 -093.22695302
112  44.62819932 -093.22695302  44.62823275 -093.22689316 102
112  44.62823521 -093.22675865  44.62822875 -093.22673493
111  44.62823521 -093.22675865 102
111  44.62666337 -093.22254371 102
112  44.62653226 -093.22247068  44.62644745 -093.22249991
111  44.62653226 -093.22247068 102
111  44.62613184 -093.22275614
112  44.62613184 -093.22275614  44.62606493 -093.22282833 102
112  44.62609124 -093.22300039  44.62609922 -093.22307961
111  44.62609124 -093.22300039
111  44.62609904 -093.22304765
111  44.62589927 -093.22250642
111  44.62591478 -093.22252202
112  44.62591478 -093.22252202  44.62594344 -093.22255183 102
112  44.62607396 -093.22262005  44.62611941 -093.22260524
111  44.62607396 -093.22262005 102
111  44.62647759 -093.22232232
112  44.62647759 -093.22232232  44.62652323 -093.22225065 102
111  44.62651690 -093.22213046 102
111  44.62607875 -093.22096594 102
112  44.62592782 -093.22082764  44.62581021 -093.22084675
111  44.62592782 -093.22082764 102
111  44.62550726 -093.22114697
112  44.62550726 -093.22114697  44.62548218 -093.22119359 102
112  44.62547936 -093.22135220  44.62549055 -093.22149423
111  44.62547936 -093.22135220
111  44.62548510 -093.22142866
111  44.62534866 -093.22106028
111  44.62536694 -093.22104756 102
111  44.62571285 -093.22079204 102
112  44.62582568 -093.22053580  44.62594863 -093.22044463
111  44.62582568 -093.22053580 102
111  44.62600575 -093.22042232 102
111  44.62635000 -093.22135266
111  44.62643373 -093.22157611 102
111  44.62654646 -093.22188003
111  44.62662556 -093.22209327 102
111  44.62673140 -093.22237739
111  44.62681633 -093.22260647 102
111  44.62691128 -093.22286282
111  44.62699278 -093.22308259 102
111  44.62708934 -093.22334360
111  44.62716453 -093.22354630 102
111  44.62723812 -093.22374438
111  44.62731601 -093.22395468 102
111  44.62738760 -093.22414797
111  44.62746871 -093.22436634 102
111  44.62754031 -093.22455969
111  44.62761788 -093.22477009 102
111  44.62769240 -093.22497001
111  44.62776974 -093.22517789 102
111  44.62784088 -093.22537041
111  44.62792151 -093.22558823 102
111  44.62799993 -093.22580356
111  44.62807974 -093.22601546 102
111  44.62817881 -093.22628123
111  44.62825659 -093.22649037 102
111  44.62837055 -093.22679763
111  44.62844783 -093.22700361 102
111  44.62850894 -093.22717072
111  44.62865427 -093.22756252 102
111  44.62882637 -093.22802648
111  44.62901606 -093.22853787 102
111  44.62915677 -093.22891723
111  44.62928881 -093.22927319 102
111  44.63144584 -093.23508837 102
111  44.63087636 -093.23551602 102
112  44.63081477 -093.23573533  44.63083101 -093.23588744
111  44.63081477 -093.23573533
113  44.63082480 -093.23579263
110 1 0.25 0.0000 New Taxiway 23
111  44.63066278 -093.23588168
111  44.63056567 -093.23581239
112  44.63056567 -093.23581239  44.63054137 -093.23579848
112  44.63046593 -093.23580536  44.63044118 -093.23582307
111  44.63046593 -093.23580536
111  44.63014534 -093.23602868
111  44.63010718 -093.23620066
111  44.63008809 -093.23628672
111  44.62975538 -093.23652427
111  44.62959983 -093.23642713
111  44.62939729 -093.23657740
112  44.62928981 -093.23662217  44.62926767 -093.23661231
111  44.62928981 -093.23662217
111  44.62688401 -093.23012924
111  44.62698685 -093.23005523
111  44.62707871 -093.23030443
112  44.62707871 -093.23030443  44.62713164 -093.23042510
112  44.62720771 -093.23042396  44.62724038 -093.23043003
111  44.62720771 -093.23042396
