A
1050 Generated by WorldEditor 1.6.0r1

1    131 1 0 KFMH Cape Cod CGAS
110 1 0.00 0.0000 NE Tarmac
111  41.65632030 -070.50706441
111  41.65667969 -070.50711429
111  41.65669389 -070.50709529
111  41.65672584 -070.50679361
111  41.65666727 -070.50675323
111  41.65635225 -070.50669860
112  41.65631941 -070.50663921  41.65630433 -070.50659289
111  41.65632474 -070.50653826
112  41.65632508 -070.50663383  41.65633461 -070.50665935
111  41.65636248 -070.50667603
112  41.65643142 -070.50664757  41.65646075 -070.50661714
111  41.65649669 -070.50657886
111  41.65659129 -070.50658573
111  41.65677391 -070.50684192
111  41.65674604 -070.50707553
113  41.65647982 -070.50729443
110 1 0.00 0.0000 NE Tarmac
111  41.65256561 -070.51041430
112  41.65256561 -070.51041430  41.65262407 -070.51029084
111  41.65271502 -070.51016565
111  41.65378530 -070.50906761
112  41.65401868 -070.50891038  41.65412158 -070.50887595
111  41.65423733 -070.50888360
111  41.65485187 -070.50897924
111  41.65489474 -070.50866364
111  41.65487187 -070.50862921
111  41.65452031 -070.50856800
112  41.65448774 -070.50849233  41.65447947 -070.50844174
111  41.65450607 -070.50839361
111  41.65486777 -070.50802567
112  41.65509409 -070.50793640  41.65517204 -070.50793987
111  41.65525389 -070.50796074
111  41.65577618 -070.50805464
111  41.65581126 -070.50770512
111  41.65544617 -070.50763731
112  41.65540475 -070.50756996  41.65539322 -070.50752482
111  41.65540387 -070.50747375
111  41.65578485 -070.50708842
112  41.65578485 -070.50708842  41.65582264 -070.50705681
111  41.65590178 -070.50702993
111  41.65544281 -070.50748940
112  41.65545060 -070.50756939  41.65547269 -070.50759547
111  41.65549867 -070.50759721
111  41.65560131 -070.50749983
111  41.65568316 -070.50751722
111  41.65581126 -070.50770512
111  41.65585466 -070.50777284
111  41.65583777 -070.50800237
111  41.65577618 -070.50805464
111  41.65556363 -070.50823886
111  41.65549348 -070.50811540
112  41.65544151 -070.50804932  41.65541942 -070.50803193
111  41.65535446 -070.50802150
111  41.65524273 -070.50800585
112  41.65509202 -070.50799367  41.65502186 -070.50799367
111  41.65487375 -070.50808062
111  41.65453075 -070.50840926
112  41.65452945 -070.50849969  41.65455154 -070.50852403
111  41.65458142 -070.50853446
111  41.65468536 -070.50843013
111  41.65477241 -070.50845795
111  41.65494261 -070.50870661
111  41.65491143 -070.50894136
111  41.65462430 -070.50915697
111  41.65453595 -070.50897787
111  41.65424103 -070.50892223
112  41.65402795 -070.50896396  41.65396949 -070.50899352
113  41.65384866 -070.50912046
110 1 0.00 0.0000 NE Tarmac
111  41.66700511 -070.51138641
111  41.66695630 -070.51130932
111  41.66700599 -070.51075623
112  41.66700954 -070.51047232  41.66700066 -070.51030245
111  41.66687857 -070.51017799
112  41.66667802 -070.51006751  41.66655468 -070.51004970
111  41.66645618 -070.51015423
111  41.66627870 -070.51034786
112  41.66617665 -070.51044526  41.66612962 -070.51048921
111  41.66604975 -070.51050703
111  41.66605064 -070.51052366
112  41.66602804 -070.51052113  41.66601828 -070.51052098
111  41.66600361 -070.51052128
111  41.66577291 -070.51054321
111  41.66590099 -070.51043171
112  41.66608878 -070.51040484  41.66616792 -070.51036531
111  41.66622225 -070.51028467
111  41.66645375 -070.51004751
112  41.66670414 -070.50997478  41.66684115 -070.50999692
111  41.66693328 -070.51011550
112  41.66707619 -070.51046018  41.66708682 -070.51061354
111  41.66707147 -070.51076532
111  41.66703131 -070.51124914
113  41.66706872 -070.51131748
110 2 0.00 0.0000 NE Tarmac
111  41.66402365 -070.51269607
111  41.66426869 -070.51278811
111  41.66472053 -070.51340581
111  41.66474981 -070.51345154
111  41.66488257 -070.51362924
111  41.66481521 -070.51370372
111  41.66474396 -070.51369196
111  41.66465122 -070.51356130
111  41.66472736 -070.51346722
111  41.66473615 -070.51347506
111  41.66474981 -070.51345154
111  41.66472053 -070.51340581
113  41.66461315 -070.51351556
110 1 0.00 0.0000 NE Tarmac
111  41.65171645 -070.51043866
111  41.65177794 -070.51038510
111  41.65188044 -070.51056015
111  41.65363464 -070.50877576
112  41.65382792 -070.50850846  41.65388375 -070.50838200
111  41.65389341 -070.50819950
111  41.65392670 -070.50791352
111  41.65384724 -070.50778706
111  41.65385691 -070.50768072
111  41.65399774 -070.50749477
111  41.65405041 -070.50743163
111  41.65422403 -070.50746640
111  41.65426403 -070.50754794
111  41.65436340 -070.50775884
111  41.65435632 -070.50786476
111  41.65425828 -070.50796751
112  41.65427954 -070.50804654  41.65431143 -070.50808290
111  41.65433151 -070.50804654
111  41.65460907 -070.50777623
112  41.65470711 -070.50764503  41.65474018 -070.50757864
111  41.65479687 -070.50740791
111  41.65483939 -070.50696846
111  41.65472847 -070.50677726
111  41.65491476 -070.50656149
111  41.65496469 -070.50650160
111  41.65514039 -070.50653034
111  41.65528389 -070.50682037
111  41.65527119 -070.50693142
111  41.65517944 -070.50702548
112  41.65519311 -070.50712085  41.65522532 -070.50714960
111  41.65525265 -070.50712085
111  41.65560989 -070.50675126
112  41.65566196 -070.50669531  41.65567483 -070.50667862
111  41.65568998 -070.50665774
112  41.65568998 -070.50665774  41.65563630 -070.50677401
111  41.65554259 -070.50687591
111  41.65523955 -070.50718502
112  41.65516678 -070.50715889  41.65514637 -070.50711850
111  41.65513572 -070.50708525
111  41.65517832 -070.50662562
111  41.65516501 -070.50660068
111  41.65491476 -070.50656149
111  41.65482330 -070.50745283
112  41.65473326 -070.50766793  41.65467609 -070.50775661
111  41.65473326 -070.50766793
112  41.65473326 -070.50766793  41.65467609 -070.50775661
111  41.65463582 -070.50780529
111  41.65432531 -070.50811829
112  41.65424900 -070.50808972  41.65422645 -070.50805954
111  41.65422430 -070.50799918
111  41.65426403 -070.50754794
111  41.65399774 -070.50749477
111  41.65392150 -070.50828516
112  41.65385064 -070.50855820  41.65379910 -070.50870047
111  41.65368528 -070.50882980
111  41.65235940 -070.51018335
111  41.65191906 -070.51063288
111  41.65254649 -070.51172977
111  41.65627689 -070.51822895
112  41.65640960 -070.51830627  41.65649013 -070.51831633
111  41.65655348 -070.51824735
111  41.65668233 -070.51846148
112  41.65659321 -070.51866411  41.65659106 -070.51878627
111  41.65664153 -070.51885812
111  41.65795690 -070.52115346
111  41.66447467 -070.51412261
111  41.66445960 -070.51409278
111  41.66452191 -070.51401826
112  41.66452664 -070.51394635  41.66452664 -070.51391712
111  41.66452664 -070.51394635
112  41.66452664 -070.51394635  41.66452664 -070.51391712
111  41.66450656 -070.51389810
111  41.66443097 -070.51378585
111  41.66433057 -070.51391708
111  41.66429396 -070.51386016
111  41.66439317 -070.51373842
111  41.66382269 -070.51295424
111  41.66381307 -070.51288398
111  41.66380970 -070.51285938
111  41.66308662 -070.51185267
112  41.66298996 -070.51178785  41.66295137 -070.51178594
111  41.66285460 -070.51181464
111  41.66324476 -070.51138804
112  41.66322332 -070.51158125  41.66322904 -070.51166734
111  41.66327763 -070.51173429
111  41.66396938 -070.51268308
111  41.66397612 -070.51268088
111  41.66400576 -070.51267120
111  41.66402365 -070.51269607
111  41.66461315 -070.51351556
111  41.66472053 -070.51340581
111  41.66474981 -070.51345154
111  41.66473615 -070.51347506
111  41.66472736 -070.51346722
111  41.66465122 -070.51356130
111  41.66474396 -070.51369196
111  41.66481521 -070.51370372
111  41.66488257 -070.51362924
111  41.66489679 -070.51364417
111  41.66490892 -070.51365537
111  41.66706872 -070.51131748
111  41.66711812 -070.51139797
113  41.65794329 -070.52129852
110 2 0.00 0.0000 NE Tarmac
111  41.65191906 -070.51063288
111  41.65235940 -070.51018335
111  41.65368528 -070.50882980
112  41.65385064 -070.50855820  41.65390218 -070.50841593
111  41.65392150 -070.50828516
111  41.65399774 -070.50749477
111  41.65426403 -070.50754794
111  41.65422430 -070.50799918
112  41.65424900 -070.50808972  41.65427154 -070.50811990
111  41.65432531 -070.50811829
111  41.65463582 -070.50780529
112  41.65473326 -070.50766793  41.65479043 -070.50757924
111  41.65482330 -070.50745283
111  41.65491476 -070.50656149
111  41.65516501 -070.50660068
111  41.65517832 -070.50662562
111  41.65513572 -070.50708525
112  41.65516678 -070.50715889  41.65518719 -070.50719927
111  41.65523955 -070.50718502
111  41.65554259 -070.50687591
112  41.65568998 -070.50665774  41.65574367 -070.50654146
111  41.65574562 -070.50651664
111  41.65578269 -070.50615496
111  41.65583640 -070.50563086
111  41.65609703 -070.50567790
111  41.65605603 -070.50614169
112  41.65608043 -070.50622400  41.65610191 -070.50626580
111  41.65616295 -070.50624536
111  41.65654117 -070.50586683
111  41.65683644 -070.50557131
111  41.65699943 -070.50585270
111  41.65668298 -070.50617334
111  41.65632474 -070.50653826
112  41.65631941 -070.50663921  41.65633450 -070.50668553
111  41.65635225 -070.50669860
111  41.65666727 -070.50675323
111  41.65672584 -070.50679361
111  41.65669389 -070.50709529
111  41.65667969 -070.50711429
111  41.65632030 -070.50706441
112  41.65630344 -070.50704897  41.65629546 -070.50704422
111  41.65628328 -070.50704416
111  41.65605769 -070.50700622
112  41.65590178 -070.50702993  41.65582264 -070.50705681
111  41.65578485 -070.50708842
111  41.65540387 -070.50747375
112  41.65540475 -070.50756996  41.65541629 -070.50761509
111  41.65544617 -070.50763731
111  41.65581126 -070.50770512
111  41.65577618 -070.50805464
111  41.65525389 -070.50796074
112  41.65509409 -070.50793640  41.65501613 -070.50793292
111  41.65486777 -070.50802567
111  41.65450664 -070.50839432
112  41.65448774 -070.50849233  41.65449601 -070.50854291
111  41.65452031 -070.50856800
111  41.65487187 -070.50862921
111  41.65489474 -070.50866364
111  41.65485187 -070.50897924
111  41.65423733 -070.50888360
112  41.65401868 -070.50891038  41.65391578 -070.50894481
111  41.65378530 -070.50906761
111  41.65271502 -070.51016565
112  41.65256561 -070.51041430  41.65250714 -070.51053775
111  41.65256561 -070.51041430
112  41.65256561 -070.51041430  41.65255437 -070.51043803
112  41.65253461 -070.51048832  41.65252521 -070.51051346
111  41.65253461 -070.51048832
112  41.65253461 -070.51048832  41.65249509 -070.51059398
111  41.65247246 -070.51069958
112  41.65250528 -070.51083438  41.65252998 -070.51088037
111  41.65258549 -070.51090649
111  41.65441610 -070.51086650
111  41.65440700 -070.51059002
111  41.65490850 -070.51059349
111  41.65490980 -070.51124209
111  41.65441350 -070.51124730
111  41.65441350 -070.51096735
111  41.65258122 -070.51098961
111  41.65242700 -070.51114768
112  41.65246799 -070.51145207  41.65249435 -070.51158533
111  41.65255529 -070.51172093
113  41.65254649 -070.51172977
110 2 0.00 0.0000 SE Tarmac
111  41.64985212 -070.51469675
111  41.65033237 -070.51419904
111  41.65246260 -070.51790139
113  41.65198264 -070.51838997
110 2 0.00 0.0000 SE Tarmac
111  41.65071393 -070.52895597
111  41.65006718 -070.52965117
111  41.65006718 -070.52960283
111  41.64985260 -070.52939701 102
111  41.64975165 -070.52930018 102
111  41.64918843 -070.52875995 102
111  41.64825764 -070.52786715 102
112  41.64795094 -070.52787178  41.64779974 -070.52805337
111  41.64795094 -070.52787178
112  41.64795094 -070.52787178  41.64782558 -070.52801187 102
111  41.64786565 -070.52816752 102
111  41.64798622 -070.52836099
112  41.64816198 -070.52850107  41.64822789 -070.52861176
111  41.64822013 -070.52874839 102
111  41.64834290 -070.52895419
111  41.64700143 -070.53039676 102
111  41.64692026 -070.53026669
111  41.64678782 -070.53018808
112  41.64661374 -070.53001657  41.64656674 -070.52991081
111  41.64656888 -070.52974358
111  41.64657101 -070.52966497
111  41.64652829 -070.52959208
112  41.64651557 -070.52958034  41.64651071 -070.52958034
111  41.64649421 -070.52959723
111  41.64642041 -070.52967519
112  41.64636313 -070.52963621  41.64633303 -070.52963751
111  41.64630099 -070.52966999
111  41.64611165 -070.52988308
111  41.64603204 -070.52977524
111  41.64622622 -070.52955175
111  41.64626312 -070.52960762
111  41.64634371 -070.52951797
111  41.64644566 -070.52937894
112  41.64648294 -070.52914711  41.64651701 -070.52905907
111  41.64658868 -070.52898989
111  41.64708916 -070.52845377
112  41.64714309 -070.52834743  41.64715805 -070.52829169
111  41.64713135 -070.52824452
111  41.64699843 -070.52802109
112  41.64688629 -070.52790675  41.64681793 -070.52787102
111  41.64674317 -070.52785672
111  41.64595152 -070.52774191
112  41.64576672 -070.52768294  41.64571555 -070.52765060
111  41.64560608 -070.52756880
111  41.64558334 -070.52763158
111  41.64548809 -070.52762778
112  41.64544480 -070.52753439  41.64542671 -070.52751537
111  41.64538665 -070.52750499
111  41.64536080 -070.52746694
111  41.64504547 -070.52780417
111  41.64485657 -070.52784986
111  41.64466014 -070.52763714
111  41.64445597 -070.52729858
111  41.64449086 -070.52713603
111  41.64454514 -070.52709971
111  41.64454901 -070.52703745
111  41.64448052 -070.52691467
111  41.64481523 -070.52656534
112  41.64484496 -070.52635435  41.64479456 -070.52623157
111  41.64470151 -070.52628518
111  41.64455806 -070.52643909
111  41.64429692 -070.52602458
111  41.64431568 -070.52568141
111  41.64503711 -070.52489541
111  41.64542981 -070.52446756
111  41.64548534 -070.52440705
111  41.64534930 -070.52418105
111  41.64541029 -070.52411618
111  41.64555102 -070.52434218
111  41.64568905 -070.52419281
111  41.64646441 -070.52335372
111  41.64659686 -070.52319420
111  41.64662335 -070.52324231
111  41.64677565 -070.52308259
111  41.64674444 -070.52303215
111  41.64661767 -070.52316129
111  41.64658361 -070.52310052
111  41.64713043 -070.52255866
111  41.64721746 -070.52256879
111  41.64730006 -070.52247967
111  41.64730124 -070.52239949
111  41.64725659 -070.52230044
111  41.64754443 -070.52200643
111  41.64754678 -070.52213378
111  41.64760787 -070.52214479
111  41.64769598 -070.52205203
111  41.64770619 -070.52196744
111  41.64768559 -070.52193680
111  41.64859789 -070.52095522
112  41.64860358 -070.52092858  41.64860038 -070.52091572
111  41.64858794 -070.52090005
111  41.64857085 -070.52086860
111  41.64861892 -070.52081572
111  41.64887311 -070.52125738
112  41.64892010 -070.52128739  41.64895001 -070.52128882
111  41.64897030 -070.52125309
111  41.64905249 -070.52115002
111  41.64969468 -070.52221435
111  41.64954556 -070.52237349
112  41.64949296 -070.52249924  41.64948159 -070.52258675
111  41.64951144 -070.52264573
111  41.65000011 -070.52344677
111  41.65014744 -070.52328419
112  41.65015132 -070.52325306  41.65015132 -070.52323577
111  41.65015132 -070.52320463
111  41.65015907 -070.52291581
111  41.65014615 -070.52286392
111  41.65019138 -070.52282241
111  41.65028830 -070.52297634
111  41.65024178 -070.52302649
111  41.65040114 -070.52330909
111  41.65048235 -070.52345310
111  41.65035725 -070.52359749
111  41.65023215 -070.52338404
111  41.65007109 -070.52355564
111  41.65058399 -070.52440947 102
112  41.65069699 -070.52448654  41.65077582 -070.52449519 102
111  41.65081976 -070.52443292 102
111  41.65168328 -070.52349738 102
112  41.65173175 -070.52332787  41.65172550 -070.52323578 102
111  41.65167858 -070.52318974
111  41.65087964 -070.52186828
111  41.65086605 -070.52188517
111  41.65083013 -070.52182800
111  41.65084469 -070.52181111
111  41.65063592 -070.52147315
112  41.65052271 -070.52139444  41.65044892 -070.52139314
111  41.65040037 -070.52145291
111  41.65033338 -070.52153087
111  41.65017794 -070.52127205
111  41.65010066 -070.52114294
111  41.65002275 -070.52101278
111  41.64967739 -070.52043621
111  41.64974318 -070.52036546
111  41.64977137 -070.52038432
111  41.65006508 -070.52007144
111  41.65184314 -070.52302260 102
112  41.65197315 -070.52312119  41.65204035 -070.52311946 102
111  41.65207008 -070.52309006 102
111  41.65314623 -070.52192977
111  41.65422521 -070.52076644
112  41.65428465 -070.52059694  41.65428982 -070.52051046
111  41.65425364 -070.52041879
111  41.65029415 -070.51352918
112  41.65024116 -070.51341330  41.65022565 -070.51336833 53 102
111  41.65019464 -070.51329050 53 102
111  41.64980823 -070.51224761 53 102
112  41.64980306 -070.51197262  41.64984700 -070.51183598 53 102
111  41.64991162 -070.51178756 53 102
111  41.65032504 -070.51135951 53 102
112  41.65048271 -070.51128341  41.65054732 -070.51128341 53 102
111  41.65060548 -070.51129724 53 102
111  41.65107330 -070.51138199 53 102
111  41.65144197 -070.51101839
111  41.65213020 -070.51220458
111  41.65212083 -070.51220606 102
112  41.65157271 -070.51182540  41.65119599 -070.51173905
111  41.65157271 -070.51182540
112  41.65157271 -070.51182540  41.65149439 -070.51180444 102
112  41.65137177 -070.51180754  41.65130098 -070.51181505
111  41.65137177 -070.51180754
112  41.65137177 -070.51180754  41.65114153 -070.51183196 102
111  41.65094438 -070.51196999 102
111  41.65049918 -070.51242244 102
112  41.65035973 -070.51285139  41.65033268 -070.51314386
111  41.65035973 -070.51285139
112  41.65035973 -070.51285139  41.65034563 -070.51300387 102
112  41.65039544 -070.51320958  41.65042145 -070.51329235
111  41.65039544 -070.51320958
112  41.65039544 -070.51320958  41.65041932 -070.51328558 102
111  41.65044507 -070.51332770 102
111  41.65443392 -070.52028726 102
112  41.65455138 -070.52032809  41.65462721 -070.52032952 102
111  41.65466779 -070.52028378 102
111  41.65506663 -070.51985502 102
111  41.65563375 -070.51924532 102
111  41.65581277 -070.51905287
111  41.65593630 -070.51926425 102
111  41.65576081 -070.51945359 102
111  41.65519360 -070.52006552 102
111  41.65476090 -070.52053233
111  41.65436070 -070.52096900 102
111  41.65231238 -070.52317392 102
111  41.65225940 -070.52334104 102
111  41.65183368 -070.52380951 102
111  41.65169934 -070.52383736 102
111  41.65072004 -070.52489090
111  41.65013257 -070.52552291 102
111  41.64894829 -070.52679696
112  41.64894119 -070.52685023  41.64894119 -070.52687496
111  41.64895540 -070.52689969
111  41.64924398 -070.52738482
112  41.64935447 -070.52741889  41.64942167 -070.52739986
111  41.64946820 -070.52738430
112  41.64961552 -070.52748634  41.64967885 -070.52762988
111  41.64960389 -070.52776651
112  41.64957934 -070.52779591  41.64956125 -070.52781667
111  41.64956125 -070.52786682
111  41.64952894 -070.52816257
112  41.64943201 -070.52810204  41.64937773 -070.52803632
111  41.64935060 -070.52800518
111  41.64934543 -070.52769733
111  41.64888277 -070.52693636
112  41.64884788 -070.52692425  41.64883496 -070.52692944
111  41.64881428 -070.52693809 102
111  41.64850716 -070.52727016 102
112  41.64844430 -070.52756962  41.64846306 -070.52771192 102
111  41.64853343 -070.52779981 102
111  41.64973783 -070.52895450 102
112  41.64990125 -070.52904525  41.65000163 -070.52908926
111  41.64990125 -070.52904525
112  41.64990125 -070.52904525  41.64997666 -070.52907831 102
112  41.65017981 -070.52911880  41.65028646 -070.52912778
111  41.65017981 -070.52911880
114  41.65017981 -070.52911880  41.65042844 -070.52913973 102
112  41.64671105 -070.53001770  41.64681678 -070.53013061
111  41.64671105 -070.53001770
112  41.64671105 -070.53001770  41.64676658 -070.53008202
111  41.64681144 -070.53009202
111  41.64680000 -070.53006017
111  41.64685203 -070.52999055
111  41.64686591 -070.53001484
111  41.64691184 -070.52995767
111  41.64695563 -070.52991908
111  41.64693747 -070.52989335
111  41.64697379 -070.52987334
111  41.64700689 -070.52981617
111  41.64702505 -070.52984905
111  41.64706777 -070.52978044
111  41.64711156 -070.52975043
111  41.64709661 -070.52972470
111  41.64713185 -070.52970040
111  41.64716496 -070.52964752
111  41.64718205 -070.52967324
111  41.64722264 -070.52961607
111  41.64726963 -070.52957748
111  41.64725041 -070.52955461
111  41.64728779 -070.52953032
111  41.64732090 -070.52947457
111  41.64733799 -070.52950459
111  41.64737964 -070.52944885
111  41.64742770 -070.52941168
111  41.64740955 -070.52938024
111  41.64744906 -070.52936023
111  41.64746829 -070.52933307
111  41.64748110 -070.52935023
111  41.64750567 -070.52932879
111  41.64749178 -070.52930592
111  41.64751208 -070.52929020
111  41.64734439 -070.52901148
111  41.64730915 -070.52903435
111  41.64727925 -070.52907723
111  41.64734867 -070.52919729
111  41.64731663 -070.52922016
111  41.64729847 -070.52919586
111  41.64725788 -070.52923017
111  41.64720875 -070.52928734
111  41.64722691 -070.52931449
111  41.64718953 -070.52936738
111  41.64715642 -070.52939025
111  41.64714111 -070.52936499
111  41.64709846 -070.52940304
111  41.64705439 -070.52945821
111  41.64707145 -070.52948294
111  41.64704018 -070.52953811
111  41.64700321 -070.52956284
111  41.64698473 -070.52953621
111  41.64693924 -070.52957425
111  41.64689660 -070.52962942
111  41.64691224 -070.52965796
111  41.64687954 -070.52971313
111  41.64684684 -070.52973405
111  41.64683121 -070.52970552
111  41.64678572 -070.52974166
111  41.64674307 -070.52979873
111  41.64675728 -070.52983107
111  41.64671180 -070.52989766
113  41.64664498 -070.52979493
111  41.64884918 -070.52530471
111  41.64869281 -070.52504183
111  41.64852868 -070.52521997
111  41.64860234 -070.52535660
111  41.64855065 -070.52541021
113  41.64862043 -070.52552608
111  41.64903527 -070.52509717
111  41.64887890 -070.52483948
111  41.64871478 -070.52501416
113  41.64887115 -070.52527877
111  41.64922524 -070.52489655
111  41.64906629 -070.52463022
111  41.64890087 -070.52481354
113  41.64905853 -070.52507469
111  41.64941134 -070.52469247
111  41.64938679 -070.52466134
111  41.64940100 -070.52464405
111  41.64935835 -070.52456622
111  41.64934155 -070.52457833
111  41.64925368 -070.52442959
111  41.64908955 -070.52460773
113  41.64924851 -070.52487234
112  41.64812727 -070.52853142  41.64809950 -070.52848426
111  41.64804182 -070.52844995
113  41.64815824 -070.52864148
110 1 0.00 0.0000 SE Tarmac
111  41.64700143 -070.53039676
111  41.64834290 -070.52895419 102
112  41.64845536 -070.52925412  41.64847242 -070.52938729
111  41.64845536 -070.52925412
112  41.64845536 -070.52925412  41.64848095 -070.52944246 102
111  41.64856340 -070.52960416 102
112  41.64881075 -070.52984767  41.64899840 -070.52994660
111  41.64881075 -070.52984767
112  41.64881075 -070.52984767  41.64888311 -070.52988582 102
112  41.64900374 -070.52989907  41.64905884 -070.52989991
111  41.64900374 -070.52989907
112  41.64900374 -070.52989907  41.64909153 -070.52990041 102
111  41.64915051 -070.52987240 102
111  41.64966486 -070.52964628 102
112  41.64975920 -070.52958055  41.64977858 -070.52954769 102
111  41.64981348 -070.52947678
111  41.64920434 -070.52889069
111  41.64918843 -070.52875995
111  41.64985260 -070.52939701
111  41.64981348 -070.52947678 102
111  41.64985260 -070.52939701
111  41.65006718 -070.52960283
111  41.65006718 -070.52965117
111  41.65071393 -070.52895597
111  41.65258269 -070.52694247
111  41.65257487 -070.52692991
112  41.65282506 -070.52663256  41.65290097 -070.52655105
111  41.65310664 -070.52635849 102
112  41.65316737 -070.52608445  41.65312742 -070.52589577
111  41.65316737 -070.52608445
112  41.65316737 -070.52608445  41.65313095 -070.52591778 102
111  41.65299819 -070.52590520 102
111  41.65023682 -070.52551229 102
112  41.65016789 -070.52551229  41.65015138 -070.52551229 102
111  41.65013257 -070.52552291
111  41.65072004 -070.52489090 102
112  41.65072618 -070.52521472  41.65080677 -070.52534727
111  41.65072618 -070.52521472
112  41.65072618 -070.52521472  41.65079512 -070.52533167 102
111  41.65088541 -070.52533037 102
111  41.65301835 -070.52563674 102
111  41.65361297 -070.52572215 102
112  41.65369403 -070.52571743  41.65370578 -070.52570642 102
111  41.65375042 -070.52566240 102
111  41.65379740 -070.52561031
111  41.65380907 -070.52562789
111  41.65580917 -070.52346759
111  41.65580917 -070.52344869 102
112  41.65584624 -070.52325613  41.65583124 -070.52314744 102
111  41.65578358 -070.52308837 102
111  41.65567278 -070.52289499 102
111  41.65460624 -070.52103347 102
112  41.65450755 -070.52095956  41.65444294 -070.52093755 102
111  41.65436070 -070.52096900
111  41.65476090 -070.52053233 102
112  41.65472960 -070.52074257  41.65473900 -070.52083849 102
111  41.65478364 -070.52088881 102
111  41.65583840 -070.52272773 102
111  41.65597113 -070.52295914 102
112  41.65612856 -070.52304877  41.65621314 -070.52303147 102
111  41.65627071 -070.52296543
111  41.65752982 -070.52161595
111  41.65621861 -070.51932552 102
112  41.65608559 -070.51922416  41.65599432 -070.51920337 102
111  41.65593630 -070.51926425
111  41.65581277 -070.51905287 102
112  41.65588461 -070.51887199  41.65589529 -070.51876023 102
111  41.65584189 -070.51866796
111  41.65213020 -070.51220458
111  41.65144197 -070.51101839
111  41.65107330 -070.51138199
111  41.65060548 -070.51129724
112  41.65048271 -070.51128341  41.65041809 -070.51128341
111  41.65032504 -070.51135951
111  41.64991162 -070.51178756
112  41.64980306 -070.51197262  41.64975912 -070.51210925
111  41.64980823 -070.51224761
111  41.65019464 -070.51329050
112  41.65024116 -070.51341330  41.65025667 -070.51345827
111  41.65029415 -070.51352918
111  41.65425364 -070.52041879
112  41.65428465 -070.52059694  41.65427948 -070.52068342
111  41.65422521 -070.52076644
111  41.65314623 -070.52192977 102
111  41.65320257 -070.52179101 102
112  41.65321536 -070.52167496  41.65320399 -070.52160266 102
111  41.65317129 -070.52154939
111  41.65302302 -070.52127602
112  41.65296545 -070.52126344  41.65293490 -070.52127759
111  41.65291140 -070.52130904
111  41.65272813 -070.52150243
111  41.65270698 -070.52147728
111  41.65292080 -070.52125557
112  41.65294548 -070.52119425  41.65294783 -070.52116595
111  41.65293020 -070.52112664
111  41.65269171 -070.52071940
111  41.65155942 -070.51874646
112  41.65143794 -070.51871014  41.65137720 -070.51873089
111  41.65136040 -070.51876030
111  41.65122212 -070.51891077
111  41.65095461 -070.51844898
111  41.65113425 -070.51826565
112  41.65117301 -070.51815841  41.65117431 -070.51808058
111  41.65114717 -070.51802178
111  41.65080373 -070.51742006
112  41.65060120 -070.51730377  41.65050216 -070.51732066
111  41.65037303 -070.51738434
111  41.65007894 -070.51687711
111  41.65012728 -070.51683335
112  41.65020688 -070.51655369  41.65021257 -070.51643764
111  41.65014291 -070.51627593
111  41.64975132 -070.51559432
112  41.64965310 -070.51556837  41.64960529 -070.51556837
111  41.64956523 -070.51562718
111  41.64942565 -070.51577245
111  41.64915685 -070.51530203
111  41.64931839 -070.51513946
112  41.64937008 -070.51503396  41.64938042 -070.51495959
111  41.64935458 -070.51489560
111  41.64929230 -070.51479214
112  41.64923591 -070.51479371  41.64921711 -070.51480471
111  41.64918421 -070.51483144
111  41.64895629 -070.51508615
111  41.64904676 -070.51525438
111  41.64883101 -070.51547418
111  41.64869665 -070.51525595
111  41.64913604 -070.51479056
111  41.64915954 -070.51468680
111  41.64924531 -070.51457045
111  41.64932167 -070.51451385
111  41.65018726 -070.51363102 102
112  41.65021311 -070.51356027  41.65021311 -070.51351624
111  41.65019314 -070.51348480
111  41.64974596 -070.51227462
112  41.64974311 -070.51193599  41.64979713 -070.51177999
111  41.64988243 -070.51170008
111  41.65029751 -070.51127722
112  41.65047325 -070.51120056  41.65055578 -070.51119926
111  41.65061501 -070.51121095
111  41.65099077 -070.51127852
112  41.65106650 -070.51126943  41.65108689 -070.51125513
111  41.65114612 -070.51119666
111  41.65139953 -070.51093807
111  41.65134128 -070.51083542
111  41.65139458 -070.51077516
111  41.65763233 -070.52162938
111  41.64999371 -070.52985660
111  41.64994322 -070.52978124
111  41.64963283 -070.53012985
111  41.64926116 -070.53011556 102
111  41.64905483 -070.53020025 102
112  41.64807342 -070.53047163  41.64774737 -070.53052057
111  41.64807342 -070.53047163
112  41.64807342 -070.53047163  41.64768639 -070.53054986 102
111  41.64734209 -070.53057358 102
114  41.64714948 -070.53054507  41.64708251 -070.53049791 102
111  41.65198264 -070.51838997
111  41.65246260 -070.51790139
111  41.65033237 -070.51419904
113  41.64985212 -070.51469675
110 1 0.00 0.0000 SW Tarmac
111  41.65786631 -070.52204459
111  41.66730172 -070.53847352
111  41.66701625 -070.53876547
112  41.66694130 -070.53884331  41.66692450 -070.53886926
111  41.66691157 -070.53895230
111  41.66685471 -070.53955087
112  41.66680689 -070.53977057  41.66676554 -070.53987437
111  41.66670092 -070.53994357
111  41.66629901 -070.54033972
112  41.66600823 -070.54044698  41.66587642 -070.54040546
111  41.66581439 -070.54031378
111  41.66525281 -070.53965075
112  41.66512487 -070.53949662  41.66508222 -070.53944524
111  41.66503247 -070.53935961
111  41.66501632 -070.53917861
