I
1100 Generated by WorldEditor 1.6.1r1

1    169 1 0 EGTD Dunsfold
1302 city Dunsfold
112  51.11024276 -000.53180966  51.11012106 -000.53162978 2
112  51.10994914 -000.53108135  51.10987723 -000.53076417
111  51.10994914 -000.53108135
112  51.10994914 -000.53108135  51.10980763 -000.53045622 2
112  51.10980995 -000.53043040  51.10968444 -000.52981968
111  51.10980995 -000.53043040
112  51.10980995 -000.53043040  51.10973075 -000.53003996 2
112  51.10987811 -000.52953575  51.10998156 -000.52926748
111  51.10987811 -000.52953575
112  51.10987811 -000.52953575  51.10997374 -000.52931183 2
112  51.11033172 -000.52905428  51.11055229 -000.52890111
111  51.11033172 -000.52905428
112  51.11033172 -000.52905428  51.11086314 -000.52868525 2
112  51.11223457 -000.52767385  51.11247796 -000.52752113 2
115  51.11288361 -000.52726268
120 07 entry south 2
111  51.11359349 -000.54781713 20
115  51.11374454 -000.54798923
120 07 entry south
112  51.11401752 -000.54777636  51.11398468 -000.54793829 1
112  51.11377511 -000.54806783  51.11364687 -000.54801054 1
112  51.11332910 -000.54757348  51.11324007 -000.54741571 1
116  51.11310555 -000.54660860  51.11310173 -000.54625734
120 07 entry west
112  51.11499833 -000.54783631  51.11494921 -000.54792073 1
112  51.11462077 -000.54830889  51.11441381 -000.54843113 1
112  51.11405510 -000.54825969  51.11393784 -000.54811766 1
116  51.11401752 -000.54777636  51.11405037 -000.54761443
120 North Taxy entry 3
111  51.11897750 -000.53614779 4
115  51.11894493 -000.53627689
120 north taxi centre line west
111  51.11865039 -000.53640628 22
111  51.11843625 -000.53735167 22
111  51.11833162 -000.53781266 22
112  51.11809394 -000.53887945  51.11794750 -000.53952723 22
112  51.11787064 -000.54081442  51.11787094 -000.54131267 22
112  51.11787271 -000.54200419  51.11787555 -000.54275841 22
112  51.11753388 -000.54342419  51.11739170 -000.54367560 22
116  51.11499833 -000.54783631  51.11494921 -000.54792073
120 centre line mid rway entry 2
111  51.11881669 -000.53571657 1
116  51.11870940 -000.53542890  51.11856239 -000.53534419
120 centre line mid rway entry 1
112  51.11780500 -000.53491908  51.11761704 -000.53480991 1
116  51.11750312 -000.53503384  51.11747986 -000.53511619
120 centre line mid rway entry
111  51.11890725 -000.53532456 1
112  51.11870940 -000.53542890  51.11856239 -000.53534419 1
112  51.11780500 -000.53491908  51.11761704 -000.53480991 1
116  51.11765137 -000.53445913  51.11767170 -000.53438440
120 centre line nr Gambon
111  51.11906198 -000.53465767 1
111  51.11890725 -000.53532456 1
111  51.11881669 -000.53571657 1
115  51.11865039 -000.53640628
120 north taxi centre line east
111  51.12100655 -000.52606168 2
112  51.12094671 -000.52646439  51.12089750 -000.52669050 2
111  51.12051470 -000.52837042 2
111  51.12020325 -000.52969656 2
111  51.12011250 -000.53009520 2
115  51.11906198 -000.53465767
120 25 entry north
111  51.12061643 -000.52414914 1
112  51.12095820 -000.52522757  51.12103782 -000.52561943 1
115  51.12100655 -000.52606168
120 disused rway hold
111  51.11679349 -000.54238280 4
111  51.11675416 -000.54241228 4
111  51.11646479 -000.54262784 4
115  51.11642450 -000.54265577
120 centre taxi hold
111  51.11846187 -000.53520829 4
115  51.11843174 -000.53534404
120 07 south hold
111  51.11328707 -000.54762909 4
115  51.11337379 -000.54751225
120 07 ILS Hold
111  51.11523697 -000.54756651 6
115  51.11515255 -000.54743005
120 07 rwy hold
111  51.11462414 -000.54821269 4
115  51.11467316 -000.54837722
120 North Taxy entry hold
111  51.11865089 -000.53763380 4
115  51.11861464 -000.53777400
120 25 rwy hold
111  51.12101826 -000.52520546 4
115  51.12090460 -000.52526355
120 25 ils hold
111  51.12104569 -000.52633931 6
115  51.12092045 -000.52627974
14  51.11496848 -000.53536355  29.53 0 ATC Tower
1300  51.11880880 -000.53507072 334.46 tie_down jets|turboprops|props|helos|fighters Hardstanding 1
1301 B none 
1300  51.11885935 -000.53485234 -21.65 tie_down jets|turboprops|props|helos|fighters Hardstanding 2
1301 A none 
1300  51.11890424 -000.53466684 -23.07 tie_down jets|turboprops|props|helos|fighters Hardstanding 3
1301 A none 
1300  51.11894700 -000.53449772 334.46 tie_down jets|turboprops|props|helos|fighters Hardstanding 4
1301 B none 
1300  51.12071566 -000.52825853 154.97 tie_down jets|turboprops|props|helos|fighters North East Ramp 1
1301 B none 
1300  51.12080399 -000.52789156 156.19 tie_down jets|turboprops|props|helos|fighters North East Ramp 2
1301 B general_aviation 
1300  51.11300526 -000.53057056 206.17 tie_down helos SurreyAirAmbulance
1301 C none 
18  51.11496848 -000.53536355 1 BCN
19  51.12058605 -000.53554172 0 New Windsock 1
19  51.12010577 -000.52381369 1 WS
19  51.11394203 -000.54627983 1 WS
99
