A
1050 Generated by WorldEditor 1.6.1r1

1    850 0 0 KASW WARSAW MUNI
111  41.27597838 -085.83844231
111  41.27639064 -085.83844574
111  41.27637582 -085.83921795
111  41.27620916 -085.83921624
112  41.27607074 -085.83940233  41.27607767 -085.83957214
111  41.27607074 -085.83940233
112  41.27607074 -085.83940233  41.27606658 -085.83960168
111  41.27620725 -085.83961925
111  41.27719917 -085.83964545
111  41.27720112 -085.83932691
111  41.27701445 -085.83932134
112  41.27701445 -085.83932134  41.27699371 -085.83932134
111  41.27699695 -085.83930054
111  41.27699617 -085.83923905
111  41.27694307 -085.83923275
111  41.27694476 -085.83901582
111  41.27700173 -085.83901759
111  41.27700224 -085.83894554
112  41.27698820 -085.83892808  41.27696868 -085.83892586
111  41.27698820 -085.83892808
111  41.27687925 -085.83892023
112  41.27687925 -085.83892023  41.27686754 -085.83892023
111  41.27686008 -085.83893733
111  41.27686158 -085.83883363
112  41.27687710 -085.83885523  41.27688881 -085.83885671
111  41.27687710 -085.83885523
111  41.27726984 -085.83886601
111  41.27727058 -085.83902557
111  41.27715159 -085.83902067
111  41.27712287 -085.83902014
111  41.27711918 -085.83924898
111  41.27714583 -085.83924978
111  41.27736582 -085.83925634
111  41.27736462 -085.83965308
111  41.27745327 -085.83965503
111  41.27744426 -085.84029025
111  41.27743627 -085.84028999
111  41.27733399 -085.84028663
111  41.27713640 -085.84028015
111  41.27713216 -085.84042067
111  41.27721157 -085.84042009
111  41.27721015 -085.84058088
111  41.27715948 -085.84058084
111  41.27707084 -085.84041151
111  41.27701872 -085.84041066
111  41.27702190 -085.84026362
113  41.27707656 -085.84020726
111  41.28311763 -085.84631663
112  41.28311763 -085.84631663  41.28326020 -085.84629868 102
111  41.28326907 -085.84613202 102
111  41.28327755 -085.84601638
112  41.28327755 -085.84601638  41.28328140 -085.84577024
111  41.28309451 -085.84577512
111  41.28167915 -085.84574314
111  41.28168011 -085.84561494
111  41.28309474 -085.84564029
112  41.28309474 -085.84564029  41.28328779 -085.84564491
111  41.28328664 -085.84542030
111  41.28328548 -085.84528646
112  41.28328548 -085.84528646  41.28327161 -085.84508186
111  41.28311208 -085.84507878
111  41.28168811 -085.84504646
111  41.28168927 -085.84492031
111  41.28265803 -085.84493877
111  41.28266509 -085.84476551
111  41.28273246 -085.84476918
111  41.28272351 -085.84493675
111  41.28283238 -085.84494004
111  41.28283657 -085.84477614
111  41.28290113 -085.84477674
111  41.28289864 -085.84493959
111  41.28312329 -085.84494590
112  41.28312329 -085.84494590  41.28330595 -085.84492282
111  41.28328948 -085.84469972
112  41.28327208 -085.84468026  41.28326338 -085.84468026
111  41.28327208 -085.84468026
111  41.28315895 -085.84467455
111  41.28315990 -085.84463481
111  41.28327100 -085.84463692
112  41.28327100 -085.84463692  41.28328037 -085.84463781
111  41.28328772 -085.84461366
112  41.28328772 -085.84461366  41.28328483 -085.84439059
111  41.28314198 -085.84438406
112  41.28312072 -085.84441006  41.28311783 -085.84444339
111  41.28312072 -085.84441006
111  41.28312076 -085.84449984
111  41.28305814 -085.84449929
111  41.28305827 -085.84440169
112  41.28305827 -085.84440169  41.28305923 -085.84437861
111  41.28304296 -085.84437644
111  41.28293764 -085.84437381
111  41.28293583 -085.84448924
111  41.28282214 -085.84448314
111  41.28282157 -085.84436809
111  41.28276916 -085.84436762
111  41.28276531 -085.84447386
111  41.28264753 -085.84446895
111  41.28264801 -085.84436649
111  41.28162736 -085.84434789
111  41.28161676 -085.84543881
111  41.28157792 -085.84543697
111  41.28159906 -085.84382921
112  41.28159906 -085.84382921  41.28159328 -085.84375230
111  41.28153339 -085.84374061
111  41.28049526 -085.84372295
112  41.28049526 -085.84372295  41.28039988 -085.84372038
111  41.28040896 -085.84381909
111  41.28040735 -085.84393340
111  41.28019702 -085.84392592
111  41.28019782 -085.84405412
111  41.28031978 -085.84405304
111  41.28031938 -085.84410534
111  41.28019750 -085.84410292
111  41.28019611 -085.84427644
111  41.28025969 -085.84427644
111  41.28031777 -085.84423148
111  41.28031724 -085.84437761
111  41.28025894 -085.84433063
111  41.28019452 -085.84432685
111  41.28019457 -085.84443528
111  41.28025859 -085.84443454
111  41.28031721 -085.84438838
111  41.28031668 -085.84453298
111  41.28025658 -085.84448701
111  41.28019379 -085.84448568
111  41.28019430 -085.84459728
111  41.28025729 -085.84459837
111  41.28031661 -085.84455298
111  41.28031606 -085.84470374
111  41.28025480 -085.84465367
111  41.28019390 -085.84465276
111  41.28019381 -085.84475548
111  41.28025626 -085.84475568
111  41.28030489 -085.84471742
111  41.28031600 -085.84472066
111  41.28031546 -085.84486988
111  41.28025738 -085.84481024
111  41.28019380 -085.84481178
111  41.28019149 -085.84497792
111  41.28029776 -085.84497602
111  41.28029745 -085.84503448
111  41.28019495 -085.84503483
111  41.28019380 -085.84516713
111  41.28031171 -085.84516713
111  41.28031287 -085.84539634
111  41.28019149 -085.84539634
111  41.28018917 -085.84606704
112  41.28018917 -085.84606704  41.28018917 -085.84625349 102
113  41.28033252 -085.84626087 102
111  41.27862849 -085.84409870
111  41.27862962 -085.84398594
111  41.27889823 -085.84399359
111  41.27889920 -085.84404615
111  41.27909476 -085.84404615
111  41.27909283 -085.84416152
112  41.27913040 -085.84414485  41.27915063 -085.84411665
111  41.27913040 -085.84414485
111  41.27923445 -085.84396026
112  41.27923445 -085.84396026  41.27931730 -085.84378848
111  41.27918146 -085.84372695
111  41.27917375 -085.84373336
111  41.27911595 -085.84372567
111  41.27907742 -085.84377566
111  41.27907645 -085.84385771
111  41.27895700 -085.84385642
111  41.27895700 -085.84376285
111  41.27845123 -085.84375644
111  41.27844864 -085.84398079
111  41.27844757 -085.84407307
112  41.27844757 -085.84407307  41.27844757 -085.84410639
113  41.27848591 -085.84410383
111  41.28007909 -085.84605792
111  41.28007909 -085.84570667
112  41.27998757 -085.84560797  41.27990294 -085.84560243
111  41.27998757 -085.84560797
111  41.27981898 -085.84561053
111  41.27981905 -085.84526006
111  41.27965133 -085.84526071
111  41.27962761 -085.84526006
111  41.27962623 -085.84560340
111  41.27934323 -085.84560340
111  41.27930439 -085.84623288 102
111  41.27993558 -085.84625134
114  41.27993558 -085.84625134  41.28007847 -085.84625134 102
111  41.28008122 -085.84510616
112  41.28008122 -085.84510616  41.28008025 -085.84505104
111  41.27999933 -085.84504976
111  41.28000222 -085.84468313
111  41.27980184 -085.84468057
111  41.27980184 -085.84459981
111  41.27965252 -085.84459981
111  41.27965059 -085.84504591
111  41.27992925 -085.84504899
111  41.27992997 -085.84528050
113  41.28008122 -085.84528179
111  41.28008286 -085.84465501
111  41.28008248 -085.84440503
112  41.28008248 -085.84440503  41.28008055 -085.84430889
111  41.28000714 -085.84429120
111  41.27993393 -085.84435273
111  41.27993393 -085.84430839
111  41.27993393 -085.84414951
111  41.27993393 -085.84401046
111  41.27965744 -085.84401046
111  41.27965756 -085.84415456
111  41.27961794 -085.84415275
111  41.27960927 -085.84413993
111  41.27960927 -085.84400918
111  41.27957845 -085.84400148
111  41.27957652 -085.84446554
111  41.27960927 -085.84450272
111  41.27961024 -085.84442452
111  41.28000714 -085.84442708
111  41.28000811 -085.84458476
114  41.28000811 -085.84458476  41.28001003 -085.84465911
111  41.27834350 -085.84621557
111  41.27833949 -085.84601438
111  41.27829801 -085.84601527
112  41.27829801 -085.84601527  41.27826055 -085.84601438
111  41.27823646 -085.84603753
111  41.27815685 -085.84610607
112  41.27815685 -085.84610607  41.27812541 -085.84613723
113  41.27814481 -085.84621290 102
111  41.27813678 -085.84600637
111  41.27766045 -085.84598144
111  41.27765978 -085.84609005
112  41.27765978 -085.84609005  41.27765845 -085.84620577
111  41.27773270 -085.84620221 102
111  41.27795883 -085.84620933
111  41.27807724 -085.84612744
112  41.27815485 -085.84602506  41.27815953 -085.84599569
111  41.27815485 -085.84602506
114  41.27815485 -085.84602506  41.27815685 -085.84600548
112  41.27952449 -085.84447144  41.27952545 -085.84443940
111  41.27952449 -085.84447144
111  41.27953027 -085.84379716
112  41.27953027 -085.84379716  41.27951678 -085.84373050
111  41.27947825 -085.84375101
111  41.27940407 -085.84382921
112  41.27940407 -085.84382921  41.27938384 -085.84384972
111  41.27937420 -085.84388561
111  41.27942562 -085.84391904
111  41.27941067 -085.84395623
111  41.27937131 -085.84393048
112  41.27933760 -085.84394586  41.27933085 -085.84397278
111  41.27934530 -085.84398047
111  41.27938918 -085.84400972
111  41.27936695 -085.84406504
111  41.27932122 -085.84403559
112  41.27932122 -085.84403559  41.27930195 -085.84404329
111  41.27927305 -085.84407405
111  41.27921429 -085.84420224
111  41.27927846 -085.84422709
111  41.27926566 -085.84427603
111  41.27918442 -085.84424455
111  41.27913625 -085.84430736
112  41.27913625 -085.84430736  41.27910735 -085.84434325
111  41.27911217 -085.84439709
111  41.27911602 -085.84445478
112  41.27911602 -085.84445478  41.27912084 -085.84449965
111  41.27914685 -085.84450862
111  41.27939925 -085.84450990
112  41.27939925 -085.84450990  41.27940407 -085.84443940
111  41.27933136 -085.84440953
111  41.27934290 -085.84436241
111  41.27944935 -085.84440094
111  41.27944453 -085.84450734
113  41.27951389 -085.84450862
130 BND
111  41.27038963 -085.84517819
111  41.27038905 -085.84780895
111  41.28465414 -085.84788602
111  41.28465863 -085.84382270
111  41.28345746 -085.84371337
112  41.28345746 -085.84371337  41.28196893 -085.84361790
112  41.27938973 -085.84348950  41.27917813 -085.84348012
111  41.27938973 -085.84348950
111  41.27748764 -085.84344891
111  41.27758331 -085.83806650
111  41.27468303 -085.83801971
111  41.27466249 -085.82406664
111  41.27169496 -085.82412376
113  41.27169132 -085.84517953
120 Linear Feature 105
111  41.27734088 -085.84619713 102
115  41.27773270 -085.84620221
120 Linear Feature 104
111  41.27187142 -085.84641817 53
111  41.27185971 -085.84640185 53
111  41.27184801 -085.84641817 53
111  41.27184187 -085.84641075 53
111  41.27185470 -085.84639443 53
111  41.27184299 -085.84638034 53
111  41.27184801 -085.84637069 53
111  41.27185916 -085.84638701 53
111  41.27186975 -085.84637144 53
111  41.27187644 -085.84637960 53
111  41.27186585 -085.84639443 53
113  41.27187755 -085.84640852 53
120 Linear Feature 104
111  41.27186696 -085.84675864 53
111  41.27185525 -085.84674232 53
111  41.27184355 -085.84675864 53
111  41.27183741 -085.84675122 53
111  41.27185024 -085.84673490 53
111  41.27183853 -085.84672081 53
111  41.27184355 -085.84671116 53
111  41.27185470 -085.84672748 53
111  41.27186529 -085.84671191 53
111  41.27187198 -085.84672007 53
111  41.27186139 -085.84673490 53
113  41.27187309 -085.84674899 53
120 Linear Feature 103
111  41.27386057 -085.82772404 56
115  41.27370321 -085.82771863
120 Linear Feature 102
111  41.27387198 -085.82701387 54
115  41.27374438 -085.82701012
120 Linear Feature 101
111  41.27339477 -085.82804544 54
115  41.27339142 -085.82821809
120 Linear Feature 100
111  41.27329884 -085.83392665 54
115  41.27330017 -085.83407184
120 Linear Feature 99
111  41.27321027 -085.83978419 54
115  41.27321092 -085.83992846
120 Linear Feature 98
111  41.27310069 -085.84611408 54
115  41.27310067 -085.84624705
120 Linear Feature 97
111  41.28393136 -085.84647367 54
115  41.28393481 -085.84632865
120 Linear Feature 96
111  41.28317802 -085.84655664 54
115  41.28337218 -085.84656176
120 Linear Feature 95
111  41.28005658 -085.84649638 54
111  41.28013397 -085.84649797 54
115  41.28020601 -085.84649946
120 Linear Feature 94
111  41.27784290 -085.84645496 54
111  41.27791422 -085.84645657 54
115  41.27797853 -085.84645803
120 Linear Feature 93
111  41.27461040 -085.84639780 54
111  41.27467417 -085.84639552 54
115  41.27473946 -085.84639318
120 Linear Feature 92
111  41.27938519 -085.84557655 20
111  41.27938519 -085.84554344 20
111  41.27938519 -085.84546118 20
111  41.27938519 -085.84538533 20
115  41.27938519 -085.84535970
120 Linear Feature 91
111  41.27938519 -085.84546118 20
115  41.27931374 -085.84546011
120 Linear Feature 91
111  41.27944380 -085.84538427 20
115  41.27938519 -085.84538533
120 Linear Feature 91
111  41.27943978 -085.84554344 20
115  41.27938519 -085.84554344
120 Linear Feature 90
111  41.27893389 -085.84490593 1
111  41.27893339 -085.84494052 1
115  41.27893292 -085.84497258
120 Linear Feature 90
111  41.27893196 -085.84508026 1
111  41.27893146 -085.84511485 1
115  41.27893100 -085.84514692
120 Linear Feature 90
111  41.27892425 -085.84524178 1
111  41.27892375 -085.84527637 1
115  41.27892329 -085.84530844
120 Linear Feature 90
111  41.27891462 -085.84540074 1
111  41.27891412 -085.84543533 1
115  41.27891366 -085.84546740
120 Linear Feature 90
111  41.27890788 -085.84555585 1
111  41.27890738 -085.84559044 1
115  41.27890691 -085.84562251
120 Linear Feature 90
111  41.27890402 -085.84571865 1
111  41.27890352 -085.84575324 1
115  41.27890306 -085.84578531
120 Linear Feature 90
111  41.27902637 -085.84508539 1
111  41.27902687 -085.84505080 1
115  41.27902733 -085.84501873
120 Linear Feature 90
111  41.27902348 -085.84523666 1
111  41.27902398 -085.84520207 1
115  41.27902444 -085.84517000
120 Linear Feature 90
111  41.27901385 -085.84539177 1
111  41.27901435 -085.84535718 1
115  41.27901481 -085.84532511
120 Linear Feature 90
111  41.27900999 -085.84555072 1
111  41.27901049 -085.84551613 1
115  41.27901096 -085.84548406
120 Linear Feature 90
111  41.27900518 -085.84571224 1
111  41.27900568 -085.84567765 1
115  41.27900614 -085.84564558
120 Linear Feature 89
111  41.27897339 -085.84494182 1
115  41.27893339 -085.84494052
120 Linear Feature 89
111  41.27897146 -085.84511616 1
115  41.27893146 -085.84511485
120 Linear Feature 89
111  41.27896375 -085.84527768 1
115  41.27892375 -085.84527637
120 Linear Feature 89
111  41.27895412 -085.84543663 1
115  41.27891412 -085.84543533
120 Linear Feature 89
111  41.27894737 -085.84559174 1
115  41.27890738 -085.84559044
120 Linear Feature 89
111  41.27894352 -085.84575455 1
115  41.27890352 -085.84575324
120 Linear Feature 89
111  41.27898687 -085.84504950 1
115  41.27902687 -085.84505080
120 Linear Feature 89
111  41.27898398 -085.84520076 1
115  41.27902398 -085.84520207
120 Linear Feature 89
111  41.27897435 -085.84535587 1
115  41.27901435 -085.84535718
120 Linear Feature 89
111  41.27897050 -085.84551483 1
115  41.27901049 -085.84551613
120 Linear Feature 89
111  41.27896568 -085.84567635 1
115  41.27900568 -085.84567765
120 Linear Feature 61
111  41.27446215 -085.84709024 1
112  41.27467856 -085.84681890  41.27468827 -085.84655495
111  41.27467856 -085.84681890
112  41.27467856 -085.84681890  41.27469521 -085.84708839 1
115  41.27488249 -085.84710501
120 Linear Feature 63
111  41.27810712 -085.84715647 1
112  41.27791429 -085.84687589  41.27791013 -085.84661192
111  41.27791429 -085.84687589
112  41.27791429 -085.84687589  41.27790319 -085.84713985 1
115  41.27771591 -085.84714724
120 Linear Feature 66
111  41.28029062 -085.84720357 1
112  41.28012877 -085.84688052  41.28012646 -085.84663593
111  41.28012877 -085.84688052
112  41.28012877 -085.84688052  41.28011837 -085.84712819 1
115  41.27996346 -085.84719741
120 Linear Feature 71
111  41.28320030 -085.84500590 1
115  41.28173398 -085.84498743
120 Linear Feature 70
111  41.28333718 -085.84483610 1
112  41.28320030 -085.84500590  41.28309903 -085.84503174
111  41.28320030 -085.84500590
112  41.28320030 -085.84500590  41.28330295 -085.84504836 1
115  41.28333398 -085.84516280
120 Linear Feature 69
111  41.28331435 -085.84676867 1
111  41.28332406 -085.84617424 1
111  41.28333398 -085.84516280 1
111  41.28333718 -085.84483610 1
111  41.28334013 -085.84453496
112  41.28334013 -085.84453496  41.28333514 -085.84429350 1
111  41.28313436 -085.84431036 1
115  41.28170318 -085.84428882
120 Linear Feature 68
111  41.28316959 -085.84638813 1
112  41.28332406 -085.84617424  41.28333654 -085.84599148
111  41.28332406 -085.84617424
112  41.28332406 -085.84617424  41.28332683 -085.84636069 1
115  41.28348294 -085.84639438
120 Linear Feature 67
111  41.28316959 -085.84638813 1
112  41.28331435 -085.84676867  41.28330603 -085.84695881
111  41.28331435 -085.84676867 1
115  41.28331435 -085.84715819
120 Linear Feature 65
111  41.28013397 -085.84649797 1
115  41.28012877 -085.84688052
120 Linear Feature 64
111  41.28032479 -085.84633138 1
112  41.28013397 -085.84649797  41.28012588 -085.84661181
111  41.28013397 -085.84649797
112  41.28013397 -085.84649797  41.28013513 -085.84638260 1
115  41.27996638 -085.84632423
120 Linear Feature 62
111  41.27791422 -085.84645657 1
115  41.27791429 -085.84687589
120 Linear Feature 60
111  41.27467433 -085.84639716 1
115  41.27467856 -085.84681890
120 Linear Feature 59
111  41.27917572 -085.84600096 1
111  41.27921108 -085.84530994
112  41.27921108 -085.84530994  41.27921455 -085.84521303 1
111  41.27918103 -085.84510843 1
112  41.27911051 -085.84482692  41.27909664 -085.84473616
111  41.27911051 -085.84482692 1
111  41.27905733 -085.84440389
112  41.27905733 -085.84440389  41.27903074 -085.84417007 1
111  41.27890358 -085.84415931 1
115  41.27779609 -085.84414085
120 Linear Feature 58
111  41.27881143 -085.84505645 1
112  41.27866447 -085.84491807  41.27855072 -085.84491807
111  41.27866447 -085.84491807 1
115  41.27778357 -085.84494022
120 Linear Feature 57
111  41.27880641 -085.84516729 1
112  41.27863812 -085.84510266  41.27854517 -085.84520419
111  41.27863812 -085.84510266 1
111  41.27853268 -085.84522080 1
112  41.27837454 -085.84528541  41.27827743 -085.84528725
111  41.27837454 -085.84528541 1
115  41.27816229 -085.84528910
120 Linear Feature 56
111  41.27876852 -085.84600348 1
111  41.27880641 -085.84516729 1
111  41.27881143 -085.84505645 1
111  41.27882539 -085.84474824
112  41.27882539 -085.84474824  41.27882678 -085.84455627 1
111  41.27870054 -085.84457472 1
115  41.27765595 -085.84454888
120 Linear Feature 55
111  41.27887459 -085.84630245 1
112  41.27917572 -085.84600096  41.27930289 -085.84573946
111  41.27917572 -085.84600096
112  41.27917572 -085.84600096  41.27918613 -085.84621940 1
115  41.27929282 -085.84630946
120 Linear Feature 55
111  41.27856109 -085.84629620 1
112  41.27876880 -085.84600558  41.27882313 -085.84578561
111  41.27876880 -085.84600558
112  41.27876880 -085.84600558  41.27878498 -085.84626401 1
115  41.27898275 -085.84630461
120 Linear Feature 54
111  41.27807145 -085.84628643 1
112  41.27791422 -085.84645657  41.27789592 -085.84658861
111  41.27791422 -085.84645657
112  41.27791422 -085.84645657  41.27789977 -085.84632839 1
115  41.27775239 -085.84628007
120 Linear Feature 53
111  41.27665525 -085.84586785 1
112  41.27662926 -085.84614147  41.27654818 -085.84625043 1
115  41.27643442 -085.84625378
120 Linear Feature 88
111  41.27281648 -085.82823965 1
112  41.27297463 -085.82813628  41.27307312 -085.82812336
111  41.27297463 -085.82813628
112  41.27297463 -085.82813628  41.27287614 -085.82812521 1
115  41.27281926 -085.82802554
120 Linear Feature 87
111  41.27357253 -085.82815105 1
115  41.27297463 -085.82813628
120 Linear Feature 86
111  41.27378784 -085.82839908 1
112  41.27357253 -085.82815105  41.27341022 -085.82811228
111  41.27357253 -085.82815105
112  41.27357253 -085.82815105  41.27373623 -085.82813074 1
115  41.27379663 -085.82786565
120 Linear Feature 85
111  41.27262759 -085.83419740 1
112  41.27287252 -085.83399038  41.27304592 -085.83398116
111  41.27287252 -085.83399038
112  41.27287252 -085.83399038  41.27269495 -085.83397746 1
115  41.27264008 -085.83376549
120 Linear Feature 84
111  41.27355227 -085.83400730 1
115  41.27287252 -085.83399038
120 Linear Feature 83
111  41.27370449 -085.83419722 1
112  41.27355227 -085.83400730  41.27343204 -085.83396885
111  41.27355227 -085.83400730
112  41.27355227 -085.83400730  41.27367365 -085.83395808 1
115  41.27371015 -085.83380344
120 Linear Feature 82
111  41.27253464 -085.84008827 1
112  41.27277471 -085.83984794  41.27294696 -085.83983871
111  41.27277471 -085.83984794
112  41.27277471 -085.83984794  41.27260130 -085.83983717 1
115  41.27254158 -085.83966375
120 Linear Feature 81
111  41.27344521 -085.83986332 1
115  41.27277471 -085.83984794
120 Linear Feature 80
111  41.27372079 -085.84007914 1
112  41.27344521 -085.83986332  41.27325639 -085.83984153
111  41.27344521 -085.83986332
112  41.27344521 -085.83986332  41.27363499 -085.83981461 1
115  41.27362850 -085.83956978
120 Linear Feature 52
111  41.27693157 -085.84626369 1
112  41.27678850 -085.84613072  41.27674274 -085.84603351
111  41.27678850 -085.84613072 1
111  41.27665525 -085.84586785 1
111  41.27372079 -085.84007914 1
112  41.27362850 -085.83956978  41.27362008 -085.83922449
111  41.27362850 -085.83956978
112  41.27362850 -085.83956978  41.27362743 -085.83952589 1
112  41.27362927 -085.83942926  41.27363097 -085.83937947
111  41.27362927 -085.83942926 1
111  41.27370449 -085.83419722 1
111  41.27371015 -085.83380344 1
111  41.27378784 -085.82839908 1
111  41.27379663 -085.82786565 1
111  41.27384513 -085.82492186
112  41.27384513 -085.82492186  41.27385346 -085.82457116 1
111  41.27362821 -085.82454005 1
111  41.27304326 -085.82452314
112  41.27304326 -085.82452314  41.27278662 -085.82451760 1
115  41.27274963 -085.82484307
120 Linear Feature 51
111  41.27481716 -085.84622151 1
112  41.27467433 -085.84639716  41.27464254 -085.84654841
111  41.27467433 -085.84639716
112  41.27467433 -085.84639716  41.27463098 -085.84624206 1
115  41.27453392 -085.84621586
120 Linear Feature 74
111  41.28013875 -085.84435597 1
112  41.27997811 -085.84414797  41.27981973 -085.84414336
111  41.27997811 -085.84414797 1
115  41.27993393 -085.84414951
120 Linear Feature 73
111  41.28013783 -085.84610107 1
111  41.28013875 -085.84435597 1
115  41.28014107 -085.84401999
120 Linear Feature 72
111  41.27996638 -085.84632423 1
112  41.28013783 -085.84610107  41.28014130 -085.84591186
111  41.28013783 -085.84610107
112  41.28013783 -085.84610107  41.28014708 -085.84628413 1
115  41.28032479 -085.84633138
120 Linear Feature 50
112  41.27102422 -085.84704112  41.27082885 -085.84703650 1
111  41.27083637 -085.84676298 1
111  41.27084504 -085.84649637 1
112  41.27110129 -085.84613748  41.27136024 -085.84613594
111  41.27110129 -085.84613748 1
111  41.27215675 -085.84615440 1
112  41.27227929 -085.84609749  41.27233594 -085.84602981
111  41.27227929 -085.84609749
111  41.27255674 -085.84610825
112  41.27255674 -085.84610825  41.27260530 -085.84617286 1
111  41.27268622 -085.84617901 1
111  41.27453392 -085.84621586 1
111  41.27481716 -085.84622151 1
111  41.27643442 -085.84625378 1
111  41.27693157 -085.84626369 1
111  41.27775239 -085.84628007 1
111  41.27807145 -085.84628643 1
111  41.27856109 -085.84629620 1
111  41.27887459 -085.84630245 1
111  41.27898275 -085.84630461 1
111  41.27929282 -085.84630946 1
111  41.27996638 -085.84632423 1
111  41.28032479 -085.84633138 1
111  41.28307712 -085.84638628 1
111  41.28316959 -085.84638813 1
111  41.28348294 -085.84639438 1
111  41.28408908 -085.84640647
112  41.28408908 -085.84640647  41.28435112 -085.84641801 1
111  41.28435112 -085.84685004 1
115  41.28435016 -085.84716413
120 Linear Feature 77
111  41.27610889 -085.84025455 1
111  41.27610936 -085.84006110 1
112  41.27585757 -085.83967932  41.27562540 -085.83961651
111  41.27585757 -085.83967932
112  41.27585757 -085.83967932  41.27600689 -085.83966009 1
111  41.27601803 -085.83949811 1
115  41.27603999 -085.83850443
120 Linear Feature 79
111  41.27487311 -085.83965160 1
112  41.27501067 -085.83981791  41.27501530 -085.83995173
111  41.27501067 -085.83981791 1
115  41.27501183 -085.84003941
120 Linear Feature 76
111  41.27390518 -085.83962436 1
111  41.27487311 -085.83965160 1
111  41.27585757 -085.83967932 1
111  41.27648451 -085.83969749 1
111  41.27721995 -085.83971881 1
112  41.27734010 -085.83999653  41.27733779 -085.84027649
111  41.27734010 -085.83999653 1
115  41.27733399 -085.84028663
120 Linear Feature 75
111  41.27372079 -085.84007914 1
112  41.27390518 -085.83962436  41.27415854 -085.83955514
111  41.27390518 -085.83962436
112  41.27390518 -085.83962436  41.27368553 -085.83966922 1
115  41.27362927 -085.83942926
120 Linear Feature 78
111  41.27648451 -085.83969749 1
112  41.27664573 -085.83997526  41.27664862 -085.84019703
111  41.27664573 -085.83997526 1
115  41.27664571 -085.84027019
21  41.27275551 -085.84442576 2 89.0000 3.00 09  PAPI-2L
21  41.28117726 -085.84688423 1 179.0000 3.50 18  VASI
21  41.27224306 -085.83138359 2 269.0000 3.00 27  PAPI-4L
14  41.27864153 -085.84573666  82.02 0 TWR
1300  41.27642328 -085.83864911 -180.00 hangar jets|turboprops|props South Hangar 05-B
1301 B none 
1300  41.27641995 -085.83905889 -180.00 hangar jets|turboprops|props South Hangar 05-A
1301 B none 
1300  41.27511838 -085.84027844  90.00 hangar turboprops|props South Hangar 04-B
1301 A none 
1300  41.27528485 -085.84028028  90.00 hangar turboprops|props South Hangar 04-A
1301 A none 
1300  41.27610456 -085.84029689  90.00 hangar jets|turboprops|props South Hangar 03
1301 B none 
1300  41.27664592 -085.84029955  90.00 hangar turboprops|props South Hangar 02
1301 A none 
1300  41.27733399 -085.84031986  90.00 hangar turboprops|props South Hangar 01
1301 A none 
1300  41.27822211 -085.84507066  90.00 hangar turboprops|props Central Hangar 08
1301 A none 
1300  41.27783057 -085.84390906 270.00 hangar turboprops|props Central Hangar 07-D
1301 A none 
1300  41.27794044 -085.84390906 270.00 hangar turboprops|props Central Hangar 07-C
1301 A none 
1300  41.27804831 -085.84390906 270.00 hangar turboprops|props Central Hangar 07-B
1301 A none 
1300  41.27816617 -085.84390640 270.00 hangar turboprops|props Central Hangar 07-A
1301 A none 
1300  41.27875947 -085.84395159 270.00 hangar turboprops|props Central Hangar 06
1301 A none 
1300  41.27901317 -085.84401539 270.00 hangar turboprops|props Central Hangar 05
1301 A none 
1300  41.27989173 -085.84414723  -0.25 hangar turboprops|props Central Hangar 04
1301 A none 
1300  41.27995832 -085.84486273  -0.25 hangar jets|turboprops|props Central Hangar 03
1301 B none 
1300  41.27977520 -085.84542316  -0.25 hangar turboprops|props Central Hangar 02
1301 A none 
1300  41.28033340 -085.84528536 -179.83 hangar turboprops|props Central Hangar 01
1301 A none 
1300  41.28187925 -085.84405993 270.00 hangar turboprops|props North Hangar 08
1301 A none 
1300  41.28224882 -085.84407101 270.00 hangar turboprops|props North Hangar 07-B
1301 A none 
1300  41.28242028 -085.84407101 270.00 hangar turboprops|props North Hangar 07-A
1301 A none 
1300  41.28268829 -085.84407766 270.00 hangar turboprops|props North Hangar 06-B
1301 A none 
1300  41.28280982 -085.84407987 270.00 hangar turboprops|props North Hangar 06-A
1301 A none 
1300  41.28305286 -085.84411088 270.00 hangar turboprops|props North Hangar 05
1301 A none 
1300  41.28335084 -085.84408652 270.00 hangar turboprops|props North Hangar 04
1301 A none 
1300  41.28270661 -085.84453400  90.00 hangar turboprops|props North Hangar 03
1301 A none 
1300  41.28287973 -085.84453400  90.00 hangar turboprops|props North Hangar 02
1301 A none 
1300  41.28308949 -085.84452735  90.00 hangar turboprops|props North Hangar 01
1301 A none 
1300  41.27890352 -085.84575324 179.33 tie_down turboprops|props GA 12
1301 A general_aviation 
1300  41.27890738 -085.84559044 179.33 tie_down turboprops|props GA 11
1301 A general_aviation 
1300  41.27891412 -085.84543533 179.33 tie_down turboprops|props GA 10
1301 A general_aviation 
1300  41.27892375 -085.84527637 179.33 tie_down turboprops|props GA 09
1301 A general_aviation 
1300  41.27893146 -085.84511485 179.33 tie_down turboprops|props GA 08
1301 A general_aviation 
1300  41.27893339 -085.84494052 179.33 tie_down turboprops|props GA 07
1301 A general_aviation 
1300  41.27902687 -085.84505080  -1.04 tie_down turboprops|props GA 06
1301 A general_aviation 
1300  41.27902398 -085.84520207  -1.04 tie_down turboprops|props GA 05
1301 A general_aviation 
1300  41.27901435 -085.84535718  -1.04 tie_down turboprops|props GA 04
1301 A general_aviation 
1300  41.27901049 -085.84551613  -1.04 tie_down turboprops|props GA 03
1301 A general_aviation 
