A
1000 Generated by Infinite Flight Airport Editing (World Parser)

1     2941 0 0 KSGU [X] St George Muni
100   29.87   1   0 0.00 0 0 1 16   37.09965032 -113.59303424   59.13   46.02 2  0 0 0 34   37.08153031 -113.59311600    0.00    0.00 2  0 0 0
110   1 0.00   0.00 xxx
111  37.08997015 -113.59380061 
111  37.09177461 -113.59382598   1 
111  37.09179034 -113.59379476   1 
111  37.09180999 -113.59377176   1 
111  37.09184669 -113.59374548   1 
115  37.09186897 -113.59373562 
120 Linear Feature 93
111  37.09180344 -113.59452628   1 
115  37.09170497 -113.59452751 
120 Linear Feature 92
111  37.09210969 -113.59387915   1 
111  37.09209911 -113.59383732   1 
111  37.09208040 -113.59379958   1 
111  37.09205761 -113.59376897   1 
111  37.09202994 -113.59375163   1 
115  37.09200878 -113.59373429 
120 Linear Feature 91
111  37.09210992 -113.59445987   1 
111  37.09210992 -113.59387736   1 
111  37.09211701 -113.59385467   1 
111  37.09212678 -113.59382304   1 
111  37.09214468 -113.59379244   1 
111  37.09216828 -113.59376183   1 
115  37.09221060 -113.59373429 
120 Linear Feature 90
111  37.09246062 -113.59388206   1 
111  37.09244540 -113.59383156   1 
111  37.09243645 -113.59380239   1 
111  37.09240870 -113.59376760   1 
111  37.09238274 -113.59374740   1 
115  37.09234962 -113.59373169 
120 Linear Feature 89
111  37.09246045 -113.59445554   1 
111  37.09246045 -113.59388259   1 
111  37.09246446 -113.59385524   1 
111  37.09247333 -113.59382191   1 
111  37.09249105 -113.59379229   1 
111  37.09251862 -113.59376143   1 
111  37.09253930 -113.59374168   1 
115  37.09255308 -113.59373057 
120 Linear Feature 88
111  37.09280750 -113.59387398   1 
111  37.09280262 -113.59384031   1 
111  37.09278960 -113.59380767   1 
111  37.09277088 -113.59377706   1 
111  37.09274810 -113.59375666   1 
115  37.09270090 -113.59373116 
120 Linear Feature 87
111  37.09281083 -113.59444620   1 
111  37.09280899 -113.59387369   1 
111  37.09281823 -113.59384897   1 
111  37.09283202 -113.59380823   1 
111  37.09285466 -113.59377367   1 
111  37.09288716 -113.59374898   1 
115  37.09291768 -113.59372923 
120 Linear Feature 86
111  37.09315524 -113.59448898   1 
115  37.09316000 -113.59402446 
120 Linear Feature 85
111  37.09304562 -113.59373021   1 
111  37.09308613 -113.59374515   1 
111  37.09311830 -113.59377054   1 
111  37.09313617 -113.59379742   1 
111  37.09315643 -113.59383775   1 
115  37.09315762 -113.59387808 
120 Linear Feature 84
111  37.09324775 -113.59416362   1 
115  37.09331684 -113.59423950 
120 Linear Feature 83
111  37.09344890 -113.59414599   1 
115  37.09338654 -113.59422877 
120 Linear Feature 82
111  37.09351361 -113.59400613   1 
111  37.09350573 -113.59404316   1 
111  37.09348998 -113.59408019   1 
111  37.09347423 -113.59411105   1 
111  37.09345355 -113.59413944   1 
111  37.09343595 -113.59415345   1 
111  37.09339851 -113.59417895   1 
111  37.09336352 -113.59418814   1 
111  37.09333423 -113.59418916   1 
111  37.09330249 -113.59418814   1 
111  37.09326587 -113.59417589   1 
111  37.09322518 -113.59414733   1 
111  37.09320647 -113.59412386   1 
111  37.09318612 -113.59409326   1 
111  37.09316985 -113.59405653   1 
111  37.09316090 -113.59402695   1 
111  37.09315683 -113.59397288   1 
111  37.09315846 -113.59387800   1 
111  37.09316334 -113.59384229   1 
111  37.09317473 -113.59381475   1 
111  37.09319263 -113.59378516   1 
112  37.09322437 -113.59375048  37.09322518 -113.59374946   1 
111  37.09324390 -113.59374028   1 
115  37.09327157 -113.59372905 
120 Linear Feature 81
111  37.09341663 -113.59372789   1 
111  37.09343479 -113.59373716   1 
111  37.09345496 -113.59375318   1 
111  37.09347581 -113.59377089   1 
111  37.09349262 -113.59379534   1 
111  37.09350540 -113.59383075   1 
115  37.09351684 -113.59387544 
120 Linear Feature 80
111  37.09351279 -113.59445487   1 
111  37.09351574 -113.59387469   1 
111  37.09352460 -113.59384630   1 
111  37.09354036 -113.59379816   1 
111  37.09356301 -113.59376606   1 
111  37.09359058 -113.59374754   1 
111  37.09362011 -113.59373397   1 
115  37.09363390 -113.59372903 
120 Linear Feature 79
111  37.09386649 -113.59385307   1 
111  37.09385613 -113.59382618   1 
111  37.09384429 -113.59379743   1 
111  37.09382284 -113.59376775   1 
111  37.09379473 -113.59374456   1 
111  37.09376662 -113.59373343   1 
115  37.09373776 -113.59372601 
120 Linear Feature 78
111  37.09386869 -113.59396405   1 
111  37.09386652 -113.59385270   1 
111  37.09387735 -113.59382690   1 
111  37.09389035 -113.59379431   1 
111  37.09390495 -113.59377331   1 
111  37.09393011 -113.59375013   1 
111  37.09394860 -113.59373807   1 
115  37.09397301 -113.59372509 
120 Linear Feature 77
111  37.09447147 -113.59372584   1 
111  37.09444534 -113.59373421   1 
111  37.09442422 -113.59374326   1 
111  37.09439310 -113.59376696   1 
111  37.09437920 -113.59378647   1 
111  37.09436642 -113.59381922   1 
115  37.09435363 -113.59386799 
120 Linear Feature 76
111  37.09435300 -113.59386976   1 
111  37.09434560 -113.59383182   1 
111  37.09432879 -113.59379725   1 
111  37.09431130 -113.59377112   1 
111  37.09429247 -113.59375341   1 
111  37.09426893 -113.59373908   1 
115  37.09423329 -113.59372559 
120 Linear Feature 75
111  37.09422926 -113.59372474   1 
111  37.09426154 -113.59371041   1 
111  37.09429113 -113.59369439   1 
111  37.09431399 -113.59366910   1 
111  37.09432744 -113.59364802   1 
111  37.09434224 -113.59362188   1 
111  37.09434964 -113.59361008   1 
115  37.09435502 -113.59357972 
120 Linear Feature 74
111  37.09435178 -113.59395451   1 
115  37.09435532 -113.59355371 
120 Linear Feature 73
111  37.09435362 -113.59332613   1 
111  37.09434400 -113.59329460   1 
111  37.09431811 -113.59323153   1 
111  37.09429443 -113.59318330   1 
111  37.09425745 -113.59313971   1 
111  37.09422342 -113.59310725   1 
111  37.09418939 -113.59308129   1 
111  37.09415906 -113.59307108   1 
111  37.09412724 -113.59306274   1 
115  37.09385848 -113.59306544 
120 Linear Feature 72
111  37.09448128 -113.59372539   1 
111  37.09443959 -113.59370768   1 
111  37.09441470 -113.59369251   1 
111  37.09439184 -113.59367143   1 
111  37.09437166 -113.59364360   1 
111  37.09436157 -113.59362168   1 
111  37.09435687 -113.59359386   1 
111  37.09435314 -113.59348562   1 
111  37.09435404 -113.59332514   1 
111  37.09437015 -113.59328362   1 
111  37.09440417 -113.59319384   1 
111  37.09443818 -113.59314895   1 
111  37.09448473 -113.59311528   1 
111  37.09454202 -113.59307376   1 
111  37.09458360 -113.59306251   1 
111  37.09460579 -113.59306066   1 
115  37.09490382 -113.59306052 
120 Linear Feature 71
111  37.09440122 -113.59345997   4 
115  37.09430840 -113.59345858 
120 Linear Feature 70
111  37.09927924 -113.59405908   1 
111  37.09929470 -113.59410295   1 
111  37.09932074 -113.59414478   1 
111  37.09935329 -113.59417437   1 
111  37.09938828 -113.59419273   1 
111  37.09942327 -113.59420090   1 
111  37.09945257 -113.59419988   1 
111  37.09947779 -113.59418559   1 
111  37.09950465 -113.59416213   1 
111  37.09963032 -113.59403990   1 
111  37.09965563 -113.59401894   1 
111  37.09967890 -113.59400435   1 
115  37.09969412 -113.59399200 
120 Linear Feature 69
111  37.09917737 -113.59370159   1 
111  37.09920228 -113.59371789   1 
111  37.09923261 -113.59374097   1 
111  37.09925319 -113.59377085   1 
111  37.09926835 -113.59379937   1 
111  37.09927485 -113.59382381   1 
115  37.09928352 -113.59385912 
120 Linear Feature 68
111  37.09937377 -113.59370334   1 
111  37.09935586 -113.59371906   1 
111  37.09932811 -113.59374599   1 
111  37.09930126 -113.59378752   1 
111  37.09928515 -113.59383577   1 
111  37.09928067 -113.59388515   1 
111  37.09927888 -113.59404676   1 
111  37.09927803 -113.59415949   1 
111  37.09928327 -113.59421700   1 
111  37.09929506 -113.59425808   1 
111  37.09931341 -113.59428930   1 
111  37.09934355 -113.59430245   1 
111  37.09957028 -113.59438460   1 
115  37.09965621 -113.59441154 
120 Linear Feature 67
111  37.10276561 -113.59439171   1 
111  37.10278473 -113.59436355   1 
111  37.10278997 -113.59433562   1 
111  37.10279390 -113.59428961   1 
111  37.10279877 -113.59418108   1 
111  37.10279622 -113.59411006   1 
111  37.10278049 -113.59406734   1 
111  37.10275297 -113.59402625   1 
111  37.10272807 -113.59399996   1 
111  37.10269924 -113.59398517   1 
111  37.10265730 -113.59398024   1 
111  37.10254328 -113.59398024   1 
111  37.10203740 -113.59398189   1 
111  37.10176743 -113.59398518   1 
111  37.10110428 -113.59398847   1 
111  37.10041755 -113.59398683   1 
111  37.09983566 -113.59399176   1 
111  37.09969674 -113.59399176   1 
111  37.09966885 -113.59398626   1 
111  37.09963222 -113.59396001   1 
111  37.09960431 -113.59392283   1 
111  37.09957640 -113.59387472   1 
111  37.09954325 -113.59380911   1 
111  37.09951534 -113.59376537   1 
111  37.09946999 -113.59373038   1 
115  37.09943510 -113.59371069 
120 Linear Feature 66
111  37.10005782 -113.59379884   1 
111  37.10015690 -113.59379741   1 
115  37.10193564 -113.59377953 
120 Linear Feature 65
111  37.09964250 -113.59372850   1 
111  37.09964125 -113.59375834   1 
111  37.09964365 -113.59380206   1 
111  37.09964566 -113.59382061   1 
111  37.09965844 -113.59383495   1 
111  37.09966920 -113.59384759   1 
111  37.09968467 -113.59385518   1 
111  37.09970821 -113.59385687   1 
111  37.09975125 -113.59385518   1 
111  37.10000644 -113.59385605   1 
111  37.10002165 -113.59385044   1 
111  37.10003508 -113.59384371   1 
111  37.10004403 -113.59383248   1 
111  37.10005477 -113.59382014   1 
111  37.10005746 -113.59380667   1 
115  37.10005775 -113.59379819 
120 Linear Feature 64
111  37.09964234 -113.59344246   4 
115  37.09953016 -113.59344246 
120 Linear Feature 63
111  37.09958439 -113.59353146   1 
111  37.09956649 -113.59357971   1 
111  37.09953659 -113.59363502   1 
111  37.09950514 -113.59367281   1 
111  37.09947368 -113.59370074   1 
111  37.09944354 -113.59370896   1 
111  37.09934787 -113.59369910   1 
111  37.09882532 -113.59370218   1 
111  37.09551872 -113.59371082   1 
111  37.09450131 -113.59372512   1 
111  37.09419780 -113.59372293   1 
111  37.09348610 -113.59372731   1 
111  37.09262613 -113.59372949   1 
111  37.09177488 -113.59373605   1 
111  37.09109632 -113.59374042   1 
111  37.09048231 -113.59374042   1 
111  37.09002005 -113.59374261   1 
111  37.08993283 -113.59374261   1 
111  37.08989446 -113.59375136   1 
111  37.08985085 -113.59377760   1 
111  37.08981422 -113.59380821   1 
111  37.08978980 -113.59384320   1 
111  37.08977061 -113.59388475   1 
111  37.08976014 -113.59396566   1 
111  37.08976014 -113.59414716   1 
115  37.08975721 -113.59491525 
120 Linear Feature 62
111  37.09912616 -113.59304725   1 
111  37.09941690 -113.59305374   1 
111  37.09946121 -113.59306362   1 
111  37.09949764 -113.59308831   1 
111  37.09953112 -113.59312411   1 
111  37.09955081 -113.59315004   1 
111  37.09956459 -113.59318090   1 
111  37.09957838 -113.59323522   1 
111  37.09958429 -113.59328460   1 
111  37.09958330 -113.59336855   1 
111  37.09958429 -113.59371915   1 
111  37.09958360 -113.59399656   1 
111  37.09958360 -113.59421887   1 
111  37.09959370 -113.59432551   1 
111  37.09961676 -113.59437612   1 
111  37.09963262 -113.59439239   1 
111  37.09965569 -113.59441046   1 
111  37.09969022 -113.59442155   1 
111  37.09973907 -113.59442304   1 
111  37.09988085 -113.59442155   1 
111  37.10174730 -113.59440678   1 
115  37.10276626 -113.59439149 
120 Linear Feature 61
111  37.09950945 -113.59262051   4 
115  37.09964927 -113.59261958 
120 Linear Feature 60
111  37.09751674 -113.59262130   4 
115  37.09765369 -113.59262130 
120 Linear Feature 59
111  37.09833987 -113.59301446   1 
111  37.09814669 -113.59301807   1 
111  37.09779637 -113.59301446   1 
111  37.09774346 -113.59300728   1 
111  37.09770447 -113.59298012   1 
111  37.09766981 -113.59295024   1 
111  37.09764598 -113.59291494   1 
111  37.09761890 -113.59287012   1 
111  37.09760157 -113.59281445   1 
115  37.09758675 -113.59276323 
120 Linear Feature 58
111  37.09758549 -113.59258196   1 
111  37.09759438 -113.59253666   1 
111  37.09761605 -113.59247604   1 
111  37.09763995 -113.59243283   1 
111  37.09767219 -113.59239938   1 
111  37.09771852 -113.59236669   1 
115  37.09773992 -113.59236056 
120 Linear Feature 57
111  37.09684855 -113.59302711   1 
111  37.09739243 -113.59301889   1 
111  37.09743568 -113.59300246   1 
111  37.09748417 -113.59296796   1 
111  37.09751825 -113.59292852   1 
111  37.09755887 -113.59285787   1 
111  37.09757722 -113.59280036   1 
111  37.09758640 -113.59276421   1 
111  37.09758640 -113.59270506   1 
111  37.09758508 -113.59258183   1 
111  37.09757460 -113.59252103   1 
111  37.09755625 -113.59247010   1 
111  37.09752611 -113.59242902   1 
111  37.09748679 -113.59239287   1 
115  37.09743331 -113.59236286 
120 Linear Feature 56
111  37.09130672 -113.59270176   1 
111  37.09131560 -113.59280284   1 
111  37.09133409 -113.59287333   1 
111  37.09136072 -113.59292897   1 
111  37.09139475 -113.59297442   1 
111  37.09143248 -113.59301151   1 
111  37.09146873 -113.59303377   1 
111  37.09150572 -113.59304212   1 
111  37.09154493 -113.59304304   1 
115  37.09203045 -113.59303638 
120 Linear Feature 55
111  37.09130728 -113.59258332   1 
111  37.09129475 -113.59253731   1 
111  37.09127327 -113.59248232   1 
111  37.09124731 -113.59244753   1 
111  37.09120703 -113.59241162   1 
111  37.09117928 -113.59239255   1 
115  37.09115243 -113.59238020 
120 Linear Feature 54
111  37.09048305 -113.59304644   1 
111  37.09106902 -113.59304915   1 
111  37.09111667 -113.59303965   1 
111  37.09116108 -113.59302335   1 
111  37.09119791 -113.59299755   1 
111  37.09123365 -113.59295953   1 
111  37.09126181 -113.59292016   1 
111  37.09128889 -113.59285906   1 
111  37.09129755 -113.59281832   1 
111  37.09130080 -113.59275994   1 
111  37.09130730 -113.59269476   1 
111  37.09130730 -113.59258478   1 
111  37.09131596 -113.59254404   1 
111  37.09133654 -113.59248565   1 
111  37.09135532 -113.59245982   1 
111  37.09139194 -113.59242105   1 
111  37.09143426 -113.59239044   1 
115  37.09146844 -113.59237514 
120 Linear Feature 53
111  37.09123810 -113.59264415   4 
115  37.09137969 -113.59264313 
120 Linear Feature 52
111  37.10192018 -113.59441112   1 
115  37.10193565 -113.59377931 
120 Linear Feature 51
111  37.10200338 -113.59377899   1 
111  37.10198915 -113.59441222   1 
115  37.10192004 -113.59441073 
120 Linear Feature 50
111  37.09990415 -113.59200386   1 
111  37.09993845 -113.59203169   1 
111  37.09995795 -113.59205698   1 
111  37.09998418 -113.59210167   1 
111  37.10006354 -113.59225176   1 
111  37.10015569 -113.59241472   1 
111  37.10018169 -113.59246904   1 
111  37.10021851 -113.59250978   1 
111  37.10027917 -113.59256817   1 
111  37.10061796 -113.59277322   1 
111  37.10137459 -113.59318992   1 
111  37.10173139 -113.59338477   1 
111  37.10182667 -113.59344622   1 
111  37.10187909 -113.59348506   1 
111  37.10190649 -113.59351494   1 
111  37.10193509 -113.59356871   1 
111  37.10195891 -113.59364042   1 
111  37.10196606 -113.59370614   1 
111  37.10196725 -113.59377038   1 
111  37.10196487 -113.59394665   1 
111  37.10195891 -113.59425288   1 
115  37.10196011 -113.59441122 
120 Linear Feature 49
111  37.10016767 -113.59252151   1 
111  37.10013968 -113.59245584   1 
111  37.10009141 -113.59237887   1 
111  37.10005681 -113.59232826   1 
111  37.10003230 -113.59227765   1 
111  37.10000491 -113.59221981   1 
111  37.09997868 -113.59215927   1 
111  37.09996460 -113.59212940   1 
111  37.09994944 -113.59210903   1 
111  37.09993644 -113.59209681   1 
115  37.09992128 -113.59208459 
120 Linear Feature 24
111  37.09097261 -113.59237963   1 
111  37.09094482 -113.59236823   1 
111  37.09091096 -113.59234859   1 
111  37.09088873 -113.59232136   1 
111  37.09086953 -113.59229159   1 
111  37.09086094 -113.59226435   1 
115  37.09085286 -113.59224725 
120 Linear Feature 23
111  37.09073691 -113.59238202   1 
111  37.09078082 -113.59236042   1 
111  37.09080806 -113.59233603   1 
111  37.09082751 -113.59231025   1 
111  37.09084418 -113.59227680   1 
111  37.09085308 -113.59224754   1 
111  37.09085308 -113.59220852   1 
115  37.09087813 -113.59159834 
120 Linear Feature 22
111  37.09053835 -113.59223402   1 
111  37.09054694 -113.59226633   1 
111  37.09056159 -113.59230370   1 
111  37.09058534 -113.59233410   1 
111  37.09060656 -113.59235881   1 
111  37.09064041 -113.59237464   1 
115  37.09066416 -113.59238225 
120 Linear Feature 21
111  37.09041915 -113.59238418   1 
111  37.09045762 -113.59236564   1 
111  37.09048278 -113.59234245   1 
111  37.09051533 -113.59230535   1 
111  37.09053086 -113.59227475   1 
111  37.09053678 -113.59223673   1 
111  37.09053752 -113.59219685   1 
111  37.09053974 -113.59209762   1 
115  37.09054421 -113.59156524 
120 Linear Feature 20
111  37.08999588 -113.59224054   1 
111  37.09000231 -113.59227048   1 
111  37.09001701 -113.59230158   1 
111  37.09004641 -113.59234534   1 
111  37.09008132 -113.59237183   1 
111  37.09010061 -113.59238104   1 
115  37.09011715 -113.59238738 
120 Linear Feature 19
111  37.08989451 -113.59238845   1 
111  37.08992129 -113.59237135   1 
111  37.08994655 -113.59234791   1 
111  37.08995918 -113.59233018   1 
111  37.08998040 -113.59229724   1 
111  37.08999101 -113.59226557   1 
111  37.08999455 -113.59223010   1 
111  37.08999659 -113.59210416   1 
115  37.08999761 -113.59147429 
120 Linear Feature 33
111  37.09576297 -113.59220307   1 
111  37.09576519 -113.59224140   1 
111  37.09577797 -113.59227345   1 
111  37.09580137 -113.59231043   1 
111  37.09583148 -113.59233696   1 
111  37.09584938 -113.59234920   1 
115  37.09587786 -113.59236451 
120 Linear Feature 32
111  37.09566579 -113.59236272   1 
111  37.09569908 -113.59233490   1 
111  37.09572867 -113.59230058   1 
111  37.09574568 -113.59227183   1 
111  37.09575382 -113.59224215   1 
111  37.09576196 -113.59220227   1 
111  37.09576270 -113.59207706   1 
115  37.09576210 -113.59163596 
120 Linear Feature 31
111  37.09544405 -113.59218920   1 
111  37.09544697 -113.59223789   1 
111  37.09546033 -113.59227192   1 
111  37.09548372 -113.59230857   1 
111  37.09550452 -113.59232960   1 
111  37.09553707 -113.59235511   1 
115  37.09555742 -113.59236429 
120 Linear Feature 30
111  37.09534503 -113.59236319   1 
111  37.09537393 -113.59234507   1 
111  37.09539228 -113.59232556   1 
111  37.09540840 -113.59229769   1 
111  37.09542840 -113.59226703   1 
111  37.09543674 -113.59224125   1 
111  37.09544341 -113.59218689   1 
111  37.09544286 -113.59210467   1 
115  37.09544683 -113.59164357 
120 Linear Feature 29
111  37.09513578 -113.59227597   1 
115  37.09513547 -113.59155762 
120 Linear Feature 28
111  37.09482323 -113.59228580   1 
115  37.09482317 -113.59155405 
120 Linear Feature 27
111  37.09450859 -113.59228443   1 
115  37.09450990 -113.59158778 
120 Linear Feature 26
111  37.09435459 -113.59213818   5 
115  37.09589896 -113.59212974 
120 Linear Feature 25
111  37.09434658 -113.59229607   2 
115  37.09592946 -113.59228679 
120 Linear Feature 18
111  37.08955118 -113.59216618   5 
111  37.09074606 -113.59215962   5 
115  37.09171514 -113.59214813 
120 Linear Feature 17
111  37.08969531 -113.59222449   1 
111  37.08970142 -113.59227508   1 
111  37.08971671 -113.59231187   1 
111  37.08973566 -113.59233946   1 
111  37.08977234 -113.59237012   1 
111  37.08979252 -113.59238162   1 
115  37.08980903 -113.59238928 
120 Linear Feature 16
111  37.08959169 -113.59239168   1 
111  37.08963304 -113.59236329   1 
111  37.08965668 -113.59233366   1 
111  37.08967440 -113.59230157   1 
111  37.08968917 -113.59226948   1 
111  37.08969311 -113.59222134   1 
111  37.08969114 -113.59214727   1 
115  37.08968284 -113.59158156 
120 Linear Feature 15
111  37.08952276 -113.59231756   2 
111  37.08961729 -113.59231756   2 
111  37.08994124 -113.59231632   2 
115  37.09183135 -113.59230613 
120 Linear Feature 45
111  37.09956622 -113.59148398   1 
111  37.09965344 -113.59158538   1 
111  37.09972163 -113.59169473   1 
111  37.09982629 -113.59186373   1 
111  37.09984849 -113.59190349   1 
115  37.09995287 -113.59199732 
120 Linear Feature 44
111  37.09800676 -113.59193427   1 
111  37.09802824 -113.59187367   1 
111  37.09805688 -113.59181756   1 
111  37.09809716 -113.59176257   1 
111  37.09813655 -113.59173002   1 
111  37.09817862 -113.59170421   1 
111  37.09821980 -113.59168401   1 
111  37.09826187 -113.59168289   1 
111  37.09843015 -113.59168064   1 
111  37.09922314 -113.59166731   1 
111  37.09928802 -113.59166911   1 
111  37.09932694 -113.59167996   1 
111  37.09938028 -113.59169803   1 
111  37.09940190 -113.59171611   1 
111  37.09949993 -113.59177937   1 
115  37.09962114 -113.59185114 
120 Linear Feature 43
111  37.09919549 -113.59235309   1 
111  37.09923781 -113.59233677   1 
111  37.09927036 -113.59230718   1 
111  37.09929558 -113.59227147   1 
111  37.09932325 -113.59221740   1 
111  37.09935987 -113.59211435   1 
111  37.09943302 -113.59194702   1 
111  37.09945399 -113.59191415   1 
111  37.09947889 -113.59188129   1 
111  37.09951165 -113.59186486   1 
111  37.09953131 -113.59185336   1 
111  37.09956408 -113.59185336   1 
111  37.09960077 -113.59185993   1 
111  37.09961912 -113.59186650   1 
115  37.09963933 -113.59187803 
120 Linear Feature 42
111  37.09799933 -113.59220316   1 
115  37.09799570 -113.59218463 
120 Linear Feature 41
111  37.09799903 -113.59220276   1 
111  37.09800821 -113.59225370   1 
111  37.09802524 -113.59228492   1 
111  37.09805277 -113.59232436   1 
111  37.09808553 -113.59234079   1 
115  37.09812485 -113.59236050 
120 Linear Feature 40
111  37.09789842 -113.59235997   1 
111  37.09793485 -113.59232911   1 
111  37.09795947 -113.59229701   1 
111  37.09798507 -113.59225380   1 
111  37.09799294 -113.59222541   1 
111  37.09799590 -113.59216122   1 
111  37.09799787 -113.59206122   1 
111  37.09800102 -113.59196891   1 
111  37.09800690 -113.59190580   1 
111  37.09802222 -113.59176171   1 
111  37.09804852 -113.59153344   1 
111  37.09805898 -113.59147658   1 
111  37.09808689 -113.59141753   1 
111  37.09812701 -113.59135630   1 
111  37.09819155 -113.59129069   1 
111  37.09825435 -113.59125570   1 
111  37.09828749 -113.59123820   1 
111  37.09841658 -113.59123820   1 
111  37.09887883 -113.59123820   1 
111  37.09892477 -113.59124692   1 
111  37.09900344 -113.59127097   1 
111  37.09909554 -113.59131187   1 
111  37.09920491 -113.59138404   1 
111  37.09935458 -113.59151154   1 
111  37.09945627 -113.59163904   1 
111  37.09956373 -113.59177376   1 
111  37.09965391 -113.59189645   1 
111  37.09971531 -113.59198306   1 
111  37.09974409 -113.59203839   1 
111  37.09975944 -113.59208410   1 
111  37.09976328 -113.59213462   1 
111  37.09975369 -113.59219236   1 
111  37.09973642 -113.59223325   1 
111  37.09970956 -113.59226212   1 
111  37.09967118 -113.59229340   1 
111  37.09962513 -113.59233429   1 
111  37.09960594 -113.59237038   1 
111  37.09959443 -113.59240646   1 
111  37.09959016 -113.59247264   1 
115  37.09958748 -113.59256915 
120 Linear Feature 39
111  37.09777146 -113.59184503   1 
115  37.09765590 -113.59184952 
120 Linear Feature 38
111  37.09777027 -113.59204669   1 
115  37.09763803 -113.59187939 
120 Linear Feature 37
111  37.09742476 -113.59206760   1 
115  37.09742953 -113.59193466 
120 Linear Feature 36
111  37.09719372 -113.59208581   1 
115  37.09719372 -113.59192496 
120 Linear Feature 35
111  37.09708127 -113.59213461   5 
115  37.09781650 -113.59213461 
120 Linear Feature 34
111  37.09703527 -113.59221064   3 
111  37.09784082 -113.59220344   3 
115  37.09784320 -113.59142819 
120 Linear Feature 7
111  37.08564622 -113.59267607   4 
115  37.08578867 -113.59267837 
120 Linear Feature 14
111  37.08576766 -113.59255245   1 
115  37.08563608 -113.59237852 
120 Linear Feature 13
111  37.08572291 -113.59258162   1 
115  37.08567905 -113.59234262 
120 Linear Feature 12
111  37.08567368 -113.59258050   1 
115  37.08572917 -113.59234262 
120 Linear Feature 11
111  37.08562981 -113.59254571   1 
115  37.08576946 -113.59237965 
120 Linear Feature 10
111  37.08561012 -113.59249298   1 
115  37.08579362 -113.59243351 
120 Linear Feature 9
111  37.08579254 -113.59249886   1 
115  37.08560826 -113.59242636 
120 Linear Feature 6
111  37.08570340 -113.59264553   1 
111  37.08570846 -113.59258979   1 
111  37.08571806 -113.59254672   1 
111  37.08573423 -113.59251695   1 
111  37.08576202 -113.59247705   1 
112  37.08578728 -113.59244981  37.08578728 -113.59245044   1 
111  37.08582720 -113.59242891   1 
115  37.08586206 -113.59240991 
120 Linear Feature 5
111  37.08644448 -113.59307267   1 
111  37.08602033 -113.59307715   1 
111  37.08589523 -113.59307715   1 
111  37.08585830 -113.59306520   1 
111  37.08580945 -113.59303234   1 
111  37.08577251 -113.59298903   1 
111  37.08574035 -113.59292182   1 
111  37.08571652 -113.59286806   1 
115  37.08570579 -113.59278293 
120 Linear Feature 4
111  37.08554750 -113.59241342   1 
111  37.08557931 -113.59242919   1 
111  37.08561260 -113.59244773   1 
111  37.08563331 -113.59246721   1 
111  37.08565846 -113.59249966   1 
111  37.08568288 -113.59254789   1 
111  37.08569471 -113.59259333   1 
111  37.08570285 -113.59264804   1 
111  37.08570137 -113.59273614   1 
111  37.08570172 -113.59279064   1 
111  37.08569277 -113.59285460   1 
111  37.08567576 -113.59290285   1 
111  37.08564891 -113.59296569   1 
111  37.08560863 -113.59301506   1 
111  37.08556477 -113.59305209   1 
111  37.08552986 -113.59307116   1 
111  37.08547257 -113.59308238   1 
111  37.08538216 -113.59308238   1 
115  37.08513421 -113.59308351 
120 Linear Feature 3
111  37.08288677 -113.59270210   4 
115  37.08302821 -113.59270322 
120 Linear Feature 2
111  37.08370550 -113.59309740   1 
111  37.08341897 -113.59310357   1 
111  37.08313342 -113.59309987   1 
111  37.08308517 -113.59308876   1 
111  37.08304677 -113.59306408   1 
111  37.08302216 -113.59303693   1 
111  37.08298966 -113.59299126   1 
111  37.08296603 -113.59292955   1 
115  37.08295618 -113.59289499 
120 Linear Feature 1
111  37.09360865 -113.59502101  22 
111  37.09359507 -113.59496376  22 
111  37.09356915 -113.59492662  22 
111  37.09353213 -113.59489104  22 
111  37.09349263 -113.59487247  22 
111  37.09344697 -113.59487247  22 
111  37.09340747 -113.59489258  22 
111  37.09337415 -113.59492662  22 
111  37.09334700 -113.59497304  22 
111  37.09333712 -113.59503029  22 
111  37.09333836 -113.59508445  22 
111  37.09335440 -113.59513551  22 
111  37.09338402 -113.59517264  22 
111  37.09342599 -113.59520049  22 
111  37.09347289 -113.59520514  22 
111  37.09352349 -113.59519585  22 
111  37.09356298 -113.59516181  22 
111  37.09358890 -113.59512468  22 
111  37.09360618 -113.59506897  22 
113  37.09360865 -113.59504112  22 
120 Linear Feature 1
111  37.08240662 -113.59310959   1 
111  37.08274439 -113.59311158   1 
111  37.08280307 -113.59309766   1 
111  37.08285223 -113.59307182   1 
111  37.08289028 -113.59304201   1 
111  37.08292676 -113.59298834   1 
111  37.08294420 -113.59292672   1 
111  37.08295530 -113.59289293   1 
111  37.08295530 -113.59278757   1 
111  37.08295396 -113.59266261   1 
111  37.08296261 -113.59261562   1 
111  37.08297126 -113.59256141   1 
111  37.08300009 -113.59251262   1 
111  37.08303325 -113.59247467   1 
111  37.08307217 -113.59245299   1 
111  37.08311686 -113.59243311   1 
111  37.08316588 -113.59243311   1 
111  37.08457586 -113.59242305   1 
111  37.08592876 -113.59240885   1 
111  37.08722657 -113.59240010   1 
111  37.08955354 -113.59239134   1 
111  37.09173923 -113.59237166   1 
111  37.09437708 -113.59236266   1 
111  37.09709638 -113.59236255   1 
111  37.09915765 -113.59235294   1 
111  37.09939214 -113.59235003   1 
111  37.09946876 -113.59237914   1 
