I
1050 Generated by WorldEditor

1   1568 0 0 KREI REDLANDS MUNI
120 Linear Feature 21
111  34.08412262 -117.14818871 1
115  34.08407929 -117.14818674
120 Linear Feature 21
111  34.08438864 -117.13997124 1
115  34.08438720 -117.14002357
120 Linear Feature 21
111  34.08431271 -117.14818505 1
115  34.08426938 -117.14818309
120 Linear Feature 21
111  34.08411756 -117.14746118 1
115  34.08407423 -117.14745922
120 Linear Feature 21
111  34.08444475 -117.14032449 1
115  34.08444331 -117.14037682
120 Linear Feature 21
111  34.08430765 -117.14745753 1
115  34.08426431 -117.14745557
120 Linear Feature 21
111  34.08389848 -117.14447195 1
115  34.08389674 -117.14452427
120 Linear Feature 21
111  34.08446190 -117.14446748 1
115  34.08446016 -117.14451979
120 Linear Feature 21
111  34.08460285 -117.14765256 1
115  34.08455951 -117.14765059
120 Linear Feature 21
111  34.08459449 -117.14847973 1
115  34.08455116 -117.14847777
120 Linear Feature 21
111  34.08460011 -117.15242028 1
115  34.08455677 -117.15241832
120 Linear Feature 21
111  34.08460011 -117.15242028 1
115  34.08455677 -117.15241832
120 Linear Feature 21
111  34.08460271 -117.15083724 1
115  34.08455937 -117.15083528
120 Linear Feature 21
111  34.08460271 -117.15124780 1
115  34.08455937 -117.15124584
120 Linear Feature 21
111  34.08460271 -117.15124780 1
115  34.08455937 -117.15124584
120 Linear Feature 21
111  34.08460271 -117.15168056 1
115  34.08455937 -117.15167859
120 Linear Feature 21
111  34.08460271 -117.15168056 1
115  34.08455937 -117.15167859
120 Linear Feature 21
111  34.08412133 -117.14823854 1
115  34.08416469 -117.14823866
120 Linear Feature 21
111  34.08442992 -117.13997259 1
115  34.08442983 -117.13992023
120 Linear Feature 21
111  34.08431142 -117.14823489 1
115  34.08435478 -117.14823501
120 Linear Feature 21
111  34.08411627 -117.14751102 1
115  34.08415963 -117.14751114
120 Linear Feature 21
111  34.08448603 -117.14032584 1
115  34.08448594 -117.14027348
120 Linear Feature 21
111  34.08430635 -117.14750737 1
115  34.08434972 -117.14750749
120 Linear Feature 21
111  34.08412522 -117.14789223 1
115  34.08408189 -117.14789027
120 Linear Feature 21
111  34.08414309 -117.13996939 1
115  34.08414165 -117.14002172
120 Linear Feature 21
111  34.08431531 -117.14788858 1
115  34.08427197 -117.14788662
120 Linear Feature 21
111  34.08412016 -117.14716471 1
115  34.08407682 -117.14716274
120 Linear Feature 21
111  34.08419919 -117.14032264 1
115  34.08419776 -117.14037497
120 Linear Feature 21
111  34.08431025 -117.14716106 1
115  34.08426691 -117.14715909
120 Linear Feature 21
111  34.08421636 -117.14446357 1
115  34.08421463 -117.14451589
120 Linear Feature 21
111  34.08460545 -117.14735608 1
115  34.08456211 -117.14735412
120 Linear Feature 21
111  34.08459709 -117.14818326 1
115  34.08455376 -117.14818130
120 Linear Feature 21
111  34.08460271 -117.15212381 1
115  34.08455937 -117.15212185
120 Linear Feature 21
111  34.08460271 -117.15212381 1
115  34.08455937 -117.15212185
120 Linear Feature 21
111  34.08410972 -117.14779640 1
115  34.08415309 -117.14779652
120 Linear Feature 21
111  34.08406379 -117.13998852 1
115  34.08406370 -117.13993616
120 Linear Feature 21
111  34.08429981 -117.14779275 1
115  34.08434318 -117.14779287
120 Linear Feature 21
111  34.08410466 -117.14706888 1
115  34.08414803 -117.14706900
120 Linear Feature 21
111  34.08411990 -117.14034177 1
115  34.08411981 -117.14028941
120 Linear Feature 21
111  34.08429475 -117.14706523 1
115  34.08433811 -117.14706535
120 Linear Feature 21
111  34.08412392 -117.14833459 1
115  34.08408059 -117.14833263
120 Linear Feature 21
111  34.08450945 -117.13996904 1
115  34.08450802 -117.14002137
120 Linear Feature 21
111  34.08431401 -117.14833094 1
115  34.08427068 -117.14832897
120 Linear Feature 21
111  34.08411886 -117.14760706 1
115  34.08407552 -117.14760510
120 Linear Feature 21
111  34.08430895 -117.14760341 1
115  34.08426561 -117.14760145
120 Linear Feature 21
111  34.08401931 -117.14447076 1
115  34.08401757 -117.14452308
120 Linear Feature 21
111  34.08458273 -117.14446628 1
115  34.08458099 -117.14451860
120 Linear Feature 21
111  34.08460415 -117.14779844 1
115  34.08456081 -117.14779648
120 Linear Feature 21
111  34.08459579 -117.14862562 1
115  34.08455246 -117.14862365
120 Linear Feature 21
111  34.08460141 -117.15256617 1
115  34.08455807 -117.15256420
120 Linear Feature 21
111  34.08460141 -117.15256617 1
115  34.08455807 -117.15256420
120 Linear Feature 20
111  34.08469918 -117.15290800 51
111  34.08449333 -117.15289392 51
112  34.08446220 -117.15286678  34.08444965 -117.15284909 51
115  34.08444664 -117.15281876
120 Linear Feature 19
111  34.08481711 -117.15304035 51
112  34.08477451 -117.15294589  34.08475359 -117.15292316 51
111  34.08469918 -117.15290800 51
112  34.08478079 -117.15284989  34.08480589 -117.15281705 51
115  34.08481884 -117.15277519
120 Linear Feature 17
111  34.08488379 -117.15382215 54 104
115  34.08488898 -117.15356117
120 Linear Feature 39
111  34.08485469 -117.14549269 51 101
112  34.08504586 -117.14573071  34.08518593 -117.14573071 51
111  34.08525997 -117.14554280 51
115  34.08526343 -117.14520248
120 Linear Feature 18
111  34.08521483 -117.15285035 51
111  34.08521137 -117.15352056 51
112  34.08501943 -117.15373352  34.08486460 -117.15374615 51 101
111  34.08482057 -117.15353309 51 101
111  34.08481711 -117.15304035 51 101
111  34.08481884 -117.15277519 51 101
111  34.08483959 -117.14912351 51 101
111  34.08483959 -117.14902747 51 101
111  34.08483786 -117.14876648 51 101
111  34.08483786 -117.14868714 51 101
111  34.08484943 -117.14668720 51 101
111  34.08485403 -117.14637040 51 101
111  34.08485864 -117.14600914 51 101
111  34.08485403 -117.14559507 51 101
111  34.08485469 -117.14549269 51 101
111  34.08485634 -117.14523381 51 101
111  34.08486094 -117.14487811 51 101
111  34.08486324 -117.14448350 51 101
111  34.08486554 -117.14423339 51 101
111  34.08486554 -117.14389158 51 101
111  34.08486784 -117.14373040 51 101
111  34.08486784 -117.14340526 51 101
111  34.08486324 -117.14309601 51 101
111  34.08487015 -117.14284114 51 101
111  34.08487015 -117.14256602 51 101
111  34.08487705 -117.14227979 51 101
111  34.08487475 -117.14121267 51 101
111  34.08487935 -117.14088754 51 101
111  34.08487935 -117.13992602 51 101
111  34.08488615 -117.13962654 51 101
111  34.08487987 -117.13940423 51 101
112  34.08508074 -117.13915917  34.08526905 -117.13914402 51
115  34.08529834 -117.13950023
120 Linear Feature 34
111  34.08483814 -117.13956796 53 102
111  34.08482776 -117.13942598 53 102
111  34.08478799 -117.13938214 53 102
111  34.08476551 -117.13932368 53 102
115  34.08478046 -117.13879730
120 Linear Feature 33
111  34.08473069 -117.14441215 55
111  34.08476220 -117.13951079 55
115  34.08482272 -117.13942519
120 Linear Feature 32
111  34.08486554 -117.14423339 51
112  34.08481006 -117.14412794  34.08478433 -117.14410206 51
111  34.08473288 -117.14407618 51
112  34.08482006 -117.14403822  34.08484864 -117.14400371 51
115  34.08486554 -117.14389158
120 Linear Feature 40
111  34.08486784 -117.14373040 51
112  34.08482242 -117.14360151  34.08479124 -117.14356700 51
111  34.08473927 -117.14356230 51
112  34.08482372 -117.14351837  34.08485360 -117.14348857 51
115  34.08486784 -117.14340526
120 Linear Feature 31
111  34.08475439 -117.14103838 51
115  34.08346507 -117.14103876
120 Linear Feature 31
111  34.08475215 -117.14242677 51
115  34.08349220 -117.14242134
120 Linear Feature 31
111  34.08474167 -117.14296170 51
115  34.08350446 -117.14296135
120 Linear Feature 31
111  34.08473927 -117.14356230 51
115  34.08351977 -117.14354945
120 Linear Feature 31
111  34.08473288 -117.14407618 51
115  34.08356572 -117.14406727
120 Linear Feature 31
111  34.08472438 -117.14467387 51
115  34.08382584 -117.14466530
120 Linear Feature 31
111  34.08471853 -117.14506397 51
115  34.08382432 -117.14505678
120 Linear Feature 31
111  34.08472341 -117.14542814 51
115  34.08383261 -117.14541982
120 Linear Feature 31
111  34.08471853 -117.14577935 51
115  34.08383261 -117.14577266
120 Linear Feature 29
111  34.08484943 -117.14668720 51
112  34.08480005 -117.14658131  34.08476676 -117.14655279 51
111  34.08471704 -117.14654373 51
112  34.08467976 -117.14651416  34.08467761 -117.14648305 51
111  34.08468405 -117.14625016 51
112  34.08469405 -117.14621737  34.08470157 -117.14621219
111  34.08469405 -117.14621737
112  34.08469405 -117.14621737  34.08470479 -117.14620700 51
111  34.08472442 -117.14620788 51
112  34.08481301 -117.14625618  34.08483985 -117.14628470 51
111  34.08485403 -117.14637040 51
112  34.08481910 -117.14649045  34.08479440 -117.14652804 51
115  34.08471704 -117.14654373
120 Linear Feature 28
111  34.08483786 -117.14868714 51 101
112  34.08503524 -117.14891318  34.08520816 -117.14891491 51
111  34.08523603 -117.14870741 51
115  34.08523889 -117.14830019
120 Linear Feature 27
111  34.08483959 -117.14912351 51 101
112  34.08503524 -117.14891318  34.08522545 -117.14891318 51
111  34.08523726 -117.14915538 51
115  34.08523869 -117.14982316
120 Linear Feature 25
111  34.08472239 -117.14890527 51
115  34.08457953 -117.14890783
120 Linear Feature 24
111  34.08483959 -117.14902747 51
112  34.08480438 -117.14895713  34.08477705 -117.14892531 51
111  34.08472239 -117.14890527 51
112  34.08480341 -117.14885695  34.08482683 -117.14882395 51
115  34.08483786 -117.14876648
120 Linear Feature 44
111  34.08487935 -117.13992602 51
112  34.08483591 -117.13984057  34.08480243 -117.13980268 51
111  34.08476477 -117.13980521 51
112  34.08483172 -117.13976478  34.08486102 -117.13972689 51
115  34.08488615 -117.13962654
120 Linear Feature 43
111  34.08487475 -117.14121267 51
112  34.08483180 -117.14108133  34.08480251 -117.14104343 51
111  34.08475439 -117.14103838 51
112  34.08483180 -117.14098533  34.08485900 -117.14094743 51
115  34.08487935 -117.14088754
120 Linear Feature 42
111  34.08487015 -117.14256602 51
112  34.08482329 -117.14247224  34.08480446 -117.14245203 51
111  34.08475215 -117.14242677 51
112  34.08482538 -117.14237372  34.08484839 -117.14234845 51
115  34.08487705 -117.14227979
120 Linear Feature 41
111  34.08486324 -117.14309601 51
112  34.08481775 -117.14299928  34.08479527 -117.14296796 51
111  34.08474167 -117.14296170 51
112  34.08481775 -117.14292829  34.08484542 -117.14290115 51
115  34.08487015 -117.14284114
120 Linear Feature 37
111  34.08492375 -117.14588410 54 104
115  34.08492518 -117.14555452
120 Linear Feature 36
111  34.08491351 -117.14905711 54 104
115  34.08491755 -117.14876101
120 Linear Feature 2
111  34.08425354 -117.14073609
111  34.08425450 -117.14069090
111  34.08398231 -117.14068447
115  34.08397669 -117.14021133
120 Linear Feature 35
111  34.08498796 -117.13938308 54 104
115  34.08499422 -117.13891795
120 Linear Feature 38
111  34.08485864 -117.14600914 51 101
112  34.08504586 -117.14573071  34.08522224 -117.14572862 51
111  34.08525965 -117.14595867 51
115  34.08525808 -117.14627565
120 Linear Feature 47
111  34.08388898 -117.13942601 51
112  34.08384714 -117.13936400  34.08382241 -117.13936859 51
115  34.08374823 -117.13936400
120 Linear Feature 47
111  34.08389279 -117.13955692 51
112  34.08384904 -117.13949720  34.08382431 -117.13950180 51
115  34.08375013 -117.13949720
120 Linear Feature 47
111  34.08389088 -117.13968323 51
112  34.08384904 -117.13962352  34.08382431 -117.13962811 51
115  34.08375013 -117.13962352
120 Linear Feature 46
111  34.08394766 -117.13979832 51
112  34.08389469 -117.13974065  34.08389088 -117.13970160 51
111  34.08389088 -117.13968323 51
111  34.08389279 -117.13955692 51
111  34.08388898 -117.13942601 51
115  34.08389279 -117.13901262
120 Linear Feature 45
111  34.08476288 -117.13980443 51
111  34.08457553 -117.13980443 51
111  34.08425906 -117.13980443 51
111  34.08394766 -117.13979832 51
115  34.08376725 -117.13979806
120 Linear Feature 48
111  34.08457553 -117.13980443 51
112  34.08450019 -117.13972713  34.08450019 -117.13965766 51
115  34.08450479 -117.13902685
120 Linear Feature 48
111  34.08425906 -117.13980443 51
112  34.08418717 -117.13972435  34.08418717 -117.13965488 51
115  34.08419178 -117.13902407
21  34.08553681 -117.15157975 2 89.6600 3.00 08  PAPI-4L
14  34.08419547 -117.14081543  29.53 0 TOWER
1300  34.08391503 -117.14974553   0.01 tie_down jets|turboprops FBO AERO TECH ACADEMY
1301 B general_aviation 
1300  34.08440662 -117.14721692   0.00 tie_down props GA 01
1301 A general_aviation 
1300  34.08449821 -117.14862679 -178.41 tie_down props GA 02
1301 A general_aviation 
1300  34.08426506 -117.14009537 272.01 tie_down props GA 03
1301 A general_aviation 
1300  34.08449887 -117.15197569 178.26 tie_down props GA 04
1301 A general_aviation 
1300  34.08364195 -117.14375725  89.75 hangar props HANGAR E03
1301 A none 
1300  34.08362115 -117.14317467  89.75 hangar props HANGAR E02
1301 A none 
1300  34.08361283 -117.14259712  89.75 hangar props HANGAR E01
1301 A none 
18  34.08328358 -117.13929283 1 BCN
19  34.08553099 -117.15406758 1 WS
19  34.08583588 -117.14090625 1 WS
51 12305 CTAF/UNICOM
55 12725 SOCAL APP/DEP
99
