I
1050 Generated by WorldEditor 2.2.0r2

1    227 1 0 KLSF Lawson AAF
112  32.32823093 -084.98377701  32.32826581 -084.98375735
111  32.32823093 -084.98377701
114  32.32823093 -084.98377701  32.32825972 -084.98374294 102
110 1 0.00 0.0000 New Taxiway 7
112  32.32826883 -084.97957410  32.32831000 -084.97949420
111  32.32826883 -084.97957410
111  32.32854286 -084.97911744
112  32.32854286 -084.97911744  32.32862721 -084.97902824
112  32.32881052 -084.97908923  32.32888922 -084.97914959
111  32.32881052 -084.97908923
111  32.32893687 -084.97919412
112  32.32893687 -084.97919412  32.32902081 -084.97927722
112  32.32901430 -084.97945223  32.32900629 -084.97951805
111  32.32901430 -084.97945223
112  32.32901430 -084.97945223  32.32900620 -084.97947874
111  32.32899033 -084.97950901
111  32.32871397 -084.97996960
112  32.32871397 -084.97996960  32.32864315 -084.98007168
112  32.32844144 -084.98007189  32.32835177 -084.98004973
111  32.32844144 -084.98007189
112  32.32844144 -084.98007189  32.32830948 -084.98002717
112  32.32823006 -084.97981051  32.32821228 -084.97969988
111  32.32823006 -084.97981051
114  32.32823006 -084.97981051  32.32821910 -084.97971885
110 1 0.00 0.0000 New Taxiway 6
111  32.32860309 -084.97863030
111  32.32833122 -084.97840109
112  32.32833122 -084.97840109  32.32841659 -084.97838734
111  32.32847942 -084.97842579
111  32.32950306 -084.97927782
112  32.32950306 -084.97927782  32.32984561 -084.97963946
112  32.32929958 -084.98027700  32.32895896 -084.98036293
111  32.32929958 -084.98027700
111  32.32845756 -084.98045051
112  32.32845756 -084.98045051  32.32826263 -084.98050839
112  32.32826761 -084.98083483  32.32839384 -084.98097021
111  32.32826761 -084.98083483
111  32.32833380 -084.98089736
112  32.32833380 -084.98089736  32.32835094 -084.98094076
111  32.32834884 -084.98102039
111  32.32822813 -084.98091970
112  32.32816372 -084.98060149  32.32823292 -084.98041961
111  32.32816372 -084.98060149
112  32.32816372 -084.98060149  32.32825215 -084.98040863
111  32.32842885 -084.98036971
111  32.32928777 -084.98019509
112  32.32928777 -084.98019509  32.32960754 -084.98009946
112  32.32946336 -084.97934635  32.32919927 -084.97907042
113  32.32946336 -084.97934635
110 1 0.00 0.0000 New Taxiway 5
111  32.32796658 -084.98005477
111  32.32782115 -084.97907275
112  32.32782115 -084.97907275  32.32781565 -084.97901687
112  32.32781761 -084.97891833  32.32782048 -084.97886391
111  32.32781761 -084.97891833
112  32.32781761 -084.97891833  32.32784298 -084.97867577
112  32.32811435 -084.97844090  32.32823647 -084.97838124
111  32.32811435 -084.97844090
111  32.32816889 -084.97842225
112  32.32816889 -084.97842225  32.32817099 -084.97849733
111  32.32812297 -084.97851932
111  32.32812710 -084.97853032
112  32.32812710 -084.97853032  32.32799586 -084.97860714
112  32.32788566 -084.97902188  32.32789666 -084.97927130
111  32.32788566 -084.97902188
111  32.32803396 -084.98004295
112  32.32803396 -084.98004295  32.32804269 -084.98012571
112  32.32793841 -084.98041454  32.32783868 -084.98054719
111  32.32793841 -084.98041454
112  32.32793841 -084.98041454  32.32784034 -084.98052390
112  32.32765710 -084.98044340  32.32757865 -084.98039812
111  32.32765710 -084.98044340
111  32.32756277 -084.98036472
111  32.32766537 -084.98034524
111  32.32770718 -084.98037730
112  32.32791269 -084.98033606  32.32800259 -084.98021422
111  32.32791269 -084.98033606
114  32.32791269 -084.98033606  32.32797152 -084.98023303
110 1 0.00 0.0000 New Taxiway 4
111  32.32508666 -084.97830232
111  32.32528480 -084.97827578
112  32.32554062 -084.97810209  32.32566150 -084.97797208
111  32.32554062 -084.97810209
111  32.32559497 -084.97803373
111  32.32544193 -084.97829570
111  32.32541832 -084.97834621
111  32.32541348 -084.97836686
111  32.32541115 -084.97848142
112  32.32541115 -084.97848142  32.32541248 -084.97853645
113  32.32541833 -084.97858066
110 1 0.00 0.0000 New Taxiway 3
111  32.32062689 -084.97757116
111  32.32086137 -084.97717296
111  32.32092677 -084.97706190
112  32.32092677 -084.97706190  32.32148132 -084.97619304
112  32.32313816 -084.97656930  32.32385806 -084.97710781
111  32.32313816 -084.97656930
111  32.32511800 -084.97822924
111  32.32508044 -084.97823121
112  32.32500164 -084.97821431  32.32496757 -084.97819833
111  32.32500164 -084.97821431
111  32.32499458 -084.97822505
111  32.32319499 -084.97671480
111  32.32309229 -084.97663153
112  32.32309229 -084.97663153  32.32241796 -084.97612993
112  32.32099217 -084.97710091  32.32047957 -084.97792304
111  32.32099217 -084.97710091
113  32.32068846 -084.97760622
110 1 0.00 0.0000 New Taxiway 2
111  32.32344037 -084.97991794
111  32.32357302 -084.97969645
111  32.32354412 -084.97949860
111  32.32343117 -084.97872518
112  32.32343117 -084.97872518  32.32341948 -084.97855147
112  32.32349170 -084.97837990  32.32354718 -084.97825877
111  32.32349170 -084.97837990
111  32.32383388 -084.97780803
112  32.32383724 -084.97765614  32.32380236 -084.97760072
111  32.32383724 -084.97765614
111  32.32379887 -084.97761316
111  32.32298558 -084.97692807
112  32.32298558 -084.97692807  32.32248737 -084.97652205
112  32.32126746 -084.97720229  32.32077288 -084.97785253
111  32.32126746 -084.97720229
111  32.32118648 -084.97732376
111  32.32114669 -084.97741116
112  32.32114669 -084.97741116  32.32105163 -084.97767525
111  32.32117939 -084.97787487
111  32.32123797 -084.97795852
111  32.32119100 -084.97802745
111  32.32118336 -084.97801874
111  32.32113105 -084.97793772
112  32.32113105 -084.97793772  32.32102419 -084.97776333
112  32.32105973 -084.97739979  32.32109105 -084.97722445
111  32.32105973 -084.97739979
111  32.32116092 -084.97723149
112  32.32116092 -084.97723149  32.32168055 -084.97641840
112  32.32302195 -084.97686309  32.32351868 -084.97727480
111  32.32302195 -084.97686309
111  32.32385336 -084.97755848
111  32.32391204 -084.97760951
112  32.32397113 -084.97785189  32.32391586 -084.97798758
111  32.32397113 -084.97785189
111  32.32394373 -084.97790515
111  32.32360542 -084.97847122
112  32.32360542 -084.97847122  32.32356655 -084.97854827
112  32.32356995 -084.97871393  32.32358203 -084.97883449
111  32.32356995 -084.97871393
111  32.32371915 -084.97973551
111  32.32356021 -084.98000063
113  32.32354918 -084.98001104
110 2 0.00 0.0000 New Taxiway 1
111  32.34382402 -084.99519322
112  32.34382402 -084.99519322  32.34378368 -084.99522038
111  32.34375528 -084.99525969
111  32.34367959 -084.99538317
111  32.34312020 -084.99631134
111  32.34309303 -084.99630776
111  32.34267973 -084.99596016
111  32.34268698 -084.99594647
111  32.34275445 -084.99598481
112  32.34275445 -084.99598481  32.34293140 -084.99605968
112  32.34315761 -084.99582591  32.34323441 -084.99567361
111  32.34315761 -084.99582591
112  32.34315761 -084.99582591  32.34322123 -084.99567943
111  32.34313033 -084.99558398
111  32.34309045 -084.99554688
111  32.34242295 -084.99498810
111  32.34192904 -084.99524336
112  32.34192904 -084.99524336  32.34190347 -084.99526047
111  32.34191305 -084.99530464
111  32.34191317 -084.99532451
111  32.34149112 -084.99497070 102
111  32.34158938 -084.99502530
112  32.34158938 -084.99502530  32.34168771 -084.99506493 102
111  32.34178690 -084.99502314 102
111  32.34229499 -084.99475986 102
111  32.34231460 -084.99474443 102
111  32.34234783 -084.99470755
112  32.34234783 -084.99470755  32.34238414 -084.99465296 102
112  32.34240009 -084.99452542  32.34240075 -084.99443226
111  32.34240009 -084.99452542
112  32.34240009 -084.99452542  32.34237190 -084.99440910 102
112  32.34232477 -084.99435901  32.34229261 -084.99432560
111  32.34232477 -084.99435901 102
111  32.34037303 -084.99272909
111  32.33989336 -084.99232852 102
111  32.33956033 -084.99205040
112  32.33956033 -084.99205040  32.33948050 -084.99197382 102
112  32.33939720 -084.99176102  32.33936655 -084.99161560
111  32.33939720 -084.99176102 102
111  32.33925577 -084.99048949
112  32.33925577 -084.99048949  32.33924089 -084.99040085 102
111  32.33918126 -084.99034104 102
111  32.33559107 -084.98734936
111  32.33516771 -084.98699658 102
111  32.33332079 -084.98545521 53
111  32.33316924 -084.98532883 102
111  32.33218409 -084.98450726 53
111  32.33202128 -084.98437149 102
111  32.32996637 -084.98266234
111  32.32959466 -084.98235260 102
111  32.32507494 -084.97858635
112  32.32507494 -084.97858635  32.32494126 -084.97850321 102
112  32.32462758 -084.97869732  32.32450488 -084.97888333
111  32.32462758 -084.97869732 102
111  32.32394446 -084.97983275 102
111  32.32391277 -084.97989713
112  32.32391277 -084.97989713  32.32382150 -084.98017359 102
111  32.32399292 -084.98035396 102
111  32.32403855 -084.98039877
111  32.32402912 -084.98040978
111  32.32354918 -084.98001104
111  32.32356021 -084.98000063
111  32.32371915 -084.97973551
111  32.32356995 -084.97871393
112  32.32356995 -084.97871393  32.32355787 -084.97859338
112  32.32360542 -084.97847122  32.32364428 -084.97839417
111  32.32360542 -084.97847122
111  32.32394373 -084.97790515
111  32.32397113 -084.97785189
112  32.32397113 -084.97785189  32.32402640 -084.97771619
111  32.32391204 -084.97760951
111  32.32385336 -084.97755848
111  32.32302195 -084.97686309
112  32.32302195 -084.97686309  32.32252522 -084.97645137
112  32.32116092 -084.97723149  32.32064128 -084.97804459
111  32.32116092 -084.97723149
111  32.32105973 -084.97739979
112  32.32105973 -084.97739979  32.32102841 -084.97757512
112  32.32113105 -084.97793772  32.32123790 -084.97811211
111  32.32113105 -084.97793772
111  32.32118336 -084.97801874
111  32.32117924 -084.97803384
111  32.32068540 -084.97762024
111  32.32068846 -084.97760622
111  32.32099217 -084.97710091
112  32.32099217 -084.97710091  32.32150476 -084.97627878
112  32.32309229 -084.97663153  32.32376662 -084.97713313
111  32.32309229 -084.97663153
111  32.32319499 -084.97671480
111  32.32499458 -084.97822505
111  32.32500164 -084.97821431
112  32.32500164 -084.97821431  32.32503571 -084.97823030
111  32.32508044 -084.97823121
111  32.32511800 -084.97822924
111  32.32526476 -084.97821132
112  32.32526476 -084.97821132  32.32539535 -084.97816830
111  32.32551367 -084.97802895
111  32.32554471 -084.97798649
111  32.32559497 -084.97803373
111  32.32554062 -084.97810209
112  32.32554062 -084.97810209  32.32541973 -084.97823210
111  32.32528480 -084.97827578
111  32.32508666 -084.97830232
111  32.32541833 -084.97858066 102
111  32.32756277 -084.98036472
111  32.32765710 -084.98044340
112  32.32765710 -084.98044340  32.32773554 -084.98048869
112  32.32793841 -084.98041454  32.32803648 -084.98030517
111  32.32793841 -084.98041454
112  32.32793841 -084.98041454  32.32803813 -084.98028188
112  32.32803396 -084.98004295  32.32802523 -084.97996020
111  32.32803396 -084.98004295
111  32.32788566 -084.97902188
112  32.32788566 -084.97902188  32.32787466 -084.97877247
112  32.32812710 -084.97853032  32.32825834 -084.97845350
111  32.32812710 -084.97853032
111  32.32812297 -084.97851932
112  32.32816889 -084.97842225  32.32816678 -084.97834716
111  32.32816889 -084.97842225
112  32.32816889 -084.97842225  32.32816457 -084.97838485
111  32.32814645 -084.97836399
111  32.32818704 -084.97827954
111  32.32833122 -084.97840109
111  32.32860309 -084.97863030
111  32.32946336 -084.97934635
112  32.32946336 -084.97934635  32.32972746 -084.97962229
112  32.32928777 -084.98019509  32.32896799 -084.98029072
111  32.32928777 -084.98019509
111  32.32842885 -084.98036971
112  32.32816372 -084.98060149  32.32807529 -084.98079435
111  32.32816372 -084.98060149
112  32.32816372 -084.98060149  32.32809452 -084.98078337
111  32.32822813 -084.98091970
111  32.32834884 -084.98102039 102
111  32.33213496 -084.98417561 53
111  32.33248764 -084.98446973 102
111  32.33325790 -084.98511209 53
111  32.33356197 -084.98536532 102
111  32.33437573 -084.98604024
111  32.33470391 -084.98631358 102
111  32.33534606 -084.98684843
111  32.33590198 -084.98730932 102
111  32.33880815 -084.98973618
111  32.33895835 -084.98986130
111  32.33922020 -084.99007942
111  32.33929232 -084.99013950
112  32.33929232 -084.99013950  32.33934931 -084.99019419
112  32.33940126 -084.99027763  32.33943476 -084.99033955
111  32.33940126 -084.99027763
112  32.33940126 -084.99027763  32.33944298 -084.99036108
111  32.33945412 -084.99043287
111  32.33950867 -084.99091480 102
111  32.33959594 -084.99169713
112  32.33959594 -084.99169713  32.33960684 -084.99176913 102
112  32.33969858 -084.99186966  32.33975852 -084.99192634
111  32.33969858 -084.99186966 102
111  32.34054548 -084.99257574
111  32.34070539 -084.99270906
112  32.34083469 -084.99267359  32.34089041 -084.99262571
111  32.34083469 -084.99267359
112  32.34083469 -084.99267359  32.34085991 -084.99264763
111  32.34086510 -084.99258153
111  32.34086546 -084.99252457
111  32.34087259 -084.99252657
111  32.34088667 -084.99277174
111  32.34102986 -084.99284893
111  32.34103185 -084.99291992
111  32.34120901 -084.99306892
111  32.34118386 -084.99311344
111  32.34165932 -084.99351001
111  32.34257231 -084.99427197
111  32.34268972 -084.99436995
112  32.34268972 -084.99436995  32.34282161 -084.99445588
112  32.34301553 -084.99439254  32.34309592 -084.99435592
111  32.34301553 -084.99439254
111  32.34344014 -084.99417213
111  32.34347535 -084.99415385
111  32.34347115 -084.99413924
112  32.34347115 -084.99413924  32.34370428 -084.99399575
111  32.34361316 -084.99373278
111  32.34362340 -084.99372735
111  32.34336560 -084.99303685
111  32.34341989 -084.99301398
111  32.34402813 -084.99269846
111  32.34462718 -084.99238533
111  32.34464942 -084.99244172
111  32.34516628 -084.99217367
111  32.34518921 -084.99223220
111  32.34576117 -084.99193765
111  32.34578281 -084.99199479
111  32.34641701 -084.99166787
111  32.34637533 -084.99156085
111  32.34637128 -084.99155046
111  32.34706277 -084.99127774
111  32.34930010 -084.99039535
112  32.34930010 -084.99039535  32.34936874 -084.99037988
111  32.34940908 -084.99038268
111  32.34944841 -084.99040221
111  32.34948027 -084.99042002
111  32.34995751 -084.99071398
111  32.34996502 -084.99071861
111  32.34968421 -084.99136179
111  32.34962283 -084.99132405
112  32.34962283 -084.99132405  32.34955790 -084.99129413
111  32.34947693 -084.99130511
111  32.34921816 -084.99144357
112  32.34921816 -084.99144357  32.34909475 -084.99152919
112  32.34904491 -084.99178670  32.34905380 -084.99193427
111  32.34904491 -084.99178670
111  32.34905371 -084.99182807
111  32.34938555 -084.99272150
111  32.34839731 -084.99323597
111  32.34837629 -084.99318172
111  32.34784718 -084.99345056
111  32.34782656 -084.99339683
111  32.34725926 -084.99368819
111  32.34723898 -084.99363484
111  32.34633746 -084.99410091
111  32.34631666 -084.99404079
111  32.34612866 -084.99414063
111  32.34610592 -084.99408532
111  32.34558510 -084.99435525
111  32.34556245 -084.99429560
113  32.34550059 -084.99432670
130 Airport Boundary
111  32.32218843 -084.97556669
111  32.32353059 -084.97624163
111  32.32383717 -084.97660433
111  32.32487361 -084.97761151
111  32.32547961 -084.97799263
111  32.32635532 -084.97670630
111  32.32831870 -084.97766992
111  32.33069109 -084.97979638
111  32.33292578 -084.98180241
111  32.33328180 -084.98193225
111  32.33365846 -084.98181426
111  32.33439698 -084.98128847
111  32.33477330 -084.98090266
111  32.33663558 -084.97847006
111  32.34120799 -084.98612058
111  32.34134949 -084.98629495
111  32.34155151 -084.98646859
111  32.34288374 -084.98725458
111  32.34345453 -084.98785759
111  32.34365965 -084.98818258
111  32.34414508 -084.98794616
111  32.34442296 -084.98784991
111  32.34472206 -084.98783741
111  32.34787649 -084.98829692
111  32.34808680 -084.98833829
111  32.34827407 -084.98842630
111  32.35010360 -084.98959791
111  32.35016116 -084.98974665
111  32.35244194 -084.99027112
111  32.35267454 -084.99044041
111  32.35285658 -084.99068066
111  32.35293857 -084.99103020
111  32.35292919 -084.99131592
111  32.35283077 -084.99164377
111  32.35264397 -084.99188017
111  32.35091986 -084.99380758
111  32.34617174 -084.99896351
111  32.34571870 -084.99943451
111  32.34525676 -084.99985024
111  32.34413962 -085.00075642
111  32.34208397 -085.00239555
111  32.34159899 -085.00274487
111  32.34096805 -085.00306947
111  32.34015713 -085.00331423
111  32.33826536 -085.00377297
111  32.33746485 -085.00382800
111  32.33714071 -085.00380083
111  32.33638355 -085.00367222
111  32.33619932 -085.00362713
111  32.33613790 -085.00357685
111  32.33067877 -085.00234261
111  32.33000847 -085.00213829
111  32.32917675 -085.00164712
111  32.32832330 -085.00091116
111  32.32565968 -084.99803813
111  32.32631505 -084.99720972
111  32.32663298 -084.99673188
111  32.32700156 -084.99606131
111  32.32731764 -084.99512542
111  32.32750195 -084.99424609
111  32.32744487 -084.99279404
111  32.32729204 -084.99192905
111  32.32701258 -084.99107279
111  32.32709965 -084.99095100
111  32.32435363 -084.98665423
111  32.32328125 -084.98490850
111  32.32299720 -084.98411198
111  32.32280982 -084.98419011
111  32.32161535 -084.98222582
111  32.32145915 -084.98235508
111  32.31875063 -084.97992852
111  32.31799281 -084.97777942
111  32.31864298 -084.97732750
111  32.31906127 -084.97676175
113  32.32174935 -084.97596397
120 Linear Feature 118
112  32.33682466 -084.98664839  32.33674368 -084.98670203 51
115  32.33677455 -084.98674124
120 Linear Feature 116
111  32.32835417 -084.98358742 54
115  32.32853608 -084.98373795
120 Linear Feature 115
111  32.32832809 -084.98385133 51
111  32.32830182 -084.98389001
112  32.32830182 -084.98389001  32.32823546 -084.98397104 51
112  32.32795483 -084.98393949  32.32781144 -084.98383567
111  32.32795483 -084.98393949 51
115  32.32749554 -084.98355574
120 Linear Feature 114
112  32.33002810 -084.98256501  32.32997395 -084.98253170 51
112  32.32984272 -084.98249109  32.32975070 -084.98247195
111  32.32984272 -084.98249109
112  32.32984272 -084.98249109  32.32974507 -084.98247661 51
112  32.32950564 -084.98248436  32.32939057 -084.98249951
111  32.32950564 -084.98248436
112  32.32950564 -084.98248436  32.32927309 -084.98252733 51
112  32.32888570 -084.98291278  32.32872967 -084.98315796
111  32.32888570 -084.98291278 51
111  32.32832809 -084.98385133
112  32.32832809 -084.98385133  32.32823887 -084.98402526 51
112  32.32838038 -084.98429012  32.32848265 -084.98439192
111  32.32838038 -084.98429012 51
111  32.32850084 -084.98439493 51
115  32.32884322 -084.98468244
120 Linear Feature 113
111  32.32354412 -084.97949860 54
111  32.32377250 -084.97968922 54
115  32.32394446 -084.97983275
120 Linear Feature 112
111  32.32377250 -084.97968922 59
111  32.32444198 -084.97857551
112  32.32444198 -084.97857551  32.32457051 -084.97835498 59
112  32.32435600 -084.97797647  32.32419487 -084.97783936
111  32.32435600 -084.97797647 59
115  32.32391204 -084.97760951
120 Linear Feature 111
111  32.32086137 -084.97717296 54
115  32.32114669 -084.97741116
120 Linear Feature 110
111  32.32068846 -084.97760622 53 102
111  32.32099217 -084.97710091
112  32.32099217 -084.97710091  32.32150476 -084.97627878 53 102
112  32.32309229 -084.97663153  32.32376662 -084.97713313
111  32.32309229 -084.97663153 53 102
111  32.32319499 -084.97671480 53 102
111  32.32499458 -084.97822505 53
111  32.32508666 -084.97830232 53 102
115  32.32541833 -084.97858066
120 Linear Feature 109
111  32.32356021 -084.98000063 53 102
111  32.32371915 -084.97973551 53 102
111  32.32356995 -084.97871393
112  32.32356995 -084.97871393  32.32355787 -084.97859338 53 102
112  32.32360542 -084.97847122  32.32364428 -084.97839417
111  32.32360542 -084.97847122 53 102
111  32.32394373 -084.97790515 53 102
111  32.32397113 -084.97785189
112  32.32397113 -084.97785189  32.32402640 -084.97771619 53 102
111  32.32391204 -084.97760951 53 102
111  32.32385336 -084.97755848 53 102
111  32.32302195 -084.97686309
112  32.32302195 -084.97686309  32.32252522 -084.97645137 53 102
112  32.32116092 -084.97723149  32.32064128 -084.97804459
111  32.32116092 -084.97723149 53 102
111  32.32105973 -084.97739979
112  32.32105973 -084.97739979  32.32102841 -084.97757512 53 102
112  32.32113105 -084.97793772  32.32123790 -084.97811211
111  32.32113105 -084.97793772 53 102
115  32.32118336 -084.97801874
120 Linear Feature 108
112  32.32405266 -084.97758118  32.32415878 -084.97774343 51
111  32.32404765 -084.97793644 51
111  32.32372812 -084.97847247
112  32.32372812 -084.97847247  32.32368404 -084.97856385 51
112  32.32368002 -084.97877468  32.32369139 -084.97891460
111  32.32368002 -084.97877468 51
111  32.32381164 -084.97967239
112  32.32381164 -084.97967239  32.32382005 -084.97975345 51
111  32.32380648 -084.97982972 51
115  32.32378591 -084.97992585
120 Linear Feature 107
112  32.32450120 -084.97795709  32.32464289 -084.97810689 51
112  32.32456813 -084.97857781  32.32447609 -084.97876673
111  32.32456813 -084.97857781 51
115  32.32453847 -084.97863348
120 Linear Feature 106
112  32.32515229 -084.97850274  32.32495910 -084.97835901 51
112  32.32453847 -084.97863348  32.32436811 -084.97888799
111  32.32453847 -084.97863348 51
111  32.32384172 -084.97979283 51
112  32.32378591 -084.97992585  32.32376026 -084.98000491
111  32.32378591 -084.97992585
112  32.32378591 -084.97992585  32.32372212 -084.98014963 51
112  32.32387869 -084.98054387  32.32402668 -084.98069771
111  32.32387869 -084.98054387 51
115  32.32408260 -084.98071471
120 Linear Feature 105
112  32.32871397 -084.97996960  32.32878478 -084.97986752
111  32.32871397 -084.97996960 53 102
111  32.32899033 -084.97950901 53 102
112  32.32901430 -084.97945223  32.32902239 -084.97942572
111  32.32901430 -084.97945223
112  32.32901430 -084.97945223  32.32902231 -084.97938641 53 102
112  32.32893687 -084.97919412  32.32885292 -084.97911102
111  32.32893687 -084.97919412 53 102
111  32.32881052 -084.97908923
112  32.32881052 -084.97908923  32.32873181 -084.97902886 53 102
112  32.32854286 -084.97911744  32.32845852 -084.97920664
111  32.32854286 -084.97911744 53 102
111  32.32826883 -084.97957410
112  32.32826883 -084.97957410  32.32822766 -084.97965401 53 102
112  32.32823006 -084.97981051  32.32824101 -084.97990217
111  32.32823006 -084.97981051
112  32.32823006 -084.97981051  32.32824784 -084.97992114 53 102
112  32.32844144 -084.98007189  32.32857340 -084.98011661
111  32.32844144 -084.98007189
114  32.32844144 -084.98007189  32.32853111 -084.98009406 53 102
120 Linear Feature 104
111  32.32793841 -084.98041454 55
115  32.32816372 -084.98060149
120 Linear Feature 103
111  32.32756277 -084.98036472 53 102
111  32.32765710 -084.98044340
112  32.32765710 -084.98044340  32.32773554 -084.98048869 53 102
112  32.32793841 -084.98041454  32.32803648 -084.98030517
111  32.32793841 -084.98041454
112  32.32793841 -084.98041454  32.32803813 -084.98028188 53 102
112  32.32803396 -084.98004295  32.32802523 -084.97996020
111  32.32803396 -084.98004295 53 102
111  32.32788566 -084.97902188
112  32.32788566 -084.97902188  32.32787466 -084.97877247 53 102
112  32.32812710 -084.97853032  32.32825834 -084.97845350
111  32.32812710 -084.97853032
112  32.32812710 -084.97853032  32.32830769 -084.97843429 53 102
111  32.32845275 -084.97852113 53 102
111  32.32853796 -084.97858025 53 102
111  32.32860309 -084.97863030 53 102
111  32.32946336 -084.97934635
112  32.32946336 -084.97934635  32.32972746 -084.97962229 53 102
112  32.32928777 -084.98019509  32.32896799 -084.98029072
111  32.32928777 -084.98019509 53 102
111  32.32842885 -084.98036971 53 102
112  32.32816372 -084.98060149  32.32807529 -084.98079435
111  32.32816372 -084.98060149
112  32.32816372 -084.98060149  32.32809452 -084.98078337 53 102
111  32.32822813 -084.98091970 53 102
115  32.32834884 -084.98102039
120 Linear Feature 102
112  32.32799944 -084.98059360  32.32790631 -084.98078392 51
115  32.32804917 -084.98091599
120 Linear Feature 101
112  32.32939203 -084.97943247  32.32922389 -084.97931965 51
115  32.32911532 -084.97949077
120 Linear Feature 101
112  32.32878472 -084.97892524  32.32862132 -084.97881722 51
115  32.32851199 -084.97897747
120 Linear Feature 100
112  32.32906712 -084.97916050  32.32921690 -084.97930609 51
111  32.32911532 -084.97949077 51
111  32.32888641 -084.97987835 51
111  32.32881659 -084.97999658
112  32.32881659 -084.97999658  32.32869996 -084.98018528 51
115  32.32851957 -084.98023231
120 Linear Feature 100
112  32.32846232 -084.97865718  32.32860318 -084.97880499 51
111  32.32851199 -084.97897747 51
111  32.32827718 -084.97937037 51
111  32.32819794 -084.97950296
112  32.32819794 -084.97950296  32.32809539 -084.97969300 51
115  32.32811163 -084.97988675
120 Linear Feature 99
112  32.32773386 -084.98065324  32.32789557 -084.98074859 51
111  32.32799944 -084.98059360 51
111  32.32808343 -084.98045323
112  32.32808343 -084.98045323  32.32814745 -084.98032681 51
112  32.32814279 -084.98010492  32.32813110 -084.97999786
111  32.32814279 -084.98010492 51
111  32.32811163 -084.97988675 51
111  32.32799098 -084.97904210 51
111  32.32798592 -084.97895942
112  32.32798592 -084.97895942  32.32799318 -084.97870591 51
112  32.32846232 -084.97865718  32.32868400 -084.97880860
111  32.32846232 -084.97865718 51
111  32.32878472 -084.97892524 51
111  32.32906712 -084.97916050 51
111  32.32928924 -084.97934489 51
111  32.32939203 -084.97943247
112  32.32939203 -084.97943247  32.32959299 -084.97961863 51
112  32.32925354 -084.98008340  32.32897794 -084.98016660
111  32.32925354 -084.98008340 51
111  32.32851957 -084.98023231 51
111  32.32833650 -084.98027326
112  32.32833650 -084.98027326  32.32821304 -084.98031055 51
116  32.32808343 -084.98045323  32.32800237 -084.98055761
120 Linear Feature 98
111  32.33463650 -084.98588029 55
115  32.33479839 -084.98613782
120 Linear Feature 97
112  32.33698727 -084.98411870  32.33703010 -084.98402708 51
111  32.33701872 -084.98398664 51
115  32.33682991 -084.98367871
120 Linear Feature 97
112  32.33665207 -084.98439631  32.33668516 -084.98432051 51
112  32.33668231 -084.98426318  32.33667366 -084.98423945
111  32.33668231 -084.98426318 51
115  32.33649350 -084.98395795
120 Linear Feature 97
112  32.33631357 -084.98467830  32.33636115 -084.98458883 51
111  32.33634346 -084.98454967 51
115  32.33615710 -084.98423897
120 Linear Feature 97
112  32.33597374 -084.98496150  32.33602187 -084.98486657 51
112  32.33600101 -084.98481463  32.33599014 -084.98479340
111  32.33600101 -084.98481463 51
115  32.33581926 -084.98451744
120 Linear Feature 97
112  32.33562986 -084.98524785  32.33567799 -084.98515292 51
111  32.33565780 -084.98509037 51
115  32.33548075 -084.98479689
120 Linear Feature 97
112  32.33716491 -084.98397148  32.33724138 -084.98395749 51
111  32.33727185 -084.98399692 51
115  32.33745894 -084.98429926
120 Linear Feature 97
112  32.33681828 -084.98425875  32.33688856 -084.98424245 51
111  32.33693454 -084.98427853 51
115  32.33712228 -084.98457933
120 Linear Feature 97
112  32.33649580 -084.98452709  32.33656420 -084.98452468 51
111  32.33659934 -084.98455702 51
115  32.33678572 -084.98485862
120 Linear Feature 97
112  32.33615562 -084.98481045  32.33622832 -084.98479878 51
111  32.33626269 -084.98483609 51
115  32.33644907 -084.98513769
120 Linear Feature 97
112  32.33582219 -084.98508770  32.33589489 -084.98507603 51
111  32.33593358 -084.98511841 51
115  32.33611311 -084.98541539
120 Linear Feature 97
112  32.33548122 -084.98537163  32.33555392 -084.98535996 51
111  32.33559651 -084.98540012 51
115  32.33577577 -084.98569548
120 Linear Feature 97
112  32.33529760 -084.98552502  32.33534025 -084.98543750 51
111  32.33532461 -084.98537905 51
115  32.33514457 -084.98507720
120 Linear Feature 96
112  32.33459312 -084.98637153  32.33453580 -084.98630643 51
116  32.33461365 -084.98609306  32.33468311 -084.98602537
120 Linear Feature 95
111  32.33841106 -084.98379514 51
111  32.33838894 -084.98381377 51
115  32.33836683 -084.98383240
120 Linear Feature 95
111  32.33807678 -084.98412019 51
111  32.33805466 -084.98413882 51
115  32.33803255 -084.98415744
120 Linear Feature 94
112  32.33431168 -084.98613685  32.33440404 -084.98619574 51
112  32.33461365 -084.98609306  32.33472663 -084.98600667
111  32.33461365 -084.98609306 51
111  32.33478853 -084.98595028 51
111  32.33529760 -084.98552502 51
111  32.33548122 -084.98537163 51
111  32.33562986 -084.98524785 51
111  32.33582219 -084.98508770 51
111  32.33597374 -084.98496150 51
111  32.33615562 -084.98481045 51
111  32.33631357 -084.98467830 51
111  32.33649580 -084.98452709 51
111  32.33665207 -084.98439631 51
111  32.33681828 -084.98425875 51
111  32.33698727 -084.98411870 51
111  32.33716491 -084.98397148 51
111  32.33757426 -084.98363222
112  32.33757426 -084.98363222  32.33765878 -084.98358776 51
