I
1050 Generated by WorldEditor 2.1.0r1

1    249 1 0 LERI Alcantarilla Airbase
1302 city Murcia
111  37.95732045 -001.22799103 20
115  37.95722627 -001.22791238
120 Linear Feature 112
111  37.95707230 -001.22883126 20
111  37.95714805 -001.22867934 20
111  37.95739966 -001.22817479
112  37.95739966 -001.22817479  37.95741801 -001.22813681 20
111  37.95739096 -001.22810496 20
115  37.95720693 -001.22795034
120 Linear Feature 111
111  37.95754165 -001.22806698 20
111  37.95722772 -001.22869299
112  37.95722772 -001.22869299  37.95721034 -001.22872729 20
115  37.95723352 -001.22875057
120 Linear Feature 110
111  37.95619201 -001.22706032 20
111  37.95722177 -001.22789676 22
112  37.95732705 -001.22784590  37.95737401 -001.22776105
111  37.95732705 -001.22784590 22
111  37.95738611 -001.22772951 22
115  37.95750643 -001.22748295
120 Linear Feature 110
111  37.95621168 -001.22700971 22
111  37.95719692 -001.22782682 22
112  37.95731419 -001.22779125  37.95736149 -001.22769961
111  37.95731419 -001.22779125 22
115  37.95748131 -001.22746948
120 Linear Feature 110
111  37.95622931 -001.22697586 20
111  37.95652425 -001.22722293 20
111  37.95698966 -001.22761281 20
111  37.95712597 -001.22772116 20
111  37.95714663 -001.22773759 20
111  37.95719926 -001.22777942 20
112  37.95729972 -001.22774512  37.95734029 -001.22767039
111  37.95729972 -001.22774512 20
115  37.95745523 -001.22744498
14  37.95778343 -001.22867486  98.43 0 Tower Viewpoint 
1300  37.95294314 -001.23269982   0.00 tie_down jets|turboprops|props|fighters New Ramp Start 9
1301 B military 
1300  37.95692618 -001.23138938 145.24 tie_down jets|turboprops|props|fighters Grass
1301 A military 
1300  37.95752843 -001.22989246  57.28 tie_down jets|turboprops|props|fighters Hangar Apn
1301 B military 
1300  37.95573731 -001.22720023  57.28 tie_down jets|turboprops|props|fighters Apn 1
1301 B military 
1300  37.95591909 -001.22734909  57.28 tie_down jets|turboprops|props|fighters Apn 2
1301 B military 
1300  37.95610762 -001.22750347  57.28 tie_down jets|turboprops|props|fighters Apn 3
1301 B military 
1300  37.95629083 -001.22765349  57.28 tie_down jets|turboprops|props|fighters Apn 4
1301 B military 
1300  37.95647076 -001.22780083  57.28 tie_down jets|turboprops|props|fighters Apn 5
1301 B military 
1300  37.95664990 -001.22794753  57.28 tie_down jets|turboprops|props|fighters Apn 6
1301 B military 
1300  37.95688468 -001.22813979  57.28 tie_down jets|turboprops|props|fighters Apn 7A
1301 D military 
1300  37.95682966 -001.22809473  57.28 tie_down jets|turboprops|props|fighters Apn 7
1301 B military 
1300  37.95701483 -001.22824636  57.28 tie_down jets|turboprops|props|fighters Apn 8
1301 B military 
55 13030 San Javier Approach
54 11810 Tower
53 11890 Ground
53 13907 Tower
99
