I
1050 Generated by WorldEditor 2.2.0r2

1   1060 1 0 KFBL Faribault Muni-Liz Wall Strohfus Field
111  44.32708556 -093.31686796
111  44.32706628 -093.31628074
111  44.32948906 -093.31566269
111  44.32931658 -093.31539913
111  44.32907197 -093.31519350
111  44.32609000 -093.30973505
111  44.32585789 -093.30968895
111  44.32530973 -093.31003549
111  44.32482631 -093.31019913
111  44.32478361 -093.30989110
111  44.32492823 -093.30938477
111  44.32480350 -093.30893581
111  44.32467597 -093.30875477
113  44.32337868 -093.30637950
120 Runway Hold 1/19 East
111  44.33077555 -093.31504883 54
115  44.33085260 -093.31496829
120 Runway Hold 1/19 West
111  44.33161706 -093.31637814 54
115  44.33153779 -093.31645744
120 Runway Hold 12
111  44.33183718 -093.31754796 54
115  44.33189743 -093.31765790
120 Runway Hold 12/30 Center North
111  44.32885482 -093.31205668 54
115  44.32891742 -093.31216880
120 Runway Hold 12/30 Center South
111  44.32662173 -093.30794155 54
115  44.32667154 -093.30802968
120 Runway Hold 30
111  44.32490917 -093.30516696 54
115  44.32493209 -093.30527135
120 Linear Feature 2
111  44.32801272 -093.30651239 51
111  44.32804147 -093.30648113 51
115  44.32807022 -093.30644986
120 Linear Feature 2
111  44.32814058 -093.30636618 51
111  44.32816933 -093.30633491 51
115  44.32819808 -093.30630365
120 Linear Feature 2
111  44.32807989 -093.30627701 51
111  44.32804904 -093.30630964 51
115  44.32801819 -093.30634227
120 Linear Feature 2
111  44.32795163 -093.30641621 51
111  44.32792079 -093.30644884 51
115  44.32788994 -093.30648147
120 Linear Feature 1
111  44.32800640 -093.30641782 51
115  44.32804147 -093.30648113
120 Linear Feature 1
111  44.32813425 -093.30627161 51
115  44.32816933 -093.30633491
120 Linear Feature 1
111  44.32808667 -093.30637572 51
115  44.32804904 -093.30630964
120 Linear Feature 1
111  44.32795842 -093.30651491 51
115  44.32792079 -093.30644884
120 Linear Feature 50
111  44.32731470 -093.30656241 51
111  44.32728939 -093.30651674 51
115  44.32726436 -093.30647156
120 Linear Feature 50
111  44.32723143 -093.30640546 51
111  44.32720612 -093.30635979 51
115  44.32718109 -093.30631461
120 Linear Feature 50
111  44.32714748 -093.30625089 51
111  44.32712217 -093.30620522 51
115  44.32709713 -093.30616004
120 Linear Feature 50
111  44.32706352 -093.30609489 51
111  44.32703822 -093.30604922 51
115  44.32701318 -093.30600404
120 Linear Feature 50
111  44.32687548 -093.30574711 51
111  44.32685017 -093.30570144 51
115  44.32682514 -093.30565626
120 Linear Feature 50
111  44.32679187 -093.30559254 51
111  44.32676656 -093.30554687 51
115  44.32674153 -093.30550169
120 Linear Feature 50
111  44.32670928 -093.30543750 51
111  44.32668397 -093.30539183 51
115  44.32665894 -093.30534665
120 Linear Feature 49
111  44.32724382 -093.30656432 51
115  44.32728939 -093.30651674
120 Linear Feature 49
111  44.32716055 -093.30640737 51
115  44.32720612 -093.30635979
120 Linear Feature 49
111  44.32707659 -093.30625280 51
115  44.32712217 -093.30620522
120 Linear Feature 49
111  44.32699264 -093.30609680 51
115  44.32703822 -093.30604922
120 Linear Feature 49
111  44.32680460 -093.30574902 51
115  44.32685017 -093.30570144
120 Linear Feature 49
111  44.32672099 -093.30559445 51
115  44.32676656 -093.30554687
120 Linear Feature 49
111  44.32663840 -093.30543941 51
115  44.32668397 -093.30539183
120 Linear Feature 46
111  44.32838378 -093.30787405 1
115  44.32829839 -093.30771020
120 Linear Feature 45
111  44.32848232 -093.30776993 1
115  44.32839524 -093.30760774
120 Linear Feature 44
111  44.32858058 -093.30766612 1
115  44.32849319 -093.30750412
120 Linear Feature 43
111  44.32867978 -093.30756361 1
115  44.32859262 -093.30739895
120 Linear Feature 42
111  44.32878107 -093.30745626 1
115  44.32869180 -093.30729402
120 Linear Feature 41
111  44.32853041 -093.30713626 1
115  44.32844189 -093.30697265
120 Linear Feature 40
111  44.32842704 -093.30724324 1
115  44.32834138 -093.30707950
120 Linear Feature 39
111  44.32832806 -093.30734568 1
115  44.32824128 -093.30718593
120 Linear Feature 38
111  44.32822920 -093.30744799 1
115  44.32814370 -093.30728967
120 Linear Feature 37
111  44.32804619 -093.30738889 1
115  44.32813332 -093.30754722
120 Linear Feature 36
111  44.32835833 -093.30706149 1
115  44.32826164 -093.30688478
120 Linear Feature 35
111  44.32844810 -093.30696604 1
115  44.32834990 -093.30679177
120 Linear Feature 34
111  44.32853686 -093.30687168 1
115  44.32843921 -093.30669765
120 Linear Feature 33
111  44.32862656 -093.30678071 1
115  44.32852933 -093.30660268
120 Linear Feature 32
111  44.32871733 -093.30668583 1
115  44.32861978 -093.30650736
120 Linear Feature 31
111  44.32694274 -093.30391843 1
115  44.32697590 -093.30398329
120 Linear Feature 30
111  44.32647495 -093.30461743 1
115  44.32655489 -093.30454047
120 Linear Feature 29
112  44.32754216 -093.30604972  44.32741625 -093.30619904 51
112  44.32736695 -093.30574726  44.32751880 -093.30555211
111  44.32736695 -093.30574726
112  44.32736695 -093.30574726  44.32753405 -093.30560000 51
116  44.32754216 -093.30604972  44.32741832 -093.30620223
120 Linear Feature 28
112  44.32896219 -093.31203390  44.32908400 -093.31185619 51
115  44.32900531 -093.31167529
120 Linear Feature 27
111  44.32799738 -093.31169411 51
111  44.32833524 -093.31231812 51
116  44.32862291 -093.31238137  44.32879086 -093.31222640
120 Linear Feature 26
111  44.32921853 -093.31206844 51
112  44.32896219 -093.31203390  44.32882326 -093.31215280
111  44.32896219 -093.31203390 51
111  44.32862291 -093.31238137
112  44.32862291 -093.31238137  44.32848181 -093.31256610 51
111  44.32858198 -093.31277602 51
115  44.32891623 -093.31338625
120 Linear Feature 25
111  44.32846322 -093.31067490 51
116  44.32849866 -093.31046676  44.32858230 -093.31036979
120 Linear Feature 24
111  44.32834449 -093.31045595 51
112  44.32849866 -093.31046676  44.32858629 -093.31038046
111  44.32849866 -093.31046676 51
111  44.32851163 -093.31045351 1
115  44.33056369 -093.30828876
120 Linear Feature 23
112  44.32754707 -093.30875322  44.32748196 -093.30883377 51
115  44.32751708 -093.30893013
120 Linear Feature 22
111  44.32740940 -093.30873156 51
112  44.32754707 -093.30875322  44.32762410 -093.30869361
111  44.32754707 -093.30875322 51
111  44.32756458 -093.30873482 1
111  44.32838378 -093.30787405 1
111  44.32848232 -093.30776993 1
111  44.32858058 -093.30766612 1
111  44.32867978 -093.30756361 1
111  44.32878107 -093.30745626 1
115  44.32937957 -093.30682193
120 Linear Feature 21
112  44.32726430 -093.30821433  44.32719123 -093.30830552 51
115  44.32723141 -093.30840334
120 Linear Feature 20
112  44.32793406 -093.30739010  44.32796862 -093.30744321 1
115  44.32801229 -093.30742478
120 Linear Feature 19
112  44.32758401 -093.30699922  44.32767810 -093.30692733 51
115  44.32773632 -093.30702477
120 Linear Feature 18
111  44.32681969 -093.30536696
112  44.32683699 -093.30526256  44.32686730 -093.30523016
111  44.32683699 -093.30526256
111  44.32711710 -093.30498172
115  44.32769340 -093.30437965
120 Linear Feature 17
111  44.32675370 -093.30524841 1
116  44.32683699 -093.30526256  44.32687348 -093.30522939
120 Linear Feature 16
111  44.32660113 -093.30497220 1
116  44.32663035 -093.30484055  44.32668088 -093.30477936
120 Linear Feature 15
111  44.32652053 -093.30482665 1
112  44.32663035 -093.30484055  44.32669317 -093.30479290
111  44.32663035 -093.30484055 1
111  44.32682422 -093.30464267 1
115  44.32748552 -093.30393380
120 Linear Feature 14
111  44.32638505 -093.30440300 1
112  44.32636885 -093.30454504  44.32639989 -093.30461660
111  44.32636885 -093.30454504 1
111  44.32650069 -093.30478974 1
111  44.32652053 -093.30482665 1
111  44.32660113 -093.30497220 1
111  44.32675370 -093.30524841 1
111  44.32681969 -093.30536696 1
115  44.32683068 -093.30538670
120 Linear Feature 13
111  44.32607538 -093.30472573 1
111  44.32638505 -093.30440300 1
111  44.32643297 -093.30435306 1
115  44.32718837 -093.30356579
120 Linear Feature 12
112  44.32605421 -093.30461394  44.32607981 -093.30470856 1
115  44.32616015 -093.30468874
120 Linear Feature 11
111  44.32632740 -093.30391662 1
116  44.32621616 -093.30388647  44.32615908 -093.30381745
120 Linear Feature 10
111  44.32619557 -093.30405878 1
112  44.32621616 -093.30388647  44.32618732 -093.30378460
111  44.32621616 -093.30388647 1
115  44.32593888 -093.30335893
120 Linear Feature 9
111  44.32603312 -093.30438191 1
111  44.32602883 -093.30433330
112  44.32602883 -093.30433330  44.32602713 -093.30428758 1
112  44.32608501 -093.30417799  44.32612425 -093.30412472
111  44.32608501 -093.30417799 1
111  44.32619557 -093.30405878 1
111  44.32632740 -093.30391662 1
111  44.32641744 -093.30381954
112  44.32641744 -093.30381954  44.32646749 -093.30374838 1
111  44.32642358 -093.30365237 1
115  44.32621010 -093.30324022
120 Linear Feature 8
111  44.32599711 -093.30475967 1
112  44.32605421 -093.30461394  44.32604483 -093.30449945
111  44.32605421 -093.30461394 1
111  44.32603312 -093.30438191 1
112  44.32601784 -093.30433777  44.32601166 -093.30432550
111  44.32601784 -093.30433777 1
115  44.32557419 -093.30348295
120 Linear Feature 7
112  44.32638024 -093.30826428  44.32623886 -093.30845428 51
111  44.32634683 -093.30865624 51
115  44.32667397 -093.30926273
120 Linear Feature 6
111  44.32701622 -093.30760261 51
116  44.32699210 -093.30796469  44.32708868 -093.30816553
120 Linear Feature 5
111  44.32672810 -093.30789866 51
112  44.32699210 -093.30796469  44.32711188 -093.30815361
111  44.32699210 -093.30796469 51
111  44.32711371 -093.30818890 51
111  44.32723141 -093.30840334 51
111  44.32740940 -093.30873156 51
111  44.32751708 -093.30893013 51
111  44.32834449 -093.31045595 51
111  44.32846322 -093.31067490 51
111  44.32900531 -093.31167529 51
111  44.32921853 -093.31206844 51
111  44.33196314 -093.31712905
112  44.33196314 -093.31712905  44.33208701 -093.31736180 51
111  44.33193849 -093.31752630 51
111  44.33160030 -093.31788479
112  44.33160030 -093.31788479  44.33154692 -093.31793491 51
115  44.33149995 -093.31793972
120 Linear Feature 3
111  44.32748174 -093.30655490 51
111  44.32761343 -093.30679803 51
111  44.32773632 -093.30702477 51
111  44.32793406 -093.30739010
112  44.32793406 -093.30739010  44.32796582 -093.30746280 51
115  44.32793186 -093.30750993
120 Linear Feature 4
111  44.32711371 -093.30818890 51
112  44.32726430 -093.30821433  44.32734336 -093.30814184
111  44.32726430 -093.30821433 51
111  44.32793186 -093.30750993 1
111  44.32801229 -093.30742478 1
111  44.32804619 -093.30738889 1
111  44.32814370 -093.30728967 1
111  44.32824128 -093.30718593 1
111  44.32834138 -093.30707950 1
111  44.32835833 -093.30706149 1
111  44.32844189 -093.30697265 1
111  44.32844810 -093.30696604 1
111  44.32853686 -093.30687168 1
111  44.32862656 -093.30678071 1
111  44.32871733 -093.30668583 1
115  44.32905006 -093.30632607
120 Linear Feature 2
111  44.32576772 -093.30758973 51
111  44.32610741 -093.30821490 51
112  44.32638024 -093.30826428  44.32653318 -093.30813290
111  44.32638024 -093.30826428 51
111  44.32672810 -093.30789866 51
111  44.32701622 -093.30760261 51
111  44.32758401 -093.30699922
112  44.32758401 -093.30699922  44.32765653 -093.30691706 51
115  44.32761343 -093.30679803
120 Linear Feature 1
112  44.32471538 -093.30567554  44.32466329 -093.30555188 51
112  44.32484037 -093.30525133  44.32500014 -093.30517485
111  44.32484037 -093.30525133 51
111  44.32598924 -093.30476312 1
111  44.32599711 -093.30475967 1
111  44.32607538 -093.30472573 1
111  44.32616015 -093.30468874 1
111  44.32622448 -093.30466176
112  44.32622448 -093.30466176  44.32636051 -093.30460886 1
115  44.32650069 -093.30478974
21  44.33092614 -093.31636190 2 127.2000 3.00 PAPI Left 12
21  44.32527634 -093.30746776 2 307.2000 3.00 PAPI Left 30
14  44.32785130 -093.30592348  82.02 0 New Tower Viewpoint 1
1300  44.32574368 -093.30558363 130.71 tie_down props Glider Tie Down 09
1301 A general_aviation 
1300  44.32601199 -093.30533625 130.71 tie_down props Glider Tie Down 08
1301 A general_aviation 
1300  44.32624177 -093.30512678 130.71 tie_down props Glider Tie Down 07
1301 A general_aviation 
1300  44.32594777 -093.30601255 130.71 tie_down props Glider Tie Down 06
1301 A general_aviation 
1300  44.32621893 -093.30573524 130.71 tie_down props Glider Tie Down 05
1301 A general_aviation 
1300  44.32640589 -093.30553974 130.71 tie_down props Glider Tie Down 04
1301 A general_aviation 
1300  44.32620996 -093.30630726 130.71 tie_down props Glider Tie Down 03
1301 A general_aviation 
1300  44.32642404 -093.30610084 130.71 tie_down props Glider Tie Down 02
1301 A general_aviation 
1300  44.32661235 -093.30591381 130.71 tie_down props Glider Tie Down 01
1301 A general_aviation 
1300  44.32804147 -093.30648113 308.10 tie_down props GA Tie Down 11
1301 A general_aviation 
1300  44.32816933 -093.30633491 308.10 tie_down props GA Tie Down 10
1301 A general_aviation 
1300  44.32804904 -093.30630964 128.30 tie_down props GA Tie Down 09
1301 A general_aviation 
1300  44.32792079 -093.30644884 128.30 tie_down props GA Tie Down 08
1301 A general_aviation 
1300  44.32728939 -093.30651674  34.31 tie_down props GA Tie Down 07
1301 A general_aviation 
1300  44.32720612 -093.30635979  34.31 tie_down props GA Tie Down 06
1301 A general_aviation 
1300  44.32712217 -093.30620522  34.31 tie_down props GA Tie Down 05
1301 A general_aviation 
1300  44.32703822 -093.30604922  34.31 tie_down props GA Tie Down 04
1301 A general_aviation 
1300  44.32685017 -093.30570144  34.31 tie_down props GA Tie Down 03
1301 A general_aviation 
1300  44.32676656 -093.30554687  34.31 tie_down props GA Tie Down 02
1301 A general_aviation 
1300  44.32668397 -093.30539183  34.31 tie_down props GA Tie Down 01
1301 A general_aviation 
1300  44.32712428 -093.30454449 128.19 hangar props GA T Hangar 30
1301 A none 
1300  44.32723725 -093.30442490 128.19 hangar props GA T Hangar 29
1301 A none 
1300  44.32733773 -093.30430902 128.19 hangar props GA T Hangar 28
1301 A none 
1300  44.32745403 -093.30419099 128.19 hangar props GA T Hangar 27
1301 A none 
1300  44.32758189 -093.30426170 306.19 hangar props GA T Hangar 26
1301 A none 
1300  44.32746479 -093.30437974 306.19 hangar props GA T Hangar 25
1301 A none 
1300  44.32736256 -093.30449016 306.19 hangar props GA T Hangar 24
1301 A none 
1300  44.32725203 -093.30460523 306.19 hangar props GA T Hangar 23
1301 A none 
1300  44.32606984 -093.30334772 216.46 hangar props GA T Hangar 22
1301 A none 
1300  44.32616078 -093.30352635 216.46 hangar props GA T Hangar 21
1301 A none 
1300  44.32624841 -093.30369152 216.46 hangar props GA T Hangar 20
1301 A none 
1300  44.32604328 -093.30382578  35.46 hangar props GA T Hangar 19
1301 A none 
1300  44.32597790 -093.30369958  35.46 hangar props GA T Hangar 18
1301 A none 
1300  44.32585177 -093.30373113 216.03 hangar props GA T Hangar 17
1301 A none 
1300  44.32591649 -093.30385362 216.03 hangar props GA T Hangar 16
1301 A none 
1300  44.32598254 -093.30398168 216.03 hangar props GA T Hangar 15
1301 A none 
1300  44.32860864 -093.30648383 308.19 hangar props GA T Hangar 14
1301 A none 
1300  44.32851735 -093.30657938 308.19 hangar props GA T Hangar 13
1301 A none 
1300  44.32842558 -093.30667492 308.19 hangar props GA T Hangar 12
1301 A none 
1300  44.32833668 -093.30677113 308.19 hangar props GA T Hangar 11
1301 A none 
1300  44.32824683 -093.30686000 308.19 hangar props GA T Hangar 10
1301 A none 
1300  44.32814521 -093.30756869 127.22 hangar props GA T Hangar 09
1301 A none 
1300  44.32824120 -093.30747125 127.22 hangar props GA T Hangar 08
1301 A none 
1300  44.32833998 -093.30736546 127.22 hangar props GA T Hangar 07
1301 A none 
1300  44.32843995 -093.30726580 127.22 hangar props GA T Hangar 06
1301 A none 
1300  44.32854152 -093.30715722 127.22 hangar props GA T Hangar 05
1301 A none 
1300  44.32858055 -093.30737660 306.28 hangar props GA T Hangar 04
1301 A none 
1300  44.32848138 -093.30748072 306.28 hangar props GA T Hangar 03
1301 A none 
1300  44.32838340 -093.30758373 306.28 hangar props GA T Hangar 02
1301 A none 
1300  44.32828502 -093.30768729 306.28 hangar props GA T Hangar 01
1301 A none 
1300  44.32981062 -093.30871219 308.45 hangar props GA Hangar 38
1301 A none 
1300  44.33001572 -093.30848994 308.45 hangar props GA Hangar 37
1301 A none 
1300  44.33054177 -093.30865360 126.45 hangar props GA Hangar 36
1301 A none 
1300  44.33005240 -093.30914905 126.45 hangar props GA Hangar 35
1301 A none 
1300  44.32953230 -093.30973144 126.45 hangar props GA Hangar 34
1301 A none 
1300  44.32927296 -093.30929501 305.99 hangar props GA Hangar 33
1301 A none 
1300  44.32572185 -093.30346751 215.99 hangar props GA Hangar 32
1301 A none 
1300  44.32552247 -093.30368737  35.01 hangar props GA Hangar 31
1301 A none 
1300  44.32561940 -093.30387899  35.01 hangar props GA Hangar 30
1301 A none 
1300  44.32571003 -093.30406499  35.01 hangar props GA Hangar 29
1301 A none 
1300  44.32581498 -093.30435682 305.91 hangar props GA Hangar 28
1301 A none 
1300  44.32644087 -093.30344500 215.12 hangar props GA Hangar 27
1301 A none 
1300  44.32653608 -093.30362460 215.12 hangar props GA Hangar 26
1301 A none 
1300  44.32695435 -093.30361302 305.70 hangar props GA Hangar 25
1301 A none 
1300  44.32684366 -093.30372286 305.70 hangar props GA Hangar 24
1301 A none 
1300  44.32670600 -093.30385835 305.70 hangar props GA Hangar 23
1301 A none 
1300  44.32654885 -093.30402752 305.70 hangar props GA Hangar 22
1301 A none 
1300  44.32638080 -093.30420952 305.70 hangar props GA Hangar 21
1301 A none 
1300  44.32622824 -093.30436105 305.70 hangar props GA Hangar 20
1301 A none 
1300  44.32696271 -093.30474708 127.91 hangar props GA Hangar 19
1301 A none 
1300  44.32657413 -093.30452391 216.09 hangar props GA Hangar 18
1301 A none 
1300  44.32673281 -093.30424998 125.90 hangar props GA Hangar 17
1301 A none 
1300  44.32685421 -093.30412304 125.90 hangar props GA Hangar 16
1301 A none 
1300  44.32679781 -093.30441634 307.40 hangar props GA Hangar 15
1301 A none 
1300  44.32695076 -093.30428339 307.40 hangar props GA Hangar 14
1301 A none 
1300  44.32699051 -093.30401153 126.59 hangar props GA Hangar 13
1301 A none 
1300  44.32720019 -093.30400928 308.66 hangar props GA Hangar 12
1301 A none 
1300  44.32724746 -093.30375976 126.27 hangar props GA Hangar 11
1301 A none 
1300  44.32769204 -093.30459715 126.27 hangar props GA Hangar 10
1301 A none 
1300  44.32756058 -093.30475108 126.27 hangar props GA Hangar 09
1301 A none 
1300  44.32741811 -093.30489155 126.27 hangar props GA Hangar 08
1301 A none 
1300  44.32728528 -093.30502529 126.27 hangar props GA Hangar 07
1301 A none 
1300  44.32712767 -093.30526581 217.95 hangar props GA Hangar 06
1301 A none 
1300  44.32739841 -093.30537382 217.95 hangar props GA Hangar 05
1301 A none 
1300  44.32775559 -093.30605604 217.95 hangar turboprops|props GA Hangar 04
1301 B none 
1300  44.32836388 -093.30601692 308.35 hangar props GA Hangar 03
1301 A none 
1300  44.32855076 -093.30583385 308.35 hangar props GA Hangar 02
1301 A none 
1300  44.32876881 -093.30613837 129.75 hangar props GA Hangar 01
1301 A none 
18  44.32789661 -093.30552331 1 New Airport Beacon 2
19  44.32697817 -093.30682295 0 New Windsock 1
50 11120 AWOS-3
51 12280 Fairibault Muni-Strohfus Field Unicom
55 13470 Minneapolis Approach
56 13470 Minneapolis Departure
99
