A
1050 Generated by WorldEditor 2.0.0r4

1   4316 0 0 KPGA Page Muni
111  36.92706284 -111.45038121
111  36.92815686 -111.45062201
111  36.92821859 -111.45063560
112  36.92832391 -111.45052391  36.92834199 -111.45039997
111  36.92832391 -111.45052391
111  36.92841354 -111.44989612 102
112  36.92828904 -111.44968976  36.92817514 -111.44964528
111  36.92828904 -111.44968976 102
111  36.92718950 -111.44945109
111  36.92717383 -111.44955361
111  36.92683805 -111.44948601
111  36.92611960 -111.44940446
114  36.92611960 -111.44940446  36.92606988 -111.44940635
111  36.92763929 -111.45307966
111  36.92764741 -111.45301622
111  36.92751510 -111.45298742
111  36.92747198 -111.45297803
111  36.92727834 -111.45293588
111  36.92722630 -111.45292455
111  36.92706106 -111.45288851
111  36.92700343 -111.45287596
111  36.92686910 -111.45284672
111  36.92681432 -111.45283480
111  36.92667014 -111.45280341
111  36.92661126 -111.45279059
111  36.92648398 -111.45276289
111  36.92642989 -111.45275111
111  36.92629285 -111.45272128
111  36.92624445 -111.45271075
111  36.92606722 -111.45267217
111  36.92605192 -111.45277298
111  36.92606426 -111.45277537
111  36.92622865 -111.45280713
111  36.92628247 -111.45281753
111  36.92641878 -111.45284386
111  36.92685426 -111.45292800
111  36.92685749 -111.45290947
111  36.92699697 -111.45293983
111  36.92705093 -111.45295158
111  36.92721585 -111.45298748
111  36.92726987 -111.45299924
111  36.92745243 -111.45303899
113  36.92750643 -111.45305074
110 2 0.00 0.0000 New Taxiway 6
111  36.92305672 -111.44943799
111  36.92275191 -111.44937203
111  36.92275130 -111.44937805
111  36.92253367 -111.44933196
111  36.92253440 -111.44932739
111  36.92255609 -111.44918537
111  36.92254684 -111.44918410
111  36.92255103 -111.44915462
111  36.92256087 -111.44915698
111  36.92257417 -111.44905149
113  36.92309410 -111.44916741
110 2 0.00 0.0000 New Taxiway 5
111  36.92359501 -111.44929968
111  36.92358767 -111.44935561
111  36.92360466 -111.44935864
111  36.92356557 -111.44962558
111  36.92340932 -111.44959633
111  36.92345084 -111.44931054
111  36.92347084 -111.44931508
113  36.92347616 -111.44927494
110 2 0.00 0.0000 New Taxiway 4
111  36.92451925 -111.45183783
111  36.92422463 -111.45177611
111  36.92417554 -111.45169505
111  36.92421415 -111.45142583
111  36.92447727 -111.45148464
111  36.92449178 -111.45137207
111  36.92422397 -111.45131271
111  36.92431364 -111.45073960
111  36.92433719 -111.45074368
111  36.92433917 -111.45072404
111  36.92434440 -111.45072486
111  36.92435206 -111.45064617
111  36.92457812 -111.45069297
111  36.92458330 -111.45065184
111  36.92459833 -111.45065536
111  36.92463160 -111.45069245
111  36.92451589 -111.45144327
111  36.92452329 -111.45149460
111  36.92449058 -111.45171918
113  36.92453397 -111.45173094
110 2 0.00 0.0000 New Taxiway 9
111  36.92572525 -111.44899641 102
112  36.92588234 -111.44883911  36.92590935 -111.44866156
111  36.92588234 -111.44883911 102
111  36.92589259 -111.44876446 102
111  36.92592777 -111.44850822
112  36.92592777 -111.44850822  36.92593824 -111.44833865 102
111  36.92581206 -111.44830153
111  36.92581294 -111.44829312
111  36.92620488 -111.44837557
111  36.92620320 -111.44838576 102
112  36.92603303 -111.44854811  36.92599534 -111.44872331
111  36.92603303 -111.44854811 102
111  36.92599881 -111.44878690 102
111  36.92598713 -111.44886844
112  36.92598713 -111.44886844  36.92597585 -111.44899739 102
112  36.92609281 -111.44907451  36.92616078 -111.44910315
111  36.92609281 -111.44907451 102
113  36.92609165 -111.44908473
110 1 0.00 0.0000 New Taxiway 8
111  36.92159368 -111.44890307
111  36.92158476 -111.44890307
111  36.92158476 -111.44889229
113  36.92159368 -111.44889266
110 2 0.00 0.0000 New Taxiway 7
111  36.92160565 -111.44892445
111  36.92156914 -111.44891641
111  36.92157878 -111.44886982
113  36.92161471 -111.44888024
110 2 0.00 0.0000 New Taxiway 2
112  36.92165990 -111.44857749  36.92165777 -111.44861108
111  36.92165990 -111.44857749
111  36.92162027 -111.44857190
112  36.92162027 -111.44857190  36.92157658 -111.44859756
112  36.92154952 -111.44867289  36.92154164 -111.44870130
111  36.92154952 -111.44867289
111  36.92148882 -111.44906684
111  36.92128601 -111.44901938
111  36.92130127 -111.44891845
111  36.92145087 -111.44895336
111  36.92146745 -111.44885735
111  36.92147966 -111.44885735
112  36.92150932 -111.44867186  36.92152375 -111.44859319
111  36.92150932 -111.44867186
112  36.92150932 -111.44867186  36.92151377 -111.44864760
112  36.92152790 -111.44861141  36.92153522 -111.44859527
111  36.92152790 -111.44861141
112  36.92152790 -111.44861141  36.92154430 -111.44857521
111  36.92156316 -111.44855872
111  36.92165437 -111.44848309
114  36.92165437 -111.44848309  36.92165978 -111.44851240
110 1 0.00 0.0000 New Taxiway 6
111  36.92163702 -111.44864567
111  36.92162789 -111.44864385
111  36.92162959 -111.44863182
113  36.92163872 -111.44863319
110 2 0.00 0.0000 New Taxiway 5
111  36.92164788 -111.44866628
111  36.92161098 -111.44865776
111  36.92161805 -111.44861167
113  36.92165417 -111.44861979
110 1 0.00 0.0000 New Taxiway 4
112  36.92152790 -111.44861141  36.92151151 -111.44864760
111  36.92152790 -111.44861141
111  36.92134715 -111.44868640
111  36.92123942 -111.44876878
112  36.92123942 -111.44876878  36.92116964 -111.44886652
111  36.92112908 -111.44885989
111  36.92112247 -111.44883023
112  36.92119777 -111.44876919  36.92124259 -111.44870555
111  36.92119777 -111.44876919
112  36.92119777 -111.44876919  36.92122016 -111.44873990
111  36.92124792 -111.44871328
111  36.92134315 -111.44863508
111  36.92134315 -111.44863508
111  36.92137477 -111.44863508
113  36.92156316 -111.44855872
130 Airport Boundary 1
111  36.93112556 -111.44212381
111  36.93094892 -111.44373004
111  36.93229206 -111.44436217
111  36.93281463 -111.44735533
111  36.93447304 -111.44867096
111  36.93525257 -111.44867636
111  36.93196084 -111.45446586
111  36.93185827 -111.45480129
111  36.92954719 -111.45426484
111  36.92950643 -111.45569004
111  36.92835050 -111.45550507
111  36.92862192 -111.45410378
111  36.92475059 -111.45326300
111  36.92479995 -111.45213944
111  36.92408254 -111.45196951
111  36.92432581 -111.45022706
111  36.92412046 -111.45018350
111  36.92401245 -111.44994335
111  36.92374189 -111.44988975
111  36.92374860 -111.44982138
111  36.92372225 -111.44981755
111  36.92375224 -111.44957277
111  36.92358423 -111.44953570
111  36.92356951 -111.44963908
111  36.92339741 -111.44960831
111  36.92340867 -111.44950345
111  36.92335391 -111.44949282
111  36.92336312 -111.44940257
111  36.92322934 -111.44937601
111  36.92321246 -111.44948391
111  36.92253348 -111.44934888
111  36.92252806 -111.44942255
111  36.91526347 -111.44784702
111  36.91544095 -111.44655153
111  36.91583500 -111.44496781
111  36.91620419 -111.44455669
111  36.91696041 -111.44444342
111  36.92054003 -111.44199497
111  36.92953964 -111.44394196
113  36.92977106 -111.44189060
120 Linear Feature 57
111  36.93273036 -111.45022522 54
111  36.93267468 -111.45021359 54
115  36.93260508 -111.45019905
120 Linear Feature 56
111  36.92993851 -111.44991098 54
111  36.92992974 -111.44997644 54
115  36.92992056 -111.45004495
120 Linear Feature 55
111  36.92922292 -111.44988884 54
111  36.92923225 -111.44982470 54
115  36.92924147 -111.44976134
120 Linear Feature 54
111  36.92599881 -111.44878690 54
111  36.92594443 -111.44877541 54
115  36.92589259 -111.44876446
120 Linear Feature 53
111  36.92309542 -111.44813411 54
111  36.92294788 -111.44810240 54
115  36.92280430 -111.44807155
120 Linear Feature 52
111  36.92154547 -111.44779586 54
111  36.92139920 -111.44776527 54
115  36.92124863 -111.44773378
120 Linear Feature 51
111  36.91675200 -111.44675668 54
111  36.91668243 -111.44674261 54
115  36.91662500 -111.44673099
120 Linear Feature 48
112  36.93270686 -111.45035612  36.93268504 -111.45045851 53 102
112  36.93246375 -111.45058715  36.93231575 -111.45058971
111  36.93246375 -111.45058715 53 102
115  36.93221345 -111.45054774
120 Linear Feature 49
111  36.92718950 -111.44945109 53 102
111  36.92608629 -111.44920794
112  36.92608629 -111.44920794  36.92595898 -111.44918803 53 102
111  36.92591919 -111.44933236 53
111  36.92588931 -111.44955955 53
111  36.92588574 -111.44958487 53
111  36.92588215 -111.44961028 53
111  36.92583677 -111.44994524
112  36.92583677 -111.44994524  36.92582541 -111.45010380 53
115  36.92591407 -111.45013437
120 Linear Feature 46
111  36.93136105 -111.45051480 52
115  36.93197277 -111.45064651
120 Linear Feature 45
111  36.93126422 -111.45037258 59
115  36.93208001 -111.45055598
120 Linear Feature 44
112  36.92845793 -111.44989039  36.92847362 -111.44969415 51
115  36.92831420 -111.44962540
120 Linear Feature 43
111  36.92649675 -111.45107717 70
115  36.92648631 -111.45114583
120 Linear Feature 43
111  36.92649675 -111.45107717 70
115  36.92648631 -111.45114583
120 Linear Feature 43
111  36.92665976 -111.45111300 70
115  36.92664933 -111.45118167
120 Linear Feature 43
111  36.92682277 -111.45114884 70
115  36.92681234 -111.45121750
120 Linear Feature 43
111  36.92698579 -111.45118382 70
115  36.92697535 -111.45125249
120 Linear Feature 43
111  36.92714880 -111.45121795 70
115  36.92713836 -111.45128661
120 Linear Feature 43
111  36.92731045 -111.45125378 70
115  36.92730001 -111.45132245
120 Linear Feature 43
111  36.92747073 -111.45128962 70
115  36.92746030 -111.45135828
120 Linear Feature 43
111  36.92763511 -111.45132545 70
115  36.92762467 -111.45139412
120 Linear Feature 43
111  36.92779403 -111.45136043 70
115  36.92778359 -111.45142910
120 Linear Feature 43
111  36.92795909 -111.45139627 70
115  36.92794865 -111.45146494
120 Linear Feature 43
111  36.92762815 -111.45179820 70
115  36.92761969 -111.45185601
120 Linear Feature 43
111  36.92775138 -111.45182484 70
115  36.92774292 -111.45188265
120 Linear Feature 43
111  36.92787346 -111.45185214 70
115  36.92786500 -111.45190995
120 Linear Feature 43
111  36.92750970 -111.45177820 70
115  36.92750124 -111.45183600
120 Linear Feature 43
111  36.92738750 -111.45174905 70
115  36.92737904 -111.45180685
120 Linear Feature 43
111  36.92726643 -111.45172345 70
115  36.92725797 -111.45178125
120 Linear Feature 43
111  36.92714480 -111.45169217 70
115  36.92713634 -111.45174997
120 Linear Feature 43
111  36.92702316 -111.45166657 70
115  36.92701470 -111.45172437
120 Linear Feature 43
111  36.92690323 -111.45163955 70
115  36.92689477 -111.45169736
120 Linear Feature 43
111  36.92677876 -111.45161324 70
115  36.92677030 -111.45167105
120 Linear Feature 43
111  36.92665542 -111.45158551 70
115  36.92664696 -111.45164332
120 Linear Feature 43
111  36.92653378 -111.45155992 70
115  36.92652532 -111.45161772
120 Linear Feature 43
111  36.92641215 -111.45153361 70
115  36.92640369 -111.45159142
120 Linear Feature 42
111  36.92652240 -111.45115304 70
111  36.92648631 -111.45114583 70
115  36.92645234 -111.45113905
120 Linear Feature 42
111  36.92652240 -111.45115304 70
111  36.92648631 -111.45114583 70
115  36.92645234 -111.45113905
120 Linear Feature 42
111  36.92668542 -111.45118888 70
111  36.92664933 -111.45118167 70
115  36.92661536 -111.45117489
120 Linear Feature 42
111  36.92684843 -111.45122471 70
111  36.92681234 -111.45121750 70
115  36.92677837 -111.45121072
120 Linear Feature 42
111  36.92701144 -111.45125969 70
111  36.92697535 -111.45125249 70
115  36.92694138 -111.45124570
120 Linear Feature 42
111  36.92717445 -111.45129382 70
111  36.92713836 -111.45128661 70
115  36.92710439 -111.45127983
120 Linear Feature 42
111  36.92733610 -111.45132966 70
111  36.92730001 -111.45132245 70
115  36.92726604 -111.45131567
120 Linear Feature 42
111  36.92749639 -111.45136549 70
111  36.92746030 -111.45135828 70
115  36.92742633 -111.45135150
120 Linear Feature 42
111  36.92766076 -111.45140133 70
111  36.92762467 -111.45139412 70
115  36.92759070 -111.45138734
120 Linear Feature 42
111  36.92781968 -111.45143631 70
111  36.92778359 -111.45142910 70
115  36.92774962 -111.45142232
120 Linear Feature 42
111  36.92798474 -111.45147214 70
111  36.92794865 -111.45146494 70
115  36.92791468 -111.45145815
120 Linear Feature 42
111  36.92765578 -111.45186321 70
111  36.92761969 -111.45185601 70
115  36.92758572 -111.45184922
120 Linear Feature 42
111  36.92777900 -111.45188985 70
111  36.92774292 -111.45188265 70
115  36.92770894 -111.45187586
120 Linear Feature 42
111  36.92790109 -111.45191715 70
111  36.92786500 -111.45190995 70
115  36.92783103 -111.45190317
120 Linear Feature 42
111  36.92753733 -111.45184321 70
111  36.92750124 -111.45183600 70
115  36.92746727 -111.45182922
120 Linear Feature 42
111  36.92741513 -111.45181406 70
111  36.92737904 -111.45180685 70
115  36.92734506 -111.45180007
120 Linear Feature 42
111  36.92729406 -111.45178846 70
111  36.92725797 -111.45178125 70
115  36.92722400 -111.45177447
120 Linear Feature 42
111  36.92717243 -111.45175718 70
111  36.92713634 -111.45174997 70
115  36.92710236 -111.45174319
120 Linear Feature 42
111  36.92705079 -111.45173158 70
111  36.92701470 -111.45172437 70
115  36.92698073 -111.45171759
120 Linear Feature 42
111  36.92693086 -111.45170456 70
111  36.92689477 -111.45169736 70
115  36.92686080 -111.45169057
120 Linear Feature 42
111  36.92680639 -111.45167825 70
111  36.92677030 -111.45167105 70
115  36.92673633 -111.45166427
120 Linear Feature 42
111  36.92668305 -111.45165053 70
111  36.92664696 -111.45164332 70
115  36.92661299 -111.45163654
120 Linear Feature 42
111  36.92656141 -111.45162493 70
111  36.92652532 -111.45161772 70
115  36.92649135 -111.45161094
120 Linear Feature 42
111  36.92643978 -111.45159862 70
111  36.92640369 -111.45159142 70
115  36.92636972 -111.45158463
120 Linear Feature 39
111  36.92566681 -111.45282658 51
115  36.92567443 -111.45276980
120 Linear Feature 39
111  36.92580038 -111.45244975 51
115  36.92580801 -111.45239298
120 Linear Feature 39
111  36.92567931 -111.45242416 51
115  36.92568694 -111.45236738
120 Linear Feature 38
111  36.92569259 -111.45283103 51
111  36.92566681 -111.45282658 51
115  36.92563576 -111.45282130
120 Linear Feature 41
111  36.92635251 -111.45152296 70
115  36.92636063 -111.45146370
120 Linear Feature 41
111  36.92647301 -111.45154642 70
115  36.92648113 -111.45148716
120 Linear Feature 41
111  36.92659578 -111.45157629 70
115  36.92660390 -111.45151702
120 Linear Feature 41
111  36.92671684 -111.45160188 70
115  36.92672497 -111.45154262
120 Linear Feature 41
111  36.92683848 -111.45162961 70
115  36.92684660 -111.45157035
120 Linear Feature 41
111  36.92696125 -111.45165450 70
115  36.92696937 -111.45159523
120 Linear Feature 41
111  36.92708345 -111.45168151 70
115  36.92709157 -111.45162225
120 Linear Feature 41
111  36.92720452 -111.45170711 70
115  36.92721264 -111.45164785
120 Linear Feature 41
111  36.92732558 -111.45173413 70
115  36.92733371 -111.45167487
120 Linear Feature 41
111  36.92744722 -111.45175973 70
115  36.92745534 -111.45170046
120 Linear Feature 41
111  36.92756828 -111.45178532 70
115  36.92757641 -111.45172606
120 Linear Feature 41
111  36.92769105 -111.45181590 70
115  36.92769918 -111.45175663
120 Linear Feature 41
111  36.92781496 -111.45184291 70
115  36.92782308 -111.45178365
120 Linear Feature 41
111  36.92793375 -111.45186567 70
115  36.92794188 -111.45180640
120 Linear Feature 41
111  36.92787664 -111.45138007 70
115  36.92788666 -111.45131132
120 Linear Feature 41
111  36.92771431 -111.45134423 70
115  36.92772433 -111.45127549
120 Linear Feature 41
111  36.92755062 -111.45130925 70
115  36.92756063 -111.45124051
120 Linear Feature 41
111  36.92739033 -111.45127427 70
115  36.92740035 -111.45120553
120 Linear Feature 41
111  36.92722732 -111.45124014 70
115  36.92723734 -111.45117140
120 Linear Feature 41
111  36.92706635 -111.45120345 70
115  36.92707637 -111.45113471
120 Linear Feature 41
111  36.92690266 -111.45117018 70
115  36.92691268 -111.45110143
120 Linear Feature 41
111  36.92673965 -111.45113434 70
115  36.92674966 -111.45106560
120 Linear Feature 41
111  36.92657868 -111.45109936 70
115  36.92658870 -111.45103062
120 Linear Feature 41
111  36.92641498 -111.45106267 70
115  36.92642500 -111.45099393
120 Linear Feature 40
111  36.92639765 -111.45147113 70
111  36.92636063 -111.45146370 70
115  36.92632594 -111.45145673
120 Linear Feature 40
111  36.92651815 -111.45149460 70
111  36.92648113 -111.45148716 70
115  36.92644644 -111.45148019
120 Linear Feature 40
111  36.92664092 -111.45152446 70
111  36.92660390 -111.45151702 70
115  36.92656921 -111.45151006
120 Linear Feature 40
111  36.92676198 -111.45155005 70
111  36.92672497 -111.45154262 70
115  36.92669028 -111.45153565
120 Linear Feature 40
111  36.92688362 -111.45157778 70
111  36.92684660 -111.45157035 70
115  36.92681191 -111.45156338
120 Linear Feature 40
111  36.92700639 -111.45160267 70
111  36.92696937 -111.45159523 70
115  36.92693468 -111.45158827
120 Linear Feature 40
111  36.92712859 -111.45162969 70
111  36.92709157 -111.45162225 70
115  36.92705689 -111.45161528
120 Linear Feature 40
111  36.92724966 -111.45165528 70
111  36.92721264 -111.45164785 70
115  36.92717795 -111.45164088
120 Linear Feature 40
111  36.92737072 -111.45168230 70
111  36.92733371 -111.45167487 70
115  36.92729902 -111.45166790
120 Linear Feature 40
111  36.92749236 -111.45170790 70
111  36.92745534 -111.45170046 70
115  36.92742065 -111.45169350
120 Linear Feature 40
111  36.92761342 -111.45173349 70
111  36.92757641 -111.45172606 70
115  36.92754172 -111.45171909
120 Linear Feature 40
111  36.92773619 -111.45176407 70
111  36.92769918 -111.45175663 70
115  36.92766449 -111.45174967
120 Linear Feature 40
111  36.92786010 -111.45179109 70
111  36.92782308 -111.45178365 70
115  36.92778840 -111.45177668
120 Linear Feature 40
111  36.92797889 -111.45181384 70
111  36.92794188 -111.45180640 70
115  36.92790719 -111.45179944
120 Linear Feature 40
111  36.92792368 -111.45131876 70
111  36.92788666 -111.45131132 70
115  36.92785197 -111.45130436
120 Linear Feature 40
111  36.92776135 -111.45128292 70
111  36.92772433 -111.45127549 70
115  36.92768964 -111.45126852
120 Linear Feature 40
111  36.92759765 -111.45124794 70
111  36.92756063 -111.45124051 70
115  36.92752595 -111.45123354
120 Linear Feature 40
111  36.92743737 -111.45121296 70
111  36.92740035 -111.45120553 70
115  36.92736566 -111.45119856
120 Linear Feature 40
111  36.92727436 -111.45117883 70
111  36.92723734 -111.45117140 70
115  36.92720265 -111.45116443
120 Linear Feature 40
111  36.92711339 -111.45114214 70
111  36.92707637 -111.45113471 70
115  36.92704168 -111.45112774
120 Linear Feature 40
111  36.92694969 -111.45110887 70
111  36.92691268 -111.45110143 70
115  36.92687799 -111.45109447
120 Linear Feature 40
111  36.92678668 -111.45107303 70
111  36.92674966 -111.45106560 70
115  36.92671498 -111.45105863
120 Linear Feature 40
111  36.92662572 -111.45103805 70
111  36.92658870 -111.45103062 70
115  36.92655401 -111.45102365
120 Linear Feature 40
111  36.92646202 -111.45100137 70
111  36.92642500 -111.45099393 70
115  36.92639032 -111.45098696
120 Linear Feature 38
111  36.92582616 -111.45245420 51
111  36.92580038 -111.45244975 51
115  36.92576933 -111.45244447
120 Linear Feature 38
111  36.92570510 -111.45242860 51
111  36.92567931 -111.45242416 51
115  36.92564826 -111.45241888
120 Linear Feature 37
111  36.92573488 -111.45277361 51
115  36.92574299 -111.45272465
120 Linear Feature 37
111  36.92574988 -111.45237176 51
115  36.92575799 -111.45232279
120 Linear Feature 37
111  36.92562872 -111.45233883 51
115  36.92563579 -111.45229791
120 Linear Feature 37
111  36.92550690 -111.45232140 51
115  36.92551501 -111.45227243
120 Linear Feature 37
111  36.92538233 -111.45229592 51
115  36.92539044 -111.45224695
120 Linear Feature 37
111  36.92525965 -111.45226689 51
115  36.92526776 -111.45221792
120 Linear Feature 36
111  36.92576832 -111.45272937 51
111  36.92574299 -111.45272465 51
115  36.92571536 -111.45271950
120 Linear Feature 36
111  36.92578332 -111.45232752 51
111  36.92575799 -111.45232279 51
115  36.92573036 -111.45231764
120 Linear Feature 36
111  36.92566112 -111.45230263 51
111  36.92563579 -111.45229791 51
115  36.92560816 -111.45229276
120 Linear Feature 36
111  36.92554034 -111.45227715 51
111  36.92551501 -111.45227243 51
115  36.92548738 -111.45226728
120 Linear Feature 36
111  36.92541577 -111.45225168 51
111  36.92539044 -111.45224695 51
115  36.92536281 -111.45224180
120 Linear Feature 36
111  36.92529309 -111.45222264 51
111  36.92526776 -111.45221792 51
115  36.92524013 -111.45221277
120 Linear Feature 35
111  36.92826566 -111.45247595 51
115  36.92830882 -111.45248221
120 Linear Feature 34
112  36.92818802 -111.45306573  36.92804206 -111.45303245 51
115  36.92805639 -111.45277310
120 Linear Feature 33
111  36.92829517 -111.45105885 51
116  36.92850395 -111.45087464  36.92865128 -111.45088488
120 Linear Feature 32
111  36.92798611 -111.45326977 51
112  36.92818802 -111.45306573  36.92833338 -111.45308539
111  36.92818802 -111.45306573 51
111  36.92837709 -111.45310669
112  36.92837709 -111.45310669  36.92848074 -111.45311303 51
112  36.92853915 -111.45295720  36.92856223 -111.45283089
111  36.92853915 -111.45295720 51
111  36.92879778 -111.45111423
112  36.92879778 -111.45111423  36.92880597 -111.45101184 51
112  36.92865209 -111.45090843  36.92853273 -111.45087891
111  36.92865209 -111.45090843 51
111  36.92850395 -111.45087464
112  36.92850395 -111.45087464  36.92838671 -111.45084708 51
116  36.92835704 -111.45061468  36.92834495 -111.45051111
120 Linear Feature 31
112  36.92600069 -111.45207072  36.92602003 -111.45219514 51
112  36.92611886 -111.45229833  36.92620188 -111.45231740
111  36.92611886 -111.45229833 51
111  36.92785331 -111.45267659
112  36.92785331 -111.45267659  36.92804647 -111.45270833 51
115  36.92809281 -111.45251163
120 Linear Feature 30
111  36.92606614 -111.45160344 51
112  36.92616363 -111.45182000  36.92626168 -111.45185851
111  36.92616363 -111.45182000 51
111  36.92793909 -111.45219720
112  36.92793909 -111.45219720  36.92811506 -111.45220642 51
115  36.92816040 -111.45202642
120 Linear Feature 29
111  36.92613689 -111.45109835 51
112  36.92625631 -111.45126891  36.92638078 -111.45130446
111  36.92625631 -111.45126891 51
111  36.92807994 -111.45166419
112  36.92807994 -111.45166419  36.92820075 -111.45167279 51
115  36.92822687 -111.45154923
120 Linear Feature 28
112  36.92621775 -111.45049633  36.92622052 -111.45053915 51
112  36.92638285 -111.45075111  36.92653688 -111.45080171
111  36.92638285 -111.45075111 51
111  36.92808317 -111.45111818
112  36.92808317 -111.45111818  36.92825996 -111.45114398 51
115  36.92831084 -111.45094640
120 Linear Feature 27
111  36.92645714 -111.45024773 2
111  36.92641349 -111.45055830 2
111  36.92811268 -111.45092421 2
115  36.92815686 -111.45062201
120 Linear Feature 26
111  36.92711371 -111.45026438 70
111  36.92659322 -111.45015435
112  36.92659322 -111.45015435  36.92645272 -111.45012960 70
115  36.92635876 -111.45022890
120 Linear Feature 25
111  36.92629780 -111.45022035 70
111  36.92637210 -111.45015793
112  36.92637210 -111.45015793  36.92647151 -111.45008322 70
111  36.92658149 -111.45010333 70
111  36.92708343 -111.45020971 70
115  36.92711959 -111.45021724
120 Linear Feature 22
112  36.92673179 -111.44969836  36.92677226 -111.44971927 51
111  36.92676978 -111.44976004
112  36.92676978 -111.44976004  36.92677821 -111.44976126 51
112  36.92678067 -111.44977778  36.92677965 -111.44978567
111  36.92678067 -111.44977778
112  36.92678067 -111.44977778  36.92677971 -111.44978522 51
112  36.92676616 -111.44979131  36.92675757 -111.44979061
111  36.92676616 -111.44979131 51
111  36.92674876 -111.44991177 70
111  36.92673661 -111.45000282 70
111  36.92673085 -111.45004596 51
115  36.92672208 -111.45010278
120 Linear Feature 23
112  36.92676616 -111.44979131  36.92675847 -111.44979049 51
112  36.92675545 -111.44977469  36.92675596 -111.44976695
111  36.92675545 -111.44977469
112  36.92675545 -111.44977469  36.92675598 -111.44976671 51
116  36.92676978 -111.44976004  36.92677876 -111.44976100
120 Linear Feature 24
111  36.92675545 -111.44977469 51
115  36.92678067 -111.44977778
120 Linear Feature 16
112  36.92637448 -111.44969140  36.92641035 -111.44971112 51
111  36.92640963 -111.44974011 51
111  36.92640869 -111.44975078
112  36.92640869 -111.44975078  36.92641793 -111.44975294 51
112  36.92642006 -111.44976988  36.92641885 -111.44977793
111  36.92642006 -111.44976988
112  36.92642006 -111.44976988  36.92641887 -111.44977782 51
112  36.92640442 -111.44978396  36.92639563 -111.44978297
111  36.92640442 -111.44978396 51
111  36.92638760 -111.44990240 70
111  36.92637480 -111.44999292 70
111  36.92636852 -111.45003731 51
115  36.92636160 -111.45009506
120 Linear Feature 13
112  36.92619919 -111.44965306  36.92623456 -111.44967550 51
111  36.92623339 -111.44969893 51
111  36.92623141 -111.44971292
112  36.92623141 -111.44971292  36.92623937 -111.44971495 51
112  36.92624199 -111.44972909  36.92624143 -111.44973597
111  36.92624199 -111.44972909
112  36.92624199 -111.44972909  36.92624137 -111.44973668 51
112  36.92622780 -111.44974295  36.92621942 -111.44974208
111  36.92622780 -111.44974295 51
111  36.92621165 -111.44986265 70
111  36.92619902 -111.44995497 70
111  36.92619296 -111.44999925 51
115  36.92618602 -111.45005360
120 Linear Feature 19
112  36.92654940 -111.44967337  36.92659608 -111.44967824 51
111  36.92659322 -111.44972265
112  36.92659322 -111.44972265  36.92660077 -111.44972445 51
112  36.92660280 -111.44974068  36.92660187 -111.44974855
111  36.92660280 -111.44974068
112  36.92660280 -111.44974068  36.92660183 -111.44974888 51
112  36.92658809 -111.44975573  36.92657952 -111.44975491
111  36.92658809 -111.44975573 51
111  36.92657343 -111.44987370 70
111  36.92655940 -111.44996284 70
111  36.92655217 -111.45000876 51
115  36.92654546 -111.45006679
120 Linear Feature 20
112  36.92658809 -111.44975573  36.92657974 -111.44975344 51
112  36.92657792 -111.44973735  36.92657902 -111.44972960
111  36.92657792 -111.44973735
112  36.92657792 -111.44973735  36.92657908 -111.44972916 51
116  36.92659322 -111.44972265  36.92660171 -111.44972365
120 Linear Feature 17
112  36.92640442 -111.44978396  36.92639605 -111.44978202 51
112  36.92639398 -111.44976442  36.92639514 -111.44975614
111  36.92639398 -111.44976442
112  36.92639398 -111.44976442  36.92639509 -111.44975649 51
116  36.92640869 -111.44975078  36.92641716 -111.44975207
120 Linear Feature 18
111  36.92639398 -111.44976442 51
115  36.92642006 -111.44976988
120 Linear Feature 10
112  36.92601831 -111.44961349  36.92605257 -111.44962587 51
111  36.92605596 -111.44965923 51
111  36.92605527 -111.44967523
112  36.92605527 -111.44967523  36.92606274 -111.44967657 51
112  36.92606557 -111.44969222  36.92606493 -111.44969972
111  36.92606557 -111.44969222
112  36.92606557 -111.44969222  36.92606495 -111.44969948 51
112  36.92605204 -111.44970547  36.92604359 -111.44970479
111  36.92605204 -111.44970547 51
111  36.92603545 -111.44982524 70
111  36.92602333 -111.44991636 70
111  36.92601758 -111.44995953 51
115  36.92600921 -111.45001692
120 Linear Feature 21
111  36.92657792 -111.44973735 51
115  36.92660280 -111.44974068
120 Linear Feature 12
111  36.92606557 -111.44969222 51
115  36.92604124 -111.44968911
120 Linear Feature 9
111  36.92607496 -111.44992765 70
111  36.92602333 -111.44991636 70
115  36.92597081 -111.44990508
120 Linear Feature 11
112  36.92605204 -111.44970547  36.92604391 -111.44970382 51
112  36.92604124 -111.44968911  36.92604193 -111.44968197
111  36.92604124 -111.44968911
112  36.92604124 -111.44968911  36.92604194 -111.44968181 51
116  36.92605527 -111.44967523  36.92606367 -111.44967552
120 Linear Feature 14
112  36.92622780 -111.44974295  36.92622032 -111.44974147 51
112  36.92621734 -111.44972716  36.92621765 -111.44972012
111  36.92621734 -111.44972716
112  36.92621734 -111.44972716  36.92621769 -111.44971916 51
116  36.92623141 -111.44971292  36.92624015 -111.44971437
120 Linear Feature 15
111  36.92621734 -111.44972716 51
115  36.92624199 -111.44972909
120 Linear Feature 9
111  36.92625282 -111.44996677 70
111  36.92619902 -111.44995497 70
115  36.92614632 -111.44994345
120 Linear Feature 9
111  36.92642700 -111.45000406 70
111  36.92637480 -111.44999292 70
