A
1000 Generated by WorldEditor

1     15 1 0 EGAC George Best - Belfast City
111  54.61937032 -005.87498527
112  54.61926185 -005.87440060  54.61924729 -005.87430702
111  54.61910625 -005.87316682
112  54.61903383 -005.87277302  54.61901038 -005.87268782
111  54.61895163 -005.87253303
112  54.61895163 -005.87253303  54.61886186 -005.87230675
111  54.61865661 -005.87235709
113  54.61903784 -005.87191191
110 1 0.00 0.0000 New Taxiway 2
111  54.62396097 -005.86491900
112  54.62396097 -005.86491900  54.62397612 -005.86489542 102
112  54.62399839 -005.86475435  54.62400132 -005.86471762
112  54.62401337 -005.86461432  54.62402141 -005.86455999
111  54.62401337 -005.86461432
112  54.62401337 -005.86461432  54.62402141 -005.86455999
112  54.62405246 -005.86444207  54.62407146 -005.86438386
112  54.62413323 -005.86427876  54.62416905 -005.86423039
111  54.62413323 -005.86427876
112  54.62413323 -005.86427876  54.62416905 -005.86423039
112  54.62437680 -005.86395029  54.62441436 -005.86380716
111  54.62438095 -005.86368790
111  54.62449576 -005.86355049
111  54.62453683 -005.86350134
113  54.62473428 -005.86399352
110 1 0.00 0.0000 New Taxiway 1
111  54.62494199 -005.86486461
112  54.62494199 -005.86486461  54.62492900 -005.86490924 3 102
112  54.62492118 -005.86502811  54.62491628 -005.86507065
112  54.62489800 -005.86518608  54.62488630 -005.86524653
111  54.62489800 -005.86518608
112  54.62489800 -005.86518608  54.62488630 -005.86524653
112  54.62484411 -005.86537692  54.62481874 -005.86544138
112  54.62473890 -005.86555892  54.62469298 -005.86561348
111  54.62473890 -005.86555892
112  54.62473890 -005.86555892  54.62469298 -005.86561348
112  54.62460281 -005.86566969  54.62455870 -005.86569117
112  54.62447856 -005.86570094  54.62444054 -005.86570248
111  54.62447856 -005.86570094
112  54.62447856 -005.86570094  54.62444054 -005.86570248
112  54.62437898 -005.86569211  54.62435132 -005.86568687 3 102
112  54.62425381 -005.86568815  54.62420644 -005.86569747
113  54.62425381 -005.86568815
110 1 0.00 0.0000 New Taxiway 21
111  54.61150807 -005.88094097
111  54.61139787 -005.88107285
111  54.61109455 -005.88031644
113  54.61120454 -005.88018480
110 1 0.00 90.0000 New Taxiway 1
111  54.62473428 -005.86399352
111  54.62488601 -005.86437177
111  54.62503774 -005.86475002
111  54.61150783 -005.88094125
111  54.61135610 -005.88056313
113  54.61120437 -005.88018501
130 Airport Boundary 6
111  54.61997924 -005.87365630
111  54.62019615 -005.87421823
111  54.61645129 -005.87869140
111  54.61690105 -005.87952318
111  54.61678622 -005.88022277
111  54.61568254 -005.88233796
111  54.61525829 -005.88213966
111  54.61278936 -005.88210652
111  54.61095201 -005.88357160
111  54.61058837 -005.88180906
111  54.61038422 -005.88091128
111  54.61019602 -005.88010163
111  54.60986109 -005.87937459
111  54.60926140 -005.87831159
111  54.61127418 -005.87420277
111  54.61155808 -005.87385026
111  54.61222475 -005.87467647
111  54.61306687 -005.87349223
111  54.61363466 -005.87246220
111  54.61373674 -005.87202154
111  54.61372521 -005.87114411
111  54.61541263 -005.86914453
111  54.61558046 -005.86948767
111  54.61551348 -005.86957581
111  54.61563469 -005.86984573
111  54.61583246 -005.86961437
111  54.61647999 -005.86924529
111  54.61673328 -005.86898516
111  54.61698330 -005.86957657
111  54.61748117 -005.86900392
111  54.61757006 -005.86928731
111  54.61804870 -005.86898030
111  54.61852050 -005.86895668
111  54.61957350 -005.86777586
111  54.61946410 -005.86749246
111  54.62874969 -005.85635512
113  54.63056168 -005.86097325
120 Linear Feature 33
111  54.61367706 -005.87375271 20
115  54.61361185 -005.87358771
120 Linear Feature 33
111  54.61365747 -005.87377601 20
115  54.61359225 -005.87361101
120 Linear Feature 33
111  54.61363756 -005.87379958 20
115  54.61357235 -005.87363458
120 Linear Feature 33
111  54.61361773 -005.87382320 20
115  54.61355252 -005.87365821
120 Linear Feature 33
111  54.61359843 -005.87384612 20
115  54.61353321 -005.87368112
120 Linear Feature 33
111  54.61357833 -005.87387001 20
115  54.61351311 -005.87370502
120 Linear Feature 29
111  54.61626393 -005.86961831 20
115  54.61636296 -005.86955476
120 Linear Feature 29
111  54.61625767 -005.86958708 20
115  54.61635736 -005.86952311
120 Linear Feature 28
111  54.61532214 -005.87004365 20
115  54.61524180 -005.86983926
120 Linear Feature 27
111  54.61504457 -005.87007784 20
115  54.61524180 -005.86983926
120 Linear Feature 27
111  54.61532214 -005.87004365 20
111  54.61543003 -005.87011622 20
115  54.61562286 -005.86988302
120 Linear Feature 26
111  54.61346279 -005.87356003 20
111  54.61349193 -005.87352499 20
111  54.61350075 -005.87343967 20
111  54.61348042 -005.87338938 20
111  54.61343095 -005.87337414 20
111  54.61340181 -005.87340918 20
111  54.61339623 -005.87346320 20
111  54.61339299 -005.87349451 20
111  54.61341332 -005.87354479 20
113  54.61343091 -005.87355021 20
120 Linear Feature 23
111  54.61475855 -005.87173372 20
111  54.61469744 -005.87158139 20
111  54.61465675 -005.87158602 20
115  54.61463816 -005.87155255
120 Linear Feature 23
111  54.61477154 -005.87171817 20
115  54.61470780 -005.87155929
120 Linear Feature 30
111  54.61321426 -005.87429202 20
111  54.61328040 -005.87421564 20
115  54.61319245 -005.87400066
120 Linear Feature 18
112  54.61389668 -005.87305496  54.61388410 -005.87302358 51
115  54.61389745 -005.87298312
120 Linear Feature 18
112  54.61389668 -005.87305496  54.61388410 -005.87302358 51
115  54.61385759 -005.87303104
120 Linear Feature 17
112  54.61381339 -005.87299476  54.61384113 -005.87306360
111  54.61381339 -005.87299476
112  54.61381339 -005.87299476  54.61382726 -005.87302918 51
112  54.61385759 -005.87303104  54.61387103 -005.87302767
112  54.61389745 -005.87298312  54.61390395 -005.87296254 51
112  54.61389311 -005.87289894  54.61387924 -005.87286452
111  54.61389311 -005.87289894
112  54.61389311 -005.87289894  54.61386537 -005.87283010 51
113  54.61382551 -005.87287801 51
120 Linear Feature 14
111  54.61491875 -005.87135810 51
111  54.61491080 -005.87138982 51
115  54.61490276 -005.87142191
120 Linear Feature 14
111  54.61486889 -005.87132085 51
111  54.61486094 -005.87135257 51
115  54.61485290 -005.87138466
120 Linear Feature 14
111  54.61449453 -005.87176748 51
111  54.61448658 -005.87179920 51
115  54.61447853 -005.87183129
120 Linear Feature 14
111  54.61649989 -005.86950347 51
111  54.61648344 -005.86952315 51
115  54.61646680 -005.86954307
120 Linear Feature 14
111  54.61623594 -005.86979984 51
111  54.61621949 -005.86981953 51
115  54.61620285 -005.86983944
120 Linear Feature 14
111  54.61570021 -005.87029344 51
111  54.61569334 -005.87032591 51
115  54.61568640 -005.87035876
120 Linear Feature 14
111  54.61533327 -005.87079198 51
111  54.61532640 -005.87082445 51
115  54.61531946 -005.87085729
120 Linear Feature 14
111  54.61595971 -005.87009246 51
111  54.61594326 -005.87011214 51
115  54.61592662 -005.87013206
120 Linear Feature 14
111  54.61566060 -005.87045041 51
111  54.61564414 -005.87047010 51
115  54.61562750 -005.87049001
120 Linear Feature 14
111  54.61533626 -005.87083854 51
111  54.61531981 -005.87085823 51
115  54.61530317 -005.87087814
120 Linear Feature 14
111  54.61429648 -005.87205865 51
111  54.61428003 -005.87207834 51
115  54.61426339 -005.87209825
120 Linear Feature 14
111  54.61378079 -005.87276909 51
111  54.61376434 -005.87278877 51
115  54.61374770 -005.87280869
120 Linear Feature 14
111  54.61404731 -005.87244717 51
111  54.61403086 -005.87246685 51
115  54.61401422 -005.87248677
120 Linear Feature 7
111  54.61406240 -005.87303941 20
111  54.61404254 -005.87298989
111  54.61403269 -005.87296536 20
115  54.61401212 -005.87291408
120 Linear Feature 7
111  54.61433699 -005.87271080 20
111  54.61431712 -005.87266128
111  54.61430729 -005.87263675 20
115  54.61428671 -005.87258546
120 Linear Feature 7
111  54.61460787 -005.87238665 20
111  54.61458800 -005.87233712
111  54.61457816 -005.87231259 20
115  54.61455759 -005.87226131
120 Linear Feature 7
111  54.61496513 -005.87195911 20
111  54.61494526 -005.87190958
111  54.61493542 -005.87188505 20
115  54.61491485 -005.87183377
120 Linear Feature 6
111  54.61477852 -005.87158493 20
115  54.61482814 -005.87152555
120 Linear Feature 3
111  54.61372224 -005.87332995 20
115  54.61375657 -005.87328858
120 Linear Feature 1
111  54.61375674 -005.87357798 20
112  54.61372224 -005.87332995  54.61367547 -005.87321320
111  54.61372224 -005.87332995 20
111  54.61360997 -005.87305203
112  54.61360997 -005.87305203  54.61357063 -005.87295640 20
115  54.61356354 -005.87290933
120 Linear Feature 15
111  54.61122139 -005.87624087 20
115  54.61133350 -005.87599591
120 Linear Feature 15
111  54.61084904 -005.87688789 20
115  54.61098237 -005.87666796
120 Linear Feature 15
111  54.61104287 -005.87657385 20
115  54.61115605 -005.87632656
120 Linear Feature 5
111  54.61392569 -005.87619514 20
115  54.61390738 -005.87619927
120 Linear Feature 5
111  54.61397156 -005.87632226 20
115  54.61395325 -005.87632640
120 Linear Feature 5
111  54.61394872 -005.87625895 20
115  54.61393045 -005.87626307
120 Linear Feature 5
111  54.61399323 -005.87638233 20
115  54.61397473 -005.87638805
120 Linear Feature 5
111  54.61400318 -005.87646792 20
115  54.61398746 -005.87645618
120 Linear Feature 5
111  54.61400360 -005.87654382 20
115  54.61398787 -005.87653208
120 Linear Feature 5
111  54.61400401 -005.87661853 20
115  54.61398829 -005.87660678
120 Linear Feature 4
111  54.61452633 -005.87607776 1
115  54.61385446 -005.87477595
120 Linear Feature 4
111  54.61400447 -005.87670196 20
111  54.61400401 -005.87661853 20
111  54.61400360 -005.87654382 20
111  54.61400318 -005.87646792 20
111  54.61400286 -005.87640902 20
111  54.61399323 -005.87638233 20
111  54.61397156 -005.87632226 20
111  54.61394872 -005.87625895 20
111  54.61392569 -005.87619514 20
115  54.61369993 -005.87556936
120 Linear Feature 4
111  54.61417641 -005.87662832 1
115  54.61361506 -005.87507238
120 Linear Feature 2
112  54.62425381 -005.86568815  54.62420644 -005.86569747 3 102
116  54.62410057 -005.86573825  54.62408824 -005.86574769
120 Linear Feature 1
112  54.62494199 -005.86486461  54.62494937 -005.86484063 3 102
116  54.62498698 -005.86475704  54.62500274 -005.86473781
120 Linear Feature 39
112  54.61664884 -005.86933782  54.61659024 -005.86919148 20
115  54.61648969 -005.86925207
120 Linear Feature 37
111  54.61375674 -005.87357798 20
115  54.61382837 -005.87361832
120 Linear Feature 36
112  54.61363909 -005.87413536  54.61381854 -005.87392325 20
115  54.61385064 -005.87343491
120 Linear Feature 35
112  54.61217614 -005.87502009  54.61226052 -005.87509481 20
111  54.61232962 -005.87504430 20
115  54.61277714 -005.87450886
120 Linear Feature 34
111  54.61296960 -005.87443013 20
111  54.61278539 -005.87463149 20
111  54.61253655 -005.87492929 20
115  54.61235986 -005.87514236
120 Linear Feature 32
111  54.61344698 -005.87422020 20
116  54.61335944 -005.87418214  54.61334143 -005.87414306
120 Linear Feature 31
111  54.61325826 -005.87444604 20
116  54.61327399 -005.87430327  54.61326748 -005.87421204
120 Linear Feature 33
111  54.61321426 -005.87429202 20
111  54.61315281 -005.87414646 20
111  54.61310179 -005.87413044 20
111  54.61277714 -005.87450886 20
115  54.61274627 -005.87447353
120 Linear Feature 30
111  54.61322676 -005.87448374 20
112  54.61308878 -005.87437561  54.61303262 -005.87437064 20
115  54.61296973 -005.87442982
120 Linear Feature 29
112  54.61202249 -005.87594065  54.61206305 -005.87594821 20
111  54.61211110 -005.87588670 20
111  54.61219597 -005.87578546 22
111  54.61360676 -005.87410256
112  54.61360676 -005.87410256  54.61376531 -005.87391903 22
115  54.61379565 -005.87359989
120 Linear Feature 28
111  54.61099899 -005.87717805 20
115  54.61078830 -005.87689130
120 Linear Feature 28
111  54.61133350 -005.87599591 20
115  54.61130283 -005.87595417
120 Linear Feature 28
111  54.61122139 -005.87624087 20
115  54.61119072 -005.87619913
120 Linear Feature 28
111  54.61098237 -005.87666796 20
115  54.61094968 -005.87662346
120 Linear Feature 28
111  54.61115605 -005.87632656 20
115  54.61112335 -005.87628206
120 Linear Feature 28
111  54.61084904 -005.87688789 20
115  54.61082230 -005.87685150
120 Linear Feature 28
111  54.61104287 -005.87657385 20
115  54.61101018 -005.87652935
120 Linear Feature 28
111  54.61122752 -005.87691441 20
115  54.61096378 -005.87655544
120 Linear Feature 28
111  54.61145186 -005.87664324 20
115  54.61113809 -005.87621618
120 Linear Feature 28
111  54.61168309 -005.87638194 20
115  54.61131496 -005.87588090
120 Linear Feature 27
111  54.61152223 -005.87543119 22
115  54.61085460 -005.87673368
120 Linear Feature 26
112  54.61208830 -005.87584614  54.61202743 -005.87591960 20
111  54.61197093 -005.87584862 20
111  54.61171396 -005.87535895
112  54.61171396 -005.87535895  54.61160594 -005.87515287 20
115  54.61148964 -005.87537727
120 Linear Feature 26
111  54.61209165 -005.87598125 20
112  54.61196703 -005.87594909  54.61192261 -005.87586485
111  54.61196703 -005.87594909 20
111  54.61168168 -005.87540532
112  54.61168168 -005.87540532  54.61162157 -005.87529250 20
115  54.61152223 -005.87543119
120 Linear Feature 24
111  54.61363909 -005.87413536 20
111  54.61323298 -005.87461543 20
111  54.61209165 -005.87598125
112  54.61209165 -005.87598125  54.61205065 -005.87603101 20
112  54.61197007 -005.87609708  54.61193760 -005.87613674
111  54.61197007 -005.87609708 20
111  54.61086806 -005.87741393
112  54.61086806 -005.87741393  54.61068373 -005.87763212 20
111  54.61060721 -005.87800446 20
111  54.61052606 -005.87857297 20
111  54.61001364 -005.87918150 20
115  54.60988728 -005.87936366
120 Linear Feature 23
111  54.61268527 -005.87893981 51 101
111  54.61297912 -005.87858816 51 101
112  54.61304669 -005.87777645  54.61288131 -005.87736694
111  54.61304669 -005.87777645
112  54.61304669 -005.87777645  54.61321222 -005.87818581 51 101
111  54.61350146 -005.87796308 51 101
115  54.61378890 -005.87761909
120 Linear Feature 22
111  54.61216172 -005.87644261 51 101
112  54.61256632 -005.87657896  54.61269512 -005.87690707
111  54.61256632 -005.87657896
112  54.61256632 -005.87657896  54.61243752 -005.87625305 51 101
115  54.61262026 -005.87589387
120 Linear Feature 21
111  54.61788927 -005.87271213 51 101
111  54.61814791 -005.87240263 51 101
112  54.61824282 -005.87154573  54.61804643 -005.87106120
111  54.61824282 -005.87154573
112  54.61824282 -005.87154573  54.61843781 -005.87203025 51 101
111  54.61872354 -005.87171376 51 101
115  54.61899486 -005.87138907
120 Linear Feature 20
111  54.61596202 -005.88105898 20
111  54.61592156 -005.88110213 20
111  54.61569567 -005.88047046 20
113  54.61573613 -005.88042731 20
120 Linear Feature 19
111  54.61085858 -005.88224507 20
115  54.61084482 -005.88218746
120 Linear Feature 18
111  54.61199673 -005.88185783 5
115  54.61184914 -005.88191278
120 Linear Feature 17
111  54.61447723 -005.87686052 51
111  54.61462103 -005.87668842 51
112  54.61482576 -005.87681987  54.61489018 -005.87697270
111  54.61482576 -005.87681987
112  54.61482576 -005.87681987  54.61476052 -005.87666567 51
111  54.61483143 -005.87643665 51
115  54.61498184 -005.87625666
120 Linear Feature 15
112  54.61502289 -005.87759053  54.61498781 -005.87752305 51
112  54.61492962 -005.87708013  54.61488430 -005.87696183
111  54.61492962 -005.87708013 51
115  54.61482576 -005.87681987
120 Linear Feature 14
111  54.61567972 -005.87806342 4
115  54.61531400 -005.87850109
120 Linear Feature 13
111  54.61607890 -005.87938436 20
112  54.61607890 -005.87890295  54.61594184 -005.87866163 20
111  54.61580015 -005.87890295 20
114  54.61580015 -005.87938436  54.61593622 -005.87962276 20
120 Linear Feature 12
111  54.61628542 -005.87984266 51
115  54.61623137 -005.87984968
120 Linear Feature 11
112  54.61610360 -005.87991587  54.61621489 -005.88003088 51
111  54.61631455 -005.87989376 51
111  54.61631010 -005.87979072 51
116  54.61637848 -005.87952756  54.61637714 -005.87935311
120 Linear Feature 4
111  54.61335439 -005.87533379 1
115  54.61330403 -005.87529022
120 Linear Feature 4
111  54.61342595 -005.87524824 1
115  54.61337560 -005.87520467
120 Linear Feature 4
111  54.61349797 -005.87516150 1
115  54.61344762 -005.87511793
120 Linear Feature 4
111  54.61356999 -005.87507516 1
115  54.61351964 -005.87503158
120 Linear Feature 4
111  54.61364454 -005.87498683 1
115  54.61359418 -005.87494326
120 Linear Feature 4
111  54.61371931 -005.87489692 1
115  54.61366895 -005.87485335
120 Linear Feature 4
111  54.61379294 -005.87480899 1
115  54.61374258 -005.87476542
120 Linear Feature 4
111  54.61386186 -005.87472656 1
115  54.61381151 -005.87468299
120 Linear Feature 4
111  54.61393907 -005.87463372 1
115  54.61388871 -005.87459014
120 Linear Feature 4
111  54.61463631 -005.87606245 1
115  54.61458595 -005.87601888
120 Linear Feature 4
111  54.61456514 -005.87614824 1
115  54.61451478 -005.87610467
120 Linear Feature 4
111  54.61448788 -005.87624041 1
115  54.61443752 -005.87619683
120 Linear Feature 4
111  54.61441364 -005.87632855 1
115  54.61436328 -005.87628498
120 Linear Feature 4
111  54.61434055 -005.87641573 1
115  54.61429019 -005.87637216
120 Linear Feature 4
111  54.61427965 -005.87648745 1
115  54.61422930 -005.87644387
120 Linear Feature 4
111  54.61420443 -005.87657907 1
115  54.61415407 -005.87653550
120 Linear Feature 4
111  54.61412290 -005.87667723 1
115  54.61407254 -005.87663366
120 Linear Feature 4
111  54.61404895 -005.87676584 1
115  54.61399859 -005.87672227
120 Linear Feature 4
111  54.61397369 -005.87685584 1
115  54.61392334 -005.87681227
120 Linear Feature 4
111  54.61428703 -005.87775016 1
115  54.61423667 -005.87770659
120 Linear Feature 4
111  54.61435866 -005.87766433 1
115  54.61430830 -005.87762076
120 Linear Feature 4
111  54.61443415 -005.87757402 1
115  54.61438380 -005.87753045
120 Linear Feature 4
111  54.61171896 -005.88081874 1
115  54.61166860 -005.88077517
120 Linear Feature 4
111  54.61179121 -005.88073200 1
115  54.61174085 -005.88068843
120 Linear Feature 4
111  54.61186323 -005.88064527 1
115  54.61181287 -005.88060169
120 Linear Feature 4
111  54.61450751 -005.87748638 1
115  54.61445715 -005.87744280
120 Linear Feature 4
111  54.61458166 -005.87739782 1
115  54.61453130 -005.87735425
120 Linear Feature 4
111  54.61897567 -005.87213669 1
115  54.61892562 -005.87209206
120 Linear Feature 4
111  54.61890515 -005.87222104 1
115  54.61885510 -005.87217642
120 Linear Feature 4
111  54.61883463 -005.87230540 1
115  54.61878458 -005.87226078
120 Linear Feature 4
111  54.61333264 -005.87536028 1
115  54.61332578 -005.87526373
120 Linear Feature 4
111  54.61340421 -005.87527472 1
115  54.61339734 -005.87517818
120 Linear Feature 4
111  54.61347623 -005.87518799 1
115  54.61346936 -005.87509144
120 Linear Feature 4
111  54.61354825 -005.87510164 1
115  54.61354138 -005.87500510
120 Linear Feature 4
111  54.61362279 -005.87501332 1
115  54.61361593 -005.87491677
120 Linear Feature 4
111  54.61369756 -005.87492341 1
115  54.61369070 -005.87482686
120 Linear Feature 4
111  54.61377119 -005.87483548 1
115  54.61376433 -005.87473893
120 Linear Feature 4
111  54.61384012 -005.87475305 1
115  54.61383326 -005.87465650
120 Linear Feature 4
111  54.61391732 -005.87466020 1
115  54.61391046 -005.87456366
120 Linear Feature 4
111  54.61461456 -005.87608894 1
115  54.61460770 -005.87599239
120 Linear Feature 4
111  54.61454339 -005.87617473 1
115  54.61453653 -005.87607818
120 Linear Feature 4
111  54.61446613 -005.87626689 1
115  54.61445927 -005.87617035
120 Linear Feature 4
111  54.61439189 -005.87635504 1
115  54.61438503 -005.87625850
120 Linear Feature 4
111  54.61431880 -005.87644222 1
115  54.61431194 -005.87634567
120 Linear Feature 4
111  54.61425791 -005.87651393 1
115  54.61425104 -005.87641739
120 Linear Feature 4
111  54.61418268 -005.87660556 1
115  54.61417582 -005.87650901
120 Linear Feature 4
111  54.61410115 -005.87670372 1
115  54.61409429 -005.87660717
120 Linear Feature 4
111  54.61402720 -005.87679232 1
115  54.61402034 -005.87669578
120 Linear Feature 4
111  54.61395194 -005.87688233 1
115  54.61394508 -005.87678579
120 Linear Feature 4
111  54.61426528 -005.87777665 1
115  54.61425842 -005.87768010
120 Linear Feature 4
111  54.61433691 -005.87769082 1
115  54.61433005 -005.87759427
120 Linear Feature 4
111  54.61441240 -005.87760051 1
115  54.61440554 -005.87750396
120 Linear Feature 4
111  54.61169721 -005.88084523 1
115  54.61169035 -005.88074868
120 Linear Feature 4
111  54.61176946 -005.88075849 1
115  54.61176260 -005.88066195
120 Linear Feature 4
111  54.61184148 -005.88067175 1
115  54.61183462 -005.88057521
120 Linear Feature 4
111  54.61448576 -005.87751286 1
115  54.61447890 -005.87741632
120 Linear Feature 4
111  54.61455991 -005.87742431 1
115  54.61455305 -005.87732776
120 Linear Feature 4
111  54.61895374 -005.87216272 1
115  54.61894755 -005.87206603
120 Linear Feature 4
111  54.61888322 -005.87224707 1
115  54.61887703 -005.87215039
120 Linear Feature 4
111  54.61881270 -005.87233144 1
115  54.61880651 -005.87223475
120 Linear Feature 7
111  54.61466829 -005.87915022 20
115  54.61513366 -005.87866356
120 Linear Feature 8
111  54.61749362 -005.87541786 5
115  54.61735601 -005.87558245
120 Linear Feature 4
111  54.61550400 -005.87758925 1
111  54.61540281 -005.87775299 1
112  54.61536540 -005.87776796  54.61535230 -005.87774238
111  54.61536540 -005.87776796 1
111  54.61503261 -005.87712316
112  54.61503261 -005.87712316  54.61492333 -005.87688810 1
115  54.61506728 -005.87674304
120 Linear Feature 4
111  54.61520941 -005.87795193 51
111  54.61502289 -005.87759053 51
115  54.61476071 -005.87708255
120 Linear Feature 4
111  54.61637848 -005.87952756 51
111  54.61575612 -005.87832170
112  54.61575612 -005.87832170  54.61560657 -005.87803941 51
116  54.61520941 -005.87795193  54.61505638 -005.87768566
120 Linear Feature 10
112  54.61520941 -005.87795193  54.61527619 -005.87808069 51
116  54.61535075 -005.87845718  54.61539969 -005.87855128
120 Linear Feature 4
111  54.61610360 -005.87991587 51
115  54.61535075 -005.87845718
120 Linear Feature 4
111  54.61193740 -005.87983479 51 101
111  54.61169771 -005.88012164 51 101
112  54.61122507 -005.87999678  54.61106161 -005.87958641
111  54.61122507 -005.87999678 51 101
111  54.61091758 -005.87923024
112  54.61091758 -005.87923024  54.61077974 -005.87889522 51 101
116  54.61097892 -005.87785808  54.61120315 -005.87758714
120 Linear Feature 4
111  54.61304669 -005.87777645 51 101
115  54.61256632 -005.87657896
120 Linear Feature 4
111  54.61429374 -005.87198908 20
111  54.61431632 -005.87195277 20
115  54.61425562 -005.87180826
120 Linear Feature 4
111  54.61412150 -005.87239626 20
111  54.61411787 -005.87233220 20
115  54.61402440 -005.87210966
120 Linear Feature 4
111  54.61384617 -005.87271731 20
111  54.61385082 -005.87267977 20
115  54.61380178 -005.87256300
120 Linear Feature 4
111  54.61435752 -005.87198367 20
111  54.61434388 -005.87194722 20
115  54.61427549 -005.87178441
120 Linear Feature 4
111  54.61415208 -005.87239321 20
111  54.61414722 -005.87233091 20
115  54.61404147 -005.87207913
120 Linear Feature 4
111  54.61387569 -005.87271596 20
111  54.61387811 -005.87267357 20
115  54.61381779 -005.87252996
120 Linear Feature 4
111  54.61404118 -005.87306480 20
115  54.61390078 -005.87271480
120 Linear Feature 4
111  54.61408380 -005.87301380 20
111  54.61394356 -005.87266420 20
115  54.61385715 -005.87244878
120 Linear Feature 4
111  54.61431689 -005.87273486 20
111  54.61417849 -005.87239057 20
115  54.61404835 -005.87206682
120 Linear Feature 4
111  54.61435741 -005.87268637 20
111  54.61418042 -005.87224516 20
115  54.61408655 -005.87201116
120 Linear Feature 4
111  54.61458250 -005.87241700 20
115  54.61440699 -005.87197948
120 Linear Feature 4
111  54.61463306 -005.87235650 20
115  54.61443532 -005.87186359
120 Linear Feature 4
111  54.61494046 -005.87198863 20
111  54.61477852 -005.87158493 20
111  54.61476413 -005.87154908 20
111  54.61470780 -005.87155929 20
111  54.61466354 -005.87156406 20
115  54.61464796 -005.87153626
120 Linear Feature 4
111  54.61499008 -005.87192925 20
111  54.61488887 -005.87167694 20
111  54.61482814 -005.87152555 20
115  54.61478843 -005.87142655
120 Linear Feature 4
111  54.61528838 -005.87157228 20
115  54.61510870 -005.87112436
120 Linear Feature 4
111  54.61536483 -005.87148079 20
111  54.61528713 -005.87128709 20
111  54.61519044 -005.87104607 20
115  54.61518515 -005.87103287
120 Linear Feature 4
111  54.61563834 -005.87115348 20
115  54.61545254 -005.87069032
120 Linear Feature 4
111  54.61568959 -005.87109214 20
115  54.61550302 -005.87062705
120 Linear Feature 4
111  54.61596384 -005.87076395 20
111  54.61578298 -005.87031311 20
111  54.61576344 -005.87026438 20
115  54.61574821 -005.87022642
120 Linear Feature 4
111  54.61534507 -005.87072181 20
115  54.61528626 -005.87057522
120 Linear Feature 4
111  54.61630978 -005.86974055 20
111  54.61629416 -005.86969753 20
115  54.61626553 -005.86962632
120 Linear Feature 4
111  54.61626431 -005.86973840 20
111  54.61626139 -005.86971848 20
115  54.61623236 -005.86964612
120 Linear Feature 4
111  54.61567790 -005.87029484 20
115  54.61562696 -005.87016797
120 Linear Feature 4
111  54.61592044 -005.87002529 20
115  54.61586436 -005.86988549
120 Linear Feature 4
111  54.61595516 -005.86998375 20
115  54.61590244 -005.86985233
120 Linear Feature 4
111  54.61572016 -005.87026869 20
115  54.61566264 -005.87012531
120 Linear Feature 4
111  54.61538933 -005.87070884 20
115  54.61531969 -005.87053526
120 Linear Feature 4
111  54.61601398 -005.87070395 20
111  54.61581923 -005.87021848 20
115  54.61579805 -005.87016570
120 Linear Feature 4
111  54.61623670 -005.87043741 20
115  54.61605426 -005.86998262
120 Linear Feature 4
111  54.61627782 -005.87038821 20
115  54.61613002 -005.87001977
120 Linear Feature 4
111  54.61649949 -005.87012293 20
115  54.61634680 -005.86974231
120 Linear Feature 4
111  54.61654032 -005.87007407 20
115  54.61638814 -005.86969470
120 Linear Feature 4
111  54.61394908 -005.87318560 51
115  54.61389668 -005.87305496
120 Linear Feature 4
111  54.61404021 -005.87347647 51
111  54.61392895 -005.87319912 51
111  54.61376434 -005.87278877 51
115  54.61375421 -005.87276351
120 Linear Feature 10
112  54.61489970 -005.87210788  54.61516366 -005.87206395 51
116  54.61506608 -005.87250796  54.61501626 -005.87256744
120 Linear Feature 10
112  54.61516571 -005.87158029  54.61555409 -005.87160605 51
116  54.61525757 -005.87227880  54.61509019 -005.87231634
120 Linear Feature 10
112  54.61446995 -005.87255170  54.61469648 -005.87287250 51
115  54.61451450 -005.87316804
120 Linear Feature 10
112  54.61404021 -005.87347647  54.61412503 -005.87369001 51
116  54.61402616 -005.87398739  54.61398928 -005.87409714
120 Linear Feature 10
112  54.61419629 -005.87287918  54.61442283 -005.87319999 51
115  54.61425722 -005.87347593
120 Linear Feature 10
112  54.61509503 -005.87225383  54.61520634 -005.87233467 51
115  54.61526970 -005.87226429
120 Linear Feature 10
112  54.61446995 -005.87255170  54.61456410 -005.87303089 51
115  54.61478332 -005.87284635
120 Linear Feature 10
112  54.61392895 -005.87319912  54.61402310 -005.87367831 51
115  54.61425722 -005.87347593
120 Linear Feature 10
112  54.61419629 -005.87287918  54.61428434 -005.87336452 51
115  54.61451450 -005.87316804
120 Linear Feature 4
111  54.61590036 -005.87004932 20
115  54.61633308 -005.87032208
120 Linear Feature 4
111  54.61576344 -005.87026438 20
111  54.61579393 -005.87025929 20
111  54.61581923 -005.87021848 20
111  54.61582853 -005.87020310 20
111  54.61586672 -005.87014000 20
115  54.61627184 -005.87039536
120 Linear Feature 4
111  54.61552619 -005.87052241 20
115  54.61594505 -005.87078644
120 Linear Feature 4
111  54.61550459 -005.87061996 20
115  54.61588420 -005.87085925
120 Linear Feature 4
111  54.61510870 -005.87112436 20
111  54.61511764 -005.87111322 20
115  54.61548073 -005.87134209
120 Linear Feature 4
111  54.61519044 -005.87104607 20
115  54.61554260 -005.87126805
120 Linear Feature 4
