A
1000 Generated by WorldEditor

1    620 1 0 KMDW Chicago Midway Intl
112  41.78194300 -087.75098192  41.78194300 -087.75093321
111  41.78194300 -087.75098192
112  41.78194300 -087.75098192  41.78194300 -087.75096910 1 102
112  41.78195255 -087.75045128  41.78194873 -087.75043334
111  41.78195255 -087.75045128
112  41.78195255 -087.75045128  41.78195447 -087.75038464 1 102
111  41.78193535 -087.75034106
111  41.78224502 -087.75077172 1 102
112  41.78205769 -087.75092809  41.78205387 -087.75107164
111  41.78205769 -087.75092809
112  41.78205769 -087.75092809  41.78205960 -087.75094347 1 102
112  41.78205387 -087.75120750  41.78205387 -087.75122545
111  41.78205387 -087.75120750
112  41.78205387 -087.75120750  41.78205196 -087.75126390 1 102
113  41.78207985 -087.75135208
110 2 0.25 133.6700 Twy F/Y s
112  41.78338290 -087.75335705  41.78334372 -087.75329324
111  41.78338290 -087.75335705
112  41.78338290 -087.75335705  41.78338150 -087.75335470 51 102
112  41.78297945 -087.75280096  41.78295986 -087.75278220
111  41.78297945 -087.75280096
112  41.78297945 -087.75280096  41.78292628 -087.75274091 51 102
111  41.78283293 -087.75279606 51 102
112  41.78209135 -087.75373301  41.78205782 -087.75377298
111  41.78209135 -087.75373301
112  41.78209135 -087.75373301  41.78202057 -087.75381294 51 102
111  41.78200065 -087.75413932 51 102
112  41.78199909 -087.75464991  41.78200468 -087.75469494
111  41.78199909 -087.75464991
112  41.78199909 -087.75464991  41.78202148 -087.75504774 51 102
111  41.78240053 -087.75485274
111  41.78167971 -087.75573488 51 102
112  41.78155871 -087.75546157  41.78136840 -087.75540152
111  41.78155871 -087.75546157
112  41.78155871 -087.75546157  41.78153632 -087.75546532 51 102
111  41.78148809 -087.75546223 51 102
112  41.78093693 -087.75562625  41.78090054 -087.75564126
111  41.78093693 -087.75562625
112  41.78093693 -087.75562625  41.78050593 -087.75579138 51 102
111  41.78011149 -087.75622562 51 102
112  41.77946664 -087.75702115  41.77944146 -087.75704742
111  41.77946664 -087.75702115
112  41.77946664 -087.75702115  41.77940116 -087.75709973 51 102
111  41.77934671 -087.75726803
111  41.77934973 -087.75644906 51 102
112  41.77955077 -087.75664927  41.77969071 -087.75650666
111  41.77955077 -087.75664927
112  41.77955077 -087.75664927  41.77957876 -087.75662675 51 102
111  41.78036374 -087.75562667
111  41.78059919 -087.75529793 51 102
111  41.78161024 -087.75403996
111  41.78184541 -087.75373694
111  41.78220532 -087.75328365 51 102
112  41.78271622 -087.75265113  41.78272042 -087.75264175
111  41.78271622 -087.75265113
112  41.78271622 -087.75265113  41.78276380 -087.75258358 51 102
111  41.78274042 -087.75246608 51 102
111  41.78212453 -087.75160467
111  41.78187738 -087.75126123 51 102
111  41.78161745 -087.75090653 51 102
112  41.78151019 -087.75095606  41.78145733 -087.75103402
111  41.78151019 -087.75095606
112  41.78151019 -087.75095606  41.78149697 -087.75097023 51 102
112  41.78144520 -087.75106229  41.78143727 -087.75108355
111  41.78144520 -087.75106229
112  41.78144520 -087.75106229  41.78141613 -087.75112607 51 102
111  41.78143793 -087.75121314
111  41.78126080 -087.75099060 51 102
112  41.78134494 -087.75097186  41.78137665 -087.75093642
111  41.78134494 -087.75097186
112  41.78134494 -087.75097186  41.78136079 -087.75095414 51 102
112  41.78144893 -087.75084249  41.78146214 -087.75081769
111  41.78144893 -087.75084249
112  41.78144893 -087.75084249  41.78148857 -087.75077516 51 102
111  41.78146322 -087.75067940 51 102
111  41.78105002 -087.75010853 51 102
112  41.78089366 -087.75021947  41.78079241 -087.75037124
111  41.78089366 -087.75021947
112  41.78089366 -087.75021947  41.78078645 -087.75039786 51 102
111  41.78082763 -087.75048531
111  41.78058469 -087.75018218 51 102
112  41.78082912 -087.75012188  41.78093435 -087.74997011 51 102
111  41.78090108 -087.74989203 51 102
112  41.77968024 -087.74815761  41.77967605 -087.74815198
111  41.77968024 -087.74815761
112  41.77968024 -087.74815761  41.77962147 -087.74807505 51 102
111  41.77950016 -087.74822995
111  41.77968517 -087.74777888 51 102
112  41.77969424 -087.74802861  41.77973622 -087.74811118
111  41.77969424 -087.74802861
112  41.77969424 -087.74802861  41.77971663 -087.74804737 51 102
111  41.78034755 -087.74893164 51 102
112  41.78050848 -087.74894367  41.78057741 -087.74886278
111  41.78050848 -087.74894367
112  41.78050848 -087.74894367  41.78051853 -087.74893597 51 102
111  41.78074127 -087.74865958
111  41.78086055 -087.74882953 51 102
112  41.78071843 -087.74884349  41.78065524 -087.74891668
111  41.78071843 -087.74884349
112  41.78071843 -087.74884349  41.78070838 -087.74885697 51 102
112  41.78057209 -087.74904088  41.78056490 -087.74905243
111  41.78057209 -087.74904088
112  41.78057209 -087.74904088  41.78051751 -087.74913717 51 102
111  41.78054918 -087.74921276 51 102
111  41.78186868 -087.75104159
111  41.78207985 -087.75135208 51 102
112  41.78281033 -087.75236460  41.78283393 -087.75240154
111  41.78281033 -087.75236460
112  41.78281033 -087.75236460  41.78286935 -087.75243847 51 102
111  41.78295197 -087.75238043 51 102
112  41.78309362 -087.75219048  41.78313296 -087.75213772
111  41.78309362 -087.75219048
112  41.78309362 -087.75219048  41.78316050 -087.75210078 51 102
111  41.78311329 -087.75197415
111  41.78332182 -087.75229073 51 102
112  41.78318018 -087.75229073  41.78311723 -087.75235932
111  41.78318018 -087.75229073
112  41.78318018 -087.75229073  41.78315657 -087.75231711 51 102
112  41.78302673 -087.75250179  41.78300706 -087.75253345
111  41.78302673 -087.75250179
112  41.78302673 -087.75250179  41.78297558 -087.75256511 51 102
111  41.78303066 -087.75269174 51 102
112  41.78344292 -087.75326382  41.78344992 -087.75327133
111  41.78344292 -087.75326382
112  41.78344292 -087.75326382  41.78349890 -087.75334264 51 102
112  41.78344292 -087.75326382  41.78344992 -087.75327133
111  41.78344292 -087.75326382
112  41.78344292 -087.75326382  41.78349890 -087.75334264 51 102
111  41.78361683 -087.75330308
113  41.78337132 -087.75361804 51 102
111  41.78118832 -087.75534880 51 102
112  41.78156764 -087.75521543  41.78159077 -087.75520302
111  41.78156764 -087.75521543
112  41.78156764 -087.75521543  41.78191228 -087.75504793 51 102
111  41.78185676 -087.75466642 51 102
111  41.78185908 -087.75448962 51 102
112  41.78177812 -087.75426009  41.78170180 -087.75421977
111  41.78177812 -087.75426009
112  41.78177812 -087.75426009  41.78168560 -087.75421977 51 102
111  41.78159540 -087.75431902 51 102
111  41.78104954 -087.75503552 51 102
112  41.78101253 -087.75524334  41.78104954 -087.75535190
111  41.78101253 -087.75524334
114  41.78101253 -087.75524334  41.78105879 -087.75536431 51 102
110 2 0.25 133.6700 F sec
111  41.78505443 -087.75614602 53 102
112  41.78506050 -087.75573280  41.78499255 -087.75563256
111  41.78506050 -087.75573280
112  41.78506050 -087.75573280  41.78503672 -087.75570546 53 102
112  41.78379485 -087.75394927  41.78378334 -087.75393898
111  41.78379485 -087.75394927
112  41.78379485 -087.75394927  41.78374882 -087.75388497 53 102
111  41.78368045 -087.75392868
111  41.78385652 -087.75370064 53 102
112  41.78386871 -087.75385991  41.78390515 -087.75392678
111  41.78386871 -087.75385991
112  41.78386871 -087.75385991  41.78387255 -087.75386119 53 102
112  41.78520522 -087.75574242  41.78522595 -087.75576674
111  41.78520522 -087.75574242
112  41.78520522 -087.75574242  41.78526222 -087.75579801 53 102
113  41.78535622 -087.75575650
111  41.78797269 -087.76001826 53 102
112  41.78799987 -087.75984511  41.78793192 -087.75974487
111  41.78799987 -087.75984511
112  41.78799987 -087.75984511  41.78797609 -087.75981777 53 102
112  41.78555225 -087.75642599  41.78554074 -087.75641570
111  41.78555225 -087.75642599
112  41.78555225 -087.75642599  41.78550622 -087.75636169 53 102
111  41.78543785 -087.75640540
111  41.78561392 -087.75617736 53 102
112  41.78562612 -087.75633663  41.78566256 -087.75640350
111  41.78562612 -087.75633663
112  41.78562612 -087.75633663  41.78562995 -087.75633791 53 102
111  41.78707145 -087.75837203 53 102
112  41.78725612 -087.75842087  41.78731182 -087.75836485
111  41.78725612 -087.75842087
112  41.78725612 -087.75842087  41.78726541 -087.75841464 53 102
112  41.78740083 -087.75823801  41.78741475 -087.75821623
111  41.78740083 -087.75823801
112  41.78740083 -087.75823801  41.78745884 -087.75815087 53 102
111  41.78741573 -087.75804043
111  41.78761510 -087.75831743 53 102
112  41.78746273 -087.75831769  41.78740008 -087.75837682
111  41.78746273 -087.75831769
112  41.78746273 -087.75831769  41.78745345 -087.75833325 53 102
112  41.78732103 -087.75850718  41.78731175 -087.75852274
111  41.78732103 -087.75850718
112  41.78732103 -087.75850718  41.78726998 -087.75859743 53 102
111  41.78734857 -087.75876347 53 102
111  41.78751442 -087.75899775 53 102
112  41.78770106 -087.75899869  41.78777763 -087.75891466
111  41.78770106 -087.75899869
112  41.78770106 -087.75899869  41.78772194 -087.75897380 53 102
112  41.78785038 -087.75880282  41.78786198 -087.75877170
111  41.78785038 -087.75880282
112  41.78785038 -087.75880282  41.78788751 -087.75873436 53 102
111  41.78785862 -087.75866575
111  41.78797593 -087.75883289 53 102
112  41.78776561 -087.75909345  41.78775865 -087.75910901
111  41.78776561 -087.75909345
112  41.78776561 -087.75909345  41.78770528 -087.75920860 53 102
111  41.78776618 -087.75935338 53 102
112  41.78815951 -087.75990897  41.78818329 -087.75993175
111  41.78815951 -087.75990897
112  41.78815951 -087.75990897  41.78823085 -087.75998643 53 102
113  41.78832774 -087.76003641
110 2 0.25 0.0000 xxx
111  41.78273743 -087.75981956 53 102
111  41.78487462 -087.75990858
111  41.78532208 -087.75992722 53 102
111  41.78797269 -087.76001826
111  41.78832774 -087.76003641
111  41.78837031 -087.76022031 53 102
111  41.78823012 -087.76021738 53 102
112  41.78815535 -087.76034698  41.78815535 -087.76042968 53 102
111  41.78822065 -087.76045629
111  41.78845234 -087.76049072
111  41.78872858 -087.76088597
111  41.78854175 -087.76112790
111  41.78822384 -087.76110765
111  41.78821801 -087.76116917
111  41.78753754 -087.76114227
111  41.78752702 -087.76156840
111  41.78714016 -087.76154756
111  41.78715161 -087.76111088
111  41.78633524 -087.76109287
111  41.78634176 -087.76118462
111  41.78497764 -087.76113546
111  41.78497771 -087.76108948
111  41.78332400 -087.76100913
111  41.78331800 -087.76079902
111  41.78309920 -087.76078122
111  41.78311908 -087.76024999
111  41.78490979 -087.76035707
112  41.78491722 -087.76022513  41.78491722 -087.76021300
111  41.78491722 -087.76022513
112  41.78491722 -087.76022513  41.78491722 -087.76012810 53 102
111  41.78484050 -087.76007777 53 102
113  41.78260135 -087.75999682
112  41.78807632 -087.76032072  41.78807632 -087.76023414 53 102
111  41.78799138 -087.76018402 53 102
111  41.78707406 -087.76015213 53 102
112  41.78694156 -087.76029793  41.78694156 -087.76042552
111  41.78694156 -087.76029793
112  41.78694156 -087.76029793  41.78694156 -087.76039818 53 102
111  41.78700951 -087.76043463 53 102
113  41.78800497 -087.76045741 53 102
111  41.78676149 -087.76041640 53 102
112  41.78682604 -087.76029793  41.78682265 -087.76020225
111  41.78682604 -087.76029793
112  41.78682604 -087.76029793  41.78682265 -087.76017491 53 102
111  41.78672072 -087.76014757 53 102
111  41.78530396 -087.76009289 53 102
112  41.78518845 -087.76024781  41.78518845 -087.76036628
111  41.78518845 -087.76024781
112  41.78518845 -087.76024781  41.78518845 -087.76034350 53 102
113  41.78527678 -087.76037084 53 102
110 2 0.25 90.0000 South ramp (w)
111  41.77871169 -087.75733369
111  41.77874284 -087.75231426
111  41.77926051 -087.75233016
111  41.77925270 -087.75319628
111  41.77952335 -087.75322012
111  41.77948714 -087.75502995
111  41.77971815 -087.75505262
111  41.77969294 -087.75574920
111  41.77935573 -087.75571867
111  41.77934973 -087.75644906
111  41.77906081 -087.75644484
111  41.77905099 -087.75742117
113  41.77894753 -087.75732560
110 2 0.25 90.0000 xxx
111  41.77883756 -087.75180660
111  41.77883756 -087.74740000
111  41.77942730 -087.74740000
113  41.77942730 -087.75180660
110 2 0.25 90.0000 xxx
111  41.77956538 -087.75197720
111  41.77960725 -087.74956630
111  41.78046342 -087.74954576
111  41.78052927 -087.74968286
111  41.78051921 -087.75009532
111  41.78041242 -087.75009364
111  41.78038578 -087.75178611
111  41.78065968 -087.75179065
111  41.78065524 -087.75234475
113  41.78038320 -087.75195018
110 2 0.25 90.0000 J
111  41.78487462 -087.75990858 3 102
112  41.78500068 -087.75969054  41.78500479 -087.75952514
111  41.78500068 -087.75969054
112  41.78500068 -087.75969054  41.78500479 -087.75961335 3 102
112  41.78504545 -087.75748099  41.78504545 -087.75742762
111  41.78504545 -087.75748099
112  41.78504545 -087.75748099  41.78501063 -087.75729420 3 102
111  41.78481471 -087.75720407
111  41.78530167 -087.75657827 3 102
112  41.78524862 -087.75676053  41.78524862 -087.75684725
111  41.78524862 -087.75676053
112  41.78524862 -087.75676053  41.78524862 -087.75680722 3 102
112  41.78520385 -087.75969605  41.78520385 -087.75972361
111  41.78520385 -087.75969605
112  41.78520385 -087.75969605  41.78520796 -087.75987798 3 102
113  41.78532208 -087.75992722
110 2 0.25 43.2300 Twy W/V
111  41.77931426 -087.75946984
111  41.77958082 -087.75913356 51 102
112  41.77957469 -087.75942889  41.77964410 -087.75951532
111  41.77957469 -087.75942889
112  41.77957469 -087.75942889  41.77960443 -087.75945549 51 102
112  41.77971234 -087.75961785  41.77974705 -087.75965774
111  41.77971234 -087.75961785
112  41.77971234 -087.75961785  41.77982637 -087.75973088 51 102
111  41.78000865 -087.75964725 51 102
111  41.78082937 -087.75862645 51 102
112  41.78079915 -087.75821927  41.78068016 -087.75800651
111  41.78079915 -087.75821927
112  41.78079915 -087.75821927  41.78076445 -087.75817937 51 102
112  41.78065986 -087.75802484  41.78064498 -087.75799824
111  41.78065986 -087.75802484
112  41.78065986 -087.75802484  41.78060532 -087.75797165 51 102
111  41.78044572 -087.75806150 51 102
111  41.78079680 -087.75760615 51 102
112  41.78082561 -087.75781568  41.78088014 -087.75788882
111  41.78082561 -087.75781568
112  41.78082561 -087.75781568  41.78084048 -087.75784227 51 102
112  41.78125585 -087.75838125  41.78128064 -087.75842779
111  41.78125585 -087.75838125
112  41.78125585 -087.75838125  41.78175662 -087.75869374 51 102
111  41.78178852 -087.75801915
111  41.78192734 -087.75803499 51 102
112  41.78186896 -087.75853236  41.78178565 -087.75865705
111  41.78186896 -087.75853236
112  41.78186896 -087.75853236  41.78162602 -087.75885150 51 102
111  41.78180627 -087.75916023 51 102
112  41.78207576 -087.75958864  41.78210055 -087.75961523
111  41.78207576 -087.75958864
112  41.78207576 -087.75958864  41.78217988 -087.75970831 51 102
111  41.78229560 -087.75965419 51 102
111  41.78196677 -087.76007117 51 102
112  41.78192382 -087.75979764  41.78183458 -087.75968461
111  41.78192382 -087.75979764
112  41.78192382 -087.75979764  41.78189408 -087.75975775 51 102
111  41.78154471 -087.75928861 51 102
112  41.78134931 -087.75924878  41.78125510 -087.75937511
111  41.78134931 -087.75924878
112  41.78134931 -087.75924878  41.78133443 -087.75927205 51 102
111  41.78087724 -087.75990194
111  41.78061270 -087.76025760 51 102
113  41.78025891 -087.76074624 51 102
110 2 0.25 45.0000 ramp
111  41.77971815 -087.75505262
112  41.78024404 -087.75437823  41.78026464 -087.75435751
111  41.78024404 -087.75437823
112  41.78024404 -087.75437823  41.78033673 -087.75422631
111  41.78018813 -087.75400805
111  41.78082191 -087.75320145
111  41.78097676 -087.75323734
111  41.78111654 -087.75303289
111  41.78152410 -087.75351900
111  41.78156729 -087.75347322
111  41.78158166 -087.75353536
112  41.78171643 -087.75371860  41.78173650 -087.75373206
111  41.78171643 -087.75371860
112  41.78171643 -087.75371860  41.78176661 -087.75378589
111  41.78184541 -087.75373694
111  41.78161024 -087.75403996
112  41.78161995 -087.75380313  41.78156978 -087.75371790
111  41.78161995 -087.75380313
112  41.78161995 -087.75380313  41.78160323 -087.75377173
112  41.78154846 -087.75370164  41.78153508 -087.75368819
111  41.78154846 -087.75370164
112  41.78154846 -087.75370164  41.78149160 -087.75364333
111  41.78140369 -087.75367151
111  41.78036506 -087.75498624
112  41.78036779 -087.75526727  41.78046492 -087.75539752
111  41.78059919 -087.75529793
111  41.78036374 -087.75562667
112  41.78035836 -087.75540718  41.78030308 -087.75532563
111  41.78035836 -087.75540718
112  41.78035836 -087.75540718  41.78033901 -087.75537753
112  41.78026800 -087.75529201  41.78024588 -087.75526977
111  41.78026800 -087.75529201
112  41.78026800 -087.75529201  41.78021547 -087.75524753
111  41.78011692 -087.75530710
111  41.77979593 -087.75571481
113  41.77969294 -087.75574920
110 2 0.25 178.5500 xxx
111  41.79145078 -087.76142821
111  41.78926929 -087.76134638
111  41.78927345 -087.76112571
111  41.79103436 -087.76119176
111  41.79123628 -087.76096798
113  41.79144283 -087.76124003
110 1 0.25 90.0000 North ramp west
111  41.79159463 -087.75554452
111  41.79138164 -087.75556063
111  41.79141809 -087.75322655
111  41.79159880 -087.75324472
111  41.79160142 -087.75307689
111  41.79211111 -087.75308389
111  41.79211357 -087.75602039
111  41.79201160 -087.75601270
113  41.79171418 -087.75555160
110 1 0.25 90.0000 North east ramp
111  41.79160520 -087.75130460
111  41.79155400 -087.75122697
111  41.79143422 -087.75122918
111  41.79145453 -087.74962963
111  41.79162887 -087.74963613
111  41.79169045 -087.74932519
111  41.79182160 -087.74906608
111  41.79230162 -087.74906608
113  41.79232480 -087.75130978
110 2 0.25 358.5500 xxx
111  41.78982734 -087.76129567
111  41.79140131 -087.76134910
111  41.79139207 -087.76183825
113  41.78981811 -087.76178481
110 2 0.25 43.2300 xxx
111  41.78316003 -087.75174763 53 102
112  41.78339039 -087.75172945  41.78351274 -087.75162195
111  41.78339039 -087.75172945
112  41.78339039 -087.75172945  41.78339882 -087.75171814 53 102
112  41.78388707 -087.75108678  41.78389024 -087.75107970
111  41.78388707 -087.75108678
112  41.78388707 -087.75108678  41.78396723 -087.75091138 53 102
111  41.78390621 -087.75069055
111  41.78427919 -087.75121075 53 102
112  41.78401355 -087.75122935  41.78391229 -087.75135383
111  41.78401355 -087.75122935
112  41.78401355 -087.75122935  41.78400933 -087.75123501 53 102
112  41.78348322 -087.75190911  41.78347478 -087.75192326
111  41.78348322 -087.75190911
112  41.78348322 -087.75190911  41.78341994 -087.75205339 53 102
113  41.78348238 -087.75220413
111  41.78757012 -087.75795691
111  41.78843507 -087.75687704
111  41.78850639 -087.75696861
113  41.78764145 -087.75804847
110 1 0.25 88.9000 GA ramp
111  41.78065524 -087.75234475
111  41.78065968 -087.75179065
111  41.78038578 -087.75178611
111  41.78041242 -087.75009364
111  41.78051921 -087.75009532 102
111  41.78058469 -087.75018218
111  41.78082763 -087.75048531 102
111  41.78126080 -087.75099060
111  41.78143793 -087.75121314 102
111  41.78162260 -087.75146598 102
111  41.78156729 -087.75347322
111  41.78152410 -087.75351900
113  41.78111654 -087.75303289 102
110 2 0.25 90.0000 Twy Y south
111  41.77904083 -087.75909244 51 102
111  41.77905099 -087.75742117
111  41.77906081 -087.75644484
111  41.77934973 -087.75644906
111  41.77934671 -087.75726803 51 102
112  41.77932787 -087.75827404  41.77932787 -087.75831800
111  41.77932787 -087.75827404
112  41.77932787 -087.75827404  41.77934017 -087.75849932 51 102
113  41.77952661 -087.75848253
110 2 0.25 0.0000 xxx
111  41.78637218 -087.75382719
111  41.78719782 -087.75382719
111  41.78719782 -087.75493081
113  41.78637218 -087.75493081
110 2 0.25 0.0000 xxx
111  41.78615918 -087.74936419
111  41.78698482 -087.74936419
111  41.78698482 -087.75046781
113  41.78615918 -087.75046781
110 2 0.25 0.0000 xxx
111  41.78795918 -087.75185117
111  41.78878482 -087.75185117
111  41.78878482 -087.75295483
113  41.78795918 -087.75295483
110 2 0.25 133.5500 xxx
111  41.78136721 -087.76114993
111  41.78070575 -087.76021682
111  41.78086479 -087.76001407
113  41.78152625 -087.76094718
110 2 0.25 0.0000 xxx
111  41.78054592 -087.75980000
111  41.78096011 -087.75980000
111  41.78096011 -087.76035176
113  41.78054592 -087.76035176
110 2 0.25 0.0000 xxx
111  41.78123248 -087.76063625
111  41.78170153 -087.76063625
111  41.78170153 -087.76089375
113  41.78123248 -087.76089375
110 2 0.25 130.0000 xxx
111  41.78926929 -087.76134638 53 102
112  41.78914487 -087.76125769  41.78907074 -087.76115827
111  41.78914487 -087.76125769
112  41.78914487 -087.76125769  41.78912016 -087.76122455 53 102
112  41.78853601 -087.76036948  41.78851359 -087.76033439
111  41.78853601 -087.76036948
112  41.78853601 -087.76036948  41.78846783 -087.76024692 53 102
111  41.78837031 -087.76022031
111  41.78832774 -087.76003641 53 102
112  41.78864978 -087.76022879  41.78875816 -087.76039419
111  41.78864978 -087.76022879
112  41.78864978 -087.76022879  41.78867967 -087.76025886 53 102
113  41.78927345 -087.76112571
110 2 0.25 130.0000 xxx
111  41.78983559 -087.76178841
111  41.78955172 -087.76133468
111  41.78971982 -087.76114550
113  41.79000369 -087.76159923
130 KMDW Boundary
111  41.79264624 -087.76197026
111  41.79255804 -087.76211389
111  41.77830052 -087.76155491
111  41.77817144 -087.76141329
111  41.77853771 -087.74259889
111  41.77860571 -087.74252073
111  41.78282961 -087.74247356
111  41.78426925 -087.74172530
111  41.78480493 -087.74162055
111  41.79162987 -087.74178358
111  41.79244062 -087.74187650
111  41.79280671 -087.74207553
113  41.79288884 -087.74227929
120 Linear Feature 45
111  41.77930046 -087.75826596 4
115  41.77905429 -087.75828538
120 Linear Feature 44
111  41.77949596 -087.75970296 4 102
115  41.77963353 -087.75952819
120 turn
111  41.79113393 -087.74579556 51 101
116  41.79142192 -087.74561623  41.79151706 -087.74532308
120 turn
111  41.78752961 -087.74786537 51 101
112  41.78735574 -087.74763219  41.78731131 -087.74745083 51 101
115  41.78738062 -087.74731049
120 Linear Feature 3
111  41.78351153 -087.74430761 51 101
116  41.78356428 -087.74353739  41.78383571 -087.74312247
120 taxi line
111  41.78301965 -087.74374430 51 101
112  41.78345908 -087.74362971  41.78364624 -087.74347148
111  41.78345908 -087.74362971
112  41.78345908 -087.74362971  41.78350383 -087.74359152 51 101
111  41.78389910 -087.74323349 51
115  41.78467157 -087.74226014
120 taxi line
111  41.78355526 -087.74436961 51 101
111  41.78317482 -087.74382253 51 101
112  41.78300364 -087.74373234  41.78291265 -087.74373024
111  41.78300364 -087.74373234
112  41.78300364 -087.74373234  41.78299109 -087.74373234 51 101
111  41.78265181 -087.74373142 51 101
112  41.78226713 -087.74345860  41.78213397 -087.74321554
111  41.78226713 -087.74345860
112  41.78226713 -087.74345860  41.78212657 -087.74319570 51 101
111  41.78196752 -087.74315602 51 101
112  41.78006139 -087.74308251  41.78002172 -087.74308251
111  41.78006139 -087.74308251
112  41.78006139 -087.74308251  41.77996933 -087.74307946 51 101
111  41.77987812 -087.74315445 51 101
111  41.77933373 -087.74387335 51 101
112  41.77897261 -087.74468521  41.77893898 -087.74506398
111  41.77897261 -087.74468521
112  41.77897261 -087.74468521  41.77896924 -087.74473932 51 101
112  41.77895009 -087.74560308  41.77895009 -087.74563871
111  41.77895009 -087.74560308
112  41.77895009 -087.74560308  41.77894819 -087.74602815 51 101
111  41.77912679 -087.74628868 51 101
112  41.77932386 -087.74653302  41.77933525 -087.74654575
111  41.77932386 -087.74653302
112  41.77932386 -087.74653302  41.77944534 -087.74669338 51 101
111  41.77945895 -087.74696177 51 101
112  41.77945190 -087.74769999  41.77945190 -087.74772036
111  41.77945190 -087.74769999
112  41.77945190 -087.74769999  41.77945569 -087.74780181 51 101
111  41.77957342 -087.74794842 51 101
111  41.78816180 -087.75998521 51 101
116  41.78831742 -087.76011939  41.78840357 -087.76013429
120 turn
111  41.78679335 -087.74784103 51 101
116  41.78635892 -087.74809649  41.78625166 -087.74824519
120 centerline
111  41.79023868 -087.74217428 51
115  41.78980712 -087.74216725
120 centerline
111  41.79003836 -087.74273004 51
115  41.78970418 -087.74236372
120 centerline
111  41.78949579 -087.74269797 51
115  41.78932503 -087.74216634
120 centerline
111  41.78920232 -087.74295860 51
111  41.78898244 -087.74257643 51
112  41.78892411 -087.74265166  41.78891738 -087.74273592
111  41.78892411 -087.74265166
112  41.78892411 -087.74265166  41.78889718 -087.74264865 51
115  41.78859256 -087.74260113
120 centerline
111  41.78898661 -087.74313360 51
115  41.78858377 -087.74312807
120 centerline
111  41.78939720 -087.74393797 51
111  41.78926993 -087.74375362
112  41.78920704 -087.74367631  41.78917849 -087.74365442 51
111  41.78912622 -087.74365202 51
115  41.78858713 -087.74359937
120 centerline
111  41.78903404 -087.74441590 51
111  41.78887869 -087.74425048
111  41.78882038 -087.74418252 51
115  41.78849718 -087.74383591
120 centerline
111  41.78869066 -087.74481423 51
111  41.78857912 -087.74461579
111  41.78853344 -087.74452965 51
115  41.78827974 -087.74407187
120 centerline
111  41.78843138 -087.74509509 51
111  41.78829980 -087.74492012
111  41.78824539 -087.74484365 51
115  41.78794541 -087.74443933
120 centerline
111  41.78816410 -087.74543585 51
111  41.78803252 -087.74526088
111  41.78797811 -087.74518441 51
115  41.78767813 -087.74478008
120 centerline
111  41.78789022 -087.74575890 51
111  41.78775864 -087.74558393
111  41.78770423 -087.74550746 51
115  41.78740425 -087.74510314
120 centerline
111  41.78766025 -087.74611327 51
111  41.78752868 -087.74593830
111  41.78747427 -087.74586183 51
115  41.78717429 -087.74545751
120 centerline
111  41.78739297 -087.74645403 51
111  41.78726140 -087.74627906
111  41.78720699 -087.74620259 51
115  41.78690701 -087.74579827
120 centerline
111  41.78711909 -087.74677709 51
111  41.78698751 -087.74660211
111  41.78693311 -087.74652564 51
115  41.78663313 -087.74612132
120 centerline
111  41.78612183 -087.74687016 51
115  41.78628225 -087.74624352
120 centerline
111  41.78740568 -087.74354480 51
115  41.78767976 -087.74394687
120 centerline
111  41.78762055 -087.74329309 51
115  41.78799605 -087.74350083
120 centerline
111  41.78778323 -087.74286703 51
115  41.78816928 -087.74303649
120 centerline
112  41.78728117 -087.74308156  41.78770315 -087.74301603 51
111  41.78758766 -087.74255434 51
115  41.78734552 -087.74217142
120 centerline
111  41.78714419 -087.74277193 51
115  41.78714619 -087.74222715
120 centerline
111  41.78677695 -087.74276315 51
115  41.78668443 -087.74223269
120 centerline
111  41.78642336 -087.74287386 51
115  41.78619918 -087.74241955
120 centerline
111  41.78614095 -087.74320329 51
115  41.78586472 -087.74280385
120 centerline
111  41.78585992 -087.74356085 51
115  41.78558370 -087.74316141
120 centerline
111  41.78419096 -087.74340475 51
115  41.78459644 -087.74337193
120 centerline
111  41.78415584 -087.74401857 51
115  41.78450665 -087.74374392
120 centerline
111  41.78447438 -087.74453587 51
115  41.78461826 -087.74402641
120 centerline
111  41.78492083 -087.74467441 51
115  41.78483420 -087.74414217
120 centerline
111  41.78526652 -087.74428989 51
115  41.78499029 -087.74389045
120 centerline
111  41.78557169 -087.74393130 51
115  41.78529546 -087.74353186
120 centerline
111  41.78710512 -087.74391772 51
115  41.78743165 -087.74424175
120 centerline
111  41.78681252 -087.74414214 51
115  41.78707553 -087.74455730
120 centerline
111  41.78655578 -087.74450825 51
115  41.78683424 -087.74490487
120 centerline
111  41.78628364 -087.74481299 51
115  41.78656210 -087.74520961
120 centerline
111  41.78595532 -087.74525172 51
115  41.78634500 -087.74540553
120 Park position
111  41.78615037 -087.74602454 51
115  41.78577677 -087.74639758
120 Park position
111  41.78605493 -087.74570270 51
115  41.78569495 -087.74577584
120 Edge line
111  41.79160748 -087.74255685 59
112  41.79099260 -087.74261576  41.79073308 -087.74298525
111  41.79099260 -087.74261576
112  41.79099260 -087.74261576  41.79097663 -087.74264789 59
112  41.78717627 -087.74737103  41.78716661 -087.74738399
111  41.78717627 -087.74737103
112  41.78717627 -087.74737103  41.78659653 -087.74810966 59
111  41.78589118 -087.74742935 59
115  41.78351644 -087.74406559
120 Turn lines
111  41.79078531 -087.74924947 51 101
