I
1050 Generated by WorldEditor 2.1.0r1

1   4497 1 0 KPVU Provo Muni
111  40.22088239 -111.71703976
111  40.22093531 -111.71735911
111  40.22099671 -111.71734215
111  40.22110862 -111.71731123
111  40.22113973 -111.71736522
111  40.22115270 -111.71741347
111  40.22117708 -111.71756024
111  40.22118768 -111.71762404
111  40.22121151 -111.71776747
111  40.22122115 -111.71782550
111  40.22124802 -111.71798726
111  40.22125761 -111.71804497
111  40.22128167 -111.71818977
111  40.22128688 -111.71822118
111  40.22131056 -111.71836369
111  40.22131587 -111.71839568
111  40.22133952 -111.71853800
111  40.22134505 -111.71857132
111  40.22136865 -111.71871337
111  40.22137401 -111.71874561
111  40.22139785 -111.71888914
111  40.22140306 -111.71892045
111  40.22142603 -111.71905875
111  40.22146720 -111.71904788
111  40.22151690 -111.71903476
111  40.22165314 -111.71899878
111  40.22162962 -111.71885530
111  40.22162728 -111.71884099
111  40.22159539 -111.71864645
111  40.22158903 -111.71860768
111  40.22155909 -111.71842498
111  40.22142248 -111.71846188
111  40.22141366 -111.71839937
111  40.22156982 -111.71834909
111  40.22158226 -111.71840841
111  40.22175693 -111.71835802
111  40.22175365 -111.71833498
111  40.22194276 -111.71828173
111  40.22190340 -111.71802942
111  40.22173180 -111.71806990
111  40.22172928 -111.71805810
111  40.22170875 -111.71806235
111  40.22170082 -111.71801847
111  40.22189203 -111.71796357
111  40.22184874 -111.71771478
111  40.22168013 -111.71775733
111  40.22167802 -111.71774710
111  40.22165461 -111.71775340
111  40.22164650 -111.71770149
111  40.22185367 -111.71764455
111  40.22180153 -111.71735339
111  40.22162121 -111.71740393
111  40.22161896 -111.71739619
111  40.22159811 -111.71740051
111  40.22158542 -111.71733316
111  40.22182928 -111.71725627
111  40.22182150 -111.71720077
111  40.22180161 -111.71720474
111  40.22176832 -111.71701958
111  40.22189701 -111.71698917
111  40.22190177 -111.71711261
111  40.22191906 -111.71724907
111  40.22196490 -111.71724433
111  40.22198507 -111.71735953
111  40.22254928 -111.71720459
111  40.22253791 -111.71726298
111  40.22254928 -111.71733362
111  40.22256900 -111.71738661
111  40.22322152 -111.71721218
111  40.22344115 -111.71856663
111  40.22371452 -111.71848603
111  40.22374443 -111.71847282
111  40.22374551 -111.71845394
111  40.22376100 -111.71844828
111  40.22376713 -111.71846432
111  40.22428558 -111.71833881
111  40.22434826 -111.71878922
111  40.22438136 -111.71902710
111  40.22438197 -111.71903146 53 102
111  40.22458564 -111.71897994
112  40.22458564 -111.71897994  40.22474793 -111.71895567 53 102
112  40.22491511 -111.71907123  40.22502226 -111.71915577
111  40.22491511 -111.71907123 53 102
111  40.22565802 -111.71970356 53 102
111  40.22615814 -111.72012924
112  40.22615814 -111.72012924  40.22621417 -111.72015860
111  40.22631812 -111.72014760
111  40.22590466 -111.72026951
111  40.22591533 -111.72025040 53 102
112  40.22590871 -111.72013488  40.22587195 -111.72008452
111  40.22590871 -111.72013488 53 102
111  40.22558178 -111.71985415 53 102
111  40.22485150 -111.71922704
112  40.22485150 -111.71922704  40.22474093 -111.71913800 53 102
112  40.22461306 -111.71915659  40.22453985 -111.71916834
111  40.22461306 -111.71915659 53 102
111  40.21983475 -111.72045978
112  40.21983475 -111.72045978  40.21970304 -111.72050985 53 102
112  40.21979925 -111.72081638  40.21991970 -111.72091550
111  40.21979925 -111.72081638 53 102
111  40.22005218 -111.72098567 53 102
111  40.22092414 -111.72156928
112  40.22092414 -111.72156928  40.22094463 -111.72158239 53 102
111  40.22097618 -111.72159269
111  40.22100266 -111.72159788
111  40.22034241 -111.72178448
111  40.22037248 -111.72175705 53 102
111  40.22043621 -111.72169252
112  40.22043621 -111.72169252  40.22047197 -111.72165326 53 102
112  40.22037163 -111.72140513  40.22025635 -111.72132257
111  40.22037163 -111.72140513 53 102
111  40.21998688 -111.72114936 53 102
111  40.21944454 -111.72078881
112  40.21944454 -111.72078881  40.21928848 -111.72070028 53 102
111  40.21923113 -111.72089670 53 102
111  40.21916232 -111.72134502 53 102
111  40.21907016 -111.72194540
112  40.21907016 -111.72194540  40.21906400 -111.72203283 53 102
111  40.21909523 -111.72209127
111  40.21910676 -111.72210644
111  40.21895673 -111.72215203
111  40.21882868 -111.72203915
111  40.21884401 -111.72203898 53 102
112  40.21892223 -111.72195558  40.21893355 -111.72189084
111  40.21892223 -111.72195558 53 102
111  40.21902352 -111.72131176 53 102
111  40.21912396 -111.72067341
112  40.21912396 -111.72067341  40.21912984 -111.72057702 53 102
111  40.21909990 -111.72054182 53 102
111  40.21265008 -111.71482037 53 102
111  40.21196429 -111.71425786 53 102
111  40.21158041 -111.71407873 53 102
111  40.21129842 -111.71440077 53 102
111  40.21127486 -111.71442767 53 102
111  40.21117001 -111.71462494 53 102
111  40.21103462 -111.71511420
113  40.21103169 -111.71512477
110 1 0.00 0.0000 Asphalt1
111  40.20880335 -111.72490399
111  40.20858344 -111.72496368
111  40.20858300 -111.72496092 53 102
111  40.20847766 -111.72429614
112  40.20847766 -111.72429614  40.20844807 -111.72398291 53 102
112  40.20853360 -111.72357743  40.20858380 -111.72338139
111  40.20853360 -111.72357743 53 102
111  40.21055719 -111.71633174 53 102
111  40.21077885 -111.71553806
111  40.21077996 -111.71553411
111  40.21101322 -111.71574354
111  40.21100870 -111.71574185 53 102
112  40.21083441 -111.71586962  40.21078941 -111.71602629
111  40.21083441 -111.71586962 53 102
111  40.21068783 -111.71639380 53 102
111  40.20893247 -111.72267081 102
111  40.20913366 -111.72299074 102
111  40.20898698 -111.72351112 102
111  40.20896746 -111.72350837 102
111  40.20896266 -111.72353275 102
111  40.20867300 -111.72360199
112  40.20867300 -111.72360199  40.20860945 -111.72383022 53 102
112  40.20861555 -111.72426892  40.20864029 -111.72459946
111  40.20861555 -111.72426892 53 102
111  40.20869629 -111.72478454
112  40.20869629 -111.72478454  40.20871119 -111.72487061 53 102
113  40.20879610 -111.72490284
130 Boundary
111  40.21303589 -111.71368279
111  40.21570591 -111.71604513
111  40.21608503 -111.71529726
111  40.21620481 -111.71540341
111  40.21652211 -111.71483186
111  40.21682738 -111.71473735
111  40.21880724 -111.71476708
111  40.21915382 -111.71496363
111  40.21971479 -111.71547585
111  40.22014785 -111.71585315
111  40.22001577 -111.71643844
111  40.22021448 -111.71660253
111  40.22065265 -111.71671990
111  40.22176091 -111.71672057
111  40.22201163 -111.71702070
111  40.22218010 -111.71707674
111  40.22279575 -111.71703430
111  40.22396632 -111.71714871
111  40.22656234 -111.71708623
111  40.22656122 -111.71869451
111  40.22717357 -111.71923696
111  40.22945539 -111.71830025
111  40.22948421 -111.71832323
111  40.22986062 -111.72075123
111  40.22759115 -111.72107099
111  40.22756613 -111.72235276
111  40.22754232 -111.72236261
111  40.22754908 -111.72354782
111  40.22771978 -111.72529808
111  40.22876593 -111.72517969
111  40.22888949 -111.72518995
111  40.22957212 -111.72540184
111  40.23060175 -111.72632252
111  40.23058060 -111.72635813
111  40.23113210 -111.72642374
111  40.23112082 -111.72655996
111  40.23096796 -111.72685373
111  40.23204530 -111.72780904
111  40.23203853 -111.72849072
111  40.23249547 -111.72850354
111  40.23249129 -111.72911354
111  40.23247458 -111.72911491
111  40.23246081 -111.72994888
111  40.23260655 -111.72995553
111  40.23260801 -111.73011604
111  40.23265369 -111.73011320
111  40.23264545 -111.73107064
111  40.23444062 -111.73265551
111  40.23381606 -111.73385909
111  40.23375733 -111.73397022
111  40.23361231 -111.73387049
111  40.23220785 -111.73655962
111  40.23213371 -111.73664168
111  40.23200528 -111.73666357
111  40.23188892 -111.73661785
111  40.22463943 -111.73021009
111  40.22466263 -111.73004105
111  40.22016079 -111.72878956
111  40.21997684 -111.72870603
111  40.21815751 -111.72823935
111  40.21828955 -111.72758044
111  40.21811553 -111.72753011
111  40.21807593 -111.72773775
111  40.21501890 -111.72683628
111  40.21401301 -111.72704106
111  40.21119415 -111.72727765
111  40.20981937 -111.72722196
111  40.20759097 -111.72849794
111  40.20749792 -111.72853433
111  40.20693525 -111.72860215
111  40.20686424 -111.72857344
111  40.20747677 -111.72502463
111  40.20753191 -111.72484972
111  40.20878091 -111.72143949
111  40.20994601 -111.71722173
111  40.20678107 -111.71444227
111  40.20673756 -111.71433518
111  40.20675757 -111.71423150
111  40.20857964 -111.71071086
111  40.20862923 -111.71066073
111  40.20869536 -111.71065504
111  40.20876685 -111.71070497
111  40.21054387 -111.71227221
111  40.21090652 -111.71255347
111  40.21190204 -111.70984448
111  40.21250603 -111.70868223
113  40.21387221 -111.71056712
120 Linear Feature 102
111  40.20847766 -111.72429614 54
111  40.20854773 -111.72428231 54
115  40.20861555 -111.72426892
120 Linear Feature 101
111  40.21068783 -111.71639380 54
111  40.21062497 -111.71636394 54
115  40.21055719 -111.71633174
120 Linear Feature 40
111  40.21566862 -111.71698480 55
111  40.21567267 -111.71698838 55
111  40.21573825 -111.71704642 55
111  40.21682676 -111.71800985 5
111  40.21927488 -111.72017666 5
111  40.21991142 -111.72000259 5
111  40.22054088 -111.71983044 5
111  40.22079786 -111.71976017 5
111  40.22115732 -111.71966187 5
111  40.22156519 -111.71955032 5
111  40.22205835 -111.71941546 5
111  40.22231804 -111.71934444 5
111  40.22271489 -111.71923591 5
111  40.22299565 -111.71915913 5
115  40.22434826 -111.71878922
120 Linear Feature 35
111  40.22558178 -111.71985415 54
111  40.22561981 -111.71977902 54
115  40.22565802 -111.71970356
120 Linear Feature 33
111  40.21902352 -111.72131176 54
111  40.21909476 -111.72132884 54
115  40.21916232 -111.72134502
120 Linear Feature 28
111  40.21998688 -111.72114936 54
111  40.22001934 -111.72106798 54
115  40.22005218 -111.72098567
120 Linear Feature 22
111  40.22212554 -111.72257501 54
111  40.22208671 -111.72264998 54
115  40.22204635 -111.72272730
120 Linear Feature 20
111  40.22264853 -111.72467937 54
111  40.22270710 -111.72473158 54
115  40.22276595 -111.72478405
120 Linear Feature 16
111  40.22643773 -111.72117127 54
111  40.22636890 -111.72118010 54
115  40.22629928 -111.72118903
120 Linear Feature 11
111  40.22671328 -111.72814148 54
111  40.22678196 -111.72813434 54
115  40.22685064 -111.72812720
120 Linear Feature 10
111  40.22792606 -111.72793704 56
115  40.22800441 -111.72778546
120 Linear Feature 2
111  40.23055883 -111.73147515 54
111  40.23061636 -111.73152649 54
115  40.23066745 -111.73157206
120 Linear Feature 1
111  40.21115312 -111.71426891 54
111  40.21121010 -111.71432062 54
115  40.21129841 -111.71440078
120 Linear Feature 28
111  40.21758931 -111.71570023 1
115  40.21752323 -111.71563952
120 Linear Feature 27
111  40.22169366 -111.71799553 1
111  40.22167644 -111.71800068 1
111  40.22164100 -111.71779122 1
115  40.22165774 -111.71778670
120 Linear Feature 26
111  40.21932500 -111.71936448 51
111  40.21932179 -111.71934986 51
115  40.21931851 -111.71933494
120 Linear Feature 25
111  40.21942434 -111.71937080 51
111  40.21941887 -111.71937230 51
115  40.21940621 -111.71937576
120 Linear Feature 25
111  40.21942138 -111.71935483 51
111  40.21941629 -111.71935603 51
115  40.21940407 -111.71935893
120 Linear Feature 24
112  40.21931008 -111.71935422  40.21922109 -111.71941491 2
115  40.21924512 -111.71951707
120 Linear Feature 22
112  40.21912138 -111.72044504  40.21920358 -111.72054620 51
115  40.21919407 -111.72067282
120 Linear Feature 21
112  40.21912138 -111.72044504  40.21922424 -111.72052362 51
115  40.21933172 -111.72050098
120 Linear Feature 103
111  40.20867300 -111.72360199 9
115  40.20893247 -111.72267081
120 Linear Feature 100
111  40.20873669 -111.72510297 51
111  40.20870263 -111.72504335 51
112  40.20862529 -111.72478826  40.20860067 -111.72463925
111  40.20862529 -111.72478826 51
111  40.20854773 -111.72428231 57
112  40.20857151 -111.72371056  40.20862656 -111.72347185
111  40.20857151 -111.72371056 51
111  40.21047989 -111.71688386 57
111  40.21062497 -111.71636394 51
115  40.21084123 -111.71558881
120 Linear Feature 95
112  40.21560882 -111.71733283  40.21575207 -111.71742188 51
115  40.21584449 -111.71725555
120 Linear Feature 94
112  40.21587119 -111.71756530  40.21576043 -111.71743539 51
111  40.21584449 -111.71725555 51
115  40.21614496 -111.71668605
120 Linear Feature 93
111  40.21628515 -111.71750308 51
116  40.21589510 -111.71758648  40.21567454 -111.71745650
120 Linear Feature 92
112  40.21636530 -111.71800309  40.21619771 -111.71780027 51
111  40.21628515 -111.71750308 51
115  40.21754174 -111.71509540
120 Linear Feature 91
111  40.21669451 -111.71802989 51
116  40.21647199 -111.71809762  40.21633621 -111.71801704
120 Linear Feature 89
112  40.21672392 -111.71832083  40.21661296 -111.71818310 51
111  40.21669451 -111.71802989 51
115  40.21699112 -111.71745093
120 Linear Feature 88
112  40.21692236 -111.71830678  40.21685109 -111.71841147 51
115  40.21675829 -111.71835129
120 Linear Feature 87
112  40.21695304 -111.71852384  40.21687144 -111.71841960 51
111  40.21692236 -111.71830678 51
115  40.21734397 -111.71749767
120 Linear Feature 86
111  40.21719828 -111.71855571 51
116  40.21703635 -111.71859766  40.21693277 -111.71854900
120 Linear Feature 85
112  40.21722833 -111.71876776  40.21715288 -111.71867526 51
111  40.21719828 -111.71855571 51
115  40.21755376 -111.71787351
120 Linear Feature 84
112  40.21730654 -111.71883705  40.21741499 -111.71889385 51
115  40.21747608 -111.71879047
120 Linear Feature 83
112  40.21750017 -111.71900861  40.21742554 -111.71890719 51
111  40.21747608 -111.71879047 51
115  40.21782559 -111.71811540
120 Linear Feature 82
112  40.21757220 -111.71907243  40.21765166 -111.71910817 51
115  40.21772152 -111.71902665
120 Linear Feature 81
112  40.21773383 -111.71921556  40.21768567 -111.71911780 51
111  40.21772152 -111.71902665 51
115  40.21847203 -111.71758295
120 Linear Feature 80
111  40.21806773 -111.71931268 51
116  40.21789687 -111.71936010  40.21779487 -111.71929659
120 Linear Feature 79
111  40.21964153 -111.71550711 20
115  40.21882627 -111.71707011
120 Linear Feature 78
112  40.21810272 -111.71954249  40.21801018 -111.71943805 51
111  40.21806773 -111.71931268 51
115  40.21838033 -111.71871306
120 Linear Feature 77
111  40.22025651 -111.72011300 51
116  40.22018976 -111.72026754  40.22011477 -111.72031612
120 Linear Feature 76
112  40.22036787 -111.72021909  40.22028627 -111.72021909 51
111  40.22025696 -111.72011350 51
115  40.22015218 -111.71946191
120 Linear Feature 75
112  40.22064157 -111.72014463  40.22070776 -111.72009393 51
115  40.22070038 -111.71999751
120 Linear Feature 74
112  40.22081133 -111.72009844  40.22073274 -111.72010904 51
111  40.22070038 -111.71999751 51
115  40.22030133 -111.71740403
120 Linear Feature 73
112  40.22099062 -111.72004967  40.22105974 -111.71999930 51
115  40.22105657 -111.71990840
120 Linear Feature 72
112  40.22116838 -111.72000130  40.22109019 -111.72000891 51
111  40.22105657 -111.71990840 51
115  40.22097775 -111.71941842
120 Linear Feature 71
112  40.22142004 -111.71980425  40.22142391 -111.71989854 51
115  40.22135928 -111.71994937
120 Linear Feature 70
112  40.22152521 -111.71990423  40.22145659 -111.71990912 51
111  40.22142004 -111.71980425 51
111  40.22132801 -111.71924025
112  40.22132801 -111.71924025  40.22131463 -111.71917674 51
112  40.22127245 -111.71900972  40.22126019 -111.71894110
111  40.22127245 -111.71900972 51
115  40.22099671 -111.71734215
120 Linear Feature 69
112  40.22186417 -111.71967914  40.22187822 -111.71979302 51
115  40.22179514 -111.71983079
120 Linear Feature 68
112  40.22197128 -111.71978287  40.22189038 -111.71978186 51
111  40.22186417 -111.71967914 51
115  40.22152594 -111.71761156
120 Linear Feature 67
112  40.22215590 -111.71973265  40.22222719 -111.71968913 51
115  40.22222189 -111.71958659
120 Linear Feature 66
112  40.22232966 -111.71968537  40.22224991 -111.71968992 51
111  40.22222189 -111.71958659 51
115  40.22213331 -111.71903939
120 Linear Feature 65
112  40.22254890 -111.71949288  40.22256414 -111.71959064 51
115  40.22248441 -111.71964327
120 Linear Feature 64
112  40.22597320 -111.72008205  40.22610020 -111.72026671 51
112  40.22589947 -111.72051916  40.22580123 -111.72055397
111  40.22589947 -111.72051916 51
115  40.22534499 -111.72067378
120 Linear Feature 63
112  40.22244964 -111.71888696  40.22243134 -111.71881761 51
111  40.22237920 -111.71875848 51
111  40.22218482 -111.71853727
112  40.22218482 -111.71853727  40.22212695 -111.71846601 51
111  40.22211321 -111.71839330 51
115  40.22198375 -111.71765566
120 Linear Feature 62
112  40.22266827 -111.71959312  40.22257305 -111.71959768 51
111  40.22254890 -111.71949288 51
111  40.22244964 -111.71888696
112  40.22244964 -111.71888696  40.22244222 -111.71881736 51
112  40.22242903 -111.71859417  40.22241581 -111.71850250
111  40.22242903 -111.71859417 51
115  40.22226153 -111.71756251
120 Linear Feature 61
112  40.22284387 -111.71940829  40.22285780 -111.71951627 51
115  40.22277577 -111.71956401
120 Linear Feature 60
112  40.22296994 -111.71951118  40.22286724 -111.71953054 51
111  40.22284387 -111.71940829 51
115  40.22254809 -111.71757220
120 Linear Feature 59
112  40.22313538 -111.71933900  40.22314742 -111.71943466 51
115  40.22306244 -111.71948602
120 Linear Feature 58
112  40.22325552 -111.71943349  40.22316552 -111.71944640 51
111  40.22313541 -111.71933878 51
115  40.22287149 -111.71769188
120 Linear Feature 57
112  40.22343741 -111.71922877  40.22344744 -111.71934966 51
115  40.22335375 -111.71940677
120 Linear Feature 56
112  40.22357013 -111.71934790  40.22347060 -111.71935106 51
111  40.22343741 -111.71922877 51
115  40.22334724 -111.71868144
120 Linear Feature 54
111  40.22386525 -111.71926761 51
112  40.22373369 -111.71914356  40.22369839 -111.71900364
111  40.22373369 -111.71914356 51
115  40.22364863 -111.71860031
120 Linear Feature 50
111  40.21946107 -111.71876525 1
111  40.21916538 -111.71910687 1
111  40.21930243 -111.71998359 1
111  40.21971118 -111.71987349 1
111  40.21960017 -111.71918124 1
111  40.21964532 -111.71871410 1
115  40.21962731 -111.71871199
120 Linear Feature 49
111  40.21962729 -111.71869064 1
111  40.21966352 -111.71869794 1
111  40.21961382 -111.71917972 1
111  40.21972669 -111.71988657 1
111  40.21929101 -111.72000519 1
111  40.21914794 -111.71910004 1
115  40.21944661 -111.71875574
120 Linear Feature 48
111  40.21978369 -111.71924563 22
111  40.21964649 -111.71911332
112  40.21964649 -111.71911332  40.21954245 -111.71905937 22
116  40.21904543 -111.71953382  40.21904582 -111.72007620
120 Linear Feature 47
111  40.21950286 -111.71951275 20
115  40.21937770 -111.71955112
120 Linear Feature 46
111  40.21952491 -111.71942151 20
111  40.21951368 -111.71934192 20
111  40.21943229 -111.71928031 20
111  40.21942481 -111.71923060 20
111  40.21937550 -111.71924206 20
111  40.21938099 -111.71929022 20
111  40.21932450 -111.71939393 20
115  40.21933364 -111.71947771
120 Linear Feature 45
112  40.22396432 -111.71924066  40.22405127 -111.71918109 51
115  40.22403210 -111.71905328
120 Linear Feature 44
111  40.22417647 -111.71918294 51
112  40.22403210 -111.71905328  40.22399646 -111.71891074
111  40.22403210 -111.71905328 51
115  40.22394551 -111.71850114
120 Linear Feature 43
112  40.22424745 -111.71916364  40.22432331 -111.71910533 51
112  40.22432493 -111.71895593  40.22431797 -111.71885707
111  40.22432493 -111.71895593 51
115  40.22424791 -111.71844187
120 Linear Feature 42
112  40.21954351 -111.72022299  40.21951408 -111.72040344 51
115  40.21943480 -111.72047294
120 Linear Feature 41
112  40.21954351 -111.72022299  40.21961374 -111.72034913 51
115  40.21974670 -111.72038808
120 Linear Feature 39
112  40.21957263 -111.72062655  40.21958153 -111.72045670 51
115  40.21969255 -111.72040281
120 Linear Feature 38
112  40.21965457 -111.72082396  40.21957832 -111.72076566 51
111  40.21957263 -111.72062655 51
111  40.21954351 -111.72022299 51
111  40.21953182 -111.72008305 51
111  40.21941887 -111.71937230 51
115  40.21941629 -111.71935603
120 Linear Feature 37
112  40.21985469 -111.72020701  40.21986528 -111.72031675 51
115  40.21977701 -111.72037984
120 Linear Feature 36
111  40.21928527 -111.71936353 51
111  40.21931008 -111.71935422 51
111  40.21932179 -111.71934986 51
111  40.21941223 -111.71931588
112  40.21941223 -111.71931588  40.21951405 -111.71922875 51
111  40.21956628 -111.71935390 51
111  40.21971476 -111.71948499 51
112  40.21972954 -111.71951636  40.21973558 -111.71954035
111  40.21972954 -111.71951636 51
111  40.21985469 -111.72020701
112  40.21985469 -111.72020701  40.21989482 -111.72033140 51
115  40.21999101 -111.72032161
120 Linear Feature 55
112  40.22373369 -111.71914356  40.22374445 -111.71926396 51
115  40.22366369 -111.71932245
120 Linear Feature 34
111  40.22621370 -111.72036781 51
111  40.22618596 -111.72027909 51
112  40.22615274 -111.72023600  40.22612705 -111.72021364
111  40.22615274 -111.72023600 51
111  40.22597320 -111.72008205 51
111  40.22561981 -111.71977902 57
111  40.22526479 -111.71947459 51
111  40.22485904 -111.71912664
112  40.22485904 -111.71912664  40.22476946 -111.71906483 51
112  40.22456455 -111.71907737  40.22442485 -111.71910764
111  40.22456455 -111.71907737 51
111  40.22424745 -111.71916364 51
111  40.22417647 -111.71918294 51
111  40.22396432 -111.71924066 51
111  40.22386525 -111.71926761 51
111  40.22366369 -111.71932245 51
111  40.22357013 -111.71934790 51
111  40.22335375 -111.71940677 51
111  40.22325552 -111.71943349 51
111  40.22306244 -111.71948602 51
111  40.22296994 -111.71951118 51
111  40.22277577 -111.71956401 51
111  40.22266817 -111.71959328 51
111  40.22248441 -111.71964327 51
111  40.22232966 -111.71968537 51
111  40.22215590 -111.71973265 51
111  40.22197128 -111.71978287 51
111  40.22179514 -111.71983079 51
111  40.22152521 -111.71990423 51
111  40.22135928 -111.71994937 51
111  40.22116838 -111.72000130 51
111  40.22099062 -111.72004967 51
111  40.22081133 -111.72009844 51
111  40.22064157 -111.72014463 51
111  40.22036787 -111.72021909 51
111  40.22018976 -111.72026754 51
111  40.21999101 -111.72032161 51
111  40.21977701 -111.72037984 51
111  40.21974670 -111.72038808 51
111  40.21969255 -111.72040281 51
111  40.21943480 -111.72047294 51
111  40.21933172 -111.72050098
112  40.21933172 -111.72050098  40.21922308 -111.72053882 51
115  40.21919407 -111.72067282
120 Linear Feature 32
112  40.21898642 -111.72204478  40.21893184 -111.72226657 51
112  40.21866013 -111.72218906  40.21855178 -111.72209445
111  40.21866013 -111.72218906 51
115  40.21822000 -111.72179856
120 Linear Feature 31
112  40.21898642 -111.72204478  40.21898738 -111.72236895 51
111  40.21920308 -111.72233931 51
115  40.21976790 -111.72218420
120 Linear Feature 30
112  40.21895266 -111.72226782  40.21891884 -111.72241750 51
111  40.21880824 -111.72244985 51
115  40.21811946 -111.72263479
120 Linear Feature 29
111  40.21952345 -111.72295514 51
111  40.21907116 -111.72255449 51
112  40.21895266 -111.72226782  40.21895904 -111.72209254
111  40.21895266 -111.72226782 51
111  40.21898642 -111.72204478 51
111  40.21909476 -111.72132884 57
111  40.21917752 -111.72078220 51
111  40.21919407 -111.72067282 51
115  40.21927281 -111.72015269
120 Linear Feature 27
111  40.22438136 -111.71902710 9
111  40.21922025 -111.72042987 9
115  40.21556024 -111.71718153
120 Linear Feature 26
112  40.22065983 -111.72149642  40.22080823 -111.72166898 51
112  40.22060108 -111.72195791  40.22046515 -111.72201240
111  40.22060108 -111.72195791 51
115  40.22024744 -111.72205848
120 Linear Feature 25
112  40.22105095 -111.72176024  40.22114660 -111.72180754 51
111  40.22120276 -111.72179510 51
115  40.22176043 -111.72164637
120 Linear Feature 24
112  40.22125692 -111.72191439  40.22117171 -111.72184221 51
111  40.22102223 -111.72188059 51
115  40.22051524 -111.72202049
120 Linear Feature 23
112  40.22156252 -111.72218502  40.22143117 -111.72203234 51
112  40.22165426 -111.72171689  40.22182359 -111.72166466
111  40.22165426 -111.72171689 51
115  40.22219289 -111.72156283
120 Linear Feature 21
112  40.22305178 -111.72350600  40.22321712 -111.72370678 51
115  40.22310729 -111.72396153
120 Linear Feature 19
112  40.22248296 -111.72516278  40.22231819 -111.72542217 51
111  40.22211739 -111.72525539 51
115  40.22165448 -111.72484503
120 Linear Feature 18
112  40.22345749 -111.72386587  40.22324755 -111.72373345 51
111  40.22310729 -111.72396153 51
111  40.22294601 -111.72427185 57
111  40.22270710 -111.72473158 51
111  40.22248296 -111.72516278
112  40.22248296 -111.72516278  40.22235583 -111.72547764 51
111  40.22257005 -111.72565789 51
115  40.22301471 -111.72605114
120 Linear Feature 17
112  40.22683008 -111.72894724  40.22681242 -111.72916380 51
112  40.22651951 -111.72915786  40.22640072 -111.72906640
111  40.22651951 -111.72915786 51
115  40.22605617 -111.72874709
120 Linear Feature 15
111  40.22629277 -111.72107997 53 102
115  40.22627857 -111.72085762
120 Linear Feature 14
112  40.22660504 -111.72665776  40.22669333 -111.72674537 51
115  40.22670805 -111.72689353
120 Linear Feature 13
112  40.22660504 -111.72665776  40.22667796 -111.72667662 51
115  40.22669013 -111.72659246
120 Linear Feature 12
111  40.22670479 -111.72566211 9
115  40.22664500 -111.72468224
120 Linear Feature 9
112  40.22677229 -111.72680611  40.22670428 -111.72673238 51
115  40.22669382 -111.72665404
120 Linear Feature 8
112  40.22686948 -111.72689232  40.22672344 -111.72687042 51
115  40.22671559 -111.72702059
120 Linear Feature 7
111  40.22724914 -111.72980370 51
111  40.22693518 -111.72952548 51
112  40.22685075 -111.72929647  40.22684016 -111.72914535
111  40.22685075 -111.72929647 51
111  40.22683008 -111.72894724 51
111  40.22678196 -111.72813434 57
111  40.22674902 -111.72757621 51
111  40.22671559 -111.72702059 51
111  40.22670805 -111.72689353 51
111  40.22669382 -111.72665404 51
111  40.22669013 -111.72659246 51
111  40.22640196 -111.72173713 57
111  40.22636890 -111.72118010 51
111  40.22634960 -111.72085772
112  40.22634960 -111.72085772  40.22634235 -111.72077960 51
111  40.22632473 -111.72071183 51
115  40.22628342 -111.72058104
120 Linear Feature 5
111  40.22917094 -111.72809922 51
111  40.22895696 -111.72850766
112  40.22895696 -111.72850766  40.22889342 -111.72867703 51
115  40.22900821 -111.72878940
120 Linear Feature 3
111  40.23092026 -111.72965482 51
111  40.23070670 -111.73006168 51
116  40.23076255 -111.73034550  40.23088294 -111.73046745
120 Linear Feature 4
112  40.23070670 -111.73006168  40.23061199 -111.73019730 51
115  40.23049530 -111.73010845
120 Linear Feature 6
112  40.22895696 -111.72850766  40.22886058 -111.72864150 51
115  40.22874499 -111.72855592
120 Linear Feature 10
111  40.23027799 -111.73217733 51
111  40.23061636 -111.73152649 57
111  40.23085517 -111.73106706 51
111  40.23092546 -111.73093184
112  40.23092546 -111.73093184  40.23097972 -111.73081675 51
112  40.23086018 -111.73043210  40.23069536 -111.73027351
111  40.23086018 -111.73043210 51
111  40.23076255 -111.73034550 51
111  40.23049530 -111.73010845 51
111  40.22900821 -111.72878940 51
111  40.22874499 -111.72855592 51
111  40.22686948 -111.72689232 51
111  40.22677229 -111.72680611 51
111  40.22660504 -111.72665776 51
111  40.22345749 -111.72386587 51
111  40.22305178 -111.72350600 51
111  40.22243840 -111.72296193 57
111  40.22208671 -111.72264998 51
111  40.22156252 -111.72218502 51
111  40.22125692 -111.72191439 51
111  40.22115789 -111.72183470 51
111  40.22105095 -111.72176024 51
111  40.22097120 -111.72170472 51
111  40.22065983 -111.72149642 51
111  40.22001934 -111.72106798 57
111  40.21965457 -111.72082396 51
111  40.21933906 -111.72061289 51
111  40.21917749 -111.72049476 51
111  40.21912138 -111.72044504 51
111  40.21810272 -111.71954249 51
111  40.21789687 -111.71936010 51
111  40.21757220 -111.71907243 51
111  40.21750017 -111.71900861 51
111  40.21730654 -111.71883705 51
111  40.21722833 -111.71876776 51
111  40.21703635 -111.71859766 51
111  40.21695304 -111.71852384 51
111  40.21675829 -111.71835129 51
111  40.21672392 -111.71832083 51
111  40.21647199 -111.71809762 51
111  40.21636530 -111.71800309 51
111  40.21589510 -111.71758648 51
111  40.21587119 -111.71756530 51
111  40.21560882 -111.71733283 51
