I
1050 Generated by WorldEditor 2.2.0r2

1     34 1 0 YSBK Bankstown
111 -33.91620068  150.98956830
111 -33.91622269  150.98950630
111 -33.91628978  150.98953928
111 -33.91628103  150.98956511
111 -33.91646901  150.98965466
111 -33.91641223  150.98982132
111 -33.91622482  150.98973099
111 -33.91621164  150.98976988
111 -33.91614567  150.98973829
111 -33.91617078  150.98966064
111 -33.91611452  150.98963458
111 -33.91607694  150.98975727
111 -33.91606823  150.98975326
111 -33.91601784  150.98990294
111 -33.91599514  150.98989175
111 -33.91599304  150.98989732
111 -33.91600409  150.98994378
111 -33.91598787  150.98999195
111 -33.91574759  150.98986959
111 -33.91579555  150.98973177
111 -33.91597357  150.98981958
111 -33.91602890  150.98963953
113 -33.91553645  150.98940239
110 2 0.00 0.0000 New Taxiway 18
111 -33.91575423  150.98854095
111 -33.91611674  150.98871056
111 -33.91599204  150.98908982
111 -33.91568131  150.98894409
113 -33.91563025  150.98892015
110 2 0.00 0.0000 New Taxiway 17
111 -33.91621969  150.98571433
112 -33.91621969  150.98571433 -33.91619621  150.98574001
111 -33.91621170  150.98576130
111 -33.91632203  150.98587210
111 -33.91628121  150.98592953
111 -33.91622112  150.98587713
112 -33.91621035  150.98588963 -33.91621106  150.98591074
111 -33.91621035  150.98588963
111 -33.91621259  150.98594610
111 -33.91636579  150.98593467
111 -33.91641055  150.98655830
111 -33.91638610  150.98655904
111 -33.91638749  150.98660707
111 -33.91605681  150.98663790
111 -33.91600642  150.98597512
111 -33.91611907  150.98595768
111 -33.91611587  150.98589979
112 -33.91611587  150.98589979 -33.91611394  150.98588402
112 -33.91609409  150.98588976 -33.91608809  150.98589674
111 -33.91609409  150.98588976
111 -33.91604862  150.98595459
111 -33.91599930  150.98590828
111 -33.91606312  150.98581131
112 -33.91607380  150.98577219 -33.91607466  150.98574892
111 -33.91607380  150.98577219
113 -33.91607177  150.98572794
110 2 0.00 0.0000 New Taxiway 16
111 -33.91575608  150.98718746
111 -33.91583124  150.98725286
111 -33.91591183  150.98732298
111 -33.91598293  150.98738814
111 -33.91580398  150.98767696
113 -33.91558347  150.98747891
110 1 0.00 0.0000 New Taxiway 13
111 -33.91641210  150.98435600
111 -33.91644900  150.98451611
111 -33.91631218  150.98456446
113 -33.91627549  150.98440253
110 2 0.00 0.0000 New Taxiway 12
111 -33.92482252  150.98240737
111 -33.92487577  150.98249499
111 -33.92483715  150.98252737
113 -33.92478374  150.98243878
110 2 0.00 0.0000 New Taxiway 11
111 -33.92491484  150.98233260
111 -33.92495850  150.98240444
111 -33.92492255  150.98243481
113 -33.92487759  150.98236277
110 2 0.00 0.0000 New Taxiway 10
111 -33.92501285  150.98225323
111 -33.92505916  150.98232738
111 -33.92502172  150.98235955
113 -33.92497581  150.98228322
110 2 0.00 0.0000 New Taxiway 9
111 -33.92511764  150.98216836
111 -33.92516128  150.98223881
111 -33.92512384  150.98226964
113 -33.92508107  150.98219797
110 2 0.00 0.0000 New Taxiway 8
111 -33.92522829  150.98207874
111 -33.92527105  150.98214816
111 -33.92523250  150.98218166
113 -33.92519015  150.98210963
110 2 0.00 0.0000 New Taxiway 7
111 -33.92533225  150.98196979
111 -33.92538251  150.98202910
111 -33.92534952  150.98206886
113 -33.92530065  150.98200980
110 3 0.00 0.0000 New Taxiway 6
111 -33.92409765  150.98255117
111 -33.92409619  150.98214326
111 -33.92431983  150.98214085
111 -33.92434806  150.98214068
111 -33.92439163  150.98218692
111 -33.92439271  150.98224961
111 -33.92446401  150.98225011
111 -33.92446303  150.98218988
111 -33.92450928  150.98213967
111 -33.92463522  150.98213888
111 -33.92463516  150.98205561
111 -33.92469675  150.98205562
111 -33.92474505  150.98211540
111 -33.92474433  150.98217794
111 -33.92474295  150.98235290
112 -33.92474295  150.98235290 -33.92474246  150.98236709
111 -33.92473229  150.98237572
111 -33.92461918  150.98246691
112 -33.92435582  150.98255655 -33.92421023  150.98255471
113 -33.92435582  150.98255655
110 2 0.00 0.0000 New Taxiway 5
111 -33.92492152  150.98175531
111 -33.92491857  150.98205566
111 -33.92486200  150.98205565
111 -33.92481653  150.98211585
111 -33.92481500  150.98217864
111 -33.92474433  150.98217794
111 -33.92474505  150.98211540
111 -33.92469675  150.98205562
111 -33.92463516  150.98205561
111 -33.92463522  150.98213888
111 -33.92450928  150.98213967
111 -33.92446303  150.98218988
111 -33.92446401  150.98225011
111 -33.92439271  150.98224961
111 -33.92439163  150.98218692
111 -33.92434806  150.98214068
111 -33.92431983  150.98214085
111 -33.92431245  150.98178405
111 -33.92459827  150.98178705
113 -33.92460058  150.98175463
110 2 0.00 0.0000 New Taxiway 4
111 -33.92392652  150.98229507
111 -33.92379091  150.98229357
111 -33.92367881  150.98229233
111 -33.92367838  150.98254243
111 -33.92355964  150.98253996
111 -33.92356223  150.98229080
111 -33.92362491  150.98229173
111 -33.92362676  150.98213278
111 -33.92356386  150.98213301
111 -33.92347063  150.98213335
111 -33.92342611  150.98218488
111 -33.92342520  150.98223010
111 -33.92338787  150.98222969
111 -33.92334987  150.98222928
111 -33.92335043  150.98218309
111 -33.92331264  150.98213393
111 -33.92322116  150.98213427
111 -33.92322359  150.98191345
113 -33.92392475  150.98191860
110 2 0.00 0.0000 New Taxiway 3
111 -33.92209603  150.98174939
111 -33.92242970  150.98175646
111 -33.92242617  150.98212358
111 -33.92254455  150.98212334
111 -33.92254608  150.98193623
111 -33.92273823  150.98194178
111 -33.92273862  150.98213478
111 -33.92267136  150.98213445
111 -33.92267272  150.98222364
111 -33.92259662  150.98222262
111 -33.92259620  150.98215312
111 -33.92240037  150.98215116
111 -33.92240029  150.98228639
113 -33.92209266  150.98228241
110 2 0.00 0.0000 New Taxiway 2
111 -33.91997685  150.98025143
111 -33.92001891  150.98023942
111 -33.92049871  150.98058754
111 -33.92035861  150.98085338
111 -33.92030953  150.98081705
111 -33.92024703  150.98082779
111 -33.92020148  150.98091961
111 -33.92014367  150.98087683
111 -33.92018957  150.98078165
111 -33.92017147  150.98071487
111 -33.92005679  150.98062998
111 -33.91998610  150.98067748
111 -33.91995454  150.98073959
111 -33.91990251  150.98070220
111 -33.91993328  150.98064083
111 -33.91996295  150.98056077
113 -33.91986265  150.98048679
110 2 0.00 0.0000 New Taxiway 1
111 -33.92064833  150.98075154
111 -33.92093932  150.98150120
111 -33.92068378  150.98165202
111 -33.92063041  150.98152219
111 -33.92048730  150.98154852
111 -33.92046320  150.98148879
111 -33.92043245  150.98150828
111 -33.92054435  150.98131287
111 -33.92051506  150.98124161
111 -33.92039759  150.98131402
111 -33.92034353  150.98118225
111 -33.92031620  150.98111561
113 -33.92026308  150.98098612
110 2 0.00 0.0000 New Taxiway 8
111 -33.92550289  150.99837245
111 -33.92547947  150.99839054
111 -33.92537774  150.99820812
111 -33.92539133  150.99819715
111 -33.92552333  150.99809070
111 -33.92553950  150.99807767
111 -33.92563358  150.99824486
111 -33.92561178  150.99826152
111 -33.92564442  150.99836492
113 -33.92556416  150.99842898
110 2 0.00 0.0000 New Taxiway 7
111 -33.92516587  150.99826479
111 -33.92527558  150.99817639
111 -33.92533092  150.99824697
111 -33.92535687  150.99822546
111 -33.92545978  150.99840902
111 -33.92543337  150.99843045
111 -33.92546251  150.99851011
111 -33.92535391  150.99859680
111 -33.92530248  150.99853298
111 -33.92527050  150.99855937
111 -33.92516199  150.99837190
113 -33.92519532  150.99834390
110 2 0.00 0.0000 New Taxiway 5
111 -33.92463445  150.99695166
112 -33.92460319  150.99697580 -33.92459525  150.99700669
111 -33.92460319  150.99697580
111 -33.92459923  150.99700039
111 -33.92464019  150.99701239
111 -33.92463317  150.99705671
111 -33.92464401  150.99705953
111 -33.92458681  150.99740028
111 -33.92462445  150.99740797
111 -33.92464932  150.99738952
111 -33.92466688  150.99728103
111 -33.92462461  150.99727128
111 -33.92465669  150.99706425
111 -33.92469461  150.99707352
111 -33.92471218  150.99696771
111 -33.92476970  150.99698239
111 -33.92475048  150.99708718
111 -33.92481652  150.99710333
111 -33.92483386  150.99699875
111 -33.92483592  150.99698632
111 -33.92489198  150.99699964
111 -33.92488952  150.99701293
111 -33.92487035  150.99711648
111 -33.92493705  150.99713279
111 -33.92495702  150.99703017
111 -33.92501209  150.99704423
111 -33.92499353  150.99714660
111 -33.92503079  150.99715571
111 -33.92498761  150.99742873
111 -33.92496516  150.99757068
111 -33.92493830  150.99756441
111 -33.92492958  150.99762651
111 -33.92494606  150.99765599
111 -33.92498792  150.99766552
111 -33.92499170  150.99763682
111 -33.92499995  150.99763867
111 -33.92500861  150.99758075
111 -33.92506706  150.99759429
111 -33.92505354  150.99768047
111 -33.92512204  150.99769608
111 -33.92513624  150.99761032
111 -33.92520177  150.99762551
111 -33.92518860  150.99771124
111 -33.92525424  150.99772619
111 -33.92526926  150.99764115
111 -33.92533497  150.99765637
111 -33.92532118  150.99774143
111 -33.92535612  150.99774939
111 -33.92533614  150.99788552
111 -33.92479988  150.99776182
111 -33.92481831  150.99762472
111 -33.92484622  150.99763177
111 -33.92486593  150.99761180
111 -33.92487596  150.99754986
111 -33.92442967  150.99744572
111 -33.92436154  150.99730920
111 -33.92437379  150.99721050
111 -33.92433399  150.99720035
111 -33.92437308  150.99694749
111 -33.92441645  150.99695825
111 -33.92442411  150.99690213
111 -33.92439477  150.99689445
112 -33.92436900  150.99690969 -33.92435974  150.99692900
111 -33.92436900  150.99690969
111 -33.92436096  150.99690751
111 -33.92437500  150.99680451
111 -33.92469220  150.99688538
113 -33.92468103  150.99695976
111 -33.92455131  150.99695056
112 -33.92453631  150.99692968 -33.92451798  150.99692539
111 -33.92453631  150.99692968
111 -33.92449446  150.99692031
112 -33.92449446  150.99692031 -33.92447773  150.99691687
111 -33.92447527  150.99693543
111 -33.92447064  150.99696987
113 -33.92454571  150.99698771
110 1 0.00 0.0000 New Taxiway 3
111 -33.92504190  150.99151523 102
112 -33.92489034  150.99153737 -33.92484595  150.99162685
111 -33.92489034  150.99153737 102
111 -33.92479387  150.99174733 102
111 -33.92472063  150.99190673 102
111 -33.92460752  150.99215287 102
112 -33.92459283  150.99228239 -33.92460686  150.99235157
111 -33.92459283  150.99228239
111 -33.92444885  150.99202374
112 -33.92444885  150.99202374 -33.92450370  150.99208524 102
111 -33.92453787  150.99202024 102
111 -33.92464535  150.99177613 102
111 -33.92471616  150.99161531 102
111 -33.92481491  150.99139105
112 -33.92481491  150.99139105 -33.92486593  150.99127114 102
113 -33.92482830  150.99113412
110 1 0.00 0.0000 New Taxiway 2
111 -33.92345491  150.98868341
112 -33.92345491  150.98868341 -33.92328958  150.98847141 102
112 -33.92306213  150.98862570 -33.92294081  150.98870242
111 -33.92306213  150.98862570 102
112 -33.92298126  150.98872453 -33.92294583  150.98879179
111 -33.92298126  150.98872453 102
111 -33.92296205  150.98876562 102
111 -33.92290675  150.98888392 102
112 -33.92290848  150.98927219 -33.92299115  150.98943823
111 -33.92290848  150.98927219
111 -33.92262576  150.98876653
112 -33.92262576  150.98876653 -33.92279645  150.98892057 102
111 -33.92286667  150.98870620 102
111 -33.92288315  150.98866328
112 -33.92288315  150.98866328 -33.92288605  150.98865583 102
112 -33.92289209  150.98864210 -33.92289516  150.98863540
111 -33.92289209  150.98864210
112 -33.92289209  150.98864210 -33.92291716  150.98858739 102
112 -33.92299418  150.98850599 -33.92303996  150.98845652
111 -33.92299418  150.98850599 102
111 -33.92308663  150.98841121
112 -33.92308663  150.98841121 -33.92320145  150.98828630 102
113 -33.92311266  150.98807176
110 1 0.00 0.0000 New Taxiway 1
111 -33.92259561  150.98714910 3 102
112 -33.92240983  150.98702000 -33.92230750  150.98701573
111 -33.92240983  150.98702000 3 102
111 -33.92214941  150.98701322 3 102
111 -33.92197540  150.98700870 102
111 -33.92187216  150.98700601 102
112 -33.92178797  150.98727120 -33.92185379  150.98753225
111 -33.92178797  150.98727120
111 -33.92148823  150.98673715
112 -33.92148823  150.98673715 -33.92159462  150.98686906 102
111 -33.92170594  150.98687038 102
111 -33.92189610  150.98686964 3 102
111 -33.92207171  150.98686896 3 102
111 -33.92223235  150.98686834
112 -33.92223235  150.98686834 -33.92231208  150.98686386 3 102
112 -33.92232663  150.98666808 -33.92229846  150.98656302
113 -33.92232663  150.98666808
110 2 0.00 0.0000 New Taxiway 22
111 -33.92347230  150.99460758
111 -33.92316385  150.99485993
111 -33.92312170  150.99478476
111 -33.92319283  150.99472920
111 -33.92272310  150.99390077
111 -33.92265065  150.99395950
111 -33.92257621  150.99382648
111 -33.92249740  150.99389174
111 -33.92247033  150.99384125
111 -33.92211360  150.99413315
111 -33.92214226  150.99418582
111 -33.92209972  150.99422105
111 -33.92210225  150.99422557
111 -33.92206348  150.99425714
111 -33.92214200  150.99439746
111 -33.92218087  150.99436607
111 -33.92222765  150.99444967
111 -33.92218356  150.99448652
111 -33.92250723  150.99505636
111 -33.92254843  150.99502294
111 -33.92277723  150.99543183
111 -33.92265190  150.99553149
111 -33.92251865  150.99529405
111 -33.92240411  150.99513652
111 -33.92199520  150.99440756
111 -33.92184241  150.99452488
111 -33.92160388  150.99411173
111 -33.92270004  150.99323276
111 -33.92291773  150.99363208
111 -33.92292356  150.99361997
111 -33.92292718  150.99362634
111 -33.92297218  150.99370553
111 -33.92301510  150.99378106
111 -33.92302459  150.99379778
111 -33.92302047  150.99381059
111 -33.92329574  150.99430386
111 -33.92330147  150.99429882
111 -33.92332149  150.99433501
111 -33.92336433  150.99441242
113 -33.92340216  150.99448081
110 3 0.00 0.0000 New Taxiway 21
111 -33.92151512  150.99252526
111 -33.92173599  150.99262098
111 -33.92168838  150.99278219
111 -33.92172090  150.99283886
111 -33.92210039  150.99295042
111 -33.92185808  150.99374046
111 -33.92130888  150.99415848
111 -33.92114487  150.99408312
111 -33.92154217  150.99279853
113 -33.92144635  150.99276105 2
110 2 0.00 0.0000 New Taxiway 20
111 -33.92025748  150.99354714
111 -33.92036121  150.99358716
111 -33.92032236  150.99371387
113 -33.92022377  150.99367317
110 3 0.00 0.0000 New Taxiway 19
111 -33.92031913  150.99225881
111 -33.92062503  150.99238549
111 -33.92068622  150.99217556
111 -33.92143057  150.99248925 2
111 -33.92137089  150.99269562
111 -33.92127720  150.99265556
111 -33.92089650  150.99395087
111 -33.92032236  150.99371387
111 -33.92036121  150.99358716
111 -33.92025748  150.99354714
111 -33.92022377  150.99367317
111 -33.91993988  150.99355598
111 -33.92010883  150.99297813
111 -33.92021370  150.99302163
111 -33.92033642  150.99261747
113 -33.92022755  150.99257208
110 2 0.00 0.0000 New Taxiway 18
111 -33.92015460  150.99254165
111 -33.92022755  150.99257208
111 -33.92033642  150.99261747
111 -33.92021370  150.99302163
111 -33.92010883  150.99297813
113 -33.92003553  150.99294773
110 3 0.00 0.0000 New Taxiway 16
111 -33.91775174  150.98834233
112 -33.91769655  150.98822191 -33.91768596  150.98813325
111 -33.91769655  150.98822191
111 -33.91760735  150.98719976
111 -33.91934444  150.98722040
111 -33.91950589  150.98749915
111 -33.91881171  150.98904329
111 -33.91795127  150.98847424
111 -33.91794774  150.98848157
111 -33.91785243  150.98841630
113 -33.91785532  150.98841041
110 1 0.00 0.0000 New Taxiway 2
111 -33.92246050  150.99250104
111 -33.92232530  150.99249073
111 -33.92216083  150.99247819
111 -33.92187410  150.99196077 3 102
111 -33.92192587  150.99178000 3 102
111 -33.92198157  150.99158554 3 102
112 -33.92190160  150.99154915 -33.92185746  150.99154212
111 -33.92190160  150.99154915
112 -33.92190160  150.99154915 -33.92185657  150.99154197 102
112 -33.92176978  150.99165220 -33.92173668  150.99174637
111 -33.92176978  150.99165220 102
111 -33.92151512  150.99252526
111 -33.92144635  150.99276105 102
111 -33.92108994  150.99398293
112 -33.92108994  150.99398293 -33.92108701  150.99401858 102
112 -33.92109908  150.99407323 -33.92110676  150.99409787
111 -33.92109908  150.99407323
112 -33.92109908  150.99407323 -33.92111776  150.99413313
111 -33.92115595  150.99416121
111 -33.92139493  150.99426543
111 -33.92130161  150.99433949
111 -33.92102354  150.99422423
111 -33.92096414  150.99419961
111 -33.92087506  150.99416268
111 -33.92039979  150.99396569
111 -33.92031044  150.99392866
111 -33.92019800  150.99388205
111 -33.92010864  150.99384502
111 -33.91988200  150.99375108 102
112 -33.91978641  150.99378947 -33.91976207  150.99385894
111 -33.91978641  150.99378947 102
111 -33.91977618  150.99382535 102
111 -33.91937614  150.99522858
112 -33.91937614  150.99522858 -33.91950428  150.99586239 102
111 -33.92006774  150.99592475
111 -33.92107650  150.99599416
111 -33.92116347  150.99600015
112 -33.92116347  150.99600015 -33.92122752  150.99600337
111 -33.92128798  150.99599074
111 -33.92176509  150.99588154
111 -33.92181694  150.99597949
111 -33.92166278  150.99602861
112 -33.92166278  150.99602861 -33.92165742  150.99603016
112 -33.92166356  150.99604087 -33.92167064  150.99604191
111 -33.92166356  150.99604087
111 -33.92187388  150.99605800
111 -33.92194944  150.99609397
111 -33.92197140  150.99618695
111 -33.92119337  150.99613868
112 -33.92119337  150.99613868 -33.92115045  150.99615720
111 -33.92116200  150.99628181
111 -33.92110751  150.99629228
112 -33.92101824  150.99612781 -33.92095419  150.99607841
111 -33.92101824  150.99612781
111 -33.92072595  150.99610968
111 -33.92071786  150.99615079
111 -33.92066120  150.99615025
112 -33.92063428  150.99610399 -33.92061389  150.99608568
111 -33.92063428  150.99610399
111 -33.92035540  150.99608669
112 -33.92035540  150.99608669 -33.92032760  150.99608421
111 -33.92033344  150.99612402
111 -33.92034437  150.99619426
111 -33.92028393  150.99620975
111 -33.92023361  150.99616426
112 -33.92012971  150.99614320 -33.92006484  150.99615615
111 -33.92012971  150.99614320
111 -33.92001159  150.99617266
112 -33.91995152  150.99631511 -33.91995792  150.99642252
111 -33.91995152  150.99631511
111 -33.91996693  150.99642259
111 -33.91992744  150.99643202
111 -33.91990797  150.99632475
112 -33.91990797  150.99632475 -33.91988876  150.99624306
111 -33.91980903  150.99622318
111 -33.91967748  150.99625598
112 -33.91962278  150.99635734 -33.91962816  150.99643514
111 -33.91962278  150.99635734
111 -33.91963782  150.99647792
111 -33.91957922  150.99649166
111 -33.91956440  150.99638627
112 -33.91956440  150.99638627 -33.91954442  150.99628716
111 -33.91942876  150.99631751
111 -33.91924538  150.99635349
112 -33.91924538  150.99635349 -33.91918230  150.99639649
112 -33.91917309  150.99648317 -33.91917330  150.99651376
111 -33.91917309  150.99648317
112 -33.91917309  150.99648317 -33.91917318  150.99649686
111 -33.91917520  150.99650544
112 -33.91918217  150.99657805 -33.91918493  150.99662402
111 -33.91918217  150.99657805
112 -33.91918217  150.99657805 -33.91918347  150.99659960
112 -33.91918450  150.99665470 -33.91918457  150.99668400
111 -33.91918450  150.99665470
112 -33.91918450  150.99665470 -33.91918458  150.99669070
112 -33.91917956  150.99677715 -33.91917583  150.99682232
111 -33.91917956  150.99677715
112 -33.91917956  150.99677715 -33.91917746  150.99680255
112 -33.91917074  150.99685680 -33.91916690  150.99688442
111 -33.91917074  150.99685680
112 -33.91917074  150.99685680 -33.91916805  150.99687616
112 -33.91916117  150.99691624 -33.91915746  150.99693648
111 -33.91916117  150.99691624
112 -33.91916117  150.99691624 -33.91915904  150.99692623
112 -33.91915446  150.99694588 -33.91915213  150.99695564
111 -33.91915446  150.99694588
112 -33.91915446  150.99694588 -33.91914848  150.99697095
112 -33.91913518  150.99701792 -33.91912847  150.99704068
111 -33.91913518  150.99701792
112 -33.91913518  150.99701792 -33.91910705  150.99711326
111 -33.91907649  150.99718311
111 -33.91904072  150.99715901
112 -33.91904072  150.99715901 -33.91910076  150.99702126
111 -33.91911780  150.99689012
112 -33.91911780  150.99689012 -33.91912430  150.99684971
112 -33.91913547  150.99674122 -33.91913934  150.99668170
111 -33.91913547  150.99674122
112 -33.91913547  150.99674122 -33.91913674  150.99672169
112 -33.91913802  150.99667913 -33.91913840  150.99665725
111 -33.91913802  150.99667913
112 -33.91913802  150.99667913 -33.91913851  150.99665085
112 -33.91913657  150.99658808 -33.91913500  150.99655560
111 -33.91913657  150.99658808
112 -33.91913657  150.99658808 -33.91913565  150.99656902
112 -33.91913252  150.99652864 -33.91913071  150.99650806
111 -33.91913252  150.99652864
112 -33.91913252  150.99652864 -33.91913214  150.99652436
112 -33.91913133  150.99651571 -33.91913091  150.99651136
111 -33.91913133  150.99651571
112 -33.91912583  150.99649439 -33.91912152  150.99648188
111 -33.91912583  150.99649439
112 -33.91912583  150.99649439 -33.91911605  150.99646600
112 -33.91902573  150.99641186 -33.91896126  150.99640517
111 -33.91902573  150.99641186
111 -33.91891804  150.99643708
112 -33.91891804  150.99643708 -33.91888684  150.99645346
111 -33.91886857  150.99648990
111 -33.91883430  150.99656227
111 -33.91880212  150.99663023
112 -33.91880212  150.99663023 -33.91878137  150.99667936
111 -33.91882824  150.99670743
111 -33.91891963  150.99675057
111 -33.91881225  150.99704170
111 -33.91855827  150.99688456
111 -33.91857042  150.99685769
111 -33.91844977  150.99679092
111 -33.91849836  150.99666684
112 -33.91859470  150.99668488 -33.91865620  150.99669233
111 -33.91859470  150.99668488
112 -33.91859470  150.99668488 -33.91870839  150.99669710
112 -33.91861681  150.99650464 -33.91851806  150.99652265
111 -33.91861681  150.99650464
111 -33.91848373  150.99653876
111 -33.91822667  150.99659894 102
111 -33.91719034  150.99684157
112 -33.91719034  150.99684157 -33.91713205  150.99686627
111 -33.91714603  150.99695186
111 -33.91718288  150.99716792
111 -33.91711384  150.99718513
111 -33.91708110  150.99696070
112 -33.91700300  150.99688543 -33.91694727  150.99689624
111 -33.91700300  150.99688543 102
111 -33.91680332  150.99693218
112 -33.91680332  150.99693218 -33.91657310  150.99698020 102
112 -33.91641254  150.99662938 -33.91636735  150.99644266
111 -33.91641254  150.99662938 102
111 -33.91633530  150.99618012
112 -33.91622982  150.99580883 -33.91617114  150.99568703
111 -33.91622982  150.99580883
111 -33.91611399  150.99560173
111 -33.91569983  150.99486119
111 -33.91579844  150.99478533
111 -33.91585219  150.99487930
112 -33.91585219  150.99487930 -33.91586171  150.99488457
111 -33.91587289  150.99488010
111 -33.91586663  150.99488517
111 -33.91589394  150.99493497
111 -33.91590478  150.99492626
112 -33.91589585  150.99495563 -33.91589636  150.99497052
111 -33.91589585  150.99495563
111 -33.91601428  150.99516271
111 -33.91604659  150.99521919
111 -33.91615235  150.99540409
111 -33.91618409  150.99545960
111 -33.91623944  150.99555637
111 -33.91627707  150.99562216
111 -33.91629728  150.99565750
112 -33.91629728  150.99565750 -33.91631493  150.99568926
112 -33.91634550  150.99576028 -33.91636001  150.99579639
111 -33.91634550  150.99576028
112 -33.91634550  150.99576028 -33.91635746  150.99579006
112 -33.91637825  150.99585096 -33.91638813  150.99588126
111 -33.91637825  150.99585096
112 -33.91637825  150.99585096 -33.91639179  150.99589248
112 -33.91641308  150.99597111 -33.91642278  150.99600875
111 -33.91641308  150.99597111
112 -33.91641308  150.99597111 -33.91642087  150.99600134
112 -33.91643281  150.99605387 -33.91643819  150.99607832
111 -33.91643281  150.99605387
112 -33.91643281  150.99605387 -33.91644520  150.99611024
111 -33.91645124  150.99614736 102
111 -33.91652751  150.99659356
112 -33.91652751  150.99659356 -33.91657286  150.99678436 102
111 -33.91671577  150.99679977
112 -33.91673258  150.99674756 -33.91672831  150.99670833
111 -33.91673258  150.99674756
111 -33.91670596  150.99658590
111 -33.91663361  150.99614643
111 -33.91671810  150.99612607
111 -33.91678224  150.99652511
111 -33.91678879  150.99656583
111 -33.91681318  150.99671759
112 -33.91681318  150.99671759 -33.91682332  150.99676454
111 -33.91685858  150.99676795 102
111 -33.91832889  150.99642591
112 -33.91832889  150.99642591 -33.91844540  150.99636617 102
112 -33.91839047  150.99617873 -33.91838164  150.99606283
111 -33.91839047  150.99617873
112 -33.91839047  150.99617873 -33.91837664  150.99603535 102
112 -33.91825277  150.99592146 -33.91812552  150.99584517
111 -33.91825277  150.99592146
111 -33.91814961  150.99585723
111 -33.91826145  150.99576647
111 -33.91801153  150.99532378
111 -33.91803311  150.99530614
111 -33.91832932  150.99581847 102
111 -33.91842078  150.99588854 102
112 -33.91856437  150.99591881 -33.91864380  150.99590183
111 -33.91856437  150.99591881 102
111 -33.91891600  150.99583749
111 -33.91893327  150.99583349
112 -33.91893327  150.99583349 -33.91903319  150.99580648
111 -33.91904940  150.99570218
111 -33.91902407  150.99569232
111 -33.91909290  150.99545629
112 -33.91906836  150.99540691 -33.91903537  150.99538636
111 -33.91906836  150.99540691
111 -33.91900784  150.99537993
111 -33.91886542  150.99531645
111 -33.91881646  150.99529463
111 -33.91885029  150.99518389
111 -33.91906339  150.99528184 3 102
112 -33.91914584  150.99527472 -33.91918315  150.99525058
111 -33.91914584  150.99527472 102
111 -33.91925217  150.99491005 102
112 -33.91918583  150.99479083 -33.91911911  150.99475932
111 -33.91918583  150.99479083 102
111 -33.91914807  150.99477601
112 -33.91914807  150.99477601 -33.91912305  150.99476670 102
111 -33.91911884  150.99480118
111 -33.91906235  150.99482009
111 -33.91884514  150.99443672
111 -33.91900221  150.99387799
111 -33.91907037  150.99390643
111 -33.91932641  150.99401029
111 -33.91931137  150.99405770
112 -33.91931137  150.99405770 -33.91928560  150.99414516 102
112 -33.91947514  150.99414540 -33.91957352  150.99409167
111 -33.91947514  150.99414540 102
111 -33.91959267  150.99374234
112 -33.91954388  150.99366280 -33.91950029  150.99364136
111 -33.91954388  150.99366280
111 -33.91944463  150.99362009
111 -33.91944938  150.99360441
111 -33.91953598  150.99331857
111 -33.91955139  150.99326771
111 -33.91958780  150.99328277
111 -33.91973366  150.99321639
111 -33.91978321  150.99304526
112 -33.91978321  150.99304526 -33.91981310  150.99292948
112 -33.91968254  150.99292612 -33.91965425  150.99298144
111 -33.91968254  150.99292612
111 -33.91966600  150.99291941
111 -33.91968371  150.99285730
111 -33.91974528  150.99264139
111 -33.91976358  150.99257723
111 -33.91979490  150.99259005
112 -33.91979490  150.99259005 -33.91980513  150.99266617
112 -33.91991485  150.99259188 -33.91994065  150.99251255
111 -33.91991485  150.99259188
111 -33.91992652  150.99255342
111 -33.91993810  150.99255767
111 -33.92008727  150.99204610 3 102
111 -33.92006093  150.99189690
112 -33.92006093  150.99189690 -33.92004641  150.99183473 3 102
111 -33.92000298  150.99182547
111 -33.92000629  150.99183989
111 -33.91995349  150.99181794
111 -33.91963017  150.99168355
111 -33.91957922  150.99166237
111 -33.91960402  150.99157154
111 -33.91961874  150.99151762
111 -33.91969460  150.99142619
111 -33.91970251  150.99136905 20
111 -33.91970093  150.99131763
111 -33.91966303  150.99129306
111 -33.91969455  150.99122636
111 -33.91974660  150.99125737
111 -33.91977466  150.99119885
112 -33.91977466  150.99119885 -33.91984768  150.99120657
112 -33.91983281  150.99101512 -33.91977516  150.99091632
111 -33.91983281  150.99101512
111 -33.91985944  150.99095832
111 -33.91992272  150.99099957
111 -33.92002072  150.99076037
111 -33.91977672  150.99059401
111 -33.91972140  150.99071401
111 -33.91968663  150.99069115
111 -33.91965186  150.99079020
111 -33.91957824  150.99074154
111 -33.91877544  150.99021088
111 -33.91856142  150.99069778
111 -33.91889866  150.99091981
111 -33.91879061  150.99096969
111 -33.91863129  150.99131253
111 -33.91827255  150.99107399
111 -33.91804051  150.99091970
111 -33.91800560  150.99089649
111 -33.91780966  150.99076717
111 -33.91777336  150.99074307
111 -33.91778446  150.99071822
111 -33.91797034  150.99030224
111 -33.91800570  150.99022310
111 -33.91803355  150.99024261
111 -33.91804837  150.99030310
111 -33.91817719  150.99037110
111 -33.91819267  150.99033799
111 -33.91837035  150.98995804
111 -33.91835444  150.98994738
111 -33.91755757  150.98941316
111 -33.91746791  150.98935305
111 -33.91735952  150.98959546
111 -33.91724232  150.98953653
111 -33.91683598  150.98933335
111 -33.91687549  150.98922093
111 -33.91714413  150.98935223
