I
1050 Generated by WorldEditor

1   1023 1 0 KATL Hartsfield Jackson Atlanta Intl
1302 city Atlanta
112  33.63120607 -084.42536900  33.63141017 -084.42538534
113  33.63152301 -084.42516631
111  33.63152175 -084.42619746
112  33.63124620 -084.42600952  33.63106064 -084.42600209
111  33.63101147 -084.42618112
111  33.63096385 -084.42678579
111  33.63094684 -084.43078152
111  33.63100127 -084.43139028
112  33.63105910 -084.43150059  33.63110689 -084.43152760
111  33.63121558 -084.43153327
112  33.63138227 -084.43149242  33.63143288 -084.43146878
113  33.63151834 -084.43135351
111  33.63151576 -084.43233903
112  33.63140330 -084.43221010  33.63135985 -084.43218248
111  33.63126528 -084.43216713
112  33.63103270 -084.43221931  33.63098925 -084.43229912
111  33.63103270 -084.43221931
112  33.63103270 -084.43221931  33.63099692 -084.43228070
111  33.63099437 -084.43240042
111  33.63095347 -084.43285472
111  33.63101737 -084.43369886
112  33.63106082 -084.43383392  33.63109149 -084.43386769
111  33.63116050 -084.43388304
113  33.63151831 -084.43398127
111  33.63151405 -084.43452732
111  33.63142220 -084.43451507
111  33.63108542 -084.43461312
112  33.63104800 -084.43466215  33.63103213 -084.43469074
111  33.63102759 -084.43473978
111  33.63095275 -084.43557325
111  33.63094254 -084.44039021
111  33.63101058 -084.44101939
112  33.63125211 -084.44122776  33.63145842 -084.44120298
113  33.63151065 -084.44106025
111  33.63151462 -084.44199503
112  33.63123603 -084.44187838  33.63104977 -084.44188991
111  33.63102901 -084.44201651
112  33.63097789 -084.44227436  33.63095101 -084.44252113
111  33.63095233 -084.44263351
111  33.63094978 -084.44643675
112  33.63097401 -084.44685466  33.63098935 -084.44698052
111  33.63104434 -084.44725633
112  33.63128715 -084.44744051  33.63149162 -084.44739447
113  33.63151462 -084.44727782
111  33.63008399 -084.42889153
112  33.63007854 -084.42688271  33.63005944 -084.42679095
111  33.62998304 -084.42653534
112  33.62993392 -084.42660416  33.62991755 -084.42664676
111  33.62992301 -084.42675490
111  33.62987935 -084.42762332
111  33.62992301 -084.42871129
112  33.62996121 -084.42885221  33.63001851 -084.42890136
111  33.62996121 -084.42885221
114  33.62996121 -084.42885221  33.63002397 -084.42890136
111  33.63019743 -084.42889302
111  33.63034913 -084.42889055
112  33.63043113 -084.42883639  33.63044958 -084.42880931
111  33.63045368 -084.42876253
111  33.63051108 -084.42814454
111  33.63050083 -084.42691595
111  33.63046188 -084.42649247
112  33.63032109 -084.42627632  33.63021442 -084.42625547
111  33.63007033 -084.42644815
112  33.63017898 -084.42684701  33.63019634 -084.42699001
113  33.63019128 -084.42720894
111  33.62059555 -084.41935331
111  33.62182915 -084.41932808
111  33.62177212 -084.41889916
112  33.62175111 -084.41883788  33.62172710 -084.41881626
111  33.62169409 -084.41881626
111  33.62083267 -084.41879824
112  33.62071261 -084.41885230  33.62065258 -084.41889916
113  33.62060156 -084.41898206
111  33.62060176 -084.42428594
111  33.62066179 -084.42427152
112  33.62087790 -084.42383179  33.62088090 -084.42382819
112  33.62102797 -084.42359030  33.62108200 -084.42352181
111  33.62124107 -084.42342450
111  33.62164627 -084.42321904
112  33.62175732 -084.42312894  33.62179334 -084.42306766
111  33.62180535 -084.42298476
111  33.62192240 -084.42190704
111  33.62192540 -084.42117175
111  33.62178734 -084.42008682
112  33.62175536 -084.41999358  33.62172235 -084.41994673
111  33.62166728 -084.41996788
111  33.62091391 -084.41994265
112  33.62072482 -084.42000753  33.62064378 -084.42006520
113  33.62060176 -084.42020937
111  33.62059678 -084.43145735
112  33.62064344 -084.43149304  33.62067892 -084.43149304
111  33.62067976 -084.43144942
111  33.62085805 -084.43110052
112  33.62099341 -084.43084281  33.62109576 -084.43067233
111  33.62118821 -084.43065250
111  33.62163392 -084.43041858
112  33.62175938 -084.43032342  33.62178910 -084.43025602
111  33.62182541 -084.43012915
112  33.62187579 -084.42959655  33.62188239 -084.42941021
111  33.62181941 -084.42900891
111  33.62149018 -084.42678831
112  33.62144898 -084.42580686  33.62148860 -084.42530730
111  33.62161076 -084.42495839
111  33.62177584 -084.42437952
112  33.62162397 -084.42404647  33.62143247 -084.42389978
111  33.62127730 -084.42413767
112  33.62087450 -084.42508527  33.62070282 -084.42558483
113  33.62060377 -084.42647691
111  33.62059364 -084.43547452
112  33.62083812 -084.43672617  33.62104115 -084.43732407
111  33.62131426 -084.43778275
112  33.62159735 -084.43789092  33.62177621 -084.43785028
111  33.62181611 -084.43763595
111  33.62191905 -084.43660836
111  33.62192548 -084.43250571
111  33.62179680 -084.43143948
112  33.62155875 -084.43122315  33.62135900 -084.43117517
111  33.62123062 -084.43144721
112  33.62082643 -084.43243617  33.62068843 -084.43292900
113  33.62059481 -084.43365692
111  33.62059964 -084.43974432
112  33.62084098 -084.44100638  33.62098625 -084.44148216
111  33.62123801 -084.44201603
112  33.62160391 -084.44219366  33.62180861 -084.44211040
111  33.62181410 -084.44184776
112  33.62191531 -084.44087550  33.62192521 -084.44069312
111  33.62191531 -084.43997803
111  33.62179853 -084.43900578
112  33.62175905 -084.43882458  33.62172273 -084.43874528
111  33.62165119 -084.43869984
111  33.62126767 -084.43852234
112  33.62108391 -084.43838322  33.62100467 -084.43829996
111  33.62091612 -084.43818173
111  33.62068841 -084.43771159
111  33.62064047 -084.43763003
113  33.62060451 -084.43762044
111  33.62062074 -084.44605536
112  33.62085760 -084.44624692  33.62104136 -084.44623253
111  33.62104128 -084.44611922
111  33.62118147 -084.44504532
111  33.62115246 -084.44359412
112  33.62096878 -084.44256086  33.62075125 -084.44206745
113  33.62059657 -084.44188170
111  33.62060469 -084.44714670
112  33.62066280 -084.44729499  33.62067006 -084.44729935
111  33.62066280 -084.44729499
112  33.62066280 -084.44729499  33.62069185 -084.44733860
111  33.62075359 -084.44738657
111  33.62093518 -084.44740838
112  33.62099692 -084.44736040  33.62103324 -084.44732551
111  33.62103687 -084.44728190
111  33.62107682 -084.44695481
111  33.62107319 -084.44687630
111  33.62102598 -084.44685450
113  33.62059743 -084.44684141
111  33.62272377 -084.43346718
111  33.62272650 -084.43362775
111  33.62296389 -084.43369656
111  33.62406897 -084.43369328
111  33.62449463 -084.43353599
111  33.62408261 -084.43338854
113  33.62295024 -084.43338199
111  33.62538440 -084.43353186
111  33.62582021 -084.43369760
111  33.62690973 -084.43369760
111  33.62733465 -084.43354058
111  33.62689520 -084.43338793
113  33.62581294 -084.43338793
111  33.62857475 -084.43367435
111  33.62864929 -084.43370283
111  33.62985220 -084.43370080
111  33.63010126 -084.43363162
111  33.63010803 -084.43345459
111  33.62989795 -084.43339151
111  33.62865099 -084.43338541
113  33.62858152 -084.43340983
130 Airport Boundary 1204
111  33.61981526 -084.45118011
111  33.61920182 -084.44970686
111  33.61904846 -084.41646680
112  33.62441606 -084.41434901  33.62449274 -084.41434901
112  33.63139394 -084.41352031  33.63170066 -084.41324408
111  33.63377103 -084.41131045
111  33.63400107 -084.40495708
111  33.64649991 -084.40339176
111  33.65033391 -084.40458877
111  33.65761852 -084.41794004
111  33.65769520 -084.43340910
111  33.64695999 -084.44510298
111  33.64182243 -084.44795739
111  33.63492123 -084.45081180
111  33.62978366 -084.45016725
113  33.62219234 -084.45081180
120 Linear Feature 1182
111  33.63550903 -084.43145703 51 101
111  33.63536979 -084.43120444 51 101
111  33.63492078 -084.43030825 51
112  33.63479674 -084.42996013  33.63473863 -084.42973331 51
111  33.63473401 -084.42931376 51
111  33.63472740 -084.42845723 51
111  33.63472080 -084.42792190 51
112  33.63478023 -084.42715261  33.63483305 -084.42670055
111  33.63478023 -084.42715261
112  33.63478023 -084.42715261  33.63485617 -084.42668072 51
111  33.63490899 -084.42643090 51 101
112  33.63518963 -084.42553074  33.63531179 -084.42524919 51 101
115  33.63552062 -084.42479646
120 Linear Feature 1153
111  33.63361580 -084.41878737 51 101
112  33.63342107 -084.41839776  33.63325599 -084.41822112 51 101
111  33.63303844 -084.41823101 51 101
115  33.63348822 -084.41806923
120 Linear Feature 1152
112  33.63339405 -084.41857801  33.63339705 -084.41856719 56
111  33.63355013 -084.41840858 56
115  33.63343607 -084.41791831
120 Linear Feature 1151
111  33.63304679 -084.41932282 51 101
115  33.63360918 -084.41971358
120 Linear Feature 622
111  33.63714633 -084.43477776 21
115  33.63714524 -084.43371020
120 Linear Feature 621
111  33.63714029 -084.43457116 51 101
112  33.63680604 -084.43438756  33.63662836 -084.43420261
111  33.63680604 -084.43438756
112  33.63680604 -084.43438756  33.63663502 -084.43417237 51 101
115  33.63663777 -084.43396423
120 Linear Feature 579
111  33.64391020 -084.44010234 20
111  33.64391020 -084.43976474 20
111  33.64392417 -084.43960538 20
111  33.64400273 -084.43917551 20
112  33.64406906 -084.43868065  33.64407916 -084.43858880 20
111  33.64408476 -084.43823768 20
115  33.64408434 -084.43813681
120 Linear Feature 578
111  33.64100075 -084.44013468 22
111  33.64099927 -084.44010000 22
111  33.64377479 -084.44010178 22
115  33.64377405 -084.44006621
120 Linear Feature 473
111  33.63099313 -084.44771071 57 105
112  33.63083443 -084.44753570  33.63081423 -084.44749931 57 105
115  33.63074210 -084.44732778
120 Linear Feature 156
111  33.63758221 -084.43952650 51
115  33.63749483 -084.44005253
120 Linear Feature 156
111  33.64121150 -084.43959068 51
115  33.64114597 -084.44005370
120 Linear Feature 156
111  33.63800250 -084.43876962 51
115  33.63800258 -084.43830573
120 Linear Feature 156
111  33.63841552 -084.43880610 51
115  33.63841262 -084.43831015
120 Linear Feature 156
111  33.63882514 -084.43884289 51
115  33.63882564 -084.43831045
120 Linear Feature 156
111  33.63923888 -084.43881291 51
115  33.63923868 -084.43831226
120 Linear Feature 156
111  33.63969453 -084.43887262 51
115  33.63969063 -084.43831036
120 Linear Feature 156
111  33.64015437 -084.43880498 51
115  33.64014741 -084.43831293
120 Linear Feature 612
111  33.64459866 -084.43399197 51 101
112  33.64443060 -084.43439699  33.64430746 -084.43455049 51 101
115  33.64409407 -084.43458056
120 Linear Feature 611
111  33.64459304 -084.43516381 51 101
112  33.64441471 -084.43473685  33.64424189 -084.43456071 51 101
111  33.64409407 -084.43458056 51 101
111  33.63714029 -084.43457116 51 101
112  33.63683083 -084.43472365  33.63667213 -084.43487232 51 101
115  33.63663777 -084.43515364
120 Linear Feature 610
111  33.64402465 -084.43485459 20
111  33.64402465 -084.43365191 20
112  33.64399436 -084.43357566  33.64396550 -084.43353785 20
111  33.64391934 -084.43354273 20
111  33.64371015 -084.43356700 20
111  33.64247519 -084.43356701 20
112  33.64239007 -084.43361726  33.64236026 -084.43365020 20
111  33.64235256 -084.43371084 20
111  33.64242758 -084.43478006 20
112  33.64246893 -084.43487515  33.64250112 -084.43491525 20
111  33.64256204 -084.43492872 20
111  33.64369129 -084.43492242 20
111  33.64394311 -084.43494605 20
114  33.64400344 -084.43492557  33.64402705 -084.43489721 20
120 Linear Feature 156
111  33.64056214 -084.43876760 51
111  33.64056006 -084.43867103 51
115  33.64055878 -084.43828616
120 Linear Feature 156
111  33.64123413 -084.43880437 51
115  33.64122720 -084.43831057
120 Linear Feature 156
111  33.64172435 -084.43882630 51
115  33.64172589 -084.43831200
120 Linear Feature 156
111  33.64222765 -084.43883892 51
115  33.64222267 -084.43829584
120 Linear Feature 156
111  33.64265197 -084.43880931 51
115  33.64265151 -084.43831515
120 Linear Feature 156
111  33.64305020 -084.43883110 51
115  33.64304874 -084.43829838
120 Linear Feature 156
111  33.64343727 -084.43882586 51
111  33.64343519 -084.43872929 51
115  33.64343158 -084.43829178
120 Linear Feature 156
111  33.64380227 -084.43884492 51
111  33.64380019 -084.43874836 51
115  33.64379349 -084.43829598
120 Linear Feature 156
111  33.64340424 -084.43550434 51
115  33.64339845 -084.43500778
120 Linear Feature 156
111  33.64298739 -084.43549232 51
115  33.64298875 -084.43501251
120 Linear Feature 156
111  33.64257617 -084.43551031 51
115  33.64257475 -084.43500822
120 Linear Feature 156
111  33.64216298 -084.43548705 51
115  33.64216209 -084.43500816
120 Linear Feature 156
111  33.64175317 -084.43549739 51
115  33.64175164 -084.43500580
120 Linear Feature 156
111  33.64102630 -084.43548187 51
111  33.64101254 -084.43538670 51
115  33.64095698 -084.43500169
120 Linear Feature 156
111  33.64134285 -084.43552568 51
115  33.64134253 -084.43500414
120 Linear Feature 653
111  33.64069948 -084.43528145 20
111  33.64069726 -084.43506431 20
112  33.64069114 -084.43505629  33.64068057 -084.43505629 20
111  33.64068169 -084.43506699 20
115  33.64068447 -084.43528212
120 Linear Feature 156
111  33.64039834 -084.43547960 51
111  33.64039827 -084.43538300 51
115  33.64039563 -084.43500059
120 Linear Feature 156
111  33.63998645 -084.43557348 51
111  33.63998638 -084.43547688 51
115  33.63998374 -084.43500011
120 Linear Feature 156
111  33.63957129 -084.43554260 51
115  33.63957461 -084.43500055
120 Linear Feature 156
111  33.63875282 -084.43556118 51
115  33.63875193 -084.43499845
120 Linear Feature 156
111  33.63834506 -084.43556013 51
115  33.63833942 -084.43499279
120 Linear Feature 156
111  33.63792719 -084.43554372 51
111  33.63792712 -084.43544712 51
115  33.63792448 -084.43499342
120 Linear Feature 156
111  33.63752177 -084.43620611 51
115  33.63751912 -084.43675951
120 Linear Feature 156
111  33.63792884 -084.43622804 51
115  33.63793443 -084.43676106
120 Linear Feature 156
111  33.63755688 -084.43286665 51
111  33.63754405 -084.43296202 51
115  33.63746837 -084.43347700
120 Linear Feature 156
111  33.64366074 -084.43301193 51
115  33.64379701 -084.43345978
120 Linear Feature 156
111  33.64336474 -084.43302220 51
115  33.64336025 -084.43348462
120 Linear Feature 156
111  33.64299999 -084.43303226 51
111  33.64299978 -084.43312886 51
115  33.64300148 -084.43348459
120 Linear Feature 156
111  33.64264025 -084.43305353 51
115  33.64263673 -084.43348036
120 Linear Feature 156
111  33.64225654 -084.43302627 51
115  33.64225535 -084.43348450
120 Linear Feature 156
111  33.64151759 -084.43304247 51
111  33.64151738 -084.43313907 51
115  33.64151750 -084.43349289
120 Linear Feature 156
111  33.64117376 -084.43307248 51
115  33.64117546 -084.43348361
120 Linear Feature 156
111  33.64019752 -084.43303169 51
111  33.64019317 -084.43312815 51
115  33.64017931 -084.43348731
120 Linear Feature 156
111  33.63980339 -084.43303697 51
111  33.63980167 -084.43313355 51
115  33.63980794 -084.43348920
120 Linear Feature 156
111  33.63943470 -084.43299084 51
111  33.63943298 -084.43308742 51
115  33.63942338 -084.43348310
120 Linear Feature 156
111  33.64220710 -084.42891141 51
115  33.64230272 -084.42851912
120 Linear Feature 156
111  33.64276534 -084.42885355 51
111  33.64276338 -084.42875698 51
115  33.64276157 -084.42849580
120 Linear Feature 156
111  33.64296484 -084.42892984 51
115  33.64306280 -084.42851472
120 Linear Feature 156
111  33.64328327 -084.42892276 51
111  33.64328343 -084.42882616 51
115  33.64328597 -084.42851983
120 Linear Feature 156
111  33.64349745 -084.42888890 51
111  33.64351930 -084.42879593 51
115  33.64358553 -084.42852093
120 Linear Feature 156
111  33.64365220 -084.42901213 51
112  33.64384166 -084.42874859  33.64384435 -084.42873998
111  33.64384166 -084.42874859
112  33.64384166 -084.42874859  33.64384166 -084.42870340 51
115  33.64384029 -084.42851070
120 Linear Feature 156
111  33.64338521 -084.42983592 51
115  33.64344406 -084.43015147
120 Linear Feature 156
111  33.64315574 -084.42982544 51
111  33.64315680 -084.42992203 51
115  33.64315815 -084.43013670
120 Linear Feature 638
111  33.63714633 -084.43477776 20
115  33.63714258 -084.43700067
120 Linear Feature 637
111  33.64056909 -084.43491824 22
111  33.64056835 -084.43495559 22
111  33.63752639 -084.43495287 22
111  33.63727556 -084.43498192 22
115  33.63727892 -084.43502224
120 Linear Feature 636
111  33.64087134 -084.43358577 22
111  33.64087253 -084.43364736 22
111  33.64065553 -084.43481743 22
115  33.64064837 -084.43488760
120 Linear Feature 635
111  33.64072468 -084.43489620 22
111  33.64072826 -084.43482316 22
111  33.64093811 -084.43365595 22
115  33.64094407 -084.43359293
120 Linear Feature 156
111  33.64147241 -084.42972128 51
111  33.64147347 -084.42981787 51
115  33.64147351 -084.43014281
120 Linear Feature 156
111  33.63962408 -084.42972036 51
111  33.63963906 -084.42978632 51
115  33.63973740 -084.43015862
120 Linear Feature 156
111  33.63740318 -084.41956363 51
111  33.63739922 -084.41942577 51
115  33.63738785 -084.41879325
120 Linear Feature 156
111  33.63728617 -084.42538757 51
115  33.63728590 -084.42470845
120 Linear Feature 156
111  33.63884924 -084.42536822 51
111  33.63884885 -084.42527162 51
115  33.63884778 -084.42469899
120 Linear Feature 156
111  33.63940190 -084.42541638 51
115  33.63933742 -084.42455855
120 Linear Feature 156
111  33.64040220 -084.42389900 51
115  33.63974877 -084.42390236
120 Linear Feature 156
111  33.64403407 -084.42330417 51
111  33.64398322 -084.42337901 51
115  33.64386945 -084.42354456
120 Linear Feature 156
111  33.64368493 -084.42330627 51
111  33.64363409 -084.42338111 51
115  33.64352031 -084.42354666
120 Linear Feature 156
111  33.64334453 -084.42330208 51
111  33.64329368 -084.42337692 51
115  33.64317990 -084.42354247
120 Linear Feature 710
111  33.63939025 -084.42830885 20
112  33.63941348 -084.42838243  33.63944205 -084.42841293 20
111  33.63948530 -084.42841541 20
111  33.64079514 -084.42841208 20
112  33.64082211 -084.42839111  33.64083940 -084.42836574 20
111  33.64084116 -084.42834536 20
112  33.64083481 -084.42807658  33.64082713 -084.42800508 20
112  33.64067294 -084.42753141  33.64062878 -084.42745530 20
111  33.64041268 -084.42721689 20
112  33.64034126 -084.42710442  33.64032298 -084.42705315 20
112  33.64031642 -084.42701376  33.64030986 -084.42697438 20
111  33.64030952 -084.42691190 20
112  33.64028572 -084.42686806  33.64027129 -084.42685860 20
111  33.64024446 -084.42686043 20
111  33.63949382 -084.42686616 20
112  33.63942082 -084.42689475  33.63939384 -084.42691953 20
113  33.63939067 -084.42695193 20
120 Linear Feature 156
111  33.64401741 -084.42612535 51
111  33.64401876 -084.42622194 51
115  33.64401702 -084.42677371
120 Linear Feature 156
111  33.64297799 -084.42608537 51
115  33.64297381 -084.42677427
120 Linear Feature 156
111  33.64123430 -084.42608216 51
111  33.64123566 -084.42617874 51
115  33.64123392 -084.42677096
120 Linear Feature 156
111  33.64006125 -084.42610115 51
115  33.64005481 -084.42678302
120 Linear Feature 156
111  33.63941891 -084.42612279 51
115  33.63942165 -084.42678200
120 Linear Feature 156
111  33.63878319 -084.42610524 51
111  33.63878455 -084.42620183 51
115  33.63878373 -084.42678119
120 Linear Feature 156
111  33.63728323 -084.42609927 51
111  33.63728459 -084.42619586 51
115  33.63728659 -084.42676846
120 Linear Feature 156
111  33.63780415 -084.42605417 51
111  33.63780551 -084.42615076 51
115  33.63780470 -084.42677063
120 Linear Feature 156
111  33.63821412 -084.42965385 51
111  33.63821547 -084.42975044 51
115  33.63821747 -084.43014704
120 Linear Feature 156
111  33.63783967 -084.42965615 51
111  33.63784103 -084.42975274 51
115  33.63784014 -084.43014068
120 Linear Feature 156
111  33.63828095 -084.43301930 51
115  33.63828966 -084.43348036
120 Linear Feature 156
111  33.64371704 -084.43228925 51
111  33.64372385 -084.43219300 51
115  33.64376323 -084.43174476
120 Linear Feature 156
111  33.64333589 -084.43217686 51
111  33.64335892 -084.43208431 51
115  33.64344592 -084.43173385
120 Linear Feature 156
111  33.64268047 -084.43219794 51
111  33.64267976 -084.43210134 51
115  33.64268384 -084.43172479
120 Linear Feature 156
111  33.64232397 -084.43217646 51
111  33.64232326 -084.43207986 51
115  33.64232037 -084.43172564
120 Linear Feature 156
111  33.64128038 -084.43211890 51
111  33.64126327 -084.43203402 51
115  33.64121056 -084.43172120
120 Linear Feature 156
111  33.64020035 -084.43218519 51
111  33.64019684 -084.43208868 51
115  33.64018774 -084.43172345
120 Linear Feature 156
111  33.63983065 -084.43216882 51
111  33.63982291 -084.43207267 51
115  33.63979743 -084.43171933
120 Linear Feature 156
111  33.63942777 -084.43219030 51
111  33.63942824 -084.43209370 51
115  33.63942795 -084.43171718
120 Linear Feature 156
111  33.63904388 -084.43218645 51
111  33.63904435 -084.43208985 51
115  33.63904638 -084.43171890
120 Linear Feature 156
111  33.63768621 -084.43230776 51
111  33.63762241 -084.43224895 51
111  33.63739853 -084.43204662 51
115  33.63739062 -084.43174612
120 Linear Feature 156
111  33.63799127 -084.43217148 51
111  33.63795393 -084.43208592 51
115  33.63780213 -084.43172221
120 Linear Feature 156
111  33.63790025 -084.43299187 51
111  33.63789990 -084.43308847 51
115  33.63789972 -084.43348231
120 Linear Feature 156
111  33.63834195 -084.43625990 51
111  33.63834161 -084.43635649 51
115  33.63834301 -084.43676939
120 Linear Feature 156
111  33.63875054 -084.43625087 51
115  33.63875195 -084.43676803
120 Linear Feature 156
111  33.63915795 -084.43624139 51
115  33.63915991 -084.43676093
120 Linear Feature 156
111  33.63957333 -084.43622186 51
115  33.63957589 -084.43676868
120 Linear Feature 156
111  33.63999062 -084.43621888 51
115  33.63998932 -084.43676826
120 Linear Feature 156
111  33.64036814 -084.43630834 51
111  33.64039172 -084.43650352 51
115  33.64041721 -084.43676349
120 Linear Feature 156
111  33.64101403 -084.43631420 51
115  33.64101141 -084.43677005
120 Linear Feature 156
111  33.64139948 -084.43632345 51
115  33.64139612 -084.43677291
120 Linear Feature 156
111  33.64366343 -084.43955002 51
111  33.64366462 -084.43964661 51
115  33.64366343 -084.44006052
120 Linear Feature 156
111  33.64329803 -084.43954727 51
115  33.64329207 -084.44005100
120 Linear Feature 156
111  33.64290690 -084.43951287 51
115  33.64290690 -084.44005499
120 Linear Feature 156
111  33.64250104 -084.43956782 51
111  33.64250171 -084.43968959 51
115  33.64250052 -084.44005959
120 Linear Feature 430
111  33.64084310 -084.43980336 20
111  33.64084476 -084.44003141 20
112  33.64082889 -084.44005879  33.64082130 -084.44006791 20
111  33.64080183 -084.44007214 20
111  33.63730414 -084.44006260 20
112  33.63724246 -084.44003012  33.63722148 -084.44001437 20
111  33.63720893 -084.43997111 20
111  33.63721210 -084.43836997 20
112  33.63724701 -084.43831279  33.63727494 -084.43828972 20
111  33.63732001 -084.43827276 20
111  33.64081136 -084.43827655 20
112  33.64083833 -084.43829180  33.64084944 -084.43830705 20
111  33.64084944 -084.43832421 20
115  33.64084468 -084.43856630
120 Linear Feature 567
111  33.64069508 -084.43648898 20
111  33.64069508 -084.43674428 20
112  33.64068857 -084.43675504  33.64068000 -084.43675578 20
111  33.64068042 -084.43674233 20
115  33.64067798 -084.43648996
120 Linear Feature 255
111  33.64397297 -084.43670942 20
111  33.64397503 -084.43647277 20
111  33.64390798 -084.43642817 20
111  33.64390489 -084.43634392 20
111  33.64384610 -084.43634144 20
111  33.64384197 -084.43616426 20
111  33.64375223 -084.43616550 20
111  33.64375533 -084.43634392 20
111  33.64368931 -084.43634516 20
111  33.64369034 -084.43642817 20
111  33.64362124 -084.43647277 20
115  33.64361917 -084.43678376
120 Linear Feature 566
111  33.64075024 -084.43528262 20
111  33.64075268 -084.43503123 20
111  33.64076246 -084.43500384 20
111  33.64078444 -084.43499406 20
111  33.64369174 -084.43499014 20
111  33.64397921 -084.43503220 20
112  33.64401016 -084.43504981  33.64401697 -084.43506071 20
111  33.64402237 -084.43508307 20
111  33.64402400 -084.43666290 20
112  33.64399512 -084.43672407  33.64396831 -084.43675628 20
111  33.64393686 -084.43675192 20
111  33.64368359 -084.43678713 20
111  33.64078770 -084.43678419 20
112  33.64076164 -084.43677050  33.64074980 -084.43675716 20
111  33.64074943 -084.43674311 20
115  33.64075024 -084.43649367
120 Linear Feature 565
111  33.64061524 -084.43646605 20
111  33.64061307 -084.43674206 20
112  33.64060115 -084.43677331  33.64059374 -084.43678220 20
111  33.64057622 -084.43678112 20
111  33.63752714 -084.43678242 20
111  33.63728217 -084.43674467 20
112  33.63722736 -084.43669603  33.63721818 -084.43667693 20
111  33.63720629 -084.43661578 20
111  33.63721280 -084.43514332 20
112  33.63723448 -084.43506520  33.63724794 -084.43504014 20
111  33.63727892 -084.43502224 20
111  33.63752388 -084.43498318 20
111  33.64056863 -084.43498708 20
112  33.64060873 -084.43500531  33.64062174 -084.43501702 20
111  33.64062716 -084.43504957 20
115  33.64062824 -084.43527481
120 Linear Feature 564
111  33.63898794 -084.43810132 22
111  33.63895900 -084.43811021 22
111  33.63878065 -084.43697037 22
115  33.63874901 -084.43697522
120 Linear Feature 563
111  33.64080514 -084.43820443 20
112  33.64083982 -084.43816927  33.64084741 -084.43814454 20
111  33.64083874 -084.43811720 20
111  33.64061328 -084.43689465 20
112  33.64059594 -084.43686601  33.64058780 -084.43685623 20
111  33.64057209 -084.43684908 20
111  33.63892670 -084.43684648 20
112  33.63884056 -084.43689923  33.63880947 -084.43693213 20
111  33.63881072 -084.43698579 20
111  33.63898740 -084.43809243 20
112  33.63902301 -084.43816274  33.63904744 -084.43818764 20
113  33.63909579 -084.43820570 20
120 Linear Feature 562
111  33.64091746 -084.43857134 20
111  33.64091624 -084.43832293 20
111  33.64090155 -084.43832219 20
115  33.64089972 -084.43857281
120 Linear Feature 561
111  33.64384191 -084.43995837 20
111  33.64385145 -084.43963039 20
111  33.64391345 -084.43929526 20
111  33.64401122 -084.43858345 20
111  33.64401599 -084.43839726 20
112  33.64399071 -084.43830961  33.64397366 -084.43827967 20
111  33.64392418 -084.43827695 20
111  33.64101853 -084.43827421 20
112  33.64098449 -084.43828497  33.64097464 -084.43829250 20
111  33.64097106 -084.43830972 20
115  33.64096837 -084.43857226
120 Linear Feature 429
111  33.64384271 -084.43995468 20
112  33.64381314 -084.44003841  33.64378712 -084.44005924 20
111  33.64376667 -084.44006632 20
111  33.64099862 -084.44006832 20
112  33.64097481 -084.44005117  33.64096629 -084.44004093 20
111  33.64096847 -084.44001114 20
115  33.64097481 -084.43973093
120 Linear Feature 156
111  33.64208008 -084.43953165 51
115  33.64207472 -084.44005690
120 Linear Feature 156
111  33.64163259 -084.43952096 51
115  33.64163266 -084.44004659
120 Linear Feature 156
111  33.64049547 -084.43951408 51
115  33.64049709 -084.44004688
120 Linear Feature 156
111  33.63998858 -084.43950136 51
115  33.63998348 -084.44005077
120 Linear Feature 156
111  33.63947244 -084.43950519 51
115  33.63947252 -084.44004726
120 Linear Feature 300
111  33.63862534 -084.44006209 20
111  33.63862302 -084.43971396 20
111  33.63856567 -084.43966835 20
111  33.63856799 -084.43956876 20
111  33.63849360 -084.43957341 20
111  33.63849902 -084.43934815 20
111  33.63839750 -084.43934909 20
111  33.63839673 -084.43957527 20
111  33.63832156 -084.43957062 20
111  33.63832001 -084.43967022 20
111  33.63826499 -084.43971676 20
115  33.63826654 -084.44006209
120 Linear Feature 156
111  33.63895493 -084.43950408 51
115  33.63895424 -084.44004484
120 Linear Feature 156
111  33.63844333 -084.43950493 51
115  33.63844783 -084.44004593
120 Linear Feature 156
111  33.64383615 -084.44219785 51
115  33.64383299 -084.44166092
120 Linear Feature 156
111  33.64345804 -084.44207631 51
111  33.64348008 -084.44198341 51
115  33.64357804 -084.44157432
120 Linear Feature 156
111  33.64301385 -084.44195133 51
115  33.64289786 -084.44162588
120 Linear Feature 308
111  33.64225330 -084.44204075 51
115  33.64225144 -084.44161848
120 Linear Feature 156
111  33.64262012 -084.44212215 51
115  33.64261088 -084.44161476
120 Linear Feature 156
111  33.64187272 -084.44202491 51
115  33.64187150 -084.44161383
120 Linear Feature 156
111  33.64144145 -084.44201233 51
115  33.64152062 -084.44161827
120 Linear Feature 156
111  33.64117332 -084.44198287 51
115  33.64108836 -084.44160044
120 Linear Feature 199
111  33.64056924 -084.44228294 20
111  33.64071063 -084.44186358 20
112  33.64073804 -084.44175960  33.64074281 -084.44172094 20
111  33.64073804 -084.44161750 20
112  33.64072073 -084.44158285  33.64070284 -084.44156423 20
111  33.64069043 -084.44156379 20
111  33.63725753 -084.44155969 20
