I
1050 Generated by WorldEditor 2.1.0r1

1   2077 1 0 GCXO Tenerife Norte-Ciudad de La Laguna
111  28.48520990 -016.34230155 1
115  28.48455485 -016.34258334
120 Linear Feature 72
111  28.48517291 -016.34268504 1
115  28.48466048 -016.34289373
120 Linear Feature 120
111  28.48470053 -016.34268164 20
111  28.48505877 -016.34252977 20
111  28.48540412 -016.34268500 20
111  28.48556685 -016.34261823 20
111  28.48563442 -016.34283375 20
111  28.48547099 -016.34290287 20
115  28.48536514 -016.34318977
120 Linear Feature 71
111  28.48555565 -016.34274492 1
111  28.48543708 -016.34279511 1
115  28.48472653 -016.34309588
120 Linear Feature 70
111  28.48528660 -016.34301846 1
115  28.48477295 -016.34323992
120 Linear Feature 69
111  28.48492092 -016.34368186 1
111  28.48542326 -016.34347003 1
115  28.48555686 -016.34341369
120 Linear Feature 68
111  28.48572263 -016.34381206 1
115  28.48506266 -016.34409648
120 Linear Feature 67
111  28.48605614 -016.34387627 1
111  28.48597801 -016.34390849 1
115  28.48511372 -016.34426500
120 Linear Feature 66
111  28.48517329 -016.34444777 1
115  28.48583498 -016.34416619
120 Linear Feature 65
111  28.48639362 -016.34476873 1
111  28.48629462 -016.34481082 1
115  28.48542019 -016.34518262
120 Linear Feature 63
111  28.48627770 -016.34490368 1
111  28.48616496 -016.34498619 1
115  28.48551508 -016.34546183
120 Linear Feature 62
111  28.48658905 -016.34538819 1
111  28.48652957 -016.34541349 1
115  28.48562527 -016.34579802
120 Linear Feature 61
111  28.48576819 -016.34622459 1
111  28.48663656 -016.34585056 1
115  28.48671807 -016.34581545
120 Linear Feature 60
111  28.48588462 -016.34657717 1
111  28.48673862 -016.34621102 1
115  28.48680671 -016.34618183
120 Linear Feature 59
111  28.48600026 -016.34691526 1
111  28.48685399 -016.34655347 1
115  28.48690129 -016.34653342
120 Linear Feature 58
111  28.48697431 -016.34690027 1
111  28.48688963 -016.34693652 1
115  28.48612012 -016.34726592
120 Linear Feature 57
111  28.48631382 -016.34787776 1
111  28.48705024 -016.34728805 1
115  28.48713007 -016.34722413
120 Linear Feature 56
111  28.48653327 -016.34853590 1
111  28.48720133 -016.34766903 1
115  28.48724707 -016.34760967
120 Linear Feature 55
111  28.48670361 -016.34905933 1
111  28.48723092 -016.34785366 1
115  28.48727338 -016.34775656
120 Linear Feature 54
111  28.48674264 -016.34918303 1
111  28.48731881 -016.34814880 1
115  28.48735031 -016.34809226
120 Linear Feature 53
111  28.48764619 -016.34856358 1
111  28.48758952 -016.34858769 1
115  28.48667723 -016.34897583
120 Linear Feature 52
111  28.48779936 -016.34865798 1
111  28.48771593 -016.34869446 1
115  28.48672566 -016.34912742
120 Linear Feature 51
111  28.48677621 -016.34927779 1
111  28.48765514 -016.34890072 1
115  28.48775877 -016.34885626
120 Linear Feature 50
111  28.48694141 -016.34975786 1
111  28.48724927 -016.34962700 1
111  28.48768054 -016.34944370 1
115  28.48774108 -016.34941797
120 Linear Feature 49
111  28.48701465 -016.34998257 1
111  28.48773061 -016.34967003 1
115  28.48786313 -016.34961218
120 Linear Feature 7
111  28.47897825 -016.32667589 4 103
111  28.47888751 -016.32671651 4 103
115  28.47879477 -016.32675802
120 Linear Feature 6
111  28.48377603 -016.34110774 2
115  28.48358938 -016.34118953
120 Linear Feature 6
111  28.48153087 -016.33538308 4 103
111  28.48155906 -016.33550227 4 103
115  28.48168786 -016.33604680
120 Linear Feature 5
111  28.48734203 -016.35186395 2
115  28.48713787 -016.35195315
120 Linear Feature 4
111  28.48776257 -016.35219373 2
115  28.48769945 -016.35200399
120 Linear Feature 3
111  28.48837349 -016.35402976 2
115  28.48832059 -016.35387787
120 Linear Feature 11
111  28.48431821 -016.35230834 20
111  28.48400953 -016.35132937 22
111  28.48394832 -016.35113521 20
115  28.48364470 -016.35017229
120 Linear Feature 10
111  28.48410161 -016.35228907 1
111  28.48401490 -016.35232444 1
111  28.48395297 -016.35234969 1
111  28.48389736 -016.35237237 1
115  28.48380260 -016.35241101
120 Linear Feature 15
111  28.48399352 -016.35248039 1
115  28.48398142 -016.35244119
120 Linear Feature 14
111  28.48392918 -016.35246199 2
111  28.48398142 -016.35244119 2
115  28.48403533 -016.35241973
120 Linear Feature 14
111  28.48390646 -016.35239199 2
115  28.48401209 -016.35234698
120 Linear Feature 21
111  28.48365362 -016.35261846 22
111  28.48360801 -016.35256406 22
111  28.48351445 -016.35242314 22
115  28.48293037 -016.35055742
120 Linear Feature 13
111  28.48404421 -016.35244753 2
111  28.48403533 -016.35241973 2
111  28.48401209 -016.35234698 2
111  28.48397276 -016.35222390 2
111  28.48386614 -016.35226776 2
111  28.48390646 -016.35239199 2
111  28.48392918 -016.35246199 2
115  28.48393889 -016.35249191
120 Linear Feature 18
112  28.48326194 -016.35041686  28.48332868 -016.35041686 1
111  28.48335144 -016.35046319 1
116  28.48339239 -016.35036431  28.48343519 -016.35032634
120 Linear Feature 17
111  28.48318034 -016.35044973 1
111  28.48326194 -016.35041686 1
111  28.48332816 -016.35039018 1
111  28.48339239 -016.35036431 1
115  28.48347889 -016.35032946
120 Linear Feature 17
111  28.48328460 -016.35077442 1
115  28.48343251 -016.35071745
120 Linear Feature 17
111  28.48338840 -016.35110365 1
115  28.48353624 -016.35104274
120 Linear Feature 12
112  28.48361643 -016.35129423  28.48365074 -016.35134558 1
111  28.48370975 -016.35134181 1
116  28.48366559 -016.35144842  28.48367158 -016.35151287
120 Linear Feature 12
112  28.48389736 -016.35237237  28.48393218 -016.35234348 1
111  28.48393121 -016.35228144 1
116  28.48401490 -016.35232444  28.48407076 -016.35232526
120 Linear Feature 16
111  28.48349382 -016.35142998 1
111  28.48370975 -016.35134181 1
115  28.48379016 -016.35130898
120 Linear Feature 16
111  28.48359620 -016.35175640 1
115  28.48374434 -016.35169538
120 Linear Feature 16
111  28.48369977 -016.35208471 1
115  28.48384898 -016.35202355
120 Linear Feature 19
111  28.48376059 -016.35121592 22
111  28.48385516 -016.35117526 22
115  28.48394832 -016.35113521
120 Linear Feature 20
111  28.48411584 -016.35199996 20
115  28.48391429 -016.35136913
120 Linear Feature 20
111  28.48385516 -016.35117526 20
115  28.48365326 -016.35054443
120 Linear Feature 19
111  28.48382157 -016.35140783 22
111  28.48391429 -016.35136913 22
115  28.48400953 -016.35132937
120 Linear Feature 9
111  28.48413343 -016.35238919 20
111  28.48410161 -016.35228907 20
111  28.48382157 -016.35140783 22
111  28.48379016 -016.35130898 22
111  28.48376059 -016.35121592 20
111  28.48347889 -016.35032946 20
115  28.48345489 -016.35025394
120 Linear Feature 8
111  28.48395297 -016.35234969 1
111  28.48393121 -016.35228144 1
111  28.48384898 -016.35202355 1
111  28.48374434 -016.35169538 1
111  28.48366559 -016.35144842 1
111  28.48361643 -016.35129423 1
111  28.48353624 -016.35104274 1
111  28.48343251 -016.35071745 1
111  28.48335144 -016.35046319 1
115  28.48332816 -016.35039018
120 Linear Feature 2
111  28.48729767 -016.35289798 4 103
111  28.48741000 -016.35324255 4 103
115  28.48744509 -016.35335019
120 Linear Feature 1
111  28.48830549 -016.35542545 4 103
111  28.48840387 -016.35538498 4 103
115  28.48849292 -016.35534835
120 Linear Feature 22
111  28.48888784 -016.35412303 3 102
111  28.48850908 -016.35428493 3 102
111  28.48846303 -016.35414778
112  28.48846303 -016.35414778  28.48844892 -016.35410982 3 102
112  28.48841896 -016.35406619  28.48840470 -016.35404852
111  28.48841896 -016.35406619
112  28.48841896 -016.35406619  28.48839403 -016.35403531 3 102
111  28.48837349 -016.35402976 3 102
111  28.48816629 -016.35411138
112  28.48816629 -016.35411138  28.48810462 -016.35413780 3 102
111  28.48811885 -016.35421456 3 102
111  28.48849292 -016.35534835 3 102
111  28.48855117 -016.35547420 3 102
111  28.48903529 -016.35636501 3 102
111  28.48888211 -016.35742520 3 102
111  28.48785333 -016.35785865 3 102
115  28.48756462 -016.35699674
120 Linear Feature 26
111  28.48736174 -016.35096078 3 102
112  28.48721661 -016.35114621  28.48715434 -016.35128240 3 102
111  28.48719544 -016.35142947 3 102
111  28.48734203 -016.35186395 3 102
111  28.48740658 -016.35205524 3 102
112  28.48744180 -016.35208979  28.48746367 -016.35209892 3 102
111  28.48748675 -016.35209477 3 102
111  28.48769945 -016.35200399 3 102
111  28.48781160 -016.35195613 3 102
115  28.48775616 -016.35179412
120 Linear Feature 28
111  28.47750220 -016.32666103 3 102
111  28.47707359 -016.32537109 3 102
111  28.47809832 -016.32493737 3 102
111  28.47906591 -016.32581329 3 102
111  28.47895861 -016.32647030 3 102
112  28.47895351 -016.32656594  28.47895472 -016.32660132 3 102
111  28.47896379 -016.32663241 3 102
111  28.47897825 -016.32667589 3 102
111  28.48377603 -016.34110774 3 102
111  28.48397962 -016.34172013 3 102
112  28.48408162 -016.34182644  28.48415576 -016.34186688 3 102
111  28.48423140 -016.34184088 3 102
111  28.48432028 -016.34180204 3 102
111  28.48435185 -016.34178825 3 102
115  28.48417900 -016.34127543
120 Linear Feature 29
111  28.48120860 -016.33652950 3 102
112  28.48128424 -016.33650945  28.48131923 -016.33647894 3 102
111  28.48131357 -016.33640670 3 102
111  28.48124422 -016.33574571 3 102
112  28.48139823 -016.33544903  28.48152567 -016.33535038
111  28.48139823 -016.33544903
112  28.48139823 -016.33544903  28.48144392 -016.33541366 3 102
112  28.48153087 -016.33538308  28.48157149 -016.33537227
111  28.48153087 -016.33538308
112  28.48153087 -016.33538308  28.48160355 -016.33536374 3 102
111  28.48165799 -016.33537308 3 102
111  28.47879477 -016.32675802 3 102
111  28.47872575 -016.32655035
112  28.47872575 -016.32655035  28.47869371 -016.32645406 3 102
111  28.47859863 -016.32636358 3 102
111  28.47794944 -016.32573926 3 102
112  28.47787670 -016.32568696  28.47783976 -016.32566679
111  28.47787670 -016.32568696
112  28.47787670 -016.32568696  28.47784853 -016.32567157 3 102
112  28.47780557 -016.32566694  28.47779144 -016.32566706
111  28.47780557 -016.32566694
112  28.47780557 -016.32566694  28.47776031 -016.32566777 3 102
112  28.47769158 -016.32573535  28.47767066 -016.32577350
111  28.47769158 -016.32573535
112  28.47769158 -016.32573535  28.47765694 -016.32579854 3 102
111  28.47767030 -016.32588157 3 102
115  28.47787509 -016.32650147
120 Linear Feature 27
111  28.48270379 -016.34102899 3 102
111  28.48375381 -016.34201196 3 102
112  28.48381511 -016.34200766  28.48384575 -016.34198282 3 102
111  28.48383771 -016.34193645 3 102
111  28.48358938 -016.34118953 3 102
111  28.48208147 -016.33665423 3 102
111  28.48180448 -016.33609404 3 102
112  28.48168786 -016.33604680  28.48160081 -016.33605588 3 102
111  28.48157792 -016.33617096 3 102
111  28.48158063 -016.33702841 3 102
111  28.48163999 -016.33759455 3 102
116  28.48174914 -016.33813388  28.48182199 -016.33839064
120 Linear Feature 25
111  28.48626104 -016.35175054 3 102
111  28.48700426 -016.35291576 3 102
111  28.48712155 -016.35301594 3 102
112  28.48723327 -016.35301677  28.48729638 -016.35298870 3 102
111  28.48729767 -016.35289798 3 102
112  28.48728235 -016.35251792  28.48725768 -016.35237265
111  28.48728235 -016.35251792
112  28.48728235 -016.35251792  28.48727943 -016.35250078 3 102
112  28.48723305 -016.35229828  28.48720398 -016.35218519
111  28.48723305 -016.35229828
112  28.48723305 -016.35229828  28.48720395 -016.35218510 3 102
112  28.48713787 -016.35195315  28.48711065 -016.35185672
111  28.48713787 -016.35195315
112  28.48713787 -016.35195315  28.48713179 -016.35193162 3 102
112  28.48712162 -016.35189509  28.48711694 -016.35187814
111  28.48712162 -016.35189509
112  28.48712162 -016.35189509  28.48707351 -016.35172073 3 102
111  28.48702814 -016.35155596 3 102
111  28.48409130 -016.34271457 3 102
112  28.48403022 -016.34258315  28.48399697 -016.34253294 3 102
111  28.48396269 -016.34249541 3 102
111  28.48291167 -016.34151304 3 102
116  28.48287412 -016.34155260  28.48287062 -016.34159878
120 Linear Feature 24
111  28.48795466 -016.35237685 3 102
111  28.48787590 -016.35214570 3 102
111  28.48754268 -016.35229440 3 102
112  28.48751297 -016.35233591  28.48750510 -016.35236211 3 102
111  28.48751116 -016.35238251 3 102
111  28.48802746 -016.35393694 3 102
112  28.48805836 -016.35396978  28.48808081 -016.35398006 3 102
111  28.48810108 -016.35397548 3 102
111  28.48832059 -016.35387787
112  28.48832059 -016.35387787  28.48833401 -016.35386825 3 102
111  28.48833597 -016.35384331 3 102
115  28.48833663 -016.35376733
120 Linear Feature 31
111  28.48755217 -016.35281917 7 105
112  28.48741000 -016.35324255  28.48718564 -016.35339264
111  28.48741000 -016.35324255
112  28.48741000 -016.35324255  28.48717833 -016.35334866 1 105
111  28.48702943 -016.35313994 1 105
111  28.48630789 -016.35203360
112  28.48630789 -016.35203360  28.48600676 -016.35155532 1 105
111  28.48581159 -016.35102048 1 105
115  28.48559310 -016.35038209
120 Linear Feature 33
111  28.48287296 -016.34216870 1 105
111  28.48268075 -016.34159228 1 105
112  28.48272857 -016.34138756  28.48281635 -016.34131327 1 105
115  28.48291355 -016.34137020
120 Linear Feature 32
112  28.48414912 -016.34256733  28.48410114 -016.34248333 1 101
111  28.48404793 -016.34242792 1 101
111  28.48395307 -016.34233947 1 105
111  28.48291355 -016.34137020 1 105
111  28.48271694 -016.34118688
112  28.48271694 -016.34118688  28.48248189 -016.34095987 1 105
111  28.48237358 -016.34065851 1 105
115  28.48215394 -016.34001002
120 Linear Feature 34
111  28.48189645 -016.33923229 1 105
111  28.48168551 -016.33860197 1 105
112  28.48163844 -016.33841722  28.48161661 -016.33831549 1 105
111  28.48160021 -016.33819428 1 105
111  28.48134866 -016.33578935 1 105
112  28.48155906 -016.33550227  28.48177060 -016.33543888
111  28.48155906 -016.33550227
112  28.48155906 -016.33550227  28.48175058 -016.33545374 7 105
115  28.48184631 -016.33563001
120 Linear Feature 43
112  28.48795683 -016.35251966  28.48796961 -016.35255249
111  28.48795683 -016.35251966
112  28.48795683 -016.35251966  28.48797315 -016.35256157 1
112  28.48801283 -016.35249015  28.48799615 -016.35244798
111  28.48801283 -016.35249015
112  28.48801283 -016.35249015  28.48800922 -016.35248101 1
112  28.48799763 -016.35247226  28.48799148 -016.35246927
111  28.48799763 -016.35247226
114  28.48799763 -016.35247226  28.48797541 -016.35246145 1
120 Linear Feature 43
112  28.48792623 -016.35253354  28.48796002 -016.35262248 1
114  28.48804471 -016.35247546  28.48800994 -016.35238623 1
120 Linear Feature 48
112  28.48724663 -016.34960639  28.48724697 -016.34968686 1
114  28.48734894 -016.34960639  28.48734861 -016.34952391 1
120 Linear Feature 48
112  28.48742526 -016.34998044  28.48742552 -016.35004169 1
114  28.48750325 -016.34998044  28.48750299 -016.34991765 1
120 Linear Feature 48
112  28.48718093 -016.34960875  28.48718173 -016.34978855 1
114  28.48742203 -016.34960875  28.48742123 -016.34942442 1
120 Linear Feature 48
112  28.48737518 -016.34998223  28.48737578 -016.35011911 1
114  28.48755896 -016.34998223  28.48755836 -016.34984191 1
120 Linear Feature 47
111  28.48707014 -016.35015015 1
111  28.48742762 -016.34999740 1
111  28.48778658 -016.34984401 1
115  28.48792182 -016.34978622
120 Linear Feature 46
111  28.48718391 -016.35049565 1
111  28.48791124 -016.35018366 1
115  28.48803713 -016.35012966
120 Linear Feature 45
111  28.48728722 -016.35079229 1
111  28.48787826 -016.35054122 1
112  28.48777154 -016.35030733  28.48765576 -016.35024295 1
112  28.48752558 -016.35033457  28.48748205 -016.35037832 1
111  28.48746681 -016.35044600 1
115  28.48740167 -016.35047283
120 Linear Feature 44
111  28.48815096 -016.35047122 1
111  28.48801557 -016.35052815 1
115  28.48729891 -016.35082948
120 Linear Feature 41
111  28.48799763 -016.35247226 1
111  28.48808678 -016.35226890 1
116  28.48809387 -016.35219851  28.48808962 -016.35216327
120 Linear Feature 42
112  28.48797375 -016.35199837  28.48801632 -016.35199771 1
111  28.48803594 -016.35202665 1
116  28.48806823 -016.35195909  28.48809972 -016.35193256
120 Linear Feature 40
111  28.48830132 -016.35273878 1
111  28.48816507 -016.35233681 1
111  28.48812004 -016.35227615 1
111  28.48809387 -016.35219851 1
111  28.48803594 -016.35202665 1
115  28.48800349 -016.35193037
120 Linear Feature 39
112  28.48850977 -016.35383739  28.48852237 -016.35379679 1
111  28.48849681 -016.35376218 1
111  28.48828623 -016.35352198 1
112  28.48833578 -016.35346536  28.48837272 -016.35345676
111  28.48833578 -016.35346536
112  28.48833578 -016.35346536  28.48835063 -016.35346191 1
112  28.48840105 -016.35348461  28.48841512 -016.35350404
111  28.48840105 -016.35348461
112  28.48840105 -016.35348461  28.48842200 -016.35351354 1
111  28.48841807 -016.35356376 1
115  28.48848020 -016.35363111
120 Linear Feature 38
111  28.48862598 -016.35396015 1
111  28.48864613 -016.35401508 1
112  28.48871779 -016.35410284  28.48871737 -016.35419408
111  28.48871779 -016.35410284
112  28.48871779 -016.35410284  28.48871764 -016.35413582 1
112  28.48868236 -016.35416617  28.48866632 -016.35417595
111  28.48868236 -016.35416617
112  28.48868236 -016.35416617  28.48865403 -016.35418345 1
111  28.48862165 -016.35417210 1
111  28.48855166 -016.35396855
112  28.48855166 -016.35396855  28.48850753 -016.35389770 1
111  28.48842749 -016.35391981
112  28.48842749 -016.35391981  28.48846228 -016.35389410 1
112  28.48850977 -016.35383739  28.48853041 -016.35380869
111  28.48850977 -016.35383739
112  28.48850977 -016.35383739  28.48860707 -016.35370207 1
111  28.48856614 -016.35355117 1
111  28.48844673 -016.35318809
112  28.48844673 -016.35318809  28.48840683 -016.35309730 1
111  28.48833338 -016.35315685 1
111  28.48820891 -016.35330445 1
112  28.48829209 -016.35335668  28.48835758 -016.35333375 1
111  28.48833547 -016.35326489 1
115  28.48838274 -016.35321197
120 Linear Feature 37
111  28.48842749 -016.35391981 1 101
115  28.48813074 -016.35404571
120 Linear Feature 36
112  28.48803894 -016.35428558  28.48801369 -016.35414612 1 101
111  28.48813074 -016.35404571 1 101
116  28.48792536 -016.35394342  28.48785693 -016.35382278
120 Linear Feature 36
112  28.48741136 -016.35239499  28.48739656 -016.35227217 1 101
111  28.48748954 -016.35219969 1 101
116  28.48731608 -016.35210796  28.48726124 -016.35199802
120 Linear Feature 35
111  28.48814310 -016.35192797 1
111  28.48806823 -016.35195909 1
111  28.48797375 -016.35199837 1
111  28.48785049 -016.35204962 1 101
115  28.48748954 -016.35219969
120 Linear Feature 30
111  28.48762615 -016.35651458 1 105
111  28.48787454 -016.35726827 1 105
112  28.48808668 -016.35747689  28.48824251 -016.35753236 1 105
112  28.48844011 -016.35740706  28.48853517 -016.35732624 1 105
112  28.48873101 -016.35694312  28.48879021 -016.35671630
111  28.48873101 -016.35694312
112  28.48873101 -016.35694312  28.48875534 -016.35684990 1 105
112  28.48877093 -016.35662894  28.48876654 -016.35652375
111  28.48877093 -016.35662894
112  28.48877093 -016.35662894  28.48876464 -016.35647820 1 105
111  28.48872428 -016.35635022 1 105
111  28.48840387 -016.35538498 1 101
111  28.48803894 -016.35428558 1 101
111  28.48792536 -016.35394342 1 101
111  28.48755217 -016.35281917 1 101
111  28.48741136 -016.35239499 1 101
111  28.48731608 -016.35210796 1 101
111  28.48414912 -016.34256733 1 101
111  28.48189001 -016.33576166 7 105
111  28.48184631 -016.33563001 1 101
111  28.47888751 -016.32671651 1 105
111  28.47869396 -016.32613339 1 105
112  28.47858803 -016.32587024  28.47854813 -016.32579678 1 105
112  28.47831028 -016.32544806  28.47820318 -016.32534504 1 105
112  28.47788846 -016.32526237  28.47774430 -016.32525524 1 105
111  28.47763300 -016.32529658 1 105
111  28.47744173 -016.32537316 1 105
112  28.47741012 -016.32539949  28.47739730 -016.32541415
111  28.47741012 -016.32539949
112  28.47741012 -016.32539949  28.47739595 -016.32541569 1 105
112  28.47738345 -016.32545797  28.47737947 -016.32547996
111  28.47738345 -016.32545797
112  28.47738345 -016.32545797  28.47736682 -016.32554977 1 105
111  28.47738994 -016.32564806 1 105
115  28.47780698 -016.32689833
120 Linear Feature 23
111  28.48793779 -016.35683682 3 102
111  28.48800499 -016.35702919 3 102
112  28.48811882 -016.35714062  28.48818532 -016.35714612
111  28.48811882 -016.35714062
112  28.48811882 -016.35714062  28.48814475 -016.35714276 3 102
112  28.48821621 -016.35711700  28.48824117 -016.35709303
111  28.48821621 -016.35711700
112  28.48821621 -016.35711700  28.48825525 -016.35707951 3 102
111  28.48826780 -016.35701266 3 102
111  28.48842146 -016.35597913
112  28.48842146 -016.35597913  28.48843960 -016.35583812 3 102
111  28.48840331 -016.35572240 3 102
111  28.48830549 -016.35542545 3 102
111  28.48760023 -016.35328465 3 102
111  28.48744509 -016.35335019 3 102
111  28.48738001 -016.35337769
112  28.48738001 -016.35337769  28.48711905 -016.35345798 3 102
111  28.48696604 -016.35323723 3 102
115  28.48653416 -016.35258316
21  28.47903415 -016.32915803 3 289.4300 3.00 New Light Fixture 4
21  28.47817199 -016.32951843 2 290.7000 3.00 New Light Fixture 3
21  28.48633105 -016.35408075 3 110.5600 3.00 New Light Fixture 1
14  28.48580768 -016.34188364  82.02 0 New Tower Viewpoint 3
1300  28.48802548 -016.35265749 112.56 tie_down props GA Apron 07
1301 A general_aviation 
1300  28.48808495 -016.35282570  23.24 tie_down props GA Apron 06
1301 A general_aviation 
1300  28.48822821 -016.35295369 111.85 tie_down props GA Apron 05
1301 A general_aviation 
1300  28.48838388 -016.35289534 110.70 tie_down props GA Apron 04
1301 A general_aviation 
1300  28.48820891 -016.35330445 -133.99 tie_down props GA Apron 03
1301 A general_aviation 
1300  28.48828623 -016.35352198 135.04 tie_down props GA Apron 02
1301 A general_aviation 
1300  28.48862165 -016.35417210 -68.64 tie_down props GA Apron 01
1301 A general_aviation 
1300  28.48629462 -016.34481082  20.46 gate heavy|jets|turboprops Gate K01
1301 E airline 
1300  28.48742762 -016.34999740 -159.37 gate helos Remote Stand N03
1301 A general_aviation 
1300  28.48724927 -016.34962700 -159.57 gate helos Remote Stand N02
1301 A general_aviation 
1300  28.48460702 -016.34131286 200.56 gate helos Remote Stand N01
1301 A general_aviation 
1300  28.48492512 -016.34175599  20.54 gate jets|turboprops Remote Stand 01A
1301 C airline 
1300  28.48509963 -016.34175858  20.65 gate jets|turboprops Remote Stand 01
1301 E airline 
1300  28.48506936 -016.34232753  20.82 gate jets|turboprops Remote Stand 02A
1301 B airline 
1300  28.48520990 -016.34230155  20.66 gate jets|turboprops Remote Stand 02
1301 C airline 
1300  28.48517291 -016.34268504  19.77 gate jets|turboprops Remote Stand 03A
1301 B airline 
1300  28.48528660 -016.34301846  20.73 gate jets|turboprops Remote Stand 03B
1301 B airline 
1300  28.48543708 -016.34279511  20.31 gate jets|turboprops Remote Stand 03
1301 E airline 
1300  28.48542326 -016.34347003  20.31 gate jets|turboprops Remote Stand 04
1301 C airline 
1300  28.48572263 -016.34381206  20.78 gate jets|turboprops Remote Stand 05A
1301 B airline 
1300  28.48597801 -016.34390849  19.92 gate jets|turboprops Remote Stand 05
1301 E airline 
1300  28.48583498 -016.34416619  20.62 gate jets|turboprops Remote Stand 05B
1301 B airline 
1300  28.48641228 -016.34468168 -19.22 gate jets|turboprops Gate T01
1301 C airline 
1300  28.48616496 -016.34498619  33.00 gate jets|turboprops Gate T02
1301 C airline 
1300  28.48652957 -016.34541349  20.52 gate jets|turboprops Gate T03
1301 D airline 
1300  28.48663656 -016.34585056  20.76 gate jets|turboprops Gate 07
1301 B airline 
1300  28.48673862 -016.34621102  20.69 gate jets|turboprops Gate 08
1301 B airline 
1300  28.48685399 -016.34655347  20.58 gate jets|turboprops Gate 09
1301 B airline 
1300  28.48688963 -016.34693652  20.69 gate jets|turboprops Gate 10
1301 B airline 
1300  28.48705024 -016.34728805  35.02 gate jets|turboprops Gate T04
1301 C airline 
1300  28.48720133 -016.34766903  48.83 gate jets|turboprops Gate T05
1301 C airline 
1300  28.48723092 -016.34785366  63.55 gate jets|turboprops Gate K02
1301 E airline 
1300  28.48731881 -016.34814880  57.70 gate jets|turboprops Gate T06
1301 C airline 
1300  28.48765514 -016.34890072  20.55 gate jets|turboprops Remote Stand 12B
1301 B airline 
1300  28.48758952 -016.34858769  20.56 gate jets|turboprops Remote Stand 12A
1301 B airline 
1300  28.48771593 -016.34869446  21.08 gate jets|turboprops Remote Stand 12
1301 D airline 
1300  28.48778658 -016.34984401  20.56 gate jets|turboprops Remote Stand 15
1301 C airline 
1300  28.48773061 -016.34967003  21.06 gate jets|turboprops Remote Stand 14
1301 D airline 
1300  28.48768054 -016.34944370  20.48 gate jets|turboprops Remote Stand 13
1301 C airline 
1300  28.48791124 -016.35018366  20.72 gate jets|turboprops Remote Stand 16
1301 D airline 
1300  28.48787826 -016.35054122  20.46 gate jets|turboprops Remote Stand 17
1301 B airline 
1300  28.48801557 -016.35052815  20.28 gate jets|turboprops Remote Stand 18
1301 C airline 
18  28.48580768 -016.34188364 1 New Airport Beacon 4
19  28.48602744 -016.35397744 0 New Windsock 6
19  28.47813398 -016.33012095 0 New Windsock 5
50 11857 ATIS
54 12000 Tenerife North Tower
54 11870 Tenerife North Tower
53 12170 Tenerife North Ground
52 12185 Clearance Delivery
55 12885 Tenerife North Approach
55 12480 Tenerife North Approach
99
