A
1050 Generated by WorldEditor 2.2.0r2

1   7679 0 0 KGUC Gunnison-Crested Butte Regional
111  38.54018790 -106.91562670 54
111  38.54020416 -106.91570531 54
111  38.54015902 -106.91575882 54
115  38.54002854 -106.91591352
120 Linear Feature 9
111  38.53844354 -106.92315261 54
111  38.53837754 -106.92344002 54
115  38.53824571 -106.92359404
120 Linear Feature 8
111  38.53719689 -106.92851923 54
111  38.53713482 -106.92880353 54
115  38.53700407 -106.92895897
120 Linear Feature 7
111  38.53599183 -106.93332503 54
111  38.53603693 -106.93354826 54
111  38.53605278 -106.93362671 54
111  38.53600786 -106.93367876 54
115  38.53587636 -106.93383117
120 Linear Feature 6
111  38.53553344 -106.93530347 54
111  38.53557938 -106.93552329 54
111  38.53559540 -106.93559997 54
111  38.53554875 -106.93565554 54
115  38.53541759 -106.93581179
120 Linear Feature 5
111  38.53414110 -106.94131840 54
111  38.53418478 -106.94153893 54
111  38.53416880 -106.94160549 54
115  38.53411543 -106.94182785
120 Linear Feature 4
111  38.53329290 -106.94498197 54
111  38.53332982 -106.94520717 54
115  38.53329698 -106.94534761
120 Linear Feature 3
111  38.53495678 -106.93867130 54
115  38.53516021 -106.93874612
120 Linear Feature 3
111  38.53578058 -106.94030254 4
111  38.53510327 -106.94009913 54
115  38.53465468 -106.93996442
120 Linear Feature 3
111  38.53515022 -106.93989752 55
111  38.53510327 -106.94009913 55
115  38.53423651 -106.94385388
120 Linear Feature 3
111  38.53659679 -106.93366365 55
111  38.53650323 -106.93406425 55
111  38.53620756 -106.93533012 55
115  38.53606464 -106.93594205
120 Linear Feature 3
111  38.53787327 -106.92815935 55
115  38.53786565 -106.92822050
120 Linear Feature 3
111  38.53670715 -106.93328489 55
115  38.53672951 -106.93335983
120 Linear Feature 3
111  38.53357018 -106.94556879 55
115  38.53351063 -106.94554686
120 Linear Feature 46
111  38.53462497 -106.94439163 1
115  38.53468277 -106.94421635
120 Linear Feature 46
111  38.53499352 -106.94436977 1
115  38.53502712 -106.94426374
120 Linear Feature 46
111  38.53471995 -106.94423471 1
115  38.53475354 -106.94412868
120 Linear Feature 46
111  38.53486368 -106.94430567 1
115  38.53489727 -106.94419963
120 Linear Feature 45
111  38.53449831 -106.94412529 1
111  38.53468277 -106.94421635 1
111  38.53471995 -106.94423471 1
111  38.53486368 -106.94430567 1
111  38.53499352 -106.94436977 1
115  38.53506262 -106.94440388
120 Linear Feature 44
112  38.53396002 -106.94344432  38.53404289 -106.94327449 51
115  38.53418461 -106.94330743
120 Linear Feature 43
111  38.53487684 -106.94356919 51
111  38.53418461 -106.94330743
112  38.53418461 -106.94330743  38.53404073 -106.94322628 51
115  38.53405760 -106.94302346
120 Linear Feature 42
111  38.53484641 -106.94366450 1
115  38.53496688 -106.94373123
120 Linear Feature 40
112  38.53407922 -106.94293021  38.53416192 -106.94274508 51
115  38.53430389 -106.94278667
120 Linear Feature 39
111  38.53504864 -106.94306380 51
111  38.53430389 -106.94278667
112  38.53430389 -106.94278667  38.53415831 -106.94269254 51
115  38.53417640 -106.94251106
120 Linear Feature 41
111  38.53499430 -106.94331297 1
115  38.53521601 -106.94342732
120 Linear Feature 38
111  38.53530764 -106.94316570 1
115  38.53516971 -106.94310249
120 Linear Feature 37
111  38.53419802 -106.94241781 51
116  38.53443551 -106.94226961  38.53460236 -106.94230938
120 Linear Feature 36
111  38.53380015 -106.94146615 51
112  38.53319608 -106.94186493  38.53300209 -106.94237960
111  38.53319608 -106.94186493 51
115  38.53300589 -106.94268283
120 Linear Feature 35
111  38.53517226 -106.94254784 51
111  38.53443551 -106.94226961
112  38.53443551 -106.94226961  38.53427504 -106.94218781 51
115  38.53429856 -106.94198420
120 Linear Feature 34
112  38.53401065 -106.94154601  38.53407695 -106.94155737 51
112  38.53418478 -106.94153893  38.53423486 -106.94152467
111  38.53418478 -106.94153893
112  38.53418478 -106.94153893  38.53432810 -106.94149542 57
112  38.53444932 -106.94128633  38.53448693 -106.94120971
111  38.53444932 -106.94128633
112  38.53444932 -106.94128633  38.53446578 -106.94125281 51
115  38.53447343 -106.94122998
120 Linear Feature 33
111  38.53456232 -106.94084661 51
116  38.53478333 -106.94070520  38.53493592 -106.94072932
120 Linear Feature 32
111  38.53532188 -106.94112979 51
112  38.53520657 -106.94086533  38.53507030 -106.94077553
111  38.53520657 -106.94086533 51
111  38.53478333 -106.94070520
112  38.53478333 -106.94070520  38.53464520 -106.94062080 51
115  38.53465718 -106.94043750
120 Linear Feature 31
112  38.53473450 -106.94010398  38.53481066 -106.93991500 51
115  38.53496338 -106.93996009
120 Linear Feature 30
111  38.53512286 -106.94060193 51
111  38.53513128 -106.94056576 51
111  38.53520508 -106.94024859
112  38.53520508 -106.94024859  38.53522641 -106.94011226 51
115  38.53512443 -106.94002181
120 Linear Feature 29
111  38.53482810 -106.93970031 51
112  38.53496338 -106.93996009  38.53511109 -106.94004531
111  38.53496338 -106.93996009 51
111  38.53512443 -106.94002181 51
111  38.53540686 -106.94013005
112  38.53540686 -106.94013005  38.53551656 -106.94019237 51
111  38.53550656 -106.94033624 51
111  38.53542775 -106.94067520 51
111  38.53532188 -106.94112979 51
111  38.53525815 -106.94140363 51
111  38.53517673 -106.94175346
112  38.53517673 -106.94175346  38.53510564 -106.94194433 51
111  38.53494799 -106.94189957 51
111  38.53436214 -106.94167768 57
111  38.53416880 -106.94160549 51
111  38.53401065 -106.94154601 51
111  38.53380015 -106.94146615
112  38.53380015 -106.94146615  38.53339376 -106.94123555 51
111  38.53346013 -106.94074083 51
115  38.53364507 -106.93995221
120 Linear Feature 28
111  38.53519124 -106.93544975 51
112  38.53459188 -106.93584583  38.53439297 -106.93635813
111  38.53459188 -106.93584583 51
115  38.53442168 -106.93657633
120 Linear Feature 27
111  38.53586815 -106.93521459 51
112  38.53585594 -106.93524496  38.53584766 -106.93526374
111  38.53585594 -106.93524496
112  38.53585594 -106.93524496  38.53582608 -106.93531275 57
112  38.53557938 -106.93552329  38.53541897 -106.93557214
111  38.53557938 -106.93552329
112  38.53557938 -106.93552329  38.53552858 -106.93553876 51
116  38.53540419 -106.93552908  38.53533794 -106.93551539
120 Linear Feature 25
111  38.53631963 -106.93544869 1
111  38.53637189 -106.93581572
112  38.53637189 -106.93581572  38.53637189 -106.93584367 1
115  38.53633464 -106.93584818
120 Linear Feature 24
111  38.53621637 -106.93579603 1
111  38.53624027 -106.93577651 1
111  38.53625564 -106.93581636 1
111  38.53633464 -106.93584818 1
115  38.53657629 -106.93594527
120 Linear Feature 24
111  38.53631963 -106.93544869 1
115  38.53665950 -106.93558519
120 Linear Feature 23
111  38.53620756 -106.93533012 1
111  38.53631963 -106.93544869 1
111  38.53639534 -106.93552847 1
111  38.53658087 -106.93572471
112  38.53658087 -106.93572471  38.53672645 -106.93556998 1
112  38.53646322 -106.93548342  38.53636692 -106.93559561
111  38.53646322 -106.93548342
112  38.53646322 -106.93548342  38.53643070 -106.93551947 1
115  38.53639534 -106.93552847
120 Linear Feature 22
111  38.53669595 -106.93509523 1
115  38.53669455 -106.93507881
120 Linear Feature 22
111  38.53670169 -106.93509461 1
115  38.53670029 -106.93507818
120 Linear Feature 22
111  38.53670743 -106.93509377 1
115  38.53670603 -106.93507734
120 Linear Feature 22
111  38.53671392 -106.93509290 1
111  38.53671317 -106.93508454 1
115  38.53671243 -106.93507629
120 Linear Feature 21
111  38.53671317 -106.93508454 1
115  38.53627748 -106.93514569
120 Linear Feature 20
111  38.53668328 -106.93517297 1
111  38.53667868 -106.93517076 1
115  38.53667457 -106.93516879
120 Linear Feature 19
111  38.53662972 -106.93537058 1
115  38.53667868 -106.93517076
120 Linear Feature 18
111  38.53675752 -106.93475784 1
111  38.53675727 -106.93475257 1
115  38.53675705 -106.93474787
120 Linear Feature 17
111  38.53647285 -106.93476448 1
115  38.53675727 -106.93475257
120 Linear Feature 16
111  38.53686167 -106.93473631 1
111  38.53686285 -106.93473148 1
115  38.53686412 -106.93472640
120 Linear Feature 16
111  38.53682352 -106.93472196 1
115  38.53682597 -106.93471205
120 Linear Feature 16
111  38.53683755 -106.93472698 1
111  38.53683868 -106.93472239 1
115  38.53683999 -106.93471707
120 Linear Feature 16
111  38.53685103 -106.93473216 1
115  38.53685348 -106.93472225
120 Linear Feature 16
111  38.53677181 -106.93470263 1
115  38.53677425 -106.93469271
120 Linear Feature 15
111  38.53640948 -106.93456203 1
111  38.53683868 -106.93472239 1
115  38.53686285 -106.93473148
120 Linear Feature 14
111  38.53653070 -106.93407633 1
115  38.53650323 -106.93406425
120 Linear Feature 13
111  38.53658910 -106.93435994 20
111  38.53671988 -106.93440816 20
111  38.53676132 -106.93456814 20
111  38.53680131 -106.93458699 20
111  38.53678466 -106.93465693 20
111  38.53687348 -106.93469019 20
111  38.53689329 -106.93471637 20
111  38.53688321 -106.93476249 20
111  38.53685584 -106.93477111 20
111  38.53676459 -106.93473927 20
111  38.53674894 -106.93481058 20
111  38.53670681 -106.93479655 20
111  38.53662270 -106.93488211 20
111  38.53655232 -106.93486688 20
111  38.53663418 -106.93497592 20
111  38.53669248 -106.93496990 20
111  38.53669565 -106.93502400 20
111  38.53680575 -106.93500986 20
111  38.53681272 -106.93513223 20
111  38.53670444 -106.93514728 20
111  38.53670736 -106.93520381 20
111  38.53665516 -106.93521071 20
111  38.53661567 -106.93532858 20
115  38.53643501 -106.93535767
120 Linear Feature 12
112  38.53565790 -106.93347430  38.53520085 -106.93337147 51
111  38.53504516 -106.93388269 51
111  38.53486342 -106.93465443 51
112  38.53519124 -106.93544975  38.53562971 -106.93569917
111  38.53519124 -106.93544975 51
111  38.53540419 -106.93552908
112  38.53540419 -106.93552908  38.53546519 -106.93556347 51
112  38.53554875 -106.93565554  38.53558483 -106.93570344
111  38.53554875 -106.93565554
112  38.53554875 -106.93565554  38.53565389 -106.93579511 57
112  38.53566600 -106.93604982  38.53566572 -106.93613024
111  38.53566600 -106.93604982
112  38.53566600 -106.93604982  38.53566590 -106.93607756 51
115  38.53566423 -106.93609409
120 Linear Feature 11
112  38.53586142 -106.93355254  38.53592844 -106.93356666 51
112  38.53603693 -106.93354826  38.53608804 -106.93353315
111  38.53603693 -106.93354826
112  38.53603693 -106.93354826  38.53618829 -106.93350351 57
112  38.53630723 -106.93328815  38.53634054 -106.93321719
111  38.53630723 -106.93328815
112  38.53630723 -106.93328815  38.53631874 -106.93326363 51
115  38.53632417 -106.93324782
120 Linear Feature 10
111  38.53612176 -106.93411951 51
112  38.53612395 -106.93407518  38.53612431 -106.93404740
111  38.53612395 -106.93407518
112  38.53612395 -106.93407518  38.53612500 -106.93399426 57
112  38.53600786 -106.93367876  38.53590210 -106.93353916
111  38.53600786 -106.93367876
112  38.53600786 -106.93367876  38.53597140 -106.93363063 51
112  38.53586150 -106.93355282  38.53579927 -106.93351879
111  38.53586150 -106.93355282 51
111  38.53565790 -106.93347430
112  38.53565790 -106.93347430  38.53521791 -106.93323591 51
111  38.53532192 -106.93268003 51
115  38.53548743 -106.93196812
120 Linear Feature 8
111  38.53599998 -106.92975242 51
111  38.53617590 -106.92900742 51
116  38.53678100 -106.92859732  38.53724618 -106.92868821
120 Linear Feature 7
111  38.53724831 -106.92925494 51
111  38.53725197 -106.92920815
112  38.53725197 -106.92920815  38.53725505 -106.92912545 57
112  38.53713482 -106.92880353  38.53702331 -106.92865858
111  38.53713482 -106.92880353
112  38.53713482 -106.92880353  38.53709739 -106.92875488 51
112  38.53698436 -106.92867319  38.53692034 -106.92863653
111  38.53698436 -106.92867319 51
111  38.53678100 -106.92859732
112  38.53678100 -106.92859732  38.53650522 -106.92845395 51
112  38.53644756 -106.92781571  38.53649199 -106.92751544
111  38.53644756 -106.92781571 51
115  38.53661450 -106.92709238
120 Linear Feature 6
111  38.53724342 -106.92437890 51
111  38.53741953 -106.92362943
112  38.53741953 -106.92362943  38.53760844 -106.92310615 51
115  38.53802100 -106.92323042
120 Linear Feature 5
111  38.53848896 -106.92390162 51
111  38.53849240 -106.92386701
112  38.53849240 -106.92386701  38.53849763 -106.92378893 57
112  38.53837754 -106.92344002  38.53825855 -106.92328612
111  38.53837754 -106.92344002
112  38.53837754 -106.92344002  38.53833919 -106.92339042 51
112  38.53822201 -106.92330932  38.53815544 -106.92327355
111  38.53822201 -106.92330932 51
111  38.53802100 -106.92323042
112  38.53802100 -106.92323042  38.53759358 -106.92298154 51
111  38.53768799 -106.92247013 51
115  38.53786407 -106.92170737
120 Linear Feature 4
112  38.54001316 -106.91563310  38.54007990 -106.91564569 51
112  38.54018790 -106.91562670  38.54023855 -106.91561164
111  38.54018790 -106.91562670
112  38.54018790 -106.91562670  38.54034291 -106.91558061 57
112  38.54045743 -106.91536704  38.54048806 -106.91530019
111  38.54045743 -106.91536704 51
115  38.54047144 -106.91533311
120 Linear Feature 3
111  38.53902607 -106.91668960 51
111  38.53919122 -106.91598104
112  38.53919122 -106.91598104  38.53936551 -106.91543567 51
115  38.53980100 -106.91555262
120 Linear Feature 2
111  38.54027231 -106.91619273 51
112  38.54027444 -106.91615097  38.54027483 -106.91612474
111  38.54027444 -106.91615097
112  38.54027444 -106.91615097  38.54027561 -106.91607275 57
112  38.54015902 -106.91575882  38.54005388 -106.91561951
111  38.54015902 -106.91575882
112  38.54015902 -106.91575882  38.54012264 -106.91571061 51
112  38.54001316 -106.91563310  38.53995080 -106.91559836
111  38.54001316 -106.91563310 51
111  38.53980100 -106.91555262
112  38.53980100 -106.91555262  38.53940001 -106.91533135 51
111  38.53946626 -106.91480751 51
115  38.53948985 -106.91470565
120 Linear Feature 1
111  38.53990447 -106.91377053 51
111  38.54040974 -106.91396074 51
112  38.54054459 -106.91408177  38.54061020 -106.91416636
111  38.54054459 -106.91408177
112  38.54054459 -106.91408177  38.54061917 -106.91417792 57
112  38.54064727 -106.91457404  38.54060547 -106.91481181
111  38.54064727 -106.91457404 51
111  38.54047144 -106.91533311 51
111  38.54027231 -106.91619273 51
111  38.53848896 -106.92390162 51
111  38.53724831 -106.92925494 51
111  38.53632417 -106.93324782 51
111  38.53612187 -106.93412030 51
111  38.53586815 -106.93521459 51
111  38.53566423 -106.93609409 51
111  38.53482810 -106.93970031 51
111  38.53473450 -106.94010398 51
111  38.53465718 -106.94043750 51
111  38.53456232 -106.94084661 51
111  38.53447343 -106.94122998 51
111  38.53429856 -106.94198420 51
111  38.53419802 -106.94241781 51
111  38.53417640 -106.94251106 51
111  38.53407922 -106.94293021 51
111  38.53405760 -106.94302346 51
111  38.53396002 -106.94344432 51
111  38.53363397 -106.94485054
112  38.53363397 -106.94485054  38.53356937 -106.94508402 57
112  38.53332982 -106.94520717  38.53321961 -106.94524168
111  38.53332982 -106.94520717
112  38.53332982 -106.94520717  38.53322993 -106.94523424 51
111  38.53314855 -106.94520780 51
115  38.53266400 -106.94502423
120 Linear Feature 50
111  38.53438273 -106.94372706 1
115  38.53440046 -106.94365597
120 Linear Feature 50
111  38.53448559 -106.94376651 1
115  38.53450332 -106.94369541
120 Linear Feature 50
111  38.53459139 -106.94380658 1
115  38.53460912 -106.94373549
120 Linear Feature 50
111  38.53469718 -106.94384603 1
115  38.53471491 -106.94377493
120 Linear Feature 49
111  38.53441282 -106.94373827 1
111  38.53438273 -106.94372706 1
115  38.53435131 -106.94371535
120 Linear Feature 49
111  38.53451568 -106.94377772 1
111  38.53448559 -106.94376651 1
115  38.53445416 -106.94375480
120 Linear Feature 49
111  38.53462148 -106.94381779 1
111  38.53459139 -106.94380658 1
115  38.53455996 -106.94379488
120 Linear Feature 49
111  38.53472728 -106.94385724 1
111  38.53469718 -106.94384603 1
115  38.53466576 -106.94383432
120 Linear Feature 50
111  38.53516270 -106.94232567 1
115  38.53518040 -106.94225397
120 Linear Feature 50
111  38.53504293 -106.94284376 1
115  38.53506066 -106.94277266
120 Linear Feature 50
111  38.53493046 -106.94110231 1
115  38.53494816 -106.94103061
120 Linear Feature 50
111  38.53481027 -106.94162149 1
115  38.53482798 -106.94154979
120 Linear Feature 50
111  38.53474263 -106.94216468 1
115  38.53476034 -106.94209298
120 Linear Feature 50
111  38.53462375 -106.94268475 1
115  38.53464148 -106.94261366
120 Linear Feature 50
111  38.53503464 -106.94114272 1
115  38.53505235 -106.94107102
120 Linear Feature 50
111  38.53491446 -106.94166191 1
115  38.53493216 -106.94159020
120 Linear Feature 50
111  38.53484682 -106.94220509 1
115  38.53486452 -106.94213339
120 Linear Feature 50
111  38.53472661 -106.94272420 1
115  38.53474433 -106.94265311
120 Linear Feature 50
111  38.53514029 -106.94118314 1
115  38.53515800 -106.94111144
120 Linear Feature 50
111  38.53502011 -106.94170232 1
115  38.53503781 -106.94163062
120 Linear Feature 50
111  38.53495247 -106.94224551 1
115  38.53497017 -106.94217381
120 Linear Feature 50
111  38.53483240 -106.94276427 1
115  38.53485013 -106.94269318
120 Linear Feature 50
111  38.53505812 -106.94228529 1
115  38.53507582 -106.94221359
120 Linear Feature 50
111  38.53493820 -106.94280372 1
115  38.53495593 -106.94273263
120 Linear Feature 49
111  38.53519275 -106.94233698 1
111  38.53516270 -106.94232567 1
115  38.53513132 -106.94231387
120 Linear Feature 49
111  38.53507302 -106.94285497 1
111  38.53504293 -106.94284376 1
115  38.53501150 -106.94283205
120 Linear Feature 49
111  38.53496051 -106.94111361 1
111  38.53493046 -106.94110231 1
115  38.53489908 -106.94109051
120 Linear Feature 49
111  38.53484033 -106.94163280 1
111  38.53481027 -106.94162149 1
115  38.53477889 -106.94160969
120 Linear Feature 49
111  38.53477269 -106.94217598 1
111  38.53474263 -106.94216468 1
115  38.53471125 -106.94215288
120 Linear Feature 49
111  38.53465384 -106.94269596 1
111  38.53462375 -106.94268475 1
115  38.53459232 -106.94267305
120 Linear Feature 49
111  38.53506470 -106.94115403 1
111  38.53503464 -106.94114272 1
115  38.53500326 -106.94113092
120 Linear Feature 49
111  38.53494451 -106.94167321 1
111  38.53491446 -106.94166191 1
115  38.53488308 -106.94165010
120 Linear Feature 49
111  38.53487687 -106.94221640 1
111  38.53484682 -106.94220509 1
115  38.53481544 -106.94219329
120 Linear Feature 49
111  38.53475670 -106.94273541 1
111  38.53472661 -106.94272420 1
115  38.53469518 -106.94271249
120 Linear Feature 49
111  38.53517035 -106.94119444 1
111  38.53514029 -106.94118314 1
115  38.53510891 -106.94117133
120 Linear Feature 49
111  38.53505016 -106.94171363 1
111  38.53502011 -106.94170232 1
115  38.53498873 -106.94169052
120 Linear Feature 49
111  38.53498252 -106.94225681 1
111  38.53495247 -106.94224551 1
115  38.53492109 -106.94223370
120 Linear Feature 49
111  38.53486250 -106.94277548 1
111  38.53483240 -106.94276427 1
115  38.53480098 -106.94275257
120 Linear Feature 49
111  38.53508817 -106.94229660 1
111  38.53505812 -106.94228529 1
115  38.53502674 -106.94227349
120 Linear Feature 49
111  38.53496830 -106.94281493 1
111  38.53493820 -106.94280372 1
115  38.53490678 -106.94279202
120 Linear Feature 48
111  38.53512111 -106.94225735 1
115  38.53513851 -106.94218661
120 Linear Feature 48
111  38.53500128 -106.94277602 1
115  38.53501870 -106.94270587
120 Linear Feature 48
111  38.53476027 -106.94381833 1
115  38.53477769 -106.94374818
120 Linear Feature 48
111  38.53501497 -106.94221757 1
115  38.53503237 -106.94214682
120 Linear Feature 48
111  38.53489500 -106.94273657 1
115  38.53491242 -106.94266642
120 Linear Feature 48
111  38.53465398 -106.94377888 1
115  38.53467140 -106.94370873
120 Linear Feature 48
111  38.53509862 -106.94111731 1
115  38.53511601 -106.94104656
120 Linear Feature 48
111  38.53497843 -106.94163649 1
115  38.53499583 -106.94156574
120 Linear Feature 48
111  38.53491079 -106.94217968 1
115  38.53492819 -106.94210893
120 Linear Feature 48
111  38.53479067 -106.94269900 1
115  38.53480809 -106.94262885
120 Linear Feature 48
111  38.53454965 -106.94374131 1
115  38.53456707 -106.94367116
120 Linear Feature 48
111  38.53499199 -106.94107815 1
115  38.53500938 -106.94100741
120 Linear Feature 48
111  38.53487180 -106.94159734 1
115  38.53488920 -106.94152659
120 Linear Feature 48
111  38.53480416 -106.94214052 1
115  38.53482156 -106.94206978
120 Linear Feature 48
111  38.53468389 -106.94266018 1
115  38.53470131 -106.94259003
120 Linear Feature 48
111  38.53444287 -106.94370249 1
115  38.53446029 -106.94363234
120 Linear Feature 48
111  38.53470047 -106.94209948 1
115  38.53471786 -106.94202873
120 Linear Feature 48
111  38.53458005 -106.94261948 1
115  38.53459747 -106.94254933
120 Linear Feature 48
111  38.53433904 -106.94366179 1
115  38.53435646 -106.94359164
120 Linear Feature 47
111  38.53516586 -106.94219684 1
111  38.53513851 -106.94218661 1
115  38.53510836 -106.94217533
120 Linear Feature 47
111  38.53504610 -106.94271602 1
111  38.53501870 -106.94270587 1
115  38.53498852 -106.94269469
120 Linear Feature 47
111  38.53480508 -106.94375833 1
111  38.53477769 -106.94374818 1
115  38.53474750 -106.94373699
120 Linear Feature 47
111  38.53505972 -106.94215705 1
111  38.53503237 -106.94214682 1
115  38.53500222 -106.94213554
120 Linear Feature 47
111  38.53493981 -106.94267657 1
111  38.53491242 -106.94266642 1
115  38.53488223 -106.94265524
120 Linear Feature 47
111  38.53469879 -106.94371888 1
111  38.53467140 -106.94370873 1
115  38.53464121 -106.94369755
120 Linear Feature 47
111  38.53514337 -106.94105679 1
111  38.53511601 -106.94104656 1
115  38.53508587 -106.94103528
120 Linear Feature 47
111  38.53502318 -106.94157598 1
111  38.53499583 -106.94156574 1
115  38.53496568 -106.94155447
120 Linear Feature 47
111  38.53495554 -106.94211916 1
111  38.53492819 -106.94210893 1
115  38.53489804 -106.94209765
120 Linear Feature 47
111  38.53483548 -106.94263900 1
111  38.53480809 -106.94262885 1
115  38.53477790 -106.94261767
120 Linear Feature 47
111  38.53459446 -106.94368131 1
111  38.53456707 -106.94367116 1
115  38.53453689 -106.94365998
120 Linear Feature 47
111  38.53503674 -106.94101764 1
111  38.53500938 -106.94100741 1
115  38.53497924 -106.94099613
120 Linear Feature 47
111  38.53491655 -106.94153683 1
111  38.53488920 -106.94152659 1
115  38.53485905 -106.94151531
120 Linear Feature 47
111  38.53484891 -106.94208001 1
111  38.53482156 -106.94206978 1
115  38.53479141 -106.94205850
120 Linear Feature 47
111  38.53472870 -106.94260018 1
111  38.53470131 -106.94259003 1
115  38.53467112 -106.94257885
120 Linear Feature 47
111  38.53448769 -106.94364249 1
111  38.53446029 -106.94363234 1
115  38.53443011 -106.94362116
120 Linear Feature 47
111  38.53474522 -106.94203896 1
111  38.53471786 -106.94202873 1
115  38.53468772 -106.94201745
120 Linear Feature 47
111  38.53462486 -106.94255948 1
111  38.53459747 -106.94254933 1
115  38.53456729 -106.94253815
120 Linear Feature 47
111  38.53438385 -106.94360179 1
111  38.53435646 -106.94359164 1
115  38.53432627 -106.94358046
120 Linear Feature 2
111  38.53965027 -106.91488305 3 102
116  38.53966289 -106.91506342  38.53968138 -106.91515505
120 Linear Feature 2
111  38.53787043 -106.92255521 3 102
116  38.53788305 -106.92273558  38.53790153 -106.92282720
120 Linear Feature 2
111  38.53662569 -106.92792105 3 102
116  38.53663831 -106.92810142  38.53665679 -106.92819304
120 Linear Feature 2
111  38.53552818 -106.93266173 3 102
116  38.53554381 -106.93285266  38.53556229 -106.93294428
120 Linear Feature 2
111  38.53503762 -106.93477728 3 102
116  38.53505475 -106.93495477  38.53507549 -106.93504351
120 Linear Feature 2
111  38.53364612 -106.94080203 3 102
116  38.53366325 -106.94097952  38.53368399 -106.94106826
120 Linear Feature 1
112  38.53986394 -106.91419512  38.53981111 -106.91425805 3 102
115  38.53977456 -106.91434357
120 Linear Feature 1
112  38.53947873 -106.91588361  38.53942590 -106.91594653 3 102
115  38.53938484 -106.91603397
120 Linear Feature 1
112  38.53769496 -106.92355292  38.53764213 -106.92361584 3 102
115  38.53760377 -106.92369867
120 Linear Feature 1
112  38.53645634 -106.92891394  38.53640441 -106.92897110 3 102
115  38.53636515 -106.92905970
120 Linear Feature 1
112  38.53532170 -106.93379632  38.53526977 -106.93385348 3 102
115  38.53523364 -106.93393674
120 Linear Feature 1
112  38.53483697 -106.93588653  38.53478504 -106.93594369 3 102
115  38.53474891 -106.93602695
120 Linear Feature 1
112  38.53347176 -106.94178994  38.53341983 -106.94184250 3 102
115  38.53338371 -106.94193036
120 Linear Feature 52
111  38.53279227 -106.94448237 3 102
116  38.53280328 -106.94462194  38.53281668 -106.94468596
120 Linear Feature 51
111  38.53334091 -106.94653875 3
115  38.53329015 -106.94651909
21  38.53840016 -106.91730411 2 253.5000 3.60 24 PAPI
21  38.53355413 -106.94250857 2 73.5000 3.20 06 PAPI
14  38.53693480 -106.93546918  26.25 0 New Tower Viewpoint 3
1300  38.53513128 -106.94056576 -106.64 tie_down jets|turboprops|props|helos|fighters AvFlight 01
1301 B general_aviation 
1300  38.53542775 -106.94067520 -106.64 tie_down jets|turboprops|props|helos|fighters AvFlight 02
1301 B general_aviation 
1300  38.53525815 -106.94140363 -106.64 tie_down jets|turboprops|props|helos|fighters AvFlight 03
1301 B general_aviation 
1300  38.53435646 -106.94359164  73.70 tie_down props GA 42
1301 A general_aviation 
1300  38.53438273 -106.94372706 -106.76 tie_down props GA 41
1301 A general_aviation 
1300  38.53446029 -106.94363234  73.70 tie_down props GA 40
1301 A general_aviation 
1300  38.53448559 -106.94376651 -106.76 tie_down props GA 39
1301 A general_aviation 
1300  38.53456707 -106.94367116  73.70 tie_down props GA 38
1301 A general_aviation 
1300  38.53459139 -106.94380658 -106.76 tie_down props GA 37
1301 A general_aviation 
1300  38.53467140 -106.94370873  73.70 tie_down props GA 36
1301 A general_aviation 
1300  38.53469718 -106.94384603 -106.76 tie_down props GA 35
1301 A general_aviation 
1300  38.53477769 -106.94374818  73.70 tie_down props GA 34
1301 A general_aviation 
1300  38.53451575 -106.94325464 -106.59 tie_down jets|turboprops|props GA 33
1301 B general_aviation 
1300  38.53468842 -106.94331605 -106.59 tie_down jets|turboprops|props GA 32
1301 B general_aviation 
1300  38.53486238 -106.94338243 -106.59 tie_down jets|turboprops|props GA 31
1301 B general_aviation 
1300  38.53459747 -106.94254933  73.70 tie_down props GA 30
1301 A general_aviation 
1300  38.53462375 -106.94268475 -106.76 tie_down props GA 29
1301 A general_aviation 
1300  38.53470131 -106.94259003  73.70 tie_down props GA 28
1301 A general_aviation 
1300  38.53472661 -106.94272420 -106.76 tie_down props GA 27
1301 A general_aviation 
1300  38.53480809 -106.94262885  73.70 tie_down props GA 26
1301 A general_aviation 
1300  38.53483240 -106.94276427 -106.76 tie_down props GA 25
1301 A general_aviation 
1300  38.53491242 -106.94266642  73.70 tie_down props GA 24
1301 A general_aviation 
1300  38.53493820 -106.94280372 -106.76 tie_down props GA 23
1301 A general_aviation 
1300  38.53501870 -106.94270587  73.70 tie_down props GA 22
1301 A general_aviation 
1300  38.53504293 -106.94284376 -106.76 tie_down props GA 21
1301 A general_aviation 
1300  38.53471786 -106.94202873  73.70 tie_down props GA 20
1301 A general_aviation 
1300  38.53474263 -106.94216468 -106.76 tie_down props GA 19
1301 A general_aviation 
1300  38.53482156 -106.94206978  73.70 tie_down props GA 18
1301 A general_aviation 
1300  38.53484682 -106.94220509 -106.76 tie_down props GA 17
1301 A general_aviation 
1300  38.53492819 -106.94210893  73.70 tie_down props GA 16
1301 A general_aviation 
1300  38.53495247 -106.94224551 -106.76 tie_down props GA 15
1301 A general_aviation 
1300  38.53503237 -106.94214682  73.70 tie_down props GA 14
1301 A general_aviation 
1300  38.53505812 -106.94228529 -106.76 tie_down props GA 13
1301 A general_aviation 
1300  38.53513851 -106.94218661  73.70 tie_down props GA 12
1301 A general_aviation 
1300  38.53516270 -106.94232567 -106.76 tie_down props GA 11
1301 A general_aviation 
