I
1050 Generated by WorldEditor

1    649 1 0 KCNO Chino
112  33.97557223 -117.63944211  33.97556622 -117.63927773 102
111  33.97547643 -117.63926178 102
111  33.97450263 -117.63925037
112  33.97450263 -117.63925037  33.97444208 -117.63924955 3 102
111  33.97440960 -117.63928668 3 102
111  33.97382125 -117.63997627
112  33.97382125 -117.63997627  33.97377812 -117.64001650 3 102
113  33.97377368 -117.64006619
111  33.97477478 -117.63884763 102
112  33.97475868 -117.63904348  33.97480184 -117.63913889 102
111  33.97490401 -117.63913793 102
111  33.97547716 -117.63914824
112  33.97547716 -117.63914824  33.97556759 -117.63913461 102
111  33.97557663 -117.63902743
111  33.97558278 -117.63824564 3 102
112  33.97551713 -117.63813553  33.97545034 -117.63809960 3 102
113  33.97539950 -117.63813432 3 102
111  33.97476047 -117.63823727 3 102
112  33.97483296 -117.63838735  33.97490272 -117.63844343 3 102
111  33.97499436 -117.63836921 3 102
111  33.97554765 -117.63774247
112  33.97554765 -117.63774247  33.97558948 -117.63770294 3 102
111  33.97559005 -117.63767219
111  33.97560236 -117.63626279
111  33.97487239 -117.63711844
112  33.97487239 -117.63711844  33.97476161 -117.63726429 3 102
113  33.97476458 -117.63738951 3 102
111  33.97377754 -117.63956396 3 102
112  33.97384178 -117.63965392  33.97389129 -117.63966856 3 102
111  33.97392916 -117.63962150 3 102
111  33.97450425 -117.63895984 3 102
112  33.97458010 -117.63883725  33.97461000 -117.63876290 3 102
111  33.97461460 -117.63868021 3 102
111  33.97462175 -117.63784282 3 102
112  33.97454307 -117.63769548  33.97446834 -117.63766168 3 102
111  33.97439980 -117.63767788
111  33.97390028 -117.63826448 3
112  33.97382590 -117.63841658  33.97380656 -117.63846975 3
113  33.97378679 -117.63860811
111  33.97379935 -117.63706597 3
112  33.97391331 -117.63727954  33.97402327 -117.63736875 3
111  33.97414378 -117.63729739
111  33.97456634 -117.63680093
112  33.97456634 -117.63680093  33.97462697 -117.63672287 3 102
111  33.97463519 -117.63658307 3 102
112  33.97463818 -117.63622044  33.97463201 -117.63615725 3 102
111  33.97458129 -117.63585962 3 102
112  33.97447656 -117.63573751  33.97440155 -117.63571397 3 102
111  33.97432036 -117.63578099 3 102
112  33.97408980 -117.63597081  33.97405486 -117.63600427 3 102
111  33.97390175 -117.63618518
112  33.97390175 -117.63618518  33.97382981 -117.63624962 3 102
113  33.97380310 -117.63638097
111  33.97381529 -117.63533576 3 102
112  33.97386695 -117.63546008  33.97391104 -117.63551187 3 102
111  33.97396269 -117.63550219 3 102
111  33.97450302 -117.63550656 3 102
112  33.97467382 -117.63561506  33.97475973 -117.63572547 3 102
111  33.97477533 -117.63586027 3 102
111  33.97477544 -117.63614938 3 102
112  33.97485073 -117.63629414  33.97491742 -117.63633776 3 102
111  33.97500559 -117.63628583
111  33.97555390 -117.63563714
112  33.97555390 -117.63563714  33.97560061 -117.63557630
111  33.97560769 -117.63549728
111  33.97564532 -117.63124140 3 102
112  33.97556087 -117.63101979  33.97549922 -117.63094916 3 102
111  33.97538998 -117.63095450 3 102
112  33.97487660 -117.63095011  33.97483557 -117.63095506 3 102
112  33.97446699 -117.63100992  33.97442185 -117.63101487 3 102
111  33.97405556 -117.63100555 3 102
112  33.97393949 -117.63105878  33.97387520 -117.63111651 3 102
113  33.97384757 -117.63128986
111  33.97385513 -117.63033786 3 102
112  33.97395229 -117.63052553  33.97400948 -117.63057351 3 102
111  33.97406946 -117.63057880 3 102
111  33.97435950 -117.63058539 3 102
112  33.97451094 -117.63051098  33.97457559 -117.63043751 3 102
111  33.97458341 -117.63030010 3 102
112  33.97466001 -117.62955899  33.97466498 -117.62949901 3 102
112  33.97469776 -117.62504692  33.97469503 -117.62498919 3 102
111  33.97463407 -117.62428808 3 102
112  33.97458628 -117.62410364  33.97454251 -117.62402447 3 102
111  33.97445108 -117.62399441 3 102
111  33.97421290 -117.62399425 3 102
112  33.97403577 -117.62406616  33.97395507 -117.62414698 3 102
113  33.97390898 -117.62429607
111  33.97259954 -117.64610513 3 102
112  33.97265772 -117.64628985  33.97270833 -117.64635912 3 102
111  33.97279056 -117.64637867 3 102
111  33.97302815 -117.64638166 3 102
112  33.97322150 -117.64626621  33.97331861 -117.64617055 3 102
111  33.97331555 -117.64601431
111  33.97335710 -117.64136384 3 102
112  33.97322495 -117.64111951  33.97309707 -117.64105420 3 102
111  33.97300093 -117.64113983 3 102
111  33.97274780 -117.64140962 3 102
112  33.97265799 -117.64153739  33.97263188 -117.64160486 3 102
111  33.97262779 -117.64172100 3 102
111  33.97256491 -117.64241595 3 102
113  33.97253305 -117.64532133 3 102
111  33.97264944 -117.64029280 3 102
112  33.97275475 -117.64051084  33.97285734 -117.64059990 3 102
111  33.97299740 -117.64051892 3 102
111  33.97331089 -117.64017867
112  33.97331089 -117.64017867  33.97335055 -117.64013579 3 102
111  33.97336853 -117.64002974
111  33.97337224 -117.63949627 3
112  33.97325173 -117.63930569  33.97316335 -117.63924373 3
111  33.97304197 -117.63927578
111  33.97270962 -117.63966708
112  33.97270962 -117.63966708  33.97264693 -117.63975010 3 102
113  33.97265512 -117.63983283 3 102
111  33.97171295 -117.64280252 3 102
111  33.97208005 -117.64343386 3 102
112  33.97224255 -117.64348466  33.97234485 -117.64344293 3 102
111  33.97234636 -117.64333408 3 102
111  33.97235990 -117.64216392 3 102
112  33.97228016 -117.64197162  33.97221245 -117.64193352 3 102
111  33.97212068 -117.64198976 3 102
112  33.97196571 -117.64215485  33.97193712 -117.64219113 3 102
111  33.97172348 -117.64253583 3 102
114  33.97167082 -117.64265738  33.97166631 -117.64272269 3 102
111  33.97097640 -117.64170742 3 102
112  33.97093725 -117.64184481  33.97093895 -117.64190933 3 102
111  33.97097532 -117.64195168 3 102
111  33.97135051 -117.64232281 3 102
112  33.97144757 -117.64236689  33.97149683 -117.64237099 3 102
111  33.97155318 -117.64233521 3 102
112  33.97184772 -117.64207360  33.97187235 -117.64204903 3 102
111  33.97221781 -117.64164451 3 102
112  33.97227799 -117.64155938  33.97230060 -117.64150733 3 102
111  33.97230180 -117.64142322 3 102
111  33.97230671 -117.64080321 3 102
112  33.97219179 -117.64058259  33.97209108 -117.64051939 3 102
113  33.97195313 -117.64055830
111  33.97072505 -117.64132001
111  33.97228283 -117.63948911
112  33.97228283 -117.63948911  33.97231552 -117.63941814 3 102
111  33.97232076 -117.63933887 3 102
112  33.97238777 -117.63853733  33.97238777 -117.63849385 3 102
111  33.97238765 -117.63837450 3 102
112  33.97228966 -117.63822907  33.97220760 -117.63819908 3 102
111  33.97214058 -117.63825530 3 102
111  33.97016278 -117.64057926 3 102
112  33.97008756 -117.64074254  33.97007738 -117.64083249 3 102
111  33.97012491 -117.64091757 3 102
111  33.97044954 -117.64131210 3 102
114  33.97057282 -117.64137965  33.97064630 -117.64139055 3 102
111  33.97266345 -117.63841913 3 102
112  33.97277733 -117.63861458  33.97285543 -117.63868025 3 102
111  33.97302288 -117.63862565
111  33.97333912 -117.63824223
112  33.97333912 -117.63824223  33.97338125 -117.63817904 3
111  33.97338495 -117.63809832
111  33.97338838 -117.63760932 3 102
112  33.97325671 -117.63739655  33.97314984 -117.63732592 3 102
111  33.97303309 -117.63740769 3 102
111  33.97274039 -117.63773095 3 102
112  33.97268806 -117.63782166  33.97267059 -117.63786503 3 102
113  33.97266276 -117.63793464 3 102
111  33.97268634 -117.63660765 3 102
112  33.97280941 -117.63680558  33.97289216 -117.63685747 3 102
111  33.97301192 -117.63680486 3 102
111  33.97333314 -117.63645362
112  33.97333314 -117.63645362  33.97339438 -117.63638178 3 102
111  33.97340100 -117.63627656
111  33.97344449 -117.63163342 3 102
112  33.97335572 -117.63125788  33.97328108 -117.63110641 3 102
112  33.97302322 -117.63099663  33.97292673 -117.63099224 3 102
112  33.97272682 -117.63122885  33.97268677 -117.63138690
111  33.97272682 -117.63122885 3 102
112  33.97264383 -117.63209069  33.97264201 -117.63213460 3 102
114  33.97261328 -117.63580443  33.97261510 -117.63585492 3 102
111  33.97273879 -117.63033116 3 102
112  33.97279165 -117.63050381  33.97283132 -117.63056648 3 102
111  33.97292823 -117.63057553 3 102
111  33.97325317 -117.63057395 3 102
112  33.97338447 -117.63048324  33.97343918 -117.63041892 3 102
111  33.97345423 -117.63032161
111  33.97350456 -117.62442915
112  33.97350456 -117.62442915  33.97349225 -117.62413558 3 102
112  33.97322162 -117.62398013  33.97310536 -117.62395704 3 102
112  33.97296834 -117.62398811  33.97292184 -117.62400791 3 102
112  33.97280284 -117.62412313  33.97276728 -117.62421219 3 102
112  33.97270268 -117.62501223  33.97270268 -117.62505346 3 102
114  33.97266846 -117.62950971  33.97266405 -117.62944596 3 102
111  33.97125858 -117.62402858
111  33.97125858 -117.62309324
111  33.96901736 -117.62307507
113  33.96901246 -117.62400956
111  33.97976087 -117.64106331
111  33.97976284 -117.64067096
111  33.97921073 -117.64065907
113  33.97920284 -117.64105617
111  33.97986932 -117.64103001
111  33.98055551 -117.64103952
111  33.98055551 -117.64067333
113  33.97987129 -117.64066144
111  33.98050015 -117.64230812
111  33.98050607 -117.64158278
111  33.98036089 -117.64158278
113  33.98035792 -117.64230812
111  33.98019082 -117.64230486
111  33.98019638 -117.64158138
111  33.98005614 -117.64157467
113  33.98004723 -117.64230352
111  33.97989363 -117.64230352
111  33.97989920 -117.64157467
111  33.97975673 -117.64157199
113  33.97975228 -117.64230352
111  33.97959223 -117.64232369
111  33.97959835 -117.64155445
111  33.97945387 -117.64155593
113  33.97945143 -117.64232369
111  33.97968463 -117.64278468
111  33.98022240 -117.64279789
111  33.98022442 -117.64275762
111  33.98105090 -117.64276926
111  33.98104989 -117.64270703
111  33.98102156 -117.64270703
111  33.98102257 -117.64265456
111  33.98099120 -117.64265456
111  33.98099222 -117.64259477
111  33.97962798 -117.64258204
111  33.97962798 -117.64264153
111  33.97965558 -117.64263952
111  33.97965892 -117.64269599
113  33.97968401 -117.64269297
111  33.97966182 -117.64314126
111  33.98099640 -117.64315444
111  33.98099488 -117.64310860
111  33.98101465 -117.64310768
111  33.98101617 -117.64300225
111  33.97978460 -117.64299125
111  33.97975039 -117.64302609
111  33.97969489 -117.64302701
111  33.97969185 -117.64308293
113  33.97966221 -117.64308385
111  33.97964287 -117.64347774
111  33.98104889 -117.64349074
111  33.98104820 -117.64343740
111  33.98101917 -117.64343740
111  33.98101779 -117.64338240
111  33.98099222 -117.64338073
111  33.98099222 -117.64331906
111  33.97970010 -117.64330671
111  33.97970010 -117.64336839
111  33.97967177 -117.64336755
111  33.97967246 -117.64342006
113  33.97964274 -117.64342006
111  33.98055944 -117.64034902
111  33.98055944 -117.64001829
111  33.97973420 -117.64001327
113  33.97973086 -117.64034404
111  33.98056782 -117.63969342
111  33.98057320 -117.63939078
111  33.97969305 -117.63938862
113  33.97968946 -117.63968693
111  33.97948754 -117.64033816
111  33.97948999 -117.63983911
111  33.97921084 -117.63983616
113  33.97920716 -117.64033077
111  33.98214895 -117.63998039
111  33.98215329 -117.63946771
111  33.98096033 -117.63946510
111  33.98095599 -117.63995685
111  33.98168262 -117.63995685
111  33.98168695 -117.63952526
111  33.98182143 -117.63952003
113  33.98181492 -117.63996731
111  33.98279121 -117.63865649
111  33.98280076 -117.63670567
111  33.98247627 -117.63670567
113  33.98245718 -117.63865073
111  33.98270771 -117.63641468
111  33.98272517 -117.63499452
111  33.98251809 -117.63499753
113  33.98251061 -117.63640565
111  33.98225211 -117.63866334
111  33.98226422 -117.63684038
111  33.98199176 -117.63683794
113  33.98197561 -117.63866091
111  33.98226841 -117.63651142
111  33.98228206 -117.63506683
111  33.98211224 -117.63506500
113  33.98209556 -117.63651142
111  33.98191014 -117.63504203
111  33.98175976 -117.63504066
111  33.98174785 -117.63650459
113  33.98189810 -117.63650791
111  33.98156099 -117.63504008
111  33.98141134 -117.63503796
111  33.98140513 -117.63650208
113  33.98155141 -117.63650396
111  33.98121224 -117.63503668
111  33.98107369 -117.63503738
111  33.98106286 -117.63649786
113  33.98120221 -117.63649786
111  33.98086413 -117.63505195
111  33.98070466 -117.63505350
111  33.98069356 -117.63649574
113  33.98085626 -117.63649419
111  33.98036883 -117.63504113
111  33.98024069 -117.63503937
111  33.98023105 -117.63648669
113  33.98035966 -117.63648989
111  33.98003722 -117.63648606
111  33.98004602 -117.63505345
111  33.97991050 -117.63505089
113  33.97990043 -117.63648676
111  33.97970265 -117.63505049
111  33.97956696 -117.63505049
111  33.97955711 -117.63648338
113  33.97969473 -117.63648415
111  33.98151149 -117.63865607
111  33.98178407 -117.63865634
111  33.98179733 -117.63683244
113  33.98152289 -117.63683395
111  33.98131988 -117.63683393
111  33.98099054 -117.63682894
111  33.98097093 -117.63864945
113  33.98130751 -117.63865319
111  33.98078058 -117.63682314
111  33.98045222 -117.63682408
111  33.98043530 -117.63865025
113  33.98076859 -117.63865139
111  33.98024231 -117.63685117
111  33.98011721 -117.63685328
111  33.98010395 -117.63863612
113  33.98022874 -117.63864112
111  33.97990663 -117.63681742
111  33.97968487 -117.63681649
111  33.97967087 -117.63864416
113  33.97989255 -117.63864520
111  33.97945287 -117.63864330
111  33.97946447 -117.63681139
111  33.97924095 -117.63680883
113  33.97922769 -117.63864204
111  33.97901603 -117.63681851
111  33.97882194 -117.63681302
111  33.97880771 -117.63871418
113  33.97900037 -117.63872464
111  33.97929550 -117.63648245
111  33.97929635 -117.63614390
111  33.97924500 -117.63613874
111  33.97924757 -117.63605720
111  33.97900278 -117.63605617
113  33.97899593 -117.63648038
111  33.97932460 -117.63547332
111  33.97932460 -117.63520871
111  33.97918610 -117.63520871
111  33.97918376 -117.63531568
111  33.97907561 -117.63531568
113  33.97907172 -117.63547332
111  33.98037727 -117.63470804
111  33.98038141 -117.63429464
111  33.98009971 -117.63429339
111  33.98009971 -117.63436458
111  33.98004378 -117.63436333
113  33.98003757 -117.63470179
111  33.98093484 -117.63313155
111  33.98069664 -117.63341007
111  33.98069003 -117.63471735
113  33.98092258 -117.63471848
111  33.98146811 -117.63252086
111  33.98116325 -117.63287232
111  33.98114675 -117.63473965
113  33.98145415 -117.63473799
111  33.98199533 -117.63187768
111  33.98168455 -117.63224038
111  33.98166446 -117.63474136
113  33.98197775 -117.63474589
110 1 0.00 0.0000 New Taxiway 46
111  33.98209556 -117.63651142
111  33.98211224 -117.63506500
111  33.98228206 -117.63506683
113  33.98226841 -117.63651142
110 1 0.00 0.0000 New Taxiway 44
111  33.98197561 -117.63866091
111  33.98199176 -117.63683794
111  33.98226422 -117.63684038
113  33.98225211 -117.63866334
130 Airport Boundary
111  33.97279946 -117.65019390
112  33.97255104 -117.65014624  33.97247050 -117.65010950
112  33.97231391 -117.65001690  33.97221574 -117.64997936
111  33.97208243 -117.64995563
111  33.97172674 -117.64997605
112  33.97156301 -117.64980586  33.97155648 -117.64965888
111  33.97156301 -117.64980586
111  33.97159196 -117.64537882
112  33.97145702 -117.64521247  33.97133586 -117.64520612
111  33.97145702 -117.64521247
111  33.96962469 -117.64519814
112  33.96942681 -117.64510523  33.96933822 -117.64500707
111  33.96942681 -117.64510523
111  33.96788895 -117.64323104
112  33.96785816 -117.64287438  33.96788863 -117.64265654
111  33.96796517 -117.64255107
111  33.97218803 -117.63759171
111  33.97229386 -117.62559437
111  33.97222051 -117.62478949
111  33.96873867 -117.62476265
111  33.96879162 -117.61931394
111  33.97491241 -117.61937788
112  33.97551806 -117.61968115  33.97573864 -117.61998293
111  33.97579009 -117.62029386
111  33.97574014 -117.62815385
111  33.98237964 -117.62816141
112  33.98285158 -117.62827204  33.98304439 -117.62837900
111  33.98313115 -117.62882188
113  33.98300974 -117.65030000
120 Taxiedge A
111  33.97640164 -117.64675285 2
111  33.97658265 -117.64675399 2
112  33.97677373 -117.64666872  33.97687603 -117.64657982 2
111  33.97689409 -117.64643467 2
115  33.97689258 -117.64617483
120 Taxiedge A
111  33.97782543 -117.63936392 9
111  33.97735820 -117.63936001 9 102
111  33.97714898 -117.63935830 3 102
112  33.97703115 -117.63941985  33.97700068 -117.63947363 3 102
111  33.97698955 -117.63958647 3 102
111  33.97696581 -117.63976610 3 102
111  33.97693127 -117.64007560 9 102
115  33.97692156 -117.64186153
120 Taxiedge AD
111  33.97715106 -117.63907277 9
112  33.97704040 -117.63901122  33.97700279 -117.63895860 9
111  33.97699800 -117.63886278 9
112  33.97695732 -117.63838755  33.97695582 -117.63835489 9
112  33.97696897 -117.63689310  33.97696897 -117.63684775 9
111  33.97702888 -117.63638898
112  33.97702888 -117.63638898  33.97703942 -117.63631732 9
111  33.97706860 -117.63626924 9
112  33.97731159 -117.63588523  33.97733642 -117.63584930 9
112  33.97836521 -117.63466181  33.97839666 -117.63462988 9
111  33.97870478 -117.63434611 9
112  33.97880080 -117.63431592  33.97884142 -117.63432137 9
111  33.97889039 -117.63437365 9
115  33.97912838 -117.63469000
120 Taxiedge B
111  33.97490942 -117.62434672 9
112  33.97477866 -117.62384723  33.97464395 -117.62366283 9
115  33.97439142 -117.62365021
120 Taxiedge D
111  33.98058843 -117.63201789 59
112  33.98104178 -117.63150022  33.98121843 -117.63130915 59
115  33.98134232 -117.63121144
120 Taxiedge E
111  33.97004751 -117.64106640 9
112  33.96992973 -117.64086734  33.96989758 -117.64076101 9
115  33.96996523 -117.64059802
120 Taxiedge E
111  33.97006776 -117.64113596 2
115  33.96979475 -117.64079649
120 Taxiedge F
111  33.97415451 -117.64673304 9
115  33.97504375 -117.64675102
120 Taxiedge H
111  33.97203778 -117.64361536 9
115  33.97139400 -117.64269887
120 Taxiedge P
111  33.97734487 -117.63075153 9
115  33.97656969 -117.63074626
120 Holdline 8L
111  33.97503746 -117.64675550 54
115  33.97503959 -117.64647827
120 Holdline 8L
111  33.97507673 -117.63926303 54
115  33.97507734 -117.63914644
120 Holdline 8L
111  33.97510105 -117.63848007 54
115  33.97501301 -117.63835369
120 Holdline 8L
111  33.97517298 -117.63095668 54
115  33.97517578 -117.63069533
120 Holdline 8L
111  33.97653778 -117.63074592 54
115  33.97653578 -117.63097254
120 Holdline 8L
111  33.97647721 -117.63659732 54
115  33.97647770 -117.63694984
120 Holdline 8L
111  33.97645430 -117.63907472 54
115  33.97645523 -117.63934371
120 Holdline 8L
111  33.97641233 -117.64400157 54
115  33.97641293 -117.64423625
120 Holdline 8L
111  33.97633487 -117.64651453 54
115  33.97633658 -117.64675428
120 Holdline 8R
111  33.97282555 -117.64672154 54
115  33.97282834 -117.64638461
120 Holdline 8R
111  33.97287084 -117.64128406 54
115  33.97287644 -117.64056000
120 Holdline 8R
111  33.97290595 -117.63755525 54
115  33.97290692 -117.63683554
120 Holdline 8R
111  33.97295451 -117.63101134 54
115  33.97295756 -117.63058127
120 Holdline 8R
111  33.97301321 -117.62398064 54
115  33.97301082 -117.62363709
120 Holdline 8R
111  33.97440273 -117.62364439 54
115  33.97439380 -117.62400021
120 Holdline 8R
111  33.97434362 -117.63058996 54
115  33.97434154 -117.63101704
120 Holdline 8R
111  33.97430642 -117.63551197 54
115  33.97430464 -117.63579784
120 Holdline 8R
111  33.97426882 -117.63923582 54
115  33.97436073 -117.63935071
120 Holdline 8R
111  33.97421797 -117.64640841 54
115  33.97421449 -117.64675807
120 Holdline ILS
111  33.97460788 -117.63007185 56
115  33.97486222 -117.63007048
120 Holdline 3
111  33.97013006 -117.64115134 54
115  33.97021977 -117.64103948
120 Holdline 3
111  33.97238777 -117.63858642 54
115  33.97266539 -117.63825820
120 Holdline 3
111  33.97459975 -117.63597845 54
115  33.97476076 -117.63579563
120 Holdline 3
111  33.97686215 -117.63328155 54
115  33.97700673 -117.63312110
120 Holdline 3
111  33.97856120 -117.63128177 54
115  33.97866844 -117.63115732
120 Holdline 3
111  33.98144710 -117.63017864 54
115  33.98133634 -117.63031414
120 Holdline 3
111  33.98076241 -117.63099317 54
115  33.98062102 -117.63116037
120 Holdline 3
111  33.97966654 -117.63227920 54
115  33.97948374 -117.63249590
120 Holdline 3
111  33.97704512 -117.63537825 54
115  33.97681054 -117.63563749
120 Holdline 3
111  33.97476054 -117.63823276 54
115  33.97461785 -117.63823415
120 Holdline 3
111  33.97270835 -117.64046560 54
115  33.97230360 -117.64093662
120 Holdline 3
111  33.97122596 -117.64220533 54
115  33.97110724 -117.64234765
120 Holdline other
111  33.97229568 -117.62458933 55
115  33.97230017 -117.62412893
120 Holdline other
111  33.98209308 -117.63061836 55
115  33.98156499 -117.63120496
120 Holdline other
111  33.98015269 -117.63287169 55
115  33.97997178 -117.63308387
120 Holdline other
111  33.97905247 -117.63415684 55
111  33.97717285 -117.63637925 55
111  33.97715106 -117.63907277 55
115  33.97712886 -117.64186264
120 Holdline other
111  33.97711671 -117.64333613 55
115  33.97711688 -117.64346862
120 Holdline other
111  33.97801043 -117.64529563 55
115  33.97801058 -117.64543220
120 Taxiline A
111  33.97530055 -117.64662545 1
111  33.97609948 -117.64663392 1
111  33.97653786 -117.64663051 1
112  33.97671605 -117.64656101  33.97679886 -117.64648907 1
111  33.97681617 -117.64633941 1
111  33.97682226 -117.64562964 1
111  33.97682689 -117.64508215 1
111  33.97683231 -117.64448846 1
111  33.97683803 -117.64379020 1
111  33.97683921 -117.64363486 1
111  33.97684355 -117.64316480 1
111  33.97687505 -117.63953166 1
111  33.97688007 -117.63891709 1
111  33.97689651 -117.63703694 1
111  33.97690192 -117.63640593 1
111  33.97690526 -117.63608310 1
111  33.97691027 -117.63549860 1
111  33.97691267 -117.63517168 1
111  33.97691780 -117.63458164 1
111  33.97692133 -117.63416756 1
111  33.97692694 -117.63356329 1
115  33.97694768 -117.63114138
120 Taxiline A
112  33.97609948 -117.64663392  33.97593717 -117.64660852 1
115  33.97591668 -117.64652291
120 Taxiline A
111  33.97777917 -117.63332983 1
111  33.97737509 -117.63380455 1
112  33.97709275 -117.63388276  33.97694619 -117.63380796 1
115  33.97692694 -117.63356329
120 Taxiline A
112  33.97691780 -117.63458164  33.97692314 -117.63441065 1
111  33.97704251 -117.63426808 1
115  33.97738912 -117.63385894
120 Taxiline A
111  33.97643188 -117.63491525 1
111  33.97679204 -117.63449015
112  33.97679204 -117.63449015  33.97691604 -117.63434238 1
115  33.97692133 -117.63416756
120 Taxiline A
111  33.97691267 -117.63517168 1
112  33.97675531 -117.63489778  33.97659993 -117.63480738 1
111  33.97647099 -117.63494001 1
115  33.97606613 -117.63541648
120 Taxiline B
111  33.97500443 -117.63081574 1
112  33.97481213 -117.63068240  33.97474631 -117.63055449 1
111  33.97475528 -117.63030765 1
111  33.97480536 -117.62433997 1
112  33.97468242 -117.62394223  33.97455839 -117.62380746 1
111  33.97440356 -117.62381025 1
111  33.97421465 -117.62380089 1
112  33.97403759 -117.62382291  33.97396399 -117.62384653 1
115  33.97391133 -117.62392189
120 Taxiline B
111  33.97439691 -117.63080747 1
112  33.97462793 -117.63065202  33.97472854 -117.63051480 1
115  33.97475528 -117.63030765
120 Taxiline C
111  33.97331088 -117.64661059 1
111  33.97300595 -117.64661059 1
111  33.97281749 -117.64661059 1
112  33.97252854 -117.64642323  33.97242086 -117.64626545 1
111  33.97242495 -117.64608302 1
111  33.97244057 -117.64418925 1
111  33.97244712 -117.64339967 1
111  33.97245946 -117.64208230 1
111  33.97246501 -117.64134256 1
111  33.97247032 -117.64073959 1
111  33.97247414 -117.64030524 1
111  33.97247851 -117.63981696 1
111  33.97248140 -117.63939990 1
111  33.97248930 -117.63846599 1
111  33.97249144 -117.63828916 1
111  33.97249448 -117.63792022 1
111  33.97249781 -117.63756009 1
111  33.97250496 -117.63658161 1
111  33.97255087 -117.63127387 1
111  33.97255843 -117.63030987 1
111  33.97260440 -117.62486117 1
111  33.97260945 -117.62427015
112  33.97260945 -117.62427015  33.97261126 -117.62415202 1
111  33.97264264 -117.62405218 1
112  33.97278525 -117.62387462  33.97287631 -117.62380162 1
111  33.97301150 -117.62376395 1
112  33.97336233 -117.62380372  33.97345679 -117.62384530 1
115  33.97350476 -117.62393388
120 Taxiline C
111  33.97331202 -117.64645467 1
112  33.97320743 -117.64654198  33.97315408 -117.64657163 1
115  33.97300595 -117.64661059
120 Taxiline C
111  33.97247851 -117.63981696 1
112  33.97260356 -117.63948997  33.97272494 -117.63934253
111  33.97260356 -117.63948997 1
115  33.97302283 -117.63899723
120 Taxiline C
111  33.97195651 -117.64018179 1
111  33.97234723 -117.63972285
112  33.97234723 -117.63972285  33.97247520 -117.63956495 1
115  33.97248140 -117.63939990
120 Taxiline C
111  33.97356447 -117.63829138 1
111  33.97357135 -117.63761247 1
112  33.97330330 -117.63716514  33.97304788 -117.63709055 1
111  33.97290275 -117.63725274 1
111  33.97257786 -117.63763525
112  33.97257786 -117.63763525  33.97250245 -117.63772843 1
111  33.97249448 -117.63792022 1
111  33.97249144 -117.63828916 1
111  33.97248930 -117.63846599 1
112  33.97277992 -117.63886049  33.97299838 -117.63895049 1
111  33.97321162 -117.63870484 1
115  33.97356447 -117.63829138
120 Taxiline C
111  33.97247032 -117.64073959 1
112  33.97221153 -117.64035181  33.97196716 -117.64025282 1
111  33.97178659 -117.64045029 1
115  33.97135391 -117.64096091
120 Taxiline D
111  33.97129987 -117.64246841 1
112  33.97147569 -117.64252866  33.97156821 -117.64252866 1
111  33.97165305 -117.64242176 1
111  33.97211657 -117.64187598 1
111  33.97241448 -117.64152526 1
111  33.97287409 -117.64098421 1
111  33.97311956 -117.64069562 1
111  33.97346304 -117.64029067 1
111  33.97372445 -117.63998342 1
111  33.97391545 -117.63975836 1
111  33.97431219 -117.63929117 1
111  33.97455324 -117.63900788 1
111  33.97472218 -117.63880893 1
111  33.97505608 -117.63841586 1
111  33.97533227 -117.63809060 1
111  33.97569113 -117.63766833 1
111  33.97589641 -117.63742674 1
111  33.97628360 -117.63697112 1
111  33.97646402 -117.63675846 1
111  33.97679191 -117.63637286 1
111  33.97699179 -117.63613737 1
111  33.97735326 -117.63571170 1
111  33.97754293 -117.63548822 1
111  33.97789010 -117.63507989 1
111  33.97860427 -117.63423929 1
111  33.97896619 -117.63381298 1
111  33.97966603 -117.63298880 1
111  33.98006813 -117.63251639 1
111  33.98083917 -117.63160871 1
111  33.98112033 -117.63127737 1
111  33.98130102 -117.63106444 1
111  33.98151885 -117.63080793 1
112  33.98158782 -117.63057328  33.98156793 -117.63042792 1
111  33.98151163 -117.63035888 1
111  33.98122715 -117.63001693
112  33.98122715 -117.63001693  33.98111977 -117.62990166 1
115  33.98101352 -117.62990547
120 Taxiline D
111  33.97211657 -117.64187598 1
112  33.97232630 -117.64182774  33.97244924 -117.64187113 1
115  33.97245946 -117.64208230
120 Taxiline D
112  33.97241448 -117.64152526  33.97245537 -117.64146610 1
115  33.97246501 -117.64134256
120 Taxiline D
111  33.97353310 -117.64202429 1
111  33.97353918 -117.64136211 1
112  33.97331989 -117.64089553  33.97310220 -117.64078641 1
115  33.97287409 -117.64098421
120 Taxiline D
111  33.97247414 -117.64030524 1
112  33.97270159 -117.64072368  33.97292648 -117.64085384 1
115  33.97311956 -117.64069562
120 Taxiline D
112  33.97346304 -117.64029067  33.97354565 -117.64017758 1
111  33.97354971 -117.64001020 1
115  33.97355639 -117.63931827
120 Taxiline D
111  33.97358283 -117.64106085 1
111  33.97358808 -117.64039374 1
112  33.97361136 -117.64018536  33.97363174 -117.64011318 1
115  33.97372445 -117.63998342
120 Taxiline D
111  33.97360058 -117.63889414 1
111  33.97359485 -117.63952098 1
112  33.97369114 -117.63981756  33.97378263 -117.63987814 1
115  33.97391545 -117.63975836
120 Taxiline D
111  33.97547609 -117.63920709 1
112  33.97567719 -117.63912742  33.97575351 -117.63904032 1
111  33.97576068 -117.63890000 1
111  33.97576528 -117.63832681 1
112  33.97560768 -117.63805254  33.97544685 -117.63799337 1
115  33.97533227 -117.63809060
120 Taxiline D
