I
1050 Generated by WorldEditor 2.1.0r1

1   1869 1 0 KLSV Nellis AFB
111  36.24465098 -115.01955676
111  36.24469272 -115.01955496
111  36.24496750 -115.01954307
111  36.24505712 -115.01953919
111  36.24507970 -115.01953976
111  36.24522686 -115.01953185
111  36.24521438 -115.01895872
111  36.24520953 -115.01895872
111  36.24517765 -115.01908847
112  36.24517765 -115.01908847  36.24514892 -115.01915833
112  36.24507065 -115.01923434  36.24503280 -115.01926434
111  36.24507065 -115.01923434
111  36.24504796 -115.01925074
112  36.24504796 -115.01925074  36.24500247 -115.01928065
111  36.24496560 -115.01928782
111  36.24469657 -115.01930018
112  36.24469657 -115.01930018  36.24461218 -115.01930329
111  36.24455743 -115.01931789
112  36.24442992 -115.01937374  36.24436478 -115.01941499
111  36.24431835 -115.01947256
111  36.24412785 -115.01967959
111  36.24392244 -115.01990283
111  36.24371784 -115.02012518
111  36.24362813 -115.02022268
111  36.24362259 -115.02021495
112  36.24362259 -115.02021495  36.24341261 -115.02035500
111  36.24324422 -115.02018144
111  36.24323867 -115.02018917
111  36.24322178 -115.02016521
111  36.24304217 -115.01990992
111  36.24286389 -115.01965747
111  36.24280530 -115.01957544
111  36.24279015 -115.01955398
111  36.24277758 -115.01953618
111  36.24269191 -115.01941485
111  36.24251658 -115.01916656
111  36.24251242 -115.01916067
111  36.24230552 -115.01938605
111  36.24209800 -115.01961138
111  36.24189450 -115.01983216
111  36.24168790 -115.02005668
111  36.24148319 -115.02027913
111  36.24127648 -115.02050375
111  36.24107270 -115.02072520
111  36.24086608 -115.02095021
111  36.24066017 -115.02117403
111  36.24045396 -115.02139777
111  36.24024731 -115.02162235
111  36.24004083 -115.02184676
111  36.23987075 -115.02203159
111  36.23969806 -115.02221927
111  36.23952953 -115.02240243
111  36.23932309 -115.02262678
111  36.23918400 -115.02277795
111  36.23906259 -115.02260709
111  36.23898224 -115.02249401
111  36.23889156 -115.02236640
111  36.23879399 -115.02247141
111  36.23867236 -115.02260343
111  36.23846631 -115.02282626
111  36.23825820 -115.02305130
111  36.23805241 -115.02327385
111  36.23784586 -115.02349720
111  36.23763913 -115.02372076
111  36.23749241 -115.02387941
111  36.23749386 -115.02410758
111  36.23749601 -115.02444718
111  36.23749727 -115.02464579
111  36.23759575 -115.02478464
111  36.23777653 -115.02503757
111  36.23795801 -115.02529542
111  36.23812858 -115.02553590
111  36.23811818 -115.02554535
112  36.23811818 -115.02554535  36.23835934 -115.02589418
111  36.23808561 -115.02620864
111  36.23809116 -115.02621465
111  36.23792041 -115.02639724
111  36.23771521 -115.02661669
111  36.23750875 -115.02683747
111  36.23730346 -115.02705701
111  36.23709673 -115.02727809
111  36.23688948 -115.02749885
111  36.23668474 -115.02771765
111  36.23647875 -115.02793779
111  36.23627120 -115.02815960
111  36.23606443 -115.02838056
111  36.23585891 -115.02860020
111  36.23565399 -115.02881918
111  36.23545064 -115.02903650
111  36.23524929 -115.02925168
111  36.23504671 -115.02946818
111  36.23484234 -115.02968658
111  36.23463984 -115.02990299
111  36.23443476 -115.03012215
111  36.23423020 -115.03034076
111  36.23402780 -115.03055706
112  36.23381126 -115.03076035  36.23370377 -115.03083990
111  36.23381126 -115.03076035
112  36.23381126 -115.03076035  36.23365925 -115.03087619
111  36.23356802 -115.03091106
112  36.23330815 -115.03100186  36.23316212 -115.03103876
111  36.23303858 -115.03104052
111  36.23276367 -115.03105172
111  36.23249013 -115.03106286
111  36.23221786 -115.03107395
111  36.23194312 -115.03108514
111  36.23167208 -115.03109617
111  36.23139971 -115.03110727
111  36.23112798 -115.03111834
111  36.23112801 -115.03110667
112  36.23112801 -115.03110667  36.23085497 -115.03109980
111  36.23085082 -115.03079653
111  36.23077667 -115.03079911
111  36.23066510 -115.02653712
111  36.23067272 -115.02653798
111  36.23094160 -115.02592544
111  36.23111928 -115.02603884
111  36.23124536 -115.02574963
111  36.23137519 -115.02545180
111  36.23150413 -115.02515603
111  36.23163185 -115.02486241
111  36.23176282 -115.02456197
111  36.23189126 -115.02426734
111  36.23202096 -115.02396982
111  36.23215020 -115.02367335
111  36.23227964 -115.02337642
111  36.23240845 -115.02308094
111  36.23253753 -115.02278522
111  36.23266669 -115.02248896
111  36.23270525 -115.02240051
111  36.23253621 -115.02228779
111  36.23229541 -115.02212723
111  36.23217442 -115.02204656
111  36.23211002 -115.02219517
111  36.23198133 -115.02249209
111  36.23185249 -115.02278938
111  36.23172393 -115.02308600
111  36.23159461 -115.02338440
111  36.23146597 -115.02368121
111  36.23133670 -115.02397949
111  36.23120769 -115.02427718
111  36.23107972 -115.02457245
111  36.23100605 -115.02474244
111  36.23100297 -115.02488554
111  36.23099575 -115.02522148
111  36.23098858 -115.02555533
111  36.23098664 -115.02564535
111  36.23089103 -115.02586362
111  36.23076229 -115.02615753
111  36.23066302 -115.02638417
111  36.23059302 -115.02638847
111  36.23047166 -115.02614924
111  36.23032731 -115.02586471
111  36.23023129 -115.02567542
111  36.23022268 -115.02556162
111  36.23019750 -115.02522846
111  36.23017230 -115.02489494
111  36.23016268 -115.02476771
111  36.23007198 -115.02458757
111  36.22992864 -115.02430290
111  36.22978564 -115.02401889
111  36.22964248 -115.02373455
111  36.22949739 -115.02344640
111  36.22935300 -115.02315929
111  36.22920912 -115.02287248
111  36.22906597 -115.02258800
111  36.22892028 -115.02229850
111  36.22886055 -115.02217981
111  36.22872688 -115.02228268
111  36.22849543 -115.02246082
111  36.22835329 -115.02257069
111  36.22840726 -115.02267800
111  36.22855036 -115.02296256
111  36.22869450 -115.02324918
111  36.22883834 -115.02353518
111  36.22898220 -115.02382124
111  36.22912556 -115.02410631
111  36.22926937 -115.02439226
111  36.22941278 -115.02467744
111  36.22955701 -115.02496422
111  36.22970062 -115.02524978
111  36.22984343 -115.02553375
111  36.22998782 -115.02582086
111  36.23011902 -115.02608175
111  36.23029158 -115.02594945
111  36.23059025 -115.02653535
111  36.23059649 -115.02653621
111  36.23070875 -115.03080248
111  36.23064153 -115.03080678
111  36.23065401 -115.03116846
111  36.23064361 -115.03116823
112  36.23064361 -115.03116823  36.23064488 -115.03137699
111  36.23053481 -115.03149320
111  36.23053897 -115.03149921
111  36.23030437 -115.03174656
111  36.23009782 -115.03196433
111  36.22989291 -115.03217974
111  36.22975090 -115.03232933
111  36.22964917 -115.03243648
111  36.22957503 -115.03233682
111  36.22953483 -115.03237720
111  36.22935147 -115.03212792
111  36.22942967 -115.03204440
111  36.22932362 -115.03190024
111  36.22924542 -115.03198376
111  36.22917683 -115.03189051
111  36.22899620 -115.03164495
111  36.22881759 -115.03140215
111  36.22877008 -115.03145214
111  36.22856478 -115.03166816
111  36.22835946 -115.03188420
111  36.22815540 -115.03209891
111  36.22795034 -115.03231467
111  36.22774578 -115.03252990
111  36.22754016 -115.03274626
111  36.22733737 -115.03295964
111  36.22744673 -115.03311088
111  36.22762496 -115.03335739
111  36.22749649 -115.03349975
111  36.22729832 -115.03371939
111  36.22709474 -115.03394500
111  36.22689301 -115.03416857
111  36.22668712 -115.03439674
111  36.22648115 -115.03462501
111  36.22627665 -115.03485165
111  36.22606731 -115.03508322
111  36.22586472 -115.03530769
111  36.22565927 -115.03553532
111  36.22545162 -115.03576585
111  36.22524722 -115.03599234
111  36.22504014 -115.03622148
111  36.22483441 -115.03644945
111  36.22462974 -115.03667623
111  36.22442436 -115.03690380
111  36.22421934 -115.03713098
111  36.22401364 -115.03735890
111  36.22380881 -115.03758711
111  36.22360303 -115.03781387
111  36.22339668 -115.03804252
111  36.22319222 -115.03826907
111  36.22298705 -115.03849641
111  36.22278111 -115.03872460
111  36.22257532 -115.03895263
111  36.22237000 -115.03918013
111  36.22216356 -115.03940888
111  36.22195812 -115.03963651
111  36.22175465 -115.03986197
111  36.22191653 -115.04009019
111  36.22209601 -115.04034323
111  36.22227644 -115.04059761
111  36.22245657 -115.04085156
111  36.22256984 -115.04101125
111  36.22263496 -115.04110307
111  36.22262851 -115.04111095
112  36.22262851 -115.04111095  36.22283017 -115.04143652
111  36.22259802 -115.04168735
111  36.22260218 -115.04169679
111  36.22259186 -115.04170785
111  36.22239706 -115.04191670
111  36.22262125 -115.04223233
111  36.22280096 -115.04248533
111  36.22298025 -115.04273774
111  36.22316013 -115.04299038
111  36.22333991 -115.04324333
111  36.22352024 -115.04349707
111  36.22369710 -115.04374640
111  36.22391886 -115.04350845
111  36.22392509 -115.04351790
112  36.22392509 -115.04351790  36.22419120 -115.04330142
111  36.22437969 -115.04357116
111  36.22438454 -115.04356342
111  36.22440198 -115.04358770
111  36.22474259 -115.04406189
111  36.22501949 -115.04444737
111  36.22527493 -115.04480297
111  36.22527988 -115.04480987
111  36.22526751 -115.04482330
111  36.22521565 -115.04487953
111  36.22490914 -115.04521190
111  36.22498397 -115.04531700
111  36.22516294 -115.04556834
111  36.22534348 -115.04582189
111  36.22552276 -115.04607366
111  36.22570408 -115.04632831
111  36.22588417 -115.04658121
111  36.22624102 -115.04619673
111  36.22625605 -115.04618054
111  36.22628092 -115.04621614
111  36.22650818 -115.04654155
111  36.22687809 -115.04705488
111  36.22697008 -115.04718255
112  36.22697008 -115.04718255  36.22705467 -115.04730488
111  36.22698047 -115.04744563
111  36.22696351 -115.04748458
111  36.22686893 -115.04766500
111  36.22674625 -115.04789900
111  36.22678436 -115.04795312
111  36.22657867 -115.04817660
111  36.22637372 -115.04839929
111  36.22616944 -115.04862123
111  36.22596367 -115.04884481
111  36.22575889 -115.04906731
111  36.22561183 -115.04922709
111  36.22566008 -115.04929404
111  36.22579200 -115.04947707
112  36.22579200 -115.04947707  36.22582026 -115.04951716
111  36.22583275 -115.04954545
112  36.22586311 -115.04962002  36.22587558 -115.04965868
111  36.22588057 -115.04970180
112  36.22588307 -115.04978221  36.22588099 -115.04981829
111  36.22587143 -115.04986502
112  36.22584800 -115.04994544  36.22583510 -115.04998068
111  36.22581446 -115.05001707
111  36.22580240 -115.05003373
111  36.22576290 -115.05007772
111  36.22555941 -115.05029560
111  36.22535348 -115.05051867
111  36.22514889 -115.05074028
111  36.22494429 -115.05096189
111  36.22473881 -115.05118448
111  36.22453345 -115.05140692
111  36.22436653 -115.05158773
111  36.22446424 -115.05172260
111  36.22464649 -115.05152760
112  36.22487379 -115.05157484  36.22499078 -115.05169912
111  36.22487379 -115.05157484
111  36.22555326 -115.05253189
111  36.22578923 -115.05286426
111  36.22585955 -115.05278748
111  36.22586916 -115.05280045
112  36.22598049 -115.05282758  36.22601375 -115.05286881
111  36.22598049 -115.05282758
111  36.22609890 -115.05299306
111  36.22607816 -115.05298977
111  36.22585701 -115.05323073
112  36.22582954 -115.05340688  36.22585223 -115.05352086
111  36.22582954 -115.05340688
111  36.22580327 -115.05342760
112  36.22580327 -115.05342760  36.22575311 -115.05332250
111  36.22571490 -115.05339208
113  36.22563728 -115.05328698
111  36.22348368 -115.05569969
111  36.22327140 -115.05547477
111  36.22322284 -115.05554455
111  36.22313239 -115.05567452
111  36.22308521 -115.05574232
113  36.22329749 -115.05596724
111  36.22379796 -115.05524985
111  36.22358567 -115.05502493
111  36.22354071 -115.05509057
111  36.22349653 -115.05515506
111  36.22344981 -115.05522325
111  36.22340541 -115.05528807
111  36.22361769 -115.05551299
111  36.22369035 -115.05540693
111  36.22371924 -115.05536475
113  36.22374749 -115.05532351
111  36.22416314 -115.05479170
111  36.22389749 -115.05451393
111  36.22382940 -115.05461201
111  36.22378579 -115.05467484
111  36.22373641 -115.05474599
111  36.22367240 -115.05483820
113  36.22393804 -115.05511848
111  36.22443690 -115.05432917
111  36.22420876 -115.05408912
111  36.22415202 -115.05417167
111  36.22410668 -115.05423765
111  36.22395157 -115.05446333
111  36.22392284 -115.05450513
113  36.22415097 -115.05474268
111  36.22422054 -115.05395397
111  36.22424236 -115.05393913
111  36.22425926 -115.05392255
112  36.22419589 -115.05394088  36.22417618 -115.05398888
111  36.22419589 -115.05394088
111  36.22418674 -115.05402467
112  36.22418674 -115.05402467  36.22418110 -115.05407180
113  36.22420716 -115.05408315
111  36.22481735 -115.05163614
112  36.22481735 -115.05163614  36.22475633 -115.05155613
111  36.22466362 -115.05163251
111  36.22447468 -115.05181798
112  36.22447468 -115.05181798  36.22441190 -115.05187690
111  36.22440017 -115.05196491
111  36.22435205 -115.05242532
112  36.22440017 -115.05251624  36.22444887 -115.05254533
111  36.22440017 -115.05251624
112  36.22440017 -115.05251624  36.22440838 -115.05252133
111  36.22441718 -115.05252205
111  36.22539590 -115.05250751
112  36.22539590 -115.05250751  36.22542700 -115.05249733
113  36.22540705 -115.05245878
111  36.22497291 -115.03608016
111  36.22470538 -115.03591576
112  36.22470538 -115.03591576  36.22464986 -115.03588276
111  36.22459510 -115.03590633
111  36.22406960 -115.03622026
111  36.22429166 -115.03654455
111  36.22425136 -115.03658981
111  36.22415934 -115.03646065
112  36.22415934 -115.03646065  36.22414565 -115.03644086
111  36.22413728 -115.03645405
111  36.22381687 -115.03681417
112  36.22383050 -115.03689807  36.22385889 -115.03694339
111  36.22383050 -115.03689807
111  36.22379052 -115.03694521
112  36.22379052 -115.03694521  36.22375936 -115.03689913
111  36.22371713 -115.03692635
112  36.22344218 -115.03723651  36.22342314 -115.03725856
111  36.22344218 -115.03723651
112  36.22344218 -115.03723651  36.22339579 -115.03729024
111  36.22341328 -115.03735906
113  36.22352090 -115.03768007
111  36.22397073 -115.03645594
112  36.22399583 -115.03645311  36.22401104 -115.03643614
111  36.22399583 -115.03645311
111  36.22407492 -115.03636921
112  36.22407492 -115.03636921  36.22408404 -115.03635790
111  36.22407264 -115.03633716
111  36.22400191 -115.03623440
112  36.22398062 -115.03623534  36.22396997 -115.03624760
111  36.22398062 -115.03623534
111  36.22389848 -115.03632584
112  36.22389848 -115.03632584  36.22389392 -115.03633339
113  36.22389924 -115.03635601
111  36.22379809 -115.03627588
111  36.22391901 -115.03614484
112  36.22391977 -115.03611562  36.22390609 -115.03609771
111  36.22391977 -115.03611562
112  36.22391977 -115.03611562  36.22382623 -115.03601192
111  36.22374106 -115.03608451
111  36.22362850 -115.03620989
112  36.22362850 -115.03623723  36.22363611 -115.03625326
111  36.22362850 -115.03623723
111  36.22363915 -115.03625420
112  36.22367033 -115.03627400  36.22368706 -115.03627871
111  36.22367033 -115.03627400
111  36.22374106 -115.03629285
114  36.22374106 -115.03629285  36.22377452 -115.03629945
111  36.22338666 -115.03647668
112  36.22347412 -115.03637864  36.22348248 -115.03626834
111  36.22347412 -115.03637864
113  36.22338666 -115.03647668
111  36.22340580 -115.03676776
111  36.22352140 -115.03693274
111  36.22382104 -115.03660090
111  36.22374475 -115.03649171
111  36.22368771 -115.03655581
111  36.22357235 -115.03639068
111  36.22339743 -115.03658488
113  36.22347272 -115.03669235
112  36.23064640 -115.02427468  36.23066283 -115.02425024
111  36.23064640 -115.02427468
112  36.23083914 -115.02394071  36.23087857 -115.02387690
111  36.23087200 -115.02382123
111  36.23085557 -115.02333249
112  36.23085228 -115.02319537  36.23082162 -115.02315735
111  36.23085228 -115.02319537
112  36.23085228 -115.02319537  36.23077781 -115.02319673
111  36.23078110 -115.02321981
111  36.23079555 -115.02357389
111  36.23061925 -115.02358365
111  36.23060961 -115.02359532
111  36.23061026 -115.02362574
111  36.23062559 -115.02363795
111  36.23066613 -115.02363578
111  36.23066767 -115.02368820
111  36.23060259 -115.02369226
111  36.23060457 -115.02371370
111  36.23063873 -115.02371262
111  36.23064683 -115.02393392
111  36.23062121 -115.02393527
112  36.23062121 -115.02393527  36.23061026 -115.02393527
111  36.23060916 -115.02394478
113  36.23061792 -115.02428554
111  36.24667541 -115.01738695
112  36.24667541 -115.01738695  36.24666720 -115.01714705
111  36.24648924 -115.01714932
111  36.24565329 -115.01717874
112  36.24565329 -115.01717874  36.24552917 -115.01718327
111  36.24550727 -115.01738129
111  36.24554560 -115.01889534
112  36.24554560 -115.01889534  36.24555199 -115.01910242
111  36.24574090 -115.01909111
111  36.24654764 -115.01905829
112  36.24654764 -115.01905829  36.24667997 -115.01905376
113  36.24671191 -115.01887271
111  36.25148223 -115.03306516
111  36.25147758 -115.03289812
111  36.25147296 -115.03273209
111  36.25119878 -115.03274391
111  36.25120346 -115.03290938
113  36.25120820 -115.03307704
130 Airport Boundary
111  36.21848192 -115.05294726
111  36.21736781 -115.05293350
111  36.21740639 -115.05165147
111  36.22261076 -115.04382431
111  36.22247688 -115.04352306
111  36.21730752 -115.04353486
111  36.21080571 -115.04362860
111  36.21064083 -115.03757143
111  36.21071362 -115.03756117
111  36.21069617 -115.03707646
111  36.21064593 -115.03520197
111  36.21073544 -115.03520255
111  36.21077885 -115.03516855
111  36.21077285 -115.03509166
111  36.21075790 -115.03502815
111  36.21070280 -115.03292315
111  36.21449138 -115.03254007
111  36.21447422 -115.03031302
111  36.21612998 -115.03015204
111  36.21612147 -115.02873349
111  36.21835402 -115.02850060
111  36.21836203 -115.02552426
111  36.21944645 -115.02559394
111  36.21960748 -115.02563258
111  36.21963752 -115.02565537
111  36.21964972 -115.02592782
111  36.21967534 -115.02598025
111  36.21971219 -115.02600652
111  36.21981605 -115.02601511
111  36.22034010 -115.02596924
111  36.22037940 -115.02594627
111  36.22039924 -115.02591005
111  36.22041598 -115.02552758
111  36.22049876 -115.02543811
111  36.22564971 -115.02543091
111  36.22595913 -115.02542906
111  36.22603354 -115.02540081
111  36.22608583 -115.02530517
112  36.22662116 -115.02477040  36.22681946 -115.02441342
111  36.22682535 -115.02391938
111  36.22682262 -115.02244802
112  36.22712650 -115.02159469  36.22739964 -115.02120377
111  36.22784196 -115.02124257
111  36.23775727 -115.02094631
111  36.23775757 -115.02087795
111  36.23775614 -115.02070433
111  36.23775702 -115.02048810
111  36.23772603 -115.02046144
111  36.23773805 -115.01934053
111  36.23865078 -115.01929326
111  36.23865887 -115.01816208
111  36.23959441 -115.01813212
111  36.23960584 -115.01699146
111  36.24051989 -115.01700399
111  36.24048266 -115.01128956
111  36.24410647 -115.01119404
111  36.24401330 -115.00656186
111  36.25122716 -115.00655047
111  36.25133892 -115.01473972
111  36.25211131 -115.01476198
111  36.25212927 -115.01571839
111  36.25480715 -115.01578717
111  36.25492726 -115.02916047
111  36.24671386 -115.04331282
111  36.24569246 -115.04330438
111  36.24548853 -115.04299988
111  36.24507363 -115.04300522
111  36.24466596 -115.04333808
111  36.24459709 -115.04569015
111  36.23986860 -115.04570178
111  36.23564210 -115.05055417
111  36.23562881 -115.05184069
111  36.23105076 -115.05374583
111  36.23093791 -115.05374987
111  36.23095153 -115.05394153
111  36.23102025 -115.05633439
111  36.23102301 -115.06189870
111  36.22610591 -115.06194530
111  36.22595200 -115.06168845
111  36.22544305 -115.06169648
111  36.22525051 -115.06197629
111  36.22501796 -115.06196454
111  36.22501792 -115.06192948
111  36.21882650 -115.06199263
111  36.21881881 -115.06189449
113  36.21853640 -115.06188749
120 Linear Feature 104
111  36.24602868 -115.02365577 6
111  36.24619476 -115.02346960 6
111  36.24649731 -115.02313045 56
115  36.24655602 -115.02306463
120 Linear Feature 103
111  36.24521157 -115.02452297 56
115  36.24567576 -115.02402776
120 Linear Feature 102
111  36.24253161 -115.02196913 6
111  36.24255714 -115.02170549 56
111  36.24279015 -115.01955398 6
115  36.24280265 -115.01944072
120 Linear Feature 101
111  36.24507378 -115.01970789 56
115  36.24505197 -115.01901114
120 Linear Feature 100
111  36.25092579 -115.03298630 54
111  36.25091105 -115.03242237 54
111  36.25174116 -115.03238977 54
115  36.25176025 -115.03311593
120 Linear Feature 99
111  36.24822818 -115.03272719 54
115  36.24824405 -115.03309707
120 Linear Feature 98
111  36.24778954 -115.03344625 54
111  36.24758105 -115.03334268 54
111  36.24751244 -115.03325710 54
111  36.24747302 -115.03311452 54
111  36.24747061 -115.03286524 54
111  36.24749163 -115.03274652 54
115  36.24755105 -115.03266000
120 Linear Feature 97
111  36.24577711 -115.02770449 4
111  36.24564456 -115.02771407 54
111  36.24564785 -115.02779147 54
111  36.24523500 -115.02781893 4
115  36.24509618 -115.02791862
120 Linear Feature 96
111  36.24739659 -115.02529834 54
115  36.24650597 -115.02626633
120 Linear Feature 95
111  36.24635798 -115.02421974 4
111  36.24653969 -115.02405911 54
111  36.24670300 -115.02391475 4
115  36.24690679 -115.02373461
120 Linear Feature 94
111  36.24522634 -115.02510951 4
111  36.24536501 -115.02510581 54
111  36.24556465 -115.02510047 4
115  36.24569915 -115.02509688
120 Linear Feature 93
111  36.24595151 -115.02223366 54
111  36.24531231 -115.02306536 4
115  36.24517775 -115.02324044
120 Linear Feature 92
111  36.24471111 -115.02154217 4
111  36.24485908 -115.02138238 54
111  36.24513682 -115.02108244 54
115  36.24517885 -115.02087944
120 Linear Feature 91
111  36.22764543 -115.04684116 4
111  36.22742146 -115.04723625 4
111  36.22733704 -115.04732664 54
111  36.22718438 -115.04749007 54
111  36.22689307 -115.04746292 4
115  36.22541356 -115.04909079
120 Linear Feature 90
111  36.22584941 -115.04667282 54
111  36.22626994 -115.04621125 54
111  36.22620205 -115.04611487 54
115  36.22657421 -115.04571262
120 Linear Feature 89
111  36.22527493 -115.04480297 4
115  36.22484928 -115.04526284
120 Linear Feature 88
111  36.22574057 -115.04454284 54
111  36.22537311 -115.04494104 54
115  36.22527988 -115.04480987
120 Linear Feature 87
111  36.22387182 -115.04413369 4
111  36.22428562 -115.04368711 54
115  36.22473274 -115.04320456
120 Linear Feature 86
111  36.23486809 -115.03882244 4
111  36.23469317 -115.03901448 54
111  36.23453325 -115.03919005 4
115  36.23434771 -115.03939374
120 Linear Feature 85
111  36.23193515 -115.03536120 54
115  36.23229808 -115.03496423
120 Linear Feature 84
111  36.23321364 -115.03628453 4
111  36.23311070 -115.03640062 54
111  36.23295873 -115.03656906 4
115  36.23285551 -115.03668843
120 Linear Feature 83
111  36.23371027 -115.03794465 4
111  36.23381593 -115.03782685 54
111  36.23396691 -115.03766042 4
115  36.23407025 -115.03754962
120 CL Alpha
111  36.22756357 -115.04783385 51
111  36.22746279 -115.04769146 51
111  36.22735825 -115.04754376 51
111  36.22732813 -115.04750120
111  36.22728947 -115.04744659 51
111  36.22727396 -115.04742467
111  36.22724674 -115.04738621 51
111  36.22694197 -115.04695561 51
112  36.22691714 -115.04691226  36.22690379 -115.04688329
111  36.22691714 -115.04691226
111  36.22671922 -115.04643211 51
112  36.22665695 -115.04629734  36.22661385 -115.04622522
111  36.22665695 -115.04629734 51
111  36.22656091 -115.04616313 51
111  36.22652879 -115.04611826 51
111  36.22639775 -115.04593515
111  36.22637156 -115.04589857 51
111  36.22621262 -115.04567648 51
111  36.22605255 -115.04545281 51
111  36.22555786 -115.04476158
111  36.22553681 -115.04473217 51
111  36.22535588 -115.04447076 51
111  36.22519963 -115.04425470
111  36.22491714 -115.04386408 51
111  36.22476296 -115.04365087 51
112  36.22467037 -115.04354373  36.22462434 -115.04350849
111  36.22467037 -115.04354373 51
111  36.22454277 -115.04343839
111  36.22451432 -115.04341489 51
111  36.22434448 -115.04327469
112  36.22434448 -115.04327469  36.22428357 -115.04323106 51
111  36.22424773 -115.04318396 51
111  36.22421507 -115.04313806 51
111  36.22412593 -115.04301277 51
111  36.22407876 -115.04294647 51
111  36.22399302 -115.04282597 51
111  36.22395446 -115.04277177 51
111  36.22386998 -115.04265302 51
111  36.22382393 -115.04258830 51
111  36.22373990 -115.04247020 51
111  36.22370134 -115.04241600 51
111  36.22361220 -115.04229071 51
111  36.22357252 -115.04223493 51
111  36.22349177 -115.04212144 51
111  36.22345446 -115.04206900 51
111  36.22336453 -115.04194259 51
111  36.22331860 -115.04187804 51
111  36.22323944 -115.04176678 51
111  36.22319464 -115.04170382 51
111  36.22311674 -115.04159431 51
111  36.22271914 -115.04103548 51
115  36.22212509 -115.04019554
120 CL Foxtrot Juliet
111  36.22327461 -115.05570818 51
111  36.22305839 -115.05547628 51
112  36.22303864 -115.05516979  36.22314675 -115.05499499
111  36.22303864 -115.05516979 51
111  36.22312626 -115.05504315 51
111  36.22331818 -115.05476576 51
111  36.22348631 -115.05452275 51
111  36.22362034 -115.05432903 51
111  36.22378051 -115.05409751 51
111  36.22394136 -115.05386502 51
111  36.22400695 -115.05377023 51
112  36.22409062 -115.05352201  36.22410058 -115.05335933
111  36.22409062 -115.05352201 51
111  36.22425955 -115.05192864 51
112  36.22438353 -115.05167929  36.22450029 -115.05154433
111  36.22438353 -115.05167929 51
111  36.22485886 -115.05116425 51
111  36.22501874 -115.05099100 51
111  36.22521922 -115.05077377 51
111  36.22547920 -115.05049207 51
111  36.22568723 -115.05026667 51
111  36.22595621 -115.04997926 51
111  36.22615507 -115.04978940 51
112  36.22629609 -115.04964607  36.22634215 -115.04959362
111  36.22629609 -115.04964607 51
111  36.22645926 -115.04946946 51
111  36.22660526 -115.04931143 51
111  36.22662848 -115.04928629 51
111  36.22674402 -115.04916123 51
111  36.22677862 -115.04912379 51
111  36.22690189 -115.04899036 51
111  36.22706494 -115.04881459 51
111  36.22708664 -115.04879107 51
111  36.22710273 -115.04877364 51
111  36.22722622 -115.04863981 51
111  36.22724260 -115.04862206 51
111  36.22737716 -115.04847625 51
111  36.22739635 -115.04845544 51
111  36.22743835 -115.04840993 51
111  36.22753512 -115.04830506 51
111  36.22756225 -115.04827566 51
111  36.22759864 -115.04823622 51
111  36.22769456 -115.04813248 51
111  36.22790619 -115.04790853 51
111  36.22792367 -115.04788957 51
111  36.22813847 -115.04765893 51
111  36.22830674 -115.04747609 51
111  36.22835400 -115.04742393 51
111  36.22843000 -115.04734142 51
111  36.22854344 -115.04721907 51
111  36.22860370 -115.04715429 51
111  36.22865594 -115.04709747 51
111  36.22877217 -115.04697103 51
111  36.22882092 -115.04691721 51
111  36.22888384 -115.04684886 51
111  36.22899736 -115.04672557 51
111  36.22907836 -115.04663760 51
111  36.22911208 -115.04660097 51
111  36.22922590 -115.04647735 51
111  36.22932402 -115.04637077 51
111  36.22933840 -115.04635523 51
111  36.22946046 -115.04622330 51
111  36.22953838 -115.04613891 51
111  36.22989593 -115.04575169 51
111  36.23011705 -115.04551223 51
111  36.23039015 -115.04521646 51
111  36.23060294 -115.04498601 51
111  36.23099644 -115.04455986 51
111  36.23118522 -115.04435541 51
111  36.23146317 -115.04405441 51
111  36.23167391 -115.04382618 51
111  36.23190299 -115.04357809 51
111  36.23214678 -115.04331406 51
111  36.23239191 -115.04304859 51
111  36.23257370 -115.04285172 51
111  36.23279119 -115.04261618 51
111  36.23295804 -115.04243549 51
111  36.23319664 -115.04217708 51
111  36.23336770 -115.04199183 51
111  36.23361596 -115.04172296 51
111  36.23379728 -115.04152660 51
111  36.23405519 -115.04124729 51
111  36.23423023 -115.04105773 51
111  36.23445195 -115.04081760 51
111  36.23470577 -115.04054272 51
111  36.23490968 -115.04032136 51
111  36.23497038 -115.04025615 51
111  36.23502632 -115.04019513 51
111  36.23525450 -115.03994622 51
111  36.23534871 -115.03984345 51
111  36.23549778 -115.03967573 51
111  36.23553278 -115.03963727 51
111  36.23573138 -115.03941909 51
111  36.23592142 -115.03921113 51
111  36.23619850 -115.03890793 51
111  36.23640021 -115.03868719 51
111  36.23668175 -115.03837911 51
111  36.23681622 -115.03823195 51
111  36.23715221 -115.03786428 51
111  36.23728241 -115.03772180 51
111  36.23764767 -115.03732209 51
111  36.23778951 -115.03716688 51
111  36.23812085 -115.03680429 51
111  36.23825163 -115.03666118 51
111  36.23859112 -115.03628968 51
111  36.23875640 -115.03610882 51
111  36.23894824 -115.03589888 51
111  36.23910189 -115.03573075 51
111  36.23941172 -115.03539170 51
111  36.23955105 -115.03523922 51
111  36.23986632 -115.03489423 51
111  36.24001359 -115.03473308 51
111  36.24032885 -115.03438808 51
111  36.24055517 -115.03414043 51
111  36.24059004 -115.03410226 51
111  36.24078168 -115.03389255 51
