I
1050 Generated by WorldEditor 2.2.0r2

1   1130 0 0 3S8 Grants Pass
111  42.50926879 -123.38461495
111  42.50892213 -123.38528395
111  42.51079860 -123.38726788
113  42.51131678 -123.38856046
120 Linear Feature 50
111  42.50981376 -123.38917679 22
111  42.50972883 -123.38932296 22
111  42.50949322 -123.38907015 22
113  42.50957756 -123.38892408 22
120 Linear Feature 49
111  42.51072051 -123.39031543 1
111  42.51069751 -123.39029090 1
115  42.51067553 -123.39026746
120 Linear Feature 49
111  42.51093681 -123.39055078 1
111  42.51091381 -123.39052625 1
115  42.51089183 -123.39050281
120 Linear Feature 48
111  42.51067346 -123.39033264 1
115  42.51069751 -123.39029090
120 Linear Feature 48
111  42.51088976 -123.39056799 1
115  42.51091381 -123.39052625
120 Linear Feature 47
111  42.51408362 -123.39318773 4
115  42.51398065 -123.39307783
120 Linear Feature 46
111  42.51197285 -123.39092286 4
115  42.51189894 -123.39084367
120 Linear Feature 45
111  42.50985509 -123.38864747 4
115  42.50972425 -123.38850620
120 Linear Feature 44
111  42.50969399 -123.38667945 4
111  42.50981798 -123.38673608 4
115  42.50988522 -123.38688525
120 Linear Feature 43
111  42.50770587 -123.38633291 4
115  42.50757893 -123.38619562
120 Linear Feature 42
111  42.50559374 -123.38406300 4
115  42.50549044 -123.38395353
120 Linear Feature 41
111  42.50617226 -123.38281247 4
115  42.50626905 -123.38300228
120 Linear Feature 40
111  42.50806745 -123.38808996 1
116  42.50803574 -123.38809560  42.50801847 -123.38809000
120 Linear Feature 40
111  42.50796805 -123.38789886 1
115  42.50794352 -123.38787285
120 Linear Feature 40
111  42.50797590 -123.38788541 1
115  42.50795163 -123.38785927
120 Linear Feature 40
111  42.50807279 -123.38771923 1
115  42.50804878 -123.38769291
120 Linear Feature 40
111  42.50808943 -123.38769069 1
115  42.50806542 -123.38766437
120 Linear Feature 40
111  42.50803575 -123.38807392 1
115  42.50800729 -123.38804215
120 Linear Feature 40
111  42.50804070 -123.38813503 1
112  42.50803574 -123.38809560  42.50802962 -123.38807951
111  42.50803574 -123.38809560 1
115  42.50799907 -123.38805627
120 Linear Feature 40
111  42.50802003 -123.38810127 1
115  42.50799157 -123.38806915
120 Linear Feature 40
111  42.50792193 -123.38826443 1
115  42.50789484 -123.38823529
120 Linear Feature 39
111  42.50834325 -123.38867312 1
115  42.50826578 -123.38858955
120 Linear Feature 39
111  42.50833470 -123.38868750 1
115  42.50831232 -123.38866417
120 Linear Feature 39
111  42.50835181 -123.38865874 1
115  42.50833682 -123.38864263
120 Linear Feature 38
111  42.50971751 -123.38985333 3
111  42.50971935 -123.38980452 3
112  42.50970448 -123.38976250  42.50969218 -123.38974449
111  42.50970448 -123.38976250 3
115  42.50957961 -123.38962795
120 Linear Feature 37
111  42.51134018 -123.39107966 1
111  42.51131955 -123.39111612 1
115  42.51129978 -123.39115121
120 Linear Feature 37
111  42.51141783 -123.39094763 1
111  42.51139720 -123.39098409 1
115  42.51137744 -123.39101939
120 Linear Feature 37
111  42.51106789 -123.39174392 1
111  42.51104727 -123.39178038 1
115  42.51102672 -123.39181674
120 Linear Feature 37
111  42.51114563 -123.39161285 1
111  42.51112501 -123.39164931 1
115  42.51110446 -123.39168567
120 Linear Feature 37
111  42.51137642 -123.39121834 1
111  42.51135580 -123.39125480 1
115  42.51133525 -123.39129116
120 Linear Feature 37
111  42.51145279 -123.39108866 1
111  42.51143217 -123.39112512 1
115  42.51141162 -123.39116148
120 Linear Feature 36
111  42.51131955 -123.39111612 1
115  42.51135935 -123.39115665
120 Linear Feature 36
111  42.51139720 -123.39098409 1
115  42.51143993 -123.39102771
120 Linear Feature 36
111  42.51100985 -123.39173992 1
115  42.51104727 -123.39178038
120 Linear Feature 36
111  42.51108759 -123.39160885 1
115  42.51112501 -123.39164931
120 Linear Feature 36
111  42.51131830 -123.39121509 1
115  42.51135580 -123.39125480
120 Linear Feature 36
111  42.51139332 -123.39108467 1
115  42.51143217 -123.39112512
120 Linear Feature 35
111  42.51164157 -123.39146931 1
115  42.51163343 -123.39146070
120 Linear Feature 35
111  42.51162260 -123.39150159 1
115  42.51161447 -123.39149298
120 Linear Feature 35
111  42.51163170 -123.39148610 1
115  42.51160619 -123.39145936
120 Linear Feature 35
111  42.51148861 -123.39172958 1
115  42.51146309 -123.39170002
120 Linear Feature 34
111  42.51250486 -123.39279912 1
115  42.51247283 -123.39276513
120 Linear Feature 34
111  42.51191260 -123.39277775 1
115  42.51183899 -123.39269844
120 Linear Feature 34
111  42.51179824 -123.39266192 1
115  42.51175884 -123.39262035
120 Linear Feature 34
111  42.51178198 -123.39268961 1
115  42.51174258 -123.39264803
120 Linear Feature 34
111  42.51182313 -123.39271034 1
115  42.51175077 -123.39263410
120 Linear Feature 34
111  42.51198648 -123.39265271 1
115  42.51191280 -123.39257258
120 Linear Feature 34
111  42.51264153 -123.39256639 1
115  42.51260913 -123.39253241
120 Linear Feature 34
111  42.51257310 -123.39268292 1
115  42.51254107 -123.39264893
120 Linear Feature 34
111  42.51243637 -123.39291573 1
115  42.51240435 -123.39288174
120 Linear Feature 34
111  42.51236877 -123.39303083 1
115  42.51233675 -123.39299685
120 Linear Feature 34
111  42.51230045 -123.39314717 1
115  42.51226842 -123.39311319
120 Linear Feature 34
111  42.51223375 -123.39326074 1
115  42.51220172 -123.39322676
120 Linear Feature 34
111  42.51241939 -123.39336512 1
115  42.51237831 -123.39332264
120 Linear Feature 34
111  42.51248877 -123.39325242 1
115  42.51244550 -123.39320888
120 Linear Feature 34
111  42.51255811 -123.39313749 1
115  42.51251375 -123.39309331
120 Linear Feature 34
111  42.51262620 -123.39302203 1
115  42.51258237 -123.39297711
120 Linear Feature 34
111  42.51269524 -123.39290511 1
115  42.51265142 -123.39286020
120 Linear Feature 34
111  42.51276418 -123.39278839 1
115  42.51272035 -123.39274347
120 Linear Feature 34
111  42.51283209 -123.39267379 1
115  42.51278762 -123.39262958
120 Linear Feature 34
111  42.51267631 -123.39322168 1
115  42.51265530 -123.39319963
120 Linear Feature 33
111  42.50838743 -123.38499956 1
115  42.50850051 -123.38481020
120 Linear Feature 32
111  42.50878264 -123.38510396 2
111  42.50850051 -123.38481020 2
115  42.50829613 -123.38459738
120 Linear Feature 31
111  42.50769791 -123.38684519 21
111  42.50849975 -123.38770799 21
111  42.51114178 -123.39055088 21
115  42.51316035 -123.39272291
120 Linear Feature 30
111  42.50538713 -123.38412781 9
111  42.50874604 -123.38773873 9
111  42.50879828 -123.38779489 9
111  42.50895986 -123.38796859 9
111  42.50900498 -123.38801710 9
111  42.50914836 -123.38817123 9
111  42.50922708 -123.38825587 9
111  42.51007969 -123.38917245 9
111  42.51013607 -123.38923308 9
111  42.51030139 -123.38941080 9
111  42.51035529 -123.38946874 9
111  42.51052083 -123.38964670 9
111  42.51057114 -123.38970079 9
111  42.51211117 -123.39135637 9
111  42.51219094 -123.39144212 9
111  42.51238718 -123.39165309 9
111  42.51246634 -123.39173819 9
111  42.51276269 -123.39205677 9
111  42.51284330 -123.39214342 9
115  42.51325177 -123.39258254
120 Linear Feature 27
111  42.50591842 -123.38503147 20
115  42.50559181 -123.38468101
120 Linear Feature 27
111  42.50663179 -123.38578858 20
115  42.50603975 -123.38516055
120 Linear Feature 27
111  42.50679398 -123.38596286 20
115  42.50668632 -123.38584778
120 Linear Feature 29
111  42.50657543 -123.38618822 1
115  42.50676954 -123.38586197
120 Linear Feature 28
111  42.50719400 -123.38639555 20
111  42.50708818 -123.38657091
111  42.50707174 -123.38659726 20
111  42.50705941 -123.38661576
112  42.50705941 -123.38661576  42.50703500 -123.38664250 20
111  42.50700052 -123.38662362 20
115  42.50695413 -123.38657654
120 Linear Feature 27
111  42.50692531 -123.38610551 20
115  42.50685924 -123.38603279
120 Linear Feature 27
111  42.50725337 -123.38645834 20
111  42.50719400 -123.38639555 20
115  42.50713315 -123.38633120
120 Linear Feature 26
111  42.51229842 -123.39179351 1
112  42.51228151 -123.39155935  42.51221306 -123.39143701
111  42.51228151 -123.39155935 1
116  42.51210982 -123.39159021  42.51202030 -123.39168996
120 Linear Feature 25
111  42.51299172 -123.39249339 1
116  42.51301831 -123.39232055  42.51300553 -123.39222293
120 Linear Feature 25
111  42.50908776 -123.38832968 1
111  42.50913395 -123.38824267 1
116  42.50914836 -123.38817123  42.50914830 -123.38814300
120 Linear Feature 25
111  42.50872247 -123.38784666 1
116  42.50874604 -123.38773873  42.50874842 -123.38768162
120 Linear Feature 25
111  42.50894200 -123.38806815 1
116  42.50895989 -123.38796784  42.50895945 -123.38790520
120 Linear Feature 25
111  42.51005855 -123.38928403 1
116  42.51007969 -123.38917245  42.51007870 -123.38911092
120 Linear Feature 25
111  42.51028130 -123.38951935 1
116  42.51030139 -123.38941080  42.51030118 -123.38934820
120 Linear Feature 25
111  42.51050076 -123.38975290 1
116  42.51052083 -123.38964670  42.51052179 -123.38958074
120 Linear Feature 25
111  42.51071327 -123.38997328 1
116  42.51072109 -123.38978161  42.51069090 -123.38967162
120 Linear Feature 25
111  42.51092778 -123.39020460 1
116  42.51093394 -123.39001029  42.51090168 -123.38989851
120 Linear Feature 25
111  42.51166049 -123.39110984 1
116  42.51162643 -123.39075621  42.51150464 -123.39058458
120 Linear Feature 25
111  42.51208895 -123.39150156 1
116  42.51211117 -123.39135637  42.51210613 -123.39126905
120 Linear Feature 25
111  42.51236336 -123.39180172 1
116  42.51238718 -123.39165309  42.51237917 -123.39156488
120 Linear Feature 25
111  42.51273743 -123.39220844 1
116  42.51276269 -123.39205677  42.51275550 -123.39196840
120 Linear Feature 24
111  42.51192372 -123.39107667 1
112  42.51166049 -123.39110984  42.51152412 -123.39126705
111  42.51166049 -123.39110984 1
111  42.51084937 -123.39249283
112  42.51084937 -123.39249283  42.51081098 -123.39254894 1
111  42.51076271 -123.39251560 1
115  42.51031991 -123.39204040
120 Linear Feature 24
111  42.50830774 -123.38768520 1
111  42.50819775 -123.38786819 1
111  42.50806745 -123.38808996 1
111  42.50804070 -123.38813503 1
111  42.50795337 -123.38828007 1
115  42.50790602 -123.38835438
120 Linear Feature 24
111  42.50789781 -123.38724726 1
115  42.50751933 -123.38789380
120 Linear Feature 24
111  42.50811621 -123.38746655 1
115  42.50771546 -123.38815111
120 Linear Feature 24
111  42.51114178 -123.39055088 1
115  42.51063494 -123.39140935
120 Linear Feature 24
111  42.50955547 -123.39029654 1
115  42.51050867 -123.39132372
120 Linear Feature 24
111  42.50849975 -123.38770799 1
111  42.50823220 -123.38816493 1
115  42.50805864 -123.38845063
120 Linear Feature 24
111  42.50879828 -123.38779489 1
112  42.50872247 -123.38784666  42.50868949 -123.38789200
111  42.50872247 -123.38784666 1
115  42.50824236 -123.38866582
120 Linear Feature 24
111  42.50900498 -123.38801710 1
112  42.50894200 -123.38806815  42.50890864 -123.38811731
111  42.50894200 -123.38806815 1
115  42.50845376 -123.38890259
120 Linear Feature 24
111  42.50922708 -123.38825587 1
112  42.50908776 -123.38832968  42.50903262 -123.38840278
111  42.50908776 -123.38832968 1
115  42.50865548 -123.38905960
120 Linear Feature 24
111  42.51013607 -123.38923308 1
112  42.51005855 -123.38928403  42.51001945 -123.38933710
111  42.51005855 -123.38928403 1
111  42.50971751 -123.38985333 1
115  42.50949533 -123.39023068
120 Linear Feature 24
111  42.51035529 -123.38946874 1
112  42.51028130 -123.38951935  42.51024265 -123.38956936
111  42.51028130 -123.38951935 1
115  42.50978114 -123.39037200
120 Linear Feature 24
111  42.51057114 -123.38970079 1
112  42.51050076 -123.38975290  42.51045828 -123.38980872
111  42.51050076 -123.38975290 1
115  42.51000060 -123.39060555
120 Linear Feature 24
111  42.51086937 -123.38994092 1
112  42.51071327 -123.38997328  42.51064196 -123.39005935
111  42.51071327 -123.38997328 1
115  42.51019919 -123.39084800
120 Linear Feature 24
111  42.51106858 -123.39015283 1
112  42.51092778 -123.39020460  42.51087982 -123.39027356
111  42.51092778 -123.39020460 1
115  42.51041369 -123.39107932
120 Linear Feature 24
111  42.51219094 -123.39144212 1
112  42.51208895 -123.39150156  42.51204554 -123.39155864
111  42.51208895 -123.39150156 1
115  42.51148140 -123.39252928
120 Linear Feature 24
111  42.51246634 -123.39173819 1
112  42.51236336 -123.39180172  42.51231972 -123.39186156
111  42.51236336 -123.39180172 1
111  42.51191280 -123.39257258 1
111  42.51183899 -123.39269844 1
115  42.51175491 -123.39283954
120 Linear Feature 24
111  42.51284330 -123.39214342 1
112  42.51273743 -123.39220844  42.51269582 -123.39227322
111  42.51273743 -123.39220844 1
115  42.51212898 -123.39324625
120 Linear Feature 24
111  42.51320407 -123.39245218 1
112  42.51299172 -123.39249339  42.51288941 -123.39262584
111  42.51299172 -123.39249339 1
115  42.51242003 -123.39346116
120 Linear Feature 23
111  42.51192536 -123.39090506 1
116  42.51193650 -123.39108931  42.51199294 -123.39119317
120 Linear Feature 22
111  42.51179190 -123.39093415 1
112  42.51192536 -123.39090506  42.51199338 -123.39083406
111  42.51192536 -123.39090506 1
111  42.51215328 -123.39051326 1
112  42.51212708 -123.39017351  42.51201756 -123.39000856
111  42.51212708 -123.39017351 1
115  42.51167404 -123.38968539
120 Linear Feature 21
111  42.51070627 -123.38864661 1
111  42.51024267 -123.38814921 1
116  42.50999947 -123.38821531  42.50986864 -123.38837661
120 Linear Feature 20
111  42.50971595 -123.38870175 1
111  42.50999947 -123.38821531 1
112  42.50998683 -123.38787384  42.50988569 -123.38771438
111  42.50998683 -123.38787384 1
115  42.50952597 -123.38737757
120 Linear Feature 19
111  42.50768419 -123.38619626 1
116  42.50770910 -123.38654598  42.50782037 -123.38672404
120 Linear Feature 18
111  42.50742446 -123.38623918 1
112  42.50768419 -123.38619626  42.50780751 -123.38603840
111  42.50768419 -123.38619626 1
111  42.50785170 -123.38591160 1
111  42.50788515 -123.38586925 1
112  42.50808998 -123.38585218  42.50819212 -123.38592642
111  42.50808998 -123.38585218 1
111  42.50814626 -123.38589895 1
115  42.50856157 -123.38634455
120 Linear Feature 17
111  42.50556671 -123.38393161 1
111  42.50544521 -123.38413710 1
112  42.50548058 -123.38449504  42.50560391 -123.38466233
111  42.50548058 -123.38449504 1
111  42.50566619 -123.38469176 1
112  42.50578480 -123.38473701  42.50585559 -123.38473413
111  42.50578480 -123.38473701 1
111  42.50593146 -123.38471413 1
116  42.50604152 -123.38475351  42.50608811 -123.38479629
120 Linear Feature 16
111  42.50979459 -123.38677399 1
116  42.50978429 -123.38650323  42.50970577 -123.38634933
120 Linear Feature 15
111  42.50957762 -123.38714327 1
112  42.50936103 -123.38716461  42.50923872 -123.38705800
111  42.50936103 -123.38716461 1
115  42.50892514 -123.38669887
120 Linear Feature 14
111  42.51000444 -123.38673986 1
112  42.50979459 -123.38677399  42.50969725 -123.38690549
111  42.50979459 -123.38677399 1
111  42.50957762 -123.38714327 1
112  42.50960476 -123.38742508  42.50970038 -123.38755729
111  42.50960476 -123.38742508 1
115  42.51004435 -123.38789823
120 Linear Feature 13
111  42.51429039 -123.39265185 1
112  42.51426470 -123.39277226  42.51424618 -123.39281329
111  42.51426470 -123.39277226 1
111  42.51407875 -123.39308573 1
112  42.51382087 -123.39311625  42.51367118 -123.39299473
111  42.51382087 -123.39311625 1
111  42.51320407 -123.39245218 1
111  42.51193650 -123.39108931 1
111  42.51192372 -123.39107667 1
111  42.51179190 -123.39093415 1
111  42.51162643 -123.39075621 1
111  42.51106858 -123.39015283 1
111  42.51093394 -123.39001029 1
111  42.51086937 -123.38994092 1
111  42.51072109 -123.38978161 1
111  42.50971595 -123.38870175 1
111  42.50770910 -123.38654598 1
111  42.50742446 -123.38623918 1
111  42.50604152 -123.38475351 1
111  42.50560799 -123.38428356 1
112  42.50556671 -123.38393161  42.50564652 -123.38371293
111  42.50556671 -123.38393161 1
111  42.50573913 -123.38363713 1
112  42.50582790 -123.38356521  42.50586216 -123.38356521
111  42.50582790 -123.38356521
111  42.50592950 -123.38331597 1
111  42.50617700 -123.38289454 1
112  42.50639565 -123.38286088  42.50651873 -123.38297258
111  42.50639565 -123.38286088 1
111  42.50838743 -123.38499956 1
111  42.50978429 -123.38650323 1
111  42.51000444 -123.38673986 1
115  42.51063718 -123.38741998
21  42.50730476 -123.38553071 2 -38.2800 4.00 31 PAPI-4L
14  42.50925292 -123.38903018  25.00 0 ATC Tower
1300  42.50853509 -123.38451071 -128.31 hangar jets|turboprops|props Hangar 57
1301 B none 
1300  42.50529972 -123.38486427 322.18 hangar props Hangar 56
1301 A none 
1300  42.50548483 -123.38505487 141.88 hangar props Hangar 55
1301 A none 
1300  42.50571696 -123.38515794  51.19 hangar props Hangar 54
1301 A none 
1300  42.50587605 -123.38538754 -37.67 hangar props Hangar 53
1301 A none 
1300  42.50614286 -123.38597125 -36.45 hangar jets|turboprops|props Hangar 52
1301 B none 
1300  42.50651178 -123.38630260  52.22 hangar props Hangar 51
1301 A none 
1300  42.50679071 -123.38624991  52.37 hangar props Hangar 50
1301 A none 
1300  42.50690408 -123.38668533 -37.27 hangar props Hangar 49
1301 A none 
1300  42.50686029 -123.38699758  51.80 hangar jets|turboprops|props Hangar 48
1301 B none 
1300  42.50746109 -123.38776389 -38.51 hangar props Hangar 47
1301 A none 
1300  42.50755446 -123.38760555 -38.51 hangar props Hangar 46
1301 A none 
1300  42.50764477 -123.38745138 -38.51 hangar props Hangar 45
1301 A none 
1300  42.50773262 -123.38730321 -38.51 hangar props Hangar 44
1301 A none 
1300  42.50768633 -123.38798572 -37.87 hangar props Hangar 43
1301 A none 
1300  42.50779544 -123.38779371 -37.87 hangar props Hangar 42
1301 A none 
1300  42.50791634 -123.38758871 -37.87 hangar props Hangar 41
1301 A none 
1300  42.50784471 -123.38819217 142.65 hangar props Hangar 40-9
1301 A none 
1300  42.50790254 -123.38813646 -38.27 hangar props Hangar 40-8
1301 A none 
1300  42.50791163 -123.38807537 -217.98 hangar props Hangar 40-7
1301 A none 
1300  42.50796863 -123.38802287 -38.27 hangar props Hangar 40-6
1301 A none 
1300  42.50797806 -123.38796155 -217.60 hangar props Hangar 40-5
1301 A none 
1300  42.50804019 -123.38790141 -38.27 hangar props Hangar 40-4
1301 A none 
1300  42.50804496 -123.38784303 -218.49 hangar props Hangar 40-3
1301 A none 
1300  42.50811054 -123.38778069 -38.27 hangar props Hangar 40-2
1301 A none 
1300  42.50811144 -123.38772983 -218.86 hangar props Hangar 40-1
1301 A none 
1300  42.50816775 -123.38851375 -38.27 hangar props Hangar 39-9
1301 A none 
1300  42.50817725 -123.38845071 -217.98 hangar props Hangar 39-8
1301 A none 
1300  42.50823476 -123.38839960 -38.27 hangar props Hangar 39-7
1301 A none 
1300  42.50824351 -123.38833353 -217.60 hangar props Hangar 39-6
1301 A none 
1300  42.50830572 -123.38828057 -38.27 hangar props Hangar 39-5
1301 A none 
1300  42.50831151 -123.38821489 -218.49 hangar props Hangar 39-4
1301 A none 
1300  42.50837539 -123.38816123 -38.27 hangar props Hangar 39-3
1301 A none 
1300  42.50838013 -123.38809822 -218.86 hangar props Hangar 39-2
1301 A none 
1300  42.50844373 -123.38804397 -37.83 hangar props Hangar 39-1
1301 A none 
1300  42.50838298 -123.38874251 -38.27 hangar props Hangar 38-9
1301 A none 
1300  42.50839248 -123.38867948 -217.98 hangar props Hangar 38-8
1301 A none 
1300  42.50844999 -123.38862837 -38.27 hangar props Hangar 38-7
1301 A none 
1300  42.50845874 -123.38856230 -217.60 hangar props Hangar 38-6
1301 A none 
1300  42.50852095 -123.38850933 -38.27 hangar props Hangar 38-5
1301 A none 
1300  42.50852674 -123.38844366 -218.49 hangar props Hangar 38-4
1301 A none 
1300  42.50859062 -123.38839000 -38.27 hangar props Hangar 38-3
1301 A none 
1300  42.50859536 -123.38832699 -218.86 hangar props Hangar 38-2
1301 A none 
1300  42.50865896 -123.38827273 -37.83 hangar props Hangar 38-1
1301 A none 
1300  42.50859440 -123.38897467 -38.27 hangar props Hangar 37-9
1301 A none 
1300  42.50860390 -123.38891163 -217.98 hangar props Hangar 37-8
1301 A none 
1300  42.50866141 -123.38886052 -38.27 hangar props Hangar 37-7
1301 A none 
1300  42.50867016 -123.38879445 -217.60 hangar props Hangar 37-6
1301 A none 
1300  42.50873237 -123.38874149 -38.27 hangar props Hangar 37-5
1301 A none 
1300  42.50873816 -123.38867581 -218.49 hangar props Hangar 37-4
1301 A none 
1300  42.50880204 -123.38862215 -38.27 hangar props Hangar 37-3
1301 A none 
1300  42.50880678 -123.38855914 -218.86 hangar props Hangar 37-2
1301 A none 
1300  42.50887038 -123.38850489 -37.83 hangar props Hangar 37-1
1301 A none 
1300  42.50972374 -123.38949195  51.15 hangar props Hangar 36
1301 A none 
1300  42.50950860 -123.38988260 -38.06 hangar props Hangar 35
1301 A none 
1300  42.50942718 -123.39001506 -38.24 hangar props Hangar 34
1301 A none 
1300  42.50931268 -123.39026944  52.66 hangar props Hangar 33
1301 A none 
1300  42.50955861 -123.39050225  53.43 hangar props Hangar 32
1301 A none 
1300  42.50966735 -123.39064059  51.11 hangar props Hangar 31
1301 A none 
1300  42.50980205 -123.39079167  51.11 hangar props Hangar 30
1301 A none 
1300  42.50992369 -123.39090835  52.39 hangar props Hangar 29
1301 A none 
1300  42.51005598 -123.39102442  50.85 hangar props Hangar 28
1301 A none 
1300  42.51017117 -123.39114665  50.85 hangar props Hangar 27
1301 A none 
1300  42.51027868 -123.39126263  50.85 hangar props Hangar 26
1301 A none 
1300  42.51038582 -123.39137544  52.13 hangar props Hangar 25
1301 A none 
1300  42.51049838 -123.39149128  53.20 hangar props Hangar 24
1301 A none 
1300  42.50970948 -123.39019181 -38.27 hangar props Hangar 23-9
1301 A none 
1300  42.50972196 -123.39012531 -217.98 hangar props Hangar 23-8
1301 A none 
1300  42.50977948 -123.39007419 -38.27 hangar props Hangar 23-7
1301 A none 
1300  42.50978822 -123.39000812 -217.60 hangar props Hangar 23-6
1301 A none 
1300  42.50985043 -123.38995516 -38.27 hangar props Hangar 23-5
1301 A none 
1300  42.50985623 -123.38988948 -218.49 hangar props Hangar 23-4
1301 A none 
1300  42.50992010 -123.38983582 -38.27 hangar props Hangar 23-3
1301 A none 
1300  42.50992485 -123.38977281 -218.86 hangar props Hangar 23-2
1301 A none 
1300  42.50998844 -123.38971855 -37.83 hangar props Hangar 23-1
1301 A none 
1300  42.50993214 -123.39043401 -38.27 hangar props Hangar 22-9
1301 A none 
1300  42.50994462 -123.39036750 -217.98 hangar props Hangar 22-8
1301 A none 
1300  42.51000214 -123.39031638 -38.27 hangar props Hangar 22-7
1301 A none 
1300  42.51001089 -123.39025031 -217.60 hangar props Hangar 22-6
1301 A none 
1300  42.51007310 -123.39019735 -38.27 hangar props Hangar 22-5
1301 A none 
1300  42.51007889 -123.39013167 -218.49 hangar props Hangar 22-4
1301 A none 
1300  42.51014276 -123.39007801 -38.27 hangar props Hangar 22-3
1301 A none 
1300  42.51014751 -123.39001500 -218.86 hangar props Hangar 22-2
1301 A none 
1300  42.51021111 -123.38996074 -37.83 hangar props Hangar 22-1
1301 A none 
1300  42.51015173 -123.39065252 -38.27 hangar props Hangar 21-9
1301 A none 
1300  42.51016421 -123.39058601 -217.98 hangar props Hangar 21-8
1301 A none 
1300  42.51022173 -123.39053489 -38.27 hangar props Hangar 21-7
1301 A none 
1300  42.51023048 -123.39046882 -217.60 hangar props Hangar 21-6
1301 A none 
1300  42.51029268 -123.39041586 -38.27 hangar props Hangar 21-5
1301 A none 
1300  42.51029848 -123.39035018 -218.49 hangar props Hangar 21-4
1301 A none 
1300  42.51036235 -123.39029652 -38.27 hangar props Hangar 21-3
1301 A none 
1300  42.51036710 -123.39023351 -218.86 hangar props Hangar 21-2
1301 A none 
1300  42.51043070 -123.39017925 -37.83 hangar props Hangar 21-1
1301 A none 
1300  42.51035310 -123.39088564 -38.27 hangar props Hangar 20-9
1301 A none 
1300  42.51036558 -123.39081913 -217.98 hangar props Hangar 20-8
1301 A none 
1300  42.51042310 -123.39076801 -38.27 hangar props Hangar 20-7
1301 A none 
1300  42.51043184 -123.39070194 -217.60 hangar props Hangar 20-6
1301 A none 
1300  42.51049405 -123.39064898 -38.27 hangar props Hangar 20-5
1301 A none 
1300  42.51049985 -123.39058330 -218.49 hangar props Hangar 20-4
1301 A none 
1300  42.51056372 -123.39052964 -38.27 hangar props Hangar 20-3
1301 A none 
1300  42.51056847 -123.39046663 -218.86 hangar props Hangar 20-2
1301 A none 
1300  42.51063207 -123.39041237 -37.83 hangar props Hangar 20-1
1301 A none 
1300  42.51057637 -123.39111805 -38.27 hangar props Hangar 19-9
1301 A none 
1300  42.51058885 -123.39105154 -217.98 hangar props Hangar 19-8
1301 A none 
1300  42.51064637 -123.39100043 -38.27 hangar props Hangar 19-7
1301 A none 
1300  42.51065511 -123.39093435 -217.60 hangar props Hangar 19-6
1301 A none 
1300  42.51071732 -123.39088139 -38.27 hangar props Hangar 19-5
1301 A none 
1300  42.51072312 -123.39081571 -218.49 hangar props Hangar 19-4
1301 A none 
1300  42.51078699 -123.39076205 -38.27 hangar props Hangar 19-3
1301 A none 
1300  42.51079174 -123.39069904 -218.86 hangar props Hangar 19-2
1301 A none 
1300  42.51085534 -123.39064478 -37.83 hangar props Hangar 19-1
1301 A none 
1300  42.51105015 -123.39110566  51.04 hangar props Hangar 18-2
1301 A none 
1300  42.51119526 -123.39125917  51.04 hangar props Hangar 18-1
1301 A none 
1300  42.51135644 -123.39221956 -38.27 hangar props Hangar 17-13
1301 A none 
1300  42.51132006 -123.39211084 -217.47 hangar props Hangar 17-12
1301 A none 
1300  42.51142485 -123.39210194 -38.27 hangar props Hangar 17-11
1301 A none 
1300  42.51139100 -123.39198938 -217.47 hangar props Hangar 17-10
1301 A none 
1300  42.51149345 -123.39198295 -38.27 hangar props Hangar 17-9
1301 A none 
1300  42.51146047 -123.39187060 -217.98 hangar props Hangar 17-8
1301 A none 
1300  42.51156273 -123.39186639 -38.27 hangar props Hangar 17-7
1301 A none 
1300  42.51152925 -123.39175344 -217.60 hangar props Hangar 17-6
1301 A none 
1300  42.51163198 -123.39174793 -38.27 hangar props Hangar 17-5
1301 A none 
1300  42.51159682 -123.39163711 -218.49 hangar props Hangar 17-4
1301 A none 
1300  42.51170158 -123.39162830 -38.27 hangar props Hangar 17-3
1301 A none 
1300  42.51166757 -123.39152043 -218.86 hangar props Hangar 17-2
1301 A none 
1300  42.51177170 -123.39150900 -38.27 hangar props Hangar 17-1
1301 A none 
1300  42.51161671 -123.39260625 -218.58 hangar props Hangar 16-14
1301 A none 
1300  42.51172005 -123.39259774 -38.27 hangar props Hangar 16-13
1301 A none 
1300  42.51168368 -123.39248902 -217.47 hangar props Hangar 16-12
1301 A none 
1300  42.51178846 -123.39248012 -38.27 hangar props Hangar 16-11
1301 A none 
1300  42.51175461 -123.39236756 -217.47 hangar props Hangar 16-10
1301 A none 
1300  42.51185706 -123.39236112 -38.27 hangar props Hangar 16-9
1301 A none 
1300  42.51182409 -123.39224878 -217.98 hangar props Hangar 16-8
1301 A none 
1300  42.51192634 -123.39224456 -38.27 hangar props Hangar 16-7
1301 A none 
1300  42.51189286 -123.39213161 -217.60 hangar props Hangar 16-6
1301 A none 
1300  42.51199560 -123.39212610 -38.27 hangar props Hangar 16-5
1301 A none 
1300  42.51196043 -123.39201528 -218.49 hangar props Hangar 16-4
1301 A none 
1300  42.51206519 -123.39200648 -38.27 hangar props Hangar 16-3
1301 A none 
1300  42.51203118 -123.39189861 -218.86 hangar props Hangar 16-2
1301 A none 
1300  42.51213531 -123.39188717 -38.27 hangar props Hangar 16-1
1301 A none 
1300  42.51194134 -123.39280704 140.74 hangar props Hangar 15-2
1301 A none 
1300  42.51201874 -123.39268037 140.74 hangar props Hangar 15-1
1301 A none 
