A
1000 Generated by WorldEditor

1     27 1 0 KOKB Oceanside Muni
112  33.21701032 -117.35541899  33.21687443 -117.35538900
111  33.21701032 -117.35541899
112  33.21701032 -117.35541899  33.21684411 -117.35538026 20
111  33.21681109 -117.35555417 20
115  33.21662907 -117.35679711
120 Linear Feature 51
111  33.21780957 -117.34974533 20
115  33.21762313 -117.34974423
120 Linear Feature 50
112  33.21757118 -117.35145017  33.21752301 -117.35143734 20
112  33.21745296 -117.35121203  33.21746644 -117.35110961 20
115  33.21763311 -117.34981672
120 Linear Feature 49
112  33.21769823 -117.35162676  33.21771049 -117.35155617 20
112  33.21767139 -117.35147645  33.21763919 -117.35146823 20
115  33.21707173 -117.35131846
14  33.21680808 -117.35475428  82.02 0 New Tower Viewpoint 1
1300  33.21713008 -117.35432409 171.23 misc props Parking 1
1300  33.21727381 -117.35370161 -10.74 misc props Parking 4
1300  33.21707379 -117.35511733 -10.74 misc props Parking 2
1300  33.21695406 -117.35588233 -10.74 misc props Parking 3
1300  33.21681726 -117.35700842 -86.03 misc props Runup runway 6
1300  33.21768220 -117.34956012 261.63 misc props Hangars
1300  33.21737844 -117.35208542 -158.33 misc props Refueling
1300  33.21707368 -117.35262135 -10.25 misc props Gate 2
1300  33.21709646 -117.35248517 -10.25 misc props Gate 1
1300  33.21770737 -117.34827452 260.79 misc props Runup runway 24
18  33.21695153 -117.35317588 1 BCN
19  33.21815600 -117.35252847 1 WS
19  33.21789800 -117.34770347 1 WS
53 12780 Ground
54 12300 TWR
55 12730 SOCAL APP/DEP
99
