I
1050 Generated by WorldEditor 2.2.0r2

1   1171 1 0 NZQN Queenstown
111 -45.02079157  168.73861902 1
115 -45.02080717  168.73860909
120 Linear Feature 13
111 -45.02116062  168.73954644 1
111 -45.02116669  168.73956501 1
115 -45.02117238  168.73958242
120 Linear Feature 12
111 -45.02132868  168.74001489 1
111 -45.02133638  168.74003798 1
115 -45.02134366  168.74005977
120 Linear Feature 11
111 -45.02152104  168.74052170 1
111 -45.02152741  168.74053970 1
115 -45.02153354  168.74055705
120 Linear Feature 10
111 -45.02163993  168.74084960 1
111 -45.02165303  168.74085640 1
115 -45.02166623  168.74086325
120 Linear Feature 9
111 -45.02201976  168.74102485 1
111 -45.02203375  168.74103170 1
115 -45.02204797  168.74103868
120 Linear Feature 8
111 -45.02239653  168.74119154 1
111 -45.02240933  168.74119768 1
115 -45.02242247  168.74120399
120 Linear Feature 7
111 -45.02277221  168.74135398 1
111 -45.02278327  168.74135909 1
115 -45.02279350  168.74136385
120 Linear Feature 4
111 -45.02109799  168.73960498 1
111 -45.02112620  168.73958617 1
115 -45.02115317  168.73956818
120 Linear Feature 4
111 -45.02102317  168.73938445 1
111 -45.02104981  168.73936669 1
115 -45.02107835  168.73934765
120 Linear Feature 3
111 -45.02082155  168.73827784 1
111 -45.02085222  168.73828642 1
115 -45.02088355  168.73829548
120 Linear Feature 3
111 -45.02086077  168.73800602 1
111 -45.02089433  168.73801789 1
115 -45.02092209  168.73802778
120 Linear Feature 2
111 -45.02145512  168.74221822 1
112 -45.02115626  168.74189244 -45.02096663  168.74178116
111 -45.02115626  168.74189244 1
111 -45.02098003  168.74179778
112 -45.02098003  168.74179778 -45.02082919  168.74170022 1
112 -45.02064015  168.74135709 -45.02056473  168.74116960
111 -45.02064015  168.74135709 1
115 -45.02047418  168.74091907
120 Linear Feature 1
111 -45.02108723  168.73841836 20
115 -45.02116724  168.73793966
120 Linear Feature 37
111 -45.02101139  168.73971904 1
111 -45.02100840  168.73973372 1
111 -45.02098996  168.73971115 1
111 -45.02101412  168.73970473 1
115 -45.02101139  168.73971904
120 Linear Feature 36
112 -45.02113396  168.73965833 -45.02108151  168.73974313 2
115 -45.02101139  168.73971904
120 Linear Feature 35
111 -45.02089068  168.73945577 1
111 -45.02089926  168.73945708 1
111 -45.02088760  168.73948300 1
111 -45.02088161  168.73945418 1
115 -45.02089068  168.73945577
120 Linear Feature 34
112 -45.02101013  168.73930724 -45.02090911  168.73931323 2
115 -45.02089068  168.73945577
120 Linear Feature 33
111 -45.02079586  168.73970323 2
111 -45.02101013  168.73930724
112 -45.02101013  168.73930724 -45.02110724  168.73931577 2
116 -45.02111376  168.73955044 -45.02107410  168.73966867
120 Linear Feature 32
111 -45.02074475  168.73973888 2
111 -45.02079586  168.73970323 2
111 -45.02085758  168.73966019
112 -45.02085758  168.73966019 -45.02087756  168.73964937 2
111 -45.02090628  168.73965088 2
111 -45.02113396  168.73965833
112 -45.02113396  168.73965833 -45.02119261  168.73952688 2
116 -45.02105838  168.73939131 -45.02098069  168.73936653
120 Linear Feature 31
111 -45.02103381  168.73932071 2
111 -45.02104981  168.73936669 2
111 -45.02105838  168.73939131 2
111 -45.02111376  168.73955044 2
111 -45.02112620  168.73958617 2
115 -45.02114019  168.73962637
120 Linear Feature 30
111 -45.02078993  168.73900721 1
111 -45.02079184  168.73902141 1
111 -45.02076762  168.73901449 1
111 -45.02078768  168.73899268 1
115 -45.02078993  168.73900721
120 Linear Feature 29
112 -45.02085720  168.73895086 -45.02082445  168.73899633 2
115 -45.02078993  168.73900721
120 Linear Feature 28
111 -45.02065211  168.73861775 1
111 -45.02065923  168.73862812 1
111 -45.02063867  168.73863816 1
111 -45.02064385  168.73860690 1
115 -45.02065211  168.73861775
120 Linear Feature 27
112 -45.02072304  168.73856678 -45.02067024  168.73857652 2
115 -45.02065211  168.73861775
120 Linear Feature 26
111 -45.02060166  168.73895241 1
111 -45.02085720  168.73895086
112 -45.02085720  168.73895086 -45.02086744  168.73893405 1
112 -45.02088151  168.73890060 -45.02088756  168.73888399
111 -45.02088151  168.73890060
112 -45.02088151  168.73890060 -45.02092039  168.73879372 1
116 -45.02081028  168.73867774 -45.02074370  168.73865909
120 Linear Feature 25
111 -45.02056950  168.73885847 1
111 -45.02072304  168.73856678
112 -45.02072304  168.73856678 -45.02074318  168.73856416 1
112 -45.02077645  168.73857156 -45.02079195  168.73857707
111 -45.02077645  168.73857156
112 -45.02077645  168.73857156 -45.02085294  168.73859878 1
116 -45.02085421  168.73881513 -45.02083415  168.73891576
120 Linear Feature 24
111 -45.02077645  168.73857156 1
111 -45.02079157  168.73861902 1
111 -45.02081028  168.73867774 1
111 -45.02085421  168.73881513 1
111 -45.02086679  168.73885452 1
115 -45.02088151  168.73890060
120 Linear Feature 22
112 -45.02048415  168.73963299 -45.02058417  168.73994765 2
111 -45.02078316  168.73981816 1
111 -45.02116669  168.73956501 1
115 -45.02127323  168.73949469
120 Linear Feature 21
111 -45.02088863  168.74056675 2
112 -45.02095637  168.74028911 -45.02105288  168.74020998
111 -45.02095637  168.74028911 1
111 -45.02133638  168.74003798 1
115 -45.02140917  168.73998988
120 Linear Feature 20
111 -45.02106192  168.74107436 2
112 -45.02112029  168.74080743 -45.02120620  168.74074020
111 -45.02112029  168.74080743 1
111 -45.02152741  168.74053970 1
115 -45.02164188  168.74046442
120 Linear Feature 19
111 -45.02157200  168.74175049 2
112 -45.02149282  168.74147322 -45.02152861  168.74128143
111 -45.02149282  168.74147322 1
111 -45.02165303  168.74085640 1
115 -45.02169811  168.74068286
120 Linear Feature 18
111 -45.02193964  168.74192416 2
112 -45.02187399  168.74167015 -45.02190598  168.74151499
111 -45.02187399  168.74167015 1
111 -45.02203375  168.74103170 1
115 -45.02207698  168.74085896
120 Linear Feature 17
111 -45.02232659  168.74210695 2
112 -45.02224965  168.74184029 -45.02228393  168.74168837
111 -45.02224965  168.74184029 1
111 -45.02240933  168.74119768 1
115 -45.02245204  168.74102581
120 Linear Feature 16
111 -45.02271296  168.74228946 2
112 -45.02263811  168.74195673 -45.02270285  168.74170890
111 -45.02263811  168.74195673 1
111 -45.02278327  168.74135909 1
115 -45.02282402  168.74119130
120 Linear Feature 15
112 -45.01859349  168.74790523 -45.01840595  168.74797195 1
115 -45.01832274  168.74773808
120 Linear Feature 14
112 -45.01903456  168.74744274 -45.01901933  168.74749661 1
112 -45.01892871  168.74762568 -45.01884721  168.74770326
111 -45.01892871  168.74762568 1
111 -45.01859349  168.74790523 1
115 -45.01826624  168.74817634
120 Linear Feature 13
112 -45.01969679  168.74290982 -45.01973690  168.74294411 1
111 -45.01973284  168.74303268 1
116 -45.01980325  168.74296239 -45.01985878  168.74295179
120 Linear Feature 12
111 -45.01976434  168.74283374 1
111 -45.01973284  168.74303268 1
111 -45.01903456  168.74744274 1
111 -45.01755412  168.75679266
112 -45.01755412  168.75679266 -45.01751482  168.75703701 1
112 -45.01720187  168.75709130 -45.01701367  168.75702800
111 -45.01720187  168.75709130 1
115 -45.01697445  168.75700864
120 Linear Feature 11
111 -45.02017444  168.74232740 1
111 -45.01995235  168.74222396 1
112 -45.01985730  168.74228085 -45.01983673  168.74237459
111 -45.01985730  168.74228085 1
111 -45.01976434  168.74283374 1
116 -45.01980325  168.74296239 -45.01984958  168.74300908
120 Linear Feature 9
111 -45.02137737  168.74303528 1
111 -45.02126935  168.74353058
112 -45.02126935  168.74353058 -45.02123889  168.74366796 1
111 -45.02113198  168.74361850 1
111 -45.01980325  168.74296239 1
111 -45.01969679  168.74290982 1
115 -45.01930900  168.74271834
120 Linear Feature 8
112 -45.02088315  168.73808891 -45.02092568  168.73819307 1
111 -45.02088874  168.73825949 1
111 -45.02068115  168.73835148
112 -45.02068115  168.73835148 -45.02060182  168.73838919 1
115 -45.02056040  168.73849926
120 Linear Feature 7
112 -45.01953196  168.74109899 -45.01933125  168.74113467 1
115 -45.01924614  168.74087912
120 Linear Feature 6
112 -45.01967686  168.74038632 -45.01944391  168.74043473 1
115 -45.01936320  168.74015248
120 Linear Feature 5
112 -45.02035813  168.74059809 -45.02066215  168.74039701 1
116 -45.02094587  168.74073443 -45.02108406  168.74095413
120 Linear Feature 4
112 -45.02048415  168.73963299 -45.02050060  168.73987349 1
115 -45.02033584  168.73999841
120 Linear Feature 3
111 -45.02307045  168.74245833 1
111 -45.02271296  168.74228946 1
111 -45.02232659  168.74210695 1
111 -45.02193964  168.74192416 1
111 -45.02157200  168.74175049 1
111 -45.02136973  168.74165494
112 -45.02136973  168.74165494 -45.02127611  168.74160630 1
112 -45.02119337  168.74145944 -45.02115053  168.74135394
111 -45.02119337  168.74145944 1
111 -45.02106192  168.74107436 1
111 -45.02094587  168.74073443 1
111 -45.02088863  168.74056675 1
111 -45.02077945  168.74024693 1
112 -45.02033584  168.73999841 -45.02001208  168.74012264
111 -45.02033584  168.73999841 1
111 -45.01967686  168.74038632 1
111 -45.01946251  168.74052712
112 -45.01946251  168.74052712 -45.01933075  168.74062948 1
115 -45.01926199  168.74080193
120 Linear Feature 2
112 -45.02085979  168.73823729 -45.02092214  168.73815572 1
112 -45.02090242  168.73796649 -45.02087542  168.73788307
111 -45.02090242  168.73796649
112 -45.02090242  168.73796649 -45.02086625  168.73785473 1
112 -45.02065928  168.73786402 -45.02055001  168.73794487
111 -45.02065928  168.73786402 1
111 -45.02056040  168.73849926 1
111 -45.02046872  168.73908820
112 -45.02046872  168.73908820 -45.02046260  168.73914449 1
111 -45.02046740  168.73922970 1
111 -45.02048415  168.73963299 1
111 -45.02050974  168.74024955 1
112 -45.02035813  168.74059809 -45.02019895  168.74072631
111 -45.02035813  168.74059809 1
111 -45.01953196  168.74109899 1
111 -45.01926193  168.74126269
112 -45.01926193  168.74126269 -45.01918774  168.74130998 1
115 -45.01916166  168.74138267
120 Linear Feature 1
111 -45.02090242  168.73796649 1
111 -45.02089433  168.73801789 1
111 -45.02088315  168.73808891 1
111 -45.02085979  168.73823729 1
111 -45.02085222  168.73828642 1
115 -45.02084582  168.73832794
120 Linear Feature 36
111 -45.02328827  168.74295382 1
115 -45.02321640  168.74324608
120 Linear Feature 35
111 -45.02143515  168.74283052 1
116 -45.02146935  168.74293336 -45.02150928  168.74297144
120 Linear Feature 34
112 -45.02164345  168.74237995 -45.02156162  168.74236624 1
115 -45.02152740  168.74245872
120 Linear Feature 33
112 -45.02150709  168.74230333 -45.02155177  168.74238254 1
111 -45.02152740  168.74245872 1
111 -45.02143515  168.74283052 1
116 -45.02135980  168.74288189 -45.02130542  168.74287656
120 Linear Feature 32
111 -45.02312709  168.74361408 1
116 -45.02303186  168.74368220 -45.02296144  168.74367672
120 Linear Feature 31
111 -45.02312863  168.74307544 1
111 -45.02318616  168.74310096
112 -45.02318616  168.74310096 -45.02324495  168.74313478 1
111 -45.02321640  168.74324608 1
111 -45.02312709  168.74361408 1
116 -45.02316170  168.74374359 -45.02320821  168.74378655
120 Linear Feature 30
111 -45.02129445  168.74173621 1
111 -45.02145512  168.74221822 1
112 -45.02150709  168.74230333 -45.02154328  168.74234160
111 -45.02150709  168.74230333
112 -45.02150709  168.74230333 -45.02151801  168.74231488 1
112 -45.02154557  168.74233412 -45.02156034  168.74234258
111 -45.02154557  168.74233412 1
111 -45.02164345  168.74237995 1
111 -45.02312863  168.74307544
112 -45.02312863  168.74307544 -45.02325038  168.74311682 1
111 -45.02328827  168.74295382 1
111 -45.02351954  168.74151107 1
111 -45.02354293  168.74136516 1
115 -45.02376877  168.73995626
120 Linear Feature 28
111 -45.02031176  168.73967975 20
111 -45.02047446  168.73966884 20
115 -45.02069669  168.73951701
120 Linear Feature 27
111 -45.02063198  168.73762379 3
111 -45.02076566  168.73761354 3
115 -45.02106395  168.73781929
120 Linear Feature 26
112 -45.02038348  168.74022392 -45.02038168  168.74012745 3 102
112 -45.02025867  168.74015373 -45.02019002  168.74019879
111 -45.02025867  168.74015373 3 102
111 -45.02010687  168.74024398 3 102
111 -45.01949990  168.74060487
112 -45.01949990  168.74060487 -45.01933865  168.74071235 3 102
112 -45.01963402  168.74093060 -45.01981620  168.74084506
111 -45.01963402  168.74093060 3 102
111 -45.01997226  168.74072551 3 102
111 -45.02033723  168.74050422
112 -45.02033723  168.74050422 -45.02038505  168.74046601 3 102
111 -45.02038245  168.74040826 3 102
115 -45.02038348  168.74022392
120 Linear Feature 25
111 -45.02332226  168.74143429 3
111 -45.02314255  168.74216512 3
111 -45.02307045  168.74245833 3
111 -45.02304466  168.74256320 3 102
111 -45.02140715  168.74178947 3
111 -45.02129445  168.74173621 3
111 -45.02120161  168.74169235 3 102
111 -45.02095428  168.74100838
112 -45.02095428  168.74100838 -45.02069561  168.74075587 3 102
112 -45.02002556  168.74089920 -45.01970045  168.74108459
111 -45.02002556  168.74089920
112 -45.02002556  168.74089920 -45.02000516  168.74091083 3 102
112 -45.01996463  168.74093678 -45.01994442  168.74095021
111 -45.01996463  168.74093678 3 102
111 -45.01942687  168.74127057
112 -45.01942687  168.74127057 -45.01933697  168.74133074 3 102
115 -45.01931859  168.74143166
120 Linear Feature 24
111 -45.02248655  168.74104117 20
111 -45.02244306  168.74121500 20
111 -45.02250572  168.74124463 20
111 -45.02248439  168.74133282 20
111 -45.02253401  168.74140850 20
111 -45.02246767  168.74168306 20
112 -45.02241341  168.74170939 -45.02236872  168.74169339
111 -45.02241341  168.74170939 20
111 -45.02216808  168.74159309
112 -45.02216808  168.74159309 -45.02213481  168.74157510 20
111 -45.02214715  168.74152947 20
111 -45.02220917  168.74127173 20
111 -45.02228514  168.74124979 20
111 -45.02230995  168.74115795 20
111 -45.02237164  168.74118618 20
115 -45.02241698  168.74101021
120 Linear Feature 23
111 -45.02211094  168.74087407 20
111 -45.02206841  168.74104893 20
111 -45.02212925  168.74107918 20
111 -45.02210754  168.74116583 20
111 -45.02216104  168.74125138 20
111 -45.02209043  168.74152065 20
112 -45.02204484  168.74153907 -45.02200716  168.74152130
111 -45.02204484  168.74153907 20
111 -45.02179180  168.74142194
112 -45.02179180  168.74142194 -45.02175778  168.74140343 20
111 -45.02177134  168.74134692 20
111 -45.02183460  168.74109290 20
111 -45.02191274  168.74107053 20
111 -45.02193228  168.74098498 20
111 -45.02199702  168.74101499 20
115 -45.02203976  168.74084240
120 Linear Feature 22
112 -45.02280615  168.74200799 -45.02291778  168.74202773 20
111 -45.02294447  168.74189651 20
111 -45.02299021  168.74168264
112 -45.02299021  168.74168264 -45.02302898  168.74149984 20
111 -45.02300118  168.74126746 20
111 -45.02292315  168.74059307 20
112 -45.02290826  168.74037723 -45.02291364  168.74031185
111 -45.02290826  168.74037723 20
115 -45.02292543  168.74010792
120 Linear Feature 21
112 -45.02279656  168.74188829 -45.02286230  168.74192267 20
111 -45.02287436  168.74186958 20
111 -45.02292087  168.74166294 20
112 -45.02293576  168.74128915 -45.02291767  168.74106522
111 -45.02293576  168.74128915 20
111 -45.02286689  168.74069860
112 -45.02286689  168.74069860 -45.02284363  168.74051697 20
112 -45.02284436  168.74022727 -45.02284529  168.74000879
111 -45.02284436  168.74022727 20
111 -45.02284771  168.74004722
112 -45.02284771  168.74004722 -45.02284771  168.73996167 20
115 -45.02280587  168.73993857
120 Linear Feature 17
111 -45.02173297  168.74070037 20
111 -45.02203976  168.74084240 20
111 -45.02207698  168.74085896 20
111 -45.02211094  168.74087407 20
111 -45.02241698  168.74101021 20
111 -45.02245204  168.74102581 20
111 -45.02248655  168.74104117 20
111 -45.02278775  168.74117516 20
111 -45.02282402  168.74119130 20
111 -45.02285758  168.74120622 20
111 -45.02281651  168.74137545 20
111 -45.02287767  168.74139954 20
111 -45.02285758  168.74149051 20
111 -45.02290580  168.74157201 20
111 -45.02284121  168.74186059
112 -45.02284121  168.74186059 -45.02283098  168.74189944 20
111 -45.02279656  168.74188829 20
111 -45.02254250  168.74177024
112 -45.02254250  168.74177024 -45.02250886  168.74175085 20
111 -45.02252115  168.74170198 20
111 -45.02258492  168.74143209 20
111 -45.02266137  168.74140791 20
111 -45.02268347  168.74131658 20
111 -45.02274575  168.74134183 20
115 -45.02278775  168.74117516
120 Linear Feature 16
111 -45.02133011  168.74034824 20
111 -45.02141337  168.74044096 20
111 -45.02147849  168.74040411 20
111 -45.02150872  168.74048881 20
111 -45.02162385  168.74041144 20
111 -45.02164188  168.74046442 20
111 -45.02165763  168.74051073 20
111 -45.02154392  168.74058741 20
111 -45.02157245  168.74066734 20
111 -45.02151012  168.74071603 20
111 -45.02150826  168.74083580 20
115 -45.02128622  168.74098462
120 Linear Feature 15
111 -45.02114456  168.73985389 20
111 -45.02122312  168.73994683 20
111 -45.02128266  168.73990866 20
111 -45.02131171  168.73999292 20
111 -45.02139092  168.73993789 20
111 -45.02140917  168.73998988 20
111 -45.02142654  168.74003936 20
111 -45.02134639  168.74009352 20
111 -45.02137476  168.74017583 20
111 -45.02133104  168.74020874 20
111 -45.02133011  168.74034824 20
115 -45.02111788  168.74048660
120 Linear Feature 14
111 -45.02094347  168.73998627 20
111 -45.02111788  168.74048660 20
111 -45.02128622  168.74098462 20
111 -45.02135461  168.74118697 20
112 -45.02140596  168.74124225 -45.02144522  168.74126287
111 -45.02140596  168.74124225 20
111 -45.02167303  168.74136424
112 -45.02167303  168.74136424 -45.02170854  168.74138170 20
111 -45.02171880  168.74133739 20
111 -45.02178466  168.74106732 20
111 -45.02173443  168.74098836 20
111 -45.02175453  168.74090333 20
111 -45.02168901  168.74087126 20
111 -45.02173297  168.74070037 20
111 -45.02169811  168.74068286 20
111 -45.02166170  168.74066456 20
111 -45.02161850  168.74084286 20
111 -45.02158521  168.74082673 20
111 -45.02141738  168.74094414 20
115 -45.02135461  168.74118697
120 Linear Feature 6
111 -45.02128836  168.73953852 20
111 -45.02118219  168.73961112 20
111 -45.02120658  168.73968776 20
111 -45.02114486  168.73973010 20
115 -45.02114456  168.73985389
120 Linear Feature 5
111 -45.02093142  168.73923959 20
111 -45.02098620  168.73940899 20
111 -45.02106119  168.73948582 20
111 -45.02112332  168.73944456 20
111 -45.02114939  168.73951856 20
115 -45.02125593  168.73944459
120 Linear Feature 13
111 -45.02100977  168.73846446 20
111 -45.02098005  168.73864564 20
111 -45.02104104  168.73882224 20
111 -45.02116485  168.73918082 20
111 -45.02125593  168.73944459 20
111 -45.02127323  168.73949469 20
111 -45.02128836  168.73953852 20
111 -45.02129476  168.73955704 20
111 -45.02127167  168.73977021 20
111 -45.02114456  168.73985389 20
111 -45.02094347  168.73998627 20
111 -45.02074654  168.73942529
112 -45.02074654  168.73942529 -45.02073233  168.73936771 20
111 -45.02077199  168.73934758 20
111 -45.02093142  168.73923959 20
111 -45.02108814  168.73913343 20
115 -45.02116485  168.73918082
120 Linear Feature 12
111 -45.02100195  168.73791853 20
111 -45.02092827  168.73839991
112 -45.02092827  168.73839991 -45.02095347  168.73845983 20
112 -45.02100977  168.73846446 -45.02103341  168.73846055
111 -45.02100977  168.73846446
112 -45.02100977  168.73846446 -45.02102795  168.73846145 20
111 -45.02104080  168.73845108 20
111 -45.02105934  168.73843801 20
111 -45.02108723  168.73841836 20
111 -45.02125551  168.73829978 20
111 -45.02113113  168.73801202 20
115 -45.02105934  168.73843801
120 Linear Feature 11
111 -45.02076280  168.73754432 20
111 -45.02071265  168.73774161 20
111 -45.02061760  168.73836160 20
111 -45.02061216  168.73914816 20
112 -45.02065556  168.73939832 -45.02070363  168.73954419
111 -45.02065556  168.73939832 20
111 -45.02069669  168.73951701 20
111 -45.02129270  168.74123701
112 -45.02129270  168.74123701 -45.02131639  168.74130251 20
111 -45.02137754  168.74133177 20
111 -45.02280615  168.74200799 20
115 -45.02314255  168.74216512
120 Linear Feature 10
111 -45.02081735  168.73755979 20
111 -45.02079869  168.73766725
112 -45.02079869  168.73766725 -45.02078469  168.73774646 20
111 -45.02083924  168.73776477 20
111 -45.02108484  168.73784394 20
115 -45.02131473  168.73801880
120 Linear Feature 9
111 -45.02064936  168.73751216 20
111 -45.02076280  168.73754432 20
111 -45.02081735  168.73755979 20
115 -45.02103026  168.73762015
120 Linear Feature 8
111 -45.01951450  168.74017952 3 102
112 -45.01970339  168.74026481 -45.01982666  168.74020119
111 -45.01970339  168.74026481 3 102
111 -45.02004876  168.74006350 3 102
111 -45.02022406  168.73996133
112 -45.02022406  168.73996133 -45.02027143  168.73993163 3 102
115 -45.02028476  168.73985312
120 Linear Feature 7
111 -45.02126309  168.73826384 20
111 -45.02112733  168.73795023 20
111 -45.02105942  168.73791601 20
111 -45.02080472  168.73783312 20
112 -45.02074444  168.73789787 -45.02072816  168.73798013
111 -45.02074444  168.73789787 20
111 -45.02067160  168.73836436 20
111 -45.02066195  168.73910576
112 -45.02066195  168.73910576 -45.02066088  168.73915070 20
112 -45.02070375  168.73913760 -45.02072744  168.73911932
111 -45.02070375  168.73913760 20
111 -45.02103008  168.73891245 20
115 -45.02104104  168.73882224
120 Linear Feature 6
111 -45.02130178  168.73808025 20
111 -45.02120087  168.73801343 20
115 -45.02127782  168.73819392
21 -45.01664357  168.75414075 3 257.4800 3.20 23 PAPI-R
21 -45.01756073  168.75422603 2 257.4800 3.20 23 PAPI-L
21 -45.01988558  168.73946362 3 77.4800 3.20 05 PAPI-R
21 -45.01902463  168.73897319 2 77.4800 3.20 05 PAPI-L
14 -45.02125033  168.73896330  82.02 0 Tower Viewpoint
1300 -45.02505692  168.73886041 -34.90 tie_down turboprops|props Tie-Down 3
1301 A general_aviation 
1300 -45.02478879  168.73833313 148.10 tie_down turboprops|props Tie-Down 2
1301 A general_aviation 
1300 -45.02486242  168.73819594  96.25 tie_down turboprops|props Tie-Down 1
1301 A general_aviation 
1300 -45.02443128  168.74238969 -109.76 tie_down turboprops|props Grass 2-4
1301 A general_aviation 
1300 -45.02431103  168.74232933 -109.76 tie_down turboprops|props Grass 2-3
1301 A general_aviation 
1300 -45.02419208  168.74226713 -109.76 tie_down turboprops|props Grass 2-2
1301 A general_aviation 
1300 -45.02406926  168.74220677 -109.76 tie_down turboprops|props Grass 2-1
1301 A general_aviation 
1300 -45.02527686  168.74028931 -35.13 tie_down turboprops|props Grass 1-8
1301 A general_aviation 
1300 -45.02535315  168.74013748 -35.13 tie_down turboprops|props Grass 1-7
1301 A general_aviation 
1300 -45.02538676  168.73998016   0.00 tie_down turboprops|props Grass 1-6
1301 A general_aviation 
1300 -45.02538806  168.73979724   0.00 tie_down turboprops|props Grass 1-5
1301 A general_aviation 
1300 -45.02538806  168.73961278   0.00 tie_down turboprops|props Grass 1-4
1301 A general_aviation 
1300 -45.02538806  168.73942833   0.00 tie_down turboprops|props Grass 1-3
1301 A general_aviation 
1300 -45.02538698  168.73924693   0.00 tie_down turboprops|props Grass 1-2
1301 A general_aviation 
1300 -45.02538806  168.73906400   0.00 tie_down turboprops|props Grass 1-1
1301 A general_aviation 
1300 -45.02445010  168.74127765  71.71 hangar turboprops|props Hangar 4
1301 A none 
1300 -45.02503666  168.74066148 -108.00 hangar turboprops|props Hangar 3
1301 A none 
1300 -45.02439749  168.74041816 -19.81 hangar turboprops|props Hangar 2
1301 A none 
1300 -45.02522188  168.73839236  56.94 hangar turboprops|props Hangar 1
1301 A none 
1300 -45.02089433  168.73801789 -102.53 gate jets|turboprops Remote Stand R1A
1301 B airline 
1300 -45.02079157  168.73861902 -65.75 gate jets|turboprops Remote Stand R1
1301 B airline 
1300 -45.02104981  168.73936669 -63.81 gate jets|turboprops Remote Stand R2A
1301 B airline 
1300 -45.02116669  168.73956501 -154.95 gate jets|turboprops Remote Stand R2
1301 C airline 
1300 -45.02133638  168.74003798 -154.90 gate jets|turboprops Remote Stand R3
1301 C airline 
1300 -45.02152741  168.74053970 -154.90 gate jets|turboprops Remote Stand R4
1301 C airline 
1300 -45.02165303  168.74085640 -110.11 gate jets|turboprops Remote Stand R5
1301 C airline 
1300 -45.02203375  168.74103170 -109.54 gate jets|turboprops Remote Stand R6
1301 C airline 
1300 -45.02240933  168.74119768 -109.36 gate jets|turboprops Remote Stand R7
1301 C airline 
1300 -45.02278327  168.74135909 -109.05 gate jets|turboprops Remote Stand R8
1301 C airline 
18 -45.02125033  168.73896330 1 BCN
50 12640 ATIS
52 12190 Queenstown Clearance
54 11810 Queenstown Tower
54 12890 Queenstown Tower
55 12575 Queenstown Approach
99
