I
1050 Generated by WorldEditor 2.1.0r1

1   2811 1 0 UELL Neryungri Chulman
1302 city Neryungri
111  56.90239570  124.90484912 20
111  56.90242723  124.90501265 20
111  56.90239089  124.90516037 20
111  56.90234566  124.90534419 20
111  56.90217723  124.90546247 20
111  56.90200238  124.90533599 20
111  56.90193207  124.90499681 20
111  56.90197384  124.90481210 20
113  56.90198521  124.90476183 20
120 Linear Feature 27
111  56.90651797  124.90010682 20
111  56.90662425  124.89993822 20
111  56.90692143  124.90004045 20
111  56.90699689  124.90030009 20
111  56.90697332  124.90056085 20
111  56.90685830  124.90075269 20
111  56.90657204  124.90065422 20
111  56.90648952  124.90042216 20
113  56.90650354  124.90026672 20
120 Linear Feature 27
111  56.90631583  124.89908857 20
111  56.90642527  124.89891206 20
111  56.90670999  124.89899684 20
111  56.90677959  124.89928868 20
111  56.90675822  124.89953200 20
111  56.90663733  124.89973215 20
111  56.90637232  124.89965220 20
113  56.90628652  124.89941710 20
14  56.90516185  124.90178868  82.02 0 Tower Viewpoint
1300  56.90574561  124.90220289 249.58 gate jets|turboprops Stand 1
1301 D airline 
1300  56.90531012  124.90250285 249.58 gate jets|turboprops Stand 2
1301 D airline 
1300  56.90490507  124.90278269 249.58 gate jets|turboprops Stand 3
1301 D airline 
1300  56.90718733  124.90177719 338.89 gate jets|turboprops Stand 4
1301 C airline 
1300  56.90687059  124.90200131 158.71 tie_down turboprops|props|helos Stand 4A
1301 B general_aviation 
1300  56.90703692  124.90109169 338.89 gate jets|turboprops Stand 5
1301 C airline 
1300  56.90671876  124.90130917 158.71 tie_down turboprops|props|helos Stand 5A
1301 B general_aviation 
1300  56.90665374  124.90071705 158.71 tie_down turboprops|props|helos Stand 6
1301 B general_aviation 
1300  56.90658555  124.90029225 189.25 gate jets|turboprops Stand 6A
1301 C airline 
1300  56.90654092  124.90013819 158.71 tie_down turboprops|props|helos Stand 7
1301 B general_aviation 
1300  56.90644758  124.89971820 158.71 tie_down turboprops|props|helos Stand 8
1301 B general_aviation 
1300  56.90632830  124.89913371 158.71 tie_down turboprops|props|helos Stand 9
1301 B general_aviation 
1300  56.90635751  124.89927142 189.24 gate jets|turboprops Stand 9A
1301 C airline 
1300  56.90601855  124.89821391 176.20 tie_down turboprops|props|helos Stand 10
1301 B general_aviation 
1300  56.90600589  124.89772701 176.20 tie_down turboprops|props|helos Stand 11
1301 B general_aviation 
1300  56.90623843  124.89795350 177.84 tie_down props Stand 11A
1301 A general_aviation 
1300  56.90599196  124.89724116 176.20 tie_down turboprops|props|helos Stand 12
1301 B general_aviation 
1300  56.90621944  124.89694722 177.84 tie_down props Stand 12A
1301 A general_aviation 
1300  56.90597803  124.89670915 176.20 tie_down turboprops|props|helos Stand 13
1301 B general_aviation 
1300  56.90596791  124.89621256 176.20 tie_down turboprops|props|helos Stand 14
1301 B general_aviation 
1300  56.90620678  124.89593399 177.84 tie_down props Stand 14A
1301 A general_aviation 
1300  56.90595904  124.89570751 176.20 tie_down turboprops|props|helos Stand 15
1301 B general_aviation 
1300  56.90594765  124.89522756 176.20 tie_down turboprops|props|helos Stand 16
1301 B general_aviation 
1300  56.90617837  124.89500997 177.84 tie_down props Stand 16A
1301 A general_aviation 
1300  56.90638827  124.89179503 186.30 tie_down props Stand 22
1301 A general_aviation 
1300  56.90640438  124.89153204 186.30 tie_down props Stand 23
1301 A general_aviation 
1300  56.90642123  124.89127173 186.30 tie_down props Stand 24
1301 A general_aviation 
1300  56.90643706  124.89099929 186.30 tie_down props Stand 25
1301 A general_aviation 
1300  56.90645394  124.89073651 186.30 tie_down props Stand 26
1301 A general_aviation 
1300  56.90449270  124.90307324 249.51 gate jets|turboprops Stand 27
1301 C airline 
1300  56.90411673  124.90334982 249.43 gate jets|turboprops Stand 28
1301 C airline 
1300  56.90374694  124.90359840 250.39 gate jets|turboprops Stand 29
1301 C airline 
1300  56.90332115  124.90388362 249.60 gate jets|turboprops Stand 30
1301 C airline 
1300  56.90292596  124.90412258 248.71 gate jets|turboprops Stand 31
1301 B airline 
1300  56.90309766  124.90456940  23.96 gate jets|turboprops Stand 31A
1301 C airline 
1300  56.90255372  124.90441221 249.64 gate jets|turboprops Stand 32
1301 B airline 
1300  56.90216213  124.90463566 248.73 gate jets|turboprops Stand 33
1301 B airline 
1300  56.90234492  124.90512244  24.27 gate jets|turboprops Stand 33A
1301 C airline 
1300  56.90177992  124.90494522 247.21 gate jets|turboprops Stand 34
1301 B airline 
1300  56.90140297  124.90522047 246.88 gate jets|turboprops Stand 35
1301 B airline 
1300  56.90158683  124.90567050  24.27 gate jets|turboprops Stand 35A
1301 C airline 
18  56.90516185  124.90178868 1 Beacon
54 11830 Chulman Tower
50 12680 Chulman Meteo
53 11900 Chulman Zemlya
99
