A
1000 Generated by WorldEditor

1    128 1 0 PABE Bethel
111  60.77774476 -161.84450933 1
115  60.77770732 -161.84441310
120 Linear Feature 3
111  60.77821671 -161.84552560 1
115  60.77817921 -161.84542922
120 Linear Feature 3
111  60.77804681 -161.84508860 1
115  60.77800931 -161.84499222
120 Linear Feature 3
111  60.77788938 -161.84468340 1
115  60.77785188 -161.84458703
120 Linear Feature 3
111  60.77771689 -161.84424011 1
115  60.77767939 -161.84414374
120 Linear Feature 3
111  60.77812270 -161.84567909 1
115  60.77808520 -161.84558271
120 Linear Feature 3
111  60.77795279 -161.84524208 1
115  60.77791529 -161.84514571
120 Linear Feature 3
111  60.77779537 -161.84483689 1
115  60.77775786 -161.84474052
120 Linear Feature 3
111  60.77762287 -161.84439360 1
115  60.77758537 -161.84429723
120 Linear Feature 3
111  60.77989550 -161.84922456 1
115  60.77985801 -161.84912819
120 Linear Feature 3
111  60.77932926 -161.84680634 1
115  60.77929176 -161.84670997
120 Linear Feature 3
111  60.77913864 -161.84631647 1
115  60.77910114 -161.84622010
120 Linear Feature 3
111  60.77879737 -161.84571348 1
115  60.77875987 -161.84561711
120 Linear Feature 3
111  60.78748809 -161.83286514 1
115  60.78743284 -161.83291391
120 Linear Feature 3
111  60.78799686 -161.83267958 1
115  60.78794161 -161.83272834
120 Linear Feature 3
111  60.78520646 -161.83535164 1
115  60.78515121 -161.83540041
120 Linear Feature 3
111  60.77793192 -161.84321211 1
115  60.77789442 -161.84311573
120 Linear Feature 3
111  60.77859280 -161.84491161 1
115  60.77855530 -161.84481524
120 Linear Feature 3
111  60.77842289 -161.84447461 1
115  60.77838539 -161.84437823
120 Linear Feature 3
111  60.77826547 -161.84406941 1
115  60.77822797 -161.84397304
120 Linear Feature 3
111  60.77809297 -161.84362613 1
115  60.77805548 -161.84352975
120 Linear Feature 2
111  60.77934321 -161.84694093 1
111  60.77931970 -161.84697930 1
115  60.77929621 -161.84701767
120 Linear Feature 2
111  60.77915258 -161.84645107 1
111  60.77912908 -161.84648943 1
115  60.77910558 -161.84652780
120 Linear Feature 2
111  60.77881132 -161.84584807 1
111  60.77878782 -161.84588644 1
115  60.77876432 -161.84592481
120 Linear Feature 2
111  60.78755513 -161.83287299 1
111  60.78756702 -161.83292954 1
115  60.78757890 -161.83298608
120 Linear Feature 2
111  60.78806390 -161.83268743 1
111  60.78807579 -161.83274397 1
115  60.78808767 -161.83280052
120 Linear Feature 2
111  60.78527351 -161.83535949 1
111  60.78528539 -161.83541604 1
115  60.78529727 -161.83547258
120 Linear Feature 2
111  60.77794586 -161.84334670 1
111  60.77792236 -161.84338507 1
115  60.77789886 -161.84342343
120 Linear Feature 2
111  60.77860674 -161.84504620 1
111  60.77858324 -161.84508457 1
115  60.77855974 -161.84512294
120 Linear Feature 2
111  60.77843684 -161.84460920 1
111  60.77841334 -161.84464757 1
115  60.77838984 -161.84468593
120 Linear Feature 2
111  60.77827941 -161.84420401 1
111  60.77825591 -161.84424237 1
115  60.77823241 -161.84428074
120 Linear Feature 2
111  60.77810692 -161.84376072 1
111  60.77808342 -161.84379909 1
115  60.77805992 -161.84383745
120 Linear Feature 2
111  60.77924917 -161.84709445 1
111  60.77922567 -161.84713282 1
115  60.77920217 -161.84717118
120 Linear Feature 2
111  60.77905855 -161.84660458 1
111  60.77903505 -161.84664295 1
115  60.77901155 -161.84668132
120 Linear Feature 2
111  60.77871728 -161.84600159 1
111  60.77869378 -161.84603996 1
115  60.77867028 -161.84607832
120 Linear Feature 2
111  60.78934506 -161.83159508 1
111  60.78935695 -161.83165162 1
115  60.78936883 -161.83170817
120 Linear Feature 2
111  60.78760269 -161.83309925 1
111  60.78761457 -161.83315580 1
115  60.78762645 -161.83321234
120 Linear Feature 2
111  60.78811145 -161.83291369 1
111  60.78812334 -161.83297024 1
115  60.78813522 -161.83302678
120 Linear Feature 2
111  60.78532105 -161.83558575 1
111  60.78533294 -161.83564230 1
115  60.78534482 -161.83569884
120 Linear Feature 2
111  60.77785182 -161.84350022 1
111  60.77782832 -161.84353859 1
115  60.77780482 -161.84357695
120 Linear Feature 2
111  60.77851271 -161.84519972 1
111  60.77848921 -161.84523809 1
115  60.77846571 -161.84527645
120 Linear Feature 2
111  60.77834280 -161.84476272 1
111  60.77831930 -161.84480109 1
115  60.77829580 -161.84483945
120 Linear Feature 2
111  60.77818538 -161.84435752 1
111  60.77816188 -161.84439589 1
115  60.77813838 -161.84443426
120 Linear Feature 2
111  60.77801288 -161.84391424 1
111  60.77798938 -161.84395260 1
115  60.77796588 -161.84399097
120 Linear Feature 2
111  60.77915517 -161.84724791 1
111  60.77913165 -161.84728631 1
115  60.77910814 -161.84732470
120 Linear Feature 2
111  60.77896455 -161.84675805 1
111  60.77894103 -161.84679644 1
115  60.77891752 -161.84683483
120 Linear Feature 2
111  60.77862328 -161.84615505 1
111  60.77859977 -161.84619345 1
115  60.77857625 -161.84623184
120 Linear Feature 2
111  60.78939259 -161.83182126 1
111  60.78940449 -161.83187784 1
115  60.78941638 -161.83193443
120 Linear Feature 2
111  60.78765022 -161.83332543 1
111  60.78766211 -161.83338202 1
115  60.78767400 -161.83343861
120 Linear Feature 2
111  60.78815899 -161.83313987 1
111  60.78817088 -161.83319646 1
115  60.78818277 -161.83325304
120 Linear Feature 2
111  60.78536859 -161.83581193 1
111  60.78538048 -161.83586852 1
115  60.78539237 -161.83592511
120 Linear Feature 2
111  60.77775782 -161.84365368 1
111  60.77773431 -161.84369208 1
115  60.77771079 -161.84373047
120 Linear Feature 2
111  60.77841871 -161.84535318 1
111  60.77839519 -161.84539158 1
115  60.77837167 -161.84542997
120 Linear Feature 2
111  60.77824880 -161.84491618 1
111  60.77822528 -161.84495458 1
115  60.77820177 -161.84499297
120 Linear Feature 2
111  60.77809138 -161.84451099 1
111  60.77806786 -161.84454938 1
115  60.77804434 -161.84458777
120 Linear Feature 2
111  60.77791888 -161.84406770 1
111  60.77789537 -161.84410609 1
115  60.77787185 -161.84414449
120 Linear Feature 2
111  60.77906114 -161.84740143 1
111  60.77903764 -161.84743980 1
115  60.77901414 -161.84747816
120 Linear Feature 2
111  60.77887052 -161.84691156 1
111  60.77884702 -161.84694993 1
115  60.77882352 -161.84698829
120 Linear Feature 2
111  60.77852925 -161.84630857 1
111  60.77850575 -161.84634694 1
115  60.77848225 -161.84638530
120 Linear Feature 2
111  60.78944014 -161.83204752 1
111  60.78945203 -161.83210406 1
115  60.78946391 -161.83216061
120 Linear Feature 2
111  60.78769777 -161.83355170 1
111  60.78770965 -161.83360824 1
115  60.78772153 -161.83366478
120 Linear Feature 2
111  60.78820653 -161.83336613 1
111  60.78821842 -161.83342268 1
115  60.78823030 -161.83347922
120 Linear Feature 2
111  60.77766379 -161.84380720 1
111  60.77764029 -161.84384557 1
115  60.77761679 -161.84388393
120 Linear Feature 2
111  60.77832467 -161.84550670 1
111  60.77830117 -161.84554507 1
115  60.77827767 -161.84558343
120 Linear Feature 2
111  60.77815477 -161.84506970 1
111  60.77813127 -161.84510807 1
115  60.77810777 -161.84514643
120 Linear Feature 2
111  60.77799734 -161.84466450 1
111  60.77797384 -161.84470287 1
115  60.77795034 -161.84474123
120 Linear Feature 2
111  60.77782485 -161.84422122 1
111  60.77780135 -161.84425958 1
115  60.77777785 -161.84429795
120 Linear Feature 2
111  60.77823064 -161.84566022 1
111  60.77820714 -161.84569859 1
115  60.77818364 -161.84573695
120 Linear Feature 2
111  60.77806073 -161.84522322 1
111  60.77803723 -161.84526158 1
115  60.77801373 -161.84529995
120 Linear Feature 2
111  60.77790331 -161.84481802 1
111  60.77787981 -161.84485639 1
115  60.77785631 -161.84489475
120 Linear Feature 2
111  60.77773081 -161.84437474 1
111  60.77770732 -161.84441310 1
115  60.77768382 -161.84445147
120 Linear Feature 1
111  60.77809920 -161.84571745 1
111  60.77812270 -161.84567909 1
115  60.77814619 -161.84564072
120 Linear Feature 1
111  60.77792929 -161.84528045 1
111  60.77795279 -161.84524208 1
115  60.77797629 -161.84520372
120 Linear Feature 1
111  60.77777186 -161.84487526 1
111  60.77779537 -161.84483689 1
115  60.77781887 -161.84479852
120 Linear Feature 1
111  60.77759937 -161.84443197 1
111  60.77762287 -161.84439360 1
115  60.77764637 -161.84435524
120 Linear Feature 1
111  60.77819319 -161.84556399 1
111  60.77821671 -161.84552560 1
115  60.77824023 -161.84548720
120 Linear Feature 1
111  60.77802329 -161.84512699 1
111  60.77804681 -161.84508860 1
115  60.77807032 -161.84505020
120 Linear Feature 1
111  60.77786587 -161.84472179 1
111  60.77788938 -161.84468340 1
115  60.77791290 -161.84464501
120 Linear Feature 1
111  60.77769337 -161.84427851 1
111  60.77771689 -161.84424011 1
115  60.77774041 -161.84420172
120 Linear Feature 1
111  60.77958994 -161.84972342 1
111  60.77961344 -161.84968506 1
115  60.77963694 -161.84964669
120 Linear Feature 1
111  60.77902369 -161.84730520 1
111  60.77904719 -161.84726684 1
115  60.77907069 -161.84722847
120 Linear Feature 1
111  60.77883307 -161.84681534 1
111  60.77885657 -161.84677697 1
115  60.77888007 -161.84673860
120 Linear Feature 1
111  60.77849181 -161.84621234 1
111  60.77851530 -161.84617398 1
115  60.77853880 -161.84613561
120 Linear Feature 1
111  60.78938498 -161.83209621 1
111  60.78937310 -161.83203967 1
115  60.78936121 -161.83198312
120 Linear Feature 1
111  60.78764260 -161.83360039 1
111  60.78763072 -161.83354385 1
115  60.78761884 -161.83348730
120 Linear Feature 1
111  60.78815137 -161.83341483 1
111  60.78813949 -161.83335828 1
115  60.78812760 -161.83330174
120 Linear Feature 1
111  60.78536097 -161.83608689 1
111  60.78534909 -161.83603034 1
115  60.78533721 -161.83597380
120 Linear Feature 1
111  60.77762635 -161.84371097 1
111  60.77764985 -161.84367260 1
115  60.77767335 -161.84363424
120 Linear Feature 1
111  60.77828723 -161.84541047 1
111  60.77831073 -161.84537211 1
115  60.77833423 -161.84533374
120 Linear Feature 1
111  60.77811732 -161.84497347 1
111  60.77814082 -161.84493511 1
115  60.77816432 -161.84489674
120 Linear Feature 1
111  60.77795990 -161.84456828 1
111  60.77798340 -161.84452991 1
115  60.77800690 -161.84449154
120 Linear Feature 1
111  60.77778741 -161.84412499 1
111  60.77781091 -161.84408662 1
115  60.77783441 -161.84404826
120 Linear Feature 1
111  60.77968397 -161.84956991 1
111  60.77970747 -161.84953154 1
115  60.77973097 -161.84949317
120 Linear Feature 1
111  60.77911773 -161.84715169 1
111  60.77914123 -161.84711332 1
115  60.77916473 -161.84707496
120 Linear Feature 1
111  60.77892711 -161.84666182 1
111  60.77895061 -161.84662345 1
115  60.77897411 -161.84658509
120 Linear Feature 1
111  60.77858584 -161.84605882 1
111  60.77860934 -161.84602046 1
115  60.77863284 -161.84598209
120 Linear Feature 1
111  60.78933743 -161.83186995 1
111  60.78932555 -161.83181340 1
115  60.78931366 -161.83175686
120 Linear Feature 1
111  60.78759505 -161.83337413 1
111  60.78758317 -161.83331758 1
115  60.78757129 -161.83326104
120 Linear Feature 1
111  60.78810382 -161.83318856 1
111  60.78809194 -161.83313202 1
115  60.78808005 -161.83307547
120 Linear Feature 1
111  60.78531342 -161.83586063 1
111  60.78530154 -161.83580408 1
115  60.78528966 -161.83574754
120 Linear Feature 1
111  60.77772038 -161.84355745 1
111  60.77774388 -161.84351909 1
115  60.77776738 -161.84348072
120 Linear Feature 1
111  60.77838126 -161.84525695 1
111  60.77840476 -161.84521859 1
115  60.77842826 -161.84518022
120 Linear Feature 1
111  60.77821136 -161.84481995 1
111  60.77823486 -161.84478159 1
115  60.77825836 -161.84474322
120 Linear Feature 1
111  60.77805393 -161.84441476 1
111  60.77807743 -161.84437639 1
115  60.77810093 -161.84433803
120 Linear Feature 1
111  60.77788144 -161.84397147 1
111  60.77790494 -161.84393311 1
115  60.77792844 -161.84389474
120 Linear Feature 1
111  60.77977797 -161.84941644 1
111  60.77980149 -161.84937805 1
115  60.77982500 -161.84933966
120 Linear Feature 1
111  60.77921173 -161.84699822 1
111  60.77923524 -161.84695983 1
115  60.77925876 -161.84692144
120 Linear Feature 1
111  60.77902111 -161.84650835 1
111  60.77904462 -161.84646996 1
115  60.77906814 -161.84643157
120 Linear Feature 1
111  60.77867984 -161.84590536 1
111  60.77870336 -161.84586697 1
115  60.77872687 -161.84582858
120 Linear Feature 1
111  60.78754752 -161.83314795 1
111  60.78753563 -161.83309136 1
115  60.78752374 -161.83303478
120 Linear Feature 1
111  60.78805629 -161.83296239 1
111  60.78804440 -161.83290580 1
115  60.78803250 -161.83284921
120 Linear Feature 1
111  60.78526589 -161.83563445 1
111  60.78525400 -161.83557786 1
115  60.78524211 -161.83552127
120 Linear Feature 1
111  60.77781438 -161.84340399 1
111  60.77783790 -161.84336560 1
115  60.77786141 -161.84332720
120 Linear Feature 1
111  60.77847526 -161.84510349 1
111  60.77849878 -161.84506510 1
115  60.77852230 -161.84502671
120 Linear Feature 1
111  60.77830536 -161.84466649 1
111  60.77832888 -161.84462810 1
115  60.77835239 -161.84458971
120 Linear Feature 1
111  60.77814793 -161.84426129 1
111  60.77817145 -161.84422290 1
115  60.77819497 -161.84418451
120 Linear Feature 1
111  60.77797544 -161.84381801 1
111  60.77799896 -161.84377962 1
115  60.77802247 -161.84374122
120 Linear Feature 1
111  60.77987200 -161.84926293 1
111  60.77989550 -161.84922456 1
115  60.77991900 -161.84918619
120 Linear Feature 1
111  60.77930576 -161.84684471 1
111  60.77932926 -161.84680634 1
115  60.77935276 -161.84676798
120 Linear Feature 1
111  60.77911514 -161.84635484 1
111  60.77913864 -161.84631647 1
115  60.77916214 -161.84627811
120 Linear Feature 1
111  60.77877387 -161.84575184 1
111  60.77879737 -161.84571348 1
115  60.77882087 -161.84567511
120 Linear Feature 1
111  60.78749997 -161.83292169 1
111  60.78748809 -161.83286514 1
115  60.78747620 -161.83280860
120 Linear Feature 1
111  60.78800874 -161.83273612 1
111  60.78799686 -161.83267958 1
115  60.78798497 -161.83262303
120 Linear Feature 1
111  60.78521834 -161.83540819 1
111  60.78520646 -161.83535164 1
115  60.78519457 -161.83529509
120 Linear Feature 1
111  60.77790841 -161.84325047 1
111  60.77793192 -161.84321211 1
115  60.77795542 -161.84317374
120 Linear Feature 1
111  60.77856930 -161.84494997 1
111  60.77859280 -161.84491161 1
115  60.77861630 -161.84487324
120 Linear Feature 1
111  60.77839939 -161.84451297 1
111  60.77842289 -161.84447461 1
115  60.77844639 -161.84443624
120 Linear Feature 1
111  60.77824197 -161.84410778 1
111  60.77826547 -161.84406941 1
115  60.77828897 -161.84403105
120 Linear Feature 1
111  60.77806947 -161.84366449 1
111  60.77809297 -161.84362613 1
115  60.77811647 -161.84358776
120 Linear Feature 29
111  60.77529776 -161.84407682 2
115  60.77548845 -161.84390911
120 Linear Feature 28
111  60.78196481 -161.83811788 2
115  60.78216179 -161.83794029
120 Linear Feature 28
111  60.77973505 -161.84011313 2
115  60.77993207 -161.83993551
120 Linear Feature 27
111  60.78557987 -161.83279093 4
115  60.78543680 -161.83296609
120 Linear Feature 27
111  60.78178362 -161.83614764 4
115  60.78158223 -161.83632587
120 Linear Feature 27
111  60.77953670 -161.83813615 4
115  60.77935461 -161.83829729
120 Linear Feature 27
111  60.77140571 -161.84075309 4
115  60.77122015 -161.84091732
120 Linear Feature 27
111  60.77881724 -161.83574995 4
115  60.77899933 -161.83558880
120 Linear Feature 27
111  60.78127098 -161.83202243 4
115  60.78076892 -161.83246676
120 Linear Feature 27
111  60.78104529 -161.83377815 4
115  60.78124625 -161.83360030
120 Linear Feature 27
111  60.77894277 -161.83934025 4
115  60.77902495 -161.83972979
120 Linear Feature 27
111  60.77855573 -161.84190004 4
115  60.77848507 -161.84171820
120 Linear Feature 27
111  60.77958339 -161.84067190 4
115  60.77963992 -161.84118734
120 Linear Feature 27
111  60.78104337 -161.84806682 4
115  60.78091509 -161.84773672
120 Linear Feature 27
111  60.78143799 -161.84688400 4
115  60.78156627 -161.84721410
120 Linear Feature 27
111  60.77778223 -161.84082958 4
115  60.77770006 -161.84044004
120 Linear Feature 27
111  60.77872273 -161.83427761 4
115  60.77854065 -161.83443876
120 Linear Feature 27
111  60.77149675 -161.84222851 4
115  60.77168231 -161.84206428
120 Linear Feature 27
111  60.77226348 -161.84457287 4
115  60.77203412 -161.84477585
120 Linear Feature 27
111  60.78813012 -161.83053107 4
115  60.78788666 -161.83074652
120 Linear Feature 26
111  60.78111068 -161.83523372 1
111  60.78125318 -161.83510764 1
112  60.78152300 -161.83547908  60.78162629 -161.83597343
111  60.78152300 -161.83547908
112  60.78152300 -161.83547908  60.78141937 -161.83498373 1
111  60.78157705 -161.83482110 1
115  60.78172689 -161.83468853
120 Linear Feature 25
111  60.77887049 -161.83721575 1
111  60.77902684 -161.83707742 1
112  60.77928668 -161.83747067  60.77939451 -161.83798415
111  60.77928668 -161.83747067
112  60.77928668 -161.83747067  60.77917873 -161.83695579 1
111  60.77932128 -161.83681691 1
115  60.77948568 -161.83667146
120 Linear Feature 22
111  60.78215378 -161.84634231 1
112  60.78197745 -161.84627823  60.78188790 -161.84642558
111  60.78197745 -161.84627823
112  60.78197745 -161.84627823  60.78206772 -161.84613088 1
115  60.78199432 -161.84593197
120 Linear Feature 19
112  60.78032709 -161.84059951  60.78008784 -161.84071138 1
115  60.78016816 -161.84123267
120 Linear Feature 19
112  60.78032709 -161.84059951  60.78001373 -161.84074601 1
115  60.77982515 -161.84002326
120 Linear Feature 19
112  60.77972899 -161.84087799  60.77985471 -161.84081924 7
112  60.77987136 -161.84040656  60.77986397 -161.84020757 1
115  60.77982515 -161.84002326
120 Linear Feature 19
111  60.77972899 -161.84087799 7
112  60.77977109 -161.84086561  60.77979754 -161.84086120 7
112  60.77987787 -161.84087454  60.77992099 -161.84088875
111  60.77987787 -161.84087454
112  60.77987787 -161.84087454  60.77992099 -161.84088875 7
112  60.78002000 -161.84097387  60.78007001 -161.84102972 1
116  60.78016816 -161.84123267  60.78021529 -161.84135320
120 Linear Feature 18
111  60.78219447 -161.83909706 1
112  60.78222491 -161.83880639  60.78217932 -161.83858653 1
111  60.78214386 -161.83842222 1
115  60.78198530 -161.83767056
120 Linear Feature 16
112  60.78198530 -161.83767056  60.78185356 -161.83705269 1
115  60.78213305 -161.83674713
120 Linear Feature 16
112  60.78168285 -161.83623683  60.78184018 -161.83698265 7
115  60.78213305 -161.83674713
120 Linear Feature 16
112  60.78168285 -161.83623683  60.78184018 -161.83698265 7
115  60.78150823 -161.83730009
120 Linear Feature 16
112  60.78198530 -161.83767056  60.78185356 -161.83705269 1
115  60.78150823 -161.83730009
120 Linear Feature 15
111  60.78507263 -161.83524484 1
115  60.78492438 -161.83454210
120 Linear Feature 14
111  60.78549641 -161.83377059 7
112  60.78560892 -161.83321444  60.78550791 -161.83287539
111  60.78560892 -161.83321444
112  60.78560892 -161.83321444  60.78571026 -161.83355484 7
115  60.78586110 -161.83344785
120 Linear Feature 13
111  60.78483418 -161.83458868 3
115  60.78500520 -161.83443734
120 Linear Feature 12
111  60.78553617 -161.83396743 3
115  60.78833290 -161.83149236
120 Linear Feature 4
111  60.77894437 -161.84124331 1
111  60.77961197 -161.84093247 7
111  60.77972899 -161.84087799 7
111  60.78002781 -161.84073886 1
111  60.78032709 -161.84059951 1
111  60.78053048 -161.84050481
112  60.78053048 -161.84050481  60.78057937 -161.84048190 1
116  60.78073873 -161.84038538  60.78079196 -161.84033838
120 Linear Feature 4
111  60.77811095 -161.84247659 1
111  60.77824322 -161.84226088 7
111  60.77852034 -161.84180897 1
115  60.77875349 -161.84142877
120 Linear Feature 4
111  60.78056171 -161.84858694 1
111  60.78071336 -161.84833964 7
111  60.78098025 -161.84790440 1
111  60.78115756 -161.84761525
111  60.78131853 -161.84735276 1
111  60.78150316 -161.84705168 7
111  60.78177832 -161.84660295 1
115  60.78197745 -161.84627823
120 Linear Feature 4
111  60.77843526 -161.84695712 1
115  60.77852956 -161.84680334
120 Linear Feature 4
111  60.77828558 -161.84657196 1
115  60.77837988 -161.84641818
120 Linear Feature 4
111  60.77744520 -161.84440939 1
115  60.77755690 -161.84422723
120 Linear Feature 3
112  60.77811095 -161.84247659  60.77801164 -161.84263866 1
111  60.77809877 -161.84287916 1
111  60.78029665 -161.84853502 1
116  60.78056171 -161.84858694  60.78070805 -161.84834851
120 Linear Feature 3
112  60.77995015 -161.84061581  60.77996280 -161.84067592 1
112  60.78002399 -161.84086167  60.78006755 -161.84097350
111  60.78002399 -161.84086167 1
111  60.78016816 -161.84123267 1
111  60.78199432 -161.84593197 1
111  60.78215378 -161.84634231 1
115  60.78291376 -161.84829800
120 Linear Feature 3
111  60.77792626 -161.84262947 3
115  60.77915716 -161.84579377
120 Linear Feature 3
111  60.77837988 -161.84641818 1
115  60.77852956 -161.84680334
120 Linear Feature 3
111  60.77732013 -161.84361793 1
115  60.77755690 -161.84422723
120 Linear Feature 3
111  60.78284338 -161.84438510 1
115  60.78288507 -161.84449238
120 Linear Feature 3
111  60.78244082 -161.84578620 1
115  60.78247964 -161.84588611
120 Linear Feature 24
111  60.77797996 -161.83374828 1
111  60.77826441 -161.83349654 1
112  60.77849626 -161.83372377  60.77857234 -161.83407947
111  60.77849626 -161.83372377
112  60.77849626 -161.83372377  60.77842041 -161.83336836 1
111  60.77857020 -161.83322593 1
115  60.77883774 -161.83298915
120 Linear Feature 2
111  60.78850151 -161.83195280 1
115  60.79020059 -161.83044914
120 Linear Feature 2
111  60.78854041 -161.83214088 8
115  60.79024019 -161.83063659
120 Linear Feature 2
112  60.78214386 -161.83842222  60.78223374 -161.83884849 1
111  60.78256317 -161.83855524 1
115  60.78394511 -161.83733224
120 Linear Feature 2
111  60.78073873 -161.84038538 1
115  60.78219447 -161.83909706
120 Linear Feature 20
112  60.77975329 -161.83968261  60.77971786 -161.83951481 1
112  60.77961739 -161.83933721  60.77956508 -161.83926840 7
112  60.77945659 -161.83923174  60.77940456 -161.83922390
111  60.77945659 -161.83923174
112  60.77945659 -161.83923174  60.77940456 -161.83922390 7
112  60.77932237 -161.83925213  60.77928778 -161.83926722 7
115  60.77926619 -161.83928427
120 Linear Feature 20
112  60.77944431 -161.83821791  60.77960012 -161.83895752 7
111  60.77926619 -161.83928427 7
115  60.77926619 -161.83928427
120 Linear Feature 20
111  60.77944431 -161.83821791 7
112  60.77969187 -161.83867091  60.77984634 -161.83876466 1
115  60.77998063 -161.83865201
120 Linear Feature 20
112  60.77975329 -161.83968261  60.77960716 -161.83898800 1
115  60.77998063 -161.83865201
120 Linear Feature 23
111  60.77481427 -161.84322417 1
112  60.77531005 -161.84359521  60.77544020 -161.84421918
111  60.77531005 -161.84359521
112  60.77531005 -161.84359521  60.77517846 -161.84297124 1
115  60.77549475 -161.84262195
120 Linear Feature 2
111  60.77267947 -161.84511344 1
111  60.77481427 -161.84322417 1
111  60.77516609 -161.84291281 1
111  60.77549475 -161.84262195 1
111  60.77742706 -161.84091188 7
111  60.77774099 -161.84063406 1
111  60.77826460 -161.84017067
111  60.77846025 -161.83999752 1
111  60.77898370 -161.83953427 7
111  60.77926619 -161.83928427 7
111  60.77941069 -161.83915640 1
111  60.77998063 -161.83865201 1
111  60.78150823 -161.83730009 1
111  60.78213305 -161.83674713 1
111  60.78549641 -161.83377059 1
111  60.78586110 -161.83344785 1
115  60.78767105 -161.83184607
120 Linear Feature 2
111  60.77485953 -161.84629187 1
111  60.77487857 -161.84627501 1
111  60.77511460 -161.84606613
112  60.77511460 -161.84606613  60.77524904 -161.84594949 1
116  60.77520570 -161.84537240  60.77536348 -161.84523090
120 Linear Feature 2
111  60.77475076 -161.84577502 1
111  60.77477644 -161.84575230 1
111  60.77520570 -161.84537240 1
111  60.77543855 -161.84516634 1
111  60.77556868 -161.84505118 1
116  60.77558846 -161.84491500  60.77556786 -161.84481785
120 Linear Feature 2
111  60.78263056 -161.83992782 1
111  60.78297330 -161.83962450 20
111  60.78312874 -161.83948693 20
115  60.78325695 -161.83967666
120 Linear Feature 2
111  60.78326700 -161.83887164 20
115  60.78334320 -161.83880420
120 Linear Feature 2
111  60.78329268 -161.83899337 20
115  60.78336888 -161.83892593
120 Linear Feature 2
111  60.78275081 -161.83940097 1
111  60.78331000 -161.83890609 1
115  60.78334831 -161.83887219
120 Linear Feature 2
112  60.78320653 -161.83880781  60.78324788 -161.83877124 20
115  60.78326700 -161.83887164
120 Linear Feature 2
112  60.78327325 -161.83912406  60.78331460 -161.83908750 20
115  60.78329268 -161.83899337
120 Linear Feature 2
111  60.78312874 -161.83948693 20
111  60.78327891 -161.83935400 20
115  60.78327325 -161.83912406
120 Linear Feature 2
111  60.78282400 -161.83891674 20
111  60.78312961 -161.83864627 20
115  60.78320653 -161.83880781
120 Linear Feature 2
111  60.78243337 -161.83899305 1
111  60.78277611 -161.83868973 1
115  60.78332686 -161.83820231
120 Linear Feature 1
111  60.78560892 -161.83321444 1
111  60.78550835 -161.83287849 1
111  60.78528835 -161.83214359
112  60.78528835 -161.83214359  60.78514866 -161.83168346 1
111  60.78500540 -161.83178784 1
115  60.78486937 -161.83190819
120 Linear Feature 1
112  60.78767105 -161.83184607  60.78773606 -161.83178794 1
112  60.78794553 -161.83149544  60.78803202 -161.83130757 7
112  60.78800105 -161.83064529  60.78792008 -161.83025414
111  60.78800105 -161.83064529 1
111  60.78784489 -161.82990505
112  60.78784489 -161.82990505  60.78773496 -161.82939644 1
111  60.78746047 -161.82961570 1
115  60.78731931 -161.82974059
120 Linear Feature 1
112  60.78111039 -161.83352316  60.78101886 -161.83309245 7
112  60.78116456 -161.83211662  60.78101439 -161.83140170
111  60.78116456 -161.83211662 1
115  60.78099063 -161.83129209
120 Linear Feature 17
111  60.78132896 -161.83455926 1
111  60.78114548 -161.83368948 7
111  60.78111039 -161.83352316 7
111  60.78086888 -161.83237829 1
115  60.78069497 -161.83155386
120 Linear Feature 1
111  60.78198530 -161.83767056 1
111  60.78183586 -161.83696215 7
111  60.78168285 -161.83623683 1
115  60.78152300 -161.83547908
120 Linear Feature 1
111  60.77575855 -161.84572129 1
111  60.77575197 -161.84569011 1
111  60.77558846 -161.84491500 1
111  60.77531005 -161.84359521 1
115  60.77516609 -161.84291281
120 Linear Feature 1
112  60.77267947 -161.84511344  60.77259927 -161.84518331 1
112  60.77247370 -161.84524010  60.77241570 -161.84525516 7
112  60.77232532 -161.84520661  60.77228338 -161.84516971
111  60.77232532 -161.84520661
112  60.77232532 -161.84520661  60.77228338 -161.84516971 7
112  60.77221594 -161.84502156  60.77218394 -161.84493556 7
112  60.77212717 -161.84469350  60.77209897 -161.84456127
111  60.77212717 -161.84469350 1
111  60.77193580 -161.84378635
111  60.77177273 -161.84301333 1
111  60.77158980 -161.84214616 7
111  60.77131320 -161.84083497 1
115  60.77113925 -161.84001036
120 Linear Feature 21
111  60.77909018 -161.83653919 1
111  60.77890694 -161.83567057 7
111  60.77863034 -161.83435938 1
115  60.77849626 -161.83372377
120 Linear Feature 1
111  60.77995015 -161.84061581 1
111  60.77982515 -161.84002326 1
111  60.77975329 -161.83968261 1
111  60.77959290 -161.83892228 7
111  60.77944431 -161.83821791 1
115  60.77928668 -161.83747067
21  60.78620053 -161.82992441 1 203.2400 3.0 New Light Fixture 11
21  60.78468872 -161.83126254 1 203.2400 3.0 New Light Fixture 11
21  60.77435453 -161.84200608 1 23.2100 3.0 New Light Fixture 11
21  60.77317013 -161.84305451 1 23.2100 3.0 New Light Fixture 11
21  60.77955956 -161.83172678 1 203.4700 3.0 New Light Fixture 11
21  60.77248899 -161.83919908 1 23.2000 3.0 New Light Fixture 11
14  60.77723866 -161.84492602  36.09 0 New Tower Viewpoint 1
1300  60.78331000 -161.83890609  23.42 misc jets|turboprops Alaska Airlines Gate
