I
1050 Generated by WorldEditor 2.2.0r2

1     13 1 0 KFXE Fort Lauderdale Executive
111  26.19183502 -080.16614187 53 102
111  26.19191157 -080.16605684 53 102
111  26.19192031 -080.16604713 53 102
112  26.19191580 -080.16584236  26.19184267 -080.16573396
111  26.19191580 -080.16584236 53 102
111  26.19187354 -080.16587805 53 102
111  26.19178962 -080.16594894 53 102
111  26.19151350 -080.16556905 53 102
111  26.19159468 -080.16549402 53 102
111  26.19164464 -080.16544784 53 102
112  26.19165435 -080.16537757  26.19164610 -080.16534361
111  26.19165435 -080.16537757 53 102
111  26.19160642 -080.16529535 53 102
112  26.19148467 -080.16518955  26.19141484 -080.16517527
111  26.19148467 -080.16518955 53 102
111  26.19141610 -080.16518016
111  26.19140339 -080.16531078
111  26.19139959 -080.16534980
111  26.19133381 -080.16534275
111  26.19122272 -080.16532986
111  26.19119481 -080.16532662
111  26.19119706 -080.16529558
111  26.19114847 -080.16528948
111  26.19107220 -080.16527989
111  26.19105463 -080.16527769
111  26.19083663 -080.16525030
111  26.19076414 -080.16524119
111  26.19072893 -080.16523677
111  26.19039380 -080.16519466
111  26.19035111 -080.16518930
111  26.19034503 -080.16525885
111  26.19031843 -080.16526294
111  26.19030147 -080.16548316
112  26.19030147 -080.16548316  26.19028462 -080.16552531
112  26.19020465 -080.16577345  26.19017431 -080.16599340
111  26.19020465 -080.16577345
111  26.19018172 -080.16605445
111  26.19011600 -080.16628225
111  26.18996132 -080.16628152
111  26.18996181 -080.16624234
111  26.18996723 -080.16580747
111  26.18996879 -080.16568246
111  26.18997157 -080.16545957
111  26.18997236 -080.16539646
111  26.19003783 -080.16535538
111  26.19004470 -080.16512108
111  26.19006028 -080.16459010
111  26.19006245 -080.16451599
111  26.19009415 -080.16449538
111  26.19009774 -080.16427246
111  26.19010479 -080.16383493
111  26.19010791 -080.16364105
111  26.19021553 -080.16365650
111  26.19022147 -080.16378600
112  26.19027605 -080.16387208  26.19032111 -080.16392901
111  26.19027605 -080.16387208
111  26.19033046 -080.16393423
111  26.19060366 -080.16424627
111  26.19063779 -080.16428526
111  26.19065380 -080.16430355
111  26.19071555 -080.16437409
111  26.19098472 -080.16468154
111  26.19102249 -080.16472469
111  26.19108211 -080.16466431
112  26.19108211 -080.16466431  26.19110522 -080.16469726 1
111  26.19115707 -080.16471529
112  26.19120070 -080.16465745  26.19121339 -080.16459826
111  26.19120070 -080.16465745
111  26.19122427 -080.16443176
111  26.19130308 -080.16454480 53 102
111  26.19131386 -080.16441014
112  26.19131386 -080.16441014  26.19131884 -080.16434912 53 102
111  26.19128100 -080.16428891 53 102
111  26.19109423 -080.16405080
111  26.19100143 -080.16413640
111  26.19097852 -080.16411073
111  26.19095829 -080.16408807
111  26.19093412 -080.16406100
111  26.19084382 -080.16395986
111  26.19076309 -080.16386944
111  26.19067055 -080.16376579
111  26.19059333 -080.16367930
111  26.19050511 -080.16358048
111  26.19040974 -080.16347366
111  26.19036915 -080.16342820
111  26.19061351 -080.16320688
111  26.19063992 -080.16323607
111  26.19073372 -080.16333970
111  26.19082792 -080.16344377
111  26.19092429 -080.16355024
111  26.19101639 -080.16365200
111  26.19111071 -080.16375620
111  26.19120173 -080.16385677
111  26.19125281 -080.16391320
111  26.19116158 -080.16399349 53 102
111  26.19134910 -080.16423143 53 102
112  26.19140124 -080.16439178  26.19140871 -080.16448410
111  26.19140124 -080.16439178 53 102
111  26.19138156 -080.16464102 102
111  26.19145969 -080.16474342 102
111  26.19144817 -080.16485224 102
111  26.19142901 -080.16503327 53 102
111  26.19146790 -080.16504015
112  26.19146790 -080.16504015  26.19147854 -080.16504120 53 102
112  26.19149833 -080.16504073  26.19150796 -080.16504013
111  26.19149833 -080.16504073
112  26.19149833 -080.16504073  26.19156826 -080.16503641 53 102
111  26.19161045 -080.16499421 53 102
111  26.19173252 -080.16486155 53 102
111  26.19182528 -080.16476074
111  26.19181167 -080.16474489
111  26.19172045 -080.16477418
112  26.19172045 -080.16477418  26.19185896 -080.16470961
113  26.19184166 -080.16453982
112  26.20003549 -080.16305854  26.20003838 -080.16302091
111  26.20003549 -080.16305854
112  26.20003549 -080.16305854  26.20003254 -080.16301563 53 102
112  26.19996731 -080.16296809  26.19993830 -080.16295067
111  26.19996731 -080.16296809
112  26.19996731 -080.16296809  26.19994739 -080.16295613 53 102
111  26.19993087 -080.16295016 53 102
111  26.19967834 -080.16287897
112  26.19967834 -080.16287897  26.19963590 -080.16287035 53 102
111  26.19959872 -080.16289573 53 102
111  26.19955365 -080.16293383
112  26.19955365 -080.16293383  26.19945925 -080.16303547 53 102
112  26.19963391 -080.16316104  26.19977849 -080.16317399
111  26.19963391 -080.16316104 53 102
111  26.19993816 -080.16313478 53 102
112  26.19994677 -080.16313174  26.19995210 -080.16312974
111  26.19994677 -080.16313174
114  26.19994677 -080.16313174  26.19997003 -080.16312302 53 102
111  26.20096519 -080.16288926
111  26.20111433 -080.16280812
112  26.20111433 -080.16280812  26.20112942 -080.16279325
111  26.20112663 -080.16277246 53
111  26.20104970 -080.16260648 53 102
112  26.20092486 -080.16256463  26.20083976 -080.16259828
111  26.20092486 -080.16256463 53 102
111  26.20091408 -080.16257073 53 102
111  26.20063829 -080.16272689 53 102
111  26.20042683 -080.16292014
112  26.20042683 -080.16292014  26.20026916 -080.16310919 53 102
111  26.20025675 -080.16330159 53 102
111  26.20025358 -080.16334260
112  26.20025358 -080.16334260  26.20024735 -080.16346920 53 102
111  26.20036556 -080.16349437 53 102
111  26.20039181 -080.16349765 53 102
111  26.20059984 -080.16352362 53 102
111  26.20054041 -080.16412347 53 102
111  26.20033183 -080.16409832 53 102
111  26.20031516 -080.16409631
112  26.20031516 -080.16409631  26.20018670 -080.16408970 53 102
111  26.20016694 -080.16422989 53 102
111  26.20016648 -080.16443202
112  26.20016648 -080.16443202  26.20017340 -080.16452659 53 102
111  26.20025022 -080.16457094 53 102
111  26.20055105 -080.16467567 102
111  26.20067254 -080.16471796
111  26.20110937 -080.16477226
112  26.20110937 -080.16477226  26.20112595 -080.16477311
111  26.20112886 -080.16476125
111  26.20113243 -080.16464958
113  26.20080299 -080.16461402
111  26.19989092 -080.16530126 53 102
111  26.20001026 -080.16408014 53 102
111  26.20000170 -080.16355091
112  26.20000170 -080.16355091  26.19998589 -080.16344775 53 102
111  26.19990815 -080.16341765 53 102
111  26.19990677 -080.16341718 53 102
111  26.19961802 -080.16331897
112  26.19961802 -080.16331897  26.19955807 -080.16330722 53 102
111  26.19951841 -080.16333395
111  26.19928846 -080.16572957
111  26.19964556 -080.16577475
111  26.19963873 -080.16590416
112  26.19963873 -080.16590416  26.19965619 -080.16590373 53 102
112  26.19968556 -080.16589543  26.19969938 -080.16589034
111  26.19968556 -080.16589543
112  26.19968556 -080.16589543  26.19975821 -080.16586868 53 102
113  26.19978274 -080.16578998 53 102
111  26.20002976 -080.16582112
111  26.20044016 -080.16586825
111  26.20054060 -080.16482478 53 102
111  26.20022877 -080.16485935 53 102
112  26.20012317 -080.16494073  26.20009234 -080.16500990
111  26.20012317 -080.16494073 53 102
113  26.20002046 -080.16532108 53 102
111  26.19972945 -080.16630904
112  26.19972945 -080.16630904  26.19935919 -080.16629499
112  26.19922439 -080.16668684  26.19918958 -080.16689336
111  26.19922439 -080.16668684
111  26.19901257 -080.16877948 53 102
112  26.19917577 -080.16890522  26.19927755 -080.16894156
111  26.19917577 -080.16890522 53 102
111  26.19934023 -080.16892978
112  26.19934023 -080.16892978  26.19938670 -080.16893016 53 102
112  26.19944206 -080.16888490  26.19946450 -080.16886072
111  26.19944206 -080.16888490
112  26.19944206 -080.16888490  26.19947185 -080.16885280 53 102
111  26.19948316 -080.16881526 53 102
111  26.19958898 -080.16834546 53 102
113  26.19973977 -080.16682780 53 102
111  26.19814374 -080.18076831 53 102
111  26.19827390 -080.18076620 53 102
111  26.19850641 -080.18076243 53 102
112  26.19859271 -080.18072132  26.19863223 -080.18068497
111  26.19859271 -080.18072132 53 102
111  26.19870267 -080.18058714
112  26.19870267 -080.18058714  26.19872210 -080.18055557 53 102
112  26.19867975 -080.18052787  26.19864714 -080.18051722
111  26.19867975 -080.18052787 53 102
111  26.19830388 -080.18048273 53 102
111  26.19782327 -080.18042501
113  26.19779599 -080.18067509 53 102
112  26.19788003 -080.18022125  26.19789375 -080.18022529
111  26.19788003 -080.18022125 53 102
111  26.19831719 -080.18033533 53 102
111  26.19833648 -080.18034037 53 102
112  26.19838022 -080.18034555  26.19838937 -080.18034598
111  26.19838022 -080.18034555 53 102
111  26.19882849 -080.18033644 53 102
112  26.19892544 -080.18029563  26.19895902 -080.18025820
111  26.19892544 -080.18029563 53 102
111  26.19914545 -080.18007151 53 102
111  26.19931051 -080.17981206 53 102
112  26.19934119 -080.17975632  26.19935729 -080.17972359
111  26.19934119 -080.17975632
112  26.19934119 -080.17975632  26.19935344 -080.17973142 53 102
112  26.19937483 -080.17967059  26.19938309 -080.17964029
111  26.19937483 -080.17967059 53 102
111  26.19946715 -080.17928201 53 102
111  26.19969594 -080.17695309
112  26.19969594 -080.17695309  26.19970184 -080.17672684 53 102
112  26.19952183 -080.17622959  26.19936097 -080.17595275
111  26.19952183 -080.17622959 53 102
111  26.19885515 -080.17531326 53 102
111  26.19875495 -080.17520663 53 102
111  26.19851272 -080.17494882 53 102
112  26.19835189 -080.17493078  26.19825906 -080.17497624
111  26.19835189 -080.17493078
111  26.19834821 -080.17496367
111  26.19840451 -080.17497211
111  26.19811852 -080.17785624
111  26.19806900 -080.17784926
113  26.19784160 -080.18019614 53 102
111  26.19954122 -080.17602330
112  26.19954122 -080.17602330  26.19958415 -080.17607931 53 102
112  26.19972483 -080.17606908  26.19978742 -080.17602666
111  26.19972483 -080.17606908
112  26.19972483 -080.17606908  26.19975144 -080.17605105 53 102
112  26.19979238 -080.17597059  26.19980950 -080.17592166
111  26.19979238 -080.17597059 53 102
111  26.19994036 -080.17447251 53 102
111  26.19998975 -080.17397254 53 102
112  26.19998689 -080.17376099  26.19997801 -080.17368487
111  26.19998689 -080.17376099
112  26.19998689 -080.17376099  26.19993352 -080.17349382 53 102
111  26.19984001 -080.17335590
112  26.19984001 -080.17335590  26.19974680 -080.17322202 53 102
111  26.19964025 -080.17329067 53 102
111  26.19936635 -080.17347478 53 102
111  26.19924798 -080.17355435 53 102
111  26.19918667 -080.17360326
111  26.19914984 -080.17364839
112  26.19914984 -080.17364839  26.19912856 -080.17367849
112  26.19912145 -080.17370017  26.19910699 -080.17372319
111  26.19912145 -080.17370017
111  26.19910037 -080.17372220
111  26.19936259 -080.17408055
111  26.19906189 -080.17434826
111  26.19851096 -080.17358584
111  26.19849060 -080.17359247
111  26.19840421 -080.17445433 53 102
113  26.19887302 -080.17510125 53 102
112  26.19921853 -080.17339079  26.19932604 -080.17327802
111  26.19921853 -080.17339079 53 102
111  26.19926456 -080.17333652 53 102
111  26.19935490 -080.17323000 53 102
112  26.19937202 -080.17313403  26.19935556 -080.17308515
111  26.19937202 -080.17313403 53 102
111  26.19935660 -080.17310534 53 102
111  26.19927858 -080.17296025
111  26.19923106 -080.17299367
111  26.19916413 -080.17287572
111  26.19921678 -080.17284581 53 102
111  26.19915664 -080.17273352 53 102
111  26.19924024 -080.17262939 53 102
111  26.19928544 -080.17257309
112  26.19928544 -080.17257309  26.19930831 -080.17253077 53 102
111  26.19928445 -080.17249306 53 102
112  26.19920128 -080.17226239  26.19920645 -080.17215350
111  26.19920128 -080.17226239 53 102
111  26.19944074 -080.16986320 53 102
111  26.19943391 -080.16934746 53 102
112  26.19940781 -080.16926917  26.19938626 -080.16923016
111  26.19940781 -080.16926917
112  26.19940781 -080.16926917  26.19939091 -080.16923858 53 102
112  26.19931979 -080.16919701  26.19927601 -080.16918586
111  26.19931979 -080.16919701 53 102
111  26.19917450 -080.16918251
112  26.19917450 -080.16918251  26.19902742 -080.16919067 53 102
111  26.19896713 -080.16926032
111  26.19864345 -080.17253500
112  26.19864345 -080.17253500  26.19863354 -080.17289371
112  26.19880810 -080.17324106  26.19894580 -080.17347126
111  26.19880810 -080.17324106
113  26.19896834 -080.17346913 53 102
112  26.19931369 -080.18338841  26.19931339 -080.18334127
111  26.19931369 -080.18338841
111  26.19942915 -080.18222135
112  26.19939466 -080.18210835  26.19935320 -080.18207887
111  26.19939466 -080.18210835
111  26.19931849 -080.18210204
112  26.19929217 -080.18214157  26.19928895 -080.18216945
111  26.19929217 -080.18214157
111  26.19916242 -080.18348703
112  26.19916242 -080.18348703  26.19918913 -080.18362388
112  26.19931895 -080.18346163  26.19932405 -080.18333675
111  26.19931895 -080.18346163
114  26.19931895 -080.18346163  26.19931776 -080.18341748
111  26.19987979 -080.18146423
111  26.19983910 -080.18146134
111  26.19982727 -080.18158131
113  26.19986795 -080.18158378
111  26.19980581 -080.18180764
111  26.19984687 -080.18181383
111  26.19985945 -080.18169303
113  26.19981580 -080.18168767
111  26.19978297 -080.18191940
111  26.19978040 -080.18194975
111  26.19975266 -080.18194602
112  26.19975266 -080.18194602  26.19975052 -080.18202714
111  26.19982124 -080.18204680
111  26.19998436 -080.18206484
112  26.19998436 -080.18206484  26.20002286 -080.18205937
111  26.20003445 -080.18201960
111  26.20005398 -080.18183093
111  26.19997948 -080.18182349
111  26.19996433 -080.18197065
111  26.19983352 -080.18195653
113  26.19983383 -080.18192355
111  26.20007641 -080.18160147
111  26.20000150 -080.18159288
111  26.19998886 -080.18171725
113  26.20006315 -080.18172549
111  26.20009919 -080.18137159
111  26.20002262 -080.18136293
111  26.20001301 -080.18148620
113  26.20008662 -080.18149609
112  26.19948350 -080.18199469  26.19952140 -080.18201138
111  26.19948350 -080.18199469
111  26.19960047 -080.18200745
112  26.19960047 -080.18200745  26.19963485 -080.18200922
111  26.19966327 -080.18196203
112  26.19964588 -080.18193135  26.19963785 -080.18192339
111  26.19964588 -080.18193135
111  26.19948919 -080.18191042
111  26.19946330 -080.18191990
114  26.19946330 -080.18191990  26.19945273 -080.18193783
111  26.19960220 -080.18328249
111  26.19954045 -080.18327477
111  26.19954517 -080.18322814
111  26.19960842 -080.18323351
111  26.19962173 -080.18309252
111  26.19955982 -080.18308319
111  26.19956479 -080.18303395
111  26.19962528 -080.18304206
111  26.19964126 -080.18290255
111  26.19957892 -080.18289424
111  26.19958394 -080.18284457
111  26.19964481 -080.18285110
111  26.19966035 -080.18271258
111  26.19959822 -080.18270320
111  26.19960328 -080.18265317
111  26.19966612 -080.18265964
111  26.19967766 -080.18252112
111  26.19961733 -080.18251419
111  26.19962272 -080.18246086
111  26.19968787 -080.18246819
111  26.19969986 -080.18232967
111  26.19963680 -080.18232156
111  26.19964169 -080.18227322
111  26.19970385 -080.18227822
111  26.19970816 -080.18223160
112  26.19970816 -080.18223160  26.19971273 -080.18215717
111  26.19968069 -080.18215079
111  26.19953243 -080.18213412
112  26.19949651 -080.18219238  26.19948664 -080.18225110
111  26.19949651 -080.18219238
111  26.19948235 -080.18234748
111  26.19953439 -080.18235501
111  26.19952951 -080.18240397
111  26.19947525 -080.18239794
111  26.19946193 -080.18253968
111  26.19951535 -080.18254580
111  26.19951045 -080.18259481
111  26.19945527 -080.18258997
111  26.19944455 -080.18273014
111  26.19949621 -080.18273753
111  26.19949152 -080.18278445
111  26.19944048 -080.18278126
111  26.19942568 -080.18292102
111  26.19947731 -080.18292681
111  26.19947219 -080.18297816
111  26.19942013 -080.18297090
111  26.19940645 -080.18311148
111  26.19945805 -080.18311979
111  26.19945319 -080.18316842
111  26.19940016 -080.18316136
111  26.19938610 -080.18330442
111  26.19943909 -080.18330976
111  26.19943406 -080.18336005
111  26.19938351 -080.18335554
111  26.19937943 -080.18341998
112  26.19937943 -080.18341998  26.19940609 -080.18359824
111  26.19953924 -080.18358352
112  26.19958200 -080.18349390  26.19959216 -080.18341172
113  26.19958200 -080.18349390
111  26.19740636 -080.18066445
111  26.19745733 -080.18018885 53 102
112  26.19738947 -080.18014214  26.19733940 -080.18012001
111  26.19738947 -080.18014214 53 102
111  26.19707396 -080.18005607
112  26.19707396 -080.18005607  26.19703846 -080.18005046 53 102
112  26.19697995 -080.18005671  26.19695269 -080.18006231
111  26.19697995 -080.18005671
112  26.19697995 -080.18005671  26.19683440 -080.18008660 53 102
112  26.19684493 -080.18036480  26.19688718 -080.18047235
111  26.19684493 -080.18036480 53 102
111  26.19697611 -080.18057435
112  26.19697611 -080.18057435  26.19697849 -080.18057744 53 102
112  26.19698330 -080.18058328  26.19698571 -080.18058614
111  26.19698330 -080.18058328
112  26.19698330 -080.18058328  26.19703067 -080.18063950 53 102
111  26.19708361 -080.18065262 53 102
111  26.19732782 -080.18068576
114  26.19732782 -080.18068576  26.19737357 -080.18068576 53 102
112  26.19639377 -080.18022748  26.19645533 -080.18022989
111  26.19639377 -080.18022748
112  26.19639377 -080.18022748  26.19643155 -080.18022369 53 102
112  26.19656522 -080.18027011  26.19659480 -080.18028492
111  26.19656522 -080.18027011 53 102
112  26.19659412 -080.18022059  26.19657666 -080.18017337
111  26.19659412 -080.18022059 53 102
111  26.19653524 -080.18009673 53 102
112  26.19649349 -080.18008436  26.19646372 -080.18009584
111  26.19649349 -080.18008436 53 102
113  26.19636486 -080.18016619 53 102
112  26.19667896 -080.17963220  26.19673980 -080.17948556
111  26.19667896 -080.17963220 53 102
111  26.19675332 -080.17907204 53 102
111  26.19678034 -080.17879025 53 102
111  26.19680601 -080.17831264 53 102
112  26.19674134 -080.17817176  26.19669575 -080.17813683
111  26.19674134 -080.17817176
112  26.19674134 -080.17817176  26.19659731 -080.17816219 53 102
111  26.19656476 -080.17832115 53 102
111  26.19646691 -080.17879119 53 102
111  26.19642915 -080.17922514
112  26.19642915 -080.17922514  26.19641487 -080.17942178 53 102
111  26.19647677 -080.17964206
114  26.19647677 -080.17964206  26.19649854 -080.17971152 53 102
111  26.19748658 -080.17986138
111  26.19762636 -080.17839306 53 102
112  26.19747466 -080.17826709  26.19735388 -080.17821655
111  26.19747466 -080.17826709 53 102
111  26.19716374 -080.17818859 53 102
111  26.19715539 -080.17818649 53 102
112  26.19697286 -080.17834747  26.19693031 -080.17850956
111  26.19697286 -080.17834747 53 102
111  26.19690498 -080.17883610 53 102
111  26.19687232 -080.17917167 53 102
111  26.19684640 -080.17964577
112  26.19684640 -080.17964577  26.19685657 -080.17978299 53 102
111  26.19696348 -080.17982852 53 102
111  26.19699929 -080.17984011 53 102
111  26.19716762 -080.17989459 53 102
111  26.19741892 -080.17989073
114  26.19741892 -080.17989073  26.19745957 -080.17988530 53 102
111  26.19768365 -080.17788172
111  26.19769107 -080.17783348
111  26.19763253 -080.17780591
111  26.19785716 -080.17557872 53 102
112  26.19776330 -080.17535463  26.19769255 -080.17522152
111  26.19776330 -080.17535463 53 102
111  26.19760807 -080.17510114
112  26.19760807 -080.17510114  26.19753888 -080.17499284 53 102
112  26.19730904 -080.17516068  26.19724656 -080.17533731
111  26.19730904 -080.17516068 53 102
111  26.19722172 -080.17561441 53 102
111  26.19705163 -080.17733046 53 102
111  26.19702705 -080.17777042 53 102
112  26.19718119 -080.17799365  26.19733627 -080.17802506
111  26.19718119 -080.17799365
112  26.19718119 -080.17799365  26.19718549 -080.17799452 53 102
112  26.19719445 -080.17799589  26.19719900 -080.17799650
111  26.19719445 -080.17799589 53 102
111  26.19751136 -080.17799057
114  26.19751136 -080.17799057  26.19762366 -080.17797789 53 102
112  26.19676214 -080.17790581  26.19689628 -080.17792268
111  26.19676214 -080.17790581
112  26.19676214 -080.17790581  26.19683267 -080.17788484 53 102
111  26.19685819 -080.17776970 53 102
111  26.19692820 -080.17726463 53 102
111  26.19709674 -080.17558846 53 102
111  26.19711965 -080.17513547 53 102
112  26.19705612 -080.17495545  26.19698897 -080.17491674
111  26.19705612 -080.17495545 53 102
112  26.19690749 -080.17504182  26.19687492 -080.17512682
111  26.19690749 -080.17504182 53 102
111  26.19678819 -080.17552033 53 102
111  26.19661396 -080.17729516 53 102
113  26.19661934 -080.17771558 53 102
112  26.19706388 -080.17468359  26.19712360 -080.17471458
111  26.19706388 -080.17468359 53 102
111  26.19708745 -080.17468420
112  26.19708745 -080.17468420  26.19714722 -080.17465740 53 102
111  26.19717423 -080.17455189 53 102
111  26.19724279 -080.17409904 53 102
111  26.19727426 -080.17376362 53 102
111  26.19730112 -080.17326953
112  26.19730112 -080.17326953  26.19729048 -080.17303788 53 102
112  26.19701564 -080.17321208  26.19695620 -080.17341004
111  26.19701564 -080.17321208 53 102
111  26.19692356 -080.17415931
111  26.19695501 -080.17456995
114  26.19695501 -080.17456995  26.19697096 -080.17462784 53 102
111  26.19737144 -080.17429654
112  26.19737144 -080.17429654  26.19737369 -080.17435203 53 102
111  26.19740894 -080.17441831 53 102
111  26.19762918 -080.17480136 53 102
111  26.19786365 -080.17516729
112  26.19786365 -080.17516729  26.19787820 -080.17518696 53 102
111  26.19789760 -080.17519463
111  26.19800411 -080.17413651 53 102
111  26.19786592 -080.17394677 53 102
111  26.19772677 -080.17378548
112  26.19772677 -080.17378548  26.19769202 -080.17375183 53 102
112  26.19761016 -080.17373177  26.19756924 -080.17372918
111  26.19761016 -080.17373177
112  26.19761016 -080.17373177  26.19752139 -080.17372616 53 102
112  26.19740737 -080.17391228  26.19738205 -080.17403391
111  26.19740737 -080.17391228 53 102
113  26.19738301 -080.17409420 53 102
111  26.19781370 -080.17364150
112  26.19781370 -080.17364150  26.19792055 -080.17371930
112  26.19805619 -080.17357078  26.19807613 -080.17348186
111  26.19805619 -080.17357078
111  26.19806915 -080.17338231
112  26.19806915 -080.17338231  26.19805953 -080.17308227
111  26.19792042 -080.17286379
111  26.19760765 -080.17242672 53 102
112  26.19752231 -080.17256012  26.19751539 -080.17265825
111  26.19752231 -080.17256012 53 102
111  26.19751106 -080.17274427 53 102
111  26.19749059 -080.17307917 53 102
112  26.19751319 -080.17318847  26.19753653 -080.17323859
111  26.19751319 -080.17318847 53 102
113  26.19768320 -080.17344476 53 102
111  26.19707792 -080.17258382
112  26.19707792 -080.17258382  26.19707506 -080.17261891 53 102
111  26.19708727 -080.17263508 53 102
111  26.19724421 -080.17284937
112  26.19724421 -080.17284937  26.19729413 -080.17290706 53 102
112  26.19737115 -080.17279920  26.19738403 -080.17273353
111  26.19737115 -080.17279920
112  26.19737115 -080.17279920  26.19737460 -080.17276125 53 102
112  26.19737245 -080.17274278  26.19737490 -080.17270622
111  26.19737245 -080.17274278 53 102
111  26.19737389 -080.17272860 53 102
111  26.19742934 -080.17218190
111  26.19721671 -080.17189540 53 102
112  26.19713722 -080.17199104  26.19712377 -080.17206091
111  26.19713722 -080.17199104 53 102
113  26.19711564 -080.17220683 53 102
111  26.19592649 -080.18017074 53 102
111  26.19597420 -080.18017659
112  26.19597420 -080.18017659  26.19598694 -080.18017720 53 102
112  26.19601238 -080.18016780  26.19602008 -080.18016475
111  26.19601238 -080.18016780
112  26.19601238 -080.18016780  26.19601477 -080.18016685 53 102
111  26.19601619 -080.18016622 53 102
111  26.19620208 -080.18005309
112  26.19620208 -080.18005309  26.19633553 -080.17995856 53 102
111  26.19632542 -080.17978539 53 102
111  26.19628510 -080.17932217 53 102
111  26.19628988 -080.17922103
112  26.19628988 -080.17922103  26.19627436 -080.17913018 53 102
111  26.19621046 -080.17910281 53 102
111  26.19611332 -080.17908111
112  26.19611332 -080.17908111  26.19608985 -080.17907825 53 102
112  26.19605289 -080.17908551  26.19603523 -080.17909008
111  26.19605289 -080.17908551
112  26.19605289 -080.17908551  26.19603023 -080.17909138 102
112  26.19599759 -080.17911483  26.19598312 -080.17912748
111  26.19599759 -080.17911483
112  26.19599759 -080.17911483  26.19595817 -080.17914929
111  26.19594628 -080.17919754
111  26.19585731 -080.18008849
114  26.19585731 -080.18008849  26.19585456 -080.18015894
111  26.19620161 -080.17795156 53 102
111  26.19622225 -080.17795191 53 102
111  26.19628405 -080.17795294
112  26.19628405 -080.17795294  26.19639743 -080.17795162 53 102
111  26.19642792 -080.17784681 53 102
111  26.19670701 -080.17497035
112  26.19670701 -080.17497035  26.19670949 -080.17487387 53 102
111  26.19658911 -080.17485595 53 102
111  26.19653062 -080.17486000 53 102
111  26.19644051 -080.17486622 53
111  26.19638300 -080.17487020
112  26.19638300 -080.17487020  26.19633243 -080.17488936
111  26.19632323 -080.17494554
111  26.19632245 -080.17502148
112  26.19632245 -080.17502148  26.19632330 -080.17502703
111  26.19632976 -080.17502800
111  26.19640279 -080.17503053
111  26.19640237 -080.17509256
111  26.19632565 -080.17509159
112  26.19632565 -080.17509159  26.19631895 -080.17509236
111  26.19631846 -080.17509745
111  26.19631902 -080.17517555
112  26.19631902 -080.17517555  26.19631996 -080.17517953
111  26.19632257 -080.17518062
111  26.19640237 -080.17518322
111  26.19640134 -080.17524600
111  26.19632450 -080.17524382
112  26.19632450 -080.17524382  26.19631745 -080.17524443
111  26.19631684 -080.17524792
111  26.19631386 -080.17532778
112  26.19631386 -080.17532778  26.19631459 -080.17533320
111  26.19631933 -080.17533655
111  26.19639516 -080.17533674
111  26.19639379 -080.17539914
111  26.19632007 -080.17539694
112  26.19631250 -080.17540206  26.19631131 -080.17540671
111  26.19631250 -080.17540206
111  26.19631124 -080.17548220
112  26.19631124 -080.17548220  26.19631271 -080.17548642
111  26.19631677 -080.17548715
111  26.19638898 -080.17548758
111  26.19638777 -080.17555267
111  26.19631452 -080.17555033
112  26.19630958 -080.17555373  26.19630791 -080.17555636
111  26.19630958 -080.17555373
111  26.19630663 -080.17563306
112  26.19630663 -080.17563306  26.19630832 -080.17563821
111  26.19631202 -080.17563994
111  26.19638176 -080.17564302
111  26.19638073 -080.17570389
111  26.19631144 -080.17570143
112  26.19631144 -080.17570143  26.19630555 -080.17570413
111  26.19630563 -080.17570905
111  26.19630577 -080.17578630
112  26.19630577 -080.17578630  26.19630735 -080.17579011
111  26.19631102 -080.17579154
111  26.19638667 -080.17579511
111  26.19638633 -080.17585483
111  26.19630853 -080.17585248
112  26.19630853 -080.17585248  26.19630380 -080.17585385
111  26.19630285 -080.17585697
111  26.19630047 -080.17594206
112  26.19630047 -080.17594206  26.19630238 -080.17594702
111  26.19630670 -080.17594754
111  26.19638114 -080.17594852
111  26.19638066 -080.17600966
111  26.19630638 -080.17600746
112  26.19630638 -080.17600746  26.19630178 -080.17600892
111  26.19630089 -080.17601499
111  26.19629766 -080.17609505
112  26.19629766 -080.17609505  26.19629890 -080.17609749
111  26.19630155 -080.17609875
111  26.19637954 -080.17610271
111  26.19637776 -080.17616291
111  26.19630034 -080.17616043
112  26.19629422 -080.17616409  26.19629254 -080.17616685
111  26.19629422 -080.17616409
111  26.19628931 -080.17625421
112  26.19629456 -080.17626110  26.19629801 -080.17626223
111  26.19629456 -080.17626110
111  26.19637137 -080.17627380
111  26.19636166 -080.17633410
111  26.19628631 -080.17632131
112  26.19627914 -080.17632407  26.19627746 -080.17632643
111  26.19627914 -080.17632407
111  26.19625968 -080.17642472
112  26.19625968 -080.17642472  26.19625992 -080.17642822
111  26.19626187 -080.17642926
111  26.19633761 -080.17645852
111  26.19632301 -080.17651914
111  26.19624591 -080.17648918
112  26.19624083 -080.17649125  26.19623789 -080.17649418
111  26.19624083 -080.17649125
111  26.19620582 -080.17658323
112  26.19620582 -080.17658323  26.19620487 -080.17658762
111  26.19620778 -080.17659099
111  26.19628408 -080.17662155
111  26.19626805 -080.17667930
111  26.19619509 -080.17665503
112  26.19619509 -080.17665503  26.19618795 -080.17665362
111  26.19618533 -080.17665689
111  26.19616371 -080.17676841
112  26.19616800 -080.17677245  26.19617158 -080.17677351
111  26.19616800 -080.17677245
111  26.19624342 -080.17678107
111  26.19623484 -080.17684265
111  26.19616716 -080.17683286
112  26.19616716 -080.17683286  26.19615877 -080.17683424
