I
1050 Generated by WorldEditor 2.1.0r1

1   1243 1 0 KCHD Chandler Muni
111  33.27450913 -111.80959452 1
111  33.27450910 -111.80955156 1
115  33.27450908 -111.80950865
120 Linear Feature 216
111  33.27450410 -111.81047887 1
111  33.27450408 -111.81043592 1
115  33.27450405 -111.81039300
120 Linear Feature 216
111  33.27450833 -111.81003802 1
111  33.27450830 -111.80999506 1
115  33.27450827 -111.80995215
120 Linear Feature 216
111  33.27450305 -111.81077253 1
111  33.27450303 -111.81072958 1
115  33.27450300 -111.81068666
120 Linear Feature 216
111  33.27450272 -111.81062741 1
111  33.27450269 -111.81058446 1
115  33.27450267 -111.81054154
120 Linear Feature 215
111  33.27419066 -111.81013617 1
115  33.27414006 -111.81013551
120 Linear Feature 215
111  33.27419470 -111.80954808 1
115  33.27414410 -111.80954742
120 Linear Feature 215
111  33.27420383 -111.80895982 1
115  33.27415322 -111.80895916
120 Linear Feature 215
111  33.27384353 -111.80895316 1
115  33.27379293 -111.80895250
120 Linear Feature 215
111  33.27418888 -111.81028384 1
115  33.27413827 -111.81028318
120 Linear Feature 215
111  33.27419292 -111.80969574 1
115  33.27414231 -111.80969508
120 Linear Feature 215
111  33.27420205 -111.80910748 1
115  33.27415144 -111.80910682
120 Linear Feature 215
111  33.27384175 -111.80910082 1
115  33.27379114 -111.80910016
120 Linear Feature 215
111  33.27418694 -111.81043088 1
115  33.27413633 -111.81043022
120 Linear Feature 215
111  33.27419098 -111.80984278 1
115  33.27414037 -111.80984212
120 Linear Feature 215
111  33.27420010 -111.80925452 1
115  33.27414950 -111.80925386
120 Linear Feature 215
111  33.27383981 -111.80924786 1
115  33.27378920 -111.80924720
120 Linear Feature 215
111  33.27418667 -111.81072173 1
115  33.27413606 -111.81072107
120 Linear Feature 215
111  33.27418500 -111.81057861 1
115  33.27413439 -111.81057795
120 Linear Feature 215
111  33.27418904 -111.80999051 1
115  33.27413844 -111.80998985
120 Linear Feature 215
111  33.27419817 -111.80940225 1
115  33.27414756 -111.80940159
120 Linear Feature 215
111  33.27383787 -111.80939559 1
115  33.27378727 -111.80939493
120 Linear Feature 215
111  33.27383567 -111.80954285 1
115  33.27378506 -111.80954219
120 Linear Feature 215
111  33.27383373 -111.80968902 1
115  33.27378313 -111.80968836
120 Linear Feature 215
111  33.27383084 -111.80983513 1
115  33.27378023 -111.80983447
120 Linear Feature 215
111  33.27383027 -111.80998447 1
115  33.27377966 -111.80998381
120 Linear Feature 215
111  33.27382874 -111.81013069 1
115  33.27377813 -111.81013004
120 Linear Feature 215
111  33.27382734 -111.81027710 1
115  33.27377673 -111.81027644
120 Linear Feature 215
111  33.27382632 -111.81042441 1
115  33.27377571 -111.81042375
120 Linear Feature 215
111  33.27382419 -111.81057305 1
115  33.27377358 -111.81057239
120 Linear Feature 215
111  33.27382245 -111.81071989 1
115  33.27377184 -111.81071923
120 Linear Feature 214
111  33.27419095 -111.81009404 1
111  33.27419066 -111.81013617 1
115  33.27419037 -111.81018053
120 Linear Feature 214
111  33.27419499 -111.80950594 1
111  33.27419470 -111.80954808 1
115  33.27419441 -111.80959243
120 Linear Feature 214
111  33.27420411 -111.80891768 1
111  33.27420383 -111.80895982 1
115  33.27420353 -111.80900417
120 Linear Feature 214
111  33.27384382 -111.80891103 1
111  33.27384353 -111.80895316 1
115  33.27384324 -111.80899751
120 Linear Feature 214
111  33.27418916 -111.81024170 1
111  33.27418888 -111.81028384 1
115  33.27418858 -111.81032819
120 Linear Feature 214
111  33.27419320 -111.80965361 1
111  33.27419292 -111.80969574 1
115  33.27419262 -111.80974010
120 Linear Feature 214
111  33.27420233 -111.80906534 1
111  33.27420205 -111.80910748 1
115  33.27420175 -111.80915183
120 Linear Feature 214
111  33.27384203 -111.80905869 1
111  33.27384175 -111.80910082 1
115  33.27384145 -111.80914517
120 Linear Feature 214
111  33.27418722 -111.81038875 1
111  33.27418694 -111.81043088 1
115  33.27418664 -111.81047524
120 Linear Feature 214
111  33.27419126 -111.80980065 1
111  33.27419098 -111.80984278 1
115  33.27419068 -111.80988714
120 Linear Feature 214
111  33.27420039 -111.80921239 1
111  33.27420010 -111.80925452 1
115  33.27419981 -111.80929888
120 Linear Feature 214
111  33.27384009 -111.80920573 1
111  33.27383981 -111.80924786 1
115  33.27383951 -111.80929222
120 Linear Feature 214
111  33.27418695 -111.81067959 1
111  33.27418667 -111.81072173 1
115  33.27418637 -111.81076608
120 Linear Feature 214
111  33.27418528 -111.81053647 1
111  33.27418500 -111.81057861 1
115  33.27418470 -111.81062296
120 Linear Feature 214
111  33.27418933 -111.80994838 1
111  33.27418904 -111.80999051 1
115  33.27418874 -111.81003487
120 Linear Feature 214
111  33.27419845 -111.80936012 1
111  33.27419817 -111.80940225 1
115  33.27419787 -111.80944661
120 Linear Feature 214
111  33.27383815 -111.80935345 1
111  33.27383787 -111.80939559 1
115  33.27383758 -111.80943994
120 Linear Feature 214
111  33.27383595 -111.80950072 1
111  33.27383567 -111.80954285 1
115  33.27383537 -111.80958721
120 Linear Feature 214
111  33.27383402 -111.80964689 1
111  33.27383373 -111.80968902 1
115  33.27383344 -111.80973337
120 Linear Feature 214
111  33.27383112 -111.80979300 1
111  33.27383084 -111.80983513 1
115  33.27383054 -111.80987949
120 Linear Feature 214
111  33.27383055 -111.80994234 1
111  33.27383027 -111.80998447 1
115  33.27382997 -111.81002883
120 Linear Feature 214
111  33.27382902 -111.81008856 1
111  33.27382874 -111.81013069 1
115  33.27382844 -111.81017505
120 Linear Feature 214
111  33.27382762 -111.81023497 1
111  33.27382734 -111.81027710 1
115  33.27382704 -111.81032146
120 Linear Feature 214
111  33.27382660 -111.81038227 1
111  33.27382632 -111.81042441 1
115  33.27382602 -111.81046876
120 Linear Feature 214
111  33.27382447 -111.81053091 1
111  33.27382419 -111.81057305 1
115  33.27382389 -111.81061740
120 Linear Feature 214
111  33.27382273 -111.81067776 1
111  33.27382245 -111.81071989 1
115  33.27382215 -111.81076425
120 Linear Feature 213
111  33.27426630 -111.81006336 1
115  33.27421616 -111.81006323
120 Linear Feature 213
111  33.27426390 -111.81021071 1
115  33.27421376 -111.81021057
120 Linear Feature 213
111  33.27426794 -111.80962261 1
115  33.27421780 -111.80962248
120 Linear Feature 213
111  33.27427706 -111.80903435 1
115  33.27422692 -111.80903421
120 Linear Feature 213
111  33.27391677 -111.80902769 1
115  33.27386663 -111.80902756
120 Linear Feature 213
111  33.27426270 -111.81035997 1
115  33.27421256 -111.81035983
120 Linear Feature 213
111  33.27426674 -111.80977188 1
115  33.27421660 -111.80977174
120 Linear Feature 213
111  33.27427586 -111.80918361 1
115  33.27422572 -111.80918348
120 Linear Feature 213
111  33.27391557 -111.80917695 1
115  33.27386543 -111.80917682
120 Linear Feature 213
111  33.27426190 -111.81050589 1
115  33.27421176 -111.81050575
120 Linear Feature 213
111  33.27426594 -111.80991779 1
115  33.27421580 -111.80991765
120 Linear Feature 213
111  33.27426151 -111.81064169 1
115  33.27421137 -111.81064155
120 Linear Feature 213
111  33.27427342 -111.80947556 1
115  33.27422328 -111.80947542
120 Linear Feature 213
111  33.27427506 -111.80932953 1
115  33.27422492 -111.80932939
120 Linear Feature 213
111  33.27391477 -111.80932287 1
115  33.27386463 -111.80932273
120 Linear Feature 213
111  33.27391237 -111.80946878 1
115  33.27386223 -111.80946864
120 Linear Feature 213
111  33.27391157 -111.80961326 1
115  33.27386143 -111.80961312
120 Linear Feature 213
111  33.27390957 -111.80976347 1
115  33.27385943 -111.80976333
120 Linear Feature 213
111  33.27390717 -111.80991130 1
115  33.27385703 -111.80991116
120 Linear Feature 213
111  33.27390637 -111.81005817 1
115  33.27385623 -111.81005803
120 Linear Feature 213
111  33.27390557 -111.81020551 1
115  33.27385543 -111.81020537
120 Linear Feature 213
111  33.27390277 -111.81035334 1
115  33.27385263 -111.81035320
120 Linear Feature 213
111  33.27390317 -111.81049925 1
115  33.27385303 -111.81049911
120 Linear Feature 213
111  33.27390051 -111.81064752 1
115  33.27385037 -111.81064738
120 Linear Feature 212
111  33.27421592 -111.81010763 1
111  33.27421616 -111.81006323 1
115  33.27421640 -111.81001896
120 Linear Feature 212
111  33.27421352 -111.81025497 1
111  33.27421376 -111.81021057 1
115  33.27421400 -111.81016630
120 Linear Feature 212
111  33.27421756 -111.80966688 1
111  33.27421780 -111.80962248 1
115  33.27421804 -111.80957821
120 Linear Feature 212
111  33.27422669 -111.80907862 1
111  33.27422692 -111.80903421 1
115  33.27422716 -111.80898995
120 Linear Feature 212
111  33.27386639 -111.80907196 1
111  33.27386663 -111.80902756 1
115  33.27386687 -111.80898329
120 Linear Feature 212
111  33.27421232 -111.81040424 1
111  33.27421256 -111.81035983 1
115  33.27421280 -111.81031556
120 Linear Feature 212
111  33.27421636 -111.80981614 1
111  33.27421660 -111.80977174 1
115  33.27421684 -111.80972747
120 Linear Feature 212
111  33.27422549 -111.80922788 1
111  33.27422572 -111.80918348 1
115  33.27422596 -111.80913921
120 Linear Feature 212
111  33.27386519 -111.80922122 1
111  33.27386543 -111.80917682 1
115  33.27386567 -111.80913255
120 Linear Feature 212
111  33.27421152 -111.81055015 1
111  33.27421176 -111.81050575 1
115  33.27421200 -111.81046148
120 Linear Feature 212
111  33.27421556 -111.80996205 1
111  33.27421580 -111.80991765 1
115  33.27421604 -111.80987338
120 Linear Feature 212
111  33.27421113 -111.81068595 1
111  33.27421137 -111.81064155 1
115  33.27421161 -111.81059728
120 Linear Feature 212
111  33.27422305 -111.80951982 1
111  33.27422328 -111.80947542 1
115  33.27422352 -111.80943115
120 Linear Feature 212
111  33.27422469 -111.80937379 1
111  33.27422492 -111.80932939 1
115  33.27422516 -111.80928512
120 Linear Feature 212
111  33.27386439 -111.80936713 1
111  33.27386463 -111.80932273 1
115  33.27386487 -111.80927846
120 Linear Feature 212
111  33.27386199 -111.80951304 1
111  33.27386223 -111.80946864 1
115  33.27386247 -111.80942437
120 Linear Feature 212
111  33.27386119 -111.80965752 1
111  33.27386143 -111.80961312 1
115  33.27386167 -111.80956885
120 Linear Feature 212
111  33.27385919 -111.80980774 1
111  33.27385943 -111.80976333 1
115  33.27385967 -111.80971906
120 Linear Feature 212
111  33.27385679 -111.80995556 1
111  33.27385703 -111.80991116 1
115  33.27385727 -111.80986689
120 Linear Feature 212
111  33.27385599 -111.81010243 1
111  33.27385623 -111.81005803 1
115  33.27385647 -111.81001376
120 Linear Feature 212
111  33.27385519 -111.81024978 1
111  33.27385543 -111.81020537 1
115  33.27385567 -111.81016111
120 Linear Feature 212
111  33.27385239 -111.81039760 1
111  33.27385263 -111.81035320 1
115  33.27385287 -111.81030893
120 Linear Feature 212
111  33.27385279 -111.81054351 1
111  33.27385303 -111.81049911 1
115  33.27385327 -111.81045484
120 Linear Feature 212
111  33.27385013 -111.81069179 1
111  33.27385037 -111.81064738 1
115  33.27385061 -111.81060312
120 Linear Feature 211
111  33.27354821 -111.80909600 1
115  33.27349757 -111.80909509
120 Linear Feature 211
111  33.27354607 -111.80924402 1
115  33.27349543 -111.80924312
120 Linear Feature 211
111  33.27354422 -111.80939048 1
115  33.27349358 -111.80938957
120 Linear Feature 211
111  33.27354312 -111.80953791 1
115  33.27349248 -111.80953700
120 Linear Feature 211
111  33.27353949 -111.80982930 1
115  33.27348885 -111.80982839
120 Linear Feature 211
111  33.27353868 -111.80998006 1
115  33.27348804 -111.80997915
120 Linear Feature 211
111  33.27353680 -111.81012654 1
115  33.27348616 -111.81012563
120 Linear Feature 211
111  33.27353653 -111.81027058 1
115  33.27348589 -111.81026968
120 Linear Feature 211
111  33.27353453 -111.81041966 1
115  33.27348389 -111.81041875
120 Linear Feature 211
111  33.27353197 -111.81056892 1
115  33.27348133 -111.81056801
120 Linear Feature 211
111  33.27353005 -111.81071515 1
115  33.27347941 -111.81071424
120 Linear Feature 210
111  33.27354797 -111.80913891 1
111  33.27354821 -111.80909600 1
115  33.27354844 -111.80905311
120 Linear Feature 210
111  33.27354584 -111.80928694 1
111  33.27354607 -111.80924402 1
115  33.27354631 -111.80920115
120 Linear Feature 210
111  33.27354399 -111.80943339 1
111  33.27354422 -111.80939048 1
115  33.27354445 -111.80934760
120 Linear Feature 210
111  33.27354288 -111.80958082 1
111  33.27354312 -111.80953791 1
115  33.27354335 -111.80949503
120 Linear Feature 210
111  33.27353926 -111.80987221 1
111  33.27353949 -111.80982930 1
115  33.27353973 -111.80978642
120 Linear Feature 210
111  33.27353844 -111.81002297 1
111  33.27353868 -111.80998006 1
115  33.27353891 -111.80993718
120 Linear Feature 210
111  33.27353656 -111.81016945 1
111  33.27353680 -111.81012654 1
115  33.27353703 -111.81008366
120 Linear Feature 210
111  33.27353630 -111.81031350 1
111  33.27353653 -111.81027058 1
115  33.27353677 -111.81022771
120 Linear Feature 210
111  33.27353429 -111.81046257 1
111  33.27353453 -111.81041966 1
115  33.27353476 -111.81037678
120 Linear Feature 210
111  33.27353173 -111.81061183 1
111  33.27353197 -111.81056892 1
115  33.27353220 -111.81052604
120 Linear Feature 210
111  33.27352981 -111.81075806 1
111  33.27353005 -111.81071515 1
115  33.27353028 -111.81067227
120 Linear Feature 209
111  33.27180541 -111.81106568 51
115  33.27176949 -111.81102922
120 Linear Feature 209
111  33.27245835 -111.81078430 1
115  33.27242243 -111.81074784
120 Linear Feature 209
111  33.27254422 -111.81067534 1
115  33.27250831 -111.81063888
120 Linear Feature 209
111  33.27262421 -111.81056698 1
115  33.27258830 -111.81053052
120 Linear Feature 209
111  33.27270529 -111.81045166 1
115  33.27266937 -111.81041520
120 Linear Feature 209
111  33.27278145 -111.81033868 1
115  33.27274553 -111.81030222
120 Linear Feature 209
111  33.27286170 -111.81022639 1
115  33.27282579 -111.81018993
120 Linear Feature 209
111  33.27294054 -111.81011483 1
115  33.27290463 -111.81007836
120 Linear Feature 209
111  33.27286174 -111.81080588 1
115  33.27282583 -111.81076942
120 Linear Feature 209
111  33.27294285 -111.81069492 1
115  33.27290693 -111.81065846
120 Linear Feature 209
111  33.27302070 -111.81058446 1
115  33.27298479 -111.81054800
120 Linear Feature 209
111  33.27317874 -111.81036098 1
115  33.27314283 -111.81032452
120 Linear Feature 209
111  33.27310175 -111.81046982 1
115  33.27306583 -111.81043335
120 Linear Feature 209
111  33.27302075 -111.81000233 1
115  33.27298484 -111.80996587
120 Linear Feature 209
111  33.27310158 -111.80988956 1
115  33.27306566 -111.80985310
120 Linear Feature 209
111  33.27318178 -111.80977700 1
115  33.27314586 -111.80974054
120 Linear Feature 209
111  33.27260636 -111.80994901 1
115  33.27257045 -111.80991255
120 Linear Feature 209
111  33.27252531 -111.81006094 1
115  33.27248940 -111.81002448
120 Linear Feature 209
111  33.27244497 -111.81017311 1
115  33.27240905 -111.81013665
120 Linear Feature 209
111  33.27235930 -111.81027785 1
115  33.27232338 -111.81024138
120 Linear Feature 209
111  33.27228375 -111.81039774 1
115  33.27224784 -111.81036128
120 Linear Feature 209
111  33.27220320 -111.81050959 1
115  33.27216729 -111.81047312
120 Linear Feature 209
111  33.27211784 -111.81061694 1
115  33.27208193 -111.81058048
120 Linear Feature 209
111  33.27187748 -111.81095621 1
115  33.27184156 -111.81091975
120 Linear Feature 209
111  33.27196376 -111.81084542 1
115  33.27192784 -111.81080896
120 Linear Feature 209
111  33.27204307 -111.81073332 1
115  33.27200715 -111.81069686
120 Linear Feature 208
111  33.27179052 -111.81100006 51
111  33.27176949 -111.81102922 51
115  33.27174921 -111.81105734
120 Linear Feature 208
111  33.27244346 -111.81071867 1
111  33.27242243 -111.81074784 1
115  33.27240215 -111.81077596
120 Linear Feature 208
111  33.27252934 -111.81060971 1
111  33.27250831 -111.81063888 1
115  33.27248803 -111.81066700
120 Linear Feature 208
111  33.27260933 -111.81050135 1
111  33.27258830 -111.81053052 1
115  33.27256802 -111.81055864
120 Linear Feature 208
111  33.27269040 -111.81038603 1
111  33.27266937 -111.81041520 1
115  33.27264909 -111.81044332
120 Linear Feature 208
111  33.27276657 -111.81027305 1
111  33.27274553 -111.81030222 1
115  33.27272526 -111.81033034
120 Linear Feature 208
111  33.27284682 -111.81016076 1
111  33.27282579 -111.81018993 1
115  33.27280551 -111.81021805
120 Linear Feature 208
111  33.27292566 -111.81004920 1
111  33.27290463 -111.81007836 1
115  33.27288435 -111.81010648
120 Linear Feature 208
111  33.27284686 -111.81074025 1
111  33.27282583 -111.81076942 1
115  33.27280555 -111.81079754
120 Linear Feature 208
111  33.27292797 -111.81062929 1
111  33.27290693 -111.81065846 1
115  33.27288666 -111.81068658
120 Linear Feature 208
111  33.27300582 -111.81051884 1
111  33.27298479 -111.81054800 1
115  33.27296451 -111.81057612
120 Linear Feature 208
111  33.27316386 -111.81029535 1
111  33.27314283 -111.81032452 1
115  33.27312255 -111.81035264
120 Linear Feature 208
111  33.27308686 -111.81040419 1
111  33.27306583 -111.81043335 1
115  33.27304555 -111.81046147
120 Linear Feature 208
111  33.27300587 -111.80993671 1
111  33.27298484 -111.80996587 1
115  33.27296456 -111.80999399
120 Linear Feature 208
111  33.27308670 -111.80982393 1
111  33.27306566 -111.80985310 1
115  33.27304539 -111.80988122
120 Linear Feature 208
111  33.27316689 -111.80971137 1
111  33.27314586 -111.80974054 1
115  33.27312558 -111.80976866
120 Linear Feature 208
111  33.27259148 -111.80988338 1
111  33.27257045 -111.80991255 1
115  33.27255017 -111.80994066
120 Linear Feature 208
111  33.27251043 -111.80999531 1
111  33.27248940 -111.81002448 1
115  33.27246912 -111.81005260
120 Linear Feature 208
111  33.27243008 -111.81010749 1
111  33.27240905 -111.81013665 1
115  33.27238877 -111.81016477
120 Linear Feature 208
111  33.27234442 -111.81021222 1
111  33.27232338 -111.81024138 1
115  33.27230311 -111.81026950
120 Linear Feature 208
111  33.27226887 -111.81033211 1
111  33.27224784 -111.81036128 1
115  33.27222756 -111.81038940
120 Linear Feature 208
111  33.27218832 -111.81044396 1
111  33.27216729 -111.81047312 1
115  33.27214701 -111.81050124
120 Linear Feature 208
111  33.27210296 -111.81055132 1
111  33.27208193 -111.81058048 1
115  33.27206165 -111.81060860
120 Linear Feature 208
111  33.27186260 -111.81089058 1
111  33.27184156 -111.81091975 1
115  33.27182129 -111.81094787
120 Linear Feature 208
111  33.27194887 -111.81077980 1
111  33.27192784 -111.81080896 1
115  33.27190756 -111.81083708
120 Linear Feature 208
111  33.27202818 -111.81066770 1
111  33.27200715 -111.81069686 1
115  33.27198687 -111.81072498
120 Linear Feature 207
111  33.27317635 -111.80986638 1
115  33.27314219 -111.80983236
120 Linear Feature 207
111  33.27309674 -111.80998212 1
115  33.27306259 -111.80994811
120 Linear Feature 207
111  33.27301703 -111.81009359 1
115  33.27298287 -111.81005957
120 Linear Feature 207
111  33.27293807 -111.81020513 1
115  33.27290391 -111.81017111
120 Linear Feature 207
111  33.27294119 -111.81078927 1
115  33.27290704 -111.81075525
120 Linear Feature 207
111  33.27301913 -111.81067698 1
115  33.27298498 -111.81064296
120 Linear Feature 207
111  33.27309903 -111.81056353 1
115  33.27306487 -111.81052951
120 Linear Feature 207
111  33.27317731 -111.81044966 1
115  33.27314316 -111.81041564
120 Linear Feature 207
111  33.27285716 -111.81031814 1
115  33.27282301 -111.81028412
120 Linear Feature 207
111  33.27277689 -111.81043009 1
115  33.27274274 -111.81039607
120 Linear Feature 207
111  33.27269664 -111.81054142 1
115  33.27266248 -111.81050740
120 Linear Feature 207
111  33.27261664 -111.81065371 1
115  33.27258249 -111.81061969
120 Linear Feature 207
111  33.27253590 -111.81076521 1
115  33.27250174 -111.81073119
120 Linear Feature 207
111  33.27268068 -111.80992709 1
115  33.27264652 -111.80989307
120 Linear Feature 207
111  33.27260092 -111.81003876 1
115  33.27256677 -111.81000474
120 Linear Feature 207
111  33.27252157 -111.81015330 1
115  33.27248741 -111.81011928
120 Linear Feature 207
111  33.27243946 -111.81026402 1
115  33.27240531 -111.81023001
120 Linear Feature 207
111  33.27235914 -111.81037671 1
115  33.27232499 -111.81034269
120 Linear Feature 207
111  33.27227878 -111.81048858 1
115  33.27224462 -111.81045456
120 Linear Feature 207
111  33.27219899 -111.81059996 1
115  33.27216483 -111.81056594
120 Linear Feature 207
111  33.27211830 -111.81071069 1
115  33.27208415 -111.81067667
120 Linear Feature 207
111  33.27203796 -111.81082436 1
115  33.27200380 -111.81079034
120 Linear Feature 207
111  33.27195773 -111.81093627 1
115  33.27192357 -111.81090225
120 Linear Feature 207
111  33.27187440 -111.81105337 51
115  33.27183725 -111.81101461
120 Linear Feature 207
111  33.27179774 -111.81116139 51
115  33.27176058 -111.81112263
120 Linear Feature 206
111  33.27319688 -111.80983728 1
111  33.27317635 -111.80986638 1
115  33.27315583 -111.80989546
120 Linear Feature 206
111  33.27311727 -111.80995302 1
111  33.27309674 -111.80998212 1
115  33.27307623 -111.81001121
120 Linear Feature 206
111  33.27303756 -111.81006449 1
111  33.27301703 -111.81009359 1
115  33.27299651 -111.81012267
120 Linear Feature 206
111  33.27295860 -111.81017603 1
111  33.27293807 -111.81020513 1
115  33.27291755 -111.81023421
120 Linear Feature 206
111  33.27296172 -111.81076017 1
111  33.27294119 -111.81078927 1
115  33.27292068 -111.81081835
120 Linear Feature 206
111  33.27303966 -111.81064788 1
111  33.27301913 -111.81067698 1
115  33.27299862 -111.81070606
120 Linear Feature 206
111  33.27311955 -111.81053443 1
111  33.27309903 -111.81056353 1
115  33.27307851 -111.81059261
120 Linear Feature 206
111  33.27319784 -111.81042055 1
111  33.27317731 -111.81044966 1
115  33.27315679 -111.81047874
120 Linear Feature 206
111  33.27287769 -111.81028903 1
111  33.27285716 -111.81031814 1
115  33.27283665 -111.81034722
120 Linear Feature 206
111  33.27279742 -111.81040099 1
111  33.27277689 -111.81043009 1
115  33.27275637 -111.81045918
120 Linear Feature 206
111  33.27271717 -111.81051232 1
111  33.27269664 -111.81054142 1
115  33.27267612 -111.81057051
120 Linear Feature 206
111  33.27263717 -111.81062461 1
111  33.27261664 -111.81065371 1
115  33.27259613 -111.81068279
120 Linear Feature 206
111  33.27255643 -111.81073611 1
111  33.27253590 -111.81076521 1
115  33.27251538 -111.81079429
120 Linear Feature 206
111  33.27270120 -111.80989799 1
111  33.27268068 -111.80992709 1
115  33.27266016 -111.80995617
120 Linear Feature 206
111  33.27262145 -111.81000966 1
111  33.27260092 -111.81003876 1
115  33.27258041 -111.81006785
120 Linear Feature 206
111  33.27254210 -111.81012420 1
111  33.27252157 -111.81015330 1
115  33.27250105 -111.81018239
120 Linear Feature 206
111  33.27245999 -111.81023492 1
111  33.27243946 -111.81026402 1
115  33.27241894 -111.81029311
120 Linear Feature 206
111  33.27237967 -111.81034760 1
111  33.27235914 -111.81037671 1
115  33.27233863 -111.81040579
120 Linear Feature 206
111  33.27229930 -111.81045948 1
111  33.27227878 -111.81048858 1
115  33.27225826 -111.81051766
120 Linear Feature 206
111  33.27221952 -111.81057086 1
111  33.27219899 -111.81059996 1
115  33.27217847 -111.81062904
120 Linear Feature 206
111  33.27213883 -111.81068158 1
111  33.27211830 -111.81071069 1
115  33.27209779 -111.81073977
120 Linear Feature 206
111  33.27205849 -111.81079526 1
111  33.27203796 -111.81082436 1
115  33.27201744 -111.81085344
120 Linear Feature 206
111  33.27197826 -111.81090717 1
111  33.27195773 -111.81093627 1
115  33.27193721 -111.81096535
120 Linear Feature 206
111  33.27189721 -111.81102110 51
111  33.27187440 -111.81105337 51
115  33.27185077 -111.81108679
120 Linear Feature 206
111  33.27182054 -111.81112912 51
111  33.27179774 -111.81116139 51
115  33.27177411 -111.81119481
120 Linear Feature 205
111  33.27212956 -111.81268778 20
115  33.27212934 -111.81263428
120 Linear Feature 205
111  33.27192829 -111.81231020 20
115  33.27192807 -111.81225670
120 Linear Feature 205
111  33.27214336 -111.81231441 20
115  33.27214314 -111.81226091
120 Linear Feature 205
111  33.27203522 -111.81231243 20
115  33.27203500 -111.81225893
120 Linear Feature 205
111  33.27201917 -111.81269112 20
115  33.27201895 -111.81263763
120 Linear Feature 205
111  33.27191398 -111.81269543 20
115  33.27191376 -111.81264193
120 Linear Feature 204
111  33.27215570 -111.81263402 20
111  33.27212934 -111.81263428 20
115  33.27210213 -111.81263454
120 Linear Feature 204
111  33.27195442 -111.81225645 20
111  33.27192807 -111.81225670 20
115  33.27190086 -111.81225697
120 Linear Feature 204
111  33.27216949 -111.81226065 20
111  33.27214314 -111.81226091 20
115  33.27211593 -111.81226118
120 Linear Feature 204
111  33.27206135 -111.81225867 20
111  33.27203500 -111.81225893 20
115  33.27200779 -111.81225920
120 Linear Feature 204
111  33.27204531 -111.81263737 20
111  33.27201895 -111.81263763 20
115  33.27199174 -111.81263789
120 Linear Feature 204
111  33.27194011 -111.81264167 20
111  33.27191376 -111.81264193 20
115  33.27188655 -111.81264220
120 Linear Feature 203
111  33.27218131 -111.81269489 20
115  33.27218128 -111.81275044
120 Linear Feature 203
111  33.27201324 -111.81304542 20
115  33.27201322 -111.81310098
120 Linear Feature 203
111  33.27222969 -111.81304538 20
115  33.27222967 -111.81310093
120 Linear Feature 203
111  33.27212170 -111.81304193 20
115  33.27212168 -111.81309749
120 Linear Feature 203
111  33.27207198 -111.81270127 20
115  33.27207196 -111.81275682
120 Linear Feature 203
111  33.27208724 -111.81230829 20
115  33.27208722 -111.81236384
120 Linear Feature 203
111  33.27197902 -111.81230728 20
115  33.27197899 -111.81236283
120 Linear Feature 203
111  33.27196532 -111.81269808 20
115  33.27196530 -111.81275363
120 Linear Feature 202
111  33.27220681 -111.81275042 20
111  33.27218128 -111.81275044 20
115  33.27215457 -111.81275047
120 Linear Feature 202
111  33.27203874 -111.81310095 20
111  33.27201322 -111.81310098 20
115  33.27198650 -111.81310101
120 Linear Feature 202
111  33.27225519 -111.81310090 20
111  33.27222967 -111.81310093 20
115  33.27220295 -111.81310096
120 Linear Feature 202
111  33.27214720 -111.81309746 20
111  33.27212168 -111.81309749 20
115  33.27209496 -111.81309752
120 Linear Feature 202
111  33.27209748 -111.81275679 20
111  33.27207196 -111.81275682 20
115  33.27204524 -111.81275685
120 Linear Feature 202
111  33.27211274 -111.81236381 20
111  33.27208722 -111.81236384 20
115  33.27206050 -111.81236387
120 Linear Feature 202
111  33.27200452 -111.81236281 20
111  33.27197899 -111.81236283 20
115  33.27195228 -111.81236286
120 Linear Feature 202
111  33.27199082 -111.81275360 20
111  33.27196530 -111.81275363 20
115  33.27193858 -111.81275366
120 Linear Feature 201
111  33.27217771 -111.81303939 20
115  33.27217773 -111.81298846
120 Linear Feature 201
111  33.27207047 -111.81303939 20
115  33.27207049 -111.81298845
120 Linear Feature 201
111  33.27196335 -111.81303604 20
115  33.27196337 -111.81298511
120 Linear Feature 200
111  33.27220381 -111.81298842 20
111  33.27217773 -111.81298846 20
115  33.27215152 -111.81298850
120 Linear Feature 200
111  33.27209658 -111.81298841 20
111  33.27207049 -111.81298845 20
115  33.27204428 -111.81298850
120 Linear Feature 200
111  33.27198945 -111.81298506 20
111  33.27196337 -111.81298511 20
115  33.27193716 -111.81298515
120 Linear Feature 199
111  33.27193182 -111.81304910 20
115  33.27188052 -111.81304809
120 Linear Feature 198
111  33.27188076 -111.81301582 20
111  33.27188052 -111.81304809 20
115  33.27188028 -111.81308176
120 Linear Feature 197
112  33.27189767 -111.81202577  33.27176405 -111.81198926 51
115  33.27175571 -111.81184598
120 Linear Feature 196
111  33.26964829 -111.81651129 20
111  33.26964320 -111.81650590 20
111  33.26966592 -111.81647475 20
115  33.26969666 -111.81650549
120 Linear Feature 195
111  33.26963094 -111.81653555 20
111  33.26961573 -111.81652005 20
111  33.26966929 -111.81644620 20
115  33.26971070 -111.81648651
120 Linear Feature 194
111  33.27306503 -111.81229839 20
111  33.27305974 -111.81229839 20
115  33.27306097 -111.81201166
