I
1050 Generated by WorldEditor 2.2.0r2

1    438 1 0 PAFA Fairbanks Intl
112  64.80552709 -147.86257119  64.80557113 -147.86245534
111  64.80553344 -147.86232836
111  64.80461329 -147.85958661
111  64.80464933 -147.85952181
111  64.80468521 -147.85945731
111  64.80560041 -147.86219160
112  64.80560041 -147.86219160  64.80564356 -147.86226608
111  64.80571348 -147.86221983
111  64.80618972 -147.86133883
111  64.80688181 -147.86005854
112  64.80688181 -147.86005854  64.80691606 -147.85993354
111  64.80688181 -147.85983095
111  64.80683951 -147.85969904
111  64.80671995 -147.86005282
111  64.80637500 -147.86070824
111  64.80587633 -147.85924842
111  64.80565011 -147.85967680
111  64.80561865 -147.85955106
112  64.80561865 -147.85955106  64.80566299 -147.85945169
111  64.80562710 -147.85928332
111  64.80546562 -147.85880141
111  64.80540582 -147.85861636
111  64.80530237 -147.85830595
111  64.80520747 -147.85802120
111  64.80513057 -147.85779048
111  64.80514829 -147.85775599
111  64.80517496 -147.85770408
111  64.80535004 -147.85821976
111  64.80565482 -147.85911744
111  64.80567637 -147.85918092
112  64.80567637 -147.85918092  64.80575771 -147.85932603
111  64.80586679 -147.85910394
111  64.80629040 -147.85824894
111  64.80608738 -147.85765349
111  64.80592156 -147.85715408
111  64.80595990 -147.85709139
111  64.80599993 -147.85702388
111  64.80603973 -147.85695675
111  64.80606846 -147.85690829
111  64.80633796 -147.85772261
112  64.80633796 -147.85772261  64.80642779 -147.85796467
111  64.80653876 -147.85783598
111  64.80688706 -147.85719954
111  64.80719720 -147.85816771
111  64.80732931 -147.85792936
111  64.80754068 -147.85860965
112  64.80754068 -147.85860965  64.80758471 -147.85874413
111  64.80765059 -147.85865434
111  64.80904137 -147.85608749
111  64.80899225 -147.85593890
111  64.80840980 -147.85409127
111  64.80772339 -147.85549875
111  64.80768184 -147.85558394
111  64.80724304 -147.85427600
111  64.80743835 -147.85394232
111  64.80750429 -147.85417173
111  64.80759822 -147.85398374
111  64.80751589 -147.85374605
111  64.80832830 -147.85214663
111  64.80844634 -147.85246417
111  64.80845857 -147.85249722
111  64.80844251 -147.85253225
111  64.80857920 -147.85289201
111  64.80883828 -147.85238336
111  64.80872966 -147.85207816
111  64.80858287 -147.85165572
111  64.80882136 -147.85126708
111  64.80929694 -147.85264362
111  64.80962419 -147.85204430
111  64.80952437 -147.85172703
111  64.80955222 -147.85166925
111  64.80952833 -147.85159719
111  64.80954396 -147.85157085
111  64.80979423 -147.85112989
111  64.80976414 -147.85102126
111  64.80985212 -147.85086093
111  64.81003499 -147.85052469
111  64.80980502 -147.84985939
111  64.80979218 -147.84988813
111  64.80975915 -147.84977317
111  64.80994981 -147.84941116
111  64.80995113 -147.84915043
111  64.81010878 -147.84886694
111  64.81040037 -147.84965849
111  64.81060652 -147.85022119
111  64.81141352 -147.84877907
112  64.81141352 -147.84877907  64.81144734 -147.84858291
111  64.81142092 -147.84839915
111  64.81120004 -147.84777092
111  64.81143993 -147.84732079
111  64.81144544 -147.84734810
111  64.81163993 -147.84698883
111  64.81163442 -147.84696728
111  64.81165929 -147.84691575
111  64.81169344 -147.84684745
111  64.81197984 -147.84772650
111  64.81244433 -147.84688425
111  64.81216216 -147.84605733
111  64.81224248 -147.84589095
111  64.81236613 -147.84626095
111  64.81257221 -147.84589591
111  64.81249189 -147.84564262
111  64.81260392 -147.84542757
111  64.81276245 -147.84588350
111  64.81281232 -147.84580518
111  64.81286364 -147.84570323
111  64.81279473 -147.84551176
111  64.81284392 -147.84541514
111  64.81275515 -147.84515887
111  64.81270927 -147.84524823
111  64.81254769 -147.84473665
111  64.81247765 -147.84486186
111  64.81242541 -147.84467612
111  64.81283271 -147.84387310
111  64.81293252 -147.84366961
111  64.81304555 -147.84349543
111  64.81315343 -147.84381447
111  64.81308664 -147.84392829
111  64.81308004 -147.84389724
111  64.81294500 -147.84413178
111  64.81296041 -147.84418524
111  64.81294500 -147.84421111
111  64.81303869 -147.84450067
111  64.81313899 -147.84431815
111  64.81315734 -147.84438282
111  64.81306927 -147.84454665
111  64.81308578 -147.84460414
111  64.81321850 -147.84434833
111  64.81323562 -147.84440007
111  64.81326376 -147.84434546
111  64.81325030 -147.84430091
111  64.81328822 -147.84423767
111  64.81350792 -147.84489760
111  64.81383222 -147.84431874
111  64.81377534 -147.84414915
111  64.81378941 -147.84396376
111  64.81361693 -147.84337884
111  64.81379613 -147.84303680
111  64.81413081 -147.84245741
111  64.81433120 -147.84309380
111  64.81438951 -147.84327897
111  64.81460946 -147.84289323
112  64.81460946 -147.84289323  64.81471092 -147.84267469
111  64.81464187 -147.84245920
111  64.81428109 -147.84137294
111  64.81425473 -147.84129221
111  64.81437094 -147.84105220
111  64.81446818 -147.84089555
111  64.81447674 -147.84092142
111  64.81449876 -147.84100190
111  64.81449142 -147.84101771
111  64.81453729 -147.84115281
111  64.81458010 -147.84128646
111  64.81452145 -147.84141844
112  64.81452145 -147.84141844  64.81449503 -147.84151675
111  64.81451534 -147.84166396
111  64.81472214 -147.84227469
112  64.81472214 -147.84227469  64.81478379 -147.84246784
111  64.81487701 -147.84239365
111  64.81504170 -147.84214213
111  64.81497824 -147.84194194
111  64.81487656 -147.84162114
111  64.81489899 -147.84157204
111  64.81503211 -147.84132139
111  64.81488856 -147.84091162
111  64.81475557 -147.84117445
111  64.81466567 -147.84094519
111  64.81469568 -147.84088264
111  64.81468477 -147.84085068
111  64.81481194 -147.84054116
111  64.81478728 -147.84039423
111  64.81483219 -147.84029903
111  64.81525229 -147.84148489
111  64.81531922 -147.84135037
111  64.81515629 -147.84088885
111  64.81526286 -147.84068810
111  64.81540908 -147.84113828
111  64.81544211 -147.84107360
112  64.81544211 -147.84107360  64.81550755 -147.84127769
112  64.81554003 -147.84096221  64.81556816 -147.84089753
111  64.81554003 -147.84096221
111  64.81588445 -147.84038166
111  64.81587916 -147.84011881
111  64.81583513 -147.83998843
111  64.81578405 -147.83998843
111  64.81591175 -147.83974628
111  64.81582632 -147.83949585
111  64.81590823 -147.83939857
111  64.81606852 -147.83989115
111  64.81600863 -147.84001533
111  64.81607732 -147.84024299
111  64.81629400 -147.83985068
111  64.81613600 -147.83940752
111  64.81621398 -147.83926379
111  64.81622103 -147.83928252
111  64.81637971 -147.83898932
111  64.81650917 -147.83934323
111  64.81675841 -147.83888376
111  64.81678307 -147.83896033
111  64.81759037 -147.83745015
112  64.81759037 -147.83745015  64.81763808 -147.83735528
111  64.81761753 -147.83717245
111  64.81721241 -147.83594267
111  64.81735590 -147.83569106
111  64.81739289 -147.83580034
111  64.81751232 -147.83618532
111  64.81753028 -147.83627473
112  64.81753028 -147.83627473  64.81747524 -147.83639029
111  64.81748484 -147.83650075
111  64.81764653 -147.83702730
112  64.81764653 -147.83702730  64.81769277 -147.83716011
111  64.81775862 -147.83713697
111  64.81800595 -147.83669369
112  64.81800595 -147.83669369  64.81807553 -147.83652190
111  64.81801770 -147.83632630
111  64.81779057 -147.83566741
111  64.81766384 -147.83589427
111  64.81754127 -147.83551826
111  64.81781649 -147.83496977
111  64.81784365 -147.83503704
111  64.81793759 -147.83496459
111  64.81800071 -147.83517502
111  64.81795961 -147.83538890
111  64.81801979 -147.83558553
111  64.81807410 -147.83548722
111  64.81815116 -147.83572870
111  64.81809832 -147.83582011
111  64.81819813 -147.83610816
112  64.81819813 -147.83610816  64.81825195 -147.83623465
111  64.81831409 -147.83612541
111  64.81922131 -147.83446614
111  64.81917023 -147.83430469
111  64.81941330 -147.83386380
111  64.81943796 -147.83382654
111  64.81953572 -147.83389898
111  64.82109504 -147.83101256
111  64.82088595 -147.83037756
111  64.82083838 -147.83023309
111  64.82078750 -147.83007857
111  64.82109821 -147.82951966
112  64.82109821 -147.82951966  64.82116338 -147.82939339
111  64.82111829 -147.82925386
111  64.82102106 -147.82896571
111  64.82107285 -147.82885145
111  64.82138854 -147.82977307
111  64.82150881 -147.83012418
112  64.82150881 -147.83012418  64.82154306 -147.83020181
111  64.82158719 -147.83012004
111  64.82202466 -147.82932209
111  64.82183267 -147.82880870
111  64.82190929 -147.82867000
111  64.82209512 -147.82919374
111  64.82263499 -147.82817523
111  64.82294820 -147.82763851
112  64.82294820 -147.82763851  64.82299101 -147.82755369
111  64.82296875 -147.82746772
111  64.82252721 -147.82618821
111  64.82254246 -147.82615845
111  64.82256765 -147.82610931
111  64.82259153 -147.82606270
111  64.82260501 -147.82603640
111  64.82380728 -147.82955492
112  64.82380728 -147.82955492  64.82387847 -147.82976195
111  64.82399382 -147.82960380
112  64.82399382 -147.82960380  64.82411492 -147.82936745 20
111  64.82415601 -147.82915113 20
111  64.82542038 -147.82416769
112  64.82542038 -147.82416769  64.82583284 -147.82256469 20
112  64.82684465 -147.82338169  64.82713849 -147.82379689
111  64.82684465 -147.82338169 20
111  64.83116234 -147.82912164
112  64.83116234 -147.82912164  64.83126278 -147.82927193 20
111  64.83147587 -147.82945745 20
111  64.83227765 -147.83013466
112  64.83227765 -147.83013466  64.83254397 -147.83030166 20
111  64.83273167 -147.83071317 20
111  64.83343045 -147.83240403
112  64.83343045 -147.83240403  64.83388549 -147.83362434 20
111  64.83359278 -147.83514765
112  64.83359278 -147.83514765  64.83335233 -147.83651110 20
111  64.83311934 -147.83709742
112  64.83311934 -147.83709742  64.83292302 -147.83772366 20
111  64.83266605 -147.83821400 20
111  64.83148940 -147.84038866
112  64.83148940 -147.84038866  64.83135201 -147.84063302 20
111  64.83121476 -147.84068835 20
111  64.83093037 -147.84083935
111  64.83081038 -147.84092786
112  64.83081038 -147.84092786  64.83065361 -147.84102726
111  64.83054440 -147.84119292
111  64.82966859 -147.84280613
112  64.82966859 -147.84280613  64.82953208 -147.84305979
111  64.82948893 -147.84327100
111  64.82943432 -147.84351327
112  64.82943432 -147.84351327  64.82941231 -147.84365649
111  64.82944401 -147.84373690
111  64.82924409 -147.84405786
111  64.82910142 -147.84432290
111  64.82905562 -147.84454653
112  64.82905562 -147.84454653  64.82901526 -147.84474842
111  64.82909085 -147.84490061
111  64.82922207 -147.84529403
112  64.82922207 -147.84529403  64.82937253 -147.84580825
111  64.82918420 -147.84617613
111  64.82880352 -147.84686265
112  64.82880352 -147.84686265  64.82870004 -147.84707834
111  64.82857160 -147.84684712
111  64.82849087 -147.84697308
112  64.82849087 -147.84697308  64.82841161 -147.84707661
111  64.82834702 -147.84684367
111  64.82817088 -147.84631050
111  64.82810959 -147.84628792
112  64.82810959 -147.84628792  64.82804275 -147.84634325 20
111  64.82791388 -147.84633294
111  64.82791364 -147.84649491
111  64.82803569 -147.84686928
111  64.82762087 -147.84764992
111  64.82754913 -147.84743837
111  64.82733994 -147.84783196
111  64.82739892 -147.84801106
111  64.82733176 -147.84813894
111  64.82743626 -147.84844989
111  64.82748781 -147.84860329
111  64.82737869 -147.84877833
111  64.82739386 -147.84882393
111  64.82724121 -147.84911208
111  64.82725735 -147.84917074
111  64.82682874 -147.84995063
111  64.82681406 -147.84991612
111  64.82642196 -147.85065535
111  64.82666293 -147.85139152
111  64.82655590 -147.85159569
111  64.82605623 -147.85008743
112  64.82605623 -147.85008743  64.82600691 -147.84998390
111  64.82593268 -147.85001841
111  64.82602198 -147.85027146
111  64.82589415 -147.85049432
112  64.82589415 -147.85049432  64.82585452 -147.85058956
111  64.82588987 -147.85068555
111  64.82599384 -147.85099899
112  64.82599384 -147.85099899  64.82603482 -147.85110107
111  64.82607274 -147.85101193
111  64.82618466 -147.85078763 20
111  64.82630779 -147.85116108 20
111  64.82634796 -147.85109244
111  64.82636270 -147.85113618
111  64.82637725 -147.85118223
111  64.82639217 -147.85122796
111  64.82640914 -147.85127998
111  64.82642279 -147.85132181
111  64.82643904 -147.85137162
111  64.82645227 -147.85141215
111  64.82646712 -147.85145767
111  64.82648277 -147.85150564
111  64.82649291 -147.85153673
111  64.82637609 -147.85173802
111  64.82616326 -147.85112120
111  64.82594859 -147.85151372
111  64.82614919 -147.85211041
111  64.82607323 -147.85224361 20
111  64.82603604 -147.85230882
111  64.82602518 -147.85227613
111  64.82600958 -147.85222919
111  64.82599281 -147.85217875
111  64.82597838 -147.85213533
111  64.82596499 -147.85209505
111  64.82594878 -147.85204627
111  64.82593434 -147.85200285
111  64.82591801 -147.85195369 20
111  64.82595255 -147.85188790
111  64.82581692 -147.85146967
111  64.82594286 -147.85122950
112  64.82594286 -147.85122950  64.82596855 -147.85115042
111  64.82594022 -147.85104938
111  64.82584246 -147.85078644
112  64.82584246 -147.85078644  64.82581066 -147.85071311
111  64.82576936 -147.85073053
111  64.82526993 -147.85168060
111  64.82496453 -147.85077931
111  64.82478026 -147.85023551
111  64.82053348 -147.85804305
111  64.82069197 -147.85857079
111  64.82079769 -147.85892280
111  64.82084349 -147.85893522
111  64.82090426 -147.85913187
111  64.82094829 -147.85905942
111  64.82116582 -147.85974873
111  64.82111738 -147.85984396
111  64.82103372 -147.85999093
111  64.82099585 -147.85988328
111  64.82081795 -147.86020414
111  64.82078360 -147.86025589
111  64.82074837 -147.86014411
111  64.82056415 -147.86048083
111  64.82061369 -147.86064183
111  64.82053174 -147.86080427
111  64.82052073 -147.86082152
111  64.82046813 -147.86066339
111  64.82032973 -147.86089095
111  64.82038722 -147.86108070
111  64.82034563 -147.86114826
111  64.82049180 -147.86162263
111  64.82047467 -147.86164851
111  64.82061779 -147.86210276
111  64.82053584 -147.86228676
111  64.82046244 -147.86206107
111  64.82028508 -147.86239169
111  64.82035975 -147.86263136
111  64.82039094 -147.86274061
112  64.82039094 -147.86274061  64.82037118 -147.86281756
111  64.82038727 -147.86284555
111  64.82033611 -147.86294517
112  64.82033611 -147.86294517  64.82032856 -147.86289371
111  64.82030715 -147.86290593
111  64.82024783 -147.86300367
111  64.82021358 -147.86288436
111  64.81984773 -147.86181126
111  64.81953485 -147.86237862
111  64.81956288 -147.86246487
111  64.81954504 -147.86250320
111  64.81968011 -147.86291766
111  64.81970457 -147.86287694
111  64.81973515 -147.86296917
111  64.81970887 -147.86301000
111  64.81981969 -147.86334464
111  64.81970960 -147.86354473
111  64.81975878 -147.86370170
111  64.81977052 -147.86367928
111  64.81983877 -147.86388282
112  64.81983877 -147.86388282  64.81979168 -147.86398057
111  64.81966545 -147.86392278
112  64.81966545 -147.86392278  64.81957982 -147.86389116
111  64.81951512 -147.86392767
111  64.81941310 -147.86359476
111  64.81937861 -147.86363271
112  64.81937861 -147.86363271  64.81941469 -147.86378507
111  64.81937934 -147.86394492
111  64.81931520 -147.86374080
111  64.81922804 -147.86387496
111  64.81929430 -147.86407500
111  64.81894671 -147.86469909
112  64.81894671 -147.86469909  64.81885203 -147.86486985
111  64.81878310 -147.86509198
111  64.81864634 -147.86550882
111  64.81846776 -147.86606797
111  64.81834666 -147.86632095
111  64.81828672 -147.86621746
111  64.81822679 -147.86643019
111  64.81818703 -147.86636982
111  64.81814361 -147.86651212
111  64.81804820 -147.86635401
111  64.81795340 -147.86667454
111  64.81774424 -147.86630658
111  64.81771549 -147.86639425
111  64.81766717 -147.86631520
111  64.81761763 -147.86648481
111  64.81766228 -147.86655955
111  64.81743660 -147.86726672
111  64.81742253 -147.86724803
111  64.81724980 -147.86772014
111  64.81725914 -147.86775407
111  64.81712791 -147.86799962
111  64.81710497 -147.86793075
111  64.81703107 -147.86805352
111  64.81705485 -147.86812539
111  64.81697288 -147.86827511
111  64.81712111 -147.86871029
111  64.81705188 -147.86883007
111  64.81708543 -147.86891990
111  64.81715211 -147.86879713
111  64.81719119 -147.86892589
111  64.81708246 -147.86950481
111  64.81708821 -147.86951181
111  64.81701115 -147.87000194
112  64.81701115 -147.87000194  64.81696571 -147.87026769
111  64.81700014 -147.87049206
111  64.81708149 -147.87123228
111  64.81709861 -147.87122078
111  64.81713898 -147.87162754
111  64.81715549 -147.87182877
111  64.81622934 -147.87353394
111  64.81598164 -147.87383409
111  64.81596483 -147.87378068
111  64.81593883 -147.87382859
111  64.81590425 -147.87387912
111  64.81585846 -147.87373631 20
111  64.81543748 -147.87246764
111  64.81530802 -147.87247385
111  64.81450220 -147.87396755
111  64.81434191 -147.87348742
111  64.81421685 -147.87371300
111  64.81418162 -147.87361780
111  64.81405656 -147.87385372
111  64.81408915 -147.87395926
111  64.81389715 -147.87431314
111  64.81385488 -147.87421174
111  64.81362325 -147.87471669
111  64.81350700 -147.87432970
111  64.81392269 -147.87354330
111  64.81386879 -147.87337443
111  64.81394172 -147.87323287
111  64.81368385 -147.87246800
111  64.81360775 -147.87260707
111  64.81362241 -147.87264862
111  64.81352272 -147.87286131
111  64.81328970 -147.87329676
111  64.81327686 -147.87325796
111  64.81314842 -147.87351089
111  64.81317900 -147.87358131
111  64.81275174 -147.87437060
111  64.81281559 -147.87457237
111  64.81275761 -147.87467066
111  64.81261156 -147.87419125
111  64.81241454 -147.87453534 20
111  64.81223766 -147.87399213
112  64.81223766 -147.87399213  64.81211084 -147.87372891 20
111  64.81202923 -147.87386797 20
111  64.81142322 -147.87499811
112  64.81142322 -147.87499811  64.81138713 -147.87509151
111  64.81141355 -147.87523550
111  64.81150500 -147.87553095
112  64.81150500 -147.87553095  64.81154170 -147.87559992
111  64.81159222 -147.87554187
111  64.81228137 -147.87429509
111  64.81251108 -147.87502109
111  64.81235256 -147.87530563
111  64.81217568 -147.87542461
111  64.81209128 -147.87518664
111  64.81206192 -147.87520906
111  64.81188065 -147.87555050
111  64.81197165 -147.87584021
111  64.81213311 -147.87551429
111  64.81237017 -147.87536771
111  64.81238338 -147.87537116
111  64.81256906 -147.87590919
111  64.81267046 -147.87569401
111  64.81272184 -147.87583714
111  64.81274679 -147.87579231
111  64.81319448 -147.87711627
112  64.81319448 -147.87711627  64.81323178 -147.87725854
111  64.81318174 -147.87732784
111  64.81318896 -147.87735479
111  64.81322760 -147.87729690
111  64.81328112 -147.87747555
111  64.81325564 -147.87751048
111  64.81327220 -147.87757135
111  64.81330958 -147.87756437
111  64.81339707 -147.87783982
111  64.81337045 -147.87790671
111  64.81295517 -147.87870718
111  64.81293376 -147.87864969
111  64.81298110 -147.87855005
111  64.81284385 -147.87813962
111  64.81276679 -147.87827930
111  64.81279101 -147.87836208
111  64.81244167 -147.87899497
111  64.81264343 -147.87960841
111  64.81232374 -147.88020853
111  64.81207047 -147.87945151
111  64.81193923 -147.87970000
111  64.81200039 -147.87989660
111  64.81191205 -147.88006126
111  64.81190525 -147.88003432
111  64.81187382 -147.88009319
111  64.81188189 -147.88011615
111  64.81187637 -147.88012114
111  64.81166129 -147.87947802
111  64.81171120 -147.87937628
111  64.81128106 -147.87807316
112  64.81128106 -147.87807316  64.81165772 -147.87722989
111  64.81142638 -147.87628666
111  64.81128767 -147.87591419
111  64.81127299 -147.87593488
111  64.81118785 -147.87570554
112  64.81118785 -147.87570554  64.81114822 -147.87558759
111  64.81105795 -147.87566760 20
111  64.81019184 -147.87725848
112  64.81019184 -147.87725848  64.81016436 -147.87736276
111  64.81019184 -147.87749127
111  64.81030949 -147.87783304
112  64.81030949 -147.87783304  64.81035071 -147.87797457
111  64.81040989 -147.87788022
111  64.81057434 -147.87757744
111  64.81120001 -147.87950875
111  64.81118454 -147.87954408
111  64.81107831 -147.87973475
111  64.81102326 -147.87959335
111  64.81094767 -147.87973648
111  64.81099904 -147.87991064
111  64.81101005 -147.87989167
111  64.81102253 -147.87993478
111  64.81087721 -147.88020379
111  64.81086429 -147.88016160
111  64.81049365 -147.88084250
111  64.81048044 -147.88079767
111  64.81003527 -147.88162317
111  64.81011967 -147.88187320
111  64.81010940 -147.88189044
111  64.81030280 -147.88246379
111  64.80985470 -147.88336266
111  64.80939329 -147.88204014
111  64.80913777 -147.88252474
112  64.80913777 -147.88252474  64.80910924 -147.88332673
111  64.80915550 -147.88365150
111  64.80935101 -147.88424120
111  64.80905334 -147.88478125
111  64.80862796 -147.88558406
111  64.80877768 -147.88603513
111  64.80921098 -147.88522403
111  64.80942852 -147.88588822
111  64.80902427 -147.88660413
111  64.80897936 -147.88644895
111  64.80884021 -147.88670138
111  64.80883845 -147.88679242
111  64.80879987 -147.88689752
111  64.80828941 -147.88536310
111  64.80897425 -147.88409931
112  64.80897425 -147.88409931  64.80909473 -147.88381130
111  64.80899222 -147.88352080
111  64.80827356 -147.88132096
112  64.80827356 -147.88132096  64.80820141 -147.88107355
111  64.80811526 -147.88120531
112  64.80811526 -147.88120531  64.80797047 -147.88154795
111  64.80792820 -147.88198904
111  64.80787641 -147.88312369
112  64.80787641 -147.88312369  64.80783625 -147.88386357
111  64.80756359 -147.88429558
111  64.80772451 -147.88488073
111  64.80779130 -147.88527212
111  64.80787786 -147.88555582
111  64.80730291 -147.88658413
111  64.80726403 -147.88644929
112  64.80726403 -147.88644929  64.80714038 -147.88660571
111  64.80703945 -147.88637688
111  64.80680386 -147.88567344
111  64.80678405 -147.88568378
111  64.80601464 -147.88710914
111  64.80563164 -147.88781819
112  64.80563164 -147.88781819  64.80559570 -147.88793487
111  64.80563358 -147.88806303
111  64.80606821 -147.88936380
111  64.80577362 -147.88993251
111  64.80576141 -147.88989520
111  64.80558176 -147.88934617
111  64.80553844 -147.88942039
111  64.80551346 -147.88933299
111  64.80555322 -147.88925876
111  64.80546453 -147.88900016
111  64.80548594 -147.88895586
111  64.80533561 -147.88854027
111  64.80536194 -147.88843351
111  64.80531735 -147.88830182
111  64.80528634 -147.88829882 20
111  64.80525321 -147.88837565
111  64.80525746 -147.88841256
111  64.80513811 -147.88863804 20
111  64.80504733 -147.88884068
111  64.80505583 -147.88888558
111  64.80502228 -147.88895043
111  64.80501293 -147.88892549
111  64.80493478 -147.88907314
111  64.80494243 -147.88910208
111  64.80488668 -147.88918774 20
111  64.80476999 -147.88883260
112  64.80476999 -147.88883260  64.80462468 -147.88850332 20
111  64.80444780 -147.88878606 20
111  64.80425038 -147.88914464
112  64.80425038 -147.88914464  64.80417331 -147.88927739
112  64.80430762 -147.88927394  64.80437661 -147.88915154
111  64.80430762 -147.88927394
111  64.80447129 -147.88899466
112  64.80447129 -147.88899466  64.80455128 -147.88885157
111  64.80462027 -147.88904121
111  64.80557731 -147.89191960
111  64.80474505 -147.89344708
111  64.80470615 -147.89331606
111  64.80316436 -147.89614433
112  64.80316436 -147.89614433  64.80275529 -147.89692071
111  64.80230665 -147.89632271
111  64.80221471 -147.89667272
111  64.80172986 -147.89654310
112  64.80172986 -147.89654310  64.80166029 -147.89652655
111  64.80162418 -147.89640313
111  64.80133692 -147.89555296
112  64.80133692 -147.89555296  64.80120834 -147.89520751
111  64.80142426 -147.89483759
112  64.80142426 -147.89483759  64.80164972 -147.89441561
111  64.80154040 -147.89389882
112  64.80154040 -147.89389882  64.80138539 -147.89311071
111  64.80169364 -147.89262542
111  64.80297559 -147.89029204
111  64.80343184 -147.88932383
112  64.80343184 -147.88932383  64.80351404 -147.88913420
111  64.80345509 -147.88891423
111  64.80307991 -147.88765069
111  64.80279907 -147.88680189
112  64.80279907 -147.88680189  64.80276971 -147.88670881
111  64.80271317 -147.88672947
111  64.80196581 -147.88809740
113  64.80188987 -147.88787115
111  64.80511935 -147.88229795
111  64.80537861 -147.88302605
111  64.80572676 -147.88246211
111  64.80762304 -147.87896491
113  64.80734965 -147.87820315
111  64.80811738 -147.87677934
112  64.80811738 -147.87677934  64.80809162 -147.87686524
111  64.80811277 -147.87697863
111  64.80831820 -147.87756429
112  64.80831820 -147.87756429  64.80835393 -147.87765995
111  64.80839264 -147.87756972
111  64.81107583 -147.87263541
111  64.81148844 -147.87174072
113  64.81126009 -147.87102847
111  64.81214266 -147.86937901
111  64.81237175 -147.87008821
111  64.81279878 -147.86945499
111  64.81570930 -147.86411423
111  64.81604667 -147.86336632
113  64.81580569 -147.86262894
111  64.81674668 -147.86094519
111  64.81697187 -147.86164625
111  64.81743662 -147.86094330
111  64.81876318 -147.85848418
111  64.81905874 -147.85781204
113  64.81883259 -147.85711179
111  64.81974624 -147.85541801
111  64.81998792 -147.85610321
111  64.82038055 -147.85553356
111  64.82407113 -147.84873236
113  64.82381506 -147.84795602
111  64.82478957 -147.84615363
111  64.82507406 -147.84701097
111  64.82619670 -147.84494517
113  64.82590752 -147.84407977
111  64.80383468 -147.88807962
111  64.80399290 -147.88868282
111  64.80412322 -147.88909512
112  64.80412322 -147.88909512  64.80414678 -147.88911884
111  64.80417323 -147.88905897
111  64.80444322 -147.88857469
112  64.80444322 -147.88857469  64.80460947 -147.88836595
111  64.80476741 -147.88859638
112  64.80476741 -147.88859638  64.80488283 -147.88875200
111  64.80495784 -147.88860045
111  64.80522918 -147.88817887
112  64.80522918 -147.88817887  64.80527904 -147.88783923
111  64.80515185 -147.88770579
111  64.80495242 -147.88700410
111  64.80476130 -147.88642046
112  64.80476130 -147.88642046  64.80471698 -147.88629358
111  64.80467654 -147.88630725
111  64.80429040 -147.88699723
111  64.80384245 -147.88784361
114  64.80384245 -147.88784361  64.80380368 -147.88792982
111  64.80499533 -147.88572984
112  64.80499533 -147.88572984  64.80499533 -147.88590084
111  64.80505696 -147.88606656
111  64.80547453 -147.88728005
112  64.80547453 -147.88728005  64.80558123 -147.88760799
111  64.80570651 -147.88737115
111  64.80675146 -147.88547600
111  64.80665728 -147.88517018
112  64.80665728 -147.88517018  64.80662196 -147.88507583
111  64.80659565 -147.88506932
113  64.80546345 -147.88484485
111  64.80749737 -147.88409413
112  64.80749737 -147.88409413  64.80775996 -147.88371151
111  64.80777824 -147.88294040
111  64.80784472 -147.88180814
112  64.80784472 -147.88180814  64.80786798 -147.88142160
111  64.80801756 -147.88101750
112  64.80801756 -147.88101750  64.80804747 -147.88091013
111  64.80800592 -147.88079495
111  64.80793695 -147.88059388
112  64.80793695 -147.88059388  64.80786549 -147.88042989
111  64.80782394 -147.88052555
111  64.80753227 -147.88107802
113  64.80733956 -147.88356432
111  64.81230740 -147.87388825
111  64.81237960 -147.87408777
112  64.81237960 -147.87408777  64.81244827 -147.87429115
111  64.81246776 -147.87402448
111  64.81255120 -147.87384930
111  64.81244248 -147.87353038
111  64.81276379 -147.87293811
112  64.81276379 -147.87293811  64.81269974 -147.87269811
111  64.81262945 -147.87279981
111  64.81233076 -147.87335412
114  64.81233076 -147.87335412  64.81222458 -147.87362937
111  64.81211136 -147.87264937
111  64.81118043 -147.87433734
112  64.81118043 -147.87433734  64.81118187 -147.87446615
111  64.81119774 -147.87454411
111  64.81128237 -147.87482545
112  64.81128237 -147.87482545  64.81134152 -147.87492714
111  64.81138624 -147.87484202 20
111  64.81179033 -147.87408943
113  64.81196515 -147.87330521
111  64.80819125 -147.88013052
111  64.80828612 -147.88040708
112  64.80828612 -147.88040708  64.80833529 -147.88046240
111  64.80836991 -147.88038756 20
111  64.80988503 -147.87759137
112  64.80988503 -147.87759137  64.80990004 -147.87752765
111  64.80988734 -147.87746799
111  64.80980194 -147.87722530
112  64.80980194 -147.87722530  64.80975116 -147.87708295
111  64.80970698 -147.87707506
111  64.80816469 -147.87987999
114  64.80816469 -147.87987999  64.80816677 -147.88005081
111  64.80839958 -147.88054826
112  64.80839958 -147.88054826  64.80827035 -147.88104079
112  64.80877457 -147.88090274  64.80893683 -147.88062949
111  64.80877457 -147.88090274
111  64.81007896 -147.87844549
112  64.81007896 -147.87844549  64.81020277 -147.87818192
111  64.81010055 -147.87788862
111  64.81001480 -147.87768714
113  64.80995397 -147.87768011 20
111  64.81020625 -147.87701137 20
111  64.81102789 -147.87550397
112  64.81102789 -147.87550397  64.81106078 -147.87542398
111  64.81104104 -147.87532663
111  64.81094894 -147.87505979
112  64.81094894 -147.87505979  64.81090105 -147.87493777
111  64.81085200 -147.87494265
111  64.81002560 -147.87647068
112  64.81002560 -147.87647068  64.81003045 -147.87660898
111  64.81005261 -147.87671148
111  64.81014955 -147.87699620
114  64.81014955 -147.87699620  64.81017864 -147.87704012
